"ple0040","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"No","2009","(Married) couple without C. ","East Germany","1520","0.844091851661269","0.827365613531791","0.860818089790747","2"
"No","2009","Single parent ","West Germany","665","0.928709221524867","0.909940441265648","0.947478001784086","2"
"No","2009","Single parent ","East Germany","250","0.95299016116677","0.927602011496386","0.978378310837154","2"
"No","2009","Couple + C. LE 16 ","West Germany","2150","0.946860773978271","0.937590255194616","0.956131292761926","2"
"No","2009","Couple + C. LE 16 ","East Germany","581","0.961013243361859","0.945525230319698","0.976501256404021","2"
"No","2009","Couple + C. LE and GT 16","West Germany","919","0.953277824872607","0.939913820525218","0.966641829219996","2"
"No","2009","Couple + C. LE and GT 16","East Germany","211","0.973013587735472","0.951697689820966","0.994329485649977","2"
"Yes","2009","1-pers.-HH","West Germany","411","0.196871092648959","0.180082740953683","0.213659444344234","1"
"Yes","2009","1-pers.-HH","East Germany","121","0.169240558280874","0.142224492896975","0.196256623664773","1"
"Yes","2009","(Married) couple without C. ","West Germany","945","0.194557848563","0.183403178899099","0.2057125182269","1"
"Yes","2009","Single parent ","West Germany","57","0.071290778475133","0.0525219982159136","0.0900595587343523","1"
"Yes","2009","Single parent ","East Germany","17","","","","1"
"Yes","2009","Couple + C. LE 16 ","West Germany","99","0.0531392260217292","0.0438687072380743","0.0624097448053841","1"
"Yes","2009","Couple + C. LE 16 ","East Germany","19","","","","1"
"Yes","2009","(Married) couple without C. ","East Germany","287","0.155908148338731","0.139181910209253","0.172634386468209","1"
"Yes","2009","Couple + C. GT 16 ","East Germany","64","0.0920234631054868","0.0723820365500482","0.111664889660925","1"
"Yes","2009","Couple + C. GT 16 ","West Germany","226","0.0974942714519043","0.0854239556944892","0.109564587209319","1"
"Yes","2009","Couple + C. LE and GT 16","West Germany","39","0.0467221751273935","0.0333581707800045","0.0600861794747825","1"
"Yes","2009","Couple + C. LE and GT 16","East Germany","11","","","","1"
"No","2010","1-pers.-HH","West Germany","1660","0.812469562723364","0.795593092746884","0.829346032699845","2"
"No","2010","1-pers.-HH","East Germany","569","0.818143236036574","0.789404051217262","0.846882420855885","2"
"No","2010","Couple + C. GT 16 ","West Germany","1968","0.907386396822936","0.895203460256165","0.919569333389707","2"
"No","2010","Couple + C. GT 16 ","East Germany","653","0.908394289847429","0.887160699023975","0.929627880670884","2"
"No","2010","(Married) couple without C. ","West Germany","3705","0.805365345854919","0.793919058775728","0.816811632934111","2"
"No","2010","(Married) couple without C. ","East Germany","1413","0.833354991991656","0.815666244830776","0.851043739152536","2"
"No","2010","Single parent ","West Germany","1649","0.921796531182979","0.909249363136023","0.934343699229934","2"
"No","2010","Single parent ","East Germany","497","0.952993763018209","0.934749530796402","0.971237995240015","2"
"No","2010","Couple + C. LE 16 ","West Germany","6088","0.954323481205297","0.949162227518586","0.959484734892008","2"
"No","2010","Couple + C. LE 16 ","East Germany","1447","0.971718547418246","0.963304007572053","0.980133087264439","2"
"No","2010","Couple + C. LE and GT 16","West Germany","1277","0.943019629586847","0.930631379918143","0.955407879255552","2"
"No","2010","Couple + C. LE and GT 16","East Germany","257","0.928377962298452","0.897956555206114","0.95879936939079","2"
"Yes","2010","1-pers.-HH","West Germany","395","0.187530437276636","0.170653967300155","0.204406907253117","1"
"Yes","2010","1-pers.-HH","East Germany","123","0.181856763963426","0.153117579144115","0.210595948782737","1"
"Yes","2010","(Married) couple without C. ","West Germany","891","0.194634654145081","0.183188367065889","0.206080941224272","1"
"Yes","2010","(Married) couple without C. ","East Germany","292","0.166645008008344","0.148956260847464","0.184333755169224","1"
"Yes","2010","Single parent ","East Germany","20","","","","1"
"Yes","2010","Couple + C. LE 16 ","West Germany","198","0.0456765187947029","0.040515265107992","0.0508377724814137","1"
"Yes","2010","Couple + C. LE 16 ","East Germany","44","0.0282814525817543","0.0198669127355613","0.0366959924279473","1"
"Yes","2010","Couple + C. GT 16 ","East Germany","56","0.0916057101525707","0.0703721193291164","0.112839300976025","1"
"Yes","2010","Single parent ","West Germany","110","0.0782034688170215","0.0656563007700657","0.0907506368639773","1"
"Yes","2010","Couple + C. GT 16 ","West Germany","207","0.0926136031770639","0.080430666610293","0.104796539743835","1"
"Yes","2010","Couple + C. LE and GT 16","East Germany","19","","","","1"
"Yes","2010","Couple + C. LE and GT 16","West Germany","68","0.0569803704131528","0.0445921207444482","0.0693686200818573","1"
"No","2011","Couple + C. GT 16 ","West Germany","2290","0.901674459794964","0.890076695049395","0.913272224540532","2"
"No","2011","Couple + C. GT 16 ","East Germany","675","0.914931753559465","0.894817498064338","0.935046009054593","2"
"No","2011","1-pers.-HH","West Germany","2161","0.810865305614099","0.796027659905443","0.825702951322755","2"
"No","2011","1-pers.-HH","East Germany","743","0.836363587233704","0.812180832084276","0.860546342383131","2"
"No","2011","Couple + C. LE and GT 16","West Germany","1658","0.944175766262281","0.93342550918153","0.954926023343033","2"
"No","2011","(Married) couple without C. ","West Germany","4878","0.815490811528471","0.805698617628512","0.82528300542843","2"
"No","2011","(Married) couple without C. ","East Germany","1699","0.836623947518826","0.820631572648223","0.852616322389429","2"
"No","2011","Single parent ","West Germany","2062","0.914099173766098","0.902426922942336","0.92577142458986","2"
"No","2011","Single parent ","East Germany","600","0.93132457715519","0.911715874319946","0.950933279990433","2"
"No","2011","Couple + C. LE 16 ","West Germany","6246","0.957675873756432","0.95276715796134","0.962584589551525","2"
"No","2011","Couple + C. LE 16 ","East Germany","1490","0.953767281240519","0.943286302723612","0.964248259757425","2"
"No","2011","Couple + C. LE and GT 16","East Germany","302","0.932229024142935","0.904732439426064","0.959725608859807","2"
"Yes","2011","1-pers.-HH","West Germany","515","0.189134694385901","0.174297048677245","0.203972340094557","1"
"Yes","2011","1-pers.-HH","East Germany","156","0.163636412766297","0.13945365761687","0.187819167915724","1"
"Yes","2011","(Married) couple without C. ","West Germany","1150","0.184509188471529","0.17471699457157","0.194301382371487","1"
"Yes","2011","(Married) couple without C. ","East Germany","354","0.163376052481174","0.147383677610571","0.179368427351777","1"
"Yes","2011","Single parent ","East Germany","39","0.0686754228448105","0.0490667200095673","0.0882841256800537","1"
"Yes","2011","Couple + C. LE 16 ","West Germany","216","0.0423241262435675","0.0374154104484751","0.0472328420386599","1"
"Yes","2011","Couple + C. LE 16 ","East Germany","52","0.0462327187594815","0.0357517402425751","0.056713697276388","1"
"Yes","2011","Couple + C. GT 16 ","East Germany","64","0.0850682464405346","0.0649539909454068","0.105182501935662","1"
"Yes","2011","Couple + C. GT 16 ","West Germany","242","0.0983255402050363","0.0867277754594677","0.109923304950605","1"
"Yes","2011","Single parent ","West Germany","152","0.0859008262339021","0.0742285754101399","0.0975730770576642","1"
"Yes","2011","Couple + C. LE and GT 16","West Germany","94","0.0558242337377186","0.0450739766569671","0.0665744908184701","1"
"Yes","2011","Couple + C. LE and GT 16","East Germany","19","","","","1"
"No","2012","Couple + C. GT 16 ","West Germany","2184","0.901603345356612","0.889758421930777","0.913448268782448","2"
"No","2012","Couple + C. GT 16 ","East Germany","613","0.920860508947798","0.900373492085698","0.941347525809898","2"
"No","2012","1-pers.-HH","West Germany","2242","0.810727582649278","0.796176523220895","0.825278642077661","2"
"No","2012","1-pers.-HH","East Germany","779","0.81291683152162","0.788247755082518","0.837585907960722","2"
"No","2012","Couple + C. LE and GT 16","West Germany","1655","0.928758550041758","0.916751405953883","0.940765694129632","2"
"No","2012","(Married) couple without C. ","West Germany","4867","0.815604290539974","0.805836278776193","0.825372302303755","2"
"No","2012","(Married) couple without C. ","East Germany","1726","0.814970077966107","0.798408834229657","0.831531321702558","2"
"No","2012","Single parent ","West Germany","1989","0.900887873508166","0.888309710470525","0.913466036545807","2"
"No","2012","Single parent ","East Germany","568","0.94048117339236","0.921721307935693","0.959241038849028","2"
"No","2012","Couple + C. LE 16 ","West Germany","5684","0.95502287761411","0.949728185843876","0.960317569384345","2"
"No","2012","Couple + C. LE 16 ","East Germany","1366","0.948474801651542","0.937004922574853","0.95994468072823","2"
"No","2012","Couple + C. LE and GT 16","East Germany","259","0.907980050105652","0.873940222187463","0.94201987802384","2"
"Yes","2012","1-pers.-HH","West Germany","542","0.189272417350722","0.174721357922339","0.203823476779105","1"
"Yes","2012","1-pers.-HH","East Germany","181","0.18708316847838","0.162414092039278","0.211752244917482","1"
"Yes","2012","(Married) couple without C. ","West Germany","1188","0.184395709460026","0.174627697696245","0.194163721223807","1"
"Yes","2012","(Married) couple without C. ","East Germany","386","0.185029922033893","0.168468678297442","0.201591165770343","1"
"Yes","2012","Single parent ","East Germany","43","0.0595188266076396","0.0407589611509724","0.0782786920643068","1"
"Yes","2012","Couple + C. LE 16 ","West Germany","202","0.0449771223858897","0.0396824306156551","0.0502718141561243","1"
"Yes","2012","Couple + C. LE 16 ","East Germany","61","0.0515251983484585","0.0400553192717702","0.0629950774251467","1"
"Yes","2012","Couple + C. GT 16 ","East Germany","54","0.0791394910522023","0.0586524741901022","0.0996265079143024","1"
"Yes","2012","Couple + C. GT 16 ","West Germany","245","0.0983966546433876","0.0865517312175523","0.110241578069223","1"
"Yes","2012","Single parent ","West Germany","179","0.0991121264918336","0.0865339634541927","0.111690289529475","1"
"Yes","2012","Couple + C. LE and GT 16","East Germany","18","","","","1"
"Yes","2012","Couple + C. LE and GT 16","West Germany","108","0.0712414499582423","0.0592343058703678","0.0832485940461169","1"
"No","2013","1-pers.-HH","West Germany","2464","0.811180851249632","0.797178629342367","0.825183073156897","2"
"No","2013","1-pers.-HH","East Germany","767","0.822496382703779","0.797886292818438","0.84710647258912","2"
"No","2013","Couple + C. GT 16 ","West Germany","2554","0.899046690045044","0.887927454212751","0.910165925877336","2"
"No","2013","Couple + C. GT 16 ","East Germany","550","0.938888897850936","0.919690514514465","0.958087281187406","2"
"No","2013","(Married) couple without C. ","West Germany","5262","0.815711908277758","0.806218899614391","0.825204916941125","2"
"No","2013","(Married) couple without C. ","East Germany","1729","0.821704221509551","0.805282633362974","0.838125809656128","2"
"No","2013","Single parent ","West Germany","2172","0.895393305555862","0.883051042307932","0.907735568803793","2"
"No","2013","Single parent ","East Germany","556","0.938006896224915","0.91861458491297","0.957399207536859","2"
"No","2013","Couple + C. LE 16 ","West Germany","6543","0.959636458221413","0.954954180499099","0.964318735943727","2"
"No","2013","Couple + C. LE 16 ","East Germany","1353","0.95668657430974","0.946068962350023","0.967304186269458","2"
"No","2013","Couple + C. LE and GT 16","West Germany","2109","0.93998117435565","0.930100765222194","0.949861583489106","2"
"No","2013","Couple + C. LE and GT 16","East Germany","318","0.914156398050932","0.884467146075727","0.943845650026138","2"
"Yes","2013","1-pers.-HH","West Germany","537","0.188819148750368","0.174816926843103","0.202821370657633","1"
"Yes","2013","1-pers.-HH","East Germany","159","0.177503617296221","0.15289352741088","0.202113707181561","1"
"Yes","2013","(Married) couple without C. ","West Germany","1146","0.184288091722242","0.174795083058875","0.193781100385609","1"
"Yes","2013","(Married) couple without C. ","East Germany","358","0.178295778490449","0.161874190343872","0.194717366637026","1"
"Yes","2013","Single parent ","East Germany","38","0.0619931037750855","0.0426007924631409","0.08138541508703","1"
"Yes","2013","Couple + C. LE 16 ","West Germany","244","0.0403635417785871","0.0356812640562734","0.0450458195009008","1"
"Yes","2013","Couple + C. LE 16 ","East Germany","59","0.0433134256902596","0.0326958137305422","0.0539310376499771","1"
"Yes","2013","Couple + C. GT 16 ","East Germany","48","0.0611111021490644","0.041912718812594","0.0803094854855347","1"
"Yes","2013","Couple + C. GT 16 ","West Germany","266","0.100953309954956","0.0898340741226642","0.112072545787249","1"
"Yes","2013","Single parent ","West Germany","190","0.104606694444138","0.0922644311962072","0.116948957692068","1"
"Yes","2013","Couple + C. LE and GT 16","West Germany","111","0.0600188256443503","0.0501384165108941","0.0698992347778065","1"
"Yes","2013","Couple + C. LE and GT 16","East Germany","24","","","","1"
"No","2014","1-pers.-HH","West Germany","2214","0.798334518456103","0.783343466340251","0.813325570571954","2"
"No","2014","1-pers.-HH","East Germany","731","0.806782158135921","0.781030454121878","0.832533862149964","2"
"No","2014","Couple + C. GT 16 ","West Germany","2301","0.899751912086874","0.88807913077952","0.911424693394228","2"
"No","2014","Couple + C. GT 16 ","East Germany","481","0.882960221811608","0.855643436515185","0.910277007108032","2"
"No","2014","(Married) couple without C. ","West Germany","4819","0.809883101533489","0.799926947635649","0.819839255431329","2"
"No","2014","(Married) couple without C. ","East Germany","1676","0.831774612116246","0.815510332256217","0.848038891976276","2"
"No","2014","Single parent ","West Germany","1791","0.879089135889271","0.864681423513375","0.893496848265167","2"
"No","2014","Single parent ","East Germany","436","0.911172207868447","0.885800529823729","0.936543885913165","2"
"No","2014","Couple + C. LE 16 ","West Germany","5424","0.95763018377153","0.952373210821845","0.962887156721216","2"
"No","2014","Couple + C. LE 16 ","East Germany","1173","0.95163192783379","0.93960301496201","0.963660840705569","2"
"No","2014","Couple + C. LE and GT 16","West Germany","1843","0.942824780274572","0.932482535077082","0.953167025472063","2"
"No","2014","Couple + C. LE and GT 16","East Germany","286","0.92933858337839","0.900673246018316","0.958003920738464","2"
"Yes","2014","1-pers.-HH","West Germany","538","0.201665481543897","0.186674429428046","0.216656533659749","1"
"Yes","2014","1-pers.-HH","East Germany","172","0.193217841864079","0.167466137850036","0.218969545878122","1"
"Yes","2014","(Married) couple without C. ","West Germany","1148","0.190116898466511","0.180160744568671","0.200073052364351","1"
"Yes","2014","(Married) couple without C. ","East Germany","356","0.168225387883754","0.151961108023724","0.184489667743783","1"
"Yes","2014","Single parent ","East Germany","47","0.088827792131553","0.0634561140868355","0.11419947017627","1"
"Yes","2014","Couple + C. LE 16 ","West Germany","216","0.0423698162284698","0.0371128432787842","0.0476267891781555","1"
"Yes","2014","Couple + C. LE 16 ","East Germany","49","0.0483680721662101","0.0363391592944306","0.0603969850379897","1"
"Yes","2014","Couple + C. GT 16 ","East Germany","51","0.117039778188391","0.089722992891968","0.144356563484815","1"
"Yes","2014","Couple + C. GT 16 ","West Germany","242","0.100248087913126","0.0885753066057724","0.11192086922048","1"
"Yes","2014","Single parent ","West Germany","176","0.120910864110729","0.106503151734833","0.135318576486625","1"
"Yes","2014","Couple + C. LE and GT 16","East Germany","21","","","","1"
"Yes","2014","Couple + C. LE and GT 16","West Germany","93","0.0571752197254276","0.0468329745279371","0.0675174649229181","1"
"No","2015","1-pers.-HH","West Germany","2307","0.792294707428469","0.777330290115915","0.807259124741023","2"
"No","2015","1-pers.-HH","East Germany","742","0.825839294224854","0.800923430476623","0.850755157973086","2"
"No","2015","Couple + C. GT 16 ","West Germany","2251","0.900599344871531","0.88881186603209","0.912386823710972","2"
"No","2015","Couple + C. GT 16 ","East Germany","434","0.929623200464449","0.906669266131995","0.952577134796903","2"
"No","2015","(Married) couple without C. ","West Germany","4850","0.817103275296102","0.807249887141066","0.826956663451139","2"
"No","2015","(Married) couple without C. ","East Germany","1655","0.819626911676003","0.802754754346769","0.836499069005238","2"
"No","2015","Single parent ","West Germany","1752","0.898827950154869","0.885370879386493","0.912285020923246","2"
"No","2015","Single parent ","East Germany","422","0.908950119110139","0.882802549309394","0.935097688910884","2"
"No","2015","Couple + C. LE 16 ","West Germany","5436","0.958317388459559","0.953098111296789","0.963536665622328","2"
"No","2015","Couple + C. LE 16 ","East Germany","1106","0.950160382554933","0.937577681287624","0.962743083822241","2"
"No","2015","Couple + C. LE and GT 16","West Germany","1843","0.947496403500684","0.93752762926019","0.957465177741178","2"
"No","2015","Couple + C. LE and GT 16","East Germany","296","0.934297824447591","0.906806014183224","0.961789634711957","2"
"Yes","2015","1-pers.-HH","West Germany","516","0.207705292571531","0.192740875258977","0.222669709884085","1"
"Yes","2015","1-pers.-HH","East Germany","148","0.174160705775146","0.149244842026914","0.199076569523377","1"
"Yes","2015","(Married) couple without C. ","West Germany","1063","0.182896724703898","0.173043336548861","0.192750112858934","1"
"Yes","2015","(Married) couple without C. ","East Germany","340","0.180373088323997","0.163500930994762","0.197245245653231","1"
"Yes","2015","Single parent ","East Germany","43","0.0910498808898612","0.0649023110891164","0.117197450690606","1"
"Yes","2015","Single parent ","West Germany","177","0.10117204984513","0.0877149790767541","0.114629120613507","1"
"Yes","2015","Couple + C. LE 16 ","West Germany","197","0.0416826115404414","0.0364633343776722","0.0469018887032106","1"
"Yes","2015","Couple + C. LE 16 ","East Germany","43","0.0498396174450672","0.0372569161777584","0.062422318712376","1"
"Yes","2015","Couple + C. GT 16 ","West Germany","224","0.0994006551284689","0.0876131762890278","0.11118813396791","1"
"Yes","2015","Couple + C. GT 16 ","East Germany","43","0.0703767995355507","0.0474228652030967","0.0933307338680048","1"
"Yes","2015","Couple + C. LE and GT 16","West Germany","80","0.052503596499316","0.0425348222588219","0.06247237073981","1"
"Yes","2015","Couple + C. LE and GT 16","East Germany","16","","","","1"
"No","2016","1-pers.-HH","West Germany","2102","0.792674948077229","0.777113463262765","0.808236432891694","2"
"No","2016","1-pers.-HH","East Germany","722","0.809930818175282","0.783948622287064","0.835913014063501","2"
"No","2016","Couple + C. GT 16 ","West Germany","2135","0.897395674442113","0.885114172297049","0.909677176587178","2"
"No","2016","Couple + C. GT 16 ","East Germany","369","0.929856946025845","0.905166576757103","0.954547315294586","2"
"No","2016","Couple + C. LE and GT 16","West Germany","1707","0.948903720993692","0.93868594498131","0.959121497006074","2"
"No","2016","Couple + C. LE and GT 16","East Germany","296","0.947955630128779","0.92330933319389","0.972601927063667","2"
"No","2016","(Married) couple without C. ","West Germany","4468","0.819906876703164","0.809727374893024","0.830086378513305","2"
"No","2016","(Married) couple without C. ","East Germany","1585","0.843221859162898","0.826808174069378","0.859635544256418","2"
"No","2016","Single parent ","West Germany","1549","0.896159209906761","0.881725896986113","0.910592522827409","2"
"No","2016","Single parent ","East Germany","396","0.909367252390789","0.882419839619997","0.936314665161581","2"
"No","2016","Couple + C. LE 16 ","West Germany","4654","0.964044664976095","0.95878539705215","0.969303932900041","2"
"No","2016","Couple + C. LE 16 ","East Germany","977","0.955498956584332","0.942819476595487","0.968178436573178","2"
"Yes","2016","1-pers.-HH","West Germany","505","0.207325051922771","0.191763567108307","0.222886536737235","1"
"Yes","2016","1-pers.-HH","East Germany","154","0.190069181824717","0.164086985936499","0.216051377712936","1"
"Yes","2016","(Married) couple without C. ","West Germany","1006","0.180093123296836","0.169913621486695","0.190272625106976","1"
"Yes","2016","(Married) couple without C. ","East Germany","300","0.156778140837102","0.140364455743582","0.173191825930622","1"
"Yes","2016","Single parent ","East Germany","40","0.0906327476092113","0.0636853348384194","0.117580160380003","1"
"Yes","2016","Couple + C. LE 16 ","West Germany","160","0.0359553350239046","0.0306960670999588","0.0412146029478503","1"
"Yes","2016","Couple + C. LE 16 ","East Germany","39","0.0445010434156675","0.0318215634268219","0.0571805234045131","1"
"Yes","2016","Single parent ","West Germany","167","0.103840790093239","0.089407477172591","0.118274103013887","1"
"Yes","2016","Couple + C. GT 16 ","East Germany","42","0.0701430539741553","0.0454526847054138","0.0948334232428968","1"
"Yes","2016","Couple + C. GT 16 ","West Germany","210","0.102604325557887","0.0903228234128225","0.114885827702951","1"
"Yes","2016","Couple + C. LE and GT 16","East Germany","16","","","","1"
"Yes","2016","Couple + C. LE and GT 16","West Germany","77","0.0510962790063081","0.0408785029939258","0.0613140550186904","1"
"No","2017","1-pers.-HH","West Germany","2395","0.793352143067554","0.778703665487197","0.80800062064791","2"
"No","2017","1-pers.-HH","East Germany","840","0.839030468512555","0.816286914498084","0.861774022527026","2"
"No","2017","Couple + C. GT 16 ","West Germany","2529","0.903238421823753","0.892242976474498","0.914233867173007","2"
"No","2017","Couple + C. GT 16 ","East Germany","434","0.906831803910789","0.880882734553437","0.932780873268141","2"
"No","2017","Couple + C. LE and GT 16","West Germany","1781","0.955246473280382","0.945895180578363","0.9645977659824","2"
"No","2017","Couple + C. LE and GT 16","East Germany","342","0.926031758773322","0.899145338310133","0.952918179236511","2"
"No","2017","(Married) couple without C. ","West Germany","5037","0.82371607340219","0.814190825449332","0.833241321355048","2"
"No","2017","(Married) couple without C. ","East Germany","1747","0.831979097572188","0.81595369534839","0.848004499795986","2"
"No","2017","Single parent ","West Germany","1605","0.896789706952616","0.882660332190829","0.910919081714403","2"
"No","2017","Single parent ","East Germany","420","0.933364412882214","0.910474486122808","0.956254339641619","2"
"No","2017","Couple + C. LE 16 ","West Germany","4682","0.962450261090449","0.957098959921399","0.967801562259499","2"
"No","2017","Couple + C. LE 16 ","East Germany","1061","0.953459962990822","0.94103405461185","0.965885871369793","2"
"Yes","2017","1-pers.-HH","West Germany","540","0.206647856932446","0.19199937935209","0.221296334512803","1"
"Yes","2017","1-pers.-HH","East Germany","163","0.160969531487445","0.138225977472974","0.183713085501916","1"
"Yes","2017","(Married) couple without C. ","West Germany","1111","0.17628392659781","0.166758678644952","0.185809174550668","1"
"Yes","2017","(Married) couple without C. ","East Germany","344","0.168020902427812","0.151995500204014","0.18404630465161","1"
"Yes","2017","Single parent ","East Germany","36","0.0666355871177863","0.0437456603583807","0.089525513877192","1"
"Yes","2017","Couple + C. LE 16 ","West Germany","166","0.037549738909551","0.0321984377405013","0.0429010400786008","1"
"Yes","2017","Couple + C. LE 16 ","East Germany","43","0.0465400370091784","0.0341141286302068","0.0589659453881501","1"
"Yes","2017","Couple + C. GT 16 ","West Germany","248","0.0967615781762474","0.0857661328269927","0.107757023525502","1"
"Yes","2017","Couple + C. GT 16 ","East Germany","48","0.0931681960892109","0.067219126731859","0.119117265446563","1"
"Yes","2017","Single parent ","West Germany","176","0.103210293047384","0.0890809182855969","0.117339667809171","1"
"Yes","2017","Couple + C. LE and GT 16","West Germany","97","0.0447535267196183","0.0354022340175998","0.0541048194216367","1"
"Yes","2017","Couple + C. LE and GT 16","East Germany","22","","","","1"
"No","2018","1-pers.-HH","West Germany","2495","0.800636415806323","0.786515394212701","0.814757437399945","2"
"No","2018","1-pers.-HH","East Germany","858","0.819056493578169","0.795760095600056","0.842352891556282","2"
"No","2018","(Married) couple without C. ","West Germany","4857","0.821165516692971","0.811426758222807","0.830904275163134","2"
"No","2018","(Married) couple without C. ","East Germany","1697","0.825896148715019","0.809485257359442","0.842307040070596","2"
"No","2018","Single parent ","West Germany","1583","0.901488991944087","0.887590254946106","0.915387728942069","2"
"No","2018","Single parent ","East Germany","409","0.919962984666328","0.894891938685444","0.945034030647211","2"
"No","2018","Couple + C. LE 16 ","West Germany","4246","0.965929004077043","0.960575420588499","0.971282587565586","2"
"No","2018","Couple + C. LE 16 ","East Germany","1013","0.961353876210757","0.949711851503787","0.972995900917728","2"
"No","2018","Couple + C. GT 16 ","West Germany","2326","0.903545786237146","0.892123436591484","0.914968135882807","2"
"No","2018","Couple + C. GT 16 ","East Germany","403","0.912323560472799","0.886104916437014","0.938542204508584","2"
"No","2018","Couple + C. LE and GT 16","West Germany","1735","0.942405725963131","0.931769341285342","0.953042110640921","2"
"No","2018","Couple + C. LE and GT 16","East Germany","339","0.966168044289819","0.947226998444212","0.985109090135427","2"
"Yes","2018","1-pers.-HH","West Germany","580","0.199363584193677","0.185242562600055","0.213484605787299","1"
"Yes","2018","1-pers.-HH","East Germany","191","0.180943506421831","0.157647108443718","0.204239904399944","1"
"Yes","2018","(Married) couple without C. ","West Germany","1091","0.178834483307029","0.169095724836866","0.188573241777193","1"
"Yes","2018","(Married) couple without C. ","East Germany","354","0.174103851284981","0.157692959929404","0.190514742640557","1"
"Yes","2018","Single parent ","East Germany","41","0.0800370153336725","0.0549659693527893","0.105108061314556","1"
"Yes","2018","Couple + C. LE 16 ","West Germany","165","0.0340709959229571","0.0287174124344137","0.0394245794115006","1"
"Yes","2018","Couple + C. LE 16 ","East Germany","40","0.038646123789243","0.0270040990822725","0.0502881484962135","1"
"Yes","2018","Single parent ","West Germany","183","0.0985110080559126","0.0846122710579315","0.112409745053894","1"
"Yes","2018","Couple + C. GT 16 ","West Germany","240","0.0964542137628545","0.0850318641171933","0.107876563408516","1"
"Yes","2018","Couple + C. GT 16 ","East Germany","44","0.0876764395272012","0.061457795491416","0.113895083562986","1"
"Yes","2018","Couple + C. LE and GT 16","West Germany","108","0.0575942740368688","0.0469578893590791","0.0682306587146584","1"
"Yes","2018","Couple + C. LE and GT 16","East Germany","11","","","","1"
"No","2019","1-pers.-HH","West Germany","2591","0.807426697367722","0.793702101602748","0.821151293132695","2"
"No","2019","1-pers.-HH","East Germany","847","0.818074041389123","0.794548394598575","0.841599688179671","2"
"No","2019","(Married) couple without C. ","West Germany","5267","0.825637738016898","0.816296746267409","0.834978729766387","2"
"No","2019","(Married) couple without C. ","East Germany","1808","0.814217628369581","0.79784225778468","0.830592998954481","2"
"No","2019","Single parent ","West Germany","1459","0.871493274456125","0.855207155042935","0.887779393869316","2"
"No","2019","Single parent ","East Germany","401","0.918463673181906","0.89277679005593","0.944150556307883","2"
"No","2019","Couple + C. LE 16 ","West Germany","4037","0.970401505239536","0.965261324505443","0.975541685973629","2"
"No","2019","Couple + C. LE 16 ","East Germany","982","0.964276464721851","0.9528752217494","0.975677707694302","2"
"No","2019","Couple + C. GT 16 ","West Germany","2277","0.891703000960601","0.879570058279622","0.903835943641579","2"
"No","2019","Couple + C. GT 16 ","East Germany","396","0.924145355675654","0.899490216483145","0.948800494868164","2"
"No","2019","Couple + C. LE and GT 16","West Germany","1739","0.952446087857103","0.942655176852655","0.96223699886155","2"
"No","2019","Couple + C. LE and GT 16","East Germany","339","0.923644203360175","0.896287285492336","0.951001121228015","2"
"Yes","2019","1-pers.-HH","West Germany","580","0.192573302632278","0.178848706867305","0.206297898397252","1"
"Yes","2019","1-pers.-HH","East Germany","186","0.181925958610877","0.158400311820329","0.205451605401425","1"
"Yes","2019","(Married) couple without C. ","West Germany","1071","0.174362261983102","0.165021270233613","0.183703253732591","1"
"Yes","2019","(Married) couple without C. ","East Germany","359","0.185782371630419","0.169407001045519","0.20215774221532","1"
"Yes","2019","Single parent ","East Germany","35","0.0815363268180937","0.0558494436921173","0.10722320994407","1"
"Yes","2019","Couple + C. LE 16 ","West Germany","139","0.0295984947604641","0.024458314026371","0.0347386754945573","1"
"Yes","2019","Couple + C. LE 16 ","East Germany","36","0.0357235352781492","0.0243222923056983","0.0471247782506002","1"
"Yes","2019","Couple + C. GT 16 ","East Germany","47","0.0758546443243456","0.051199505131836","0.100509783516855","1"
"Yes","2019","Couple + C. GT 16 ","West Germany","243","0.108296999039399","0.0961640563584207","0.120429941720378","1"
"Yes","2019","Single parent ","West Germany","163","0.128506725543875","0.112220606130684","0.144792844957065","1"
"Yes","2019","Couple + C. LE and GT 16","West Germany","76","0.0475539121428973","0.0377630011384497","0.0573448231473449","1"
"Yes","2019","Couple + C. LE and GT 16","East Germany","23","","","","1"
