"plh0206i06","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"4 on scale 1-7","2008","direct migration background","middle vocational","","","","","4"
"4 on scale 1-7","2008","direct migration background","vocational + Abi","","","","","4"
"4 on scale 1-7","2008","direct migration background","higher vocational","","","","","4"
"4 on scale 1-7","2008","direct migration background","higher education","","","","","4"
"4 on scale 1-7","2008","indirect migration background","in school","","","","","4"
"4 on scale 1-7","2008","indirect migration background","inadequately","","","","","4"
"4 on scale 1-7","2008","indirect migration background","general elemantary","","","","","4"
"4 on scale 1-7","2008","indirect migration background","middle vocational","","","","","4"
"4 on scale 1-7","2008","indirect migration background","vocational + Abi","","","","","4"
"4 on scale 1-7","2008","indirect migration background","higher vocational","","","","","4"
"4 on scale 1-7","2008","indirect migration background","higher education","","","","","4"
"5 on scale 1-7","2008","indirect migration background","general elemantary","","","","","5"
"5 on scale 1-7","2008","direct migration background","inadequately","","","","","5"
"5 on scale 1-7","2008","direct migration background","general elemantary","","","","","5"
"5 on scale 1-7","2008","indirect migration background","inadequately","","","","","5"
"5 on scale 1-7","2008","indirect migration background","middle vocational","","","","","5"
"5 on scale 1-7","2008","indirect migration background","vocational + Abi","","","","","5"
"5 on scale 1-7","2008","indirect migration background","higher vocational","","","","","5"
"5 on scale 1-7","2008","direct migration background","middle vocational","","","","","5"
"5 on scale 1-7","2008","indirect migration background","in school","","","","","5"
"5 on scale 1-7","2008","direct migration background","in school","","","","","5"
"5 on scale 1-7","2008","direct migration background","vocational + Abi","","","","","5"
"5 on scale 1-7","2008","direct migration background","higher vocational","","","","","5"
"5 on scale 1-7","2008","direct migration background","higher education","","","","","5"
"5 on scale 1-7","2008","indirect migration background","higher education","","","","","5"
"5 on scale 1-7","2008","no migration background","inadequately","","","","","5"
"5 on scale 1-7","2008","no migration background","general elemantary","","","","","5"
"5 on scale 1-7","2008","no migration background","middle vocational","","","","","5"
"5 on scale 1-7","2008","no migration background","vocational + Abi","","","","","5"
"5 on scale 1-7","2008","no migration background","higher vocational","","","","","5"
"5 on scale 1-7","2008","no migration background","higher education","","","","","5"
"5 on scale 1-7","2008","no migration background","in school","","","","","5"
"6 on scale 1-7","2008","indirect migration background","in school","","","","","6"
"6 on scale 1-7","2008","indirect migration background","inadequately","","","","","6"
"6 on scale 1-7","2008","direct migration background","inadequately","","","","","6"
"6 on scale 1-7","2008","direct migration background","general elemantary","","","","","6"
"6 on scale 1-7","2008","direct migration background","middle vocational","","","","","6"
"6 on scale 1-7","2008","direct migration background","vocational + Abi","","","","","6"
"6 on scale 1-7","2008","direct migration background","higher vocational","","","","","6"
"6 on scale 1-7","2008","direct migration background","higher education","","","","","6"
"6 on scale 1-7","2008","indirect migration background","general elemantary","","","","","6"
"6 on scale 1-7","2008","indirect migration background","middle vocational","","","","","6"
"6 on scale 1-7","2008","indirect migration background","vocational + Abi","","","","","6"
"6 on scale 1-7","2008","indirect migration background","higher vocational","","","","","6"
"6 on scale 1-7","2008","indirect migration background","higher education","","","","","6"
"6 on scale 1-7","2008","no migration background","inadequately","","","","","6"
"6 on scale 1-7","2008","no migration background","general elemantary","","","","","6"
"6 on scale 1-7","2008","no migration background","middle vocational","","","","","6"
"6 on scale 1-7","2008","no migration background","vocational + Abi","","","","","6"
"6 on scale 1-7","2008","direct migration background","in school","","","","","6"
"6 on scale 1-7","2008","no migration background","in school","","","","","6"
"6 on scale 1-7","2008","no migration background","higher vocational","","","","","6"
"6 on scale 1-7","2008","no migration background","higher education","","","","","6"
"7 Strongly agree","2008","direct migration background","in school","","","","","7"
"7 Strongly agree","2008","direct migration background","general elemantary","","","","","7"
"7 Strongly agree","2008","direct migration background","inadequately","","","","","7"
"7 Strongly agree","2008","indirect migration background","inadequately","","","","","7"
"7 Strongly agree","2008","indirect migration background","general elemantary","","","","","7"
"7 Strongly agree","2008","indirect migration background","middle vocational","","","","","7"
"7 Strongly agree","2008","indirect migration background","vocational + Abi","","","","","7"
"7 Strongly agree","2008","indirect migration background","higher vocational","","","","","7"
"7 Strongly agree","2008","indirect migration background","higher education","","","","","7"
"7 Strongly agree","2008","indirect migration background","in school","","","","","7"
"7 Strongly agree","2008","direct migration background","middle vocational","","","","","7"
"7 Strongly agree","2008","direct migration background","vocational + Abi","","","","","7"
"7 Strongly agree","2008","direct migration background","higher vocational","","","","","7"
"7 Strongly agree","2008","direct migration background","higher education","","","","","7"
"7 Strongly agree","2008","no migration background","in school","","","","","7"
"7 Strongly agree","2008","no migration background","inadequately","","","","","7"
"7 Strongly agree","2008","no migration background","general elemantary","","","","","7"
"7 Strongly agree","2008","no migration background","middle vocational","","","","","7"
"7 Strongly agree","2008","no migration background","vocational + Abi","","","","","7"
"7 Strongly agree","2008","no migration background","higher vocational","","","","","7"
"7 Strongly agree","2008","no migration background","higher education","","","","","7"
"1 Strongly disagree","2009","direct migration background","general elemantary","","","","","1"
"1 Strongly disagree","2009","direct migration background","middle vocational","","","","","1"
"1 Strongly disagree","2009","direct migration background","vocational + Abi","","","","","1"
"1 Strongly disagree","2009","direct migration background","higher vocational","","","","","1"
"1 Strongly disagree","2009","direct migration background","higher education","","","","","1"
"1 Strongly disagree","2009","indirect migration background","in school","","","","","1"
"1 Strongly disagree","2009","indirect migration background","inadequately","","","","","1"
"1 Strongly disagree","2009","indirect migration background","general elemantary","","","","","1"
"1 Strongly disagree","2009","indirect migration background","middle vocational","","","","","1"
"1 Strongly disagree","2009","indirect migration background","vocational + Abi","","","","","1"
"1 Strongly disagree","2009","indirect migration background","higher vocational","","","","","1"
"1 Strongly disagree","2009","indirect migration background","higher education","","","","","1"
"1 Strongly disagree","2009","no migration background","in school","","","","","1"
"1 Strongly disagree","2009","no migration background","inadequately","","","","","1"
"1 Strongly disagree","2009","no migration background","general elemantary","","","","","1"
"1 Strongly disagree","2009","no migration background","middle vocational","","","","","1"
"1 Strongly disagree","2009","no migration background","vocational + Abi","","","","","1"
"1 Strongly disagree","2009","no migration background","higher vocational","","","","","1"
"1 Strongly disagree","2009","no migration background","higher education","","","","","1"
"1 Strongly disagree","2009","direct migration background","in school","","","","","1"
"1 Strongly disagree","2009","direct migration background","inadequately","","","","","1"
"2 on scale 1-7 ","2009","indirect migration background","higher education","","","","","2"
"2 on scale 1-7 ","2009","direct migration background","inadequately","","","","","2"
"2 on scale 1-7 ","2009","direct migration background","general elemantary","","","","","2"
"2 on scale 1-7 ","2009","direct migration background","middle vocational","","","","","2"
"2 on scale 1-7 ","2009","direct migration background","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2009","indirect migration background","in school","","","","","2"
"2 on scale 1-7 ","2009","indirect migration background","inadequately","","","","","2"
"2 on scale 1-7 ","2009","indirect migration background","general elemantary","","","","","2"
"2 on scale 1-7 ","2009","indirect migration background","middle vocational","","","","","2"
"2 on scale 1-7 ","2009","indirect migration background","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2009","indirect migration background","higher vocational","","","","","2"
"2 on scale 1-7 ","2009","no migration background","inadequately","","","","","2"
"2 on scale 1-7 ","2009","no migration background","general elemantary","","","","","2"
"2 on scale 1-7 ","2009","direct migration background","in school","","","","","2"
"2 on scale 1-7 ","2009","direct migration background","higher vocational","","","","","2"
"2 on scale 1-7 ","2009","direct migration background","higher education","","","","","2"
"2 on scale 1-7 ","2009","no migration background","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2009","no migration background","higher vocational","","","","","2"
"2 on scale 1-7 ","2009","no migration background","in school","","","","","2"
"2 on scale 1-7 ","2009","no migration background","middle vocational","","","","","2"
"2 on scale 1-7 ","2009","no migration background","higher education","","","","","2"
"3 on scale 1-7 ","2009","indirect migration background","in school","","","","","3"
"3 on scale 1-7 ","2009","indirect migration background","middle vocational","","","","","3"
"3 on scale 1-7 ","2009","indirect migration background","higher education","","","","","3"
"3 on scale 1-7 ","2009","indirect migration background","inadequately","","","","","3"
"3 on scale 1-7 ","2009","indirect migration background","general elemantary","","","","","3"
"3 on scale 1-7 ","2009","direct migration background","in school","","","","","3"
"3 on scale 1-7 ","2009","direct migration background","inadequately","","","","","3"
"3 on scale 1-7 ","2009","direct migration background","general elemantary","","","","","3"
"3 on scale 1-7 ","2009","direct migration background","middle vocational","","","","","3"
"3 on scale 1-7 ","2009","direct migration background","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2009","direct migration background","higher vocational","","","","","3"
"3 on scale 1-7 ","2009","direct migration background","higher education","","","","","3"
"3 on scale 1-7 ","2009","indirect migration background","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2009","indirect migration background","higher vocational","","","","","3"
"3 on scale 1-7 ","2009","no migration background","in school","","","","","3"
"3 on scale 1-7 ","2009","no migration background","inadequately","","","","","3"
"3 on scale 1-7 ","2009","no migration background","general elemantary","","","","","3"
"3 on scale 1-7 ","2009","no migration background","middle vocational","","","","","3"
"3 on scale 1-7 ","2009","no migration background","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2009","no migration background","higher vocational","","","","","3"
"3 on scale 1-7 ","2009","no migration background","higher education","","","","","3"
"4 on scale 1-7","2009","no migration background","in school","","","","","4"
"4 on scale 1-7","2009","no migration background","inadequately","","","","","4"
"4 on scale 1-7","2009","no migration background","general elemantary","","","","","4"
"4 on scale 1-7","2009","no migration background","middle vocational","","","","","4"
"4 on scale 1-7","2009","no migration background","vocational + Abi","","","","","4"
"4 on scale 1-7","2009","no migration background","higher vocational","","","","","4"
"4 on scale 1-7","2009","no migration background","higher education","","","","","4"
"4 on scale 1-7","2009","direct migration background","in school","","","","","4"
"4 on scale 1-7","2009","direct migration background","inadequately","","","","","4"
"4 on scale 1-7","2009","direct migration background","general elemantary","","","","","4"
"4 on scale 1-7","2009","direct migration background","middle vocational","","","","","4"
"4 on scale 1-7","2009","direct migration background","vocational + Abi","","","","","4"
"4 on scale 1-7","2009","direct migration background","higher vocational","","","","","4"
"4 on scale 1-7","2009","direct migration background","higher education","","","","","4"
"4 on scale 1-7","2009","indirect migration background","in school","","","","","4"
"4 on scale 1-7","2009","indirect migration background","inadequately","","","","","4"
"4 on scale 1-7","2009","indirect migration background","general elemantary","","","","","4"
"4 on scale 1-7","2009","indirect migration background","middle vocational","","","","","4"
"4 on scale 1-7","2009","indirect migration background","vocational + Abi","","","","","4"
"4 on scale 1-7","2009","indirect migration background","higher vocational","","","","","4"
"4 on scale 1-7","2009","indirect migration background","higher education","","","","","4"
"5 on scale 1-7","2009","direct migration background","general elemantary","","","","","5"
"5 on scale 1-7","2009","direct migration background","inadequately","","","","","5"
"5 on scale 1-7","2009","indirect migration background","in school","","","","","5"
"5 on scale 1-7","2009","indirect migration background","inadequately","","","","","5"
"5 on scale 1-7","2009","indirect migration background","general elemantary","","","","","5"
"5 on scale 1-7","2009","indirect migration background","middle vocational","","","","","5"
"5 on scale 1-7","2009","indirect migration background","vocational + Abi","","","","","5"
"5 on scale 1-7","2009","indirect migration background","higher vocational","","","","","5"
"5 on scale 1-7","2009","indirect migration background","higher education","","","","","5"
"5 on scale 1-7","2009","direct migration background","in school","","","","","5"
"5 on scale 1-7","2009","direct migration background","middle vocational","","","","","5"
"5 on scale 1-7","2009","direct migration background","vocational + Abi","","","","","5"
"5 on scale 1-7","2009","direct migration background","higher vocational","","","","","5"
"5 on scale 1-7","2009","direct migration background","higher education","","","","","5"
"5 on scale 1-7","2009","no migration background","inadequately","","","","","5"
"5 on scale 1-7","2009","no migration background","general elemantary","","","","","5"
"5 on scale 1-7","2009","no migration background","middle vocational","","","","","5"
"5 on scale 1-7","2009","no migration background","vocational + Abi","","","","","5"
"5 on scale 1-7","2009","no migration background","higher vocational","","","","","5"
"5 on scale 1-7","2009","no migration background","higher education","","","","","5"
"5 on scale 1-7","2009","no migration background","in school","","","","","5"
"6 on scale 1-7","2009","indirect migration background","higher education","","","","","6"
"6 on scale 1-7","2009","indirect migration background","in school","","","","","6"
"6 on scale 1-7","2009","indirect migration background","inadequately","","","","","6"
"6 on scale 1-7","2009","direct migration background","inadequately","","","","","6"
"6 on scale 1-7","2009","direct migration background","general elemantary","","","","","6"
"6 on scale 1-7","2009","direct migration background","middle vocational","","","","","6"
"6 on scale 1-7","2009","direct migration background","vocational + Abi","","","","","6"
"6 on scale 1-7","2009","direct migration background","higher vocational","","","","","6"
"6 on scale 1-7","2009","direct migration background","higher education","","","","","6"
"6 on scale 1-7","2009","indirect migration background","general elemantary","","","","","6"
"6 on scale 1-7","2009","indirect migration background","middle vocational","","","","","6"
"6 on scale 1-7","2009","indirect migration background","vocational + Abi","","","","","6"
"6 on scale 1-7","2009","indirect migration background","higher vocational","","","","","6"
"6 on scale 1-7","2009","no migration background","inadequately","","","","","6"
"6 on scale 1-7","2009","no migration background","general elemantary","","","","","6"
"6 on scale 1-7","2009","no migration background","middle vocational","","","","","6"
"6 on scale 1-7","2009","direct migration background","in school","","","","","6"
"6 on scale 1-7","2009","no migration background","in school","","","","","6"
"6 on scale 1-7","2009","no migration background","higher education","","","","","6"
"6 on scale 1-7","2009","no migration background","vocational + Abi","","","","","6"
"6 on scale 1-7","2009","no migration background","higher vocational","","","","","6"
"7 Strongly agree","2009","indirect migration background","higher education","","","","","7"
"7 Strongly agree","2009","direct migration background","in school","","","","","7"
"7 Strongly agree","2009","direct migration background","inadequately","","","","","7"
"7 Strongly agree","2009","direct migration background","general elemantary","","","","","7"
"7 Strongly agree","2009","indirect migration background","in school","","","","","7"
"7 Strongly agree","2009","indirect migration background","inadequately","","","","","7"
"7 Strongly agree","2009","indirect migration background","general elemantary","","","","","7"
"7 Strongly agree","2009","indirect migration background","middle vocational","","","","","7"
"7 Strongly agree","2009","indirect migration background","vocational + Abi","","","","","7"
"7 Strongly agree","2009","indirect migration background","higher vocational","","","","","7"
"7 Strongly agree","2009","direct migration background","middle vocational","","","","","7"
"7 Strongly agree","2009","direct migration background","vocational + Abi","","","","","7"
"7 Strongly agree","2009","direct migration background","higher vocational","","","","","7"
"7 Strongly agree","2009","direct migration background","higher education","","","","","7"
"7 Strongly agree","2009","no migration background","in school","","","","","7"
"7 Strongly agree","2009","no migration background","inadequately","","","","","7"
"7 Strongly agree","2009","no migration background","general elemantary","","","","","7"
"7 Strongly agree","2009","no migration background","middle vocational","","","","","7"
"7 Strongly agree","2009","no migration background","vocational + Abi","","","","","7"
"7 Strongly agree","2009","no migration background","higher vocational","","","","","7"
"7 Strongly agree","2009","no migration background","higher education","","","","","7"
"1 Strongly disagree","2010","indirect migration background","in school","","","","","1"
"1 Strongly disagree","2010","indirect migration background","inadequately","","","","","1"
"1 Strongly disagree","2010","indirect migration background","general elemantary","6","","","","1"
"1 Strongly disagree","2010","indirect migration background","middle vocational","7","","","","1"
"1 Strongly disagree","2010","indirect migration background","vocational + Abi","","","","","1"
"1 Strongly disagree","2010","indirect migration background","higher vocational","","","","","1"
"1 Strongly disagree","2010","indirect migration background","higher education","","","","","1"
"1 Strongly disagree","2010","direct migration background","general elemantary","6","","","","1"
"1 Strongly disagree","2010","direct migration background","middle vocational","14","","","","1"
"1 Strongly disagree","2010","direct migration background","vocational + Abi","2","","","","1"
"1 Strongly disagree","2010","direct migration background","higher vocational","2","","","","1"
"1 Strongly disagree","2010","direct migration background","higher education","6","","","","1"
"1 Strongly disagree","2010","no migration background","in school","6","","","","1"
"1 Strongly disagree","2010","no migration background","inadequately","6","","","","1"
"1 Strongly disagree","2010","no migration background","general elemantary","52","0.0492360691271338","0.0368702620884065","0.0616018761658611","1"
"1 Strongly disagree","2010","no migration background","middle vocational","216","0.031047492316878","0.0271218482160932","0.0349731364176628","1"
"1 Strongly disagree","2010","no migration background","vocational + Abi","12","","","","1"
"1 Strongly disagree","2010","no migration background","higher vocational","27","","","","1"
"1 Strongly disagree","2010","no migration background","higher education","46","0.016068857108717","0.0118857822942011","0.0202519319232328","1"
"1 Strongly disagree","2010","direct migration background","in school","","","","","1"
"1 Strongly disagree","2010","direct migration background","inadequately","3","","","","1"
"2 on scale 1-7 ","2010","direct migration background","general elemantary","7","","","","2"
"2 on scale 1-7 ","2010","direct migration background","middle vocational","16","","","","2"
"2 on scale 1-7 ","2010","direct migration background","vocational + Abi","4","","","","2"
"2 on scale 1-7 ","2010","direct migration background","higher vocational","1","","","","2"
"2 on scale 1-7 ","2010","indirect migration background","in school","2","","","","2"
"2 on scale 1-7 ","2010","indirect migration background","inadequately","","","","","2"
"2 on scale 1-7 ","2010","indirect migration background","general elemantary","5","","","","2"
"2 on scale 1-7 ","2010","indirect migration background","middle vocational","9","","","","2"
"2 on scale 1-7 ","2010","indirect migration background","vocational + Abi","1","","","","2"
"2 on scale 1-7 ","2010","indirect migration background","higher vocational","","","","","2"
"2 on scale 1-7 ","2010","indirect migration background","higher education","1","","","","2"
"2 on scale 1-7 ","2010","no migration background","general elemantary","51","0.0369806394255878","0.0261949192843976","0.047766359566778","2"
"2 on scale 1-7 ","2010","no migration background","middle vocational","296","0.0381374473478125","0.0338025508421836","0.0424723438534413","2"
"2 on scale 1-7 ","2010","direct migration background","in school","","","","","2"
"2 on scale 1-7 ","2010","direct migration background","inadequately","7","","","","2"
"2 on scale 1-7 ","2010","direct migration background","higher education","11","","","","2"
"2 on scale 1-7 ","2010","no migration background","higher vocational","37","0.0234705530290744","0.0146746325713167","0.032266473486832","2"
"2 on scale 1-7 ","2010","no migration background","in school","8","","","","2"
"2 on scale 1-7 ","2010","no migration background","inadequately","2","","","","2"
"2 on scale 1-7 ","2010","no migration background","higher education","80","0.0189311939121337","0.0143974235431025","0.0234649642811649","2"
"2 on scale 1-7 ","2010","no migration background","vocational + Abi","18","","","","2"
"3 on scale 1-7 ","2010","direct migration background","in school","1","","","","3"
"3 on scale 1-7 ","2010","direct migration background","inadequately","6","","","","3"
"3 on scale 1-7 ","2010","direct migration background","general elemantary","23","","","","3"
"3 on scale 1-7 ","2010","indirect migration background","in school","4","","","","3"
"3 on scale 1-7 ","2010","indirect migration background","inadequately","","","","","3"
"3 on scale 1-7 ","2010","indirect migration background","general elemantary","6","","","","3"
"3 on scale 1-7 ","2010","indirect migration background","middle vocational","16","","","","3"
"3 on scale 1-7 ","2010","indirect migration background","vocational + Abi","2","","","","3"
"3 on scale 1-7 ","2010","direct migration background","middle vocational","37","0.0613444053280539","0.0410298971165509","0.081658913539557","3"
"3 on scale 1-7 ","2010","direct migration background","vocational + Abi","2","","","","3"
"3 on scale 1-7 ","2010","direct migration background","higher vocational","4","","","","3"
"3 on scale 1-7 ","2010","direct migration background","higher education","16","","","","3"
"3 on scale 1-7 ","2010","indirect migration background","higher vocational","2","","","","3"
"3 on scale 1-7 ","2010","indirect migration background","higher education","3","","","","3"
"3 on scale 1-7 ","2010","no migration background","in school","16","","","","3"
"3 on scale 1-7 ","2010","no migration background","inadequately","3","","","","3"
"3 on scale 1-7 ","2010","no migration background","general elemantary","94","0.0758956786256056","0.0607595972128837","0.0910317600383275","3"
"3 on scale 1-7 ","2010","no migration background","middle vocational","502","0.0643190030158553","0.0587666129199037","0.0698713931118068","3"
"3 on scale 1-7 ","2010","no migration background","vocational + Abi","65","0.0973281306486621","0.076296644259598","0.118359617037726","3"
"3 on scale 1-7 ","2010","no migration background","higher vocational","82","0.0868716189372048","0.0705079065277824","0.103235331346627","3"
"3 on scale 1-7 ","2010","no migration background","higher education","171","0.0574445474182617","0.0497035192938246","0.0651855755426988","3"
"4 on scale 1-7","2010","indirect migration background","higher vocational","3","","","","4"
"4 on scale 1-7","2010","indirect migration background","higher education","11","","","","4"
"4 on scale 1-7","2010","no migration background","in school","35","0.172006024220279","0.121909769151144","0.222102279289415","4"
"4 on scale 1-7","2010","no migration background","inadequately","13","","","","4"
"4 on scale 1-7","2010","no migration background","general elemantary","225","0.197802859069045","0.175036097076739","0.220569621061351","4"
"4 on scale 1-7","2010","no migration background","middle vocational","1313","0.171125005909212","0.162600922882474","0.179649088935949","4"
"4 on scale 1-7","2010","no migration background","vocational + Abi","136","0.18944926793764","0.161644300619887","0.217254235255393","4"
"4 on scale 1-7","2010","no migration background","higher vocational","162","0.160243202247417","0.138930253938914","0.181556150555921","4"
"4 on scale 1-7","2010","no migration background","higher education","429","0.124615719870544","0.113628025488346","0.135603414252743","4"
"4 on scale 1-7","2010","direct migration background","in school","2","","","","4"
"4 on scale 1-7","2010","direct migration background","inadequately","10","","","","4"
"4 on scale 1-7","2010","direct migration background","general elemantary","64","0.218429314320299","0.173439398752525","0.263419229888073","4"
"4 on scale 1-7","2010","direct migration background","middle vocational","81","0.177336525416063","0.145001299361737","0.20967175147039","4"
"4 on scale 1-7","2010","direct migration background","vocational + Abi","28","","","","4"
"4 on scale 1-7","2010","direct migration background","higher vocational","8","","","","4"
"4 on scale 1-7","2010","direct migration background","higher education","25","","","","4"
"4 on scale 1-7","2010","indirect migration background","in school","3","","","","4"
"4 on scale 1-7","2010","indirect migration background","inadequately","2","","","","4"
"4 on scale 1-7","2010","indirect migration background","general elemantary","22","","","","4"
"4 on scale 1-7","2010","indirect migration background","middle vocational","44","0.160620905247846","0.116742376221944","0.204499434273748","4"
"4 on scale 1-7","2010","indirect migration background","vocational + Abi","5","","","","4"
"5 on scale 1-7","2010","direct migration background","general elemantary","74","0.206271045509921","0.162212431355563","0.250329659664278","5"
"5 on scale 1-7","2010","direct migration background","middle vocational","109","0.17218143460632","0.140219987225407","0.204142881987232","5"
"5 on scale 1-7","2010","indirect migration background","in school","12","","","","5"
"5 on scale 1-7","2010","indirect migration background","inadequately","1","","","","5"
"5 on scale 1-7","2010","indirect migration background","general elemantary","25","","","","5"
"5 on scale 1-7","2010","indirect migration background","middle vocational","52","0.211968326591067","0.163127919704298","0.260808733477837","5"
"5 on scale 1-7","2010","indirect migration background","vocational + Abi","8","","","","5"
"5 on scale 1-7","2010","indirect migration background","higher vocational","5","","","","5"
"5 on scale 1-7","2010","indirect migration background","higher education","25","","","","5"
"5 on scale 1-7","2010","direct migration background","in school","3","","","","5"
"5 on scale 1-7","2010","direct migration background","inadequately","14","","","","5"
"5 on scale 1-7","2010","direct migration background","vocational + Abi","26","","","","5"
"5 on scale 1-7","2010","direct migration background","higher vocational","16","","","","5"
"5 on scale 1-7","2010","direct migration background","higher education","56","0.165280876482204","0.121220495023211","0.209341257941197","5"
"5 on scale 1-7","2010","no migration background","general elemantary","269","0.219124525454087","0.195482710384802","0.242766340523371","5"
"5 on scale 1-7","2010","no migration background","middle vocational","1723","0.221308417234584","0.211912739325344","0.230704095143824","5"
"5 on scale 1-7","2010","no migration background","vocational + Abi","182","0.251123127133535","0.220352638929224","0.281893615337845","5"
"5 on scale 1-7","2010","no migration background","higher vocational","278","0.219266620501467","0.195227720254971","0.243305520747963","5"
"5 on scale 1-7","2010","no migration background","higher education","855","0.254589048316398","0.240096707873654","0.269081388759142","5"
"5 on scale 1-7","2010","no migration background","in school","63","0.242826724519905","0.185906615448182","0.299746833591628","5"
"5 on scale 1-7","2010","no migration background","inadequately","9","","","","5"
"6 on scale 1-7","2010","indirect migration background","in school","11","","","","6"
"6 on scale 1-7","2010","indirect migration background","inadequately","1","","","","6"
"6 on scale 1-7","2010","indirect migration background","general elemantary","25","","","","6"
"6 on scale 1-7","2010","direct migration background","general elemantary","65","0.204392156095759","0.160482784023969","0.248301528167549","6"
"6 on scale 1-7","2010","direct migration background","middle vocational","135","0.243146301580966","0.206829675130536","0.279462928031395","6"
"6 on scale 1-7","2010","direct migration background","vocational + Abi","40","0.231189036617507","0.162089764305513","0.300288308929502","6"
"6 on scale 1-7","2010","direct migration background","higher vocational","23","","","","6"
"6 on scale 1-7","2010","direct migration background","higher education","83","0.296397162178593","0.242226071552811","0.350568252804376","6"
"6 on scale 1-7","2010","indirect migration background","middle vocational","63","0.237945154381347","0.187058546921665","0.288831761841029","6"
"6 on scale 1-7","2010","indirect migration background","vocational + Abi","14","","","","6"
"6 on scale 1-7","2010","indirect migration background","higher vocational","13","","","","6"
"6 on scale 1-7","2010","indirect migration background","higher education","27","","","","6"
"6 on scale 1-7","2010","no migration background","general elemantary","241","0.210817067996797","0.18750471252823","0.234129423465365","6"
"6 on scale 1-7","2010","no migration background","middle vocational","1980","0.260374716339919","0.250442373691173","0.270307058988664","6"
"6 on scale 1-7","2010","no migration background","vocational + Abi","244","0.299771338338967","0.267262547436978","0.332280129240956","6"
"6 on scale 1-7","2010","direct migration background","in school","","","","","6"
"6 on scale 1-7","2010","direct migration background","inadequately","14","","","","6"
"6 on scale 1-7","2010","no migration background","inadequately","12","","","","6"
"6 on scale 1-7","2010","no migration background","in school","64","0.327903282540182","0.265585984698012","0.390220580382351","6"
"6 on scale 1-7","2010","no migration background","higher vocational","346","0.274889481217112","0.248950188895304","0.30082877353892","6"
"6 on scale 1-7","2010","no migration background","higher education","1176","0.327237207480555","0.311627919057816","0.342846495903294","6"
"7 Strongly agree","2010","indirect migration background","higher education","18","","","","7"
"7 Strongly agree","2010","direct migration background","in school","1","","","","7"
"7 Strongly agree","2010","direct migration background","inadequately","13","","","","7"
"7 Strongly agree","2010","direct migration background","general elemantary","85","0.284755266758364","0.235614853678014","0.333895679838715","7"
"7 Strongly agree","2010","direct migration background","middle vocational","144","0.280756861061409","0.242714387351978","0.31879933477084","7"
"7 Strongly agree","2010","direct migration background","vocational + Abi","41","0.270844579259748","0.198007889389105","0.343681269130391","7"
"7 Strongly agree","2010","direct migration background","higher vocational","31","0.407334890266656","0.302882324060385","0.511787456472927","7"
"7 Strongly agree","2010","direct migration background","higher education","76","0.280769265807454","0.22746331804408","0.334075213570827","7"
"7 Strongly agree","2010","indirect migration background","in school","10","","","","7"
"7 Strongly agree","2010","indirect migration background","inadequately","5","","","","7"
"7 Strongly agree","2010","indirect migration background","general elemantary","31","0.244249666251121","0.16737847145355","0.321120861048691","7"
"7 Strongly agree","2010","indirect migration background","middle vocational","78","0.320195348227332","0.264441926515246","0.375948769939419","7"
"7 Strongly agree","2010","indirect migration background","vocational + Abi","7","","","","7"
"7 Strongly agree","2010","indirect migration background","higher vocational","9","","","","7"
"7 Strongly agree","2010","no migration background","in school","26","","","","7"
"7 Strongly agree","2010","no migration background","inadequately","14","","","","7"
"7 Strongly agree","2010","no migration background","general elemantary","244","0.210143160301744","0.186858159812808","0.23342816079068","7"
"7 Strongly agree","2010","no migration background","middle vocational","1469","0.21368791783574","0.204410355685779","0.2229654799857","7"
"7 Strongly agree","2010","no migration background","vocational + Abi","106","0.134557120544327","0.11034357600481","0.158770665083843","7"
"7 Strongly agree","2010","no migration background","higher vocational","206","0.215422235612573","0.191536411931152","0.239308059293994","7"
"7 Strongly agree","2010","no migration background","higher education","714","0.20111342589339","0.187778706610553","0.214448145176227","7"
"1 Strongly disagree","2011","indirect migration background","in school","","","","","1"
"1 Strongly disagree","2011","indirect migration background","inadequately","","","","","1"
"1 Strongly disagree","2011","indirect migration background","general elemantary","","","","","1"
"1 Strongly disagree","2011","indirect migration background","middle vocational","","","","","1"
"1 Strongly disagree","2011","indirect migration background","vocational + Abi","","","","","1"
"1 Strongly disagree","2011","indirect migration background","higher vocational","","","","","1"
"1 Strongly disagree","2011","indirect migration background","higher education","","","","","1"
"1 Strongly disagree","2011","no migration background","inadequately","","","","","1"
"1 Strongly disagree","2011","no migration background","general elemantary","","","","","1"
"1 Strongly disagree","2011","no migration background","middle vocational","","","","","1"
"1 Strongly disagree","2011","no migration background","vocational + Abi","","","","","1"
"1 Strongly disagree","2011","no migration background","higher vocational","","","","","1"
"1 Strongly disagree","2011","no migration background","higher education","","","","","1"
"1 Strongly disagree","2011","direct migration background","in school","","","","","1"
"1 Strongly disagree","2011","direct migration background","inadequately","","","","","1"
"1 Strongly disagree","2011","direct migration background","general elemantary","","","","","1"
"1 Strongly disagree","2011","direct migration background","middle vocational","","","","","1"
