"plh0206i06","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence","value"
"4 on scale 1-7","2013","66 and older","Rural Area","","","","","4"
"4 on scale 1-7","2013","66 and older","Urban Area","","","","","4"
"4 on scale 1-7","2013","35-65 y.","Urban Area","","","","","4"
"4 on scale 1-7","2013","35-65 y.","Rural Area","","","","","4"
"4 on scale 1-7","2013","16-34 y.","Urban Area","","","","","4"
"4 on scale 1-7","2013","16-34 y.","Rural Area","","","","","4"
"5 on scale 1-7","2013","66 and older","Rural Area","","","","","5"
"5 on scale 1-7","2013","35-65 y.","Urban Area","","","","","5"
"5 on scale 1-7","2013","35-65 y.","Rural Area","","","","","5"
"5 on scale 1-7","2013","66 and older","Urban Area","","","","","5"
"5 on scale 1-7","2013","16-34 y.","Rural Area","","","","","5"
"5 on scale 1-7","2013","16-34 y.","Urban Area","","","","","5"
"6 on scale 1-7","2013","16-34 y.","Rural Area","","","","","6"
"6 on scale 1-7","2013","66 and older","Rural Area","","","","","6"
"6 on scale 1-7","2013","66 and older","Urban Area","","","","","6"
"6 on scale 1-7","2013","35-65 y.","Urban Area","","","","","6"
"6 on scale 1-7","2013","35-65 y.","Rural Area","","","","","6"
"6 on scale 1-7","2013","16-34 y.","Urban Area","","","","","6"
"7 Strongly agree","2013","66 and older","Rural Area","","","","","7"
"7 Strongly agree","2013","16-34 y.","Urban Area","","","","","7"
"7 Strongly agree","2013","16-34 y.","Rural Area","","","","","7"
"7 Strongly agree","2013","35-65 y.","Urban Area","","","","","7"
"7 Strongly agree","2013","35-65 y.","Rural Area","","","","","7"
"7 Strongly agree","2013","66 and older","Urban Area","","","","","7"
"1 Strongly disagree","2014","16-34 y.","Rural Area","","","","","1"
"1 Strongly disagree","2014","35-65 y.","Urban Area","","","","","1"
"1 Strongly disagree","2014","35-65 y.","Rural Area","","","","","1"
"1 Strongly disagree","2014","66 and older","Urban Area","","","","","1"
"1 Strongly disagree","2014","66 and older","Rural Area","","","","","1"
"1 Strongly disagree","2014","16-34 y.","Urban Area","","","","","1"
"2 on scale 1-7 ","2014","66 and older","Rural Area","","","","","2"
"2 on scale 1-7 ","2014","35-65 y.","Urban Area","","","","","2"
"2 on scale 1-7 ","2014","66 and older","Urban Area","","","","","2"
"2 on scale 1-7 ","2014","16-34 y.","Rural Area","","","","","2"
"2 on scale 1-7 ","2014","35-65 y.","Rural Area","","","","","2"
"2 on scale 1-7 ","2014","16-34 y.","Urban Area","","","","","2"
"3 on scale 1-7 ","2014","66 and older","Rural Area","","","","","3"
"3 on scale 1-7 ","2014","66 and older","Urban Area","","","","","3"
"3 on scale 1-7 ","2014","35-65 y.","Urban Area","","","","","3"
"3 on scale 1-7 ","2014","16-34 y.","Rural Area","","","","","3"
"3 on scale 1-7 ","2014","35-65 y.","Rural Area","","","","","3"
"3 on scale 1-7 ","2014","16-34 y.","Urban Area","","","","","3"
"4 on scale 1-7","2014","66 and older","Rural Area","","","","","4"
"4 on scale 1-7","2014","35-65 y.","Urban Area","","","","","4"
"4 on scale 1-7","2014","66 and older","Urban Area","","","","","4"
"4 on scale 1-7","2014","35-65 y.","Rural Area","","","","","4"
"4 on scale 1-7","2014","16-34 y.","Rural Area","","","","","4"
"4 on scale 1-7","2014","16-34 y.","Urban Area","","","","","4"
"5 on scale 1-7","2014","35-65 y.","Urban Area","","","","","5"
"5 on scale 1-7","2014","16-34 y.","Rural Area","","","","","5"
"5 on scale 1-7","2014","16-34 y.","Urban Area","","","","","5"
"5 on scale 1-7","2014","66 and older","Rural Area","","","","","5"
"5 on scale 1-7","2014","35-65 y.","Rural Area","","","","","5"
"5 on scale 1-7","2014","66 and older","Urban Area","","","","","5"
"6 on scale 1-7","2014","66 and older","Rural Area","","","","","6"
"6 on scale 1-7","2014","16-34 y.","Rural Area","","","","","6"
"6 on scale 1-7","2014","16-34 y.","Urban Area","","","","","6"
"6 on scale 1-7","2014","66 and older","Urban Area","","","","","6"
"6 on scale 1-7","2014","35-65 y.","Urban Area","","","","","6"
"6 on scale 1-7","2014","35-65 y.","Rural Area","","","","","6"
"7 Strongly agree","2014","66 and older","Rural Area","","","","","7"
"7 Strongly agree","2014","16-34 y.","Urban Area","","","","","7"
"7 Strongly agree","2014","16-34 y.","Rural Area","","","","","7"
"7 Strongly agree","2014","35-65 y.","Urban Area","","","","","7"
"7 Strongly agree","2014","35-65 y.","Rural Area","","","","","7"
"7 Strongly agree","2014","66 and older","Urban Area","","","","","7"
"1 Strongly disagree","2015","16-34 y.","Rural Area","82","0.0313557284107054","0.023785659926018","0.0389257968953929","1"
"1 Strongly disagree","2015","35-65 y.","Urban Area","242","0.0251761180544703","0.0220758932469843","0.0282763428619564","1"
"1 Strongly disagree","2015","35-65 y.","Rural Area","140","0.0232668265991988","0.0192136655385124","0.0273199876598851","1"
"1 Strongly disagree","2015","66 and older","Urban Area","82","0.0351055014325488","0.0286803629570456","0.0415306399080519","1"
"1 Strongly disagree","2015","66 and older","Rural Area","43","0.0298465541186848","0.0219034684058672","0.0377896398315024","1"
"1 Strongly disagree","2015","16-34 y.","Urban Area","102","0.0208007150673113","0.0166683828907372","0.0249330472438853","1"
"2 on scale 1-7 ","2015","66 and older","Rural Area","34","0.0218221823016459","0.0150022521040129","0.0286421124992788","2"
"2 on scale 1-7 ","2015","66 and older","Urban Area","88","0.0347091608472482","0.0283190831921503","0.0410992385023462","2"
"2 on scale 1-7 ","2015","35-65 y.","Urban Area","343","0.0362425953908437","0.0325440646481406","0.0399411261335469","2"
"2 on scale 1-7 ","2015","35-65 y.","Rural Area","191","0.0371814612874033","0.0320943321192792","0.0422685904555273","2"
"2 on scale 1-7 ","2015","16-34 y.","Rural Area","77","0.0352427580440815","0.027233299239902","0.043252216848261","2"
"2 on scale 1-7 ","2015","16-34 y.","Urban Area","122","0.0266396564356477","0.0219771259703061","0.0313021869009892","2"
"3 on scale 1-7 ","2015","66 and older","Rural Area","77","0.0511793573377614","0.0408930046405512","0.0614657100349715","3"
"3 on scale 1-7 ","2015","35-65 y.","Urban Area","559","0.0559789895988316","0.0514297471642962","0.0605282320333671","3"
"3 on scale 1-7 ","2015","66 and older","Urban Area","138","0.0454067759228841","0.0381386156860218","0.0526749361597463","3"
"3 on scale 1-7 ","2015","16-34 y.","Rural Area","107","0.0503889932238862","0.0408873238426997","0.0598906626050727","3"
"3 on scale 1-7 ","2015","35-65 y.","Rural Area","316","0.062001486269346","0.0555175394931994","0.0684854330454926","3"
"3 on scale 1-7 ","2015","16-34 y.","Urban Area","239","0.0517175332991441","0.0453053148350584","0.0581297517632298","3"
"4 on scale 1-7","2015","66 and older","Rural Area","277","0.172556410799257","0.154918112544647","0.190194709053866","4"
"4 on scale 1-7","2015","35-65 y.","Urban Area","1452","0.146238213242139","0.139245680380008","0.153230746104271","4"
"4 on scale 1-7","2015","66 and older","Urban Area","450","0.144726096297734","0.132443758963649","0.157008433631819","4"
"4 on scale 1-7","2015","16-34 y.","Rural Area","298","0.141085125766269","0.125964321875401","0.156205929657136","4"
"4 on scale 1-7","2015","35-65 y.","Rural Area","821","0.150402579707525","0.14079151389377","0.16001364552128","4"
"4 on scale 1-7","2015","16-34 y.","Urban Area","647","0.13848338593947","0.128482206625872","0.148484565253068","4"
"5 on scale 1-7","2015","35-65 y.","Urban Area","2061","0.215960027685533","0.207816894962359","0.224103160408707","5"
"5 on scale 1-7","2015","16-34 y.","Rural Area","481","0.246105189094479","0.227395138295714","0.264815239893244","5"
"5 on scale 1-7","2015","16-34 y.","Urban Area","1027","0.240943483220486","0.228560787606286","0.253326178834686","5"
"5 on scale 1-7","2015","66 and older","Rural Area","426","0.223329551922943","0.203888783699722","0.242770320146164","5"
"5 on scale 1-7","2015","66 and older","Urban Area","664","0.215804810651748","0.201443382352488","0.230166238951009","5"
"5 on scale 1-7","2015","35-65 y.","Rural Area","1158","0.219230711140294","0.208107008431609","0.23035441384898","5"
"6 on scale 1-7","2015","66 and older","Urban Area","919","0.260225949448611","0.244908733540351","0.27554316535687","6"
"6 on scale 1-7","2015","66 and older","Rural Area","515","0.275374875634946","0.254523208385831","0.296226542884061","6"
"6 on scale 1-7","2015","16-34 y.","Rural Area","513","0.266200401762761","0.247002565101076","0.285398238424447","6"
"6 on scale 1-7","2015","35-65 y.","Rural Area","1500","0.27690220522218","0.264871279604421","0.288933130839939","6"
"6 on scale 1-7","2015","35-65 y.","Urban Area","2747","0.290526474924282","0.281541917723401","0.299511032125164","6"
"6 on scale 1-7","2015","16-34 y.","Urban Area","1294","0.30088477820821","0.28760487112756","0.31416468528886","6"
"7 Strongly agree","2015","66 and older","Rural Area","391","0.225891067884762","0.206371396435544","0.24541073933398","7"
"7 Strongly agree","2015","16-34 y.","Urban Area","1151","0.220530447829731","0.208525662290631","0.232535233368831","7"
"7 Strongly agree","2015","16-34 y.","Rural Area","478","0.229621803697818","0.21135267826818","0.247890929127456","7"
"7 Strongly agree","2015","35-65 y.","Urban Area","2405","0.229877581103899","0.221551053691243","0.238204108516556","7"
"7 Strongly agree","2015","35-65 y.","Rural Area","1188","0.231014729774053","0.21968247936788","0.242346980180225","7"
"7 Strongly agree","2015","66 and older","Urban Area","811","0.264021705399226","0.248632815028632","0.27941059576982","7"
"1 Strongly disagree","2016","66 and older","Urban Area","","","","","1"
"1 Strongly disagree","2016","16-34 y.","Rural Area","13","","","","1"
"1 Strongly disagree","2016","35-65 y.","Urban Area","14","","","","1"
"1 Strongly disagree","2016","35-65 y.","Rural Area","5","","","","1"
"1 Strongly disagree","2016","66 and older","Rural Area","","","","","1"
"1 Strongly disagree","2016","16-34 y.","Urban Area","17","","","","1"
"2 on scale 1-7 ","2016","66 and older","Rural Area","","","","","2"
"2 on scale 1-7 ","2016","66 and older","Urban Area","1","","","","2"
"2 on scale 1-7 ","2016","35-65 y.","Urban Area","14","","","","2"
"2 on scale 1-7 ","2016","35-65 y.","Rural Area","3","","","","2"
"2 on scale 1-7 ","2016","16-34 y.","Rural Area","6","","","","2"
"2 on scale 1-7 ","2016","16-34 y.","Urban Area","11","","","","2"
"3 on scale 1-7 ","2016","66 and older","Rural Area","","","","","3"
"3 on scale 1-7 ","2016","66 and older","Urban Area","","","","","3"
"3 on scale 1-7 ","2016","35-65 y.","Urban Area","11","","","","3"
"3 on scale 1-7 ","2016","35-65 y.","Rural Area","5","","","","3"
"3 on scale 1-7 ","2016","16-34 y.","Rural Area","8","","","","3"
"3 on scale 1-7 ","2016","16-34 y.","Urban Area","16","","","","3"
"4 on scale 1-7","2016","66 and older","Rural Area","","","","","4"
"4 on scale 1-7","2016","66 and older","Urban Area","4","","","","4"
"4 on scale 1-7","2016","35-65 y.","Urban Area","30","0.0633717392571805","0.0500561911244277","0.0766872873899334","4"
"4 on scale 1-7","2016","16-34 y.","Rural Area","39","0.085631238519444","0.0659435815709615","0.105318895467926","4"
"4 on scale 1-7","2016","35-65 y.","Rural Area","10","","","","4"
"4 on scale 1-7","2016","16-34 y.","Urban Area","99","0.152384750984551","0.135295558673994","0.169473943295107","4"
"5 on scale 1-7","2016","16-34 y.","Rural Area","48","0.0559350310877064","0.0397668891308219","0.072103173044591","5"
"5 on scale 1-7","2016","35-65 y.","Urban Area","90","0.112062449327083","0.0948219883725371","0.129302910281629","5"
"5 on scale 1-7","2016","66 and older","Rural Area","","","","","5"
"5 on scale 1-7","2016","16-34 y.","Urban Area","158","0.112684614481588","0.0976489467715891","0.127720282191588","5"
"5 on scale 1-7","2016","66 and older","Urban Area","2","","","","5"
"5 on scale 1-7","2016","35-65 y.","Rural Area","41","0.0679804172104754","0.0470578425262076","0.0889029918947432","5"
"6 on scale 1-7","2016","66 and older","Rural Area","","","","","6"
"6 on scale 1-7","2016","35-65 y.","Urban Area","156","0.180640811681482","0.159614034678477","0.201667588684488","6"
"6 on scale 1-7","2016","16-34 y.","Rural Area","86","0.116878040930063","0.0942735862692992","0.139482495590827","6"
"6 on scale 1-7","2016","66 and older","Urban Area","6","","","","6"
"6 on scale 1-7","2016","16-34 y.","Urban Area","253","0.164856731726689","0.147213211614249","0.182500251839128","6"
"6 on scale 1-7","2016","35-65 y.","Rural Area","56","0.142800055422467","0.113718612537997","0.171881498306936","6"
"7 Strongly agree","2016","66 and older","Rural Area","5","","","","7"
"7 Strongly agree","2016","16-34 y.","Urban Area","1145","0.510613385870705","0.486843694513502","0.534383077227908","7"
"7 Strongly agree","2016","16-34 y.","Rural Area","576","0.679520601319748","0.646686993768432","0.712354208871065","7"
"7 Strongly agree","2016","35-65 y.","Urban Area","971","0.5726939454058","0.545656950088192","0.599730940723409","7"
"7 Strongly agree","2016","35-65 y.","Rural Area","436","0.728350460453564","0.691377401658758","0.765323519248371","7"
"7 Strongly agree","2016","66 and older","Urban Area","9","","","","7"
"1 Strongly disagree","2017","16-34 y.","Rural Area","11","","","","1"
"1 Strongly disagree","2017","35-65 y.","Urban Area","5","","","","1"
"1 Strongly disagree","2017","35-65 y.","Rural Area","8","","","","1"
"1 Strongly disagree","2017","66 and older","Urban Area","","","","","1"
"1 Strongly disagree","2017","66 and older","Rural Area","1","","","","1"
"1 Strongly disagree","2017","16-34 y.","Urban Area","13","","","","1"
"2 on scale 1-7 ","2017","66 and older","Urban Area","","","","","2"
"2 on scale 1-7 ","2017","35-65 y.","Rural Area","5","","","","2"
"2 on scale 1-7 ","2017","66 and older","Rural Area","","","","","2"
"2 on scale 1-7 ","2017","35-65 y.","Urban Area","2","","","","2"
"2 on scale 1-7 ","2017","16-34 y.","Rural Area","2","","","","2"
"2 on scale 1-7 ","2017","16-34 y.","Urban Area","11","","","","2"
"3 on scale 1-7 ","2017","66 and older","Urban Area","","","","","3"
"3 on scale 1-7 ","2017","66 and older","Rural Area","","","","","3"
"3 on scale 1-7 ","2017","35-65 y.","Urban Area","5","","","","3"
"3 on scale 1-7 ","2017","35-65 y.","Rural Area","1","","","","3"
"3 on scale 1-7 ","2017","16-34 y.","Rural Area","6","","","","3"
"3 on scale 1-7 ","2017","16-34 y.","Urban Area","18","","","","3"
"4 on scale 1-7","2017","35-65 y.","Urban Area","26","","","","4"
"4 on scale 1-7","2017","35-65 y.","Rural Area","8","","","","4"
"4 on scale 1-7","2017","16-34 y.","Rural Area","25","","","","4"
"4 on scale 1-7","2017","16-34 y.","Urban Area","67","0.0567243166120061","0.044394298887527","0.0690543343364852","4"
"4 on scale 1-7","2017","66 and older","Urban Area","1","","","","4"
"4 on scale 1-7","2017","66 and older","Rural Area","","","","","4"
"5 on scale 1-7","2017","16-34 y.","Rural Area","34","0.0717078320201524","0.0489332575716061","0.0944824064686988","5"
"5 on scale 1-7","2017","35-65 y.","Urban Area","75","0.117632461526274","0.093783062726749","0.1414818603258","5"
"5 on scale 1-7","2017","66 and older","Rural Area","1","","","","5"
"5 on scale 1-7","2017","16-34 y.","Urban Area","121","0.106235209665247","0.0898102010602251","0.12266021827027","5"
"5 on scale 1-7","2017","66 and older","Urban Area","5","","","","5"
"5 on scale 1-7","2017","35-65 y.","Rural Area","15","","","","5"
"6 on scale 1-7","2017","35-65 y.","Urban Area","75","0.107598051122653","0.0846592065013159","0.13053689574399","6"
"6 on scale 1-7","2017","66 and older","Urban Area","3","","","","6"
"6 on scale 1-7","2017","66 and older","Rural Area","","","","","6"
"6 on scale 1-7","2017","35-65 y.","Rural Area","27","","","","6"
"6 on scale 1-7","2017","16-34 y.","Rural Area","43","0.0716270835883313","0.0488643457414324","0.0943898214352303","6"
"6 on scale 1-7","2017","16-34 y.","Urban Area","179","0.146388200192895","0.127545506608025","0.165230893777764","6"
"7 Strongly agree","2017","16-34 y.","Urban Area","943","0.659542701339263","0.634283912106461","0.684801490572065","7"
"7 Strongly agree","2017","16-34 y.","Rural Area","372","0.731642999493878","0.692529136819293","0.770756862168463","7"
"7 Strongly agree","2017","35-65 y.","Urban Area","513","0.720522369388323","0.687303385604676","0.75374135317197","7"
"7 Strongly agree","2017","35-65 y.","Rural Area","204","0.789331202138142","0.740509778662006","0.838152625614279","7"
"7 Strongly agree","2017","66 and older","Urban Area","20","","","","7"
"7 Strongly agree","2017","66 and older","Rural Area","4","","","","7"
"1 Strongly disagree","2018","66 and older","Urban Area","","","","","1"
"1 Strongly disagree","2018","66 and older","Rural Area","","","","","1"
"1 Strongly disagree","2018","16-34 y.","Rural Area","2","","","","1"
"1 Strongly disagree","2018","35-65 y.","Urban Area","4","","","","1"
"1 Strongly disagree","2018","35-65 y.","Rural Area","","","","","1"
"1 Strongly disagree","2018","16-34 y.","Urban Area","2","","","","1"
"2 on scale 1-7 ","2018","66 and older","Rural Area","","","","","2"
"2 on scale 1-7 ","2018","66 and older","Urban Area","","","","","2"
"2 on scale 1-7 ","2018","35-65 y.","Urban Area","3","","","","2"
"2 on scale 1-7 ","2018","16-34 y.","Rural Area","2","","","","2"
"2 on scale 1-7 ","2018","35-65 y.","Rural Area","","","","","2"
"2 on scale 1-7 ","2018","16-34 y.","Urban Area","2","","","","2"
"3 on scale 1-7 ","2018","66 and older","Urban Area","","","","","3"
"3 on scale 1-7 ","2018","66 and older","Rural Area","","","","","3"
"3 on scale 1-7 ","2018","35-65 y.","Urban Area","1","","","","3"
"3 on scale 1-7 ","2018","35-65 y.","Rural Area","","","","","3"
"3 on scale 1-7 ","2018","16-34 y.","Rural Area","","","","","3"
"3 on scale 1-7 ","2018","16-34 y.","Urban Area","","","","","3"
"4 on scale 1-7","2018","35-65 y.","Rural Area","6","","","","4"
"4 on scale 1-7","2018","35-65 y.","Urban Area","8","","","","4"
"4 on scale 1-7","2018","16-34 y.","Rural Area","2","","","","4"
"4 on scale 1-7","2018","16-34 y.","Urban Area","10","","","","4"
"4 on scale 1-7","2018","66 and older","Rural Area","","","","","4"
"4 on scale 1-7","2018","66 and older","Urban Area","","","","","4"
"5 on scale 1-7","2018","66 and older","Rural Area","","","","","5"
"5 on scale 1-7","2018","66 and older","Urban Area","","","","","5"
"5 on scale 1-7","2018","35-65 y.","Rural Area","3","","","","5"
"5 on scale 1-7","2018","35-65 y.","Urban Area","9","","","","5"
"5 on scale 1-7","2018","16-34 y.","Rural Area","7","","","","5"
"5 on scale 1-7","2018","16-34 y.","Urban Area","12","","","","5"
"6 on scale 1-7","2018","16-34 y.","Rural Area","12","","","","6"
"6 on scale 1-7","2018","66 and older","Urban Area","1","","","","6"
"6 on scale 1-7","2018","16-34 y.","Urban Area","17","","","","6"
"6 on scale 1-7","2018","35-65 y.","Urban Area","12","","","","6"
"6 on scale 1-7","2018","35-65 y.","Rural Area","8","","","","6"
"6 on scale 1-7","2018","66 and older","Rural Area","","","","","6"
"7 Strongly agree","2018","66 and older","Rural Area","1","","","","7"
"7 Strongly agree","2018","16-34 y.","Urban Area","117","0.79010612694616","0.727005932842017","0.853206321050303","7"
"7 Strongly agree","2018","16-34 y.","Rural Area","69","0.806678093768518","0.726846494369231","0.886509693167804","7"
"7 Strongly agree","2018","35-65 y.","Urban Area","64","0.647863744298478","0.554713368036993","0.741014120559963","7"
"7 Strongly agree","2018","35-65 y.","Rural Area","43","0.762300924396708","0.654592558894202","0.870009289899214","7"
"7 Strongly agree","2018","66 and older","Urban Area","2","","","","7"
"1 Strongly disagree","2019","66 and older","Urban Area","","","","","1"
"1 Strongly disagree","2019","66 and older","Rural Area","","","","","1"
"1 Strongly disagree","2019","35-65 y.","Urban Area","1","","","","1"
"1 Strongly disagree","2019","35-65 y.","Rural Area","1","","","","1"
"1 Strongly disagree","2019","16-34 y.","Rural Area","1","","","","1"
"1 Strongly disagree","2019","16-34 y.","Urban Area","1","","","","1"
"2 on scale 1-7 ","2019","66 and older","Urban Area","","","","","2"
"2 on scale 1-7 ","2019","35-65 y.","Urban Area","1","","","","2"
"2 on scale 1-7 ","2019","66 and older","Rural Area","","","","","2"
"2 on scale 1-7 ","2019","16-34 y.","Rural Area","","","","","2"
"2 on scale 1-7 ","2019","35-65 y.","Rural Area","1","","","","2"
"2 on scale 1-7 ","2019","16-34 y.","Urban Area","2","","","","2"
"3 on scale 1-7 ","2019","35-65 y.","Rural Area","4","","","","3"
"3 on scale 1-7 ","2019","66 and older","Urban Area","","","","","3"
"3 on scale 1-7 ","2019","66 and older","Rural Area","","","","","3"
"3 on scale 1-7 ","2019","16-34 y.","Rural Area","1","","","","3"
"3 on scale 1-7 ","2019","35-65 y.","Urban Area","","","","","3"
"3 on scale 1-7 ","2019","16-34 y.","Urban Area","3","","","","3"
"4 on scale 1-7","2019","35-65 y.","Urban Area","7","","","","4"
"4 on scale 1-7","2019","66 and older","Rural Area","","","","","4"
"4 on scale 1-7","2019","16-34 y.","Rural Area","4","","","","4"
"4 on scale 1-7","2019","35-65 y.","Rural Area","3","","","","4"
"4 on scale 1-7","2019","66 and older","Urban Area","","","","","4"
"4 on scale 1-7","2019","16-34 y.","Urban Area","7","","","","4"
"5 on scale 1-7","2019","16-34 y.","Urban Area","11","","","","5"
"5 on scale 1-7","2019","66 and older","Urban Area","1","","","","5"
"5 on scale 1-7","2019","35-65 y.","Rural Area","8","","","","5"
"5 on scale 1-7","2019","35-65 y.","Urban Area","9","","","","5"
"5 on scale 1-7","2019","66 and older","Rural Area","1","","","","5"
"5 on scale 1-7","2019","16-34 y.","Rural Area","5","","","","5"
"6 on scale 1-7","2019","16-34 y.","Rural Area","7","","","","6"
"6 on scale 1-7","2019","35-65 y.","Urban Area","7","","","","6"
"6 on scale 1-7","2019","66 and older","Urban Area","1","","","","6"
"6 on scale 1-7","2019","16-34 y.","Urban Area","11","","","","6"
"6 on scale 1-7","2019","66 and older","Rural Area","1","","","","6"
"6 on scale 1-7","2019","35-65 y.","Rural Area","3","","","","6"
"7 Strongly agree","2019","16-34 y.","Urban Area","66","0.666421261296885","0.574469297806145","0.758373224787625","7"
"7 Strongly agree","2019","16-34 y.","Rural Area","27","","","","7"
"7 Strongly agree","2019","35-65 y.","Urban Area","45","0.694942556789456","0.587081582748482","0.802803530830431","7"
"7 Strongly agree","2019","35-65 y.","Rural Area","33","0.629079790025294","0.499031911695591","0.759127668354996","7"
"7 Strongly agree","2019","66 and older","Urban Area","1","","","","7"
"7 Strongly agree","2019","66 and older","Rural Area","1","","","","7"
