"plh0206i06","year","regtyp","sex","n","percent","lower_confidence","upper_confidence","value"
"2 on scale 1-7 ","2018","Urban Area","Female","3","","","","2"
"3 on scale 1-7 ","2018","Rural Area","Female","","","","","3"
"3 on scale 1-7 ","2018","Urban Area","Male","","","","","3"
"3 on scale 1-7 ","2018","Rural Area","Male","","","","","3"
"3 on scale 1-7 ","2018","Urban Area","Female","1","","","","3"
"4 on scale 1-7","2018","Rural Area","Female","4","","","","4"
"4 on scale 1-7","2018","Urban Area","Male","11","","","","4"
"4 on scale 1-7","2018","Urban Area","Female","7","","","","4"
"4 on scale 1-7","2018","Rural Area","Male","4","","","","4"
"5 on scale 1-7","2018","Urban Area","Female","13","","","","5"
"5 on scale 1-7","2018","Rural Area","Female","7","","","","5"
"5 on scale 1-7","2018","Urban Area","Male","8","","","","5"
"5 on scale 1-7","2018","Rural Area","Male","3","","","","5"
"6 on scale 1-7","2018","Rural Area","Female","9","","","","6"
"6 on scale 1-7","2018","Urban Area","Male","16","","","","6"
"6 on scale 1-7","2018","Rural Area","Male","11","","","","6"
"6 on scale 1-7","2018","Urban Area","Female","14","","","","6"
"7 Strongly agree","2018","Urban Area","Male","82","0.708935201376859","0.628329402080938","0.789541000672779","7"
"7 Strongly agree","2018","Urban Area","Female","101","0.781993598713932","0.714082596334401","0.849904601093464","7"
"7 Strongly agree","2018","Rural Area","Male","54","0.84192059707047","0.758233236341695","0.925607957799245","7"
"7 Strongly agree","2018","Rural Area","Female","59","0.758490525445805","0.665853770904713","0.851127279986896","7"
"1 Strongly disagree","2019","Rural Area","Female","1","","","","1"
"1 Strongly disagree","2019","Urban Area","Female","1","","","","1"
"1 Strongly disagree","2019","Rural Area","Male","1","","","","1"
"1 Strongly disagree","2019","Urban Area","Male","1","","","","1"
"2 on scale 1-7 ","2019","Rural Area","Female","1","","","","2"
"2 on scale 1-7 ","2019","Rural Area","Male","","","","","2"
"2 on scale 1-7 ","2019","Urban Area","Male","","","","","2"
"2 on scale 1-7 ","2019","Urban Area","Female","3","","","","2"
"3 on scale 1-7 ","2019","Urban Area","Male","1","","","","3"
"3 on scale 1-7 ","2019","Rural Area","Female","2","","","","3"
"3 on scale 1-7 ","2019","Rural Area","Male","3","","","","3"
"3 on scale 1-7 ","2019","Urban Area","Female","2","","","","3"
"4 on scale 1-7","2019","Rural Area","Female","4","","","","4"
"4 on scale 1-7","2019","Urban Area","Female","9","","","","4"
"4 on scale 1-7","2019","Rural Area","Male","3","","","","4"
"4 on scale 1-7","2019","Urban Area","Male","5","","","","4"
"5 on scale 1-7","2019","Rural Area","Female","8","","","","5"
"5 on scale 1-7","2019","Urban Area","Male","7","","","","5"
"5 on scale 1-7","2019","Urban Area","Female","14","","","","5"
"5 on scale 1-7","2019","Rural Area","Male","6","","","","5"
"6 on scale 1-7","2019","Rural Area","Female","5","","","","6"
"6 on scale 1-7","2019","Urban Area","Male","9","","","","6"
"6 on scale 1-7","2019","Urban Area","Female","10","","","","6"
"6 on scale 1-7","2019","Rural Area","Male","6","","","","6"
"7 Strongly agree","2019","Urban Area","Male","65","0.687842716535282","0.591028739096889","0.784656693973674","7"
"7 Strongly agree","2019","Urban Area","Female","47","0.671506846831446","0.572243880583937","0.770769813078956","7"
"7 Strongly agree","2019","Rural Area","Male","26","","","","7"
"7 Strongly agree","2019","Rural Area","Female","35","0.536913802333399","0.406315575566557","0.667512029100241","7"
