"plh0206i06","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"4 on scale 1-7","2007","66 and older","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2007","66 and older","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2007","66 and older","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2007","16-34 y.","1-pers.-HH","","","",""
"5 on scale 1-7","2007","16-34 y.","(Married) couple without C. ","","","",""
"5 on scale 1-7","2007","16-34 y.","Single parent ","","","",""
"5 on scale 1-7","2007","16-34 y.","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2007","16-34 y.","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2007","16-34 y.","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2007","35-65 y.","1-pers.-HH","","","",""
"5 on scale 1-7","2007","35-65 y.","(Married) couple without C. ","","","",""
"5 on scale 1-7","2007","35-65 y.","Single parent ","","","",""
"5 on scale 1-7","2007","35-65 y.","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2007","35-65 y.","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2007","35-65 y.","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2007","66 and older","1-pers.-HH","","","",""
"5 on scale 1-7","2007","66 and older","(Married) couple without C. ","","","",""
"5 on scale 1-7","2007","66 and older","Single parent ","","","",""
"5 on scale 1-7","2007","66 and older","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2007","66 and older","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2007","66 and older","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2007","16-34 y.","1-pers.-HH","","","",""
"6 on scale 1-7","2007","16-34 y.","(Married) couple without C. ","","","",""
"6 on scale 1-7","2007","16-34 y.","Single parent ","","","",""
"6 on scale 1-7","2007","16-34 y.","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2007","16-34 y.","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2007","16-34 y.","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2007","35-65 y.","1-pers.-HH","","","",""
"6 on scale 1-7","2007","35-65 y.","(Married) couple without C. ","","","",""
"6 on scale 1-7","2007","35-65 y.","Single parent ","","","",""
"6 on scale 1-7","2007","35-65 y.","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2007","35-65 y.","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2007","35-65 y.","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2007","66 and older","1-pers.-HH","","","",""
"6 on scale 1-7","2007","66 and older","(Married) couple without C. ","","","",""
"6 on scale 1-7","2007","66 and older","Single parent ","","","",""
"6 on scale 1-7","2007","66 and older","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2007","66 and older","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2007","66 and older","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2007","16-34 y.","1-pers.-HH","","","",""
"7 Strongly agree","2007","16-34 y.","(Married) couple without C. ","","","",""
"7 Strongly agree","2007","16-34 y.","Single parent ","","","",""
"7 Strongly agree","2007","16-34 y.","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2007","16-34 y.","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2007","16-34 y.","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2007","35-65 y.","1-pers.-HH","","","",""
"7 Strongly agree","2007","35-65 y.","(Married) couple without C. ","","","",""
"7 Strongly agree","2007","35-65 y.","Single parent ","","","",""
"7 Strongly agree","2007","35-65 y.","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2007","35-65 y.","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2007","35-65 y.","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2007","66 and older","1-pers.-HH","","","",""
"7 Strongly agree","2007","66 and older","(Married) couple without C. ","","","",""
"7 Strongly agree","2007","66 and older","Single parent ","","","",""
"7 Strongly agree","2007","66 and older","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2007","66 and older","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2007","66 and older","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2008","16-34 y.","1-pers.-HH","","","",""
"1 Strongly disagree","2008","16-34 y.","(Married) couple without C. ","","","",""
"1 Strongly disagree","2008","16-34 y.","Single parent ","","","",""
"1 Strongly disagree","2008","16-34 y.","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2008","16-34 y.","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2008","16-34 y.","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2008","35-65 y.","1-pers.-HH","","","",""
"1 Strongly disagree","2008","35-65 y.","(Married) couple without C. ","","","",""
"1 Strongly disagree","2008","35-65 y.","Single parent ","","","",""
"1 Strongly disagree","2008","35-65 y.","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2008","35-65 y.","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2008","35-65 y.","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2008","66 and older","1-pers.-HH","","","",""
"1 Strongly disagree","2008","66 and older","(Married) couple without C. ","","","",""
"1 Strongly disagree","2008","66 and older","Single parent ","","","",""
"1 Strongly disagree","2008","66 and older","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2008","66 and older","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2008","66 and older","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2008","16-34 y.","1-pers.-HH","","","",""
"2 on scale 1-7 ","2008","16-34 y.","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2008","16-34 y.","Single parent ","","","",""
"2 on scale 1-7 ","2008","16-34 y.","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2008","16-34 y.","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2008","16-34 y.","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2008","35-65 y.","1-pers.-HH","","","",""
"2 on scale 1-7 ","2008","35-65 y.","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2008","35-65 y.","Single parent ","","","",""
"2 on scale 1-7 ","2008","35-65 y.","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2008","35-65 y.","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2008","35-65 y.","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2008","66 and older","1-pers.-HH","","","",""
"2 on scale 1-7 ","2008","66 and older","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2008","66 and older","Single parent ","","","",""
"2 on scale 1-7 ","2008","66 and older","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2008","66 and older","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2008","66 and older","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2008","16-34 y.","1-pers.-HH","","","",""
"3 on scale 1-7 ","2008","16-34 y.","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2008","16-34 y.","Single parent ","","","",""
"3 on scale 1-7 ","2008","16-34 y.","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2008","16-34 y.","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2008","16-34 y.","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2008","35-65 y.","1-pers.-HH","","","",""
"3 on scale 1-7 ","2008","35-65 y.","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2008","35-65 y.","Single parent ","","","",""
"3 on scale 1-7 ","2008","35-65 y.","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2008","35-65 y.","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2008","35-65 y.","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2008","66 and older","1-pers.-HH","","","",""
"3 on scale 1-7 ","2008","66 and older","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2008","66 and older","Single parent ","","","",""
"3 on scale 1-7 ","2008","66 and older","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2008","66 and older","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2008","66 and older","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2008","16-34 y.","1-pers.-HH","","","",""
"4 on scale 1-7","2008","16-34 y.","(Married) couple without C. ","","","",""
"4 on scale 1-7","2008","16-34 y.","Single parent ","","","",""
"4 on scale 1-7","2008","16-34 y.","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2008","16-34 y.","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2008","16-34 y.","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2008","35-65 y.","1-pers.-HH","","","",""
"4 on scale 1-7","2008","35-65 y.","(Married) couple without C. ","","","",""
"4 on scale 1-7","2008","35-65 y.","Single parent ","","","",""
"4 on scale 1-7","2008","35-65 y.","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2008","35-65 y.","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2008","35-65 y.","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2008","66 and older","1-pers.-HH","","","",""
"4 on scale 1-7","2008","66 and older","(Married) couple without C. ","","","",""
"4 on scale 1-7","2008","66 and older","Single parent ","","","",""
"4 on scale 1-7","2008","66 and older","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2008","66 and older","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2008","66 and older","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2008","16-34 y.","1-pers.-HH","","","",""
"5 on scale 1-7","2008","16-34 y.","(Married) couple without C. ","","","",""
"5 on scale 1-7","2008","16-34 y.","Single parent ","","","",""
"5 on scale 1-7","2008","16-34 y.","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2008","16-34 y.","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2008","16-34 y.","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2008","35-65 y.","1-pers.-HH","","","",""
"5 on scale 1-7","2008","35-65 y.","(Married) couple without C. ","","","",""
"5 on scale 1-7","2008","35-65 y.","Single parent ","","","",""
"5 on scale 1-7","2008","35-65 y.","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2008","35-65 y.","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2008","35-65 y.","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2008","66 and older","1-pers.-HH","","","",""
"5 on scale 1-7","2008","66 and older","(Married) couple without C. ","","","",""
"5 on scale 1-7","2008","66 and older","Single parent ","","","",""
"5 on scale 1-7","2008","66 and older","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2008","66 and older","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2008","66 and older","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2008","16-34 y.","1-pers.-HH","","","",""
"6 on scale 1-7","2008","16-34 y.","(Married) couple without C. ","","","",""
"6 on scale 1-7","2008","16-34 y.","Single parent ","","","",""
"6 on scale 1-7","2008","16-34 y.","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2008","16-34 y.","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2008","16-34 y.","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2008","35-65 y.","1-pers.-HH","","","",""
"6 on scale 1-7","2008","35-65 y.","(Married) couple without C. ","","","",""
"6 on scale 1-7","2008","35-65 y.","Single parent ","","","",""
"6 on scale 1-7","2008","35-65 y.","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2008","35-65 y.","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2008","35-65 y.","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2008","66 and older","1-pers.-HH","","","",""
"6 on scale 1-7","2008","66 and older","(Married) couple without C. ","","","",""
"6 on scale 1-7","2008","66 and older","Single parent ","","","",""
"6 on scale 1-7","2008","66 and older","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2008","66 and older","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2008","66 and older","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2008","16-34 y.","1-pers.-HH","","","",""
"7 Strongly agree","2008","16-34 y.","(Married) couple without C. ","","","",""
"7 Strongly agree","2008","16-34 y.","Single parent ","","","",""
"7 Strongly agree","2008","16-34 y.","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2008","16-34 y.","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2008","16-34 y.","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2008","35-65 y.","1-pers.-HH","","","",""
"7 Strongly agree","2008","35-65 y.","(Married) couple without C. ","","","",""
"7 Strongly agree","2008","35-65 y.","Single parent ","","","",""
"7 Strongly agree","2008","35-65 y.","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2008","35-65 y.","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2008","35-65 y.","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2008","66 and older","1-pers.-HH","","","",""
"7 Strongly agree","2008","66 and older","(Married) couple without C. ","","","",""
"7 Strongly agree","2008","66 and older","Single parent ","","","",""
"7 Strongly agree","2008","66 and older","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2008","66 and older","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2008","66 and older","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2009","16-34 y.","1-pers.-HH","","","",""
"1 Strongly disagree","2009","16-34 y.","(Married) couple without C. ","","","",""
"1 Strongly disagree","2009","16-34 y.","Single parent ","","","",""
"1 Strongly disagree","2009","16-34 y.","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2009","16-34 y.","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2009","16-34 y.","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2009","35-65 y.","1-pers.-HH","","","",""
"1 Strongly disagree","2009","35-65 y.","(Married) couple without C. ","","","",""
"1 Strongly disagree","2009","35-65 y.","Single parent ","","","",""
"1 Strongly disagree","2009","35-65 y.","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2009","35-65 y.","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2009","35-65 y.","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2009","66 and older","1-pers.-HH","","","",""
"1 Strongly disagree","2009","66 and older","(Married) couple without C. ","","","",""
"1 Strongly disagree","2009","66 and older","Single parent ","","","",""
"1 Strongly disagree","2009","66 and older","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2009","66 and older","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2009","66 and older","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2009","16-34 y.","1-pers.-HH","","","",""
"2 on scale 1-7 ","2009","16-34 y.","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2009","16-34 y.","Single parent ","","","",""
"2 on scale 1-7 ","2009","16-34 y.","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2009","16-34 y.","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2009","16-34 y.","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2009","35-65 y.","1-pers.-HH","","","",""
"2 on scale 1-7 ","2009","35-65 y.","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2009","35-65 y.","Single parent ","","","",""
"2 on scale 1-7 ","2009","35-65 y.","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2009","35-65 y.","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2009","35-65 y.","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2009","66 and older","1-pers.-HH","","","",""
"2 on scale 1-7 ","2009","66 and older","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2009","66 and older","Single parent ","","","",""
"2 on scale 1-7 ","2009","66 and older","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2009","66 and older","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2009","66 and older","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2009","16-34 y.","1-pers.-HH","","","",""
"3 on scale 1-7 ","2009","16-34 y.","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2009","16-34 y.","Single parent ","","","",""
"3 on scale 1-7 ","2009","16-34 y.","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2009","16-34 y.","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2009","16-34 y.","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2009","35-65 y.","1-pers.-HH","","","",""
"3 on scale 1-7 ","2009","35-65 y.","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2009","35-65 y.","Single parent ","","","",""
"3 on scale 1-7 ","2009","35-65 y.","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2009","35-65 y.","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2009","35-65 y.","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2009","66 and older","1-pers.-HH","","","",""
"3 on scale 1-7 ","2009","66 and older","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2009","66 and older","Single parent ","","","",""
"3 on scale 1-7 ","2009","66 and older","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2009","66 and older","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2009","66 and older","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2009","16-34 y.","1-pers.-HH","","","",""
"4 on scale 1-7","2009","16-34 y.","(Married) couple without C. ","","","",""
"4 on scale 1-7","2009","16-34 y.","Single parent ","","","",""
"4 on scale 1-7","2009","16-34 y.","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2009","16-34 y.","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2009","16-34 y.","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2009","35-65 y.","1-pers.-HH","","","",""
"4 on scale 1-7","2009","35-65 y.","(Married) couple without C. ","","","",""
"4 on scale 1-7","2009","35-65 y.","Single parent ","","","",""
"4 on scale 1-7","2009","35-65 y.","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2009","35-65 y.","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2009","35-65 y.","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2009","66 and older","1-pers.-HH","","","",""
"4 on scale 1-7","2009","66 and older","(Married) couple without C. ","","","",""
"4 on scale 1-7","2009","66 and older","Single parent ","","","",""
"4 on scale 1-7","2009","66 and older","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2009","66 and older","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2009","66 and older","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2009","16-34 y.","1-pers.-HH","","","",""
"5 on scale 1-7","2009","16-34 y.","(Married) couple without C. ","","","",""
"5 on scale 1-7","2009","16-34 y.","Single parent ","","","",""
"5 on scale 1-7","2009","16-34 y.","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2009","16-34 y.","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2009","16-34 y.","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2009","35-65 y.","1-pers.-HH","","","",""
"5 on scale 1-7","2009","35-65 y.","(Married) couple without C. ","","","",""
"5 on scale 1-7","2009","35-65 y.","Single parent ","","","",""
"5 on scale 1-7","2009","35-65 y.","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2009","35-65 y.","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2009","35-65 y.","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2009","66 and older","1-pers.-HH","","","",""
"5 on scale 1-7","2009","66 and older","(Married) couple without C. ","","","",""
"5 on scale 1-7","2009","66 and older","Single parent ","","","",""
"5 on scale 1-7","2009","66 and older","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2009","66 and older","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2009","66 and older","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2009","16-34 y.","1-pers.-HH","","","",""
"6 on scale 1-7","2009","16-34 y.","(Married) couple without C. ","","","",""
"6 on scale 1-7","2009","16-34 y.","Single parent ","","","",""
"6 on scale 1-7","2009","16-34 y.","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2009","16-34 y.","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2009","16-34 y.","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2009","35-65 y.","1-pers.-HH","","","",""
"6 on scale 1-7","2009","35-65 y.","(Married) couple without C. ","","","",""
"6 on scale 1-7","2009","35-65 y.","Single parent ","","","",""
"6 on scale 1-7","2009","35-65 y.","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2009","35-65 y.","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2009","35-65 y.","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2009","66 and older","1-pers.-HH","","","",""
"6 on scale 1-7","2009","66 and older","(Married) couple without C. ","","","",""
"6 on scale 1-7","2009","66 and older","Single parent ","","","",""
"6 on scale 1-7","2009","66 and older","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2009","66 and older","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2009","66 and older","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2009","16-34 y.","1-pers.-HH","","","",""
"7 Strongly agree","2009","16-34 y.","(Married) couple without C. ","","","",""
"7 Strongly agree","2009","16-34 y.","Single parent ","","","",""
"7 Strongly agree","2009","16-34 y.","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2009","16-34 y.","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2009","16-34 y.","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2009","35-65 y.","1-pers.-HH","","","",""
"7 Strongly agree","2009","35-65 y.","(Married) couple without C. ","","","",""
"7 Strongly agree","2009","35-65 y.","Single parent ","","","",""
"7 Strongly agree","2009","35-65 y.","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2009","35-65 y.","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2009","35-65 y.","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2009","66 and older","1-pers.-HH","","","",""
"7 Strongly agree","2009","66 and older","(Married) couple without C. ","","","",""
"7 Strongly agree","2009","66 and older","Single parent ","","","",""
"7 Strongly agree","2009","66 and older","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2009","66 and older","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2009","66 and older","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2010","16-34 y.","1-pers.-HH","14","","",""
"1 Strongly disagree","2010","16-34 y.","(Married) couple without C. ","7","","",""
"1 Strongly disagree","2010","16-34 y.","Single parent ","10","","",""
"1 Strongly disagree","2010","16-34 y.","Couple + C. LE 16 ","25","","",""
"1 Strongly disagree","2010","16-34 y.","Couple + C. GT 16 ","14","","",""
"1 Strongly disagree","2010","16-34 y.","Couple + C. LE and GT 16","12","","",""
"1 Strongly disagree","2010","35-65 y.","1-pers.-HH","36","0.0320872963898337","0.0216964336037229","0.0424781591759446"
"1 Strongly disagree","2010","35-65 y.","(Married) couple without C. ","64","0.0253967688961676","0.0197800896395374","0.0310134481527979"
"1 Strongly disagree","2010","35-65 y.","Single parent ","20","","",""
"1 Strongly disagree","2010","35-65 y.","Couple + C. LE 16 ","48","0.0259033677225064","0.0187571026154261","0.0330496328295868"
"1 Strongly disagree","2010","35-65 y.","Couple + C. GT 16 ","33","0.0186162150995166","0.0121985296235487","0.0250339005754845"
"1 Strongly disagree","2010","35-65 y.","Couple + C. LE and GT 16","18","","",""
"1 Strongly disagree","2010","66 and older","1-pers.-HH","44","0.0427047121733116","0.030863397022288","0.0545460273243353"
"1 Strongly disagree","2010","66 and older","(Married) couple without C. ","73","0.0330917639640632","0.0262161100909739","0.0399674178371525"
"1 Strongly disagree","2010","66 and older","Single parent ","","","",""
"1 Strongly disagree","2010","66 and older","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2010","66 and older","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2010","66 and older","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2010","16-34 y.","1-pers.-HH","13","","",""
"2 on scale 1-7 ","2010","16-34 y.","(Married) couple without C. ","27","","",""
"2 on scale 1-7 ","2010","16-34 y.","Single parent ","10","","",""
"2 on scale 1-7 ","2010","16-34 y.","Couple + C. LE 16 ","27","","",""
"2 on scale 1-7 ","2010","16-34 y.","Couple + C. GT 16 ","36","0.0260264258114722","0.0159496954005016","0.0361031562224428"
"2 on scale 1-7 ","2010","16-34 y.","Couple + C. LE and GT 16","12","","",""
"2 on scale 1-7 ","2010","35-65 y.","1-pers.-HH","34","0.0326605420270756","0.022180377575612","0.0431407064785392"
"2 on scale 1-7 ","2010","35-65 y.","(Married) couple without C. ","106","0.0364859832096184","0.0297922482478617","0.043179718171375"
"2 on scale 1-7 ","2010","35-65 y.","Single parent ","20","","",""
"2 on scale 1-7 ","2010","35-65 y.","Couple + C. LE 16 ","60","0.0295892698995567","0.021965936623553","0.0372126031755604"
"2 on scale 1-7 ","2010","35-65 y.","Couple + C. GT 16 ","58","0.0357792075830439","0.026960257165308","0.0445981580007799"
"2 on scale 1-7 ","2010","35-65 y.","Couple + C. LE and GT 16","22","","",""
"2 on scale 1-7 ","2010","66 and older","1-pers.-HH","45","0.0402208878854068","0.0287141941633504","0.0517275816074631"
"2 on scale 1-7 ","2010","66 and older","(Married) couple without C. ","83","0.031404101779829","0.024700226624471","0.038107976935187"
"2 on scale 1-7 ","2010","66 and older","Single parent ","","","",""
"2 on scale 1-7 ","2010","66 and older","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2010","66 and older","Couple + C. GT 16 ","6","","",""
"2 on scale 1-7 ","2010","66 and older","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2010","16-34 y.","1-pers.-HH","32","0.0652314505205074","0.0438422932163512","0.0866206078246637"
"3 on scale 1-7 ","2010","16-34 y.","(Married) couple without C. ","52","0.0818484869007636","0.0613495080570217","0.102347465744506"
"3 on scale 1-7 ","2010","16-34 y.","Single parent ","31","0.076328548567093","0.048550815818127","0.104106281316059"
"3 on scale 1-7 ","2010","16-34 y.","Couple + C. LE 16 ","56","0.118029989508205","0.0931689637226644","0.142891015293746"
"3 on scale 1-7 ","2010","16-34 y.","Couple + C. GT 16 ","67","0.0684799331048859","0.0524947888946171","0.0844650773151548"
"3 on scale 1-7 ","2010","16-34 y.","Couple + C. LE and GT 16","23","","",""
"3 on scale 1-7 ","2010","35-65 y.","1-pers.-HH","65","0.0601193445467515","0.0461037854785001","0.074134903615003"
"3 on scale 1-7 ","2010","35-65 y.","(Married) couple without C. ","201","0.0649596503641724","0.0561610522241251","0.0737582485042197"
"3 on scale 1-7 ","2010","35-65 y.","Single parent ","27","","",""
"3 on scale 1-7 ","2010","35-65 y.","Couple + C. LE 16 ","121","0.0614969620713192","0.0506889789069491","0.0723049452356893"
"3 on scale 1-7 ","2010","35-65 y.","Couple + C. GT 16 ","114","0.0701923229607274","0.0580624942728818","0.0823221516485729"
"3 on scale 1-7 ","2010","35-65 y.","Couple + C. LE and GT 16","42","0.0680382401822234","0.0495289879799693","0.0865474923844775"
"3 on scale 1-7 ","2010","66 and older","1-pers.-HH","72","0.0703760155134391","0.0553962478646953","0.0853557831621829"
"3 on scale 1-7 ","2010","66 and older","(Married) couple without C. ","137","0.0581132649609188","0.0491203933048727","0.0671061366169648"
"3 on scale 1-7 ","2010","66 and older","Single parent ","5","","",""
"3 on scale 1-7 ","2010","66 and older","Couple + C. LE 16 ","1","","",""
"3 on scale 1-7 ","2010","66 and older","Couple + C. GT 16 ","9","","",""
