"plh0206i06","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence"
"5 on scale 1-7","2007","16-34 y.","higher education","","","",""
"5 on scale 1-7","2007","35-65 y.","in school","","","",""
"5 on scale 1-7","2007","35-65 y.","inadequately","","","",""
"5 on scale 1-7","2007","35-65 y.","general elemantary","","","",""
"5 on scale 1-7","2007","35-65 y.","middle vocational","","","",""
"5 on scale 1-7","2007","35-65 y.","vocational + Abi","","","",""
"5 on scale 1-7","2007","35-65 y.","higher vocational","","","",""
"5 on scale 1-7","2007","35-65 y.","higher education","","","",""
"5 on scale 1-7","2007","66 and older","in school","","","",""
"5 on scale 1-7","2007","66 and older","inadequately","","","",""
"5 on scale 1-7","2007","66 and older","general elemantary","","","",""
"5 on scale 1-7","2007","66 and older","middle vocational","","","",""
"5 on scale 1-7","2007","66 and older","vocational + Abi","","","",""
"5 on scale 1-7","2007","66 and older","higher vocational","","","",""
"5 on scale 1-7","2007","66 and older","higher education","","","",""
"6 on scale 1-7","2007","16-34 y.","in school","","","",""
"6 on scale 1-7","2007","16-34 y.","inadequately","","","",""
"6 on scale 1-7","2007","16-34 y.","general elemantary","","","",""
"6 on scale 1-7","2007","16-34 y.","middle vocational","","","",""
"6 on scale 1-7","2007","16-34 y.","vocational + Abi","","","",""
"6 on scale 1-7","2007","16-34 y.","higher vocational","","","",""
"6 on scale 1-7","2007","16-34 y.","higher education","","","",""
"6 on scale 1-7","2007","35-65 y.","in school","","","",""
"6 on scale 1-7","2007","35-65 y.","inadequately","","","",""
"6 on scale 1-7","2007","35-65 y.","general elemantary","","","",""
"6 on scale 1-7","2007","35-65 y.","middle vocational","","","",""
"6 on scale 1-7","2007","35-65 y.","vocational + Abi","","","",""
"6 on scale 1-7","2007","35-65 y.","higher vocational","","","",""
"6 on scale 1-7","2007","35-65 y.","higher education","","","",""
"6 on scale 1-7","2007","66 and older","in school","","","",""
"6 on scale 1-7","2007","66 and older","inadequately","","","",""
"6 on scale 1-7","2007","66 and older","general elemantary","","","",""
"6 on scale 1-7","2007","66 and older","middle vocational","","","",""
"6 on scale 1-7","2007","66 and older","vocational + Abi","","","",""
"6 on scale 1-7","2007","66 and older","higher vocational","","","",""
"6 on scale 1-7","2007","66 and older","higher education","","","",""
"7 Strongly agree","2007","16-34 y.","in school","","","",""
"7 Strongly agree","2007","16-34 y.","inadequately","","","",""
"7 Strongly agree","2007","16-34 y.","general elemantary","","","",""
"7 Strongly agree","2007","16-34 y.","middle vocational","","","",""
"7 Strongly agree","2007","16-34 y.","vocational + Abi","","","",""
"7 Strongly agree","2007","16-34 y.","higher vocational","","","",""
"7 Strongly agree","2007","16-34 y.","higher education","","","",""
"7 Strongly agree","2007","35-65 y.","in school","","","",""
"7 Strongly agree","2007","35-65 y.","inadequately","","","",""
"7 Strongly agree","2007","35-65 y.","general elemantary","","","",""
"7 Strongly agree","2007","35-65 y.","middle vocational","","","",""
"7 Strongly agree","2007","35-65 y.","vocational + Abi","","","",""
"7 Strongly agree","2007","35-65 y.","higher vocational","","","",""
"7 Strongly agree","2007","35-65 y.","higher education","","","",""
"7 Strongly agree","2007","66 and older","in school","","","",""
"7 Strongly agree","2007","66 and older","inadequately","","","",""
"7 Strongly agree","2007","66 and older","general elemantary","","","",""
"7 Strongly agree","2007","66 and older","middle vocational","","","",""
"7 Strongly agree","2007","66 and older","vocational + Abi","","","",""
"7 Strongly agree","2007","66 and older","higher vocational","","","",""
"7 Strongly agree","2007","66 and older","higher education","","","",""
"1 Strongly disagree","2008","16-34 y.","in school","","","",""
"1 Strongly disagree","2008","16-34 y.","inadequately","","","",""
"1 Strongly disagree","2008","16-34 y.","general elemantary","","","",""
"1 Strongly disagree","2008","16-34 y.","middle vocational","","","",""
"1 Strongly disagree","2008","16-34 y.","vocational + Abi","","","",""
"1 Strongly disagree","2008","16-34 y.","higher vocational","","","",""
"1 Strongly disagree","2008","16-34 y.","higher education","","","",""
"1 Strongly disagree","2008","35-65 y.","in school","","","",""
"1 Strongly disagree","2008","35-65 y.","inadequately","","","",""
"1 Strongly disagree","2008","35-65 y.","general elemantary","","","",""
"1 Strongly disagree","2008","35-65 y.","middle vocational","","","",""
"1 Strongly disagree","2008","35-65 y.","vocational + Abi","","","",""
"1 Strongly disagree","2008","35-65 y.","higher vocational","","","",""
"1 Strongly disagree","2008","35-65 y.","higher education","","","",""
"1 Strongly disagree","2008","66 and older","in school","","","",""
"1 Strongly disagree","2008","66 and older","inadequately","","","",""
"1 Strongly disagree","2008","66 and older","general elemantary","","","",""
"1 Strongly disagree","2008","66 and older","middle vocational","","","",""
"1 Strongly disagree","2008","66 and older","vocational + Abi","","","",""
"1 Strongly disagree","2008","66 and older","higher vocational","","","",""
"1 Strongly disagree","2008","66 and older","higher education","","","",""
"2 on scale 1-7 ","2008","16-34 y.","in school","","","",""
"2 on scale 1-7 ","2008","16-34 y.","inadequately","","","",""
"2 on scale 1-7 ","2008","16-34 y.","general elemantary","","","",""
"2 on scale 1-7 ","2008","16-34 y.","middle vocational","","","",""
"2 on scale 1-7 ","2008","16-34 y.","vocational + Abi","","","",""
"2 on scale 1-7 ","2008","16-34 y.","higher vocational","","","",""
"2 on scale 1-7 ","2008","16-34 y.","higher education","","","",""
"2 on scale 1-7 ","2008","35-65 y.","in school","","","",""
"2 on scale 1-7 ","2008","35-65 y.","inadequately","","","",""
"2 on scale 1-7 ","2008","35-65 y.","general elemantary","","","",""
"2 on scale 1-7 ","2008","35-65 y.","middle vocational","","","",""
"2 on scale 1-7 ","2008","35-65 y.","vocational + Abi","","","",""
"2 on scale 1-7 ","2008","35-65 y.","higher vocational","","","",""
"2 on scale 1-7 ","2008","35-65 y.","higher education","","","",""
"2 on scale 1-7 ","2008","66 and older","in school","","","",""
"2 on scale 1-7 ","2008","66 and older","inadequately","","","",""
"2 on scale 1-7 ","2008","66 and older","general elemantary","","","",""
"2 on scale 1-7 ","2008","66 and older","middle vocational","","","",""
"2 on scale 1-7 ","2008","66 and older","vocational + Abi","","","",""
"2 on scale 1-7 ","2008","66 and older","higher vocational","","","",""
"2 on scale 1-7 ","2008","66 and older","higher education","","","",""
"3 on scale 1-7 ","2008","16-34 y.","in school","","","",""
"3 on scale 1-7 ","2008","16-34 y.","inadequately","","","",""
"3 on scale 1-7 ","2008","16-34 y.","general elemantary","","","",""
"3 on scale 1-7 ","2008","16-34 y.","middle vocational","","","",""
"3 on scale 1-7 ","2008","16-34 y.","vocational + Abi","","","",""
"3 on scale 1-7 ","2008","16-34 y.","higher vocational","","","",""
"3 on scale 1-7 ","2008","16-34 y.","higher education","","","",""
"3 on scale 1-7 ","2008","35-65 y.","in school","","","",""
"3 on scale 1-7 ","2008","35-65 y.","inadequately","","","",""
"3 on scale 1-7 ","2008","35-65 y.","general elemantary","","","",""
"3 on scale 1-7 ","2008","35-65 y.","middle vocational","","","",""
"3 on scale 1-7 ","2008","35-65 y.","vocational + Abi","","","",""
"3 on scale 1-7 ","2008","35-65 y.","higher vocational","","","",""
"3 on scale 1-7 ","2008","35-65 y.","higher education","","","",""
"3 on scale 1-7 ","2008","66 and older","in school","","","",""
"3 on scale 1-7 ","2008","66 and older","inadequately","","","",""
"3 on scale 1-7 ","2008","66 and older","general elemantary","","","",""
"3 on scale 1-7 ","2008","66 and older","middle vocational","","","",""
"3 on scale 1-7 ","2008","66 and older","vocational + Abi","","","",""
"3 on scale 1-7 ","2008","66 and older","higher vocational","","","",""
"3 on scale 1-7 ","2008","66 and older","higher education","","","",""
"4 on scale 1-7","2008","16-34 y.","in school","","","",""
"4 on scale 1-7","2008","16-34 y.","inadequately","","","",""
"4 on scale 1-7","2008","16-34 y.","general elemantary","","","",""
"4 on scale 1-7","2008","16-34 y.","middle vocational","","","",""
"4 on scale 1-7","2008","16-34 y.","vocational + Abi","","","",""
"4 on scale 1-7","2008","16-34 y.","higher vocational","","","",""
"4 on scale 1-7","2008","16-34 y.","higher education","","","",""
"4 on scale 1-7","2008","35-65 y.","in school","","","",""
"4 on scale 1-7","2008","35-65 y.","inadequately","","","",""
"4 on scale 1-7","2008","35-65 y.","general elemantary","","","",""
"4 on scale 1-7","2008","35-65 y.","middle vocational","","","",""
"4 on scale 1-7","2008","35-65 y.","vocational + Abi","","","",""
"4 on scale 1-7","2008","35-65 y.","higher vocational","","","",""
"4 on scale 1-7","2008","35-65 y.","higher education","","","",""
"4 on scale 1-7","2008","66 and older","in school","","","",""
"4 on scale 1-7","2008","66 and older","inadequately","","","",""
"4 on scale 1-7","2008","66 and older","general elemantary","","","",""
"4 on scale 1-7","2008","66 and older","middle vocational","","","",""
"4 on scale 1-7","2008","66 and older","vocational + Abi","","","",""
"4 on scale 1-7","2008","66 and older","higher vocational","","","",""
"4 on scale 1-7","2008","66 and older","higher education","","","",""
"5 on scale 1-7","2008","16-34 y.","in school","","","",""
"5 on scale 1-7","2008","16-34 y.","inadequately","","","",""
"5 on scale 1-7","2008","16-34 y.","general elemantary","","","",""
"5 on scale 1-7","2008","16-34 y.","middle vocational","","","",""
"5 on scale 1-7","2008","16-34 y.","vocational + Abi","","","",""
"5 on scale 1-7","2008","16-34 y.","higher vocational","","","",""
"5 on scale 1-7","2008","16-34 y.","higher education","","","",""
"5 on scale 1-7","2008","35-65 y.","in school","","","",""
"5 on scale 1-7","2008","35-65 y.","inadequately","","","",""
"5 on scale 1-7","2008","35-65 y.","general elemantary","","","",""
"5 on scale 1-7","2008","35-65 y.","middle vocational","","","",""
"5 on scale 1-7","2008","35-65 y.","vocational + Abi","","","",""
"5 on scale 1-7","2008","35-65 y.","higher vocational","","","",""
"5 on scale 1-7","2008","35-65 y.","higher education","","","",""
"5 on scale 1-7","2008","66 and older","in school","","","",""
"5 on scale 1-7","2008","66 and older","inadequately","","","",""
"5 on scale 1-7","2008","66 and older","general elemantary","","","",""
"5 on scale 1-7","2008","66 and older","middle vocational","","","",""
"5 on scale 1-7","2008","66 and older","vocational + Abi","","","",""
"5 on scale 1-7","2008","66 and older","higher vocational","","","",""
"5 on scale 1-7","2008","66 and older","higher education","","","",""
"6 on scale 1-7","2008","16-34 y.","in school","","","",""
"6 on scale 1-7","2008","16-34 y.","inadequately","","","",""
"6 on scale 1-7","2008","16-34 y.","general elemantary","","","",""
"6 on scale 1-7","2008","16-34 y.","middle vocational","","","",""
"6 on scale 1-7","2008","16-34 y.","vocational + Abi","","","",""
"6 on scale 1-7","2008","16-34 y.","higher vocational","","","",""
"6 on scale 1-7","2008","16-34 y.","higher education","","","",""
"6 on scale 1-7","2008","35-65 y.","in school","","","",""
"6 on scale 1-7","2008","35-65 y.","inadequately","","","",""
"6 on scale 1-7","2008","35-65 y.","general elemantary","","","",""
"6 on scale 1-7","2008","35-65 y.","middle vocational","","","",""
"6 on scale 1-7","2008","35-65 y.","vocational + Abi","","","",""
"6 on scale 1-7","2008","35-65 y.","higher vocational","","","",""
"6 on scale 1-7","2008","35-65 y.","higher education","","","",""
"6 on scale 1-7","2008","66 and older","in school","","","",""
"6 on scale 1-7","2008","66 and older","inadequately","","","",""
"6 on scale 1-7","2008","66 and older","general elemantary","","","",""
"6 on scale 1-7","2008","66 and older","middle vocational","","","",""
"6 on scale 1-7","2008","66 and older","vocational + Abi","","","",""
"6 on scale 1-7","2008","66 and older","higher vocational","","","",""
"6 on scale 1-7","2008","66 and older","higher education","","","",""
"7 Strongly agree","2008","16-34 y.","in school","","","",""
"7 Strongly agree","2008","16-34 y.","inadequately","","","",""
"7 Strongly agree","2008","16-34 y.","general elemantary","","","",""
"7 Strongly agree","2008","16-34 y.","middle vocational","","","",""
"7 Strongly agree","2008","16-34 y.","vocational + Abi","","","",""
"7 Strongly agree","2008","16-34 y.","higher vocational","","","",""
"7 Strongly agree","2008","16-34 y.","higher education","","","",""
"7 Strongly agree","2008","35-65 y.","in school","","","",""
"7 Strongly agree","2008","35-65 y.","inadequately","","","",""
"7 Strongly agree","2008","35-65 y.","general elemantary","","","",""
"7 Strongly agree","2008","35-65 y.","middle vocational","","","",""
"7 Strongly agree","2008","35-65 y.","vocational + Abi","","","",""
"7 Strongly agree","2008","35-65 y.","higher vocational","","","",""
"7 Strongly agree","2008","35-65 y.","higher education","","","",""
"7 Strongly agree","2008","66 and older","in school","","","",""
"7 Strongly agree","2008","66 and older","inadequately","","","",""
"7 Strongly agree","2008","66 and older","general elemantary","","","",""
"7 Strongly agree","2008","66 and older","middle vocational","","","",""
"7 Strongly agree","2008","66 and older","vocational + Abi","","","",""
"7 Strongly agree","2008","66 and older","higher vocational","","","",""
"7 Strongly agree","2008","66 and older","higher education","","","",""
"1 Strongly disagree","2009","16-34 y.","in school","","","",""
"1 Strongly disagree","2009","16-34 y.","inadequately","","","",""
"1 Strongly disagree","2009","16-34 y.","general elemantary","","","",""
"1 Strongly disagree","2009","16-34 y.","middle vocational","","","",""
"1 Strongly disagree","2009","16-34 y.","vocational + Abi","","","",""
"1 Strongly disagree","2009","16-34 y.","higher vocational","","","",""
"1 Strongly disagree","2009","16-34 y.","higher education","","","",""
"1 Strongly disagree","2009","35-65 y.","in school","","","",""
"1 Strongly disagree","2009","35-65 y.","inadequately","","","",""
"1 Strongly disagree","2009","35-65 y.","general elemantary","","","",""
"1 Strongly disagree","2009","35-65 y.","middle vocational","","","",""
"1 Strongly disagree","2009","35-65 y.","vocational + Abi","","","",""
"1 Strongly disagree","2009","35-65 y.","higher vocational","","","",""
"1 Strongly disagree","2009","35-65 y.","higher education","","","",""
"1 Strongly disagree","2009","66 and older","in school","","","",""
"1 Strongly disagree","2009","66 and older","inadequately","","","",""
"1 Strongly disagree","2009","66 and older","general elemantary","","","",""
"1 Strongly disagree","2009","66 and older","middle vocational","","","",""
"1 Strongly disagree","2009","66 and older","vocational + Abi","","","",""
"1 Strongly disagree","2009","66 and older","higher vocational","","","",""
"1 Strongly disagree","2009","66 and older","higher education","","","",""
"2 on scale 1-7 ","2009","16-34 y.","in school","","","",""
"2 on scale 1-7 ","2009","16-34 y.","inadequately","","","",""
"2 on scale 1-7 ","2009","16-34 y.","general elemantary","","","",""
"2 on scale 1-7 ","2009","16-34 y.","middle vocational","","","",""
"2 on scale 1-7 ","2009","16-34 y.","vocational + Abi","","","",""
"2 on scale 1-7 ","2009","16-34 y.","higher vocational","","","",""
"2 on scale 1-7 ","2009","16-34 y.","higher education","","","",""
"2 on scale 1-7 ","2009","35-65 y.","in school","","","",""
"2 on scale 1-7 ","2009","35-65 y.","inadequately","","","",""
"2 on scale 1-7 ","2009","35-65 y.","general elemantary","","","",""
"2 on scale 1-7 ","2009","35-65 y.","middle vocational","","","",""
"2 on scale 1-7 ","2009","35-65 y.","vocational + Abi","","","",""
"2 on scale 1-7 ","2009","35-65 y.","higher vocational","","","",""
"2 on scale 1-7 ","2009","35-65 y.","higher education","","","",""
"2 on scale 1-7 ","2009","66 and older","in school","","","",""
"2 on scale 1-7 ","2009","66 and older","inadequately","","","",""
"2 on scale 1-7 ","2009","66 and older","general elemantary","","","",""
"2 on scale 1-7 ","2009","66 and older","middle vocational","","","",""
"2 on scale 1-7 ","2009","66 and older","vocational + Abi","","","",""
"2 on scale 1-7 ","2009","66 and older","higher vocational","","","",""
"2 on scale 1-7 ","2009","66 and older","higher education","","","",""
"3 on scale 1-7 ","2009","16-34 y.","in school","","","",""
"3 on scale 1-7 ","2009","16-34 y.","inadequately","","","",""
"3 on scale 1-7 ","2009","16-34 y.","general elemantary","","","",""
"3 on scale 1-7 ","2009","16-34 y.","middle vocational","","","",""
"3 on scale 1-7 ","2009","16-34 y.","vocational + Abi","","","",""
"3 on scale 1-7 ","2009","16-34 y.","higher vocational","","","",""
"3 on scale 1-7 ","2009","16-34 y.","higher education","","","",""
"3 on scale 1-7 ","2009","35-65 y.","in school","","","",""
"3 on scale 1-7 ","2009","35-65 y.","inadequately","","","",""
"3 on scale 1-7 ","2009","35-65 y.","general elemantary","","","",""
"3 on scale 1-7 ","2009","35-65 y.","middle vocational","","","",""
"3 on scale 1-7 ","2009","35-65 y.","vocational + Abi","","","",""
"3 on scale 1-7 ","2009","35-65 y.","higher vocational","","","",""
"3 on scale 1-7 ","2009","35-65 y.","higher education","","","",""
"3 on scale 1-7 ","2009","66 and older","in school","","","",""
"3 on scale 1-7 ","2009","66 and older","inadequately","","","",""
"3 on scale 1-7 ","2009","66 and older","general elemantary","","","",""
"3 on scale 1-7 ","2009","66 and older","middle vocational","","","",""
"3 on scale 1-7 ","2009","66 and older","vocational + Abi","","","",""
"3 on scale 1-7 ","2009","66 and older","higher vocational","","","",""
"3 on scale 1-7 ","2009","66 and older","higher education","","","",""
"4 on scale 1-7","2009","16-34 y.","in school","","","",""
"4 on scale 1-7","2009","16-34 y.","inadequately","","","",""
"4 on scale 1-7","2009","16-34 y.","general elemantary","","","",""
"4 on scale 1-7","2009","16-34 y.","middle vocational","","","",""
"4 on scale 1-7","2009","16-34 y.","vocational + Abi","","","",""
"4 on scale 1-7","2009","16-34 y.","higher vocational","","","",""
"4 on scale 1-7","2009","16-34 y.","higher education","","","",""
"4 on scale 1-7","2009","35-65 y.","in school","","","",""
"4 on scale 1-7","2009","35-65 y.","inadequately","","","",""
"4 on scale 1-7","2009","35-65 y.","general elemantary","","","",""
"4 on scale 1-7","2009","35-65 y.","middle vocational","","","",""
"4 on scale 1-7","2009","35-65 y.","vocational + Abi","","","",""
"4 on scale 1-7","2009","35-65 y.","higher vocational","","","",""
"4 on scale 1-7","2009","35-65 y.","higher education","","","",""
"4 on scale 1-7","2009","66 and older","in school","","","",""
"4 on scale 1-7","2009","66 and older","inadequately","","","",""
"4 on scale 1-7","2009","66 and older","general elemantary","","","",""
"4 on scale 1-7","2009","66 and older","middle vocational","","","",""
"4 on scale 1-7","2009","66 and older","vocational + Abi","","","",""
"4 on scale 1-7","2009","66 and older","higher vocational","","","",""
"4 on scale 1-7","2009","66 and older","higher education","","","",""
"5 on scale 1-7","2009","16-34 y.","in school","","","",""
"5 on scale 1-7","2009","16-34 y.","inadequately","","","",""
"5 on scale 1-7","2009","16-34 y.","general elemantary","","","",""
"5 on scale 1-7","2009","16-34 y.","middle vocational","","","",""
"5 on scale 1-7","2009","16-34 y.","vocational + Abi","","","",""
"5 on scale 1-7","2009","16-34 y.","higher vocational","","","",""
"5 on scale 1-7","2009","16-34 y.","higher education","","","",""
"5 on scale 1-7","2009","35-65 y.","in school","","","",""
"5 on scale 1-7","2009","35-65 y.","inadequately","","","",""
"5 on scale 1-7","2009","35-65 y.","general elemantary","","","",""
"5 on scale 1-7","2009","35-65 y.","middle vocational","","","",""
"5 on scale 1-7","2009","35-65 y.","vocational + Abi","","","",""
"5 on scale 1-7","2009","35-65 y.","higher vocational","","","",""
"5 on scale 1-7","2009","35-65 y.","higher education","","","",""
"5 on scale 1-7","2009","66 and older","in school","","","",""
"5 on scale 1-7","2009","66 and older","inadequately","","","",""
"5 on scale 1-7","2009","66 and older","general elemantary","","","",""
"5 on scale 1-7","2009","66 and older","middle vocational","","","",""
"5 on scale 1-7","2009","66 and older","vocational + Abi","","","",""
"5 on scale 1-7","2009","66 and older","higher vocational","","","",""
"5 on scale 1-7","2009","66 and older","higher education","","","",""
"6 on scale 1-7","2009","16-34 y.","in school","","","",""
"6 on scale 1-7","2009","16-34 y.","inadequately","","","",""
"6 on scale 1-7","2009","16-34 y.","general elemantary","","","",""
"6 on scale 1-7","2009","16-34 y.","middle vocational","","","",""
"6 on scale 1-7","2009","16-34 y.","vocational + Abi","","","",""
"6 on scale 1-7","2009","16-34 y.","higher vocational","","","",""
"6 on scale 1-7","2009","16-34 y.","higher education","","","",""
"6 on scale 1-7","2009","35-65 y.","in school","","","",""
"6 on scale 1-7","2009","35-65 y.","inadequately","","","",""
"6 on scale 1-7","2009","35-65 y.","general elemantary","","","",""
"6 on scale 1-7","2009","35-65 y.","middle vocational","","","",""
"6 on scale 1-7","2009","35-65 y.","vocational + Abi","","","",""
"6 on scale 1-7","2009","35-65 y.","higher vocational","","","",""
"6 on scale 1-7","2009","35-65 y.","higher education","","","",""
"6 on scale 1-7","2009","66 and older","in school","","","",""
"6 on scale 1-7","2009","66 and older","inadequately","","","",""
"6 on scale 1-7","2009","66 and older","general elemantary","","","",""
"6 on scale 1-7","2009","66 and older","middle vocational","","","",""
"6 on scale 1-7","2009","66 and older","vocational + Abi","","","",""
"6 on scale 1-7","2009","66 and older","higher vocational","","","",""
"6 on scale 1-7","2009","66 and older","higher education","","","",""
"7 Strongly agree","2009","16-34 y.","in school","","","",""
"7 Strongly agree","2009","16-34 y.","inadequately","","","",""
"7 Strongly agree","2009","16-34 y.","general elemantary","","","",""
"7 Strongly agree","2009","16-34 y.","middle vocational","","","",""
"7 Strongly agree","2009","16-34 y.","vocational + Abi","","","",""
"7 Strongly agree","2009","16-34 y.","higher vocational","","","",""
"7 Strongly agree","2009","16-34 y.","higher education","","","",""
"7 Strongly agree","2009","35-65 y.","in school","","","",""
"7 Strongly agree","2009","35-65 y.","inadequately","","","",""
"7 Strongly agree","2009","35-65 y.","general elemantary","","","",""
"7 Strongly agree","2009","35-65 y.","middle vocational","","","",""
"7 Strongly agree","2009","35-65 y.","vocational + Abi","","","",""
"7 Strongly agree","2009","35-65 y.","higher vocational","","","",""
"7 Strongly agree","2009","35-65 y.","higher education","","","",""
"7 Strongly agree","2009","66 and older","in school","","","",""
"7 Strongly agree","2009","66 and older","inadequately","","","",""
"7 Strongly agree","2009","66 and older","general elemantary","","","",""
"7 Strongly agree","2009","66 and older","middle vocational","","","",""
"7 Strongly agree","2009","66 and older","vocational + Abi","","","",""
"7 Strongly agree","2009","66 and older","higher vocational","","","",""
"7 Strongly agree","2009","66 and older","higher education","","","",""
"1 Strongly disagree","2010","16-34 y.","in school","6","","",""
"1 Strongly disagree","2010","16-34 y.","inadequately","3","","",""
"1 Strongly disagree","2010","16-34 y.","general elemantary","12","","",""
"1 Strongly disagree","2010","16-34 y.","middle vocational","36","0.0181319957360584","0.0115900180012373","0.0246739734708795"
"1 Strongly disagree","2010","16-34 y.","vocational + Abi","5","","",""
"1 Strongly disagree","2010","16-34 y.","higher vocational","1","","",""
"1 Strongly disagree","2010","16-34 y.","higher education","5","","",""
"1 Strongly disagree","2010","35-65 y.","in school","","","",""
"1 Strongly disagree","2010","35-65 y.","inadequately","3","","",""
"1 Strongly disagree","2010","35-65 y.","general elemantary","28","","",""
"1 Strongly disagree","2010","35-65 y.","middle vocational","129","0.0288525924813725","0.0240351369186285","0.0336700480441166"
"1 Strongly disagree","2010","35-65 y.","vocational + Abi","8","","",""
"1 Strongly disagree","2010","35-65 y.","higher vocational","23","","",""
"1 Strongly disagree","2010","35-65 y.","higher education","32","0.0149891257395244","0.0101439638789193","0.0198342876001295"
"1 Strongly disagree","2010","66 and older","in school","","","",""
"1 Strongly disagree","2010","66 and older","inadequately","3","","",""
"1 Strongly disagree","2010","66 and older","general elemantary","24","","",""
"1 Strongly disagree","2010","66 and older","middle vocational","72","0.0403532544628998","0.0318718494179181","0.0488346595078815"
"1 Strongly disagree","2010","66 and older","vocational + Abi","1","","",""
"1 Strongly disagree","2010","66 and older","higher vocational","5","","",""
"1 Strongly disagree","2010","66 and older","higher education","15","","",""
"2 on scale 1-7 ","2010","16-34 y.","in school","10","","",""
"2 on scale 1-7 ","2010","16-34 y.","inadequately","1","","",""
"2 on scale 1-7 ","2010","16-34 y.","general elemantary","19","","",""
"2 on scale 1-7 ","2010","16-34 y.","middle vocational","55","0.0217258385527226","0.0145779418294743","0.028873735275971"
"2 on scale 1-7 ","2010","16-34 y.","vocational + Abi","10","","",""
"2 on scale 1-7 ","2010","16-34 y.","higher vocational","4","","",""
"2 on scale 1-7 ","2010","16-34 y.","higher education","16","","",""
"2 on scale 1-7 ","2010","35-65 y.","in school","","","",""
"2 on scale 1-7 ","2010","35-65 y.","inadequately","4","","",""
"2 on scale 1-7 ","2010","35-65 y.","general elemantary","25","","",""
"2 on scale 1-7 ","2010","35-65 y.","middle vocational","182","0.0418874150313802","0.0361219708587931","0.0476528592039674"
"2 on scale 1-7 ","2010","35-65 y.","vocational + Abi","10","","",""
"2 on scale 1-7 ","2010","35-65 y.","higher vocational","23","","",""
"2 on scale 1-7 ","2010","35-65 y.","higher education","61","0.023375819410507","0.0173509618436827","0.0294006769773313"
"2 on scale 1-7 ","2010","66 and older","in school","","","",""
"2 on scale 1-7 ","2010","66 and older","inadequately","4","","",""
"2 on scale 1-7 ","2010","66 and older","general elemantary","19","","",""
"2 on scale 1-7 ","2010","66 and older","middle vocational","84","0.0395321990745036","0.0311339313411052","0.0479304668079021"
"2 on scale 1-7 ","2010","66 and older","vocational + Abi","3","","",""
"2 on scale 1-7 ","2010","66 and older","higher vocational","11","","",""
"2 on scale 1-7 ","2010","66 and older","higher education","15","","",""
"3 on scale 1-7 ","2010","16-34 y.","in school","21","","",""
"3 on scale 1-7 ","2010","16-34 y.","inadequately","2","","",""
"3 on scale 1-7 ","2010","16-34 y.","general elemantary","39","0.0694207238873488","0.0465394511660539","0.0923019966086436"
"3 on scale 1-7 ","2010","16-34 y.","middle vocational","114","0.0560771305994956","0.0447968254200839","0.0673574357789072"
"3 on scale 1-7 ","2010","16-34 y.","vocational + Abi","31","0.109542148656402","0.0747191502695576","0.144365147043246"
"3 on scale 1-7 ","2010","16-34 y.","higher vocational","13","","",""
"3 on scale 1-7 ","2010","16-34 y.","higher education","29","","",""
"3 on scale 1-7 ","2010","35-65 y.","in school","","","",""
"3 on scale 1-7 ","2010","35-65 y.","inadequately","5","","",""
"3 on scale 1-7 ","2010","35-65 y.","general elemantary","36","0.0606570394588318","0.0405799444793865","0.0807341344382771"
"3 on scale 1-7 ","2010","35-65 y.","middle vocational","335","0.0681228132663644","0.0608716389400012","0.0753739875927276"
"3 on scale 1-7 ","2010","35-65 y.","vocational + Abi","35","0.0890410503693205","0.0650197921473862","0.113062308591255"
"3 on scale 1-7 ","2010","35-65 y.","higher vocational","53","0.0658565997276323","0.0490131122856245","0.0827000871696401"
"3 on scale 1-7 ","2010","35-65 y.","higher education","114","0.0506610908075395","0.0419163380547231","0.059405843560356"
"3 on scale 1-7 ","2010","66 and older","in school","","","",""
"3 on scale 1-7 ","2010","66 and older","inadequately","2","","",""
"3 on scale 1-7 ","2010","66 and older","general elemantary","48","0.0749953712275505","0.0539731492509567","0.0960175932041442"
"3 on scale 1-7 ","2010","66 and older","middle vocational","106","0.0587284788705224","0.0485950911583126","0.0688618665827322"
"3 on scale 1-7 ","2010","66 and older","vocational + Abi","3","","",""
"3 on scale 1-7 ","2010","66 and older","higher vocational","22","","",""
"3 on scale 1-7 ","2010","66 and older","higher education","47","0.0698743187765715","0.0531630685238453","0.0865855690292976"
"4 on scale 1-7","2010","16-34 y.","in school","40","0.163834628275587","0.119438878042393","0.208230378508782"
"4 on scale 1-7","2010","16-34 y.","inadequately","7","","",""
"4 on scale 1-7","2010","16-34 y.","general elemantary","97","0.212983198390967","0.176125891866079","0.249840504915854"
"4 on scale 1-7","2010","16-34 y.","middle vocational","287","0.199716951796908","0.180115466694144","0.219318436899673"
"4 on scale 1-7","2010","16-34 y.","vocational + Abi","61","0.238761406243994","0.191226645259787","0.286296167228201"
"4 on scale 1-7","2010","16-34 y.","higher vocational","11","","",""
"4 on scale 1-7","2010","16-34 y.","higher education","59","0.106454031308278","0.0799199583960264","0.132988104220529"
"4 on scale 1-7","2010","35-65 y.","in school","","","",""
"4 on scale 1-7","2010","35-65 y.","inadequately","12","","",""
"4 on scale 1-7","2010","35-65 y.","general elemantary","93","0.182447896690797","0.149963460992091","0.214932332389502"
"4 on scale 1-7","2010","35-65 y.","middle vocational","813","0.167937942673016","0.157179857153867","0.178696028192165"
