"plh0206i06","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"2 on scale 1-7 ","2009","vocational + Abi","East Germany","","","",""
"2 on scale 1-7 ","2009","higher vocational","West Germany","","","",""
"2 on scale 1-7 ","2009","higher vocational","East Germany","","","",""
"2 on scale 1-7 ","2009","higher education","West Germany","","","",""
"2 on scale 1-7 ","2009","higher education","East Germany","","","",""
"3 on scale 1-7 ","2009","in school","West Germany","","","",""
"3 on scale 1-7 ","2009","in school","East Germany","","","",""
"3 on scale 1-7 ","2009","inadequately","West Germany","","","",""
"3 on scale 1-7 ","2009","inadequately","East Germany","","","",""
"3 on scale 1-7 ","2009","general elemantary","West Germany","","","",""
"3 on scale 1-7 ","2009","general elemantary","East Germany","","","",""
"3 on scale 1-7 ","2009","middle vocational","West Germany","","","",""
"3 on scale 1-7 ","2009","middle vocational","East Germany","","","",""
"3 on scale 1-7 ","2009","vocational + Abi","West Germany","","","",""
"3 on scale 1-7 ","2009","vocational + Abi","East Germany","","","",""
"3 on scale 1-7 ","2009","higher vocational","West Germany","","","",""
"3 on scale 1-7 ","2009","higher vocational","East Germany","","","",""
"3 on scale 1-7 ","2009","higher education","West Germany","","","",""
"3 on scale 1-7 ","2009","higher education","East Germany","","","",""
"4 on scale 1-7","2009","in school","West Germany","","","",""
"4 on scale 1-7","2009","in school","East Germany","","","",""
"4 on scale 1-7","2009","inadequately","West Germany","","","",""
"4 on scale 1-7","2009","inadequately","East Germany","","","",""
"4 on scale 1-7","2009","general elemantary","West Germany","","","",""
"4 on scale 1-7","2009","general elemantary","East Germany","","","",""
"4 on scale 1-7","2009","middle vocational","West Germany","","","",""
"4 on scale 1-7","2009","middle vocational","East Germany","","","",""
"4 on scale 1-7","2009","vocational + Abi","West Germany","","","",""
"4 on scale 1-7","2009","vocational + Abi","East Germany","","","",""
"4 on scale 1-7","2009","higher vocational","West Germany","","","",""
"4 on scale 1-7","2009","higher vocational","East Germany","","","",""
"4 on scale 1-7","2009","higher education","West Germany","","","",""
"4 on scale 1-7","2009","higher education","East Germany","","","",""
"5 on scale 1-7","2009","in school","West Germany","","","",""
"5 on scale 1-7","2009","in school","East Germany","","","",""
"5 on scale 1-7","2009","inadequately","West Germany","","","",""
"5 on scale 1-7","2009","inadequately","East Germany","","","",""
"5 on scale 1-7","2009","general elemantary","West Germany","","","",""
"5 on scale 1-7","2009","general elemantary","East Germany","","","",""
"5 on scale 1-7","2009","middle vocational","West Germany","","","",""
"5 on scale 1-7","2009","middle vocational","East Germany","","","",""
"5 on scale 1-7","2009","vocational + Abi","West Germany","","","",""
"5 on scale 1-7","2009","vocational + Abi","East Germany","","","",""
"5 on scale 1-7","2009","higher vocational","West Germany","","","",""
"5 on scale 1-7","2009","higher vocational","East Germany","","","",""
"5 on scale 1-7","2009","higher education","West Germany","","","",""
"5 on scale 1-7","2009","higher education","East Germany","","","",""
"6 on scale 1-7","2009","in school","West Germany","","","",""
"6 on scale 1-7","2009","in school","East Germany","","","",""
"6 on scale 1-7","2009","inadequately","West Germany","","","",""
"6 on scale 1-7","2009","inadequately","East Germany","","","",""
"6 on scale 1-7","2009","general elemantary","West Germany","","","",""
"6 on scale 1-7","2009","general elemantary","East Germany","","","",""
"6 on scale 1-7","2009","middle vocational","West Germany","","","",""
"6 on scale 1-7","2009","middle vocational","East Germany","","","",""
"6 on scale 1-7","2009","vocational + Abi","West Germany","","","",""
"6 on scale 1-7","2009","vocational + Abi","East Germany","","","",""
"6 on scale 1-7","2009","higher vocational","West Germany","","","",""
"6 on scale 1-7","2009","higher vocational","East Germany","","","",""
"6 on scale 1-7","2009","higher education","West Germany","","","",""
"6 on scale 1-7","2009","higher education","East Germany","","","",""
"7 Strongly agree","2009","in school","West Germany","","","",""
"7 Strongly agree","2009","in school","East Germany","","","",""
"7 Strongly agree","2009","inadequately","West Germany","","","",""
"7 Strongly agree","2009","inadequately","East Germany","","","",""
"7 Strongly agree","2009","general elemantary","West Germany","","","",""
"7 Strongly agree","2009","general elemantary","East Germany","","","",""
"7 Strongly agree","2009","middle vocational","West Germany","","","",""
"7 Strongly agree","2009","middle vocational","East Germany","","","",""
"7 Strongly agree","2009","vocational + Abi","West Germany","","","",""
"7 Strongly agree","2009","vocational + Abi","East Germany","","","",""
"7 Strongly agree","2009","higher vocational","West Germany","","","",""
"7 Strongly agree","2009","higher vocational","East Germany","","","",""
"7 Strongly agree","2009","higher education","West Germany","","","",""
"7 Strongly agree","2009","higher education","East Germany","","","",""
"1 Strongly disagree","2010","in school","West Germany","6","","",""
"1 Strongly disagree","2010","in school","East Germany","","","",""
"1 Strongly disagree","2010","inadequately","West Germany","8","","",""
"1 Strongly disagree","2010","inadequately","East Germany","1","","",""
"1 Strongly disagree","2010","general elemantary","West Germany","59","0.0373979844846399","0.0274556878678933","0.0473402811013864"
"1 Strongly disagree","2010","general elemantary","East Germany","5","","",""
"1 Strongly disagree","2010","middle vocational","West Germany","183","0.0307679220842122","0.0264400210044403","0.035095823163984"
"1 Strongly disagree","2010","middle vocational","East Germany","54","0.0266769613813145","0.0199251373677688","0.0334287853948603"
"1 Strongly disagree","2010","vocational + Abi","West Germany","11","","",""
"1 Strongly disagree","2010","vocational + Abi","East Germany","3","","",""
"1 Strongly disagree","2010","higher vocational","West Germany","14","","",""
"1 Strongly disagree","2010","higher vocational","East Germany","15","","",""
"1 Strongly disagree","2010","higher education","West Germany","33","0.015415640141522","0.0107746439572691","0.0200566363257748"
"1 Strongly disagree","2010","higher education","East Germany","19","","",""
"2 on scale 1-7 ","2010","in school","West Germany","8","","",""
"2 on scale 1-7 ","2010","in school","East Germany","2","","",""
"2 on scale 1-7 ","2010","inadequately","West Germany","9","","",""
"2 on scale 1-7 ","2010","inadequately","East Germany","","","",""
"2 on scale 1-7 ","2010","general elemantary","West Germany","54","0.0328510522716211","0.0235107580200708","0.0421913465231715"
"2 on scale 1-7 ","2010","general elemantary","East Germany","9","","",""
"2 on scale 1-7 ","2010","middle vocational","West Germany","244","0.0382961393246328","0.0334864997804281","0.0431057788688376"
"2 on scale 1-7 ","2010","middle vocational","East Germany","77","0.034017766652504","0.0264221698943071","0.0416133634107009"
"2 on scale 1-7 ","2010","vocational + Abi","West Germany","21","","",""
"2 on scale 1-7 ","2010","vocational + Abi","East Germany","2","","",""
"2 on scale 1-7 ","2010","higher vocational","West Germany","25","","",""
"2 on scale 1-7 ","2010","higher vocational","East Germany","13","","",""
"2 on scale 1-7 ","2010","higher education","West Germany","64","0.0206314672055664","0.0152766815284465","0.0259862528826864"
"2 on scale 1-7 ","2010","higher education","East Germany","28","","",""
"3 on scale 1-7 ","2010","in school","West Germany","20","","",""
"3 on scale 1-7 ","2010","in school","East Germany","1","","",""
"3 on scale 1-7 ","2010","inadequately","West Germany","9","","",""
"3 on scale 1-7 ","2010","inadequately","East Germany","","","",""
"3 on scale 1-7 ","2010","general elemantary","West Germany","102","0.0681350045645729","0.0549311455776844","0.0813388635514614"
"3 on scale 1-7 ","2010","general elemantary","East Germany","21","","",""
"3 on scale 1-7 ","2010","middle vocational","West Germany","401","0.0618013905383651","0.0557666185118563","0.0678361625648738"
"3 on scale 1-7 ","2010","middle vocational","East Germany","154","0.0693391493814226","0.0586950380201805","0.0799832607426646"
"3 on scale 1-7 ","2010","vocational + Abi","West Germany","55","0.0837072533640332","0.0644799844405523","0.102934522287514"
"3 on scale 1-7 ","2010","vocational + Abi","East Germany","14","","",""
"3 on scale 1-7 ","2010","higher vocational","West Germany","70","0.0859187717278717","0.0676604764432451","0.104177067012498"
"3 on scale 1-7 ","2010","higher vocational","East Germany","18","","",""
"3 on scale 1-7 ","2010","higher education","West Germany","143","0.0595781754582538","0.050661377785809","0.0684949731306985"
"3 on scale 1-7 ","2010","higher education","East Germany","47","0.0533502503123987","0.0402005893528023","0.0664999112719951"
"4 on scale 1-7","2010","in school","West Germany","37","0.173687010886649","0.125657838747867","0.221716183025432"
"4 on scale 1-7","2010","in school","East Germany","3","","",""
"4 on scale 1-7","2010","inadequately","West Germany","21","","",""
"4 on scale 1-7","2010","inadequately","East Germany","4","","",""
"4 on scale 1-7","2010","general elemantary","West Germany","276","0.210628767002718","0.189262004428546","0.231995529576891"
"4 on scale 1-7","2010","general elemantary","East Germany","35","0.157555436243924","0.109522480010657","0.20558839247719"
"4 on scale 1-7","2010","middle vocational","West Germany","1037","0.172130446752701","0.162669727477747","0.181591166027655"
"4 on scale 1-7","2010","middle vocational","East Germany","401","0.168035858526473","0.152369151541655","0.183702565511291"
"4 on scale 1-7","2010","vocational + Abi","West Germany","145","0.199915959120251","0.172150141504076","0.227681776736425"
"4 on scale 1-7","2010","vocational + Abi","East Germany","24","","",""
"4 on scale 1-7","2010","higher vocational","West Germany","116","0.134884660565616","0.112628917986769","0.157140403144462"
"4 on scale 1-7","2010","higher vocational","East Germany","57","0.201029321473866","0.159042867913286","0.243015775034445"
"4 on scale 1-7","2010","higher education","West Germany","317","0.122644251994888","0.110287184312883","0.135001319676893"
"4 on scale 1-7","2010","higher education","East Germany","148","0.125333262863933","0.105959849673981","0.144706676053885"
"5 on scale 1-7","2010","in school","West Germany","67","0.262239939777018","0.206475655954273","0.318004223599764"
"5 on scale 1-7","2010","in school","East Germany","11","","",""
"5 on scale 1-7","2010","inadequately","West Germany","22","","",""
"5 on scale 1-7","2010","inadequately","East Germany","2","","",""
"5 on scale 1-7","2010","general elemantary","West Germany","319","0.222938217159979","0.201128036110426","0.244748398209532"
"5 on scale 1-7","2010","general elemantary","East Germany","49","0.174883488462386","0.124801219410774","0.224965757513998"
"5 on scale 1-7","2010","middle vocational","West Germany","1391","0.218691757798895","0.208332186989367","0.229051328608423"
"5 on scale 1-7","2010","middle vocational","East Germany","493","0.208375039901716","0.191357098662438","0.225392981140994"
"5 on scale 1-7","2010","vocational + Abi","West Germany","183","0.233683856205633","0.204304838357169","0.263062874054098"
"5 on scale 1-7","2010","vocational + Abi","East Germany","33","0.224215059662877","0.156563981082777","0.291866138242977"
"5 on scale 1-7","2010","higher vocational","West Germany","212","0.205847416587332","0.179505432177649","0.232189400997015"
"5 on scale 1-7","2010","higher vocational","East Germany","87","0.244309122031145","0.199294252032263","0.289323992030026"
"5 on scale 1-7","2010","higher education","West Germany","662","0.24700840650949","0.230762090594658","0.263254722424321"
"5 on scale 1-7","2010","higher education","East Germany","274","0.245320126596681","0.220143378386686","0.270496874806676"
"6 on scale 1-7","2010","in school","West Germany","66","0.278271498695057","0.221455527851067","0.335087469539046"
"6 on scale 1-7","2010","in school","East Germany","9","","",""
"6 on scale 1-7","2010","inadequately","West Germany","23","","",""
"6 on scale 1-7","2010","inadequately","East Germany","4","","",""
"6 on scale 1-7","2010","general elemantary","West Germany","280","0.198003843158801","0.177122319371953","0.218885366945649"
"6 on scale 1-7","2010","general elemantary","East Germany","51","0.28006202118948","0.220861353379285","0.339262688999675"
"6 on scale 1-7","2010","middle vocational","West Germany","1600","0.258361556314623","0.247391106991922","0.269332005637324"
"6 on scale 1-7","2010","middle vocational","East Germany","578","0.256968546120566","0.238659403182691","0.27527768905844"
"6 on scale 1-7","2010","vocational + Abi","West Germany","248","0.283452730161331","0.25216445118139","0.314741009141271"
"6 on scale 1-7","2010","vocational + Abi","East Germany","50","0.365511477169919","0.287396545415494","0.443626408924345"
"6 on scale 1-7","2010","higher vocational","West Germany","283","0.28705405243448","0.257580400872492","0.316527703996468"
"6 on scale 1-7","2010","higher vocational","East Germany","99","0.241225904979133","0.196404827896306","0.28604698206196"
"6 on scale 1-7","2010","higher education","West Germany","910","0.323825696112303","0.306198268158345","0.341453124066262"
"6 on scale 1-7","2010","higher education","East Germany","376","0.316707115560867","0.289487372455528","0.343926858666206"
"7 Strongly agree","2010","in school","West Germany","35","0.17833538639341","0.129804838323737","0.226865934463083"
"7 Strongly agree","2010","in school","East Germany","2","","",""
"7 Strongly agree","2010","inadequately","West Germany","31","0.279636854918024","0.200319452577111","0.358954257258938"
"7 Strongly agree","2010","inadequately","East Germany","1","","",""
"7 Strongly agree","2010","general elemantary","West Germany","309","0.230045131357668","0.207991587294211","0.252098675421124"
"7 Strongly agree","2010","general elemantary","East Germany","51","0.230188004543386","0.174688943539138","0.285687065547634"
"7 Strongly agree","2010","middle vocational","West Germany","1260","0.219950787186571","0.209569812921178","0.230331761451965"
"7 Strongly agree","2010","middle vocational","East Germany","431","0.236586678036004","0.218779321977949","0.254394034094059"
"7 Strongly agree","2010","vocational + Abi","West Germany","134","0.165143130646614","0.139364775687909","0.190921485605319"
"7 Strongly agree","2010","vocational + Abi","East Germany","20","","",""
"7 Strongly agree","2010","higher vocational","West Germany","185","0.250259585723593","0.222038441188886","0.278480730258301"
"7 Strongly agree","2010","higher vocational","East Germany","61","0.178492625155061","0.138375487325221","0.2186097629849"
"7 Strongly agree","2010","higher education","West Germany","578","0.210896362577977","0.195528780885973","0.22626394426998"
"7 Strongly agree","2010","higher education","East Germany","230","0.212891503059863","0.188939153175985","0.236843852943742"
"1 Strongly disagree","2011","in school","West Germany","","","",""
"1 Strongly disagree","2011","in school","East Germany","","","",""
"1 Strongly disagree","2011","inadequately","West Germany","","","",""
"1 Strongly disagree","2011","inadequately","East Germany","","","",""
"1 Strongly disagree","2011","general elemantary","West Germany","","","",""
"1 Strongly disagree","2011","general elemantary","East Germany","","","",""
"1 Strongly disagree","2011","middle vocational","West Germany","","","",""
"1 Strongly disagree","2011","middle vocational","East Germany","","","",""
"1 Strongly disagree","2011","vocational + Abi","West Germany","","","",""
"1 Strongly disagree","2011","vocational + Abi","East Germany","","","",""
"1 Strongly disagree","2011","higher vocational","West Germany","","","",""
"1 Strongly disagree","2011","higher vocational","East Germany","","","",""
"1 Strongly disagree","2011","higher education","West Germany","","","",""
"1 Strongly disagree","2011","higher education","East Germany","","","",""
"2 on scale 1-7 ","2011","in school","West Germany","","","",""
"2 on scale 1-7 ","2011","in school","East Germany","","","",""
"2 on scale 1-7 ","2011","inadequately","West Germany","","","",""
"2 on scale 1-7 ","2011","inadequately","East Germany","","","",""
"2 on scale 1-7 ","2011","general elemantary","West Germany","","","",""
"2 on scale 1-7 ","2011","general elemantary","East Germany","","","",""
"2 on scale 1-7 ","2011","middle vocational","West Germany","","","",""
"2 on scale 1-7 ","2011","middle vocational","East Germany","","","",""
"2 on scale 1-7 ","2011","vocational + Abi","West Germany","","","",""
"2 on scale 1-7 ","2011","vocational + Abi","East Germany","","","",""
"2 on scale 1-7 ","2011","higher vocational","West Germany","","","",""
"2 on scale 1-7 ","2011","higher vocational","East Germany","","","",""
"2 on scale 1-7 ","2011","higher education","West Germany","","","",""
"2 on scale 1-7 ","2011","higher education","East Germany","","","",""
"3 on scale 1-7 ","2011","in school","West Germany","","","",""
"3 on scale 1-7 ","2011","in school","East Germany","","","",""
"3 on scale 1-7 ","2011","inadequately","West Germany","","","",""
"3 on scale 1-7 ","2011","inadequately","East Germany","","","",""
"3 on scale 1-7 ","2011","general elemantary","West Germany","","","",""
"3 on scale 1-7 ","2011","general elemantary","East Germany","","","",""
"3 on scale 1-7 ","2011","middle vocational","West Germany","","","",""
"3 on scale 1-7 ","2011","middle vocational","East Germany","","","",""
"3 on scale 1-7 ","2011","vocational + Abi","West Germany","","","",""
"3 on scale 1-7 ","2011","vocational + Abi","East Germany","","","",""
"3 on scale 1-7 ","2011","higher vocational","West Germany","","","",""
"3 on scale 1-7 ","2011","higher vocational","East Germany","","","",""
"3 on scale 1-7 ","2011","higher education","West Germany","","","",""
"3 on scale 1-7 ","2011","higher education","East Germany","","","",""
"4 on scale 1-7","2011","in school","West Germany","","","",""
"4 on scale 1-7","2011","in school","East Germany","","","",""
"4 on scale 1-7","2011","inadequately","West Germany","","","",""
"4 on scale 1-7","2011","inadequately","East Germany","","","",""
"4 on scale 1-7","2011","general elemantary","West Germany","","","",""
"4 on scale 1-7","2011","general elemantary","East Germany","","","",""
"4 on scale 1-7","2011","middle vocational","West Germany","","","",""
"4 on scale 1-7","2011","middle vocational","East Germany","","","",""
"4 on scale 1-7","2011","vocational + Abi","West Germany","","","",""
"4 on scale 1-7","2011","vocational + Abi","East Germany","","","",""
"4 on scale 1-7","2011","higher vocational","West Germany","","","",""
"4 on scale 1-7","2011","higher vocational","East Germany","","","",""
"4 on scale 1-7","2011","higher education","West Germany","","","",""
"4 on scale 1-7","2011","higher education","East Germany","","","",""
"5 on scale 1-7","2011","in school","West Germany","","","",""
"5 on scale 1-7","2011","in school","East Germany","","","",""
"5 on scale 1-7","2011","inadequately","West Germany","","","",""
"5 on scale 1-7","2011","inadequately","East Germany","","","",""
"5 on scale 1-7","2011","general elemantary","West Germany","","","",""
"5 on scale 1-7","2011","general elemantary","East Germany","","","",""
"5 on scale 1-7","2011","middle vocational","West Germany","","","",""
"5 on scale 1-7","2011","middle vocational","East Germany","","","",""
"5 on scale 1-7","2011","vocational + Abi","West Germany","","","",""
"5 on scale 1-7","2011","vocational + Abi","East Germany","","","",""
"5 on scale 1-7","2011","higher vocational","West Germany","","","",""
"5 on scale 1-7","2011","higher vocational","East Germany","","","",""
"5 on scale 1-7","2011","higher education","West Germany","","","",""
"5 on scale 1-7","2011","higher education","East Germany","","","",""
"6 on scale 1-7","2011","in school","West Germany","","","",""
"6 on scale 1-7","2011","in school","East Germany","","","",""
"6 on scale 1-7","2011","inadequately","West Germany","","","",""
"6 on scale 1-7","2011","inadequately","East Germany","","","",""
"6 on scale 1-7","2011","general elemantary","West Germany","","","",""
"6 on scale 1-7","2011","general elemantary","East Germany","","","",""
"6 on scale 1-7","2011","middle vocational","West Germany","","","",""
"6 on scale 1-7","2011","middle vocational","East Germany","","","",""
"6 on scale 1-7","2011","vocational + Abi","West Germany","","","",""
"6 on scale 1-7","2011","vocational + Abi","East Germany","","","",""
"6 on scale 1-7","2011","higher vocational","West Germany","","","",""
"6 on scale 1-7","2011","higher vocational","East Germany","","","",""
"6 on scale 1-7","2011","higher education","West Germany","","","",""
"6 on scale 1-7","2011","higher education","East Germany","","","",""
"7 Strongly agree","2011","in school","West Germany","","","",""
"7 Strongly agree","2011","in school","East Germany","","","",""
"7 Strongly agree","2011","inadequately","West Germany","","","",""
"7 Strongly agree","2011","inadequately","East Germany","","","",""
"7 Strongly agree","2011","general elemantary","West Germany","","","",""
"7 Strongly agree","2011","general elemantary","East Germany","","","",""
"7 Strongly agree","2011","middle vocational","West Germany","","","",""
"7 Strongly agree","2011","middle vocational","East Germany","","","",""
"7 Strongly agree","2011","vocational + Abi","West Germany","","","",""
"7 Strongly agree","2011","vocational + Abi","East Germany","","","",""
"7 Strongly agree","2011","higher vocational","West Germany","","","",""
"7 Strongly agree","2011","higher vocational","East Germany","","","",""
"7 Strongly agree","2011","higher education","West Germany","","","",""
"7 Strongly agree","2011","higher education","East Germany","","","",""
"1 Strongly disagree","2012","in school","West Germany","","","",""
"1 Strongly disagree","2012","in school","East Germany","","","",""
"1 Strongly disagree","2012","inadequately","West Germany","","","",""
"1 Strongly disagree","2012","inadequately","East Germany","","","",""
"1 Strongly disagree","2012","general elemantary","West Germany","","","",""
"1 Strongly disagree","2012","general elemantary","East Germany","","","",""
"1 Strongly disagree","2012","middle vocational","West Germany","","","",""
"1 Strongly disagree","2012","middle vocational","East Germany","","","",""
"1 Strongly disagree","2012","vocational + Abi","West Germany","","","",""
"1 Strongly disagree","2012","vocational + Abi","East Germany","","","",""
"1 Strongly disagree","2012","higher vocational","West Germany","","","",""
"1 Strongly disagree","2012","higher vocational","East Germany","","","",""
"1 Strongly disagree","2012","higher education","West Germany","","","",""
"1 Strongly disagree","2012","higher education","East Germany","","","",""
"2 on scale 1-7 ","2012","in school","West Germany","","","",""
"2 on scale 1-7 ","2012","in school","East Germany","","","",""
"2 on scale 1-7 ","2012","inadequately","West Germany","","","",""
"2 on scale 1-7 ","2012","inadequately","East Germany","","","",""
"2 on scale 1-7 ","2012","general elemantary","West Germany","","","",""
"2 on scale 1-7 ","2012","general elemantary","East Germany","","","",""
"2 on scale 1-7 ","2012","middle vocational","West Germany","","","",""
"2 on scale 1-7 ","2012","middle vocational","East Germany","","","",""
"2 on scale 1-7 ","2012","vocational + Abi","West Germany","","","",""
"2 on scale 1-7 ","2012","vocational + Abi","East Germany","","","",""
"2 on scale 1-7 ","2012","higher vocational","West Germany","","","",""
"2 on scale 1-7 ","2012","higher vocational","East Germany","","","",""
"2 on scale 1-7 ","2012","higher education","West Germany","","","",""
"2 on scale 1-7 ","2012","higher education","East Germany","","","",""
"3 on scale 1-7 ","2012","in school","West Germany","","","",""
"3 on scale 1-7 ","2012","in school","East Germany","","","",""
"3 on scale 1-7 ","2012","inadequately","West Germany","","","",""
"3 on scale 1-7 ","2012","inadequately","East Germany","","","",""
"3 on scale 1-7 ","2012","general elemantary","West Germany","","","",""
"3 on scale 1-7 ","2012","general elemantary","East Germany","","","",""
"3 on scale 1-7 ","2012","middle vocational","West Germany","","","",""
"3 on scale 1-7 ","2012","middle vocational","East Germany","","","",""
"3 on scale 1-7 ","2012","vocational + Abi","West Germany","","","",""
"3 on scale 1-7 ","2012","vocational + Abi","East Germany","","","",""
"3 on scale 1-7 ","2012","higher vocational","West Germany","","","",""
"3 on scale 1-7 ","2012","higher vocational","East Germany","","","",""
"3 on scale 1-7 ","2012","higher education","West Germany","","","",""
"3 on scale 1-7 ","2012","higher education","East Germany","","","",""
"4 on scale 1-7","2012","in school","West Germany","","","",""
"4 on scale 1-7","2012","in school","East Germany","","","",""
"4 on scale 1-7","2012","inadequately","West Germany","","","",""
"4 on scale 1-7","2012","inadequately","East Germany","","","",""
"4 on scale 1-7","2012","general elemantary","West Germany","","","",""
"4 on scale 1-7","2012","general elemantary","East Germany","","","",""
"4 on scale 1-7","2012","middle vocational","West Germany","","","",""
"4 on scale 1-7","2012","middle vocational","East Germany","","","",""
"4 on scale 1-7","2012","vocational + Abi","West Germany","","","",""
"4 on scale 1-7","2012","vocational + Abi","East Germany","","","",""
"4 on scale 1-7","2012","higher vocational","West Germany","","","",""
"4 on scale 1-7","2012","higher vocational","East Germany","","","",""
"4 on scale 1-7","2012","higher education","West Germany","","","",""
"4 on scale 1-7","2012","higher education","East Germany","","","",""
"5 on scale 1-7","2012","in school","West Germany","","","",""
"5 on scale 1-7","2012","in school","East Germany","","","",""
"5 on scale 1-7","2012","inadequately","West Germany","","","",""
"5 on scale 1-7","2012","inadequately","East Germany","","","",""
"5 on scale 1-7","2012","general elemantary","West Germany","","","",""
"5 on scale 1-7","2012","general elemantary","East Germany","","","",""
"5 on scale 1-7","2012","middle vocational","West Germany","","","",""
"5 on scale 1-7","2012","middle vocational","East Germany","","","",""
"5 on scale 1-7","2012","vocational + Abi","West Germany","","","",""
"5 on scale 1-7","2012","vocational + Abi","East Germany","","","",""
"5 on scale 1-7","2012","higher vocational","West Germany","","","",""
"5 on scale 1-7","2012","higher vocational","East Germany","","","",""
"5 on scale 1-7","2012","higher education","West Germany","","","",""
"5 on scale 1-7","2012","higher education","East Germany","","","",""
"6 on scale 1-7","2012","in school","West Germany","","","",""
"6 on scale 1-7","2012","in school","East Germany","","","",""
"6 on scale 1-7","2012","inadequately","West Germany","","","",""
"6 on scale 1-7","2012","inadequately","East Germany","","","",""
"6 on scale 1-7","2012","general elemantary","West Germany","","","",""
"6 on scale 1-7","2012","general elemantary","East Germany","","","",""
"6 on scale 1-7","2012","middle vocational","West Germany","","","",""
"6 on scale 1-7","2012","middle vocational","East Germany","","","",""
"6 on scale 1-7","2012","vocational + Abi","West Germany","","","",""
"6 on scale 1-7","2012","vocational + Abi","East Germany","","","",""
"6 on scale 1-7","2012","higher vocational","West Germany","","","",""
"6 on scale 1-7","2012","higher vocational","East Germany","","","",""
"6 on scale 1-7","2012","higher education","West Germany","","","",""
"6 on scale 1-7","2012","higher education","East Germany","","","",""
"7 Strongly agree","2012","in school","West Germany","","","",""
"7 Strongly agree","2012","in school","East Germany","","","",""
"7 Strongly agree","2012","inadequately","West Germany","","","",""
"7 Strongly agree","2012","inadequately","East Germany","","","",""
"7 Strongly agree","2012","general elemantary","West Germany","","","",""
"7 Strongly agree","2012","general elemantary","East Germany","","","",""
"7 Strongly agree","2012","middle vocational","West Germany","","","",""
"7 Strongly agree","2012","middle vocational","East Germany","","","",""
"7 Strongly agree","2012","vocational + Abi","West Germany","","","",""
"7 Strongly agree","2012","vocational + Abi","East Germany","","","",""
"7 Strongly agree","2012","higher vocational","West Germany","","","",""
"7 Strongly agree","2012","higher vocational","East Germany","","","",""
"7 Strongly agree","2012","higher education","West Germany","","","",""
"7 Strongly agree","2012","higher education","East Germany","","","",""
"1 Strongly disagree","2013","in school","West Germany","","","",""
"1 Strongly disagree","2013","in school","East Germany","","","",""
"1 Strongly disagree","2013","inadequately","West Germany","","","",""
"1 Strongly disagree","2013","inadequately","East Germany","","","",""
"1 Strongly disagree","2013","general elemantary","West Germany","","","",""
"1 Strongly disagree","2013","general elemantary","East Germany","","","",""
"1 Strongly disagree","2013","middle vocational","West Germany","","","",""
"1 Strongly disagree","2013","middle vocational","East Germany","","","",""
"1 Strongly disagree","2013","vocational + Abi","West Germany","","","",""
"1 Strongly disagree","2013","vocational + Abi","East Germany","","","",""
"1 Strongly disagree","2013","higher vocational","West Germany","","","",""
"1 Strongly disagree","2013","higher vocational","East Germany","","","",""
"1 Strongly disagree","2013","higher education","West Germany","","","",""
"1 Strongly disagree","2013","higher education","East Germany","","","",""
"2 on scale 1-7 ","2013","in school","West Germany","","","",""
"2 on scale 1-7 ","2013","in school","East Germany","","","",""
"2 on scale 1-7 ","2013","inadequately","West Germany","","","",""
"2 on scale 1-7 ","2013","inadequately","East Germany","","","",""
"2 on scale 1-7 ","2013","general elemantary","West Germany","","","",""
"2 on scale 1-7 ","2013","general elemantary","East Germany","","","",""
"2 on scale 1-7 ","2013","middle vocational","West Germany","","","",""
"2 on scale 1-7 ","2013","middle vocational","East Germany","","","",""
"2 on scale 1-7 ","2013","vocational + Abi","West Germany","","","",""
"2 on scale 1-7 ","2013","vocational + Abi","East Germany","","","",""
"2 on scale 1-7 ","2013","higher vocational","West Germany","","","",""
"2 on scale 1-7 ","2013","higher vocational","East Germany","","","",""
"2 on scale 1-7 ","2013","higher education","West Germany","","","",""
"2 on scale 1-7 ","2013","higher education","East Germany","","","",""
"3 on scale 1-7 ","2013","in school","West Germany","","","",""
"3 on scale 1-7 ","2013","in school","East Germany","","","",""
"3 on scale 1-7 ","2013","inadequately","West Germany","","","",""
"3 on scale 1-7 ","2013","inadequately","East Germany","","","",""
"3 on scale 1-7 ","2013","general elemantary","West Germany","","","",""
"3 on scale 1-7 ","2013","general elemantary","East Germany","","","",""
"3 on scale 1-7 ","2013","middle vocational","West Germany","","","",""
"3 on scale 1-7 ","2013","middle vocational","East Germany","","","",""
"3 on scale 1-7 ","2013","vocational + Abi","West Germany","","","",""
"3 on scale 1-7 ","2013","vocational + Abi","East Germany","","","",""
"3 on scale 1-7 ","2013","higher vocational","West Germany","","","",""
"3 on scale 1-7 ","2013","higher vocational","East Germany","","","",""
"3 on scale 1-7 ","2013","higher education","West Germany","","","",""
"3 on scale 1-7 ","2013","higher education","East Germany","","","",""
"4 on scale 1-7","2013","in school","West Germany","","","",""
"4 on scale 1-7","2013","in school","East Germany","","","",""
"4 on scale 1-7","2013","inadequately","West Germany","","","",""
"4 on scale 1-7","2013","inadequately","East Germany","","","",""
"4 on scale 1-7","2013","general elemantary","West Germany","","","",""
"4 on scale 1-7","2013","general elemantary","East Germany","","","",""
"4 on scale 1-7","2013","middle vocational","West Germany","","","",""
"4 on scale 1-7","2013","middle vocational","East Germany","","","",""
"4 on scale 1-7","2013","vocational + Abi","West Germany","","","",""
"4 on scale 1-7","2013","vocational + Abi","East Germany","","","",""
