"plh0206i06","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence"
"3 on scale 1-7 ","2014","35-65 y.","Employed","","","",""
"3 on scale 1-7 ","2014","66 and older","Not Employed","","","",""
"3 on scale 1-7 ","2014","66 and older","Employed","","","",""
"4 on scale 1-7","2014","16-34 y.","Not Employed","","","",""
"4 on scale 1-7","2014","16-34 y.","Employed","","","",""
"4 on scale 1-7","2014","35-65 y.","Not Employed","","","",""
"4 on scale 1-7","2014","35-65 y.","Employed","","","",""
"4 on scale 1-7","2014","66 and older","Not Employed","","","",""
"4 on scale 1-7","2014","66 and older","Employed","","","",""
"5 on scale 1-7","2014","16-34 y.","Not Employed","","","",""
"5 on scale 1-7","2014","16-34 y.","Employed","","","",""
"5 on scale 1-7","2014","35-65 y.","Not Employed","","","",""
"5 on scale 1-7","2014","35-65 y.","Employed","","","",""
"5 on scale 1-7","2014","66 and older","Not Employed","","","",""
"5 on scale 1-7","2014","66 and older","Employed","","","",""
"6 on scale 1-7","2014","16-34 y.","Not Employed","","","",""
"6 on scale 1-7","2014","16-34 y.","Employed","","","",""
"6 on scale 1-7","2014","35-65 y.","Not Employed","","","",""
"6 on scale 1-7","2014","35-65 y.","Employed","","","",""
"6 on scale 1-7","2014","66 and older","Not Employed","","","",""
"6 on scale 1-7","2014","66 and older","Employed","","","",""
"7 Strongly agree","2014","16-34 y.","Not Employed","","","",""
"7 Strongly agree","2014","16-34 y.","Employed","","","",""
"7 Strongly agree","2014","35-65 y.","Not Employed","","","",""
"7 Strongly agree","2014","35-65 y.","Employed","","","",""
"7 Strongly agree","2014","66 and older","Not Employed","","","",""
"7 Strongly agree","2014","66 and older","Employed","","","",""
"1 Strongly disagree","2015","16-34 y.","Not Employed","101","0.0412217211291796","0.0334021688967308","0.0490412733616284"
"1 Strongly disagree","2015","16-34 y.","Employed","83","0.0174820577214814","0.0134874250106081","0.0214766904323547"
"1 Strongly disagree","2015","35-65 y.","Not Employed","131","0.0373862300406915","0.0307896117368394","0.0439828483445437"
"1 Strongly disagree","2015","35-65 y.","Employed","251","0.0216070697000472","0.0189997671751838","0.0242143722249106"
"1 Strongly disagree","2015","66 and older","Not Employed","114","0.03358902526389","0.0282660795888918","0.0389119709388882"
"1 Strongly disagree","2015","66 and older","Employed","11","","",""
"2 on scale 1-7 ","2015","16-34 y.","Not Employed","86","0.0342543334576808","0.0271003344452667","0.0414083324700948"
"2 on scale 1-7 ","2015","16-34 y.","Employed","113","0.0271670408803588","0.0222119612276252","0.0321221205330925"
"2 on scale 1-7 ","2015","35-65 y.","Not Employed","132","0.0499402118184046","0.0423659529865748","0.0575144706502345"
"2 on scale 1-7 ","2015","35-65 y.","Employed","402","0.0334896128112259","0.0302633840245406","0.0367158415979112"
"2 on scale 1-7 ","2015","66 and older","Not Employed","114","0.032509716482945","0.0272700661691285","0.0377493667967615"
"2 on scale 1-7 ","2015","66 and older","Employed","8","","",""
"3 on scale 1-7 ","2015","16-34 y.","Not Employed","131","0.0580715539320423","0.0488723465109077","0.0672707613531768"
"3 on scale 1-7 ","2015","16-34 y.","Employed","215","0.0489406978527152","0.0423648885268174","0.055516507178613"
"3 on scale 1-7 ","2015","35-65 y.","Not Employed","203","0.0671786869990405","0.058473973744899","0.075883400253182"
"3 on scale 1-7 ","2015","35-65 y.","Employed","672","0.0558616475961351","0.0517434087956357","0.0599798863966345"
"3 on scale 1-7 ","2015","66 and older","Not Employed","188","0.0474349585171649","0.0411548233829148","0.053715093651415"
"3 on scale 1-7 ","2015","66 and older","Employed","27","","",""
"4 on scale 1-7","2015","16-34 y.","Not Employed","372","0.145008811735683","0.131159195244988","0.158858428226377"
"4 on scale 1-7","2015","16-34 y.","Employed","573","0.137131363258945","0.126646782418073","0.147615944099816"
"4 on scale 1-7","2015","35-65 y.","Not Employed","502","0.159037805819872","0.146321003877402","0.171754607762342"
"4 on scale 1-7","2015","35-65 y.","Employed","1771","0.145000346311737","0.138686349984015","0.15131434263946"
"4 on scale 1-7","2015","66 and older","Not Employed","668","0.158116515697647","0.147337303550711","0.168895727844584"
"4 on scale 1-7","2015","66 and older","Employed","59","0.108918285709394","0.0819858460196351","0.135850725399153"
"5 on scale 1-7","2015","16-34 y.","Not Employed","527","0.214088422162063","0.197954380825022","0.230222463499104"
"5 on scale 1-7","2015","16-34 y.","Employed","981","0.252508270394211","0.239266338997119","0.265750201791304"
"5 on scale 1-7","2015","35-65 y.","Not Employed","543","0.17385866304294","0.160680198027929","0.187037128057951"
"5 on scale 1-7","2015","35-65 y.","Employed","2676","0.226921329738627","0.219410527254952","0.234432132222303"
"5 on scale 1-7","2015","66 and older","Not Employed","981","0.21768410068908","0.205492047740842","0.229876153637318"
"5 on scale 1-7","2015","66 and older","Employed","109","0.222622182321187","0.186658279011759","0.258586085630615"
"6 on scale 1-7","2015","16-34 y.","Not Employed","613","0.296458452745336","0.278495136123929","0.314421769366743"
"6 on scale 1-7","2015","16-34 y.","Employed","1194","0.289353907864834","0.275532518675602","0.303175297054066"
"6 on scale 1-7","2015","35-65 y.","Not Employed","744","0.232493204577504","0.217804424447573","0.247181984707435"
"6 on scale 1-7","2015","35-65 y.","Employed","3503","0.298273409446986","0.290069363729154","0.306477455164817"
"6 on scale 1-7","2015","66 and older","Not Employed","1267","0.262004448130023","0.249013118236551","0.274995778023495"
"6 on scale 1-7","2015","66 and older","Employed","167","0.292948727136742","0.253603886242825","0.332293568030658"
"7 Strongly agree","2015","16-34 y.","Not Employed","653","0.210896704838016","0.194850898111325","0.226942511564707"
"7 Strongly agree","2015","16-34 y.","Employed","976","0.227416662027454","0.214640684380713","0.240192639674196"
"7 Strongly agree","2015","35-65 y.","Not Employed","922","0.280105197701547","0.264490463841018","0.295719931562076"
"7 Strongly agree","2015","35-65 y.","Employed","2671","0.218846584395241","0.211432203547677","0.226260965242805"
"7 Strongly agree","2015","66 and older","Not Employed","1069","0.24866123521925","0.235891133743467","0.261431336695033"
"7 Strongly agree","2015","66 and older","Employed","133","0.284789001130043","0.245772777664369","0.323805224595716"
"1 Strongly disagree","2016","16-34 y.","Not Employed","30","0.0148716959744933","0.0100925049783878","0.0196508869705988"
"1 Strongly disagree","2016","16-34 y.","Employed","","","",""
"1 Strongly disagree","2016","35-65 y.","Not Employed","18","","",""
"1 Strongly disagree","2016","35-65 y.","Employed","","","",""
"1 Strongly disagree","2016","66 and older","Not Employed","","","",""
"1 Strongly disagree","2016","66 and older","Employed","","","",""
"2 on scale 1-7 ","2016","16-34 y.","Not Employed","17","","",""
"2 on scale 1-7 ","2016","16-34 y.","Employed","","","",""
"2 on scale 1-7 ","2016","35-65 y.","Not Employed","17","","",""
"2 on scale 1-7 ","2016","35-65 y.","Employed","","","",""
"2 on scale 1-7 ","2016","66 and older","Not Employed","1","","",""
"2 on scale 1-7 ","2016","66 and older","Employed","","","",""
"3 on scale 1-7 ","2016","16-34 y.","Not Employed","24","","",""
"3 on scale 1-7 ","2016","16-34 y.","Employed","","","",""
"3 on scale 1-7 ","2016","35-65 y.","Not Employed","16","","",""
"3 on scale 1-7 ","2016","35-65 y.","Employed","","","",""
"3 on scale 1-7 ","2016","66 and older","Not Employed","","","",""
"3 on scale 1-7 ","2016","66 and older","Employed","","","",""
"4 on scale 1-7","2016","16-34 y.","Not Employed","135","0.135101818766722","0.121604707472253","0.148598930061191"
"4 on scale 1-7","2016","16-34 y.","Employed","","","",""
"4 on scale 1-7","2016","35-65 y.","Not Employed","40","0.0542590089803827","0.0438859370016386","0.0646320809591267"
"4 on scale 1-7","2016","35-65 y.","Employed","","","",""
"4 on scale 1-7","2016","66 and older","Not Employed","4","","",""
"4 on scale 1-7","2016","66 and older","Employed","","","",""
"5 on scale 1-7","2016","16-34 y.","Not Employed","206","0.0984070780064558","0.0866460264348432","0.110168129578068"
"5 on scale 1-7","2016","16-34 y.","Employed","","","",""
"5 on scale 1-7","2016","35-65 y.","Not Employed","131","0.0984412578608359","0.0847994807943441","0.112083034927328"
"5 on scale 1-7","2016","35-65 y.","Employed","","","",""
"5 on scale 1-7","2016","66 and older","Not Employed","2","","",""
"5 on scale 1-7","2016","66 and older","Employed","","","",""
"6 on scale 1-7","2016","16-34 y.","Not Employed","339","0.152962113026789","0.138749592839641","0.167174633213938"
"6 on scale 1-7","2016","16-34 y.","Employed","","","",""
"6 on scale 1-7","2016","35-65 y.","Not Employed","211","0.16908732041706","0.151923317866985","0.186251322967136"
"6 on scale 1-7","2016","35-65 y.","Employed","","","",""
"6 on scale 1-7","2016","66 and older","Not Employed","6","","",""
"6 on scale 1-7","2016","66 and older","Employed","","","",""
"7 Strongly agree","2016","16-34 y.","Not Employed","1713","0.553257181547396","0.533627192414876","0.572887170679916"
"7 Strongly agree","2016","16-34 y.","Employed","","","",""
"7 Strongly agree","2016","35-65 y.","Not Employed","1399","0.621811533415525","0.599605607680277","0.644017459150773"
"7 Strongly agree","2016","35-65 y.","Employed","","","",""
"7 Strongly agree","2016","66 and older","Not Employed","14","","",""
"7 Strongly agree","2016","66 and older","Employed","","","",""
"1 Strongly disagree","2017","16-34 y.","Not Employed","24","","",""
"1 Strongly disagree","2017","16-34 y.","Employed","","","",""
"1 Strongly disagree","2017","35-65 y.","Not Employed","13","","",""
"1 Strongly disagree","2017","35-65 y.","Employed","","","",""
"1 Strongly disagree","2017","66 and older","Not Employed","1","","",""
"1 Strongly disagree","2017","66 and older","Employed","","","",""
"2 on scale 1-7 ","2017","16-34 y.","Not Employed","13","","",""
"2 on scale 1-7 ","2017","16-34 y.","Employed","","","",""
"2 on scale 1-7 ","2017","35-65 y.","Not Employed","7","","",""
"2 on scale 1-7 ","2017","35-65 y.","Employed","","","",""
"2 on scale 1-7 ","2017","66 and older","Not Employed","","","",""
"2 on scale 1-7 ","2017","66 and older","Employed","","","",""
"3 on scale 1-7 ","2017","16-34 y.","Not Employed","24","","",""
"3 on scale 1-7 ","2017","16-34 y.","Employed","","","",""
"3 on scale 1-7 ","2017","35-65 y.","Not Employed","6","","",""
"3 on scale 1-7 ","2017","35-65 y.","Employed","","","",""
"3 on scale 1-7 ","2017","66 and older","Not Employed","","","",""
"3 on scale 1-7 ","2017","66 and older","Employed","","","",""
"4 on scale 1-7","2017","16-34 y.","Not Employed","92","0.0611262065771771","0.0501950217730763","0.0720573913812779"
"4 on scale 1-7","2017","16-34 y.","Employed","","","",""
"4 on scale 1-7","2017","35-65 y.","Not Employed","34","0.0327134564550131","0.0215132251358811","0.0439136877741452"
"4 on scale 1-7","2017","35-65 y.","Employed","","","",""
"4 on scale 1-7","2017","66 and older","Not Employed","1","","",""
"4 on scale 1-7","2017","66 and older","Employed","","","",""
"5 on scale 1-7","2017","16-34 y.","Not Employed","155","0.0970864571715655","0.0835765515231521","0.110596362819979"
"5 on scale 1-7","2017","16-34 y.","Employed","","","",""
"5 on scale 1-7","2017","35-65 y.","Not Employed","90","0.0957731594850735","0.077244380245622","0.114301938724525"
"5 on scale 1-7","2017","35-65 y.","Employed","","","",""
"5 on scale 1-7","2017","66 and older","Not Employed","6","","",""
"5 on scale 1-7","2017","66 and older","Employed","","","",""
"6 on scale 1-7","2017","16-34 y.","Not Employed","222","0.126578675154621","0.111406701697807","0.141750648611434"
"6 on scale 1-7","2017","16-34 y.","Employed","","","",""
"6 on scale 1-7","2017","35-65 y.","Not Employed","102","0.105955912736646","0.0865770507990851","0.125334774674206"
"6 on scale 1-7","2017","35-65 y.","Employed","","","",""
"6 on scale 1-7","2017","66 and older","Not Employed","3","","",""
"6 on scale 1-7","2017","66 and older","Employed","","","",""
"7 Strongly agree","2017","16-34 y.","Not Employed","1315","0.678647186751318","0.657338190869718","0.699956182632918"
"7 Strongly agree","2017","16-34 y.","Employed","","","",""
"7 Strongly agree","2017","35-65 y.","Not Employed","717","0.739497982456761","0.711862933084556","0.767133031828967"
"7 Strongly agree","2017","35-65 y.","Employed","","","",""
"7 Strongly agree","2017","66 and older","Not Employed","24","","",""
"7 Strongly agree","2017","66 and older","Employed","","","",""
"1 Strongly disagree","2018","16-34 y.","Not Employed","4","","",""
"1 Strongly disagree","2018","16-34 y.","Employed","","","",""
"1 Strongly disagree","2018","35-65 y.","Not Employed","4","","",""
"1 Strongly disagree","2018","35-65 y.","Employed","","","",""
"1 Strongly disagree","2018","66 and older","Not Employed","","","",""
"1 Strongly disagree","2018","66 and older","Employed","","","",""
"2 on scale 1-7 ","2018","16-34 y.","Not Employed","4","","",""
"2 on scale 1-7 ","2018","16-34 y.","Employed","","","",""
"2 on scale 1-7 ","2018","35-65 y.","Not Employed","3","","",""
"2 on scale 1-7 ","2018","35-65 y.","Employed","","","",""
"2 on scale 1-7 ","2018","66 and older","Not Employed","","","",""
"2 on scale 1-7 ","2018","66 and older","Employed","","","",""
"3 on scale 1-7 ","2018","16-34 y.","Not Employed","","","",""
"3 on scale 1-7 ","2018","16-34 y.","Employed","","","",""
"3 on scale 1-7 ","2018","35-65 y.","Not Employed","1","","",""
"3 on scale 1-7 ","2018","35-65 y.","Employed","","","",""
"3 on scale 1-7 ","2018","66 and older","Not Employed","","","",""
"3 on scale 1-7 ","2018","66 and older","Employed","","","",""
"4 on scale 1-7","2018","16-34 y.","Not Employed","12","","",""
"4 on scale 1-7","2018","16-34 y.","Employed","","","",""
"4 on scale 1-7","2018","35-65 y.","Not Employed","14","","",""
"4 on scale 1-7","2018","35-65 y.","Employed","","","",""
"4 on scale 1-7","2018","66 and older","Not Employed","","","",""
"4 on scale 1-7","2018","66 and older","Employed","","","",""
"5 on scale 1-7","2018","16-34 y.","Not Employed","19","","",""
"5 on scale 1-7","2018","16-34 y.","Employed","","","",""
"5 on scale 1-7","2018","35-65 y.","Not Employed","12","","",""
"5 on scale 1-7","2018","35-65 y.","Employed","","","",""
"5 on scale 1-7","2018","66 and older","Not Employed","","","",""
"5 on scale 1-7","2018","66 and older","Employed","","","",""
"6 on scale 1-7","2018","16-34 y.","Not Employed","29","","",""
"6 on scale 1-7","2018","16-34 y.","Employed","","","",""
"6 on scale 1-7","2018","35-65 y.","Not Employed","20","","",""
"6 on scale 1-7","2018","35-65 y.","Employed","","","",""
"6 on scale 1-7","2018","66 and older","Not Employed","1","","",""
"6 on scale 1-7","2018","66 and older","Employed","","","",""
"7 Strongly agree","2018","16-34 y.","Not Employed","186","0.795549544187777","0.745952146535708","0.845146941839846"
"7 Strongly agree","2018","16-34 y.","Employed","","","",""
"7 Strongly agree","2018","35-65 y.","Not Employed","107","0.690800478889091","0.619411548621426","0.762189409156756"
"7 Strongly agree","2018","35-65 y.","Employed","","","",""
"7 Strongly agree","2018","66 and older","Not Employed","3","","",""
"7 Strongly agree","2018","66 and older","Employed","","","",""
"1 Strongly disagree","2019","16-34 y.","Not Employed","2","","",""
"1 Strongly disagree","2019","16-34 y.","Employed","","","",""
"1 Strongly disagree","2019","35-65 y.","Not Employed","2","","",""
"1 Strongly disagree","2019","35-65 y.","Employed","","","",""
"1 Strongly disagree","2019","66 and older","Not Employed","","","",""
"1 Strongly disagree","2019","66 and older","Employed","","","",""
"2 on scale 1-7 ","2019","16-34 y.","Not Employed","2","","",""
"2 on scale 1-7 ","2019","16-34 y.","Employed","","","",""
"2 on scale 1-7 ","2019","35-65 y.","Not Employed","2","","",""
"2 on scale 1-7 ","2019","35-65 y.","Employed","","","",""
"2 on scale 1-7 ","2019","66 and older","Not Employed","","","",""
"2 on scale 1-7 ","2019","66 and older","Employed","","","",""
"3 on scale 1-7 ","2019","16-34 y.","Not Employed","4","","",""
"3 on scale 1-7 ","2019","16-34 y.","Employed","","","",""
"3 on scale 1-7 ","2019","35-65 y.","Not Employed","4","","",""
"3 on scale 1-7 ","2019","35-65 y.","Employed","","","",""
"3 on scale 1-7 ","2019","66 and older","Not Employed","","","",""
"3 on scale 1-7 ","2019","66 and older","Employed","","","",""
"4 on scale 1-7","2019","16-34 y.","Not Employed","11","","",""
"4 on scale 1-7","2019","16-34 y.","Employed","","","",""
"4 on scale 1-7","2019","35-65 y.","Not Employed","10","","",""
"4 on scale 1-7","2019","35-65 y.","Employed","","","",""
"4 on scale 1-7","2019","66 and older","Not Employed","","","",""
"4 on scale 1-7","2019","66 and older","Employed","","","",""
"5 on scale 1-7","2019","16-34 y.","Not Employed","16","","",""
"5 on scale 1-7","2019","16-34 y.","Employed","","","",""
"5 on scale 1-7","2019","35-65 y.","Not Employed","17","","",""
"5 on scale 1-7","2019","35-65 y.","Employed","","","",""
"5 on scale 1-7","2019","66 and older","Not Employed","2","","",""
"5 on scale 1-7","2019","66 and older","Employed","","","",""
"6 on scale 1-7","2019","16-34 y.","Not Employed","18","","",""
"6 on scale 1-7","2019","16-34 y.","Employed","","","",""
"6 on scale 1-7","2019","35-65 y.","Not Employed","10","","",""
"6 on scale 1-7","2019","35-65 y.","Employed","","","",""
"6 on scale 1-7","2019","66 and older","Not Employed","2","","",""
"6 on scale 1-7","2019","66 and older","Employed","","","",""
"7 Strongly agree","2019","16-34 y.","Not Employed","94","0.622206532806508","0.543830382325889","0.700582683287127"
"7 Strongly agree","2019","16-34 y.","Employed","","","",""
"7 Strongly agree","2019","35-65 y.","Not Employed","80","0.698352862408077","0.617892840299135","0.778812884517018"
"7 Strongly agree","2019","35-65 y.","Employed","","","",""
"7 Strongly agree","2019","66 and older","Not Employed","2","","",""
"7 Strongly agree","2019","66 and older","Employed","","","",""
