"plh0206i06","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"7 Strongly agree","2008","Not Employed","general elemantary","","","","","7"
"7 Strongly agree","2008","Not Employed","middle vocational","","","","","7"
"7 Strongly agree","2008","Not Employed","vocational + Abi","","","","","7"
"1 Strongly disagree","2009","Not Employed","in school","","","","","1"
"1 Strongly disagree","2009","Not Employed","inadequately","","","","","1"
"1 Strongly disagree","2009","Not Employed","general elemantary","","","","","1"
"1 Strongly disagree","2009","Not Employed","middle vocational","","","","","1"
"1 Strongly disagree","2009","Not Employed","vocational + Abi","","","","","1"
"1 Strongly disagree","2009","Not Employed","higher vocational","","","","","1"
"1 Strongly disagree","2009","Not Employed","higher education","","","","","1"
"1 Strongly disagree","2009","Employed","in school","","","","","1"
"1 Strongly disagree","2009","Employed","inadequately","","","","","1"
"1 Strongly disagree","2009","Employed","general elemantary","","","","","1"
"1 Strongly disagree","2009","Employed","middle vocational","","","","","1"
"1 Strongly disagree","2009","Employed","vocational + Abi","","","","","1"
"1 Strongly disagree","2009","Employed","higher vocational","","","","","1"
"1 Strongly disagree","2009","Employed","higher education","","","","","1"
"2 on scale 1-7 ","2009","Employed","inadequately","","","","","2"
"2 on scale 1-7 ","2009","Employed","higher education","","","","","2"
"2 on scale 1-7 ","2009","Employed","higher vocational","","","","","2"
"2 on scale 1-7 ","2009","Not Employed","higher vocational","","","","","2"
"2 on scale 1-7 ","2009","Not Employed","higher education","","","","","2"
"2 on scale 1-7 ","2009","Employed","in school","","","","","2"
"2 on scale 1-7 ","2009","Employed","general elemantary","","","","","2"
"2 on scale 1-7 ","2009","Employed","middle vocational","","","","","2"
"2 on scale 1-7 ","2009","Employed","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2009","Not Employed","in school","","","","","2"
"2 on scale 1-7 ","2009","Not Employed","inadequately","","","","","2"
"2 on scale 1-7 ","2009","Not Employed","general elemantary","","","","","2"
"2 on scale 1-7 ","2009","Not Employed","middle vocational","","","","","2"
"2 on scale 1-7 ","2009","Not Employed","vocational + Abi","","","","","2"
"3 on scale 1-7 ","2009","Employed","middle vocational","","","","","3"
"3 on scale 1-7 ","2009","Employed","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2009","Employed","higher vocational","","","","","3"
"3 on scale 1-7 ","2009","Employed","higher education","","","","","3"
"3 on scale 1-7 ","2009","Employed","inadequately","","","","","3"
"3 on scale 1-7 ","2009","Employed","general elemantary","","","","","3"
"3 on scale 1-7 ","2009","Not Employed","in school","","","","","3"
"3 on scale 1-7 ","2009","Not Employed","inadequately","","","","","3"
"3 on scale 1-7 ","2009","Not Employed","general elemantary","","","","","3"
"3 on scale 1-7 ","2009","Not Employed","middle vocational","","","","","3"
"3 on scale 1-7 ","2009","Not Employed","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2009","Not Employed","higher vocational","","","","","3"
"3 on scale 1-7 ","2009","Not Employed","higher education","","","","","3"
"3 on scale 1-7 ","2009","Employed","in school","","","","","3"
"4 on scale 1-7","2009","Employed","in school","","","","","4"
"4 on scale 1-7","2009","Employed","inadequately","","","","","4"
"4 on scale 1-7","2009","Employed","general elemantary","","","","","4"
"4 on scale 1-7","2009","Employed","middle vocational","","","","","4"
"4 on scale 1-7","2009","Employed","vocational + Abi","","","","","4"
"4 on scale 1-7","2009","Employed","higher vocational","","","","","4"
"4 on scale 1-7","2009","Employed","higher education","","","","","4"
"4 on scale 1-7","2009","Not Employed","in school","","","","","4"
"4 on scale 1-7","2009","Not Employed","inadequately","","","","","4"
"4 on scale 1-7","2009","Not Employed","general elemantary","","","","","4"
"4 on scale 1-7","2009","Not Employed","middle vocational","","","","","4"
"4 on scale 1-7","2009","Not Employed","vocational + Abi","","","","","4"
"4 on scale 1-7","2009","Not Employed","higher vocational","","","","","4"
"4 on scale 1-7","2009","Not Employed","higher education","","","","","4"
"5 on scale 1-7","2009","Employed","higher vocational","","","","","5"
"5 on scale 1-7","2009","Employed","higher education","","","","","5"
"5 on scale 1-7","2009","Employed","vocational + Abi","","","","","5"
"5 on scale 1-7","2009","Employed","middle vocational","","","","","5"
"5 on scale 1-7","2009","Not Employed","higher vocational","","","","","5"
"5 on scale 1-7","2009","Not Employed","higher education","","","","","5"
"5 on scale 1-7","2009","Employed","in school","","","","","5"
"5 on scale 1-7","2009","Employed","inadequately","","","","","5"
"5 on scale 1-7","2009","Employed","general elemantary","","","","","5"
"5 on scale 1-7","2009","Not Employed","middle vocational","","","","","5"
"5 on scale 1-7","2009","Not Employed","vocational + Abi","","","","","5"
"5 on scale 1-7","2009","Not Employed","in school","","","","","5"
"5 on scale 1-7","2009","Not Employed","inadequately","","","","","5"
"5 on scale 1-7","2009","Not Employed","general elemantary","","","","","5"
"6 on scale 1-7","2009","Not Employed","higher education","","","","","6"
"6 on scale 1-7","2009","Employed","in school","","","","","6"
"6 on scale 1-7","2009","Employed","inadequately","","","","","6"
"6 on scale 1-7","2009","Employed","general elemantary","","","","","6"
"6 on scale 1-7","2009","Employed","higher vocational","","","","","6"
"6 on scale 1-7","2009","Employed","higher education","","","","","6"
"6 on scale 1-7","2009","Not Employed","in school","","","","","6"
"6 on scale 1-7","2009","Not Employed","inadequately","","","","","6"
"6 on scale 1-7","2009","Not Employed","general elemantary","","","","","6"
"6 on scale 1-7","2009","Not Employed","middle vocational","","","","","6"
"6 on scale 1-7","2009","Not Employed","vocational + Abi","","","","","6"
"6 on scale 1-7","2009","Not Employed","higher vocational","","","","","6"
"6 on scale 1-7","2009","Employed","middle vocational","","","","","6"
"6 on scale 1-7","2009","Employed","vocational + Abi","","","","","6"
"7 Strongly agree","2009","Employed","higher vocational","","","","","7"
"7 Strongly agree","2009","Employed","vocational + Abi","","","","","7"
"7 Strongly agree","2009","Employed","higher education","","","","","7"
"7 Strongly agree","2009","Employed","middle vocational","","","","","7"
"7 Strongly agree","2009","Not Employed","higher vocational","","","","","7"
"7 Strongly agree","2009","Not Employed","higher education","","","","","7"
"7 Strongly agree","2009","Employed","in school","","","","","7"
"7 Strongly agree","2009","Employed","inadequately","","","","","7"
"7 Strongly agree","2009","Employed","general elemantary","","","","","7"
"7 Strongly agree","2009","Not Employed","in school","","","","","7"
"7 Strongly agree","2009","Not Employed","inadequately","","","","","7"
"7 Strongly agree","2009","Not Employed","general elemantary","","","","","7"
"7 Strongly agree","2009","Not Employed","middle vocational","","","","","7"
"7 Strongly agree","2009","Not Employed","vocational + Abi","","","","","7"
"1 Strongly disagree","2010","Employed","general elemantary","22","","","","1"
"1 Strongly disagree","2010","Employed","middle vocational","115","0.0211051882579534","0.0171401165449163","0.0250702599709905","1"
"1 Strongly disagree","2010","Employed","vocational + Abi","13","","","","1"
"1 Strongly disagree","2010","Employed","higher vocational","18","","","","1"
"1 Strongly disagree","2010","Employed","higher education","30","0.0127506310700972","0.00855804421664918","0.0169432179235452","1"
"1 Strongly disagree","2010","Not Employed","in school","5","","","","1"
"1 Strongly disagree","2010","Not Employed","inadequately","7","","","","1"
"1 Strongly disagree","2010","Not Employed","general elemantary","42","0.0484889684319265","0.0347503304073162","0.0622276064565369","1"
"1 Strongly disagree","2010","Not Employed","middle vocational","122","0.0435138113716536","0.0365063807447671","0.0505212419985401","1"
"1 Strongly disagree","2010","Not Employed","vocational + Abi","1","","","","1"
"1 Strongly disagree","2010","Not Employed","higher vocational","11","","","","1"
"1 Strongly disagree","2010","Not Employed","higher education","22","","","","1"
"1 Strongly disagree","2010","Employed","in school","1","","","","1"
"1 Strongly disagree","2010","Employed","inadequately","2","","","","1"
"2 on scale 1-7 ","2010","Employed","general elemantary","21","","","","2"
"2 on scale 1-7 ","2010","Employed","vocational + Abi","16","","","","2"
"2 on scale 1-7 ","2010","Employed","higher vocational","24","","","","2"
"2 on scale 1-7 ","2010","Employed","inadequately","","","","","2"
"2 on scale 1-7 ","2010","Employed","higher education","73","0.0235976511597471","0.017925450423062","0.0292698518964322","2"
"2 on scale 1-7 ","2010","Not Employed","in school","8","","","","2"
"2 on scale 1-7 ","2010","Not Employed","inadequately","9","","","","2"
"2 on scale 1-7 ","2010","Not Employed","higher vocational","14","","","","2"
"2 on scale 1-7 ","2010","Not Employed","higher education","19","","","","2"
"2 on scale 1-7 ","2010","Employed","in school","2","","","","2"
"2 on scale 1-7 ","2010","Employed","middle vocational","190","0.0360808820558903","0.0309363332949225","0.0412254308168582","2"
"2 on scale 1-7 ","2010","Not Employed","general elemantary","42","0.0455525779124507","0.0322158964234112","0.0588892594014901","2"
"2 on scale 1-7 ","2010","Not Employed","middle vocational","131","0.0395369574091881","0.0328435409925256","0.0462303738258505","2"
"2 on scale 1-7 ","2010","Not Employed","vocational + Abi","7","","","","2"
"3 on scale 1-7 ","2010","Employed","general elemantary","53","0.0709898642229408","0.0517020535687516","0.09027767487713","3"
"3 on scale 1-7 ","2010","Employed","middle vocational","361","0.0628642544247759","0.0561686227635908","0.0695598860859611","3"
"3 on scale 1-7 ","2010","Employed","vocational + Abi","61","0.105225578845079","0.0828281636622146","0.127622994027944","3"
"3 on scale 1-7 ","2010","Employed","higher vocational","62","0.0815474527362264","0.0631817675010451","0.0999131379714078","3"
"3 on scale 1-7 ","2010","Employed","higher education","139","0.0579592512567113","0.0492275468831688","0.0666909556302539","3"
"3 on scale 1-7 ","2010","Not Employed","in school","16","","","","3"
"3 on scale 1-7 ","2010","Not Employed","inadequately","4","","","","3"
"3 on scale 1-7 ","2010","Not Employed","general elemantary","70","0.0670287217506637","0.0510338817308946","0.0830235617704328","3"
"3 on scale 1-7 ","2010","Not Employed","middle vocational","194","0.0639666846113347","0.055561863640469","0.0723715055822004","3"
"3 on scale 1-7 ","2010","Not Employed","vocational + Abi","8","","","","3"
"3 on scale 1-7 ","2010","Not Employed","higher vocational","26","","","","3"
"3 on scale 1-7 ","2010","Not Employed","higher education","51","0.0587923460185335","0.0447499301397998","0.0728347618972671","3"
"3 on scale 1-7 ","2010","Employed","in school","5","","","","3"
"3 on scale 1-7 ","2010","Employed","inadequately","5","","","","3"
"4 on scale 1-7","2010","Employed","in school","7","","","","4"
"4 on scale 1-7","2010","Employed","inadequately","10","","","","4"
"4 on scale 1-7","2010","Employed","general elemantary","126","0.188904160900879","0.159505240401696","0.218303081400063","4"
"4 on scale 1-7","2010","Employed","middle vocational","898","0.180124077729856","0.169523040268407","0.190725115191304","4"
"4 on scale 1-7","2010","Employed","vocational + Abi","122","0.192190598931389","0.163429797724044","0.220951400138733","4"
"4 on scale 1-7","2010","Employed","higher vocational","112","0.144253884131977","0.120675730044521","0.167832038219433","4"
"4 on scale 1-7","2010","Employed","higher education","320","0.118309009165129","0.106240047551121","0.130377970779136","4"
"4 on scale 1-7","2010","Not Employed","in school","33","0.189627334172493","0.136608361865764","0.242646306479223","4"
"4 on scale 1-7","2010","Not Employed","inadequately","15","","","","4"
"4 on scale 1-7","2010","Not Employed","general elemantary","185","0.216584933588605","0.190238285186563","0.242931581990647","4"
"4 on scale 1-7","2010","Not Employed","middle vocational","540","0.157822085642183","0.145299566445062","0.170344604839305","4"
"4 on scale 1-7","2010","Not Employed","vocational + Abi","47","0.214090643293866","0.160132539771472","0.26804874681626","4"
"4 on scale 1-7","2010","Not Employed","higher vocational","61","0.160970492888036","0.12504548942917","0.196895496346902","4"
"4 on scale 1-7","2010","Not Employed","higher education","145","0.135937065032051","0.115478256258111","0.156395873805992","4"
"5 on scale 1-7","2010","Employed","higher vocational","221","0.237323792083329","0.20877325290927","0.265874331257389","5"
"5 on scale 1-7","2010","Employed","higher education","691","0.252102150433685","0.235876122728214","0.268328178139156","5"
"5 on scale 1-7","2010","Employed","general elemantary","157","0.232001202826564","0.200298234759621","0.263704170893507","5"
"5 on scale 1-7","2010","Employed","middle vocational","1164","0.221331525269396","0.209879393077775","0.232783657461017","5"
"5 on scale 1-7","2010","Employed","vocational + Abi","168","0.228044834603249","0.197419092769331","0.258670576437167","5"
"5 on scale 1-7","2010","Not Employed","higher vocational","78","0.168080582027495","0.131526619121421","0.204634544933569","5"
"5 on scale 1-7","2010","Not Employed","higher education","245","0.232559529377212","0.207340513827395","0.257778544927029","5"
"5 on scale 1-7","2010","Employed","in school","20","","","","5"
"5 on scale 1-7","2010","Employed","inadequately","7","","","","5"
"5 on scale 1-7","2010","Not Employed","middle vocational","720","0.209454772186143","0.195477758724529","0.223431785647756","5"
"5 on scale 1-7","2010","Not Employed","vocational + Abi","48","0.24668616215877","0.189979776051946","0.303392548265594","5"
"5 on scale 1-7","2010","Not Employed","in school","58","0.229132323093497","0.172290036407537","0.285974609779457","5"
"5 on scale 1-7","2010","Not Employed","inadequately","17","","","","5"
"5 on scale 1-7","2010","Not Employed","general elemantary","211","0.207643981829819","0.181700088530257","0.233587875129381","5"
"6 on scale 1-7","2010","Employed","higher vocational","256","0.27642431092096","0.246411707010499","0.306436914831421","6"
"6 on scale 1-7","2010","Employed","higher education","973","0.338339625064051","0.320659033528095","0.356020216600006","6"
"6 on scale 1-7","2010","Not Employed","in school","58","0.29085165267121","0.229426992966611","0.352276312375808","6"
"6 on scale 1-7","2010","Not Employed","inadequately","15","","","","6"
"6 on scale 1-7","2010","Not Employed","general elemantary","180","0.186863054690151","0.161930954474953","0.211795154905349","6"
"6 on scale 1-7","2010","Not Employed","middle vocational","851","0.248283540251124","0.233444463283247","0.263122617219001","6"
"6 on scale 1-7","2010","Not Employed","vocational + Abi","63","0.264086052867089","0.206095419319131","0.322076686415047","6"
"6 on scale 1-7","2010","Not Employed","higher vocational","126","0.277396821369593","0.233630933993812","0.321162708745373","6"
"6 on scale 1-7","2010","Not Employed","higher education","313","0.280820590406877","0.253993609073436","0.307647571740318","6"
"6 on scale 1-7","2010","Employed","in school","17","","","","6"
"6 on scale 1-7","2010","Employed","inadequately","12","","","","6"
"6 on scale 1-7","2010","Employed","general elemantary","151","0.23427601786581","0.202465218948918","0.266086816782702","6"
"6 on scale 1-7","2010","Employed","middle vocational","1327","0.264481604704486","0.25231462109572","0.276648588313253","6"
"6 on scale 1-7","2010","Employed","vocational + Abi","235","0.301938971269013","0.26842802120332","0.335449921334705","6"
"7 Strongly agree","2010","Not Employed","higher education","283","0.248389131484507","0.222596150924774","0.274182112044239","7"
"7 Strongly agree","2010","Employed","in school","5","","","","7"
"7 Strongly agree","2010","Employed","inadequately","12","","","","7"
"7 Strongly agree","2010","Employed","general elemantary","151","0.233147253364482","0.201389799521862","0.264904707207102","7"
"7 Strongly agree","2010","Employed","middle vocational","993","0.214012467557642","0.202698477735567","0.225326457379717","7"
"7 Strongly agree","2010","Employed","vocational + Abi","106","0.144499602977513","0.11883562976523","0.170163576189797","7"
"7 Strongly agree","2010","Employed","higher vocational","160","0.229604430227721","0.201380298165541","0.257828562289901","7"
"7 Strongly agree","2010","Employed","higher education","525","0.19694168185058","0.182080780218568","0.211802583482593","7"
"7 Strongly agree","2010","Not Employed","higher vocational","86","0.243289567602521","0.201346357254728","0.285232777950314","7"
"7 Strongly agree","2010","Not Employed","in school","32","0.177116754589552","0.125482563645294","0.228750945533811","7"
"7 Strongly agree","2010","Not Employed","inadequately","20","","","","7"
"7 Strongly agree","2010","Not Employed","general elemantary","209","0.227837761796384","0.201010124432665","0.254665399160103","7"
"7 Strongly agree","2010","Not Employed","middle vocational","698","0.237422148528374","0.22280681932868","0.252037477728067","7"
"7 Strongly agree","2010","Not Employed","vocational + Abi","48","0.208522706548081","0.155082575997212","0.261962837098951","7"
"1 Strongly disagree","2011","Employed","general elemantary","","","","","1"
"1 Strongly disagree","2011","Employed","middle vocational","","","","","1"
"1 Strongly disagree","2011","Employed","vocational + Abi","","","","","1"
"1 Strongly disagree","2011","Employed","higher vocational","","","","","1"
"1 Strongly disagree","2011","Employed","higher education","","","","","1"
"1 Strongly disagree","2011","Not Employed","in school","","","","","1"
"1 Strongly disagree","2011","Not Employed","inadequately","","","","","1"
"1 Strongly disagree","2011","Not Employed","general elemantary","","","","","1"
"1 Strongly disagree","2011","Not Employed","middle vocational","","","","","1"
"1 Strongly disagree","2011","Employed","in school","","","","","1"
"1 Strongly disagree","2011","Employed","inadequately","","","","","1"
"1 Strongly disagree","2011","Not Employed","higher vocational","","","","","1"
"1 Strongly disagree","2011","Not Employed","vocational + Abi","","","","","1"
"1 Strongly disagree","2011","Not Employed","higher education","","","","","1"
"2 on scale 1-7 ","2011","Not Employed","higher education","","","","","2"
"2 on scale 1-7 ","2011","Employed","in school","","","","","2"
"2 on scale 1-7 ","2011","Employed","higher education","","","","","2"
"2 on scale 1-7 ","2011","Not Employed","higher vocational","","","","","2"
"2 on scale 1-7 ","2011","Employed","inadequately","","","","","2"
"2 on scale 1-7 ","2011","Employed","general elemantary","","","","","2"
"2 on scale 1-7 ","2011","Employed","middle vocational","","","","","2"
"2 on scale 1-7 ","2011","Employed","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2011","Employed","higher vocational","","","","","2"
"2 on scale 1-7 ","2011","Not Employed","in school","","","","","2"
"2 on scale 1-7 ","2011","Not Employed","inadequately","","","","","2"
"2 on scale 1-7 ","2011","Not Employed","general elemantary","","","","","2"
"2 on scale 1-7 ","2011","Not Employed","middle vocational","","","","","2"
"2 on scale 1-7 ","2011","Not Employed","vocational + Abi","","","","","2"
"3 on scale 1-7 ","2011","Employed","general elemantary","","","","","3"
"3 on scale 1-7 ","2011","Employed","middle vocational","","","","","3"
"3 on scale 1-7 ","2011","Employed","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2011","Employed","higher vocational","","","","","3"
"3 on scale 1-7 ","2011","Employed","higher education","","","","","3"
"3 on scale 1-7 ","2011","Not Employed","in school","","","","","3"
"3 on scale 1-7 ","2011","Not Employed","inadequately","","","","","3"
"3 on scale 1-7 ","2011","Not Employed","general elemantary","","","","","3"
"3 on scale 1-7 ","2011","Not Employed","middle vocational","","","","","3"
"3 on scale 1-7 ","2011","Not Employed","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2011","Not Employed","higher vocational","","","","","3"
"3 on scale 1-7 ","2011","Not Employed","higher education","","","","","3"
"3 on scale 1-7 ","2011","Employed","in school","","","","","3"
"3 on scale 1-7 ","2011","Employed","inadequately","","","","","3"
"4 on scale 1-7","2011","Employed","higher education","","","","","4"
"4 on scale 1-7","2011","Not Employed","in school","","","","","4"
"4 on scale 1-7","2011","Not Employed","inadequately","","","","","4"
"4 on scale 1-7","2011","Not Employed","general elemantary","","","","","4"
"4 on scale 1-7","2011","Not Employed","middle vocational","","","","","4"
"4 on scale 1-7","2011","Not Employed","higher education","","","","","4"
"4 on scale 1-7","2011","Employed","in school","","","","","4"
"4 on scale 1-7","2011","Employed","inadequately","","","","","4"
"4 on scale 1-7","2011","Employed","general elemantary","","","","","4"
"4 on scale 1-7","2011","Employed","middle vocational","","","","","4"
"4 on scale 1-7","2011","Employed","vocational + Abi","","","","","4"
"4 on scale 1-7","2011","Employed","higher vocational","","","","","4"
"4 on scale 1-7","2011","Not Employed","vocational + Abi","","","","","4"
"4 on scale 1-7","2011","Not Employed","higher vocational","","","","","4"
"5 on scale 1-7","2011","Employed","vocational + Abi","","","","","5"
"5 on scale 1-7","2011","Employed","higher vocational","","","","","5"
"5 on scale 1-7","2011","Employed","higher education","","","","","5"
"5 on scale 1-7","2011","Employed","general elemantary","","","","","5"
"5 on scale 1-7","2011","Employed","middle vocational","","","","","5"
"5 on scale 1-7","2011","Not Employed","in school","","","","","5"
"5 on scale 1-7","2011","Not Employed","inadequately","","","","","5"
"5 on scale 1-7","2011","Not Employed","general elemantary","","","","","5"
"5 on scale 1-7","2011","Not Employed","middle vocational","","","","","5"
"5 on scale 1-7","2011","Not Employed","vocational + Abi","","","","","5"
"5 on scale 1-7","2011","Not Employed","higher vocational","","","","","5"
"5 on scale 1-7","2011","Not Employed","higher education","","","","","5"
"5 on scale 1-7","2011","Employed","in school","","","","","5"
"5 on scale 1-7","2011","Employed","inadequately","","","","","5"
"6 on scale 1-7","2011","Not Employed","in school","","","","","6"
"6 on scale 1-7","2011","Not Employed","inadequately","","","","","6"
"6 on scale 1-7","2011","Not Employed","general elemantary","","","","","6"
"6 on scale 1-7","2011","Not Employed","middle vocational","","","","","6"
"6 on scale 1-7","2011","Employed","vocational + Abi","","","","","6"
"6 on scale 1-7","2011","Employed","higher vocational","","","","","6"
"6 on scale 1-7","2011","Employed","higher education","","","","","6"
"6 on scale 1-7","2011","Employed","middle vocational","","","","","6"
"6 on scale 1-7","2011","Not Employed","vocational + Abi","","","","","6"
"6 on scale 1-7","2011","Employed","in school","","","","","6"
"6 on scale 1-7","2011","Employed","inadequately","","","","","6"
"6 on scale 1-7","2011","Employed","general elemantary","","","","","6"
"6 on scale 1-7","2011","Not Employed","higher vocational","","","","","6"
"6 on scale 1-7","2011","Not Employed","higher education","","","","","6"
"7 Strongly agree","2011","Not Employed","in school","","","","","7"
"7 Strongly agree","2011","Not Employed","inadequately","","","","","7"
"7 Strongly agree","2011","Not Employed","higher education","","","","","7"
"7 Strongly agree","2011","Employed","in school","","","","","7"
"7 Strongly agree","2011","Employed","inadequately","","","","","7"
"7 Strongly agree","2011","Employed","general elemantary","","","","","7"
"7 Strongly agree","2011","Employed","middle vocational","","","","","7"
"7 Strongly agree","2011","Employed","vocational + Abi","","","","","7"
"7 Strongly agree","2011","Employed","higher vocational","","","","","7"
"7 Strongly agree","2011","Employed","higher education","","","","","7"
"7 Strongly agree","2011","Not Employed","general elemantary","","","","","7"
"7 Strongly agree","2011","Not Employed","middle vocational","","","","","7"
"7 Strongly agree","2011","Not Employed","vocational + Abi","","","","","7"
"7 Strongly agree","2011","Not Employed","higher vocational","","","","","7"
"1 Strongly disagree","2012","Not Employed","inadequately","","","","","1"
"1 Strongly disagree","2012","Not Employed","general elemantary","","","","","1"
"1 Strongly disagree","2012","Not Employed","middle vocational","","","","","1"
"1 Strongly disagree","2012","Employed","general elemantary","","","","","1"
"1 Strongly disagree","2012","Employed","middle vocational","","","","","1"
"1 Strongly disagree","2012","Employed","vocational + Abi","","","","","1"
"1 Strongly disagree","2012","Employed","higher vocational","","","","","1"
"1 Strongly disagree","2012","Employed","higher education","","","","","1"
"1 Strongly disagree","2012","Not Employed","higher education","","","","","1"
"1 Strongly disagree","2012","Not Employed","in school","","","","","1"
"1 Strongly disagree","2012","Employed","inadequately","","","","","1"
"1 Strongly disagree","2012","Employed","in school","","","","","1"
"1 Strongly disagree","2012","Not Employed","vocational + Abi","","","","","1"
"1 Strongly disagree","2012","Not Employed","higher vocational","","","","","1"
"2 on scale 1-7 ","2012","Not Employed","in school","","","","","2"
"2 on scale 1-7 ","2012","Not Employed","inadequately","","","","","2"
"2 on scale 1-7 ","2012","Not Employed","general elemantary","","","","","2"
"2 on scale 1-7 ","2012","Not Employed","middle vocational","","","","","2"
"2 on scale 1-7 ","2012","Not Employed","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2012","Not Employed","higher vocational","","","","","2"
"2 on scale 1-7 ","2012","Not Employed","higher education","","","","","2"
"2 on scale 1-7 ","2012","Employed","in school","","","","","2"
"2 on scale 1-7 ","2012","Employed","inadequately","","","","","2"
"2 on scale 1-7 ","2012","Employed","general elemantary","","","","","2"
"2 on scale 1-7 ","2012","Employed","middle vocational","","","","","2"
"2 on scale 1-7 ","2012","Employed","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2012","Employed","higher vocational","","","","","2"
"2 on scale 1-7 ","2012","Employed","higher education","","","","","2"
"3 on scale 1-7 ","2012","Not Employed","general elemantary","","","","","3"
"3 on scale 1-7 ","2012","Not Employed","middle vocational","","","","","3"
"3 on scale 1-7 ","2012","Employed","general elemantary","","","","","3"
"3 on scale 1-7 ","2012","Employed","middle vocational","","","","","3"
"3 on scale 1-7 ","2012","Employed","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2012","Employed","higher vocational","","","","","3"
"3 on scale 1-7 ","2012","Employed","higher education","","","","","3"
"3 on scale 1-7 ","2012","Not Employed","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2012","Not Employed","higher vocational","","","","","3"
"3 on scale 1-7 ","2012","Not Employed","in school","","","","","3"
"3 on scale 1-7 ","2012","Not Employed","inadequately","","","","","3"
"3 on scale 1-7 ","2012","Employed","inadequately","","","","","3"
"3 on scale 1-7 ","2012","Not Employed","higher education","","","","","3"
"3 on scale 1-7 ","2012","Employed","in school","","","","","3"
"4 on scale 1-7","2012","Not Employed","in school","","","","","4"
"4 on scale 1-7","2012","Not Employed","inadequately","","","","","4"
"4 on scale 1-7","2012","Not Employed","general elemantary","","","","","4"
"4 on scale 1-7","2012","Not Employed","middle vocational","","","","","4"
"4 on scale 1-7","2012","Not Employed","vocational + Abi","","","","","4"
"4 on scale 1-7","2012","Not Employed","higher vocational","","","","","4"
"4 on scale 1-7","2012","Not Employed","higher education","","","","","4"
"4 on scale 1-7","2012","Employed","in school","","","","","4"
"4 on scale 1-7","2012","Employed","inadequately","","","","","4"
"4 on scale 1-7","2012","Employed","general elemantary","","","","","4"
"4 on scale 1-7","2012","Employed","middle vocational","","","","","4"
"4 on scale 1-7","2012","Employed","vocational + Abi","","","","","4"
"4 on scale 1-7","2012","Employed","higher vocational","","","","","4"
"4 on scale 1-7","2012","Employed","higher education","","","","","4"
"5 on scale 1-7","2012","Not Employed","higher education","","","","","5"
"5 on scale 1-7","2012","Employed","in school","","","","","5"
"5 on scale 1-7","2012","Not Employed","higher vocational","","","","","5"
"5 on scale 1-7","2012","Employed","higher vocational","","","","","5"
"5 on scale 1-7","2012","Employed","higher education","","","","","5"
"5 on scale 1-7","2012","Employed","inadequately","","","","","5"
"5 on scale 1-7","2012","Employed","general elemantary","","","","","5"
"5 on scale 1-7","2012","Not Employed","in school","","","","","5"
"5 on scale 1-7","2012","Not Employed","inadequately","","","","","5"
"5 on scale 1-7","2012","Not Employed","general elemantary","","","","","5"
"5 on scale 1-7","2012","Not Employed","middle vocational","","","","","5"
"5 on scale 1-7","2012","Not Employed","vocational + Abi","","","","","5"
"5 on scale 1-7","2012","Employed","middle vocational","","","","","5"
"5 on scale 1-7","2012","Employed","vocational + Abi","","","","","5"
"6 on scale 1-7","2012","Not Employed","in school","","","","","6"
"6 on scale 1-7","2012","Not Employed","inadequately","","","","","6"
"6 on scale 1-7","2012","Not Employed","general elemantary","","","","","6"
"6 on scale 1-7","2012","Not Employed","middle vocational","","","","","6"
"6 on scale 1-7","2012","Not Employed","vocational + Abi","","","","","6"
"6 on scale 1-7","2012","Not Employed","higher vocational","","","","","6"
"6 on scale 1-7","2012","Not Employed","higher education","","","","","6"
"6 on scale 1-7","2012","Employed","in school","","","","","6"
"6 on scale 1-7","2012","Employed","inadequately","","","","","6"
"6 on scale 1-7","2012","Employed","general elemantary","","","","","6"
"6 on scale 1-7","2012","Employed","middle vocational","","","","","6"
"6 on scale 1-7","2012","Employed","vocational + Abi","","","","","6"
"6 on scale 1-7","2012","Employed","higher vocational","","","","","6"
"6 on scale 1-7","2012","Employed","higher education","","","","","6"
"7 Strongly agree","2012","Employed","inadequately","","","","","7"
"7 Strongly agree","2012","Employed","general elemantary","","","","","7"
"7 Strongly agree","2012","Not Employed","higher education","","","","","7"
"7 Strongly agree","2012","Not Employed","higher vocational","","","","","7"
"7 Strongly agree","2012","Employed","higher education","","","","","7"
"7 Strongly agree","2012","Employed","in school","","","","","7"
"7 Strongly agree","2012","Not Employed","in school","","","","","7"
"7 Strongly agree","2012","Not Employed","inadequately","","","","","7"
"7 Strongly agree","2012","Not Employed","general elemantary","","","","","7"
"7 Strongly agree","2012","Not Employed","middle vocational","","","","","7"
"7 Strongly agree","2012","Not Employed","vocational + Abi","","","","","7"
"7 Strongly agree","2012","Employed","middle vocational","","","","","7"
"7 Strongly agree","2012","Employed","vocational + Abi","","","","","7"
