"plh0206i06","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence"
"5 on scale 1-7","2008","Couple + C. LE and GT 16","direct migration background","","","",""
"5 on scale 1-7","2008","Couple + C. LE and GT 16","indirect migration background","","","",""
"6 on scale 1-7","2008","1-pers.-HH","no migration background","","","",""
"6 on scale 1-7","2008","1-pers.-HH","direct migration background","","","",""
"6 on scale 1-7","2008","1-pers.-HH","indirect migration background","","","",""
"6 on scale 1-7","2008","(Married) couple without C. ","no migration background","","","",""
"6 on scale 1-7","2008","(Married) couple without C. ","direct migration background","","","",""
"6 on scale 1-7","2008","(Married) couple without C. ","indirect migration background","","","",""
"6 on scale 1-7","2008","Single parent ","no migration background","","","",""
"6 on scale 1-7","2008","Single parent ","direct migration background","","","",""
"6 on scale 1-7","2008","Single parent ","indirect migration background","","","",""
"6 on scale 1-7","2008","Couple + C. LE 16 ","no migration background","","","",""
"6 on scale 1-7","2008","Couple + C. LE 16 ","direct migration background","","","",""
"6 on scale 1-7","2008","Couple + C. LE 16 ","indirect migration background","","","",""
"6 on scale 1-7","2008","Couple + C. GT 16 ","no migration background","","","",""
"6 on scale 1-7","2008","Couple + C. GT 16 ","direct migration background","","","",""
"6 on scale 1-7","2008","Couple + C. GT 16 ","indirect migration background","","","",""
"6 on scale 1-7","2008","Couple + C. LE and GT 16","no migration background","","","",""
"6 on scale 1-7","2008","Couple + C. LE and GT 16","direct migration background","","","",""
"6 on scale 1-7","2008","Couple + C. LE and GT 16","indirect migration background","","","",""
"7 Strongly agree","2008","1-pers.-HH","no migration background","","","",""
"7 Strongly agree","2008","1-pers.-HH","direct migration background","","","",""
"7 Strongly agree","2008","1-pers.-HH","indirect migration background","","","",""
"7 Strongly agree","2008","(Married) couple without C. ","no migration background","","","",""
"7 Strongly agree","2008","(Married) couple without C. ","direct migration background","","","",""
"7 Strongly agree","2008","(Married) couple without C. ","indirect migration background","","","",""
"7 Strongly agree","2008","Single parent ","no migration background","","","",""
"7 Strongly agree","2008","Single parent ","direct migration background","","","",""
"7 Strongly agree","2008","Single parent ","indirect migration background","","","",""
"7 Strongly agree","2008","Couple + C. LE 16 ","no migration background","","","",""
"7 Strongly agree","2008","Couple + C. LE 16 ","direct migration background","","","",""
"7 Strongly agree","2008","Couple + C. LE 16 ","indirect migration background","","","",""
"7 Strongly agree","2008","Couple + C. GT 16 ","no migration background","","","",""
"7 Strongly agree","2008","Couple + C. GT 16 ","direct migration background","","","",""
"7 Strongly agree","2008","Couple + C. GT 16 ","indirect migration background","","","",""
"7 Strongly agree","2008","Couple + C. LE and GT 16","no migration background","","","",""
"7 Strongly agree","2008","Couple + C. LE and GT 16","direct migration background","","","",""
"7 Strongly agree","2008","Couple + C. LE and GT 16","indirect migration background","","","",""
"1 Strongly disagree","2009","1-pers.-HH","no migration background","","","",""
"1 Strongly disagree","2009","1-pers.-HH","direct migration background","","","",""
"1 Strongly disagree","2009","1-pers.-HH","indirect migration background","","","",""
"1 Strongly disagree","2009","(Married) couple without C. ","no migration background","","","",""
"1 Strongly disagree","2009","(Married) couple without C. ","direct migration background","","","",""
"1 Strongly disagree","2009","(Married) couple without C. ","indirect migration background","","","",""
"1 Strongly disagree","2009","Single parent ","no migration background","","","",""
"1 Strongly disagree","2009","Single parent ","direct migration background","","","",""
"1 Strongly disagree","2009","Single parent ","indirect migration background","","","",""
"1 Strongly disagree","2009","Couple + C. LE 16 ","no migration background","","","",""
"1 Strongly disagree","2009","Couple + C. LE 16 ","direct migration background","","","",""
"1 Strongly disagree","2009","Couple + C. LE 16 ","indirect migration background","","","",""
"1 Strongly disagree","2009","Couple + C. GT 16 ","no migration background","","","",""
"1 Strongly disagree","2009","Couple + C. GT 16 ","direct migration background","","","",""
"1 Strongly disagree","2009","Couple + C. GT 16 ","indirect migration background","","","",""
"1 Strongly disagree","2009","Couple + C. LE and GT 16","no migration background","","","",""
"1 Strongly disagree","2009","Couple + C. LE and GT 16","direct migration background","","","",""
"1 Strongly disagree","2009","Couple + C. LE and GT 16","indirect migration background","","","",""
"2 on scale 1-7 ","2009","1-pers.-HH","no migration background","","","",""
"2 on scale 1-7 ","2009","1-pers.-HH","direct migration background","","","",""
"2 on scale 1-7 ","2009","1-pers.-HH","indirect migration background","","","",""
"2 on scale 1-7 ","2009","(Married) couple without C. ","no migration background","","","",""
"2 on scale 1-7 ","2009","(Married) couple without C. ","direct migration background","","","",""
"2 on scale 1-7 ","2009","(Married) couple without C. ","indirect migration background","","","",""
"2 on scale 1-7 ","2009","Single parent ","no migration background","","","",""
"2 on scale 1-7 ","2009","Single parent ","direct migration background","","","",""
"2 on scale 1-7 ","2009","Single parent ","indirect migration background","","","",""
"2 on scale 1-7 ","2009","Couple + C. LE 16 ","no migration background","","","",""
"2 on scale 1-7 ","2009","Couple + C. LE 16 ","direct migration background","","","",""
"2 on scale 1-7 ","2009","Couple + C. LE 16 ","indirect migration background","","","",""
"2 on scale 1-7 ","2009","Couple + C. GT 16 ","no migration background","","","",""
"2 on scale 1-7 ","2009","Couple + C. GT 16 ","direct migration background","","","",""
"2 on scale 1-7 ","2009","Couple + C. GT 16 ","indirect migration background","","","",""
"2 on scale 1-7 ","2009","Couple + C. LE and GT 16","no migration background","","","",""
"2 on scale 1-7 ","2009","Couple + C. LE and GT 16","direct migration background","","","",""
"2 on scale 1-7 ","2009","Couple + C. LE and GT 16","indirect migration background","","","",""
"3 on scale 1-7 ","2009","1-pers.-HH","no migration background","","","",""
"3 on scale 1-7 ","2009","1-pers.-HH","direct migration background","","","",""
"3 on scale 1-7 ","2009","1-pers.-HH","indirect migration background","","","",""
"3 on scale 1-7 ","2009","(Married) couple without C. ","no migration background","","","",""
"3 on scale 1-7 ","2009","(Married) couple without C. ","direct migration background","","","",""
"3 on scale 1-7 ","2009","(Married) couple without C. ","indirect migration background","","","",""
"3 on scale 1-7 ","2009","Single parent ","no migration background","","","",""
"3 on scale 1-7 ","2009","Single parent ","direct migration background","","","",""
"3 on scale 1-7 ","2009","Single parent ","indirect migration background","","","",""
"3 on scale 1-7 ","2009","Couple + C. LE 16 ","no migration background","","","",""
"3 on scale 1-7 ","2009","Couple + C. LE 16 ","direct migration background","","","",""
"3 on scale 1-7 ","2009","Couple + C. LE 16 ","indirect migration background","","","",""
"3 on scale 1-7 ","2009","Couple + C. GT 16 ","no migration background","","","",""
"3 on scale 1-7 ","2009","Couple + C. GT 16 ","direct migration background","","","",""
"3 on scale 1-7 ","2009","Couple + C. GT 16 ","indirect migration background","","","",""
"3 on scale 1-7 ","2009","Couple + C. LE and GT 16","no migration background","","","",""
"3 on scale 1-7 ","2009","Couple + C. LE and GT 16","direct migration background","","","",""
"3 on scale 1-7 ","2009","Couple + C. LE and GT 16","indirect migration background","","","",""
"4 on scale 1-7","2009","1-pers.-HH","no migration background","","","",""
"4 on scale 1-7","2009","1-pers.-HH","direct migration background","","","",""
"4 on scale 1-7","2009","1-pers.-HH","indirect migration background","","","",""
"4 on scale 1-7","2009","(Married) couple without C. ","no migration background","","","",""
"4 on scale 1-7","2009","(Married) couple without C. ","direct migration background","","","",""
"4 on scale 1-7","2009","(Married) couple without C. ","indirect migration background","","","",""
"4 on scale 1-7","2009","Single parent ","no migration background","","","",""
"4 on scale 1-7","2009","Single parent ","direct migration background","","","",""
"4 on scale 1-7","2009","Single parent ","indirect migration background","","","",""
"4 on scale 1-7","2009","Couple + C. LE 16 ","no migration background","","","",""
"4 on scale 1-7","2009","Couple + C. LE 16 ","direct migration background","","","",""
"4 on scale 1-7","2009","Couple + C. LE 16 ","indirect migration background","","","",""
"4 on scale 1-7","2009","Couple + C. GT 16 ","no migration background","","","",""
"4 on scale 1-7","2009","Couple + C. GT 16 ","direct migration background","","","",""
"4 on scale 1-7","2009","Couple + C. GT 16 ","indirect migration background","","","",""
"4 on scale 1-7","2009","Couple + C. LE and GT 16","no migration background","","","",""
"4 on scale 1-7","2009","Couple + C. LE and GT 16","direct migration background","","","",""
"4 on scale 1-7","2009","Couple + C. LE and GT 16","indirect migration background","","","",""
"5 on scale 1-7","2009","1-pers.-HH","no migration background","","","",""
"5 on scale 1-7","2009","1-pers.-HH","direct migration background","","","",""
"5 on scale 1-7","2009","1-pers.-HH","indirect migration background","","","",""
"5 on scale 1-7","2009","(Married) couple without C. ","no migration background","","","",""
"5 on scale 1-7","2009","(Married) couple without C. ","direct migration background","","","",""
"5 on scale 1-7","2009","(Married) couple without C. ","indirect migration background","","","",""
"5 on scale 1-7","2009","Single parent ","no migration background","","","",""
"5 on scale 1-7","2009","Single parent ","direct migration background","","","",""
"5 on scale 1-7","2009","Single parent ","indirect migration background","","","",""
"5 on scale 1-7","2009","Couple + C. LE 16 ","no migration background","","","",""
"5 on scale 1-7","2009","Couple + C. LE 16 ","direct migration background","","","",""
"5 on scale 1-7","2009","Couple + C. LE 16 ","indirect migration background","","","",""
"5 on scale 1-7","2009","Couple + C. GT 16 ","no migration background","","","",""
"5 on scale 1-7","2009","Couple + C. GT 16 ","direct migration background","","","",""
"5 on scale 1-7","2009","Couple + C. GT 16 ","indirect migration background","","","",""
"5 on scale 1-7","2009","Couple + C. LE and GT 16","no migration background","","","",""
"5 on scale 1-7","2009","Couple + C. LE and GT 16","direct migration background","","","",""
"5 on scale 1-7","2009","Couple + C. LE and GT 16","indirect migration background","","","",""
"6 on scale 1-7","2009","1-pers.-HH","no migration background","","","",""
"6 on scale 1-7","2009","1-pers.-HH","direct migration background","","","",""
"6 on scale 1-7","2009","1-pers.-HH","indirect migration background","","","",""
"6 on scale 1-7","2009","(Married) couple without C. ","no migration background","","","",""
"6 on scale 1-7","2009","(Married) couple without C. ","direct migration background","","","",""
"6 on scale 1-7","2009","(Married) couple without C. ","indirect migration background","","","",""
"6 on scale 1-7","2009","Single parent ","no migration background","","","",""
"6 on scale 1-7","2009","Single parent ","direct migration background","","","",""
"6 on scale 1-7","2009","Single parent ","indirect migration background","","","",""
"6 on scale 1-7","2009","Couple + C. LE 16 ","no migration background","","","",""
"6 on scale 1-7","2009","Couple + C. LE 16 ","direct migration background","","","",""
"6 on scale 1-7","2009","Couple + C. LE 16 ","indirect migration background","","","",""
"6 on scale 1-7","2009","Couple + C. GT 16 ","no migration background","","","",""
"6 on scale 1-7","2009","Couple + C. GT 16 ","direct migration background","","","",""
"6 on scale 1-7","2009","Couple + C. GT 16 ","indirect migration background","","","",""
"6 on scale 1-7","2009","Couple + C. LE and GT 16","no migration background","","","",""
"6 on scale 1-7","2009","Couple + C. LE and GT 16","direct migration background","","","",""
"6 on scale 1-7","2009","Couple + C. LE and GT 16","indirect migration background","","","",""
"7 Strongly agree","2009","1-pers.-HH","no migration background","","","",""
"7 Strongly agree","2009","1-pers.-HH","direct migration background","","","",""
"7 Strongly agree","2009","1-pers.-HH","indirect migration background","","","",""
"7 Strongly agree","2009","(Married) couple without C. ","no migration background","","","",""
"7 Strongly agree","2009","(Married) couple without C. ","direct migration background","","","",""
"7 Strongly agree","2009","(Married) couple without C. ","indirect migration background","","","",""
"7 Strongly agree","2009","Single parent ","no migration background","","","",""
"7 Strongly agree","2009","Single parent ","direct migration background","","","",""
"7 Strongly agree","2009","Single parent ","indirect migration background","","","",""
"7 Strongly agree","2009","Couple + C. LE 16 ","no migration background","","","",""
"7 Strongly agree","2009","Couple + C. LE 16 ","direct migration background","","","",""
"7 Strongly agree","2009","Couple + C. LE 16 ","indirect migration background","","","",""
"7 Strongly agree","2009","Couple + C. GT 16 ","no migration background","","","",""
"7 Strongly agree","2009","Couple + C. GT 16 ","direct migration background","","","",""
"7 Strongly agree","2009","Couple + C. GT 16 ","indirect migration background","","","",""
"7 Strongly agree","2009","Couple + C. LE and GT 16","no migration background","","","",""
"7 Strongly agree","2009","Couple + C. LE and GT 16","direct migration background","","","",""
"7 Strongly agree","2009","Couple + C. LE and GT 16","indirect migration background","","","",""
"1 Strongly disagree","2010","1-pers.-HH","no migration background","88","0.0376059046243599","0.0301441095986614","0.0450676996500584"
"1 Strongly disagree","2010","1-pers.-HH","direct migration background","4","","",""
"1 Strongly disagree","2010","1-pers.-HH","indirect migration background","2","","",""
"1 Strongly disagree","2010","(Married) couple without C. ","no migration background","128","0.0260362372851638","0.0219105459980194","0.0301619285723083"
"1 Strongly disagree","2010","(Married) couple without C. ","direct migration background","14","","",""
"1 Strongly disagree","2010","(Married) couple without C. ","indirect migration background","2","","",""
"1 Strongly disagree","2010","Single parent ","no migration background","21","","",""
"1 Strongly disagree","2010","Single parent ","direct migration background","4","","",""
"1 Strongly disagree","2010","Single parent ","indirect migration background","5","","",""
"1 Strongly disagree","2010","Couple + C. LE 16 ","no migration background","62","0.0303978488866026","0.0230323006589018","0.0377633971143034"
"1 Strongly disagree","2010","Couple + C. LE 16 ","direct migration background","7","","",""
"1 Strongly disagree","2010","Couple + C. LE 16 ","indirect migration background","4","","",""
"1 Strongly disagree","2010","Couple + C. GT 16 ","no migration background","41","0.0189089534450972","0.0134778505786302","0.0243400563115642"
"1 Strongly disagree","2010","Couple + C. GT 16 ","direct migration background","5","","",""
"1 Strongly disagree","2010","Couple + C. GT 16 ","indirect migration background","1","","",""
"1 Strongly disagree","2010","Couple + C. LE and GT 16","no migration background","28","","",""
"1 Strongly disagree","2010","Couple + C. LE and GT 16","direct migration background","1","","",""
"1 Strongly disagree","2010","Couple + C. LE and GT 16","indirect migration background","1","","",""
"2 on scale 1-7 ","2010","1-pers.-HH","no migration background","76","0.0283378830091847","0.0218293942850258","0.0348463717333435"
"2 on scale 1-7 ","2010","1-pers.-HH","direct migration background","13","","",""
"2 on scale 1-7 ","2010","1-pers.-HH","indirect migration background","3","","",""
"2 on scale 1-7 ","2010","(Married) couple without C. ","no migration background","196","0.0329888975889488","0.0283615102968651","0.0376162848810325"
"2 on scale 1-7 ","2010","(Married) couple without C. ","direct migration background","17","","",""
"2 on scale 1-7 ","2010","(Married) couple without C. ","indirect migration background","3","","",""
"2 on scale 1-7 ","2010","Single parent ","no migration background","27","","",""
"2 on scale 1-7 ","2010","Single parent ","direct migration background","2","","",""
"2 on scale 1-7 ","2010","Single parent ","indirect migration background","1","","",""
"2 on scale 1-7 ","2010","Couple + C. LE 16 ","no migration background","77","0.0375115827678633","0.0293595237149724","0.0456636418207542"
"2 on scale 1-7 ","2010","Couple + C. LE 16 ","direct migration background","4","","",""
"2 on scale 1-7 ","2010","Couple + C. LE 16 ","indirect migration background","6","","",""
"2 on scale 1-7 ","2010","Couple + C. GT 16 ","no migration background","91","0.0374276363303071","0.0298590891806616","0.0449961834799526"
"2 on scale 1-7 ","2010","Couple + C. GT 16 ","direct migration background","5","","",""
"2 on scale 1-7 ","2010","Couple + C. GT 16 ","indirect migration background","4","","",""
"2 on scale 1-7 ","2010","Couple + C. LE and GT 16","no migration background","27","","",""
"2 on scale 1-7 ","2010","Couple + C. LE and GT 16","direct migration background","4","","",""
"2 on scale 1-7 ","2010","Couple + C. LE and GT 16","indirect migration background","3","","",""
"3 on scale 1-7 ","2010","1-pers.-HH","no migration background","159","0.0687850096610822","0.0588581770126641","0.0787118423095002"
"3 on scale 1-7 ","2010","1-pers.-HH","direct migration background","7","","",""
"3 on scale 1-7 ","2010","1-pers.-HH","indirect migration background","3","","",""
"3 on scale 1-7 ","2010","(Married) couple without C. ","no migration background","357","0.0664922263156143","0.0600374585029576","0.072946994128271"
"3 on scale 1-7 ","2010","(Married) couple without C. ","direct migration background","28","","",""
"3 on scale 1-7 ","2010","(Married) couple without C. ","indirect migration background","5","","",""
"3 on scale 1-7 ","2010","Single parent ","no migration background","51","0.0749983228368285","0.055943843029489","0.094052802644168"
"3 on scale 1-7 ","2010","Single parent ","direct migration background","9","","",""
"3 on scale 1-7 ","2010","Single parent ","indirect migration background","3","","",""
"3 on scale 1-7 ","2010","Couple + C. LE 16 ","no migration background","149","0.0722534104366329","0.0611455420502718","0.083361278822994"
"3 on scale 1-7 ","2010","Couple + C. LE 16 ","direct migration background","21","","",""
"3 on scale 1-7 ","2010","Couple + C. LE 16 ","indirect migration background","8","","",""
"3 on scale 1-7 ","2010","Couple + C. GT 16 ","no migration background","165","0.0731036150614596","0.0627239187496774","0.0834833113732418"
"3 on scale 1-7 ","2010","Couple + C. GT 16 ","direct migration background","14","","",""
"3 on scale 1-7 ","2010","Couple + C. GT 16 ","indirect migration background","11","","",""
"3 on scale 1-7 ","2010","Couple + C. LE and GT 16","no migration background","54","0.0644463143787769","0.0477213068322403","0.0811713219253135"
"3 on scale 1-7 ","2010","Couple + C. LE and GT 16","direct migration background","5","","",""
"3 on scale 1-7 ","2010","Couple + C. LE and GT 16","indirect migration background","7","","",""
"4 on scale 1-7","2010","1-pers.-HH","no migration background","397","0.156017540108565","0.141784677947355","0.170250402269775"
"4 on scale 1-7","2010","1-pers.-HH","direct migration background","22","","",""
"4 on scale 1-7","2010","1-pers.-HH","indirect migration background","11","","",""
"4 on scale 1-7","2010","(Married) couple without C. ","no migration background","886","0.158557326339076","0.149094047394896","0.168020605283255"
"4 on scale 1-7","2010","(Married) couple without C. ","direct migration background","65","0.129334675746772","0.0992519450309025","0.159417406462642"
"4 on scale 1-7","2010","(Married) couple without C. ","indirect migration background","18","","",""
"4 on scale 1-7","2010","Single parent ","no migration background","105","0.128319894493447","0.104124894570926","0.152514894415968"
"4 on scale 1-7","2010","Single parent ","direct migration background","13","","",""
"4 on scale 1-7","2010","Single parent ","indirect migration background","9","","",""
"4 on scale 1-7","2010","Couple + C. LE 16 ","no migration background","368","0.177344278522259","0.160957087407957","0.193731469636561"
"4 on scale 1-7","2010","Couple + C. LE 16 ","direct migration background","47","0.177130679157893","0.133341279154863","0.220920079160923"
"4 on scale 1-7","2010","Couple + C. LE 16 ","indirect migration background","20","","",""
"4 on scale 1-7","2010","Couple + C. GT 16 ","no migration background","394","0.187222718688059","0.17166790987021","0.202777527505908"
"4 on scale 1-7","2010","Couple + C. GT 16 ","direct migration background","43","0.202139925725206","0.15351187480465","0.250767976645762"
"4 on scale 1-7","2010","Couple + C. GT 16 ","indirect migration background","28","","",""
"4 on scale 1-7","2010","Couple + C. LE and GT 16","no migration background","152","0.196538324967849","0.169471386806313","0.223605263129386"
"4 on scale 1-7","2010","Couple + C. LE and GT 16","direct migration background","22","","",""
"4 on scale 1-7","2010","Couple + C. LE and GT 16","indirect migration background","13","","",""
"5 on scale 1-7","2010","1-pers.-HH","no migration background","562","0.223034775620996","0.206707042163045","0.239362509078947"
"5 on scale 1-7","2010","1-pers.-HH","direct migration background","40","0.212297143587412","0.149325668106503","0.275268619068321"
"5 on scale 1-7","2010","1-pers.-HH","indirect migration background","13","","",""
"5 on scale 1-7","2010","(Married) couple without C. ","no migration background","1325","0.225126087976242","0.214305156417262","0.235947019535222"
"5 on scale 1-7","2010","(Married) couple without C. ","direct migration background","99","0.170415326753729","0.136708425526837","0.204122227980622"
"5 on scale 1-7","2010","(Married) couple without C. ","indirect migration background","21","","",""
"5 on scale 1-7","2010","Single parent ","no migration background","196","0.259390074495473","0.227681880833299","0.291098268157647"
"5 on scale 1-7","2010","Single parent ","direct migration background","14","","",""
"5 on scale 1-7","2010","Single parent ","indirect migration background","14","","",""
"5 on scale 1-7","2010","Couple + C. LE 16 ","no migration background","506","0.24297335348731","0.22457318610879","0.26137352086583"
"5 on scale 1-7","2010","Couple + C. LE 16 ","direct migration background","46","0.118546356046873","0.0814697042358156","0.15562300785793"
"5 on scale 1-7","2010","Couple + C. LE 16 ","indirect migration background","30","0.171100287441922","0.114489395906261","0.227711178977583"
"5 on scale 1-7","2010","Couple + C. GT 16 ","no migration background","585","0.238107909818202","0.221124172277924","0.255091647358479"
"5 on scale 1-7","2010","Couple + C. GT 16 ","direct migration background","63","0.26061001564961","0.207456771272017","0.313763260027203"
"5 on scale 1-7","2010","Couple + C. GT 16 ","indirect migration background","38","0.308994740247527","0.234297313055782","0.383692167439272"
"5 on scale 1-7","2010","Couple + C. LE and GT 16","no migration background","197","0.224008817986327","0.195610417929338","0.252407218043316"
"5 on scale 1-7","2010","Couple + C. LE and GT 16","direct migration background","29","","",""
"5 on scale 1-7","2010","Couple + C. LE and GT 16","indirect migration background","21","","",""
"6 on scale 1-7","2010","1-pers.-HH","no migration background","635","0.246954879027947","0.230040419517098","0.263869338538795"
"6 on scale 1-7","2010","1-pers.-HH","direct migration background","36","0.199017903781984","0.137535893120505","0.260499914443464"
"6 on scale 1-7","2010","1-pers.-HH","indirect migration background","20","","",""
"6 on scale 1-7","2010","(Married) couple without C. ","no migration background","1623","0.276638652811515","0.265049003423347","0.288228302199683"
"6 on scale 1-7","2010","(Married) couple without C. ","direct migration background","119","0.235394563428343","0.197362398501116","0.27342672835557"
"6 on scale 1-7","2010","(Married) couple without C. ","indirect migration background","33","0.275648579169701","0.188069448834625","0.363227709504777"
"6 on scale 1-7","2010","Single parent ","no migration background","199","0.287051523234308","0.254324307320321","0.319778739148296"
"6 on scale 1-7","2010","Single parent ","direct migration background","18","","",""
"6 on scale 1-7","2010","Single parent ","indirect migration background","16","","",""
"6 on scale 1-7","2010","Couple + C. LE 16 ","no migration background","607","0.28339543064343","0.264061370073921","0.302729491212939"
"6 on scale 1-7","2010","Couple + C. LE 16 ","direct migration background","84","0.312913966477941","0.25973073776413","0.366097195191752"
"6 on scale 1-7","2010","Couple + C. LE 16 ","indirect migration background","47","0.248170314174407","0.183238388859885","0.31310223948893"
"6 on scale 1-7","2010","Couple + C. GT 16 ","no migration background","732","0.290220294755007","0.272122514770682","0.308318074739332"
"6 on scale 1-7","2010","Couple + C. GT 16 ","direct migration background","62","0.198838165337186","0.150509205822666","0.247167124851706"
"6 on scale 1-7","2010","Couple + C. GT 16 ","indirect migration background","31","0.19525230008734","0.131173056730476","0.259331543444204"
"6 on scale 1-7","2010","Couple + C. LE and GT 16","no migration background","257","0.332310032773186","0.300225769266472","0.3643942962799"
"6 on scale 1-7","2010","Couple + C. LE and GT 16","direct migration background","42","0.341864115523571","0.261250794270328","0.422477436776815"
"6 on scale 1-7","2010","Couple + C. LE and GT 16","indirect migration background","17","","",""
"7 Strongly agree","2010","1-pers.-HH","no migration background","580","0.239264007947866","0.222530211240006","0.255997804655725"
"7 Strongly agree","2010","1-pers.-HH","direct migration background","40","0.227582404066787","0.163019061962225","0.292145746171348"
"7 Strongly agree","2010","1-pers.-HH","indirect migration background","26","","",""
"7 Strongly agree","2010","(Married) couple without C. ","no migration background","1208","0.21416057168344","0.203532049474513","0.224789093892368"
"7 Strongly agree","2010","(Married) couple without C. ","direct migration background","136","0.345675106429237","0.303040238997774","0.388309973860699"
"7 Strongly agree","2010","(Married) couple without C. ","indirect migration background","18","","",""
"7 Strongly agree","2010","Single parent ","no migration background","135","0.204315245429322","0.175146283986363","0.233484206872281"
"7 Strongly agree","2010","Single parent ","direct migration background","25","","",""
"7 Strongly agree","2010","Single parent ","indirect migration background","17","","",""
"7 Strongly agree","2010","Couple + C. LE 16 ","no migration background","318","0.156124095255902","0.140551495301692","0.171696695210113"
"7 Strongly agree","2010","Couple + C. LE 16 ","direct migration background","83","0.298545311104487","0.246057120248583","0.351033501960392"
"7 Strongly agree","2010","Couple + C. LE 16 ","indirect migration background","55","0.433599910246937","0.359104437778737","0.508095382715137"
"7 Strongly agree","2010","Couple + C. GT 16 ","no migration background","408","0.155008871901868","0.140577620965644","0.169440122838092"
"7 Strongly agree","2010","Couple + C. GT 16 ","direct migration background","70","0.262699249880265","0.209408822947162","0.315989676813368"
"7 Strongly agree","2010","Couple + C. GT 16 ","indirect migration background","34","0.130591033196693","0.0761209347596845","0.185061131633701"
"7 Strongly agree","2010","Couple + C. LE and GT 16","no migration background","113","0.1259209968473","0.103323655647781","0.148518338046819"
"7 Strongly agree","2010","Couple + C. LE and GT 16","direct migration background","30","0.242255901500506","0.169440921489001","0.315070881512011"
"7 Strongly agree","2010","Couple + C. LE and GT 16","indirect migration background","22","","",""
"1 Strongly disagree","2011","1-pers.-HH","no migration background","","","",""
"1 Strongly disagree","2011","1-pers.-HH","direct migration background","","","",""
"1 Strongly disagree","2011","1-pers.-HH","indirect migration background","","","",""
"1 Strongly disagree","2011","(Married) couple without C. ","no migration background","","","",""
"1 Strongly disagree","2011","(Married) couple without C. ","direct migration background","","","",""
"1 Strongly disagree","2011","(Married) couple without C. ","indirect migration background","","","",""
"1 Strongly disagree","2011","Single parent ","no migration background","","","",""
"1 Strongly disagree","2011","Single parent ","direct migration background","","","",""
"1 Strongly disagree","2011","Single parent ","indirect migration background","","","",""
"1 Strongly disagree","2011","Couple + C. LE 16 ","no migration background","","","",""
"1 Strongly disagree","2011","Couple + C. LE 16 ","direct migration background","","","",""
"1 Strongly disagree","2011","Couple + C. LE 16 ","indirect migration background","","","",""
"1 Strongly disagree","2011","Couple + C. GT 16 ","no migration background","","","",""
"1 Strongly disagree","2011","Couple + C. GT 16 ","direct migration background","","","",""
"1 Strongly disagree","2011","Couple + C. GT 16 ","indirect migration background","","","",""
"1 Strongly disagree","2011","Couple + C. LE and GT 16","no migration background","","","",""
"1 Strongly disagree","2011","Couple + C. LE and GT 16","direct migration background","","","",""
"1 Strongly disagree","2011","Couple + C. LE and GT 16","indirect migration background","","","",""
"2 on scale 1-7 ","2011","1-pers.-HH","no migration background","","","",""
"2 on scale 1-7 ","2011","1-pers.-HH","direct migration background","","","",""
"2 on scale 1-7 ","2011","1-pers.-HH","indirect migration background","","","",""
"2 on scale 1-7 ","2011","(Married) couple without C. ","no migration background","","","",""
"2 on scale 1-7 ","2011","(Married) couple without C. ","direct migration background","","","",""
"2 on scale 1-7 ","2011","(Married) couple without C. ","indirect migration background","","","",""
"2 on scale 1-7 ","2011","Single parent ","no migration background","","","",""
"2 on scale 1-7 ","2011","Single parent ","direct migration background","","","",""
"2 on scale 1-7 ","2011","Single parent ","indirect migration background","","","",""
"2 on scale 1-7 ","2011","Couple + C. LE 16 ","no migration background","","","",""
"2 on scale 1-7 ","2011","Couple + C. LE 16 ","direct migration background","","","",""
"2 on scale 1-7 ","2011","Couple + C. LE 16 ","indirect migration background","","","",""
"2 on scale 1-7 ","2011","Couple + C. GT 16 ","no migration background","","","",""
"2 on scale 1-7 ","2011","Couple + C. GT 16 ","direct migration background","","","",""
"2 on scale 1-7 ","2011","Couple + C. GT 16 ","indirect migration background","","","",""
"2 on scale 1-7 ","2011","Couple + C. LE and GT 16","no migration background","","","",""
"2 on scale 1-7 ","2011","Couple + C. LE and GT 16","direct migration background","","","",""
"2 on scale 1-7 ","2011","Couple + C. LE and GT 16","indirect migration background","","","",""
"3 on scale 1-7 ","2011","1-pers.-HH","no migration background","","","",""
"3 on scale 1-7 ","2011","1-pers.-HH","direct migration background","","","",""
"3 on scale 1-7 ","2011","1-pers.-HH","indirect migration background","","","",""
"3 on scale 1-7 ","2011","(Married) couple without C. ","no migration background","","","",""
"3 on scale 1-7 ","2011","(Married) couple without C. ","direct migration background","","","",""
"3 on scale 1-7 ","2011","(Married) couple without C. ","indirect migration background","","","",""
"3 on scale 1-7 ","2011","Single parent ","no migration background","","","",""
"3 on scale 1-7 ","2011","Single parent ","direct migration background","","","",""
"3 on scale 1-7 ","2011","Single parent ","indirect migration background","","","",""
"3 on scale 1-7 ","2011","Couple + C. LE 16 ","no migration background","","","",""
"3 on scale 1-7 ","2011","Couple + C. LE 16 ","direct migration background","","","",""
"3 on scale 1-7 ","2011","Couple + C. LE 16 ","indirect migration background","","","",""
"3 on scale 1-7 ","2011","Couple + C. GT 16 ","no migration background","","","",""
"3 on scale 1-7 ","2011","Couple + C. GT 16 ","direct migration background","","","",""
"3 on scale 1-7 ","2011","Couple + C. GT 16 ","indirect migration background","","","",""
"3 on scale 1-7 ","2011","Couple + C. LE and GT 16","no migration background","","","",""
