"plh0206i06","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"5 on scale 1-7","2007","Not Working","higher vocational","","","",""
"5 on scale 1-7","2007","Not Working","higher education","","","",""
"6 on scale 1-7","2007","Full Time","in school","","","",""
"6 on scale 1-7","2007","Full Time","inadequately","","","",""
"6 on scale 1-7","2007","Full Time","general elemantary","","","",""
"6 on scale 1-7","2007","Full Time","middle vocational","","","",""
"6 on scale 1-7","2007","Full Time","vocational + Abi","","","",""
"6 on scale 1-7","2007","Full Time","higher vocational","","","",""
"6 on scale 1-7","2007","Full Time","higher education","","","",""
"6 on scale 1-7","2007","Part Time","in school","","","",""
"6 on scale 1-7","2007","Part Time","inadequately","","","",""
"6 on scale 1-7","2007","Part Time","general elemantary","","","",""
"6 on scale 1-7","2007","Part Time","middle vocational","","","",""
"6 on scale 1-7","2007","Part Time","vocational + Abi","","","",""
"6 on scale 1-7","2007","Part Time","higher vocational","","","",""
"6 on scale 1-7","2007","Part Time","higher education","","","",""
"6 on scale 1-7","2007","Not Working","in school","","","",""
"6 on scale 1-7","2007","Not Working","inadequately","","","",""
"6 on scale 1-7","2007","Not Working","general elemantary","","","",""
"6 on scale 1-7","2007","Not Working","middle vocational","","","",""
"6 on scale 1-7","2007","Not Working","vocational + Abi","","","",""
"6 on scale 1-7","2007","Not Working","higher vocational","","","",""
"6 on scale 1-7","2007","Not Working","higher education","","","",""
"7 Strongly agree","2007","Full Time","in school","","","",""
"7 Strongly agree","2007","Full Time","inadequately","","","",""
"7 Strongly agree","2007","Full Time","general elemantary","","","",""
"7 Strongly agree","2007","Full Time","middle vocational","","","",""
"7 Strongly agree","2007","Full Time","vocational + Abi","","","",""
"7 Strongly agree","2007","Full Time","higher vocational","","","",""
"7 Strongly agree","2007","Full Time","higher education","","","",""
"7 Strongly agree","2007","Part Time","in school","","","",""
"7 Strongly agree","2007","Part Time","inadequately","","","",""
"7 Strongly agree","2007","Part Time","general elemantary","","","",""
"7 Strongly agree","2007","Part Time","middle vocational","","","",""
"7 Strongly agree","2007","Part Time","vocational + Abi","","","",""
"7 Strongly agree","2007","Part Time","higher vocational","","","",""
"7 Strongly agree","2007","Part Time","higher education","","","",""
"7 Strongly agree","2007","Not Working","in school","","","",""
"7 Strongly agree","2007","Not Working","inadequately","","","",""
"7 Strongly agree","2007","Not Working","general elemantary","","","",""
"7 Strongly agree","2007","Not Working","middle vocational","","","",""
"7 Strongly agree","2007","Not Working","vocational + Abi","","","",""
"7 Strongly agree","2007","Not Working","higher vocational","","","",""
"7 Strongly agree","2007","Not Working","higher education","","","",""
"1 Strongly disagree","2008","Full Time","in school","","","",""
"1 Strongly disagree","2008","Full Time","inadequately","","","",""
"1 Strongly disagree","2008","Full Time","general elemantary","","","",""
"1 Strongly disagree","2008","Full Time","middle vocational","","","",""
"1 Strongly disagree","2008","Full Time","vocational + Abi","","","",""
"1 Strongly disagree","2008","Full Time","higher vocational","","","",""
"1 Strongly disagree","2008","Full Time","higher education","","","",""
"1 Strongly disagree","2008","Part Time","in school","","","",""
"1 Strongly disagree","2008","Part Time","inadequately","","","",""
"1 Strongly disagree","2008","Part Time","general elemantary","","","",""
"1 Strongly disagree","2008","Part Time","middle vocational","","","",""
"1 Strongly disagree","2008","Part Time","vocational + Abi","","","",""
"1 Strongly disagree","2008","Part Time","higher vocational","","","",""
"1 Strongly disagree","2008","Part Time","higher education","","","",""
"1 Strongly disagree","2008","Not Working","in school","","","",""
"1 Strongly disagree","2008","Not Working","inadequately","","","",""
"1 Strongly disagree","2008","Not Working","general elemantary","","","",""
"1 Strongly disagree","2008","Not Working","middle vocational","","","",""
"1 Strongly disagree","2008","Not Working","vocational + Abi","","","",""
"1 Strongly disagree","2008","Not Working","higher vocational","","","",""
"1 Strongly disagree","2008","Not Working","higher education","","","",""
"2 on scale 1-7 ","2008","Full Time","in school","","","",""
"2 on scale 1-7 ","2008","Full Time","inadequately","","","",""
"2 on scale 1-7 ","2008","Full Time","general elemantary","","","",""
"2 on scale 1-7 ","2008","Full Time","middle vocational","","","",""
"2 on scale 1-7 ","2008","Full Time","vocational + Abi","","","",""
"2 on scale 1-7 ","2008","Full Time","higher vocational","","","",""
"2 on scale 1-7 ","2008","Full Time","higher education","","","",""
"2 on scale 1-7 ","2008","Part Time","in school","","","",""
"2 on scale 1-7 ","2008","Part Time","inadequately","","","",""
"2 on scale 1-7 ","2008","Part Time","general elemantary","","","",""
"2 on scale 1-7 ","2008","Part Time","middle vocational","","","",""
"2 on scale 1-7 ","2008","Part Time","vocational + Abi","","","",""
"2 on scale 1-7 ","2008","Part Time","higher vocational","","","",""
"2 on scale 1-7 ","2008","Part Time","higher education","","","",""
"2 on scale 1-7 ","2008","Not Working","in school","","","",""
"2 on scale 1-7 ","2008","Not Working","inadequately","","","",""
"2 on scale 1-7 ","2008","Not Working","general elemantary","","","",""
"2 on scale 1-7 ","2008","Not Working","middle vocational","","","",""
"2 on scale 1-7 ","2008","Not Working","vocational + Abi","","","",""
"2 on scale 1-7 ","2008","Not Working","higher vocational","","","",""
"2 on scale 1-7 ","2008","Not Working","higher education","","","",""
"3 on scale 1-7 ","2008","Full Time","in school","","","",""
"3 on scale 1-7 ","2008","Full Time","inadequately","","","",""
"3 on scale 1-7 ","2008","Full Time","general elemantary","","","",""
"3 on scale 1-7 ","2008","Full Time","middle vocational","","","",""
"3 on scale 1-7 ","2008","Full Time","vocational + Abi","","","",""
"3 on scale 1-7 ","2008","Full Time","higher vocational","","","",""
"3 on scale 1-7 ","2008","Full Time","higher education","","","",""
"3 on scale 1-7 ","2008","Part Time","in school","","","",""
"3 on scale 1-7 ","2008","Part Time","inadequately","","","",""
"3 on scale 1-7 ","2008","Part Time","general elemantary","","","",""
"3 on scale 1-7 ","2008","Part Time","middle vocational","","","",""
"3 on scale 1-7 ","2008","Part Time","vocational + Abi","","","",""
"3 on scale 1-7 ","2008","Part Time","higher vocational","","","",""
"3 on scale 1-7 ","2008","Part Time","higher education","","","",""
"3 on scale 1-7 ","2008","Not Working","in school","","","",""
"3 on scale 1-7 ","2008","Not Working","inadequately","","","",""
"3 on scale 1-7 ","2008","Not Working","general elemantary","","","",""
"3 on scale 1-7 ","2008","Not Working","middle vocational","","","",""
"3 on scale 1-7 ","2008","Not Working","vocational + Abi","","","",""
"3 on scale 1-7 ","2008","Not Working","higher vocational","","","",""
"3 on scale 1-7 ","2008","Not Working","higher education","","","",""
"4 on scale 1-7","2008","Full Time","in school","","","",""
"4 on scale 1-7","2008","Full Time","inadequately","","","",""
"4 on scale 1-7","2008","Full Time","general elemantary","","","",""
"4 on scale 1-7","2008","Full Time","middle vocational","","","",""
"4 on scale 1-7","2008","Full Time","vocational + Abi","","","",""
"4 on scale 1-7","2008","Full Time","higher vocational","","","",""
"4 on scale 1-7","2008","Full Time","higher education","","","",""
"4 on scale 1-7","2008","Part Time","in school","","","",""
"4 on scale 1-7","2008","Part Time","inadequately","","","",""
"4 on scale 1-7","2008","Part Time","general elemantary","","","",""
"4 on scale 1-7","2008","Part Time","middle vocational","","","",""
"4 on scale 1-7","2008","Part Time","vocational + Abi","","","",""
"4 on scale 1-7","2008","Part Time","higher vocational","","","",""
"4 on scale 1-7","2008","Part Time","higher education","","","",""
"4 on scale 1-7","2008","Not Working","in school","","","",""
"4 on scale 1-7","2008","Not Working","inadequately","","","",""
"4 on scale 1-7","2008","Not Working","general elemantary","","","",""
"4 on scale 1-7","2008","Not Working","middle vocational","","","",""
"4 on scale 1-7","2008","Not Working","vocational + Abi","","","",""
"4 on scale 1-7","2008","Not Working","higher vocational","","","",""
"4 on scale 1-7","2008","Not Working","higher education","","","",""
"5 on scale 1-7","2008","Full Time","in school","","","",""
"5 on scale 1-7","2008","Full Time","inadequately","","","",""
"5 on scale 1-7","2008","Full Time","general elemantary","","","",""
"5 on scale 1-7","2008","Full Time","middle vocational","","","",""
"5 on scale 1-7","2008","Full Time","vocational + Abi","","","",""
"5 on scale 1-7","2008","Full Time","higher vocational","","","",""
"5 on scale 1-7","2008","Full Time","higher education","","","",""
"5 on scale 1-7","2008","Part Time","in school","","","",""
"5 on scale 1-7","2008","Part Time","inadequately","","","",""
"5 on scale 1-7","2008","Part Time","general elemantary","","","",""
"5 on scale 1-7","2008","Part Time","middle vocational","","","",""
"5 on scale 1-7","2008","Part Time","vocational + Abi","","","",""
"5 on scale 1-7","2008","Part Time","higher vocational","","","",""
"5 on scale 1-7","2008","Part Time","higher education","","","",""
"5 on scale 1-7","2008","Not Working","in school","","","",""
"5 on scale 1-7","2008","Not Working","inadequately","","","",""
"5 on scale 1-7","2008","Not Working","general elemantary","","","",""
"5 on scale 1-7","2008","Not Working","middle vocational","","","",""
"5 on scale 1-7","2008","Not Working","vocational + Abi","","","",""
"5 on scale 1-7","2008","Not Working","higher vocational","","","",""
"5 on scale 1-7","2008","Not Working","higher education","","","",""
"6 on scale 1-7","2008","Full Time","in school","","","",""
"6 on scale 1-7","2008","Full Time","inadequately","","","",""
"6 on scale 1-7","2008","Full Time","general elemantary","","","",""
"6 on scale 1-7","2008","Full Time","middle vocational","","","",""
"6 on scale 1-7","2008","Full Time","vocational + Abi","","","",""
"6 on scale 1-7","2008","Full Time","higher vocational","","","",""
"6 on scale 1-7","2008","Full Time","higher education","","","",""
"6 on scale 1-7","2008","Part Time","in school","","","",""
"6 on scale 1-7","2008","Part Time","inadequately","","","",""
"6 on scale 1-7","2008","Part Time","general elemantary","","","",""
"6 on scale 1-7","2008","Part Time","middle vocational","","","",""
"6 on scale 1-7","2008","Part Time","vocational + Abi","","","",""
"6 on scale 1-7","2008","Part Time","higher vocational","","","",""
"6 on scale 1-7","2008","Part Time","higher education","","","",""
"6 on scale 1-7","2008","Not Working","in school","","","",""
"6 on scale 1-7","2008","Not Working","inadequately","","","",""
"6 on scale 1-7","2008","Not Working","general elemantary","","","",""
"6 on scale 1-7","2008","Not Working","middle vocational","","","",""
"6 on scale 1-7","2008","Not Working","vocational + Abi","","","",""
"6 on scale 1-7","2008","Not Working","higher vocational","","","",""
"6 on scale 1-7","2008","Not Working","higher education","","","",""
"7 Strongly agree","2008","Full Time","in school","","","",""
"7 Strongly agree","2008","Full Time","inadequately","","","",""
"7 Strongly agree","2008","Full Time","general elemantary","","","",""
"7 Strongly agree","2008","Full Time","middle vocational","","","",""
"7 Strongly agree","2008","Full Time","vocational + Abi","","","",""
"7 Strongly agree","2008","Full Time","higher vocational","","","",""
"7 Strongly agree","2008","Full Time","higher education","","","",""
"7 Strongly agree","2008","Part Time","in school","","","",""
"7 Strongly agree","2008","Part Time","inadequately","","","",""
"7 Strongly agree","2008","Part Time","general elemantary","","","",""
"7 Strongly agree","2008","Part Time","middle vocational","","","",""
"7 Strongly agree","2008","Part Time","vocational + Abi","","","",""
"7 Strongly agree","2008","Part Time","higher vocational","","","",""
"7 Strongly agree","2008","Part Time","higher education","","","",""
"7 Strongly agree","2008","Not Working","in school","","","",""
"7 Strongly agree","2008","Not Working","inadequately","","","",""
"7 Strongly agree","2008","Not Working","general elemantary","","","",""
"7 Strongly agree","2008","Not Working","middle vocational","","","",""
"7 Strongly agree","2008","Not Working","vocational + Abi","","","",""
"7 Strongly agree","2008","Not Working","higher vocational","","","",""
"7 Strongly agree","2008","Not Working","higher education","","","",""
"1 Strongly disagree","2009","Full Time","in school","","","",""
"1 Strongly disagree","2009","Full Time","inadequately","","","",""
"1 Strongly disagree","2009","Full Time","general elemantary","","","",""
"1 Strongly disagree","2009","Full Time","middle vocational","","","",""
"1 Strongly disagree","2009","Full Time","vocational + Abi","","","",""
"1 Strongly disagree","2009","Full Time","higher vocational","","","",""
"1 Strongly disagree","2009","Full Time","higher education","","","",""
"1 Strongly disagree","2009","Part Time","in school","","","",""
"1 Strongly disagree","2009","Part Time","inadequately","","","",""
"1 Strongly disagree","2009","Part Time","general elemantary","","","",""
"1 Strongly disagree","2009","Part Time","middle vocational","","","",""
"1 Strongly disagree","2009","Part Time","vocational + Abi","","","",""
"1 Strongly disagree","2009","Part Time","higher vocational","","","",""
"1 Strongly disagree","2009","Part Time","higher education","","","",""
"1 Strongly disagree","2009","Not Working","in school","","","",""
"1 Strongly disagree","2009","Not Working","inadequately","","","",""
"1 Strongly disagree","2009","Not Working","general elemantary","","","",""
"1 Strongly disagree","2009","Not Working","middle vocational","","","",""
"1 Strongly disagree","2009","Not Working","vocational + Abi","","","",""
"1 Strongly disagree","2009","Not Working","higher vocational","","","",""
"1 Strongly disagree","2009","Not Working","higher education","","","",""
"2 on scale 1-7 ","2009","Full Time","in school","","","",""
"2 on scale 1-7 ","2009","Full Time","inadequately","","","",""
"2 on scale 1-7 ","2009","Full Time","general elemantary","","","",""
"2 on scale 1-7 ","2009","Full Time","middle vocational","","","",""
"2 on scale 1-7 ","2009","Full Time","vocational + Abi","","","",""
"2 on scale 1-7 ","2009","Full Time","higher vocational","","","",""
"2 on scale 1-7 ","2009","Full Time","higher education","","","",""
"2 on scale 1-7 ","2009","Part Time","in school","","","",""
"2 on scale 1-7 ","2009","Part Time","inadequately","","","",""
"2 on scale 1-7 ","2009","Part Time","general elemantary","","","",""
"2 on scale 1-7 ","2009","Part Time","middle vocational","","","",""
"2 on scale 1-7 ","2009","Part Time","vocational + Abi","","","",""
"2 on scale 1-7 ","2009","Part Time","higher vocational","","","",""
"2 on scale 1-7 ","2009","Part Time","higher education","","","",""
"2 on scale 1-7 ","2009","Not Working","in school","","","",""
"2 on scale 1-7 ","2009","Not Working","inadequately","","","",""
"2 on scale 1-7 ","2009","Not Working","general elemantary","","","",""
"2 on scale 1-7 ","2009","Not Working","middle vocational","","","",""
"2 on scale 1-7 ","2009","Not Working","vocational + Abi","","","",""
"2 on scale 1-7 ","2009","Not Working","higher vocational","","","",""
"2 on scale 1-7 ","2009","Not Working","higher education","","","",""
"3 on scale 1-7 ","2009","Full Time","in school","","","",""
"3 on scale 1-7 ","2009","Full Time","inadequately","","","",""
"3 on scale 1-7 ","2009","Full Time","general elemantary","","","",""
"3 on scale 1-7 ","2009","Full Time","middle vocational","","","",""
"3 on scale 1-7 ","2009","Full Time","vocational + Abi","","","",""
"3 on scale 1-7 ","2009","Full Time","higher vocational","","","",""
"3 on scale 1-7 ","2009","Full Time","higher education","","","",""
"3 on scale 1-7 ","2009","Part Time","in school","","","",""
"3 on scale 1-7 ","2009","Part Time","inadequately","","","",""
"3 on scale 1-7 ","2009","Part Time","general elemantary","","","",""
"3 on scale 1-7 ","2009","Part Time","middle vocational","","","",""
"3 on scale 1-7 ","2009","Part Time","vocational + Abi","","","",""
"3 on scale 1-7 ","2009","Part Time","higher vocational","","","",""
"3 on scale 1-7 ","2009","Part Time","higher education","","","",""
"3 on scale 1-7 ","2009","Not Working","in school","","","",""
"3 on scale 1-7 ","2009","Not Working","inadequately","","","",""
"3 on scale 1-7 ","2009","Not Working","general elemantary","","","",""
"3 on scale 1-7 ","2009","Not Working","middle vocational","","","",""
"3 on scale 1-7 ","2009","Not Working","vocational + Abi","","","",""
"3 on scale 1-7 ","2009","Not Working","higher vocational","","","",""
"3 on scale 1-7 ","2009","Not Working","higher education","","","",""
"4 on scale 1-7","2009","Full Time","in school","","","",""
"4 on scale 1-7","2009","Full Time","inadequately","","","",""
"4 on scale 1-7","2009","Full Time","general elemantary","","","",""
"4 on scale 1-7","2009","Full Time","middle vocational","","","",""
"4 on scale 1-7","2009","Full Time","vocational + Abi","","","",""
"4 on scale 1-7","2009","Full Time","higher vocational","","","",""
"4 on scale 1-7","2009","Full Time","higher education","","","",""
"4 on scale 1-7","2009","Part Time","in school","","","",""
"4 on scale 1-7","2009","Part Time","inadequately","","","",""
"4 on scale 1-7","2009","Part Time","general elemantary","","","",""
"4 on scale 1-7","2009","Part Time","middle vocational","","","",""
"4 on scale 1-7","2009","Part Time","vocational + Abi","","","",""
"4 on scale 1-7","2009","Part Time","higher vocational","","","",""
"4 on scale 1-7","2009","Part Time","higher education","","","",""
"4 on scale 1-7","2009","Not Working","in school","","","",""
"4 on scale 1-7","2009","Not Working","inadequately","","","",""
"4 on scale 1-7","2009","Not Working","general elemantary","","","",""
"4 on scale 1-7","2009","Not Working","middle vocational","","","",""
"4 on scale 1-7","2009","Not Working","vocational + Abi","","","",""
"4 on scale 1-7","2009","Not Working","higher vocational","","","",""
"4 on scale 1-7","2009","Not Working","higher education","","","",""
"5 on scale 1-7","2009","Full Time","in school","","","",""
"5 on scale 1-7","2009","Full Time","inadequately","","","",""
"5 on scale 1-7","2009","Full Time","general elemantary","","","",""
"5 on scale 1-7","2009","Full Time","middle vocational","","","",""
"5 on scale 1-7","2009","Full Time","vocational + Abi","","","",""
"5 on scale 1-7","2009","Full Time","higher vocational","","","",""
"5 on scale 1-7","2009","Full Time","higher education","","","",""
"5 on scale 1-7","2009","Part Time","in school","","","",""
"5 on scale 1-7","2009","Part Time","inadequately","","","",""
"5 on scale 1-7","2009","Part Time","general elemantary","","","",""
"5 on scale 1-7","2009","Part Time","middle vocational","","","",""
"5 on scale 1-7","2009","Part Time","vocational + Abi","","","",""
"5 on scale 1-7","2009","Part Time","higher vocational","","","",""
"5 on scale 1-7","2009","Part Time","higher education","","","",""
"5 on scale 1-7","2009","Not Working","in school","","","",""
"5 on scale 1-7","2009","Not Working","inadequately","","","",""
"5 on scale 1-7","2009","Not Working","general elemantary","","","",""
"5 on scale 1-7","2009","Not Working","middle vocational","","","",""
"5 on scale 1-7","2009","Not Working","vocational + Abi","","","",""
"5 on scale 1-7","2009","Not Working","higher vocational","","","",""
"5 on scale 1-7","2009","Not Working","higher education","","","",""
"6 on scale 1-7","2009","Full Time","in school","","","",""
"6 on scale 1-7","2009","Full Time","inadequately","","","",""
"6 on scale 1-7","2009","Full Time","general elemantary","","","",""
"6 on scale 1-7","2009","Full Time","middle vocational","","","",""
"6 on scale 1-7","2009","Full Time","vocational + Abi","","","",""
"6 on scale 1-7","2009","Full Time","higher vocational","","","",""
"6 on scale 1-7","2009","Full Time","higher education","","","",""
"6 on scale 1-7","2009","Part Time","in school","","","",""
"6 on scale 1-7","2009","Part Time","inadequately","","","",""
"6 on scale 1-7","2009","Part Time","general elemantary","","","",""
"6 on scale 1-7","2009","Part Time","middle vocational","","","",""
"6 on scale 1-7","2009","Part Time","vocational + Abi","","","",""
"6 on scale 1-7","2009","Part Time","higher vocational","","","",""
"6 on scale 1-7","2009","Part Time","higher education","","","",""
"6 on scale 1-7","2009","Not Working","in school","","","",""
"6 on scale 1-7","2009","Not Working","inadequately","","","",""
"6 on scale 1-7","2009","Not Working","general elemantary","","","",""
"6 on scale 1-7","2009","Not Working","middle vocational","","","",""
"6 on scale 1-7","2009","Not Working","vocational + Abi","","","",""
"6 on scale 1-7","2009","Not Working","higher vocational","","","",""
"6 on scale 1-7","2009","Not Working","higher education","","","",""
"7 Strongly agree","2009","Full Time","in school","","","",""
"7 Strongly agree","2009","Full Time","inadequately","","","",""
"7 Strongly agree","2009","Full Time","general elemantary","","","",""
"7 Strongly agree","2009","Full Time","middle vocational","","","",""
"7 Strongly agree","2009","Full Time","vocational + Abi","","","",""
"7 Strongly agree","2009","Full Time","higher vocational","","","",""
"7 Strongly agree","2009","Full Time","higher education","","","",""
"7 Strongly agree","2009","Part Time","in school","","","",""
"7 Strongly agree","2009","Part Time","inadequately","","","",""
"7 Strongly agree","2009","Part Time","general elemantary","","","",""
"7 Strongly agree","2009","Part Time","middle vocational","","","",""
"7 Strongly agree","2009","Part Time","vocational + Abi","","","",""
"7 Strongly agree","2009","Part Time","higher vocational","","","",""
"7 Strongly agree","2009","Part Time","higher education","","","",""
"7 Strongly agree","2009","Not Working","in school","","","",""
"7 Strongly agree","2009","Not Working","inadequately","","","",""
"7 Strongly agree","2009","Not Working","general elemantary","","","",""
"7 Strongly agree","2009","Not Working","middle vocational","","","",""
"7 Strongly agree","2009","Not Working","vocational + Abi","","","",""
"7 Strongly agree","2009","Not Working","higher vocational","","","",""
"7 Strongly agree","2009","Not Working","higher education","","","",""
"1 Strongly disagree","2010","Full Time","in school","","","",""
"1 Strongly disagree","2010","Full Time","inadequately","","","",""
"1 Strongly disagree","2010","Full Time","general elemantary","8","","",""
"1 Strongly disagree","2010","Full Time","middle vocational","54","0.0166053142360455","0.0120409510799778","0.0211696773921131"
"1 Strongly disagree","2010","Full Time","vocational + Abi","9","","",""
"1 Strongly disagree","2010","Full Time","higher vocational","12","","",""
"1 Strongly disagree","2010","Full Time","higher education","23","","",""
"1 Strongly disagree","2010","Part Time","in school","1","","",""
"1 Strongly disagree","2010","Part Time","inadequately","2","","",""
"1 Strongly disagree","2010","Part Time","general elemantary","14","","",""
"1 Strongly disagree","2010","Part Time","middle vocational","61","0.0284246452046609","0.0212079502599291","0.0356413401493927"
"1 Strongly disagree","2010","Part Time","vocational + Abi","4","","",""
"1 Strongly disagree","2010","Part Time","higher vocational","6","","",""
"1 Strongly disagree","2010","Part Time","higher education","7","","",""
"1 Strongly disagree","2010","Not Working","in school","5","","",""
"1 Strongly disagree","2010","Not Working","inadequately","7","","",""
"1 Strongly disagree","2010","Not Working","general elemantary","42","0.0484889684319265","0.0347503304073162","0.0622276064565369"
"1 Strongly disagree","2010","Not Working","middle vocational","122","0.0435138113716536","0.0365063807447671","0.0505212419985401"
"1 Strongly disagree","2010","Not Working","vocational + Abi","1","","",""
"1 Strongly disagree","2010","Not Working","higher vocational","11","","",""
"1 Strongly disagree","2010","Not Working","higher education","22","","",""
"2 on scale 1-7 ","2010","Full Time","in school","","","",""
"2 on scale 1-7 ","2010","Full Time","inadequately","","","",""
"2 on scale 1-7 ","2010","Full Time","general elemantary","7","","",""
"2 on scale 1-7 ","2010","Full Time","middle vocational","113","0.0305464855633264","0.0243998589298048","0.036693112196848"
"2 on scale 1-7 ","2010","Full Time","vocational + Abi","9","","",""
"2 on scale 1-7 ","2010","Full Time","higher vocational","16","","",""
"2 on scale 1-7 ","2010","Full Time","higher education","51","0.0222089247321598","0.0156497985305077","0.028768050933812"
"2 on scale 1-7 ","2010","Part Time","in school","2","","",""
"2 on scale 1-7 ","2010","Part Time","inadequately","","","",""
"2 on scale 1-7 ","2010","Part Time","general elemantary","14","","",""
"2 on scale 1-7 ","2010","Part Time","middle vocational","77","0.045083084485583","0.0360727237055251","0.0540934452656409"
"2 on scale 1-7 ","2010","Part Time","vocational + Abi","7","","",""
"2 on scale 1-7 ","2010","Part Time","higher vocational","8","","",""
"2 on scale 1-7 ","2010","Part Time","higher education","22","","",""
"2 on scale 1-7 ","2010","Not Working","in school","8","","",""
"2 on scale 1-7 ","2010","Not Working","inadequately","9","","",""
"2 on scale 1-7 ","2010","Not Working","general elemantary","42","0.0455525779124507","0.0322158964234112","0.0588892594014901"
"2 on scale 1-7 ","2010","Not Working","middle vocational","131","0.0395369574091881","0.0328435409925256","0.0462303738258505"
"2 on scale 1-7 ","2010","Not Working","vocational + Abi","7","","",""
"2 on scale 1-7 ","2010","Not Working","higher vocational","14","","",""
"2 on scale 1-7 ","2010","Not Working","higher education","19","","",""
"3 on scale 1-7 ","2010","Full Time","in school","","","",""
"3 on scale 1-7 ","2010","Full Time","inadequately","1","","",""
"3 on scale 1-7 ","2010","Full Time","general elemantary","32","0.0910115100189897","0.06061692475659","0.121406095281389"
"3 on scale 1-7 ","2010","Full Time","middle vocational","208","0.0655472982922048","0.0567073693681155","0.074387227216294"
"3 on scale 1-7 ","2010","Full Time","vocational + Abi","37","0.109422695480937","0.0806441798470833","0.138201211114791"
"3 on scale 1-7 ","2010","Full Time","higher vocational","35","0.0592998993345719","0.0401443663299556","0.0784554323391882"
"3 on scale 1-7 ","2010","Full Time","higher education","99","0.0545638049997018","0.0444543528042433","0.0646732571951602"
"3 on scale 1-7 ","2010","Part Time","in school","5","","",""
"3 on scale 1-7 ","2010","Part Time","inadequately","4","","",""
"3 on scale 1-7 ","2010","Part Time","general elemantary","21","","",""
"3 on scale 1-7 ","2010","Part Time","middle vocational","153","0.058500038009347","0.0483084747603759","0.0686916012583181"
"3 on scale 1-7 ","2010","Part Time","vocational + Abi","24","","",""
"3 on scale 1-7 ","2010","Part Time","higher vocational","27","","",""
"3 on scale 1-7 ","2010","Part Time","higher education","40","0.0663622502251319","0.0492416167478532","0.0834828837024106"
"3 on scale 1-7 ","2010","Not Working","in school","16","","",""
"3 on scale 1-7 ","2010","Not Working","inadequately","4","","",""
"3 on scale 1-7 ","2010","Not Working","general elemantary","70","0.0670287217506637","0.0510338817308946","0.0830235617704328"
"3 on scale 1-7 ","2010","Not Working","middle vocational","194","0.0639666846113347","0.055561863640469","0.0723715055822004"
"3 on scale 1-7 ","2010","Not Working","vocational + Abi","8","","",""
"3 on scale 1-7 ","2010","Not Working","higher vocational","26","","",""
"3 on scale 1-7 ","2010","Not Working","higher education","51","0.0587923460185335","0.0447499301397998","0.0728347618972671"
"4 on scale 1-7","2010","Full Time","in school","","","",""
"4 on scale 1-7","2010","Full Time","inadequately","5","","",""
"4 on scale 1-7","2010","Full Time","general elemantary","66","0.218417194124647","0.174755580718733","0.262078807530561"
"4 on scale 1-7","2010","Full Time","middle vocational","515","0.167056880544107","0.153732943573888","0.180380817514326"
"4 on scale 1-7","2010","Full Time","vocational + Abi","73","0.169887224007525","0.135267166688534","0.204507281326516"
"4 on scale 1-7","2010","Full Time","higher vocational","80","0.156020419453535","0.12658987084948","0.185450968057589"
"4 on scale 1-7","2010","Full Time","higher education","212","0.100893865844387","0.0874879327322027","0.114299798956572"
"4 on scale 1-7","2010","Part Time","in school","7","","",""
"4 on scale 1-7","2010","Part Time","inadequately","5","","",""
"4 on scale 1-7","2010","Part Time","general elemantary","60","0.156745018751902","0.117929135556069","0.195560901947734"
"4 on scale 1-7","2010","Part Time","middle vocational","383","0.201379069925097","0.183963804984078","0.218794334866115"
"4 on scale 1-7","2010","Part Time","vocational + Abi","49","0.240723736347469","0.189634275394109","0.291813197300828"
"4 on scale 1-7","2010","Part Time","higher vocational","32","0.115720726022766","0.0774935471351158","0.153947904910417"
"4 on scale 1-7","2010","Part Time","higher education","108","0.161407742080421","0.136102663992937","0.186712820167905"
"4 on scale 1-7","2010","Not Working","in school","33","0.189627334172493","0.136608361865764","0.242646306479223"
"4 on scale 1-7","2010","Not Working","inadequately","15","","",""
"4 on scale 1-7","2010","Not Working","general elemantary","185","0.216584933588605","0.190238285186563","0.242931581990647"
"4 on scale 1-7","2010","Not Working","middle vocational","540","0.157822085642183","0.145299566445062","0.170344604839305"
"4 on scale 1-7","2010","Not Working","vocational + Abi","47","0.214090643293866","0.160132539771472","0.26804874681626"
"4 on scale 1-7","2010","Not Working","higher vocational","61","0.160970492888036","0.12504548942917","0.196895496346902"
"4 on scale 1-7","2010","Not Working","higher education","145","0.135937065032051","0.115478256258111","0.156395873805992"
"5 on scale 1-7","2010","Full Time","in school","","","",""
"5 on scale 1-7","2010","Full Time","inadequately","4","","",""
"5 on scale 1-7","2010","Full Time","general elemantary","81","0.25620203266834","0.210071587161562","0.302332478175118"
"5 on scale 1-7","2010","Full Time","middle vocational","691","0.231078406782496","0.216022274419769","0.246134539145222"
"5 on scale 1-7","2010","Full Time","vocational + Abi","105","0.23039345985192","0.191574104255618","0.269212815448222"
"5 on scale 1-7","2010","Full Time","higher vocational","153","0.24100106559411","0.206313666910611","0.27568846427761"
"5 on scale 1-7","2010","Full Time","higher education","484","0.275364703912575","0.255482108990945","0.295247298834205"
"5 on scale 1-7","2010","Part Time","in school","20","","",""
"5 on scale 1-7","2010","Part Time","inadequately","3","","",""
"5 on scale 1-7","2010","Part Time","general elemantary","76","0.205630550880897","0.16247981299291","0.248781288768885"
"5 on scale 1-7","2010","Part Time","middle vocational","473","0.20547733040695","0.187930944353023","0.223023716460876"
