"plh0206i06","year","e11102","sex","n","percent","lower_confidence","upper_confidence","value"
"7 Strongly agree","2018","Employed","Female","","","","","7"
"1 Strongly disagree","2019","Employed","Female","","","","","1"
"1 Strongly disagree","2019","Not Employed","Female","2","","","","1"
"1 Strongly disagree","2019","Employed","Male","","","","","1"
"1 Strongly disagree","2019","Not Employed","Male","2","","","","1"
"2 on scale 1-7 ","2019","Employed","Female","","","","","2"
"2 on scale 1-7 ","2019","Employed","Male","","","","","2"
"2 on scale 1-7 ","2019","Not Employed","Male","","","","","2"
"2 on scale 1-7 ","2019","Not Employed","Female","4","","","","2"
"3 on scale 1-7 ","2019","Not Employed","Male","4","","","","3"
"3 on scale 1-7 ","2019","Employed","Female","","","","","3"
"3 on scale 1-7 ","2019","Employed","Male","","","","","3"
"3 on scale 1-7 ","2019","Not Employed","Female","4","","","","3"
"4 on scale 1-7","2019","Employed","Female","","","","","4"
"4 on scale 1-7","2019","Not Employed","Female","13","","","","4"
"4 on scale 1-7","2019","Employed","Male","","","","","4"
"4 on scale 1-7","2019","Not Employed","Male","8","","","","4"
"5 on scale 1-7","2019","Employed","Female","","","","","5"
"5 on scale 1-7","2019","Not Employed","Male","13","","","","5"
"5 on scale 1-7","2019","Not Employed","Female","22","","","","5"
"5 on scale 1-7","2019","Employed","Male","","","","","5"
"6 on scale 1-7","2019","Employed","Female","","","","","6"
"6 on scale 1-7","2019","Not Employed","Male","15","","","","6"
"6 on scale 1-7","2019","Not Employed","Female","15","","","","6"
"6 on scale 1-7","2019","Employed","Male","","","","","6"
"7 Strongly agree","2019","Not Employed","Male","94","0.678171250664184","0.599654784809801","0.756687716518566","7"
"7 Strongly agree","2019","Not Employed","Female","82","0.628895641695884","0.54943698133774","0.708354302054028","7"
"7 Strongly agree","2019","Employed","Male","","","","","7"
"7 Strongly agree","2019","Employed","Female","","","","","7"
