"plh0206i06","year","age_gr","migback","n","percent","lower_confidence","upper_confidence","value"
"6 on scale 1-7","2010","66 and older","direct migration background","65","0.194964241485202","0.150791544178148","0.239136938792257","6"
"6 on scale 1-7","2010","66 and older","no migration background","987","0.24564036781707","0.231768178250264","0.259512557383875","6"
"6 on scale 1-7","2010","35-65 y.","direct migration background","232","0.253816087055407","0.225556135325328","0.282076038785486","6"
"6 on scale 1-7","2010","66 and older","indirect migration background","1","","","","6"
"6 on scale 1-7","2010","16-34 y.","no migration background","802","0.277626979551985","0.261302639312464","0.293951319791505","6"
"6 on scale 1-7","2010","16-34 y.","indirect migration background","115","0.245590123192788","0.20564260594449","0.285537640441086","6"
"6 on scale 1-7","2010","35-65 y.","no migration background","2326","0.286105026860401","0.276163056824252","0.29604699689655","6"
"6 on scale 1-7","2010","16-34 y.","direct migration background","69","0.260306319790387","0.204675244980975","0.3159373945998","6"
"7 Strongly agree","2010","35-65 y.","indirect migration background","51","0.274790766021598","0.213681947028861","0.335899585014334","7"
"7 Strongly agree","2010","66 and older","no migration background","885","0.250438996646328","0.236476586384024","0.264401406908631","7"
"7 Strongly agree","2010","66 and older","direct migration background","78","0.261135286797288","0.212159198531953","0.310111375062624","7"
"7 Strongly agree","2010","66 and older","indirect migration background","","","","","7"
"7 Strongly agree","2010","16-34 y.","no migration background","437","0.154170875594215","0.141007522462808","0.167334228725621","7"
"7 Strongly agree","2010","16-34 y.","direct migration background","63","0.354735915330893","0.294080376164242","0.415391454497544","7"
"7 Strongly agree","2010","16-34 y.","indirect migration background","125","0.286714940508609","0.244745093364335","0.328684787652882","7"
"7 Strongly agree","2010","35-65 y.","no migration background","1493","0.19987023401506","0.191072986367972","0.208667481662149","7"
"7 Strongly agree","2010","35-65 y.","direct migration background","260","0.284734204152167","0.255429155172901","0.314039253131434","7"
"1 Strongly disagree","2011","35-65 y.","direct migration background","","","","","1"
"1 Strongly disagree","2011","35-65 y.","indirect migration background","","","","","1"
"1 Strongly disagree","2011","66 and older","no migration background","","","","","1"
"1 Strongly disagree","2011","66 and older","direct migration background","","","","","1"
"1 Strongly disagree","2011","66 and older","indirect migration background","","","","","1"
"1 Strongly disagree","2011","16-34 y.","no migration background","","","","","1"
"1 Strongly disagree","2011","16-34 y.","direct migration background","","","","","1"
"1 Strongly disagree","2011","16-34 y.","indirect migration background","","","","","1"
"1 Strongly disagree","2011","35-65 y.","no migration background","","","","","1"
"2 on scale 1-7 ","2011","35-65 y.","indirect migration background","","","","","2"
"2 on scale 1-7 ","2011","66 and older","no migration background","","","","","2"
"2 on scale 1-7 ","2011","66 and older","direct migration background","","","","","2"
"2 on scale 1-7 ","2011","66 and older","indirect migration background","","","","","2"
"2 on scale 1-7 ","2011","16-34 y.","no migration background","","","","","2"
"2 on scale 1-7 ","2011","16-34 y.","direct migration background","","","","","2"
"2 on scale 1-7 ","2011","35-65 y.","direct migration background","","","","","2"
"2 on scale 1-7 ","2011","35-65 y.","no migration background","","","","","2"
"2 on scale 1-7 ","2011","16-34 y.","indirect migration background","","","","","2"
"3 on scale 1-7 ","2011","66 and older","indirect migration background","","","","","3"
"3 on scale 1-7 ","2011","35-65 y.","indirect migration background","","","","","3"
"3 on scale 1-7 ","2011","66 and older","no migration background","","","","","3"
"3 on scale 1-7 ","2011","66 and older","direct migration background","","","","","3"
"3 on scale 1-7 ","2011","16-34 y.","no migration background","","","","","3"
"3 on scale 1-7 ","2011","16-34 y.","direct migration background","","","","","3"
"3 on scale 1-7 ","2011","16-34 y.","indirect migration background","","","","","3"
"3 on scale 1-7 ","2011","35-65 y.","direct migration background","","","","","3"
"3 on scale 1-7 ","2011","35-65 y.","no migration background","","","","","3"
"4 on scale 1-7","2011","66 and older","no migration background","","","","","4"
"4 on scale 1-7","2011","35-65 y.","indirect migration background","","","","","4"
"4 on scale 1-7","2011","35-65 y.","direct migration background","","","","","4"
"4 on scale 1-7","2011","66 and older","direct migration background","","","","","4"
"4 on scale 1-7","2011","35-65 y.","no migration background","","","","","4"
"4 on scale 1-7","2011","66 and older","indirect migration background","","","","","4"
"4 on scale 1-7","2011","16-34 y.","no migration background","","","","","4"
"4 on scale 1-7","2011","16-34 y.","direct migration background","","","","","4"
"4 on scale 1-7","2011","16-34 y.","indirect migration background","","","","","4"
"5 on scale 1-7","2011","35-65 y.","indirect migration background","","","","","5"
"5 on scale 1-7","2011","66 and older","no migration background","","","","","5"
"5 on scale 1-7","2011","66 and older","direct migration background","","","","","5"
"5 on scale 1-7","2011","66 and older","indirect migration background","","","","","5"
"5 on scale 1-7","2011","16-34 y.","no migration background","","","","","5"
"5 on scale 1-7","2011","16-34 y.","direct migration background","","","","","5"
"5 on scale 1-7","2011","16-34 y.","indirect migration background","","","","","5"
"5 on scale 1-7","2011","35-65 y.","direct migration background","","","","","5"
"5 on scale 1-7","2011","35-65 y.","no migration background","","","","","5"
"6 on scale 1-7","2011","35-65 y.","indirect migration background","","","","","6"
"6 on scale 1-7","2011","66 and older","no migration background","","","","","6"
"6 on scale 1-7","2011","66 and older","direct migration background","","","","","6"
"6 on scale 1-7","2011","16-34 y.","no migration background","","","","","6"
"6 on scale 1-7","2011","16-34 y.","direct migration background","","","","","6"
"6 on scale 1-7","2011","16-34 y.","indirect migration background","","","","","6"
"6 on scale 1-7","2011","35-65 y.","direct migration background","","","","","6"
"6 on scale 1-7","2011","66 and older","indirect migration background","","","","","6"
"6 on scale 1-7","2011","35-65 y.","no migration background","","","","","6"
"7 Strongly agree","2011","35-65 y.","indirect migration background","","","","","7"
"7 Strongly agree","2011","66 and older","no migration background","","","","","7"
"7 Strongly agree","2011","66 and older","indirect migration background","","","","","7"
"7 Strongly agree","2011","66 and older","direct migration background","","","","","7"
"7 Strongly agree","2011","16-34 y.","no migration background","","","","","7"
"7 Strongly agree","2011","16-34 y.","direct migration background","","","","","7"
"7 Strongly agree","2011","16-34 y.","indirect migration background","","","","","7"
"7 Strongly agree","2011","35-65 y.","no migration background","","","","","7"
"7 Strongly agree","2011","35-65 y.","direct migration background","","","","","7"
"1 Strongly disagree","2012","66 and older","no migration background","","","","","1"
"1 Strongly disagree","2012","66 and older","direct migration background","","","","","1"
"1 Strongly disagree","2012","66 and older","indirect migration background","","","","","1"
"1 Strongly disagree","2012","35-65 y.","direct migration background","","","","","1"
"1 Strongly disagree","2012","35-65 y.","indirect migration background","","","","","1"
"1 Strongly disagree","2012","16-34 y.","direct migration background","","","","","1"
"1 Strongly disagree","2012","16-34 y.","indirect migration background","","","","","1"
"1 Strongly disagree","2012","35-65 y.","no migration background","","","","","1"
"1 Strongly disagree","2012","16-34 y.","no migration background","","","","","1"
"2 on scale 1-7 ","2012","35-65 y.","indirect migration background","","","","","2"
"2 on scale 1-7 ","2012","16-34 y.","no migration background","","","","","2"
"2 on scale 1-7 ","2012","35-65 y.","direct migration background","","","","","2"
"2 on scale 1-7 ","2012","66 and older","no migration background","","","","","2"
"2 on scale 1-7 ","2012","66 and older","direct migration background","","","","","2"
"2 on scale 1-7 ","2012","66 and older","indirect migration background","","","","","2"
"2 on scale 1-7 ","2012","35-65 y.","no migration background","","","","","2"
"2 on scale 1-7 ","2012","16-34 y.","direct migration background","","","","","2"
"2 on scale 1-7 ","2012","16-34 y.","indirect migration background","","","","","2"
"3 on scale 1-7 ","2012","66 and older","indirect migration background","","","","","3"
"3 on scale 1-7 ","2012","35-65 y.","indirect migration background","","","","","3"
"3 on scale 1-7 ","2012","66 and older","no migration background","","","","","3"
"3 on scale 1-7 ","2012","66 and older","direct migration background","","","","","3"
"3 on scale 1-7 ","2012","16-34 y.","indirect migration background","","","","","3"
"3 on scale 1-7 ","2012","35-65 y.","direct migration background","","","","","3"
"3 on scale 1-7 ","2012","16-34 y.","no migration background","","","","","3"
"3 on scale 1-7 ","2012","16-34 y.","direct migration background","","","","","3"
"3 on scale 1-7 ","2012","35-65 y.","no migration background","","","","","3"
"4 on scale 1-7","2012","66 and older","direct migration background","","","","","4"
"4 on scale 1-7","2012","66 and older","no migration background","","","","","4"
"4 on scale 1-7","2012","35-65 y.","indirect migration background","","","","","4"
"4 on scale 1-7","2012","16-34 y.","no migration background","","","","","4"
"4 on scale 1-7","2012","35-65 y.","direct migration background","","","","","4"
"4 on scale 1-7","2012","66 and older","indirect migration background","","","","","4"
"4 on scale 1-7","2012","35-65 y.","no migration background","","","","","4"
"4 on scale 1-7","2012","16-34 y.","indirect migration background","","","","","4"
"4 on scale 1-7","2012","16-34 y.","direct migration background","","","","","4"
"5 on scale 1-7","2012","35-65 y.","indirect migration background","","","","","5"
"5 on scale 1-7","2012","66 and older","direct migration background","","","","","5"
"5 on scale 1-7","2012","66 and older","indirect migration background","","","","","5"
"5 on scale 1-7","2012","35-65 y.","direct migration background","","","","","5"
"5 on scale 1-7","2012","66 and older","no migration background","","","","","5"
"5 on scale 1-7","2012","16-34 y.","direct migration background","","","","","5"
"5 on scale 1-7","2012","16-34 y.","indirect migration background","","","","","5"
"5 on scale 1-7","2012","35-65 y.","no migration background","","","","","5"
"5 on scale 1-7","2012","16-34 y.","no migration background","","","","","5"
"6 on scale 1-7","2012","66 and older","no migration background","","","","","6"
"6 on scale 1-7","2012","66 and older","direct migration background","","","","","6"
"6 on scale 1-7","2012","35-65 y.","indirect migration background","","","","","6"
"6 on scale 1-7","2012","16-34 y.","no migration background","","","","","6"
"6 on scale 1-7","2012","16-34 y.","direct migration background","","","","","6"
"6 on scale 1-7","2012","16-34 y.","indirect migration background","","","","","6"
"6 on scale 1-7","2012","35-65 y.","direct migration background","","","","","6"
"6 on scale 1-7","2012","66 and older","indirect migration background","","","","","6"
"6 on scale 1-7","2012","35-65 y.","no migration background","","","","","6"
"7 Strongly agree","2012","66 and older","indirect migration background","","","","","7"
"7 Strongly agree","2012","35-65 y.","indirect migration background","","","","","7"
"7 Strongly agree","2012","66 and older","no migration background","","","","","7"
"7 Strongly agree","2012","66 and older","direct migration background","","","","","7"
"7 Strongly agree","2012","35-65 y.","no migration background","","","","","7"
"7 Strongly agree","2012","35-65 y.","direct migration background","","","","","7"
"7 Strongly agree","2012","16-34 y.","no migration background","","","","","7"
"7 Strongly agree","2012","16-34 y.","direct migration background","","","","","7"
"7 Strongly agree","2012","16-34 y.","indirect migration background","","","","","7"
"1 Strongly disagree","2013","35-65 y.","direct migration background","","","","","1"
"1 Strongly disagree","2013","35-65 y.","indirect migration background","","","","","1"
"1 Strongly disagree","2013","66 and older","no migration background","","","","","1"
"1 Strongly disagree","2013","66 and older","direct migration background","","","","","1"
"1 Strongly disagree","2013","66 and older","indirect migration background","","","","","1"
"1 Strongly disagree","2013","16-34 y.","direct migration background","","","","","1"
"1 Strongly disagree","2013","16-34 y.","no migration background","","","","","1"
"1 Strongly disagree","2013","16-34 y.","indirect migration background","","","","","1"
"1 Strongly disagree","2013","35-65 y.","no migration background","","","","","1"
"2 on scale 1-7 ","2013","35-65 y.","indirect migration background","","","","","2"
"2 on scale 1-7 ","2013","16-34 y.","no migration background","","","","","2"
"2 on scale 1-7 ","2013","35-65 y.","direct migration background","","","","","2"
"2 on scale 1-7 ","2013","66 and older","no migration background","","","","","2"
"2 on scale 1-7 ","2013","66 and older","direct migration background","","","","","2"
"2 on scale 1-7 ","2013","66 and older","indirect migration background","","","","","2"
"2 on scale 1-7 ","2013","16-34 y.","direct migration background","","","","","2"
"2 on scale 1-7 ","2013","16-34 y.","indirect migration background","","","","","2"
"2 on scale 1-7 ","2013","35-65 y.","no migration background","","","","","2"
"3 on scale 1-7 ","2013","35-65 y.","indirect migration background","","","","","3"
"3 on scale 1-7 ","2013","35-65 y.","direct migration background","","","","","3"
"3 on scale 1-7 ","2013","66 and older","no migration background","","","","","3"
"3 on scale 1-7 ","2013","66 and older","direct migration background","","","","","3"
"3 on scale 1-7 ","2013","66 and older","indirect migration background","","","","","3"
"3 on scale 1-7 ","2013","16-34 y.","no migration background","","","","","3"
"3 on scale 1-7 ","2013","16-34 y.","direct migration background","","","","","3"
"3 on scale 1-7 ","2013","16-34 y.","indirect migration background","","","","","3"
"3 on scale 1-7 ","2013","35-65 y.","no migration background","","","","","3"
"4 on scale 1-7","2013","66 and older","no migration background","","","","","4"
"4 on scale 1-7","2013","66 and older","direct migration background","","","","","4"
"4 on scale 1-7","2013","66 and older","indirect migration background","","","","","4"
"4 on scale 1-7","2013","16-34 y.","no migration background","","","","","4"
"4 on scale 1-7","2013","35-65 y.","indirect migration background","","","","","4"
"4 on scale 1-7","2013","16-34 y.","direct migration background","","","","","4"
"4 on scale 1-7","2013","35-65 y.","direct migration background","","","","","4"
"4 on scale 1-7","2013","35-65 y.","no migration background","","","","","4"
"4 on scale 1-7","2013","16-34 y.","indirect migration background","","","","","4"
"5 on scale 1-7","2013","35-65 y.","indirect migration background","","","","","5"
"5 on scale 1-7","2013","35-65 y.","direct migration background","","","","","5"
"5 on scale 1-7","2013","66 and older","no migration background","","","","","5"
"5 on scale 1-7","2013","66 and older","direct migration background","","","","","5"
"5 on scale 1-7","2013","66 and older","indirect migration background","","","","","5"
"5 on scale 1-7","2013","16-34 y.","direct migration background","","","","","5"
"5 on scale 1-7","2013","16-34 y.","indirect migration background","","","","","5"
"5 on scale 1-7","2013","35-65 y.","no migration background","","","","","5"
"5 on scale 1-7","2013","16-34 y.","no migration background","","","","","5"
"6 on scale 1-7","2013","66 and older","no migration background","","","","","6"
"6 on scale 1-7","2013","35-65 y.","indirect migration background","","","","","6"
"6 on scale 1-7","2013","35-65 y.","direct migration background","","","","","6"
"6 on scale 1-7","2013","66 and older","direct migration background","","","","","6"
"6 on scale 1-7","2013","66 and older","indirect migration background","","","","","6"
"6 on scale 1-7","2013","16-34 y.","no migration background","","","","","6"
"6 on scale 1-7","2013","16-34 y.","direct migration background","","","","","6"
"6 on scale 1-7","2013","16-34 y.","indirect migration background","","","","","6"
"6 on scale 1-7","2013","35-65 y.","no migration background","","","","","6"
"7 Strongly agree","2013","35-65 y.","indirect migration background","","","","","7"
"7 Strongly agree","2013","66 and older","no migration background","","","","","7"
"7 Strongly agree","2013","66 and older","direct migration background","","","","","7"
"7 Strongly agree","2013","66 and older","indirect migration background","","","","","7"
"7 Strongly agree","2013","16-34 y.","no migration background","","","","","7"
"7 Strongly agree","2013","16-34 y.","direct migration background","","","","","7"
"7 Strongly agree","2013","16-34 y.","indirect migration background","","","","","7"
"7 Strongly agree","2013","35-65 y.","no migration background","","","","","7"
"7 Strongly agree","2013","35-65 y.","direct migration background","","","","","7"
"1 Strongly disagree","2014","35-65 y.","direct migration background","","","","","1"
"1 Strongly disagree","2014","35-65 y.","indirect migration background","","","","","1"
"1 Strongly disagree","2014","66 and older","no migration background","","","","","1"
"1 Strongly disagree","2014","66 and older","direct migration background","","","","","1"
"1 Strongly disagree","2014","66 and older","indirect migration background","","","","","1"
"1 Strongly disagree","2014","16-34 y.","no migration background","","","","","1"
"1 Strongly disagree","2014","16-34 y.","direct migration background","","","","","1"
"1 Strongly disagree","2014","16-34 y.","indirect migration background","","","","","1"
"1 Strongly disagree","2014","35-65 y.","no migration background","","","","","1"
"2 on scale 1-7 ","2014","66 and older","direct migration background","","","","","2"
"2 on scale 1-7 ","2014","35-65 y.","indirect migration background","","","","","2"
"2 on scale 1-7 ","2014","66 and older","no migration background","","","","","2"
"2 on scale 1-7 ","2014","66 and older","indirect migration background","","","","","2"
"2 on scale 1-7 ","2014","16-34 y.","no migration background","","","","","2"
"2 on scale 1-7 ","2014","35-65 y.","direct migration background","","","","","2"
"2 on scale 1-7 ","2014","16-34 y.","indirect migration background","","","","","2"
"2 on scale 1-7 ","2014","16-34 y.","direct migration background","","","","","2"
"2 on scale 1-7 ","2014","35-65 y.","no migration background","","","","","2"
"3 on scale 1-7 ","2014","35-65 y.","indirect migration background","","","","","3"
"3 on scale 1-7 ","2014","35-65 y.","direct migration background","","","","","3"
"3 on scale 1-7 ","2014","66 and older","no migration background","","","","","3"
"3 on scale 1-7 ","2014","66 and older","direct migration background","","","","","3"
"3 on scale 1-7 ","2014","66 and older","indirect migration background","","","","","3"
"3 on scale 1-7 ","2014","16-34 y.","no migration background","","","","","3"
"3 on scale 1-7 ","2014","16-34 y.","direct migration background","","","","","3"
"3 on scale 1-7 ","2014","16-34 y.","indirect migration background","","","","","3"
"3 on scale 1-7 ","2014","35-65 y.","no migration background","","","","","3"
"4 on scale 1-7","2014","66 and older","direct migration background","","","","","4"
"4 on scale 1-7","2014","66 and older","no migration background","","","","","4"
"4 on scale 1-7","2014","66 and older","indirect migration background","","","","","4"
"4 on scale 1-7","2014","16-34 y.","no migration background","","","","","4"
"4 on scale 1-7","2014","16-34 y.","direct migration background","","","","","4"
"4 on scale 1-7","2014","35-65 y.","indirect migration background","","","","","4"
"4 on scale 1-7","2014","35-65 y.","direct migration background","","","","","4"
"4 on scale 1-7","2014","16-34 y.","indirect migration background","","","","","4"
"4 on scale 1-7","2014","35-65 y.","no migration background","","","","","4"
"5 on scale 1-7","2014","35-65 y.","indirect migration background","","","","","5"
"5 on scale 1-7","2014","66 and older","no migration background","","","","","5"
"5 on scale 1-7","2014","35-65 y.","direct migration background","","","","","5"
"5 on scale 1-7","2014","66 and older","direct migration background","","","","","5"
"5 on scale 1-7","2014","66 and older","indirect migration background","","","","","5"
"5 on scale 1-7","2014","16-34 y.","direct migration background","","","","","5"
"5 on scale 1-7","2014","16-34 y.","indirect migration background","","","","","5"
"5 on scale 1-7","2014","35-65 y.","no migration background","","","","","5"
"5 on scale 1-7","2014","16-34 y.","no migration background","","","","","5"
"6 on scale 1-7","2014","66 and older","direct migration background","","","","","6"
"6 on scale 1-7","2014","35-65 y.","indirect migration background","","","","","6"
"6 on scale 1-7","2014","66 and older","no migration background","","","","","6"
"6 on scale 1-7","2014","16-34 y.","no migration background","","","","","6"
"6 on scale 1-7","2014","35-65 y.","direct migration background","","","","","6"
"6 on scale 1-7","2014","66 and older","indirect migration background","","","","","6"
"6 on scale 1-7","2014","16-34 y.","direct migration background","","","","","6"
"6 on scale 1-7","2014","16-34 y.","indirect migration background","","","","","6"
"6 on scale 1-7","2014","35-65 y.","no migration background","","","","","6"
"7 Strongly agree","2014","35-65 y.","indirect migration background","","","","","7"
"7 Strongly agree","2014","66 and older","no migration background","","","","","7"
"7 Strongly agree","2014","66 and older","indirect migration background","","","","","7"
"7 Strongly agree","2014","66 and older","direct migration background","","","","","7"
"7 Strongly agree","2014","16-34 y.","no migration background","","","","","7"
"7 Strongly agree","2014","16-34 y.","direct migration background","","","","","7"
"7 Strongly agree","2014","16-34 y.","indirect migration background","","","","","7"
"7 Strongly agree","2014","35-65 y.","no migration background","","","","","7"
"7 Strongly agree","2014","35-65 y.","direct migration background","","","","","7"
"1 Strongly disagree","2015","35-65 y.","direct migration background","116","0.0283133342119001","0.0227761868899785","0.0338504815338217","1"
"1 Strongly disagree","2015","35-65 y.","indirect migration background","20","","","","1"
"1 Strongly disagree","2015","66 and older","no migration background","104","0.0323183566799587","0.0271399044991647","0.0374968088607527","1"
"1 Strongly disagree","2015","66 and older","direct migration background","21","","","","1"
"1 Strongly disagree","2015","66 and older","indirect migration background","","","","","1"
"1 Strongly disagree","2015","16-34 y.","no migration background","86","0.0209159245068677","0.016335150175346","0.0254966988383894","1"
"1 Strongly disagree","2015","16-34 y.","direct migration background","69","0.0290686954760906","0.0214604200626721","0.0366769708895091","1"
"1 Strongly disagree","2015","16-34 y.","indirect migration background","29","","","","1"
"1 Strongly disagree","2015","35-65 y.","no migration background","246","0.0239262571650545","0.0210695305877458","0.0267829837423633","1"
"2 on scale 1-7 ","2015","66 and older","indirect migration background","","","","","2"
"2 on scale 1-7 ","2015","35-65 y.","indirect migration background","24","","","","2"
"2 on scale 1-7 ","2015","66 and older","no migration background","109","0.0300045044902919","0.0250089100653667","0.0350000989152172","2"
"2 on scale 1-7 ","2015","66 and older","direct migration background","13","","","","2"
"2 on scale 1-7 ","2015","16-34 y.","no migration background","117","0.0292130474175956","0.0238224019753781","0.0346036928598132","2"
"2 on scale 1-7 ","2015","35-65 y.","direct migration background","118","0.0306259679431638","0.0248739788765444","0.0363779570097832","2"
"2 on scale 1-7 ","2015","16-34 y.","indirect migration background","36","0.0266985790319938","0.0166873781852273","0.0367097798787603","2"
"2 on scale 1-7 ","2015","35-65 y.","no migration background","392","0.0380282400710309","0.0344528432312597","0.041603636910802","2"
"2 on scale 1-7 ","2015","16-34 y.","direct migration background","46","0.0302618663925712","0.0225037856705808","0.0380199471145615","2"
"3 on scale 1-7 ","2015","66 and older","no migration background","198","0.0483842473245617","0.0421008880905285","0.054667606558595","3"
"3 on scale 1-7 ","2015","35-65 y.","indirect migration background","43","0.0636058864484993","0.0453031624185125","0.0819086104784861","3"
"3 on scale 1-7 ","2015","35-65 y.","direct migration background","172","0.0470361414552373","0.0399683861004839","0.0541038968099908","3"
"3 on scale 1-7 ","2015","66 and older","direct migration background","17","","","","3"
"3 on scale 1-7 ","2015","35-65 y.","no migration background","660","0.0600378549431521","0.0555970904437733","0.0644786194425308","3"
"3 on scale 1-7 ","2015","66 and older","indirect migration background","","","","","3"
"3 on scale 1-7 ","2015","16-34 y.","no migration background","199","0.0491158113909784","0.0421980616737402","0.0560335611082167","3"
"3 on scale 1-7 ","2015","16-34 y.","direct migration background","87","0.0456106596143575","0.0361618919807799","0.055059427247935","3"
"3 on scale 1-7 ","2015","16-34 y.","indirect migration background","60","0.0691106104508743","0.0533584608966022","0.0848627600051464","3"
"4 on scale 1-7","2015","66 and older","direct migration background","63","0.157242482428335","0.122835219468545","0.191649745388126","4"
"4 on scale 1-7","2015","66 and older","indirect migration background","1","","","","4"
"4 on scale 1-7","2015","16-34 y.","no migration background","566","0.148803112810368","0.137410813351644","0.160195412269093","4"
"4 on scale 1-7","2015","16-34 y.","direct migration background","249","0.119757438127876","0.105053568859427","0.134461307396324","4"
"4 on scale 1-7","2015","16-34 y.","indirect migration background","130","0.115666561676261","0.0958042241295917","0.13552889922293","4"
"4 on scale 1-7","2015","35-65 y.","indirect migration background","108","0.145303620829443","0.11887455032173","0.171732691337157","4"
"4 on scale 1-7","2015","66 and older","no migration background","663","0.153088691926215","0.142544832528824","0.163632551323607","4"
"4 on scale 1-7","2015","35-65 y.","direct migration background","464","0.134087802180036","0.122712602886954","0.145463001473118","4"
"4 on scale 1-7","2015","35-65 y.","no migration background","1701","0.15053530470129","0.143850606157036","0.157220003245545","4"
"5 on scale 1-7","2015","66 and older","no migration background","1009","0.22221611313375","0.21004230848673","0.234389917780771","5"
"5 on scale 1-7","2015","35-65 y.","indirect migration background","121","0.200850659942912","0.170804543688931","0.230896776196894","5"
"5 on scale 1-7","2015","16-34 y.","direct migration background","335","0.172332376704758","0.155228654881008","0.189436098528507","5"
"5 on scale 1-7","2015","35-65 y.","direct migration background","561","0.16306566951996","0.150733076222544","0.175398262817377","5"
"5 on scale 1-7","2015","66 and older","direct migration background","80","0.176669847441656","0.140621771391648","0.212717923491665","5"
"5 on scale 1-7","2015","66 and older","indirect migration background","1","","","","5"
"5 on scale 1-7","2015","16-34 y.","no migration background","996","0.26666130288853","0.252505885795839","0.280816719981221","5"
"5 on scale 1-7","2015","16-34 y.","indirect migration background","177","0.207753843727176","0.182558341132459","0.232949346321892","5"
"5 on scale 1-7","2015","35-65 y.","no migration background","2537","0.228968208643397","0.221113796016941","0.236822621269852","5"
"6 on scale 1-7","2015","66 and older","no migration background","1318","0.267272540971904","0.254313958745113","0.280231123198696","6"
"6 on scale 1-7","2015","35-65 y.","indirect migration background","168","0.270956663788719","0.237624436875547","0.304288890701891","6"
"6 on scale 1-7","2015","66 and older","direct migration background","114","0.23766006700806","0.197428559554126","0.277891574461994","6"
"6 on scale 1-7","2015","16-34 y.","no migration background","1084","0.293130604232655","0.278559564515902","0.307701643949409","6"
"6 on scale 1-7","2015","35-65 y.","direct migration background","858","0.263490088799332","0.248783942266566","0.278196235332098","6"
"6 on scale 1-7","2015","16-34 y.","direct migration background","457","0.29011789282315","0.269565633342399","0.310670152303901","6"
"6 on scale 1-7","2015","16-34 y.","indirect migration background","266","0.283261546104203","0.255278654819135","0.311244437389271","6"
"6 on scale 1-7","2015","66 and older","indirect migration background","2","","","","6"
"6 on scale 1-7","2015","35-65 y.","no migration background","3221","0.291327851903016","0.282834019984011","0.299821683822022","6"
"7 Strongly agree","2015","35-65 y.","indirect migration background","199","0.268579940589914","0.235340174474537","0.30181970670529","7"
"7 Strongly agree","2015","66 and older","no migration background","1079","0.246715545473318","0.234091840269266","0.25933925067737","7"
"7 Strongly agree","2015","66 and older","direct migration background","122","0.309298676253001","0.265612097186911","0.35298525531909","7"
"7 Strongly agree","2015","66 and older","indirect migration background","1","","","","7"
"7 Strongly agree","2015","16-34 y.","no migration background","701","0.192160196753005","0.179548174976062","0.204772218529947","7"
"7 Strongly agree","2015","16-34 y.","direct migration background","630","0.312851070861197","0.291853286940015","0.333848854782379","7"
"7 Strongly agree","2015","16-34 y.","indirect migration background","298","0.266367205202352","0.238913676915761","0.293820733488944","7"
"7 Strongly agree","2015","35-65 y.","no migration background","2236","0.207176282573059","0.199600136982096","0.214752428164022","7"
"7 Strongly agree","2015","35-65 y.","direct migration background","1158","0.333380995890371","0.317643460696041","0.349118531084701","7"
"1 Strongly disagree","2016","35-65 y.","direct migration background","19","","","","1"
"1 Strongly disagree","2016","35-65 y.","indirect migration background","","","","","1"
"1 Strongly disagree","2016","66 and older","no migration background","","","","","1"
"1 Strongly disagree","2016","66 and older","direct migration background","","","","","1"
"1 Strongly disagree","2016","66 and older","indirect migration background","","","","","1"
"1 Strongly disagree","2016","16-34 y.","direct migration background","30","0.016418789626462","0.0113857612444904","0.0214518180084336","1"
"1 Strongly disagree","2016","16-34 y.","indirect migration background","","","","","1"
"1 Strongly disagree","2016","35-65 y.","no migration background","","","","","1"
"1 Strongly disagree","2016","16-34 y.","no migration background","","","","","1"
"2 on scale 1-7 ","2016","35-65 y.","indirect migration background","1","","","","2"
"2 on scale 1-7 ","2016","35-65 y.","direct migration background","16","","","","2"
"2 on scale 1-7 ","2016","66 and older","indirect migration background","","","","","2"
"2 on scale 1-7 ","2016","66 and older","no migration background","","","","","2"
"2 on scale 1-7 ","2016","66 and older","direct migration background","1","","","","2"
"2 on scale 1-7 ","2016","16-34 y.","no migration background","","","","","2"
"2 on scale 1-7 ","2016","16-34 y.","direct migration background","16","","","","2"
"2 on scale 1-7 ","2016","16-34 y.","indirect migration background","1","","","","2"
"2 on scale 1-7 ","2016","35-65 y.","no migration background","","","","","2"
"3 on scale 1-7 ","2016","35-65 y.","direct migration background","15","","","","3"
"3 on scale 1-7 ","2016","66 and older","no migration background","","","","","3"
"3 on scale 1-7 ","2016","35-65 y.","indirect migration background","1","","","","3"
"3 on scale 1-7 ","2016","66 and older","direct migration background","","","","","3"
"3 on scale 1-7 ","2016","66 and older","indirect migration background","","","","","3"
"3 on scale 1-7 ","2016","16-34 y.","no migration background","","","","","3"
"3 on scale 1-7 ","2016","35-65 y.","no migration background","","","","","3"
"3 on scale 1-7 ","2016","16-34 y.","direct migration background","24","","","","3"
"3 on scale 1-7 ","2016","16-34 y.","indirect migration background","","","","","3"
"4 on scale 1-7","2016","66 and older","indirect migration background","","","","","4"
"4 on scale 1-7","2016","66 and older","direct migration background","4","","","","4"
"4 on scale 1-7","2016","35-65 y.","indirect migration background","","","","","4"
"4 on scale 1-7","2016","16-34 y.","no migration background","5","","","","4"
"4 on scale 1-7","2016","16-34 y.","direct migration background","129","0.0959164412931931","0.0842535960550599","0.107579286531326","4"
"4 on scale 1-7","2016","16-34 y.","indirect migration background","4","","","","4"
"4 on scale 1-7","2016","66 and older","no migration background","","","","","4"
