"plh0206i06","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"7 Strongly agree","2013","no migration background","Urban Area","","","","","7"
"7 Strongly agree","2013","no migration background","Rural Area","","","","","7"
"7 Strongly agree","2013","direct migration background","Urban Area","","","","","7"
"7 Strongly agree","2013","direct migration background","Rural Area","","","","","7"
"7 Strongly agree","2013","indirect migration background","Urban Area","","","","","7"
"1 Strongly disagree","2014","no migration background","Rural Area","","","","","1"
"1 Strongly disagree","2014","direct migration background","Urban Area","","","","","1"
"1 Strongly disagree","2014","direct migration background","Rural Area","","","","","1"
"1 Strongly disagree","2014","indirect migration background","Urban Area","","","","","1"
"1 Strongly disagree","2014","indirect migration background","Rural Area","","","","","1"
"1 Strongly disagree","2014","no migration background","Urban Area","","","","","1"
"2 on scale 1-7 ","2014","indirect migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2014","direct migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2014","indirect migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2014","no migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2014","direct migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2014","no migration background","Urban Area","","","","","2"
"3 on scale 1-7 ","2014","indirect migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2014","indirect migration background","Urban Area","","","","","3"
"3 on scale 1-7 ","2014","direct migration background","Urban Area","","","","","3"
"3 on scale 1-7 ","2014","no migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2014","direct migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2014","no migration background","Urban Area","","","","","3"
"4 on scale 1-7","2014","indirect migration background","Rural Area","","","","","4"
"4 on scale 1-7","2014","direct migration background","Urban Area","","","","","4"
"4 on scale 1-7","2014","indirect migration background","Urban Area","","","","","4"
"4 on scale 1-7","2014","direct migration background","Rural Area","","","","","4"
"4 on scale 1-7","2014","no migration background","Rural Area","","","","","4"
"4 on scale 1-7","2014","no migration background","Urban Area","","","","","4"
"5 on scale 1-7","2014","direct migration background","Urban Area","","","","","5"
"5 on scale 1-7","2014","no migration background","Rural Area","","","","","5"
"5 on scale 1-7","2014","no migration background","Urban Area","","","","","5"
"5 on scale 1-7","2014","indirect migration background","Rural Area","","","","","5"
"5 on scale 1-7","2014","direct migration background","Rural Area","","","","","5"
"5 on scale 1-7","2014","indirect migration background","Urban Area","","","","","5"
"6 on scale 1-7","2014","indirect migration background","Rural Area","","","","","6"
"6 on scale 1-7","2014","no migration background","Rural Area","","","","","6"
"6 on scale 1-7","2014","no migration background","Urban Area","","","","","6"
"6 on scale 1-7","2014","indirect migration background","Urban Area","","","","","6"
"6 on scale 1-7","2014","direct migration background","Urban Area","","","","","6"
"6 on scale 1-7","2014","direct migration background","Rural Area","","","","","6"
"7 Strongly agree","2014","indirect migration background","Rural Area","","","","","7"
"7 Strongly agree","2014","no migration background","Urban Area","","","","","7"
"7 Strongly agree","2014","no migration background","Rural Area","","","","","7"
"7 Strongly agree","2014","direct migration background","Urban Area","","","","","7"
"7 Strongly agree","2014","direct migration background","Rural Area","","","","","7"
"7 Strongly agree","2014","indirect migration background","Urban Area","","","","","7"
"1 Strongly disagree","2015","no migration background","Rural Area","165","0.024848520403041","0.0212864316292884","0.0284106091767936","1"
"1 Strongly disagree","2015","direct migration background","Urban Area","113","0.0281841657510395","0.0232283182096206","0.0331400132924584","1"
"1 Strongly disagree","2015","direct migration background","Rural Area","93","0.0416210446533908","0.0313973886473041","0.0518447006594775","1"
"1 Strongly disagree","2015","indirect migration background","Urban Area","42","0.0277881347931532","0.0190940678604299","0.0364822017258764","1"
"1 Strongly disagree","2015","indirect migration background","Rural Area","7","","","","1"
"1 Strongly disagree","2015","no migration background","Urban Area","271","0.0261165095884415","0.0232494197805975","0.0289835993962856","1"
"2 on scale 1-7 ","2015","indirect migration background","Rural Area","14","","","","2"
"2 on scale 1-7 ","2015","indirect migration background","Urban Area","46","0.0269614083825194","0.0183940064426992","0.0355288103223396","2"
"2 on scale 1-7 ","2015","direct migration background","Urban Area","123","0.0255296395530073","0.0208065082559955","0.0302527708500191","2"
"2 on scale 1-7 ","2015","direct migration background","Rural Area","54","0.0539553268041487","0.0423901016555415","0.0655205519527559","2"
"2 on scale 1-7 ","2015","no migration background","Rural Area","234","0.0305844912362243","0.0266442388418818","0.0345247436305669","2"
"2 on scale 1-7 ","2015","no migration background","Urban Area","384","0.0357818180464263","0.0324425668686289","0.0391210692242237","2"
"3 on scale 1-7 ","2015","indirect migration background","Rural Area","16","","","","3"
"3 on scale 1-7 ","2015","direct migration background","Urban Area","206","0.0485234967729694","0.0420892392513874","0.0549577542945514","3"
"3 on scale 1-7 ","2015","indirect migration background","Urban Area","87","0.0622936304491955","0.0495095917545979","0.0750776691437931","3"
"3 on scale 1-7 ","2015","no migration background","Rural Area","414","0.0588277714974714","0.0534432863912734","0.0642122566036693","3"
"3 on scale 1-7 ","2015","direct migration background","Rural Area","70","0.031891389633711","0.0228968307551515","0.0408859485122704","3"
"3 on scale 1-7 ","2015","no migration background","Urban Area","643","0.0523659748501516","0.0483612272723275","0.0563707224279756","3"
"4 on scale 1-7","2015","indirect migration background","Rural Area","64","0.223677344067552","0.177364652100697","0.269990036034408","4"
"4 on scale 1-7","2015","direct migration background","Urban Area","618","0.139341755492219","0.128971740949103","0.149711770035334","4"
"4 on scale 1-7","2015","indirect migration background","Urban Area","175","0.106290933324036","0.0899882529260709","0.122593613722001","4"
"4 on scale 1-7","2015","no migration background","Rural Area","1174","0.15664739875521","0.148330055639071","0.16496474187135","4"
"4 on scale 1-7","2015","direct migration background","Rural Area","158","0.112929515566363","0.096727691831325","0.1291313393014","4"
"4 on scale 1-7","2015","no migration background","Urban Area","1756","0.147927870928701","0.141545332896416","0.154310408960987","4"
"5 on scale 1-7","2015","direct migration background","Urban Area","729","0.170091955665359","0.158841237791258","0.18134267353946","5"
"5 on scale 1-7","2015","no migration background","Rural Area","1771","0.235697169361006","0.225984729400887","0.245409609321125","5"
"5 on scale 1-7","2015","no migration background","Urban Area","2771","0.234058436365775","0.226446586806829","0.241670285924721","5"
"5 on scale 1-7","2015","indirect migration background","Rural Area","47","0.155379467844885","0.115117450771381","0.195641484918389","5"
"5 on scale 1-7","2015","indirect migration background","Urban Area","252","0.215027868856954","0.193296488315821","0.236759249398088","5"
"5 on scale 1-7","2015","direct migration background","Rural Area","247","0.158128918183812","0.139451813556748","0.176806022810877","5"
"6 on scale 1-7","2015","indirect migration background","Urban Area","353","0.285668142993929","0.261773874601563","0.309562411386295","6"
"6 on scale 1-7","2015","indirect migration background","Rural Area","83","0.254789591333575","0.206361406227444","0.303217776439706","6"
"6 on scale 1-7","2015","no migration background","Rural Area","2107","0.27847120357357","0.268213848018159","0.288728559128982","6"
"6 on scale 1-7","2015","direct migration background","Rural Area","338","0.243350032111705","0.221384368985969","0.265315695237441","6"
"6 on scale 1-7","2015","direct migration background","Urban Area","1091","0.273139091532364","0.259796476782939","0.28648170628179","6"
"6 on scale 1-7","2015","no migration background","Urban Area","3516","0.288272151620735","0.280129074414397","0.296415228827073","6"
"7 Strongly agree","2015","indirect migration background","Rural Area","80","0.217023759279256","0.171210010570597","0.262837507987916","7"
"7 Strongly agree","2015","no migration background","Urban Area","2545","0.215477238599769","0.208085719510092","0.222868757689446","7"
"7 Strongly agree","2015","no migration background","Rural Area","1471","0.214923445173477","0.20552369458014","0.224323195766814","7"
"7 Strongly agree","2015","direct migration background","Urban Area","1404","0.315189895233042","0.301277734620044","0.329102055846039","7"
"7 Strongly agree","2015","direct migration background","Rural Area","506","0.35812377304687","0.333581017193983","0.382666528899757","7"
"7 Strongly agree","2015","indirect migration background","Urban Area","418","0.275969881200212","0.252325825048784","0.299613937351641","7"
"1 Strongly disagree","2016","indirect migration background","Urban Area","","","","","1"
"1 Strongly disagree","2016","no migration background","Rural Area","","","","","1"
"1 Strongly disagree","2016","direct migration background","Urban Area","31","0.0158895353219716","0.0114028438629123","0.020376226781031","1"
"1 Strongly disagree","2016","direct migration background","Rural Area","18","","","","1"
"1 Strongly disagree","2016","indirect migration background","Rural Area","","","","","1"
"1 Strongly disagree","2016","no migration background","Urban Area","","","","","1"
"2 on scale 1-7 ","2016","indirect migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2016","indirect migration background","Urban Area","2","","","","2"
"2 on scale 1-7 ","2016","direct migration background","Urban Area","24","","","","2"
"2 on scale 1-7 ","2016","direct migration background","Rural Area","9","","","","2"
"2 on scale 1-7 ","2016","no migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2016","no migration background","Urban Area","","","","","2"
"3 on scale 1-7 ","2016","indirect migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2016","indirect migration background","Urban Area","1","","","","3"
"3 on scale 1-7 ","2016","direct migration background","Urban Area","26","","","","3"
"3 on scale 1-7 ","2016","direct migration background","Rural Area","13","","","","3"
"3 on scale 1-7 ","2016","no migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2016","no migration background","Urban Area","","","","","3"
"4 on scale 1-7","2016","indirect migration background","Rural Area","","","","","4"
"4 on scale 1-7","2016","indirect migration background","Urban Area","4","","","","4"
"4 on scale 1-7","2016","direct migration background","Urban Area","125","0.0972453727497619","0.0866145221248926","0.107876223374631","4"
"4 on scale 1-7","2016","no migration background","Rural Area","1","","","","4"
"4 on scale 1-7","2016","direct migration background","Rural Area","48","0.0700939759602223","0.0563679290514367","0.0838200228690078","4"
"4 on scale 1-7","2016","no migration background","Urban Area","4","","","","4"
"5 on scale 1-7","2016","no migration background","Rural Area","","","","","5"
"5 on scale 1-7","2016","direct migration background","Urban Area","247","0.116376667192036","0.104870909409632","0.127882424974441","5"
"5 on scale 1-7","2016","indirect migration background","Rural Area","","","","","5"
"5 on scale 1-7","2016","no migration background","Urban Area","1","","","","5"
"5 on scale 1-7","2016","indirect migration background","Urban Area","2","","","","5"
"5 on scale 1-7","2016","direct migration background","Rural Area","89","0.0624919783285197","0.049478744499762","0.0755052121572775","5"
"6 on scale 1-7","2016","indirect migration background","Rural Area","2","","","","6"
"6 on scale 1-7","2016","direct migration background","Urban Area","412","0.178233396606112","0.164501912859799","0.191964880352425","6"
"6 on scale 1-7","2016","no migration background","Rural Area","","","","","6"
"6 on scale 1-7","2016","indirect migration background","Urban Area","1","","","","6"
"6 on scale 1-7","2016","no migration background","Urban Area","2","","","","6"
"6 on scale 1-7","2016","direct migration background","Rural Area","140","0.106060092233812","0.0895056038419298","0.122614580625695","6"
"7 Strongly agree","2016","indirect migration background","Rural Area","2","","","","7"
"7 Strongly agree","2016","no migration background","Urban Area","3","","","","7"
"7 Strongly agree","2016","no migration background","Rural Area","3","","","","7"
"7 Strongly agree","2016","direct migration background","Urban Area","2119","0.554584453170149","0.536751830804648","0.572417075535651","7"
"7 Strongly agree","2016","direct migration background","Rural Area","1012","0.708362192742943","0.683925906739971","0.732798478745915","7"
"7 Strongly agree","2016","indirect migration background","Urban Area","4","","","","7"
"1 Strongly disagree","2017","no migration background","Rural Area","","","","","1"
"1 Strongly disagree","2017","direct migration background","Urban Area","18","","","","1"
"1 Strongly disagree","2017","direct migration background","Rural Area","20","","","","1"
"1 Strongly disagree","2017","indirect migration background","Urban Area","","","","","1"
"1 Strongly disagree","2017","indirect migration background","Rural Area","","","","","1"
"1 Strongly disagree","2017","no migration background","Urban Area","","","","","1"
"2 on scale 1-7 ","2017","indirect migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2017","direct migration background","Rural Area","7","","","","2"
"2 on scale 1-7 ","2017","indirect migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2017","direct migration background","Urban Area","13","","","","2"
"2 on scale 1-7 ","2017","no migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2017","no migration background","Urban Area","","","","","2"
"3 on scale 1-7 ","2017","indirect migration background","Urban Area","","","","","3"
"3 on scale 1-7 ","2017","indirect migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2017","direct migration background","Urban Area","23","","","","3"
"3 on scale 1-7 ","2017","direct migration background","Rural Area","7","","","","3"
"3 on scale 1-7 ","2017","no migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2017","no migration background","Urban Area","","","","","3"
"4 on scale 1-7","2017","direct migration background","Urban Area","94","0.0507432262049826","0.0413158981777343","0.0601705542322308","4"
"4 on scale 1-7","2017","direct migration background","Rural Area","33","0.0614095431456448","0.04441903337236","0.0784000529189295","4"
"4 on scale 1-7","2017","no migration background","Rural Area","","","","","4"
"4 on scale 1-7","2017","no migration background","Urban Area","","","","","4"
"4 on scale 1-7","2017","indirect migration background","Urban Area","","","","","4"
"4 on scale 1-7","2017","indirect migration background","Rural Area","","","","","4"
"5 on scale 1-7","2017","no migration background","Rural Area","","","","","5"
"5 on scale 1-7","2017","direct migration background","Urban Area","201","0.109437104087215","0.0960273033960882","0.122846904778343","5"
"5 on scale 1-7","2017","indirect migration background","Rural Area","","","","","5"
"5 on scale 1-7","2017","no migration background","Urban Area","","","","","5"
"5 on scale 1-7","2017","indirect migration background","Urban Area","","","","","5"
"5 on scale 1-7","2017","direct migration background","Rural Area","50","0.0628989969852601","0.0457173231502514","0.0800806708202689","5"
"6 on scale 1-7","2017","direct migration background","Urban Area","257","0.136234912527967","0.121499925420119","0.150969899635815","6"
"6 on scale 1-7","2017","indirect migration background","Urban Area","","","","","6"
"6 on scale 1-7","2017","indirect migration background","Rural Area","","","","","6"
"6 on scale 1-7","2017","direct migration background","Rural Area","70","0.078812235336668","0.0597435254112342","0.0978809452621018","6"
"6 on scale 1-7","2017","no migration background","Rural Area","","","","","6"
"6 on scale 1-7","2017","no migration background","Urban Area","","","","","6"
"7 Strongly agree","2017","no migration background","Urban Area","","","","","7"
"7 Strongly agree","2017","no migration background","Rural Area","","","","","7"
"7 Strongly agree","2017","direct migration background","Urban Area","1476","0.675549599824751","0.655439672271577","0.695659527377925","7"
"7 Strongly agree","2017","direct migration background","Rural Area","580","0.743401524042257","0.712492224102941","0.774310823981573","7"
"7 Strongly agree","2017","indirect migration background","Urban Area","","","","","7"
"7 Strongly agree","2017","indirect migration background","Rural Area","","","","","7"
"1 Strongly disagree","2018","indirect migration background","Urban Area","","","","","1"
"1 Strongly disagree","2018","indirect migration background","Rural Area","","","","","1"
"1 Strongly disagree","2018","no migration background","Rural Area","","","","","1"
"1 Strongly disagree","2018","direct migration background","Urban Area","6","","","","1"
"1 Strongly disagree","2018","direct migration background","Rural Area","2","","","","1"
"1 Strongly disagree","2018","no migration background","Urban Area","","","","","1"
"2 on scale 1-7 ","2018","indirect migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2018","indirect migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2018","direct migration background","Urban Area","5","","","","2"
"2 on scale 1-7 ","2018","no migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2018","direct migration background","Rural Area","2","","","","2"
"2 on scale 1-7 ","2018","no migration background","Urban Area","","","","","2"
"3 on scale 1-7 ","2018","indirect migration background","Urban Area","","","","","3"
"3 on scale 1-7 ","2018","indirect migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2018","direct migration background","Urban Area","1","","","","3"
"3 on scale 1-7 ","2018","direct migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2018","no migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2018","no migration background","Urban Area","","","","","3"
"4 on scale 1-7","2018","direct migration background","Rural Area","8","","","","4"
"4 on scale 1-7","2018","direct migration background","Urban Area","18","","","","4"
"4 on scale 1-7","2018","no migration background","Rural Area","","","","","4"
"4 on scale 1-7","2018","no migration background","Urban Area","","","","","4"
"4 on scale 1-7","2018","indirect migration background","Rural Area","","","","","4"
"4 on scale 1-7","2018","indirect migration background","Urban Area","","","","","4"
"5 on scale 1-7","2018","indirect migration background","Rural Area","","","","","5"
"5 on scale 1-7","2018","indirect migration background","Urban Area","","","","","5"
"5 on scale 1-7","2018","direct migration background","Rural Area","10","","","","5"
"5 on scale 1-7","2018","direct migration background","Urban Area","21","","","","5"
"5 on scale 1-7","2018","no migration background","Rural Area","","","","","5"
"5 on scale 1-7","2018","no migration background","Urban Area","","","","","5"
"6 on scale 1-7","2018","no migration background","Rural Area","","","","","6"
"6 on scale 1-7","2018","indirect migration background","Urban Area","","","","","6"
"6 on scale 1-7","2018","no migration background","Urban Area","","","","","6"
"6 on scale 1-7","2018","direct migration background","Urban Area","30","0.0898089326951756","0.0553206015610911","0.12429726382926","6"
"6 on scale 1-7","2018","direct migration background","Rural Area","20","","","","6"
"6 on scale 1-7","2018","indirect migration background","Rural Area","","","","","6"
"7 Strongly agree","2018","indirect migration background","Rural Area","","","","","7"
"7 Strongly agree","2018","no migration background","Urban Area","","","","","7"
"7 Strongly agree","2018","no migration background","Rural Area","","","","","7"
"7 Strongly agree","2018","direct migration background","Urban Area","183","0.750184057667119","0.697963666833488","0.802404448500751","7"
"7 Strongly agree","2018","direct migration background","Rural Area","113","0.792940525145274","0.729150892211255","0.856730158079294","7"
"7 Strongly agree","2018","indirect migration background","Urban Area","","","","","7"
"1 Strongly disagree","2019","indirect migration background","Urban Area","","","","","1"
"1 Strongly disagree","2019","indirect migration background","Rural Area","","","","","1"
"1 Strongly disagree","2019","direct migration background","Urban Area","2","","","","1"
"1 Strongly disagree","2019","direct migration background","Rural Area","2","","","","1"
"1 Strongly disagree","2019","no migration background","Rural Area","","","","","1"
"1 Strongly disagree","2019","no migration background","Urban Area","","","","","1"
"2 on scale 1-7 ","2019","indirect migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2019","direct migration background","Urban Area","3","","","","2"
"2 on scale 1-7 ","2019","indirect migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2019","no migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2019","direct migration background","Rural Area","1","","","","2"
"2 on scale 1-7 ","2019","no migration background","Urban Area","","","","","2"
"3 on scale 1-7 ","2019","direct migration background","Rural Area","5","","","","3"
"3 on scale 1-7 ","2019","indirect migration background","Urban Area","","","","","3"
"3 on scale 1-7 ","2019","indirect migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2019","no migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2019","direct migration background","Urban Area","3","","","","3"
"3 on scale 1-7 ","2019","no migration background","Urban Area","","","","","3"
"4 on scale 1-7","2019","direct migration background","Urban Area","14","","","","4"
"4 on scale 1-7","2019","indirect migration background","Rural Area","","","","","4"
"4 on scale 1-7","2019","no migration background","Rural Area","","","","","4"
"4 on scale 1-7","2019","direct migration background","Rural Area","7","","","","4"
"4 on scale 1-7","2019","indirect migration background","Urban Area","","","","","4"
"4 on scale 1-7","2019","no migration background","Urban Area","","","","","4"
"5 on scale 1-7","2019","no migration background","Urban Area","","","","","5"
"5 on scale 1-7","2019","indirect migration background","Urban Area","","","","","5"
"5 on scale 1-7","2019","direct migration background","Rural Area","14","","","","5"
"5 on scale 1-7","2019","direct migration background","Urban Area","21","","","","5"
"5 on scale 1-7","2019","indirect migration background","Rural Area","","","","","5"
"5 on scale 1-7","2019","no migration background","Rural Area","","","","","5"
"6 on scale 1-7","2019","no migration background","Rural Area","","","","","6"
"6 on scale 1-7","2019","direct migration background","Urban Area","19","","","","6"
"6 on scale 1-7","2019","indirect migration background","Urban Area","","","","","6"
"6 on scale 1-7","2019","no migration background","Urban Area","","","","","6"
"6 on scale 1-7","2019","indirect migration background","Rural Area","","","","","6"
"6 on scale 1-7","2019","direct migration background","Rural Area","11","","","","6"
"7 Strongly agree","2019","no migration background","Urban Area","","","","","7"
"7 Strongly agree","2019","no migration background","Rural Area","","","","","7"
"7 Strongly agree","2019","direct migration background","Urban Area","112","0.67897106787752","0.609601148738254","0.748340987016785","7"
"7 Strongly agree","2019","direct migration background","Rural Area","61","0.564221356925464","0.467517201623107","0.660925512227821","7"
"7 Strongly agree","2019","indirect migration background","Urban Area","","","","","7"
"7 Strongly agree","2019","indirect migration background","Rural Area","","","","","7"
