"plh0206i06","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"7 Strongly agree","2014","direct migration background","West Germany","","","",""
"7 Strongly agree","2014","direct migration background","East Germany","","","",""
"7 Strongly agree","2014","indirect migration background","West Germany","","","",""
"7 Strongly agree","2014","indirect migration background","East Germany","","","",""
"1 Strongly disagree","2015","no migration background","West Germany","311","0.0248803417843725","0.022329650474055","0.0274310330946899"
"1 Strongly disagree","2015","no migration background","East Germany","125","0.0287070277902041","0.0240301903249368","0.0333838652554714"
"1 Strongly disagree","2015","direct migration background","West Germany","173","0.0296738552917245","0.0251154208653281","0.0342322897181208"
"1 Strongly disagree","2015","direct migration background","East Germany","33","0.0562831946669265","0.0344234860786774","0.0781429032551757"
"1 Strongly disagree","2015","indirect migration background","West Germany","46","0.027963863948887","0.0198318742192671","0.036095853678507"
"1 Strongly disagree","2015","indirect migration background","East Germany","","","",""
"2 on scale 1-7 ","2015","no migration background","West Germany","463","0.0341392141002284","0.0311655986655171","0.0371128295349398"
"2 on scale 1-7 ","2015","no migration background","East Germany","155","0.0335063950170294","0.0284662111080979","0.0385465789259609"
"2 on scale 1-7 ","2015","direct migration background","West Germany","157","0.0313127979714864","0.0266341262188524","0.0359914697241205"
"2 on scale 1-7 ","2015","direct migration background","East Germany","","","",""
"2 on scale 1-7 ","2015","indirect migration background","West Germany","52","0.025504658393322","0.0177286509932006","0.0332806657934434"
"2 on scale 1-7 ","2015","indirect migration background","East Germany","","","",""
"3 on scale 1-7 ","2015","no migration background","West Germany","806","0.055966162159154","0.0522020953809325","0.0597302289373755"
"3 on scale 1-7 ","2015","no migration background","East Germany","251","0.0493287741301402","0.0432635287583896","0.0553940195018908"
"3 on scale 1-7 ","2015","direct migration background","West Germany","248","0.0450052178672934","0.0394359027485554","0.0505745329860314"
"3 on scale 1-7 ","2015","direct migration background","East Germany","","","",""
"3 on scale 1-7 ","2015","indirect migration background","West Germany","94","0.068234207884478","0.0557973267309233","0.0806710890380328"
"3 on scale 1-7 ","2015","indirect migration background","East Germany","","","",""
"4 on scale 1-7","2015","no migration background","West Germany","2152","0.145232125466283","0.139462385799798","0.151001865132769"
"4 on scale 1-7","2015","no migration background","East Germany","778","0.172272226521136","0.161695910082122","0.182848542960151"
"4 on scale 1-7","2015","direct migration background","West Germany","728","0.13577818700548","0.126575864013112","0.144980509997848"
"4 on scale 1-7","2015","direct migration background","East Germany","48","0.0956697138254265","0.0677709520321836","0.123568475618669"
"4 on scale 1-7","2015","indirect migration background","West Germany","222","0.126830254095349","0.11041612680257","0.143244381388128"
"4 on scale 1-7","2015","indirect migration background","East Germany","","","",""
"5 on scale 1-7","2015","no migration background","West Germany","3408","0.240111144433202","0.233116236991412","0.247106051874992"
"5 on scale 1-7","2015","no migration background","East Germany","1134","0.213935504302665","0.202449907617384","0.225421100987945"
"5 on scale 1-7","2015","direct migration background","West Germany","898","0.166730881191427","0.15671773575384","0.176744026629014"
"5 on scale 1-7","2015","direct migration background","East Germany","78","0.182099794893503","0.145494910434111","0.218704679352895"
"5 on scale 1-7","2015","indirect migration background","West Germany","278","0.2038358259924","0.183965792442688","0.223705859542112"
"5 on scale 1-7","2015","indirect migration background","East Germany","","","",""
"6 on scale 1-7","2015","no migration background","West Germany","4175","0.284151797004746","0.27676618568058","0.291537408328912"
"6 on scale 1-7","2015","no migration background","East Germany","1448","0.287832373563177","0.275151651831927","0.300513095294427"
"6 on scale 1-7","2015","direct migration background","West Germany","1324","0.263192912728207","0.251362937085125","0.275022888371288"
"6 on scale 1-7","2015","direct migration background","East Germany","105","0.331730980064928","0.287072613564325","0.37638934656553"
"6 on scale 1-7","2015","indirect migration background","West Germany","409","0.279067003727595","0.256943254743073","0.301190752712117"
"6 on scale 1-7","2015","indirect migration background","East Germany","","","",""
"7 Strongly agree","2015","no migration background","West Germany","3010","0.215519215052013","0.20878580707368","0.222252623030346"
"7 Strongly agree","2015","no migration background","East Germany","1006","0.214417698675649","0.202922692749685","0.225912704601612"
"7 Strongly agree","2015","direct migration background","West Germany","1795","0.328306147944382","0.315690921448386","0.340921374440378"
"7 Strongly agree","2015","direct migration background","East Germany","115","0.252920940353142","0.211691273161978","0.294150607544307"
"7 Strongly agree","2015","indirect migration background","West Germany","478","0.26856418595797","0.246703228183797","0.290425143732142"
"7 Strongly agree","2015","indirect migration background","East Germany","","","",""
"1 Strongly disagree","2016","no migration background","West Germany","","","",""
"1 Strongly disagree","2016","no migration background","East Germany","","","",""
"1 Strongly disagree","2016","direct migration background","West Germany","41","0.0187554786485723","0.014315968008773","0.0231949892883716"
"1 Strongly disagree","2016","direct migration background","East Germany","","","",""
"1 Strongly disagree","2016","indirect migration background","West Germany","","","",""
"1 Strongly disagree","2016","indirect migration background","East Germany","","","",""
"2 on scale 1-7 ","2016","no migration background","West Germany","","","",""
"2 on scale 1-7 ","2016","no migration background","East Germany","","","",""
"2 on scale 1-7 ","2016","direct migration background","West Germany","","","",""
"2 on scale 1-7 ","2016","direct migration background","East Germany","","","",""
"2 on scale 1-7 ","2016","indirect migration background","West Germany","","","",""
"2 on scale 1-7 ","2016","indirect migration background","East Germany","","","",""
"3 on scale 1-7 ","2016","no migration background","West Germany","","","",""
"3 on scale 1-7 ","2016","no migration background","East Germany","","","",""
"3 on scale 1-7 ","2016","direct migration background","West Germany","34","0.0235903764019958","0.0186237000166852","0.0285570527873064"
"3 on scale 1-7 ","2016","direct migration background","East Germany","","","",""
"3 on scale 1-7 ","2016","indirect migration background","West Germany","","","",""
"3 on scale 1-7 ","2016","indirect migration background","East Germany","","","",""
"4 on scale 1-7","2016","no migration background","West Germany","","","",""
"4 on scale 1-7","2016","no migration background","East Germany","","","",""
"4 on scale 1-7","2016","direct migration background","West Germany","150","0.0997324727843807","0.0899265947104511","0.10953835085831"
"4 on scale 1-7","2016","direct migration background","East Germany","","","",""
"4 on scale 1-7","2016","indirect migration background","West Germany","","","",""
"4 on scale 1-7","2016","indirect migration background","East Germany","","","",""
"5 on scale 1-7","2016","no migration background","West Germany","","","",""
"5 on scale 1-7","2016","no migration background","East Germany","","","",""
"5 on scale 1-7","2016","direct migration background","West Germany","293","0.110715160101105","0.100446674623143","0.120983645579068"
"5 on scale 1-7","2016","direct migration background","East Germany","43","0.045790452063348","0.0305853575107419","0.0609955466159541"
"5 on scale 1-7","2016","indirect migration background","West Germany","","","",""
"5 on scale 1-7","2016","indirect migration background","East Germany","","","",""
"6 on scale 1-7","2016","no migration background","West Germany","","","",""
"6 on scale 1-7","2016","no migration background","East Germany","","","",""
"6 on scale 1-7","2016","direct migration background","West Germany","477","0.159396516671393","0.147417603731842","0.171375429610944"
"6 on scale 1-7","2016","direct migration background","East Germany","75","0.14905888248604","0.123152399035977","0.174965365936104"
"6 on scale 1-7","2016","indirect migration background","West Germany","","","",""
"6 on scale 1-7","2016","indirect migration background","East Germany","","","",""
"7 Strongly agree","2016","no migration background","West Germany","","","",""
"7 Strongly agree","2016","no migration background","East Germany","","","",""
"7 Strongly agree","2016","direct migration background","West Germany","2564","0.576707708216327","0.560538808748543","0.592876607684112"
"7 Strongly agree","2016","direct migration background","East Germany","567","0.721369901926542","0.688758249602964","0.75398155425012"
"7 Strongly agree","2016","indirect migration background","West Germany","","","",""
"7 Strongly agree","2016","indirect migration background","East Germany","","","",""
"1 Strongly disagree","2017","no migration background","West Germany","","","",""
"1 Strongly disagree","2017","no migration background","East Germany","","","",""
"1 Strongly disagree","2017","direct migration background","West Germany","36","0.0147855944607197","0.0101338205084025","0.0194373684130369"
"1 Strongly disagree","2017","direct migration background","East Germany","","","",""
"1 Strongly disagree","2017","indirect migration background","West Germany","","","",""
"1 Strongly disagree","2017","indirect migration background","East Germany","","","",""
"2 on scale 1-7 ","2017","no migration background","West Germany","","","",""
"2 on scale 1-7 ","2017","no migration background","East Germany","","","",""
"2 on scale 1-7 ","2017","direct migration background","West Germany","","","",""
"2 on scale 1-7 ","2017","direct migration background","East Germany","","","",""
"2 on scale 1-7 ","2017","indirect migration background","West Germany","","","",""
"2 on scale 1-7 ","2017","indirect migration background","East Germany","","","",""
"3 on scale 1-7 ","2017","no migration background","West Germany","","","",""
"3 on scale 1-7 ","2017","no migration background","East Germany","","","",""
"3 on scale 1-7 ","2017","direct migration background","West Germany","","","",""
"3 on scale 1-7 ","2017","direct migration background","East Germany","","","",""
"3 on scale 1-7 ","2017","indirect migration background","West Germany","","","",""
"3 on scale 1-7 ","2017","indirect migration background","East Germany","","","",""
"4 on scale 1-7","2017","no migration background","West Germany","","","",""
"4 on scale 1-7","2017","no migration background","East Germany","","","",""
"4 on scale 1-7","2017","direct migration background","West Germany","111","0.050013484719188","0.0416123855990513","0.0584145838393247"
"4 on scale 1-7","2017","direct migration background","East Germany","","","",""
"4 on scale 1-7","2017","indirect migration background","West Germany","","","",""
"4 on scale 1-7","2017","indirect migration background","East Germany","","","",""
"5 on scale 1-7","2017","no migration background","West Germany","","","",""
"5 on scale 1-7","2017","no migration background","East Germany","","","",""
"5 on scale 1-7","2017","direct migration background","West Germany","229","0.094571753589381","0.0832935073799055","0.105849999798856"
"5 on scale 1-7","2017","direct migration background","East Germany","","","",""
"5 on scale 1-7","2017","indirect migration background","West Germany","","","",""
"5 on scale 1-7","2017","indirect migration background","East Germany","","","",""
"6 on scale 1-7","2017","no migration background","West Germany","","","",""
"6 on scale 1-7","2017","no migration background","East Germany","","","",""
"6 on scale 1-7","2017","direct migration background","West Germany","312","0.131003351360326","0.117999138054441","0.144007564666211"
"6 on scale 1-7","2017","direct migration background","East Germany","","","",""
"6 on scale 1-7","2017","indirect migration background","West Germany","","","",""
"6 on scale 1-7","2017","indirect migration background","East Germany","","","",""
"7 Strongly agree","2017","no migration background","West Germany","","","",""
"7 Strongly agree","2017","no migration background","East Germany","","","",""
"7 Strongly agree","2017","direct migration background","West Germany","1853","0.686521458503637","0.668641570351963","0.704401346655312"
"7 Strongly agree","2017","direct migration background","East Germany","203","0.745946817075921","0.693334616206639","0.798559017945202"
"7 Strongly agree","2017","indirect migration background","West Germany","","","",""
"7 Strongly agree","2017","indirect migration background","East Germany","","","",""
"1 Strongly disagree","2018","no migration background","West Germany","","","",""
"1 Strongly disagree","2018","no migration background","East Germany","","","",""
"1 Strongly disagree","2018","direct migration background","West Germany","","","",""
"1 Strongly disagree","2018","direct migration background","East Germany","","","",""
"1 Strongly disagree","2018","indirect migration background","West Germany","","","",""
"1 Strongly disagree","2018","indirect migration background","East Germany","","","",""
"2 on scale 1-7 ","2018","no migration background","West Germany","","","",""
"2 on scale 1-7 ","2018","no migration background","East Germany","","","",""
"2 on scale 1-7 ","2018","direct migration background","West Germany","","","",""
"2 on scale 1-7 ","2018","direct migration background","East Germany","","","",""
"2 on scale 1-7 ","2018","indirect migration background","West Germany","","","",""
"2 on scale 1-7 ","2018","indirect migration background","East Germany","","","",""
"3 on scale 1-7 ","2018","no migration background","West Germany","","","",""
"3 on scale 1-7 ","2018","no migration background","East Germany","","","",""
"3 on scale 1-7 ","2018","direct migration background","West Germany","","","",""
"3 on scale 1-7 ","2018","direct migration background","East Germany","","","",""
"3 on scale 1-7 ","2018","indirect migration background","West Germany","","","",""
"3 on scale 1-7 ","2018","indirect migration background","East Germany","","","",""
"4 on scale 1-7","2018","no migration background","West Germany","","","",""
"4 on scale 1-7","2018","no migration background","East Germany","","","",""
"4 on scale 1-7","2018","direct migration background","West Germany","","","",""
"4 on scale 1-7","2018","direct migration background","East Germany","","","",""
"4 on scale 1-7","2018","indirect migration background","West Germany","","","",""
"4 on scale 1-7","2018","indirect migration background","East Germany","","","",""
"5 on scale 1-7","2018","no migration background","West Germany","","","",""
"5 on scale 1-7","2018","no migration background","East Germany","","","",""
"5 on scale 1-7","2018","direct migration background","West Germany","30","0.0621156425607384","0.0375551951727649","0.0866760899487118"
"5 on scale 1-7","2018","direct migration background","East Germany","","","",""
"5 on scale 1-7","2018","indirect migration background","West Germany","","","",""
"5 on scale 1-7","2018","indirect migration background","East Germany","","","",""
"6 on scale 1-7","2018","no migration background","West Germany","","","",""
"6 on scale 1-7","2018","no migration background","East Germany","","","",""
"6 on scale 1-7","2018","direct migration background","West Germany","46","0.097572659178163","0.0673779167625214","0.127767401593804"
"6 on scale 1-7","2018","direct migration background","East Germany","","","",""
"6 on scale 1-7","2018","indirect migration background","West Germany","","","",""
"6 on scale 1-7","2018","indirect migration background","East Germany","","","",""
"7 Strongly agree","2018","no migration background","West Germany","","","",""
"7 Strongly agree","2018","no migration background","East Germany","","","",""
"7 Strongly agree","2018","direct migration background","West Germany","258","0.752500544731586","0.708586679043111","0.796414410420061"
"7 Strongly agree","2018","direct migration background","East Germany","38","0.836170014880952","0.731464040397184","0.940875989364721"
"7 Strongly agree","2018","indirect migration background","West Germany","","","",""
"7 Strongly agree","2018","indirect migration background","East Germany","","","",""
"1 Strongly disagree","2019","no migration background","West Germany","","","",""
"1 Strongly disagree","2019","no migration background","East Germany","","","",""
"1 Strongly disagree","2019","direct migration background","West Germany","","","",""
"1 Strongly disagree","2019","direct migration background","East Germany","","","",""
"1 Strongly disagree","2019","indirect migration background","West Germany","","","",""
"1 Strongly disagree","2019","indirect migration background","East Germany","","","",""
"2 on scale 1-7 ","2019","no migration background","West Germany","","","",""
"2 on scale 1-7 ","2019","no migration background","East Germany","","","",""
"2 on scale 1-7 ","2019","direct migration background","West Germany","","","",""
"2 on scale 1-7 ","2019","direct migration background","East Germany","","","",""
"2 on scale 1-7 ","2019","indirect migration background","West Germany","","","",""
"2 on scale 1-7 ","2019","indirect migration background","East Germany","","","",""
"3 on scale 1-7 ","2019","no migration background","West Germany","","","",""
"3 on scale 1-7 ","2019","no migration background","East Germany","","","",""
"3 on scale 1-7 ","2019","direct migration background","West Germany","","","",""
"3 on scale 1-7 ","2019","direct migration background","East Germany","","","",""
"3 on scale 1-7 ","2019","indirect migration background","West Germany","","","",""
"3 on scale 1-7 ","2019","indirect migration background","East Germany","","","",""
"4 on scale 1-7","2019","no migration background","West Germany","","","",""
"4 on scale 1-7","2019","no migration background","East Germany","","","",""
"4 on scale 1-7","2019","direct migration background","West Germany","","","",""
"4 on scale 1-7","2019","direct migration background","East Germany","","","",""
"4 on scale 1-7","2019","indirect migration background","West Germany","","","",""
"4 on scale 1-7","2019","indirect migration background","East Germany","","","",""
"5 on scale 1-7","2019","no migration background","West Germany","","","",""
"5 on scale 1-7","2019","no migration background","East Germany","","","",""
"5 on scale 1-7","2019","direct migration background","West Germany","35","0.116771363788425","0.0773544381801012","0.156188289396749"
"5 on scale 1-7","2019","direct migration background","East Germany","","","",""
"5 on scale 1-7","2019","indirect migration background","West Germany","","","",""
"5 on scale 1-7","2019","indirect migration background","East Germany","","","",""
"6 on scale 1-7","2019","no migration background","West Germany","","","",""
"6 on scale 1-7","2019","no migration background","East Germany","","","",""
"6 on scale 1-7","2019","direct migration background","West Germany","","","",""
"6 on scale 1-7","2019","direct migration background","East Germany","","","",""
"6 on scale 1-7","2019","indirect migration background","West Germany","","","",""
"6 on scale 1-7","2019","indirect migration background","East Germany","","","",""
"7 Strongly agree","2019","no migration background","West Germany","","","",""
"7 Strongly agree","2019","no migration background","East Germany","","","",""
"7 Strongly agree","2019","direct migration background","West Germany","159","0.656441533484833","0.598153909230443","0.714729157739224"
"7 Strongly agree","2019","direct migration background","East Germany","","","",""
"7 Strongly agree","2019","indirect migration background","West Germany","","","",""
"7 Strongly agree","2019","indirect migration background","East Germany","","","",""
