"pli0091_h","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","1998","indirect migration background","West Germany","211","0.368364320930128","0.328972237089905","0.407756404770351"
"Min 1x per month","1998","indirect migration background","East Germany","5","","",""
"Rarely","1998","no migration background","West Germany","3038","0.382741579521689","0.371755935938534","0.393727223104844"
"Rarely","1998","no migration background","East Germany","1589","0.392205720442692","0.376528757501168","0.407882683384217"
"Rarely","1998","direct migration background","West Germany","664","0.31977308609384","0.300675283223358","0.338870888964321"
"Rarely","1998","direct migration background","East Germany","32","0.228072288812663","0.152684815681034","0.303459761944292"
"Rarely","1998","indirect migration background","West Germany","175","0.256492440370835","0.220829526196382","0.292155354545287"
"Rarely","1998","indirect migration background","East Germany","7","","",""
"Never","1998","no migration background","West Germany","2703","0.400627798490067","0.389552434468516","0.411703162511618"
"Never","1998","no migration background","East Germany","1312","0.407308429861763","0.391532217625412","0.423084642098114"
"Never","1998","direct migration background","West Germany","1307","0.525845858617621","0.505399096258816","0.546292620976427"
"Never","1998","direct migration background","East Germany","79","0.706400517415208","0.624577072976541","0.788223961853876"
"Never","1998","indirect migration background","West Germany","80","0.1580852932175","0.128292128902425","0.187878457532574"
"Never","1998","indirect migration background","East Germany","3","","",""
"Daily","1999","no migration background","West Germany","","","",""
"Daily","1999","no migration background","East Germany","","","",""
"Daily","1999","direct migration background","West Germany","","","",""
"Daily","1999","direct migration background","East Germany","","","",""
"Daily","1999","indirect migration background","West Germany","","","",""
"Daily","1999","indirect migration background","East Germany","","","",""
"Min 1x per week","1999","no migration background","West Germany","574","0.0730868149833302","0.0670835368242088","0.0790900931424516"
"Min 1x per week","1999","no migration background","East Germany","298","0.0699701591489053","0.061691021905084","0.0782492963927265"
"Min 1x per week","1999","direct migration background","West Germany","76","0.0336175067969904","0.0259103828686573","0.0413246307253234"
"Min 1x per week","1999","direct migration background","East Germany","3","","",""
"Min 1x per week","1999","indirect migration background","West Germany","141","0.223269330402904","0.1896097118642","0.256928948941608"
"Min 1x per week","1999","indirect migration background","East Germany","8","","",""
"Min 1x per month","1999","no migration background","West Germany","1349","0.16880109287857","0.160161574609513","0.177440611147626"
"Min 1x per month","1999","no migration background","East Germany","675","0.17543483914338","0.163090989545414","0.187778688741345"
"Min 1x per month","1999","direct migration background","West Germany","227","0.1321090182652","0.117630174387091","0.14658786214331"
"Min 1x per month","1999","direct migration background","East Germany","10","","",""
"Min 1x per month","1999","indirect migration background","West Germany","237","0.383077569154335","0.343784308422824","0.422370829885846"
"Min 1x per month","1999","indirect migration background","East Germany","6","","",""
"Rarely","1999","no migration background","West Germany","3174","0.415844390259732","0.404476519749528","0.427212260769935"
"Rarely","1999","no migration background","East Germany","1709","0.431810073713484","0.415734245410836","0.447885902016133"
"Rarely","1999","direct migration background","West Germany","738","0.37381991719455","0.353132041018647","0.394507793370454"
"Rarely","1999","direct migration background","East Germany","39","0.321437063392054","0.232529603694134","0.410344523089975"
"Rarely","1999","indirect migration background","West Germany","155","0.281470277581979","0.245120808870561","0.317819746293398"
"Rarely","1999","indirect migration background","East Germany","7","","",""
"Never","1999","no migration background","West Germany","2124","0.342267701878369","0.331324183736735","0.353211220020002"
"Never","1999","no migration background","East Germany","965","0.322784927994231","0.307610925860425","0.337958930128036"
"Never","1999","direct migration background","West Germany","1060","0.460453557743259","0.439140665073577","0.48176645041294"
"Never","1999","direct migration background","East Germany","54","0.571369721491502","0.477160114370612","0.665579328612392"
"Never","1999","indirect migration background","West Germany","55","0.112182822860782","0.0866743545486707","0.137691291172893"
"Never","1999","indirect migration background","East Germany","1","","",""
"Daily","2000","no migration background","West Germany","","","",""
"Daily","2000","no migration background","East Germany","","","",""
"Daily","2000","direct migration background","West Germany","","","",""
"Daily","2000","direct migration background","East Germany","","","",""
"Daily","2000","indirect migration background","West Germany","","","",""
"Daily","2000","indirect migration background","East Germany","","","",""
"Min 1x per week","2000","no migration background","West Germany","","","",""
"Min 1x per week","2000","no migration background","East Germany","","","",""
"Min 1x per week","2000","direct migration background","West Germany","","","",""
"Min 1x per week","2000","direct migration background","East Germany","","","",""
"Min 1x per week","2000","indirect migration background","West Germany","","","",""
"Min 1x per week","2000","indirect migration background","East Germany","","","",""
"Min 1x per month","2000","no migration background","West Germany","","","",""
"Min 1x per month","2000","no migration background","East Germany","","","",""
"Min 1x per month","2000","direct migration background","West Germany","","","",""
"Min 1x per month","2000","direct migration background","East Germany","","","",""
"Min 1x per month","2000","indirect migration background","West Germany","","","",""
"Min 1x per month","2000","indirect migration background","East Germany","","","",""
"Rarely","2000","no migration background","West Germany","","","",""
"Rarely","2000","no migration background","East Germany","","","",""
"Rarely","2000","direct migration background","West Germany","","","",""
"Rarely","2000","direct migration background","East Germany","","","",""
"Rarely","2000","indirect migration background","West Germany","","","",""
"Rarely","2000","indirect migration background","East Germany","","","",""
"Never","2000","no migration background","West Germany","","","",""
"Never","2000","no migration background","East Germany","","","",""
"Never","2000","direct migration background","West Germany","","","",""
"Never","2000","direct migration background","East Germany","","","",""
"Never","2000","indirect migration background","West Germany","","","",""
"Never","2000","indirect migration background","East Germany","","","",""
"Daily","2001","no migration background","West Germany","","","",""
"Daily","2001","no migration background","East Germany","","","",""
"Daily","2001","direct migration background","West Germany","","","",""
"Daily","2001","direct migration background","East Germany","","","",""
"Daily","2001","indirect migration background","West Germany","","","",""
"Daily","2001","indirect migration background","East Germany","","","",""
"Min 1x per week","2001","no migration background","West Germany","982","0.0704156146443739","0.0660029939514487","0.0748282353372991"
"Min 1x per week","2001","no migration background","East Germany","381","0.0651183843338907","0.0584701039304016","0.0717666647373797"
"Min 1x per week","2001","direct migration background","West Germany","147","0.0576374164805172","0.049011199929534","0.0662636330315005"
"Min 1x per week","2001","direct migration background","East Germany","5","","",""
"Min 1x per week","2001","indirect migration background","West Germany","167","0.224924299581273","0.194942326925608","0.254906272236939"
"Min 1x per week","2001","indirect migration background","East Germany","7","","",""
"Min 1x per month","2001","no migration background","West Germany","2379","0.177225947307565","0.170639948514645","0.183811946100485"
"Min 1x per month","2001","no migration background","East Germany","1002","0.183643877728526","0.173210924400465","0.194076831056586"
"Min 1x per month","2001","direct migration background","West Germany","339","0.120544403134605","0.108492945722138","0.132595860547071"
"Min 1x per month","2001","direct migration background","East Germany","19","","",""
"Min 1x per month","2001","indirect migration background","West Germany","226","0.275166802181582","0.24309768451981","0.307235919843354"
"Min 1x per month","2001","indirect migration background","East Germany","9","","",""
"Rarely","2001","no migration background","West Germany","5223","0.38599413495848","0.3775977118994","0.394390558017561"
"Rarely","2001","no migration background","East Germany","2279","0.402403712799723","0.389190326100818","0.415617099498627"
"Rarely","2001","direct migration background","West Germany","954","0.352535123634315","0.334851616997708","0.370218630270921"
"Rarely","2001","direct migration background","East Germany","32","0.212044997109811","0.13921335034715","0.284876643872472"
"Rarely","2001","indirect migration background","West Germany","250","0.349460965751456","0.315223156238537","0.383698775264376"
"Rarely","2001","indirect migration background","East Germany","6","","",""
"Never","2001","no migration background","West Germany","4330","0.366364303089581","0.358054435693358","0.374674170485804"
"Never","2001","no migration background","East Germany","1629","0.348834025137861","0.335991971497616","0.361676078778106"
"Never","2001","direct migration background","West Germany","1364","0.469283056750563","0.450811308541763","0.487754804959364"
"Never","2001","direct migration background","East Germany","65","0.576230928030558","0.488183167001502","0.664278689059613"
"Never","2001","indirect migration background","West Germany","102","0.150447932485688","0.12477602924777","0.176119835723606"
"Never","2001","indirect migration background","East Germany","3","","",""
"Daily","2002","no migration background","West Germany","","","",""
"Daily","2002","no migration background","East Germany","","","",""
"Daily","2002","direct migration background","West Germany","","","",""
"Daily","2002","direct migration background","East Germany","","","",""
"Daily","2002","indirect migration background","West Germany","","","",""
"Daily","2002","indirect migration background","East Germany","","","",""
"Min 1x per week","2002","no migration background","West Germany","","","",""
"Min 1x per week","2002","no migration background","East Germany","","","",""
"Min 1x per week","2002","direct migration background","West Germany","","","",""
"Min 1x per week","2002","direct migration background","East Germany","","","",""
"Min 1x per week","2002","indirect migration background","West Germany","","","",""
"Min 1x per week","2002","indirect migration background","East Germany","","","",""
"Min 1x per month","2002","no migration background","West Germany","","","",""
"Min 1x per month","2002","no migration background","East Germany","","","",""
"Min 1x per month","2002","direct migration background","West Germany","","","",""
"Min 1x per month","2002","direct migration background","East Germany","","","",""
"Min 1x per month","2002","indirect migration background","West Germany","","","",""
"Min 1x per month","2002","indirect migration background","East Germany","","","",""
"Rarely","2002","no migration background","West Germany","","","",""
"Rarely","2002","no migration background","East Germany","","","",""
"Rarely","2002","direct migration background","West Germany","","","",""
"Rarely","2002","direct migration background","East Germany","","","",""
"Rarely","2002","indirect migration background","West Germany","","","",""
"Rarely","2002","indirect migration background","East Germany","","","",""
"Never","2002","no migration background","West Germany","","","",""
"Never","2002","no migration background","East Germany","","","",""
"Never","2002","direct migration background","West Germany","","","",""
"Never","2002","direct migration background","East Germany","","","",""
"Never","2002","indirect migration background","West Germany","","","",""
"Never","2002","indirect migration background","East Germany","","","",""
"Daily","2003","no migration background","West Germany","5","","",""
"Daily","2003","no migration background","East Germany","1","","",""
"Daily","2003","direct migration background","West Germany","","","",""
"Daily","2003","direct migration background","East Germany","","","",""
"Daily","2003","indirect migration background","West Germany","","","",""
"Daily","2003","indirect migration background","East Germany","","","",""
"Min 1x per week","2003","no migration background","West Germany","647","0.0413282420385606","0.0379789840152102","0.0446775000619109"
"Min 1x per week","2003","no migration background","East Germany","257","0.0423627064743077","0.0368982519361784","0.047827161012437"
"Min 1x per week","2003","direct migration background","West Germany","76","0.0333741343022909","0.0263656569145227","0.0403826116900591"
"Min 1x per week","2003","direct migration background","East Germany","","","",""
"Min 1x per week","2003","indirect migration background","West Germany","109","0.148065385294944","0.122731341446535","0.173399429143352"
"Min 1x per week","2003","indirect migration background","East Germany","5","","",""
"Min 1x per month","2003","no migration background","West Germany","2460","0.163755877125767","0.157529217004689","0.169982537246844"
"Min 1x per month","2003","no migration background","East Germany","899","0.169923207445334","0.159734011194159","0.180112403696509"
"Min 1x per month","2003","direct migration background","West Germany","291","0.128171171482403","0.115127487886754","0.141214855078052"
"Min 1x per month","2003","direct migration background","East Germany","9","","",""
"Min 1x per month","2003","indirect migration background","West Germany","268","0.334990501231527","0.3013234727912","0.368657529671853"
"Min 1x per month","2003","indirect migration background","East Germany","15","","",""
"Rarely","2003","no migration background","West Germany","5696","0.390856041929049","0.382645750765156","0.399066333092942"
"Rarely","2003","no migration background","East Germany","2263","0.389872573865755","0.376640556596775","0.403104591134735"
"Rarely","2003","direct migration background","West Germany","773","0.310333462112714","0.292281544348072","0.328385379877356"
"Rarely","2003","direct migration background","East Germany","36","0.337119749249194","0.246700045616352","0.427539452882037"
"Rarely","2003","indirect migration background","West Germany","245","0.307412368214727","0.274498975678984","0.340325760750469"
"Rarely","2003","indirect migration background","East Germany","9","","",""
"Never","2003","no migration background","West Germany","4760","0.403613448211773","0.395358071258708","0.411868825164837"
"Never","2003","no migration background","East Germany","1799","0.397795074728346","0.384516352230676","0.411073797226017"
"Never","2003","direct migration background","West Germany","1383","0.528121232102592","0.508642014996501","0.547600449208683"
"Never","2003","direct migration background","East Germany","60","0.53094120616805","0.435488048724639","0.626394363611461"
"Never","2003","indirect migration background","West Germany","133","0.209531745258803","0.180502098779516","0.23856139173809"
"Never","2003","indirect migration background","East Germany","3","","",""
"Daily","2004","no migration background","West Germany","","","",""
"Daily","2004","no migration background","East Germany","","","",""
"Daily","2004","direct migration background","West Germany","","","",""
"Daily","2004","direct migration background","East Germany","","","",""
"Daily","2004","indirect migration background","West Germany","","","",""
"Daily","2004","indirect migration background","East Germany","","","",""
"Min 1x per week","2004","no migration background","West Germany","","","",""
"Min 1x per week","2004","no migration background","East Germany","","","",""
"Min 1x per week","2004","direct migration background","West Germany","","","",""
"Min 1x per week","2004","direct migration background","East Germany","","","",""
"Min 1x per week","2004","indirect migration background","West Germany","","","",""
"Min 1x per week","2004","indirect migration background","East Germany","","","",""
"Min 1x per month","2004","no migration background","West Germany","","","",""
"Min 1x per month","2004","no migration background","East Germany","","","",""
"Min 1x per month","2004","direct migration background","West Germany","","","",""
"Min 1x per month","2004","direct migration background","East Germany","","","",""
"Min 1x per month","2004","indirect migration background","West Germany","","","",""
"Min 1x per month","2004","indirect migration background","East Germany","","","",""
"Rarely","2004","no migration background","West Germany","","","",""
"Rarely","2004","no migration background","East Germany","","","",""
"Rarely","2004","direct migration background","West Germany","","","",""
"Rarely","2004","direct migration background","East Germany","","","",""
"Rarely","2004","indirect migration background","West Germany","","","",""
"Rarely","2004","indirect migration background","East Germany","","","",""
"Never","2004","no migration background","West Germany","","","",""
"Never","2004","no migration background","East Germany","","","",""
"Never","2004","direct migration background","West Germany","","","",""
"Never","2004","direct migration background","East Germany","","","",""
"Never","2004","indirect migration background","West Germany","","","",""
"Never","2004","indirect migration background","East Germany","","","",""
"Daily","2005","no migration background","West Germany","","","",""
"Daily","2005","no migration background","East Germany","","","",""
"Daily","2005","direct migration background","West Germany","","","",""
"Daily","2005","direct migration background","East Germany","","","",""
"Daily","2005","indirect migration background","West Germany","","","",""
"Daily","2005","indirect migration background","East Germany","","","",""
"Min 1x per week","2005","no migration background","West Germany","843","0.0621622286229885","0.0579448253847195","0.0663796318612575"
"Min 1x per week","2005","no migration background","East Germany","280","0.0534691714561206","0.0471740599378437","0.0597642829743975"
"Min 1x per week","2005","direct migration background","West Germany","89","0.0431638896346097","0.0348147634014855","0.0515130158677339"
"Min 1x per week","2005","direct migration background","East Germany","6","","",""
"Min 1x per week","2005","indirect migration background","West Germany","136","0.147552553702309","0.122930396345917","0.1721747110587"
"Min 1x per week","2005","indirect migration background","East Germany","4","","",""
"Min 1x per month","2005","no migration background","West Germany","2443","0.18131658213696","0.174586897112732","0.188046267161188"
"Min 1x per month","2005","no migration background","East Germany","842","0.170012012544461","0.159500625524955","0.180523399563966"
"Min 1x per month","2005","direct migration background","West Germany","281","0.12683194068985","0.113160156279285","0.140503725100416"
"Min 1x per month","2005","direct migration background","East Germany","18","","",""
"Min 1x per month","2005","indirect migration background","West Germany","246","0.309784105689052","0.277681449028568","0.341886762349536"
"Min 1x per month","2005","indirect migration background","East Germany","8","","",""
"Rarely","2005","no migration background","West Germany","5609","0.422819563295611","0.414190745135915","0.431448381455307"
"Rarely","2005","no migration background","East Germany","2348","0.45315843394715","0.439228786912802","0.467088080981497"
"Rarely","2005","direct migration background","West Germany","828","0.377423908297473","0.357509248794784","0.397338567800162"
"Rarely","2005","direct migration background","East Germany","17","","",""
"Rarely","2005","indirect migration background","West Germany","305","0.407871307101483","0.37375291462009","0.441989699582876"
"Rarely","2005","indirect migration background","East Germany","20","","",""
"Never","2005","no migration background","West Germany","3696","0.333701625944441","0.325465338079388","0.341937913809494"
"Never","2005","no migration background","East Germany","1436","0.323360382052269","0.31027138303725","0.336449381067289"
"Never","2005","direct migration background","West Germany","1078","0.452580261378067","0.432131359402171","0.473029163353963"
"Never","2005","direct migration background","East Germany","59","0.542380712028102","0.444735181362236","0.640026242693968"
"Never","2005","indirect migration background","West Germany","110","0.134792033507156","0.111083139356321","0.158500927657991"
"Never","2005","indirect migration background","East Germany","3","","",""
"Daily","2006","no migration background","West Germany","","","",""
"Daily","2006","no migration background","East Germany","","","",""
"Daily","2006","direct migration background","West Germany","","","",""
"Daily","2006","direct migration background","East Germany","","","",""
"Daily","2006","indirect migration background","West Germany","","","",""
"Daily","2006","indirect migration background","East Germany","","","",""
"Min 1x per week","2006","no migration background","West Germany","","","",""
"Min 1x per week","2006","no migration background","East Germany","","","",""
"Min 1x per week","2006","direct migration background","West Germany","","","",""
"Min 1x per week","2006","direct migration background","East Germany","","","",""
"Min 1x per week","2006","indirect migration background","West Germany","","","",""
"Min 1x per week","2006","indirect migration background","East Germany","","","",""
"Min 1x per month","2006","no migration background","West Germany","","","",""
"Min 1x per month","2006","no migration background","East Germany","","","",""
"Min 1x per month","2006","direct migration background","West Germany","","","",""
"Min 1x per month","2006","direct migration background","East Germany","","","",""
"Min 1x per month","2006","indirect migration background","West Germany","","","",""
"Min 1x per month","2006","indirect migration background","East Germany","","","",""
"Rarely","2006","no migration background","West Germany","","","",""
"Rarely","2006","no migration background","East Germany","","","",""
"Rarely","2006","direct migration background","West Germany","","","",""
"Rarely","2006","direct migration background","East Germany","","","",""
"Rarely","2006","indirect migration background","West Germany","","","",""
"Rarely","2006","indirect migration background","East Germany","","","",""
"Never","2006","no migration background","West Germany","","","",""
"Never","2006","no migration background","East Germany","","","",""
"Never","2006","direct migration background","West Germany","","","",""
"Never","2006","direct migration background","East Germany","","","",""
"Never","2006","indirect migration background","West Germany","","","",""
"Never","2006","indirect migration background","East Germany","","","",""
"Daily","2007","no migration background","West Germany","","","",""
"Daily","2007","no migration background","East Germany","","","",""
"Daily","2007","direct migration background","West Germany","","","",""
"Daily","2007","direct migration background","East Germany","","","",""
"Daily","2007","indirect migration background","West Germany","","","",""
"Daily","2007","indirect migration background","East Germany","","","",""
"Min 1x per week","2007","no migration background","West Germany","790","0.060514804302323","0.0563729709687544","0.0646566376358917"
"Min 1x per week","2007","no migration background","East Germany","257","0.0523948925278156","0.046140012928168","0.0586497721274632"
"Min 1x per week","2007","direct migration background","West Germany","62","0.0318032079505188","0.0241716990781968","0.0394347168228407"
"Min 1x per week","2007","direct migration background","East Germany","4","","",""
"Min 1x per week","2007","indirect migration background","West Germany","94","0.115241440595646","0.0922969537585691","0.138185927432724"
"Min 1x per week","2007","indirect migration background","East Germany","5","","",""
"Min 1x per month","2007","no migration background","West Germany","2348","0.171678200452024","0.165127707952638","0.17822869295141"
"Min 1x per month","2007","no migration background","East Germany","781","0.161953872436727","0.151612208728631","0.172295536144824"
"Min 1x per month","2007","direct migration background","West Germany","278","0.1383144382987","0.123300269435857","0.153328607161542"
"Min 1x per month","2007","direct migration background","East Germany","13","","",""
"Min 1x per month","2007","indirect migration background","West Germany","243","0.280782466404964","0.248491819273097","0.313073113536831"
"Min 1x per month","2007","indirect migration background","East Germany","16","","",""
"Rarely","2007","no migration background","West Germany","5743","0.443934983492099","0.435304416982449","0.452565550001749"
"Rarely","2007","no migration background","East Germany","2358","0.453129914779306","0.439156124150239","0.467103705408373"
"Rarely","2007","direct migration background","West Germany","737","0.361428463818772","0.340535065523175","0.382321862114368"
"Rarely","2007","direct migration background","East Germany","37","0.432476816989885","0.331242583986773","0.533711049992998"
"Rarely","2007","indirect migration background","West Germany","300","0.439405390333885","0.403742316546064","0.475068464121707"
"Rarely","2007","indirect migration background","East Germany","17","","",""
"Never","2007","no migration background","West Germany","3850","0.323872011753553","0.315743369725566","0.332000653781541"
"Never","2007","no migration background","East Germany","1479","0.332521320256151","0.319296516743977","0.345746123768325"
"Never","2007","direct migration background","West Germany","954","0.46845388993201","0.44675202649667","0.490155753367349"
"Never","2007","direct migration background","East Germany","38","0.357396474148511","0.259469832400588","0.455323115896434"
"Never","2007","indirect migration background","West Germany","107","0.164570702665504","0.137927113055568","0.191214292275441"
"Never","2007","indirect migration background","East Germany","3","","",""
"Daily","2008","no migration background","West Germany","4","","",""
"Daily","2008","no migration background","East Germany","3","","",""
"Daily","2008","direct migration background","West Germany","1","","",""
"Daily","2008","direct migration background","East Germany","","","",""
"Daily","2008","indirect migration background","West Germany","","","",""
"Daily","2008","indirect migration background","East Germany","","","",""
"Min 1x per week","2008","no migration background","West Germany","412","0.0337228638948096","0.0304964608036593","0.0369492669859599"
"Min 1x per week","2008","no migration background","East Germany","116","0.0297737635525563","0.0248949375341427","0.0346525895709699"
"Min 1x per week","2008","direct migration background","West Germany","38","0.0230364441044399","0.0161649556401493","0.0299079325687305"
"Min 1x per week","2008","direct migration background","East Germany","","","",""
"Min 1x per week","2008","indirect migration background","West Germany","73","0.100984965785263","0.0790825144440873","0.122887417126438"
"Min 1x per week","2008","indirect migration background","East Germany","4","","",""
"Min 1x per month","2008","no migration background","West Germany","1935","0.152900994579823","0.146468524280599","0.159333464879047"
"Min 1x per month","2008","no migration background","East Germany","697","0.154883711927726","0.144498315794463","0.165269108060988"
"Min 1x per month","2008","direct migration background","West Germany","218","0.137596176413933","0.121817795426775","0.153374557401091"
"Min 1x per month","2008","direct migration background","East Germany","10","","",""
"Min 1x per month","2008","indirect migration background","West Germany","221","0.324146632352358","0.290123218829289","0.358170045875427"
"Min 1x per month","2008","indirect migration background","East Germany","16","","",""
"Rarely","2008","no migration background","West Germany","5233","0.428480931214811","0.419636158837247","0.437325703592375"
"Rarely","2008","no migration background","East Germany","2100","0.412841426847816","0.398708526561568","0.426974327134064"
"Rarely","2008","direct migration background","West Germany","604","0.338478080556299","0.316803968559966","0.360152192552632"
"Rarely","2008","direct migration background","East Germany","25","","",""
"Rarely","2008","indirect migration background","West Germany","306","0.413751415046067","0.377950713643801","0.449552116448334"
"Rarely","2008","indirect migration background","East Germany","20","","",""
"Never","2008","no migration background","West Germany","4441","0.384694559184447","0.375998771086151","0.393390347282744"
"Never","2008","no migration background","East Germany","1746","0.401894198192592","0.387820545402354","0.41596785098283"
"Never","2008","direct migration background","West Germany","970","0.500284197308506","0.477382173962276","0.523186220654736"
"Never","2008","direct migration background","East Germany","45","0.559263219348611","0.450470239014205","0.668056199683016"
"Never","2008","indirect migration background","West Germany","127","0.161116986816312","0.134392938311459","0.187841035321165"
"Never","2008","indirect migration background","East Germany","3","","",""
"Daily","2009","no migration background","West Germany","","","",""
"Daily","2009","no migration background","East Germany","","","",""
"Daily","2009","direct migration background","West Germany","","","",""
"Daily","2009","direct migration background","East Germany","","","",""
"Daily","2009","indirect migration background","West Germany","","","",""
"Daily","2009","indirect migration background","East Germany","","","",""
"Min 1x per week","2009","no migration background","West Germany","661","0.0570512856362687","0.0527634148499002","0.0613391564226372"
"Min 1x per week","2009","no migration background","East Germany","188","0.0520012740328839","0.0454630906613609","0.058539457404407"
"Min 1x per week","2009","direct migration background","West Germany","53","0.0366566532760028","0.0273966357546924","0.0459166707973133"
"Min 1x per week","2009","direct migration background","East Germany","5","","",""
"Min 1x per week","2009","indirect migration background","West Germany","72","0.100456654070669","0.0777285161240441","0.123184792017294"
"Min 1x per week","2009","indirect migration background","East Germany","4","","",""
"Min 1x per month","2009","no migration background","West Germany","2063","0.180525164246362","0.173414640015104","0.18763568847762"
"Min 1x per month","2009","no migration background","East Germany","692","0.163049398350589","0.152171230864515","0.173927565836662"
"Min 1x per month","2009","direct migration background","West Germany","198","0.131765914384734","0.115098631469661","0.148433197299806"
"Min 1x per month","2009","direct migration background","East Germany","12","","",""
"Min 1x per month","2009","indirect migration background","West Germany","210","0.341817543949039","0.305955603906473","0.377679483991605"
"Min 1x per month","2009","indirect migration background","East Germany","14","","",""
"Rarely","2009","no migration background","West Germany","5250","0.460575519966794","0.451360830869576","0.469790209064012"
"Rarely","2009","no migration background","East Germany","2272","0.490543453948799","0.475822412222899","0.505264495674699"
"Rarely","2009","direct migration background","West Germany","624","0.397117618531131","0.373006313057343","0.42122892400492"
"Rarely","2009","direct migration background","East Germany","30","0.332574157182767","0.225948132401382","0.439200181964152"
"Rarely","2009","indirect migration background","West Germany","313","0.461502698026149","0.423811291653065","0.499194104399234"
"Rarely","2009","indirect migration background","East Germany","20","","",""
"Never","2009","no migration background","West Germany","3266","0.301848030150575","0.293361423130032","0.310334637171118"
"Never","2009","no migration background","East Germany","1278","0.294405873667729","0.280984500813219","0.307827246522239"
"Never","2009","direct migration background","West Germany","707","0.434459813808132","0.410033867813118","0.458885759803146"
"Never","2009","direct migration background","East Germany","28","","",""
"Never","2009","indirect migration background","West Germany","77","0.0962231039541428","0.0739267549855808","0.118519452922705"
"Never","2009","indirect migration background","East Germany","3","","",""
"Daily","2010","no migration background","West Germany","","","",""
"Daily","2010","no migration background","East Germany","","","",""
"Daily","2010","direct migration background","West Germany","","","",""
"Daily","2010","direct migration background","East Germany","","","",""
"Daily","2010","indirect migration background","West Germany","","","",""
"Daily","2010","indirect migration background","East Germany","","","",""
"Min 1x per week","2010","no migration background","West Germany","","","",""
"Min 1x per week","2010","no migration background","East Germany","","","",""
"Min 1x per week","2010","direct migration background","West Germany","","","",""
"Min 1x per week","2010","direct migration background","East Germany","","","",""
"Min 1x per week","2010","indirect migration background","West Germany","","","",""
"Min 1x per week","2010","indirect migration background","East Germany","","","",""
"Min 1x per month","2010","no migration background","West Germany","","","",""
"Min 1x per month","2010","no migration background","East Germany","","","",""
"Min 1x per month","2010","direct migration background","West Germany","","","",""
"Min 1x per month","2010","direct migration background","East Germany","","","",""
"Min 1x per month","2010","indirect migration background","West Germany","","","",""
"Min 1x per month","2010","indirect migration background","East Germany","","","",""
"Rarely","2010","no migration background","West Germany","","","",""
"Rarely","2010","no migration background","East Germany","","","",""
"Rarely","2010","direct migration background","West Germany","","","",""
"Rarely","2010","direct migration background","East Germany","","","",""
"Rarely","2010","indirect migration background","West Germany","","","",""
"Rarely","2010","indirect migration background","East Germany","","","",""
"Never","2010","no migration background","West Germany","","","",""
"Never","2010","no migration background","East Germany","","","",""
"Never","2010","direct migration background","West Germany","","","",""
"Never","2010","direct migration background","East Germany","","","",""
"Never","2010","indirect migration background","West Germany","","","",""
"Never","2010","indirect migration background","East Germany","","","",""
"Daily","2011","no migration background","West Germany","","","",""
"Daily","2011","no migration background","East Germany","","","",""
"Daily","2011","direct migration background","West Germany","","","",""
"Daily","2011","direct migration background","East Germany","","","",""
"Daily","2011","indirect migration background","West Germany","","","",""
"Daily","2011","indirect migration background","East Germany","","","",""
"Min 1x per week","2011","no migration background","West Germany","954","0.059059650059347","0.0555937292261559","0.0625255708925381"
"Min 1x per week","2011","no migration background","East Germany","230","0.0482392448823552","0.0428511020853237","0.0536273876793866"
"Min 1x per week","2011","direct migration background","West Germany","87","0.0283589058421966","0.0225070143995754","0.0342107972848178"
"Min 1x per week","2011","direct migration background","East Germany","8","","",""
"Min 1x per week","2011","indirect migration background","West Germany","99","0.0980976044253924","0.0813931068403132","0.114802102010472"
"Min 1x per week","2011","indirect migration background","East Germany","3","","",""
"Min 1x per month","2011","no migration background","West Germany","3245","0.191041417508538","0.185261534245806","0.196821300771271"
"Min 1x per month","2011","no migration background","East Germany","884","0.157080512588424","0.147930342817526","0.166230682359322"
"Min 1x per month","2011","direct migration background","West Germany","374","0.139689248148199","0.127468219737923","0.151910276558475"
"Min 1x per month","2011","direct migration background","East Germany","16","","",""
"Min 1x per month","2011","indirect migration background","West Germany","340","0.344742134599644","0.318050341398598","0.371433927800689"
"Min 1x per month","2011","indirect migration background","East Germany","23","","",""
"Rarely","2011","no migration background","West Germany","8505","0.434033919327923","0.426746912191898","0.441320926463948"
"Rarely","2011","no migration background","East Germany","3135","0.478454142273914","0.465892646413664","0.491015638134164"
"Rarely","2011","direct migration background","West Germany","1260","0.416982728296001","0.399600784865821","0.43436467172618"
"Rarely","2011","direct migration background","East Germany","59","0.289091596349885","0.217952171525857","0.360231021173914"
"Rarely","2011","indirect migration background","West Germany","568","0.432715840812252","0.404891417484295","0.460540264140209"
"Rarely","2011","indirect migration background","East Germany","42","0.355442092684705","0.254280824697016","0.456603360672395"
"Never","2011","no migration background","West Germany","5067","0.315865013104191","0.309030401809306","0.322699624399077"
"Never","2011","no migration background","East Germany","1826","0.316226100255307","0.304532989433955","0.327919211076658"
"Never","2011","direct migration background","West Germany","1370","0.414969117713604","0.397599275506959","0.432338959920248"
"Never","2011","direct migration background","East Germany","73","0.517986076924646","0.439575504098341","0.596396649750952"
"Never","2011","indirect migration background","West Germany","211","0.124444420162712","0.105906798208173","0.142982042117251"
"Never","2011","indirect migration background","East Germany","18","","",""
"Daily","2012","no migration background","West Germany","","","",""
"Daily","2012","no migration background","East Germany","","","",""
"Daily","2012","direct migration background","West Germany","","","",""
