"pli0091_h","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","1992","Couple + C. LE and GT 16","middle vocational","66","0.177702728880777","0.140836005679616","0.214569452081938"
"Min 1x per month","1992","Couple + C. LE and GT 16","vocational + Abi","2","","",""
"Min 1x per month","1992","Couple + C. LE and GT 16","higher vocational","4","","",""
"Min 1x per month","1992","Couple + C. LE and GT 16","higher education","8","","",""
"Rarely","1992","1-pers.-HH","in school","","","",""
"Rarely","1992","1-pers.-HH","inadequately","10","","",""
"Rarely","1992","1-pers.-HH","general elemantary","44","0.114185005953938","0.0810549237812264","0.14731508812665"
"Rarely","1992","1-pers.-HH","middle vocational","149","0.225279255734269","0.19323688107107","0.257321630397468"
"Rarely","1992","1-pers.-HH","vocational + Abi","12","","",""
"Rarely","1992","1-pers.-HH","higher vocational","14","","",""
"Rarely","1992","1-pers.-HH","higher education","40","0.254374229332122","0.183488126526758","0.325260332137485"
"Rarely","1992","(Married) couple without C. ","in school","","","",""
"Rarely","1992","(Married) couple without C. ","inadequately","15","","",""
"Rarely","1992","(Married) couple without C. ","general elemantary","154","0.218001866907694","0.185963474511618","0.25004025930377"
"Rarely","1992","(Married) couple without C. ","middle vocational","604","0.338635706987062","0.316475807466359","0.360795606507764"
"Rarely","1992","(Married) couple without C. ","vocational + Abi","36","0.288449092787117","0.19829202035249","0.378606165221745"
"Rarely","1992","(Married) couple without C. ","higher vocational","87","0.372455616529256","0.310110622394115","0.434800610664397"
"Rarely","1992","(Married) couple without C. ","higher education","162","0.421713540085107","0.373074971807489","0.470352108362726"
"Rarely","1992","Single parent ","in school","5","","",""
"Rarely","1992","Single parent ","inadequately","2","","",""
"Rarely","1992","Single parent ","general elemantary","50","0.304858379831145","0.233304161239081","0.37641259842321"
"Rarely","1992","Single parent ","middle vocational","118","0.395940842951771","0.341675108932537","0.450206576971005"
"Rarely","1992","Single parent ","vocational + Abi","6","","",""
"Rarely","1992","Single parent ","higher vocational","8","","",""
"Rarely","1992","Single parent ","higher education","36","0.49691336499181","0.380613115734893","0.613213614248728"
"Rarely","1992","Couple + C. LE 16 ","in school","","","",""
"Rarely","1992","Couple + C. LE 16 ","inadequately","33","0.281598661606109","0.199748798770335","0.363448524441884"
"Rarely","1992","Couple + C. LE 16 ","general elemantary","166","0.50869185669502","0.459822183092306","0.557561530297735"
"Rarely","1992","Couple + C. LE 16 ","middle vocational","995","0.574106618091242","0.551103027228982","0.597110208953502"
"Rarely","1992","Couple + C. LE 16 ","vocational + Abi","64","0.637807094456066","0.544986547939837","0.730627640972296"
"Rarely","1992","Couple + C. LE 16 ","higher vocational","137","0.587559863378808","0.523093881249043","0.652025845508572"
"Rarely","1992","Couple + C. LE 16 ","higher education","395","0.612716714124201","0.574310801068484","0.651122627179919"
"Rarely","1992","Couple + C. GT 16 ","in school","19","","",""
"Rarely","1992","Couple + C. GT 16 ","inadequately","33","0.194641978467869","0.132906858406062","0.256377098529676"
"Rarely","1992","Couple + C. GT 16 ","general elemantary","122","0.216575042480498","0.184125717120469","0.249024367840528"
"Rarely","1992","Couple + C. GT 16 ","middle vocational","494","0.385437459448284","0.359456023652646","0.411418895243922"
"Rarely","1992","Couple + C. GT 16 ","vocational + Abi","17","","",""
"Rarely","1992","Couple + C. GT 16 ","higher vocational","58","0.463875231412084","0.375018786429092","0.552731676395077"
"Rarely","1992","Couple + C. GT 16 ","higher education","130","0.463355605436141","0.40129403515253","0.525417175719752"
"Rarely","1992","Couple + C. LE and GT 16","in school","20","","",""
"Rarely","1992","Couple + C. LE and GT 16","inadequately","22","","",""
"Rarely","1992","Couple + C. LE and GT 16","general elemantary","96","0.284550072153519","0.23728035093447","0.331819793372568"
"Rarely","1992","Couple + C. LE and GT 16","middle vocational","171","0.420741126126317","0.373129074535536","0.468353177717098"
"Rarely","1992","Couple + C. LE and GT 16","vocational + Abi","11","","",""
"Rarely","1992","Couple + C. LE and GT 16","higher vocational","36","0.56775009843147","0.441343965383253","0.694156231479687"
"Rarely","1992","Couple + C. LE and GT 16","higher education","71","0.708142612574362","0.619039310107613","0.797245915041111"
"Never","1992","1-pers.-HH","in school","","","",""
"Never","1992","1-pers.-HH","inadequately","25","","",""
"Never","1992","1-pers.-HH","general elemantary","269","0.804973522017134","0.763698810491672","0.846248233542597"
"Never","1992","1-pers.-HH","middle vocational","340","0.551364215683753","0.513217448034436","0.58951098333307"
"Never","1992","1-pers.-HH","vocational + Abi","11","","",""
"Never","1992","1-pers.-HH","higher vocational","30","0.496813523952182","0.377975664787124","0.61565138311724"
"Never","1992","1-pers.-HH","higher education","48","0.319814859495972","0.24389996739257","0.395729751599374"
"Never","1992","(Married) couple without C. ","in school","","","",""
"Never","1992","(Married) couple without C. ","inadequately","55","0.657331040264482","0.550629485314968","0.764032595213996"
"Never","1992","(Married) couple without C. ","general elemantary","426","0.710452985094508","0.675259281721724","0.745646688467291"
"Never","1992","(Married) couple without C. ","middle vocational","850","0.511392215246079","0.487985617724781","0.534798812767377"
"Never","1992","(Married) couple without C. ","vocational + Abi","29","","",""
"Never","1992","(Married) couple without C. ","higher vocational","97","0.448919877943028","0.384779148874031","0.513060607012026"
"Never","1992","(Married) couple without C. ","higher education","160","0.400281948988392","0.352025311022573","0.448538586954212"
"Never","1992","Single parent ","in school","1","","",""
"Never","1992","Single parent ","inadequately","21","","",""
"Never","1992","Single parent ","general elemantary","62","0.420905611134667","0.344166535248892","0.497644687020441"
"Never","1992","Single parent ","middle vocational","92","0.273501928993667","0.224040321855574","0.32296353613176"
"Never","1992","Single parent ","vocational + Abi","2","","",""
"Never","1992","Single parent ","higher vocational","7","","",""
"Never","1992","Single parent ","higher education","16","","",""
"Never","1992","Couple + C. LE 16 ","in school","","","",""
"Never","1992","Couple + C. LE 16 ","inadequately","76","0.679179720103975","0.59423383264585","0.7641256075621"
"Never","1992","Couple + C. LE 16 ","general elemantary","189","0.384637200505576","0.337078900059755","0.432195500951396"
"Never","1992","Couple + C. LE 16 ","middle vocational","543","0.295942725209408","0.274707506328406","0.31717794409041"
"Never","1992","Couple + C. LE 16 ","vocational + Abi","28","","",""
"Never","1992","Couple + C. LE 16 ","higher vocational","58","0.296482531273451","0.236674283400309","0.356290779146593"
"Never","1992","Couple + C. LE 16 ","higher education","137","0.228683326824533","0.195571170481732","0.261795483167333"
"Never","1992","Couple + C. GT 16 ","in school","5","","",""
"Never","1992","Couple + C. GT 16 ","inadequately","110","0.678131084793911","0.605283376835573","0.750978792752248"
"Never","1992","Couple + C. GT 16 ","general elemantary","250","0.42604706192336","0.387091480064961","0.465002643781759"
"Never","1992","Couple + C. GT 16 ","middle vocational","412","0.299827783277123","0.275368624363275","0.324286942190971"
"Never","1992","Couple + C. GT 16 ","vocational + Abi","11","","",""
"Never","1992","Couple + C. GT 16 ","higher vocational","40","0.342237720128101","0.257699358803574","0.426776081452629"
"Never","1992","Couple + C. GT 16 ","higher education","76","0.332516909450266","0.273882945948918","0.391150872951614"
"Never","1992","Couple + C. LE and GT 16","in school","6","","",""
"Never","1992","Couple + C. LE and GT 16","inadequately","79","0.605699492732917","0.51933448660551","0.692064498860324"
"Never","1992","Couple + C. LE and GT 16","general elemantary","91","0.198650445328316","0.156851065303796","0.240449825352836"
"Never","1992","Couple + C. LE and GT 16","middle vocational","135","0.291172305661938","0.247357747490321","0.334986863833554"
"Never","1992","Couple + C. LE and GT 16","vocational + Abi","6","","",""
"Never","1992","Couple + C. LE and GT 16","higher vocational","16","","",""
"Never","1992","Couple + C. LE and GT 16","higher education","15","","",""
"Daily","1993","1-pers.-HH","in school","","","",""
"Daily","1993","1-pers.-HH","inadequately","","","",""
"Daily","1993","1-pers.-HH","general elemantary","","","",""
"Daily","1993","1-pers.-HH","middle vocational","","","",""
"Daily","1993","1-pers.-HH","vocational + Abi","","","",""
"Daily","1993","1-pers.-HH","higher vocational","","","",""
"Daily","1993","1-pers.-HH","higher education","","","",""
"Daily","1993","(Married) couple without C. ","in school","","","",""
"Daily","1993","(Married) couple without C. ","inadequately","","","",""
"Daily","1993","(Married) couple without C. ","general elemantary","","","",""
"Daily","1993","(Married) couple without C. ","middle vocational","","","",""
"Daily","1993","(Married) couple without C. ","vocational + Abi","","","",""
"Daily","1993","(Married) couple without C. ","higher vocational","","","",""
"Daily","1993","(Married) couple without C. ","higher education","","","",""
"Daily","1993","Single parent ","in school","","","",""
"Daily","1993","Single parent ","inadequately","","","",""
"Daily","1993","Single parent ","general elemantary","","","",""
"Daily","1993","Single parent ","middle vocational","","","",""
"Daily","1993","Single parent ","vocational + Abi","","","",""
"Daily","1993","Single parent ","higher vocational","","","",""
"Daily","1993","Single parent ","higher education","","","",""
"Daily","1993","Couple + C. LE 16 ","in school","","","",""
"Daily","1993","Couple + C. LE 16 ","inadequately","","","",""
"Daily","1993","Couple + C. LE 16 ","general elemantary","","","",""
"Daily","1993","Couple + C. LE 16 ","middle vocational","","","",""
"Daily","1993","Couple + C. LE 16 ","vocational + Abi","","","",""
"Daily","1993","Couple + C. LE 16 ","higher vocational","","","",""
"Daily","1993","Couple + C. LE 16 ","higher education","","","",""
"Daily","1993","Couple + C. GT 16 ","in school","","","",""
"Daily","1993","Couple + C. GT 16 ","inadequately","","","",""
"Daily","1993","Couple + C. GT 16 ","general elemantary","","","",""
"Daily","1993","Couple + C. GT 16 ","middle vocational","","","",""
"Daily","1993","Couple + C. GT 16 ","vocational + Abi","","","",""
"Daily","1993","Couple + C. GT 16 ","higher vocational","","","",""
"Daily","1993","Couple + C. GT 16 ","higher education","","","",""
"Daily","1993","Couple + C. LE and GT 16","in school","","","",""
"Daily","1993","Couple + C. LE and GT 16","inadequately","","","",""
"Daily","1993","Couple + C. LE and GT 16","general elemantary","","","",""
"Daily","1993","Couple + C. LE and GT 16","middle vocational","","","",""
"Daily","1993","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Daily","1993","Couple + C. LE and GT 16","higher vocational","","","",""
"Daily","1993","Couple + C. LE and GT 16","higher education","","","",""
"Min 1x per week","1993","1-pers.-HH","in school","","","",""
"Min 1x per week","1993","1-pers.-HH","inadequately","","","",""
"Min 1x per week","1993","1-pers.-HH","general elemantary","","","",""
"Min 1x per week","1993","1-pers.-HH","middle vocational","","","",""
"Min 1x per week","1993","1-pers.-HH","vocational + Abi","","","",""
"Min 1x per week","1993","1-pers.-HH","higher vocational","","","",""
"Min 1x per week","1993","1-pers.-HH","higher education","","","",""
"Min 1x per week","1993","(Married) couple without C. ","in school","","","",""
"Min 1x per week","1993","(Married) couple without C. ","inadequately","","","",""
"Min 1x per week","1993","(Married) couple without C. ","general elemantary","","","",""
"Min 1x per week","1993","(Married) couple without C. ","middle vocational","","","",""
"Min 1x per week","1993","(Married) couple without C. ","vocational + Abi","","","",""
"Min 1x per week","1993","(Married) couple without C. ","higher vocational","","","",""
"Min 1x per week","1993","(Married) couple without C. ","higher education","","","",""
"Min 1x per week","1993","Single parent ","in school","","","",""
"Min 1x per week","1993","Single parent ","inadequately","","","",""
"Min 1x per week","1993","Single parent ","general elemantary","","","",""
"Min 1x per week","1993","Single parent ","middle vocational","","","",""
"Min 1x per week","1993","Single parent ","vocational + Abi","","","",""
"Min 1x per week","1993","Single parent ","higher vocational","","","",""
"Min 1x per week","1993","Single parent ","higher education","","","",""
"Min 1x per week","1993","Couple + C. LE 16 ","in school","","","",""
"Min 1x per week","1993","Couple + C. LE 16 ","inadequately","","","",""
"Min 1x per week","1993","Couple + C. LE 16 ","general elemantary","","","",""
"Min 1x per week","1993","Couple + C. LE 16 ","middle vocational","","","",""
"Min 1x per week","1993","Couple + C. LE 16 ","vocational + Abi","","","",""
"Min 1x per week","1993","Couple + C. LE 16 ","higher vocational","","","",""
"Min 1x per week","1993","Couple + C. LE 16 ","higher education","","","",""
"Min 1x per week","1993","Couple + C. GT 16 ","in school","","","",""
"Min 1x per week","1993","Couple + C. GT 16 ","inadequately","","","",""
"Min 1x per week","1993","Couple + C. GT 16 ","general elemantary","","","",""
"Min 1x per week","1993","Couple + C. GT 16 ","middle vocational","","","",""
"Min 1x per week","1993","Couple + C. GT 16 ","vocational + Abi","","","",""
"Min 1x per week","1993","Couple + C. GT 16 ","higher vocational","","","",""
"Min 1x per week","1993","Couple + C. GT 16 ","higher education","","","",""
"Min 1x per week","1993","Couple + C. LE and GT 16","in school","","","",""
"Min 1x per week","1993","Couple + C. LE and GT 16","inadequately","","","",""
"Min 1x per week","1993","Couple + C. LE and GT 16","general elemantary","","","",""
"Min 1x per week","1993","Couple + C. LE and GT 16","middle vocational","","","",""
"Min 1x per week","1993","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Min 1x per week","1993","Couple + C. LE and GT 16","higher vocational","","","",""
"Min 1x per week","1993","Couple + C. LE and GT 16","higher education","","","",""
"Min 1x per month","1993","1-pers.-HH","in school","","","",""
"Min 1x per month","1993","1-pers.-HH","inadequately","","","",""
"Min 1x per month","1993","1-pers.-HH","general elemantary","","","",""
"Min 1x per month","1993","1-pers.-HH","middle vocational","","","",""
"Min 1x per month","1993","1-pers.-HH","vocational + Abi","","","",""
"Min 1x per month","1993","1-pers.-HH","higher vocational","","","",""
"Min 1x per month","1993","1-pers.-HH","higher education","","","",""
"Min 1x per month","1993","(Married) couple without C. ","in school","","","",""
"Min 1x per month","1993","(Married) couple without C. ","inadequately","","","",""
"Min 1x per month","1993","(Married) couple without C. ","general elemantary","","","",""
"Min 1x per month","1993","(Married) couple without C. ","middle vocational","","","",""
"Min 1x per month","1993","(Married) couple without C. ","vocational + Abi","","","",""
"Min 1x per month","1993","(Married) couple without C. ","higher vocational","","","",""
"Min 1x per month","1993","(Married) couple without C. ","higher education","","","",""
"Min 1x per month","1993","Single parent ","in school","","","",""
"Min 1x per month","1993","Single parent ","inadequately","","","",""
"Min 1x per month","1993","Single parent ","general elemantary","","","",""
"Min 1x per month","1993","Single parent ","middle vocational","","","",""
"Min 1x per month","1993","Single parent ","vocational + Abi","","","",""
"Min 1x per month","1993","Single parent ","higher vocational","","","",""
"Min 1x per month","1993","Single parent ","higher education","","","",""
"Min 1x per month","1993","Couple + C. LE 16 ","in school","","","",""
"Min 1x per month","1993","Couple + C. LE 16 ","inadequately","","","",""
"Min 1x per month","1993","Couple + C. LE 16 ","general elemantary","","","",""
"Min 1x per month","1993","Couple + C. LE 16 ","middle vocational","","","",""
"Min 1x per month","1993","Couple + C. LE 16 ","vocational + Abi","","","",""
"Min 1x per month","1993","Couple + C. LE 16 ","higher vocational","","","",""
"Min 1x per month","1993","Couple + C. LE 16 ","higher education","","","",""
"Min 1x per month","1993","Couple + C. GT 16 ","in school","","","",""
"Min 1x per month","1993","Couple + C. GT 16 ","inadequately","","","",""
"Min 1x per month","1993","Couple + C. GT 16 ","general elemantary","","","",""
"Min 1x per month","1993","Couple + C. GT 16 ","middle vocational","","","",""
"Min 1x per month","1993","Couple + C. GT 16 ","vocational + Abi","","","",""
"Min 1x per month","1993","Couple + C. GT 16 ","higher vocational","","","",""
"Min 1x per month","1993","Couple + C. GT 16 ","higher education","","","",""
"Min 1x per month","1993","Couple + C. LE and GT 16","in school","","","",""
"Min 1x per month","1993","Couple + C. LE and GT 16","inadequately","","","",""
"Min 1x per month","1993","Couple + C. LE and GT 16","general elemantary","","","",""
"Min 1x per month","1993","Couple + C. LE and GT 16","middle vocational","","","",""
"Min 1x per month","1993","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Min 1x per month","1993","Couple + C. LE and GT 16","higher vocational","","","",""
"Min 1x per month","1993","Couple + C. LE and GT 16","higher education","","","",""
"Rarely","1993","1-pers.-HH","in school","","","",""
"Rarely","1993","1-pers.-HH","inadequately","","","",""
"Rarely","1993","1-pers.-HH","general elemantary","","","",""
"Rarely","1993","1-pers.-HH","middle vocational","","","",""
"Rarely","1993","1-pers.-HH","vocational + Abi","","","",""
"Rarely","1993","1-pers.-HH","higher vocational","","","",""
"Rarely","1993","1-pers.-HH","higher education","","","",""
"Rarely","1993","(Married) couple without C. ","in school","","","",""
"Rarely","1993","(Married) couple without C. ","inadequately","","","",""
"Rarely","1993","(Married) couple without C. ","general elemantary","","","",""
"Rarely","1993","(Married) couple without C. ","middle vocational","","","",""
"Rarely","1993","(Married) couple without C. ","vocational + Abi","","","",""
"Rarely","1993","(Married) couple without C. ","higher vocational","","","",""
"Rarely","1993","(Married) couple without C. ","higher education","","","",""
"Rarely","1993","Single parent ","in school","","","",""
"Rarely","1993","Single parent ","inadequately","","","",""
"Rarely","1993","Single parent ","general elemantary","","","",""
"Rarely","1993","Single parent ","middle vocational","","","",""
"Rarely","1993","Single parent ","vocational + Abi","","","",""
"Rarely","1993","Single parent ","higher vocational","","","",""
"Rarely","1993","Single parent ","higher education","","","",""
"Rarely","1993","Couple + C. LE 16 ","in school","","","",""
"Rarely","1993","Couple + C. LE 16 ","inadequately","","","",""
"Rarely","1993","Couple + C. LE 16 ","general elemantary","","","",""
"Rarely","1993","Couple + C. LE 16 ","middle vocational","","","",""
"Rarely","1993","Couple + C. LE 16 ","vocational + Abi","","","",""
"Rarely","1993","Couple + C. LE 16 ","higher vocational","","","",""
"Rarely","1993","Couple + C. LE 16 ","higher education","","","",""
"Rarely","1993","Couple + C. GT 16 ","in school","","","",""
"Rarely","1993","Couple + C. GT 16 ","inadequately","","","",""
"Rarely","1993","Couple + C. GT 16 ","general elemantary","","","",""
"Rarely","1993","Couple + C. GT 16 ","middle vocational","","","",""
"Rarely","1993","Couple + C. GT 16 ","vocational + Abi","","","",""
"Rarely","1993","Couple + C. GT 16 ","higher vocational","","","",""
"Rarely","1993","Couple + C. GT 16 ","higher education","","","",""
"Rarely","1993","Couple + C. LE and GT 16","in school","","","",""
"Rarely","1993","Couple + C. LE and GT 16","inadequately","","","",""
"Rarely","1993","Couple + C. LE and GT 16","general elemantary","","","",""
"Rarely","1993","Couple + C. LE and GT 16","middle vocational","","","",""
"Rarely","1993","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Rarely","1993","Couple + C. LE and GT 16","higher vocational","","","",""
"Rarely","1993","Couple + C. LE and GT 16","higher education","","","",""
"Never","1993","1-pers.-HH","in school","","","",""
"Never","1993","1-pers.-HH","inadequately","","","",""
"Never","1993","1-pers.-HH","general elemantary","","","",""
"Never","1993","1-pers.-HH","middle vocational","","","",""
"Never","1993","1-pers.-HH","vocational + Abi","","","",""
"Never","1993","1-pers.-HH","higher vocational","","","",""
"Never","1993","1-pers.-HH","higher education","","","",""
"Never","1993","(Married) couple without C. ","in school","","","",""
"Never","1993","(Married) couple without C. ","inadequately","","","",""
"Never","1993","(Married) couple without C. ","general elemantary","","","",""
"Never","1993","(Married) couple without C. ","middle vocational","","","",""
"Never","1993","(Married) couple without C. ","vocational + Abi","","","",""
"Never","1993","(Married) couple without C. ","higher vocational","","","",""
"Never","1993","(Married) couple without C. ","higher education","","","",""
"Never","1993","Single parent ","in school","","","",""
"Never","1993","Single parent ","inadequately","","","",""
"Never","1993","Single parent ","general elemantary","","","",""
"Never","1993","Single parent ","middle vocational","","","",""
"Never","1993","Single parent ","vocational + Abi","","","",""
"Never","1993","Single parent ","higher vocational","","","",""
"Never","1993","Single parent ","higher education","","","",""
"Never","1993","Couple + C. LE 16 ","in school","","","",""
"Never","1993","Couple + C. LE 16 ","inadequately","","","",""
"Never","1993","Couple + C. LE 16 ","general elemantary","","","",""
"Never","1993","Couple + C. LE 16 ","middle vocational","","","",""
"Never","1993","Couple + C. LE 16 ","vocational + Abi","","","",""
"Never","1993","Couple + C. LE 16 ","higher vocational","","","",""
"Never","1993","Couple + C. LE 16 ","higher education","","","",""
"Never","1993","Couple + C. GT 16 ","in school","","","",""
"Never","1993","Couple + C. GT 16 ","inadequately","","","",""
"Never","1993","Couple + C. GT 16 ","general elemantary","","","",""
"Never","1993","Couple + C. GT 16 ","middle vocational","","","",""
"Never","1993","Couple + C. GT 16 ","vocational + Abi","","","",""
"Never","1993","Couple + C. GT 16 ","higher vocational","","","",""
"Never","1993","Couple + C. GT 16 ","higher education","","","",""
"Never","1993","Couple + C. LE and GT 16","in school","","","",""
"Never","1993","Couple + C. LE and GT 16","inadequately","","","",""
"Never","1993","Couple + C. LE and GT 16","general elemantary","","","",""
"Never","1993","Couple + C. LE and GT 16","middle vocational","","","",""
"Never","1993","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Never","1993","Couple + C. LE and GT 16","higher vocational","","","",""
"Never","1993","Couple + C. LE and GT 16","higher education","","","",""
"Daily","1994","1-pers.-HH","in school","","","",""
"Daily","1994","1-pers.-HH","inadequately","","","",""
"Daily","1994","1-pers.-HH","general elemantary","","","",""
"Daily","1994","1-pers.-HH","middle vocational","","","",""
"Daily","1994","1-pers.-HH","vocational + Abi","","","",""
"Daily","1994","1-pers.-HH","higher vocational","","","",""
"Daily","1994","1-pers.-HH","higher education","","","",""
"Daily","1994","(Married) couple without C. ","in school","","","",""
"Daily","1994","(Married) couple without C. ","inadequately","","","",""
"Daily","1994","(Married) couple without C. ","general elemantary","","","",""
"Daily","1994","(Married) couple without C. ","middle vocational","","","",""
"Daily","1994","(Married) couple without C. ","vocational + Abi","","","",""
"Daily","1994","(Married) couple without C. ","higher vocational","","","",""
"Daily","1994","(Married) couple without C. ","higher education","","","",""
"Daily","1994","Single parent ","in school","","","",""
"Daily","1994","Single parent ","inadequately","","","",""
"Daily","1994","Single parent ","general elemantary","","","",""
"Daily","1994","Single parent ","middle vocational","","","",""
"Daily","1994","Single parent ","vocational + Abi","","","",""
"Daily","1994","Single parent ","higher vocational","","","",""
"Daily","1994","Single parent ","higher education","","","",""
"Daily","1994","Couple + C. LE 16 ","in school","","","",""
"Daily","1994","Couple + C. LE 16 ","inadequately","","","",""
"Daily","1994","Couple + C. LE 16 ","general elemantary","","","",""
"Daily","1994","Couple + C. LE 16 ","middle vocational","","","",""
"Daily","1994","Couple + C. LE 16 ","vocational + Abi","","","",""
"Daily","1994","Couple + C. LE 16 ","higher vocational","","","",""
"Daily","1994","Couple + C. LE 16 ","higher education","","","",""
"Daily","1994","Couple + C. GT 16 ","in school","","","",""
"Daily","1994","Couple + C. GT 16 ","inadequately","","","",""
"Daily","1994","Couple + C. GT 16 ","general elemantary","","","",""
"Daily","1994","Couple + C. GT 16 ","middle vocational","","","",""
"Daily","1994","Couple + C. GT 16 ","vocational + Abi","","","",""
"Daily","1994","Couple + C. GT 16 ","higher vocational","","","",""
"Daily","1994","Couple + C. GT 16 ","higher education","","","",""
"Daily","1994","Couple + C. LE and GT 16","in school","","","",""
"Daily","1994","Couple + C. LE and GT 16","inadequately","","","",""
"Daily","1994","Couple + C. LE and GT 16","general elemantary","","","",""
"Daily","1994","Couple + C. LE and GT 16","middle vocational","","","",""
"Daily","1994","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Daily","1994","Couple + C. LE and GT 16","higher vocational","","","",""
"Daily","1994","Couple + C. LE and GT 16","higher education","","","",""
"Min 1x per week","1994","1-pers.-HH","in school","","","",""
"Min 1x per week","1994","1-pers.-HH","inadequately","2","","",""
"Min 1x per week","1994","1-pers.-HH","general elemantary","21","","",""
"Min 1x per week","1994","1-pers.-HH","middle vocational","70","0.0781704651814449","0.0583832333732146","0.0979576969896752"
"Min 1x per week","1994","1-pers.-HH","vocational + Abi","10","","",""
"Min 1x per week","1994","1-pers.-HH","higher vocational","12","","",""
"Min 1x per week","1994","1-pers.-HH","higher education","14","","",""
"Min 1x per week","1994","(Married) couple without C. ","in school","","","",""
"Min 1x per week","1994","(Married) couple without C. ","inadequately","","","",""
"Min 1x per week","1994","(Married) couple without C. ","general elemantary","23","","",""
"Min 1x per week","1994","(Married) couple without C. ","middle vocational","97","0.049742294345629","0.0397839411511911","0.0597006475400669"
"Min 1x per week","1994","(Married) couple without C. ","vocational + Abi","8","","",""
"Min 1x per week","1994","(Married) couple without C. ","higher vocational","14","","",""
"Min 1x per week","1994","(Married) couple without C. ","higher education","13","","",""
"Min 1x per week","1994","Single parent ","in school","9","","",""
"Min 1x per week","1994","Single parent ","inadequately","3","","",""
"Min 1x per week","1994","Single parent ","general elemantary","16","","",""
"Min 1x per week","1994","Single parent ","middle vocational","36","0.114442029646303","0.0773520882514882","0.151531971041119"
"Min 1x per week","1994","Single parent ","vocational + Abi","1","","",""
"Min 1x per week","1994","Single parent ","higher vocational","1","","",""
"Min 1x per week","1994","Single parent ","higher education","2","","",""
"Min 1x per week","1994","Couple + C. LE 16 ","in school","","","",""
"Min 1x per week","1994","Couple + C. LE 16 ","inadequately","","","",""
"Min 1x per week","1994","Couple + C. LE 16 ","general elemantary","8","","",""
"Min 1x per week","1994","Couple + C. LE 16 ","middle vocational","60","0.0345539951589783","0.025730385153779","0.0433776051641776"
"Min 1x per week","1994","Couple + C. LE 16 ","vocational + Abi","2","","",""
"Min 1x per week","1994","Couple + C. LE 16 ","higher vocational","3","","",""
"Min 1x per week","1994","Couple + C. LE 16 ","higher education","10","","",""
"Min 1x per week","1994","Couple + C. GT 16 ","in school","46","0.516805704317003","0.415785390611042","0.617826018022965"
"Min 1x per week","1994","Couple + C. GT 16 ","inadequately","6","","",""
"Min 1x per week","1994","Couple + C. GT 16 ","general elemantary","113","0.202214963959911","0.167218640590968","0.237211287328854"
"Min 1x per week","1994","Couple + C. GT 16 ","middle vocational","193","0.159730427011301","0.139248288690628","0.180212565331974"
"Min 1x per week","1994","Couple + C. GT 16 ","vocational + Abi","22","","",""
"Min 1x per week","1994","Couple + C. GT 16 ","higher vocational","8","","",""
"Min 1x per week","1994","Couple + C. GT 16 ","higher education","21","","",""
"Min 1x per week","1994","Couple + C. LE and GT 16","in school","46","0.452473995442921","0.359459435436765","0.545488555449077"
"Min 1x per week","1994","Couple + C. LE and GT 16","inadequately","5","","",""
"Min 1x per week","1994","Couple + C. LE and GT 16","general elemantary","85","0.33612723481851","0.281380357581401","0.39087411205562"
"Min 1x per week","1994","Couple + C. LE and GT 16","middle vocational","48","0.112705569893338","0.0835524229977632","0.141858716788913"
"Min 1x per week","1994","Couple + C. LE and GT 16","vocational + Abi","3","","",""
"Min 1x per week","1994","Couple + C. LE and GT 16","higher vocational","2","","",""
"Min 1x per week","1994","Couple + C. LE and GT 16","higher education","1","","",""
"Min 1x per month","1994","1-pers.-HH","in school","1","","",""
"Min 1x per month","1994","1-pers.-HH","inadequately","3","","",""
"Min 1x per month","1994","1-pers.-HH","general elemantary","27","","",""
"Min 1x per month","1994","1-pers.-HH","middle vocational","129","0.168706967454148","0.141102335330155","0.19631159957814"
"Min 1x per month","1994","1-pers.-HH","vocational + Abi","17","","",""
"Min 1x per month","1994","1-pers.-HH","higher vocational","14","","",""
"Min 1x per month","1994","1-pers.-HH","higher education","45","0.287623931682065","0.217703786252347","0.357544077111783"
"Min 1x per month","1994","(Married) couple without C. ","in school","","","",""
"Min 1x per month","1994","(Married) couple without C. ","inadequately","5","","",""
"Min 1x per month","1994","(Married) couple without C. ","general elemantary","30","0.0280356519974572","0.0149786219577382","0.0410926820371763"
"Min 1x per month","1994","(Married) couple without C. ","middle vocational","251","0.113365993348667","0.0988442916932248","0.127887695004109"
"Min 1x per month","1994","(Married) couple without C. ","vocational + Abi","30","0.275178595955939","0.18808018451089","0.362277007400989"
"Min 1x per month","1994","(Married) couple without C. ","higher vocational","33","0.113425366812407","0.0732220497219222","0.153628683902891"
"Min 1x per month","1994","(Married) couple without C. ","higher education","71","0.146362435026756","0.11299206455059","0.179732805502921"
"Min 1x per month","1994","Single parent ","in school","6","","",""
"Min 1x per month","1994","Single parent ","inadequately","1","","",""
"Min 1x per month","1994","Single parent ","general elemantary","25","","",""
"Min 1x per month","1994","Single parent ","middle vocational","67","0.230287963385034","0.18123619919614","0.279339727573929"
