"pli0091_h","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","1989","Schleswig-Holstein","general elemantary","","","","","3"
"Min 1x per month","1989","Schleswig-Holstein","middle vocational","","","","","3"
"Min 1x per month","1989","Schleswig-Holstein","vocational + Abi","","","","","3"
"Min 1x per month","1989","Mecklenburg-Western Pomerania","general elemantary","","","","","3"
"Min 1x per month","1989","Mecklenburg-Western Pomerania","middle vocational","","","","","3"
"Min 1x per month","1989","Mecklenburg-Western Pomerania","vocational + Abi","","","","","3"
"Min 1x per month","1989","Mecklenburg-Western Pomerania","higher vocational","","","","","3"
"Min 1x per month","1989","Mecklenburg-Western Pomerania","higher education","","","","","3"
"Min 1x per month","1989","Saxony","in school","","","","","3"
"Min 1x per month","1989","Saxony","inadequately","","","","","3"
"Min 1x per month","1989","Baden-Württemberg","higher education","","","","","3"
"Min 1x per month","1989","Bavaria","in school","","","","","3"
"Min 1x per month","1989","Bavaria","inadequately","","","","","3"
"Min 1x per month","1989","Bavaria","general elemantary","","","","","3"
"Min 1x per month","1989","Bavaria","middle vocational","","","","","3"
"Min 1x per month","1989","Bavaria","vocational + Abi","","","","","3"
"Min 1x per month","1989","Bavaria","higher vocational","","","","","3"
"Min 1x per month","1989","Bavaria","higher education","","","","","3"
"Min 1x per month","1989","Berlin","in school","","","","","3"
"Min 1x per month","1989","Berlin","inadequately","","","","","3"
"Min 1x per month","1989","Berlin","general elemantary","","","","","3"
"Min 1x per month","1989","Berlin","middle vocational","","","","","3"
"Min 1x per month","1989","Brandenburg","higher education","","","","","3"
"Min 1x per month","1989","Mecklenburg-Western Pomerania","in school","","","","","3"
"Min 1x per month","1989","Mecklenburg-Western Pomerania","inadequately","","","","","3"
"Min 1x per month","1989","Saxony","general elemantary","","","","","3"
"Min 1x per month","1989","Saxony","middle vocational","","","","","3"
"Min 1x per month","1989","Saxony","vocational + Abi","","","","","3"
"Min 1x per month","1989","Saxony","higher vocational","","","","","3"
"Min 1x per month","1989","Saxony","higher education","","","","","3"
"Min 1x per month","1989","Saxony-Anhalt","in school","","","","","3"
"Min 1x per month","1989","Saxony-Anhalt","inadequately","","","","","3"
"Min 1x per month","1989","Saxony-Anhalt","general elemantary","","","","","3"
"Min 1x per month","1989","Saxony-Anhalt","middle vocational","","","","","3"
"Min 1x per month","1989","Saxony-Anhalt","vocational + Abi","","","","","3"
"Min 1x per month","1989","Saxony-Anhalt","higher vocational","","","","","3"
"Min 1x per month","1989","Saxony-Anhalt","higher education","","","","","3"
"Min 1x per month","1989","Thuringia","in school","","","","","3"
"Min 1x per month","1989","Thuringia","inadequately","","","","","3"
"Min 1x per month","1989","Thuringia","general elemantary","","","","","3"
"Min 1x per month","1989","Thuringia","middle vocational","","","","","3"
"Min 1x per month","1989","Thuringia","vocational + Abi","","","","","3"
"Min 1x per month","1989","Thuringia","higher vocational","","","","","3"
"Min 1x per month","1989","Thuringia","higher education","","","","","3"
"Min 1x per month","1989","Berlin","vocational + Abi","","","","","3"
"Min 1x per month","1989","Berlin","higher vocational","","","","","3"
"Min 1x per month","1989","Berlin","higher education","","","","","3"
"Min 1x per month","1989","Brandenburg","in school","","","","","3"
"Min 1x per month","1989","Brandenburg","inadequately","","","","","3"
"Min 1x per month","1989","Brandenburg","general elemantary","","","","","3"
"Min 1x per month","1989","Brandenburg","middle vocational","","","","","3"
"Min 1x per month","1989","Brandenburg","vocational + Abi","","","","","3"
"Min 1x per month","1989","Brandenburg","higher vocational","","","","","3"
"Min 1x per week","1989","Schleswig-Holstein","higher vocational","","","","","2"
"Min 1x per week","1989","Schleswig-Holstein","higher education","","","","","2"
"Min 1x per week","1989","Hamburg","in school","","","","","2"
"Min 1x per week","1989","Hamburg","inadequately","","","","","2"
"Min 1x per week","1989","Hamburg","general elemantary","","","","","2"
"Min 1x per week","1989","Hamburg","middle vocational","","","","","2"
"Min 1x per week","1989","Hamburg","vocational + Abi","","","","","2"
"Min 1x per week","1989","Hamburg","higher vocational","","","","","2"
"Min 1x per week","1989","Hamburg","higher education","","","","","2"
"Min 1x per week","1989","Lower Saxony","in school","","","","","2"
"Min 1x per week","1989","Lower Saxony","inadequately","","","","","2"
"Min 1x per week","1989","Lower Saxony","general elemantary","","","","","2"
"Min 1x per week","1989","Lower Saxony","middle vocational","","","","","2"
"Min 1x per week","1989","Lower Saxony","vocational + Abi","","","","","2"
"Min 1x per week","1989","Lower Saxony","higher vocational","","","","","2"
"Min 1x per week","1989","Lower Saxony","higher education","","","","","2"
"Min 1x per week","1989","Bremen","in school","","","","","2"
"Min 1x per week","1989","Bremen","inadequately","","","","","2"
"Min 1x per week","1989","Bremen","general elemantary","","","","","2"
"Min 1x per week","1989","Bremen","middle vocational","","","","","2"
"Min 1x per week","1989","Bremen","vocational + Abi","","","","","2"
"Min 1x per week","1989","Bremen","higher vocational","","","","","2"
"Min 1x per week","1989","Bremen","higher education","","","","","2"
"Min 1x per week","1989","North Rhine-Westphalia","in school","","","","","2"
"Min 1x per week","1989","North Rhine-Westphalia","inadequately","","","","","2"
"Min 1x per week","1989","Hesse","inadequately","","","","","2"
"Min 1x per week","1989","Hesse","general elemantary","","","","","2"
"Min 1x per week","1989","Hesse","middle vocational","","","","","2"
"Min 1x per week","1989","Hesse","vocational + Abi","","","","","2"
"Min 1x per week","1989","Hesse","higher vocational","","","","","2"
"Min 1x per week","1989","Hesse","higher education","","","","","2"
"Min 1x per week","1989","Mecklenburg-Western Pomerania","general elemantary","","","","","2"
"Min 1x per week","1989","Mecklenburg-Western Pomerania","middle vocational","","","","","2"
"Min 1x per week","1989","Mecklenburg-Western Pomerania","vocational + Abi","","","","","2"
"Min 1x per week","1989","Mecklenburg-Western Pomerania","higher vocational","","","","","2"
"Min 1x per week","1989","Mecklenburg-Western Pomerania","higher education","","","","","2"
"Min 1x per week","1989","Saxony","in school","","","","","2"
"Min 1x per week","1989","Saxony","inadequately","","","","","2"
"Min 1x per week","1989","Schleswig-Holstein","in school","","","","","2"
"Min 1x per week","1989","Schleswig-Holstein","inadequately","","","","","2"
"Min 1x per week","1989","Schleswig-Holstein","general elemantary","","","","","2"
"Min 1x per week","1989","Schleswig-Holstein","middle vocational","","","","","2"
"Min 1x per week","1989","Schleswig-Holstein","vocational + Abi","","","","","2"
"Min 1x per week","1989","North Rhine-Westphalia","general elemantary","","","","","2"
"Min 1x per week","1989","North Rhine-Westphalia","middle vocational","","","","","2"
"Min 1x per week","1989","North Rhine-Westphalia","vocational + Abi","","","","","2"
"Min 1x per week","1989","North Rhine-Westphalia","higher vocational","","","","","2"
"Min 1x per week","1989","North Rhine-Westphalia","higher education","","","","","2"
"Min 1x per week","1989","Hesse","in school","","","","","2"
"Min 1x per week","1989","Rhineland-Palatinate,Saarland","in school","","","","","2"
"Min 1x per week","1989","Rhineland-Palatinate,Saarland","inadequately","","","","","2"
"Min 1x per week","1989","Rhineland-Palatinate,Saarland","general elemantary","","","","","2"
"Min 1x per week","1989","Rhineland-Palatinate,Saarland","middle vocational","","","","","2"
"Min 1x per week","1989","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","2"
"Min 1x per week","1989","Rhineland-Palatinate,Saarland","higher vocational","","","","","2"
"Min 1x per week","1989","Rhineland-Palatinate,Saarland","higher education","","","","","2"
"Min 1x per week","1989","Baden-Württemberg","in school","","","","","2"
"Min 1x per week","1989","Baden-Württemberg","inadequately","","","","","2"
"Min 1x per week","1989","Baden-Württemberg","general elemantary","","","","","2"
"Min 1x per week","1989","Baden-Württemberg","middle vocational","","","","","2"
"Min 1x per week","1989","Baden-Württemberg","vocational + Abi","","","","","2"
"Min 1x per week","1989","Baden-Württemberg","higher vocational","","","","","2"
"Min 1x per week","1989","Baden-Württemberg","higher education","","","","","2"
"Min 1x per week","1989","Bavaria","in school","","","","","2"
"Min 1x per week","1989","Bavaria","inadequately","","","","","2"
"Min 1x per week","1989","Bavaria","general elemantary","","","","","2"
"Min 1x per week","1989","Bavaria","middle vocational","","","","","2"
"Min 1x per week","1989","Bavaria","vocational + Abi","","","","","2"
"Min 1x per week","1989","Brandenburg","vocational + Abi","","","","","2"
"Min 1x per week","1989","Brandenburg","higher vocational","","","","","2"
"Min 1x per week","1989","Brandenburg","higher education","","","","","2"
"Min 1x per week","1989","Mecklenburg-Western Pomerania","in school","","","","","2"
"Min 1x per week","1989","Mecklenburg-Western Pomerania","inadequately","","","","","2"
"Min 1x per week","1989","Saxony","general elemantary","","","","","2"
"Min 1x per week","1989","Saxony","middle vocational","","","","","2"
"Min 1x per week","1989","Saxony","vocational + Abi","","","","","2"
"Min 1x per week","1989","Saxony","higher vocational","","","","","2"
"Min 1x per week","1989","Saxony","higher education","","","","","2"
"Min 1x per week","1989","Saxony-Anhalt","in school","","","","","2"
"Min 1x per week","1989","Saxony-Anhalt","inadequately","","","","","2"
"Min 1x per week","1989","Saxony-Anhalt","general elemantary","","","","","2"
"Min 1x per week","1989","Saxony-Anhalt","middle vocational","","","","","2"
"Min 1x per week","1989","Saxony-Anhalt","vocational + Abi","","","","","2"
"Min 1x per week","1989","Saxony-Anhalt","higher vocational","","","","","2"
"Min 1x per week","1989","Saxony-Anhalt","higher education","","","","","2"
"Min 1x per week","1989","Thuringia","in school","","","","","2"
"Min 1x per week","1989","Thuringia","inadequately","","","","","2"
"Min 1x per week","1989","Thuringia","general elemantary","","","","","2"
"Min 1x per week","1989","Thuringia","middle vocational","","","","","2"
"Min 1x per week","1989","Thuringia","vocational + Abi","","","","","2"
"Min 1x per week","1989","Thuringia","higher vocational","","","","","2"
"Min 1x per week","1989","Bavaria","higher vocational","","","","","2"
"Min 1x per week","1989","Bavaria","higher education","","","","","2"
"Min 1x per week","1989","Berlin","in school","","","","","2"
"Min 1x per week","1989","Berlin","inadequately","","","","","2"
"Min 1x per week","1989","Berlin","general elemantary","","","","","2"
"Min 1x per week","1989","Berlin","middle vocational","","","","","2"
"Min 1x per week","1989","Berlin","vocational + Abi","","","","","2"
"Min 1x per week","1989","Berlin","higher vocational","","","","","2"
"Min 1x per week","1989","Berlin","higher education","","","","","2"
"Min 1x per week","1989","Brandenburg","in school","","","","","2"
"Min 1x per week","1989","Brandenburg","inadequately","","","","","2"
"Min 1x per week","1989","Brandenburg","general elemantary","","","","","2"
"Min 1x per week","1989","Brandenburg","middle vocational","","","","","2"
"Min 1x per week","1989","Thuringia","higher education","","","","","2"
"Never","1989","Saxony-Anhalt","middle vocational","","","","","5"
"Never","1989","Saxony-Anhalt","inadequately","","","","","5"
"Never","1989","Saxony-Anhalt","general elemantary","","","","","5"
"Never","1989","Baden-Württemberg","in school","","","","","5"
"Never","1989","Hamburg","general elemantary","","","","","5"
"Never","1989","Hamburg","inadequately","","","","","5"
"Never","1989","Hamburg","in school","","","","","5"
"Never","1989","Saxony-Anhalt","vocational + Abi","","","","","5"
"Never","1989","Schleswig-Holstein","higher vocational","","","","","5"
"Never","1989","Baden-Württemberg","inadequately","","","","","5"
"Never","1989","Baden-Württemberg","middle vocational","","","","","5"
"Never","1989","Schleswig-Holstein","higher education","","","","","5"
"Never","1989","Saxony","vocational + Abi","","","","","5"
"Never","1989","Baden-Württemberg","general elemantary","","","","","5"
"Never","1989","Saxony","higher education","","","","","5"
"Never","1989","Thuringia","general elemantary","","","","","5"
"Never","1989","Thuringia","in school","","","","","5"
"Never","1989","Thuringia","inadequately","","","","","5"
"Never","1989","Baden-Württemberg","vocational + Abi","","","","","5"
"Never","1989","Saxony","higher vocational","","","","","5"
"Never","1989","Saxony-Anhalt","in school","","","","","5"
"Never","1989","Saxony-Anhalt","higher education","","","","","5"
"Never","1989","Saxony-Anhalt","higher vocational","","","","","5"
"Never","1989","Thuringia","middle vocational","","","","","5"
"Never","1989","Thuringia","vocational + Abi","","","","","5"
"Never","1989","Thuringia","higher vocational","","","","","5"
"Never","1989","Thuringia","higher education","","","","","5"
"Never","1989","Mecklenburg-Western Pomerania","middle vocational","","","","","5"
"Never","1989","Hamburg","middle vocational","","","","","5"
"Never","1989","Hamburg","vocational + Abi","","","","","5"
"Never","1989","Hamburg","higher vocational","","","","","5"
"Never","1989","Hamburg","higher education","","","","","5"
"Never","1989","Lower Saxony","in school","","","","","5"
"Never","1989","Lower Saxony","inadequately","","","","","5"
"Never","1989","Lower Saxony","general elemantary","","","","","5"
"Never","1989","Lower Saxony","middle vocational","","","","","5"
"Never","1989","Lower Saxony","vocational + Abi","","","","","5"
"Never","1989","Bremen","in school","","","","","5"
"Never","1989","Bremen","inadequately","","","","","5"
"Never","1989","Bremen","general elemantary","","","","","5"
"Never","1989","Bremen","middle vocational","","","","","5"
"Never","1989","North Rhine-Westphalia","higher vocational","","","","","5"
"Never","1989","North Rhine-Westphalia","higher education","","","","","5"
"Never","1989","Hesse","in school","","","","","5"
"Never","1989","Hesse","inadequately","","","","","5"
"Never","1989","Hesse","general elemantary","","","","","5"
"Never","1989","Rhineland-Palatinate,Saarland","middle vocational","","","","","5"
"Never","1989","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","5"
"Never","1989","Rhineland-Palatinate,Saarland","higher vocational","","","","","5"
"Never","1989","Rhineland-Palatinate,Saarland","higher education","","","","","5"
"Never","1989","Baden-Württemberg","higher vocational","","","","","5"
"Never","1989","Baden-Württemberg","higher education","","","","","5"
"Never","1989","Bavaria","in school","","","","","5"
"Never","1989","Bavaria","inadequately","","","","","5"
"Never","1989","Bavaria","general elemantary","","","","","5"
"Never","1989","Bavaria","middle vocational","","","","","5"
"Never","1989","Bavaria","vocational + Abi","","","","","5"
"Never","1989","Bavaria","higher vocational","","","","","5"
"Never","1989","Berlin","inadequately","","","","","5"
"Never","1989","Berlin","general elemantary","","","","","5"
"Never","1989","Berlin","middle vocational","","","","","5"
"Never","1989","Berlin","vocational + Abi","","","","","5"
"Never","1989","Mecklenburg-Western Pomerania","in school","","","","","5"
"Never","1989","Mecklenburg-Western Pomerania","inadequately","","","","","5"
"Never","1989","Mecklenburg-Western Pomerania","general elemantary","","","","","5"
"Never","1989","Mecklenburg-Western Pomerania","vocational + Abi","","","","","5"
"Never","1989","Mecklenburg-Western Pomerania","higher vocational","","","","","5"
"Never","1989","Mecklenburg-Western Pomerania","higher education","","","","","5"
"Never","1989","Saxony","in school","","","","","5"
"Never","1989","Saxony","inadequately","","","","","5"
"Never","1989","Saxony","general elemantary","","","","","5"
"Never","1989","Saxony","middle vocational","","","","","5"
"Never","1989","Lower Saxony","higher vocational","","","","","5"
"Never","1989","Lower Saxony","higher education","","","","","5"
"Never","1989","Bremen","vocational + Abi","","","","","5"
"Never","1989","Bremen","higher vocational","","","","","5"
"Never","1989","Bremen","higher education","","","","","5"
"Never","1989","North Rhine-Westphalia","in school","","","","","5"
"Never","1989","North Rhine-Westphalia","inadequately","","","","","5"
"Never","1989","North Rhine-Westphalia","general elemantary","","","","","5"
"Never","1989","North Rhine-Westphalia","middle vocational","","","","","5"
"Never","1989","North Rhine-Westphalia","vocational + Abi","","","","","5"
"Never","1989","Hesse","middle vocational","","","","","5"
"Never","1989","Hesse","vocational + Abi","","","","","5"
"Never","1989","Hesse","higher vocational","","","","","5"
"Never","1989","Hesse","higher education","","","","","5"
"Never","1989","Rhineland-Palatinate,Saarland","in school","","","","","5"
"Never","1989","Rhineland-Palatinate,Saarland","inadequately","","","","","5"
"Never","1989","Rhineland-Palatinate,Saarland","general elemantary","","","","","5"
"Never","1989","Bavaria","higher education","","","","","5"
"Never","1989","Berlin","in school","","","","","5"
"Never","1989","Berlin","higher vocational","","","","","5"
"Never","1989","Berlin","higher education","","","","","5"
"Never","1989","Brandenburg","in school","","","","","5"
"Never","1989","Brandenburg","inadequately","","","","","5"
"Never","1989","Brandenburg","general elemantary","","","","","5"
"Never","1989","Brandenburg","middle vocational","","","","","5"
"Never","1989","Brandenburg","vocational + Abi","","","","","5"
"Never","1989","Brandenburg","higher vocational","","","","","5"
"Never","1989","Brandenburg","higher education","","","","","5"
"Never","1989","Schleswig-Holstein","in school","","","","","5"
"Never","1989","Schleswig-Holstein","inadequately","","","","","5"
"Never","1989","Schleswig-Holstein","general elemantary","","","","","5"
"Never","1989","Schleswig-Holstein","middle vocational","","","","","5"
"Never","1989","Schleswig-Holstein","vocational + Abi","","","","","5"
"Rarely","1989","Schleswig-Holstein","higher vocational","","","","","4"
"Rarely","1989","Schleswig-Holstein","higher education","","","","","4"
"Rarely","1989","Hamburg","in school","","","","","4"
"Rarely","1989","Hamburg","inadequately","","","","","4"
"Rarely","1989","Hamburg","general elemantary","","","","","4"
"Rarely","1989","Hamburg","middle vocational","","","","","4"
"Rarely","1989","Lower Saxony","higher vocational","","","","","4"
"Rarely","1989","Lower Saxony","higher education","","","","","4"
"Rarely","1989","Bremen","in school","","","","","4"
"Rarely","1989","Bremen","inadequately","","","","","4"
"Rarely","1989","Bremen","general elemantary","","","","","4"
"Rarely","1989","Hamburg","vocational + Abi","","","","","4"
"Rarely","1989","Hesse","in school","","","","","4"
"Rarely","1989","Bremen","middle vocational","","","","","4"
"Rarely","1989","Hamburg","higher vocational","","","","","4"
"Rarely","1989","North Rhine-Westphalia","in school","","","","","4"
"Rarely","1989","Rhineland-Palatinate,Saarland","general elemantary","","","","","4"
"Rarely","1989","Rhineland-Palatinate,Saarland","middle vocational","","","","","4"
"Rarely","1989","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","4"
"Rarely","1989","Rhineland-Palatinate,Saarland","higher vocational","","","","","4"
"Rarely","1989","Rhineland-Palatinate,Saarland","higher education","","","","","4"
"Rarely","1989","Baden-Württemberg","in school","","","","","4"
"Rarely","1989","Bremen","vocational + Abi","","","","","4"
"Rarely","1989","Bremen","higher vocational","","","","","4"
"Rarely","1989","Bremen","higher education","","","","","4"
"Rarely","1989","Hesse","inadequately","","","","","4"
"Rarely","1989","Hamburg","higher education","","","","","4"
"Rarely","1989","Lower Saxony","in school","","","","","4"
"Rarely","1989","Lower Saxony","inadequately","","","","","4"
"Rarely","1989","Lower Saxony","general elemantary","","","","","4"
"Rarely","1989","Lower Saxony","middle vocational","","","","","4"
"Rarely","1989","Lower Saxony","vocational + Abi","","","","","4"
"Rarely","1989","North Rhine-Westphalia","inadequately","","","","","4"
"Rarely","1989","North Rhine-Westphalia","general elemantary","","","","","4"
"Rarely","1989","North Rhine-Westphalia","middle vocational","","","","","4"
"Rarely","1989","North Rhine-Westphalia","vocational + Abi","","","","","4"
"Rarely","1989","North Rhine-Westphalia","higher vocational","","","","","4"
"Rarely","1989","North Rhine-Westphalia","higher education","","","","","4"
"Rarely","1989","Baden-Württemberg","inadequately","","","","","4"
"Rarely","1989","Baden-Württemberg","general elemantary","","","","","4"
"Rarely","1989","Baden-Württemberg","middle vocational","","","","","4"
"Rarely","1989","Baden-Württemberg","vocational + Abi","","","","","4"
"Rarely","1989","Baden-Württemberg","higher vocational","","","","","4"
"Rarely","1989","Baden-Württemberg","higher education","","","","","4"
"Rarely","1989","Bavaria","in school","","","","","4"
"Rarely","1989","Berlin","inadequately","","","","","4"
"Rarely","1989","Berlin","general elemantary","","","","","4"
"Rarely","1989","Berlin","middle vocational","","","","","4"
"Rarely","1989","Berlin","vocational + Abi","","","","","4"
"Rarely","1989","Berlin","higher vocational","","","","","4"
"Rarely","1989","Berlin","higher education","","","","","4"
"Rarely","1989","Brandenburg","in school","","","","","4"
"Rarely","1989","Brandenburg","inadequately","","","","","4"
"Rarely","1989","Mecklenburg-Western Pomerania","general elemantary","","","","","4"
"Rarely","1989","Hesse","general elemantary","","","","","4"
"Rarely","1989","Hesse","middle vocational","","","","","4"
"Rarely","1989","Hesse","vocational + Abi","","","","","4"
"Rarely","1989","Hesse","higher vocational","","","","","4"
"Rarely","1989","Hesse","higher education","","","","","4"
"Rarely","1989","Rhineland-Palatinate,Saarland","in school","","","","","4"
"Rarely","1989","Rhineland-Palatinate,Saarland","inadequately","","","","","4"
"Rarely","1989","Bavaria","inadequately","","","","","4"
"Rarely","1989","Bavaria","general elemantary","","","","","4"
"Rarely","1989","Bavaria","middle vocational","","","","","4"
"Rarely","1989","Bavaria","vocational + Abi","","","","","4"
"Rarely","1989","Bavaria","higher vocational","","","","","4"
"Rarely","1989","Bavaria","higher education","","","","","4"
"Rarely","1989","Berlin","in school","","","","","4"
"Rarely","1989","Brandenburg","general elemantary","","","","","4"
"Rarely","1989","Brandenburg","middle vocational","","","","","4"
"Rarely","1989","Brandenburg","vocational + Abi","","","","","4"
"Rarely","1989","Brandenburg","higher vocational","","","","","4"
"Rarely","1989","Brandenburg","higher education","","","","","4"
"Rarely","1989","Mecklenburg-Western Pomerania","in school","","","","","4"
"Rarely","1989","Mecklenburg-Western Pomerania","inadequately","","","","","4"
"Rarely","1989","Schleswig-Holstein","in school","","","","","4"
"Rarely","1989","Schleswig-Holstein","inadequately","","","","","4"
"Rarely","1989","Schleswig-Holstein","general elemantary","","","","","4"
"Rarely","1989","Schleswig-Holstein","middle vocational","","","","","4"
"Rarely","1989","Schleswig-Holstein","vocational + Abi","","","","","4"
"Rarely","1989","Mecklenburg-Western Pomerania","middle vocational","","","","","4"
"Rarely","1989","Mecklenburg-Western Pomerania","vocational + Abi","","","","","4"
"Rarely","1989","Mecklenburg-Western Pomerania","higher vocational","","","","","4"
"Rarely","1989","Mecklenburg-Western Pomerania","higher education","","","","","4"
"Rarely","1989","Saxony","in school","","","","","4"
"Rarely","1989","Saxony","inadequately","","","","","4"
"Rarely","1989","Saxony","general elemantary","","","","","4"
"Rarely","1989","Saxony","middle vocational","","","","","4"
"Rarely","1989","Saxony","vocational + Abi","","","","","4"
"Rarely","1989","Saxony","higher vocational","","","","","4"
"Rarely","1989","Saxony","higher education","","","","","4"
"Rarely","1989","Saxony-Anhalt","in school","","","","","4"
"Rarely","1989","Saxony-Anhalt","inadequately","","","","","4"
"Rarely","1989","Saxony-Anhalt","general elemantary","","","","","4"
"Rarely","1989","Saxony-Anhalt","middle vocational","","","","","4"
"Rarely","1989","Saxony-Anhalt","vocational + Abi","","","","","4"
"Rarely","1989","Saxony-Anhalt","higher vocational","","","","","4"
"Rarely","1989","Saxony-Anhalt","higher education","","","","","4"
"Rarely","1989","Thuringia","in school","","","","","4"
"Rarely","1989","Thuringia","inadequately","","","","","4"
"Rarely","1989","Thuringia","general elemantary","","","","","4"
"Rarely","1989","Thuringia","middle vocational","","","","","4"
"Rarely","1989","Thuringia","vocational + Abi","","","","","4"
"Rarely","1989","Thuringia","higher vocational","","","","","4"
"Rarely","1989","Thuringia","higher education","","","","","4"
"Daily","1990","Bremen","general elemantary","","","","","1"
"Daily","1990","Bremen","middle vocational","","","","","1"
"Daily","1990","Bremen","vocational + Abi","","","","","1"
"Daily","1990","Bremen","higher vocational","","","","","1"
"Daily","1990","Bremen","higher education","","","","","1"
"Daily","1990","North Rhine-Westphalia","in school","1","","","","1"
"Daily","1990","North Rhine-Westphalia","inadequately","","","","","1"
"Daily","1990","North Rhine-Westphalia","general elemantary","4","","","","1"
"Daily","1990","North Rhine-Westphalia","middle vocational","2","","","","1"
"Daily","1990","North Rhine-Westphalia","vocational + Abi","","","","","1"
"Daily","1990","North Rhine-Westphalia","higher vocational","","","","","1"
"Daily","1990","North Rhine-Westphalia","higher education","","","","","1"
"Daily","1990","Hesse","in school","","","","","1"
"Daily","1990","Hesse","inadequately","","","","","1"
"Daily","1990","Hesse","general elemantary","1","","","","1"
"Daily","1990","Hesse","middle vocational","1","","","","1"
"Daily","1990","Hesse","vocational + Abi","","","","","1"
"Daily","1990","Hesse","higher vocational","","","","","1"
"Daily","1990","Hesse","higher education","","","","","1"
"Daily","1990","Rhineland-Palatinate,Saarland","in school","","","","","1"
"Daily","1990","Berlin","middle vocational","","","","","1"
"Daily","1990","Berlin","vocational + Abi","","","","","1"
"Daily","1990","Berlin","higher vocational","","","","","1"
"Daily","1990","Berlin","higher education","","","","","1"
"Daily","1990","Brandenburg","in school","","","","","1"
"Daily","1990","Brandenburg","inadequately","","","","","1"
"Daily","1990","Brandenburg","general elemantary","","","","","1"
"Daily","1990","Brandenburg","middle vocational","","","","","1"
"Daily","1990","Brandenburg","vocational + Abi","","","","","1"
"Daily","1990","Brandenburg","higher vocational","","","","","1"
"Daily","1990","Brandenburg","higher education","","","","","1"
"Daily","1990","Mecklenburg-Western Pomerania","in school","","","","","1"
"Daily","1990","Mecklenburg-Western Pomerania","inadequately","","","","","1"
"Daily","1990","Mecklenburg-Western Pomerania","general elemantary","","","","","1"
"Daily","1990","Mecklenburg-Western Pomerania","middle vocational","","","","","1"
"Daily","1990","Mecklenburg-Western Pomerania","vocational + Abi","","","","","1"
"Daily","1990","Mecklenburg-Western Pomerania","higher vocational","","","","","1"
"Daily","1990","Mecklenburg-Western Pomerania","higher education","","","","","1"
"Daily","1990","Saxony","in school","","","","","1"
"Daily","1990","Saxony","inadequately","","","","","1"
"Daily","1990","Rhineland-Palatinate,Saarland","inadequately","","","","","1"
"Daily","1990","Rhineland-Palatinate,Saarland","general elemantary","","","","","1"
"Daily","1990","Rhineland-Palatinate,Saarland","middle vocational","","","","","1"
"Daily","1990","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","1"
"Daily","1990","Rhineland-Palatinate,Saarland","higher vocational","","","","","1"
"Daily","1990","Rhineland-Palatinate,Saarland","higher education","","","","","1"
"Daily","1990","Baden-Württemberg","in school","","","","","1"
"Daily","1990","Baden-Württemberg","inadequately","","","","","1"
"Daily","1990","Baden-Württemberg","general elemantary","","","","","1"
"Daily","1990","Baden-Württemberg","middle vocational","1","","","","1"
"Daily","1990","Baden-Württemberg","vocational + Abi","","","","","1"
"Daily","1990","Baden-Württemberg","higher vocational","","","","","1"
"Daily","1990","Baden-Württemberg","higher education","","","","","1"
"Daily","1990","Bavaria","in school","","","","","1"
"Daily","1990","Bavaria","inadequately","","","","","1"
"Daily","1990","Bavaria","general elemantary","","","","","1"
"Daily","1990","Bavaria","middle vocational","","","","","1"
"Daily","1990","Saxony","general elemantary","","","","","1"
"Daily","1990","Saxony","middle vocational","","","","","1"
"Daily","1990","Saxony","vocational + Abi","","","","","1"
"Daily","1990","Saxony","higher vocational","","","","","1"
"Daily","1990","Saxony","higher education","","","","","1"
"Daily","1990","Saxony-Anhalt","in school","","","","","1"
"Daily","1990","Saxony-Anhalt","inadequately","","","","","1"
"Daily","1990","Saxony-Anhalt","general elemantary","","","","","1"
"Daily","1990","Saxony-Anhalt","middle vocational","","","","","1"
"Daily","1990","Saxony-Anhalt","vocational + Abi","","","","","1"
"Daily","1990","Saxony-Anhalt","higher vocational","","","","","1"
"Daily","1990","Saxony-Anhalt","higher education","","","","","1"
"Daily","1990","Thuringia","in school","","","","","1"
"Daily","1990","Thuringia","inadequately","","","","","1"
"Daily","1990","Thuringia","general elemantary","","","","","1"
"Daily","1990","Thuringia","middle vocational","","","","","1"
"Daily","1990","Thuringia","vocational + Abi","","","","","1"
"Daily","1990","Thuringia","higher vocational","","","","","1"
"Daily","1990","Schleswig-Holstein","in school","","","","","1"
"Daily","1990","Schleswig-Holstein","inadequately","","","","","1"
"Daily","1990","Schleswig-Holstein","general elemantary","","","","","1"
"Daily","1990","Schleswig-Holstein","middle vocational","","","","","1"
"Daily","1990","Schleswig-Holstein","vocational + Abi","","","","","1"
"Daily","1990","Schleswig-Holstein","higher vocational","","","","","1"
"Daily","1990","Schleswig-Holstein","higher education","","","","","1"
"Daily","1990","Hamburg","in school","","","","","1"
"Daily","1990","Hamburg","inadequately","","","","","1"
"Daily","1990","Hamburg","general elemantary","","","","","1"
"Daily","1990","Hamburg","middle vocational","","","","","1"
"Daily","1990","Hamburg","vocational + Abi","","","","","1"
"Daily","1990","Hamburg","higher vocational","","","","","1"
"Daily","1990","Hamburg","higher education","","","","","1"
