"pli0091_h","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","1990","indirect migration background","higher vocational","2","","",""
"Min 1x per month","1990","indirect migration background","higher education","2","","",""
"Rarely","1990","no migration background","in school","18","","",""
"Rarely","1990","no migration background","inadequately","13","","",""
"Rarely","1990","no migration background","general elemantary","416","0.190708201098078","0.173482075730831","0.207934326465325"
"Rarely","1990","no migration background","middle vocational","2516","0.37004234200658","0.357917246123318","0.382167437889843"
"Rarely","1990","no migration background","vocational + Abi","120","0.405713538030452","0.347034954810759","0.464392121250146"
"Rarely","1990","no migration background","higher vocational","330","0.417362539489767","0.380910119646805","0.453814959332729"
"Rarely","1990","no migration background","higher education","902","0.520058211519981","0.49524265343858","0.544873769601382"
"Rarely","1990","direct migration background","in school","8","","",""
"Rarely","1990","direct migration background","inadequately","62","0.116562784896735","0.0898893775275143","0.143236192265956"
"Rarely","1990","direct migration background","general elemantary","161","0.209079859253953","0.182027157447351","0.236132561060556"
"Rarely","1990","direct migration background","middle vocational","220","0.282736680345639","0.252795522484723","0.312677838206555"
"Rarely","1990","direct migration background","vocational + Abi","25","","",""
"Rarely","1990","direct migration background","higher vocational","27","","",""
"Rarely","1990","direct migration background","higher education","55","0.402880153824417","0.317239197453232","0.488521110195602"
"Rarely","1990","indirect migration background","in school","12","","",""
"Rarely","1990","indirect migration background","inadequately","6","","",""
"Rarely","1990","indirect migration background","general elemantary","24","","",""
"Rarely","1990","indirect migration background","middle vocational","24","","",""
"Rarely","1990","indirect migration background","vocational + Abi","1","","",""
"Rarely","1990","indirect migration background","higher vocational","2","","",""
"Rarely","1990","indirect migration background","higher education","1","","",""
"Never","1990","no migration background","in school","5","","",""
"Never","1990","no migration background","inadequately","42","0.517604117903643","0.402977014436061","0.632231221371224"
"Never","1990","no migration background","general elemantary","1158","0.642320082634675","0.621302954222497","0.663337211046853"
"Never","1990","no migration background","middle vocational","2362","0.443491809879817","0.431015608579674","0.455968011179961"
"Never","1990","no migration background","vocational + Abi","53","0.230449414244358","0.180125044812931","0.280773783675785"
"Never","1990","no migration background","higher vocational","273","0.448868528800565","0.412101578109356","0.485635479491775"
"Never","1990","no migration background","higher education","347","0.274775085989377","0.252601863307394","0.296948308671359"
"Never","1990","direct migration background","in school","5","","",""
"Never","1990","direct migration background","inadequately","463","0.805722788043912","0.772836530784154","0.838609045303671"
"Never","1990","direct migration background","general elemantary","567","0.65181088220594","0.620118372740312","0.683503391671567"
"Never","1990","direct migration background","middle vocational","491","0.56912819366414","0.536203837455302","0.602052549872978"
"Never","1990","direct migration background","vocational + Abi","56","0.490051554463238","0.391579156137599","0.588523952788878"
"Never","1990","direct migration background","higher vocational","22","","",""
"Never","1990","direct migration background","higher education","51","0.446207018034192","0.359410012848657","0.533004023219728"
"Never","1990","indirect migration background","in school","6","","",""
"Never","1990","indirect migration background","inadequately","6","","",""
"Never","1990","indirect migration background","general elemantary","18","","",""
"Never","1990","indirect migration background","middle vocational","24","","",""
"Never","1990","indirect migration background","vocational + Abi","","","",""
"Never","1990","indirect migration background","higher vocational","1","","",""
"Never","1990","indirect migration background","higher education","","","",""
"Daily","1991","no migration background","in school","","","",""
"Daily","1991","no migration background","inadequately","","","",""
"Daily","1991","no migration background","general elemantary","","","",""
"Daily","1991","no migration background","middle vocational","","","",""
"Daily","1991","no migration background","vocational + Abi","","","",""
"Daily","1991","no migration background","higher vocational","","","",""
"Daily","1991","no migration background","higher education","","","",""
"Daily","1991","direct migration background","in school","","","",""
"Daily","1991","direct migration background","inadequately","","","",""
"Daily","1991","direct migration background","general elemantary","","","",""
"Daily","1991","direct migration background","middle vocational","","","",""
"Daily","1991","direct migration background","vocational + Abi","","","",""
"Daily","1991","direct migration background","higher vocational","","","",""
"Daily","1991","direct migration background","higher education","","","",""
"Daily","1991","indirect migration background","in school","","","",""
"Daily","1991","indirect migration background","inadequately","","","",""
"Daily","1991","indirect migration background","general elemantary","","","",""
"Daily","1991","indirect migration background","middle vocational","","","",""
"Daily","1991","indirect migration background","vocational + Abi","","","",""
"Daily","1991","indirect migration background","higher vocational","","","",""
"Daily","1991","indirect migration background","higher education","","","",""
"Min 1x per week","1991","no migration background","in school","","","",""
"Min 1x per week","1991","no migration background","inadequately","","","",""
"Min 1x per week","1991","no migration background","general elemantary","","","",""
"Min 1x per week","1991","no migration background","middle vocational","","","",""
"Min 1x per week","1991","no migration background","vocational + Abi","","","",""
"Min 1x per week","1991","no migration background","higher vocational","","","",""
"Min 1x per week","1991","no migration background","higher education","","","",""
"Min 1x per week","1991","direct migration background","in school","","","",""
"Min 1x per week","1991","direct migration background","inadequately","","","",""
"Min 1x per week","1991","direct migration background","general elemantary","","","",""
"Min 1x per week","1991","direct migration background","middle vocational","","","",""
"Min 1x per week","1991","direct migration background","vocational + Abi","","","",""
"Min 1x per week","1991","direct migration background","higher vocational","","","",""
"Min 1x per week","1991","direct migration background","higher education","","","",""
"Min 1x per week","1991","indirect migration background","in school","","","",""
"Min 1x per week","1991","indirect migration background","inadequately","","","",""
"Min 1x per week","1991","indirect migration background","general elemantary","","","",""
"Min 1x per week","1991","indirect migration background","middle vocational","","","",""
"Min 1x per week","1991","indirect migration background","vocational + Abi","","","",""
"Min 1x per week","1991","indirect migration background","higher vocational","","","",""
"Min 1x per week","1991","indirect migration background","higher education","","","",""
"Min 1x per month","1991","no migration background","in school","","","",""
"Min 1x per month","1991","no migration background","inadequately","","","",""
"Min 1x per month","1991","no migration background","general elemantary","","","",""
"Min 1x per month","1991","no migration background","middle vocational","","","",""
"Min 1x per month","1991","no migration background","vocational + Abi","","","",""
"Min 1x per month","1991","no migration background","higher vocational","","","",""
"Min 1x per month","1991","no migration background","higher education","","","",""
"Min 1x per month","1991","direct migration background","in school","","","",""
"Min 1x per month","1991","direct migration background","inadequately","","","",""
"Min 1x per month","1991","direct migration background","general elemantary","","","",""
"Min 1x per month","1991","direct migration background","middle vocational","","","",""
"Min 1x per month","1991","direct migration background","vocational + Abi","","","",""
"Min 1x per month","1991","direct migration background","higher vocational","","","",""
"Min 1x per month","1991","direct migration background","higher education","","","",""
"Min 1x per month","1991","indirect migration background","in school","","","",""
"Min 1x per month","1991","indirect migration background","inadequately","","","",""
"Min 1x per month","1991","indirect migration background","general elemantary","","","",""
"Min 1x per month","1991","indirect migration background","middle vocational","","","",""
"Min 1x per month","1991","indirect migration background","vocational + Abi","","","",""
"Min 1x per month","1991","indirect migration background","higher vocational","","","",""
"Min 1x per month","1991","indirect migration background","higher education","","","",""
"Rarely","1991","no migration background","in school","","","",""
"Rarely","1991","no migration background","inadequately","","","",""
"Rarely","1991","no migration background","general elemantary","","","",""
"Rarely","1991","no migration background","middle vocational","","","",""
"Rarely","1991","no migration background","vocational + Abi","","","",""
"Rarely","1991","no migration background","higher vocational","","","",""
"Rarely","1991","no migration background","higher education","","","",""
"Rarely","1991","direct migration background","in school","","","",""
"Rarely","1991","direct migration background","inadequately","","","",""
"Rarely","1991","direct migration background","general elemantary","","","",""
"Rarely","1991","direct migration background","middle vocational","","","",""
"Rarely","1991","direct migration background","vocational + Abi","","","",""
"Rarely","1991","direct migration background","higher vocational","","","",""
"Rarely","1991","direct migration background","higher education","","","",""
"Rarely","1991","indirect migration background","in school","","","",""
"Rarely","1991","indirect migration background","inadequately","","","",""
"Rarely","1991","indirect migration background","general elemantary","","","",""
"Rarely","1991","indirect migration background","middle vocational","","","",""
"Rarely","1991","indirect migration background","vocational + Abi","","","",""
"Rarely","1991","indirect migration background","higher vocational","","","",""
"Rarely","1991","indirect migration background","higher education","","","",""
"Never","1991","no migration background","in school","","","",""
"Never","1991","no migration background","inadequately","","","",""
"Never","1991","no migration background","general elemantary","","","",""
"Never","1991","no migration background","middle vocational","","","",""
"Never","1991","no migration background","vocational + Abi","","","",""
"Never","1991","no migration background","higher vocational","","","",""
"Never","1991","no migration background","higher education","","","",""
"Never","1991","direct migration background","in school","","","",""
"Never","1991","direct migration background","inadequately","","","",""
"Never","1991","direct migration background","general elemantary","","","",""
"Never","1991","direct migration background","middle vocational","","","",""
"Never","1991","direct migration background","vocational + Abi","","","",""
"Never","1991","direct migration background","higher vocational","","","",""
"Never","1991","direct migration background","higher education","","","",""
"Never","1991","indirect migration background","in school","","","",""
"Never","1991","indirect migration background","inadequately","","","",""
"Never","1991","indirect migration background","general elemantary","","","",""
"Never","1991","indirect migration background","middle vocational","","","",""
"Never","1991","indirect migration background","vocational + Abi","","","",""
"Never","1991","indirect migration background","higher vocational","","","",""
"Never","1991","indirect migration background","higher education","","","",""
"Daily","1992","no migration background","in school","","","",""
"Daily","1992","no migration background","inadequately","","","",""
"Daily","1992","no migration background","general elemantary","","","",""
"Daily","1992","no migration background","middle vocational","","","",""
"Daily","1992","no migration background","vocational + Abi","","","",""
"Daily","1992","no migration background","higher vocational","","","",""
"Daily","1992","no migration background","higher education","","","",""
"Daily","1992","direct migration background","in school","","","",""
"Daily","1992","direct migration background","inadequately","","","",""
"Daily","1992","direct migration background","general elemantary","","","",""
"Daily","1992","direct migration background","middle vocational","","","",""
"Daily","1992","direct migration background","vocational + Abi","","","",""
"Daily","1992","direct migration background","higher vocational","","","",""
"Daily","1992","direct migration background","higher education","","","",""
"Daily","1992","indirect migration background","in school","","","",""
"Daily","1992","indirect migration background","inadequately","","","",""
"Daily","1992","indirect migration background","general elemantary","","","",""
"Daily","1992","indirect migration background","middle vocational","","","",""
"Daily","1992","indirect migration background","vocational + Abi","","","",""
"Daily","1992","indirect migration background","higher vocational","","","",""
"Daily","1992","indirect migration background","higher education","","","",""
"Min 1x per week","1992","no migration background","in school","50","0.393693717712162","0.308045493889709","0.479341941534614"
"Min 1x per week","1992","no migration background","inadequately","7","","",""
"Min 1x per week","1992","no migration background","general elemantary","195","0.0770498334207779","0.0646823213739407","0.0894173454676152"
"Min 1x per week","1992","no migration background","middle vocational","421","0.0751666435111556","0.0683207334370251","0.0820125535852861"
"Min 1x per week","1992","no migration background","vocational + Abi","42","0.144541922845014","0.103131993830663","0.185951851859365"
"Min 1x per week","1992","no migration background","higher vocational","29","","",""
"Min 1x per week","1992","no migration background","higher education","61","0.0449373257313544","0.0345123548991896","0.0553622965635192"
"Min 1x per week","1992","direct migration background","in school","3","","",""
"Min 1x per week","1992","direct migration background","inadequately","11","","",""
"Min 1x per week","1992","direct migration background","general elemantary","51","0.0611919188770104","0.0447668618944135","0.0776169758596073"
"Min 1x per week","1992","direct migration background","middle vocational","65","0.0648038262177137","0.0481061306672238","0.0815015217682036"
"Min 1x per week","1992","direct migration background","vocational + Abi","8","","",""
"Min 1x per week","1992","direct migration background","higher vocational","2","","",""
"Min 1x per week","1992","direct migration background","higher education","3","","",""
"Min 1x per week","1992","indirect migration background","in school","11","","",""
"Min 1x per week","1992","indirect migration background","inadequately","7","","",""
"Min 1x per week","1992","indirect migration background","general elemantary","43","0.259058121436808","0.19261033277988","0.325505910093736"
"Min 1x per week","1992","indirect migration background","middle vocational","36","0.235303232104295","0.1603389978843","0.31026746632429"
"Min 1x per week","1992","indirect migration background","vocational + Abi","5","","",""
"Min 1x per week","1992","indirect migration background","higher vocational","","","",""
"Min 1x per week","1992","indirect migration background","higher education","","","",""
"Min 1x per month","1992","no migration background","in school","41","0.337861859657837","0.254946121581335","0.420777597734339"
"Min 1x per month","1992","no migration background","inadequately","14","","",""
"Min 1x per month","1992","no migration background","general elemantary","208","0.0983056327701931","0.0844977769487365","0.11211348859165"
"Min 1x per month","1992","no migration background","middle vocational","771","0.133196550611201","0.124374009859758","0.142019091362644"
"Min 1x per month","1992","no migration background","vocational + Abi","70","0.280919382486713","0.227991094035553","0.333847670937874"
"Min 1x per month","1992","no migration background","higher vocational","99","0.141731308310774","0.115764055450956","0.167698561170593"
"Min 1x per month","1992","no migration background","higher education","228","0.181197343975435","0.161814351118519","0.200580336832351"
"Min 1x per month","1992","direct migration background","in school","6","","",""
"Min 1x per month","1992","direct migration background","inadequately","18","","",""
"Min 1x per month","1992","direct migration background","general elemantary","84","0.0940192055707016","0.0740187806105236","0.11401963053088"
"Min 1x per month","1992","direct migration background","middle vocational","111","0.0990948701656897","0.0788287800394182","0.119360960291961"
"Min 1x per month","1992","direct migration background","vocational + Abi","7","","",""
"Min 1x per month","1992","direct migration background","higher vocational","10","","",""
"Min 1x per month","1992","direct migration background","higher education","13","","",""
"Min 1x per month","1992","indirect migration background","in school","18","","",""
"Min 1x per month","1992","indirect migration background","inadequately","7","","",""
"Min 1x per month","1992","indirect migration background","general elemantary","54","0.254315585818556","0.188268467042179","0.320362704594933"
"Min 1x per month","1992","indirect migration background","middle vocational","37","0.242781840531394","0.167008899296277","0.318554781766511"
"Min 1x per month","1992","indirect migration background","vocational + Abi","4","","",""
"Min 1x per month","1992","indirect migration background","higher vocational","1","","",""
"Min 1x per month","1992","indirect migration background","higher education","1","","",""
"Rarely","1992","no migration background","in school","28","","",""
"Rarely","1992","no migration background","inadequately","26","","",""
"Rarely","1992","no migration background","general elemantary","427","0.221610406284665","0.2023484253206","0.240872387248729"
"Rarely","1992","no migration background","middle vocational","2380","0.388703399471344","0.376046654529272","0.401360144413415"
"Rarely","1992","no migration background","vocational + Abi","115","0.37347369623238","0.31650872651152","0.430438665953239"
"Rarely","1992","no migration background","higher vocational","324","0.40956478736597","0.372952327870936","0.446177246861004"
"Rarely","1992","no migration background","higher education","804","0.47131903855365","0.446199617380385","0.496438459726915"
"Rarely","1992","direct migration background","in school","2","","",""
"Rarely","1992","direct migration background","inadequately","98","0.185820817082385","0.152194933019644","0.219446701145127"
"Rarely","1992","direct migration background","general elemantary","214","0.270037607047554","0.23961238141035","0.300462832684758"
"Rarely","1992","direct migration background","middle vocational","269","0.360283101039273","0.327720378325697","0.39284582375285"
"Rarely","1992","direct migration background","vocational + Abi","38","0.354324463608901","0.259139146945582","0.44950978027222"
"Rarely","1992","direct migration background","higher vocational","30","0.518394775628927","0.395012232079797","0.641777319178057"
"Rarely","1992","direct migration background","higher education","67","0.517957014021376","0.432062355368752","0.603851672674"
"Rarely","1992","indirect migration background","in school","16","","",""
"Rarely","1992","indirect migration background","inadequately","6","","",""
"Rarely","1992","indirect migration background","general elemantary","44","0.301260752689242","0.231675260612079","0.370846244766406"
"Rarely","1992","indirect migration background","middle vocational","34","0.282559566310228","0.20299064554974","0.362128487070716"
"Rarely","1992","indirect migration background","vocational + Abi","3","","",""
"Rarely","1992","indirect migration background","higher vocational","4","","",""
"Rarely","1992","indirect migration background","higher education","2","","",""
"Never","1992","no migration background","in school","6","","",""
"Never","1992","no migration background","inadequately","41","0.527695591577604","0.423389544383717","0.632001638771491"
"Never","1992","no migration background","general elemantary","956","0.603034127524364","0.58034306173342","0.625725193315308"
"Never","1992","no migration background","middle vocational","2126","0.402933406406299","0.39019793888549","0.415668873927109"
"Never","1992","no migration background","vocational + Abi","50","0.201064998435893","0.153866066840165","0.248263930031622"
"Never","1992","no migration background","higher vocational","241","0.400592877826144","0.364109584493525","0.437076171158763"
"Never","1992","no migration background","higher education","424","0.302546291739561","0.27943049262675","0.325662090852371"
"Never","1992","direct migration background","in school","3","","",""
"Never","1992","direct migration background","inadequately","387","0.74789656531","0.710358085404005","0.785435045215995"
"Never","1992","direct migration background","general elemantary","469","0.574751268504734","0.540872086044473","0.608630450964995"
"Never","1992","direct migration background","middle vocational","390","0.475818202577323","0.441944213186553","0.509692191968093"
"Never","1992","direct migration background","vocational + Abi","44","0.463181733892707","0.363949771845586","0.562413695939828"
"Never","1992","direct migration background","higher vocational","21","","",""
"Never","1992","direct migration background","higher education","47","0.330042003472681","0.249209727024868","0.410874279920494"
"Never","1992","indirect migration background","in school","3","","",""
"Never","1992","indirect migration background","inadequately","6","","",""
"Never","1992","indirect migration background","general elemantary","26","","",""
"Never","1992","indirect migration background","middle vocational","16","","",""
"Never","1992","indirect migration background","vocational + Abi","","","",""
"Never","1992","indirect migration background","higher vocational","2","","",""
"Never","1992","indirect migration background","higher education","","","",""
"Daily","1993","no migration background","in school","","","",""
"Daily","1993","no migration background","inadequately","","","",""
"Daily","1993","no migration background","general elemantary","","","",""
"Daily","1993","no migration background","middle vocational","","","",""
"Daily","1993","no migration background","vocational + Abi","","","",""
"Daily","1993","no migration background","higher vocational","","","",""
"Daily","1993","no migration background","higher education","","","",""
"Daily","1993","direct migration background","in school","","","",""
"Daily","1993","direct migration background","inadequately","","","",""
"Daily","1993","direct migration background","general elemantary","","","",""
"Daily","1993","direct migration background","middle vocational","","","",""
"Daily","1993","direct migration background","vocational + Abi","","","",""
"Daily","1993","direct migration background","higher vocational","","","",""
"Daily","1993","direct migration background","higher education","","","",""
"Daily","1993","indirect migration background","in school","","","",""
"Daily","1993","indirect migration background","inadequately","","","",""
"Daily","1993","indirect migration background","general elemantary","","","",""
"Daily","1993","indirect migration background","middle vocational","","","",""
"Daily","1993","indirect migration background","vocational + Abi","","","",""
"Daily","1993","indirect migration background","higher vocational","","","",""
"Daily","1993","indirect migration background","higher education","","","",""
"Min 1x per week","1993","no migration background","in school","","","",""
"Min 1x per week","1993","no migration background","inadequately","","","",""
"Min 1x per week","1993","no migration background","general elemantary","","","",""
"Min 1x per week","1993","no migration background","middle vocational","","","",""
"Min 1x per week","1993","no migration background","vocational + Abi","","","",""
"Min 1x per week","1993","no migration background","higher vocational","","","",""
"Min 1x per week","1993","no migration background","higher education","","","",""
"Min 1x per week","1993","direct migration background","in school","","","",""
"Min 1x per week","1993","direct migration background","inadequately","","","",""
"Min 1x per week","1993","direct migration background","general elemantary","","","",""
"Min 1x per week","1993","direct migration background","middle vocational","","","",""
"Min 1x per week","1993","direct migration background","vocational + Abi","","","",""
"Min 1x per week","1993","direct migration background","higher vocational","","","",""
"Min 1x per week","1993","direct migration background","higher education","","","",""
"Min 1x per week","1993","indirect migration background","in school","","","",""
"Min 1x per week","1993","indirect migration background","inadequately","","","",""
"Min 1x per week","1993","indirect migration background","general elemantary","","","",""
"Min 1x per week","1993","indirect migration background","middle vocational","","","",""
"Min 1x per week","1993","indirect migration background","vocational + Abi","","","",""
"Min 1x per week","1993","indirect migration background","higher vocational","","","",""
"Min 1x per week","1993","indirect migration background","higher education","","","",""
"Min 1x per month","1993","no migration background","in school","","","",""
"Min 1x per month","1993","no migration background","inadequately","","","",""
"Min 1x per month","1993","no migration background","general elemantary","","","",""
"Min 1x per month","1993","no migration background","middle vocational","","","",""
"Min 1x per month","1993","no migration background","vocational + Abi","","","",""
"Min 1x per month","1993","no migration background","higher vocational","","","",""
"Min 1x per month","1993","no migration background","higher education","","","",""
"Min 1x per month","1993","direct migration background","in school","","","",""
"Min 1x per month","1993","direct migration background","inadequately","","","",""
"Min 1x per month","1993","direct migration background","general elemantary","","","",""
"Min 1x per month","1993","direct migration background","middle vocational","","","",""
"Min 1x per month","1993","direct migration background","vocational + Abi","","","",""
"Min 1x per month","1993","direct migration background","higher vocational","","","",""
"Min 1x per month","1993","direct migration background","higher education","","","",""
"Min 1x per month","1993","indirect migration background","in school","","","",""
"Min 1x per month","1993","indirect migration background","inadequately","","","",""
"Min 1x per month","1993","indirect migration background","general elemantary","","","",""
"Min 1x per month","1993","indirect migration background","middle vocational","","","",""
"Min 1x per month","1993","indirect migration background","vocational + Abi","","","",""
"Min 1x per month","1993","indirect migration background","higher vocational","","","",""
"Min 1x per month","1993","indirect migration background","higher education","","","",""
"Rarely","1993","no migration background","in school","","","",""
"Rarely","1993","no migration background","inadequately","","","",""
"Rarely","1993","no migration background","general elemantary","","","",""
"Rarely","1993","no migration background","middle vocational","","","",""
"Rarely","1993","no migration background","vocational + Abi","","","",""
"Rarely","1993","no migration background","higher vocational","","","",""
"Rarely","1993","no migration background","higher education","","","",""
"Rarely","1993","direct migration background","in school","","","",""
"Rarely","1993","direct migration background","inadequately","","","",""
"Rarely","1993","direct migration background","general elemantary","","","",""
"Rarely","1993","direct migration background","middle vocational","","","",""
"Rarely","1993","direct migration background","vocational + Abi","","","",""
"Rarely","1993","direct migration background","higher vocational","","","",""
"Rarely","1993","direct migration background","higher education","","","",""
"Rarely","1993","indirect migration background","in school","","","",""
"Rarely","1993","indirect migration background","inadequately","","","",""
"Rarely","1993","indirect migration background","general elemantary","","","",""
"Rarely","1993","indirect migration background","middle vocational","","","",""
"Rarely","1993","indirect migration background","vocational + Abi","","","",""
"Rarely","1993","indirect migration background","higher vocational","","","",""
"Rarely","1993","indirect migration background","higher education","","","",""
"Never","1993","no migration background","in school","","","",""
"Never","1993","no migration background","inadequately","","","",""
"Never","1993","no migration background","general elemantary","","","",""
"Never","1993","no migration background","middle vocational","","","",""
"Never","1993","no migration background","vocational + Abi","","","",""
"Never","1993","no migration background","higher vocational","","","",""
"Never","1993","no migration background","higher education","","","",""
"Never","1993","direct migration background","in school","","","",""
"Never","1993","direct migration background","inadequately","","","",""
"Never","1993","direct migration background","general elemantary","","","",""
"Never","1993","direct migration background","middle vocational","","","",""
"Never","1993","direct migration background","vocational + Abi","","","",""
"Never","1993","direct migration background","higher vocational","","","",""
"Never","1993","direct migration background","higher education","","","",""
"Never","1993","indirect migration background","in school","","","",""
"Never","1993","indirect migration background","inadequately","","","",""
"Never","1993","indirect migration background","general elemantary","","","",""
"Never","1993","indirect migration background","middle vocational","","","",""
"Never","1993","indirect migration background","vocational + Abi","","","",""
"Never","1993","indirect migration background","higher vocational","","","",""
"Never","1993","indirect migration background","higher education","","","",""
"Daily","1994","no migration background","in school","","","",""
"Daily","1994","no migration background","inadequately","","","",""
"Daily","1994","no migration background","general elemantary","","","",""
"Daily","1994","no migration background","middle vocational","","","",""
"Daily","1994","no migration background","vocational + Abi","","","",""
"Daily","1994","no migration background","higher vocational","","","",""
"Daily","1994","no migration background","higher education","","","",""
"Daily","1994","direct migration background","in school","","","",""
"Daily","1994","direct migration background","inadequately","","","",""
"Daily","1994","direct migration background","general elemantary","","","",""
"Daily","1994","direct migration background","middle vocational","","","",""
"Daily","1994","direct migration background","vocational + Abi","","","",""
"Daily","1994","direct migration background","higher vocational","","","",""
"Daily","1994","direct migration background","higher education","","","",""
"Daily","1994","indirect migration background","in school","","","",""
"Daily","1994","indirect migration background","inadequately","","","",""
"Daily","1994","indirect migration background","general elemantary","","","",""
"Daily","1994","indirect migration background","middle vocational","","","",""
"Daily","1994","indirect migration background","vocational + Abi","","","",""
"Daily","1994","indirect migration background","higher vocational","","","",""
"Daily","1994","indirect migration background","higher education","","","",""
"Min 1x per week","1994","no migration background","in school","72","0.458899648236082","0.383095701544681","0.534703594927483"
"Min 1x per week","1994","no migration background","inadequately","6","","",""
"Min 1x per week","1994","no migration background","general elemantary","173","0.082382776259734","0.0688555542521671","0.0959099982673008"
"Min 1x per week","1994","no migration background","middle vocational","433","0.0764166996856945","0.0694355695222595","0.0833978298491296"
"Min 1x per week","1994","no migration background","vocational + Abi","38","0.126940962215263","0.0886915913887059","0.165190333041821"
"Min 1x per week","1994","no migration background","higher vocational","38","0.0602506496391517","0.0423922397084832","0.0781090595698201"
"Min 1x per week","1994","no migration background","higher education","58","0.0438515202680559","0.0335406156075669","0.0541624249285448"
"Min 1x per week","1994","direct migration background","in school","8","","",""
"Min 1x per week","1994","direct migration background","inadequately","8","","",""
"Min 1x per week","1994","direct migration background","general elemantary","41","0.0540073661097634","0.0373342752569585","0.0706804569625683"
"Min 1x per week","1994","direct migration background","middle vocational","61","0.0664734842257766","0.0493289688078109","0.0836179996437422"
"Min 1x per week","1994","direct migration background","vocational + Abi","6","","",""
"Min 1x per week","1994","direct migration background","higher vocational","2","","",""
"Min 1x per week","1994","direct migration background","higher education","4","","",""
"Min 1x per week","1994","indirect migration background","in school","24","","",""
"Min 1x per week","1994","indirect migration background","inadequately","3","","",""
"Min 1x per week","1994","indirect migration background","general elemantary","62","0.320576958302446","0.252773993490107","0.388379923114785"
"Min 1x per week","1994","indirect migration background","middle vocational","48","0.226473886250137","0.161416578796953","0.291531193703321"
"Min 1x per week","1994","indirect migration background","vocational + Abi","4","","",""
"Min 1x per week","1994","indirect migration background","higher vocational","1","","",""
"Min 1x per week","1994","indirect migration background","higher education","3","","",""
"Min 1x per month","1994","no migration background","in school","54","0.330099954384135","0.258564427070394","0.401635481697876"
"Min 1x per month","1994","no migration background","inadequately","8","","",""
"Min 1x per month","1994","no migration background","general elemantary","162","0.0821928261125442","0.0686798095722948","0.0957058426527935"
"Min 1x per month","1994","no migration background","middle vocational","796","0.136855180996254","0.127823553506927","0.145886808485582"
"Min 1x per month","1994","no migration background","vocational + Abi","82","0.305152336967815","0.252246358934835","0.358058315000796"
"Min 1x per month","1994","no migration background","higher vocational","101","0.126537770444976","0.101586764616308","0.151488776273644"
"Min 1x per month","1994","no migration background","higher education","248","0.18795006762754","0.168277801767772","0.207622333487308"
"Min 1x per month","1994","direct migration background","in school","5","","",""
"Min 1x per month","1994","direct migration background","inadequately","18","","",""
"Min 1x per month","1994","direct migration background","general elemantary","62","0.0771042145008096","0.0574271127924627","0.0967813162091565"
"Min 1x per month","1994","direct migration background","middle vocational","96","0.104702494683316","0.0836307805511504","0.125774208815482"
"Min 1x per month","1994","direct migration background","vocational + Abi","13","","",""
"Min 1x per month","1994","direct migration background","higher vocational","8","","",""
"Min 1x per month","1994","direct migration background","higher education","15","","",""
"Min 1x per month","1994","indirect migration background","in school","23","","",""
"Min 1x per month","1994","indirect migration background","inadequately","3","","",""
"Min 1x per month","1994","indirect migration background","general elemantary","54","0.34433053947478","0.275299780810993","0.413361298138567"
"Min 1x per month","1994","indirect migration background","middle vocational","51","0.253603156622407","0.185977459768426","0.321228853476387"
"Min 1x per month","1994","indirect migration background","vocational + Abi","4","","",""
"Min 1x per month","1994","indirect migration background","higher vocational","4","","",""
"Min 1x per month","1994","indirect migration background","higher education","2","","",""
"Rarely","1994","no migration background","in school","38","0.20816477708304","0.146403669167333","0.269925884998746"
"Rarely","1994","no migration background","inadequately","25","","",""
"Rarely","1994","no migration background","general elemantary","376","0.216162890640063","0.19591111499214","0.236414666287987"
"Rarely","1994","no migration background","middle vocational","2347","0.40289761062213","0.390008726727841","0.415786494516419"
"Rarely","1994","no migration background","vocational + Abi","128","0.409248561337554","0.352755179798811","0.465741942876298"
"Rarely","1994","no migration background","higher vocational","334","0.470795701847173","0.433334316852881","0.508257086841465"
"Rarely","1994","no migration background","higher education","811","0.489627947360659","0.464455912966467","0.514799981754851"
"Rarely","1994","direct migration background","in school","1","","",""
"Rarely","1994","direct migration background","inadequately","91","0.182249577798045","0.147273684251454","0.217225471344636"
"Rarely","1994","direct migration background","general elemantary","176","0.249193820839563","0.217287384939617","0.281100256739509"
"Rarely","1994","direct migration background","middle vocational","283","0.349752320753637","0.316930900363043","0.382573741144231"
"Rarely","1994","direct migration background","vocational + Abi","27","","",""
"Rarely","1994","direct migration background","higher vocational","33","0.645139895412159","0.524072275768325","0.766207515055993"
"Rarely","1994","direct migration background","higher education","66","0.525301585639418","0.437409353351427","0.613193817927409"
"Rarely","1994","indirect migration background","in school","7","","",""
"Rarely","1994","indirect migration background","inadequately","4","","",""
"Rarely","1994","indirect migration background","general elemantary","49","0.248731046601409","0.185928809157628","0.311533284045189"
"Rarely","1994","indirect migration background","middle vocational","46","0.348513232275542","0.274448413513185","0.4225780510379"
"Rarely","1994","indirect migration background","vocational + Abi","5","","",""
"Rarely","1994","indirect migration background","higher vocational","4","","",""
"Rarely","1994","indirect migration background","higher education","4","","",""
"Never","1994","no migration background","in school","2","","",""
"Never","1994","no migration background","inadequately","33","0.481692079974494","0.366277541771907","0.59710661817708"
"Never","1994","no migration background","general elemantary","876","0.619261506987658","0.595371841777033","0.643151172198284"
"Never","1994","no migration background","middle vocational","1987","0.383830508695921","0.371051022229731","0.396609995162111"
