"pli0091_h","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Daily","1995","no migration background","(0) in school","","","",""
"Daily","1995","no migration background","(1a) inadequately completed","","","",""
"Daily","1995","no migration background","(1b) general elementary school","","","",""
"Daily","1995","no migration background","(1c) basic vocational qualification","2","","",""
"Daily","1995","no migration background","(2b) intermediate general qualification","","","",""
"Daily","1995","no migration background","(2a) intermediate vocational","1","","",""
"Daily","1995","no migration background","(2c_gen) general maturity certificate","2","","",""
"Daily","1995","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1995","no migration background","(3a) lower tertiary education","","","",""
"Daily","1995","no migration background","(3b) higher tertiary education","","","",""
"Daily","1995","direct migration background","(0) in school","","","",""
"Daily","1995","direct migration background","(1a) inadequately completed","","","",""
"Daily","1995","direct migration background","(1b) general elementary school","","","",""
"Daily","1995","direct migration background","(1c) basic vocational qualification","","","",""
"Daily","1995","direct migration background","(2b) intermediate general qualification","","","",""
"Daily","1995","direct migration background","(2a) intermediate vocational","","","",""
"Daily","1995","direct migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1995","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1995","direct migration background","(3a) lower tertiary education","","","",""
"Daily","1995","direct migration background","(3b) higher tertiary education","","","",""
"Daily","1995","indirect migration background","(0) in school","","","",""
"Daily","1995","indirect migration background","(1a) inadequately completed","","","",""
"Daily","1995","indirect migration background","(1b) general elementary school","","","",""
"Daily","1995","indirect migration background","(1c) basic vocational qualification","1","","",""
"Daily","1995","indirect migration background","(2b) intermediate general qualification","","","",""
"Daily","1995","indirect migration background","(2a) intermediate vocational","","","",""
"Daily","1995","indirect migration background","(2c_gen) general maturity certificate","1","","",""
"Daily","1995","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1995","indirect migration background","(3a) lower tertiary education","","","",""
"Daily","1995","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1995","no migration background","(0) in school","73","0.453585718725784","0.379825911392853","0.527345526058715"
"Min 1x per week","1995","no migration background","(1a) inadequately completed","22","","",""
"Min 1x per week","1995","no migration background","(1b) general elementary school","62","0.0419963902771766","0.0306712361328839","0.0533215444214692"
"Min 1x per week","1995","no migration background","(1c) basic vocational qualification","99","0.0282289502252324","0.0225814349526451","0.0338764654978196"
"Min 1x per week","1995","no migration background","(2b) intermediate general qualification","108","0.239022162119754","0.195447977271039","0.282596346968468"
"Min 1x per week","1995","no migration background","(2a) intermediate vocational","125","0.0460125303600075","0.0377417017204492","0.0542833589995657"
"Min 1x per week","1995","no migration background","(2c_gen) general maturity certificate","81","0.286434937040263","0.233669040654941","0.339200833425584"
"Min 1x per week","1995","no migration background","(2c_voc) vocational maturity certificate","20","","",""
"Min 1x per week","1995","no migration background","(3a) lower tertiary education","16","","",""
"Min 1x per week","1995","no migration background","(3b) higher tertiary education","25","","",""
"Min 1x per week","1995","direct migration background","(0) in school","13","","",""
"Min 1x per week","1995","direct migration background","(1a) inadequately completed","8","","",""
"Min 1x per week","1995","direct migration background","(1b) general elementary school","23","","",""
"Min 1x per week","1995","direct migration background","(1c) basic vocational qualification","26","","",""
"Min 1x per week","1995","direct migration background","(2b) intermediate general qualification","4","","",""
"Min 1x per week","1995","direct migration background","(2a) intermediate vocational","14","","",""
"Min 1x per week","1995","direct migration background","(2c_gen) general maturity certificate","9","","",""
"Min 1x per week","1995","direct migration background","(2c_voc) vocational maturity certificate","7","","",""
"Min 1x per week","1995","direct migration background","(3a) lower tertiary education","2","","",""
"Min 1x per week","1995","direct migration background","(3b) higher tertiary education","5","","",""
"Min 1x per week","1995","indirect migration background","(0) in school","20","","",""
"Min 1x per week","1995","indirect migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1995","indirect migration background","(1b) general elementary school","30","0.249575735789476","0.167190427251325","0.331961044327627"
"Min 1x per week","1995","indirect migration background","(1c) basic vocational qualification","22","","",""
"Min 1x per week","1995","indirect migration background","(2b) intermediate general qualification","28","","",""
"Min 1x per week","1995","indirect migration background","(2a) intermediate vocational","11","","",""
"Min 1x per week","1995","indirect migration background","(2c_gen) general maturity certificate","18","","",""
"Min 1x per week","1995","indirect migration background","(2c_voc) vocational maturity certificate","3","","",""
"Min 1x per week","1995","indirect migration background","(3a) lower tertiary education","2","","",""
"Min 1x per week","1995","indirect migration background","(3b) higher tertiary education","1","","",""
"Min 1x per month","1995","no migration background","(0) in school","64","0.373538222282194","0.301867153683385","0.445209290881003"
"Min 1x per month","1995","no migration background","(1a) inadequately completed","14","","",""
"Min 1x per month","1995","no migration background","(1b) general elementary school","88","0.0512555581849667","0.0388046889035734","0.0637064274663599"
"Min 1x per month","1995","no migration background","(1c) basic vocational qualification","268","0.0812162921542803","0.0719018619310659","0.0905307223774947"
"Min 1x per month","1995","no migration background","(2b) intermediate general qualification","87","0.199959483104356","0.15909451396509","0.240824452243621"
"Min 1x per month","1995","no migration background","(2a) intermediate vocational","457","0.174544026291634","0.15955963582252","0.189528416760749"
"Min 1x per month","1995","no migration background","(2c_gen) general maturity certificate","112","0.391969480751889","0.334990804810019","0.448948156693759"
"Min 1x per month","1995","no migration background","(2c_voc) vocational maturity certificate","125","0.309793413806635","0.265197126468724","0.354389701144546"
"Min 1x per month","1995","no migration background","(3a) lower tertiary education","113","0.158812641144076","0.133657511096101","0.183967771192052"
"Min 1x per month","1995","no migration background","(3b) higher tertiary education","123","0.155262657083442","0.129116449744063","0.181408864422821"
"Min 1x per month","1995","direct migration background","(0) in school","12","","",""
"Min 1x per month","1995","direct migration background","(1a) inadequately completed","21","","",""
"Min 1x per month","1995","direct migration background","(1b) general elementary school","56","0.0772274142435562","0.0580324736230644","0.096422354864048"
"Min 1x per month","1995","direct migration background","(1c) basic vocational qualification","68","0.0830601064316876","0.0624235894978878","0.103696623365487"
"Min 1x per month","1995","direct migration background","(2b) intermediate general qualification","7","","",""
"Min 1x per month","1995","direct migration background","(2a) intermediate vocational","12","","",""
"Min 1x per month","1995","direct migration background","(2c_gen) general maturity certificate","29","","",""
"Min 1x per month","1995","direct migration background","(2c_voc) vocational maturity certificate","26","","",""
"Min 1x per month","1995","direct migration background","(3a) lower tertiary education","6","","",""
"Min 1x per month","1995","direct migration background","(3b) higher tertiary education","19","","",""
"Min 1x per month","1995","indirect migration background","(0) in school","19","","",""
"Min 1x per month","1995","indirect migration background","(1a) inadequately completed","3","","",""
"Min 1x per month","1995","indirect migration background","(1b) general elementary school","29","","",""
"Min 1x per month","1995","indirect migration background","(1c) basic vocational qualification","30","0.303243165115684","0.208801524230125","0.397684806001244"
"Min 1x per month","1995","indirect migration background","(2b) intermediate general qualification","17","","",""
"Min 1x per month","1995","indirect migration background","(2a) intermediate vocational","16","","",""
"Min 1x per month","1995","indirect migration background","(2c_gen) general maturity certificate","20","","",""
"Min 1x per month","1995","indirect migration background","(2c_voc) vocational maturity certificate","7","","",""
"Min 1x per month","1995","indirect migration background","(3a) lower tertiary education","2","","",""
"Min 1x per month","1995","indirect migration background","(3b) higher tertiary education","4","","",""
"Rarely","1995","no migration background","(0) in school","32","0.14340151274977","0.0914743511010901","0.19532867439845"
"Rarely","1995","no migration background","(1a) inadequately completed","15","","",""
"Rarely","1995","no migration background","(1b) general elementary school","235","0.175264623769694","0.153798233942998","0.196731013596391"
"Rarely","1995","no migration background","(1c) basic vocational qualification","1149","0.323584666479573","0.307632166212569","0.339537166746576"
"Rarely","1995","no migration background","(2b) intermediate general qualification","103","0.280611665883317","0.234706798390139","0.326516533376495"
"Rarely","1995","no migration background","(2a) intermediate vocational","1235","0.465733323873785","0.4460414371304","0.485425210617169"
"Rarely","1995","no migration background","(2c_gen) general maturity certificate","68","0.233214008443017","0.183858237648064","0.28256977923797"
"Rarely","1995","no migration background","(2c_voc) vocational maturity certificate","189","0.420359465164058","0.372753337726475","0.467965592601642"
"Rarely","1995","no migration background","(3a) lower tertiary education","398","0.438209380685031","0.404061343899235","0.472357417470827"
"Rarely","1995","no migration background","(3b) higher tertiary education","392","0.507570090099404","0.471476126988857","0.54366405320995"
"Rarely","1995","direct migration background","(0) in school","8","","",""
"Rarely","1995","direct migration background","(1a) inadequately completed","68","0.131590233275941","0.102507274339602","0.160673192212281"
"Rarely","1995","direct migration background","(1b) general elementary school","149","0.187045790388357","0.159006908221133","0.21508467255558"
"Rarely","1995","direct migration background","(1c) basic vocational qualification","191","0.269971854980827","0.236774860231911","0.303168849729744"
"Rarely","1995","direct migration background","(2b) intermediate general qualification","23","","",""
"Rarely","1995","direct migration background","(2a) intermediate vocational","52","0.418327988954735","0.329699742816753","0.506956235092718"
"Rarely","1995","direct migration background","(2c_gen) general maturity certificate","49","0.380264079269636","0.300975099276007","0.459553059263265"
"Rarely","1995","direct migration background","(2c_voc) vocational maturity certificate","48","0.27376136518546","0.208257965125227","0.339264765245692"
"Rarely","1995","direct migration background","(3a) lower tertiary education","18","","",""
"Rarely","1995","direct migration background","(3b) higher tertiary education","65","0.442384708134926","0.362367273436055","0.522402142833797"
"Rarely","1995","indirect migration background","(0) in school","11","","",""
"Rarely","1995","indirect migration background","(1a) inadequately completed","5","","",""
"Rarely","1995","indirect migration background","(1b) general elementary school","26","","",""
"Rarely","1995","indirect migration background","(1c) basic vocational qualification","22","","",""
"Rarely","1995","indirect migration background","(2b) intermediate general qualification","13","","",""
"Rarely","1995","indirect migration background","(2a) intermediate vocational","17","","",""
"Rarely","1995","indirect migration background","(2c_gen) general maturity certificate","3","","",""
"Rarely","1995","indirect migration background","(2c_voc) vocational maturity certificate","1","","",""
"Rarely","1995","indirect migration background","(3a) lower tertiary education","3","","",""
"Rarely","1995","indirect migration background","(3b) higher tertiary education","1","","",""
"Never","1995","no migration background","(0) in school","6","","",""
"Never","1995","no migration background","(1a) inadequately completed","31","0.451722654278912","0.344007390000921","0.559437918556903"
"Never","1995","no migration background","(1b) general elementary school","820","0.731483427768163","0.706460255802712","0.756506599733613"
"Never","1995","no migration background","(1c) basic vocational qualification","1786","0.566603801479015","0.549706771970872","0.583500830987158"
"Never","1995","no migration background","(2b) intermediate general qualification","70","0.280406688892574","0.234512053375287","0.326301324409861"
"Never","1995","no migration background","(2a) intermediate vocational","647","0.313600512622711","0.295285109310993","0.331915915934428"
"Never","1995","no migration background","(2c_gen) general maturity certificate","19","","",""
"Never","1995","no migration background","(2c_voc) vocational maturity certificate","79","0.230758752669663","0.19012532695452","0.271392178384806"
"Never","1995","no migration background","(3a) lower tertiary education","284","0.376434176297467","0.343089743130289","0.409778609464644"
"Never","1995","no migration background","(3b) higher tertiary education","197","0.306387512449273","0.273105595762695","0.339669429135851"
"Never","1995","direct migration background","(0) in school","4","","",""
"Never","1995","direct migration background","(1a) inadequately completed","422","0.797991913413708","0.76344986927409","0.832533957553326"
"Never","1995","direct migration background","(1b) general elementary school","515","0.703509059676036","0.670669732908205","0.736348386443868"
"Never","1995","direct migration background","(1c) basic vocational qualification","402","0.62146307947417","0.585194419390488","0.657731739557851"
"Never","1995","direct migration background","(2b) intermediate general qualification","8","","",""
"Never","1995","direct migration background","(2a) intermediate vocational","41","0.412574754074032","0.324123857644048","0.501025650504015"
"Never","1995","direct migration background","(2c_gen) general maturity certificate","57","0.393003244436301","0.313229845297805","0.472776643574797"
"Never","1995","direct migration background","(2c_voc) vocational maturity certificate","97","0.461258799399241","0.388026863172669","0.534490735625813"
"Never","1995","direct migration background","(3a) lower tertiary education","21","","",""
"Never","1995","direct migration background","(3b) higher tertiary education","59","0.32985150007193","0.254105101291204","0.405597898852657"
"Never","1995","indirect migration background","(0) in school","3","","",""
"Never","1995","indirect migration background","(1a) inadequately completed","6","","",""
"Never","1995","indirect migration background","(1b) general elementary school","21","","",""
"Never","1995","indirect migration background","(1c) basic vocational qualification","16","","",""
"Never","1995","indirect migration background","(2b) intermediate general qualification","8","","",""
"Never","1995","indirect migration background","(2a) intermediate vocational","7","","",""
"Never","1995","indirect migration background","(2c_gen) general maturity certificate","2","","",""
"Never","1995","indirect migration background","(2c_voc) vocational maturity certificate","2","","",""
"Never","1995","indirect migration background","(3a) lower tertiary education","","","",""
"Never","1995","indirect migration background","(3b) higher tertiary education","","","",""
"Daily","1996","no migration background","(0) in school","","","",""
"Daily","1996","no migration background","(1a) inadequately completed","","","",""
"Daily","1996","no migration background","(1b) general elementary school","","","",""
"Daily","1996","no migration background","(1c) basic vocational qualification","","","",""
"Daily","1996","no migration background","(2b) intermediate general qualification","","","",""
"Daily","1996","no migration background","(2a) intermediate vocational","","","",""
"Daily","1996","no migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1996","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1996","no migration background","(3a) lower tertiary education","","","",""
"Daily","1996","no migration background","(3b) higher tertiary education","","","",""
"Daily","1996","direct migration background","(0) in school","","","",""
"Daily","1996","direct migration background","(1a) inadequately completed","","","",""
"Daily","1996","direct migration background","(1b) general elementary school","","","",""
"Daily","1996","direct migration background","(1c) basic vocational qualification","","","",""
"Daily","1996","direct migration background","(2b) intermediate general qualification","","","",""
"Daily","1996","direct migration background","(2a) intermediate vocational","","","",""
"Daily","1996","direct migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1996","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1996","direct migration background","(3a) lower tertiary education","","","",""
"Daily","1996","direct migration background","(3b) higher tertiary education","","","",""
"Daily","1996","indirect migration background","(0) in school","","","",""
"Daily","1996","indirect migration background","(1a) inadequately completed","","","",""
"Daily","1996","indirect migration background","(1b) general elementary school","","","",""
"Daily","1996","indirect migration background","(1c) basic vocational qualification","","","",""
"Daily","1996","indirect migration background","(2b) intermediate general qualification","","","",""
"Daily","1996","indirect migration background","(2a) intermediate vocational","","","",""
"Daily","1996","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1996","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1996","indirect migration background","(3a) lower tertiary education","","","",""
"Daily","1996","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1996","no migration background","(0) in school","86","0.453104791182632","0.384961587586516","0.521247994778747"
"Min 1x per week","1996","no migration background","(1a) inadequately completed","14","","",""
"Min 1x per week","1996","no migration background","(1b) general elementary school","67","0.0429684640753806","0.0312482050437277","0.0546887231070335"
"Min 1x per week","1996","no migration background","(1c) basic vocational qualification","154","0.0570115065346603","0.0490301623203042","0.0649928507490164"
"Min 1x per week","1996","no migration background","(2b) intermediate general qualification","105","0.224135384780325","0.181177588805657","0.267093180754992"
"Min 1x per week","1996","no migration background","(2a) intermediate vocational","200","0.0808853380338214","0.0701477969827049","0.091622879084938"
"Min 1x per week","1996","no migration background","(2c_gen) general maturity certificate","103","0.417878962246236","0.357579501185233","0.47817842330724"
"Min 1x per week","1996","no migration background","(2c_voc) vocational maturity certificate","43","0.104295220850317","0.0752370498093108","0.133353391891323"
"Min 1x per week","1996","no migration background","(3a) lower tertiary education","32","0.0402080385194179","0.0267293384494908","0.0536867385893451"
"Min 1x per week","1996","no migration background","(3b) higher tertiary education","40","0.0535068874006644","0.0373363223328705","0.0696774524684584"
"Min 1x per week","1996","direct migration background","(0) in school","9","","",""
"Min 1x per week","1996","direct migration background","(1a) inadequately completed","9","","",""
"Min 1x per week","1996","direct migration background","(1b) general elementary school","21","","",""
"Min 1x per week","1996","direct migration background","(1c) basic vocational qualification","38","0.0544181216815281","0.0371251868334075","0.0717110565296488"
"Min 1x per week","1996","direct migration background","(2b) intermediate general qualification","8","","",""
"Min 1x per week","1996","direct migration background","(2a) intermediate vocational","3","","",""
"Min 1x per week","1996","direct migration background","(2c_gen) general maturity certificate","12","","",""
"Min 1x per week","1996","direct migration background","(2c_voc) vocational maturity certificate","9","","",""
"Min 1x per week","1996","direct migration background","(3a) lower tertiary education","2","","",""
"Min 1x per week","1996","direct migration background","(3b) higher tertiary education","6","","",""
"Min 1x per week","1996","indirect migration background","(0) in school","14","","",""
"Min 1x per week","1996","indirect migration background","(1a) inadequately completed","1","","",""
"Min 1x per week","1996","indirect migration background","(1b) general elementary school","26","","",""
"Min 1x per week","1996","indirect migration background","(1c) basic vocational qualification","32","0.250372240232361","0.164158171406595","0.336586309058127"
"Min 1x per week","1996","indirect migration background","(2b) intermediate general qualification","17","","",""
"Min 1x per week","1996","indirect migration background","(2a) intermediate vocational","13","","",""
"Min 1x per week","1996","indirect migration background","(2c_gen) general maturity certificate","20","","",""
"Min 1x per week","1996","indirect migration background","(2c_voc) vocational maturity certificate","2","","",""
"Min 1x per week","1996","indirect migration background","(3a) lower tertiary education","3","","",""
"Min 1x per week","1996","indirect migration background","(3b) higher tertiary education","2","","",""
"Min 1x per month","1996","no migration background","(0) in school","86","0.403363441874797","0.336209059701948","0.470517824047647"
"Min 1x per month","1996","no migration background","(1a) inadequately completed","10","","",""
"Min 1x per month","1996","no migration background","(1b) general elementary school","108","0.0786368050987986","0.063079744946384","0.0941938652512132"
"Min 1x per month","1996","no migration background","(1c) basic vocational qualification","403","0.116554213047885","0.105508454999952","0.127599971095817"
"Min 1x per month","1996","no migration background","(2b) intermediate general qualification","87","0.212000024349925","0.169895878328026","0.254104170371824"
"Min 1x per month","1996","no migration background","(2a) intermediate vocational","564","0.216988486568762","0.200755908243752","0.233221064893772"
"Min 1x per month","1996","no migration background","(2c_gen) general maturity certificate","87","0.307881172839294","0.251444236903398","0.36431810877519"
"Min 1x per month","1996","no migration background","(2c_voc) vocational maturity certificate","139","0.329822501382883","0.28512443999595","0.374520562769815"
"Min 1x per month","1996","no migration background","(3a) lower tertiary education","149","0.192299439529318","0.165258784169823","0.219340094888814"
"Min 1x per month","1996","no migration background","(3b) higher tertiary education","167","0.213277322659226","0.18384362680851","0.242711018509941"
"Min 1x per month","1996","direct migration background","(0) in school","14","","",""
"Min 1x per month","1996","direct migration background","(1a) inadequately completed","22","","",""
"Min 1x per month","1996","direct migration background","(1b) general elementary school","52","0.0740904336779395","0.0545333617025117","0.0936475056533672"
"Min 1x per month","1996","direct migration background","(1c) basic vocational qualification","84","0.100934132042313","0.0779693597829793","0.123898904301647"
"Min 1x per month","1996","direct migration background","(2b) intermediate general qualification","9","","",""
"Min 1x per month","1996","direct migration background","(2a) intermediate vocational","22","","",""
"Min 1x per month","1996","direct migration background","(2c_gen) general maturity certificate","26","","",""
"Min 1x per month","1996","direct migration background","(2c_voc) vocational maturity certificate","23","","",""
"Min 1x per month","1996","direct migration background","(3a) lower tertiary education","8","","",""
"Min 1x per month","1996","direct migration background","(3b) higher tertiary education","25","","",""
"Min 1x per month","1996","indirect migration background","(0) in school","17","","",""
"Min 1x per month","1996","indirect migration background","(1a) inadequately completed","2","","",""
"Min 1x per month","1996","indirect migration background","(1b) general elementary school","30","0.255700345754957","0.173423851289661","0.337976840220253"
"Min 1x per month","1996","indirect migration background","(1c) basic vocational qualification","24","","",""
"Min 1x per month","1996","indirect migration background","(2b) intermediate general qualification","28","","",""
"Min 1x per month","1996","indirect migration background","(2a) intermediate vocational","24","","",""
"Min 1x per month","1996","indirect migration background","(2c_gen) general maturity certificate","16","","",""
"Min 1x per month","1996","indirect migration background","(2c_voc) vocational maturity certificate","7","","",""
"Min 1x per month","1996","indirect migration background","(3a) lower tertiary education","5","","",""
"Min 1x per month","1996","indirect migration background","(3b) higher tertiary education","3","","",""
"Rarely","1996","no migration background","(0) in school","32","0.141307340796312","0.0936233717449338","0.188991309847691"
"Rarely","1996","no migration background","(1a) inadequately completed","21","","",""
"Rarely","1996","no migration background","(1b) general elementary school","297","0.234786742589292","0.210288936149459","0.259284549029126"
"Rarely","1996","no migration background","(1c) basic vocational qualification","1360","0.390847691518221","0.374051597052664","0.407643785983778"
"Rarely","1996","no migration background","(2b) intermediate general qualification","116","0.342252327703431","0.293376213497337","0.391128441909526"
"Rarely","1996","no migration background","(2a) intermediate vocational","1256","0.481445708562306","0.461768845463082","0.501122571661531"
"Rarely","1996","no migration background","(2c_gen) general maturity certificate","51","0.178375521470143","0.131571212019498","0.225179830920788"
"Rarely","1996","no migration background","(2c_voc) vocational maturity certificate","180","0.391795519576316","0.34538588314813","0.438205156004502"
"Rarely","1996","no migration background","(3a) lower tertiary education","451","0.518327821220658","0.484044644851746","0.55261099758957"
"Rarely","1996","no migration background","(3b) higher tertiary education","390","0.504452496187773","0.468526037751801","0.540378954623744"
"Rarely","1996","direct migration background","(0) in school","4","","",""
"Rarely","1996","direct migration background","(1a) inadequately completed","97","0.194349553460962","0.158689448240844","0.230009658681079"
"Rarely","1996","direct migration background","(1b) general elementary school","193","0.267404394562052","0.234355654688949","0.300453134435155"
"Rarely","1996","direct migration background","(1c) basic vocational qualification","231","0.354323840714791","0.317860628570675","0.390787052858908"
"Rarely","1996","direct migration background","(2b) intermediate general qualification","16","","",""
"Rarely","1996","direct migration background","(2a) intermediate vocational","51","0.456582730498742","0.362202146426385","0.550963314571099"
"Rarely","1996","direct migration background","(2c_gen) general maturity certificate","51","0.327321411375137","0.247273107325166","0.407369715425108"
"Rarely","1996","direct migration background","(2c_voc) vocational maturity certificate","71","0.468599298210567","0.392226615573153","0.544971980847981"
"Rarely","1996","direct migration background","(3a) lower tertiary education","24","","",""
"Rarely","1996","direct migration background","(3b) higher tertiary education","64","0.430356753007984","0.348340511963135","0.512372994052834"
"Rarely","1996","indirect migration background","(0) in school","15","","",""
"Rarely","1996","indirect migration background","(1a) inadequately completed","5","","",""
"Rarely","1996","indirect migration background","(1b) general elementary school","35","0.348998805764577","0.259103073100009","0.438894538429144"
"Rarely","1996","indirect migration background","(1c) basic vocational qualification","28","","",""
"Rarely","1996","indirect migration background","(2b) intermediate general qualification","14","","",""
"Rarely","1996","indirect migration background","(2a) intermediate vocational","19","","",""
"Rarely","1996","indirect migration background","(2c_gen) general maturity certificate","13","","",""
"Rarely","1996","indirect migration background","(2c_voc) vocational maturity certificate","4","","",""
"Rarely","1996","indirect migration background","(3a) lower tertiary education","2","","",""
"Rarely","1996","indirect migration background","(3b) higher tertiary education","2","","",""
"Never","1996","no migration background","(0) in school","1","","",""
"Never","1996","no migration background","(1a) inadequately completed","26","","",""
"Never","1996","no migration background","(1b) general elementary school","678","0.643607988236528","0.615927492464899","0.671288484008158"
"Never","1996","no migration background","(1c) basic vocational qualification","1325","0.435586588899234","0.418518790752263","0.452654387046205"
"Never","1996","no migration background","(2b) intermediate general qualification","54","0.221612263166319","0.178827543298579","0.264396983034058"
"Never","1996","no migration background","(2a) intermediate vocational","457","0.22068046683511","0.20434901420383","0.237011919466391"
"Never","1996","no migration background","(2c_gen) general maturity certificate","16","","",""
"Never","1996","no migration background","(2c_voc) vocational maturity certificate","63","0.174086758190484","0.138036887638466","0.210136628742502"
"Never","1996","no migration background","(3a) lower tertiary education","184","0.249164700730605","0.219487795454421","0.278841606006789"
"Never","1996","no migration background","(3b) higher tertiary education","147","0.228763293752337","0.19858125034874","0.258945337155934"
"Never","1996","direct migration background","(0) in school","2","","",""
"Never","1996","direct migration background","(1a) inadequately completed","345","0.713543021547944","0.672799617994546","0.754286425101341"
"Never","1996","direct migration background","(1b) general elementary school","423","0.629275946322883","0.593211071560618","0.665340821085148"
"Never","1996","direct migration background","(1c) basic vocational qualification","308","0.490323905561368","0.452214161935253","0.528433649187482"
"Never","1996","direct migration background","(2b) intermediate general qualification","9","","",""
"Never","1996","direct migration background","(2a) intermediate vocational","31","0.329486171537776","0.240426996537452","0.4185453465381"
"Never","1996","direct migration background","(2c_gen) general maturity certificate","43","0.330701967198191","0.250443790568815","0.410960143827567"
"Never","1996","direct migration background","(2c_voc) vocational maturity certificate","61","0.330365839579077","0.258380752508545","0.402350926649608"
"Never","1996","direct migration background","(3a) lower tertiary education","13","","",""
"Never","1996","direct migration background","(3b) higher tertiary education","45","0.332300303028939","0.254274179419788","0.410326426638091"
"Never","1996","indirect migration background","(0) in school","5","","",""
"Never","1996","indirect migration background","(1a) inadequately completed","4","","",""
"Never","1996","indirect migration background","(1b) general elementary school","17","","",""
"Never","1996","indirect migration background","(1c) basic vocational qualification","13","","",""
"Never","1996","indirect migration background","(2b) intermediate general qualification","7","","",""
"Never","1996","indirect migration background","(2a) intermediate vocational","5","","",""
"Never","1996","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Never","1996","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","1996","indirect migration background","(3a) lower tertiary education","","","",""
"Never","1996","indirect migration background","(3b) higher tertiary education","","","",""
"Daily","1997","no migration background","(0) in school","","","",""
"Daily","1997","no migration background","(1a) inadequately completed","","","",""
"Daily","1997","no migration background","(1b) general elementary school","","","",""
"Daily","1997","no migration background","(1c) basic vocational qualification","","","",""
"Daily","1997","no migration background","(2b) intermediate general qualification","","","",""
"Daily","1997","no migration background","(2a) intermediate vocational","","","",""
"Daily","1997","no migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1997","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1997","no migration background","(3a) lower tertiary education","","","",""
"Daily","1997","no migration background","(3b) higher tertiary education","","","",""
"Daily","1997","direct migration background","(0) in school","","","",""
"Daily","1997","direct migration background","(1a) inadequately completed","","","",""
"Daily","1997","direct migration background","(1b) general elementary school","","","",""
"Daily","1997","direct migration background","(1c) basic vocational qualification","","","",""
"Daily","1997","direct migration background","(2b) intermediate general qualification","","","",""
"Daily","1997","direct migration background","(2a) intermediate vocational","","","",""
"Daily","1997","direct migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1997","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1997","direct migration background","(3a) lower tertiary education","","","",""
"Daily","1997","direct migration background","(3b) higher tertiary education","","","",""
"Daily","1997","indirect migration background","(0) in school","","","",""
"Daily","1997","indirect migration background","(1a) inadequately completed","","","",""
"Daily","1997","indirect migration background","(1b) general elementary school","","","",""
"Daily","1997","indirect migration background","(1c) basic vocational qualification","","","",""
"Daily","1997","indirect migration background","(2b) intermediate general qualification","","","",""
"Daily","1997","indirect migration background","(2a) intermediate vocational","","","",""
"Daily","1997","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1997","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1997","indirect migration background","(3a) lower tertiary education","","","",""
"Daily","1997","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1997","no migration background","(0) in school","85","0.390156054832312","0.325699767844424","0.454612341820201"
"Min 1x per week","1997","no migration background","(1a) inadequately completed","10","","",""
"Min 1x per week","1997","no migration background","(1b) general elementary school","55","0.0460883455373111","0.0337423007709903","0.0584343903036319"
"Min 1x per week","1997","no migration background","(1c) basic vocational qualification","142","0.0449957903959936","0.0377532937117437","0.0522382870802435"
"Min 1x per week","1997","no migration background","(2b) intermediate general qualification","94","0.204961106365668","0.162609948000244","0.247312264731092"
"Min 1x per week","1997","no migration background","(2a) intermediate vocational","184","0.0738512367902391","0.0634848377767814","0.0842176358036967"
"Min 1x per week","1997","no migration background","(2c_gen) general maturity certificate","92","0.328704182312577","0.272253803790104","0.38515456083505"
"Min 1x per week","1997","no migration background","(2c_voc) vocational maturity certificate","51","0.112699974329182","0.0827412468705877","0.142658701787776"
"Min 1x per week","1997","no migration background","(3a) lower tertiary education","45","0.0852514233118257","0.0660674934022633","0.104435353221388"
"Min 1x per week","1997","no migration background","(3b) higher tertiary education","45","0.0567400886955515","0.0402162366856365","0.0732639407054665"
"Min 1x per week","1997","direct migration background","(0) in school","7","","",""
"Min 1x per week","1997","direct migration background","(1a) inadequately completed","13","","",""
"Min 1x per week","1997","direct migration background","(1b) general elementary school","20","","",""
"Min 1x per week","1997","direct migration background","(1c) basic vocational qualification","31","0.0284697576779688","0.0155241181633367","0.0414153971926009"
