"pli0091_h","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","1994","Employed","inadequately","21","","","","3"
"Min 1x per week","1994","Employed","general elemantary","196","0.146636630862565","0.127332890347416","0.165940371377713","2"
"Min 1x per week","1994","Employed","middle vocational","425","0.0939817862469896","0.0853449715096808","0.102618600984298","2"
"Min 1x per week","1994","Employed","vocational + Abi","29","","","","2"
"Min 1x per week","1994","Employed","higher vocational","37","0.0739392423331919","0.0521888079999552","0.0956896766664286","2"
"Min 1x per week","1994","Employed","higher education","48","0.0440381828134854","0.0329103274904981","0.0551660381364727","2"
"Min 1x per week","1994","Not Employed","in school","97","0.45568524305061","0.390023940947718","0.521346545153503","2"
"Min 1x per week","1994","Not Employed","inadequately","4","","","","2"
"Min 1x per week","1994","Not Employed","general elemantary","80","0.0435484227844444","0.0319284094892342","0.0551684360796545","2"
"Min 1x per week","1994","Not Employed","middle vocational","117","0.0504415260577489","0.0411863237142315","0.0596967284012663","2"
"Min 1x per week","1994","Not Employed","vocational + Abi","19","","","","2"
"Min 1x per week","1994","Not Employed","higher vocational","4","","","","2"
"Min 1x per week","1994","Not Employed","higher education","17","","","","2"
"Min 1x per week","1994","Employed","in school","7","","","","2"
"Min 1x per week","1994","Employed","inadequately","13","","","","2"
"Never","1994","Not Employed","in school","6","","","","5"
"Never","1994","Not Employed","inadequately","207","0.775363287684613","0.724038847995175","0.826687727374051","5"
"Never","1994","Not Employed","general elemantary","837","0.765040960684826","0.740901512462102","0.789180408907551","5"
"Never","1994","Not Employed","middle vocational","1254","0.619448183844675","0.59891575417238","0.63998061351697","5"
"Never","1994","Not Employed","vocational + Abi","33","0.347950528291203","0.257698862609281","0.438202193973125","5"
"Never","1994","Not Employed","higher vocational","108","0.623790768764792","0.556143670276945","0.69143786725264","5"
"Never","1994","Not Employed","higher education","183","0.575711730082053","0.523331417022431","0.628092043141675","5"
"Never","1994","Employed","in school","","","","","5"
"Never","1994","Employed","inadequately","184","0.548247286884349","0.492211508748715","0.604283065019982","5"
"Never","1994","Employed","general elemantary","483","0.367959007501412","0.341642662065176","0.394275352937647","5"
"Never","1994","Employed","middle vocational","1118","0.246009451847178","0.233262036409749","0.258756867284607","5"
"Never","1994","Employed","vocational + Abi","52","0.151201232579099","0.109609625952454","0.192792839205743","5"
"Never","1994","Employed","higher vocational","120","0.196173053629191","0.163165628123347","0.229180479135035","5"
"Never","1994","Employed","higher education","254","0.189809957343475","0.168541820351992","0.211078094334958","5"
"Rarely","1994","Not Employed","in school","43","0.179290520192245","0.128716748605979","0.229864291778511","4"
"Rarely","1994","Not Employed","inadequately","35","0.165314725868819","0.119632381942071","0.210997069795567","4"
"Rarely","1994","Not Employed","general elemantary","196","0.147687335998369","0.127486933874839","0.167887738121899","4"
"Rarely","1994","Not Employed","middle vocational","619","0.264206188002142","0.245560409939397","0.282851966064887","4"
"Rarely","1994","Not Employed","vocational + Abi","31","0.269229183641931","0.185184960533856","0.353273406750005","4"
"Rarely","1994","Not Employed","higher vocational","71","0.303666533771029","0.239453664225509","0.36787940331655","4"
"Rarely","1994","Not Employed","higher education","107","0.275936242594","0.228563577721945","0.323308907466056","4"
"Rarely","1994","Employed","in school","3","","","","4"
"Rarely","1994","Employed","inadequately","85","0.294507600871528","0.243183517681153","0.345831684061903","4"
"Rarely","1994","Employed","general elemantary","405","0.328385761757391","0.302758314848981","0.354013208665801","4"
"Rarely","1994","Employed","middle vocational","2057","0.481183025384537","0.46639447757133","0.495971573197744","4"
"Rarely","1994","Employed","vocational + Abi","129","0.443382073204159","0.385706313919096","0.501057832489223","4"
"Rarely","1994","Employed","higher vocational","300","0.569173327428015","0.528012484827408","0.610334170028622","4"
"Rarely","1994","Employed","higher education","774","0.560421245840038","0.533502665921714","0.587339825758362","4"
"Daily","1995","Not Employed","in school","","","","","1"
"Daily","1995","Not Employed","inadequately","","","","","1"
"Daily","1995","Not Employed","general elemantary","","","","","1"
"Daily","1995","Not Employed","middle vocational","1","","","","1"
"Daily","1995","Not Employed","vocational + Abi","","","","","1"
"Daily","1995","Not Employed","higher vocational","","","","","1"
"Daily","1995","Not Employed","higher education","","","","","1"
"Daily","1995","Employed","in school","","","","","1"
"Daily","1995","Employed","inadequately","","","","","1"
"Daily","1995","Employed","general elemantary","","","","","1"
"Daily","1995","Employed","middle vocational","6","","","","1"
"Daily","1995","Employed","vocational + Abi","","","","","1"
"Daily","1995","Employed","higher vocational","","","","","1"
"Daily","1995","Employed","higher education","","","","","1"
"Min 1x per month","1995","Not Employed","in school","99","0.370432508390296","0.313562420418763","0.427302596361828","3"
"Min 1x per month","1995","Not Employed","inadequately","6","","","","3"
"Min 1x per month","1995","Not Employed","general elemantary","94","0.0492407526116263","0.0372171248904862","0.0612643803327663","3"
"Min 1x per month","1995","Not Employed","middle vocational","186","0.0685778657414865","0.0581069826767628","0.0790487488062102","3"
"Min 1x per month","1995","Employed","general elemantary","189","0.141729033910931","0.12248659849445","0.160971469327411","3"
"Min 1x per month","1995","Employed","middle vocational","776","0.168802865572356","0.157835494312507","0.179770236832205","3"
"Min 1x per month","1995","Employed","vocational + Abi","95","0.313484803499624","0.264744100032963","0.362225506966284","3"
"Min 1x per month","1995","Employed","higher vocational","108","0.205146923617904","0.172054695404075","0.238239151831732","3"
"Min 1x per month","1995","Employed","higher education","240","0.189178568889077","0.168589378557368","0.209767759220787","3"
"Min 1x per month","1995","Not Employed","higher education","27","","","","3"
"Min 1x per month","1995","Employed","in school","1","","","","3"
"Min 1x per month","1995","Employed","inadequately","17","","","","3"
"Min 1x per month","1995","Not Employed","vocational + Abi","30","0.249875159923938","0.175164675566599","0.324585644281277","3"
"Min 1x per month","1995","Not Employed","higher vocational","8","","","","3"
"Min 1x per week","1995","Employed","general elemantary","194","0.153245232740211","0.13337098380379","0.173119481676632","2"
"Min 1x per week","1995","Employed","middle vocational","322","0.0665326027256062","0.059235886564219","0.0738293188869934","2"
"Min 1x per week","1995","Employed","vocational + Abi","21","","","","2"
"Min 1x per week","1995","Employed","higher vocational","24","","","","2"
"Min 1x per week","1995","Employed","higher education","45","0.0354338839199123","0.0257150072565532","0.0451527605832713","2"
"Min 1x per week","1995","Not Employed","in school","112","0.42415157701292","0.365951596339808","0.482351557686032","2"
"Min 1x per week","1995","Not Employed","inadequately","3","","","","2"
"Min 1x per week","1995","Not Employed","general elemantary","55","0.0257048279217331","0.0169107456044806","0.0344989102389857","2"
"Min 1x per week","1995","Not Employed","higher education","6","","","","2"
"Min 1x per week","1995","Employed","in school","8","","","","2"
"Min 1x per week","1995","Employed","inadequately","12","","","","2"
"Min 1x per week","1995","Not Employed","middle vocational","84","0.0286994357260727","0.0217822163486103","0.0356166551035351","2"
"Min 1x per week","1995","Not Employed","vocational + Abi","7","","","","2"
"Min 1x per week","1995","Not Employed","higher vocational","1","","","","2"
"Never","1995","Not Employed","in school","12","","","","5"
"Never","1995","Not Employed","inadequately","226","0.865465583768851","0.823747617384738","0.907183550152963","5"
"Never","1995","Not Employed","general elemantary","905","0.790994343734004","0.768399798242682","0.813588889225327","5"
"Never","1995","Not Employed","middle vocational","1389","0.672106890209925","0.652657617355498","0.691556163064352","5"
"Never","1995","Not Employed","vocational + Abi","57","0.451000462491474","0.365133179975786","0.536867745007162","5"
"Never","1995","Not Employed","higher vocational","127","0.755310830730042","0.694182643070046","0.816439018390037","5"
"Never","1995","Not Employed","higher education","229","0.640432796512553","0.591270250427777","0.68959534259733","5"
"Never","1995","Employed","in school","1","","","","5"
"Never","1995","Employed","inadequately","196","0.638336474345588","0.58154816620082","0.695124782490356","5"
"Never","1995","Employed","general elemantary","524","0.396195213729781","0.369210283373364","0.423180144086198","5"
"Never","1995","Employed","middle vocational","1385","0.31507316212264","0.30147161167159","0.328674712573689","5"
"Never","1995","Employed","vocational + Abi","84","0.178848976288437","0.138585319290928","0.219112633285945","5"
"Never","1995","Employed","higher vocational","179","0.349705850240243","0.310625679815763","0.388786020664722","5"
"Never","1995","Employed","higher education","332","0.250378108308768","0.227603023736173","0.273153192881363","5"
"Rarely","1995","Employed","general elemantary","355","0.308830519619077","0.283340463235077","0.334320576003076","4"
"Rarely","1995","Employed","middle vocational","1992","0.448760204361688","0.434197632913632","0.463322775809744","4"
"Rarely","1995","Employed","vocational + Abi","148","0.439448965394851","0.387303052908264","0.491594877881438","4"
"Rarely","1995","Employed","higher vocational","261","0.410112145963436","0.369804622130574","0.450419669796299","4"
"Rarely","1995","Employed","higher education","773","0.525009438882242","0.498757176491014","0.551261701273471","4"
"Rarely","1995","Not Employed","in school","54","0.170145896811357","0.125895229999501","0.214396563623214","4"
"Rarely","1995","Not Employed","inadequately","22","","","","4"
"Rarely","1995","Not Employed","general elemantary","190","0.134060075732637","0.115126549195515","0.152993602269758","4"
"Rarely","1995","Not Employed","middle vocational","578","0.228698959897276","0.211298444858899","0.246099474935653","4"
"Rarely","1995","Not Employed","vocational + Abi","35","0.257429438659437","0.181980835335895","0.332878041982979","4"
"Rarely","1995","Not Employed","higher vocational","54","0.206438961166957","0.14888737579018","0.263990546543734","4"
"Rarely","1995","Not Employed","higher education","104","0.278854215299705","0.232912448827495","0.324795981771916","4"
"Rarely","1995","Employed","in school","","","","","4"
"Rarely","1995","Employed","inadequately","50","0.218915580664668","0.170042572871183","0.267788588458154","4"
"Daily","1996","Not Employed","in school","","","","","1"
"Daily","1996","Not Employed","inadequately","","","","","1"
"Daily","1996","Not Employed","general elemantary","","","","","1"
"Daily","1996","Not Employed","middle vocational","","","","","1"
"Daily","1996","Not Employed","vocational + Abi","","","","","1"
"Daily","1996","Not Employed","higher vocational","","","","","1"
"Daily","1996","Not Employed","higher education","","","","","1"
"Daily","1996","Employed","in school","","","","","1"
"Daily","1996","Employed","inadequately","","","","","1"
"Daily","1996","Employed","general elemantary","","","","","1"
"Daily","1996","Employed","middle vocational","","","","","1"
"Daily","1996","Employed","vocational + Abi","","","","","1"
"Daily","1996","Employed","higher vocational","","","","","1"
"Daily","1996","Employed","higher education","","","","","1"
"Min 1x per month","1996","Not Employed","in school","111","0.396358527405916","0.338546875086279","0.454170179725552","3"
"Min 1x per month","1996","Not Employed","inadequately","7","","","","3"
"Min 1x per month","1996","Not Employed","general elemantary","95","0.0641911683806776","0.0502423648728302","0.078139971888525","3"
"Min 1x per month","1996","Not Employed","middle vocational","226","0.0879643167325849","0.0760634709473078","0.099865162517862","3"
"Min 1x per month","1996","Employed","general elemantary","211","0.168601928575496","0.147462641189944","0.189741215961047","3"
"Min 1x per month","1996","Employed","middle vocational","952","0.208564595157687","0.196614134771541","0.220515055543832","3"
"Min 1x per month","1996","Employed","vocational + Abi","110","0.35125950090289","0.301879577493498","0.400639424312282","3"
"Min 1x per month","1996","Employed","higher vocational","143","0.252596028770373","0.217446460090858","0.287745597449888","3"
"Min 1x per month","1996","Employed","higher education","307","0.223288669479919","0.201582332070195","0.244995006889642","3"
"Min 1x per month","1996","Not Employed","higher education","50","0.131676075493242","0.0962511953513484","0.167100955635135","3"
"Min 1x per month","1996","Employed","in school","8","","","","3"
"Min 1x per month","1996","Not Employed","vocational + Abi","22","","","","3"
"Min 1x per month","1996","Not Employed","higher vocational","14","","","","3"
"Min 1x per month","1996","Employed","inadequately","21","","","","3"
"Min 1x per week","1996","Not Employed","in school","105","0.430203549418047","0.371687013525721","0.488720085310374","2"
"Min 1x per week","1996","Not Employed","inadequately","2","","","","2"
"Min 1x per week","1996","Not Employed","general elemantary","58","0.031240750886163","0.0213398569220124","0.0411416448503136","2"
"Min 1x per week","1996","Not Employed","middle vocational","117","0.0451454440246062","0.036421874588179","0.0538690134610335","2"
"Min 1x per week","1996","Not Employed","vocational + Abi","11","","","","2"
"Min 1x per week","1996","Not Employed","higher vocational","5","","","","2"
"Min 1x per week","1996","Not Employed","higher education","8","","","","2"
"Min 1x per week","1996","Employed","in school","9","","","","2"
"Min 1x per week","1996","Employed","inadequately","9","","","","2"
"Min 1x per week","1996","Employed","general elemantary","184","0.154033919976326","0.133652275282908","0.174415564669743","2"
"Min 1x per week","1996","Employed","middle vocational","451","0.106565323839397","0.0974892930046253","0.115641354674169","2"
"Min 1x per week","1996","Employed","vocational + Abi","35","0.107686631621035","0.0756209509846196","0.139752312257451","2"
"Min 1x per week","1996","Employed","higher vocational","37","0.0736818075677901","0.0525474391979386","0.0948161759376415","2"
"Min 1x per week","1996","Employed","higher education","77","0.0567759384967911","0.0447141146216779","0.0688377623719043","2"
"Never","1996","Not Employed","in school","8","","","","5"
"Never","1996","Not Employed","inadequately","201","0.76775859244971","0.714775738495496","0.820741446403924","5"
"Never","1996","Not Employed","general elemantary","778","0.712188134914705","0.686421514452079","0.737954755377331","5"
"Never","1996","Not Employed","middle vocational","1152","0.578013636804611","0.557262738780776","0.598764534828446","5"
"Never","1996","Not Employed","vocational + Abi","44","0.389106420491465","0.301508945213023","0.476703895769907","5"
"Never","1996","Not Employed","higher vocational","91","0.570264852962966","0.497541008348529","0.642988697577404","5"
"Never","1996","Not Employed","higher education","171","0.521990082923683","0.469658526889044","0.574321638958321","5"
"Never","1996","Employed","in school","","","","","5"
"Never","1996","Employed","inadequately","140","0.473693274876132","0.411550546099735","0.535836003652528","5"
"Never","1996","Employed","general elemantary","400","0.307587013379703","0.281530208100838","0.333643818658568","5"
"Never","1996","Employed","middle vocational","938","0.211224998567503","0.199218791397746","0.223231205737261","5"
"Never","1996","Employed","vocational + Abi","58","0.145849855886191","0.109339087065365","0.182360624707018","5"
"Never","1996","Employed","higher vocational","97","0.155256654995633","0.125960100802429","0.184553209188838","5"
"Never","1996","Employed","higher education","218","0.166846448685958","0.147413245353083","0.186279652018833","5"
"Rarely","1996","Employed","general elemantary","410","0.369777138068476","0.342520538571821","0.397033737565131","4"
"Rarely","1996","Employed","middle vocational","2099","0.473645082435413","0.458958441923832","0.488331722946994","4"
"Rarely","1996","Employed","vocational + Abi","156","0.395204011589883","0.344631329145972","0.445776694033793","4"
"Rarely","1996","Employed","higher vocational","310","0.518465508666204","0.47804491615026","0.558886101182148","4"
"Rarely","1996","Employed","higher education","812","0.553088943337332","0.527175124142693","0.579002762531971","4"
"Rarely","1996","Not Employed","in school","51","0.155622066799823","0.11277848504314","0.198465648556506","4"
"Rarely","1996","Not Employed","inadequately","34","0.179569013990962","0.131408634094864","0.227729393887059","4"
"Rarely","1996","Not Employed","general elemantary","255","0.192379945818455","0.169946850959202","0.214813040677707","4"
"Rarely","1996","Not Employed","middle vocational","681","0.288876602438198","0.269833078623005","0.307920126253391","4"
"Rarely","1996","Not Employed","vocational + Abi","42","0.327528228931457","0.243207178548979","0.411849279313935","4"
"Rarely","1996","Not Employed","higher vocational","68","0.326138466916281","0.257269362500054","0.395007571332507","4"
"Rarely","1996","Not Employed","higher education","121","0.328426487296566","0.279224806855492","0.377628167737641","4"
"Rarely","1996","Employed","in school","","","","","4"
"Rarely","1996","Employed","inadequately","78","0.355609463195025","0.296031797611306","0.415187128778743","4"
"Daily","1997","Not Employed","in school","","","","","1"
"Daily","1997","Not Employed","inadequately","","","","","1"
"Daily","1997","Not Employed","general elemantary","","","","","1"
"Daily","1997","Not Employed","middle vocational","","","","","1"
"Daily","1997","Not Employed","vocational + Abi","","","","","1"
"Daily","1997","Not Employed","higher vocational","","","","","1"
"Daily","1997","Not Employed","higher education","","","","","1"
"Daily","1997","Employed","in school","","","","","1"
"Daily","1997","Employed","inadequately","","","","","1"
"Daily","1997","Employed","general elemantary","","","","","1"
"Daily","1997","Employed","middle vocational","","","","","1"
"Daily","1997","Employed","vocational + Abi","","","","","1"
"Daily","1997","Employed","higher vocational","","","","","1"
"Daily","1997","Employed","higher education","","","","","1"
"Min 1x per month","1997","Employed","general elemantary","239","0.220572828649818","0.196482610261763","0.244663047037872","3"
"Min 1x per month","1997","Employed","middle vocational","866","0.200359921568545","0.188342976626295","0.212376866510794","3"
"Min 1x per month","1997","Employed","vocational + Abi","94","0.334262828289458","0.284267378134704","0.384258278444212","3"
"Min 1x per month","1997","Employed","higher vocational","121","0.221031716775058","0.187320549953911","0.254742883596205","3"
"Min 1x per month","1997","Employed","higher education","326","0.23703614218461","0.214799500560658","0.259272783808563","3"
"Min 1x per month","1997","Not Employed","in school","114","0.381589762778197","0.326802284407435","0.436377241148958","3"
"Min 1x per month","1997","Not Employed","inadequately","5","","","","3"
"Min 1x per month","1997","Not Employed","general elemantary","83","0.0535588186303841","0.0407668637376339","0.0663507735231343","3"
"Min 1x per month","1997","Not Employed","middle vocational","217","0.0833160973778714","0.0717627319811754","0.0948694627745674","3"
"Min 1x per month","1997","Not Employed","vocational + Abi","22","","","","3"
"Min 1x per month","1997","Not Employed","higher vocational","12","","","","3"
"Min 1x per month","1997","Not Employed","higher education","34","0.0717855661900837","0.0452311044740536","0.0983400279061139","3"
"Min 1x per month","1997","Employed","in school","4","","","","3"
"Min 1x per month","1997","Employed","inadequately","17","","","","3"
"Min 1x per week","1997","Not Employed","in school","108","0.361032783872185","0.306862984427561","0.415202583316808","2"
"Min 1x per week","1997","Not Employed","inadequately","5","","","","2"
"Min 1x per week","1997","Not Employed","general elemantary","68","0.0408094510166376","0.0295683867156425","0.0520505153176327","2"
"Min 1x per week","1997","Not Employed","middle vocational","115","0.043045799534288","0.0345609291392684","0.0515306699293076","2"
"Min 1x per week","1997","Not Employed","vocational + Abi","15","","","","2"
"Min 1x per week","1997","Not Employed","higher vocational","6","","","","2"
"Min 1x per week","1997","Not Employed","higher education","15","","","","2"
"Min 1x per week","1997","Employed","in school","4","","","","2"
"Min 1x per week","1997","Employed","inadequately","12","","","","2"
"Min 1x per week","1997","Employed","general elemantary","153","0.130280240237051","0.110723075050833","0.149837405423269","2"
"Min 1x per week","1997","Employed","middle vocational","399","0.0921286297941205","0.0834460089848533","0.100811250603388","2"
"Min 1x per week","1997","Employed","vocational + Abi","35","0.107813041355031","0.0749431232463977","0.140682959463664","2"
"Min 1x per week","1997","Employed","higher vocational","32","0.0496979619061105","0.0320421896381421","0.0673537341740789","2"
"Min 1x per week","1997","Employed","higher education","86","0.0767253733469277","0.0628083971531995","0.090642349540656","2"
"Never","1997","Not Employed","in school","11","","","","5"
"Never","1997","Not Employed","inadequately","203","0.798383696332518","0.74834934561693","0.848418047048106","5"
"Never","1997","Not Employed","general elemantary","790","0.719225755898301","0.693693695721438","0.744757816075165","5"
"Never","1997","Not Employed","middle vocational","1216","0.589200228919824","0.568632762501301","0.609767695338347","5"
"Never","1997","Not Employed","vocational + Abi","41","0.350614921480913","0.263023411047178","0.438206431914648","5"
"Never","1997","Not Employed","higher vocational","96","0.598722107097129","0.526100754927414","0.671343459266844","5"
"Never","1997","Not Employed","higher education","192","0.608266993161438","0.558051586179359","0.658482400143518","5"
"Never","1997","Employed","in school","","","","","5"
"Never","1997","Employed","inadequately","126","0.608848539118964","0.544067642204436","0.673629436033491","5"
"Never","1997","Employed","general elemantary","368","0.31269208654242","0.285757452614907","0.339626720469933","5"
"Never","1997","Employed","middle vocational","941","0.218337086251387","0.205934425145484","0.23073974735729","5"
"Never","1997","Employed","vocational + Abi","54","0.122845825844733","0.0880559236887972","0.15763572800067","5"
"Never","1997","Employed","higher vocational","112","0.201420116836763","0.16883665655819","0.234003577115337","5"
"Never","1997","Employed","higher education","224","0.167374827285718","0.147854829313674","0.186894825257762","5"
"Rarely","1997","Not Employed","in school","69","0.223136825761066","0.176179591179088","0.270094060343044","4"
"Rarely","1997","Not Employed","inadequately","34","0.151473214348163","0.106763662847351","0.196182765848974","4"
"Rarely","1997","Not Employed","general elemantary","249","0.186405974454677","0.164279694676783","0.208532254232571","4"
"Rarely","1997","Not Employed","middle vocational","650","0.284437874168017","0.265577442350835","0.303298305985198","4"
"Rarely","1997","Employed","general elemantary","378","0.336454844570711","0.309002743171365","0.363906945970058","4"
"Rarely","1997","Employed","middle vocational","2056","0.489174362385948","0.474166820815518","0.504181903956378","4"
"Rarely","1997","Employed","vocational + Abi","159","0.435078304510778","0.382535544910202","0.487621064111353","4"
"Rarely","1997","Employed","higher vocational","317","0.527850204482068","0.487291707854719","0.568408701109417","4"
"Rarely","1997","Employed","higher education","769","0.518863657182744","0.492737794703751","0.544989519661736","4"
"Rarely","1997","Not Employed","higher education","122","0.290165679117009","0.243478643778824","0.336852714455193","4"
"Rarely","1997","Not Employed","vocational + Abi","36","0.311676785524208","0.226652282552865","0.396701288495551","4"
"Rarely","1997","Not Employed","higher vocational","61","0.320418747326045","0.251282035473775","0.389555459178316","4"
"Rarely","1997","Employed","in school","6","","","","4"
"Rarely","1997","Employed","inadequately","63","0.268848472806914","0.209994290952095","0.327702654661733","4"
"Daily","1998","Not Employed","in school","1","","","","1"
"Daily","1998","Not Employed","inadequately","","","","","1"
"Daily","1998","Not Employed","general elemantary","","","","","1"
"Daily","1998","Not Employed","middle vocational","","","","","1"
"Daily","1998","Not Employed","vocational + Abi","1","","","","1"
"Daily","1998","Not Employed","higher vocational","","","","","1"
"Daily","1998","Not Employed","higher education","1","","","","1"
"Daily","1998","Employed","in school","","","","","1"
"Daily","1998","Employed","inadequately","","","","","1"
"Daily","1998","Employed","general elemantary","1","","","","1"
"Daily","1998","Employed","middle vocational","4","","","","1"
"Daily","1998","Employed","vocational + Abi","","","","","1"
"Daily","1998","Employed","higher vocational","","","","","1"
"Daily","1998","Employed","higher education","","","","","1"
"Min 1x per month","1998","Employed","vocational + Abi","111","0.302173806519103","0.256304754193705","0.3480428588445","3"
"Min 1x per month","1998","Employed","higher vocational","133","0.223398508809031","0.190665031471073","0.256131986146988","3"
"Min 1x per month","1998","Employed","higher education","357","0.246038160368203","0.224568792153824","0.267507528582582","3"
"Min 1x per month","1998","Not Employed","in school","140","0.453894634997738","0.3990878652228","0.508701404772676","3"
"Min 1x per month","1998","Not Employed","inadequately","7","","","","3"
"Min 1x per month","1998","Not Employed","general elemantary","100","0.0576398374357813","0.045193713364435","0.0700859615071275","3"
"Min 1x per month","1998","Not Employed","middle vocational","220","0.0798347640445042","0.0692017904764396","0.0904677376125687","3"
"Min 1x per month","1998","Not Employed","vocational + Abi","22","","","","3"
"Min 1x per month","1998","Employed","general elemantary","234","0.197846388462322","0.175278348047778","0.220414428876866","3"
"Min 1x per month","1998","Employed","middle vocational","918","0.209441705815694","0.197588348488639","0.221295063142749","3"
"Min 1x per month","1998","Not Employed","higher vocational","17","","","","3"
"Min 1x per month","1998","Not Employed","higher education","34","0.0741480337637593","0.0493832546130357","0.0989128129144829","3"
"Min 1x per month","1998","Employed","in school","8","","","","3"
"Min 1x per month","1998","Employed","inadequately","18","","","","3"
"Min 1x per week","1998","Not Employed","in school","90","0.275263399061402","0.22609537091666","0.324431427206144","2"
"Min 1x per week","1998","Not Employed","inadequately","2","","","","2"
"Min 1x per week","1998","Not Employed","general elemantary","60","0.0325846251224819","0.0231031229207036","0.0420661273242603","2"
"Min 1x per week","1998","Employed","higher vocational","25","","","","2"
"Min 1x per week","1998","Employed","higher education","58","0.0352614402169816","0.0260675738247904","0.0444553066091728","2"
"Min 1x per week","1998","Not Employed","middle vocational","84","0.0275882654975836","0.0211626742619699","0.0340138567331973","2"
"Min 1x per week","1998","Not Employed","vocational + Abi","6","","","","2"
"Min 1x per week","1998","Not Employed","higher vocational","2","","","","2"
"Min 1x per week","1998","Not Employed","higher education","12","","","","2"
"Min 1x per week","1998","Employed","in school","6","","","","2"
"Min 1x per week","1998","Employed","inadequately","6","","","","2"
"Min 1x per week","1998","Employed","general elemantary","143","0.116369785410732","0.0982039066512451","0.134535664170219","2"
"Min 1x per week","1998","Employed","middle vocational","255","0.0497508718972625","0.0434171071016879","0.0560846366928371","2"
"Min 1x per week","1998","Employed","vocational + Abi","27","","","","2"
"Never","1998","Not Employed","in school","10","","","","5"
"Never","1998","Not Employed","inadequately","198","0.827958775600096","0.779908648897544","0.876008902302648","5"
"Never","1998","Not Employed","general elemantary","938","0.737653648105665","0.714161211955945","0.761146084255385","5"
"Never","1998","Not Employed","middle vocational","1494","0.637288784289863","0.618427362345111","0.656150206234616","5"
"Never","1998","Not Employed","vocational + Abi","49","0.395757960454666","0.309686822104475","0.481829098804858","5"
"Never","1998","Not Employed","higher vocational","111","0.605832790782558","0.53860997402459","0.673055607540526","5"
"Never","1998","Not Employed","higher education","254","0.648959686574184","0.603846737351947","0.694072635796421","5"
"Never","1998","Employed","in school","1","","","","5"
"Never","1998","Employed","inadequately","135","0.582162742653466","0.515456845628061","0.64886863967887","5"
"Never","1998","Employed","general elemantary","413","0.333234894870783","0.306531733292981","0.359938056448585","5"
"Never","1998","Employed","middle vocational","1141","0.250831114266986","0.238203438753738","0.263458789780234","5"
"Never","1998","Employed","vocational + Abi","66","0.141383230657789","0.106580256421374","0.176186204894204","5"
"Never","1998","Employed","higher vocational","131","0.204645366680503","0.172939891641851","0.236350841719154","5"
"Never","1998","Employed","higher education","291","0.18108732811779","0.161891530061828","0.200283126173753","5"
"Rarely","1998","Not Employed","in school","76","0.238679461634342","0.19175386990923","0.285605053359455","4"
"Rarely","1998","Not Employed","inadequately","30","0.129761197561276","0.0869787563332145","0.172543638789338","4"
"Rarely","1998","Not Employed","general elemantary","249","0.172121889336072","0.151963048988262","0.192280729683881","4"
"Rarely","1998","Not Employed","middle vocational","698","0.255288186168049","0.238182705556423","0.272393666779675","4"
"Rarely","1998","Not Employed","vocational + Abi","46","0.367797028422454","0.282924014844731","0.452670042000177","4"
"Rarely","1998","Not Employed","higher vocational","73","0.339688176016369","0.274538115395964","0.404838236636774","4"
"Rarely","1998","Employed","general elemantary","406","0.351935534038593","0.324880898998171","0.378990169079015","4"
"Rarely","1998","Employed","middle vocational","2209","0.489184947828546","0.474623276327207","0.503746619329885","4"
"Rarely","1998","Employed","vocational + Abi","181","0.48314773667364","0.433231606090846","0.533063867256434","4"
"Rarely","1998","Employed","higher vocational","333","0.535946406414553","0.496754386205616","0.57513842662349","4"
"Rarely","1998","Employed","higher education","840","0.537613071297025","0.512759944807473","0.562466197786577","4"
"Rarely","1998","Employed","in school","2","","","","4"
"Rarely","1998","Not Employed","higher education","129","0.24855738088181","0.207708975565516","0.289405786198103","4"
"Rarely","1998","Employed","inadequately","51","0.296216395009381","0.234462754893211","0.357970035125551","4"
"Daily","1999","Not Employed","in school","","","","","1"
"Daily","1999","Not Employed","inadequately","","","","","1"
"Daily","1999","Not Employed","general elemantary","","","","","1"
"Daily","1999","Not Employed","middle vocational","","","","","1"
"Daily","1999","Not Employed","vocational + Abi","","","","","1"
"Daily","1999","Not Employed","higher vocational","","","","","1"
"Daily","1999","Not Employed","higher education","","","","","1"
"Daily","1999","Employed","in school","","","","","1"
"Daily","1999","Employed","inadequately","","","","","1"
"Daily","1999","Employed","general elemantary","","","","","1"
"Daily","1999","Employed","middle vocational","","","","","1"
"Daily","1999","Employed","vocational + Abi","","","","","1"
"Daily","1999","Employed","higher vocational","","","","","1"
"Daily","1999","Employed","higher education","","","","","1"
"Min 1x per month","1999","Not Employed","vocational + Abi","17","","","","3"
"Min 1x per month","1999","Not Employed","higher vocational","21","","","","3"
"Min 1x per month","1999","Not Employed","higher education","43","0.0839128498251365","0.0573969678729571","0.110428731777316","3"
"Min 1x per month","1999","Employed","in school","14","","","","3"
"Min 1x per month","1999","Employed","inadequately","11","","","","3"
"Min 1x per month","1999","Employed","general elemantary","258","0.210890226563286","0.187614458269227","0.234165994857346","3"
"Min 1x per month","1999","Employed","middle vocational","996","0.217042681171048","0.205128669995369","0.228956692346726","3"
"Min 1x per month","1999","Employed","vocational + Abi","124","0.327101587412032","0.281239782536737","0.372963392287327","3"
"Min 1x per month","1999","Employed","higher vocational","118","0.190639268406047","0.159868512117248","0.221410024694846","3"
