"pli0091_h","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"Daily","1992","secondary school degree","in school","","","",""
"Daily","1992","secondary school degree","inadequately","","","",""
"Daily","1992","secondary school degree","general elemantary","","","",""
"Daily","1992","secondary school degree","middle vocational","","","",""
"Daily","1992","secondary school degree","vocational + Abi","","","",""
"Daily","1992","secondary school degree","higher vocational","","","",""
"Daily","1992","secondary school degree","higher education","","","",""
"Daily","1992","college entrance qualification","in school","","","",""
"Daily","1992","college entrance qualification","inadequately","","","",""
"Daily","1992","college entrance qualification","general elemantary","","","",""
"Daily","1992","college entrance qualification","middle vocational","","","",""
"Daily","1992","college entrance qualification","vocational + Abi","","","",""
"Daily","1992","college entrance qualification","higher vocational","","","",""
"Daily","1992","college entrance qualification","higher education","","","",""
"Daily","1992","Other degree","in school","","","",""
"Daily","1992","Other degree","inadequately","","","",""
"Daily","1992","Other degree","general elemantary","","","",""
"Daily","1992","Other degree","middle vocational","","","",""
"Daily","1992","Other degree","vocational + Abi","","","",""
"Daily","1992","Other degree","higher vocational","","","",""
"Daily","1992","Other degree","higher education","","","",""
"Daily","1992","no degree/no degree yet","in school","","","",""
"Daily","1992","no degree/no degree yet","inadequately","","","",""
"Daily","1992","no degree/no degree yet","general elemantary","","","",""
"Daily","1992","no degree/no degree yet","middle vocational","","","",""
"Daily","1992","no degree/no degree yet","vocational + Abi","","","",""
"Daily","1992","no degree/no degree yet","higher vocational","","","",""
"Daily","1992","no degree/no degree yet","higher education","","","",""
"Min 1x per week","1992","lower secondary degree","in school","","","",""
"Min 1x per week","1992","lower secondary degree","inadequately","","","",""
"Min 1x per week","1992","lower secondary degree","general elemantary","113","0.0437540214977874","0.0340929495530566","0.0534150934425182"
"Min 1x per week","1992","lower secondary degree","middle vocational","203","0.0553760308401548","0.047931718547793","0.0628203431325165"
"Min 1x per week","1992","lower secondary degree","vocational + Abi","1","","",""
"Min 1x per week","1992","lower secondary degree","higher vocational","9","","",""
"Min 1x per week","1992","lower secondary degree","higher education","3","","",""
"Min 1x per week","1992","secondary school degree","in school","","","",""
"Min 1x per week","1992","secondary school degree","inadequately","","","",""
"Min 1x per week","1992","secondary school degree","general elemantary","161","0.243811475681862","0.207495053105747","0.280127898257976"
"Min 1x per week","1992","secondary school degree","middle vocational","182","0.0772464933002652","0.0661530767152716","0.0883399098852589"
"Min 1x per week","1992","secondary school degree","vocational + Abi","","","",""
"Min 1x per week","1992","secondary school degree","higher vocational","8","","",""
"Min 1x per week","1992","secondary school degree","higher education","14","","",""
"Min 1x per week","1992","college entrance qualification","in school","","","",""
"Min 1x per week","1992","college entrance qualification","inadequately","","","",""
"Min 1x per week","1992","college entrance qualification","general elemantary","","","",""
"Min 1x per week","1992","college entrance qualification","middle vocational","92","0.286330039588627","0.236567718972956","0.336092360204299"
"Min 1x per week","1992","college entrance qualification","vocational + Abi","54","0.158050817866203","0.117573464565494","0.198528171166911"
"Min 1x per week","1992","college entrance qualification","higher vocational","14","","",""
"Min 1x per week","1992","college entrance qualification","higher education","45","0.0491792588480541","0.0356336959181625","0.0627248217779458"
"Min 1x per week","1992","Other degree","in school","","","",""
"Min 1x per week","1992","Other degree","inadequately","2","","",""
"Min 1x per week","1992","Other degree","general elemantary","15","","",""
"Min 1x per week","1992","Other degree","middle vocational","27","","",""
"Min 1x per week","1992","Other degree","vocational + Abi","","","",""
"Min 1x per week","1992","Other degree","higher vocational","","","",""
"Min 1x per week","1992","Other degree","higher education","1","","",""
"Min 1x per week","1992","no degree/no degree yet","in school","58","0.357340920258476","0.286941385428005","0.427740455088947"
"Min 1x per week","1992","no degree/no degree yet","inadequately","23","","",""
"Min 1x per week","1992","no degree/no degree yet","general elemantary","","","",""
"Min 1x per week","1992","no degree/no degree yet","middle vocational","8","","",""
"Min 1x per week","1992","no degree/no degree yet","vocational + Abi","","","",""
"Min 1x per week","1992","no degree/no degree yet","higher vocational","","","",""
"Min 1x per week","1992","no degree/no degree yet","higher education","","","",""
"Min 1x per month","1992","lower secondary degree","in school","","","",""
"Min 1x per month","1992","lower secondary degree","inadequately","","","",""
"Min 1x per month","1992","lower secondary degree","general elemantary","161","0.0626051428459402","0.0511632518476132","0.0740470338442671"
"Min 1x per month","1992","lower secondary degree","middle vocational","370","0.0932605816385213","0.0837954970618116","0.102725666215231"
"Min 1x per month","1992","lower secondary degree","vocational + Abi","","","",""
"Min 1x per month","1992","lower secondary degree","higher vocational","31","0.0917735518087948","0.0596869489571194","0.12386015466047"
"Min 1x per month","1992","lower secondary degree","higher education","10","","",""
"Min 1x per month","1992","secondary school degree","in school","","","",""
"Min 1x per month","1992","secondary school degree","inadequately","","","",""
"Min 1x per month","1992","secondary school degree","general elemantary","155","0.278744891378734","0.240821352463903","0.316668430293565"
"Min 1x per month","1992","secondary school degree","middle vocational","388","0.17335416185825","0.15762484136723","0.189083482349271"
"Min 1x per month","1992","secondary school degree","vocational + Abi","","","",""
"Min 1x per month","1992","secondary school degree","higher vocational","42","0.125717843303054","0.0888716891266985","0.16256399747941"
"Min 1x per month","1992","secondary school degree","higher education","50","0.115846257620852","0.0881786612985115","0.143513853943192"
"Min 1x per month","1992","college entrance qualification","in school","","","",""
"Min 1x per month","1992","college entrance qualification","inadequately","","","",""
"Min 1x per month","1992","college entrance qualification","general elemantary","","","",""
"Min 1x per month","1992","college entrance qualification","middle vocational","118","0.351190335480017","0.298643279021165","0.403737391938869"
"Min 1x per month","1992","college entrance qualification","vocational + Abi","77","0.267334783080424","0.218226888442119","0.316442677718729"
"Min 1x per month","1992","college entrance qualification","higher vocational","36","0.294191428659027","0.215860209399124","0.37252264791893"
"Min 1x per month","1992","college entrance qualification","higher education","176","0.201517881989284","0.176390563911037","0.22664520006753"
"Min 1x per month","1992","Other degree","in school","","","",""
"Min 1x per month","1992","Other degree","inadequately","6","","",""
"Min 1x per month","1992","Other degree","general elemantary","30","0.0552700844884215","0.0354770669873775","0.0750631019894656"
"Min 1x per month","1992","Other degree","middle vocational","28","","",""
"Min 1x per month","1992","Other degree","vocational + Abi","4","","",""
"Min 1x per month","1992","Other degree","higher vocational","","","",""
"Min 1x per month","1992","Other degree","higher education","3","","",""
"Min 1x per month","1992","no degree/no degree yet","in school","63","0.347551092831224","0.277595784822744","0.417506400839704"
"Min 1x per month","1992","no degree/no degree yet","inadequately","30","0.0652853695491041","0.0455028258635116","0.0850679132346965"
"Min 1x per month","1992","no degree/no degree yet","general elemantary","","","",""
"Min 1x per month","1992","no degree/no degree yet","middle vocational","3","","",""
"Min 1x per month","1992","no degree/no degree yet","vocational + Abi","","","",""
"Min 1x per month","1992","no degree/no degree yet","higher vocational","1","","",""
"Min 1x per month","1992","no degree/no degree yet","higher education","","","",""
"Rarely","1992","lower secondary degree","in school","","","",""
"Rarely","1992","lower secondary degree","inadequately","","","",""
"Rarely","1992","lower secondary degree","general elemantary","436","0.225625796382721","0.205883333413408","0.245368259352034"
"Rarely","1992","lower secondary degree","middle vocational","1367","0.36001579815711","0.344392252630006","0.375639343684214"
"Rarely","1992","lower secondary degree","vocational + Abi","2","","",""
"Rarely","1992","lower secondary degree","higher vocational","143","0.4153271647196","0.360560092669213","0.470094236769987"
"Rarely","1992","lower secondary degree","higher education","38","0.300451129619644","0.215922307029245","0.384979952210043"
"Rarely","1992","secondary school degree","in school","","","",""
"Rarely","1992","secondary school degree","inadequately","","","",""
"Rarely","1992","secondary school degree","general elemantary","138","0.263796844326842","0.226523824227587","0.301069864426096"
"Rarely","1992","secondary school degree","middle vocational","1093","0.459847336406608","0.439138858357093","0.480555814456123"
"Rarely","1992","secondary school degree","vocational + Abi","","","",""
"Rarely","1992","secondary school degree","higher vocational","163","0.465420331742782","0.409983705675918","0.520856957809645"
"Rarely","1992","secondary school degree","higher education","304","0.523567520961381","0.480390411915594","0.566744630007169"
"Rarely","1992","college entrance qualification","in school","","","",""
"Rarely","1992","college entrance qualification","inadequately","","","",""
"Rarely","1992","college entrance qualification","general elemantary","","","",""
"Rarely","1992","college entrance qualification","middle vocational","81","0.277176544023839","0.227903111641744","0.326449976405934"
"Rarely","1992","college entrance qualification","vocational + Abi","125","0.368398257010252","0.314873927297923","0.421922586722581"
"Rarely","1992","college entrance qualification","higher vocational","49","0.359408402909871","0.27692602992183","0.441890775897911"
"Rarely","1992","college entrance qualification","higher education","512","0.47691522328659","0.445628262464746","0.508202184108435"
"Rarely","1992","Other degree","in school","","","",""
"Rarely","1992","Other degree","inadequately","8","","",""
"Rarely","1992","Other degree","general elemantary","111","0.201584859467027","0.166834728345396","0.236334990588658"
"Rarely","1992","Other degree","middle vocational","101","0.311592919830933","0.263683896073332","0.359501943588533"
"Rarely","1992","Other degree","vocational + Abi","29","","",""
"Rarely","1992","Other degree","higher vocational","1","","",""
"Rarely","1992","Other degree","higher education","15","","",""
"Rarely","1992","no degree/no degree yet","in school","45","0.228371549423018","0.166703074958381","0.290040023887654"
"Rarely","1992","no degree/no degree yet","inadequately","121","0.194823613683519","0.163105964446721","0.226541262920316"
"Rarely","1992","no degree/no degree yet","general elemantary","","","",""
"Rarely","1992","no degree/no degree yet","middle vocational","23","","",""
"Rarely","1992","no degree/no degree yet","vocational + Abi","","","",""
"Rarely","1992","no degree/no degree yet","higher vocational","1","","",""
"Rarely","1992","no degree/no degree yet","higher education","1","","",""
"Never","1992","lower secondary degree","in school","","","",""
"Never","1992","lower secondary degree","inadequately","","","",""
"Never","1992","lower secondary degree","general elemantary","1012","0.668015039273551","0.645772526812675","0.690257551734427"
"Never","1992","lower secondary degree","middle vocational","1686","0.491347589364214","0.475075655909157","0.507619522819271"
"Never","1992","lower secondary degree","vocational + Abi","2","","",""
"Never","1992","lower secondary degree","higher vocational","128","0.46916861132222","0.413704677550642","0.524632545093798"
"Never","1992","lower secondary degree","higher education","62","0.593136844465024","0.502561394130434","0.683712294799614"
"Never","1992","secondary school degree","in school","","","",""
"Never","1992","secondary school degree","inadequately","","","",""
"Never","1992","secondary school degree","general elemantary","83","0.213646788612563","0.178979652539114","0.248313924686012"
"Never","1992","secondary school degree","middle vocational","562","0.289552008434877","0.270706297750348","0.308397719119406"
"Never","1992","secondary school degree","vocational + Abi","","","",""
"Never","1992","secondary school degree","higher vocational","98","0.357208654756685","0.303953225054196","0.410464084459174"
"Never","1992","secondary school degree","higher education","146","0.333032840975427","0.29228897001998","0.373776711930875"
"Never","1992","college entrance qualification","in school","","","",""
"Never","1992","college entrance qualification","inadequately","","","",""
"Never","1992","college entrance qualification","general elemantary","","","",""
"Never","1992","college entrance qualification","middle vocational","26","","",""
"Never","1992","college entrance qualification","vocational + Abi","56","0.206216142043121","0.161322663848691","0.251109620237551"
"Never","1992","college entrance qualification","higher vocational","31","0.263952773961682","0.18818363180755","0.339721916115814"
"Never","1992","college entrance qualification","higher education","246","0.272387635876072","0.244500720715298","0.300274551036847"
"Never","1992","Other degree","in school","","","",""
"Never","1992","Other degree","inadequately","9","","",""
"Never","1992","Other degree","general elemantary","356","0.716058837936142","0.677001589614651","0.755116086257633"
"Never","1992","Other degree","middle vocational","203","0.547556631214597","0.496069641363929","0.599043621065265"
"Never","1992","Other degree","vocational + Abi","36","0.556165924921929","0.438936656401428","0.67339519344243"
"Never","1992","Other degree","higher vocational","4","","",""
"Never","1992","Other degree","higher education","14","","",""
"Never","1992","no degree/no degree yet","in school","12","","",""
"Never","1992","no degree/no degree yet","inadequately","425","0.69820953883555","0.66144913082378","0.734969946847321"
"Never","1992","no degree/no degree yet","general elemantary","","","",""
"Never","1992","no degree/no degree yet","middle vocational","40","0.45780361112148","0.344289422676739","0.57131779956622"
"Never","1992","no degree/no degree yet","vocational + Abi","","","",""
"Never","1992","no degree/no degree yet","higher vocational","2","","",""
"Never","1992","no degree/no degree yet","higher education","","","",""
"Daily","1993","lower secondary degree","in school","","","",""
"Daily","1993","lower secondary degree","inadequately","","","",""
"Daily","1993","lower secondary degree","general elemantary","","","",""
"Daily","1993","lower secondary degree","middle vocational","","","",""
"Daily","1993","lower secondary degree","vocational + Abi","","","",""
"Daily","1993","lower secondary degree","higher vocational","","","",""
"Daily","1993","lower secondary degree","higher education","","","",""
"Daily","1993","secondary school degree","in school","","","",""
"Daily","1993","secondary school degree","inadequately","","","",""
"Daily","1993","secondary school degree","general elemantary","","","",""
"Daily","1993","secondary school degree","middle vocational","","","",""
"Daily","1993","secondary school degree","vocational + Abi","","","",""
"Daily","1993","secondary school degree","higher vocational","","","",""
"Daily","1993","secondary school degree","higher education","","","",""
"Daily","1993","college entrance qualification","in school","","","",""
"Daily","1993","college entrance qualification","inadequately","","","",""
"Daily","1993","college entrance qualification","general elemantary","","","",""
"Daily","1993","college entrance qualification","middle vocational","","","",""
"Daily","1993","college entrance qualification","vocational + Abi","","","",""
"Daily","1993","college entrance qualification","higher vocational","","","",""
"Daily","1993","college entrance qualification","higher education","","","",""
"Daily","1993","Other degree","in school","","","",""
"Daily","1993","Other degree","inadequately","","","",""
"Daily","1993","Other degree","general elemantary","","","",""
"Daily","1993","Other degree","middle vocational","","","",""
"Daily","1993","Other degree","vocational + Abi","","","",""
"Daily","1993","Other degree","higher vocational","","","",""
"Daily","1993","Other degree","higher education","","","",""
"Daily","1993","no degree/no degree yet","in school","","","",""
"Daily","1993","no degree/no degree yet","inadequately","","","",""
"Daily","1993","no degree/no degree yet","general elemantary","","","",""
"Daily","1993","no degree/no degree yet","middle vocational","","","",""
"Daily","1993","no degree/no degree yet","vocational + Abi","","","",""
"Daily","1993","no degree/no degree yet","higher vocational","","","",""
"Daily","1993","no degree/no degree yet","higher education","","","",""
"Min 1x per week","1993","lower secondary degree","in school","","","",""
"Min 1x per week","1993","lower secondary degree","inadequately","","","",""
"Min 1x per week","1993","lower secondary degree","general elemantary","","","",""
"Min 1x per week","1993","lower secondary degree","middle vocational","","","",""
"Min 1x per week","1993","lower secondary degree","vocational + Abi","","","",""
"Min 1x per week","1993","lower secondary degree","higher vocational","","","",""
"Min 1x per week","1993","lower secondary degree","higher education","","","",""
"Min 1x per week","1993","secondary school degree","in school","","","",""
"Min 1x per week","1993","secondary school degree","inadequately","","","",""
"Min 1x per week","1993","secondary school degree","general elemantary","","","",""
"Min 1x per week","1993","secondary school degree","middle vocational","","","",""
"Min 1x per week","1993","secondary school degree","vocational + Abi","","","",""
"Min 1x per week","1993","secondary school degree","higher vocational","","","",""
"Min 1x per week","1993","secondary school degree","higher education","","","",""
"Min 1x per week","1993","college entrance qualification","in school","","","",""
"Min 1x per week","1993","college entrance qualification","inadequately","","","",""
"Min 1x per week","1993","college entrance qualification","general elemantary","","","",""
"Min 1x per week","1993","college entrance qualification","middle vocational","","","",""
"Min 1x per week","1993","college entrance qualification","vocational + Abi","","","",""
"Min 1x per week","1993","college entrance qualification","higher vocational","","","",""
"Min 1x per week","1993","college entrance qualification","higher education","","","",""
"Min 1x per week","1993","Other degree","in school","","","",""
"Min 1x per week","1993","Other degree","inadequately","","","",""
"Min 1x per week","1993","Other degree","general elemantary","","","",""
"Min 1x per week","1993","Other degree","middle vocational","","","",""
"Min 1x per week","1993","Other degree","vocational + Abi","","","",""
"Min 1x per week","1993","Other degree","higher vocational","","","",""
"Min 1x per week","1993","Other degree","higher education","","","",""
"Min 1x per week","1993","no degree/no degree yet","in school","","","",""
"Min 1x per week","1993","no degree/no degree yet","inadequately","","","",""
"Min 1x per week","1993","no degree/no degree yet","general elemantary","","","",""
"Min 1x per week","1993","no degree/no degree yet","middle vocational","","","",""
"Min 1x per week","1993","no degree/no degree yet","vocational + Abi","","","",""
"Min 1x per week","1993","no degree/no degree yet","higher vocational","","","",""
"Min 1x per week","1993","no degree/no degree yet","higher education","","","",""
"Min 1x per month","1993","lower secondary degree","in school","","","",""
"Min 1x per month","1993","lower secondary degree","inadequately","","","",""
"Min 1x per month","1993","lower secondary degree","general elemantary","","","",""
"Min 1x per month","1993","lower secondary degree","middle vocational","","","",""
"Min 1x per month","1993","lower secondary degree","vocational + Abi","","","",""
"Min 1x per month","1993","lower secondary degree","higher vocational","","","",""
"Min 1x per month","1993","lower secondary degree","higher education","","","",""
"Min 1x per month","1993","secondary school degree","in school","","","",""
"Min 1x per month","1993","secondary school degree","inadequately","","","",""
"Min 1x per month","1993","secondary school degree","general elemantary","","","",""
"Min 1x per month","1993","secondary school degree","middle vocational","","","",""
"Min 1x per month","1993","secondary school degree","vocational + Abi","","","",""
"Min 1x per month","1993","secondary school degree","higher vocational","","","",""
"Min 1x per month","1993","secondary school degree","higher education","","","",""
"Min 1x per month","1993","college entrance qualification","in school","","","",""
"Min 1x per month","1993","college entrance qualification","inadequately","","","",""
"Min 1x per month","1993","college entrance qualification","general elemantary","","","",""
"Min 1x per month","1993","college entrance qualification","middle vocational","","","",""
"Min 1x per month","1993","college entrance qualification","vocational + Abi","","","",""
"Min 1x per month","1993","college entrance qualification","higher vocational","","","",""
"Min 1x per month","1993","college entrance qualification","higher education","","","",""
"Min 1x per month","1993","Other degree","in school","","","",""
"Min 1x per month","1993","Other degree","inadequately","","","",""
"Min 1x per month","1993","Other degree","general elemantary","","","",""
"Min 1x per month","1993","Other degree","middle vocational","","","",""
"Min 1x per month","1993","Other degree","vocational + Abi","","","",""
"Min 1x per month","1993","Other degree","higher vocational","","","",""
"Min 1x per month","1993","Other degree","higher education","","","",""
"Min 1x per month","1993","no degree/no degree yet","in school","","","",""
"Min 1x per month","1993","no degree/no degree yet","inadequately","","","",""
"Min 1x per month","1993","no degree/no degree yet","general elemantary","","","",""
"Min 1x per month","1993","no degree/no degree yet","middle vocational","","","",""
"Min 1x per month","1993","no degree/no degree yet","vocational + Abi","","","",""
"Min 1x per month","1993","no degree/no degree yet","higher vocational","","","",""
"Min 1x per month","1993","no degree/no degree yet","higher education","","","",""
"Rarely","1993","lower secondary degree","in school","","","",""
"Rarely","1993","lower secondary degree","inadequately","","","",""
"Rarely","1993","lower secondary degree","general elemantary","","","",""
"Rarely","1993","lower secondary degree","middle vocational","","","",""
"Rarely","1993","lower secondary degree","vocational + Abi","","","",""
"Rarely","1993","lower secondary degree","higher vocational","","","",""
"Rarely","1993","lower secondary degree","higher education","","","",""
"Rarely","1993","secondary school degree","in school","","","",""
"Rarely","1993","secondary school degree","inadequately","","","",""
"Rarely","1993","secondary school degree","general elemantary","","","",""
"Rarely","1993","secondary school degree","middle vocational","","","",""
"Rarely","1993","secondary school degree","vocational + Abi","","","",""
"Rarely","1993","secondary school degree","higher vocational","","","",""
"Rarely","1993","secondary school degree","higher education","","","",""
"Rarely","1993","college entrance qualification","in school","","","",""
"Rarely","1993","college entrance qualification","inadequately","","","",""
"Rarely","1993","college entrance qualification","general elemantary","","","",""
"Rarely","1993","college entrance qualification","middle vocational","","","",""
"Rarely","1993","college entrance qualification","vocational + Abi","","","",""
"Rarely","1993","college entrance qualification","higher vocational","","","",""
"Rarely","1993","college entrance qualification","higher education","","","",""
"Rarely","1993","Other degree","in school","","","",""
"Rarely","1993","Other degree","inadequately","","","",""
"Rarely","1993","Other degree","general elemantary","","","",""
"Rarely","1993","Other degree","middle vocational","","","",""
"Rarely","1993","Other degree","vocational + Abi","","","",""
"Rarely","1993","Other degree","higher vocational","","","",""
"Rarely","1993","Other degree","higher education","","","",""
"Rarely","1993","no degree/no degree yet","in school","","","",""
"Rarely","1993","no degree/no degree yet","inadequately","","","",""
"Rarely","1993","no degree/no degree yet","general elemantary","","","",""
"Rarely","1993","no degree/no degree yet","middle vocational","","","",""
"Rarely","1993","no degree/no degree yet","vocational + Abi","","","",""
"Rarely","1993","no degree/no degree yet","higher vocational","","","",""
"Rarely","1993","no degree/no degree yet","higher education","","","",""
"Never","1993","lower secondary degree","in school","","","",""
"Never","1993","lower secondary degree","inadequately","","","",""
"Never","1993","lower secondary degree","general elemantary","","","",""
"Never","1993","lower secondary degree","middle vocational","","","",""
"Never","1993","lower secondary degree","vocational + Abi","","","",""
"Never","1993","lower secondary degree","higher vocational","","","",""
"Never","1993","lower secondary degree","higher education","","","",""
"Never","1993","secondary school degree","in school","","","",""
"Never","1993","secondary school degree","inadequately","","","",""
"Never","1993","secondary school degree","general elemantary","","","",""
"Never","1993","secondary school degree","middle vocational","","","",""
"Never","1993","secondary school degree","vocational + Abi","","","",""
"Never","1993","secondary school degree","higher vocational","","","",""
"Never","1993","secondary school degree","higher education","","","",""
"Never","1993","college entrance qualification","in school","","","",""
"Never","1993","college entrance qualification","inadequately","","","",""
"Never","1993","college entrance qualification","general elemantary","","","",""
"Never","1993","college entrance qualification","middle vocational","","","",""
"Never","1993","college entrance qualification","vocational + Abi","","","",""
"Never","1993","college entrance qualification","higher vocational","","","",""
"Never","1993","college entrance qualification","higher education","","","",""
"Never","1993","Other degree","in school","","","",""
"Never","1993","Other degree","inadequately","","","",""
"Never","1993","Other degree","general elemantary","","","",""
"Never","1993","Other degree","middle vocational","","","",""
"Never","1993","Other degree","vocational + Abi","","","",""
"Never","1993","Other degree","higher vocational","","","",""
"Never","1993","Other degree","higher education","","","",""
"Never","1993","no degree/no degree yet","in school","","","",""
"Never","1993","no degree/no degree yet","inadequately","","","",""
"Never","1993","no degree/no degree yet","general elemantary","","","",""
"Never","1993","no degree/no degree yet","middle vocational","","","",""
"Never","1993","no degree/no degree yet","vocational + Abi","","","",""
"Never","1993","no degree/no degree yet","higher vocational","","","",""
"Never","1993","no degree/no degree yet","higher education","","","",""
"Daily","1994","lower secondary degree","in school","","","",""
"Daily","1994","lower secondary degree","inadequately","","","",""
"Daily","1994","lower secondary degree","general elemantary","","","",""
"Daily","1994","lower secondary degree","middle vocational","","","",""
"Daily","1994","lower secondary degree","vocational + Abi","","","",""
"Daily","1994","lower secondary degree","higher vocational","","","",""
"Daily","1994","lower secondary degree","higher education","","","",""
"Daily","1994","secondary school degree","in school","","","",""
"Daily","1994","secondary school degree","inadequately","","","",""
"Daily","1994","secondary school degree","general elemantary","","","",""
"Daily","1994","secondary school degree","middle vocational","","","",""
"Daily","1994","secondary school degree","vocational + Abi","","","",""
"Daily","1994","secondary school degree","higher vocational","","","",""
"Daily","1994","secondary school degree","higher education","","","",""
"Daily","1994","college entrance qualification","in school","","","",""
"Daily","1994","college entrance qualification","inadequately","","","",""
"Daily","1994","college entrance qualification","general elemantary","","","",""
"Daily","1994","college entrance qualification","middle vocational","","","",""
"Daily","1994","college entrance qualification","vocational + Abi","","","",""
"Daily","1994","college entrance qualification","higher vocational","","","",""
"Daily","1994","college entrance qualification","higher education","","","",""
"Daily","1994","Other degree","in school","","","",""
"Daily","1994","Other degree","inadequately","","","",""
"Daily","1994","Other degree","general elemantary","","","",""
"Daily","1994","Other degree","middle vocational","","","",""
"Daily","1994","Other degree","vocational + Abi","","","",""
"Daily","1994","Other degree","higher vocational","","","",""
"Daily","1994","Other degree","higher education","","","",""
"Daily","1994","no degree/no degree yet","in school","","","",""
"Daily","1994","no degree/no degree yet","inadequately","","","",""
"Daily","1994","no degree/no degree yet","general elemantary","","","",""
"Daily","1994","no degree/no degree yet","middle vocational","","","",""
"Daily","1994","no degree/no degree yet","vocational + Abi","","","",""
"Daily","1994","no degree/no degree yet","higher vocational","","","",""
"Daily","1994","no degree/no degree yet","higher education","","","",""
"Min 1x per week","1994","lower secondary degree","in school","","","",""
"Min 1x per week","1994","lower secondary degree","inadequately","","","",""
"Min 1x per week","1994","lower secondary degree","general elemantary","126","0.0522752159691657","0.0412476425736154","0.063302789364716"
"Min 1x per week","1994","lower secondary degree","middle vocational","208","0.0555689824496229","0.047948901658874","0.0631890632403719"
"Min 1x per week","1994","lower secondary degree","vocational + Abi","","","",""
"Min 1x per week","1994","lower secondary degree","higher vocational","11","","",""
"Min 1x per week","1994","lower secondary degree","higher education","4","","",""
"Min 1x per week","1994","secondary school degree","in school","","","",""
"Min 1x per week","1994","secondary school degree","inadequately","","","",""
"Min 1x per week","1994","secondary school degree","general elemantary","138","0.260043731565215","0.21987005548525","0.300217407645179"
"Min 1x per week","1994","secondary school degree","middle vocational","185","0.0760835647992281","0.0650966217926147","0.0870705078058414"
"Min 1x per week","1994","secondary school degree","vocational + Abi","","","",""
"Min 1x per week","1994","secondary school degree","higher vocational","20","","",""
"Min 1x per week","1994","secondary school degree","higher education","13","","",""
"Min 1x per week","1994","college entrance qualification","in school","","","",""
"Min 1x per week","1994","college entrance qualification","inadequately","","","",""
"Min 1x per week","1994","college entrance qualification","general elemantary","","","",""
"Min 1x per week","1994","college entrance qualification","middle vocational","109","0.316862880105927","0.268190323633369","0.365535436578484"
"Min 1x per week","1994","college entrance qualification","vocational + Abi","47","0.128932399756352","0.0925537769260345","0.165311022586669"
"Min 1x per week","1994","college entrance qualification","higher vocational","10","","",""
"Min 1x per week","1994","college entrance qualification","higher education","47","0.0472269212917175","0.034164222145586","0.060289620437849"
"Min 1x per week","1994","Other degree","in school","","","",""
"Min 1x per week","1994","Other degree","inadequately","3","","",""
"Min 1x per week","1994","Other degree","general elemantary","12","","",""
"Min 1x per week","1994","Other degree","middle vocational","20","","",""
"Min 1x per week","1994","Other degree","vocational + Abi","1","","",""
"Min 1x per week","1994","Other degree","higher vocational","","","",""
"Min 1x per week","1994","Other degree","higher education","","","",""
"Min 1x per week","1994","no degree/no degree yet","in school","99","0.45447156178497","0.389840287081337","0.519102836488604"
"Min 1x per week","1994","no degree/no degree yet","inadequately","13","","",""
"Min 1x per week","1994","no degree/no degree yet","general elemantary","","","",""
"Min 1x per week","1994","no degree/no degree yet","middle vocational","6","","",""
"Min 1x per week","1994","no degree/no degree yet","vocational + Abi","","","",""
"Min 1x per week","1994","no degree/no degree yet","higher vocational","","","",""
"Min 1x per week","1994","no degree/no degree yet","higher education","1","","",""
"Min 1x per month","1994","lower secondary degree","in school","","","",""
"Min 1x per month","1994","lower secondary degree","inadequately","","","",""
"Min 1x per month","1994","lower secondary degree","general elemantary","127","0.060651636774087","0.0488259730747467","0.0724773004734273"
"Min 1x per month","1994","lower secondary degree","middle vocational","348","0.0966633608787572","0.0868342555044661","0.106492466253048"
"Min 1x per month","1994","lower secondary degree","vocational + Abi","3","","",""
"Min 1x per month","1994","lower secondary degree","higher vocational","27","","",""
"Min 1x per month","1994","lower secondary degree","higher education","8","","",""
"Min 1x per month","1994","secondary school degree","in school","","","",""
"Min 1x per month","1994","secondary school degree","inadequately","","","",""
"Min 1x per month","1994","secondary school degree","general elemantary","124","0.233782959231782","0.195021717526483","0.27254420093708"
"Min 1x per month","1994","secondary school degree","middle vocational","414","0.177473314219603","0.161640554268481","0.193306074170726"
"Min 1x per month","1994","secondary school degree","vocational + Abi","","","",""
"Min 1x per month","1994","secondary school degree","higher vocational","55","0.141280544108889","0.103117770355106","0.179443317862672"
"Min 1x per month","1994","secondary school degree","higher education","50","0.129009834938245","0.0989593020305501","0.15906036784594"
"Min 1x per month","1994","college entrance qualification","in school","","","",""
"Min 1x per month","1994","college entrance qualification","inadequately","","","",""
"Min 1x per month","1994","college entrance qualification","general elemantary","","","",""
"Min 1x per month","1994","college entrance qualification","middle vocational","133","0.341905226649256","0.29228124317726","0.391529210121251"
"Min 1x per month","1994","college entrance qualification","vocational + Abi","91","0.298852566076945","0.249162169818109","0.348542962335782"
"Min 1x per month","1994","college entrance qualification","higher vocational","29","","",""
"Min 1x per month","1994","college entrance qualification","higher education","195","0.199609387012287","0.174995237056456","0.224223536968117"
"Min 1x per month","1994","Other degree","in school","","","",""
"Min 1x per month","1994","Other degree","inadequately","3","","",""
"Min 1x per month","1994","Other degree","general elemantary","27","","",""
"Min 1x per month","1994","Other degree","middle vocational","26","","",""
"Min 1x per month","1994","Other degree","vocational + Abi","5","","",""
"Min 1x per month","1994","Other degree","higher vocational","1","","",""
"Min 1x per month","1994","Other degree","higher education","6","","",""
