"pgnation","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"173","1985","Employed","in school","","","",""
"173","1985","Employed","inadequately","","","",""
"173","1985","Employed","general elemantary","","","",""
"173","1985","Employed","middle vocational","","","",""
"173","1985","Employed","vocational + Abi","","","",""
"173","1985","Employed","higher vocational","","","",""
"173","1985","Employed","higher education","","","",""
"178","1985","Not Employed","in school","","","",""
"178","1985","Not Employed","inadequately","","","",""
"178","1985","Not Employed","general elemantary","","","",""
"178","1985","Not Employed","middle vocational","","","",""
"178","1985","Not Employed","vocational + Abi","","","",""
"178","1985","Not Employed","higher vocational","","","",""
"178","1985","Not Employed","higher education","","","",""
"178","1985","Employed","in school","","","",""
"178","1985","Employed","inadequately","","","",""
"178","1985","Employed","general elemantary","","","",""
"178","1985","Employed","middle vocational","","","",""
"178","1985","Employed","vocational + Abi","","","",""
"178","1985","Employed","higher vocational","","","",""
"178","1985","Employed","higher education","","","",""
"181","1985","Not Employed","in school","","","",""
"181","1985","Not Employed","inadequately","","","",""
"181","1985","Not Employed","general elemantary","","","",""
"181","1985","Not Employed","middle vocational","","","",""
"181","1985","Not Employed","vocational + Abi","","","",""
"181","1985","Not Employed","higher vocational","","","",""
"181","1985","Not Employed","higher education","","","",""
"181","1985","Employed","in school","","","",""
"181","1985","Employed","inadequately","","","",""
"181","1985","Employed","general elemantary","","","",""
"181","1985","Employed","middle vocational","","","",""
"181","1985","Employed","vocational + Abi","","","",""
"181","1985","Employed","higher vocational","","","",""
"181","1985","Employed","higher education","","","",""
"183","1985","Not Employed","in school","","","",""
"183","1985","Not Employed","inadequately","","","",""
"183","1985","Not Employed","general elemantary","","","",""
"183","1985","Not Employed","middle vocational","","","",""
"183","1985","Not Employed","vocational + Abi","","","",""
"183","1985","Not Employed","higher vocational","","","",""
"183","1985","Not Employed","higher education","","","",""
"183","1985","Employed","in school","","","",""
"183","1985","Employed","inadequately","","","",""
"183","1985","Employed","general elemantary","","","",""
"183","1985","Employed","middle vocational","","","",""
"183","1985","Employed","vocational + Abi","","","",""
"183","1985","Employed","higher vocational","","","",""
"183","1985","Employed","higher education","","","",""
"188","1985","Not Employed","in school","","","",""
"188","1985","Not Employed","inadequately","","","",""
"188","1985","Not Employed","general elemantary","","","",""
"188","1985","Not Employed","middle vocational","","","",""
"188","1985","Not Employed","vocational + Abi","","","",""
"188","1985","Not Employed","higher vocational","","","",""
"188","1985","Not Employed","higher education","","","",""
"188","1985","Employed","in school","","","",""
"188","1985","Employed","inadequately","","","",""
"188","1985","Employed","general elemantary","","","",""
"188","1985","Employed","middle vocational","","","",""
"188","1985","Employed","vocational + Abi","","","",""
"188","1985","Employed","higher vocational","","","",""
"188","1985","Employed","higher education","","","",""
"195","1985","Not Employed","in school","","","",""
"195","1985","Not Employed","inadequately","","","",""
"195","1985","Not Employed","general elemantary","","","",""
"195","1985","Not Employed","middle vocational","","","",""
"195","1985","Not Employed","vocational + Abi","","","",""
"195","1985","Not Employed","higher vocational","","","",""
"195","1985","Not Employed","higher education","","","",""
"195","1985","Employed","in school","","","",""
"195","1985","Employed","inadequately","","","",""
"195","1985","Employed","general elemantary","","","",""
"195","1985","Employed","middle vocational","","","",""
"195","1985","Employed","vocational + Abi","","","",""
"195","1985","Employed","higher vocational","","","",""
"195","1985","Employed","higher education","","","",""
"196","1985","Not Employed","in school","","","",""
"196","1985","Not Employed","inadequately","","","",""
"196","1985","Not Employed","general elemantary","","","",""
"196","1985","Not Employed","middle vocational","","","",""
"196","1985","Not Employed","vocational + Abi","","","",""
"196","1985","Not Employed","higher vocational","","","",""
"196","1985","Not Employed","higher education","","","",""
"196","1985","Employed","in school","","","",""
"196","1985","Employed","inadequately","","","",""
"196","1985","Employed","general elemantary","","","",""
"196","1985","Employed","middle vocational","","","",""
"196","1985","Employed","vocational + Abi","","","",""
"196","1985","Employed","higher vocational","","","",""
"196","1985","Employed","higher education","","","",""
"999","1985","Not Employed","in school","","","",""
"999","1985","Not Employed","inadequately","","","",""
"999","1985","Not Employed","general elemantary","","","",""
"999","1985","Not Employed","middle vocational","","","",""
"999","1985","Not Employed","vocational + Abi","","","",""
"999","1985","Not Employed","higher vocational","","","",""
"999","1985","Not Employed","higher education","","","",""
"999","1985","Employed","in school","","","",""
"999","1985","Employed","inadequately","","","",""
"999","1985","Employed","general elemantary","","","",""
"999","1985","Employed","middle vocational","","","",""
"999","1985","Employed","vocational + Abi","","","",""
"999","1985","Employed","higher vocational","","","",""
"999","1985","Employed","higher education","","","",""
"1","1986","Not Employed","in school","152","0.967589104205876","0.941931650851141","0.993246557560612"
"1","1986","Not Employed","inadequately","52","0.52474748048631","0.47037076380782","0.579124197164799"
"1","1986","Not Employed","general elemantary","1130","0.957462567927844","0.946814885632718","0.96811025022297"
"1","1986","Not Employed","middle vocational","1502","0.981228411024626","0.974653962540109","0.987802859509143"
"1","1986","Not Employed","vocational + Abi","54","0.924046511273161","0.863273963984671","0.984819058561651"
"1","1986","Not Employed","higher vocational","159","0.968304991590836","0.941574457277714","0.995035525903958"
"1","1986","Not Employed","higher education","127","0.945100753386251","0.90789679996506","0.982304706807443"
"1","1986","Employed","in school","5","","",""
"1","1986","Employed","inadequately","40","0.359909003591798","0.316330496565767","0.40348751061783"
"1","1986","Employed","general elemantary","915","0.88222473022572","0.86614118459114","0.898308275860301"
"1","1986","Employed","middle vocational","2766","0.948198460686842","0.940724699370681","0.955672222003003"
"1","1986","Employed","vocational + Abi","124","0.875513846850067","0.83032167706186","0.920706016638274"
"1","1986","Employed","higher vocational","400","0.98830899455082","0.978004368038642","0.998613621062998"
"1","1986","Employed","higher education","543","0.952917574027251","0.936067150162861","0.96976799789164"
"2","1986","Not Employed","in school","13","","",""
"2","1986","Not Employed","inadequately","141","0.257874744750621","0.21024057531497","0.305508914186271"
"2","1986","Not Employed","general elemantary","99","0.0150662092372791","0.00863912393913388","0.0214932945354242"
"2","1986","Not Employed","middle vocational","44","0.00524972155032953","0.00174906970615016","0.0087503733945089"
"2","1986","Not Employed","vocational + Abi","8","","",""
"2","1986","Not Employed","higher vocational","","","",""
"2","1986","Not Employed","higher education","1","","",""
"2","1986","Employed","in school","","","",""
"2","1986","Employed","inadequately","118","0.223304789001427","0.185492805050576","0.261116772952278"
"2","1986","Employed","general elemantary","194","0.0398524249665016","0.0300921624441071","0.0496126874888961"
"2","1986","Employed","middle vocational","160","0.0126281602639306","0.00886260800450763","0.0163937125233535"
"2","1986","Employed","vocational + Abi","41","0.0761172068691393","0.0398160035349919","0.112418410203287"
"2","1986","Employed","higher vocational","2","","",""
"2","1986","Employed","higher education","11","","",""
"3","1986","Not Employed","in school","5","","",""
"3","1986","Not Employed","inadequately","36","0.0811119512415485","0.0513850724782258","0.110838830004871"
"3","1986","Not Employed","general elemantary","35","0.00542307176510094","0.00154826174755002","0.00929788178265186"
"3","1986","Not Employed","middle vocational","23","","",""
"3","1986","Not Employed","vocational + Abi","3","","",""
"3","1986","Not Employed","higher vocational","1","","",""
"3","1986","Not Employed","higher education","4","","",""
"3","1986","Employed","in school","","","",""
"3","1986","Employed","inadequately","67","0.13408026921759","0.103143398168209","0.16501714026697"
"3","1986","Employed","general elemantary","101","0.0232522026143568","0.0157327124157491","0.0307716928129645"
"3","1986","Employed","middle vocational","150","0.011521206751711","0.00792246293459242","0.0151199505688296"
"3","1986","Employed","vocational + Abi","18","","",""
"3","1986","Employed","higher vocational","3","","",""
"3","1986","Employed","higher education","8","","",""
"4","1986","Not Employed","in school","5","","",""
"4","1986","Not Employed","inadequately","31","0.0318296807636751","0.0127149753346457","0.0509443861927046"
"4","1986","Not Employed","general elemantary","34","0.00237136685932968","-0.000194844207871607","0.00493757792653098"
"4","1986","Not Employed","middle vocational","21","","",""
"4","1986","Not Employed","vocational + Abi","1","","",""
"4","1986","Not Employed","higher vocational","1","","",""
"4","1986","Not Employed","higher education","3","","",""
"4","1986","Employed","in school","","","",""
"4","1986","Employed","inadequately","77","0.0857343100379059","0.0603147123765874","0.111153907699224"
"4","1986","Employed","general elemantary","116","0.0142219304109948","0.00831401894145251","0.020129841880537"
"4","1986","Employed","middle vocational","74","0.00311965501940343","0.00123906957398069","0.00500024046482617"
"4","1986","Employed","vocational + Abi","3","","",""
"4","1986","Employed","higher vocational","3","","",""
"4","1986","Employed","higher education","17","","",""
"5","1986","Not Employed","in school","5","","",""
"5","1986","Not Employed","inadequately","41","0.0718137269845986","0.0437013939076831","0.099926060061514"
"5","1986","Not Employed","general elemantary","39","0.00447627714888126","0.000954248870466887","0.00799830542729562"
"5","1986","Not Employed","middle vocational","24","","",""
"5","1986","Not Employed","vocational + Abi","2","","",""
"5","1986","Not Employed","higher vocational","","","",""
"5","1986","Not Employed","higher education","3","","",""
"5","1986","Employed","in school","","","",""
"5","1986","Employed","inadequately","111","0.153455589195634","0.120731214136447","0.186179964254821"
"5","1986","Employed","general elemantary","126","0.0252898849838575","0.017456016223932","0.033123753743783"
"5","1986","Employed","middle vocational","113","0.00848411742518286","0.00539117780790687","0.0115770570424589"
"5","1986","Employed","vocational + Abi","7","","",""
"5","1986","Employed","higher vocational","3","","",""
"5","1986","Employed","higher education","8","","",""
"6","1986","Not Employed","in school","3","","",""
"6","1986","Not Employed","inadequately","21","","",""
"6","1986","Not Employed","general elemantary","26","","",""
"6","1986","Not Employed","middle vocational","14","","",""
"6","1986","Not Employed","vocational + Abi","3","","",""
"6","1986","Not Employed","higher vocational","","","",""
"6","1986","Not Employed","higher education","1","","",""
"6","1986","Employed","in school","","","",""
"6","1986","Employed","inadequately","52","0.0355886886051221","0.0187680580181941","0.0524093191920502"
"6","1986","Employed","general elemantary","81","0.00600251800286129","0.0021484044524869","0.00985663155323569"
"6","1986","Employed","middle vocational","78","0.00233227347091713","0.000705597818611171","0.00395894912322309"
"6","1986","Employed","vocational + Abi","9","","",""
"6","1986","Employed","higher vocational","4","","",""
"6","1986","Employed","higher education","5","","",""
"10","1986","Not Employed","in school","","","",""
"10","1986","Not Employed","inadequately","","","",""
"10","1986","Not Employed","general elemantary","2","","",""
"10","1986","Not Employed","middle vocational","1","","",""
"10","1986","Not Employed","vocational + Abi","","","",""
"10","1986","Not Employed","higher vocational","1","","",""
"10","1986","Not Employed","higher education","1","","",""
"10","1986","Employed","in school","","","",""
"10","1986","Employed","inadequately","","","",""
"10","1986","Employed","general elemantary","3","","",""
"10","1986","Employed","middle vocational","17","","",""
"10","1986","Employed","vocational + Abi","","","",""
"10","1986","Employed","higher vocational","","","",""
"10","1986","Employed","higher education","3","","",""
"11","1986","Not Employed","in school","","","",""
"11","1986","Not Employed","inadequately","","","",""
"11","1986","Not Employed","general elemantary","3","","",""
"11","1986","Not Employed","middle vocational","","","",""
"11","1986","Not Employed","vocational + Abi","","","",""
"11","1986","Not Employed","higher vocational","","","",""
"11","1986","Not Employed","higher education","","","",""
"11","1986","Employed","in school","","","",""
"11","1986","Employed","inadequately","","","",""
"11","1986","Employed","general elemantary","","","",""
"11","1986","Employed","middle vocational","5","","",""
"11","1986","Employed","vocational + Abi","1","","",""
"11","1986","Employed","higher vocational","","","",""
"11","1986","Employed","higher education","3","","",""
"12","1986","Not Employed","in school","","","",""
"12","1986","Not Employed","inadequately","","","",""
"12","1986","Not Employed","general elemantary","3","","",""
"12","1986","Not Employed","middle vocational","3","","",""
"12","1986","Not Employed","vocational + Abi","","","",""
"12","1986","Not Employed","higher vocational","","","",""
"12","1986","Not Employed","higher education","","","",""
"12","1986","Employed","in school","","","",""
"12","1986","Employed","inadequately","","","",""
"12","1986","Employed","general elemantary","2","","",""
"12","1986","Employed","middle vocational","1","","",""
"12","1986","Employed","vocational + Abi","","","",""
"12","1986","Employed","higher vocational","","","",""
"12","1986","Employed","higher education","","","",""
"13","1986","Not Employed","in school","","","",""
"13","1986","Not Employed","inadequately","","","",""
"13","1986","Not Employed","general elemantary","","","",""
"13","1986","Not Employed","middle vocational","","","",""
"13","1986","Not Employed","vocational + Abi","","","",""
"13","1986","Not Employed","higher vocational","","","",""
"13","1986","Not Employed","higher education","","","",""
"13","1986","Employed","in school","","","",""
"13","1986","Employed","inadequately","","","",""
"13","1986","Employed","general elemantary","","","",""
"13","1986","Employed","middle vocational","","","",""
"13","1986","Employed","vocational + Abi","","","",""
"13","1986","Employed","higher vocational","","","",""
"13","1986","Employed","higher education","","","",""
"14","1986","Not Employed","in school","","","",""
"14","1986","Not Employed","inadequately","","","",""
"14","1986","Not Employed","general elemantary","","","",""
"14","1986","Not Employed","middle vocational","","","",""
"14","1986","Not Employed","vocational + Abi","","","",""
"14","1986","Not Employed","higher vocational","","","",""
"14","1986","Not Employed","higher education","","","",""
"14","1986","Employed","in school","","","",""
"14","1986","Employed","inadequately","1","","",""
"14","1986","Employed","general elemantary","","","",""
"14","1986","Employed","middle vocational","3","","",""
"14","1986","Employed","vocational + Abi","","","",""
"14","1986","Employed","higher vocational","","","",""
"14","1986","Employed","higher education","2","","",""
"15","1986","Not Employed","in school","","","",""
"15","1986","Not Employed","inadequately","","","",""
"15","1986","Not Employed","general elemantary","","","",""
"15","1986","Not Employed","middle vocational","","","",""
"15","1986","Not Employed","vocational + Abi","","","",""
"15","1986","Not Employed","higher vocational","","","",""
"15","1986","Not Employed","higher education","","","",""
"15","1986","Employed","in school","","","",""
"15","1986","Employed","inadequately","","","",""
"15","1986","Employed","general elemantary","","","",""
"15","1986","Employed","middle vocational","","","",""
"15","1986","Employed","vocational + Abi","","","",""
"15","1986","Employed","higher vocational","","","",""
"15","1986","Employed","higher education","","","",""
"16","1986","Not Employed","in school","","","",""
"16","1986","Not Employed","inadequately","","","",""
"16","1986","Not Employed","general elemantary","","","",""
"16","1986","Not Employed","middle vocational","","","",""
"16","1986","Not Employed","vocational + Abi","","","",""
"16","1986","Not Employed","higher vocational","","","",""
"16","1986","Not Employed","higher education","","","",""
"16","1986","Employed","in school","","","",""
"16","1986","Employed","inadequately","","","",""
"16","1986","Employed","general elemantary","","","",""
"16","1986","Employed","middle vocational","","","",""
"16","1986","Employed","vocational + Abi","","","",""
"16","1986","Employed","higher vocational","","","",""
"16","1986","Employed","higher education","","","",""
"17","1986","Not Employed","in school","","","",""
"17","1986","Not Employed","inadequately","","","",""
"17","1986","Not Employed","general elemantary","","","",""
"17","1986","Not Employed","middle vocational","","","",""
"17","1986","Not Employed","vocational + Abi","","","",""
"17","1986","Not Employed","higher vocational","","","",""
"17","1986","Not Employed","higher education","","","",""
"17","1986","Employed","in school","","","",""
"17","1986","Employed","inadequately","","","",""
"17","1986","Employed","general elemantary","","","",""
"17","1986","Employed","middle vocational","1","","",""
"17","1986","Employed","vocational + Abi","","","",""
"17","1986","Employed","higher vocational","","","",""
"17","1986","Employed","higher education","","","",""
"18","1986","Not Employed","in school","","","",""
"18","1986","Not Employed","inadequately","","","",""
"18","1986","Not Employed","general elemantary","2","","",""
"18","1986","Not Employed","middle vocational","1","","",""
"18","1986","Not Employed","vocational + Abi","","","",""
"18","1986","Not Employed","higher vocational","","","",""
"18","1986","Not Employed","higher education","","","",""
"18","1986","Employed","in school","","","",""
"18","1986","Employed","inadequately","","","",""
"18","1986","Employed","general elemantary","1","","",""
"18","1986","Employed","middle vocational","2","","",""
"18","1986","Employed","vocational + Abi","","","",""
"18","1986","Employed","higher vocational","1","","",""
"18","1986","Employed","higher education","2","","",""
"19","1986","Not Employed","in school","","","",""
"19","1986","Not Employed","inadequately","","","",""
"19","1986","Not Employed","general elemantary","1","","",""
"19","1986","Not Employed","middle vocational","","","",""
"19","1986","Not Employed","vocational + Abi","","","",""
"19","1986","Not Employed","higher vocational","","","",""
"19","1986","Not Employed","higher education","1","","",""
"19","1986","Employed","in school","","","",""
"19","1986","Employed","inadequately","","","",""
"19","1986","Employed","general elemantary","2","","",""
"19","1986","Employed","middle vocational","","","",""
"19","1986","Employed","vocational + Abi","","","",""
"19","1986","Employed","higher vocational","","","",""
"19","1986","Employed","higher education","1","","",""
"20","1986","Not Employed","in school","","","",""
"20","1986","Not Employed","inadequately","","","",""
"20","1986","Not Employed","general elemantary","1","","",""
"20","1986","Not Employed","middle vocational","","","",""
"20","1986","Not Employed","vocational + Abi","","","",""
"20","1986","Not Employed","higher vocational","","","",""
"20","1986","Not Employed","higher education","","","",""
"20","1986","Employed","in school","","","",""
"20","1986","Employed","inadequately","","","",""
"20","1986","Employed","general elemantary","","","",""
"20","1986","Employed","middle vocational","1","","",""
"20","1986","Employed","vocational + Abi","","","",""
"20","1986","Employed","higher vocational","","","",""
"20","1986","Employed","higher education","","","",""
"21","1986","Not Employed","in school","","","",""
"21","1986","Not Employed","inadequately","","","",""
"21","1986","Not Employed","general elemantary","1","","",""
"21","1986","Not Employed","middle vocational","","","",""
"21","1986","Not Employed","vocational + Abi","","","",""
"21","1986","Not Employed","higher vocational","","","",""
"21","1986","Not Employed","higher education","","","",""
"21","1986","Employed","in school","","","",""
"21","1986","Employed","inadequately","","","",""
"21","1986","Employed","general elemantary","","","",""
"21","1986","Employed","middle vocational","","","",""
"21","1986","Employed","vocational + Abi","","","",""
"21","1986","Employed","higher vocational","1","","",""
"21","1986","Employed","higher education","","","",""
"22","1986","Not Employed","in school","","","",""
"22","1986","Not Employed","inadequately","","","",""
"22","1986","Not Employed","general elemantary","","","",""
"22","1986","Not Employed","middle vocational","1","","",""
"22","1986","Not Employed","vocational + Abi","","","",""
"22","1986","Not Employed","higher vocational","3","","",""
"22","1986","Not Employed","higher education","","","",""
"22","1986","Employed","in school","","","",""
"22","1986","Employed","inadequately","","","",""
"22","1986","Employed","general elemantary","","","",""
"22","1986","Employed","middle vocational","2","","",""
"22","1986","Employed","vocational + Abi","","","",""
"22","1986","Employed","higher vocational","1","","",""
"22","1986","Employed","higher education","","","",""
"23","1986","Not Employed","in school","","","",""
"23","1986","Not Employed","inadequately","","","",""
"23","1986","Not Employed","general elemantary","","","",""
"23","1986","Not Employed","middle vocational","","","",""
"23","1986","Not Employed","vocational + Abi","","","",""
"23","1986","Not Employed","higher vocational","","","",""
"23","1986","Not Employed","higher education","1","","",""
"23","1986","Employed","in school","","","",""
"23","1986","Employed","inadequately","","","",""
"23","1986","Employed","general elemantary","","","",""
"23","1986","Employed","middle vocational","","","",""
"23","1986","Employed","vocational + Abi","","","",""
"23","1986","Employed","higher vocational","","","",""
"23","1986","Employed","higher education","1","","",""
"24","1986","Not Employed","in school","","","",""
"24","1986","Not Employed","inadequately","","","",""
"24","1986","Not Employed","general elemantary","","","",""
"24","1986","Not Employed","middle vocational","1","","",""
"24","1986","Not Employed","vocational + Abi","1","","",""
"24","1986","Not Employed","higher vocational","","","",""
"24","1986","Not Employed","higher education","1","","",""
"24","1986","Employed","in school","","","",""
"24","1986","Employed","inadequately","","","",""
"24","1986","Employed","general elemantary","","","",""
"24","1986","Employed","middle vocational","","","",""
"24","1986","Employed","vocational + Abi","","","",""
"24","1986","Employed","higher vocational","","","",""
"24","1986","Employed","higher education","","","",""
"25","1986","Not Employed","in school","","","",""
"25","1986","Not Employed","inadequately","","","",""
"25","1986","Not Employed","general elemantary","1","","",""
"25","1986","Not Employed","middle vocational","","","",""
"25","1986","Not Employed","vocational + Abi","","","",""
"25","1986","Not Employed","higher vocational","","","",""
"25","1986","Not Employed","higher education","","","",""
"25","1986","Employed","in school","","","",""
"25","1986","Employed","inadequately","","","",""
"25","1986","Employed","general elemantary","","","",""
"25","1986","Employed","middle vocational","","","",""
"25","1986","Employed","vocational + Abi","","","",""
"25","1986","Employed","higher vocational","","","",""
"25","1986","Employed","higher education","1","","",""
"26","1986","Not Employed","in school","","","",""
"26","1986","Not Employed","inadequately","","","",""
"26","1986","Not Employed","general elemantary","","","",""
"26","1986","Not Employed","middle vocational","","","",""
"26","1986","Not Employed","vocational + Abi","","","",""
"26","1986","Not Employed","higher vocational","","","",""
"26","1986","Not Employed","higher education","1","","",""
"26","1986","Employed","in school","","","",""
"26","1986","Employed","inadequately","","","",""
"26","1986","Employed","general elemantary","","","",""
"26","1986","Employed","middle vocational","","","",""
"26","1986","Employed","vocational + Abi","1","","",""
"26","1986","Employed","higher vocational","","","",""
"26","1986","Employed","higher education","","","",""
"27","1986","Not Employed","in school","","","",""
"27","1986","Not Employed","inadequately","","","",""
"27","1986","Not Employed","general elemantary","","","",""
"27","1986","Not Employed","middle vocational","","","",""
"27","1986","Not Employed","vocational + Abi","","","",""
"27","1986","Not Employed","higher vocational","","","",""
"27","1986","Not Employed","higher education","","","",""
"27","1986","Employed","in school","","","",""
"27","1986","Employed","inadequately","","","",""
"27","1986","Employed","general elemantary","","","",""
"27","1986","Employed","middle vocational","","","",""
"27","1986","Employed","vocational + Abi","","","",""
"27","1986","Employed","higher vocational","","","",""
"27","1986","Employed","higher education","","","",""
"28","1986","Not Employed","in school","","","",""
"28","1986","Not Employed","inadequately","","","",""
"28","1986","Not Employed","general elemantary","","","",""
"28","1986","Not Employed","middle vocational","","","",""
"28","1986","Not Employed","vocational + Abi","","","",""
"28","1986","Not Employed","higher vocational","","","",""
"28","1986","Not Employed","higher education","","","",""
"28","1986","Employed","in school","","","",""
"28","1986","Employed","inadequately","","","",""
"28","1986","Employed","general elemantary","","","",""
"28","1986","Employed","middle vocational","","","",""
"28","1986","Employed","vocational + Abi","","","",""
"28","1986","Employed","higher vocational","","","",""
"28","1986","Employed","higher education","","","",""
"29","1986","Not Employed","in school","","","",""
"29","1986","Not Employed","inadequately","","","",""
"29","1986","Not Employed","general elemantary","","","",""
"29","1986","Not Employed","middle vocational","","","",""
"29","1986","Not Employed","vocational + Abi","","","",""
"29","1986","Not Employed","higher vocational","","","",""
"29","1986","Not Employed","higher education","","","",""
"29","1986","Employed","in school","","","",""
"29","1986","Employed","inadequately","","","",""
"29","1986","Employed","general elemantary","","","",""
"29","1986","Employed","middle vocational","","","",""
"29","1986","Employed","vocational + Abi","","","",""
"29","1986","Employed","higher vocational","","","",""
"29","1986","Employed","higher education","","","",""
"30","1986","Not Employed","in school","","","",""
"30","1986","Not Employed","inadequately","","","",""
"30","1986","Not Employed","general elemantary","","","",""
"30","1986","Not Employed","middle vocational","","","",""
"30","1986","Not Employed","vocational + Abi","","","",""
"30","1986","Not Employed","higher vocational","","","",""
"30","1986","Not Employed","higher education","","","",""
"30","1986","Employed","in school","","","",""
"30","1986","Employed","inadequately","","","",""
"30","1986","Employed","general elemantary","","","",""
"30","1986","Employed","middle vocational","","","",""
"30","1986","Employed","vocational + Abi","","","",""
"30","1986","Employed","higher vocational","","","",""
"30","1986","Employed","higher education","","","",""
"31","1986","Not Employed","in school","","","",""
"31","1986","Not Employed","inadequately","","","",""
"31","1986","Not Employed","general elemantary","","","",""
"31","1986","Not Employed","middle vocational","","","",""
"31","1986","Not Employed","vocational + Abi","","","",""
"31","1986","Not Employed","higher vocational","","","",""
"31","1986","Not Employed","higher education","","","",""
"31","1986","Employed","in school","","","",""
"31","1986","Employed","inadequately","","","",""
"31","1986","Employed","general elemantary","","","",""
"31","1986","Employed","middle vocational","1","","",""
"31","1986","Employed","vocational + Abi","1","","",""
"31","1986","Employed","higher vocational","","","",""
"31","1986","Employed","higher education","","","",""
"32","1986","Not Employed","in school","","","",""
"32","1986","Not Employed","inadequately","","","",""
"32","1986","Not Employed","general elemantary","","","",""
"32","1986","Not Employed","middle vocational","","","",""
"32","1986","Not Employed","vocational + Abi","","","",""
"32","1986","Not Employed","higher vocational","","","",""
"32","1986","Not Employed","higher education","","","",""
"32","1986","Employed","in school","","","",""
"32","1986","Employed","inadequately","","","",""
"32","1986","Employed","general elemantary","","","",""
"32","1986","Employed","middle vocational","","","",""
"32","1986","Employed","vocational + Abi","","","",""
"32","1986","Employed","higher vocational","","","",""
"32","1986","Employed","higher education","","","",""
"34","1986","Not Employed","in school","","","",""
"34","1986","Not Employed","inadequately","","","",""
"34","1986","Not Employed","general elemantary","","","",""
"34","1986","Not Employed","middle vocational","","","",""
"34","1986","Not Employed","vocational + Abi","1","","",""
"34","1986","Not Employed","higher vocational","","","",""
"34","1986","Not Employed","higher education","","","",""
"34","1986","Employed","in school","","","",""
"34","1986","Employed","inadequately","","","",""
"34","1986","Employed","general elemantary","","","",""
"34","1986","Employed","middle vocational","","","",""
"34","1986","Employed","vocational + Abi","","","",""
"34","1986","Employed","higher vocational","","","",""
"34","1986","Employed","higher education","","","",""
"35","1986","Not Employed","in school","","","",""
"35","1986","Not Employed","inadequately","","","",""
"35","1986","Not Employed","general elemantary","","","",""
"35","1986","Not Employed","middle vocational","","","",""
"35","1986","Not Employed","vocational + Abi","","","",""
"35","1986","Not Employed","higher vocational","","","",""
"35","1986","Not Employed","higher education","","","",""
"35","1986","Employed","in school","","","",""
"35","1986","Employed","inadequately","","","",""
"35","1986","Employed","general elemantary","","","",""
"35","1986","Employed","middle vocational","","","",""
"35","1986","Employed","vocational + Abi","","","",""
"35","1986","Employed","higher vocational","","","",""
"35","1986","Employed","higher education","","","",""
"36","1986","Not Employed","in school","","","",""
"36","1986","Not Employed","inadequately","","","",""
"36","1986","Not Employed","general elemantary","","","",""
"36","1986","Not Employed","middle vocational","","","",""
"36","1986","Not Employed","vocational + Abi","","","",""
"36","1986","Not Employed","higher vocational","","","",""
"36","1986","Not Employed","higher education","","","",""
"36","1986","Employed","in school","","","",""
"36","1986","Employed","inadequately","","","",""
"36","1986","Employed","general elemantary","","","",""
"36","1986","Employed","middle vocational","","","",""
"36","1986","Employed","vocational + Abi","","","",""
"36","1986","Employed","higher vocational","","","",""
"36","1986","Employed","higher education","","","",""
"37","1986","Not Employed","in school","","","",""
"37","1986","Not Employed","inadequately","","","",""
"37","1986","Not Employed","general elemantary","","","",""
"37","1986","Not Employed","middle vocational","","","",""
"37","1986","Not Employed","vocational + Abi","","","",""
"37","1986","Not Employed","higher vocational","","","",""
"37","1986","Not Employed","higher education","","","",""
"37","1986","Employed","in school","","","",""
"37","1986","Employed","inadequately","","","",""
"37","1986","Employed","general elemantary","","","",""
"37","1986","Employed","middle vocational","","","",""
"37","1986","Employed","vocational + Abi","","","",""
"37","1986","Employed","higher vocational","","","",""
"37","1986","Employed","higher education","","","",""
"38","1986","Not Employed","in school","","","",""
"38","1986","Not Employed","inadequately","","","",""
"38","1986","Not Employed","general elemantary","","","",""
"38","1986","Not Employed","middle vocational","","","",""
"38","1986","Not Employed","vocational + Abi","","","",""
"38","1986","Not Employed","higher vocational","","","",""
"38","1986","Not Employed","higher education","","","",""
"38","1986","Employed","in school","","","",""
"38","1986","Employed","inadequately","","","",""
"38","1986","Employed","general elemantary","","","",""
"38","1986","Employed","middle vocational","1","","",""
"38","1986","Employed","vocational + Abi","","","",""
"38","1986","Employed","higher vocational","","","",""
"38","1986","Employed","higher education","","","",""
"39","1986","Not Employed","in school","","","",""
"39","1986","Not Employed","inadequately","","","",""
"39","1986","Not Employed","general elemantary","","","",""
"39","1986","Not Employed","middle vocational","","","",""
"39","1986","Not Employed","vocational + Abi","","","",""
"39","1986","Not Employed","higher vocational","","","",""
"39","1986","Not Employed","higher education","","","",""
"39","1986","Employed","in school","","","",""
"39","1986","Employed","inadequately","","","",""
"39","1986","Employed","general elemantary","1","","",""
"39","1986","Employed","middle vocational","","","",""
"39","1986","Employed","vocational + Abi","","","",""
"39","1986","Employed","higher vocational","","","",""
"39","1986","Employed","higher education","","","",""
"40","1986","Not Employed","in school","","","",""
"40","1986","Not Employed","inadequately","","","",""
"40","1986","Not Employed","general elemantary","","","",""
"40","1986","Not Employed","middle vocational","","","",""
"40","1986","Not Employed","vocational + Abi","","","",""
"40","1986","Not Employed","higher vocational","","","",""
"40","1986","Not Employed","higher education","","","",""
"40","1986","Employed","in school","","","",""
"40","1986","Employed","inadequately","","","",""
"40","1986","Employed","general elemantary","","","",""
