"pgnation","year","migback","n","percent","lower_confidence","upper_confidence"
"124","1992","indirect migration background","","","",""
"125","1992","no migration background","","","",""
"125","1992","direct migration background","","","",""
"125","1992","indirect migration background","","","",""
"127","1992","no migration background","","","",""
"127","1992","direct migration background","","","",""
"127","1992","indirect migration background","","","",""
"128","1992","no migration background","","","",""
"128","1992","direct migration background","","","",""
"128","1992","indirect migration background","","","",""
"129","1992","no migration background","","","",""
"129","1992","direct migration background","","","",""
"129","1992","indirect migration background","","","",""
"130","1992","no migration background","","","",""
"130","1992","direct migration background","","","",""
"130","1992","indirect migration background","","","",""
"131","1992","no migration background","","","",""
"131","1992","direct migration background","","","",""
"131","1992","indirect migration background","","","",""
"132","1992","no migration background","","","",""
"132","1992","direct migration background","","","",""
"132","1992","indirect migration background","","","",""
"133","1992","no migration background","","","",""
"133","1992","direct migration background","","","",""
"133","1992","indirect migration background","","","",""
"135","1992","no migration background","","","",""
"135","1992","direct migration background","","","",""
"135","1992","indirect migration background","","","",""
"138","1992","no migration background","","","",""
"138","1992","direct migration background","","","",""
"138","1992","indirect migration background","","","",""
"139","1992","no migration background","","","",""
"139","1992","direct migration background","","","",""
"139","1992","indirect migration background","","","",""
"140","1992","no migration background","","","",""
"140","1992","direct migration background","","","",""
"140","1992","indirect migration background","","","",""
"141","1992","no migration background","","","",""
"141","1992","direct migration background","","","",""
"141","1992","indirect migration background","","","",""
"142","1992","no migration background","","","",""
"142","1992","direct migration background","","","",""
"142","1992","indirect migration background","","","",""
"143","1992","no migration background","","","",""
"143","1992","direct migration background","","","",""
"143","1992","indirect migration background","","","",""
"144","1992","no migration background","","","",""
"144","1992","direct migration background","","","",""
"144","1992","indirect migration background","","","",""
"145","1992","no migration background","","","",""
"145","1992","direct migration background","","","",""
"145","1992","indirect migration background","","","",""
"146","1992","no migration background","","","",""
"146","1992","direct migration background","","","",""
"146","1992","indirect migration background","","","",""
"147","1992","no migration background","","","",""
"147","1992","direct migration background","","","",""
"147","1992","indirect migration background","","","",""
"148","1992","no migration background","","","",""
"148","1992","direct migration background","","","",""
"148","1992","indirect migration background","","","",""
"149","1992","no migration background","","","",""
"149","1992","direct migration background","","","",""
"149","1992","indirect migration background","","","",""
"151","1992","no migration background","","","",""
"151","1992","direct migration background","","","",""
"151","1992","indirect migration background","","","",""
"152","1992","no migration background","","","",""
"152","1992","direct migration background","","","",""
"152","1992","indirect migration background","","","",""
"154","1992","no migration background","","","",""
"154","1992","direct migration background","","","",""
"154","1992","indirect migration background","","","",""
"155","1992","no migration background","","","",""
"155","1992","direct migration background","","","",""
"155","1992","indirect migration background","","","",""
"156","1992","no migration background","","","",""
"156","1992","direct migration background","","","",""
"156","1992","indirect migration background","","","",""
"158","1992","no migration background","","","",""
"158","1992","direct migration background","","","",""
"158","1992","indirect migration background","","","",""
"162","1992","no migration background","","","",""
"162","1992","direct migration background","","","",""
"162","1992","indirect migration background","","","",""
"164","1992","no migration background","","","",""
"164","1992","direct migration background","","","",""
"164","1992","indirect migration background","","","",""
"165","1992","no migration background","","","",""
"165","1992","direct migration background","","","",""
"165","1992","indirect migration background","","","",""
"166","1992","no migration background","","","",""
"166","1992","direct migration background","","","",""
"166","1992","indirect migration background","","","",""
"167","1992","no migration background","","","",""
"167","1992","direct migration background","","","",""
"167","1992","indirect migration background","","","",""
"168","1992","no migration background","","","",""
"168","1992","direct migration background","","","",""
"168","1992","indirect migration background","","","",""
"169","1992","no migration background","","","",""
"169","1992","direct migration background","","","",""
"169","1992","indirect migration background","","","",""
"172","1992","no migration background","","","",""
"172","1992","direct migration background","","","",""
"172","1992","indirect migration background","","","",""
"173","1992","no migration background","","","",""
"173","1992","direct migration background","","","",""
"173","1992","indirect migration background","","","",""
"178","1992","no migration background","","","",""
"178","1992","direct migration background","","","",""
"178","1992","indirect migration background","","","",""
"181","1992","no migration background","","","",""
"181","1992","direct migration background","","","",""
"181","1992","indirect migration background","","","",""
"183","1992","no migration background","","","",""
"183","1992","direct migration background","","","",""
"183","1992","indirect migration background","","","",""
"188","1992","no migration background","","","",""
"188","1992","direct migration background","","","",""
"188","1992","indirect migration background","","","",""
"195","1992","no migration background","","","",""
"195","1992","direct migration background","","","",""
"195","1992","indirect migration background","","","",""
"196","1992","no migration background","","","",""
"196","1992","direct migration background","","","",""
"196","1992","indirect migration background","","","",""
"999","1992","no migration background","","","",""
"999","1992","direct migration background","","","",""
"999","1992","indirect migration background","","","",""
"1","1993","no migration background","10200","0.99922499266863","0.998685050289873","0.999764935047386"
"1","1993","direct migration background","525","0.425136866779132","0.405750407977886","0.444523325580378"
"1","1993","indirect migration background","106","0.367058633275266","0.323758017097528","0.410359249453004"
"2","1993","no migration background","1","","",""
"2","1993","direct migration background","768","0.2192417478684","0.203017230247063","0.235466265489738"
"2","1993","indirect migration background","121","0.249934031393877","0.21103784322003","0.288830219567724"
"3","1993","no migration background","","","",""
"3","1993","direct migration background","392","0.122428575197732","0.109574687289028","0.135282463106436"
"3","1993","indirect migration background","67","0.11571204801157","0.0869757539746983","0.144448342048441"
"4","1993","no migration background","","","",""
"4","1993","direct migration background","253","0.0433802124045405","0.0353916728288153","0.0513687519802658"
"4","1993","indirect migration background","68","0.0632822617697826","0.041410186928796","0.0851543366107692"
"5","1993","no migration background","","","",""
"5","1993","direct migration background","351","0.0835472012575521","0.072696123441008","0.0943982790740962"
"5","1993","indirect migration background","75","0.105105604319572","0.0775542186842373","0.132656989954907"
"6","1993","no migration background","","","",""
"6","1993","direct migration background","136","0.0179057784505045","0.0127055184819403","0.0231060384190687"
"6","1993","indirect migration background","31","0.0300957881279572","0.0147474309350844","0.0454441453208301"
"10","1993","no migration background","3","","",""
"10","1993","direct migration background","18","","",""
"10","1993","indirect migration background","4","","",""
"11","1993","no migration background","","","",""
"11","1993","direct migration background","9","","",""
"11","1993","indirect migration background","","","",""
"12","1993","no migration background","","","",""
"12","1993","direct migration background","4","","",""
"12","1993","indirect migration background","2","","",""
"13","1993","no migration background","","","",""
"13","1993","direct migration background","","","",""
"13","1993","indirect migration background","","","",""
"14","1993","no migration background","","","",""
"14","1993","direct migration background","6","","",""
"14","1993","indirect migration background","","","",""
"15","1993","no migration background","","","",""
"15","1993","direct migration background","","","",""
"15","1993","indirect migration background","","","",""
"16","1993","no migration background","","","",""
"16","1993","direct migration background","","","",""
"16","1993","indirect migration background","","","",""
"17","1993","no migration background","","","",""
"17","1993","direct migration background","","","",""
"17","1993","indirect migration background","","","",""
"18","1993","no migration background","","","",""
"18","1993","direct migration background","3","","",""
"18","1993","indirect migration background","1","","",""
"19","1993","no migration background","","","",""
"19","1993","direct migration background","3","","",""
"19","1993","indirect migration background","","","",""
"20","1993","no migration background","","","",""
"20","1993","direct migration background","1","","",""
"20","1993","indirect migration background","","","",""
"21","1993","no migration background","","","",""
"21","1993","direct migration background","1","","",""
"21","1993","indirect migration background","","","",""
"22","1993","no migration background","","","",""
"22","1993","direct migration background","7","","",""
"22","1993","indirect migration background","","","",""
"23","1993","no migration background","","","",""
"23","1993","direct migration background","","","",""
"23","1993","indirect migration background","","","",""
"24","1993","no migration background","","","",""
"24","1993","direct migration background","2","","",""
"24","1993","indirect migration background","","","",""
"25","1993","no migration background","","","",""
"25","1993","direct migration background","","","",""
"25","1993","indirect migration background","","","",""
"26","1993","no migration background","","","",""
"26","1993","direct migration background","5","","",""
"26","1993","indirect migration background","","","",""
"27","1993","no migration background","","","",""
"27","1993","direct migration background","","","",""
"27","1993","indirect migration background","","","",""
"28","1993","no migration background","","","",""
"28","1993","direct migration background","","","",""
"28","1993","indirect migration background","","","",""
"29","1993","no migration background","","","",""
"29","1993","direct migration background","4","","",""
"29","1993","indirect migration background","","","",""
"30","1993","no migration background","","","",""
"30","1993","direct migration background","","","",""
"30","1993","indirect migration background","","","",""
"31","1993","no migration background","","","",""
"31","1993","direct migration background","2","","",""
"31","1993","indirect migration background","","","",""
"32","1993","no migration background","","","",""
"32","1993","direct migration background","1","","",""
"32","1993","indirect migration background","","","",""
"34","1993","no migration background","","","",""
"34","1993","direct migration background","","","",""
"34","1993","indirect migration background","","","",""
"35","1993","no migration background","","","",""
"35","1993","direct migration background","","","",""
"35","1993","indirect migration background","","","",""
"36","1993","no migration background","","","",""
"36","1993","direct migration background","","","",""
"36","1993","indirect migration background","","","",""
"37","1993","no migration background","","","",""
"37","1993","direct migration background","","","",""
"37","1993","indirect migration background","","","",""
"38","1993","no migration background","","","",""
"38","1993","direct migration background","1","","",""
"38","1993","indirect migration background","","","",""
"39","1993","no migration background","","","",""
"39","1993","direct migration background","","","",""
"39","1993","indirect migration background","","","",""
"40","1993","no migration background","","","",""
"40","1993","direct migration background","","","",""
"40","1993","indirect migration background","","","",""
"41","1993","no migration background","","","",""
"41","1993","direct migration background","1","","",""
"41","1993","indirect migration background","","","",""
"42","1993","no migration background","","","",""
"42","1993","direct migration background","","","",""
"42","1993","indirect migration background","","","",""
"43","1993","no migration background","","","",""
"43","1993","direct migration background","","","",""
"43","1993","indirect migration background","","","",""
"44","1993","no migration background","","","",""
"44","1993","direct migration background","","","",""
"44","1993","indirect migration background","","","",""
"45","1993","no migration background","","","",""
"45","1993","direct migration background","","","",""
"45","1993","indirect migration background","","","",""
"46","1993","no migration background","","","",""
"46","1993","direct migration background","","","",""
"46","1993","indirect migration background","","","",""
"47","1993","no migration background","","","",""
"47","1993","direct migration background","","","",""
"47","1993","indirect migration background","","","",""
"48","1993","no migration background","","","",""
"48","1993","direct migration background","","","",""
"48","1993","indirect migration background","","","",""
"49","1993","no migration background","","","",""
"49","1993","direct migration background","","","",""
"49","1993","indirect migration background","","","",""
"50","1993","no migration background","","","",""
"50","1993","direct migration background","","","",""
"50","1993","indirect migration background","","","",""
"51","1993","no migration background","","","",""
"51","1993","direct migration background","1","","",""
"51","1993","indirect migration background","","","",""
"52","1993","no migration background","","","",""
"52","1993","direct migration background","1","","",""
"52","1993","indirect migration background","","","",""
"53","1993","no migration background","","","",""
"53","1993","direct migration background","1","","",""
"53","1993","indirect migration background","","","",""
"54","1993","no migration background","","","",""
"54","1993","direct migration background","1","","",""
"54","1993","indirect migration background","","","",""
"55","1993","no migration background","","","",""
"55","1993","direct migration background","","","",""
"55","1993","indirect migration background","","","",""
"56","1993","no migration background","","","",""
"56","1993","direct migration background","","","",""
"56","1993","indirect migration background","","","",""
"59","1993","no migration background","","","",""
"59","1993","direct migration background","","","",""
"59","1993","indirect migration background","","","",""
"60","1993","no migration background","","","",""
"60","1993","direct migration background","","","",""
"60","1993","indirect migration background","","","",""
"61","1993","no migration background","","","",""
"61","1993","direct migration background","","","",""
"61","1993","indirect migration background","","","",""
"64","1993","no migration background","","","",""
"64","1993","direct migration background","","","",""
"64","1993","indirect migration background","","","",""
"65","1993","no migration background","","","",""
"65","1993","direct migration background","","","",""
"65","1993","indirect migration background","","","",""
"66","1993","no migration background","","","",""
"66","1993","direct migration background","","","",""
"66","1993","indirect migration background","","","",""
"67","1993","no migration background","","","",""
"67","1993","direct migration background","","","",""
"67","1993","indirect migration background","","","",""
"68","1993","no migration background","","","",""
"68","1993","direct migration background","","","",""
"68","1993","indirect migration background","","","",""
"71","1993","no migration background","","","",""
"71","1993","direct migration background","","","",""
"71","1993","indirect migration background","","","",""
"72","1993","no migration background","","","",""
"72","1993","direct migration background","","","",""
"72","1993","indirect migration background","","","",""
"73","1993","no migration background","","","",""
"73","1993","direct migration background","","","",""
"73","1993","indirect migration background","","","",""
"74","1993","no migration background","","","",""
"74","1993","direct migration background","","","",""
"74","1993","indirect migration background","","","",""
"75","1993","no migration background","","","",""
"75","1993","direct migration background","","","",""
"75","1993","indirect migration background","","","",""
"76","1993","no migration background","","","",""
"76","1993","direct migration background","","","",""
"76","1993","indirect migration background","","","",""
"77","1993","no migration background","","","",""
"77","1993","direct migration background","","","",""
"77","1993","indirect migration background","","","",""
"78","1993","no migration background","","","",""
"78","1993","direct migration background","","","",""
"78","1993","indirect migration background","","","",""
"79","1993","no migration background","","","",""
"79","1993","direct migration background","","","",""
"79","1993","indirect migration background","","","",""
"80","1993","no migration background","","","",""
"80","1993","direct migration background","","","",""
"80","1993","indirect migration background","","","",""
"81","1993","no migration background","","","",""
"81","1993","direct migration background","","","",""
"81","1993","indirect migration background","","","",""
"82","1993","no migration background","","","",""
"82","1993","direct migration background","","","",""
"82","1993","indirect migration background","","","",""
"83","1993","no migration background","","","",""
"83","1993","direct migration background","","","",""
"83","1993","indirect migration background","","","",""
"84","1993","no migration background","","","",""
"84","1993","direct migration background","","","",""
"84","1993","indirect migration background","","","",""
"85","1993","no migration background","","","",""
"85","1993","direct migration background","","","",""
"85","1993","indirect migration background","","","",""
"86","1993","no migration background","","","",""
"86","1993","direct migration background","","","",""
"86","1993","indirect migration background","","","",""
"89","1993","no migration background","","","",""
"89","1993","direct migration background","","","",""
"89","1993","indirect migration background","","","",""
"90","1993","no migration background","","","",""
"90","1993","direct migration background","","","",""
"90","1993","indirect migration background","","","",""
"92","1993","no migration background","","","",""
"92","1993","direct migration background","","","",""
"92","1993","indirect migration background","","","",""
"94","1993","no migration background","","","",""
"94","1993","direct migration background","","","",""
"94","1993","indirect migration background","","","",""
"95","1993","no migration background","","","",""
"95","1993","direct migration background","","","",""
"95","1993","indirect migration background","","","",""
"96","1993","no migration background","","","",""
"96","1993","direct migration background","","","",""
"96","1993","indirect migration background","","","",""
"97","1993","no migration background","","","",""
"97","1993","direct migration background","","","",""
"97","1993","indirect migration background","","","",""
"98","1993","no migration background","","","",""
"98","1993","direct migration background","1","","",""
"98","1993","indirect migration background","1","","",""
"101","1993","no migration background","","","",""
"101","1993","direct migration background","","","",""
"101","1993","indirect migration background","","","",""
"102","1993","no migration background","","","",""
"102","1993","direct migration background","","","",""
"102","1993","indirect migration background","","","",""
"103","1993","no migration background","","","",""
"103","1993","direct migration background","","","",""
"103","1993","indirect migration background","","","",""
"105","1993","no migration background","","","",""
"105","1993","direct migration background","","","",""
"105","1993","indirect migration background","","","",""
"108","1993","no migration background","","","",""
"108","1993","direct migration background","","","",""
"108","1993","indirect migration background","","","",""
"110","1993","no migration background","","","",""
"110","1993","direct migration background","","","",""
"110","1993","indirect migration background","","","",""
"111","1993","no migration background","","","",""
"111","1993","direct migration background","","","",""
"111","1993","indirect migration background","","","",""
"113","1993","no migration background","","","",""
"113","1993","direct migration background","","","",""
"113","1993","indirect migration background","","","",""
"116","1993","no migration background","","","",""
"116","1993","direct migration background","","","",""
"116","1993","indirect migration background","","","",""
"117","1993","no migration background","","","",""
"117","1993","direct migration background","","","",""
"117","1993","indirect migration background","","","",""
"118","1993","no migration background","","","",""
"118","1993","direct migration background","","","",""
"118","1993","indirect migration background","","","",""
"119","1993","no migration background","","","",""
"119","1993","direct migration background","","","",""
"119","1993","indirect migration background","","","",""
"120","1993","no migration background","","","",""
"120","1993","direct migration background","","","",""
"120","1993","indirect migration background","","","",""
"121","1993","no migration background","","","",""
"121","1993","direct migration background","","","",""
"121","1993","indirect migration background","","","",""
"122","1993","no migration background","","","",""
"122","1993","direct migration background","","","",""
"122","1993","indirect migration background","","","",""
"123","1993","no migration background","","","",""
"123","1993","direct migration background","","","",""
"123","1993","indirect migration background","","","",""
"124","1993","no migration background","","","",""
"124","1993","direct migration background","","","",""
"124","1993","indirect migration background","","","",""
"125","1993","no migration background","","","",""
"125","1993","direct migration background","","","",""
"125","1993","indirect migration background","","","",""
"127","1993","no migration background","","","",""
"127","1993","direct migration background","","","",""
"127","1993","indirect migration background","","","",""
"128","1993","no migration background","","","",""
"128","1993","direct migration background","","","",""
"128","1993","indirect migration background","","","",""
"129","1993","no migration background","","","",""
"129","1993","direct migration background","","","",""
"129","1993","indirect migration background","","","",""
"130","1993","no migration background","","","",""
"130","1993","direct migration background","","","",""
"130","1993","indirect migration background","","","",""
"131","1993","no migration background","","","",""
"131","1993","direct migration background","","","",""
"131","1993","indirect migration background","","","",""
"132","1993","no migration background","","","",""
"132","1993","direct migration background","","","",""
"132","1993","indirect migration background","","","",""
"133","1993","no migration background","","","",""
"133","1993","direct migration background","","","",""
"133","1993","indirect migration background","","","",""
"135","1993","no migration background","","","",""
"135","1993","direct migration background","","","",""
"135","1993","indirect migration background","","","",""
"138","1993","no migration background","","","",""
"138","1993","direct migration background","","","",""
"138","1993","indirect migration background","","","",""
"139","1993","no migration background","","","",""
"139","1993","direct migration background","","","",""
"139","1993","indirect migration background","","","",""
"140","1993","no migration background","","","",""
"140","1993","direct migration background","","","",""
"140","1993","indirect migration background","","","",""
"141","1993","no migration background","","","",""
"141","1993","direct migration background","","","",""
"141","1993","indirect migration background","","","",""
"142","1993","no migration background","","","",""
"142","1993","direct migration background","","","",""
"142","1993","indirect migration background","","","",""
"143","1993","no migration background","","","",""
"143","1993","direct migration background","","","",""
"143","1993","indirect migration background","","","",""
"144","1993","no migration background","","","",""
"144","1993","direct migration background","","","",""
"144","1993","indirect migration background","","","",""
"145","1993","no migration background","","","",""
"145","1993","direct migration background","","","",""
"145","1993","indirect migration background","","","",""
"146","1993","no migration background","","","",""
"146","1993","direct migration background","","","",""
"146","1993","indirect migration background","","","",""
"147","1993","no migration background","","","",""
"147","1993","direct migration background","","","",""
"147","1993","indirect migration background","","","",""
"148","1993","no migration background","","","",""
"148","1993","direct migration background","","","",""
"148","1993","indirect migration background","","","",""
"149","1993","no migration background","","","",""
"149","1993","direct migration background","","","",""
"149","1993","indirect migration background","","","",""
"151","1993","no migration background","","","",""
"151","1993","direct migration background","","","",""
"151","1993","indirect migration background","","","",""
"152","1993","no migration background","","","",""
"152","1993","direct migration background","","","",""
"152","1993","indirect migration background","","","",""
"154","1993","no migration background","","","",""
"154","1993","direct migration background","","","",""
"154","1993","indirect migration background","","","",""
"155","1993","no migration background","","","",""
"155","1993","direct migration background","","","",""
"155","1993","indirect migration background","","","",""
"156","1993","no migration background","","","",""
"156","1993","direct migration background","","","",""
"156","1993","indirect migration background","","","",""
"158","1993","no migration background","","","",""
"158","1993","direct migration background","","","",""
"158","1993","indirect migration background","","","",""
"162","1993","no migration background","","","",""
"162","1993","direct migration background","","","",""
"162","1993","indirect migration background","","","",""
"164","1993","no migration background","","","",""
"164","1993","direct migration background","","","",""
"164","1993","indirect migration background","","","",""
"165","1993","no migration background","","","",""
"165","1993","direct migration background","","","",""
"165","1993","indirect migration background","","","",""
"166","1993","no migration background","","","",""
"166","1993","direct migration background","","","",""
"166","1993","indirect migration background","","","",""
"167","1993","no migration background","","","",""
"167","1993","direct migration background","","","",""
"167","1993","indirect migration background","","","",""
"168","1993","no migration background","","","",""
"168","1993","direct migration background","","","",""
"168","1993","indirect migration background","","","",""
"169","1993","no migration background","","","",""
"169","1993","direct migration background","","","",""
"169","1993","indirect migration background","","","",""
"172","1993","no migration background","","","",""
"172","1993","direct migration background","","","",""
"172","1993","indirect migration background","","","",""
"173","1993","no migration background","","","",""
"173","1993","direct migration background","","","",""
"173","1993","indirect migration background","","","",""
"178","1993","no migration background","","","",""
"178","1993","direct migration background","","","",""
"178","1993","indirect migration background","","","",""
"181","1993","no migration background","","","",""
"181","1993","direct migration background","","","",""
"181","1993","indirect migration background","","","",""
"183","1993","no migration background","","","",""
"183","1993","direct migration background","","","",""
"183","1993","indirect migration background","","","",""
"188","1993","no migration background","","","",""
"188","1993","direct migration background","","","",""
"188","1993","indirect migration background","","","",""
"195","1993","no migration background","","","",""
"195","1993","direct migration background","","","",""
"195","1993","indirect migration background","","","",""
"196","1993","no migration background","","","",""
"196","1993","direct migration background","","","",""
"196","1993","indirect migration background","","","",""
"999","1993","no migration background","","","",""
"999","1993","direct migration background","","","",""
"999","1993","indirect migration background","","","",""
"1","1994","no migration background","10065","0.999358530962775","0.998863988676912","0.999853073248638"
"1","1994","direct migration background","522","0.42614336036405","0.406225769342304","0.446060951385796"
"1","1994","indirect migration background","113","0.371232720808391","0.328671548441909","0.413793893174873"
"2","1994","no migration background","2","","",""
"2","1994","direct migration background","713","0.217660346075586","0.201039827445611","0.234280864705562"
"2","1994","indirect migration background","124","0.248564220664698","0.210491778650396","0.286636662679"
"3","1994","no migration background","","","",""
"3","1994","direct migration background","385","0.128400440387734","0.114926364168706","0.141874516606762"
"3","1994","indirect migration background","76","0.129264279130875","0.0997094851413358","0.158819073120414"
"4","1994","no migration background","","","",""
"4","1994","direct migration background","232","0.04214430469115","0.0340519160562983","0.0502366933260017"
"4","1994","indirect migration background","69","0.0600323225034641","0.0391059224177032","0.0809587225892251"
"5","1994","no migration background","","","",""
"5","1994","direct migration background","331","0.0821081633655553","0.0710509379181566","0.0931653888129541"
"5","1994","indirect migration background","72","0.0960361160827655","0.0700800826296023","0.121992149535929"
"6","1994","no migration background","","","",""
"6","1994","direct migration background","119","0.0175825190854252","0.012288983565724","0.0228760546051264"
"6","1994","indirect migration background","34","0.0339042844762115","0.0179608140225472","0.0498477549298758"
"10","1994","no migration background","2","","",""
"10","1994","direct migration background","16","","",""
"10","1994","indirect migration background","3","","",""
"11","1994","no migration background","","","",""
"11","1994","direct migration background","9","","",""
"11","1994","indirect migration background","","","",""
"12","1994","no migration background","","","",""
"12","1994","direct migration background","4","","",""
"12","1994","indirect migration background","2","","",""
"13","1994","no migration background","","","",""
"13","1994","direct migration background","","","",""
"13","1994","indirect migration background","","","",""
"14","1994","no migration background","","","",""
"14","1994","direct migration background","6","","",""
"14","1994","indirect migration background","","","",""
"15","1994","no migration background","","","",""
"15","1994","direct migration background","","","",""
"15","1994","indirect migration background","","","",""
"16","1994","no migration background","","","",""
"16","1994","direct migration background","","","",""
"16","1994","indirect migration background","","","",""
"17","1994","no migration background","","","",""
"17","1994","direct migration background","","","",""
"17","1994","indirect migration background","","","",""
"18","1994","no migration background","","","",""
"18","1994","direct migration background","2","","",""
"18","1994","indirect migration background","1","","",""
"19","1994","no migration background","","","",""
"19","1994","direct migration background","3","","",""
"19","1994","indirect migration background","","","",""
"20","1994","no migration background","","","",""
"20","1994","direct migration background","1","","",""
"20","1994","indirect migration background","","","",""
"21","1994","no migration background","","","",""
"21","1994","direct migration background","1","","",""
"21","1994","indirect migration background","","","",""
"22","1994","no migration background","","","",""
"22","1994","direct migration background","4","","",""
"22","1994","indirect migration background","","","",""
"23","1994","no migration background","","","",""
"23","1994","direct migration background","","","",""
"23","1994","indirect migration background","","","",""
"24","1994","no migration background","","","",""
"24","1994","direct migration background","2","","",""
"24","1994","indirect migration background","","","",""
"25","1994","no migration background","","","",""
"25","1994","direct migration background","","","",""
"25","1994","indirect migration background","","","",""
"26","1994","no migration background","","","",""
"26","1994","direct migration background","5","","",""
"26","1994","indirect migration background","","","",""
"27","1994","no migration background","","","",""
"27","1994","direct migration background","","","",""
"27","1994","indirect migration background","","","",""
"28","1994","no migration background","","","",""
"28","1994","direct migration background","","","",""
"28","1994","indirect migration background","","","",""
"29","1994","no migration background","","","",""
"29","1994","direct migration background","2","","",""
"29","1994","indirect migration background","","","",""
"30","1994","no migration background","","","",""
"30","1994","direct migration background","","","",""
"30","1994","indirect migration background","","","",""
"31","1994","no migration background","","","",""
"31","1994","direct migration background","2","","",""
"31","1994","indirect migration background","","","",""
"32","1994","no migration background","","","",""
"32","1994","direct migration background","2","","",""
"32","1994","indirect migration background","","","",""
"34","1994","no migration background","","","",""
"34","1994","direct migration background","","","",""
"34","1994","indirect migration background","","","",""
"35","1994","no migration background","","","",""
"35","1994","direct migration background","","","",""
"35","1994","indirect migration background","","","",""
"36","1994","no migration background","","","",""
"36","1994","direct migration background","","","",""
"36","1994","indirect migration background","","","",""
"37","1994","no migration background","","","",""
"37","1994","direct migration background","","","",""
"37","1994","indirect migration background","","","",""
"38","1994","no migration background","","","",""
"38","1994","direct migration background","1","","",""
"38","1994","indirect migration background","","","",""
"39","1994","no migration background","","","",""
"39","1994","direct migration background","","","",""
"39","1994","indirect migration background","","","",""
"40","1994","no migration background","","","",""
"40","1994","direct migration background","","","",""
"40","1994","indirect migration background","","","",""
"41","1994","no migration background","","","",""
"41","1994","direct migration background","1","","",""
"41","1994","indirect migration background","","","",""
"42","1994","no migration background","","","",""
"42","1994","direct migration background","","","",""
"42","1994","indirect migration background","","","",""
"43","1994","no migration background","","","",""
"43","1994","direct migration background","","","",""
"43","1994","indirect migration background","","","",""
"44","1994","no migration background","","","",""
"44","1994","direct migration background","","","",""
"44","1994","indirect migration background","","","",""
"45","1994","no migration background","","","",""
"45","1994","direct migration background","","","",""
"45","1994","indirect migration background","","","",""
"46","1994","no migration background","","","",""
"46","1994","direct migration background","","","",""
"46","1994","indirect migration background","","","",""
"47","1994","no migration background","","","",""
"47","1994","direct migration background","","","",""
"47","1994","indirect migration background","","","",""
"48","1994","no migration background","","","",""
"48","1994","direct migration background","","","",""
"48","1994","indirect migration background","","","",""
"49","1994","no migration background","","","",""
"49","1994","direct migration background","","","",""
"49","1994","indirect migration background","","","",""
"50","1994","no migration background","","","",""
"50","1994","direct migration background","","","",""
"50","1994","indirect migration background","","","",""
"51","1994","no migration background","","","",""
"51","1994","direct migration background","1","","",""
"51","1994","indirect migration background","","","",""
"52","1994","no migration background","","","",""
"52","1994","direct migration background","1","","",""
"52","1994","indirect migration background","","","",""
"53","1994","no migration background","","","",""
"53","1994","direct migration background","1","","",""
"53","1994","indirect migration background","","","",""
"54","1994","no migration background","","","",""
"54","1994","direct migration background","1","","",""
"54","1994","indirect migration background","","","",""
"55","1994","no migration background","","","",""
"55","1994","direct migration background","","","",""
"55","1994","indirect migration background","","","",""
"56","1994","no migration background","","","",""
"56","1994","direct migration background","","","",""
"56","1994","indirect migration background","","","",""
"59","1994","no migration background","","","",""
"59","1994","direct migration background","","","",""
"59","1994","indirect migration background","","","",""
"60","1994","no migration background","","","",""
"60","1994","direct migration background","","","",""
"60","1994","indirect migration background","","","",""
"61","1994","no migration background","","","",""
"61","1994","direct migration background","","","",""
"61","1994","indirect migration background","","","",""
"64","1994","no migration background","","","",""
"64","1994","direct migration background","","","",""
"64","1994","indirect migration background","","","",""
"65","1994","no migration background","","","",""
"65","1994","direct migration background","","","",""
"65","1994","indirect migration background","","","",""
"66","1994","no migration background","","","",""
"66","1994","direct migration background","","","",""
"66","1994","indirect migration background","","","",""
"67","1994","no migration background","","","",""
"67","1994","direct migration background","","","",""
"67","1994","indirect migration background","","","",""
"68","1994","no migration background","","","",""
"68","1994","direct migration background","","","",""
"68","1994","indirect migration background","","","",""
"71","1994","no migration background","","","",""
"71","1994","direct migration background","","","",""
"71","1994","indirect migration background","","","",""
"72","1994","no migration background","","","",""
"72","1994","direct migration background","","","",""
"72","1994","indirect migration background","","","",""
"73","1994","no migration background","","","",""
"73","1994","direct migration background","","","",""
"73","1994","indirect migration background","","","",""
"74","1994","no migration background","","","",""
"74","1994","direct migration background","","","",""
"74","1994","indirect migration background","","","",""
"75","1994","no migration background","","","",""
"75","1994","direct migration background","","","",""
"75","1994","indirect migration background","","","",""
"76","1994","no migration background","","","",""
"76","1994","direct migration background","","","",""
"76","1994","indirect migration background","","","",""
"77","1994","no migration background","","","",""
"77","1994","direct migration background","","","",""
"77","1994","indirect migration background","","","",""
"78","1994","no migration background","","","",""
"78","1994","direct migration background","","","",""
"78","1994","indirect migration background","","","",""
"79","1994","no migration background","","","",""
"79","1994","direct migration background","","","",""
"79","1994","indirect migration background","","","",""
"80","1994","no migration background","","","",""
"80","1994","direct migration background","","","",""
"80","1994","indirect migration background","","","",""
"81","1994","no migration background","","","",""
"81","1994","direct migration background","","","",""
"81","1994","indirect migration background","","","",""
"82","1994","no migration background","","","",""
"82","1994","direct migration background","","","",""
"82","1994","indirect migration background","","","",""
"83","1994","no migration background","","","",""
"83","1994","direct migration background","","","",""
"83","1994","indirect migration background","","","",""
"84","1994","no migration background","","","",""
"84","1994","direct migration background","","","",""
