"pgnation","year","migback","regtyp","n","percent","lower_confidence","upper_confidence"
"30","1986","indirect migration background","Urban Area","","","",""
"30","1986","indirect migration background","Rural Area","","","",""
"31","1986","no migration background","Urban Area","","","",""
"31","1986","no migration background","Rural Area","","","",""
"31","1986","direct migration background","Urban Area","2","","",""
"31","1986","direct migration background","Rural Area","","","",""
"31","1986","indirect migration background","Urban Area","","","",""
"31","1986","indirect migration background","Rural Area","","","",""
"32","1986","no migration background","Urban Area","","","",""
"32","1986","no migration background","Rural Area","","","",""
"32","1986","direct migration background","Urban Area","","","",""
"32","1986","direct migration background","Rural Area","","","",""
"32","1986","indirect migration background","Urban Area","","","",""
"32","1986","indirect migration background","Rural Area","","","",""
"34","1986","no migration background","Urban Area","","","",""
"34","1986","no migration background","Rural Area","","","",""
"34","1986","direct migration background","Urban Area","1","","",""
"34","1986","direct migration background","Rural Area","","","",""
"34","1986","indirect migration background","Urban Area","","","",""
"34","1986","indirect migration background","Rural Area","","","",""
"35","1986","no migration background","Urban Area","","","",""
"35","1986","no migration background","Rural Area","","","",""
"35","1986","direct migration background","Urban Area","","","",""
"35","1986","direct migration background","Rural Area","","","",""
"35","1986","indirect migration background","Urban Area","","","",""
"35","1986","indirect migration background","Rural Area","","","",""
"37","1986","no migration background","Urban Area","","","",""
"37","1986","no migration background","Rural Area","","","",""
"37","1986","direct migration background","Urban Area","","","",""
"37","1986","direct migration background","Rural Area","","","",""
"37","1986","indirect migration background","Urban Area","","","",""
"37","1986","indirect migration background","Rural Area","","","",""
"38","1986","no migration background","Urban Area","","","",""
"38","1986","no migration background","Rural Area","","","",""
"38","1986","direct migration background","Urban Area","1","","",""
"38","1986","direct migration background","Rural Area","","","",""
"38","1986","indirect migration background","Urban Area","","","",""
"38","1986","indirect migration background","Rural Area","","","",""
"39","1986","no migration background","Urban Area","","","",""
"39","1986","no migration background","Rural Area","","","",""
"39","1986","direct migration background","Urban Area","1","","",""
"39","1986","direct migration background","Rural Area","","","",""
"39","1986","indirect migration background","Urban Area","","","",""
"39","1986","indirect migration background","Rural Area","","","",""
"40","1986","no migration background","Urban Area","","","",""
"40","1986","no migration background","Rural Area","","","",""
"40","1986","direct migration background","Urban Area","","","",""
"40","1986","direct migration background","Rural Area","","","",""
"40","1986","indirect migration background","Urban Area","","","",""
"40","1986","indirect migration background","Rural Area","","","",""
"41","1986","no migration background","Urban Area","","","",""
"41","1986","no migration background","Rural Area","","","",""
"41","1986","direct migration background","Urban Area","","","",""
"41","1986","direct migration background","Rural Area","1","","",""
"41","1986","indirect migration background","Urban Area","","","",""
"41","1986","indirect migration background","Rural Area","","","",""
"42","1986","no migration background","Urban Area","","","",""
"42","1986","no migration background","Rural Area","","","",""
"42","1986","direct migration background","Urban Area","","","",""
"42","1986","direct migration background","Rural Area","","","",""
"42","1986","indirect migration background","Urban Area","","","",""
"42","1986","indirect migration background","Rural Area","","","",""
"43","1986","no migration background","Urban Area","","","",""
"43","1986","no migration background","Rural Area","","","",""
"43","1986","direct migration background","Urban Area","2","","",""
"43","1986","direct migration background","Rural Area","","","",""
"43","1986","indirect migration background","Urban Area","","","",""
"43","1986","indirect migration background","Rural Area","","","",""
"44","1986","no migration background","Urban Area","","","",""
"44","1986","no migration background","Rural Area","","","",""
"44","1986","direct migration background","Urban Area","","","",""
"44","1986","direct migration background","Rural Area","1","","",""
"44","1986","indirect migration background","Urban Area","","","",""
"44","1986","indirect migration background","Rural Area","","","",""
"45","1986","no migration background","Urban Area","","","",""
"45","1986","no migration background","Rural Area","","","",""
"45","1986","direct migration background","Urban Area","","","",""
"45","1986","direct migration background","Rural Area","","","",""
"45","1986","indirect migration background","Urban Area","","","",""
"45","1986","indirect migration background","Rural Area","","","",""
"46","1986","no migration background","Urban Area","","","",""
"46","1986","no migration background","Rural Area","","","",""
"46","1986","direct migration background","Urban Area","","","",""
"46","1986","direct migration background","Rural Area","","","",""
"46","1986","indirect migration background","Urban Area","","","",""
"46","1986","indirect migration background","Rural Area","","","",""
"47","1986","no migration background","Urban Area","1","","",""
"47","1986","no migration background","Rural Area","","","",""
"47","1986","direct migration background","Urban Area","","","",""
"47","1986","direct migration background","Rural Area","","","",""
"47","1986","indirect migration background","Urban Area","","","",""
"47","1986","indirect migration background","Rural Area","","","",""
"48","1986","no migration background","Urban Area","","","",""
"48","1986","no migration background","Rural Area","","","",""
"48","1986","direct migration background","Urban Area","","","",""
"48","1986","direct migration background","Rural Area","","","",""
"48","1986","indirect migration background","Urban Area","","","",""
"48","1986","indirect migration background","Rural Area","","","",""
"49","1986","no migration background","Urban Area","","","",""
"49","1986","no migration background","Rural Area","","","",""
"49","1986","direct migration background","Urban Area","","","",""
"49","1986","direct migration background","Rural Area","","","",""
"49","1986","indirect migration background","Urban Area","","","",""
"49","1986","indirect migration background","Rural Area","","","",""
"50","1986","no migration background","Urban Area","","","",""
"50","1986","no migration background","Rural Area","","","",""
"50","1986","direct migration background","Urban Area","","","",""
"50","1986","direct migration background","Rural Area","","","",""
"50","1986","indirect migration background","Urban Area","","","",""
"50","1986","indirect migration background","Rural Area","","","",""
"51","1986","no migration background","Urban Area","","","",""
"51","1986","no migration background","Rural Area","","","",""
"51","1986","direct migration background","Urban Area","","","",""
"51","1986","direct migration background","Rural Area","","","",""
"51","1986","indirect migration background","Urban Area","","","",""
"51","1986","indirect migration background","Rural Area","","","",""
"52","1986","no migration background","Urban Area","","","",""
"52","1986","no migration background","Rural Area","","","",""
"52","1986","direct migration background","Urban Area","","","",""
"52","1986","direct migration background","Rural Area","","","",""
"52","1986","indirect migration background","Urban Area","","","",""
"52","1986","indirect migration background","Rural Area","","","",""
"53","1986","no migration background","Urban Area","","","",""
"53","1986","no migration background","Rural Area","","","",""
"53","1986","direct migration background","Urban Area","","","",""
"53","1986","direct migration background","Rural Area","","","",""
"53","1986","indirect migration background","Urban Area","","","",""
"53","1986","indirect migration background","Rural Area","","","",""
"54","1986","no migration background","Urban Area","","","",""
"54","1986","no migration background","Rural Area","","","",""
"54","1986","direct migration background","Urban Area","","","",""
"54","1986","direct migration background","Rural Area","","","",""
"54","1986","indirect migration background","Urban Area","","","",""
"54","1986","indirect migration background","Rural Area","","","",""
"55","1986","no migration background","Urban Area","","","",""
"55","1986","no migration background","Rural Area","","","",""
"55","1986","direct migration background","Urban Area","","","",""
"55","1986","direct migration background","Rural Area","","","",""
"55","1986","indirect migration background","Urban Area","","","",""
"55","1986","indirect migration background","Rural Area","","","",""
"56","1986","no migration background","Urban Area","","","",""
"56","1986","no migration background","Rural Area","","","",""
"56","1986","direct migration background","Urban Area","","","",""
"56","1986","direct migration background","Rural Area","","","",""
"56","1986","indirect migration background","Urban Area","","","",""
"56","1986","indirect migration background","Rural Area","","","",""
"59","1986","no migration background","Urban Area","","","",""
"59","1986","no migration background","Rural Area","","","",""
"59","1986","direct migration background","Urban Area","","","",""
"59","1986","direct migration background","Rural Area","","","",""
"59","1986","indirect migration background","Urban Area","","","",""
"59","1986","indirect migration background","Rural Area","","","",""
"60","1986","no migration background","Urban Area","","","",""
"60","1986","no migration background","Rural Area","","","",""
"60","1986","direct migration background","Urban Area","","","",""
"60","1986","direct migration background","Rural Area","","","",""
"60","1986","indirect migration background","Urban Area","","","",""
"60","1986","indirect migration background","Rural Area","","","",""
"61","1986","no migration background","Urban Area","","","",""
"61","1986","no migration background","Rural Area","","","",""
"61","1986","direct migration background","Urban Area","","","",""
"61","1986","direct migration background","Rural Area","","","",""
"61","1986","indirect migration background","Urban Area","","","",""
"61","1986","indirect migration background","Rural Area","","","",""
"64","1986","no migration background","Urban Area","","","",""
"64","1986","no migration background","Rural Area","","","",""
"64","1986","direct migration background","Urban Area","","","",""
"64","1986","direct migration background","Rural Area","","","",""
"64","1986","indirect migration background","Urban Area","","","",""
"64","1986","indirect migration background","Rural Area","","","",""
"65","1986","no migration background","Urban Area","","","",""
"65","1986","no migration background","Rural Area","","","",""
"65","1986","direct migration background","Urban Area","","","",""
"65","1986","direct migration background","Rural Area","","","",""
"65","1986","indirect migration background","Urban Area","","","",""
"65","1986","indirect migration background","Rural Area","","","",""
"66","1986","no migration background","Urban Area","","","",""
"66","1986","no migration background","Rural Area","","","",""
"66","1986","direct migration background","Urban Area","","","",""
"66","1986","direct migration background","Rural Area","","","",""
"66","1986","indirect migration background","Urban Area","","","",""
"66","1986","indirect migration background","Rural Area","","","",""
"67","1986","no migration background","Urban Area","","","",""
"67","1986","no migration background","Rural Area","","","",""
"67","1986","direct migration background","Urban Area","","","",""
"67","1986","direct migration background","Rural Area","","","",""
"67","1986","indirect migration background","Urban Area","","","",""
"67","1986","indirect migration background","Rural Area","","","",""
"68","1986","no migration background","Urban Area","","","",""
"68","1986","no migration background","Rural Area","","","",""
"68","1986","direct migration background","Urban Area","","","",""
"68","1986","direct migration background","Rural Area","","","",""
"68","1986","indirect migration background","Urban Area","","","",""
"68","1986","indirect migration background","Rural Area","","","",""
"71","1986","no migration background","Urban Area","","","",""
"71","1986","no migration background","Rural Area","","","",""
"71","1986","direct migration background","Urban Area","","","",""
"71","1986","direct migration background","Rural Area","","","",""
"71","1986","indirect migration background","Urban Area","","","",""
"71","1986","indirect migration background","Rural Area","","","",""
"72","1986","no migration background","Urban Area","","","",""
"72","1986","no migration background","Rural Area","","","",""
"72","1986","direct migration background","Urban Area","","","",""
"72","1986","direct migration background","Rural Area","","","",""
"72","1986","indirect migration background","Urban Area","","","",""
"72","1986","indirect migration background","Rural Area","","","",""
"73","1986","no migration background","Urban Area","","","",""
"73","1986","no migration background","Rural Area","","","",""
"73","1986","direct migration background","Urban Area","","","",""
"73","1986","direct migration background","Rural Area","","","",""
"73","1986","indirect migration background","Urban Area","","","",""
"73","1986","indirect migration background","Rural Area","","","",""
"74","1986","no migration background","Urban Area","","","",""
"74","1986","no migration background","Rural Area","","","",""
"74","1986","direct migration background","Urban Area","","","",""
"74","1986","direct migration background","Rural Area","","","",""
"74","1986","indirect migration background","Urban Area","","","",""
"74","1986","indirect migration background","Rural Area","","","",""
"75","1986","no migration background","Urban Area","","","",""
"75","1986","no migration background","Rural Area","","","",""
"75","1986","direct migration background","Urban Area","","","",""
"75","1986","direct migration background","Rural Area","","","",""
"75","1986","indirect migration background","Urban Area","","","",""
"75","1986","indirect migration background","Rural Area","","","",""
"76","1986","no migration background","Urban Area","","","",""
"76","1986","no migration background","Rural Area","","","",""
"76","1986","direct migration background","Urban Area","","","",""
"76","1986","direct migration background","Rural Area","","","",""
"76","1986","indirect migration background","Urban Area","","","",""
"76","1986","indirect migration background","Rural Area","","","",""
"77","1986","no migration background","Urban Area","","","",""
"77","1986","no migration background","Rural Area","","","",""
"77","1986","direct migration background","Urban Area","","","",""
"77","1986","direct migration background","Rural Area","","","",""
"77","1986","indirect migration background","Urban Area","","","",""
"77","1986","indirect migration background","Rural Area","","","",""
"78","1986","no migration background","Urban Area","","","",""
"78","1986","no migration background","Rural Area","","","",""
"78","1986","direct migration background","Urban Area","","","",""
"78","1986","direct migration background","Rural Area","","","",""
"78","1986","indirect migration background","Urban Area","","","",""
"78","1986","indirect migration background","Rural Area","","","",""
"79","1986","no migration background","Urban Area","","","",""
"79","1986","no migration background","Rural Area","","","",""
"79","1986","direct migration background","Urban Area","","","",""
"79","1986","direct migration background","Rural Area","","","",""
"79","1986","indirect migration background","Urban Area","","","",""
"79","1986","indirect migration background","Rural Area","","","",""
"80","1986","no migration background","Urban Area","","","",""
"80","1986","no migration background","Rural Area","","","",""
"80","1986","direct migration background","Urban Area","","","",""
"80","1986","direct migration background","Rural Area","","","",""
"80","1986","indirect migration background","Urban Area","","","",""
"80","1986","indirect migration background","Rural Area","","","",""
"81","1986","no migration background","Urban Area","","","",""
"81","1986","no migration background","Rural Area","","","",""
"81","1986","direct migration background","Urban Area","","","",""
"81","1986","direct migration background","Rural Area","","","",""
"81","1986","indirect migration background","Urban Area","","","",""
"81","1986","indirect migration background","Rural Area","","","",""
"82","1986","no migration background","Urban Area","","","",""
"82","1986","no migration background","Rural Area","","","",""
"82","1986","direct migration background","Urban Area","","","",""
"82","1986","direct migration background","Rural Area","","","",""
"82","1986","indirect migration background","Urban Area","","","",""
"82","1986","indirect migration background","Rural Area","","","",""
"83","1986","no migration background","Urban Area","","","",""
"83","1986","no migration background","Rural Area","","","",""
"83","1986","direct migration background","Urban Area","","","",""
"83","1986","direct migration background","Rural Area","","","",""
"83","1986","indirect migration background","Urban Area","","","",""
"83","1986","indirect migration background","Rural Area","","","",""
"84","1986","no migration background","Urban Area","","","",""
"84","1986","no migration background","Rural Area","","","",""
"84","1986","direct migration background","Urban Area","","","",""
"84","1986","direct migration background","Rural Area","","","",""
"84","1986","indirect migration background","Urban Area","","","",""
"84","1986","indirect migration background","Rural Area","","","",""
"85","1986","no migration background","Urban Area","","","",""
"85","1986","no migration background","Rural Area","","","",""
"85","1986","direct migration background","Urban Area","","","",""
"85","1986","direct migration background","Rural Area","","","",""
"85","1986","indirect migration background","Urban Area","","","",""
"85","1986","indirect migration background","Rural Area","","","",""
"86","1986","no migration background","Urban Area","","","",""
"86","1986","no migration background","Rural Area","","","",""
"86","1986","direct migration background","Urban Area","","","",""
"86","1986","direct migration background","Rural Area","","","",""
"86","1986","indirect migration background","Urban Area","","","",""
"86","1986","indirect migration background","Rural Area","","","",""
"89","1986","no migration background","Urban Area","","","",""
"89","1986","no migration background","Rural Area","","","",""
"89","1986","direct migration background","Urban Area","","","",""
"89","1986","direct migration background","Rural Area","","","",""
"89","1986","indirect migration background","Urban Area","","","",""
"89","1986","indirect migration background","Rural Area","","","",""
"90","1986","no migration background","Urban Area","","","",""
"90","1986","no migration background","Rural Area","","","",""
"90","1986","direct migration background","Urban Area","","","",""
"90","1986","direct migration background","Rural Area","","","",""
"90","1986","indirect migration background","Urban Area","","","",""
"90","1986","indirect migration background","Rural Area","","","",""
"92","1986","no migration background","Urban Area","","","",""
"92","1986","no migration background","Rural Area","","","",""
"92","1986","direct migration background","Urban Area","","","",""
"92","1986","direct migration background","Rural Area","","","",""
"92","1986","indirect migration background","Urban Area","","","",""
"92","1986","indirect migration background","Rural Area","","","",""
"94","1986","no migration background","Urban Area","","","",""
"94","1986","no migration background","Rural Area","","","",""
"94","1986","direct migration background","Urban Area","","","",""
"94","1986","direct migration background","Rural Area","","","",""
"94","1986","indirect migration background","Urban Area","","","",""
"94","1986","indirect migration background","Rural Area","","","",""
"95","1986","no migration background","Urban Area","","","",""
"95","1986","no migration background","Rural Area","","","",""
"95","1986","direct migration background","Urban Area","","","",""
"95","1986","direct migration background","Rural Area","","","",""
"95","1986","indirect migration background","Urban Area","","","",""
"95","1986","indirect migration background","Rural Area","","","",""
"96","1986","no migration background","Urban Area","","","",""
"96","1986","no migration background","Rural Area","","","",""
"96","1986","direct migration background","Urban Area","","","",""
"96","1986","direct migration background","Rural Area","","","",""
"96","1986","indirect migration background","Urban Area","","","",""
"96","1986","indirect migration background","Rural Area","","","",""
"97","1986","no migration background","Urban Area","","","",""
"97","1986","no migration background","Rural Area","","","",""
"97","1986","direct migration background","Urban Area","","","",""
"97","1986","direct migration background","Rural Area","","","",""
"97","1986","indirect migration background","Urban Area","","","",""
"97","1986","indirect migration background","Rural Area","","","",""
"98","1986","no migration background","Urban Area","","","",""
"98","1986","no migration background","Rural Area","","","",""
"98","1986","direct migration background","Urban Area","5","","",""
"98","1986","direct migration background","Rural Area","1","","",""
"98","1986","indirect migration background","Urban Area","1","","",""
"98","1986","indirect migration background","Rural Area","1","","",""
"101","1986","no migration background","Urban Area","","","",""
"101","1986","no migration background","Rural Area","","","",""
"101","1986","direct migration background","Urban Area","","","",""
"101","1986","direct migration background","Rural Area","","","",""
"101","1986","indirect migration background","Urban Area","","","",""
"101","1986","indirect migration background","Rural Area","","","",""
"102","1986","no migration background","Urban Area","","","",""
"102","1986","no migration background","Rural Area","","","",""
"102","1986","direct migration background","Urban Area","","","",""
"102","1986","direct migration background","Rural Area","","","",""
"102","1986","indirect migration background","Urban Area","","","",""
"102","1986","indirect migration background","Rural Area","","","",""
"103","1986","no migration background","Urban Area","","","",""
"103","1986","no migration background","Rural Area","","","",""
"103","1986","direct migration background","Urban Area","","","",""
"103","1986","direct migration background","Rural Area","","","",""
"103","1986","indirect migration background","Urban Area","","","",""
"103","1986","indirect migration background","Rural Area","","","",""
"105","1986","no migration background","Urban Area","","","",""
"105","1986","no migration background","Rural Area","","","",""
"105","1986","direct migration background","Urban Area","","","",""
"105","1986","direct migration background","Rural Area","","","",""
"105","1986","indirect migration background","Urban Area","","","",""
"105","1986","indirect migration background","Rural Area","","","",""
"108","1986","no migration background","Urban Area","","","",""
"108","1986","no migration background","Rural Area","","","",""
"108","1986","direct migration background","Urban Area","","","",""
"108","1986","direct migration background","Rural Area","","","",""
"108","1986","indirect migration background","Urban Area","","","",""
"108","1986","indirect migration background","Rural Area","","","",""
"110","1986","no migration background","Urban Area","","","",""
"110","1986","no migration background","Rural Area","","","",""
"110","1986","direct migration background","Urban Area","","","",""
"110","1986","direct migration background","Rural Area","","","",""
"110","1986","indirect migration background","Urban Area","","","",""
"110","1986","indirect migration background","Rural Area","","","",""
"111","1986","no migration background","Urban Area","","","",""
"111","1986","no migration background","Rural Area","","","",""
"111","1986","direct migration background","Urban Area","","","",""
"111","1986","direct migration background","Rural Area","","","",""
"111","1986","indirect migration background","Urban Area","","","",""
"111","1986","indirect migration background","Rural Area","","","",""
"113","1986","no migration background","Urban Area","","","",""
"113","1986","no migration background","Rural Area","","","",""
"113","1986","direct migration background","Urban Area","","","",""
"113","1986","direct migration background","Rural Area","","","",""
"113","1986","indirect migration background","Urban Area","","","",""
"113","1986","indirect migration background","Rural Area","","","",""
"116","1986","no migration background","Urban Area","","","",""
"116","1986","no migration background","Rural Area","","","",""
"116","1986","direct migration background","Urban Area","","","",""
"116","1986","direct migration background","Rural Area","","","",""
"116","1986","indirect migration background","Urban Area","","","",""
"116","1986","indirect migration background","Rural Area","","","",""
"117","1986","no migration background","Urban Area","","","",""
"117","1986","no migration background","Rural Area","","","",""
"117","1986","direct migration background","Urban Area","","","",""
"117","1986","direct migration background","Rural Area","","","",""
"117","1986","indirect migration background","Urban Area","","","",""
"117","1986","indirect migration background","Rural Area","","","",""
"118","1986","no migration background","Urban Area","","","",""
"118","1986","no migration background","Rural Area","","","",""
"118","1986","direct migration background","Urban Area","","","",""
"118","1986","direct migration background","Rural Area","","","",""
"118","1986","indirect migration background","Urban Area","","","",""
"118","1986","indirect migration background","Rural Area","","","",""
"119","1986","no migration background","Urban Area","","","",""
"119","1986","no migration background","Rural Area","","","",""
"119","1986","direct migration background","Urban Area","","","",""
"119","1986","direct migration background","Rural Area","","","",""
"119","1986","indirect migration background","Urban Area","","","",""
"119","1986","indirect migration background","Rural Area","","","",""
"120","1986","no migration background","Urban Area","","","",""
"120","1986","no migration background","Rural Area","","","",""
"120","1986","direct migration background","Urban Area","","","",""
"120","1986","direct migration background","Rural Area","","","",""
"120","1986","indirect migration background","Urban Area","","","",""
"120","1986","indirect migration background","Rural Area","","","",""
"121","1986","no migration background","Urban Area","","","",""
"121","1986","no migration background","Rural Area","","","",""
"121","1986","direct migration background","Urban Area","","","",""
"121","1986","direct migration background","Rural Area","","","",""
"121","1986","indirect migration background","Urban Area","","","",""
"121","1986","indirect migration background","Rural Area","","","",""
"122","1986","no migration background","Urban Area","","","",""
"122","1986","no migration background","Rural Area","","","",""
"122","1986","direct migration background","Urban Area","","","",""
"122","1986","direct migration background","Rural Area","","","",""
"122","1986","indirect migration background","Urban Area","","","",""
"122","1986","indirect migration background","Rural Area","","","",""
"123","1986","no migration background","Urban Area","","","",""
"123","1986","no migration background","Rural Area","","","",""
"123","1986","direct migration background","Urban Area","","","",""
"123","1986","direct migration background","Rural Area","","","",""
"123","1986","indirect migration background","Urban Area","","","",""
"123","1986","indirect migration background","Rural Area","","","",""
"124","1986","no migration background","Urban Area","","","",""
"124","1986","no migration background","Rural Area","","","",""
"124","1986","direct migration background","Urban Area","","","",""
"124","1986","direct migration background","Rural Area","","","",""
"124","1986","indirect migration background","Urban Area","","","",""
"124","1986","indirect migration background","Rural Area","","","",""
"125","1986","no migration background","Urban Area","","","",""
"125","1986","no migration background","Rural Area","","","",""
"125","1986","direct migration background","Urban Area","","","",""
"125","1986","direct migration background","Rural Area","","","",""
"125","1986","indirect migration background","Urban Area","","","",""
"125","1986","indirect migration background","Rural Area","","","",""
"127","1986","no migration background","Urban Area","","","",""
"127","1986","no migration background","Rural Area","","","",""
"127","1986","direct migration background","Urban Area","","","",""
"127","1986","direct migration background","Rural Area","","","",""
"127","1986","indirect migration background","Urban Area","","","",""
"127","1986","indirect migration background","Rural Area","","","",""
"128","1986","no migration background","Urban Area","","","",""
"128","1986","no migration background","Rural Area","","","",""
"128","1986","direct migration background","Urban Area","","","",""
"128","1986","direct migration background","Rural Area","","","",""
"128","1986","indirect migration background","Urban Area","","","",""
"128","1986","indirect migration background","Rural Area","","","",""
"129","1986","no migration background","Urban Area","","","",""
"129","1986","no migration background","Rural Area","","","",""
"129","1986","direct migration background","Urban Area","","","",""
"129","1986","direct migration background","Rural Area","","","",""
"129","1986","indirect migration background","Urban Area","","","",""
"129","1986","indirect migration background","Rural Area","","","",""
"130","1986","no migration background","Urban Area","","","",""
"130","1986","no migration background","Rural Area","","","",""
"130","1986","direct migration background","Urban Area","","","",""
"130","1986","direct migration background","Rural Area","","","",""
"130","1986","indirect migration background","Urban Area","","","",""
"130","1986","indirect migration background","Rural Area","","","",""
"131","1986","no migration background","Urban Area","","","",""
"131","1986","no migration background","Rural Area","","","",""
"131","1986","direct migration background","Urban Area","","","",""
"131","1986","direct migration background","Rural Area","","","",""
"131","1986","indirect migration background","Urban Area","","","",""
"131","1986","indirect migration background","Rural Area","","","",""
"132","1986","no migration background","Urban Area","","","",""
"132","1986","no migration background","Rural Area","","","",""
"132","1986","direct migration background","Urban Area","","","",""
"132","1986","direct migration background","Rural Area","","","",""
"132","1986","indirect migration background","Urban Area","","","",""
"132","1986","indirect migration background","Rural Area","","","",""
"133","1986","no migration background","Urban Area","","","",""
"133","1986","no migration background","Rural Area","","","",""
"133","1986","direct migration background","Urban Area","","","",""
"133","1986","direct migration background","Rural Area","","","",""
"133","1986","indirect migration background","Urban Area","","","",""
"133","1986","indirect migration background","Rural Area","","","",""
"135","1986","no migration background","Urban Area","","","",""
"135","1986","no migration background","Rural Area","","","",""
"135","1986","direct migration background","Urban Area","","","",""
"135","1986","direct migration background","Rural Area","","","",""
"135","1986","indirect migration background","Urban Area","","","",""
"135","1986","indirect migration background","Rural Area","","","",""
"138","1986","no migration background","Urban Area","","","",""
"138","1986","no migration background","Rural Area","","","",""
"138","1986","direct migration background","Urban Area","","","",""
"138","1986","direct migration background","Rural Area","","","",""
"138","1986","indirect migration background","Urban Area","","","",""
"138","1986","indirect migration background","Rural Area","","","",""
"139","1986","no migration background","Urban Area","","","",""
"139","1986","no migration background","Rural Area","","","",""
"139","1986","direct migration background","Urban Area","","","",""
"139","1986","direct migration background","Rural Area","","","",""
"139","1986","indirect migration background","Urban Area","","","",""
"139","1986","indirect migration background","Rural Area","","","",""
"140","1986","no migration background","Urban Area","","","",""
"140","1986","no migration background","Rural Area","","","",""
"140","1986","direct migration background","Urban Area","","","",""
"140","1986","direct migration background","Rural Area","","","",""
"140","1986","indirect migration background","Urban Area","","","",""
"140","1986","indirect migration background","Rural Area","","","",""
"141","1986","no migration background","Urban Area","","","",""
"141","1986","no migration background","Rural Area","","","",""
"141","1986","direct migration background","Urban Area","","","",""
"141","1986","direct migration background","Rural Area","","","",""
"141","1986","indirect migration background","Urban Area","","","",""
"141","1986","indirect migration background","Rural Area","","","",""
"142","1986","no migration background","Urban Area","","","",""
"142","1986","no migration background","Rural Area","","","",""
"142","1986","direct migration background","Urban Area","","","",""
"142","1986","direct migration background","Rural Area","","","",""
"142","1986","indirect migration background","Urban Area","","","",""
"142","1986","indirect migration background","Rural Area","","","",""
"143","1986","no migration background","Urban Area","","","",""
"143","1986","no migration background","Rural Area","","","",""
"143","1986","direct migration background","Urban Area","","","",""
"143","1986","direct migration background","Rural Area","","","",""
"143","1986","indirect migration background","Urban Area","","","",""
"143","1986","indirect migration background","Rural Area","","","",""
"144","1986","no migration background","Urban Area","","","",""
"144","1986","no migration background","Rural Area","","","",""
"144","1986","direct migration background","Urban Area","","","",""
"144","1986","direct migration background","Rural Area","","","",""
"144","1986","indirect migration background","Urban Area","","","",""
"144","1986","indirect migration background","Rural Area","","","",""
"145","1986","no migration background","Urban Area","","","",""
"145","1986","no migration background","Rural Area","","","",""
"145","1986","direct migration background","Urban Area","","","",""
"145","1986","direct migration background","Rural Area","","","",""
"145","1986","indirect migration background","Urban Area","","","",""
"145","1986","indirect migration background","Rural Area","","","",""
"146","1986","no migration background","Urban Area","","","",""
"146","1986","no migration background","Rural Area","","","",""
"146","1986","direct migration background","Urban Area","","","",""
"146","1986","direct migration background","Rural Area","","","",""
"146","1986","indirect migration background","Urban Area","","","",""
"146","1986","indirect migration background","Rural Area","","","",""
"147","1986","no migration background","Urban Area","","","",""
"147","1986","no migration background","Rural Area","","","",""
"147","1986","direct migration background","Urban Area","","","",""
"147","1986","direct migration background","Rural Area","","","",""
"147","1986","indirect migration background","Urban Area","","","",""
"147","1986","indirect migration background","Rural Area","","","",""
"148","1986","no migration background","Urban Area","","","",""
"148","1986","no migration background","Rural Area","","","",""
"148","1986","direct migration background","Urban Area","","","",""
"148","1986","direct migration background","Rural Area","","","",""
"148","1986","indirect migration background","Urban Area","","","",""
"148","1986","indirect migration background","Rural Area","","","",""
"149","1986","no migration background","Urban Area","","","",""
"149","1986","no migration background","Rural Area","","","",""
"149","1986","direct migration background","Urban Area","","","",""
"149","1986","direct migration background","Rural Area","","","",""
"149","1986","indirect migration background","Urban Area","","","",""
"149","1986","indirect migration background","Rural Area","","","",""
"151","1986","no migration background","Urban Area","","","",""
"151","1986","no migration background","Rural Area","","","",""
"151","1986","direct migration background","Urban Area","","","",""
"151","1986","direct migration background","Rural Area","","","",""
"151","1986","indirect migration background","Urban Area","","","",""
"151","1986","indirect migration background","Rural Area","","","",""
"152","1986","no migration background","Urban Area","","","",""
"152","1986","no migration background","Rural Area","","","",""
"152","1986","direct migration background","Urban Area","","","",""
"152","1986","direct migration background","Rural Area","","","",""
"152","1986","indirect migration background","Urban Area","","","",""
"152","1986","indirect migration background","Rural Area","","","",""
"154","1986","no migration background","Urban Area","","","",""
"154","1986","no migration background","Rural Area","","","",""
"154","1986","direct migration background","Urban Area","","","",""
"154","1986","direct migration background","Rural Area","","","",""
"154","1986","indirect migration background","Urban Area","","","",""
"154","1986","indirect migration background","Rural Area","","","",""
"155","1986","no migration background","Urban Area","","","",""
"155","1986","no migration background","Rural Area","","","",""
"155","1986","direct migration background","Urban Area","","","",""
"155","1986","direct migration background","Rural Area","","","",""
"155","1986","indirect migration background","Urban Area","","","",""
"155","1986","indirect migration background","Rural Area","","","",""
"156","1986","no migration background","Urban Area","","","",""
"156","1986","no migration background","Rural Area","","","",""
"156","1986","direct migration background","Urban Area","","","",""
"156","1986","direct migration background","Rural Area","","","",""
"156","1986","indirect migration background","Urban Area","","","",""
"156","1986","indirect migration background","Rural Area","","","",""
"158","1986","no migration background","Urban Area","","","",""
"158","1986","no migration background","Rural Area","","","",""
"158","1986","direct migration background","Urban Area","","","",""
"158","1986","direct migration background","Rural Area","","","",""
"158","1986","indirect migration background","Urban Area","","","",""
"158","1986","indirect migration background","Rural Area","","","",""
"162","1986","no migration background","Urban Area","","","",""
"162","1986","no migration background","Rural Area","","","",""
"162","1986","direct migration background","Urban Area","","","",""
"162","1986","direct migration background","Rural Area","","","",""
