"pgnation","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"5","1994","66 and older","no migration background","","","",""
"5","1994","66 and older","direct migration background","16","","",""
"5","1994","66 and older","indirect migration background","","","",""
"6","1994","16-34 y.","no migration background","","","",""
"6","1994","16-34 y.","direct migration background","27","","",""
"6","1994","16-34 y.","indirect migration background","34","0.0392440277003859","0.0215571599407088","0.056930895460063"
"6","1994","35-65 y.","no migration background","","","",""
"6","1994","35-65 y.","direct migration background","86","0.0204012843461557","0.0130971197369629","0.0277054489553484"
"6","1994","35-65 y.","indirect migration background","","","",""
"6","1994","66 and older","no migration background","","","",""
"6","1994","66 and older","direct migration background","6","","",""
"6","1994","66 and older","indirect migration background","","","",""
"10","1994","16-34 y.","no migration background","2","","",""
"10","1994","16-34 y.","direct migration background","4","","",""
"10","1994","16-34 y.","indirect migration background","2","","",""
"10","1994","35-65 y.","no migration background","","","",""
"10","1994","35-65 y.","direct migration background","10","","",""
"10","1994","35-65 y.","indirect migration background","1","","",""
"10","1994","66 and older","no migration background","","","",""
"10","1994","66 and older","direct migration background","2","","",""
"10","1994","66 and older","indirect migration background","","","",""
"11","1994","16-34 y.","no migration background","","","",""
"11","1994","16-34 y.","direct migration background","5","","",""
"11","1994","16-34 y.","indirect migration background","","","",""
"11","1994","35-65 y.","no migration background","","","",""
"11","1994","35-65 y.","direct migration background","4","","",""
"11","1994","35-65 y.","indirect migration background","","","",""
"11","1994","66 and older","no migration background","","","",""
"11","1994","66 and older","direct migration background","","","",""
"11","1994","66 and older","indirect migration background","","","",""
"12","1994","16-34 y.","no migration background","","","",""
"12","1994","16-34 y.","direct migration background","","","",""
"12","1994","16-34 y.","indirect migration background","","","",""
"12","1994","35-65 y.","no migration background","","","",""
"12","1994","35-65 y.","direct migration background","4","","",""
"12","1994","35-65 y.","indirect migration background","","","",""
"12","1994","66 and older","no migration background","","","",""
"12","1994","66 and older","direct migration background","","","",""
"12","1994","66 and older","indirect migration background","2","","",""
"13","1994","16-34 y.","no migration background","","","",""
"13","1994","16-34 y.","direct migration background","","","",""
"13","1994","16-34 y.","indirect migration background","","","",""
"13","1994","35-65 y.","no migration background","","","",""
"13","1994","35-65 y.","direct migration background","","","",""
"13","1994","35-65 y.","indirect migration background","","","",""
"13","1994","66 and older","no migration background","","","",""
"13","1994","66 and older","direct migration background","","","",""
"13","1994","66 and older","indirect migration background","","","",""
"14","1994","16-34 y.","no migration background","","","",""
"14","1994","16-34 y.","direct migration background","1","","",""
"14","1994","16-34 y.","indirect migration background","","","",""
"14","1994","35-65 y.","no migration background","","","",""
"14","1994","35-65 y.","direct migration background","5","","",""
"14","1994","35-65 y.","indirect migration background","","","",""
"14","1994","66 and older","no migration background","","","",""
"14","1994","66 and older","direct migration background","","","",""
"14","1994","66 and older","indirect migration background","","","",""
"15","1994","16-34 y.","no migration background","","","",""
"15","1994","16-34 y.","direct migration background","","","",""
"15","1994","16-34 y.","indirect migration background","","","",""
"15","1994","35-65 y.","no migration background","","","",""
"15","1994","35-65 y.","direct migration background","","","",""
"15","1994","35-65 y.","indirect migration background","","","",""
"15","1994","66 and older","no migration background","","","",""
"15","1994","66 and older","direct migration background","","","",""
"15","1994","66 and older","indirect migration background","","","",""
"16","1994","16-34 y.","no migration background","","","",""
"16","1994","16-34 y.","direct migration background","","","",""
"16","1994","16-34 y.","indirect migration background","","","",""
"16","1994","35-65 y.","no migration background","","","",""
"16","1994","35-65 y.","direct migration background","","","",""
"16","1994","35-65 y.","indirect migration background","","","",""
"16","1994","66 and older","no migration background","","","",""
"16","1994","66 and older","direct migration background","","","",""
"16","1994","66 and older","indirect migration background","","","",""
"17","1994","16-34 y.","no migration background","","","",""
"17","1994","16-34 y.","direct migration background","","","",""
"17","1994","16-34 y.","indirect migration background","","","",""
"17","1994","35-65 y.","no migration background","","","",""
"17","1994","35-65 y.","direct migration background","","","",""
"17","1994","35-65 y.","indirect migration background","","","",""
"17","1994","66 and older","no migration background","","","",""
"17","1994","66 and older","direct migration background","","","",""
"17","1994","66 and older","indirect migration background","","","",""
"18","1994","16-34 y.","no migration background","","","",""
"18","1994","16-34 y.","direct migration background","2","","",""
"18","1994","16-34 y.","indirect migration background","","","",""
"18","1994","35-65 y.","no migration background","","","",""
"18","1994","35-65 y.","direct migration background","","","",""
"18","1994","35-65 y.","indirect migration background","1","","",""
"18","1994","66 and older","no migration background","","","",""
"18","1994","66 and older","direct migration background","","","",""
"18","1994","66 and older","indirect migration background","","","",""
"19","1994","16-34 y.","no migration background","","","",""
"19","1994","16-34 y.","direct migration background","1","","",""
"19","1994","16-34 y.","indirect migration background","","","",""
"19","1994","35-65 y.","no migration background","","","",""
"19","1994","35-65 y.","direct migration background","1","","",""
"19","1994","35-65 y.","indirect migration background","","","",""
"19","1994","66 and older","no migration background","","","",""
"19","1994","66 and older","direct migration background","1","","",""
"19","1994","66 and older","indirect migration background","","","",""
"20","1994","16-34 y.","no migration background","","","",""
"20","1994","16-34 y.","direct migration background","","","",""
"20","1994","16-34 y.","indirect migration background","","","",""
"20","1994","35-65 y.","no migration background","","","",""
"20","1994","35-65 y.","direct migration background","1","","",""
"20","1994","35-65 y.","indirect migration background","","","",""
"20","1994","66 and older","no migration background","","","",""
"20","1994","66 and older","direct migration background","","","",""
"20","1994","66 and older","indirect migration background","","","",""
"21","1994","16-34 y.","no migration background","","","",""
"21","1994","16-34 y.","direct migration background","","","",""
"21","1994","16-34 y.","indirect migration background","","","",""
"21","1994","35-65 y.","no migration background","","","",""
"21","1994","35-65 y.","direct migration background","1","","",""
"21","1994","35-65 y.","indirect migration background","","","",""
"21","1994","66 and older","no migration background","","","",""
"21","1994","66 and older","direct migration background","","","",""
"21","1994","66 and older","indirect migration background","","","",""
"22","1994","16-34 y.","no migration background","","","",""
"22","1994","16-34 y.","direct migration background","2","","",""
"22","1994","16-34 y.","indirect migration background","","","",""
"22","1994","35-65 y.","no migration background","","","",""
"22","1994","35-65 y.","direct migration background","2","","",""
"22","1994","35-65 y.","indirect migration background","","","",""
"22","1994","66 and older","no migration background","","","",""
"22","1994","66 and older","direct migration background","","","",""
"22","1994","66 and older","indirect migration background","","","",""
"23","1994","16-34 y.","no migration background","","","",""
"23","1994","16-34 y.","direct migration background","","","",""
"23","1994","16-34 y.","indirect migration background","","","",""
"23","1994","35-65 y.","no migration background","","","",""
"23","1994","35-65 y.","direct migration background","","","",""
"23","1994","35-65 y.","indirect migration background","","","",""
"23","1994","66 and older","no migration background","","","",""
"23","1994","66 and older","direct migration background","","","",""
"23","1994","66 and older","indirect migration background","","","",""
"24","1994","16-34 y.","no migration background","","","",""
"24","1994","16-34 y.","direct migration background","","","",""
"24","1994","16-34 y.","indirect migration background","","","",""
"24","1994","35-65 y.","no migration background","","","",""
"24","1994","35-65 y.","direct migration background","2","","",""
"24","1994","35-65 y.","indirect migration background","","","",""
"24","1994","66 and older","no migration background","","","",""
"24","1994","66 and older","direct migration background","","","",""
"24","1994","66 and older","indirect migration background","","","",""
"25","1994","16-34 y.","no migration background","","","",""
"25","1994","16-34 y.","direct migration background","","","",""
"25","1994","16-34 y.","indirect migration background","","","",""
"25","1994","35-65 y.","no migration background","","","",""
"25","1994","35-65 y.","direct migration background","","","",""
"25","1994","35-65 y.","indirect migration background","","","",""
"25","1994","66 and older","no migration background","","","",""
"25","1994","66 and older","direct migration background","","","",""
"25","1994","66 and older","indirect migration background","","","",""
"26","1994","16-34 y.","no migration background","","","",""
"26","1994","16-34 y.","direct migration background","","","",""
"26","1994","16-34 y.","indirect migration background","","","",""
"26","1994","35-65 y.","no migration background","","","",""
"26","1994","35-65 y.","direct migration background","5","","",""
"26","1994","35-65 y.","indirect migration background","","","",""
"26","1994","66 and older","no migration background","","","",""
"26","1994","66 and older","direct migration background","","","",""
"26","1994","66 and older","indirect migration background","","","",""
"27","1994","16-34 y.","no migration background","","","",""
"27","1994","16-34 y.","direct migration background","","","",""
"27","1994","16-34 y.","indirect migration background","","","",""
"27","1994","35-65 y.","no migration background","","","",""
"27","1994","35-65 y.","direct migration background","","","",""
"27","1994","35-65 y.","indirect migration background","","","",""
"27","1994","66 and older","no migration background","","","",""
"27","1994","66 and older","direct migration background","","","",""
"27","1994","66 and older","indirect migration background","","","",""
"28","1994","16-34 y.","no migration background","","","",""
"28","1994","16-34 y.","direct migration background","","","",""
"28","1994","16-34 y.","indirect migration background","","","",""
"28","1994","35-65 y.","no migration background","","","",""
"28","1994","35-65 y.","direct migration background","","","",""
"28","1994","35-65 y.","indirect migration background","","","",""
"28","1994","66 and older","no migration background","","","",""
"28","1994","66 and older","direct migration background","","","",""
"28","1994","66 and older","indirect migration background","","","",""
"29","1994","16-34 y.","no migration background","","","",""
"29","1994","16-34 y.","direct migration background","","","",""
"29","1994","16-34 y.","indirect migration background","","","",""
"29","1994","35-65 y.","no migration background","","","",""
"29","1994","35-65 y.","direct migration background","2","","",""
"29","1994","35-65 y.","indirect migration background","","","",""
"29","1994","66 and older","no migration background","","","",""
"29","1994","66 and older","direct migration background","","","",""
"29","1994","66 and older","indirect migration background","","","",""
"30","1994","16-34 y.","no migration background","","","",""
"30","1994","16-34 y.","direct migration background","","","",""
"30","1994","16-34 y.","indirect migration background","","","",""
"30","1994","35-65 y.","no migration background","","","",""
"30","1994","35-65 y.","direct migration background","","","",""
"30","1994","35-65 y.","indirect migration background","","","",""
"30","1994","66 and older","no migration background","","","",""
"30","1994","66 and older","direct migration background","","","",""
"30","1994","66 and older","indirect migration background","","","",""
"31","1994","16-34 y.","no migration background","","","",""
"31","1994","16-34 y.","direct migration background","","","",""
"31","1994","16-34 y.","indirect migration background","","","",""
"31","1994","35-65 y.","no migration background","","","",""
"31","1994","35-65 y.","direct migration background","2","","",""
"31","1994","35-65 y.","indirect migration background","","","",""
"31","1994","66 and older","no migration background","","","",""
"31","1994","66 and older","direct migration background","","","",""
"31","1994","66 and older","indirect migration background","","","",""
"32","1994","16-34 y.","no migration background","","","",""
"32","1994","16-34 y.","direct migration background","1","","",""
"32","1994","16-34 y.","indirect migration background","","","",""
"32","1994","35-65 y.","no migration background","","","",""
"32","1994","35-65 y.","direct migration background","1","","",""
"32","1994","35-65 y.","indirect migration background","","","",""
"32","1994","66 and older","no migration background","","","",""
"32","1994","66 and older","direct migration background","","","",""
"32","1994","66 and older","indirect migration background","","","",""
"34","1994","16-34 y.","no migration background","","","",""
"34","1994","16-34 y.","direct migration background","","","",""
"34","1994","16-34 y.","indirect migration background","","","",""
"34","1994","35-65 y.","no migration background","","","",""
"34","1994","35-65 y.","direct migration background","","","",""
"34","1994","35-65 y.","indirect migration background","","","",""
"34","1994","66 and older","no migration background","","","",""
"34","1994","66 and older","direct migration background","","","",""
"34","1994","66 and older","indirect migration background","","","",""
"35","1994","16-34 y.","no migration background","","","",""
"35","1994","16-34 y.","direct migration background","","","",""
"35","1994","16-34 y.","indirect migration background","","","",""
"35","1994","35-65 y.","no migration background","","","",""
"35","1994","35-65 y.","direct migration background","","","",""
"35","1994","35-65 y.","indirect migration background","","","",""
"35","1994","66 and older","no migration background","","","",""
"35","1994","66 and older","direct migration background","","","",""
"35","1994","66 and older","indirect migration background","","","",""
"36","1994","16-34 y.","no migration background","","","",""
"36","1994","16-34 y.","direct migration background","","","",""
"36","1994","16-34 y.","indirect migration background","","","",""
"36","1994","35-65 y.","no migration background","","","",""
"36","1994","35-65 y.","direct migration background","","","",""
"36","1994","35-65 y.","indirect migration background","","","",""
"36","1994","66 and older","no migration background","","","",""
"36","1994","66 and older","direct migration background","","","",""
"36","1994","66 and older","indirect migration background","","","",""
"37","1994","16-34 y.","no migration background","","","",""
"37","1994","16-34 y.","direct migration background","","","",""
"37","1994","16-34 y.","indirect migration background","","","",""
"37","1994","35-65 y.","no migration background","","","",""
"37","1994","35-65 y.","direct migration background","","","",""
"37","1994","35-65 y.","indirect migration background","","","",""
"37","1994","66 and older","no migration background","","","",""
"37","1994","66 and older","direct migration background","","","",""
"37","1994","66 and older","indirect migration background","","","",""
"38","1994","16-34 y.","no migration background","","","",""
"38","1994","16-34 y.","direct migration background","","","",""
"38","1994","16-34 y.","indirect migration background","","","",""
"38","1994","35-65 y.","no migration background","","","",""
"38","1994","35-65 y.","direct migration background","1","","",""
"38","1994","35-65 y.","indirect migration background","","","",""
"38","1994","66 and older","no migration background","","","",""
"38","1994","66 and older","direct migration background","","","",""
"38","1994","66 and older","indirect migration background","","","",""
"39","1994","16-34 y.","no migration background","","","",""
"39","1994","16-34 y.","direct migration background","","","",""
"39","1994","16-34 y.","indirect migration background","","","",""
"39","1994","35-65 y.","no migration background","","","",""
"39","1994","35-65 y.","direct migration background","","","",""
"39","1994","35-65 y.","indirect migration background","","","",""
"39","1994","66 and older","no migration background","","","",""
"39","1994","66 and older","direct migration background","","","",""
"39","1994","66 and older","indirect migration background","","","",""
"40","1994","16-34 y.","no migration background","","","",""
"40","1994","16-34 y.","direct migration background","","","",""
"40","1994","16-34 y.","indirect migration background","","","",""
"40","1994","35-65 y.","no migration background","","","",""
"40","1994","35-65 y.","direct migration background","","","",""
"40","1994","35-65 y.","indirect migration background","","","",""
"40","1994","66 and older","no migration background","","","",""
"40","1994","66 and older","direct migration background","","","",""
"40","1994","66 and older","indirect migration background","","","",""
"41","1994","16-34 y.","no migration background","","","",""
"41","1994","16-34 y.","direct migration background","","","",""
"41","1994","16-34 y.","indirect migration background","","","",""
"41","1994","35-65 y.","no migration background","","","",""
"41","1994","35-65 y.","direct migration background","","","",""
"41","1994","35-65 y.","indirect migration background","","","",""
"41","1994","66 and older","no migration background","","","",""
"41","1994","66 and older","direct migration background","1","","",""
"41","1994","66 and older","indirect migration background","","","",""
"42","1994","16-34 y.","no migration background","","","",""
"42","1994","16-34 y.","direct migration background","","","",""
"42","1994","16-34 y.","indirect migration background","","","",""
"42","1994","35-65 y.","no migration background","","","",""
"42","1994","35-65 y.","direct migration background","","","",""
"42","1994","35-65 y.","indirect migration background","","","",""
"42","1994","66 and older","no migration background","","","",""
"42","1994","66 and older","direct migration background","","","",""
"42","1994","66 and older","indirect migration background","","","",""
"43","1994","16-34 y.","no migration background","","","",""
"43","1994","16-34 y.","direct migration background","","","",""
"43","1994","16-34 y.","indirect migration background","","","",""
"43","1994","35-65 y.","no migration background","","","",""
"43","1994","35-65 y.","direct migration background","","","",""
"43","1994","35-65 y.","indirect migration background","","","",""
"43","1994","66 and older","no migration background","","","",""
"43","1994","66 and older","direct migration background","","","",""
"43","1994","66 and older","indirect migration background","","","",""
"44","1994","16-34 y.","no migration background","","","",""
"44","1994","16-34 y.","direct migration background","","","",""
"44","1994","16-34 y.","indirect migration background","","","",""
"44","1994","35-65 y.","no migration background","","","",""
"44","1994","35-65 y.","direct migration background","","","",""
"44","1994","35-65 y.","indirect migration background","","","",""
"44","1994","66 and older","no migration background","","","",""
"44","1994","66 and older","direct migration background","","","",""
"44","1994","66 and older","indirect migration background","","","",""
"45","1994","16-34 y.","no migration background","","","",""
"45","1994","16-34 y.","direct migration background","","","",""
"45","1994","16-34 y.","indirect migration background","","","",""
"45","1994","35-65 y.","no migration background","","","",""
"45","1994","35-65 y.","direct migration background","","","",""
"45","1994","35-65 y.","indirect migration background","","","",""
"45","1994","66 and older","no migration background","","","",""
"45","1994","66 and older","direct migration background","","","",""
"45","1994","66 and older","indirect migration background","","","",""
"46","1994","16-34 y.","no migration background","","","",""
"46","1994","16-34 y.","direct migration background","","","",""
"46","1994","16-34 y.","indirect migration background","","","",""
"46","1994","35-65 y.","no migration background","","","",""
"46","1994","35-65 y.","direct migration background","","","",""
"46","1994","35-65 y.","indirect migration background","","","",""
"46","1994","66 and older","no migration background","","","",""
"46","1994","66 and older","direct migration background","","","",""
"46","1994","66 and older","indirect migration background","","","",""
"47","1994","16-34 y.","no migration background","","","",""
"47","1994","16-34 y.","direct migration background","","","",""
"47","1994","16-34 y.","indirect migration background","","","",""
"47","1994","35-65 y.","no migration background","","","",""
"47","1994","35-65 y.","direct migration background","","","",""
"47","1994","35-65 y.","indirect migration background","","","",""
"47","1994","66 and older","no migration background","","","",""
"47","1994","66 and older","direct migration background","","","",""
"47","1994","66 and older","indirect migration background","","","",""
"48","1994","16-34 y.","no migration background","","","",""
"48","1994","16-34 y.","direct migration background","","","",""
"48","1994","16-34 y.","indirect migration background","","","",""
"48","1994","35-65 y.","no migration background","","","",""
"48","1994","35-65 y.","direct migration background","","","",""
"48","1994","35-65 y.","indirect migration background","","","",""
"48","1994","66 and older","no migration background","","","",""
"48","1994","66 and older","direct migration background","","","",""
"48","1994","66 and older","indirect migration background","","","",""
"49","1994","16-34 y.","no migration background","","","",""
"49","1994","16-34 y.","direct migration background","","","",""
"49","1994","16-34 y.","indirect migration background","","","",""
"49","1994","35-65 y.","no migration background","","","",""
"49","1994","35-65 y.","direct migration background","","","",""
"49","1994","35-65 y.","indirect migration background","","","",""
"49","1994","66 and older","no migration background","","","",""
"49","1994","66 and older","direct migration background","","","",""
"49","1994","66 and older","indirect migration background","","","",""
"50","1994","16-34 y.","no migration background","","","",""
"50","1994","16-34 y.","direct migration background","","","",""
"50","1994","16-34 y.","indirect migration background","","","",""
"50","1994","35-65 y.","no migration background","","","",""
"50","1994","35-65 y.","direct migration background","","","",""
"50","1994","35-65 y.","indirect migration background","","","",""
"50","1994","66 and older","no migration background","","","",""
"50","1994","66 and older","direct migration background","","","",""
"50","1994","66 and older","indirect migration background","","","",""
"51","1994","16-34 y.","no migration background","","","",""
"51","1994","16-34 y.","direct migration background","1","","",""
"51","1994","16-34 y.","indirect migration background","","","",""
"51","1994","35-65 y.","no migration background","","","",""
"51","1994","35-65 y.","direct migration background","","","",""
"51","1994","35-65 y.","indirect migration background","","","",""
"51","1994","66 and older","no migration background","","","",""
"51","1994","66 and older","direct migration background","","","",""
"51","1994","66 and older","indirect migration background","","","",""
"52","1994","16-34 y.","no migration background","","","",""
"52","1994","16-34 y.","direct migration background","1","","",""
"52","1994","16-34 y.","indirect migration background","","","",""
"52","1994","35-65 y.","no migration background","","","",""
"52","1994","35-65 y.","direct migration background","","","",""
"52","1994","35-65 y.","indirect migration background","","","",""
"52","1994","66 and older","no migration background","","","",""
"52","1994","66 and older","direct migration background","","","",""
"52","1994","66 and older","indirect migration background","","","",""
"53","1994","16-34 y.","no migration background","","","",""
"53","1994","16-34 y.","direct migration background","1","","",""
"53","1994","16-34 y.","indirect migration background","","","",""
"53","1994","35-65 y.","no migration background","","","",""
"53","1994","35-65 y.","direct migration background","","","",""
"53","1994","35-65 y.","indirect migration background","","","",""
"53","1994","66 and older","no migration background","","","",""
"53","1994","66 and older","direct migration background","","","",""
"53","1994","66 and older","indirect migration background","","","",""
"54","1994","16-34 y.","no migration background","","","",""
"54","1994","16-34 y.","direct migration background","1","","",""
"54","1994","16-34 y.","indirect migration background","","","",""
"54","1994","35-65 y.","no migration background","","","",""
"54","1994","35-65 y.","direct migration background","","","",""
"54","1994","35-65 y.","indirect migration background","","","",""
"54","1994","66 and older","no migration background","","","",""
"54","1994","66 and older","direct migration background","","","",""
"54","1994","66 and older","indirect migration background","","","",""
"55","1994","16-34 y.","no migration background","","","",""
"55","1994","16-34 y.","direct migration background","","","",""
"55","1994","16-34 y.","indirect migration background","","","",""
"55","1994","35-65 y.","no migration background","","","",""
"55","1994","35-65 y.","direct migration background","","","",""
"55","1994","35-65 y.","indirect migration background","","","",""
"55","1994","66 and older","no migration background","","","",""
"55","1994","66 and older","direct migration background","","","",""
"55","1994","66 and older","indirect migration background","","","",""
"56","1994","16-34 y.","no migration background","","","",""
"56","1994","16-34 y.","direct migration background","","","",""
"56","1994","16-34 y.","indirect migration background","","","",""
"56","1994","35-65 y.","no migration background","","","",""
"56","1994","35-65 y.","direct migration background","","","",""
"56","1994","35-65 y.","indirect migration background","","","",""
"56","1994","66 and older","no migration background","","","",""
"56","1994","66 and older","direct migration background","","","",""
"56","1994","66 and older","indirect migration background","","","",""
"59","1994","16-34 y.","no migration background","","","",""
"59","1994","16-34 y.","direct migration background","","","",""
"59","1994","16-34 y.","indirect migration background","","","",""
"59","1994","35-65 y.","no migration background","","","",""
"59","1994","35-65 y.","direct migration background","","","",""
"59","1994","35-65 y.","indirect migration background","","","",""
"59","1994","66 and older","no migration background","","","",""
"59","1994","66 and older","direct migration background","","","",""
"59","1994","66 and older","indirect migration background","","","",""
"60","1994","16-34 y.","no migration background","","","",""
"60","1994","16-34 y.","direct migration background","","","",""
"60","1994","16-34 y.","indirect migration background","","","",""
"60","1994","35-65 y.","no migration background","","","",""
"60","1994","35-65 y.","direct migration background","","","",""
"60","1994","35-65 y.","indirect migration background","","","",""
"60","1994","66 and older","no migration background","","","",""
"60","1994","66 and older","direct migration background","","","",""
"60","1994","66 and older","indirect migration background","","","",""
"61","1994","16-34 y.","no migration background","","","",""
"61","1994","16-34 y.","direct migration background","","","",""
"61","1994","16-34 y.","indirect migration background","","","",""
"61","1994","35-65 y.","no migration background","","","",""
"61","1994","35-65 y.","direct migration background","","","",""
"61","1994","35-65 y.","indirect migration background","","","",""
"61","1994","66 and older","no migration background","","","",""
"61","1994","66 and older","direct migration background","","","",""
"61","1994","66 and older","indirect migration background","","","",""
"64","1994","16-34 y.","no migration background","","","",""
"64","1994","16-34 y.","direct migration background","","","",""
"64","1994","16-34 y.","indirect migration background","","","",""
"64","1994","35-65 y.","no migration background","","","",""
"64","1994","35-65 y.","direct migration background","","","",""
"64","1994","35-65 y.","indirect migration background","","","",""
"64","1994","66 and older","no migration background","","","",""
"64","1994","66 and older","direct migration background","","","",""
"64","1994","66 and older","indirect migration background","","","",""
"65","1994","16-34 y.","no migration background","","","",""
"65","1994","16-34 y.","direct migration background","","","",""
"65","1994","16-34 y.","indirect migration background","","","",""
"65","1994","35-65 y.","no migration background","","","",""
"65","1994","35-65 y.","direct migration background","","","",""
"65","1994","35-65 y.","indirect migration background","","","",""
"65","1994","66 and older","no migration background","","","",""
"65","1994","66 and older","direct migration background","","","",""
"65","1994","66 and older","indirect migration background","","","",""
"66","1994","16-34 y.","no migration background","","","",""
"66","1994","16-34 y.","direct migration background","","","",""
"66","1994","16-34 y.","indirect migration background","","","",""
"66","1994","35-65 y.","no migration background","","","",""
"66","1994","35-65 y.","direct migration background","","","",""
"66","1994","35-65 y.","indirect migration background","","","",""
"66","1994","66 and older","no migration background","","","",""
"66","1994","66 and older","direct migration background","","","",""
"66","1994","66 and older","indirect migration background","","","",""
"67","1994","16-34 y.","no migration background","","","",""
"67","1994","16-34 y.","direct migration background","","","",""
"67","1994","16-34 y.","indirect migration background","","","",""
"67","1994","35-65 y.","no migration background","","","",""
"67","1994","35-65 y.","direct migration background","","","",""
"67","1994","35-65 y.","indirect migration background","","","",""
"67","1994","66 and older","no migration background","","","",""
"67","1994","66 and older","direct migration background","","","",""
"67","1994","66 and older","indirect migration background","","","",""
"68","1994","16-34 y.","no migration background","","","",""
"68","1994","16-34 y.","direct migration background","","","",""
"68","1994","16-34 y.","indirect migration background","","","",""
"68","1994","35-65 y.","no migration background","","","",""
"68","1994","35-65 y.","direct migration background","","","",""
"68","1994","35-65 y.","indirect migration background","","","",""
"68","1994","66 and older","no migration background","","","",""
"68","1994","66 and older","direct migration background","","","",""
"68","1994","66 and older","indirect migration background","","","",""
"71","1994","16-34 y.","no migration background","","","",""
"71","1994","16-34 y.","direct migration background","","","",""
"71","1994","16-34 y.","indirect migration background","","","",""
"71","1994","35-65 y.","no migration background","","","",""
"71","1994","35-65 y.","direct migration background","","","",""
"71","1994","35-65 y.","indirect migration background","","","",""
"71","1994","66 and older","no migration background","","","",""
"71","1994","66 and older","direct migration background","","","",""
"71","1994","66 and older","indirect migration background","","","",""
"72","1994","16-34 y.","no migration background","","","",""
"72","1994","16-34 y.","direct migration background","","","",""
"72","1994","16-34 y.","indirect migration background","","","",""
"72","1994","35-65 y.","no migration background","","","",""
"72","1994","35-65 y.","direct migration background","","","",""
"72","1994","35-65 y.","indirect migration background","","","",""
"72","1994","66 and older","no migration background","","","",""
"72","1994","66 and older","direct migration background","","","",""
"72","1994","66 and older","indirect migration background","","","",""
"73","1994","16-34 y.","no migration background","","","",""
"73","1994","16-34 y.","direct migration background","","","",""
"73","1994","16-34 y.","indirect migration background","","","",""
"73","1994","35-65 y.","no migration background","","","",""
"73","1994","35-65 y.","direct migration background","","","",""
"73","1994","35-65 y.","indirect migration background","","","",""
"73","1994","66 and older","no migration background","","","",""
"73","1994","66 and older","direct migration background","","","",""
"73","1994","66 and older","indirect migration background","","","",""
"74","1994","16-34 y.","no migration background","","","",""
"74","1994","16-34 y.","direct migration background","","","",""
"74","1994","16-34 y.","indirect migration background","","","",""
"74","1994","35-65 y.","no migration background","","","",""
"74","1994","35-65 y.","direct migration background","","","",""
"74","1994","35-65 y.","indirect migration background","","","",""
"74","1994","66 and older","no migration background","","","",""
"74","1994","66 and older","direct migration background","","","",""
"74","1994","66 and older","indirect migration background","","","",""
"75","1994","16-34 y.","no migration background","","","",""
"75","1994","16-34 y.","direct migration background","","","",""
"75","1994","16-34 y.","indirect migration background","","","",""
"75","1994","35-65 y.","no migration background","","","",""
"75","1994","35-65 y.","direct migration background","","","",""
"75","1994","35-65 y.","indirect migration background","","","",""
"75","1994","66 and older","no migration background","","","",""
"75","1994","66 and older","direct migration background","","","",""
"75","1994","66 and older","indirect migration background","","","",""
"76","1994","16-34 y.","no migration background","","","",""
"76","1994","16-34 y.","direct migration background","","","",""
"76","1994","16-34 y.","indirect migration background","","","",""
"76","1994","35-65 y.","no migration background","","","",""
"76","1994","35-65 y.","direct migration background","","","",""
"76","1994","35-65 y.","indirect migration background","","","",""
"76","1994","66 and older","no migration background","","","",""
"76","1994","66 and older","direct migration background","","","",""
"76","1994","66 and older","indirect migration background","","","",""
"77","1994","16-34 y.","no migration background","","","",""
"77","1994","16-34 y.","direct migration background","","","",""
"77","1994","16-34 y.","indirect migration background","","","",""
"77","1994","35-65 y.","no migration background","","","",""
"77","1994","35-65 y.","direct migration background","","","",""
"77","1994","35-65 y.","indirect migration background","","","",""
"77","1994","66 and older","no migration background","","","",""
"77","1994","66 and older","direct migration background","","","",""
"77","1994","66 and older","indirect migration background","","","",""
"78","1994","16-34 y.","no migration background","","","",""
"78","1994","16-34 y.","direct migration background","","","",""
"78","1994","16-34 y.","indirect migration background","","","",""
"78","1994","35-65 y.","no migration background","","","",""
"78","1994","35-65 y.","direct migration background","","","",""
"78","1994","35-65 y.","indirect migration background","","","",""
"78","1994","66 and older","no migration background","","","",""
"78","1994","66 and older","direct migration background","","","",""
"78","1994","66 and older","indirect migration background","","","",""
"79","1994","16-34 y.","no migration background","","","",""
"79","1994","16-34 y.","direct migration background","","","",""
"79","1994","16-34 y.","indirect migration background","","","",""
"79","1994","35-65 y.","no migration background","","","",""
"79","1994","35-65 y.","direct migration background","","","",""
"79","1994","35-65 y.","indirect migration background","","","",""
"79","1994","66 and older","no migration background","","","",""
"79","1994","66 and older","direct migration background","","","",""
"79","1994","66 and older","indirect migration background","","","",""
"80","1994","16-34 y.","no migration background","","","",""
"80","1994","16-34 y.","direct migration background","","","",""
"80","1994","16-34 y.","indirect migration background","","","",""
"80","1994","35-65 y.","no migration background","","","",""
"80","1994","35-65 y.","direct migration background","","","",""
"80","1994","35-65 y.","indirect migration background","","","",""
"80","1994","66 and older","no migration background","","","",""
"80","1994","66 and older","direct migration background","","","",""
"80","1994","66 and older","indirect migration background","","","",""
"81","1994","16-34 y.","no migration background","","","",""
"81","1994","16-34 y.","direct migration background","","","",""
"81","1994","16-34 y.","indirect migration background","","","",""
"81","1994","35-65 y.","no migration background","","","",""
"81","1994","35-65 y.","direct migration background","","","",""
"81","1994","35-65 y.","indirect migration background","","","",""
