"pgnation","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"43","1991","no migration background","West Germany","","","",""
"43","1991","no migration background","East Germany","","","",""
"43","1991","direct migration background","West Germany","","","",""
"43","1991","direct migration background","East Germany","","","",""
"43","1991","indirect migration background","West Germany","","","",""
"43","1991","indirect migration background","East Germany","","","",""
"44","1991","no migration background","West Germany","","","",""
"44","1991","no migration background","East Germany","","","",""
"44","1991","direct migration background","West Germany","","","",""
"44","1991","direct migration background","East Germany","","","",""
"44","1991","indirect migration background","West Germany","","","",""
"44","1991","indirect migration background","East Germany","","","",""
"45","1991","no migration background","West Germany","","","",""
"45","1991","no migration background","East Germany","","","",""
"45","1991","direct migration background","West Germany","","","",""
"45","1991","direct migration background","East Germany","","","",""
"45","1991","indirect migration background","West Germany","","","",""
"45","1991","indirect migration background","East Germany","","","",""
"46","1991","no migration background","West Germany","","","",""
"46","1991","no migration background","East Germany","","","",""
"46","1991","direct migration background","West Germany","","","",""
"46","1991","direct migration background","East Germany","","","",""
"46","1991","indirect migration background","West Germany","","","",""
"46","1991","indirect migration background","East Germany","","","",""
"47","1991","no migration background","West Germany","","","",""
"47","1991","no migration background","East Germany","","","",""
"47","1991","direct migration background","West Germany","","","",""
"47","1991","direct migration background","East Germany","","","",""
"47","1991","indirect migration background","West Germany","","","",""
"47","1991","indirect migration background","East Germany","","","",""
"48","1991","no migration background","West Germany","","","",""
"48","1991","no migration background","East Germany","","","",""
"48","1991","direct migration background","West Germany","","","",""
"48","1991","direct migration background","East Germany","","","",""
"48","1991","indirect migration background","West Germany","","","",""
"48","1991","indirect migration background","East Germany","","","",""
"49","1991","no migration background","West Germany","","","",""
"49","1991","no migration background","East Germany","","","",""
"49","1991","direct migration background","West Germany","1","","",""
"49","1991","direct migration background","East Germany","","","",""
"49","1991","indirect migration background","West Germany","","","",""
"49","1991","indirect migration background","East Germany","","","",""
"50","1991","no migration background","West Germany","","","",""
"50","1991","no migration background","East Germany","","","",""
"50","1991","direct migration background","West Germany","1","","",""
"50","1991","direct migration background","East Germany","","","",""
"50","1991","indirect migration background","West Germany","","","",""
"50","1991","indirect migration background","East Germany","","","",""
"51","1991","no migration background","West Germany","","","",""
"51","1991","no migration background","East Germany","","","",""
"51","1991","direct migration background","West Germany","1","","",""
"51","1991","direct migration background","East Germany","","","",""
"51","1991","indirect migration background","West Germany","","","",""
"51","1991","indirect migration background","East Germany","","","",""
"52","1991","no migration background","West Germany","","","",""
"52","1991","no migration background","East Germany","","","",""
"52","1991","direct migration background","West Germany","1","","",""
"52","1991","direct migration background","East Germany","","","",""
"52","1991","indirect migration background","West Germany","","","",""
"52","1991","indirect migration background","East Germany","","","",""
"53","1991","no migration background","West Germany","","","",""
"53","1991","no migration background","East Germany","","","",""
"53","1991","direct migration background","West Germany","","","",""
"53","1991","direct migration background","East Germany","","","",""
"53","1991","indirect migration background","West Germany","","","",""
"53","1991","indirect migration background","East Germany","","","",""
"54","1991","no migration background","West Germany","","","",""
"54","1991","no migration background","East Germany","","","",""
"54","1991","direct migration background","West Germany","","","",""
"54","1991","direct migration background","East Germany","","","",""
"54","1991","indirect migration background","West Germany","","","",""
"54","1991","indirect migration background","East Germany","","","",""
"55","1991","no migration background","West Germany","","","",""
"55","1991","no migration background","East Germany","","","",""
"55","1991","direct migration background","West Germany","","","",""
"55","1991","direct migration background","East Germany","","","",""
"55","1991","indirect migration background","West Germany","","","",""
"55","1991","indirect migration background","East Germany","","","",""
"56","1991","no migration background","West Germany","","","",""
"56","1991","no migration background","East Germany","","","",""
"56","1991","direct migration background","West Germany","","","",""
"56","1991","direct migration background","East Germany","","","",""
"56","1991","indirect migration background","West Germany","","","",""
"56","1991","indirect migration background","East Germany","","","",""
"59","1991","no migration background","West Germany","","","",""
"59","1991","no migration background","East Germany","","","",""
"59","1991","direct migration background","West Germany","","","",""
"59","1991","direct migration background","East Germany","","","",""
"59","1991","indirect migration background","West Germany","","","",""
"59","1991","indirect migration background","East Germany","","","",""
"60","1991","no migration background","West Germany","","","",""
"60","1991","no migration background","East Germany","","","",""
"60","1991","direct migration background","West Germany","","","",""
"60","1991","direct migration background","East Germany","","","",""
"60","1991","indirect migration background","West Germany","","","",""
"60","1991","indirect migration background","East Germany","","","",""
"61","1991","no migration background","West Germany","","","",""
"61","1991","no migration background","East Germany","","","",""
"61","1991","direct migration background","West Germany","","","",""
"61","1991","direct migration background","East Germany","","","",""
"61","1991","indirect migration background","West Germany","","","",""
"61","1991","indirect migration background","East Germany","","","",""
"64","1991","no migration background","West Germany","","","",""
"64","1991","no migration background","East Germany","","","",""
"64","1991","direct migration background","West Germany","","","",""
"64","1991","direct migration background","East Germany","","","",""
"64","1991","indirect migration background","West Germany","","","",""
"64","1991","indirect migration background","East Germany","","","",""
"65","1991","no migration background","West Germany","","","",""
"65","1991","no migration background","East Germany","","","",""
"65","1991","direct migration background","West Germany","","","",""
"65","1991","direct migration background","East Germany","","","",""
"65","1991","indirect migration background","West Germany","","","",""
"65","1991","indirect migration background","East Germany","","","",""
"66","1991","no migration background","West Germany","","","",""
"66","1991","no migration background","East Germany","","","",""
"66","1991","direct migration background","West Germany","","","",""
"66","1991","direct migration background","East Germany","","","",""
"66","1991","indirect migration background","West Germany","","","",""
"66","1991","indirect migration background","East Germany","","","",""
"67","1991","no migration background","West Germany","","","",""
"67","1991","no migration background","East Germany","","","",""
"67","1991","direct migration background","West Germany","","","",""
"67","1991","direct migration background","East Germany","","","",""
"67","1991","indirect migration background","West Germany","","","",""
"67","1991","indirect migration background","East Germany","","","",""
"68","1991","no migration background","West Germany","","","",""
"68","1991","no migration background","East Germany","","","",""
"68","1991","direct migration background","West Germany","","","",""
"68","1991","direct migration background","East Germany","","","",""
"68","1991","indirect migration background","West Germany","","","",""
"68","1991","indirect migration background","East Germany","","","",""
"71","1991","no migration background","West Germany","","","",""
"71","1991","no migration background","East Germany","","","",""
"71","1991","direct migration background","West Germany","","","",""
"71","1991","direct migration background","East Germany","","","",""
"71","1991","indirect migration background","West Germany","","","",""
"71","1991","indirect migration background","East Germany","","","",""
"72","1991","no migration background","West Germany","","","",""
"72","1991","no migration background","East Germany","","","",""
"72","1991","direct migration background","West Germany","","","",""
"72","1991","direct migration background","East Germany","","","",""
"72","1991","indirect migration background","West Germany","","","",""
"72","1991","indirect migration background","East Germany","","","",""
"73","1991","no migration background","West Germany","","","",""
"73","1991","no migration background","East Germany","","","",""
"73","1991","direct migration background","West Germany","","","",""
"73","1991","direct migration background","East Germany","","","",""
"73","1991","indirect migration background","West Germany","","","",""
"73","1991","indirect migration background","East Germany","","","",""
"74","1991","no migration background","West Germany","","","",""
"74","1991","no migration background","East Germany","","","",""
"74","1991","direct migration background","West Germany","","","",""
"74","1991","direct migration background","East Germany","","","",""
"74","1991","indirect migration background","West Germany","","","",""
"74","1991","indirect migration background","East Germany","","","",""
"75","1991","no migration background","West Germany","","","",""
"75","1991","no migration background","East Germany","","","",""
"75","1991","direct migration background","West Germany","","","",""
"75","1991","direct migration background","East Germany","","","",""
"75","1991","indirect migration background","West Germany","","","",""
"75","1991","indirect migration background","East Germany","","","",""
"76","1991","no migration background","West Germany","","","",""
"76","1991","no migration background","East Germany","","","",""
"76","1991","direct migration background","West Germany","","","",""
"76","1991","direct migration background","East Germany","","","",""
"76","1991","indirect migration background","West Germany","","","",""
"76","1991","indirect migration background","East Germany","","","",""
"77","1991","no migration background","West Germany","","","",""
"77","1991","no migration background","East Germany","","","",""
"77","1991","direct migration background","West Germany","","","",""
"77","1991","direct migration background","East Germany","","","",""
"77","1991","indirect migration background","West Germany","","","",""
"77","1991","indirect migration background","East Germany","","","",""
"78","1991","no migration background","West Germany","","","",""
"78","1991","no migration background","East Germany","","","",""
"78","1991","direct migration background","West Germany","","","",""
"78","1991","direct migration background","East Germany","","","",""
"78","1991","indirect migration background","West Germany","","","",""
"78","1991","indirect migration background","East Germany","","","",""
"79","1991","no migration background","West Germany","","","",""
"79","1991","no migration background","East Germany","","","",""
"79","1991","direct migration background","West Germany","","","",""
"79","1991","direct migration background","East Germany","","","",""
"79","1991","indirect migration background","West Germany","","","",""
"79","1991","indirect migration background","East Germany","","","",""
"80","1991","no migration background","West Germany","","","",""
"80","1991","no migration background","East Germany","","","",""
"80","1991","direct migration background","West Germany","","","",""
"80","1991","direct migration background","East Germany","","","",""
"80","1991","indirect migration background","West Germany","","","",""
"80","1991","indirect migration background","East Germany","","","",""
"81","1991","no migration background","West Germany","","","",""
"81","1991","no migration background","East Germany","","","",""
"81","1991","direct migration background","West Germany","","","",""
"81","1991","direct migration background","East Germany","","","",""
"81","1991","indirect migration background","West Germany","","","",""
"81","1991","indirect migration background","East Germany","","","",""
"82","1991","no migration background","West Germany","","","",""
"82","1991","no migration background","East Germany","","","",""
"82","1991","direct migration background","West Germany","","","",""
"82","1991","direct migration background","East Germany","","","",""
"82","1991","indirect migration background","West Germany","","","",""
"82","1991","indirect migration background","East Germany","","","",""
"83","1991","no migration background","West Germany","","","",""
"83","1991","no migration background","East Germany","","","",""
"83","1991","direct migration background","West Germany","","","",""
"83","1991","direct migration background","East Germany","","","",""
"83","1991","indirect migration background","West Germany","","","",""
"83","1991","indirect migration background","East Germany","","","",""
"84","1991","no migration background","West Germany","","","",""
"84","1991","no migration background","East Germany","","","",""
"84","1991","direct migration background","West Germany","","","",""
"84","1991","direct migration background","East Germany","","","",""
"84","1991","indirect migration background","West Germany","","","",""
"84","1991","indirect migration background","East Germany","","","",""
"85","1991","no migration background","West Germany","","","",""
"85","1991","no migration background","East Germany","","","",""
"85","1991","direct migration background","West Germany","","","",""
"85","1991","direct migration background","East Germany","","","",""
"85","1991","indirect migration background","West Germany","","","",""
"85","1991","indirect migration background","East Germany","","","",""
"86","1991","no migration background","West Germany","","","",""
"86","1991","no migration background","East Germany","","","",""
"86","1991","direct migration background","West Germany","","","",""
"86","1991","direct migration background","East Germany","","","",""
"86","1991","indirect migration background","West Germany","","","",""
"86","1991","indirect migration background","East Germany","","","",""
"89","1991","no migration background","West Germany","","","",""
"89","1991","no migration background","East Germany","","","",""
"89","1991","direct migration background","West Germany","","","",""
"89","1991","direct migration background","East Germany","","","",""
"89","1991","indirect migration background","West Germany","","","",""
"89","1991","indirect migration background","East Germany","","","",""
"90","1991","no migration background","West Germany","","","",""
"90","1991","no migration background","East Germany","","","",""
"90","1991","direct migration background","West Germany","","","",""
"90","1991","direct migration background","East Germany","","","",""
"90","1991","indirect migration background","West Germany","","","",""
"90","1991","indirect migration background","East Germany","","","",""
"92","1991","no migration background","West Germany","","","",""
"92","1991","no migration background","East Germany","","","",""
"92","1991","direct migration background","West Germany","","","",""
"92","1991","direct migration background","East Germany","","","",""
"92","1991","indirect migration background","West Germany","","","",""
"92","1991","indirect migration background","East Germany","","","",""
"94","1991","no migration background","West Germany","","","",""
"94","1991","no migration background","East Germany","","","",""
"94","1991","direct migration background","West Germany","","","",""
"94","1991","direct migration background","East Germany","","","",""
"94","1991","indirect migration background","West Germany","","","",""
"94","1991","indirect migration background","East Germany","","","",""
"95","1991","no migration background","West Germany","","","",""
"95","1991","no migration background","East Germany","","","",""
"95","1991","direct migration background","West Germany","","","",""
"95","1991","direct migration background","East Germany","","","",""
"95","1991","indirect migration background","West Germany","","","",""
"95","1991","indirect migration background","East Germany","","","",""
"96","1991","no migration background","West Germany","","","",""
"96","1991","no migration background","East Germany","","","",""
"96","1991","direct migration background","West Germany","","","",""
"96","1991","direct migration background","East Germany","","","",""
"96","1991","indirect migration background","West Germany","","","",""
"96","1991","indirect migration background","East Germany","","","",""
"97","1991","no migration background","West Germany","","","",""
"97","1991","no migration background","East Germany","","","",""
"97","1991","direct migration background","West Germany","","","",""
"97","1991","direct migration background","East Germany","","","",""
"97","1991","indirect migration background","West Germany","","","",""
"97","1991","indirect migration background","East Germany","","","",""
"98","1991","no migration background","West Germany","","","",""
"98","1991","no migration background","East Germany","","","",""
"98","1991","direct migration background","West Germany","1","","",""
"98","1991","direct migration background","East Germany","1","","",""
"98","1991","indirect migration background","West Germany","2","","",""
"98","1991","indirect migration background","East Germany","","","",""
"101","1991","no migration background","West Germany","","","",""
"101","1991","no migration background","East Germany","","","",""
"101","1991","direct migration background","West Germany","","","",""
"101","1991","direct migration background","East Germany","","","",""
"101","1991","indirect migration background","West Germany","","","",""
"101","1991","indirect migration background","East Germany","","","",""
"102","1991","no migration background","West Germany","","","",""
"102","1991","no migration background","East Germany","","","",""
"102","1991","direct migration background","West Germany","","","",""
"102","1991","direct migration background","East Germany","","","",""
"102","1991","indirect migration background","West Germany","","","",""
"102","1991","indirect migration background","East Germany","","","",""
"103","1991","no migration background","West Germany","","","",""
"103","1991","no migration background","East Germany","","","",""
"103","1991","direct migration background","West Germany","","","",""
"103","1991","direct migration background","East Germany","","","",""
"103","1991","indirect migration background","West Germany","","","",""
"103","1991","indirect migration background","East Germany","","","",""
"105","1991","no migration background","West Germany","","","",""
"105","1991","no migration background","East Germany","","","",""
"105","1991","direct migration background","West Germany","","","",""
"105","1991","direct migration background","East Germany","","","",""
"105","1991","indirect migration background","West Germany","","","",""
"105","1991","indirect migration background","East Germany","","","",""
"108","1991","no migration background","West Germany","","","",""
"108","1991","no migration background","East Germany","","","",""
"108","1991","direct migration background","West Germany","","","",""
"108","1991","direct migration background","East Germany","","","",""
"108","1991","indirect migration background","West Germany","","","",""
"108","1991","indirect migration background","East Germany","","","",""
"110","1991","no migration background","West Germany","","","",""
"110","1991","no migration background","East Germany","","","",""
"110","1991","direct migration background","West Germany","","","",""
"110","1991","direct migration background","East Germany","","","",""
"110","1991","indirect migration background","West Germany","","","",""
"110","1991","indirect migration background","East Germany","","","",""
"111","1991","no migration background","West Germany","","","",""
"111","1991","no migration background","East Germany","","","",""
"111","1991","direct migration background","West Germany","","","",""
"111","1991","direct migration background","East Germany","","","",""
"111","1991","indirect migration background","West Germany","","","",""
"111","1991","indirect migration background","East Germany","","","",""
"113","1991","no migration background","West Germany","","","",""
"113","1991","no migration background","East Germany","","","",""
"113","1991","direct migration background","West Germany","","","",""
"113","1991","direct migration background","East Germany","","","",""
"113","1991","indirect migration background","West Germany","","","",""
"113","1991","indirect migration background","East Germany","","","",""
"116","1991","no migration background","West Germany","","","",""
"116","1991","no migration background","East Germany","","","",""
"116","1991","direct migration background","West Germany","","","",""
"116","1991","direct migration background","East Germany","","","",""
"116","1991","indirect migration background","West Germany","","","",""
"116","1991","indirect migration background","East Germany","","","",""
"117","1991","no migration background","West Germany","","","",""
"117","1991","no migration background","East Germany","","","",""
"117","1991","direct migration background","West Germany","","","",""
"117","1991","direct migration background","East Germany","","","",""
"117","1991","indirect migration background","West Germany","","","",""
"117","1991","indirect migration background","East Germany","","","",""
"118","1991","no migration background","West Germany","","","",""
"118","1991","no migration background","East Germany","","","",""
"118","1991","direct migration background","West Germany","","","",""
"118","1991","direct migration background","East Germany","","","",""
"118","1991","indirect migration background","West Germany","","","",""
"118","1991","indirect migration background","East Germany","","","",""
"119","1991","no migration background","West Germany","","","",""
"119","1991","no migration background","East Germany","","","",""
"119","1991","direct migration background","West Germany","","","",""
"119","1991","direct migration background","East Germany","","","",""
"119","1991","indirect migration background","West Germany","","","",""
"119","1991","indirect migration background","East Germany","","","",""
"120","1991","no migration background","West Germany","","","",""
"120","1991","no migration background","East Germany","","","",""
"120","1991","direct migration background","West Germany","","","",""
"120","1991","direct migration background","East Germany","","","",""
"120","1991","indirect migration background","West Germany","","","",""
"120","1991","indirect migration background","East Germany","","","",""
"121","1991","no migration background","West Germany","","","",""
"121","1991","no migration background","East Germany","","","",""
"121","1991","direct migration background","West Germany","","","",""
"121","1991","direct migration background","East Germany","","","",""
"121","1991","indirect migration background","West Germany","","","",""
"121","1991","indirect migration background","East Germany","","","",""
"122","1991","no migration background","West Germany","","","",""
"122","1991","no migration background","East Germany","","","",""
"122","1991","direct migration background","West Germany","","","",""
"122","1991","direct migration background","East Germany","","","",""
"122","1991","indirect migration background","West Germany","","","",""
"122","1991","indirect migration background","East Germany","","","",""
"123","1991","no migration background","West Germany","","","",""
"123","1991","no migration background","East Germany","","","",""
"123","1991","direct migration background","West Germany","","","",""
"123","1991","direct migration background","East Germany","","","",""
"123","1991","indirect migration background","West Germany","","","",""
"123","1991","indirect migration background","East Germany","","","",""
"124","1991","no migration background","West Germany","","","",""
"124","1991","no migration background","East Germany","","","",""
"124","1991","direct migration background","West Germany","","","",""
"124","1991","direct migration background","East Germany","","","",""
"124","1991","indirect migration background","West Germany","","","",""
"124","1991","indirect migration background","East Germany","","","",""
"125","1991","no migration background","West Germany","","","",""
"125","1991","no migration background","East Germany","","","",""
"125","1991","direct migration background","West Germany","","","",""
"125","1991","direct migration background","East Germany","","","",""
"125","1991","indirect migration background","West Germany","","","",""
"125","1991","indirect migration background","East Germany","","","",""
"127","1991","no migration background","West Germany","","","",""
"127","1991","no migration background","East Germany","","","",""
"127","1991","direct migration background","West Germany","","","",""
"127","1991","direct migration background","East Germany","","","",""
"127","1991","indirect migration background","West Germany","","","",""
"127","1991","indirect migration background","East Germany","","","",""
"128","1991","no migration background","West Germany","","","",""
"128","1991","no migration background","East Germany","","","",""
"128","1991","direct migration background","West Germany","","","",""
"128","1991","direct migration background","East Germany","","","",""
"128","1991","indirect migration background","West Germany","","","",""
"128","1991","indirect migration background","East Germany","","","",""
"129","1991","no migration background","West Germany","","","",""
"129","1991","no migration background","East Germany","","","",""
"129","1991","direct migration background","West Germany","","","",""
"129","1991","direct migration background","East Germany","","","",""
"129","1991","indirect migration background","West Germany","","","",""
"129","1991","indirect migration background","East Germany","","","",""
"130","1991","no migration background","West Germany","","","",""
"130","1991","no migration background","East Germany","","","",""
"130","1991","direct migration background","West Germany","","","",""
"130","1991","direct migration background","East Germany","","","",""
"130","1991","indirect migration background","West Germany","","","",""
"130","1991","indirect migration background","East Germany","","","",""
"131","1991","no migration background","West Germany","","","",""
"131","1991","no migration background","East Germany","","","",""
"131","1991","direct migration background","West Germany","","","",""
"131","1991","direct migration background","East Germany","","","",""
"131","1991","indirect migration background","West Germany","","","",""
"131","1991","indirect migration background","East Germany","","","",""
"132","1991","no migration background","West Germany","","","",""
"132","1991","no migration background","East Germany","","","",""
"132","1991","direct migration background","West Germany","","","",""
"132","1991","direct migration background","East Germany","","","",""
"132","1991","indirect migration background","West Germany","","","",""
"132","1991","indirect migration background","East Germany","","","",""
"133","1991","no migration background","West Germany","","","",""
"133","1991","no migration background","East Germany","","","",""
"133","1991","direct migration background","West Germany","","","",""
"133","1991","direct migration background","East Germany","","","",""
"133","1991","indirect migration background","West Germany","","","",""
"133","1991","indirect migration background","East Germany","","","",""
"135","1991","no migration background","West Germany","","","",""
"135","1991","no migration background","East Germany","","","",""
"135","1991","direct migration background","West Germany","","","",""
"135","1991","direct migration background","East Germany","","","",""
"135","1991","indirect migration background","West Germany","","","",""
"135","1991","indirect migration background","East Germany","","","",""
"138","1991","no migration background","West Germany","","","",""
"138","1991","no migration background","East Germany","","","",""
"138","1991","direct migration background","West Germany","","","",""
"138","1991","direct migration background","East Germany","","","",""
"138","1991","indirect migration background","West Germany","","","",""
"138","1991","indirect migration background","East Germany","","","",""
"139","1991","no migration background","West Germany","","","",""
"139","1991","no migration background","East Germany","","","",""
"139","1991","direct migration background","West Germany","","","",""
"139","1991","direct migration background","East Germany","","","",""
"139","1991","indirect migration background","West Germany","","","",""
"139","1991","indirect migration background","East Germany","","","",""
"140","1991","no migration background","West Germany","","","",""
"140","1991","no migration background","East Germany","","","",""
"140","1991","direct migration background","West Germany","","","",""
"140","1991","direct migration background","East Germany","","","",""
"140","1991","indirect migration background","West Germany","","","",""
"140","1991","indirect migration background","East Germany","","","",""
"141","1991","no migration background","West Germany","","","",""
"141","1991","no migration background","East Germany","","","",""
"141","1991","direct migration background","West Germany","","","",""
"141","1991","direct migration background","East Germany","","","",""
"141","1991","indirect migration background","West Germany","","","",""
"141","1991","indirect migration background","East Germany","","","",""
"142","1991","no migration background","West Germany","","","",""
"142","1991","no migration background","East Germany","","","",""
"142","1991","direct migration background","West Germany","","","",""
"142","1991","direct migration background","East Germany","","","",""
"142","1991","indirect migration background","West Germany","","","",""
"142","1991","indirect migration background","East Germany","","","",""
"143","1991","no migration background","West Germany","","","",""
"143","1991","no migration background","East Germany","","","",""
"143","1991","direct migration background","West Germany","","","",""
"143","1991","direct migration background","East Germany","","","",""
"143","1991","indirect migration background","West Germany","","","",""
"143","1991","indirect migration background","East Germany","","","",""
"144","1991","no migration background","West Germany","","","",""
"144","1991","no migration background","East Germany","","","",""
"144","1991","direct migration background","West Germany","","","",""
"144","1991","direct migration background","East Germany","","","",""
"144","1991","indirect migration background","West Germany","","","",""
"144","1991","indirect migration background","East Germany","","","",""
"145","1991","no migration background","West Germany","","","",""
"145","1991","no migration background","East Germany","","","",""
"145","1991","direct migration background","West Germany","","","",""
"145","1991","direct migration background","East Germany","","","",""
"145","1991","indirect migration background","West Germany","","","",""
"145","1991","indirect migration background","East Germany","","","",""
"146","1991","no migration background","West Germany","","","",""
"146","1991","no migration background","East Germany","","","",""
"146","1991","direct migration background","West Germany","","","",""
"146","1991","direct migration background","East Germany","","","",""
"146","1991","indirect migration background","West Germany","","","",""
"146","1991","indirect migration background","East Germany","","","",""
"147","1991","no migration background","West Germany","","","",""
"147","1991","no migration background","East Germany","","","",""
"147","1991","direct migration background","West Germany","","","",""
"147","1991","direct migration background","East Germany","","","",""
"147","1991","indirect migration background","West Germany","","","",""
"147","1991","indirect migration background","East Germany","","","",""
"148","1991","no migration background","West Germany","","","",""
"148","1991","no migration background","East Germany","","","",""
"148","1991","direct migration background","West Germany","","","",""
"148","1991","direct migration background","East Germany","","","",""
"148","1991","indirect migration background","West Germany","","","",""
"148","1991","indirect migration background","East Germany","","","",""
"149","1991","no migration background","West Germany","","","",""
"149","1991","no migration background","East Germany","","","",""
"149","1991","direct migration background","West Germany","","","",""
"149","1991","direct migration background","East Germany","","","",""
"149","1991","indirect migration background","West Germany","","","",""
"149","1991","indirect migration background","East Germany","","","",""
"151","1991","no migration background","West Germany","","","",""
"151","1991","no migration background","East Germany","","","",""
"151","1991","direct migration background","West Germany","","","",""
"151","1991","direct migration background","East Germany","","","",""
"151","1991","indirect migration background","West Germany","","","",""
"151","1991","indirect migration background","East Germany","","","",""
"152","1991","no migration background","West Germany","","","",""
"152","1991","no migration background","East Germany","","","",""
"152","1991","direct migration background","West Germany","","","",""
"152","1991","direct migration background","East Germany","","","",""
"152","1991","indirect migration background","West Germany","","","",""
"152","1991","indirect migration background","East Germany","","","",""
"154","1991","no migration background","West Germany","","","",""
"154","1991","no migration background","East Germany","","","",""
"154","1991","direct migration background","West Germany","","","",""
"154","1991","direct migration background","East Germany","","","",""
"154","1991","indirect migration background","West Germany","","","",""
"154","1991","indirect migration background","East Germany","","","",""
"155","1991","no migration background","West Germany","","","",""
"155","1991","no migration background","East Germany","","","",""
"155","1991","direct migration background","West Germany","","","",""
"155","1991","direct migration background","East Germany","","","",""
"155","1991","indirect migration background","West Germany","","","",""
"155","1991","indirect migration background","East Germany","","","",""
"156","1991","no migration background","West Germany","","","",""
"156","1991","no migration background","East Germany","","","",""
"156","1991","direct migration background","West Germany","","","",""
"156","1991","direct migration background","East Germany","","","",""
"156","1991","indirect migration background","West Germany","","","",""
"156","1991","indirect migration background","East Germany","","","",""
"158","1991","no migration background","West Germany","","","",""
"158","1991","no migration background","East Germany","","","",""
"158","1991","direct migration background","West Germany","","","",""
"158","1991","direct migration background","East Germany","","","",""
"158","1991","indirect migration background","West Germany","","","",""
"158","1991","indirect migration background","East Germany","","","",""
"162","1991","no migration background","West Germany","","","",""
"162","1991","no migration background","East Germany","","","",""
"162","1991","direct migration background","West Germany","","","",""
"162","1991","direct migration background","East Germany","","","",""
"162","1991","indirect migration background","West Germany","","","",""
"162","1991","indirect migration background","East Germany","","","",""
"164","1991","no migration background","West Germany","","","",""
"164","1991","no migration background","East Germany","","","",""
"164","1991","direct migration background","West Germany","","","",""
"164","1991","direct migration background","East Germany","","","",""
"164","1991","indirect migration background","West Germany","","","",""
"164","1991","indirect migration background","East Germany","","","",""
"165","1991","no migration background","West Germany","","","",""
"165","1991","no migration background","East Germany","","","",""
"165","1991","direct migration background","West Germany","","","",""
"165","1991","direct migration background","East Germany","","","",""
"165","1991","indirect migration background","West Germany","","","",""
"165","1991","indirect migration background","East Germany","","","",""
"166","1991","no migration background","West Germany","","","",""
"166","1991","no migration background","East Germany","","","",""
"166","1991","direct migration background","West Germany","","","",""
"166","1991","direct migration background","East Germany","","","",""
"166","1991","indirect migration background","West Germany","","","",""
"166","1991","indirect migration background","East Germany","","","",""
"167","1991","no migration background","West Germany","","","",""
"167","1991","no migration background","East Germany","","","",""
"167","1991","direct migration background","West Germany","","","",""
"167","1991","direct migration background","East Germany","","","",""
"167","1991","indirect migration background","West Germany","","","",""
"167","1991","indirect migration background","East Germany","","","",""
"168","1991","no migration background","West Germany","","","",""
"168","1991","no migration background","East Germany","","","",""
"168","1991","direct migration background","West Germany","","","",""
"168","1991","direct migration background","East Germany","","","",""
"168","1991","indirect migration background","West Germany","","","",""
"168","1991","indirect migration background","East Germany","","","",""
"169","1991","no migration background","West Germany","","","",""
"169","1991","no migration background","East Germany","","","",""
"169","1991","direct migration background","West Germany","","","",""
"169","1991","direct migration background","East Germany","","","",""
"169","1991","indirect migration background","West Germany","","","",""
"169","1991","indirect migration background","East Germany","","","",""
"172","1991","no migration background","West Germany","","","",""
"172","1991","no migration background","East Germany","","","",""
"172","1991","direct migration background","West Germany","","","",""
"172","1991","direct migration background","East Germany","","","",""
"172","1991","indirect migration background","West Germany","","","",""
"172","1991","indirect migration background","East Germany","","","",""
"173","1991","no migration background","West Germany","","","",""
"173","1991","no migration background","East Germany","","","",""
"173","1991","direct migration background","West Germany","","","",""
"173","1991","direct migration background","East Germany","","","",""
"173","1991","indirect migration background","West Germany","","","",""
"173","1991","indirect migration background","East Germany","","","",""
"178","1991","no migration background","West Germany","","","",""
"178","1991","no migration background","East Germany","","","",""
"178","1991","direct migration background","West Germany","","","",""
"178","1991","direct migration background","East Germany","","","",""
"178","1991","indirect migration background","West Germany","","","",""
"178","1991","indirect migration background","East Germany","","","",""
"181","1991","no migration background","West Germany","","","",""
"181","1991","no migration background","East Germany","","","",""
"181","1991","direct migration background","West Germany","","","",""
"181","1991","direct migration background","East Germany","","","",""
"181","1991","indirect migration background","West Germany","","","",""
"181","1991","indirect migration background","East Germany","","","",""
"183","1991","no migration background","West Germany","","","",""
"183","1991","no migration background","East Germany","","","",""
"183","1991","direct migration background","West Germany","","","",""
"183","1991","direct migration background","East Germany","","","",""
"183","1991","indirect migration background","West Germany","","","",""
"183","1991","indirect migration background","East Germany","","","",""
"188","1991","no migration background","West Germany","","","",""
"188","1991","no migration background","East Germany","","","",""
"188","1991","direct migration background","West Germany","","","",""
"188","1991","direct migration background","East Germany","","","",""
"188","1991","indirect migration background","West Germany","","","",""
"188","1991","indirect migration background","East Germany","","","",""
"195","1991","no migration background","West Germany","","","",""
"195","1991","no migration background","East Germany","","","",""
"195","1991","direct migration background","West Germany","","","",""
"195","1991","direct migration background","East Germany","","","",""
"195","1991","indirect migration background","West Germany","","","",""
"195","1991","indirect migration background","East Germany","","","",""
"196","1991","no migration background","West Germany","","","",""
"196","1991","no migration background","East Germany","","","",""
"196","1991","direct migration background","West Germany","","","",""
"196","1991","direct migration background","East Germany","","","",""
"196","1991","indirect migration background","West Germany","","","",""
"196","1991","indirect migration background","East Germany","","","",""
"999","1991","no migration background","West Germany","","","",""
"999","1991","no migration background","East Germany","","","",""
"999","1991","direct migration background","West Germany","","","",""
"999","1991","direct migration background","East Germany","","","",""
