"pgnation","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"61","1987","indirect migration background","Male","","","",""
"61","1987","indirect migration background","Female","","","",""
"64","1987","no migration background","Male","","","",""
"64","1987","no migration background","Female","","","",""
"64","1987","direct migration background","Male","","","",""
"64","1987","direct migration background","Female","","","",""
"64","1987","indirect migration background","Male","","","",""
"64","1987","indirect migration background","Female","","","",""
"65","1987","no migration background","Male","","","",""
"65","1987","no migration background","Female","","","",""
"65","1987","direct migration background","Male","","","",""
"65","1987","direct migration background","Female","","","",""
"65","1987","indirect migration background","Male","","","",""
"65","1987","indirect migration background","Female","","","",""
"66","1987","no migration background","Male","","","",""
"66","1987","no migration background","Female","","","",""
"66","1987","direct migration background","Male","","","",""
"66","1987","direct migration background","Female","","","",""
"66","1987","indirect migration background","Male","","","",""
"66","1987","indirect migration background","Female","","","",""
"67","1987","no migration background","Male","","","",""
"67","1987","no migration background","Female","","","",""
"67","1987","direct migration background","Male","","","",""
"67","1987","direct migration background","Female","","","",""
"67","1987","indirect migration background","Male","","","",""
"67","1987","indirect migration background","Female","","","",""
"68","1987","no migration background","Male","","","",""
"68","1987","no migration background","Female","","","",""
"68","1987","direct migration background","Male","","","",""
"68","1987","direct migration background","Female","","","",""
"68","1987","indirect migration background","Male","","","",""
"68","1987","indirect migration background","Female","","","",""
"71","1987","no migration background","Male","","","",""
"71","1987","no migration background","Female","","","",""
"71","1987","direct migration background","Male","","","",""
"71","1987","direct migration background","Female","","","",""
"71","1987","indirect migration background","Male","","","",""
"71","1987","indirect migration background","Female","","","",""
"72","1987","no migration background","Male","","","",""
"72","1987","no migration background","Female","","","",""
"72","1987","direct migration background","Male","","","",""
"72","1987","direct migration background","Female","","","",""
"72","1987","indirect migration background","Male","","","",""
"72","1987","indirect migration background","Female","","","",""
"73","1987","no migration background","Male","","","",""
"73","1987","no migration background","Female","","","",""
"73","1987","direct migration background","Male","","","",""
"73","1987","direct migration background","Female","","","",""
"73","1987","indirect migration background","Male","","","",""
"73","1987","indirect migration background","Female","","","",""
"74","1987","no migration background","Male","","","",""
"74","1987","no migration background","Female","","","",""
"74","1987","direct migration background","Male","","","",""
"74","1987","direct migration background","Female","","","",""
"74","1987","indirect migration background","Male","","","",""
"74","1987","indirect migration background","Female","","","",""
"75","1987","no migration background","Male","","","",""
"75","1987","no migration background","Female","","","",""
"75","1987","direct migration background","Male","","","",""
"75","1987","direct migration background","Female","","","",""
"75","1987","indirect migration background","Male","","","",""
"75","1987","indirect migration background","Female","","","",""
"76","1987","no migration background","Male","","","",""
"76","1987","no migration background","Female","","","",""
"76","1987","direct migration background","Male","","","",""
"76","1987","direct migration background","Female","","","",""
"76","1987","indirect migration background","Male","","","",""
"76","1987","indirect migration background","Female","","","",""
"77","1987","no migration background","Male","","","",""
"77","1987","no migration background","Female","","","",""
"77","1987","direct migration background","Male","","","",""
"77","1987","direct migration background","Female","","","",""
"77","1987","indirect migration background","Male","","","",""
"77","1987","indirect migration background","Female","","","",""
"78","1987","no migration background","Male","","","",""
"78","1987","no migration background","Female","","","",""
"78","1987","direct migration background","Male","","","",""
"78","1987","direct migration background","Female","","","",""
"78","1987","indirect migration background","Male","","","",""
"78","1987","indirect migration background","Female","","","",""
"79","1987","no migration background","Male","","","",""
"79","1987","no migration background","Female","","","",""
"79","1987","direct migration background","Male","","","",""
"79","1987","direct migration background","Female","","","",""
"79","1987","indirect migration background","Male","","","",""
"79","1987","indirect migration background","Female","","","",""
"80","1987","no migration background","Male","","","",""
"80","1987","no migration background","Female","","","",""
"80","1987","direct migration background","Male","","","",""
"80","1987","direct migration background","Female","","","",""
"80","1987","indirect migration background","Male","","","",""
"80","1987","indirect migration background","Female","","","",""
"81","1987","no migration background","Male","","","",""
"81","1987","no migration background","Female","","","",""
"81","1987","direct migration background","Male","","","",""
"81","1987","direct migration background","Female","","","",""
"81","1987","indirect migration background","Male","","","",""
"81","1987","indirect migration background","Female","","","",""
"82","1987","no migration background","Male","","","",""
"82","1987","no migration background","Female","","","",""
"82","1987","direct migration background","Male","","","",""
"82","1987","direct migration background","Female","","","",""
"82","1987","indirect migration background","Male","","","",""
"82","1987","indirect migration background","Female","","","",""
"83","1987","no migration background","Male","","","",""
"83","1987","no migration background","Female","","","",""
"83","1987","direct migration background","Male","","","",""
"83","1987","direct migration background","Female","","","",""
"83","1987","indirect migration background","Male","","","",""
"83","1987","indirect migration background","Female","","","",""
"84","1987","no migration background","Male","","","",""
"84","1987","no migration background","Female","","","",""
"84","1987","direct migration background","Male","","","",""
"84","1987","direct migration background","Female","","","",""
"84","1987","indirect migration background","Male","","","",""
"84","1987","indirect migration background","Female","","","",""
"85","1987","no migration background","Male","","","",""
"85","1987","no migration background","Female","","","",""
"85","1987","direct migration background","Male","","","",""
"85","1987","direct migration background","Female","","","",""
"85","1987","indirect migration background","Male","","","",""
"85","1987","indirect migration background","Female","","","",""
"86","1987","no migration background","Male","","","",""
"86","1987","no migration background","Female","","","",""
"86","1987","direct migration background","Male","","","",""
"86","1987","direct migration background","Female","","","",""
"86","1987","indirect migration background","Male","","","",""
"86","1987","indirect migration background","Female","","","",""
"89","1987","no migration background","Male","","","",""
"89","1987","no migration background","Female","","","",""
"89","1987","direct migration background","Male","","","",""
"89","1987","direct migration background","Female","","","",""
"89","1987","indirect migration background","Male","","","",""
"89","1987","indirect migration background","Female","","","",""
"90","1987","no migration background","Male","","","",""
"90","1987","no migration background","Female","","","",""
"90","1987","direct migration background","Male","","","",""
"90","1987","direct migration background","Female","","","",""
"90","1987","indirect migration background","Male","","","",""
"90","1987","indirect migration background","Female","","","",""
"92","1987","no migration background","Male","","","",""
"92","1987","no migration background","Female","","","",""
"92","1987","direct migration background","Male","","","",""
"92","1987","direct migration background","Female","","","",""
"92","1987","indirect migration background","Male","","","",""
"92","1987","indirect migration background","Female","","","",""
"94","1987","no migration background","Male","","","",""
"94","1987","no migration background","Female","","","",""
"94","1987","direct migration background","Male","","","",""
"94","1987","direct migration background","Female","","","",""
"94","1987","indirect migration background","Male","","","",""
"94","1987","indirect migration background","Female","","","",""
"95","1987","no migration background","Male","","","",""
"95","1987","no migration background","Female","","","",""
"95","1987","direct migration background","Male","","","",""
"95","1987","direct migration background","Female","","","",""
"95","1987","indirect migration background","Male","","","",""
"95","1987","indirect migration background","Female","","","",""
"96","1987","no migration background","Male","","","",""
"96","1987","no migration background","Female","","","",""
"96","1987","direct migration background","Male","","","",""
"96","1987","direct migration background","Female","","","",""
"96","1987","indirect migration background","Male","","","",""
"96","1987","indirect migration background","Female","","","",""
"97","1987","no migration background","Male","","","",""
"97","1987","no migration background","Female","","","",""
"97","1987","direct migration background","Male","","","",""
"97","1987","direct migration background","Female","","","",""
"97","1987","indirect migration background","Male","","","",""
"97","1987","indirect migration background","Female","","","",""
"98","1987","no migration background","Male","","","",""
"98","1987","no migration background","Female","","","",""
"98","1987","direct migration background","Male","2","","",""
"98","1987","direct migration background","Female","3","","",""
"98","1987","indirect migration background","Male","2","","",""
"98","1987","indirect migration background","Female","","","",""
"101","1987","no migration background","Male","","","",""
"101","1987","no migration background","Female","","","",""
"101","1987","direct migration background","Male","","","",""
"101","1987","direct migration background","Female","","","",""
"101","1987","indirect migration background","Male","","","",""
"101","1987","indirect migration background","Female","","","",""
"102","1987","no migration background","Male","","","",""
"102","1987","no migration background","Female","","","",""
"102","1987","direct migration background","Male","","","",""
"102","1987","direct migration background","Female","","","",""
"102","1987","indirect migration background","Male","","","",""
"102","1987","indirect migration background","Female","","","",""
"103","1987","no migration background","Male","","","",""
"103","1987","no migration background","Female","","","",""
"103","1987","direct migration background","Male","","","",""
"103","1987","direct migration background","Female","","","",""
"103","1987","indirect migration background","Male","","","",""
"103","1987","indirect migration background","Female","","","",""
"105","1987","no migration background","Male","","","",""
"105","1987","no migration background","Female","","","",""
"105","1987","direct migration background","Male","","","",""
"105","1987","direct migration background","Female","","","",""
"105","1987","indirect migration background","Male","","","",""
"105","1987","indirect migration background","Female","","","",""
"108","1987","no migration background","Male","","","",""
"108","1987","no migration background","Female","","","",""
"108","1987","direct migration background","Male","","","",""
"108","1987","direct migration background","Female","","","",""
"108","1987","indirect migration background","Male","","","",""
"108","1987","indirect migration background","Female","","","",""
"110","1987","no migration background","Male","","","",""
"110","1987","no migration background","Female","","","",""
"110","1987","direct migration background","Male","","","",""
"110","1987","direct migration background","Female","","","",""
"110","1987","indirect migration background","Male","","","",""
"110","1987","indirect migration background","Female","","","",""
"111","1987","no migration background","Male","","","",""
"111","1987","no migration background","Female","","","",""
"111","1987","direct migration background","Male","","","",""
"111","1987","direct migration background","Female","","","",""
"111","1987","indirect migration background","Male","","","",""
"111","1987","indirect migration background","Female","","","",""
"113","1987","no migration background","Male","","","",""
"113","1987","no migration background","Female","","","",""
"113","1987","direct migration background","Male","","","",""
"113","1987","direct migration background","Female","","","",""
"113","1987","indirect migration background","Male","","","",""
"113","1987","indirect migration background","Female","","","",""
"116","1987","no migration background","Male","","","",""
"116","1987","no migration background","Female","","","",""
"116","1987","direct migration background","Male","","","",""
"116","1987","direct migration background","Female","","","",""
"116","1987","indirect migration background","Male","","","",""
"116","1987","indirect migration background","Female","","","",""
"117","1987","no migration background","Male","","","",""
"117","1987","no migration background","Female","","","",""
"117","1987","direct migration background","Male","","","",""
"117","1987","direct migration background","Female","","","",""
"117","1987","indirect migration background","Male","","","",""
"117","1987","indirect migration background","Female","","","",""
"118","1987","no migration background","Male","","","",""
"118","1987","no migration background","Female","","","",""
"118","1987","direct migration background","Male","","","",""
"118","1987","direct migration background","Female","","","",""
"118","1987","indirect migration background","Male","","","",""
"118","1987","indirect migration background","Female","","","",""
"119","1987","no migration background","Male","","","",""
"119","1987","no migration background","Female","","","",""
"119","1987","direct migration background","Male","","","",""
"119","1987","direct migration background","Female","","","",""
"119","1987","indirect migration background","Male","","","",""
"119","1987","indirect migration background","Female","","","",""
"120","1987","no migration background","Male","","","",""
"120","1987","no migration background","Female","","","",""
"120","1987","direct migration background","Male","","","",""
"120","1987","direct migration background","Female","","","",""
"120","1987","indirect migration background","Male","","","",""
"120","1987","indirect migration background","Female","","","",""
"121","1987","no migration background","Male","","","",""
"121","1987","no migration background","Female","","","",""
"121","1987","direct migration background","Male","","","",""
"121","1987","direct migration background","Female","","","",""
"121","1987","indirect migration background","Male","","","",""
"121","1987","indirect migration background","Female","","","",""
"122","1987","no migration background","Male","","","",""
"122","1987","no migration background","Female","","","",""
"122","1987","direct migration background","Male","","","",""
"122","1987","direct migration background","Female","","","",""
"122","1987","indirect migration background","Male","","","",""
"122","1987","indirect migration background","Female","","","",""
"123","1987","no migration background","Male","","","",""
"123","1987","no migration background","Female","","","",""
"123","1987","direct migration background","Male","","","",""
"123","1987","direct migration background","Female","","","",""
"123","1987","indirect migration background","Male","","","",""
"123","1987","indirect migration background","Female","","","",""
"124","1987","no migration background","Male","","","",""
"124","1987","no migration background","Female","","","",""
"124","1987","direct migration background","Male","","","",""
"124","1987","direct migration background","Female","","","",""
"124","1987","indirect migration background","Male","","","",""
"124","1987","indirect migration background","Female","","","",""
"125","1987","no migration background","Male","","","",""
"125","1987","no migration background","Female","","","",""
"125","1987","direct migration background","Male","","","",""
"125","1987","direct migration background","Female","","","",""
"125","1987","indirect migration background","Male","","","",""
"125","1987","indirect migration background","Female","","","",""
"127","1987","no migration background","Male","","","",""
"127","1987","no migration background","Female","","","",""
"127","1987","direct migration background","Male","","","",""
"127","1987","direct migration background","Female","","","",""
"127","1987","indirect migration background","Male","","","",""
"127","1987","indirect migration background","Female","","","",""
"128","1987","no migration background","Male","","","",""
"128","1987","no migration background","Female","","","",""
"128","1987","direct migration background","Male","","","",""
"128","1987","direct migration background","Female","","","",""
"128","1987","indirect migration background","Male","","","",""
"128","1987","indirect migration background","Female","","","",""
"129","1987","no migration background","Male","","","",""
"129","1987","no migration background","Female","","","",""
"129","1987","direct migration background","Male","","","",""
"129","1987","direct migration background","Female","","","",""
"129","1987","indirect migration background","Male","","","",""
"129","1987","indirect migration background","Female","","","",""
"130","1987","no migration background","Male","","","",""
"130","1987","no migration background","Female","","","",""
"130","1987","direct migration background","Male","","","",""
"130","1987","direct migration background","Female","","","",""
"130","1987","indirect migration background","Male","","","",""
"130","1987","indirect migration background","Female","","","",""
"131","1987","no migration background","Male","","","",""
"131","1987","no migration background","Female","","","",""
"131","1987","direct migration background","Male","","","",""
"131","1987","direct migration background","Female","","","",""
"131","1987","indirect migration background","Male","","","",""
"131","1987","indirect migration background","Female","","","",""
"132","1987","no migration background","Male","","","",""
"132","1987","no migration background","Female","","","",""
"132","1987","direct migration background","Male","","","",""
"132","1987","direct migration background","Female","","","",""
"132","1987","indirect migration background","Male","","","",""
"132","1987","indirect migration background","Female","","","",""
"133","1987","no migration background","Male","","","",""
"133","1987","no migration background","Female","","","",""
"133","1987","direct migration background","Male","","","",""
"133","1987","direct migration background","Female","","","",""
"133","1987","indirect migration background","Male","","","",""
"133","1987","indirect migration background","Female","","","",""
"135","1987","no migration background","Male","","","",""
"135","1987","no migration background","Female","","","",""
"135","1987","direct migration background","Male","","","",""
"135","1987","direct migration background","Female","","","",""
"135","1987","indirect migration background","Male","","","",""
"135","1987","indirect migration background","Female","","","",""
"138","1987","no migration background","Male","","","",""
"138","1987","no migration background","Female","","","",""
"138","1987","direct migration background","Male","","","",""
"138","1987","direct migration background","Female","","","",""
"138","1987","indirect migration background","Male","","","",""
"138","1987","indirect migration background","Female","","","",""
"139","1987","no migration background","Male","","","",""
"139","1987","no migration background","Female","","","",""
"139","1987","direct migration background","Male","","","",""
"139","1987","direct migration background","Female","","","",""
"139","1987","indirect migration background","Male","","","",""
"139","1987","indirect migration background","Female","","","",""
"140","1987","no migration background","Male","","","",""
"140","1987","no migration background","Female","","","",""
"140","1987","direct migration background","Male","","","",""
"140","1987","direct migration background","Female","","","",""
"140","1987","indirect migration background","Male","","","",""
"140","1987","indirect migration background","Female","","","",""
"141","1987","no migration background","Male","","","",""
"141","1987","no migration background","Female","","","",""
"141","1987","direct migration background","Male","","","",""
"141","1987","direct migration background","Female","","","",""
"141","1987","indirect migration background","Male","","","",""
"141","1987","indirect migration background","Female","","","",""
"142","1987","no migration background","Male","","","",""
"142","1987","no migration background","Female","","","",""
"142","1987","direct migration background","Male","","","",""
"142","1987","direct migration background","Female","","","",""
"142","1987","indirect migration background","Male","","","",""
"142","1987","indirect migration background","Female","","","",""
"143","1987","no migration background","Male","","","",""
"143","1987","no migration background","Female","","","",""
"143","1987","direct migration background","Male","","","",""
"143","1987","direct migration background","Female","","","",""
"143","1987","indirect migration background","Male","","","",""
"143","1987","indirect migration background","Female","","","",""
"144","1987","no migration background","Male","","","",""
"144","1987","no migration background","Female","","","",""
"144","1987","direct migration background","Male","","","",""
"144","1987","direct migration background","Female","","","",""
"144","1987","indirect migration background","Male","","","",""
"144","1987","indirect migration background","Female","","","",""
"145","1987","no migration background","Male","","","",""
"145","1987","no migration background","Female","","","",""
"145","1987","direct migration background","Male","","","",""
"145","1987","direct migration background","Female","","","",""
"145","1987","indirect migration background","Male","","","",""
"145","1987","indirect migration background","Female","","","",""
"146","1987","no migration background","Male","","","",""
"146","1987","no migration background","Female","","","",""
"146","1987","direct migration background","Male","","","",""
"146","1987","direct migration background","Female","","","",""
"146","1987","indirect migration background","Male","","","",""
"146","1987","indirect migration background","Female","","","",""
"147","1987","no migration background","Male","","","",""
"147","1987","no migration background","Female","","","",""
"147","1987","direct migration background","Male","","","",""
"147","1987","direct migration background","Female","","","",""
"147","1987","indirect migration background","Male","","","",""
"147","1987","indirect migration background","Female","","","",""
"148","1987","no migration background","Male","","","",""
"148","1987","no migration background","Female","","","",""
"148","1987","direct migration background","Male","","","",""
"148","1987","direct migration background","Female","","","",""
"148","1987","indirect migration background","Male","","","",""
"148","1987","indirect migration background","Female","","","",""
"149","1987","no migration background","Male","","","",""
"149","1987","no migration background","Female","","","",""
"149","1987","direct migration background","Male","","","",""
"149","1987","direct migration background","Female","","","",""
"149","1987","indirect migration background","Male","","","",""
"149","1987","indirect migration background","Female","","","",""
"151","1987","no migration background","Male","","","",""
"151","1987","no migration background","Female","","","",""
"151","1987","direct migration background","Male","","","",""
"151","1987","direct migration background","Female","","","",""
"151","1987","indirect migration background","Male","","","",""
"151","1987","indirect migration background","Female","","","",""
"152","1987","no migration background","Male","","","",""
"152","1987","no migration background","Female","","","",""
"152","1987","direct migration background","Male","","","",""
"152","1987","direct migration background","Female","","","",""
"152","1987","indirect migration background","Male","","","",""
"152","1987","indirect migration background","Female","","","",""
"154","1987","no migration background","Male","","","",""
"154","1987","no migration background","Female","","","",""
"154","1987","direct migration background","Male","","","",""
"154","1987","direct migration background","Female","","","",""
"154","1987","indirect migration background","Male","","","",""
"154","1987","indirect migration background","Female","","","",""
"155","1987","no migration background","Male","","","",""
"155","1987","no migration background","Female","","","",""
"155","1987","direct migration background","Male","","","",""
"155","1987","direct migration background","Female","","","",""
"155","1987","indirect migration background","Male","","","",""
"155","1987","indirect migration background","Female","","","",""
"156","1987","no migration background","Male","","","",""
"156","1987","no migration background","Female","","","",""
"156","1987","direct migration background","Male","","","",""
"156","1987","direct migration background","Female","","","",""
"156","1987","indirect migration background","Male","","","",""
"156","1987","indirect migration background","Female","","","",""
"158","1987","no migration background","Male","","","",""
"158","1987","no migration background","Female","","","",""
"158","1987","direct migration background","Male","","","",""
"158","1987","direct migration background","Female","","","",""
"158","1987","indirect migration background","Male","","","",""
"158","1987","indirect migration background","Female","","","",""
"162","1987","no migration background","Male","","","",""
"162","1987","no migration background","Female","","","",""
"162","1987","direct migration background","Male","","","",""
"162","1987","direct migration background","Female","","","",""
"162","1987","indirect migration background","Male","","","",""
"162","1987","indirect migration background","Female","","","",""
"164","1987","no migration background","Male","","","",""
"164","1987","no migration background","Female","","","",""
"164","1987","direct migration background","Male","","","",""
"164","1987","direct migration background","Female","","","",""
"164","1987","indirect migration background","Male","","","",""
"164","1987","indirect migration background","Female","","","",""
"165","1987","no migration background","Male","","","",""
"165","1987","no migration background","Female","","","",""
"165","1987","direct migration background","Male","","","",""
"165","1987","direct migration background","Female","","","",""
"165","1987","indirect migration background","Male","","","",""
"165","1987","indirect migration background","Female","","","",""
"166","1987","no migration background","Male","","","",""
"166","1987","no migration background","Female","","","",""
"166","1987","direct migration background","Male","","","",""
"166","1987","direct migration background","Female","","","",""
"166","1987","indirect migration background","Male","","","",""
"166","1987","indirect migration background","Female","","","",""
"167","1987","no migration background","Male","","","",""
"167","1987","no migration background","Female","","","",""
"167","1987","direct migration background","Male","","","",""
"167","1987","direct migration background","Female","","","",""
"167","1987","indirect migration background","Male","","","",""
"167","1987","indirect migration background","Female","","","",""
"168","1987","no migration background","Male","","","",""
"168","1987","no migration background","Female","","","",""
"168","1987","direct migration background","Male","","","",""
"168","1987","direct migration background","Female","","","",""
"168","1987","indirect migration background","Male","","","",""
"168","1987","indirect migration background","Female","","","",""
"169","1987","no migration background","Male","","","",""
"169","1987","no migration background","Female","","","",""
"169","1987","direct migration background","Male","","","",""
"169","1987","direct migration background","Female","","","",""
"169","1987","indirect migration background","Male","","","",""
"169","1987","indirect migration background","Female","","","",""
"172","1987","no migration background","Male","","","",""
"172","1987","no migration background","Female","","","",""
"172","1987","direct migration background","Male","","","",""
"172","1987","direct migration background","Female","","","",""
"172","1987","indirect migration background","Male","","","",""
"172","1987","indirect migration background","Female","","","",""
"173","1987","no migration background","Male","","","",""
"173","1987","no migration background","Female","","","",""
"173","1987","direct migration background","Male","","","",""
"173","1987","direct migration background","Female","","","",""
"173","1987","indirect migration background","Male","","","",""
"173","1987","indirect migration background","Female","","","",""
"178","1987","no migration background","Male","","","",""
"178","1987","no migration background","Female","","","",""
"178","1987","direct migration background","Male","","","",""
"178","1987","direct migration background","Female","","","",""
"178","1987","indirect migration background","Male","","","",""
"178","1987","indirect migration background","Female","","","",""
"181","1987","no migration background","Male","","","",""
"181","1987","no migration background","Female","","","",""
"181","1987","direct migration background","Male","","","",""
"181","1987","direct migration background","Female","","","",""
"181","1987","indirect migration background","Male","","","",""
"181","1987","indirect migration background","Female","","","",""
"183","1987","no migration background","Male","","","",""
"183","1987","no migration background","Female","","","",""
"183","1987","direct migration background","Male","","","",""
"183","1987","direct migration background","Female","","","",""
"183","1987","indirect migration background","Male","","","",""
"183","1987","indirect migration background","Female","","","",""
"188","1987","no migration background","Male","","","",""
"188","1987","no migration background","Female","","","",""
"188","1987","direct migration background","Male","","","",""
"188","1987","direct migration background","Female","","","",""
"188","1987","indirect migration background","Male","","","",""
"188","1987","indirect migration background","Female","","","",""
"195","1987","no migration background","Male","","","",""
"195","1987","no migration background","Female","","","",""
"195","1987","direct migration background","Male","","","",""
"195","1987","direct migration background","Female","","","",""
"195","1987","indirect migration background","Male","","","",""
"195","1987","indirect migration background","Female","","","",""
"196","1987","no migration background","Male","","","",""
"196","1987","no migration background","Female","","","",""
"196","1987","direct migration background","Male","","","",""
"196","1987","direct migration background","Female","","","",""
"196","1987","indirect migration background","Male","","","",""
"196","1987","indirect migration background","Female","","","",""
"999","1987","no migration background","Male","","","",""
"999","1987","no migration background","Female","","","",""
"999","1987","direct migration background","Male","","","",""
"999","1987","direct migration background","Female","","","",""
"999","1987","indirect migration background","Male","","","",""
"999","1987","indirect migration background","Female","","","",""
"1","1988","no migration background","Male","3407","0.998576953584466","0.99731227475366","0.999841632415271"
"1","1988","no migration background","Female","3678","0.999906151537186","0.999593128429372","1.000219174645"
"1","1988","direct migration background","Male","170","0.396207411965751","0.370776833527053","0.421637990404448"
"1","1988","direct migration background","Female","197","0.482824445457325","0.455298334399856","0.510350556514794"
"1","1988","indirect migration background","Male","18","","",""
"1","1988","indirect migration background","Female","29","","",""
"2","1988","no migration background","Male","1","","",""
"2","1988","no migration background","Female","","","",""
"2","1988","direct migration background","Male","443","0.220706669167484","0.199143665332542","0.242269673002427"
"2","1988","direct migration background","Female","391","0.193123335341056","0.171378696809656","0.214867973872456"
"2","1988","indirect migration background","Male","22","","",""
"2","1988","indirect migration background","Female","12","","",""
"3","1988","no migration background","Male","","","",""
"3","1988","no migration background","Female","","","",""
"3","1988","direct migration background","Male","220","0.114406646990656","0.097856804876998","0.130956489104314"
"3","1988","direct migration background","Female","213","0.108387193384027","0.0912630690525203","0.125511317715534"
"3","1988","indirect migration background","Male","11","","",""
"3","1988","indirect migration background","Female","15","","",""
"4","1988","no migration background","Male","","","",""
"4","1988","no migration background","Female","","","",""
"4","1988","direct migration background","Male","165","0.0473243292189071","0.0362844118518244","0.0583642465859899"
"4","1988","direct migration background","Female","144","0.0361399468173267","0.0258590267288296","0.0464208669058237"
"4","1988","indirect migration background","Male","18","","",""
"4","1988","indirect migration background","Female","18","","",""
"5","1988","no migration background","Male","1","","",""
"5","1988","no migration background","Female","","","",""
"5","1988","direct migration background","Male","243","0.105075423748244","0.0891315133704981","0.121019334125989"
"5","1988","direct migration background","Female","183","0.0733117053887923","0.0589540099073551","0.0876694008702295"
"5","1988","indirect migration background","Male","22","","",""
"5","1988","indirect migration background","Female","26","","",""
"6","1988","no migration background","Male","","","",""
"6","1988","no migration background","Female","","","",""
"6","1988","direct migration background","Male","145","0.0274354050098052","0.018942310287782","0.0359284997318284"
"6","1988","direct migration background","Female","97","0.0176835518154597","0.0104234669746884","0.0249436366562311"
"6","1988","indirect migration background","Male","12","","",""
"6","1988","indirect migration background","Female","12","","",""
"10","1988","no migration background","Male","3","","",""
"10","1988","no migration background","Female","","","",""
"10","1988","direct migration background","Male","11","","",""
"10","1988","direct migration background","Female","10","","",""
"10","1988","indirect migration background","Male","2","","",""
"10","1988","indirect migration background","Female","","","",""
"11","1988","no migration background","Male","","","",""
"11","1988","no migration background","Female","","","",""
"11","1988","direct migration background","Male","4","","",""
"11","1988","direct migration background","Female","2","","",""
"11","1988","indirect migration background","Male","","","",""
"11","1988","indirect migration background","Female","2","","",""
"12","1988","no migration background","Male","1","","",""
"12","1988","no migration background","Female","","","",""
"12","1988","direct migration background","Male","4","","",""
"12","1988","direct migration background","Female","3","","",""
"12","1988","indirect migration background","Male","1","","",""
"12","1988","indirect migration background","Female","1","","",""
"13","1988","no migration background","Male","","","",""
"13","1988","no migration background","Female","","","",""
"13","1988","direct migration background","Male","","","",""
"13","1988","direct migration background","Female","","","",""
"13","1988","indirect migration background","Male","","","",""
"13","1988","indirect migration background","Female","","","",""
"14","1988","no migration background","Male","","","",""
"14","1988","no migration background","Female","","","",""
"14","1988","direct migration background","Male","4","","",""
"14","1988","direct migration background","Female","1","","",""
"14","1988","indirect migration background","Male","","","",""
"14","1988","indirect migration background","Female","","","",""
"15","1988","no migration background","Male","","","",""
"15","1988","no migration background","Female","","","",""
"15","1988","direct migration background","Male","","","",""
"15","1988","direct migration background","Female","","","",""
"15","1988","indirect migration background","Male","","","",""
"15","1988","indirect migration background","Female","","","",""
"16","1988","no migration background","Male","","","",""
"16","1988","no migration background","Female","","","",""
"16","1988","direct migration background","Male","","","",""
"16","1988","direct migration background","Female","","","",""
"16","1988","indirect migration background","Male","","","",""
"16","1988","indirect migration background","Female","","","",""
"17","1988","no migration background","Male","","","",""
"17","1988","no migration background","Female","","","",""
"17","1988","direct migration background","Male","","","",""
"17","1988","direct migration background","Female","1","","",""
"17","1988","indirect migration background","Male","","","",""
"17","1988","indirect migration background","Female","","","",""
"18","1988","no migration background","Male","","","",""
"18","1988","no migration background","Female","","","",""
"18","1988","direct migration background","Male","4","","",""
"18","1988","direct migration background","Female","3","","",""
"18","1988","indirect migration background","Male","","","",""
"18","1988","indirect migration background","Female","1","","",""
"19","1988","no migration background","Male","","","",""
"19","1988","no migration background","Female","","","",""
"19","1988","direct migration background","Male","","","",""
"19","1988","direct migration background","Female","2","","",""
"19","1988","indirect migration background","Male","","","",""
"19","1988","indirect migration background","Female","","","",""
"20","1988","no migration background","Male","","","",""
"20","1988","no migration background","Female","","","",""
"20","1988","direct migration background","Male","","","",""
"20","1988","direct migration background","Female","1","","",""
"20","1988","indirect migration background","Male","","","",""
"20","1988","indirect migration background","Female","","","",""
"21","1988","no migration background","Male","","","",""
"21","1988","no migration background","Female","","","",""
"21","1988","direct migration background","Male","1","","",""
"21","1988","direct migration background","Female","1","","",""
"21","1988","indirect migration background","Male","","","",""
"21","1988","indirect migration background","Female","","","",""
"22","1988","no migration background","Male","","","",""
"22","1988","no migration background","Female","","","",""
"22","1988","direct migration background","Male","2","","",""
"22","1988","direct migration background","Female","4","","",""
"22","1988","indirect migration background","Male","","","",""
"22","1988","indirect migration background","Female","","","",""
"23","1988","no migration background","Male","","","",""
"23","1988","no migration background","Female","","","",""
"23","1988","direct migration background","Male","","","",""
"23","1988","direct migration background","Female","","","",""
"23","1988","indirect migration background","Male","","","",""
"23","1988","indirect migration background","Female","","","",""
"24","1988","no migration background","Male","","","",""
"24","1988","no migration background","Female","","","",""
"24","1988","direct migration background","Male","","","",""
"24","1988","direct migration background","Female","1","","",""
"24","1988","indirect migration background","Male","","","",""
"24","1988","indirect migration background","Female","","","",""
"25","1988","no migration background","Male","","","",""
"25","1988","no migration background","Female","","","",""
"25","1988","direct migration background","Male","","","",""
"25","1988","direct migration background","Female","","","",""
"25","1988","indirect migration background","Male","","","",""
"25","1988","indirect migration background","Female","","","",""
"26","1988","no migration background","Male","","","",""
"26","1988","no migration background","Female","","","",""
"26","1988","direct migration background","Male","","","",""
"26","1988","direct migration background","Female","2","","",""
"26","1988","indirect migration background","Male","","","",""
"26","1988","indirect migration background","Female","","","",""
"27","1988","no migration background","Male","","","",""
"27","1988","no migration background","Female","","","",""
"27","1988","direct migration background","Male","","","",""
"27","1988","direct migration background","Female","","","",""
"27","1988","indirect migration background","Male","","","",""
