"pgnation","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"135","1993","general elemantary","Rural Area","","","",""
"135","1993","middle vocational","Urban Area","","","",""
"135","1993","middle vocational","Rural Area","","","",""
"135","1993","vocational + Abi","Urban Area","","","",""
"135","1993","vocational + Abi","Rural Area","","","",""
"135","1993","higher vocational","Urban Area","","","",""
"135","1993","higher vocational","Rural Area","","","",""
"135","1993","higher education","Urban Area","","","",""
"135","1993","higher education","Rural Area","","","",""
"138","1993","in school","Urban Area","","","",""
"138","1993","in school","Rural Area","","","",""
"138","1993","inadequately","Urban Area","","","",""
"138","1993","inadequately","Rural Area","","","",""
"138","1993","general elemantary","Urban Area","","","",""
"138","1993","general elemantary","Rural Area","","","",""
"138","1993","middle vocational","Urban Area","","","",""
"138","1993","middle vocational","Rural Area","","","",""
"138","1993","vocational + Abi","Urban Area","","","",""
"138","1993","vocational + Abi","Rural Area","","","",""
"138","1993","higher vocational","Urban Area","","","",""
"138","1993","higher vocational","Rural Area","","","",""
"138","1993","higher education","Urban Area","","","",""
"138","1993","higher education","Rural Area","","","",""
"139","1993","in school","Urban Area","","","",""
"139","1993","in school","Rural Area","","","",""
"139","1993","inadequately","Urban Area","","","",""
"139","1993","inadequately","Rural Area","","","",""
"139","1993","general elemantary","Urban Area","","","",""
"139","1993","general elemantary","Rural Area","","","",""
"139","1993","middle vocational","Urban Area","","","",""
"139","1993","middle vocational","Rural Area","","","",""
"139","1993","vocational + Abi","Urban Area","","","",""
"139","1993","vocational + Abi","Rural Area","","","",""
"139","1993","higher vocational","Urban Area","","","",""
"139","1993","higher vocational","Rural Area","","","",""
"139","1993","higher education","Urban Area","","","",""
"139","1993","higher education","Rural Area","","","",""
"140","1993","in school","Urban Area","","","",""
"140","1993","in school","Rural Area","","","",""
"140","1993","inadequately","Urban Area","","","",""
"140","1993","inadequately","Rural Area","","","",""
"140","1993","general elemantary","Urban Area","","","",""
"140","1993","general elemantary","Rural Area","","","",""
"140","1993","middle vocational","Urban Area","","","",""
"140","1993","middle vocational","Rural Area","","","",""
"140","1993","vocational + Abi","Urban Area","","","",""
"140","1993","vocational + Abi","Rural Area","","","",""
"140","1993","higher vocational","Urban Area","","","",""
"140","1993","higher vocational","Rural Area","","","",""
"140","1993","higher education","Urban Area","","","",""
"140","1993","higher education","Rural Area","","","",""
"141","1993","in school","Urban Area","","","",""
"141","1993","in school","Rural Area","","","",""
"141","1993","inadequately","Urban Area","","","",""
"141","1993","inadequately","Rural Area","","","",""
"141","1993","general elemantary","Urban Area","","","",""
"141","1993","general elemantary","Rural Area","","","",""
"141","1993","middle vocational","Urban Area","","","",""
"141","1993","middle vocational","Rural Area","","","",""
"141","1993","vocational + Abi","Urban Area","","","",""
"141","1993","vocational + Abi","Rural Area","","","",""
"141","1993","higher vocational","Urban Area","","","",""
"141","1993","higher vocational","Rural Area","","","",""
"141","1993","higher education","Urban Area","","","",""
"141","1993","higher education","Rural Area","","","",""
"142","1993","in school","Urban Area","","","",""
"142","1993","in school","Rural Area","","","",""
"142","1993","inadequately","Urban Area","","","",""
"142","1993","inadequately","Rural Area","","","",""
"142","1993","general elemantary","Urban Area","","","",""
"142","1993","general elemantary","Rural Area","","","",""
"142","1993","middle vocational","Urban Area","","","",""
"142","1993","middle vocational","Rural Area","","","",""
"142","1993","vocational + Abi","Urban Area","","","",""
"142","1993","vocational + Abi","Rural Area","","","",""
"142","1993","higher vocational","Urban Area","","","",""
"142","1993","higher vocational","Rural Area","","","",""
"142","1993","higher education","Urban Area","","","",""
"142","1993","higher education","Rural Area","","","",""
"143","1993","in school","Urban Area","","","",""
"143","1993","in school","Rural Area","","","",""
"143","1993","inadequately","Urban Area","","","",""
"143","1993","inadequately","Rural Area","","","",""
"143","1993","general elemantary","Urban Area","","","",""
"143","1993","general elemantary","Rural Area","","","",""
"143","1993","middle vocational","Urban Area","","","",""
"143","1993","middle vocational","Rural Area","","","",""
"143","1993","vocational + Abi","Urban Area","","","",""
"143","1993","vocational + Abi","Rural Area","","","",""
"143","1993","higher vocational","Urban Area","","","",""
"143","1993","higher vocational","Rural Area","","","",""
"143","1993","higher education","Urban Area","","","",""
"143","1993","higher education","Rural Area","","","",""
"144","1993","in school","Urban Area","","","",""
"144","1993","in school","Rural Area","","","",""
"144","1993","inadequately","Urban Area","","","",""
"144","1993","inadequately","Rural Area","","","",""
"144","1993","general elemantary","Urban Area","","","",""
"144","1993","general elemantary","Rural Area","","","",""
"144","1993","middle vocational","Urban Area","","","",""
"144","1993","middle vocational","Rural Area","","","",""
"144","1993","vocational + Abi","Urban Area","","","",""
"144","1993","vocational + Abi","Rural Area","","","",""
"144","1993","higher vocational","Urban Area","","","",""
"144","1993","higher vocational","Rural Area","","","",""
"144","1993","higher education","Urban Area","","","",""
"144","1993","higher education","Rural Area","","","",""
"145","1993","in school","Urban Area","","","",""
"145","1993","in school","Rural Area","","","",""
"145","1993","inadequately","Urban Area","","","",""
"145","1993","inadequately","Rural Area","","","",""
"145","1993","general elemantary","Urban Area","","","",""
"145","1993","general elemantary","Rural Area","","","",""
"145","1993","middle vocational","Urban Area","","","",""
"145","1993","middle vocational","Rural Area","","","",""
"145","1993","vocational + Abi","Urban Area","","","",""
"145","1993","vocational + Abi","Rural Area","","","",""
"145","1993","higher vocational","Urban Area","","","",""
"145","1993","higher vocational","Rural Area","","","",""
"145","1993","higher education","Urban Area","","","",""
"145","1993","higher education","Rural Area","","","",""
"146","1993","in school","Urban Area","","","",""
"146","1993","in school","Rural Area","","","",""
"146","1993","inadequately","Urban Area","","","",""
"146","1993","inadequately","Rural Area","","","",""
"146","1993","general elemantary","Urban Area","","","",""
"146","1993","general elemantary","Rural Area","","","",""
"146","1993","middle vocational","Urban Area","","","",""
"146","1993","middle vocational","Rural Area","","","",""
"146","1993","vocational + Abi","Urban Area","","","",""
"146","1993","vocational + Abi","Rural Area","","","",""
"146","1993","higher vocational","Urban Area","","","",""
"146","1993","higher vocational","Rural Area","","","",""
"146","1993","higher education","Urban Area","","","",""
"146","1993","higher education","Rural Area","","","",""
"147","1993","in school","Urban Area","","","",""
"147","1993","in school","Rural Area","","","",""
"147","1993","inadequately","Urban Area","","","",""
"147","1993","inadequately","Rural Area","","","",""
"147","1993","general elemantary","Urban Area","","","",""
"147","1993","general elemantary","Rural Area","","","",""
"147","1993","middle vocational","Urban Area","","","",""
"147","1993","middle vocational","Rural Area","","","",""
"147","1993","vocational + Abi","Urban Area","","","",""
"147","1993","vocational + Abi","Rural Area","","","",""
"147","1993","higher vocational","Urban Area","","","",""
"147","1993","higher vocational","Rural Area","","","",""
"147","1993","higher education","Urban Area","","","",""
"147","1993","higher education","Rural Area","","","",""
"148","1993","in school","Urban Area","","","",""
"148","1993","in school","Rural Area","","","",""
"148","1993","inadequately","Urban Area","","","",""
"148","1993","inadequately","Rural Area","","","",""
"148","1993","general elemantary","Urban Area","","","",""
"148","1993","general elemantary","Rural Area","","","",""
"148","1993","middle vocational","Urban Area","","","",""
"148","1993","middle vocational","Rural Area","","","",""
"148","1993","vocational + Abi","Urban Area","","","",""
"148","1993","vocational + Abi","Rural Area","","","",""
"148","1993","higher vocational","Urban Area","","","",""
"148","1993","higher vocational","Rural Area","","","",""
"148","1993","higher education","Urban Area","","","",""
"148","1993","higher education","Rural Area","","","",""
"149","1993","in school","Urban Area","","","",""
"149","1993","in school","Rural Area","","","",""
"149","1993","inadequately","Urban Area","","","",""
"149","1993","inadequately","Rural Area","","","",""
"149","1993","general elemantary","Urban Area","","","",""
"149","1993","general elemantary","Rural Area","","","",""
"149","1993","middle vocational","Urban Area","","","",""
"149","1993","middle vocational","Rural Area","","","",""
"149","1993","vocational + Abi","Urban Area","","","",""
"149","1993","vocational + Abi","Rural Area","","","",""
"149","1993","higher vocational","Urban Area","","","",""
"149","1993","higher vocational","Rural Area","","","",""
"149","1993","higher education","Urban Area","","","",""
"149","1993","higher education","Rural Area","","","",""
"151","1993","in school","Urban Area","","","",""
"151","1993","in school","Rural Area","","","",""
"151","1993","inadequately","Urban Area","","","",""
"151","1993","inadequately","Rural Area","","","",""
"151","1993","general elemantary","Urban Area","","","",""
"151","1993","general elemantary","Rural Area","","","",""
"151","1993","middle vocational","Urban Area","","","",""
"151","1993","middle vocational","Rural Area","","","",""
"151","1993","vocational + Abi","Urban Area","","","",""
"151","1993","vocational + Abi","Rural Area","","","",""
"151","1993","higher vocational","Urban Area","","","",""
"151","1993","higher vocational","Rural Area","","","",""
"151","1993","higher education","Urban Area","","","",""
"151","1993","higher education","Rural Area","","","",""
"152","1993","in school","Urban Area","","","",""
"152","1993","in school","Rural Area","","","",""
"152","1993","inadequately","Urban Area","","","",""
"152","1993","inadequately","Rural Area","","","",""
"152","1993","general elemantary","Urban Area","","","",""
"152","1993","general elemantary","Rural Area","","","",""
"152","1993","middle vocational","Urban Area","","","",""
"152","1993","middle vocational","Rural Area","","","",""
"152","1993","vocational + Abi","Urban Area","","","",""
"152","1993","vocational + Abi","Rural Area","","","",""
"152","1993","higher vocational","Urban Area","","","",""
"152","1993","higher vocational","Rural Area","","","",""
"152","1993","higher education","Urban Area","","","",""
"152","1993","higher education","Rural Area","","","",""
"154","1993","in school","Urban Area","","","",""
"154","1993","in school","Rural Area","","","",""
"154","1993","inadequately","Urban Area","","","",""
"154","1993","inadequately","Rural Area","","","",""
"154","1993","general elemantary","Urban Area","","","",""
"154","1993","general elemantary","Rural Area","","","",""
"154","1993","middle vocational","Urban Area","","","",""
"154","1993","middle vocational","Rural Area","","","",""
"154","1993","vocational + Abi","Urban Area","","","",""
"154","1993","vocational + Abi","Rural Area","","","",""
"154","1993","higher vocational","Urban Area","","","",""
"154","1993","higher vocational","Rural Area","","","",""
"154","1993","higher education","Urban Area","","","",""
"154","1993","higher education","Rural Area","","","",""
"155","1993","in school","Urban Area","","","",""
"155","1993","in school","Rural Area","","","",""
"155","1993","inadequately","Urban Area","","","",""
"155","1993","inadequately","Rural Area","","","",""
"155","1993","general elemantary","Urban Area","","","",""
"155","1993","general elemantary","Rural Area","","","",""
"155","1993","middle vocational","Urban Area","","","",""
"155","1993","middle vocational","Rural Area","","","",""
"155","1993","vocational + Abi","Urban Area","","","",""
"155","1993","vocational + Abi","Rural Area","","","",""
"155","1993","higher vocational","Urban Area","","","",""
"155","1993","higher vocational","Rural Area","","","",""
"155","1993","higher education","Urban Area","","","",""
"155","1993","higher education","Rural Area","","","",""
"156","1993","in school","Urban Area","","","",""
"156","1993","in school","Rural Area","","","",""
"156","1993","inadequately","Urban Area","","","",""
"156","1993","inadequately","Rural Area","","","",""
"156","1993","general elemantary","Urban Area","","","",""
"156","1993","general elemantary","Rural Area","","","",""
"156","1993","middle vocational","Urban Area","","","",""
"156","1993","middle vocational","Rural Area","","","",""
"156","1993","vocational + Abi","Urban Area","","","",""
"156","1993","vocational + Abi","Rural Area","","","",""
"156","1993","higher vocational","Urban Area","","","",""
"156","1993","higher vocational","Rural Area","","","",""
"156","1993","higher education","Urban Area","","","",""
"156","1993","higher education","Rural Area","","","",""
"158","1993","in school","Urban Area","","","",""
"158","1993","in school","Rural Area","","","",""
"158","1993","inadequately","Urban Area","","","",""
"158","1993","inadequately","Rural Area","","","",""
"158","1993","general elemantary","Urban Area","","","",""
"158","1993","general elemantary","Rural Area","","","",""
"158","1993","middle vocational","Urban Area","","","",""
"158","1993","middle vocational","Rural Area","","","",""
"158","1993","vocational + Abi","Urban Area","","","",""
"158","1993","vocational + Abi","Rural Area","","","",""
"158","1993","higher vocational","Urban Area","","","",""
"158","1993","higher vocational","Rural Area","","","",""
"158","1993","higher education","Urban Area","","","",""
"158","1993","higher education","Rural Area","","","",""
"162","1993","in school","Urban Area","","","",""
"162","1993","in school","Rural Area","","","",""
"162","1993","inadequately","Urban Area","","","",""
"162","1993","inadequately","Rural Area","","","",""
"162","1993","general elemantary","Urban Area","","","",""
"162","1993","general elemantary","Rural Area","","","",""
"162","1993","middle vocational","Urban Area","","","",""
"162","1993","middle vocational","Rural Area","","","",""
"162","1993","vocational + Abi","Urban Area","","","",""
"162","1993","vocational + Abi","Rural Area","","","",""
"162","1993","higher vocational","Urban Area","","","",""
"162","1993","higher vocational","Rural Area","","","",""
"162","1993","higher education","Urban Area","","","",""
"162","1993","higher education","Rural Area","","","",""
"164","1993","in school","Urban Area","","","",""
"164","1993","in school","Rural Area","","","",""
"164","1993","inadequately","Urban Area","","","",""
"164","1993","inadequately","Rural Area","","","",""
"164","1993","general elemantary","Urban Area","","","",""
"164","1993","general elemantary","Rural Area","","","",""
"164","1993","middle vocational","Urban Area","","","",""
"164","1993","middle vocational","Rural Area","","","",""
"164","1993","vocational + Abi","Urban Area","","","",""
"164","1993","vocational + Abi","Rural Area","","","",""
"164","1993","higher vocational","Urban Area","","","",""
"164","1993","higher vocational","Rural Area","","","",""
"164","1993","higher education","Urban Area","","","",""
"164","1993","higher education","Rural Area","","","",""
"165","1993","in school","Urban Area","","","",""
"165","1993","in school","Rural Area","","","",""
"165","1993","inadequately","Urban Area","","","",""
"165","1993","inadequately","Rural Area","","","",""
"165","1993","general elemantary","Urban Area","","","",""
"165","1993","general elemantary","Rural Area","","","",""
"165","1993","middle vocational","Urban Area","","","",""
"165","1993","middle vocational","Rural Area","","","",""
"165","1993","vocational + Abi","Urban Area","","","",""
"165","1993","vocational + Abi","Rural Area","","","",""
"165","1993","higher vocational","Urban Area","","","",""
"165","1993","higher vocational","Rural Area","","","",""
"165","1993","higher education","Urban Area","","","",""
"165","1993","higher education","Rural Area","","","",""
"166","1993","in school","Urban Area","","","",""
"166","1993","in school","Rural Area","","","",""
"166","1993","inadequately","Urban Area","","","",""
"166","1993","inadequately","Rural Area","","","",""
"166","1993","general elemantary","Urban Area","","","",""
"166","1993","general elemantary","Rural Area","","","",""
"166","1993","middle vocational","Urban Area","","","",""
"166","1993","middle vocational","Rural Area","","","",""
"166","1993","vocational + Abi","Urban Area","","","",""
"166","1993","vocational + Abi","Rural Area","","","",""
"166","1993","higher vocational","Urban Area","","","",""
"166","1993","higher vocational","Rural Area","","","",""
"166","1993","higher education","Urban Area","","","",""
"166","1993","higher education","Rural Area","","","",""
"167","1993","in school","Urban Area","","","",""
"167","1993","in school","Rural Area","","","",""
"167","1993","inadequately","Urban Area","","","",""
"167","1993","inadequately","Rural Area","","","",""
"167","1993","general elemantary","Urban Area","","","",""
"167","1993","general elemantary","Rural Area","","","",""
"167","1993","middle vocational","Urban Area","","","",""
"167","1993","middle vocational","Rural Area","","","",""
"167","1993","vocational + Abi","Urban Area","","","",""
"167","1993","vocational + Abi","Rural Area","","","",""
"167","1993","higher vocational","Urban Area","","","",""
"167","1993","higher vocational","Rural Area","","","",""
"167","1993","higher education","Urban Area","","","",""
"167","1993","higher education","Rural Area","","","",""
"168","1993","in school","Urban Area","","","",""
"168","1993","in school","Rural Area","","","",""
"168","1993","inadequately","Urban Area","","","",""
"168","1993","inadequately","Rural Area","","","",""
"168","1993","general elemantary","Urban Area","","","",""
"168","1993","general elemantary","Rural Area","","","",""
"168","1993","middle vocational","Urban Area","","","",""
"168","1993","middle vocational","Rural Area","","","",""
"168","1993","vocational + Abi","Urban Area","","","",""
"168","1993","vocational + Abi","Rural Area","","","",""
"168","1993","higher vocational","Urban Area","","","",""
"168","1993","higher vocational","Rural Area","","","",""
"168","1993","higher education","Urban Area","","","",""
"168","1993","higher education","Rural Area","","","",""
"169","1993","in school","Urban Area","","","",""
"169","1993","in school","Rural Area","","","",""
"169","1993","inadequately","Urban Area","","","",""
"169","1993","inadequately","Rural Area","","","",""
"169","1993","general elemantary","Urban Area","","","",""
"169","1993","general elemantary","Rural Area","","","",""
"169","1993","middle vocational","Urban Area","","","",""
"169","1993","middle vocational","Rural Area","","","",""
"169","1993","vocational + Abi","Urban Area","","","",""
"169","1993","vocational + Abi","Rural Area","","","",""
"169","1993","higher vocational","Urban Area","","","",""
"169","1993","higher vocational","Rural Area","","","",""
"169","1993","higher education","Urban Area","","","",""
"169","1993","higher education","Rural Area","","","",""
"172","1993","in school","Urban Area","","","",""
"172","1993","in school","Rural Area","","","",""
"172","1993","inadequately","Urban Area","","","",""
"172","1993","inadequately","Rural Area","","","",""
"172","1993","general elemantary","Urban Area","","","",""
"172","1993","general elemantary","Rural Area","","","",""
"172","1993","middle vocational","Urban Area","","","",""
"172","1993","middle vocational","Rural Area","","","",""
"172","1993","vocational + Abi","Urban Area","","","",""
"172","1993","vocational + Abi","Rural Area","","","",""
"172","1993","higher vocational","Urban Area","","","",""
"172","1993","higher vocational","Rural Area","","","",""
"172","1993","higher education","Urban Area","","","",""
"172","1993","higher education","Rural Area","","","",""
"173","1993","in school","Urban Area","","","",""
"173","1993","in school","Rural Area","","","",""
"173","1993","inadequately","Urban Area","","","",""
"173","1993","inadequately","Rural Area","","","",""
"173","1993","general elemantary","Urban Area","","","",""
"173","1993","general elemantary","Rural Area","","","",""
"173","1993","middle vocational","Urban Area","","","",""
"173","1993","middle vocational","Rural Area","","","",""
"173","1993","vocational + Abi","Urban Area","","","",""
"173","1993","vocational + Abi","Rural Area","","","",""
"173","1993","higher vocational","Urban Area","","","",""
"173","1993","higher vocational","Rural Area","","","",""
"173","1993","higher education","Urban Area","","","",""
"173","1993","higher education","Rural Area","","","",""
"178","1993","in school","Urban Area","","","",""
"178","1993","in school","Rural Area","","","",""
"178","1993","inadequately","Urban Area","","","",""
"178","1993","inadequately","Rural Area","","","",""
"178","1993","general elemantary","Urban Area","","","",""
"178","1993","general elemantary","Rural Area","","","",""
"178","1993","middle vocational","Urban Area","","","",""
"178","1993","middle vocational","Rural Area","","","",""
"178","1993","vocational + Abi","Urban Area","","","",""
"178","1993","vocational + Abi","Rural Area","","","",""
"178","1993","higher vocational","Urban Area","","","",""
"178","1993","higher vocational","Rural Area","","","",""
"178","1993","higher education","Urban Area","","","",""
"178","1993","higher education","Rural Area","","","",""
"181","1993","in school","Urban Area","","","",""
"181","1993","in school","Rural Area","","","",""
"181","1993","inadequately","Urban Area","","","",""
"181","1993","inadequately","Rural Area","","","",""
"181","1993","general elemantary","Urban Area","","","",""
"181","1993","general elemantary","Rural Area","","","",""
"181","1993","middle vocational","Urban Area","","","",""
"181","1993","middle vocational","Rural Area","","","",""
"181","1993","vocational + Abi","Urban Area","","","",""
"181","1993","vocational + Abi","Rural Area","","","",""
"181","1993","higher vocational","Urban Area","","","",""
"181","1993","higher vocational","Rural Area","","","",""
"181","1993","higher education","Urban Area","","","",""
"181","1993","higher education","Rural Area","","","",""
"183","1993","in school","Urban Area","","","",""
"183","1993","in school","Rural Area","","","",""
"183","1993","inadequately","Urban Area","","","",""
"183","1993","inadequately","Rural Area","","","",""
"183","1993","general elemantary","Urban Area","","","",""
"183","1993","general elemantary","Rural Area","","","",""
"183","1993","middle vocational","Urban Area","","","",""
"183","1993","middle vocational","Rural Area","","","",""
"183","1993","vocational + Abi","Urban Area","","","",""
"183","1993","vocational + Abi","Rural Area","","","",""
"183","1993","higher vocational","Urban Area","","","",""
"183","1993","higher vocational","Rural Area","","","",""
"183","1993","higher education","Urban Area","","","",""
"183","1993","higher education","Rural Area","","","",""
"188","1993","in school","Urban Area","","","",""
"188","1993","in school","Rural Area","","","",""
"188","1993","inadequately","Urban Area","","","",""
"188","1993","inadequately","Rural Area","","","",""
"188","1993","general elemantary","Urban Area","","","",""
"188","1993","general elemantary","Rural Area","","","",""
"188","1993","middle vocational","Urban Area","","","",""
"188","1993","middle vocational","Rural Area","","","",""
"188","1993","vocational + Abi","Urban Area","","","",""
"188","1993","vocational + Abi","Rural Area","","","",""
"188","1993","higher vocational","Urban Area","","","",""
"188","1993","higher vocational","Rural Area","","","",""
"188","1993","higher education","Urban Area","","","",""
"188","1993","higher education","Rural Area","","","",""
"195","1993","in school","Urban Area","","","",""
"195","1993","in school","Rural Area","","","",""
"195","1993","inadequately","Urban Area","","","",""
"195","1993","inadequately","Rural Area","","","",""
"195","1993","general elemantary","Urban Area","","","",""
"195","1993","general elemantary","Rural Area","","","",""
"195","1993","middle vocational","Urban Area","","","",""
"195","1993","middle vocational","Rural Area","","","",""
"195","1993","vocational + Abi","Urban Area","","","",""
"195","1993","vocational + Abi","Rural Area","","","",""
"195","1993","higher vocational","Urban Area","","","",""
"195","1993","higher vocational","Rural Area","","","",""
"195","1993","higher education","Urban Area","","","",""
"195","1993","higher education","Rural Area","","","",""
"196","1993","in school","Urban Area","","","",""
"196","1993","in school","Rural Area","","","",""
"196","1993","inadequately","Urban Area","","","",""
"196","1993","inadequately","Rural Area","","","",""
"196","1993","general elemantary","Urban Area","","","",""
"196","1993","general elemantary","Rural Area","","","",""
"196","1993","middle vocational","Urban Area","","","",""
"196","1993","middle vocational","Rural Area","","","",""
"196","1993","vocational + Abi","Urban Area","","","",""
"196","1993","vocational + Abi","Rural Area","","","",""
"196","1993","higher vocational","Urban Area","","","",""
"196","1993","higher vocational","Rural Area","","","",""
"196","1993","higher education","Urban Area","","","",""
"196","1993","higher education","Rural Area","","","",""
"999","1993","in school","Urban Area","","","",""
"999","1993","in school","Rural Area","","","",""
"999","1993","inadequately","Urban Area","","","",""
"999","1993","inadequately","Rural Area","","","",""
"999","1993","general elemantary","Urban Area","","","",""
"999","1993","general elemantary","Rural Area","","","",""
"999","1993","middle vocational","Urban Area","","","",""
"999","1993","middle vocational","Rural Area","","","",""
"999","1993","vocational + Abi","Urban Area","","","",""
"999","1993","vocational + Abi","Rural Area","","","",""
"999","1993","higher vocational","Urban Area","","","",""
"999","1993","higher vocational","Rural Area","","","",""
"999","1993","higher education","Urban Area","","","",""
"999","1993","higher education","Rural Area","","","",""
"1","1994","in school","Urban Area","125","0.842892821931567","0.78835042400909","0.897435219854043"
"1","1994","in school","Rural Area","66","0.983020499448488","0.952536826846541","1.01350417205043"
"1","1994","inadequately","Urban Area","57","0.296657742778997","0.255317514632763","0.337997970925231"
"1","1994","inadequately","Rural Area","29","","",""
"1","1994","general elemantary","Urban Area","1107","0.843183321945879","0.826199886621405","0.860166757270354"
"1","1994","general elemantary","Rural Area","662","0.951390730748556","0.936051145430618","0.966730316066494"
"1","1994","middle vocational","Urban Area","3625","0.938580054654726","0.931337707310026","0.945822401999427"
"1","1994","middle vocational","Rural Area","2288","0.983895179270223","0.97882623023834","0.988964128302106"
"1","1994","vocational + Abi","Urban Area","211","0.837873799782055","0.795527301470217","0.880220298093893"
"1","1994","vocational + Abi","Rural Area","94","0.954549241323416","0.91412724650837","0.994971236138463"
"1","1994","higher vocational","Urban Area","458","0.979142165067308","0.966317489387937","0.991966840746678"
"1","1994","higher vocational","Rural Area","280","0.965187956343714","0.943755811391848","0.98662010129558"
"1","1994","higher education","Urban Area","997","0.951487222821492","0.938504380875324","0.96447006476766"
"1","1994","higher education","Rural Area","598","0.992687976710258","0.985887887678328","0.999488065742188"
"2","1994","in school","Urban Area","26","","",""
"2","1994","in school","Rural Area","","","",""
"2","1994","inadequately","Urban Area","171","0.32569708985836","0.283284369827175","0.368109809889546"
"2","1994","inadequately","Rural Area","20","","",""
"2","1994","general elemantary","Urban Area","281","0.0737660392977616","0.0615576886072142","0.085974389988309"
"2","1994","general elemantary","Rural Area","19","","",""
"2","1994","middle vocational","Urban Area","202","0.0199204210633775","0.0157056993593033","0.0241351427674518"
"2","1994","middle vocational","Rural Area","11","","",""
"2","1994","vocational + Abi","Urban Area","35","0.0735127092370372","0.0435278134424379","0.103497605031637"
"2","1994","vocational + Abi","Rural Area","2","","",""
"2","1994","higher vocational","Urban Area","5","","",""
"2","1994","higher vocational","Rural Area","","","",""
"2","1994","higher education","Urban Area","12","","",""
"2","1994","higher education","Rural Area","","","",""
"3","1994","in school","Urban Area","9","","",""
"3","1994","in school","Rural Area","1","","",""
"3","1994","inadequately","Urban Area","68","0.147794221127135","0.115675175402742","0.179913266851529"
"3","1994","inadequately","Rural Area","20","","",""
"3","1994","general elemantary","Urban Area","109","0.0282605224780103","0.0205206566938254","0.0360003882621953"
"3","1994","general elemantary","Rural Area","21","","",""
"3","1994","middle vocational","Urban Area","147","0.0152348003075524","0.0115401468820189","0.0189294537330859"
"3","1994","middle vocational","Rural Area","28","","",""
"3","1994","vocational + Abi","Urban Area","20","","",""
"3","1994","vocational + Abi","Rural Area","","","",""
"3","1994","higher vocational","Urban Area","3","","",""
"3","1994","higher vocational","Rural Area","","","",""
"3","1994","higher education","Urban Area","8","","",""
"3","1994","higher education","Rural Area","3","","",""
"4","1994","in school","Urban Area","4","","",""
"4","1994","in school","Rural Area","1","","",""
"4","1994","inadequately","Urban Area","52","0.0595038659546088","0.0380940581652569","0.0809136737439608"
"4","1994","inadequately","Rural Area","7","","",""
"4","1994","general elemantary","Urban Area","92","0.0141073098705363","0.00859916518953607","0.0196154545515366"
"4","1994","general elemantary","Rural Area","20","","",""
"4","1994","middle vocational","Urban Area","81","0.00422561995769933","0.00226896310527411","0.00618227681012455"
"4","1994","middle vocational","Rural Area","8","","",""
"4","1994","vocational + Abi","Urban Area","7","","",""
"4","1994","vocational + Abi","Rural Area","3","","",""
"4","1994","higher vocational","Urban Area","2","","",""
"4","1994","higher vocational","Rural Area","","","",""
"4","1994","higher education","Urban Area","12","","",""
"4","1994","higher education","Rural Area","","","",""
"5","1994","in school","Urban Area","4","","",""
"5","1994","in school","Rural Area","1","","",""
"5","1994","inadequately","Urban Area","96","0.146927408635461","0.11488640778709","0.178968409483831"
"5","1994","inadequately","Rural Area","12","","",""
"5","1994","general elemantary","Urban Area","113","0.0245464426471848","0.0173193105587254","0.0317735747356442"
"5","1994","general elemantary","Rural Area","25","","",""
"5","1994","middle vocational","Urban Area","93","0.00805041827879422","0.00535489554654264","0.0107459410110458"
"5","1994","middle vocational","Rural Area","22","","",""
"5","1994","vocational + Abi","Urban Area","9","","",""
"5","1994","vocational + Abi","Rural Area","1","","",""
"5","1994","higher vocational","Urban Area","5","","",""
"5","1994","higher vocational","Rural Area","","","",""
"5","1994","higher education","Urban Area","6","","",""
"5","1994","higher education","Rural Area","","","",""
"6","1994","in school","Urban Area","3","","",""
"6","1994","in school","Rural Area","","","",""
"6","1994","inadequately","Urban Area","24","","",""
"6","1994","inadequately","Rural Area","2","","",""
"6","1994","general elemantary","Urban Area","48","0.00535549899656287","0.00194669267063447","0.00876430532249127"
"6","1994","general elemantary","Rural Area","6","","",""
"6","1994","middle vocational","Urban Area","46","0.00233770133097572","0.000880984061217084","0.00379441860073435"
"6","1994","middle vocational","Rural Area","7","","",""
"6","1994","vocational + Abi","Urban Area","5","","",""
"6","1994","vocational + Abi","Rural Area","","","",""
"6","1994","higher vocational","Urban Area","3","","",""
"6","1994","higher vocational","Rural Area","","","",""
"6","1994","higher education","Urban Area","2","","",""
"6","1994","higher education","Rural Area","","","",""
"10","1994","in school","Urban Area","","","",""
"10","1994","in school","Rural Area","","","",""
"10","1994","inadequately","Urban Area","","","",""
"10","1994","inadequately","Rural Area","","","",""
"10","1994","general elemantary","Urban Area","3","","",""
"10","1994","general elemantary","Rural Area","1","","",""
"10","1994","middle vocational","Urban Area","7","","",""
"10","1994","middle vocational","Rural Area","3","","",""
"10","1994","vocational + Abi","Urban Area","1","","",""
"10","1994","vocational + Abi","Rural Area","","","",""
"10","1994","higher vocational","Urban Area","","","",""
"10","1994","higher vocational","Rural Area","1","","",""
"10","1994","higher education","Urban Area","4","","",""
"10","1994","higher education","Rural Area","","","",""
"11","1994","in school","Urban Area","","","",""
"11","1994","in school","Rural Area","","","",""
"11","1994","inadequately","Urban Area","","","",""
"11","1994","inadequately","Rural Area","","","",""
"11","1994","general elemantary","Urban Area","1","","",""
"11","1994","general elemantary","Rural Area","","","",""
"11","1994","middle vocational","Urban Area","3","","",""
