"pgnation","year","e11103","sex","n","percent","lower_confidence","upper_confidence"
"19","1994","Not Working","Male","1","","",""
"19","1994","Not Working","Female","","","",""
"20","1994","Full Time","Male","","","",""
"20","1994","Full Time","Female","","","",""
"20","1994","Part Time","Male","","","",""
"20","1994","Part Time","Female","1","","",""
"20","1994","Not Working","Male","","","",""
"20","1994","Not Working","Female","","","",""
"21","1994","Full Time","Male","","","",""
"21","1994","Full Time","Female","","","",""
"21","1994","Part Time","Male","","","",""
"21","1994","Part Time","Female","","","",""
"21","1994","Not Working","Male","","","",""
"21","1994","Not Working","Female","1","","",""
"22","1994","Full Time","Male","1","","",""
"22","1994","Full Time","Female","","","",""
"22","1994","Part Time","Male","","","",""
"22","1994","Part Time","Female","","","",""
"22","1994","Not Working","Male","","","",""
"22","1994","Not Working","Female","3","","",""
"23","1994","Full Time","Male","","","",""
"23","1994","Full Time","Female","","","",""
"23","1994","Part Time","Male","","","",""
"23","1994","Part Time","Female","","","",""
"23","1994","Not Working","Male","","","",""
"23","1994","Not Working","Female","","","",""
"24","1994","Full Time","Male","1","","",""
"24","1994","Full Time","Female","","","",""
"24","1994","Part Time","Male","","","",""
"24","1994","Part Time","Female","","","",""
"24","1994","Not Working","Male","","","",""
"24","1994","Not Working","Female","1","","",""
"25","1994","Full Time","Male","","","",""
"25","1994","Full Time","Female","","","",""
"25","1994","Part Time","Male","","","",""
"25","1994","Part Time","Female","","","",""
"25","1994","Not Working","Male","","","",""
"25","1994","Not Working","Female","","","",""
"26","1994","Full Time","Male","1","","",""
"26","1994","Full Time","Female","2","","",""
"26","1994","Part Time","Male","","","",""
"26","1994","Part Time","Female","1","","",""
"26","1994","Not Working","Male","1","","",""
"26","1994","Not Working","Female","","","",""
"27","1994","Full Time","Male","","","",""
"27","1994","Full Time","Female","","","",""
"27","1994","Part Time","Male","","","",""
"27","1994","Part Time","Female","","","",""
"27","1994","Not Working","Male","","","",""
"27","1994","Not Working","Female","","","",""
"28","1994","Full Time","Male","","","",""
"28","1994","Full Time","Female","","","",""
"28","1994","Part Time","Male","","","",""
"28","1994","Part Time","Female","","","",""
"28","1994","Not Working","Male","","","",""
"28","1994","Not Working","Female","","","",""
"29","1994","Full Time","Male","","","",""
"29","1994","Full Time","Female","1","","",""
"29","1994","Part Time","Male","1","","",""
"29","1994","Part Time","Female","","","",""
"29","1994","Not Working","Male","","","",""
"29","1994","Not Working","Female","","","",""
"30","1994","Full Time","Male","","","",""
"30","1994","Full Time","Female","","","",""
"30","1994","Part Time","Male","","","",""
"30","1994","Part Time","Female","","","",""
"30","1994","Not Working","Male","","","",""
"30","1994","Not Working","Female","","","",""
"31","1994","Full Time","Male","","","",""
"31","1994","Full Time","Female","1","","",""
"31","1994","Part Time","Male","1","","",""
"31","1994","Part Time","Female","","","",""
"31","1994","Not Working","Male","","","",""
"31","1994","Not Working","Female","","","",""
"32","1994","Full Time","Male","","","",""
"32","1994","Full Time","Female","","","",""
"32","1994","Part Time","Male","1","","",""
"32","1994","Part Time","Female","1","","",""
"32","1994","Not Working","Male","","","",""
"32","1994","Not Working","Female","","","",""
"34","1994","Full Time","Male","","","",""
"34","1994","Full Time","Female","","","",""
"34","1994","Part Time","Male","","","",""
"34","1994","Part Time","Female","","","",""
"34","1994","Not Working","Male","","","",""
"34","1994","Not Working","Female","","","",""
"35","1994","Full Time","Male","","","",""
"35","1994","Full Time","Female","","","",""
"35","1994","Part Time","Male","","","",""
"35","1994","Part Time","Female","","","",""
"35","1994","Not Working","Male","","","",""
"35","1994","Not Working","Female","","","",""
"36","1994","Full Time","Male","","","",""
"36","1994","Full Time","Female","","","",""
"36","1994","Part Time","Male","","","",""
"36","1994","Part Time","Female","","","",""
"36","1994","Not Working","Male","","","",""
"36","1994","Not Working","Female","","","",""
"37","1994","Full Time","Male","","","",""
"37","1994","Full Time","Female","","","",""
"37","1994","Part Time","Male","","","",""
"37","1994","Part Time","Female","","","",""
"37","1994","Not Working","Male","","","",""
"37","1994","Not Working","Female","","","",""
"38","1994","Full Time","Male","","","",""
"38","1994","Full Time","Female","","","",""
"38","1994","Part Time","Male","","","",""
"38","1994","Part Time","Female","","","",""
"38","1994","Not Working","Male","","","",""
"38","1994","Not Working","Female","1","","",""
"39","1994","Full Time","Male","","","",""
"39","1994","Full Time","Female","","","",""
"39","1994","Part Time","Male","","","",""
"39","1994","Part Time","Female","","","",""
"39","1994","Not Working","Male","","","",""
"39","1994","Not Working","Female","","","",""
"40","1994","Full Time","Male","","","",""
"40","1994","Full Time","Female","","","",""
"40","1994","Part Time","Male","","","",""
"40","1994","Part Time","Female","","","",""
"40","1994","Not Working","Male","","","",""
"40","1994","Not Working","Female","","","",""
"41","1994","Full Time","Male","","","",""
"41","1994","Full Time","Female","","","",""
"41","1994","Part Time","Male","","","",""
"41","1994","Part Time","Female","","","",""
"41","1994","Not Working","Male","1","","",""
"41","1994","Not Working","Female","","","",""
"42","1994","Full Time","Male","","","",""
"42","1994","Full Time","Female","","","",""
"42","1994","Part Time","Male","","","",""
"42","1994","Part Time","Female","","","",""
"42","1994","Not Working","Male","","","",""
"42","1994","Not Working","Female","","","",""
"43","1994","Full Time","Male","","","",""
"43","1994","Full Time","Female","","","",""
"43","1994","Part Time","Male","","","",""
"43","1994","Part Time","Female","","","",""
"43","1994","Not Working","Male","","","",""
"43","1994","Not Working","Female","","","",""
"44","1994","Full Time","Male","","","",""
"44","1994","Full Time","Female","","","",""
"44","1994","Part Time","Male","","","",""
"44","1994","Part Time","Female","","","",""
"44","1994","Not Working","Male","","","",""
"44","1994","Not Working","Female","","","",""
"45","1994","Full Time","Male","","","",""
"45","1994","Full Time","Female","","","",""
"45","1994","Part Time","Male","","","",""
"45","1994","Part Time","Female","","","",""
"45","1994","Not Working","Male","","","",""
"45","1994","Not Working","Female","","","",""
"46","1994","Full Time","Male","","","",""
"46","1994","Full Time","Female","","","",""
"46","1994","Part Time","Male","","","",""
"46","1994","Part Time","Female","","","",""
"46","1994","Not Working","Male","","","",""
"46","1994","Not Working","Female","","","",""
"47","1994","Full Time","Male","","","",""
"47","1994","Full Time","Female","","","",""
"47","1994","Part Time","Male","","","",""
"47","1994","Part Time","Female","","","",""
"47","1994","Not Working","Male","","","",""
"47","1994","Not Working","Female","","","",""
"48","1994","Full Time","Male","","","",""
"48","1994","Full Time","Female","","","",""
"48","1994","Part Time","Male","","","",""
"48","1994","Part Time","Female","","","",""
"48","1994","Not Working","Male","","","",""
"48","1994","Not Working","Female","","","",""
"49","1994","Full Time","Male","","","",""
"49","1994","Full Time","Female","","","",""
"49","1994","Part Time","Male","","","",""
"49","1994","Part Time","Female","","","",""
"49","1994","Not Working","Male","","","",""
"49","1994","Not Working","Female","","","",""
"50","1994","Full Time","Male","","","",""
"50","1994","Full Time","Female","","","",""
"50","1994","Part Time","Male","","","",""
"50","1994","Part Time","Female","","","",""
"50","1994","Not Working","Male","","","",""
"50","1994","Not Working","Female","","","",""
"51","1994","Full Time","Male","","","",""
"51","1994","Full Time","Female","","","",""
"51","1994","Part Time","Male","","","",""
"51","1994","Part Time","Female","","","",""
"51","1994","Not Working","Male","1","","",""
"51","1994","Not Working","Female","","","",""
"52","1994","Full Time","Male","1","","",""
"52","1994","Full Time","Female","","","",""
"52","1994","Part Time","Male","","","",""
"52","1994","Part Time","Female","","","",""
"52","1994","Not Working","Male","","","",""
"52","1994","Not Working","Female","","","",""
"53","1994","Full Time","Male","","","",""
"53","1994","Full Time","Female","","","",""
"53","1994","Part Time","Male","","","",""
"53","1994","Part Time","Female","1","","",""
"53","1994","Not Working","Male","","","",""
"53","1994","Not Working","Female","","","",""
"54","1994","Full Time","Male","","","",""
"54","1994","Full Time","Female","","","",""
"54","1994","Part Time","Male","","","",""
"54","1994","Part Time","Female","","","",""
"54","1994","Not Working","Male","1","","",""
"54","1994","Not Working","Female","","","",""
"55","1994","Full Time","Male","","","",""
"55","1994","Full Time","Female","","","",""
"55","1994","Part Time","Male","","","",""
"55","1994","Part Time","Female","","","",""
"55","1994","Not Working","Male","","","",""
"55","1994","Not Working","Female","","","",""
"56","1994","Full Time","Male","","","",""
"56","1994","Full Time","Female","","","",""
"56","1994","Part Time","Male","","","",""
"56","1994","Part Time","Female","","","",""
"56","1994","Not Working","Male","","","",""
"56","1994","Not Working","Female","","","",""
"59","1994","Full Time","Male","","","",""
"59","1994","Full Time","Female","","","",""
"59","1994","Part Time","Male","","","",""
"59","1994","Part Time","Female","","","",""
"59","1994","Not Working","Male","","","",""
"59","1994","Not Working","Female","","","",""
"60","1994","Full Time","Male","","","",""
"60","1994","Full Time","Female","","","",""
"60","1994","Part Time","Male","","","",""
"60","1994","Part Time","Female","","","",""
"60","1994","Not Working","Male","","","",""
"60","1994","Not Working","Female","","","",""
"61","1994","Full Time","Male","","","",""
"61","1994","Full Time","Female","","","",""
"61","1994","Part Time","Male","","","",""
"61","1994","Part Time","Female","","","",""
"61","1994","Not Working","Male","","","",""
"61","1994","Not Working","Female","","","",""
"64","1994","Full Time","Male","","","",""
"64","1994","Full Time","Female","","","",""
"64","1994","Part Time","Male","","","",""
"64","1994","Part Time","Female","","","",""
"64","1994","Not Working","Male","","","",""
"64","1994","Not Working","Female","","","",""
"65","1994","Full Time","Male","","","",""
"65","1994","Full Time","Female","","","",""
"65","1994","Part Time","Male","","","",""
"65","1994","Part Time","Female","","","",""
"65","1994","Not Working","Male","","","",""
"65","1994","Not Working","Female","","","",""
"66","1994","Full Time","Male","","","",""
"66","1994","Full Time","Female","","","",""
"66","1994","Part Time","Male","","","",""
"66","1994","Part Time","Female","","","",""
"66","1994","Not Working","Male","","","",""
"66","1994","Not Working","Female","","","",""
"67","1994","Full Time","Male","","","",""
"67","1994","Full Time","Female","","","",""
"67","1994","Part Time","Male","","","",""
"67","1994","Part Time","Female","","","",""
"67","1994","Not Working","Male","","","",""
"67","1994","Not Working","Female","","","",""
"68","1994","Full Time","Male","","","",""
"68","1994","Full Time","Female","","","",""
"68","1994","Part Time","Male","","","",""
"68","1994","Part Time","Female","","","",""
"68","1994","Not Working","Male","","","",""
"68","1994","Not Working","Female","","","",""
"71","1994","Full Time","Male","","","",""
"71","1994","Full Time","Female","","","",""
"71","1994","Part Time","Male","","","",""
"71","1994","Part Time","Female","","","",""
"71","1994","Not Working","Male","","","",""
"71","1994","Not Working","Female","","","",""
"72","1994","Full Time","Male","","","",""
"72","1994","Full Time","Female","","","",""
"72","1994","Part Time","Male","","","",""
"72","1994","Part Time","Female","","","",""
"72","1994","Not Working","Male","","","",""
"72","1994","Not Working","Female","","","",""
"73","1994","Full Time","Male","","","",""
"73","1994","Full Time","Female","","","",""
"73","1994","Part Time","Male","","","",""
"73","1994","Part Time","Female","","","",""
"73","1994","Not Working","Male","","","",""
"73","1994","Not Working","Female","","","",""
"74","1994","Full Time","Male","","","",""
"74","1994","Full Time","Female","","","",""
"74","1994","Part Time","Male","","","",""
"74","1994","Part Time","Female","","","",""
"74","1994","Not Working","Male","","","",""
"74","1994","Not Working","Female","","","",""
"75","1994","Full Time","Male","","","",""
"75","1994","Full Time","Female","","","",""
"75","1994","Part Time","Male","","","",""
"75","1994","Part Time","Female","","","",""
"75","1994","Not Working","Male","","","",""
"75","1994","Not Working","Female","","","",""
"76","1994","Full Time","Male","","","",""
"76","1994","Full Time","Female","","","",""
"76","1994","Part Time","Male","","","",""
"76","1994","Part Time","Female","","","",""
"76","1994","Not Working","Male","","","",""
"76","1994","Not Working","Female","","","",""
"77","1994","Full Time","Male","","","",""
"77","1994","Full Time","Female","","","",""
"77","1994","Part Time","Male","","","",""
"77","1994","Part Time","Female","","","",""
"77","1994","Not Working","Male","","","",""
"77","1994","Not Working","Female","","","",""
"78","1994","Full Time","Male","","","",""
"78","1994","Full Time","Female","","","",""
"78","1994","Part Time","Male","","","",""
"78","1994","Part Time","Female","","","",""
"78","1994","Not Working","Male","","","",""
"78","1994","Not Working","Female","","","",""
"79","1994","Full Time","Male","","","",""
"79","1994","Full Time","Female","","","",""
"79","1994","Part Time","Male","","","",""
"79","1994","Part Time","Female","","","",""
"79","1994","Not Working","Male","","","",""
"79","1994","Not Working","Female","","","",""
"80","1994","Full Time","Male","","","",""
"80","1994","Full Time","Female","","","",""
"80","1994","Part Time","Male","","","",""
"80","1994","Part Time","Female","","","",""
"80","1994","Not Working","Male","","","",""
"80","1994","Not Working","Female","","","",""
"81","1994","Full Time","Male","","","",""
"81","1994","Full Time","Female","","","",""
"81","1994","Part Time","Male","","","",""
"81","1994","Part Time","Female","","","",""
"81","1994","Not Working","Male","","","",""
"81","1994","Not Working","Female","","","",""
"82","1994","Full Time","Male","","","",""
"82","1994","Full Time","Female","","","",""
"82","1994","Part Time","Male","","","",""
"82","1994","Part Time","Female","","","",""
"82","1994","Not Working","Male","","","",""
"82","1994","Not Working","Female","","","",""
"83","1994","Full Time","Male","","","",""
"83","1994","Full Time","Female","","","",""
"83","1994","Part Time","Male","","","",""
"83","1994","Part Time","Female","","","",""
"83","1994","Not Working","Male","","","",""
"83","1994","Not Working","Female","","","",""
"84","1994","Full Time","Male","","","",""
"84","1994","Full Time","Female","","","",""
"84","1994","Part Time","Male","","","",""
"84","1994","Part Time","Female","","","",""
"84","1994","Not Working","Male","","","",""
"84","1994","Not Working","Female","","","",""
"85","1994","Full Time","Male","","","",""
"85","1994","Full Time","Female","","","",""
"85","1994","Part Time","Male","","","",""
"85","1994","Part Time","Female","","","",""
"85","1994","Not Working","Male","","","",""
"85","1994","Not Working","Female","","","",""
"86","1994","Full Time","Male","","","",""
"86","1994","Full Time","Female","","","",""
"86","1994","Part Time","Male","","","",""
"86","1994","Part Time","Female","","","",""
"86","1994","Not Working","Male","","","",""
"86","1994","Not Working","Female","","","",""
"89","1994","Full Time","Male","","","",""
"89","1994","Full Time","Female","","","",""
"89","1994","Part Time","Male","","","",""
"89","1994","Part Time","Female","","","",""
"89","1994","Not Working","Male","","","",""
"89","1994","Not Working","Female","","","",""
"90","1994","Full Time","Male","","","",""
"90","1994","Full Time","Female","","","",""
"90","1994","Part Time","Male","","","",""
"90","1994","Part Time","Female","","","",""
"90","1994","Not Working","Male","","","",""
"90","1994","Not Working","Female","","","",""
"92","1994","Full Time","Male","","","",""
"92","1994","Full Time","Female","","","",""
"92","1994","Part Time","Male","","","",""
"92","1994","Part Time","Female","","","",""
"92","1994","Not Working","Male","","","",""
"92","1994","Not Working","Female","","","",""
"94","1994","Full Time","Male","","","",""
"94","1994","Full Time","Female","","","",""
"94","1994","Part Time","Male","","","",""
"94","1994","Part Time","Female","","","",""
"94","1994","Not Working","Male","","","",""
"94","1994","Not Working","Female","","","",""
"95","1994","Full Time","Male","","","",""
"95","1994","Full Time","Female","","","",""
"95","1994","Part Time","Male","","","",""
"95","1994","Part Time","Female","","","",""
"95","1994","Not Working","Male","","","",""
"95","1994","Not Working","Female","","","",""
"96","1994","Full Time","Male","","","",""
"96","1994","Full Time","Female","","","",""
"96","1994","Part Time","Male","","","",""
"96","1994","Part Time","Female","","","",""
"96","1994","Not Working","Male","","","",""
"96","1994","Not Working","Female","","","",""
"97","1994","Full Time","Male","","","",""
"97","1994","Full Time","Female","","","",""
"97","1994","Part Time","Male","","","",""
"97","1994","Part Time","Female","","","",""
"97","1994","Not Working","Male","","","",""
"97","1994","Not Working","Female","","","",""
"98","1994","Full Time","Male","1","","",""
"98","1994","Full Time","Female","","","",""
"98","1994","Part Time","Male","","","",""
"98","1994","Part Time","Female","","","",""
"98","1994","Not Working","Male","","","",""
"98","1994","Not Working","Female","1","","",""
"101","1994","Full Time","Male","","","",""
"101","1994","Full Time","Female","","","",""
"101","1994","Part Time","Male","","","",""
"101","1994","Part Time","Female","","","",""
"101","1994","Not Working","Male","","","",""
"101","1994","Not Working","Female","","","",""
"102","1994","Full Time","Male","","","",""
"102","1994","Full Time","Female","","","",""
"102","1994","Part Time","Male","","","",""
"102","1994","Part Time","Female","","","",""
"102","1994","Not Working","Male","","","",""
"102","1994","Not Working","Female","","","",""
"103","1994","Full Time","Male","","","",""
"103","1994","Full Time","Female","","","",""
"103","1994","Part Time","Male","","","",""
"103","1994","Part Time","Female","","","",""
"103","1994","Not Working","Male","","","",""
"103","1994","Not Working","Female","","","",""
"105","1994","Full Time","Male","","","",""
"105","1994","Full Time","Female","","","",""
"105","1994","Part Time","Male","","","",""
"105","1994","Part Time","Female","","","",""
"105","1994","Not Working","Male","","","",""
"105","1994","Not Working","Female","","","",""
"108","1994","Full Time","Male","","","",""
"108","1994","Full Time","Female","","","",""
"108","1994","Part Time","Male","","","",""
"108","1994","Part Time","Female","","","",""
"108","1994","Not Working","Male","","","",""
"108","1994","Not Working","Female","","","",""
"110","1994","Full Time","Male","","","",""
"110","1994","Full Time","Female","","","",""
"110","1994","Part Time","Male","","","",""
"110","1994","Part Time","Female","","","",""
"110","1994","Not Working","Male","","","",""
"110","1994","Not Working","Female","","","",""
"111","1994","Full Time","Male","","","",""
"111","1994","Full Time","Female","","","",""
"111","1994","Part Time","Male","","","",""
"111","1994","Part Time","Female","","","",""
"111","1994","Not Working","Male","","","",""
"111","1994","Not Working","Female","","","",""
"113","1994","Full Time","Male","","","",""
"113","1994","Full Time","Female","","","",""
"113","1994","Part Time","Male","","","",""
"113","1994","Part Time","Female","","","",""
"113","1994","Not Working","Male","","","",""
"113","1994","Not Working","Female","","","",""
"116","1994","Full Time","Male","","","",""
"116","1994","Full Time","Female","","","",""
"116","1994","Part Time","Male","","","",""
"116","1994","Part Time","Female","","","",""
"116","1994","Not Working","Male","","","",""
"116","1994","Not Working","Female","","","",""
"117","1994","Full Time","Male","","","",""
"117","1994","Full Time","Female","","","",""
"117","1994","Part Time","Male","","","",""
"117","1994","Part Time","Female","","","",""
"117","1994","Not Working","Male","","","",""
"117","1994","Not Working","Female","","","",""
"118","1994","Full Time","Male","","","",""
"118","1994","Full Time","Female","","","",""
"118","1994","Part Time","Male","","","",""
"118","1994","Part Time","Female","","","",""
"118","1994","Not Working","Male","","","",""
"118","1994","Not Working","Female","","","",""
"119","1994","Full Time","Male","","","",""
"119","1994","Full Time","Female","","","",""
"119","1994","Part Time","Male","","","",""
"119","1994","Part Time","Female","","","",""
"119","1994","Not Working","Male","","","",""
"119","1994","Not Working","Female","","","",""
"120","1994","Full Time","Male","","","",""
"120","1994","Full Time","Female","","","",""
"120","1994","Part Time","Male","","","",""
"120","1994","Part Time","Female","","","",""
"120","1994","Not Working","Male","","","",""
"120","1994","Not Working","Female","","","",""
"121","1994","Full Time","Male","","","",""
"121","1994","Full Time","Female","","","",""
"121","1994","Part Time","Male","","","",""
"121","1994","Part Time","Female","","","",""
"121","1994","Not Working","Male","","","",""
"121","1994","Not Working","Female","","","",""
"122","1994","Full Time","Male","","","",""
"122","1994","Full Time","Female","","","",""
"122","1994","Part Time","Male","","","",""
"122","1994","Part Time","Female","","","",""
"122","1994","Not Working","Male","","","",""
"122","1994","Not Working","Female","","","",""
"123","1994","Full Time","Male","","","",""
"123","1994","Full Time","Female","","","",""
"123","1994","Part Time","Male","","","",""
"123","1994","Part Time","Female","","","",""
"123","1994","Not Working","Male","","","",""
"123","1994","Not Working","Female","","","",""
"124","1994","Full Time","Male","","","",""
"124","1994","Full Time","Female","","","",""
"124","1994","Part Time","Male","","","",""
"124","1994","Part Time","Female","","","",""
"124","1994","Not Working","Male","","","",""
"124","1994","Not Working","Female","","","",""
"125","1994","Full Time","Male","","","",""
"125","1994","Full Time","Female","","","",""
"125","1994","Part Time","Male","","","",""
"125","1994","Part Time","Female","","","",""
"125","1994","Not Working","Male","","","",""
"125","1994","Not Working","Female","","","",""
"127","1994","Full Time","Male","","","",""
"127","1994","Full Time","Female","","","",""
"127","1994","Part Time","Male","","","",""
"127","1994","Part Time","Female","","","",""
"127","1994","Not Working","Male","","","",""
"127","1994","Not Working","Female","","","",""
"128","1994","Full Time","Male","","","",""
"128","1994","Full Time","Female","","","",""
"128","1994","Part Time","Male","","","",""
"128","1994","Part Time","Female","","","",""
"128","1994","Not Working","Male","","","",""
"128","1994","Not Working","Female","","","",""
"129","1994","Full Time","Male","","","",""
"129","1994","Full Time","Female","","","",""
"129","1994","Part Time","Male","","","",""
"129","1994","Part Time","Female","","","",""
"129","1994","Not Working","Male","","","",""
"129","1994","Not Working","Female","","","",""
"130","1994","Full Time","Male","","","",""
"130","1994","Full Time","Female","","","",""
"130","1994","Part Time","Male","","","",""
"130","1994","Part Time","Female","","","",""
"130","1994","Not Working","Male","","","",""
"130","1994","Not Working","Female","","","",""
"131","1994","Full Time","Male","","","",""
"131","1994","Full Time","Female","","","",""
"131","1994","Part Time","Male","","","",""
"131","1994","Part Time","Female","","","",""
"131","1994","Not Working","Male","","","",""
"131","1994","Not Working","Female","","","",""
"132","1994","Full Time","Male","","","",""
"132","1994","Full Time","Female","","","",""
"132","1994","Part Time","Male","","","",""
"132","1994","Part Time","Female","","","",""
"132","1994","Not Working","Male","","","",""
"132","1994","Not Working","Female","","","",""
"133","1994","Full Time","Male","","","",""
"133","1994","Full Time","Female","","","",""
"133","1994","Part Time","Male","","","",""
"133","1994","Part Time","Female","","","",""
"133","1994","Not Working","Male","","","",""
"133","1994","Not Working","Female","","","",""
"135","1994","Full Time","Male","","","",""
"135","1994","Full Time","Female","","","",""
"135","1994","Part Time","Male","","","",""
"135","1994","Part Time","Female","","","",""
"135","1994","Not Working","Male","","","",""
"135","1994","Not Working","Female","","","",""
"138","1994","Full Time","Male","","","",""
"138","1994","Full Time","Female","","","",""
"138","1994","Part Time","Male","","","",""
"138","1994","Part Time","Female","","","",""
"138","1994","Not Working","Male","","","",""
"138","1994","Not Working","Female","","","",""
"139","1994","Full Time","Male","","","",""
"139","1994","Full Time","Female","","","",""
"139","1994","Part Time","Male","","","",""
"139","1994","Part Time","Female","","","",""
"139","1994","Not Working","Male","","","",""
"139","1994","Not Working","Female","","","",""
"140","1994","Full Time","Male","","","",""
"140","1994","Full Time","Female","","","",""
"140","1994","Part Time","Male","","","",""
"140","1994","Part Time","Female","","","",""
"140","1994","Not Working","Male","","","",""
"140","1994","Not Working","Female","","","",""
"141","1994","Full Time","Male","","","",""
"141","1994","Full Time","Female","","","",""
"141","1994","Part Time","Male","","","",""
"141","1994","Part Time","Female","","","",""
"141","1994","Not Working","Male","","","",""
"141","1994","Not Working","Female","","","",""
"142","1994","Full Time","Male","","","",""
"142","1994","Full Time","Female","","","",""
"142","1994","Part Time","Male","","","",""
"142","1994","Part Time","Female","","","",""
"142","1994","Not Working","Male","","","",""
"142","1994","Not Working","Female","","","",""
"143","1994","Full Time","Male","","","",""
"143","1994","Full Time","Female","","","",""
"143","1994","Part Time","Male","","","",""
"143","1994","Part Time","Female","","","",""
"143","1994","Not Working","Male","","","",""
"143","1994","Not Working","Female","","","",""
"144","1994","Full Time","Male","","","",""
"144","1994","Full Time","Female","","","",""
"144","1994","Part Time","Male","","","",""
"144","1994","Part Time","Female","","","",""
"144","1994","Not Working","Male","","","",""
"144","1994","Not Working","Female","","","",""
"145","1994","Full Time","Male","","","",""
"145","1994","Full Time","Female","","","",""
"145","1994","Part Time","Male","","","",""
"145","1994","Part Time","Female","","","",""
"145","1994","Not Working","Male","","","",""
"145","1994","Not Working","Female","","","",""
"146","1994","Full Time","Male","","","",""
"146","1994","Full Time","Female","","","",""
"146","1994","Part Time","Male","","","",""
"146","1994","Part Time","Female","","","",""
"146","1994","Not Working","Male","","","",""
"146","1994","Not Working","Female","","","",""
"147","1994","Full Time","Male","","","",""
"147","1994","Full Time","Female","","","",""
"147","1994","Part Time","Male","","","",""
"147","1994","Part Time","Female","","","",""
"147","1994","Not Working","Male","","","",""
"147","1994","Not Working","Female","","","",""
"148","1994","Full Time","Male","","","",""
"148","1994","Full Time","Female","","","",""
"148","1994","Part Time","Male","","","",""
"148","1994","Part Time","Female","","","",""
"148","1994","Not Working","Male","","","",""
"148","1994","Not Working","Female","","","",""
"149","1994","Full Time","Male","","","",""
"149","1994","Full Time","Female","","","",""
"149","1994","Part Time","Male","","","",""
"149","1994","Part Time","Female","","","",""
"149","1994","Not Working","Male","","","",""
"149","1994","Not Working","Female","","","",""
"151","1994","Full Time","Male","","","",""
"151","1994","Full Time","Female","","","",""
"151","1994","Part Time","Male","","","",""
"151","1994","Part Time","Female","","","",""
"151","1994","Not Working","Male","","","",""
"151","1994","Not Working","Female","","","",""
"152","1994","Full Time","Male","","","",""
"152","1994","Full Time","Female","","","",""
"152","1994","Part Time","Male","","","",""
"152","1994","Part Time","Female","","","",""
"152","1994","Not Working","Male","","","",""
"152","1994","Not Working","Female","","","",""
"154","1994","Full Time","Male","","","",""
"154","1994","Full Time","Female","","","",""
"154","1994","Part Time","Male","","","",""
"154","1994","Part Time","Female","","","",""
"154","1994","Not Working","Male","","","",""
"154","1994","Not Working","Female","","","",""
"155","1994","Full Time","Male","","","",""
"155","1994","Full Time","Female","","","",""
"155","1994","Part Time","Male","","","",""
"155","1994","Part Time","Female","","","",""
"155","1994","Not Working","Male","","","",""
"155","1994","Not Working","Female","","","",""
"156","1994","Full Time","Male","","","",""
"156","1994","Full Time","Female","","","",""
"156","1994","Part Time","Male","","","",""
"156","1994","Part Time","Female","","","",""
"156","1994","Not Working","Male","","","",""
"156","1994","Not Working","Female","","","",""
"158","1994","Full Time","Male","","","",""
"158","1994","Full Time","Female","","","",""
"158","1994","Part Time","Male","","","",""
"158","1994","Part Time","Female","","","",""
"158","1994","Not Working","Male","","","",""
"158","1994","Not Working","Female","","","",""
"162","1994","Full Time","Male","","","",""
"162","1994","Full Time","Female","","","",""
"162","1994","Part Time","Male","","","",""
"162","1994","Part Time","Female","","","",""
"162","1994","Not Working","Male","","","",""
"162","1994","Not Working","Female","","","",""
"164","1994","Full Time","Male","","","",""
"164","1994","Full Time","Female","","","",""
"164","1994","Part Time","Male","","","",""
"164","1994","Part Time","Female","","","",""
"164","1994","Not Working","Male","","","",""
"164","1994","Not Working","Female","","","",""
"165","1994","Full Time","Male","","","",""
"165","1994","Full Time","Female","","","",""
"165","1994","Part Time","Male","","","",""
"165","1994","Part Time","Female","","","",""
"165","1994","Not Working","Male","","","",""
"165","1994","Not Working","Female","","","",""
"166","1994","Full Time","Male","","","",""
"166","1994","Full Time","Female","","","",""
"166","1994","Part Time","Male","","","",""
"166","1994","Part Time","Female","","","",""
"166","1994","Not Working","Male","","","",""
"166","1994","Not Working","Female","","","",""
"167","1994","Full Time","Male","","","",""
"167","1994","Full Time","Female","","","",""
"167","1994","Part Time","Male","","","",""
"167","1994","Part Time","Female","","","",""
"167","1994","Not Working","Male","","","",""
"167","1994","Not Working","Female","","","",""
"168","1994","Full Time","Male","","","",""
"168","1994","Full Time","Female","","","",""
"168","1994","Part Time","Male","","","",""
"168","1994","Part Time","Female","","","",""
"168","1994","Not Working","Male","","","",""
"168","1994","Not Working","Female","","","",""
"169","1994","Full Time","Male","","","",""
"169","1994","Full Time","Female","","","",""
"169","1994","Part Time","Male","","","",""
"169","1994","Part Time","Female","","","",""
"169","1994","Not Working","Male","","","",""
"169","1994","Not Working","Female","","","",""
"172","1994","Full Time","Male","","","",""
"172","1994","Full Time","Female","","","",""
"172","1994","Part Time","Male","","","",""
"172","1994","Part Time","Female","","","",""
"172","1994","Not Working","Male","","","",""
"172","1994","Not Working","Female","","","",""
"173","1994","Full Time","Male","","","",""
"173","1994","Full Time","Female","","","",""
"173","1994","Part Time","Male","","","",""
"173","1994","Part Time","Female","","","",""
"173","1994","Not Working","Male","","","",""
"173","1994","Not Working","Female","","","",""
"178","1994","Full Time","Male","","","",""
"178","1994","Full Time","Female","","","",""
"178","1994","Part Time","Male","","","",""
"178","1994","Part Time","Female","","","",""
"178","1994","Not Working","Male","","","",""
