"transab_cat","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Very high transfer dependency","1985","Saxony","inadequately","","","","","4"
"Very high transfer dependency","1985","Saxony","general elemantary","","","","","4"
"Very high transfer dependency","1985","Saxony","middle vocational","","","","","4"
"Very high transfer dependency","1985","Saxony","vocational + Abi","","","","","4"
"Very high transfer dependency","1985","Saxony","higher vocational","","","","","4"
"Very high transfer dependency","1985","Saxony","higher education","","","","","4"
"Very high transfer dependency","1985","Saxony-Anhalt","in school","","","","","4"
"Very high transfer dependency","1985","Saxony-Anhalt","inadequately","","","","","4"
"Very high transfer dependency","1985","Saxony-Anhalt","general elemantary","","","","","4"
"Very high transfer dependency","1985","Saxony-Anhalt","middle vocational","","","","","4"
"Very high transfer dependency","1985","Saxony-Anhalt","vocational + Abi","","","","","4"
"Very high transfer dependency","1985","Saxony-Anhalt","higher vocational","","","","","4"
"Very high transfer dependency","1985","Saxony-Anhalt","higher education","","","","","4"
"Very high transfer dependency","1985","Thuringia","in school","","","","","4"
"Very high transfer dependency","1985","Thuringia","inadequately","","","","","4"
"Very high transfer dependency","1985","Thuringia","general elemantary","","","","","4"
"Very high transfer dependency","1985","Thuringia","middle vocational","","","","","4"
"Very high transfer dependency","1985","Thuringia","vocational + Abi","","","","","4"
"Very high transfer dependency","1985","Thuringia","higher vocational","","","","","4"
"Very high transfer dependency","1985","Thuringia","higher education","","","","","4"
"Very low transfer dependency","1985","Schleswig-Holstein","in school","4","","","","1"
"Very low transfer dependency","1985","Schleswig-Holstein","inadequately","5","","","","1"
"Very low transfer dependency","1985","Schleswig-Holstein","general elemantary","41","0.402618694218573","0.297741459005692","0.507495929431454","1"
"Very low transfer dependency","1985","Schleswig-Holstein","middle vocational","101","0.477138969915034","0.406304118248065","0.547973821582002","1"
"Very low transfer dependency","1985","Schleswig-Holstein","vocational + Abi","5","","","","1"
"Very low transfer dependency","1985","Lower Saxony","middle vocational","277","0.485896274709168","0.44297956787155","0.528812981546786","1"
"Very low transfer dependency","1985","Lower Saxony","vocational + Abi","7","","","","1"
"Very low transfer dependency","1985","Lower Saxony","higher vocational","43","0.566673452152949","0.449751077359053","0.683595826946844","1"
"Very low transfer dependency","1985","Lower Saxony","higher education","46","0.568021958239551","0.452800779269729","0.683243137209373","1"
"Very low transfer dependency","1985","Bremen","in school","","","","","1"
"Very low transfer dependency","1985","Bremen","inadequately","1","","","","1"
"Very low transfer dependency","1985","Bremen","general elemantary","12","","","","1"
"Very low transfer dependency","1985","Bremen","middle vocational","19","","","","1"
"Very low transfer dependency","1985","Bremen","vocational + Abi","1","","","","1"
"Very low transfer dependency","1985","Bremen","higher vocational","","","","","1"
"Very low transfer dependency","1985","North Rhine-Westphalia","in school","49","0.820505066506033","0.723400602223986","0.91760953078808","1"
"Very low transfer dependency","1985","North Rhine-Westphalia","inadequately","144","0.450496646127136","0.388821662700718","0.512171629553554","1"
"Very low transfer dependency","1985","North Rhine-Westphalia","general elemantary","424","0.477733159858065","0.44167087273663","0.5137954469795","1"
"Very low transfer dependency","1985","Rhineland-Palatinate,Saarland","in school","9","","","","1"
"Very low transfer dependency","1985","Rhineland-Palatinate,Saarland","inadequately","39","0.726288559590139","0.603921625282804","0.848655493897474","1"
"Very low transfer dependency","1985","Rhineland-Palatinate,Saarland","general elemantary","133","0.409052316575351","0.348588552745505","0.469516080405196","1"
"Very low transfer dependency","1985","Rhineland-Palatinate,Saarland","middle vocational","164","0.414308612207481","0.362101287669929","0.466515936745033","1"
"Very low transfer dependency","1985","Rhineland-Palatinate,Saarland","vocational + Abi","6","","","","1"
"Very low transfer dependency","1985","Rhineland-Palatinate,Saarland","higher vocational","13","","","","1"
"Very low transfer dependency","1985","Rhineland-Palatinate,Saarland","higher education","22","","","","1"
"Very low transfer dependency","1985","Baden-Württemberg","in school","38","0.957011500626195","0.894925900463508","1.01909710078888","1"
"Very low transfer dependency","1985","Baden-Württemberg","inadequately","161","0.611898159655307","0.549856080626034","0.67394023868458","1"
"Very low transfer dependency","1985","Baden-Württemberg","general elemantary","348","0.461482990665295","0.421223525096285","0.501742456234304","1"
"Very low transfer dependency","1985","Baden-Württemberg","middle vocational","485","0.488309333715054","0.454323428684676","0.522295238745432","1"
"Very low transfer dependency","1985","Baden-Württemberg","vocational + Abi","22","","","","1"
"Very low transfer dependency","1985","Baden-Württemberg","higher vocational","58","0.483521033103088","0.387478097360108","0.579563968846069","1"
"Very low transfer dependency","1985","Baden-Württemberg","higher education","62","0.490137225348543","0.397555647910422","0.582718802786664","1"
"Very low transfer dependency","1985","Bavaria","in school","14","","","","1"
"Very low transfer dependency","1985","Bavaria","inadequately","59","0.591219535786361","0.482120667894149","0.700318403678572","1"
"Very low transfer dependency","1985","Bavaria","general elemantary","286","0.434747486417362","0.392221672889857","0.477273299944867","1"
"Very low transfer dependency","1985","Bavaria","middle vocational","533","0.504759749254962","0.472185521634198","0.537333976875726","1"
"Very low transfer dependency","1985","Bavaria","vocational + Abi","27","","","","1"
"Very low transfer dependency","1985","Bavaria","higher vocational","53","0.393247014997165","0.30473670979279","0.48175732020154","1"
"Very low transfer dependency","1985","Bremen","higher education","1","","","","1"
"Very low transfer dependency","1985","North Rhine-Westphalia","middle vocational","718","0.466857801177492","0.440175460542295","0.49354014181269","1"
"Very low transfer dependency","1985","North Rhine-Westphalia","vocational + Abi","36","0.302805894353474","0.203356949281848","0.402254839425099","1"
"Very low transfer dependency","1985","North Rhine-Westphalia","higher vocational","78","0.503531790180885","0.422150745680506","0.584912834681264","1"
"Very low transfer dependency","1985","North Rhine-Westphalia","higher education","108","0.454556433875423","0.387050217944689","0.522062649806156","1"
"Very low transfer dependency","1985","Hesse","in school","11","","","","1"
"Very low transfer dependency","1985","Hesse","inadequately","67","0.664712921562375","0.565512405006616","0.763913438118134","1"
"Very low transfer dependency","1985","Hesse","general elemantary","167","0.403473252431133","0.349296227873241","0.457650276989026","1"
"Very low transfer dependency","1985","Hesse","middle vocational","244","0.413369110552744","0.37007574280055","0.456662478304938","1"
"Very low transfer dependency","1985","Hesse","vocational + Abi","14","","","","1"
"Very low transfer dependency","1985","Hesse","higher vocational","19","","","","1"
"Very low transfer dependency","1985","Hesse","higher education","43","0.427744327985116","0.322566109403987","0.532922546566244","1"
"Very low transfer dependency","1985","Schleswig-Holstein","higher vocational","14","","","","1"
"Very low transfer dependency","1985","Schleswig-Holstein","higher education","10","","","","1"
"Very low transfer dependency","1985","Hamburg","in school","5","","","","1"
"Very low transfer dependency","1985","Hamburg","inadequately","14","","","","1"
"Very low transfer dependency","1985","Hamburg","general elemantary","26","","","","1"
"Very low transfer dependency","1985","Hamburg","middle vocational","54","0.266666528148399","0.194688640475648","0.33864441582115","1"
"Very low transfer dependency","1985","Hamburg","vocational + Abi","5","","","","1"
"Very low transfer dependency","1985","Hamburg","higher vocational","7","","","","1"
"Very low transfer dependency","1985","Hamburg","higher education","6","","","","1"
"Very low transfer dependency","1985","Lower Saxony","in school","21","","","","1"
"Very low transfer dependency","1985","Lower Saxony","inadequately","31","0.567352986398133","0.424179466241914","0.710526506554353","1"
"Very low transfer dependency","1985","Lower Saxony","general elemantary","146","0.453379021382863","0.396083199957363","0.510674842808363","1"
"Very low transfer dependency","1985","Bavaria","higher education","68","0.409538242867307","0.327493328432822","0.491583157301791","1"
"Very low transfer dependency","1985","Berlin","in school","7","","","","1"
"Very low transfer dependency","1985","Berlin","inadequately","16","","","","1"
"Very low transfer dependency","1985","Berlin","general elemantary","45","0.400184816438356","0.296637726897722","0.50373190597899","1"
"Very low transfer dependency","1985","Berlin","middle vocational","75","0.327310866579076","0.254375705420632","0.40024602773752","1"
"Very low transfer dependency","1985","Berlin","vocational + Abi","3","","","","1"
"Very low transfer dependency","1985","Berlin","higher vocational","10","","","","1"
"Very low transfer dependency","1985","Berlin","higher education","11","","","","1"
"Very low transfer dependency","1985","Brandenburg","in school","","","","","1"
"Very low transfer dependency","1985","Brandenburg","inadequately","","","","","1"
"Very low transfer dependency","1985","Brandenburg","general elemantary","","","","","1"
"Very low transfer dependency","1985","Brandenburg","middle vocational","","","","","1"
"Very low transfer dependency","1985","Brandenburg","vocational + Abi","","","","","1"
"Very low transfer dependency","1985","Brandenburg","higher vocational","","","","","1"
"Very low transfer dependency","1985","Brandenburg","higher education","","","","","1"
"Very low transfer dependency","1985","Mecklenburg-Western Pomerania","in school","","","","","1"
"Very low transfer dependency","1985","Mecklenburg-Western Pomerania","inadequately","","","","","1"
"Very low transfer dependency","1985","Mecklenburg-Western Pomerania","general elemantary","","","","","1"
"Very low transfer dependency","1985","Mecklenburg-Western Pomerania","middle vocational","","","","","1"
"Very low transfer dependency","1985","Mecklenburg-Western Pomerania","vocational + Abi","","","","","1"
"Very low transfer dependency","1985","Mecklenburg-Western Pomerania","higher vocational","","","","","1"
"Very low transfer dependency","1985","Mecklenburg-Western Pomerania","higher education","","","","","1"
"Very low transfer dependency","1985","Saxony","in school","","","","","1"
"Very low transfer dependency","1985","Saxony","inadequately","","","","","1"
"Very low transfer dependency","1985","Saxony","general elemantary","","","","","1"
"Very low transfer dependency","1985","Saxony","middle vocational","","","","","1"
"Very low transfer dependency","1985","Saxony","vocational + Abi","","","","","1"
"Very low transfer dependency","1985","Saxony","higher vocational","","","","","1"
"Very low transfer dependency","1985","Saxony","higher education","","","","","1"
"Very low transfer dependency","1985","Saxony-Anhalt","in school","","","","","1"
"Very low transfer dependency","1985","Saxony-Anhalt","inadequately","","","","","1"
"Very low transfer dependency","1985","Saxony-Anhalt","general elemantary","","","","","1"
"Very low transfer dependency","1985","Saxony-Anhalt","middle vocational","","","","","1"
"Very low transfer dependency","1985","Saxony-Anhalt","vocational + Abi","","","","","1"
"Very low transfer dependency","1985","Saxony-Anhalt","higher vocational","","","","","1"
"Very low transfer dependency","1985","Saxony-Anhalt","higher education","","","","","1"
"Very low transfer dependency","1985","Thuringia","in school","","","","","1"
"Very low transfer dependency","1985","Thuringia","inadequately","","","","","1"
"Very low transfer dependency","1985","Thuringia","general elemantary","","","","","1"
"Very low transfer dependency","1985","Thuringia","middle vocational","","","","","1"
"Very low transfer dependency","1985","Thuringia","vocational + Abi","","","","","1"
"Very low transfer dependency","1985","Thuringia","higher vocational","","","","","1"
"Very low transfer dependency","1985","Thuringia","higher education","","","","","1"
"Complete transfer dependency","1986","Rhineland-Palatinate,Saarland","general elemantary","3","","","","5"
"Complete transfer dependency","1986","Brandenburg","higher vocational","","","","","5"
"Complete transfer dependency","1986","Rhineland-Palatinate,Saarland","inadequately","","","","","5"
"Complete transfer dependency","1986","Brandenburg","vocational + Abi","","","","","5"
"Complete transfer dependency","1986","Hesse","general elemantary","5","","","","5"
"Complete transfer dependency","1986","Hesse","middle vocational","5","","","","5"
"Complete transfer dependency","1986","Hesse","vocational + Abi","","","","","5"
"Complete transfer dependency","1986","Hesse","higher vocational","","","","","5"
"Complete transfer dependency","1986","Hesse","higher education","3","","","","5"
"Complete transfer dependency","1986","Rhineland-Palatinate,Saarland","in school","","","","","5"
"Complete transfer dependency","1986","Rhineland-Palatinate,Saarland","higher vocational","","","","","5"
"Complete transfer dependency","1986","Brandenburg","higher education","","","","","5"
"Complete transfer dependency","1986","Mecklenburg-Western Pomerania","in school","","","","","5"
"Complete transfer dependency","1986","Rhineland-Palatinate,Saarland","middle vocational","","","","","5"
"Complete transfer dependency","1986","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","5"
"Complete transfer dependency","1986","Rhineland-Palatinate,Saarland","higher education","","","","","5"
"Complete transfer dependency","1986","Mecklenburg-Western Pomerania","inadequately","","","","","5"
"Complete transfer dependency","1986","Mecklenburg-Western Pomerania","general elemantary","","","","","5"
"Complete transfer dependency","1986","Mecklenburg-Western Pomerania","middle vocational","","","","","5"
"Complete transfer dependency","1986","Mecklenburg-Western Pomerania","vocational + Abi","","","","","5"
"Complete transfer dependency","1986","Mecklenburg-Western Pomerania","higher vocational","","","","","5"
"Complete transfer dependency","1986","Mecklenburg-Western Pomerania","higher education","","","","","5"
"Complete transfer dependency","1986","Saxony","in school","","","","","5"
"Complete transfer dependency","1986","Schleswig-Holstein","in school","","","","","5"
"Complete transfer dependency","1986","Schleswig-Holstein","inadequately","","","","","5"
"Complete transfer dependency","1986","Schleswig-Holstein","general elemantary","1","","","","5"
"Complete transfer dependency","1986","Schleswig-Holstein","middle vocational","1","","","","5"
"Complete transfer dependency","1986","Schleswig-Holstein","vocational + Abi","","","","","5"
"Complete transfer dependency","1986","Schleswig-Holstein","higher vocational","","","","","5"
"Complete transfer dependency","1986","Schleswig-Holstein","higher education","","","","","5"
"Complete transfer dependency","1986","Hamburg","in school","","","","","5"
"Complete transfer dependency","1986","Lower Saxony","vocational + Abi","1","","","","5"
"Complete transfer dependency","1986","Lower Saxony","higher vocational","","","","","5"
"Complete transfer dependency","1986","Lower Saxony","higher education","","","","","5"
"Complete transfer dependency","1986","Bremen","in school","","","","","5"
"Complete transfer dependency","1986","Bremen","inadequately","1","","","","5"
"Complete transfer dependency","1986","Bremen","general elemantary","1","","","","5"
"Complete transfer dependency","1986","Bremen","middle vocational","","","","","5"
"Complete transfer dependency","1986","Bremen","vocational + Abi","","","","","5"
"Complete transfer dependency","1986","Bremen","higher vocational","","","","","5"
"Complete transfer dependency","1986","Bremen","higher education","","","","","5"
"Complete transfer dependency","1986","North Rhine-Westphalia","in school","","","","","5"
"Complete transfer dependency","1986","North Rhine-Westphalia","inadequately","6","","","","5"
"Complete transfer dependency","1986","North Rhine-Westphalia","general elemantary","9","","","","5"
"Complete transfer dependency","1986","North Rhine-Westphalia","middle vocational","10","","","","5"
"Complete transfer dependency","1986","North Rhine-Westphalia","vocational + Abi","","","","","5"
"Complete transfer dependency","1986","North Rhine-Westphalia","higher vocational","1","","","","5"
"Complete transfer dependency","1986","North Rhine-Westphalia","higher education","1","","","","5"
"Complete transfer dependency","1986","Hesse","in school","","","","","5"
"Complete transfer dependency","1986","Hesse","inadequately","","","","","5"
"Complete transfer dependency","1986","Baden-Württemberg","in school","","","","","5"
"Complete transfer dependency","1986","Baden-Württemberg","inadequately","","","","","5"
"Complete transfer dependency","1986","Baden-Württemberg","general elemantary","2","","","","5"
"Complete transfer dependency","1986","Baden-Württemberg","middle vocational","2","","","","5"
"Complete transfer dependency","1986","Baden-Württemberg","vocational + Abi","","","","","5"
"Complete transfer dependency","1986","Baden-Württemberg","higher vocational","","","","","5"
"Complete transfer dependency","1986","Baden-Württemberg","higher education","","","","","5"
"Complete transfer dependency","1986","Bavaria","in school","","","","","5"
"Complete transfer dependency","1986","Bavaria","inadequately","2","","","","5"
"Complete transfer dependency","1986","Bavaria","general elemantary","3","","","","5"
"Complete transfer dependency","1986","Bavaria","middle vocational","","","","","5"
"Complete transfer dependency","1986","Bavaria","vocational + Abi","","","","","5"
"Complete transfer dependency","1986","Bavaria","higher vocational","1","","","","5"
"Complete transfer dependency","1986","Bavaria","higher education","","","","","5"
"Complete transfer dependency","1986","Berlin","in school","","","","","5"
"Complete transfer dependency","1986","Berlin","inadequately","","","","","5"
"Complete transfer dependency","1986","Berlin","general elemantary","2","","","","5"
"Complete transfer dependency","1986","Berlin","middle vocational","","","","","5"
"Complete transfer dependency","1986","Berlin","vocational + Abi","","","","","5"
"Complete transfer dependency","1986","Berlin","higher vocational","","","","","5"
"Complete transfer dependency","1986","Berlin","higher education","1","","","","5"
"Complete transfer dependency","1986","Brandenburg","in school","","","","","5"
"Complete transfer dependency","1986","Brandenburg","inadequately","","","","","5"
"Complete transfer dependency","1986","Brandenburg","general elemantary","","","","","5"
"Complete transfer dependency","1986","Brandenburg","middle vocational","","","","","5"
"Complete transfer dependency","1986","Hamburg","inadequately","","","","","5"
"Complete transfer dependency","1986","Hamburg","general elemantary","3","","","","5"
"Complete transfer dependency","1986","Hamburg","middle vocational","2","","","","5"
"Complete transfer dependency","1986","Hamburg","vocational + Abi","","","","","5"
"Complete transfer dependency","1986","Hamburg","higher vocational","3","","","","5"
"Complete transfer dependency","1986","Hamburg","higher education","","","","","5"
"Complete transfer dependency","1986","Lower Saxony","in school","","","","","5"
"Complete transfer dependency","1986","Lower Saxony","inadequately","2","","","","5"
"Complete transfer dependency","1986","Lower Saxony","general elemantary","9","","","","5"
"Complete transfer dependency","1986","Lower Saxony","middle vocational","5","","","","5"
"Complete transfer dependency","1986","Saxony","inadequately","","","","","5"
"Complete transfer dependency","1986","Saxony","general elemantary","","","","","5"
"Complete transfer dependency","1986","Saxony","middle vocational","","","","","5"
"Complete transfer dependency","1986","Saxony","vocational + Abi","","","","","5"
"Complete transfer dependency","1986","Saxony","higher vocational","","","","","5"
"Complete transfer dependency","1986","Saxony","higher education","","","","","5"
"Complete transfer dependency","1986","Saxony-Anhalt","in school","","","","","5"
"Complete transfer dependency","1986","Saxony-Anhalt","inadequately","","","","","5"
"Complete transfer dependency","1986","Saxony-Anhalt","general elemantary","","","","","5"
"Complete transfer dependency","1986","Saxony-Anhalt","middle vocational","","","","","5"
"Complete transfer dependency","1986","Saxony-Anhalt","vocational + Abi","","","","","5"
"Complete transfer dependency","1986","Saxony-Anhalt","higher vocational","","","","","5"
"Complete transfer dependency","1986","Saxony-Anhalt","higher education","","","","","5"
"Complete transfer dependency","1986","Thuringia","in school","","","","","5"
"Complete transfer dependency","1986","Thuringia","inadequately","","","","","5"
"Complete transfer dependency","1986","Thuringia","general elemantary","","","","","5"
"Complete transfer dependency","1986","Thuringia","middle vocational","","","","","5"
"Complete transfer dependency","1986","Thuringia","vocational + Abi","","","","","5"
"Complete transfer dependency","1986","Thuringia","higher vocational","","","","","5"
"Complete transfer dependency","1986","Thuringia","higher education","","","","","5"
"High transfer dependency","1986","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","3"
"High transfer dependency","1986","Rhineland-Palatinate,Saarland","general elemantary","4","","","","3"
"High transfer dependency","1986","Rhineland-Palatinate,Saarland","middle vocational","5","","","","3"
"High transfer dependency","1986","Baden-Württemberg","inadequately","6","","","","3"
"High transfer dependency","1986","Baden-Württemberg","general elemantary","6","","","","3"
"High transfer dependency","1986","Baden-Württemberg","higher vocational","","","","","3"
"High transfer dependency","1986","Lower Saxony","middle vocational","4","","","","3"
"High transfer dependency","1986","Lower Saxony","vocational + Abi","","","","","3"
"High transfer dependency","1986","Lower Saxony","higher vocational","","","","","3"
"High transfer dependency","1986","Lower Saxony","higher education","","","","","3"
"High transfer dependency","1986","Bremen","general elemantary","2","","","","3"
"High transfer dependency","1986","Bremen","middle vocational","2","","","","3"
"High transfer dependency","1986","Hesse","higher vocational","","","","","3"
"High transfer dependency","1986","Hesse","higher education","","","","","3"
"High transfer dependency","1986","Rhineland-Palatinate,Saarland","higher vocational","","","","","3"
"High transfer dependency","1986","Rhineland-Palatinate,Saarland","higher education","1","","","","3"
"High transfer dependency","1986","Baden-Württemberg","in school","1","","","","3"
"High transfer dependency","1986","Baden-Württemberg","middle vocational","4","","","","3"
"High transfer dependency","1986","Baden-Württemberg","vocational + Abi","","","","","3"
"High transfer dependency","1986","Lower Saxony","inadequately","3","","","","3"
"High transfer dependency","1986","Lower Saxony","general elemantary","3","","","","3"
"High transfer dependency","1986","Bavaria","vocational + Abi","1","","","","3"
"High transfer dependency","1986","Bavaria","higher vocational","2","","","","3"
"High transfer dependency","1986","Hesse","middle vocational","6","","","","3"
"High transfer dependency","1986","Hesse","vocational + Abi","2","","","","3"
"High transfer dependency","1986","Mecklenburg-Western Pomerania","higher education","","","","","3"
"High transfer dependency","1986","Saxony","in school","","","","","3"
"High transfer dependency","1986","Hamburg","inadequately","","","","","3"
"High transfer dependency","1986","Hamburg","general elemantary","","","","","3"
"High transfer dependency","1986","Hamburg","middle vocational","","","","","3"
"High transfer dependency","1986","Hamburg","vocational + Abi","","","","","3"
"High transfer dependency","1986","Hamburg","higher vocational","","","","","3"
"High transfer dependency","1986","Hamburg","higher education","","","","","3"
"High transfer dependency","1986","Lower Saxony","in school","","","","","3"
"High transfer dependency","1986","Bremen","in school","","","","","3"
"High transfer dependency","1986","Bremen","inadequately","","","","","3"
"High transfer dependency","1986","Rhineland-Palatinate,Saarland","in school","","","","","3"
"High transfer dependency","1986","Rhineland-Palatinate,Saarland","inadequately","1","","","","3"
"High transfer dependency","1986","Baden-Württemberg","higher education","","","","","3"
"High transfer dependency","1986","Bavaria","in school","","","","","3"
"High transfer dependency","1986","Bavaria","inadequately","","","","","3"
"High transfer dependency","1986","Bavaria","general elemantary","9","","","","3"
"High transfer dependency","1986","Bavaria","middle vocational","4","","","","3"
"High transfer dependency","1986","Mecklenburg-Western Pomerania","general elemantary","","","","","3"
"High transfer dependency","1986","Mecklenburg-Western Pomerania","middle vocational","","","","","3"
"High transfer dependency","1986","Mecklenburg-Western Pomerania","vocational + Abi","","","","","3"
"High transfer dependency","1986","Mecklenburg-Western Pomerania","higher vocational","","","","","3"
"High transfer dependency","1986","Saxony","inadequately","","","","","3"
"High transfer dependency","1986","Saxony","general elemantary","","","","","3"
"High transfer dependency","1986","Schleswig-Holstein","in school","","","","","3"
"High transfer dependency","1986","Schleswig-Holstein","inadequately","","","","","3"
"High transfer dependency","1986","Schleswig-Holstein","general elemantary","","","","","3"
"High transfer dependency","1986","Schleswig-Holstein","middle vocational","1","","","","3"
"High transfer dependency","1986","Schleswig-Holstein","vocational + Abi","","","","","3"
"High transfer dependency","1986","Schleswig-Holstein","higher vocational","","","","","3"
"High transfer dependency","1986","Schleswig-Holstein","higher education","","","","","3"
"High transfer dependency","1986","Hamburg","in school","","","","","3"
"High transfer dependency","1986","Bremen","vocational + Abi","1","","","","3"
"High transfer dependency","1986","Bremen","higher vocational","","","","","3"
"High transfer dependency","1986","Bremen","higher education","","","","","3"
"High transfer dependency","1986","North Rhine-Westphalia","in school","1","","","","3"
"High transfer dependency","1986","North Rhine-Westphalia","inadequately","3","","","","3"
"High transfer dependency","1986","North Rhine-Westphalia","general elemantary","14","","","","3"
"High transfer dependency","1986","North Rhine-Westphalia","middle vocational","18","","","","3"
"High transfer dependency","1986","North Rhine-Westphalia","vocational + Abi","2","","","","3"
"High transfer dependency","1986","North Rhine-Westphalia","higher vocational","2","","","","3"
"High transfer dependency","1986","North Rhine-Westphalia","higher education","1","","","","3"
"High transfer dependency","1986","Hesse","in school","","","","","3"
"High transfer dependency","1986","Hesse","inadequately","1","","","","3"
"High transfer dependency","1986","Hesse","general elemantary","2","","","","3"
"High transfer dependency","1986","Bavaria","higher education","1","","","","3"
"High transfer dependency","1986","Berlin","in school","","","","","3"
"High transfer dependency","1986","Berlin","inadequately","2","","","","3"
"High transfer dependency","1986","Berlin","general elemantary","2","","","","3"
"High transfer dependency","1986","Berlin","higher vocational","","","","","3"
"High transfer dependency","1986","Berlin","higher education","","","","","3"
"High transfer dependency","1986","Brandenburg","in school","","","","","3"
"High transfer dependency","1986","Brandenburg","inadequately","","","","","3"
"High transfer dependency","1986","Brandenburg","general elemantary","","","","","3"
"High transfer dependency","1986","Brandenburg","middle vocational","","","","","3"
"High transfer dependency","1986","Brandenburg","vocational + Abi","","","","","3"
"High transfer dependency","1986","Brandenburg","higher vocational","","","","","3"
"High transfer dependency","1986","Brandenburg","higher education","","","","","3"
"High transfer dependency","1986","Mecklenburg-Western Pomerania","in school","","","","","3"
"High transfer dependency","1986","Mecklenburg-Western Pomerania","inadequately","","","","","3"
"High transfer dependency","1986","Saxony","middle vocational","","","","","3"
"High transfer dependency","1986","Saxony","vocational + Abi","","","","","3"
"High transfer dependency","1986","Saxony","higher vocational","","","","","3"
"High transfer dependency","1986","Saxony","higher education","","","","","3"
"High transfer dependency","1986","Saxony-Anhalt","in school","","","","","3"
"High transfer dependency","1986","Berlin","middle vocational","3","","","","3"
"High transfer dependency","1986","Berlin","vocational + Abi","1","","","","3"
"High transfer dependency","1986","Saxony-Anhalt","inadequately","","","","","3"
"High transfer dependency","1986","Saxony-Anhalt","general elemantary","","","","","3"
"High transfer dependency","1986","Saxony-Anhalt","middle vocational","","","","","3"
"High transfer dependency","1986","Saxony-Anhalt","vocational + Abi","","","","","3"
"High transfer dependency","1986","Saxony-Anhalt","higher vocational","","","","","3"
"High transfer dependency","1986","Saxony-Anhalt","higher education","","","","","3"
"High transfer dependency","1986","Thuringia","in school","","","","","3"
"High transfer dependency","1986","Thuringia","inadequately","","","","","3"
"High transfer dependency","1986","Thuringia","general elemantary","","","","","3"
"High transfer dependency","1986","Thuringia","middle vocational","","","","","3"
"High transfer dependency","1986","Thuringia","vocational + Abi","","","","","3"
"High transfer dependency","1986","Thuringia","higher vocational","","","","","3"
"High transfer dependency","1986","Thuringia","higher education","","","","","3"
"Low transfer dependency","1986","Bremen","in school","","","","","2"
"Low transfer dependency","1986","Bremen","middle vocational","3","","","","2"
"Low transfer dependency","1986","Bremen","inadequately","1","","","","2"
"Low transfer dependency","1986","Bremen","general elemantary","2","","","","2"
"Low transfer dependency","1986","Baden-Württemberg","in school","","","","","2"
"Low transfer dependency","1986","Baden-Württemberg","inadequately","15","","","","2"
"Low transfer dependency","1986","Baden-Württemberg","middle vocational","13","","","","2"
"Low transfer dependency","1986","Lower Saxony","higher vocational","","","","","2"
"Low transfer dependency","1986","Lower Saxony","higher education","1","","","","2"
"Low transfer dependency","1986","Bremen","vocational + Abi","","","","","2"
"Low transfer dependency","1986","Baden-Württemberg","general elemantary","22","","","","2"
"Low transfer dependency","1986","Baden-Württemberg","vocational + Abi","4","","","","2"
"Low transfer dependency","1986","Bremen","higher vocational","","","","","2"
"Low transfer dependency","1986","Bremen","higher education","","","","","2"
"Low transfer dependency","1986","North Rhine-Westphalia","in school","2","","","","2"
"Low transfer dependency","1986","Rhineland-Palatinate,Saarland","higher education","1","","","","2"
"Low transfer dependency","1986","Baden-Württemberg","higher vocational","4","","","","2"
"Low transfer dependency","1986","Baden-Württemberg","higher education","1","","","","2"
"Low transfer dependency","1986","Bavaria","in school","","","","","2"
"Low transfer dependency","1986","Bavaria","inadequately","2","","","","2"
"Low transfer dependency","1986","North Rhine-Westphalia","inadequately","13","","","","2"
"Low transfer dependency","1986","Bavaria","general elemantary","9","","","","2"
"Low transfer dependency","1986","Bavaria","middle vocational","25","","","","2"
"Low transfer dependency","1986","Bavaria","vocational + Abi","1","","","","2"
"Low transfer dependency","1986","Hamburg","in school","","","","","2"
"Low transfer dependency","1986","Hamburg","inadequately","4","","","","2"
"Low transfer dependency","1986","Hamburg","general elemantary","2","","","","2"
"Low transfer dependency","1986","Hamburg","middle vocational","1","","","","2"
"Low transfer dependency","1986","Hamburg","vocational + Abi","1","","","","2"
"Low transfer dependency","1986","Hamburg","higher vocational","","","","","2"
"Low transfer dependency","1986","Hamburg","higher education","1","","","","2"
"Low transfer dependency","1986","Lower Saxony","in school","1","","","","2"
"Low transfer dependency","1986","Lower Saxony","inadequately","4","","","","2"
"Low transfer dependency","1986","Lower Saxony","general elemantary","14","","","","2"
"Low transfer dependency","1986","Lower Saxony","middle vocational","24","","","","2"
"Low transfer dependency","1986","Lower Saxony","vocational + Abi","2","","","","2"
"Low transfer dependency","1986","Rhineland-Palatinate,Saarland","in school","","","","","2"
"Low transfer dependency","1986","Rhineland-Palatinate,Saarland","inadequately","","","","","2"
"Low transfer dependency","1986","Rhineland-Palatinate,Saarland","general elemantary","7","","","","2"
"Low transfer dependency","1986","Rhineland-Palatinate,Saarland","middle vocational","4","","","","2"
"Low transfer dependency","1986","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","2"
"Low transfer dependency","1986","Rhineland-Palatinate,Saarland","higher vocational","","","","","2"
"Low transfer dependency","1986","Bavaria","higher vocational","1","","","","2"
"Low transfer dependency","1986","Bavaria","higher education","1","","","","2"
"Low transfer dependency","1986","Berlin","in school","","","","","2"
