"transab_cat","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"No transfer dependency","1990","Thuringia","Female","","","",""
"Very low transfer dependency","1990","Schleswig-Holstein","Male","72","0.486947071817273","0.400357603928107","0.573536539706439"
"Very low transfer dependency","1990","Schleswig-Holstein","Female","71","0.472626196160735","0.389629871221821","0.55562252109965"
"Very low transfer dependency","1990","Hamburg","Male","26","","",""
"Very low transfer dependency","1990","Hamburg","Female","33","0.269677172697921","0.174772416279558","0.364581929116285"
"Very low transfer dependency","1990","Lower Saxony","Male","218","0.421120947114882","0.375653943981493","0.466587950248271"
"Very low transfer dependency","1990","Lower Saxony","Female","220","0.413139305940719","0.368336535503419","0.457942076378019"
"Very low transfer dependency","1990","Bremen","Male","17","","",""
"Very low transfer dependency","1990","Bremen","Female","17","","",""
"Very low transfer dependency","1990","North Rhine-Westphalia","Male","644","0.458878472978724","0.430422614403321","0.487334331554127"
"Very low transfer dependency","1990","North Rhine-Westphalia","Female","622","0.408050172916796","0.38043790783438","0.435662437999212"
"Very low transfer dependency","1990","Hesse","Male","229","0.385969276473311","0.341335728595816","0.430602824350806"
"Very low transfer dependency","1990","Hesse","Female","238","0.36811938250883","0.324330184418876","0.411908580598785"
"Very low transfer dependency","1990","Rhineland-Palatinate,Saarland","Male","151","0.417642005068092","0.362294853048036","0.472989157088147"
"Very low transfer dependency","1990","Rhineland-Palatinate,Saarland","Female","158","0.37820906326368","0.325648213933422","0.430769912593939"
"Very low transfer dependency","1990","Baden-Württemberg","Male","446","0.44686778492443","0.413266638651925","0.480468931196935"
"Very low transfer dependency","1990","Baden-Württemberg","Female","441","0.403369580826075","0.370115172873616","0.436623988778534"
"Very low transfer dependency","1990","Bavaria","Male","350","0.4003424396864","0.364823754981221","0.43586112439158"
"Very low transfer dependency","1990","Bavaria","Female","354","0.36340171245177","0.32936272546702","0.39744069943652"
"Very low transfer dependency","1990","Berlin","Male","73","0.340824647533862","0.265473082971726","0.416176212095998"
"Very low transfer dependency","1990","Berlin","Female","90","0.38699802754788","0.31399592852118","0.460000126574579"
"Very low transfer dependency","1990","Brandenburg","Male","","","",""
"Very low transfer dependency","1990","Brandenburg","Female","","","",""
"Very low transfer dependency","1990","Mecklenburg-Western Pomerania","Male","","","",""
"Very low transfer dependency","1990","Mecklenburg-Western Pomerania","Female","","","",""
"Very low transfer dependency","1990","Saxony","Male","","","",""
"Very low transfer dependency","1990","Saxony","Female","","","",""
"Very low transfer dependency","1990","Saxony-Anhalt","Male","","","",""
"Very low transfer dependency","1990","Saxony-Anhalt","Female","","","",""
"Very low transfer dependency","1990","Thuringia","Male","","","",""
"Very low transfer dependency","1990","Thuringia","Female","","","",""
"Low transfer dependency","1990","Schleswig-Holstein","Male","","","",""
"Low transfer dependency","1990","Schleswig-Holstein","Female","2","","",""
"Low transfer dependency","1990","Hamburg","Male","4","","",""
"Low transfer dependency","1990","Hamburg","Female","3","","",""
"Low transfer dependency","1990","Lower Saxony","Male","19","","",""
"Low transfer dependency","1990","Lower Saxony","Female","18","","",""
"Low transfer dependency","1990","Bremen","Male","3","","",""
"Low transfer dependency","1990","Bremen","Female","3","","",""
"Low transfer dependency","1990","North Rhine-Westphalia","Male","39","0.0276906181398222","0.0183205228118342","0.0370607134678102"
"Low transfer dependency","1990","North Rhine-Westphalia","Female","41","0.0274737975763739","0.0182902008503566","0.0366573943023911"
"Low transfer dependency","1990","Hesse","Male","12","","",""
"Low transfer dependency","1990","Hesse","Female","14","","",""
"Low transfer dependency","1990","Rhineland-Palatinate,Saarland","Male","7","","",""
"Low transfer dependency","1990","Rhineland-Palatinate,Saarland","Female","8","","",""
"Low transfer dependency","1990","Baden-Württemberg","Male","6","","",""
"Low transfer dependency","1990","Baden-Württemberg","Female","12","","",""
"Low transfer dependency","1990","Bavaria","Male","23","","",""
"Low transfer dependency","1990","Bavaria","Female","25","","",""
"Low transfer dependency","1990","Berlin","Male","5","","",""
"Low transfer dependency","1990","Berlin","Female","3","","",""
"Low transfer dependency","1990","Brandenburg","Male","","","",""
"Low transfer dependency","1990","Brandenburg","Female","","","",""
"Low transfer dependency","1990","Mecklenburg-Western Pomerania","Male","","","",""
"Low transfer dependency","1990","Mecklenburg-Western Pomerania","Female","","","",""
"Low transfer dependency","1990","Saxony","Male","","","",""
"Low transfer dependency","1990","Saxony","Female","","","",""
"Low transfer dependency","1990","Saxony-Anhalt","Male","","","",""
"Low transfer dependency","1990","Saxony-Anhalt","Female","","","",""
"Low transfer dependency","1990","Thuringia","Male","","","",""
"Low transfer dependency","1990","Thuringia","Female","","","",""
"High transfer dependency","1990","Schleswig-Holstein","Male","4","","",""
"High transfer dependency","1990","Schleswig-Holstein","Female","2","","",""
"High transfer dependency","1990","Hamburg","Male","1","","",""
"High transfer dependency","1990","Hamburg","Female","1","","",""
"High transfer dependency","1990","Lower Saxony","Male","3","","",""
"High transfer dependency","1990","Lower Saxony","Female","6","","",""
"High transfer dependency","1990","Bremen","Male","1","","",""
"High transfer dependency","1990","Bremen","Female","1","","",""
"High transfer dependency","1990","North Rhine-Westphalia","Male","21","","",""
"High transfer dependency","1990","North Rhine-Westphalia","Female","23","","",""
"High transfer dependency","1990","Hesse","Male","3","","",""
"High transfer dependency","1990","Hesse","Female","2","","",""
"High transfer dependency","1990","Rhineland-Palatinate,Saarland","Male","3","","",""
"High transfer dependency","1990","Rhineland-Palatinate,Saarland","Female","6","","",""
"High transfer dependency","1990","Baden-Württemberg","Male","5","","",""
"High transfer dependency","1990","Baden-Württemberg","Female","7","","",""
"High transfer dependency","1990","Bavaria","Male","1","","",""
"High transfer dependency","1990","Bavaria","Female","4","","",""
"High transfer dependency","1990","Berlin","Male","3","","",""
"High transfer dependency","1990","Berlin","Female","2","","",""
"High transfer dependency","1990","Brandenburg","Male","","","",""
"High transfer dependency","1990","Brandenburg","Female","","","",""
"High transfer dependency","1990","Mecklenburg-Western Pomerania","Male","","","",""
"High transfer dependency","1990","Mecklenburg-Western Pomerania","Female","","","",""
"High transfer dependency","1990","Saxony","Male","","","",""
"High transfer dependency","1990","Saxony","Female","","","",""
"High transfer dependency","1990","Saxony-Anhalt","Male","","","",""
"High transfer dependency","1990","Saxony-Anhalt","Female","","","",""
"High transfer dependency","1990","Thuringia","Male","","","",""
"High transfer dependency","1990","Thuringia","Female","","","",""
"Very high transfer dependency","1990","Schleswig-Holstein","Male","1","","",""
"Very high transfer dependency","1990","Schleswig-Holstein","Female","2","","",""
"Very high transfer dependency","1990","Hamburg","Male","2","","",""
"Very high transfer dependency","1990","Hamburg","Female","1","","",""
"Very high transfer dependency","1990","Lower Saxony","Male","3","","",""
"Very high transfer dependency","1990","Lower Saxony","Female","3","","",""
"Very high transfer dependency","1990","Bremen","Male","3","","",""
"Very high transfer dependency","1990","Bremen","Female","2","","",""
"Very high transfer dependency","1990","North Rhine-Westphalia","Male","7","","",""
"Very high transfer dependency","1990","North Rhine-Westphalia","Female","10","","",""
"Very high transfer dependency","1990","Hesse","Male","1","","",""
"Very high transfer dependency","1990","Hesse","Female","1","","",""
"Very high transfer dependency","1990","Rhineland-Palatinate,Saarland","Male","1","","",""
"Very high transfer dependency","1990","Rhineland-Palatinate,Saarland","Female","1","","",""
"Very high transfer dependency","1990","Baden-Württemberg","Male","3","","",""
"Very high transfer dependency","1990","Baden-Württemberg","Female","1","","",""
"Very high transfer dependency","1990","Bavaria","Male","1","","",""
"Very high transfer dependency","1990","Bavaria","Female","","","",""
"Very high transfer dependency","1990","Berlin","Male","2","","",""
"Very high transfer dependency","1990","Berlin","Female","2","","",""
"Very high transfer dependency","1990","Brandenburg","Male","","","",""
"Very high transfer dependency","1990","Brandenburg","Female","","","",""
"Very high transfer dependency","1990","Mecklenburg-Western Pomerania","Male","","","",""
"Very high transfer dependency","1990","Mecklenburg-Western Pomerania","Female","","","",""
"Very high transfer dependency","1990","Saxony","Male","","","",""
"Very high transfer dependency","1990","Saxony","Female","","","",""
"Very high transfer dependency","1990","Saxony-Anhalt","Male","","","",""
"Very high transfer dependency","1990","Saxony-Anhalt","Female","","","",""
"Very high transfer dependency","1990","Thuringia","Male","","","",""
"Very high transfer dependency","1990","Thuringia","Female","","","",""
"Complete transfer dependency","1990","Schleswig-Holstein","Male","","","",""
"Complete transfer dependency","1990","Schleswig-Holstein","Female","1","","",""
"Complete transfer dependency","1990","Hamburg","Male","","","",""
"Complete transfer dependency","1990","Hamburg","Female","1","","",""
"Complete transfer dependency","1990","Lower Saxony","Male","5","","",""
"Complete transfer dependency","1990","Lower Saxony","Female","6","","",""
"Complete transfer dependency","1990","Bremen","Male","","","",""
"Complete transfer dependency","1990","Bremen","Female","","","",""
"Complete transfer dependency","1990","North Rhine-Westphalia","Male","9","","",""
"Complete transfer dependency","1990","North Rhine-Westphalia","Female","12","","",""
"Complete transfer dependency","1990","Hesse","Male","2","","",""
"Complete transfer dependency","1990","Hesse","Female","","","",""
"Complete transfer dependency","1990","Rhineland-Palatinate,Saarland","Male","2","","",""
"Complete transfer dependency","1990","Rhineland-Palatinate,Saarland","Female","2","","",""
"Complete transfer dependency","1990","Baden-Württemberg","Male","1","","",""
"Complete transfer dependency","1990","Baden-Württemberg","Female","3","","",""
"Complete transfer dependency","1990","Bavaria","Male","2","","",""
"Complete transfer dependency","1990","Bavaria","Female","3","","",""
"Complete transfer dependency","1990","Berlin","Male","2","","",""
"Complete transfer dependency","1990","Berlin","Female","2","","",""
"Complete transfer dependency","1990","Brandenburg","Male","","","",""
"Complete transfer dependency","1990","Brandenburg","Female","","","",""
"Complete transfer dependency","1990","Mecklenburg-Western Pomerania","Male","","","",""
"Complete transfer dependency","1990","Mecklenburg-Western Pomerania","Female","","","",""
"Complete transfer dependency","1990","Saxony","Male","","","",""
"Complete transfer dependency","1990","Saxony","Female","","","",""
"Complete transfer dependency","1990","Saxony-Anhalt","Male","","","",""
"Complete transfer dependency","1990","Saxony-Anhalt","Female","","","",""
"Complete transfer dependency","1990","Thuringia","Male","","","",""
"Complete transfer dependency","1990","Thuringia","Female","","","",""
"No transfer dependency","1991","Schleswig-Holstein","Male","58","0.477999575020182","0.394959090515916","0.561040059524448"
"No transfer dependency","1991","Schleswig-Holstein","Female","61","0.44204112916183","0.36092648298398","0.52315577533968"
"No transfer dependency","1991","Hamburg","Male","40","0.714804187067786","0.611932148143486","0.817676225992086"
"No transfer dependency","1991","Hamburg","Female","48","0.714730853679501","0.61639673088602","0.813064976472983"
"No transfer dependency","1991","Lower Saxony","Male","203","0.53938385836031","0.492968171956424","0.585799544764196"
"No transfer dependency","1991","Lower Saxony","Female","217","0.538744322509201","0.493532515368474","0.583956129649927"
"No transfer dependency","1991","Bremen","Male","25","","",""
"No transfer dependency","1991","Bremen","Female","33","0.747103188727978","0.62283466651378","0.871371710942177"
"No transfer dependency","1991","North Rhine-Westphalia","Male","473","0.507759111273472","0.47878882515292","0.536729397394023"
"No transfer dependency","1991","North Rhine-Westphalia","Female","534","0.562064471539471","0.534063532632731","0.590065410446211"
"No transfer dependency","1991","Hesse","Male","203","0.571589226507873","0.525663834631812","0.617514618383933"
"No transfer dependency","1991","Hesse","Female","201","0.582878177746788","0.537269731829024","0.628486623664551"
"No transfer dependency","1991","Rhineland-Palatinate,Saarland","Male","134","0.515486481952055","0.4586494414678","0.572323522436311"
"No transfer dependency","1991","Rhineland-Palatinate,Saarland","Female","153","0.573748775612848","0.519817519509805","0.62768003171589"
"No transfer dependency","1991","Baden-Württemberg","Male","382","0.551704372069407","0.518012834862696","0.585395909276119"
"No transfer dependency","1991","Baden-Württemberg","Female","394","0.58489043630749","0.551529002199876","0.618251870415105"
"No transfer dependency","1991","Bavaria","Male","389","0.595442041520991","0.560198456685615","0.630685626356366"
"No transfer dependency","1991","Bavaria","Female","389","0.587484309481081","0.552415701820036","0.622552917142127"
"No transfer dependency","1991","Berlin","Male","68","0.625818969538927","0.547857058137265","0.703780880940589"
"No transfer dependency","1991","Berlin","Female","76","0.627565969137404","0.55489214700437","0.700239791270438"
"No transfer dependency","1991","Brandenburg","Male","","","",""
"No transfer dependency","1991","Brandenburg","Female","","","",""
"No transfer dependency","1991","Mecklenburg-Western Pomerania","Male","","","",""
"No transfer dependency","1991","Mecklenburg-Western Pomerania","Female","","","",""
"No transfer dependency","1991","Saxony","Male","","","",""
"No transfer dependency","1991","Saxony","Female","","","",""
"No transfer dependency","1991","Saxony-Anhalt","Male","","","",""
"No transfer dependency","1991","Saxony-Anhalt","Female","","","",""
"No transfer dependency","1991","Thuringia","Male","","","",""
"No transfer dependency","1991","Thuringia","Female","","","",""
"Very low transfer dependency","1991","Schleswig-Holstein","Male","70","0.477205404311388","0.39417083979202","0.560239968830756"
"Very low transfer dependency","1991","Schleswig-Holstein","Female","68","0.486667481600762","0.405031353695036","0.568303609506488"
"Very low transfer dependency","1991","Hamburg","Male","29","","",""
"Very low transfer dependency","1991","Hamburg","Female","29","","",""
"Very low transfer dependency","1991","Lower Saxony","Male","208","0.404003435482747","0.358309282098259","0.449697588867236"
"Very low transfer dependency","1991","Lower Saxony","Female","215","0.386647530222635","0.342480079809994","0.430814980635276"
"Very low transfer dependency","1991","Bremen","Male","11","","",""
"Very low transfer dependency","1991","Bremen","Female","10","","",""
"Very low transfer dependency","1991","North Rhine-Westphalia","Male","592","0.430298285181673","0.40160741966393","0.458989150699417"
"Very low transfer dependency","1991","North Rhine-Westphalia","Female","590","0.377980786110188","0.350614793893529","0.405346778326848"
"Very low transfer dependency","1991","Hesse","Male","220","0.389028912162352","0.343782730938652","0.434275093386052"
"Very low transfer dependency","1991","Hesse","Female","223","0.381033428050032","0.336113396043358","0.425953460056705"
"Very low transfer dependency","1991","Rhineland-Palatinate,Saarland","Male","150","0.424787557137017","0.368570268485811","0.481004845788223"
"Very low transfer dependency","1991","Rhineland-Palatinate,Saarland","Female","156","0.380586599411451","0.32763685421726","0.433536344605641"
"Very low transfer dependency","1991","Baden-Württemberg","Male","437","0.437665915866634","0.40405704445611","0.471274787277158"
"Very low transfer dependency","1991","Baden-Württemberg","Female","418","0.379186519496935","0.346336691817814","0.412036347176057"
"Very low transfer dependency","1991","Bavaria","Male","333","0.377139753797567","0.342336774930462","0.411942732664673"
"Very low transfer dependency","1991","Bavaria","Female","335","0.365559472610239","0.331253113368254","0.399865831852223"
"Very low transfer dependency","1991","Berlin","Male","70","0.324699461793952","0.249258613074442","0.400140310513463"
"Very low transfer dependency","1991","Berlin","Female","79","0.325503323910388","0.255067880796089","0.395938767024686"
"Very low transfer dependency","1991","Brandenburg","Male","","","",""
"Very low transfer dependency","1991","Brandenburg","Female","","","",""
"Very low transfer dependency","1991","Mecklenburg-Western Pomerania","Male","","","",""
"Very low transfer dependency","1991","Mecklenburg-Western Pomerania","Female","","","",""
"Very low transfer dependency","1991","Saxony","Male","","","",""
"Very low transfer dependency","1991","Saxony","Female","","","",""
"Very low transfer dependency","1991","Saxony-Anhalt","Male","","","",""
"Very low transfer dependency","1991","Saxony-Anhalt","Female","","","",""
"Very low transfer dependency","1991","Thuringia","Male","","","",""
"Very low transfer dependency","1991","Thuringia","Female","","","",""
"Low transfer dependency","1991","Schleswig-Holstein","Male","9","","",""
"Low transfer dependency","1991","Schleswig-Holstein","Female","10","","",""
"Low transfer dependency","1991","Hamburg","Male","3","","",""
"Low transfer dependency","1991","Hamburg","Female","1","","",""
"Low transfer dependency","1991","Lower Saxony","Male","19","","",""
"Low transfer dependency","1991","Lower Saxony","Female","20","","",""
"Low transfer dependency","1991","Bremen","Male","","","",""
"Low transfer dependency","1991","Bremen","Female","2","","",""
"Low transfer dependency","1991","North Rhine-Westphalia","Male","49","0.0386085500505501","0.0274443669018429","0.0497727331992572"
"Low transfer dependency","1991","North Rhine-Westphalia","Female","50","0.0364404211703454","0.0258648113953878","0.0470160309453031"
"Low transfer dependency","1991","Hesse","Male","15","","",""
"Low transfer dependency","1991","Hesse","Female","18","","",""
"Low transfer dependency","1991","Rhineland-Palatinate,Saarland","Male","8","","",""
"Low transfer dependency","1991","Rhineland-Palatinate,Saarland","Female","5","","",""
"Low transfer dependency","1991","Baden-Württemberg","Male","10","","",""
"Low transfer dependency","1991","Baden-Württemberg","Female","14","","",""
"Low transfer dependency","1991","Bavaria","Male","14","","",""
"Low transfer dependency","1991","Bavaria","Female","16","","",""
"Low transfer dependency","1991","Berlin","Male","6","","",""
"Low transfer dependency","1991","Berlin","Female","11","","",""
"Low transfer dependency","1991","Brandenburg","Male","","","",""
"Low transfer dependency","1991","Brandenburg","Female","","","",""
"Low transfer dependency","1991","Mecklenburg-Western Pomerania","Male","","","",""
"Low transfer dependency","1991","Mecklenburg-Western Pomerania","Female","","","",""
"Low transfer dependency","1991","Saxony","Male","","","",""
"Low transfer dependency","1991","Saxony","Female","","","",""
"Low transfer dependency","1991","Saxony-Anhalt","Male","","","",""
"Low transfer dependency","1991","Saxony-Anhalt","Female","","","",""
"Low transfer dependency","1991","Thuringia","Male","","","",""
"Low transfer dependency","1991","Thuringia","Female","","","",""
"High transfer dependency","1991","Schleswig-Holstein","Male","1","","",""
"High transfer dependency","1991","Schleswig-Holstein","Female","1","","",""
"High transfer dependency","1991","Hamburg","Male","1","","",""
"High transfer dependency","1991","Hamburg","Female","1","","",""
"High transfer dependency","1991","Lower Saxony","Male","3","","",""
"High transfer dependency","1991","Lower Saxony","Female","6","","",""
"High transfer dependency","1991","Bremen","Male","3","","",""
"High transfer dependency","1991","Bremen","Female","2","","",""
"High transfer dependency","1991","North Rhine-Westphalia","Male","13","","",""
"High transfer dependency","1991","North Rhine-Westphalia","Female","14","","",""
"High transfer dependency","1991","Hesse","Male","2","","",""
"High transfer dependency","1991","Hesse","Female","3","","",""
"High transfer dependency","1991","Rhineland-Palatinate,Saarland","Male","2","","",""
"High transfer dependency","1991","Rhineland-Palatinate,Saarland","Female","4","","",""
"High transfer dependency","1991","Baden-Württemberg","Male","6","","",""
"High transfer dependency","1991","Baden-Württemberg","Female","9","","",""
"High transfer dependency","1991","Bavaria","Male","5","","",""
"High transfer dependency","1991","Bavaria","Female","13","","",""
"High transfer dependency","1991","Berlin","Male","1","","",""
"High transfer dependency","1991","Berlin","Female","1","","",""
"High transfer dependency","1991","Brandenburg","Male","","","",""
"High transfer dependency","1991","Brandenburg","Female","","","",""
"High transfer dependency","1991","Mecklenburg-Western Pomerania","Male","","","",""
"High transfer dependency","1991","Mecklenburg-Western Pomerania","Female","","","",""
"High transfer dependency","1991","Saxony","Male","","","",""
"High transfer dependency","1991","Saxony","Female","","","",""
"High transfer dependency","1991","Saxony-Anhalt","Male","","","",""
"High transfer dependency","1991","Saxony-Anhalt","Female","","","",""
"High transfer dependency","1991","Thuringia","Male","","","",""
"High transfer dependency","1991","Thuringia","Female","","","",""
"Very high transfer dependency","1991","Schleswig-Holstein","Male","","","",""
"Very high transfer dependency","1991","Schleswig-Holstein","Female","2","","",""
"Very high transfer dependency","1991","Hamburg","Male","1","","",""
"Very high transfer dependency","1991","Hamburg","Female","1","","",""
"Very high transfer dependency","1991","Lower Saxony","Male","5","","",""
"Very high transfer dependency","1991","Lower Saxony","Female","3","","",""
"Very high transfer dependency","1991","Bremen","Male","","","",""
"Very high transfer dependency","1991","Bremen","Female","","","",""
"Very high transfer dependency","1991","North Rhine-Westphalia","Male","4","","",""
"Very high transfer dependency","1991","North Rhine-Westphalia","Female","4","","",""
"Very high transfer dependency","1991","Hesse","Male","4","","",""
"Very high transfer dependency","1991","Hesse","Female","3","","",""
"Very high transfer dependency","1991","Rhineland-Palatinate,Saarland","Male","","","",""
"Very high transfer dependency","1991","Rhineland-Palatinate,Saarland","Female","2","","",""
"Very high transfer dependency","1991","Baden-Württemberg","Male","1","","",""
"Very high transfer dependency","1991","Baden-Württemberg","Female","2","","",""
"Very high transfer dependency","1991","Bavaria","Male","2","","",""
"Very high transfer dependency","1991","Bavaria","Female","4","","",""
"Very high transfer dependency","1991","Berlin","Male","2","","",""
"Very high transfer dependency","1991","Berlin","Female","1","","",""
"Very high transfer dependency","1991","Brandenburg","Male","","","",""
"Very high transfer dependency","1991","Brandenburg","Female","","","",""
"Very high transfer dependency","1991","Mecklenburg-Western Pomerania","Male","","","",""
"Very high transfer dependency","1991","Mecklenburg-Western Pomerania","Female","","","",""
"Very high transfer dependency","1991","Saxony","Male","","","",""
"Very high transfer dependency","1991","Saxony","Female","","","",""
"Very high transfer dependency","1991","Saxony-Anhalt","Male","","","",""
"Very high transfer dependency","1991","Saxony-Anhalt","Female","","","",""
"Very high transfer dependency","1991","Thuringia","Male","","","",""
"Very high transfer dependency","1991","Thuringia","Female","","","",""
"Complete transfer dependency","1991","Schleswig-Holstein","Male","1","","",""
"Complete transfer dependency","1991","Schleswig-Holstein","Female","2","","",""
"Complete transfer dependency","1991","Hamburg","Male","","","",""
"Complete transfer dependency","1991","Hamburg","Female","1","","",""
"Complete transfer dependency","1991","Lower Saxony","Male","5","","",""
"Complete transfer dependency","1991","Lower Saxony","Female","6","","",""
"Complete transfer dependency","1991","Bremen","Male","","","",""
"Complete transfer dependency","1991","Bremen","Female","","","",""
"Complete transfer dependency","1991","North Rhine-Westphalia","Male","13","","",""
"Complete transfer dependency","1991","North Rhine-Westphalia","Female","14","","",""
"Complete transfer dependency","1991","Hesse","Male","2","","",""
"Complete transfer dependency","1991","Hesse","Female","1","","",""
"Complete transfer dependency","1991","Rhineland-Palatinate,Saarland","Male","3","","",""
"Complete transfer dependency","1991","Rhineland-Palatinate,Saarland","Female","3","","",""
"Complete transfer dependency","1991","Baden-Württemberg","Male","1","","",""
"Complete transfer dependency","1991","Baden-Württemberg","Female","1","","",""
"Complete transfer dependency","1991","Bavaria","Male","2","","",""
"Complete transfer dependency","1991","Bavaria","Female","","","",""
"Complete transfer dependency","1991","Berlin","Male","1","","",""
"Complete transfer dependency","1991","Berlin","Female","2","","",""
"Complete transfer dependency","1991","Brandenburg","Male","","","",""
"Complete transfer dependency","1991","Brandenburg","Female","","","",""
"Complete transfer dependency","1991","Mecklenburg-Western Pomerania","Male","","","",""
"Complete transfer dependency","1991","Mecklenburg-Western Pomerania","Female","","","",""
"Complete transfer dependency","1991","Saxony","Male","","","",""
"Complete transfer dependency","1991","Saxony","Female","","","",""
"Complete transfer dependency","1991","Saxony-Anhalt","Male","","","",""
"Complete transfer dependency","1991","Saxony-Anhalt","Female","","","",""
"Complete transfer dependency","1991","Thuringia","Male","","","",""
"Complete transfer dependency","1991","Thuringia","Female","","","",""
"No transfer dependency","1992","Schleswig-Holstein","Male","52","0.47724810136106","0.388251111056644","0.566245091665477"
"No transfer dependency","1992","Schleswig-Holstein","Female","59","0.466423666729111","0.382270633327483","0.550576700130739"
"No transfer dependency","1992","Hamburg","Male","34","0.658519709641563","0.543238474024157","0.773800945258969"
"No transfer dependency","1992","Hamburg","Female","48","0.677257932549758","0.575443247961774","0.779072617137742"
"No transfer dependency","1992","Lower Saxony","Male","214","0.558531297313575","0.51218633713282","0.60487625749433"
"No transfer dependency","1992","Lower Saxony","Female","225","0.560894568945799","0.515344326651835","0.606444811239762"
"No transfer dependency","1992","Bremen","Male","28","","",""
"No transfer dependency","1992","Bremen","Female","34","0.750683687956204","0.627002684951042","0.874364690961367"
"No transfer dependency","1992","North Rhine-Westphalia","Male","488","0.511583529932096","0.482642818055827","0.540524241808366"
"No transfer dependency","1992","North Rhine-Westphalia","Female","541","0.557064417738646","0.529122144058723","0.585006691418569"
"No transfer dependency","1992","Hesse","Male","210","0.620275161754403","0.574025921216477","0.66652440229233"
"No transfer dependency","1992","Hesse","Female","218","0.61338783349569","0.568344527572979","0.658431139418401"
"No transfer dependency","1992","Rhineland-Palatinate,Saarland","Male","148","0.548584410909586","0.491408695948212","0.605760125870959"
"No transfer dependency","1992","Rhineland-Palatinate,Saarland","Female","169","0.610941746035717","0.557607913564927","0.664275578506508"
"No transfer dependency","1992","Baden-Württemberg","Male","338","0.507191383737289","0.472547371984012","0.541835395490566"
"No transfer dependency","1992","Baden-Württemberg","Female","370","0.588659810849124","0.555041109092622","0.622278512605625"
"No transfer dependency","1992","Bavaria","Male","395","0.58889762626421","0.553800665571017","0.623994586957403"
"No transfer dependency","1992","Bavaria","Female","388","0.572243577408964","0.537252588706643","0.607234566111285"
"No transfer dependency","1992","Berlin","Male","97","0.504989359966661","0.445130412674733","0.564848307258589"
"No transfer dependency","1992","Berlin","Female","102","0.477741568760106","0.421683592289739","0.533799545230473"
"No transfer dependency","1992","Brandenburg","Male","87","0.373317993767754","0.319387806856212","0.427248180679296"
"No transfer dependency","1992","Brandenburg","Female","88","0.324339572816757","0.273984496202838","0.374694649430677"
"No transfer dependency","1992","Mecklenburg-Western Pomerania","Male","57","0.358735836790842","0.292096998138694","0.42537467544299"
"No transfer dependency","1992","Mecklenburg-Western Pomerania","Female","57","0.353678784496711","0.287582237321604","0.419775331671818"
"No transfer dependency","1992","Saxony","Male","160","0.402204938660897","0.359937816371857","0.444472060949937"
"No transfer dependency","1992","Saxony","Female","178","0.380509176403733","0.341660835867284","0.419357516940182"
"No transfer dependency","1992","Saxony-Anhalt","Male","94","0.361189808440215","0.310938405086789","0.411441211793641"
"No transfer dependency","1992","Saxony-Anhalt","Female","103","0.32844168561597","0.281830860729006","0.375052510502933"
"No transfer dependency","1992","Thuringia","Male","90","0.359097544982244","0.306035320499771","0.412159769464716"
"No transfer dependency","1992","Thuringia","Female","87","0.317520857845359","0.268039745551113","0.367001970139606"
"Very low transfer dependency","1992","Schleswig-Holstein","Male","60","0.468742409591196","0.379827395011973","0.55765742417042"
"Very low transfer dependency","1992","Schleswig-Holstein","Female","64","0.46317826497465","0.379063867519757","0.547292662429544"
"Very low transfer dependency","1992","Hamburg","Male","27","","",""
"Very low transfer dependency","1992","Hamburg","Female","30","0.292125880514445","0.193095461640787","0.391156299388103"
"Very low transfer dependency","1992","Lower Saxony","Male","198","0.383986172572405","0.338593911170116","0.429378433974693"
"Very low transfer dependency","1992","Lower Saxony","Female","204","0.381175974698744","0.33659885406874","0.425753095328748"
"Very low transfer dependency","1992","Bremen","Male","10","","",""
"Very low transfer dependency","1992","Bremen","Female","9","","",""
"Very low transfer dependency","1992","North Rhine-Westphalia","Male","589","0.445118300937906","0.416344733652506","0.473891868223306"
"Very low transfer dependency","1992","North Rhine-Westphalia","Female","599","0.39589708501739","0.368387415990847","0.423406754043933"
"Very low transfer dependency","1992","Hesse","Male","194","0.342358340546834","0.29714016641853","0.387576514675138"
"Very low transfer dependency","1992","Hesse","Female","204","0.345271769573347","0.301293717477861","0.389249821668833"
"Very low transfer dependency","1992","Rhineland-Palatinate,Saarland","Male","129","0.395422894750699","0.339245919653225","0.451599869848174"
"Very low transfer dependency","1992","Rhineland-Palatinate,Saarland","Female","139","0.358808409209498","0.306337234132024","0.411279584286972"
"Very low transfer dependency","1992","Baden-Württemberg","Male","427","0.464283613347215","0.429724527914512","0.498842698779918"
"Very low transfer dependency","1992","Baden-Württemberg","Female","413","0.369097166314823","0.336128622296887","0.402065710332759"
"Very low transfer dependency","1992","Bavaria","Male","335","0.383329521162844","0.348648863246926","0.418010179078761"
"Very low transfer dependency","1992","Bavaria","Female","350","0.384153585314568","0.349753768084901","0.418553402544234"
"Very low transfer dependency","1992","Berlin","Male","139","0.394411771198477","0.335899852379183","0.452923690017771"
"Very low transfer dependency","1992","Berlin","Female","160","0.425244052918013","0.369761168291147","0.480726937544879"
"Very low transfer dependency","1992","Brandenburg","Male","187","0.531537575262436","0.475899356500769","0.587175794024102"
"Very low transfer dependency","1992","Brandenburg","Female","205","0.578459326569648","0.525342122684879","0.631576530454418"
"Very low transfer dependency","1992","Mecklenburg-Western Pomerania","Male","112","0.489291334419994","0.419838187496726","0.558744481343262"
