"transab_cat","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","1995","college entrance qualification","direct migration background","93","0.386756356554003","0.316767825788564","0.456744887319441"
"Very low transfer dependency","1995","college entrance qualification","indirect migration background","32","0.584289691865379","0.457453380550648","0.71112600318011"
"Very low transfer dependency","1995","Other degree","no migration background","32","0.368612976172316","0.252224693797668","0.485001258546964"
"Very low transfer dependency","1995","Other degree","direct migration background","614","0.500512288785524","0.470525342545918","0.53049923502513"
"Very low transfer dependency","1995","Other degree","indirect migration background","7","","",""
"Very low transfer dependency","1995","no degree/no degree yet","no migration background","180","0.768726641318506","0.713875719283841","0.823577563353171"
"Very low transfer dependency","1995","no degree/no degree yet","direct migration background","306","0.555034150055365","0.512804695886133","0.597263604224598"
"Very low transfer dependency","1995","no degree/no degree yet","indirect migration background","47","0.744572191335332","0.637729308223381","0.851415074447284"
"Low transfer dependency","1995","lower secondary degree","no migration background","240","0.0425805274808363","0.0366568515108296","0.0485042034508429"
"Low transfer dependency","1995","lower secondary degree","direct migration background","36","0.0480111716903105","0.0311693197568874","0.0648530236237337"
"Low transfer dependency","1995","lower secondary degree","indirect migration background","13","","",""
"Low transfer dependency","1995","secondary school degree","no migration background","223","0.0487923061399839","0.0412546734352174","0.0563299388447505"
"Low transfer dependency","1995","secondary school degree","direct migration background","9","","",""
"Low transfer dependency","1995","secondary school degree","indirect migration background","8","","",""
"Low transfer dependency","1995","college entrance qualification","no migration background","53","0.0213281468295044","0.0141029847624351","0.0285533088965738"
"Low transfer dependency","1995","college entrance qualification","direct migration background","8","","",""
"Low transfer dependency","1995","college entrance qualification","indirect migration background","4","","",""
"Low transfer dependency","1995","Other degree","no migration background","6","","",""
"Low transfer dependency","1995","Other degree","direct migration background","84","0.0783580750913341","0.0622410287286549","0.0944751214540132"
"Low transfer dependency","1995","Other degree","indirect migration background","1","","",""
"Low transfer dependency","1995","no degree/no degree yet","no migration background","17","","",""
"Low transfer dependency","1995","no degree/no degree yet","direct migration background","33","0.0463851818206453","0.0285133774466282","0.0642569861946623"
"Low transfer dependency","1995","no degree/no degree yet","indirect migration background","5","","",""
"High transfer dependency","1995","lower secondary degree","no migration background","73","0.0141366102880015","0.0106731065546964","0.0176001140213066"
"High transfer dependency","1995","lower secondary degree","direct migration background","16","","",""
"High transfer dependency","1995","lower secondary degree","indirect migration background","7","","",""
"High transfer dependency","1995","secondary school degree","no migration background","63","0.0202130071288788","0.0152891785942968","0.0251368356634608"
"High transfer dependency","1995","secondary school degree","direct migration background","5","","",""
"High transfer dependency","1995","secondary school degree","indirect migration background","3","","",""
"High transfer dependency","1995","college entrance qualification","no migration background","12","","",""
"High transfer dependency","1995","college entrance qualification","direct migration background","4","","",""
"High transfer dependency","1995","college entrance qualification","indirect migration background","","","",""
"High transfer dependency","1995","Other degree","no migration background","2","","",""
"High transfer dependency","1995","Other degree","direct migration background","23","","",""
"High transfer dependency","1995","Other degree","indirect migration background","","","",""
"High transfer dependency","1995","no degree/no degree yet","no migration background","4","","",""
"High transfer dependency","1995","no degree/no degree yet","direct migration background","22","","",""
"High transfer dependency","1995","no degree/no degree yet","indirect migration background","4","","",""
"Very high transfer dependency","1995","lower secondary degree","no migration background","60","0.0131208867205793","0.0097824110213579","0.0164593624198007"
"Very high transfer dependency","1995","lower secondary degree","direct migration background","10","","",""
"Very high transfer dependency","1995","lower secondary degree","indirect migration background","2","","",""
"Very high transfer dependency","1995","secondary school degree","no migration background","31","0.00792422324654427","0.00482200466105788","0.0110264418320307"
"Very high transfer dependency","1995","secondary school degree","direct migration background","3","","",""
"Very high transfer dependency","1995","secondary school degree","indirect migration background","1","","",""
"Very high transfer dependency","1995","college entrance qualification","no migration background","18","","",""
"Very high transfer dependency","1995","college entrance qualification","direct migration background","5","","",""
"Very high transfer dependency","1995","college entrance qualification","indirect migration background","","","",""
"Very high transfer dependency","1995","Other degree","no migration background","4","","",""
"Very high transfer dependency","1995","Other degree","direct migration background","26","","",""
"Very high transfer dependency","1995","Other degree","indirect migration background","","","",""
"Very high transfer dependency","1995","no degree/no degree yet","no migration background","5","","",""
"Very high transfer dependency","1995","no degree/no degree yet","direct migration background","5","","",""
"Very high transfer dependency","1995","no degree/no degree yet","indirect migration background","1","","",""
"Complete transfer dependency","1995","lower secondary degree","no migration background","29","","",""
"Complete transfer dependency","1995","lower secondary degree","direct migration background","8","","",""
"Complete transfer dependency","1995","lower secondary degree","indirect migration background","","","",""
"Complete transfer dependency","1995","secondary school degree","no migration background","15","","",""
"Complete transfer dependency","1995","secondary school degree","direct migration background","3","","",""
"Complete transfer dependency","1995","secondary school degree","indirect migration background","","","",""
"Complete transfer dependency","1995","college entrance qualification","no migration background","2","","",""
"Complete transfer dependency","1995","college entrance qualification","direct migration background","8","","",""
"Complete transfer dependency","1995","college entrance qualification","indirect migration background","","","",""
"Complete transfer dependency","1995","Other degree","no migration background","","","",""
"Complete transfer dependency","1995","Other degree","direct migration background","32","0.0705339985103944","0.0551779855106276","0.0858900115101613"
"Complete transfer dependency","1995","Other degree","indirect migration background","","","",""
"Complete transfer dependency","1995","no degree/no degree yet","no migration background","2","","",""
"Complete transfer dependency","1995","no degree/no degree yet","direct migration background","14","","",""
"Complete transfer dependency","1995","no degree/no degree yet","indirect migration background","2","","",""
"No transfer dependency","1996","lower secondary degree","no migration background","2320","0.606795326381946","0.592296418334635","0.621294234429257"
"No transfer dependency","1996","lower secondary degree","direct migration background","238","0.534723507616132","0.494441543563954","0.57500547166831"
"No transfer dependency","1996","lower secondary degree","indirect migration background","65","0.342261439907475","0.274796687833028","0.409726191981922"
"No transfer dependency","1996","secondary school degree","no migration background","1076","0.452206728899202","0.434872644126493","0.469540813671912"
"No transfer dependency","1996","secondary school degree","direct migration background","70","0.495934821540572","0.421430632944735","0.570439010136408"
"No transfer dependency","1996","secondary school degree","indirect migration background","42","0.414724583080077","0.32694056877197","0.502508597388184"
"No transfer dependency","1996","college entrance qualification","no migration background","618","0.476258879424533","0.451546389875238","0.500971368973827"
"No transfer dependency","1996","college entrance qualification","direct migration background","61","0.460228404306107","0.387008389424219","0.533448419187994"
"No transfer dependency","1996","college entrance qualification","indirect migration background","26","","",""
"No transfer dependency","1996","Other degree","no migration background","20","","",""
"No transfer dependency","1996","Other degree","direct migration background","290","0.333496943425786","0.30399432319007","0.362999563661503"
"No transfer dependency","1996","Other degree","indirect migration background","6","","",""
"No transfer dependency","1996","no degree/no degree yet","no migration background","14","","",""
"No transfer dependency","1996","no degree/no degree yet","direct migration background","156","0.341424936143381","0.298871056466833","0.383978815819929"
"No transfer dependency","1996","no degree/no degree yet","indirect migration background","8","","",""
"Very low transfer dependency","1996","lower secondary degree","no migration background","1547","0.298040336289812","0.284463504186071","0.311617168393554"
"Very low transfer dependency","1996","lower secondary degree","direct migration background","282","0.371095126883062","0.332080671460822","0.410109582305303"
"Very low transfer dependency","1996","lower secondary degree","indirect migration background","94","0.523121054726936","0.452101742085446","0.594140367368427"
"Very low transfer dependency","1996","secondary school degree","no migration background","1735","0.458233568321253","0.440880608716894","0.475586527925612"
"Very low transfer dependency","1996","secondary school degree","direct migration background","85","0.423018586014577","0.349400304415863","0.496636867613291"
"Very low transfer dependency","1996","secondary school degree","indirect migration background","67","0.524803929751782","0.435824346917703","0.613783512585861"
"Very low transfer dependency","1996","college entrance qualification","no migration background","858","0.472998508297856","0.448294215440891","0.49770280115482"
"Very low transfer dependency","1996","college entrance qualification","direct migration background","95","0.444803316153934","0.371799505540085","0.517807126767782"
"Very low transfer dependency","1996","college entrance qualification","indirect migration background","34","0.554195872755038","0.436055776417406","0.67233596909267"
"Very low transfer dependency","1996","Other degree","no migration background","34","0.409245103891004","0.292378870832966","0.526111336949042"
"Very low transfer dependency","1996","Other degree","direct migration background","550","0.496109115271085","0.464821645593795","0.527396584948375"
"Very low transfer dependency","1996","Other degree","indirect migration background","7","","",""
"Very low transfer dependency","1996","no degree/no degree yet","no migration background","203","0.824766003478088","0.77745122521219","0.872080781743986"
"Very low transfer dependency","1996","no degree/no degree yet","direct migration background","236","0.475525205336142","0.430708700544873","0.520341710127411"
"Very low transfer dependency","1996","no degree/no degree yet","indirect migration background","50","0.756303511150043","0.650292613826856","0.86231440847323"
"Low transfer dependency","1996","lower secondary degree","no migration background","268","0.0503033580826881","0.0438155829821464","0.0567911331832298"
"Low transfer dependency","1996","lower secondary degree","direct migration background","30","0.0365225932779061","0.0213733125106565","0.0516718740451557"
"Low transfer dependency","1996","lower secondary degree","indirect migration background","17","","",""
"Low transfer dependency","1996","secondary school degree","no migration background","254","0.0601958873407336","0.051912153425937","0.0684796212555303"
"Low transfer dependency","1996","secondary school degree","direct migration background","9","","",""
"Low transfer dependency","1996","secondary school degree","indirect migration background","9","","",""
"Low transfer dependency","1996","college entrance qualification","no migration background","66","0.0309798647098225","0.0224066682030847","0.0395530612165603"
"Low transfer dependency","1996","college entrance qualification","direct migration background","10","","",""
"Low transfer dependency","1996","college entrance qualification","indirect migration background","7","","",""
"Low transfer dependency","1996","Other degree","no migration background","10","","",""
"Low transfer dependency","1996","Other degree","direct migration background","72","0.0644575640500978","0.0490908051410016","0.0798243229591939"
"Low transfer dependency","1996","Other degree","indirect migration background","","","",""
"Low transfer dependency","1996","no degree/no degree yet","no migration background","14","","",""
"Low transfer dependency","1996","no degree/no degree yet","direct migration background","46","0.0877023657941955","0.0623182038265092","0.113086527761882"
"Low transfer dependency","1996","no degree/no degree yet","indirect migration background","1","","",""
"High transfer dependency","1996","lower secondary degree","no migration background","122","0.0224902583839312","0.01808914440519","0.0268913723626724"
"High transfer dependency","1996","lower secondary degree","direct migration background","22","","",""
"High transfer dependency","1996","lower secondary degree","indirect migration background","7","","",""
"High transfer dependency","1996","secondary school degree","no migration background","70","0.0197036060776303","0.014863268850943","0.0245439433043175"
"High transfer dependency","1996","secondary school degree","direct migration background","4","","",""
"High transfer dependency","1996","secondary school degree","indirect migration background","2","","",""
"High transfer dependency","1996","college entrance qualification","no migration background","15","","",""
"High transfer dependency","1996","college entrance qualification","direct migration background","2","","",""
"High transfer dependency","1996","college entrance qualification","indirect migration background","","","",""
"High transfer dependency","1996","Other degree","no migration background","1","","",""
"High transfer dependency","1996","Other degree","direct migration background","23","","",""
"High transfer dependency","1996","Other degree","indirect migration background","","","",""
"High transfer dependency","1996","no degree/no degree yet","no migration background","4","","",""
"High transfer dependency","1996","no degree/no degree yet","direct migration background","20","","",""
"High transfer dependency","1996","no degree/no degree yet","indirect migration background","1","","",""
"Very high transfer dependency","1996","lower secondary degree","no migration background","73","0.013910439307377","0.0104340096212999","0.0173868689934542"
"Very high transfer dependency","1996","lower secondary degree","direct migration background","11","","",""
"Very high transfer dependency","1996","lower secondary degree","indirect migration background","7","","",""
"Very high transfer dependency","1996","secondary school degree","no migration background","19","","",""
"Very high transfer dependency","1996","secondary school degree","direct migration background","2","","",""
"Very high transfer dependency","1996","secondary school degree","indirect migration background","1","","",""
"Very high transfer dependency","1996","college entrance qualification","no migration background","10","","",""
"Very high transfer dependency","1996","college entrance qualification","direct migration background","5","","",""
"Very high transfer dependency","1996","college entrance qualification","indirect migration background","1","","",""
"Very high transfer dependency","1996","Other degree","no migration background","2","","",""
"Very high transfer dependency","1996","Other degree","direct migration background","20","","",""
"Very high transfer dependency","1996","Other degree","indirect migration background","","","",""
"Very high transfer dependency","1996","no degree/no degree yet","no migration background","11","","",""
"Very high transfer dependency","1996","no degree/no degree yet","direct migration background","9","","",""
"Very high transfer dependency","1996","no degree/no degree yet","indirect migration background","3","","",""
"Complete transfer dependency","1996","lower secondary degree","no migration background","30","0.00846028155424546","0.00574163773643669","0.0111789253720542"
"Complete transfer dependency","1996","lower secondary degree","direct migration background","6","","",""
"Complete transfer dependency","1996","lower secondary degree","indirect migration background","","","",""
"Complete transfer dependency","1996","secondary school degree","no migration background","13","","",""
"Complete transfer dependency","1996","secondary school degree","direct migration background","3","","",""
"Complete transfer dependency","1996","secondary school degree","indirect migration background","","","",""
"Complete transfer dependency","1996","college entrance qualification","no migration background","2","","",""
"Complete transfer dependency","1996","college entrance qualification","direct migration background","5","","",""
"Complete transfer dependency","1996","college entrance qualification","indirect migration background","","","",""
"Complete transfer dependency","1996","Other degree","no migration background","1","","",""
"Complete transfer dependency","1996","Other degree","direct migration background","26","","",""
"Complete transfer dependency","1996","Other degree","indirect migration background","","","",""
"Complete transfer dependency","1996","no degree/no degree yet","no migration background","2","","",""
"Complete transfer dependency","1996","no degree/no degree yet","direct migration background","10","","",""
"Complete transfer dependency","1996","no degree/no degree yet","indirect migration background","","","",""
"No transfer dependency","1997","lower secondary degree","no migration background","2220","0.581762024008857","0.567049364368813","0.596474683648902"
"No transfer dependency","1997","lower secondary degree","direct migration background","232","0.508433467549567","0.468025440469803","0.548841494629332"
"No transfer dependency","1997","lower secondary degree","indirect migration background","56","0.274350367002369","0.213714067940012","0.334986666064727"
"No transfer dependency","1997","secondary school degree","no migration background","1017","0.416243381397396","0.399118824178097","0.433367938616694"
"No transfer dependency","1997","secondary school degree","direct migration background","67","0.49707498518374","0.422784013332394","0.571365957035086"
"No transfer dependency","1997","secondary school degree","indirect migration background","34","0.334587708701521","0.253163483130081","0.416011934272961"
"No transfer dependency","1997","college entrance qualification","no migration background","645","0.456681457177144","0.432812465489549","0.480550448864739"
"No transfer dependency","1997","college entrance qualification","direct migration background","64","0.427145861541439","0.354477023024472","0.499814700058405"
"No transfer dependency","1997","college entrance qualification","indirect migration background","25","","",""
"No transfer dependency","1997","Other degree","no migration background","20","","",""
"No transfer dependency","1997","Other degree","direct migration background","268","0.303261014515167","0.27376586399485","0.332756165035484"
"No transfer dependency","1997","Other degree","indirect migration background","2","","",""
"No transfer dependency","1997","no degree/no degree yet","no migration background","18","","",""
"No transfer dependency","1997","no degree/no degree yet","direct migration background","153","0.35785483976789","0.314048271804795","0.401661407730986"
"No transfer dependency","1997","no degree/no degree yet","indirect migration background","4","","",""
"Very low transfer dependency","1997","lower secondary degree","no migration background","1580","0.30729210115631","0.293530862065314","0.321053340247307"
"Very low transfer dependency","1997","lower secondary degree","direct migration background","274","0.367083412106207","0.328123762078695","0.406043062133719"
"Very low transfer dependency","1997","lower secondary degree","indirect migration background","116","0.564052455234048","0.496662791613457","0.631442118854639"
"Very low transfer dependency","1997","secondary school degree","no migration background","1743","0.473035950126114","0.45569122827431","0.490380671977918"
"Very low transfer dependency","1997","secondary school degree","direct migration background","82","0.401878581467984","0.329030926748833","0.474726236187135"
"Very low transfer dependency","1997","secondary school degree","indirect migration background","79","0.592532058153791","0.50773986180621","0.677324254501373"
"Very low transfer dependency","1997","college entrance qualification","no migration background","915","0.482827480859694","0.458882536579192","0.506772425140196"
"Very low transfer dependency","1997","college entrance qualification","direct migration background","92","0.463702660462082","0.39044370789919","0.536961613024973"
"Very low transfer dependency","1997","college entrance qualification","indirect migration background","39","0.518684892025564","0.404066791472368","0.63330299257876"
"Very low transfer dependency","1997","Other degree","no migration background","32","0.42074400050286","0.298838850677427","0.542649150328293"
"Very low transfer dependency","1997","Other degree","direct migration background","485","0.478758665195776","0.446704459685023","0.510812870706529"
"Very low transfer dependency","1997","Other degree","indirect migration background","8","","",""
"Very low transfer dependency","1997","no degree/no degree yet","no migration background","230","0.822720371599885","0.777582893988257","0.867857849211514"
"Very low transfer dependency","1997","no degree/no degree yet","direct migration background","214","0.428762981503011","0.383537209586393","0.473988753419629"
"Very low transfer dependency","1997","no degree/no degree yet","indirect migration background","57","0.741857049993244","0.642150777697628","0.84156332228886"
"Low transfer dependency","1997","lower secondary degree","no migration background","295","0.0573958289952857","0.0504581912809522","0.0643334667096193"
"Low transfer dependency","1997","lower secondary degree","direct migration background","46","0.0621238587673005","0.0426136739334872","0.0816340436011137"
"Low transfer dependency","1997","lower secondary degree","indirect migration background","23","","",""
"Low transfer dependency","1997","secondary school degree","no migration background","288","0.0699696781356611","0.0611076471570416","0.0788317091142806"
"Low transfer dependency","1997","secondary school degree","direct migration background","16","","",""
"Low transfer dependency","1997","secondary school degree","indirect migration background","11","","",""
"Low transfer dependency","1997","college entrance qualification","no migration background","73","0.0363128952248725","0.0273489626196893","0.0452768278300556"
"Low transfer dependency","1997","college entrance qualification","direct migration background","13","","",""
"Low transfer dependency","1997","college entrance qualification","indirect migration background","6","","",""
"Low transfer dependency","1997","Other degree","no migration background","6","","",""
"Low transfer dependency","1997","Other degree","direct migration background","106","0.104365097507925","0.0847472924110207","0.12398290260483"
"Low transfer dependency","1997","Other degree","indirect migration background","3","","",""
"Low transfer dependency","1997","no degree/no degree yet","no migration background","13","","",""
"Low transfer dependency","1997","no degree/no degree yet","direct migration background","57","0.126122435337459","0.095784177073893","0.156460693601025"
"Low transfer dependency","1997","no degree/no degree yet","indirect migration background","10","","",""
"High transfer dependency","1997","lower secondary degree","no migration background","120","0.0256639146216497","0.0209473844541778","0.0303804447891216"
"High transfer dependency","1997","lower secondary degree","direct migration background","19","","",""
"High transfer dependency","1997","lower secondary degree","indirect migration background","5","","",""
"High transfer dependency","1997","secondary school degree","no migration background","77","0.0222202910995225","0.0170996403744054","0.0273409418246397"
"High transfer dependency","1997","secondary school degree","direct migration background","5","","",""
"High transfer dependency","1997","secondary school degree","indirect migration background","2","","",""
"High transfer dependency","1997","college entrance qualification","no migration background","31","0.0138141112816913","0.00822116062764574","0.0194070619357369"
"High transfer dependency","1997","college entrance qualification","direct migration background","2","","",""
"High transfer dependency","1997","college entrance qualification","indirect migration background","1","","",""
"High transfer dependency","1997","Other degree","no migration background","1","","",""
"High transfer dependency","1997","Other degree","direct migration background","27","","",""
"High transfer dependency","1997","Other degree","indirect migration background","","","",""
"High transfer dependency","1997","no degree/no degree yet","no migration background","7","","",""
"High transfer dependency","1997","no degree/no degree yet","direct migration background","16","","",""
"High transfer dependency","1997","no degree/no degree yet","indirect migration background","","","",""
"Very high transfer dependency","1997","lower secondary degree","no migration background","75","0.0184492584712986","0.0144354873177727","0.0224630296248244"
"Very high transfer dependency","1997","lower secondary degree","direct migration background","9","","",""
"Very high transfer dependency","1997","lower secondary degree","indirect migration background","5","","",""
"Very high transfer dependency","1997","secondary school degree","no migration background","45","0.0121805265813437","0.00836985434930042","0.0159911988133871"
"Very high transfer dependency","1997","secondary school degree","direct migration background","2","","",""
"Very high transfer dependency","1997","secondary school degree","indirect migration background","3","","",""
"Very high transfer dependency","1997","college entrance qualification","no migration background","8","","",""
"Very high transfer dependency","1997","college entrance qualification","direct migration background","4","","",""
"Very high transfer dependency","1997","college entrance qualification","indirect migration background","1","","",""
"Very high transfer dependency","1997","Other degree","no migration background","1","","",""
"Very high transfer dependency","1997","Other degree","direct migration background","22","","",""
"Very high transfer dependency","1997","Other degree","indirect migration background","","","",""
"Very high transfer dependency","1997","no degree/no degree yet","no migration background","3","","",""
"Very high transfer dependency","1997","no degree/no degree yet","direct migration background","13","","",""
"Very high transfer dependency","1997","no degree/no degree yet","indirect migration background","2","","",""
"Complete transfer dependency","1997","lower secondary degree","no migration background","28","","",""
"Complete transfer dependency","1997","lower secondary degree","direct migration background","8","","",""
"Complete transfer dependency","1997","lower secondary degree","indirect migration background","3","","",""
"Complete transfer dependency","1997","secondary school degree","no migration background","13","","",""
"Complete transfer dependency","1997","secondary school degree","direct migration background","2","","",""
"Complete transfer dependency","1997","secondary school degree","indirect migration background","","","",""
"Complete transfer dependency","1997","college entrance qualification","no migration background","1","","",""
"Complete transfer dependency","1997","college entrance qualification","direct migration background","3","","",""
"Complete transfer dependency","1997","college entrance qualification","indirect migration background","1","","",""
"Complete transfer dependency","1997","Other degree","no migration background","3","","",""
"Complete transfer dependency","1997","Other degree","direct migration background","25","","",""
"Complete transfer dependency","1997","Other degree","indirect migration background","","","",""
"Complete transfer dependency","1997","no degree/no degree yet","no migration background","4","","",""
"Complete transfer dependency","1997","no degree/no degree yet","direct migration background","7","","",""
"Complete transfer dependency","1997","no degree/no degree yet","indirect migration background","1","","",""
"No transfer dependency","1998","lower secondary degree","no migration background","2561","0.597283440058313","0.583420484126424","0.611146395990202"
"No transfer dependency","1998","lower secondary degree","direct migration background","231","0.521221482614151","0.48031903835853","0.562123926869772"
"No transfer dependency","1998","lower secondary degree","indirect migration background","49","0.271941057432073","0.211902876590938","0.331979238273209"
"No transfer dependency","1998","secondary school degree","no migration background","1128","0.405872799501178","0.389655142661835","0.422090456340521"
"No transfer dependency","1998","secondary school degree","direct migration background","56","0.47116743543634","0.395460340079179","0.5468745307935"
"No transfer dependency","1998","secondary school degree","indirect migration background","39","0.388849042235252","0.308097869482183","0.469600214988321"
"No transfer dependency","1998","college entrance qualification","no migration background","750","0.456166111244166","0.433916246939477","0.478415975548855"
"No transfer dependency","1998","college entrance qualification","direct migration background","62","0.461472336359877","0.389047213328037","0.533897459391716"
"No transfer dependency","1998","college entrance qualification","indirect migration background","31","0.321912304057216","0.223168333681984","0.420656274432449"
"No transfer dependency","1998","Other degree","no migration background","32","0.424204331355597","0.321526938240044","0.52688172447115"
"No transfer dependency","1998","Other degree","direct migration background","245","0.296747268720408","0.266684058060554","0.326810479380262"
"No transfer dependency","1998","Other degree","indirect migration background","3","","",""
"No transfer dependency","1998","no degree/no degree yet","no migration background","21","","",""
"No transfer dependency","1998","no degree/no degree yet","direct migration background","115","0.29264004923755","0.249435407747097","0.335844690728003"
"No transfer dependency","1998","no degree/no degree yet","indirect migration background","4","","",""
"Very low transfer dependency","1998","lower secondary degree","no migration background","1709","0.305116949086768","0.292101627972497","0.318132270201038"
"Very low transfer dependency","1998","lower secondary degree","direct migration background","254","0.352537629336483","0.313419256065705","0.391656002607261"
"Very low transfer dependency","1998","lower secondary degree","indirect migration background","128","0.537713925837738","0.470441372620327","0.604986479055149"
"Very low transfer dependency","1998","secondary school degree","no migration background","1970","0.49469463624649","0.478182663235405","0.511206609257574"
"Very low transfer dependency","1998","secondary school degree","direct migration background","89","0.437209788811564","0.361976844026732","0.512442733596396"
"Very low transfer dependency","1998","secondary school degree","indirect migration background","80","0.49980571477092","0.416982125991129","0.582629303550711"
"Very low transfer dependency","1998","college entrance qualification","no migration background","1027","0.473469005457863","0.451164609215171","0.495773401700555"
"Very low transfer dependency","1998","college entrance qualification","direct migration background","92","0.410517991563247","0.339049638857941","0.481986344268553"
"Very low transfer dependency","1998","college entrance qualification","indirect migration background","45","0.62316716449752","0.520749347355007","0.725584981640033"
"Very low transfer dependency","1998","Other degree","no migration background","42","0.391800757991593","0.290384248082007","0.493217267901178"
"Very low transfer dependency","1998","Other degree","direct migration background","470","0.485816963657224","0.452925629417064","0.518708297897385"
"Very low transfer dependency","1998","Other degree","indirect migration background","9","","",""
"Very low transfer dependency","1998","no degree/no degree yet","no migration background","232","0.762962117732435","0.714678441871631","0.811245793593238"
"Very low transfer dependency","1998","no degree/no degree yet","direct migration background","223","0.508271783902863","0.460797999110568","0.555745568695158"
"Very low transfer dependency","1998","no degree/no degree yet","indirect migration background","63","0.843003569059045","0.762781447753125","0.923225690364965"
"Low transfer dependency","1998","lower secondary degree","no migration background","307","0.0495117247552311","0.0433798500637938","0.0556435994466683"
"Low transfer dependency","1998","lower secondary degree","direct migration background","53","0.0699286644143092","0.0490474127908686","0.0908099160377498"
"Low transfer dependency","1998","lower secondary degree","indirect migration background","19","","",""
"Low transfer dependency","1998","secondary school degree","no migration background","284","0.0622382419410543","0.0542596118131427","0.0702168720689658"
"Low transfer dependency","1998","secondary school degree","direct migration background","15","","",""
"Low transfer dependency","1998","secondary school degree","indirect migration background","13","","",""
"Low transfer dependency","1998","college entrance qualification","no migration background","97","0.0398103086764354","0.0310763925677453","0.0485442247851254"
"Low transfer dependency","1998","college entrance qualification","direct migration background","14","","",""
"Low transfer dependency","1998","college entrance qualification","indirect migration background","5","","",""
"Low transfer dependency","1998","Other degree","no migration background","7","","",""
"Low transfer dependency","1998","Other degree","direct migration background","105","0.104893479668439","0.0847284953878813","0.125058463948997"
"Low transfer dependency","1998","Other degree","indirect migration background","","","",""
"Low transfer dependency","1998","no degree/no degree yet","no migration background","20","","",""
"Low transfer dependency","1998","no degree/no degree yet","direct migration background","52","0.108768923831679","0.0792030398762451","0.138334807787113"
"Low transfer dependency","1998","no degree/no degree yet","indirect migration background","4","","",""
"High transfer dependency","1998","lower secondary degree","no migration background","109","0.0200478237212915","0.0160859382235154","0.0240097092190676"
"High transfer dependency","1998","lower secondary degree","direct migration background","17","","",""
"High transfer dependency","1998","lower secondary degree","indirect migration background","9","","",""
"High transfer dependency","1998","secondary school degree","no migration background","68","0.0156157839888663","0.0115211260029598","0.0197104419747728"
"High transfer dependency","1998","secondary school degree","direct migration background","3","","",""
"High transfer dependency","1998","secondary school degree","indirect migration background","6","","",""
"High transfer dependency","1998","college entrance qualification","no migration background","23","","",""
"High transfer dependency","1998","college entrance qualification","direct migration background","7","","",""
"High transfer dependency","1998","college entrance qualification","indirect migration background","3","","",""
"High transfer dependency","1998","Other degree","no migration background","3","","",""
"High transfer dependency","1998","Other degree","direct migration background","29","","",""
"High transfer dependency","1998","Other degree","indirect migration background","2","","",""
"High transfer dependency","1998","no degree/no degree yet","no migration background","7","","",""
"High transfer dependency","1998","no degree/no degree yet","direct migration background","19","","",""
"High transfer dependency","1998","no degree/no degree yet","indirect migration background","1","","",""
"Very high transfer dependency","1998","lower secondary degree","no migration background","76","0.0151175737848095","0.0116685268517734","0.0185666207178456"
"Very high transfer dependency","1998","lower secondary degree","direct migration background","12","","",""
"Very high transfer dependency","1998","lower secondary degree","indirect migration background","5","","",""
"Very high transfer dependency","1998","secondary school degree","no migration background","50","0.0139753784144208","0.0100985276540529","0.0178522291747888"
"Very high transfer dependency","1998","secondary school degree","direct migration background","2","","",""
"Very high transfer dependency","1998","secondary school degree","indirect migration background","2","","",""
"Very high transfer dependency","1998","college entrance qualification","no migration background","20","","",""
"Very high transfer dependency","1998","college entrance qualification","direct migration background","4","","",""
"Very high transfer dependency","1998","college entrance qualification","indirect migration background","2","","",""
"Very high transfer dependency","1998","Other degree","no migration background","2","","",""
"Very high transfer dependency","1998","Other degree","direct migration background","15","","",""
"Very high transfer dependency","1998","Other degree","indirect migration background","1","","",""
"Very high transfer dependency","1998","no degree/no degree yet","no migration background","14","","",""
"Very high transfer dependency","1998","no degree/no degree yet","direct migration background","7","","",""
"Very high transfer dependency","1998","no degree/no degree yet","indirect migration background","5","","",""
"Complete transfer dependency","1998","lower secondary degree","no migration background","46","0.0129224885935874","0.00973010868408076","0.016114868503094"
"Complete transfer dependency","1998","lower secondary degree","direct migration background","6","","",""
"Complete transfer dependency","1998","lower secondary degree","indirect migration background","1","","",""
"Complete transfer dependency","1998","secondary school degree","no migration background","22","","",""
"Complete transfer dependency","1998","secondary school degree","direct migration background","2","","",""
"Complete transfer dependency","1998","secondary school degree","indirect migration background","","","",""
"Complete transfer dependency","1998","college entrance qualification","no migration background","8","","",""
"Complete transfer dependency","1998","college entrance qualification","direct migration background","3","","",""
"Complete transfer dependency","1998","college entrance qualification","indirect migration background","","","",""
"Complete transfer dependency","1998","Other degree","no migration background","3","","",""
"Complete transfer dependency","1998","Other degree","direct migration background","23","","",""
"Complete transfer dependency","1998","Other degree","indirect migration background","","","",""
"Complete transfer dependency","1998","no degree/no degree yet","no migration background","4","","",""
"Complete transfer dependency","1998","no degree/no degree yet","direct migration background","10","","",""
"Complete transfer dependency","1998","no degree/no degree yet","indirect migration background","2","","",""
"No transfer dependency","1999","lower secondary degree","no migration background","2531","0.604810356909753","0.590846797641811","0.618773916177696"
"No transfer dependency","1999","lower secondary degree","direct migration background","215","0.511984987350897","0.469942018049946","0.554027956651848"
"No transfer dependency","1999","lower secondary degree","indirect migration background","67","0.304766414106447","0.243802203002251","0.365730625210644"
