"transab_cat","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Complete transfer dependency","1986","1-pers.-HH","(1b) general elementary school","7","","",""
"Complete transfer dependency","1986","1-pers.-HH","(1c) basic vocational qualification","8","","",""
"Complete transfer dependency","1986","1-pers.-HH","(2b) intermediate general qualification","","","",""
"Complete transfer dependency","1986","1-pers.-HH","(2a) intermediate vocational","1","","",""
"Complete transfer dependency","1986","1-pers.-HH","(2c_gen) general maturity certificate","2","","",""
"Complete transfer dependency","1986","1-pers.-HH","(2c_voc) vocational maturity certificate","1","","",""
"Complete transfer dependency","1986","1-pers.-HH","(3a) lower tertiary education","","","",""
"Complete transfer dependency","1986","1-pers.-HH","(3b) higher tertiary education","2","","",""
"Complete transfer dependency","1986","(Married) couple without C. ","(0) in school","","","",""
"Complete transfer dependency","1986","(Married) couple without C. ","(1a) inadequately completed","1","","",""
"Complete transfer dependency","1986","(Married) couple without C. ","(1b) general elementary school","10","","",""
"Complete transfer dependency","1986","(Married) couple without C. ","(1c) basic vocational qualification","1","","",""
"Complete transfer dependency","1986","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"Complete transfer dependency","1986","(Married) couple without C. ","(2a) intermediate vocational","","","",""
"Complete transfer dependency","1986","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"Complete transfer dependency","1986","(Married) couple without C. ","(2c_voc) vocational maturity certificate","","","",""
"Complete transfer dependency","1986","(Married) couple without C. ","(3a) lower tertiary education","","","",""
"Complete transfer dependency","1986","(Married) couple without C. ","(3b) higher tertiary education","","","",""
"Complete transfer dependency","1986","Single parent ","(0) in school","","","",""
"Complete transfer dependency","1986","Single parent ","(1a) inadequately completed","1","","",""
"Complete transfer dependency","1986","Single parent ","(1b) general elementary school","7","","",""
"Complete transfer dependency","1986","Single parent ","(1c) basic vocational qualification","3","","",""
"Complete transfer dependency","1986","Single parent ","(2b) intermediate general qualification","","","",""
"Complete transfer dependency","1986","Single parent ","(2a) intermediate vocational","2","","",""
"Complete transfer dependency","1986","Single parent ","(2c_gen) general maturity certificate","","","",""
"Complete transfer dependency","1986","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"Complete transfer dependency","1986","Single parent ","(3a) lower tertiary education","","","",""
"Complete transfer dependency","1986","Single parent ","(3b) higher tertiary education","1","","",""
"Complete transfer dependency","1986","Couple + C. LE 16 ","(0) in school","","","",""
"Complete transfer dependency","1986","Couple + C. LE 16 ","(1a) inadequately completed","5","","",""
"Complete transfer dependency","1986","Couple + C. LE 16 ","(1b) general elementary school","9","","",""
"Complete transfer dependency","1986","Couple + C. LE 16 ","(1c) basic vocational qualification","6","","",""
"Complete transfer dependency","1986","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"Complete transfer dependency","1986","Couple + C. LE 16 ","(2a) intermediate vocational","1","","",""
"Complete transfer dependency","1986","Couple + C. LE 16 ","(2c_gen) general maturity certificate","1","","",""
"Complete transfer dependency","1986","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","2","","",""
"Complete transfer dependency","1986","Couple + C. LE 16 ","(3a) lower tertiary education","1","","",""
"Complete transfer dependency","1986","Couple + C. LE 16 ","(3b) higher tertiary education","1","","",""
"Complete transfer dependency","1986","Couple + C. GT 16 ","(0) in school","","","",""
"Complete transfer dependency","1986","Couple + C. GT 16 ","(1a) inadequately completed","1","","",""
"Complete transfer dependency","1986","Couple + C. GT 16 ","(1b) general elementary school","3","","",""
"Complete transfer dependency","1986","Couple + C. GT 16 ","(1c) basic vocational qualification","","","",""
"Complete transfer dependency","1986","Couple + C. GT 16 ","(2b) intermediate general qualification","","","",""
"Complete transfer dependency","1986","Couple + C. GT 16 ","(2a) intermediate vocational","","","",""
"Complete transfer dependency","1986","Couple + C. GT 16 ","(2c_gen) general maturity certificate","","","",""
"Complete transfer dependency","1986","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"Complete transfer dependency","1986","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"Complete transfer dependency","1986","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"Complete transfer dependency","1986","Couple + C. LE and GT 16","(0) in school","","","",""
"Complete transfer dependency","1986","Couple + C. LE and GT 16","(1a) inadequately completed","1","","",""
"Complete transfer dependency","1986","Couple + C. LE and GT 16","(1b) general elementary school","3","","",""
"Complete transfer dependency","1986","Couple + C. LE and GT 16","(1c) basic vocational qualification","2","","",""
"Complete transfer dependency","1986","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"Complete transfer dependency","1986","Couple + C. LE and GT 16","(2a) intermediate vocational","","","",""
"Complete transfer dependency","1986","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"Complete transfer dependency","1986","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"Complete transfer dependency","1986","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"Complete transfer dependency","1986","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"No transfer dependency","1987","1-pers.-HH","(0) in school","1","","",""
"No transfer dependency","1987","1-pers.-HH","(1a) inadequately completed","32","0.740829279664669","0.622861829217575","0.858796730111763"
"No transfer dependency","1987","1-pers.-HH","(1b) general elementary school","212","0.796584022946053","0.748657958007797","0.844510087884309"
"No transfer dependency","1987","1-pers.-HH","(1c) basic vocational qualification","268","0.802078461362234","0.759284653680939","0.84487226904353"
"No transfer dependency","1987","1-pers.-HH","(2b) intermediate general qualification","34","0.939012938099451","0.862925854764708","1.01510002143419"
"No transfer dependency","1987","1-pers.-HH","(2a) intermediate vocational","156","0.909602703836145","0.866623968955477","0.952581438716813"
"No transfer dependency","1987","1-pers.-HH","(2c_gen) general maturity certificate","30","0.702447455516547","0.57033069045899","0.834564220574104"
"No transfer dependency","1987","1-pers.-HH","(2c_voc) vocational maturity certificate","51","0.816214935123997","0.721326020153686","0.911103850094308"
"No transfer dependency","1987","1-pers.-HH","(3a) lower tertiary education","33","0.898819069967454","0.802936036528889","0.994702103406019"
"No transfer dependency","1987","1-pers.-HH","(3b) higher tertiary education","71","0.847925877321475","0.770672824701807","0.925178929941143"
"No transfer dependency","1987","(Married) couple without C. ","(0) in school","1","","",""
"No transfer dependency","1987","(Married) couple without C. ","(1a) inadequately completed","66","0.779808048823247","0.693719048578817","0.865897049067676"
"No transfer dependency","1987","(Married) couple without C. ","(1b) general elementary school","445","0.891340792831109","0.864462626707072","0.918218958955146"
"No transfer dependency","1987","(Married) couple without C. ","(1c) basic vocational qualification","852","0.89276213667663","0.873300451913744","0.912223821439516"
"No transfer dependency","1987","(Married) couple without C. ","(2b) intermediate general qualification","39","0.952110681836576","0.887532399192981","1.01668896448017"
"No transfer dependency","1987","(Married) couple without C. ","(2a) intermediate vocational","302","0.863251859621643","0.827205214296481","0.899298504946805"
"No transfer dependency","1987","(Married) couple without C. ","(2c_gen) general maturity certificate","27","","",""
"No transfer dependency","1987","(Married) couple without C. ","(2c_voc) vocational maturity certificate","92","0.862351117012283","0.797373373702411","0.927328860322156"
"No transfer dependency","1987","(Married) couple without C. ","(3a) lower tertiary education","60","0.805154367305824","0.71491061484604","0.895398119765608"
"No transfer dependency","1987","(Married) couple without C. ","(3b) higher tertiary education","90","0.83084839203845","0.761107811415514","0.900588972661387"
"No transfer dependency","1987","Single parent ","(0) in school","5","","",""
"No transfer dependency","1987","Single parent ","(1a) inadequately completed","9","","",""
"No transfer dependency","1987","Single parent ","(1b) general elementary school","43","0.374708070399403","0.29335638177873","0.456059759020076"
"No transfer dependency","1987","Single parent ","(1c) basic vocational qualification","42","0.316840361822758","0.242137660429816","0.3915430632157"
"No transfer dependency","1987","Single parent ","(2b) intermediate general qualification","6","","",""
"No transfer dependency","1987","Single parent ","(2a) intermediate vocational","24","","",""
"No transfer dependency","1987","Single parent ","(2c_gen) general maturity certificate","5","","",""
"No transfer dependency","1987","Single parent ","(2c_voc) vocational maturity certificate","3","","",""
"No transfer dependency","1987","Single parent ","(3a) lower tertiary education","","","",""
"No transfer dependency","1987","Single parent ","(3b) higher tertiary education","4","","",""
"No transfer dependency","1987","Couple + C. LE 16 ","(0) in school","","","",""
"No transfer dependency","1987","Couple + C. LE 16 ","(1a) inadequately completed","1","","",""
"No transfer dependency","1987","Couple + C. LE 16 ","(1b) general elementary school","10","","",""
"No transfer dependency","1987","Couple + C. LE 16 ","(1c) basic vocational qualification","21","","",""
"No transfer dependency","1987","Couple + C. LE 16 ","(2b) intermediate general qualification","1","","",""
"No transfer dependency","1987","Couple + C. LE 16 ","(2a) intermediate vocational","4","","",""
"No transfer dependency","1987","Couple + C. LE 16 ","(2c_gen) general maturity certificate","2","","",""
"No transfer dependency","1987","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","3","","",""
"No transfer dependency","1987","Couple + C. LE 16 ","(3a) lower tertiary education","3","","",""
"No transfer dependency","1987","Couple + C. LE 16 ","(3b) higher tertiary education","7","","",""
"No transfer dependency","1987","Couple + C. GT 16 ","(0) in school","5","","",""
"No transfer dependency","1987","Couple + C. GT 16 ","(1a) inadequately completed","67","0.38474719074833","0.299455324744745","0.470039056751915"
"No transfer dependency","1987","Couple + C. GT 16 ","(1b) general elementary school","189","0.466347735456242","0.420049464090109","0.512646006822374"
"No transfer dependency","1987","Couple + C. GT 16 ","(1c) basic vocational qualification","273","0.448356529304647","0.409583427782163","0.487129630827131"
"No transfer dependency","1987","Couple + C. GT 16 ","(2b) intermediate general qualification","27","","",""
"No transfer dependency","1987","Couple + C. GT 16 ","(2a) intermediate vocational","74","0.365091314072591","0.297860036734954","0.432322591410228"
"No transfer dependency","1987","Couple + C. GT 16 ","(2c_gen) general maturity certificate","29","","",""
"No transfer dependency","1987","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","20","","",""
"No transfer dependency","1987","Couple + C. GT 16 ","(3a) lower tertiary education","12","","",""
"No transfer dependency","1987","Couple + C. GT 16 ","(3b) higher tertiary education","13","","",""
"No transfer dependency","1987","Couple + C. LE and GT 16","(0) in school","","","",""
"No transfer dependency","1987","Couple + C. LE and GT 16","(1a) inadequately completed","2","","",""
"No transfer dependency","1987","Couple + C. LE and GT 16","(1b) general elementary school","9","","",""
"No transfer dependency","1987","Couple + C. LE and GT 16","(1c) basic vocational qualification","5","","",""
"No transfer dependency","1987","Couple + C. LE and GT 16","(2b) intermediate general qualification","3","","",""
"No transfer dependency","1987","Couple + C. LE and GT 16","(2a) intermediate vocational","4","","",""
"No transfer dependency","1987","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"No transfer dependency","1987","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","1","","",""
"No transfer dependency","1987","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"No transfer dependency","1987","Couple + C. LE and GT 16","(3b) higher tertiary education","2","","",""
"Very low transfer dependency","1987","1-pers.-HH","(0) in school","","","",""
"Very low transfer dependency","1987","1-pers.-HH","(1a) inadequately completed","15","","",""
"Very low transfer dependency","1987","1-pers.-HH","(1b) general elementary school","37","0.123800892412176","0.0845881933422674","0.163013591482085"
"Very low transfer dependency","1987","1-pers.-HH","(1c) basic vocational qualification","41","0.121697144202613","0.0865824965317847","0.15681179187344"
"Very low transfer dependency","1987","1-pers.-HH","(2b) intermediate general qualification","2","","",""
"Very low transfer dependency","1987","1-pers.-HH","(2a) intermediate vocational","8","","",""
"Very low transfer dependency","1987","1-pers.-HH","(2c_gen) general maturity certificate","10","","",""
"Very low transfer dependency","1987","1-pers.-HH","(2c_voc) vocational maturity certificate","7","","",""
"Very low transfer dependency","1987","1-pers.-HH","(3a) lower tertiary education","3","","",""
"Very low transfer dependency","1987","1-pers.-HH","(3b) higher tertiary education","5","","",""
"Very low transfer dependency","1987","(Married) couple without C. ","(0) in school","","","",""
"Very low transfer dependency","1987","(Married) couple without C. ","(1a) inadequately completed","17","","",""
"Very low transfer dependency","1987","(Married) couple without C. ","(1b) general elementary school","49","0.0812773470292714","0.0576768337359295","0.104877860322613"
"Very low transfer dependency","1987","(Married) couple without C. ","(1c) basic vocational qualification","97","0.0875557277762693","0.0697776856129259","0.105333769939613"
"Very low transfer dependency","1987","(Married) couple without C. ","(2b) intermediate general qualification","3","","",""
"Very low transfer dependency","1987","(Married) couple without C. ","(2a) intermediate vocational","41","0.120450762885874","0.0863023728531039","0.154599152918645"
"Very low transfer dependency","1987","(Married) couple without C. ","(2c_gen) general maturity certificate","6","","",""
"Very low transfer dependency","1987","(Married) couple without C. ","(2c_voc) vocational maturity certificate","11","","",""
"Very low transfer dependency","1987","(Married) couple without C. ","(3a) lower tertiary education","11","","",""
"Very low transfer dependency","1987","(Married) couple without C. ","(3b) higher tertiary education","15","","",""
"Very low transfer dependency","1987","Single parent ","(0) in school","18","","",""
"Very low transfer dependency","1987","Single parent ","(1a) inadequately completed","17","","",""
"Very low transfer dependency","1987","Single parent ","(1b) general elementary school","66","0.423793974650608","0.340742963686723","0.506844985614493"
"Very low transfer dependency","1987","Single parent ","(1c) basic vocational qualification","84","0.521416000043833","0.441206423925121","0.601625576162545"
"Very low transfer dependency","1987","Single parent ","(2b) intermediate general qualification","23","","",""
"Very low transfer dependency","1987","Single parent ","(2a) intermediate vocational","22","","",""
"Very low transfer dependency","1987","Single parent ","(2c_gen) general maturity certificate","25","","",""
"Very low transfer dependency","1987","Single parent ","(2c_voc) vocational maturity certificate","8","","",""
"Very low transfer dependency","1987","Single parent ","(3a) lower tertiary education","2","","",""
"Very low transfer dependency","1987","Single parent ","(3b) higher tertiary education","11","","",""
"Very low transfer dependency","1987","Couple + C. LE 16 ","(0) in school","","","",""
"Very low transfer dependency","1987","Couple + C. LE 16 ","(1a) inadequately completed","217","0.828576141623025","0.781190496337672","0.875961786908379"
"Very low transfer dependency","1987","Couple + C. LE 16 ","(1b) general elementary school","372","0.846287495026719","0.812077917144083","0.880497072909354"
"Very low transfer dependency","1987","Couple + C. LE 16 ","(1c) basic vocational qualification","782","0.902791810470837","0.882969709693547","0.922613911248127"
"Very low transfer dependency","1987","Couple + C. LE 16 ","(2b) intermediate general qualification","29","","",""
"Very low transfer dependency","1987","Couple + C. LE 16 ","(2a) intermediate vocational","320","0.957777819222793","0.936307630662453","0.979248007783133"
"Very low transfer dependency","1987","Couple + C. LE 16 ","(2c_gen) general maturity certificate","43","0.891099377243928","0.803876922968482","0.978321831519375"
"Very low transfer dependency","1987","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","94","0.938548479682847","0.892613015145544","0.98448394422015"
"Very low transfer dependency","1987","Couple + C. LE 16 ","(3a) lower tertiary education","60","0.913003597976337","0.844489758948001","0.981517437004673"
"Very low transfer dependency","1987","Couple + C. LE 16 ","(3b) higher tertiary education","144","0.968121828808389","0.94019394669663","0.996049710920147"
"Very low transfer dependency","1987","Couple + C. GT 16 ","(0) in school","72","0.904788404110615","0.840472032944155","0.969104775277075"
"Very low transfer dependency","1987","Couple + C. GT 16 ","(1a) inadequately completed","49","0.581999447219419","0.495533958875763","0.668464935563075"
"Very low transfer dependency","1987","Couple + C. GT 16 ","(1b) general elementary school","241","0.503480211486126","0.457077843323367","0.549882579648885"
"Very low transfer dependency","1987","Couple + C. GT 16 ","(1c) basic vocational qualification","344","0.530219273843428","0.491308944692524","0.569129602994333"
"Very low transfer dependency","1987","Couple + C. GT 16 ","(2b) intermediate general qualification","104","0.771107973029827","0.700758518108494","0.841457427951159"
"Very low transfer dependency","1987","Couple + C. GT 16 ","(2a) intermediate vocational","119","0.61602034027433","0.548105198161174","0.683935482387485"
"Very low transfer dependency","1987","Couple + C. GT 16 ","(2c_gen) general maturity certificate","84","0.739790844933751","0.660961054350245","0.818620635517257"
"Very low transfer dependency","1987","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","28","","",""
"Very low transfer dependency","1987","Couple + C. GT 16 ","(3a) lower tertiary education","23","","",""
"Very low transfer dependency","1987","Couple + C. GT 16 ","(3b) higher tertiary education","46","0.776866671561082","0.670629242524092","0.883104100598073"
"Very low transfer dependency","1987","Couple + C. LE and GT 16","(0) in school","61","0.915996736767135","0.849575687566103","0.982417785968166"
"Very low transfer dependency","1987","Couple + C. LE and GT 16","(1a) inadequately completed","129","0.883753078512881","0.832630138985416","0.934876018040345"
"Very low transfer dependency","1987","Couple + C. LE and GT 16","(1b) general elementary school","310","0.888506289533255","0.855532451035437","0.921480128031073"
"Very low transfer dependency","1987","Couple + C. LE and GT 16","(1c) basic vocational qualification","301","0.90396358134556","0.872028526980577","0.935898635710543"
"Very low transfer dependency","1987","Couple + C. LE and GT 16","(2b) intermediate general qualification","83","0.906573055411327","0.846446778472938","0.966699332349716"
"Very low transfer dependency","1987","Couple + C. LE and GT 16","(2a) intermediate vocational","81","0.882725220628188","0.816979232465757","0.94847120879062"
"Very low transfer dependency","1987","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","34","1","1","1"
"Very low transfer dependency","1987","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","20","","",""
"Very low transfer dependency","1987","Couple + C. LE and GT 16","(3a) lower tertiary education","12","","",""
"Very low transfer dependency","1987","Couple + C. LE and GT 16","(3b) higher tertiary education","27","","",""
"Low transfer dependency","1987","1-pers.-HH","(0) in school","","","",""
"Low transfer dependency","1987","1-pers.-HH","(1a) inadequately completed","3","","",""
"Low transfer dependency","1987","1-pers.-HH","(1b) general elementary school","9","","",""
"Low transfer dependency","1987","1-pers.-HH","(1c) basic vocational qualification","5","","",""
"Low transfer dependency","1987","1-pers.-HH","(2b) intermediate general qualification","","","",""
"Low transfer dependency","1987","1-pers.-HH","(2a) intermediate vocational","1","","",""
"Low transfer dependency","1987","1-pers.-HH","(2c_gen) general maturity certificate","2","","",""
"Low transfer dependency","1987","1-pers.-HH","(2c_voc) vocational maturity certificate","","","",""
"Low transfer dependency","1987","1-pers.-HH","(3a) lower tertiary education","","","",""
"Low transfer dependency","1987","1-pers.-HH","(3b) higher tertiary education","5","","",""
"Low transfer dependency","1987","(Married) couple without C. ","(0) in school","","","",""
"Low transfer dependency","1987","(Married) couple without C. ","(1a) inadequately completed","1","","",""
"Low transfer dependency","1987","(Married) couple without C. ","(1b) general elementary school","14","","",""
"Low transfer dependency","1987","(Married) couple without C. ","(1c) basic vocational qualification","12","","",""
"Low transfer dependency","1987","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"Low transfer dependency","1987","(Married) couple without C. ","(2a) intermediate vocational","6","","",""
"Low transfer dependency","1987","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"Low transfer dependency","1987","(Married) couple without C. ","(2c_voc) vocational maturity certificate","4","","",""
"Low transfer dependency","1987","(Married) couple without C. ","(3a) lower tertiary education","2","","",""
"Low transfer dependency","1987","(Married) couple without C. ","(3b) higher tertiary education","4","","",""
"Low transfer dependency","1987","Single parent ","(0) in school","2","","",""
"Low transfer dependency","1987","Single parent ","(1a) inadequately completed","2","","",""
"Low transfer dependency","1987","Single parent ","(1b) general elementary school","20","","",""
"Low transfer dependency","1987","Single parent ","(1c) basic vocational qualification","13","","",""
"Low transfer dependency","1987","Single parent ","(2b) intermediate general qualification","3","","",""
"Low transfer dependency","1987","Single parent ","(2a) intermediate vocational","3","","",""
"Low transfer dependency","1987","Single parent ","(2c_gen) general maturity certificate","6","","",""
"Low transfer dependency","1987","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"Low transfer dependency","1987","Single parent ","(3a) lower tertiary education","","","",""
"Low transfer dependency","1987","Single parent ","(3b) higher tertiary education","","","",""
"Low transfer dependency","1987","Couple + C. LE 16 ","(0) in school","","","",""
"Low transfer dependency","1987","Couple + C. LE 16 ","(1a) inadequately completed","8","","",""
"Low transfer dependency","1987","Couple + C. LE 16 ","(1b) general elementary school","31","0.0817809569694686","0.055789334195624","0.107772579743313"
"Low transfer dependency","1987","Couple + C. LE 16 ","(1c) basic vocational qualification","41","0.0531511834290414","0.0381404733557783","0.0681618935023044"
"Low transfer dependency","1987","Couple + C. LE 16 ","(2b) intermediate general qualification","2","","",""
"Low transfer dependency","1987","Couple + C. LE 16 ","(2a) intermediate vocational","8","","",""
"Low transfer dependency","1987","Couple + C. LE 16 ","(2c_gen) general maturity certificate","2","","",""
"Low transfer dependency","1987","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","3","","",""
"Low transfer dependency","1987","Couple + C. LE 16 ","(3a) lower tertiary education","1","","",""
"Low transfer dependency","1987","Couple + C. LE 16 ","(3b) higher tertiary education","1","","",""
"Low transfer dependency","1987","Couple + C. GT 16 ","(0) in school","2","","",""
"Low transfer dependency","1987","Couple + C. GT 16 ","(1a) inadequately completed","8","","",""
"Low transfer dependency","1987","Couple + C. GT 16 ","(1b) general elementary school","7","","",""
"Low transfer dependency","1987","Couple + C. GT 16 ","(1c) basic vocational qualification","9","","",""
"Low transfer dependency","1987","Couple + C. GT 16 ","(2b) intermediate general qualification","4","","",""
"Low transfer dependency","1987","Couple + C. GT 16 ","(2a) intermediate vocational","2","","",""
"Low transfer dependency","1987","Couple + C. GT 16 ","(2c_gen) general maturity certificate","2","","",""
"Low transfer dependency","1987","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","2","","",""
"Low transfer dependency","1987","Couple + C. GT 16 ","(3a) lower tertiary education","1","","",""
"Low transfer dependency","1987","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"Low transfer dependency","1987","Couple + C. LE and GT 16","(0) in school","4","","",""
"Low transfer dependency","1987","Couple + C. LE and GT 16","(1a) inadequately completed","11","","",""
"Low transfer dependency","1987","Couple + C. LE and GT 16","(1b) general elementary school","21","","",""
"Low transfer dependency","1987","Couple + C. LE and GT 16","(1c) basic vocational qualification","14","","",""
"Low transfer dependency","1987","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"Low transfer dependency","1987","Couple + C. LE and GT 16","(2a) intermediate vocational","6","","",""
"Low transfer dependency","1987","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"Low transfer dependency","1987","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","1","","",""
"Low transfer dependency","1987","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"Low transfer dependency","1987","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"High transfer dependency","1987","1-pers.-HH","(0) in school","","","",""
"High transfer dependency","1987","1-pers.-HH","(1a) inadequately completed","1","","",""
"High transfer dependency","1987","1-pers.-HH","(1b) general elementary school","3","","",""
"High transfer dependency","1987","1-pers.-HH","(1c) basic vocational qualification","4","","",""
"High transfer dependency","1987","1-pers.-HH","(2b) intermediate general qualification","","","",""
"High transfer dependency","1987","1-pers.-HH","(2a) intermediate vocational","1","","",""
"High transfer dependency","1987","1-pers.-HH","(2c_gen) general maturity certificate","1","","",""
"High transfer dependency","1987","1-pers.-HH","(2c_voc) vocational maturity certificate","3","","",""
"High transfer dependency","1987","1-pers.-HH","(3a) lower tertiary education","1","","",""
"High transfer dependency","1987","1-pers.-HH","(3b) higher tertiary education","","","",""
"High transfer dependency","1987","(Married) couple without C. ","(0) in school","","","",""
"High transfer dependency","1987","(Married) couple without C. ","(1a) inadequately completed","1","","",""
"High transfer dependency","1987","(Married) couple without C. ","(1b) general elementary school","6","","",""
"High transfer dependency","1987","(Married) couple without C. ","(1c) basic vocational qualification","5","","",""
"High transfer dependency","1987","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"High transfer dependency","1987","(Married) couple without C. ","(2a) intermediate vocational","","","",""
"High transfer dependency","1987","(Married) couple without C. ","(2c_gen) general maturity certificate","2","","",""
"High transfer dependency","1987","(Married) couple without C. ","(2c_voc) vocational maturity certificate","1","","",""
"High transfer dependency","1987","(Married) couple without C. ","(3a) lower tertiary education","1","","",""
"High transfer dependency","1987","(Married) couple without C. ","(3b) higher tertiary education","","","",""
"High transfer dependency","1987","Single parent ","(0) in school","","","",""
"High transfer dependency","1987","Single parent ","(1a) inadequately completed","3","","",""
"High transfer dependency","1987","Single parent ","(1b) general elementary school","2","","",""
"High transfer dependency","1987","Single parent ","(1c) basic vocational qualification","4","","",""
"High transfer dependency","1987","Single parent ","(2b) intermediate general qualification","","","",""
"High transfer dependency","1987","Single parent ","(2a) intermediate vocational","","","",""
"High transfer dependency","1987","Single parent ","(2c_gen) general maturity certificate","","","",""
"High transfer dependency","1987","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"High transfer dependency","1987","Single parent ","(3a) lower tertiary education","","","",""
"High transfer dependency","1987","Single parent ","(3b) higher tertiary education","","","",""
"High transfer dependency","1987","Couple + C. LE 16 ","(0) in school","","","",""
"High transfer dependency","1987","Couple + C. LE 16 ","(1a) inadequately completed","8","","",""
"High transfer dependency","1987","Couple + C. LE 16 ","(1b) general elementary school","3","","",""
"High transfer dependency","1987","Couple + C. LE 16 ","(1c) basic vocational qualification","5","","",""
"High transfer dependency","1987","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"High transfer dependency","1987","Couple + C. LE 16 ","(2a) intermediate vocational","4","","",""
"High transfer dependency","1987","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"High transfer dependency","1987","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","4","","",""
"High transfer dependency","1987","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"High transfer dependency","1987","Couple + C. LE 16 ","(3b) higher tertiary education","","","",""
"High transfer dependency","1987","Couple + C. GT 16 ","(0) in school","1","","",""
"High transfer dependency","1987","Couple + C. GT 16 ","(1a) inadequately completed","1","","",""
"High transfer dependency","1987","Couple + C. GT 16 ","(1b) general elementary school","6","","",""
"High transfer dependency","1987","Couple + C. GT 16 ","(1c) basic vocational qualification","5","","",""
"High transfer dependency","1987","Couple + C. GT 16 ","(2b) intermediate general qualification","1","","",""
"High transfer dependency","1987","Couple + C. GT 16 ","(2a) intermediate vocational","2","","",""
"High transfer dependency","1987","Couple + C. GT 16 ","(2c_gen) general maturity certificate","3","","",""
"High transfer dependency","1987","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"High transfer dependency","1987","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"High transfer dependency","1987","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"High transfer dependency","1987","Couple + C. LE and GT 16","(0) in school","2","","",""
"High transfer dependency","1987","Couple + C. LE and GT 16","(1a) inadequately completed","5","","",""
"High transfer dependency","1987","Couple + C. LE and GT 16","(1b) general elementary school","4","","",""
"High transfer dependency","1987","Couple + C. LE and GT 16","(1c) basic vocational qualification","4","","",""
"High transfer dependency","1987","Couple + C. LE and GT 16","(2b) intermediate general qualification","1","","",""
"High transfer dependency","1987","Couple + C. LE and GT 16","(2a) intermediate vocational","1","","",""
"High transfer dependency","1987","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"High transfer dependency","1987","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"High transfer dependency","1987","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"High transfer dependency","1987","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"Very high transfer dependency","1987","1-pers.-HH","(0) in school","","","",""
"Very high transfer dependency","1987","1-pers.-HH","(1a) inadequately completed","1","","",""
"Very high transfer dependency","1987","1-pers.-HH","(1b) general elementary school","2","","",""
"Very high transfer dependency","1987","1-pers.-HH","(1c) basic vocational qualification","7","","",""
"Very high transfer dependency","1987","1-pers.-HH","(2b) intermediate general qualification","2","","",""
"Very high transfer dependency","1987","1-pers.-HH","(2a) intermediate vocational","2","","",""
"Very high transfer dependency","1987","1-pers.-HH","(2c_gen) general maturity certificate","3","","",""
"Very high transfer dependency","1987","1-pers.-HH","(2c_voc) vocational maturity certificate","3","","",""
