"transab_cat","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"Very high transfer dependency","1992","Employed","lower secondary degree","9","","",""
"Very high transfer dependency","1992","Employed","secondary school degree","7","","",""
"Very high transfer dependency","1992","Employed","college entrance qualification","","","",""
"Very high transfer dependency","1992","Employed","Other degree","4","","",""
"Very high transfer dependency","1992","Employed","no degree/no degree yet","","","",""
"Complete transfer dependency","1992","Not Employed","lower secondary degree","21","","",""
"Complete transfer dependency","1992","Not Employed","secondary school degree","3","","",""
"Complete transfer dependency","1992","Not Employed","college entrance qualification","5","","",""
"Complete transfer dependency","1992","Not Employed","Other degree","14","","",""
"Complete transfer dependency","1992","Not Employed","no degree/no degree yet","6","","",""
"Complete transfer dependency","1992","Employed","lower secondary degree","","","",""
"Complete transfer dependency","1992","Employed","secondary school degree","","","",""
"Complete transfer dependency","1992","Employed","college entrance qualification","","","",""
"Complete transfer dependency","1992","Employed","Other degree","","","",""
"Complete transfer dependency","1992","Employed","no degree/no degree yet","","","",""
"No transfer dependency","1993","Not Employed","lower secondary degree","1474","0.700606891975025","0.682058223132701","0.719155560817348"
"No transfer dependency","1993","Not Employed","secondary school degree","273","0.494046151596496","0.459292236257642","0.52880006693535"
"No transfer dependency","1993","Not Employed","college entrance qualification","163","0.554898211210514","0.505574911875114","0.604221510545914"
"No transfer dependency","1993","Not Employed","Other degree","71","0.334951262510335","0.277135580299075","0.392766944721596"
"No transfer dependency","1993","Not Employed","no degree/no degree yet","80","0.167786175204262","0.133413311603793","0.202159038804731"
"No transfer dependency","1993","Employed","lower secondary degree","1366","0.504949362359279","0.487561084545939","0.52233764017262"
"No transfer dependency","1993","Employed","secondary school degree","830","0.40703931455222","0.38829188093873","0.425786748165711"
"No transfer dependency","1993","Employed","college entrance qualification","509","0.494689776472979","0.467310684780547","0.522068868165411"
"No transfer dependency","1993","Employed","Other degree","207","0.330063675102144","0.294483960535577","0.365643389668711"
"No transfer dependency","1993","Employed","no degree/no degree yet","115","0.372804971098834","0.322715236702887","0.422894705494781"
"Very low transfer dependency","1993","Not Employed","lower secondary degree","647","0.224135092692539","0.207246143481057","0.24102404190402"
"Very low transfer dependency","1993","Not Employed","secondary school degree","347","0.363741086185577","0.33030021012744","0.397181962243714"
"Very low transfer dependency","1993","Not Employed","college entrance qualification","178","0.375462653940346","0.327403251451555","0.423522056429138"
"Very low transfer dependency","1993","Not Employed","Other degree","117","0.41088041154064","0.350612303435868","0.471148519645412"
"Very low transfer dependency","1993","Not Employed","no degree/no degree yet","302","0.69133658084679","0.648844547401406","0.733828614292175"
"Very low transfer dependency","1993","Employed","lower secondary degree","1600","0.44558667333329","0.428300822085937","0.462872524580644"
"Very low transfer dependency","1993","Employed","secondary school degree","1567","0.522495776919352","0.503434995716535","0.541556558122169"
"Very low transfer dependency","1993","Employed","college entrance qualification","709","0.471538948786148","0.444202707207541","0.498875190364754"
"Very low transfer dependency","1993","Employed","Other degree","441","0.63372831595491","0.597274746508237","0.670181885401584"
"Very low transfer dependency","1993","Employed","no degree/no degree yet","223","0.576969082821905","0.525792780523002","0.628145385120807"
"Low transfer dependency","1993","Not Employed","lower secondary degree","129","0.0350492359041864","0.0276011187349681","0.0424973530734047"
"Low transfer dependency","1993","Not Employed","secondary school degree","116","0.0803207220867325","0.061427913290783","0.0992135308826821"
"Low transfer dependency","1993","Not Employed","college entrance qualification","29","","",""
"Low transfer dependency","1993","Not Employed","Other degree","37","0.112278438937313","0.0736048323176097","0.150952045557015"
"Low transfer dependency","1993","Not Employed","no degree/no degree yet","34","0.0697267513161725","0.0462992944805731","0.0931542081517718"
"Low transfer dependency","1993","Employed","lower secondary degree","155","0.0345802677936257","0.0282257864966072","0.0409347490906442"
"Low transfer dependency","1993","Employed","secondary school degree","199","0.0544048995220272","0.0457495958779123","0.0630602031661422"
"Low transfer dependency","1993","Employed","college entrance qualification","46","0.0257942512856053","0.0171134396352692","0.0344750629359415"
"Low transfer dependency","1993","Employed","Other degree","11","","",""
"Low transfer dependency","1993","Employed","no degree/no degree yet","13","","",""
"High transfer dependency","1993","Not Employed","lower secondary degree","40","0.0144552975081521","0.00962130106193624","0.0192892939543679"
"High transfer dependency","1993","Not Employed","secondary school degree","24","","",""
"High transfer dependency","1993","Not Employed","college entrance qualification","7","","",""
"High transfer dependency","1993","Not Employed","Other degree","14","","",""
"High transfer dependency","1993","Not Employed","no degree/no degree yet","17","","",""
"High transfer dependency","1993","Employed","lower secondary degree","40","0.0118021379847386","0.00804627151995707","0.0155580044495201"
"High transfer dependency","1993","Employed","secondary school degree","32","0.0127001723321557","0.00842710207923039","0.0169732425850811"
"High transfer dependency","1993","Employed","college entrance qualification","15","","",""
"High transfer dependency","1993","Employed","Other degree","9","","",""
"High transfer dependency","1993","Employed","no degree/no degree yet","7","","",""
"Very high transfer dependency","1993","Not Employed","lower secondary degree","30","0.0150614327100907","0.0101286457387496","0.0199942196814319"
"Very high transfer dependency","1993","Not Employed","secondary school degree","23","","",""
"Very high transfer dependency","1993","Not Employed","college entrance qualification","9","","",""
"Very high transfer dependency","1993","Not Employed","Other degree","7","","",""
"Very high transfer dependency","1993","Not Employed","no degree/no degree yet","14","","",""
"Very high transfer dependency","1993","Employed","lower secondary degree","15","","",""
"Very high transfer dependency","1993","Employed","secondary school degree","10","","",""
"Very high transfer dependency","1993","Employed","college entrance qualification","2","","",""
"Very high transfer dependency","1993","Employed","Other degree","3","","",""
"Very high transfer dependency","1993","Employed","no degree/no degree yet","","","",""
"Complete transfer dependency","1993","Not Employed","lower secondary degree","22","","",""
"Complete transfer dependency","1993","Not Employed","secondary school degree","12","","",""
"Complete transfer dependency","1993","Not Employed","college entrance qualification","4","","",""
"Complete transfer dependency","1993","Not Employed","Other degree","10","","",""
"Complete transfer dependency","1993","Not Employed","no degree/no degree yet","7","","",""
"Complete transfer dependency","1993","Employed","lower secondary degree","","","",""
"Complete transfer dependency","1993","Employed","secondary school degree","","","",""
"Complete transfer dependency","1993","Employed","college entrance qualification","","","",""
"Complete transfer dependency","1993","Employed","Other degree","","","",""
"Complete transfer dependency","1993","Employed","no degree/no degree yet","","","",""
"No transfer dependency","1994","Not Employed","lower secondary degree","1554","0.709507182009418","0.691408128518043","0.727606235500793"
"No transfer dependency","1994","Not Employed","secondary school degree","287","0.554880430627973","0.519454175854679","0.590306685401267"
"No transfer dependency","1994","Not Employed","college entrance qualification","176","0.517900804693054","0.471474984855297","0.564326624530812"
"No transfer dependency","1994","Not Employed","Other degree","67","0.276087076945879","0.2216412732324","0.330532880659359"
"No transfer dependency","1994","Not Employed","no degree/no degree yet","78","0.145506051018669","0.113928724542656","0.177083377494682"
"No transfer dependency","1994","Employed","lower secondary degree","1252","0.494813787642597","0.476765708270934","0.51286186701426"
"No transfer dependency","1994","Employed","secondary school degree","876","0.425486227379159","0.406529150917147","0.444443303841171"
"No transfer dependency","1994","Employed","college entrance qualification","510","0.497642340589082","0.470012845620631","0.525271835557533"
"No transfer dependency","1994","Employed","Other degree","195","0.345521917518076","0.307877272343117","0.383166562693034"
"No transfer dependency","1994","Employed","no degree/no degree yet","106","0.362106118350598","0.309611799482212","0.414600437218985"
"Very low transfer dependency","1994","Not Employed","lower secondary degree","623","0.216709385308978","0.200284207207376","0.233134563410581"
"Very low transfer dependency","1994","Not Employed","secondary school degree","299","0.300175421788646","0.267503900761977","0.332846942815315"
"Very low transfer dependency","1994","Not Employed","college entrance qualification","203","0.378062546645769","0.333009592957738","0.4231155003338"
"Very low transfer dependency","1994","Not Employed","Other degree","122","0.424814838521785","0.36461409088746","0.485015586156111"
"Very low transfer dependency","1994","Not Employed","no degree/no degree yet","323","0.701151350792151","0.660158146166319","0.742144555417982"
"Very low transfer dependency","1994","Employed","lower secondary degree","1490","0.446663306102941","0.428717241576301","0.46460937062958"
"Very low transfer dependency","1994","Employed","secondary school degree","1500","0.499569741676401","0.480398588830809","0.518740894521993"
"Very low transfer dependency","1994","Employed","college entrance qualification","690","0.471959696546435","0.444373376968094","0.499546016124775"
"Very low transfer dependency","1994","Employed","Other degree","384","0.584435488961843","0.545422846308014","0.623448131615673"
"Very low transfer dependency","1994","Employed","no degree/no degree yet","200","0.594288500081758","0.54065606973905","0.647920930424466"
"Low transfer dependency","1994","Not Employed","lower secondary degree","129","0.0317500170895175","0.0247600441169329","0.038739990062102"
"Low transfer dependency","1994","Not Employed","secondary school degree","109","0.0776518454097057","0.0585748258277281","0.0967288649916833"
"Low transfer dependency","1994","Not Employed","college entrance qualification","36","0.046193769893156","0.0266912887669793","0.0656962510193327"
"Low transfer dependency","1994","Not Employed","Other degree","33","0.105591697684707","0.0681650433499521","0.143018352019463"
"Low transfer dependency","1994","Not Employed","no degree/no degree yet","38","0.0647884547576372","0.0427447759178291","0.0868321335974453"
"Low transfer dependency","1994","Employed","lower secondary degree","146","0.0356984593589253","0.0290009162358248","0.0423960024820257"
"Low transfer dependency","1994","Employed","secondary school degree","185","0.0535238266918928","0.04489390595673","0.0621537474270557"
"Low transfer dependency","1994","Employed","college entrance qualification","46","0.0229830127796327","0.0147024032295974","0.031263622329668"
"Low transfer dependency","1994","Employed","Other degree","27","","",""
"Low transfer dependency","1994","Employed","no degree/no degree yet","12","","",""
"High transfer dependency","1994","Not Employed","lower secondary degree","48","0.0153568189123153","0.0104545194600616","0.020259118364569"
"High transfer dependency","1994","Not Employed","secondary school degree","29","","",""
"High transfer dependency","1994","Not Employed","college entrance qualification","17","","",""
"High transfer dependency","1994","Not Employed","Other degree","16","","",""
"High transfer dependency","1994","Not Employed","no degree/no degree yet","15","","",""
"High transfer dependency","1994","Employed","lower secondary degree","44","0.015836085349831","0.0113295582515214","0.0203426124481406"
"High transfer dependency","1994","Employed","secondary school degree","39","0.0145690610705982","0.00997488892088529","0.0191632332203111"
"High transfer dependency","1994","Employed","college entrance qualification","7","","",""
"High transfer dependency","1994","Employed","Other degree","5","","",""
"High transfer dependency","1994","Employed","no degree/no degree yet","4","","",""
"Very high transfer dependency","1994","Not Employed","lower secondary degree","37","0.0149462119932117","0.0101088865405889","0.0197835374458345"
"Very high transfer dependency","1994","Not Employed","secondary school degree","20","","",""
"Very high transfer dependency","1994","Not Employed","college entrance qualification","5","","",""
"Very high transfer dependency","1994","Not Employed","Other degree","10","","",""
"Very high transfer dependency","1994","Not Employed","no degree/no degree yet","11","","",""
"Very high transfer dependency","1994","Employed","lower secondary degree","16","","",""
"Very high transfer dependency","1994","Employed","secondary school degree","13","","",""
"Very high transfer dependency","1994","Employed","college entrance qualification","5","","",""
"Very high transfer dependency","1994","Employed","Other degree","2","","",""
"Very high transfer dependency","1994","Employed","no degree/no degree yet","","","",""
"Complete transfer dependency","1994","Not Employed","lower secondary degree","26","","",""
"Complete transfer dependency","1994","Not Employed","secondary school degree","12","","",""
"Complete transfer dependency","1994","Not Employed","college entrance qualification","8","","",""
"Complete transfer dependency","1994","Not Employed","Other degree","11","","",""
"Complete transfer dependency","1994","Not Employed","no degree/no degree yet","14","","",""
"Complete transfer dependency","1994","Employed","lower secondary degree","","","",""
"Complete transfer dependency","1994","Employed","secondary school degree","","","",""
"Complete transfer dependency","1994","Employed","college entrance qualification","","","",""
"Complete transfer dependency","1994","Employed","Other degree","","","",""
"Complete transfer dependency","1994","Employed","no degree/no degree yet","","","",""
"No transfer dependency","1995","Not Employed","lower secondary degree","1589","0.725488482317122","0.707667762690839","0.743309201943406"
"No transfer dependency","1995","Not Employed","secondary school degree","295","0.556019207820563","0.521284487511006","0.59075392813012"
"No transfer dependency","1995","Not Employed","college entrance qualification","185","0.520074849717931","0.474270188864646","0.565879510571216"
"No transfer dependency","1995","Not Employed","Other degree","87","0.242777291704676","0.19926524409028","0.286289339319072"
"No transfer dependency","1995","Not Employed","no degree/no degree yet","81","0.150137277331236","0.1196688675578","0.180605687104673"
"No transfer dependency","1995","Employed","lower secondary degree","1226","0.492636325431714","0.474297651196718","0.510974999666709"
"No transfer dependency","1995","Employed","secondary school degree","904","0.434105732526871","0.415242038699245","0.452969426354496"
"No transfer dependency","1995","Employed","college entrance qualification","569","0.516211358138149","0.489283005809257","0.543139710467041"
"No transfer dependency","1995","Employed","Other degree","231","0.359294270352913","0.325536661240321","0.393051879465506"
"No transfer dependency","1995","Employed","no degree/no degree yet","95","0.322284728957482","0.268953623898342","0.375615834016623"
"Very low transfer dependency","1995","Not Employed","lower secondary degree","543","0.181313500394503","0.165928285148349","0.196698715640656"
"Very low transfer dependency","1995","Not Employed","secondary school degree","314","0.29703525727573","0.26508991168935","0.328980602862109"
"Very low transfer dependency","1995","Not Employed","college entrance qualification","210","0.367111223833207","0.322918322034662","0.411304125631752"
"Very low transfer dependency","1995","Not Employed","Other degree","167","0.352657550549197","0.304169211042244","0.401145890056149"
"Very low transfer dependency","1995","Not Employed","no degree/no degree yet","354","0.689448623752387","0.649980288060701","0.728916959444072"
"Very low transfer dependency","1995","Employed","lower secondary degree","1412","0.438743161006897","0.420540661093406","0.456945660920388"
"Very low transfer dependency","1995","Employed","secondary school degree","1561","0.511537569635496","0.49251296316488","0.530562176106113"
"Very low transfer dependency","1995","Employed","college entrance qualification","702","0.456267701110083","0.429428437367335","0.48310696485283"
"Very low transfer dependency","1995","Employed","Other degree","486","0.553048752768712","0.518068010895544","0.58802949464188"
"Very low transfer dependency","1995","Employed","no degree/no degree yet","179","0.605985740741491","0.550225549435546","0.661745932047435"
"Low transfer dependency","1995","Not Employed","lower secondary degree","124","0.0341318918205012","0.0268813780039684","0.0413824056370341"
"Low transfer dependency","1995","Not Employed","secondary school degree","99","0.0698914211337694","0.05206699408605","0.0877158481814888"
"Low transfer dependency","1995","Not Employed","college entrance qualification","26","","",""
"Low transfer dependency","1995","Not Employed","Other degree","50","0.110811637344421","0.0789562238884958","0.142667050800347"
"Low transfer dependency","1995","Not Employed","no degree/no degree yet","40","0.0569293925984388","0.0371655443975896","0.0766932407992879"
"Low transfer dependency","1995","Employed","lower secondary degree","165","0.0534998992694551","0.0452455688589906","0.0617542296799196"
"Low transfer dependency","1995","Employed","secondary school degree","141","0.0373028338254225","0.0300904788980041","0.0445151887528409"
"Low transfer dependency","1995","Employed","college entrance qualification","39","0.0199280132425613","0.0123974205507788","0.0274586059343437"
"Low transfer dependency","1995","Employed","Other degree","41","0.0588955717801318","0.0423311050068456","0.075460038553418"
"Low transfer dependency","1995","Employed","no degree/no degree yet","15","","",""
"High transfer dependency","1995","Not Employed","lower secondary degree","58","0.0198452729127548","0.0142759096177971","0.0254146362077126"
"High transfer dependency","1995","Not Employed","secondary school degree","37","0.039030142992642","0.0254909813951206","0.0525693045901634"
"High transfer dependency","1995","Not Employed","college entrance qualification","7","","",""
"High transfer dependency","1995","Not Employed","Other degree","13","","",""
"High transfer dependency","1995","Not Employed","no degree/no degree yet","26","","",""
"High transfer dependency","1995","Employed","lower secondary degree","38","0.0108922961017623","0.00708491327725904","0.0146996789262656"
"High transfer dependency","1995","Employed","secondary school degree","34","0.0127427460713164","0.00847392440359985","0.0170115677390329"
"High transfer dependency","1995","Employed","college entrance qualification","9","","",""
"High transfer dependency","1995","Employed","Other degree","12","","",""
"High transfer dependency","1995","Employed","no degree/no degree yet","4","","",""
"Very high transfer dependency","1995","Not Employed","lower secondary degree","58","0.0205618105777208","0.0148948670499566","0.026228754105485"
"Very high transfer dependency","1995","Not Employed","secondary school degree","23","","",""
"Very high transfer dependency","1995","Not Employed","college entrance qualification","19","","",""
"Very high transfer dependency","1995","Not Employed","Other degree","24","","",""
"Very high transfer dependency","1995","Not Employed","no degree/no degree yet","9","","",""
"Very high transfer dependency","1995","Employed","lower secondary degree","14","","",""
"Very high transfer dependency","1995","Employed","secondary school degree","12","","",""
"Very high transfer dependency","1995","Employed","college entrance qualification","4","","",""
"Very high transfer dependency","1995","Employed","Other degree","6","","",""
"Very high transfer dependency","1995","Employed","no degree/no degree yet","2","","",""
"Complete transfer dependency","1995","Not Employed","lower secondary degree","37","0.0186590419773981","0.0132554278987416","0.0240626560560547"
"Complete transfer dependency","1995","Not Employed","secondary school degree","18","","",""
"Complete transfer dependency","1995","Not Employed","college entrance qualification","10","","",""
"Complete transfer dependency","1995","Not Employed","Other degree","32","0.179231386644322","0.140307959005861","0.218154814282783"
"Complete transfer dependency","1995","Not Employed","no degree/no degree yet","18","","",""
"Complete transfer dependency","1995","Employed","lower secondary degree","","","",""
"Complete transfer dependency","1995","Employed","secondary school degree","","","",""
"Complete transfer dependency","1995","Employed","college entrance qualification","","","",""
"Complete transfer dependency","1995","Employed","Other degree","","","",""
"Complete transfer dependency","1995","Employed","no degree/no degree yet","","","",""
"No transfer dependency","1996","Not Employed","lower secondary degree","1453","0.707354520152291","0.688927966227813","0.72578107407677"
"No transfer dependency","1996","Not Employed","secondary school degree","278","0.536465973480236","0.501036258134213","0.571895688826259"
"No transfer dependency","1996","Not Employed","college entrance qualification","149","0.505291446779085","0.457645760115174","0.552937133442997"
"No transfer dependency","1996","Not Employed","Other degree","95","0.290941428750683","0.24382657773011","0.338056279771256"
"No transfer dependency","1996","Not Employed","no degree/no degree yet","86","0.145267612681563","0.114685852175494","0.175849373187632"
"No transfer dependency","1996","Employed","lower secondary degree","1170","0.472334442577104","0.453832980956427","0.490835904197782"
"No transfer dependency","1996","Employed","secondary school degree","910","0.420169872978636","0.401552043337481","0.438787702619791"
"No transfer dependency","1996","Employed","college entrance qualification","556","0.461976000895187","0.435785789429322","0.488166212361052"
"No transfer dependency","1996","Employed","Other degree","221","0.377554214240506","0.341769796168921","0.413338632312091"
"No transfer dependency","1996","Employed","no degree/no degree yet","92","0.314796666969449","0.26020196629864","0.369391367640257"
"Very low transfer dependency","1996","Not Employed","lower secondary degree","517","0.170066076605034","0.154850610870409","0.185281542339659"
"Very low transfer dependency","1996","Not Employed","secondary school degree","313","0.326586908662781","0.293267604269785","0.359906213055776"
"Very low transfer dependency","1996","Not Employed","college entrance qualification","211","0.371195105673459","0.325154928665771","0.417235282681147"
"Very low transfer dependency","1996","Not Employed","Other degree","163","0.386355230492201","0.335846564370951","0.436863896613452"
"Very low transfer dependency","1996","Not Employed","no degree/no degree yet","327","0.7012232274153","0.661498167084401","0.740948287746198"
"Very low transfer dependency","1996","Employed","lower secondary degree","1406","0.462449483556247","0.443971964921376","0.480927002191119"
"Very low transfer dependency","1996","Employed","secondary school degree","1574","0.511142734274515","0.492287655897575","0.529997812651455"
"Very low transfer dependency","1996","Employed","college entrance qualification","776","0.505446226099337","0.479181509887686","0.531710942310989"
"Very low transfer dependency","1996","Employed","Other degree","428","0.539849704920887","0.503058855139655","0.57664055470212"
"Very low transfer dependency","1996","Employed","no degree/no degree yet","162","0.5906159875376","0.532813872282202","0.648418102792998"
"Low transfer dependency","1996","Not Employed","lower secondary degree","169","0.0534143774116735","0.0443076217816444","0.0625211330417026"
"Low transfer dependency","1996","Not Employed","secondary school degree","103","0.0743715327430126","0.0557301776182367","0.0930128878677885"
"Low transfer dependency","1996","Not Employed","college entrance qualification","33","0.0553941950134609","0.0335952568106512","0.0771931332162706"
"Low transfer dependency","1996","Not Employed","Other degree","44","0.0974356290289004","0.066673812868894","0.128197445188907"
"Low transfer dependency","1996","Not Employed","no degree/no degree yet","43","0.053379228660808","0.0338701318072859","0.0728883255143302"
"Low transfer dependency","1996","Employed","lower secondary degree","146","0.0446191636403766","0.0369675887483863","0.0522707385323668"
"Low transfer dependency","1996","Employed","secondary school degree","169","0.0524642527880469","0.0440542574207198","0.0608742481553741"
"Low transfer dependency","1996","Employed","college entrance qualification","50","0.0239924536936499","0.0159536320376113","0.0320312753496885"
"Low transfer dependency","1996","Employed","Other degree","38","0.0513937001249328","0.0350950559744005","0.067692344275465"
"Low transfer dependency","1996","Employed","no degree/no degree yet","18","","",""
"High transfer dependency","1996","Not Employed","lower secondary degree","89","0.0287407354909616","0.0219741250934132","0.0355073458885101"
"High transfer dependency","1996","Not Employed","secondary school degree","34","0.0295520060992225","0.017520073794026","0.0415839384044189"
"High transfer dependency","1996","Not Employed","college entrance qualification","11","","",""
"High transfer dependency","1996","Not Employed","Other degree","11","","",""
"High transfer dependency","1996","Not Employed","no degree/no degree yet","22","","",""
"High transfer dependency","1996","Employed","lower secondary degree","62","0.0178388764114556","0.0129334476170908","0.0227443052058204"
"High transfer dependency","1996","Employed","secondary school degree","42","0.0149578978524699","0.0103793380914387","0.0195364576135011"
"High transfer dependency","1996","Employed","college entrance qualification","6","","",""
"High transfer dependency","1996","Employed","Other degree","13","","",""
"High transfer dependency","1996","Employed","no degree/no degree yet","3","","",""
"Very high transfer dependency","1996","Not Employed","lower secondary degree","78","0.0250067214959854","0.0186828383670765","0.0313306046248943"
"Very high transfer dependency","1996","Not Employed","secondary school degree","17","","",""
"Very high transfer dependency","1996","Not Employed","college entrance qualification","12","","",""
"Very high transfer dependency","1996","Not Employed","Other degree","17","","",""
"Very high transfer dependency","1996","Not Employed","no degree/no degree yet","20","","",""
"Very high transfer dependency","1996","Employed","lower secondary degree","13","","",""
"Very high transfer dependency","1996","Employed","secondary school degree","5","","",""
"Very high transfer dependency","1996","Employed","college entrance qualification","4","","",""
"Very high transfer dependency","1996","Employed","Other degree","5","","",""
"Very high transfer dependency","1996","Employed","no degree/no degree yet","3","","",""
"Complete transfer dependency","1996","Not Employed","lower secondary degree","36","0.0154175688440538","0.0104277056961342","0.0204074319919734"
"Complete transfer dependency","1996","Not Employed","secondary school degree","16","","",""
"Complete transfer dependency","1996","Not Employed","college entrance qualification","7","","",""
"Complete transfer dependency","1996","Not Employed","Other degree","27","","",""
"Complete transfer dependency","1996","Not Employed","no degree/no degree yet","12","","",""
"Complete transfer dependency","1996","Employed","lower secondary degree","","","",""
"Complete transfer dependency","1996","Employed","secondary school degree","","","",""
"Complete transfer dependency","1996","Employed","college entrance qualification","","","",""
"Complete transfer dependency","1996","Employed","Other degree","","","",""
"Complete transfer dependency","1996","Employed","no degree/no degree yet","","","",""
"No transfer dependency","1997","Not Employed","lower secondary degree","1450","0.683640873392703","0.664846250056136","0.70243549672927"
"No transfer dependency","1997","Not Employed","secondary school degree","285","0.516427443466933","0.481820175757229","0.551034711176638"
"No transfer dependency","1997","Not Employed","college entrance qualification","159","0.477124729111085","0.431180054610003","0.523069403612166"
"No transfer dependency","1997","Not Employed","Other degree","103","0.27632582187235","0.230883669397892","0.321767974346807"
"No transfer dependency","1997","Not Employed","no degree/no degree yet","90","0.141712968304338","0.112645540794229","0.170780395814447"
"No transfer dependency","1997","Employed","lower secondary degree","1058","0.438631936059169","0.420126035280033","0.457137836838304"
"No transfer dependency","1997","Employed","secondary school degree","833","0.377348321869881","0.359013793663974","0.395682850075788"
"No transfer dependency","1997","Employed","college entrance qualification","575","0.444662485517527","0.419259592726571","0.470065378308483"
"No transfer dependency","1997","Employed","Other degree","187","0.33561739542833","0.298947494836192","0.372287296020469"
"No transfer dependency","1997","Employed","no degree/no degree yet","85","0.328233747843738","0.270712431605123","0.385755064082353"
"Very low transfer dependency","1997","Not Employed","lower secondary degree","527","0.177229773964386","0.161797246527325","0.192662301401447"
"Very low transfer dependency","1997","Not Employed","secondary school degree","325","0.332569422648748","0.29994250544229","0.365196339855206"
"Very low transfer dependency","1997","Not Employed","college entrance qualification","219","0.393329627227645","0.348395647190917","0.438263607264373"
"Very low transfer dependency","1997","Not Employed","Other degree","147","0.355495276564116","0.306853817836073","0.40413673529216"
"Very low transfer dependency","1997","Not Employed","no degree/no degree yet","362","0.689638296621937","0.651078896043508","0.728197697200367"
"Very low transfer dependency","1997","Employed","lower secondary degree","1443","0.478690278783295","0.460060338205754","0.497320219360835"
"Very low transfer dependency","1997","Employed","secondary school degree","1579","0.531181302530736","0.512305744590645","0.550056860470826"
"Very low transfer dependency","1997","Employed","college entrance qualification","827","0.509478220298806","0.483922896807662","0.53503354378995"
"Very low transfer dependency","1997","Employed","Other degree","378","0.553828311115434","0.51522567563465","0.592430946596218"
"Very low transfer dependency","1997","Employed","no degree/no degree yet","139","0.547575836390082","0.486604861097805","0.608546811682358"
"Low transfer dependency","1997","Not Employed","lower secondary degree","183","0.0588964133873144","0.0493817687865969","0.0684110579880318"
"Low transfer dependency","1997","Not Employed","secondary school degree","101","0.0728927495013617","0.0548899938149243","0.0908955051877992"
"Low transfer dependency","1997","Not Employed","college entrance qualification","38","0.0536791883465694","0.0329471343889616","0.0744112423041772"
"Low transfer dependency","1997","Not Employed","Other degree","55","0.115227589424963","0.0827808810675721","0.147674297782354"
"Low transfer dependency","1997","Not Employed","no degree/no degree yet","59","0.0873855710259596","0.0638486822492952","0.110922459802624"
"Low transfer dependency","1997","Employed","lower secondary degree","181","0.057883792132519","0.0491748184295798","0.0665927658354583"
"Low transfer dependency","1997","Employed","secondary school degree","214","0.0674388106310271","0.0579531066873312","0.0769245145747229"
"Low transfer dependency","1997","Employed","college entrance qualification","54","0.0363856365863167","0.0268135626426894","0.045957710529944"
"Low transfer dependency","1997","Employed","Other degree","60","0.0924106199976307","0.0699209014931286","0.114900338502133"
"Low transfer dependency","1997","Employed","no degree/no degree yet","21","","",""
"High transfer dependency","1997","Not Employed","lower secondary degree","89","0.0346195800003363","0.0272313641891768","0.0420077958114958"
"High transfer dependency","1997","Not Employed","secondary school degree","36","0.0269632945412615","0.0157461343365216","0.0381804547460014"
"High transfer dependency","1997","Not Employed","college entrance qualification","21","","",""
"High transfer dependency","1997","Not Employed","Other degree","21","","",""
"High transfer dependency","1997","Not Employed","no degree/no degree yet","17","","",""
"High transfer dependency","1997","Employed","lower secondary degree","55","0.0180974546059346","0.0131260490332225","0.0230688601786467"
"High transfer dependency","1997","Employed","secondary school degree","48","0.019673542223012","0.0144206004262858","0.0249264840197383"
"High transfer dependency","1997","Employed","college entrance qualification","13","","",""
"High transfer dependency","1997","Employed","Other degree","7","","",""
"High transfer dependency","1997","Employed","no degree/no degree yet","6","","",""
"Very high transfer dependency","1997","Not Employed","lower secondary degree","64","0.0277608481136494","0.0211213943582305","0.0344003018690684"
"Very high transfer dependency","1997","Not Employed","secondary school degree","39","0.0305685951686552","0.0186471716887673","0.0424900186485431"
"Very high transfer dependency","1997","Not Employed","college entrance qualification","12","","",""
"Very high transfer dependency","1997","Not Employed","Other degree","18","","",""
"Very high transfer dependency","1997","Not Employed","no degree/no degree yet","13","","",""
"Very high transfer dependency","1997","Employed","lower secondary degree","25","","",""
"Very high transfer dependency","1997","Employed","secondary school degree","11","","",""
"Very high transfer dependency","1997","Employed","college entrance qualification","1","","",""
"Very high transfer dependency","1997","Employed","Other degree","5","","",""
"Very high transfer dependency","1997","Employed","no degree/no degree yet","5","","",""
"Complete transfer dependency","1997","Not Employed","lower secondary degree","39","0.017852511141611","0.0125011107756997","0.0232039115075223"
"Complete transfer dependency","1997","Not Employed","secondary school degree","15","","",""
"Complete transfer dependency","1997","Not Employed","college entrance qualification","5","","",""
"Complete transfer dependency","1997","Not Employed","Other degree","28","","",""
"Complete transfer dependency","1997","Not Employed","no degree/no degree yet","12","","",""
"Complete transfer dependency","1997","Employed","lower secondary degree","","","",""
"Complete transfer dependency","1997","Employed","secondary school degree","","","",""
"Complete transfer dependency","1997","Employed","college entrance qualification","","","",""
"Complete transfer dependency","1997","Employed","Other degree","","","",""
"Complete transfer dependency","1997","Employed","no degree/no degree yet","","","",""
"No transfer dependency","1998","Not Employed","lower secondary degree","1746","0.707962304211425","0.690861846620232","0.725062761802618"
"No transfer dependency","1998","Not Employed","secondary school degree","330","0.508468626837192","0.47562426787682","0.541312985797564"
"No transfer dependency","1998","Not Employed","college entrance qualification","197","0.44613367618258","0.404889182646436","0.487378169718725"
"No transfer dependency","1998","Not Employed","Other degree","105","0.306319769580457","0.259158853666027","0.353480685494886"
