"transab_cat","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"Very high transfer dependency","1994","Not Working","general elemantary","23","","",""
"Very high transfer dependency","1994","Not Working","middle vocational","42","0.018696108897245","0.0129043237910218","0.0244878940034682"
"Very high transfer dependency","1994","Not Working","vocational + Abi","2","","",""
"Very high transfer dependency","1994","Not Working","higher vocational","2","","",""
"Very high transfer dependency","1994","Not Working","higher education","7","","",""
"Complete transfer dependency","1994","Full Time","in school","","","",""
"Complete transfer dependency","1994","Full Time","inadequately","","","",""
"Complete transfer dependency","1994","Full Time","general elemantary","","","",""
"Complete transfer dependency","1994","Full Time","middle vocational","","","",""
"Complete transfer dependency","1994","Full Time","vocational + Abi","","","",""
"Complete transfer dependency","1994","Full Time","higher vocational","","","",""
"Complete transfer dependency","1994","Full Time","higher education","","","",""
"Complete transfer dependency","1994","Part Time","in school","","","",""
"Complete transfer dependency","1994","Part Time","inadequately","","","",""
"Complete transfer dependency","1994","Part Time","general elemantary","","","",""
"Complete transfer dependency","1994","Part Time","middle vocational","","","",""
"Complete transfer dependency","1994","Part Time","vocational + Abi","","","",""
"Complete transfer dependency","1994","Part Time","higher vocational","","","",""
"Complete transfer dependency","1994","Part Time","higher education","","","",""
"Complete transfer dependency","1994","Not Working","in school","2","","",""
"Complete transfer dependency","1994","Not Working","inadequately","11","","",""
"Complete transfer dependency","1994","Not Working","general elemantary","18","","",""
"Complete transfer dependency","1994","Not Working","middle vocational","32","0.0148806567231373","0.00970350923720134","0.0200578042090733"
"Complete transfer dependency","1994","Not Working","vocational + Abi","5","","",""
"Complete transfer dependency","1994","Not Working","higher vocational","1","","",""
"Complete transfer dependency","1994","Not Working","higher education","2","","",""
"No transfer dependency","1995","Full Time","in school","2","","",""
"No transfer dependency","1995","Full Time","inadequately","65","0.407263167560493","0.332745649707215","0.48178068541377"
"No transfer dependency","1995","Full Time","general elemantary","307","0.547164309658567","0.511055276007575","0.58327334330956"
"No transfer dependency","1995","Full Time","middle vocational","1378","0.534452681773024","0.516641814383996","0.552263549162051"
"No transfer dependency","1995","Full Time","vocational + Abi","102","0.54858753557282","0.484690623338406","0.612484447807234"
"No transfer dependency","1995","Full Time","higher vocational","183","0.540629950228732","0.492969862794074","0.58829003766339"
"No transfer dependency","1995","Full Time","higher education","388","0.488569204120471","0.45739997216774","0.519738436073201"
"No transfer dependency","1995","Part Time","in school","","","",""
"No transfer dependency","1995","Part Time","inadequately","21","","",""
"No transfer dependency","1995","Part Time","general elemantary","140","0.386431125612329","0.343317180834168","0.429545070390491"
"No transfer dependency","1995","Part Time","middle vocational","349","0.336300320097859","0.310755676199131","0.361844963996587"
"No transfer dependency","1995","Part Time","vocational + Abi","25","","",""
"No transfer dependency","1995","Part Time","higher vocational","28","","",""
"No transfer dependency","1995","Part Time","higher education","83","0.387010226118086","0.332168058489951","0.44185239374622"
"No transfer dependency","1995","Not Working","in school","5","","",""
"No transfer dependency","1995","Not Working","inadequately","67","0.306503741316341","0.249693349877036","0.363314132755646"
"No transfer dependency","1995","Not Working","general elemantary","656","0.667329973223755","0.640890954761837","0.693768991685673"
"No transfer dependency","1995","Not Working","middle vocational","1161","0.650264090703604","0.630222441360864","0.670305740046344"
"No transfer dependency","1995","Not Working","vocational + Abi","30","0.329911285303819","0.248138089980869","0.411684480626768"
"No transfer dependency","1995","Not Working","higher vocational","112","0.682786687493826","0.615724077467533","0.749849297520119"
"No transfer dependency","1995","Not Working","higher education","215","0.673153604747921","0.624291136899292","0.722016072596549"
"Very low transfer dependency","1995","Full Time","in school","3","","",""
"Very low transfer dependency","1995","Full Time","inadequately","99","0.568931256264893","0.49382207648778","0.644040436042005"
"Very low transfer dependency","1995","Full Time","general elemantary","381","0.40014810522719","0.364607971233527","0.435688239220852"
"Very low transfer dependency","1995","Full Time","middle vocational","1503","0.431741680052187","0.414055525522138","0.449427834582235"
"Very low transfer dependency","1995","Full Time","vocational + Abi","117","0.419285874176826","0.355927147407323","0.48264460094633"
"Very low transfer dependency","1995","Full Time","higher vocational","228","0.444833453478799","0.397307174790277","0.492359732167321"
"Very low transfer dependency","1995","Full Time","higher education","578","0.496150057165634","0.464973600921727","0.52732651340954"
"Very low transfer dependency","1995","Part Time","in school","3","","",""
"Very low transfer dependency","1995","Part Time","inadequately","62","0.672258767424539","0.579326008162345","0.765191526686732"
"Very low transfer dependency","1995","Part Time","general elemantary","287","0.485124022569467","0.440872547079737","0.529375498059197"
"Very low transfer dependency","1995","Part Time","middle vocational","784","0.540180630395308","0.51323343676997","0.567127824020645"
"Very low transfer dependency","1995","Part Time","vocational + Abi","68","0.575035541263352","0.480929217667868","0.669141864858835"
"Very low transfer dependency","1995","Part Time","higher vocational","81","0.610117714158717","0.524273541872958","0.695961886444476"
"Very low transfer dependency","1995","Part Time","higher education","188","0.528208259366876","0.471999430393278","0.584417088340474"
"Very low transfer dependency","1995","Not Working","in school","220","0.859155641274588","0.816543460598142","0.901767821951033"
"Very low transfer dependency","1995","Not Working","inadequately","123","0.382406476941399","0.32252371587473","0.442289238008068"
"Very low transfer dependency","1995","Not Working","general elemantary","384","0.227391016738066","0.203871158261324","0.250910875214809"
"Very low transfer dependency","1995","Not Working","middle vocational","671","0.232764800168908","0.21500486514507","0.250524735192746"
"Very low transfer dependency","1995","Not Working","vocational + Abi","60","0.361590112015361","0.278028981707899","0.445151242322824"
"Very low transfer dependency","1995","Not Working","higher vocational","51","0.225892831637308","0.165634931115547","0.286150732159069"
"Very low transfer dependency","1995","Not Working","higher education","86","0.204109088319108","0.162123097720065","0.24609507891815"
"Low transfer dependency","1995","Full Time","in school","1","","",""
"Low transfer dependency","1995","Full Time","inadequately","3","","",""
"Low transfer dependency","1995","Full Time","general elemantary","29","","",""
"Low transfer dependency","1995","Full Time","middle vocational","116","0.0294980406802989","0.0234565610081488","0.0355395203524489"
"Low transfer dependency","1995","Full Time","vocational + Abi","12","","",""
"Low transfer dependency","1995","Full Time","higher vocational","9","","",""
"Low transfer dependency","1995","Full Time","higher education","22","","",""
"Low transfer dependency","1995","Part Time","in school","","","",""
"Low transfer dependency","1995","Part Time","inadequately","10","","",""
"Low transfer dependency","1995","Part Time","general elemantary","44","0.0881305253905917","0.0630301874065478","0.113230863374636"
"Low transfer dependency","1995","Part Time","middle vocational","120","0.0818306523522168","0.0670099150268997","0.0966513896775339"
"Low transfer dependency","1995","Part Time","vocational + Abi","8","","",""
"Low transfer dependency","1995","Part Time","higher vocational","9","","",""
"Low transfer dependency","1995","Part Time","higher education","23","","",""
"Low transfer dependency","1995","Not Working","in school","15","","",""
"Low transfer dependency","1995","Not Working","inadequately","24","","",""
"Low transfer dependency","1995","Not Working","general elemantary","72","0.0341645300210593","0.0239714020556145","0.0443576579865041"
"Low transfer dependency","1995","Not Working","middle vocational","183","0.0506955644501088","0.0414760893255432","0.0599150395746745"
"Low transfer dependency","1995","Not Working","vocational + Abi","13","","",""
"Low transfer dependency","1995","Not Working","higher vocational","9","","",""
"Low transfer dependency","1995","Not Working","higher education","23","","",""
"High transfer dependency","1995","Full Time","in school","","","",""
"High transfer dependency","1995","Full Time","inadequately","","","",""
"High transfer dependency","1995","Full Time","general elemantary","11","","",""
"High transfer dependency","1995","Full Time","middle vocational","16","","",""
"High transfer dependency","1995","Full Time","vocational + Abi","1","","",""
"High transfer dependency","1995","Full Time","higher vocational","","","",""
"High transfer dependency","1995","Full Time","higher education","","","",""
"High transfer dependency","1995","Part Time","in school","","","",""
"High transfer dependency","1995","Part Time","inadequately","3","","",""
"High transfer dependency","1995","Part Time","general elemantary","11","","",""
"High transfer dependency","1995","Part Time","middle vocational","45","0.031006040849935","0.0216340015589871","0.0403780801408829"
"High transfer dependency","1995","Part Time","vocational + Abi","3","","",""
"High transfer dependency","1995","Part Time","higher vocational","2","","",""
"High transfer dependency","1995","Part Time","higher education","5","","",""
"High transfer dependency","1995","Not Working","in school","9","","",""
"High transfer dependency","1995","Not Working","inadequately","17","","",""
"High transfer dependency","1995","Not Working","general elemantary","41","0.028066219380683","0.0187983805687401","0.037334058192626"
"High transfer dependency","1995","Not Working","middle vocational","58","0.0206423497790019","0.0146669263326734","0.0266177732253304"
"High transfer dependency","1995","Not Working","vocational + Abi","6","","",""
"High transfer dependency","1995","Not Working","higher vocational","1","","",""
"High transfer dependency","1995","Not Working","higher education","9","","",""
"Very high transfer dependency","1995","Full Time","in school","","","",""
"Very high transfer dependency","1995","Full Time","inadequately","","","",""
"Very high transfer dependency","1995","Full Time","general elemantary","2","","",""
"Very high transfer dependency","1995","Full Time","middle vocational","","","",""
"Very high transfer dependency","1995","Full Time","vocational + Abi","1","","",""
"Very high transfer dependency","1995","Full Time","higher vocational","","","",""
"Very high transfer dependency","1995","Full Time","higher education","","","",""
"Very high transfer dependency","1995","Part Time","in school","","","",""
"Very high transfer dependency","1995","Part Time","inadequately","2","","",""
"Very high transfer dependency","1995","Part Time","general elemantary","8","","",""
"Very high transfer dependency","1995","Part Time","middle vocational","16","","",""
"Very high transfer dependency","1995","Part Time","vocational + Abi","2","","",""
"Very high transfer dependency","1995","Part Time","higher vocational","4","","",""
"Very high transfer dependency","1995","Part Time","higher education","4","","",""
"Very high transfer dependency","1995","Not Working","in school","3","","",""
"Very high transfer dependency","1995","Not Working","inadequately","10","","",""
"Very high transfer dependency","1995","Not Working","general elemantary","40","0.0231159510546367","0.0146836603997922","0.0315482417094812"
"Very high transfer dependency","1995","Not Working","middle vocational","54","0.0195837250989513","0.0137603955444048","0.0254070546534978"
"Very high transfer dependency","1995","Not Working","vocational + Abi","9","","",""
"Very high transfer dependency","1995","Not Working","higher vocational","8","","",""
"Very high transfer dependency","1995","Not Working","higher education","10","","",""
"Complete transfer dependency","1995","Full Time","in school","","","",""
"Complete transfer dependency","1995","Full Time","inadequately","","","",""
"Complete transfer dependency","1995","Full Time","general elemantary","","","",""
"Complete transfer dependency","1995","Full Time","middle vocational","","","",""
"Complete transfer dependency","1995","Full Time","vocational + Abi","","","",""
"Complete transfer dependency","1995","Full Time","higher vocational","","","",""
"Complete transfer dependency","1995","Full Time","higher education","","","",""
"Complete transfer dependency","1995","Part Time","in school","","","",""
"Complete transfer dependency","1995","Part Time","inadequately","","","",""
"Complete transfer dependency","1995","Part Time","general elemantary","","","",""
"Complete transfer dependency","1995","Part Time","middle vocational","","","",""
"Complete transfer dependency","1995","Part Time","vocational + Abi","","","",""
"Complete transfer dependency","1995","Part Time","higher vocational","","","",""
"Complete transfer dependency","1995","Part Time","higher education","","","",""
"Complete transfer dependency","1995","Not Working","in school","4","","",""
"Complete transfer dependency","1995","Not Working","inadequately","12","","",""
"Complete transfer dependency","1995","Not Working","general elemantary","27","","",""
"Complete transfer dependency","1995","Not Working","middle vocational","48","0.026049469799426","0.0193554598475017","0.0327434797513504"
"Complete transfer dependency","1995","Not Working","vocational + Abi","9","","",""
"Complete transfer dependency","1995","Not Working","higher vocational","4","","",""
"Complete transfer dependency","1995","Not Working","higher education","11","","",""
"No transfer dependency","1996","Full Time","in school","1","","",""
"No transfer dependency","1996","Full Time","inadequately","47","0.35264593244636","0.271137694343728","0.434154170548993"
"No transfer dependency","1996","Full Time","general elemantary","276","0.487901314283538","0.449853111162686","0.52594951740439"
"No transfer dependency","1996","Full Time","middle vocational","1337","0.526335771282046","0.508342267330321","0.544329275233771"
"No transfer dependency","1996","Full Time","vocational + Abi","109","0.495029627152501","0.432295808670474","0.557763445634528"
"No transfer dependency","1996","Full Time","higher vocational","171","0.497045936052405","0.44989735337107","0.544194518733739"
"No transfer dependency","1996","Full Time","higher education","378","0.461261596026625","0.430639365725101","0.491883826328149"
"No transfer dependency","1996","Part Time","in school","","","",""
"No transfer dependency","1996","Part Time","inadequately","35","0.347782858858241","0.257960097097615","0.437605620618866"
"No transfer dependency","1996","Part Time","general elemantary","143","0.356952615510273","0.315372109005419","0.398533122015126"
"No transfer dependency","1996","Part Time","middle vocational","356","0.314017372928359","0.289194989421131","0.338839756435587"
"No transfer dependency","1996","Part Time","vocational + Abi","26","","",""
"No transfer dependency","1996","Part Time","higher vocational","29","","",""
"No transfer dependency","1996","Part Time","higher education","90","0.396923305679269","0.342979184490383","0.450867426868155"
"No transfer dependency","1996","Not Working","in school","4","","",""
"No transfer dependency","1996","Not Working","inadequately","76","0.337323917906102","0.276745994994979","0.397901840817224"
"No transfer dependency","1996","Not Working","general elemantary","616","0.667408454994414","0.64036574130316","0.694451168685668"
"No transfer dependency","1996","Not Working","middle vocational","1070","0.629185342104901","0.608648372111433","0.649722312098369"
"No transfer dependency","1996","Not Working","vocational + Abi","27","","",""
"No transfer dependency","1996","Not Working","higher vocational","88","0.588070949573942","0.515356983960841","0.660784915187043"
"No transfer dependency","1996","Not Working","higher education","188","0.665883384347346","0.615523900929931","0.716242867764761"
"Very low transfer dependency","1996","Full Time","in school","4","","",""
"Very low transfer dependency","1996","Full Time","inadequately","80","0.610189329332716","0.52698991073954","0.693388747925892"
"Very low transfer dependency","1996","Full Time","general elemantary","346","0.460980574560452","0.423037296573387","0.498923852547517"
"Very low transfer dependency","1996","Full Time","middle vocational","1464","0.439044270667361","0.421160155524769","0.456928385809953"
"Very low transfer dependency","1996","Full Time","vocational + Abi","126","0.465773073569307","0.403183318233276","0.528362828905338"
"Very low transfer dependency","1996","Full Time","higher vocational","250","0.473055181796889","0.425974289115794","0.520136074477985"
"Very low transfer dependency","1996","Full Time","higher education","615","0.520375059905892","0.489686018867394","0.55106410094439"
"Very low transfer dependency","1996","Part Time","in school","10","","",""
"Very low transfer dependency","1996","Part Time","inadequately","56","0.467700553458723","0.373598703251352","0.561802403666094"
"Very low transfer dependency","1996","Part Time","general elemantary","282","0.485061603907179","0.441686643618412","0.528436564195945"
"Very low transfer dependency","1996","Part Time","middle vocational","817","0.565984828638799","0.539477562707198","0.5924920945704"
"Very low transfer dependency","1996","Part Time","vocational + Abi","66","0.591781473863668","0.497319186173139","0.686243761554197"
"Very low transfer dependency","1996","Part Time","higher vocational","93","0.697583006227173","0.619523947040634","0.775642065413712"
"Very low transfer dependency","1996","Part Time","higher education","191","0.521709051451734","0.466632743878556","0.576785359024912"
"Very low transfer dependency","1996","Not Working","in school","227","0.889770200853583","0.85162967772988","0.927910723977286"
"Very low transfer dependency","1996","Not Working","inadequately","88","0.331142204927739","0.270842619421829","0.39144179043365"
"Very low transfer dependency","1996","Not Working","general elemantary","357","0.218973075416878","0.195236001748154","0.242710149085601"
"Very low transfer dependency","1996","Not Working","middle vocational","663","0.234290072909331","0.216281566018932","0.25229857979973"
"Very low transfer dependency","1996","Not Working","vocational + Abi","62","0.439782485470144","0.348264558269594","0.531300412670694"
"Very low transfer dependency","1996","Not Working","higher vocational","57","0.262705076326009","0.197685129284587","0.327725023367431"
"Very low transfer dependency","1996","Not Working","higher education","84","0.199588852168168","0.156915393350956","0.24226231098538"
"Low transfer dependency","1996","Full Time","in school","","","",""
"Low transfer dependency","1996","Full Time","inadequately","5","","",""
"Low transfer dependency","1996","Full Time","general elemantary","31","0.0399136599667652","0.0250129401459936","0.0548143797875368"
"Low transfer dependency","1996","Full Time","middle vocational","136","0.0306556904374395","0.0244435167504982","0.0368678641243808"
"Low transfer dependency","1996","Full Time","vocational + Abi","9","","",""
"Low transfer dependency","1996","Full Time","higher vocational","11","","",""
"Low transfer dependency","1996","Full Time","higher education","24","","",""
"Low transfer dependency","1996","Part Time","in school","1","","",""
"Low transfer dependency","1996","Part Time","inadequately","12","","",""
"Low transfer dependency","1996","Part Time","general elemantary","52","0.105072217903332","0.0784587819593268","0.131685653847337"
"Low transfer dependency","1996","Part Time","middle vocational","99","0.0688640573251251","0.0553211179713901","0.08240699667886"
"Low transfer dependency","1996","Part Time","vocational + Abi","9","","",""
"Low transfer dependency","1996","Part Time","higher vocational","8","","",""
"Low transfer dependency","1996","Part Time","higher education","26","","",""
"Low transfer dependency","1996","Not Working","in school","11","","",""
"Low transfer dependency","1996","Not Working","inadequately","32","0.111016327765775","0.0707649747598291","0.151267680771721"
"Low transfer dependency","1996","Not Working","general elemantary","92","0.0490973545856517","0.0366952357074408","0.0614994734638626"
"Low transfer dependency","1996","Not Working","middle vocational","198","0.0620093668748053","0.0517552910830829","0.0722634426665276"
"Low transfer dependency","1996","Not Working","vocational + Abi","12","","",""
"Low transfer dependency","1996","Not Working","higher vocational","10","","",""
"Low transfer dependency","1996","Not Working","higher education","37","0.0702261070465363","0.0429444269934933","0.0975077870995792"
"High transfer dependency","1996","Full Time","in school","","","",""
"High transfer dependency","1996","Full Time","inadequately","","","",""
"High transfer dependency","1996","Full Time","general elemantary","8","","",""
"High transfer dependency","1996","Full Time","middle vocational","21","","",""
"High transfer dependency","1996","Full Time","vocational + Abi","","","",""
"High transfer dependency","1996","Full Time","higher vocational","","","",""
"High transfer dependency","1996","Full Time","higher education","","","",""
"High transfer dependency","1996","Part Time","in school","","","",""
"High transfer dependency","1996","Part Time","inadequately","2","","",""
"High transfer dependency","1996","Part Time","general elemantary","24","","",""
"High transfer dependency","1996","Part Time","middle vocational","61","0.0469359652011511","0.0356243661743593","0.058247564227943"
"High transfer dependency","1996","Part Time","vocational + Abi","3","","",""
"High transfer dependency","1996","Part Time","higher vocational","2","","",""
"High transfer dependency","1996","Part Time","higher education","5","","",""
"High transfer dependency","1996","Not Working","in school","6","","",""
"High transfer dependency","1996","Not Working","inadequately","15","","",""
"High transfer dependency","1996","Not Working","general elemantary","40","0.0256626760518807","0.0165864677112477","0.0347388843925137"
"High transfer dependency","1996","Not Working","middle vocational","86","0.0296956610925898","0.0224784549582136","0.036912867226966"
"High transfer dependency","1996","Not Working","vocational + Abi","2","","",""
"High transfer dependency","1996","Not Working","higher vocational","8","","",""
"High transfer dependency","1996","Not Working","higher education","11","","",""
"Very high transfer dependency","1996","Full Time","in school","","","",""
"Very high transfer dependency","1996","Full Time","inadequately","","","",""
"Very high transfer dependency","1996","Full Time","general elemantary","2","","",""
"Very high transfer dependency","1996","Full Time","middle vocational","","","",""
"Very high transfer dependency","1996","Full Time","vocational + Abi","","","",""
"Very high transfer dependency","1996","Full Time","higher vocational","","","",""
"Very high transfer dependency","1996","Full Time","higher education","1","","",""
"Very high transfer dependency","1996","Part Time","in school","","","",""
"Very high transfer dependency","1996","Part Time","inadequately","3","","",""
"Very high transfer dependency","1996","Part Time","general elemantary","9","","",""
"Very high transfer dependency","1996","Part Time","middle vocational","10","","",""
"Very high transfer dependency","1996","Part Time","vocational + Abi","","","",""
"Very high transfer dependency","1996","Part Time","higher vocational","1","","",""
"Very high transfer dependency","1996","Part Time","higher education","4","","",""
"Very high transfer dependency","1996","Not Working","in school","10","","",""
"Very high transfer dependency","1996","Not Working","inadequately","11","","",""
"Very high transfer dependency","1996","Not Working","general elemantary","33","0.0187420894785991","0.010958150821488","0.0265260281357102"
"Very high transfer dependency","1996","Not Working","middle vocational","68","0.0241308446586254","0.017606292888859","0.0306553964283918"
"Very high transfer dependency","1996","Not Working","vocational + Abi","4","","",""
"Very high transfer dependency","1996","Not Working","higher vocational","10","","",""
"Very high transfer dependency","1996","Not Working","higher education","9","","",""
"Complete transfer dependency","1996","Full Time","in school","","","",""
"Complete transfer dependency","1996","Full Time","inadequately","","","",""
"Complete transfer dependency","1996","Full Time","general elemantary","","","",""
"Complete transfer dependency","1996","Full Time","middle vocational","","","",""
"Complete transfer dependency","1996","Full Time","vocational + Abi","","","",""
"Complete transfer dependency","1996","Full Time","higher vocational","","","",""
"Complete transfer dependency","1996","Full Time","higher education","","","",""
"Complete transfer dependency","1996","Part Time","in school","","","",""
"Complete transfer dependency","1996","Part Time","inadequately","","","",""
"Complete transfer dependency","1996","Part Time","general elemantary","","","",""
"Complete transfer dependency","1996","Part Time","middle vocational","","","",""
"Complete transfer dependency","1996","Part Time","vocational + Abi","","","",""
"Complete transfer dependency","1996","Part Time","higher vocational","","","",""
"Complete transfer dependency","1996","Part Time","higher education","","","",""
"Complete transfer dependency","1996","Not Working","in school","1","","",""
"Complete transfer dependency","1996","Not Working","inadequately","12","","",""
"Complete transfer dependency","1996","Not Working","general elemantary","28","","",""
"Complete transfer dependency","1996","Not Working","middle vocational","40","0.0206887123597476","0.0146367567380741","0.026740667981421"
"Complete transfer dependency","1996","Not Working","vocational + Abi","6","","",""
"Complete transfer dependency","1996","Not Working","higher vocational","3","","",""
"Complete transfer dependency","1996","Not Working","higher education","8","","",""
"No transfer dependency","1997","Full Time","in school","","","",""
"No transfer dependency","1997","Full Time","inadequately","37","0.29021781246125","0.209681311708556","0.370754313213944"
"No transfer dependency","1997","Full Time","general elemantary","238","0.427943589586251","0.390809857936939","0.465077321235562"
"No transfer dependency","1997","Full Time","middle vocational","1254","0.501253974253188","0.48299314541998","0.519514803086397"
"No transfer dependency","1997","Full Time","vocational + Abi","101","0.475020187246844","0.412103225401183","0.537937149092505"
"No transfer dependency","1997","Full Time","higher vocational","157","0.431569859016599","0.385078852520518","0.478060865512679"
"No transfer dependency","1997","Full Time","higher education","405","0.460660680347855","0.431137533599043","0.490183827096667"
"No transfer dependency","1997","Part Time","in school","","","",""
"No transfer dependency","1997","Part Time","inadequately","31","0.317854318373212","0.225189506361567","0.410519130384857"
"No transfer dependency","1997","Part Time","general elemantary","110","0.298994438350579","0.256695046745518","0.341293829955641"
"No transfer dependency","1997","Part Time","middle vocational","318","0.278328151287863","0.254508955921237","0.302147346654488"
"No transfer dependency","1997","Part Time","vocational + Abi","25","","",""
"No transfer dependency","1997","Part Time","higher vocational","29","","",""
"No transfer dependency","1997","Part Time","higher education","77","0.340867588728865","0.287584365651535","0.394150811806195"
"No transfer dependency","1997","Not Working","in school","4","","",""
"No transfer dependency","1997","Not Working","inadequately","81","0.347223807631746","0.287364477124623","0.407083138138869"
"No transfer dependency","1997","Not Working","general elemantary","601","0.636337511996533","0.609040137069025","0.663634886924042"
"No transfer dependency","1997","Not Working","middle vocational","1091","0.60504643696075","0.584483480723113","0.625609393198387"
"No transfer dependency","1997","Not Working","vocational + Abi","30","0.296116296575615","0.212309879268743","0.379922713882486"
"No transfer dependency","1997","Not Working","higher vocational","99","0.602539711350041","0.530849264913832","0.67423015778625"
"No transfer dependency","1997","Not Working","higher education","189","0.630381436558149","0.580097987976165","0.680664885140133"
"Very low transfer dependency","1997","Full Time","in school","3","","",""
"Very low transfer dependency","1997","Full Time","inadequately","78","0.665058763566533","0.581309210984706","0.748808316148359"
"Very low transfer dependency","1997","Full Time","general elemantary","390","0.511643742391516","0.474128469006817","0.549159015776215"
"Very low transfer dependency","1997","Full Time","middle vocational","1434","0.448895973654761","0.430730718848264","0.467061228461257"
"Very low transfer dependency","1997","Full Time","vocational + Abi","131","0.483286159037791","0.420325736465837","0.546246581609746"
"Very low transfer dependency","1997","Full Time","higher vocational","264","0.536595236813231","0.489788485460152","0.583401988166309"
"Very low transfer dependency","1997","Full Time","higher education","658","0.519175883221682","0.489582718746934","0.548769047696429"
"Very low transfer dependency","1997","Part Time","in school","9","","",""
"Very low transfer dependency","1997","Part Time","inadequately","45","0.416660663775308","0.318550476175246","0.51477085137537"
"Very low transfer dependency","1997","Part Time","general elemantary","253","0.515679182492231","0.469505107674586","0.561853257309875"
"Very low transfer dependency","1997","Part Time","middle vocational","822","0.564653714096179","0.538303317673683","0.591004110518675"
"Very low transfer dependency","1997","Part Time","vocational + Abi","56","0.483794315228851","0.384853194567791","0.58273543588991"
"Very low transfer dependency","1997","Part Time","higher vocational","94","0.672498497898608","0.593913415137064","0.751083580660152"
"Very low transfer dependency","1997","Part Time","higher education","188","0.564579493383269","0.508844457067226","0.620314529699311"
"Very low transfer dependency","1997","Not Working","in school","263","0.870373097143029","0.83217249856708","0.908573695718979"
"Very low transfer dependency","1997","Not Working","inadequately","88","0.31121348866525","0.253000958359824","0.369426018970676"
"Very low transfer dependency","1997","Not Working","general elemantary","368","0.220057755476444","0.196549119525544","0.243566391427345"
"Very low transfer dependency","1997","Not Working","middle vocational","672","0.245209019009893","0.227112303866762","0.263305734153024"
"Very low transfer dependency","1997","Not Working","vocational + Abi","50","0.400573276915278","0.310622544863535","0.490524008967021"
"Very low transfer dependency","1997","Not Working","higher vocational","55","0.27517847087247","0.209753378525266","0.340603563219674"
"Very low transfer dependency","1997","Not Working","higher education","91","0.212438241059401","0.169828870510734","0.255047611608068"
"Low transfer dependency","1997","Full Time","in school","","","",""
"Low transfer dependency","1997","Full Time","inadequately","7","","",""
"Low transfer dependency","1997","Full Time","general elemantary","43","0.0500850781979429","0.0337149365720965","0.0664552198237893"
"Low transfer dependency","1997","Full Time","middle vocational","167","0.0423570675354046","0.03500149311613","0.0497126419546792"
"Low transfer dependency","1997","Full Time","vocational + Abi","9","","",""
"Low transfer dependency","1997","Full Time","higher vocational","13","","",""
"Low transfer dependency","1997","Full Time","higher education","27","","",""
"Low transfer dependency","1997","Part Time","in school","","","",""
"Low transfer dependency","1997","Part Time","inadequately","11","","",""
"Low transfer dependency","1997","Part Time","general elemantary","53","0.103336764680835","0.0752123206524259","0.131461208709245"
"Low transfer dependency","1997","Part Time","middle vocational","146","0.101598693998354","0.0855419350791681","0.11765545291754"
"Low transfer dependency","1997","Part Time","vocational + Abi","12","","",""
"Low transfer dependency","1997","Part Time","higher vocational","12","","",""
"Low transfer dependency","1997","Part Time","higher education","33","0.0803656043208564","0.0498055578936208","0.110925650748092"
"Low transfer dependency","1997","Not Working","in school","19","","",""
"Low transfer dependency","1997","Not Working","inadequately","41","0.166774619145157","0.119905026578696","0.213644211711617"
"Low transfer dependency","1997","Not Working","general elemantary","101","0.0533680774127238","0.040613701265782","0.0661224535596655"
"Low transfer dependency","1997","Not Working","middle vocational","204","0.0649336964358828","0.0545685737749467","0.075298819096819"
"Low transfer dependency","1997","Not Working","vocational + Abi","17","","",""
"Low transfer dependency","1997","Not Working","higher vocational","16","","",""
"Low transfer dependency","1997","Not Working","higher education","39","0.0796267404379461","0.0514261679309585","0.107827312944934"
"High transfer dependency","1997","Full Time","in school","","","",""
"High transfer dependency","1997","Full Time","inadequately","","","",""
"High transfer dependency","1997","Full Time","general elemantary","11","","",""
"High transfer dependency","1997","Full Time","middle vocational","23","","",""
"High transfer dependency","1997","Full Time","vocational + Abi","1","","",""
"High transfer dependency","1997","Full Time","higher vocational","2","","",""
"High transfer dependency","1997","Full Time","higher education","5","","",""
"High transfer dependency","1997","Part Time","in school","","","",""
"High transfer dependency","1997","Part Time","inadequately","6","","",""
"High transfer dependency","1997","Part Time","general elemantary","21","","",""
"High transfer dependency","1997","Part Time","middle vocational","49","0.0406669361343792","0.0301694799614429","0.0511643923073154"
"High transfer dependency","1997","Part Time","vocational + Abi","4","","",""
"High transfer dependency","1997","Part Time","higher vocational","2","","",""
"High transfer dependency","1997","Part Time","higher education","5","","",""
"High transfer dependency","1997","Not Working","in school","6","","",""
"High transfer dependency","1997","Not Working","inadequately","11","","",""
"High transfer dependency","1997","Not Working","general elemantary","48","0.040139914113676","0.029001584775336","0.0512782434520159"
"High transfer dependency","1997","Not Working","middle vocational","91","0.0312571303582272","0.0239373678453977","0.0385768928710568"
"High transfer dependency","1997","Not Working","vocational + Abi","7","","",""
"High transfer dependency","1997","Not Working","higher vocational","4","","",""
"High transfer dependency","1997","Not Working","higher education","18","","",""
"Very high transfer dependency","1997","Full Time","in school","","","",""
"Very high transfer dependency","1997","Full Time","inadequately","","","",""
"Very high transfer dependency","1997","Full Time","general elemantary","","","",""
"Very high transfer dependency","1997","Full Time","middle vocational","2","","",""
"Very high transfer dependency","1997","Full Time","vocational + Abi","","","",""
"Very high transfer dependency","1997","Full Time","higher vocational","","","",""
"Very high transfer dependency","1997","Full Time","higher education","","","",""
"Very high transfer dependency","1997","Part Time","in school","1","","",""
