"transab_cat","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Very high transfer dependency","1992","vocational + Abi","Rural Area","1","","","","4"
"Very high transfer dependency","1992","higher vocational","Urban Area","4","","","","4"
"Very high transfer dependency","1992","higher vocational","Rural Area","","","","","4"
"Very high transfer dependency","1992","higher education","Urban Area","3","","","","4"
"Very high transfer dependency","1992","higher education","Rural Area","3","","","","4"
"Very high transfer dependency","1992","inadequately","Rural Area","1","","","","4"
"Very low transfer dependency","1992","general elemantary","Urban Area","855","0.346860885122469","0.325195134660762","0.368526635584177","1"
"Very low transfer dependency","1992","inadequately","Rural Area","59","0.49409774263992","0.393027360503549","0.595168124776291","1"
"Very low transfer dependency","1992","inadequately","Urban Area","300","0.593688361968653","0.550156969418778","0.637219754518527","1"
"Very low transfer dependency","1992","general elemantary","Rural Area","377","0.394894364978929","0.360367368908905","0.429421361048952","1"
"Very low transfer dependency","1992","in school","Rural Area","48","0.840731632932989","0.744891471771087","0.936571794094892","1"
"Very low transfer dependency","1992","higher education","Rural Area","372","0.539672557904704","0.499386197988996","0.579958917820411","1"
"Very low transfer dependency","1992","higher vocational","Urban Area","197","0.365977074453152","0.320916652692284","0.411037496214019","1"
"Very low transfer dependency","1992","higher vocational","Rural Area","161","0.48094291727201","0.421783057343082","0.540102777200938","1"
"Very low transfer dependency","1992","higher education","Urban Area","491","0.455680535835641","0.423322320096354","0.488038751574928","1"
"Very low transfer dependency","1992","in school","Urban Area","103","0.915273037140052","0.864596696095791","0.965949378184313","1"
"Very low transfer dependency","1992","middle vocational","Urban Area","1812","0.381428106182932","0.366305122201104","0.396551090164761","1"
"Very low transfer dependency","1992","middle vocational","Rural Area","1280","0.471623323774014","0.451248779842681","0.491997867705346","1"
"Very low transfer dependency","1992","vocational + Abi","Urban Area","125","0.395591657773378","0.338722380595806","0.452460934950949","1"
"Very low transfer dependency","1992","vocational + Abi","Rural Area","45","0.512571036755765","0.399448234119064","0.625693839392466","1"
"Complete transfer dependency","1993","general elemantary","Urban Area","8","","","","5"
"Complete transfer dependency","1993","inadequately","Urban Area","7","","","","5"
"Complete transfer dependency","1993","higher vocational","Rural Area","","","","","5"
"Complete transfer dependency","1993","inadequately","Rural Area","","","","","5"
"Complete transfer dependency","1993","general elemantary","Rural Area","3","","","","5"
"Complete transfer dependency","1993","higher education","Urban Area","1","","","","5"
"Complete transfer dependency","1993","higher education","Rural Area","1","","","","5"
"Complete transfer dependency","1993","in school","Rural Area","","","","","5"
"Complete transfer dependency","1993","higher vocational","Urban Area","1","","","","5"
"Complete transfer dependency","1993","in school","Urban Area","","","","","5"
"Complete transfer dependency","1993","middle vocational","Urban Area","20","","","","5"
"Complete transfer dependency","1993","middle vocational","Rural Area","11","","","","5"
"Complete transfer dependency","1993","vocational + Abi","Urban Area","2","","","","5"
"Complete transfer dependency","1993","vocational + Abi","Rural Area","1","","","","5"
"High transfer dependency","1993","inadequately","Urban Area","12","","","","3"
"High transfer dependency","1993","inadequately","Rural Area","7","","","","3"
"High transfer dependency","1993","general elemantary","Urban Area","30","0.0122133172676979","0.00715742755498532","0.0172692069804104","3"
"High transfer dependency","1993","higher vocational","Urban Area","3","","","","3"
"High transfer dependency","1993","higher vocational","Rural Area","","","","","3"
"High transfer dependency","1993","higher education","Urban Area","13","","","","3"
"High transfer dependency","1993","higher education","Rural Area","11","","","","3"
"High transfer dependency","1993","in school","Rural Area","1","","","","3"
"High transfer dependency","1993","general elemantary","Rural Area","15","","","","3"
"High transfer dependency","1993","middle vocational","Urban Area","57","0.0115275205605272","0.00826088634276221","0.0147941547782922","3"
"High transfer dependency","1993","middle vocational","Rural Area","47","0.0208229674663054","0.0150300200740951","0.0266159148585157","3"
"High transfer dependency","1993","vocational + Abi","Urban Area","6","","","","3"
"High transfer dependency","1993","vocational + Abi","Rural Area","2","","","","3"
"High transfer dependency","1993","in school","Urban Area","2","","","","3"
"Low transfer dependency","1993","general elemantary","Urban Area","84","0.0344745591001107","0.0260764713131841","0.0428726468870374","2"
"Low transfer dependency","1993","general elemantary","Rural Area","58","0.0502141429665505","0.0349176071992801","0.0655106787338209","2"
"Low transfer dependency","1993","middle vocational","Urban Area","195","0.0302674106884868","0.0250246034147704","0.0355102179622031","2"
"Low transfer dependency","1993","middle vocational","Rural Area","253","0.0769964478296346","0.0661812443125155","0.0878116513467537","2"
"Low transfer dependency","1993","in school","Urban Area","5","","","","2"
"Low transfer dependency","1993","in school","Rural Area","8","","","","2"
"Low transfer dependency","1993","inadequately","Urban Area","23","","","","2"
"Low transfer dependency","1993","inadequately","Rural Area","12","","","","2"
"Low transfer dependency","1993","vocational + Abi","Urban Area","12","","","","2"
"Low transfer dependency","1993","vocational + Abi","Rural Area","9","","","","2"
"Low transfer dependency","1993","higher vocational","Urban Area","20","","","","2"
"Low transfer dependency","1993","higher vocational","Rural Area","18","","","","2"
"Low transfer dependency","1993","higher education","Urban Area","40","0.028487437469451","0.0180611530844151","0.0389137218544868","2"
"Low transfer dependency","1993","higher education","Rural Area","36","0.0484779042133841","0.0310589120233078","0.0658968964034604","2"
"No transfer dependency","1993","general elemantary","Urban Area","807","0.585589275569913","0.562913547556369","0.608265003583457","0"
"No transfer dependency","1993","general elemantary","Rural Area","332","0.542580966769312","0.507686497011617","0.577475436527007","0"
"No transfer dependency","1993","middle vocational","Urban Area","1973","0.563271208852443","0.548093194772432","0.578449222932454","0"
"No transfer dependency","1993","middle vocational","Rural Area","812","0.452756708718914","0.432562802485551","0.472950614952278","0"
"No transfer dependency","1993","vocational + Abi","Urban Area","133","0.569288167923663","0.510869314356771","0.627707021490554","0"
"No transfer dependency","1993","in school","Urban Area","2","","","","0"
"No transfer dependency","1993","in school","Rural Area","1","","","","0"
"No transfer dependency","1993","inadequately","Urban Area","149","0.352169545775922","0.310049271044566","0.394289820507279","0"
"No transfer dependency","1993","inadequately","Rural Area","29","","","","0"
"No transfer dependency","1993","vocational + Abi","Rural Area","22","","","","0"
"No transfer dependency","1993","higher vocational","Urban Area","217","0.557316007494341","0.511626357381387","0.603005657607296","0"
"No transfer dependency","1993","higher vocational","Rural Area","98","0.531618257883444","0.471080300944458","0.59215621482243","0"
"No transfer dependency","1993","higher education","Urban Area","384","0.49509702409832","0.463762162068841","0.526431886127799","0"
"No transfer dependency","1993","higher education","Rural Area","163","0.402622214629386","0.362846767683683","0.442397661575088","0"
"Very high transfer dependency","1993","general elemantary","Rural Area","9","","","","4"
"Very high transfer dependency","1993","middle vocational","Urban Area","23","","","","4"
"Very high transfer dependency","1993","middle vocational","Rural Area","26","","","","4"
"Very high transfer dependency","1993","vocational + Abi","Urban Area","2","","","","4"
"Very high transfer dependency","1993","general elemantary","Urban Area","27","","","","4"
"Very high transfer dependency","1993","in school","Urban Area","1","","","","4"
"Very high transfer dependency","1993","in school","Rural Area","","","","","4"
"Very high transfer dependency","1993","inadequately","Urban Area","13","","","","4"
"Very high transfer dependency","1993","inadequately","Rural Area","1","","","","4"
"Very high transfer dependency","1993","vocational + Abi","Rural Area","1","","","","4"
"Very high transfer dependency","1993","higher vocational","Urban Area","2","","","","4"
"Very high transfer dependency","1993","higher vocational","Rural Area","","","","","4"
"Very high transfer dependency","1993","higher education","Urban Area","6","","","","4"
"Very high transfer dependency","1993","higher education","Rural Area","2","","","","4"
"Very low transfer dependency","1993","inadequately","Urban Area","290","0.528086877093237","0.48406502285652","0.572108731329954","1"
"Very low transfer dependency","1993","inadequately","Rural Area","53","0.469008587392787","0.372162484075652","0.565854690709921","1"
"Very low transfer dependency","1993","general elemantary","Urban Area","857","0.348005144557947","0.326078907484364","0.36993138163153","1"
"Very low transfer dependency","1993","higher vocational","Urban Area","211","0.400808456082087","0.355729750160026","0.445887162004149","1"
"Very low transfer dependency","1993","higher vocational","Rural Area","145","0.429788292638522","0.369729970803035","0.489846614474008","1"
"Very low transfer dependency","1993","higher education","Urban Area","534","0.458090328255303","0.426864233303284","0.489316423207322","1"
"Very low transfer dependency","1993","in school","Rural Area","45","0.89506510196843","0.814070881295345","0.976059322641515","1"
"Very low transfer dependency","1993","general elemantary","Rural Area","366","0.370695361811276","0.336865030392269","0.404525693230282","1"
"Very low transfer dependency","1993","higher education","Rural Area","371","0.529146162292569","0.488663175196901","0.569629149388237","1"
"Very low transfer dependency","1993","in school","Urban Area","111","0.914347590834839","0.86448430889761","0.964210872772069","1"
"Very low transfer dependency","1993","middle vocational","Urban Area","1834","0.382520538779067","0.367647870186178","0.397393207371957","1"
"Very low transfer dependency","1993","middle vocational","Rural Area","1185","0.433092052253252","0.412989831172875","0.453194273333628","1"
"Very low transfer dependency","1993","vocational + Abi","Urban Area","121","0.380926234128725","0.32363539387031","0.438217074387141","1"
"Very low transfer dependency","1993","vocational + Abi","Rural Area","54","0.558038980948534","0.454863301077842","0.661214660819225","1"
"Complete transfer dependency","1994","in school","Rural Area","","","","","5"
"Complete transfer dependency","1994","inadequately","Urban Area","8","","","","5"
"Complete transfer dependency","1994","inadequately","Rural Area","3","","","","5"
"Complete transfer dependency","1994","general elemantary","Urban Area","15","","","","5"
"Complete transfer dependency","1994","higher education","Urban Area","1","","","","5"
"Complete transfer dependency","1994","higher education","Rural Area","1","","","","5"
"Complete transfer dependency","1994","higher vocational","Rural Area","","","","","5"
"Complete transfer dependency","1994","in school","Urban Area","2","","","","5"
"Complete transfer dependency","1994","general elemantary","Rural Area","3","","","","5"
"Complete transfer dependency","1994","higher vocational","Urban Area","1","","","","5"
"Complete transfer dependency","1994","middle vocational","Urban Area","22","","","","5"
"Complete transfer dependency","1994","middle vocational","Rural Area","10","","","","5"
"Complete transfer dependency","1994","vocational + Abi","Urban Area","3","","","","5"
"Complete transfer dependency","1994","vocational + Abi","Rural Area","2","","","","5"
"High transfer dependency","1994","higher education","Urban Area","19","","","","3"
"High transfer dependency","1994","higher education","Rural Area","7","","","","3"
"High transfer dependency","1994","in school","Rural Area","2","","","","3"
"High transfer dependency","1994","higher vocational","Rural Area","2","","","","3"
"High transfer dependency","1994","inadequately","Urban Area","11","","","","3"
"High transfer dependency","1994","general elemantary","Urban Area","38","0.0211997855450213","0.0143582509275115","0.0280413201625312","3"
"High transfer dependency","1994","inadequately","Rural Area","2","","","","3"
"High transfer dependency","1994","in school","Urban Area","4","","","","3"
"High transfer dependency","1994","higher vocational","Urban Area","7","","","","3"
"High transfer dependency","1994","general elemantary","Rural Area","15","","","","3"
"High transfer dependency","1994","middle vocational","Urban Area","54","0.0109002222224446","0.00770552431120359","0.0140949201336855","3"
"High transfer dependency","1994","middle vocational","Rural Area","58","0.0231073379493259","0.0169483641055941","0.0292663117930578","3"
"High transfer dependency","1994","vocational + Abi","Urban Area","3","","","","3"
"High transfer dependency","1994","vocational + Abi","Rural Area","3","","","","3"
"Low transfer dependency","1994","inadequately","Urban Area","32","0.0706319687359821","0.0469598922922596","0.0943040451797047","2"
"Low transfer dependency","1994","inadequately","Rural Area","2","","","","2"
"Low transfer dependency","1994","general elemantary","Urban Area","96","0.0320853802986112","0.0237156225622827","0.0404551380349398","2"
"Low transfer dependency","1994","general elemantary","Rural Area","47","0.0451646198319667","0.0301208742044007","0.0602083654595327","2"
"Low transfer dependency","1994","in school","Urban Area","7","","","","2"
"Low transfer dependency","1994","in school","Rural Area","7","","","","2"
"Low transfer dependency","1994","middle vocational","Urban Area","220","0.0366196371058957","0.0308406998049497","0.0423985744068417","2"
"Low transfer dependency","1994","middle vocational","Rural Area","212","0.0675811275877072","0.0572908231759594","0.077871431999455","2"
"Low transfer dependency","1994","vocational + Abi","Urban Area","23","","","","2"
"Low transfer dependency","1994","vocational + Abi","Rural Area","8","","","","2"
"Low transfer dependency","1994","higher vocational","Urban Area","21","","","","2"
"Low transfer dependency","1994","higher vocational","Rural Area","16","","","","2"
"Low transfer dependency","1994","higher education","Urban Area","40","0.0268355154828455","0.0167690133411608","0.0369020176245302","2"
"Low transfer dependency","1994","higher education","Rural Area","34","0.047389453626994","0.0300680646215109","0.0647108426324772","2"
"No transfer dependency","1994","in school","Urban Area","3","","","","0"
"No transfer dependency","1994","in school","Rural Area","6","","","","0"
"No transfer dependency","1994","inadequately","Urban Area","133","0.319962637537741","0.276864564249255","0.363060710826227","0"
"No transfer dependency","1994","inadequately","Rural Area","28","","","","0"
"No transfer dependency","1994","general elemantary","Urban Area","797","0.602346997208051","0.579102707750107","0.625591286665995","0"
"No transfer dependency","1994","general elemantary","Rural Area","312","0.547454113292167","0.511396438039796","0.583511788544538","0"
"No transfer dependency","1994","middle vocational","Urban Area","1951","0.570181154421433","0.554949705239642","0.585412603603224","0"
"No transfer dependency","1994","middle vocational","Rural Area","840","0.45003369598867","0.429639784271141","0.470427607706199","0"
"No transfer dependency","1994","vocational + Abi","Urban Area","108","0.455701780160524","0.396945760224612","0.514457800096435","0"
"No transfer dependency","1994","vocational + Abi","Rural Area","30","0.358565892070864","0.264570058489969","0.452561725651758","0"
"No transfer dependency","1994","higher vocational","Urban Area","214","0.594511909820988","0.549198248840165","0.639825570801811","0"
"No transfer dependency","1994","higher vocational","Rural Area","115","0.546089244351608","0.487138423344489","0.605040065358728","0"
"No transfer dependency","1994","higher education","Urban Area","405","0.513812354028458","0.482678368126812","0.544946339930104","0"
"No transfer dependency","1994","higher education","Rural Area","204","0.468585567212888","0.427904222648939","0.509266911776836","0"
"Very high transfer dependency","1994","general elemantary","Urban Area","24","","","","4"
"Very high transfer dependency","1994","general elemantary","Rural Area","11","","","","4"
"Very high transfer dependency","1994","middle vocational","Urban Area","31","0.0098144342367984","0.00678136028079477","0.012847508192802","4"
"Very high transfer dependency","1994","middle vocational","Rural Area","30","0.0159019687073534","0.010773890891651","0.0210300465230559","4"
"Very high transfer dependency","1994","vocational + Abi","Urban Area","4","","","","4"
"Very high transfer dependency","1994","in school","Urban Area","1","","","","4"
"Very high transfer dependency","1994","in school","Rural Area","2","","","","4"
"Very high transfer dependency","1994","inadequately","Urban Area","6","","","","4"
"Very high transfer dependency","1994","inadequately","Rural Area","","","","","4"
"Very high transfer dependency","1994","vocational + Abi","Rural Area","1","","","","4"
"Very high transfer dependency","1994","higher vocational","Urban Area","1","","","","4"
"Very high transfer dependency","1994","higher vocational","Rural Area","1","","","","4"
"Very high transfer dependency","1994","higher education","Urban Area","5","","","","4"
"Very high transfer dependency","1994","higher education","Rural Area","4","","","","4"
"Very low transfer dependency","1994","in school","Urban Area","149","0.903478179305467","0.858555501769131","0.948400856841802","1"
"Very low transfer dependency","1994","inadequately","Urban Area","260","0.522477413000398","0.476327322854776","0.56862750314602","1"
"Very low transfer dependency","1994","higher vocational","Rural Area","140","0.407530923775262","0.349349286591931","0.465712560958593","1"
"Very low transfer dependency","1994","inadequately","Rural Area","53","0.572458084431754","0.469094407303545","0.675821761559964","1"
"Very low transfer dependency","1994","in school","Rural Area","48","0.808812049734477","0.71321478249038","0.904409316978573","1"
"Very low transfer dependency","1994","general elemantary","Urban Area","733","0.325136538506535","0.302889018113954","0.347384058899115","1"
"Very low transfer dependency","1994","general elemantary","Rural Area","344","0.366347121782915","0.331443969800531","0.401250273765299","1"
"Very low transfer dependency","1994","higher vocational","Urban Area","207","0.358115642742142","0.313867009371022","0.402364276113263","1"
"Very low transfer dependency","1994","higher education","Urban Area","520","0.432859589848276","0.401995795821701","0.463723383874851","1"
"Very low transfer dependency","1994","higher education","Rural Area","328","0.466951356585132","0.426278618154043","0.507624095016222","1"
"Very low transfer dependency","1994","middle vocational","Urban Area","1780","0.365952692910423","0.351132106954761","0.380773278866086","1"
"Very low transfer dependency","1994","middle vocational","Rural Area","1136","0.439162509852463","0.418818286003852","0.459506733701074","1"
"Very low transfer dependency","1994","vocational + Abi","Urban Area","135","0.449385410053033","0.390700439415603","0.508070380690462","1"
"Very low transfer dependency","1994","vocational + Abi","Rural Area","56","0.473632092113961","0.375770257505686","0.571493926722236","1"
"Complete transfer dependency","1995","in school","Rural Area","","","","","5"
"Complete transfer dependency","1995","inadequately","Urban Area","10","","","","5"
"Complete transfer dependency","1995","inadequately","Rural Area","2","","","","5"
"Complete transfer dependency","1995","general elemantary","Urban Area","24","","","","5"
"Complete transfer dependency","1995","in school","Urban Area","4","","","","5"
"Complete transfer dependency","1995","higher vocational","Urban Area","4","","","","5"
"Complete transfer dependency","1995","higher vocational","Rural Area","","","","","5"
"Complete transfer dependency","1995","general elemantary","Rural Area","3","","","","5"
"Complete transfer dependency","1995","higher education","Urban Area","10","","","","5"
"Complete transfer dependency","1995","higher education","Rural Area","1","","","","5"
"Complete transfer dependency","1995","middle vocational","Urban Area","32","0.00956811361270056","0.00660349717427737","0.0125327300511237","5"
"Complete transfer dependency","1995","middle vocational","Rural Area","16","","","","5"
"Complete transfer dependency","1995","vocational + Abi","Urban Area","6","","","","5"
"Complete transfer dependency","1995","vocational + Abi","Rural Area","3","","","","5"
"High transfer dependency","1995","in school","Rural Area","4","","","","3"
"High transfer dependency","1995","inadequately","Urban Area","16","","","","3"
"High transfer dependency","1995","inadequately","Rural Area","4","","","","3"
"High transfer dependency","1995","in school","Urban Area","5","","","","3"
"High transfer dependency","1995","general elemantary","Urban Area","44","0.0232500016775031","0.0160990839496584","0.0304009194053477","3"
"High transfer dependency","1995","general elemantary","Rural Area","19","","","","3"
"High transfer dependency","1995","higher vocational","Urban Area","2","","","","3"
"High transfer dependency","1995","higher education","Rural Area","6","","","","3"
"High transfer dependency","1995","higher vocational","Rural Area","1","","","","3"
"High transfer dependency","1995","higher education","Urban Area","8","","","","3"
"High transfer dependency","1995","middle vocational","Urban Area","59","0.0146476872148415","0.0109890163444141","0.018306358085269","3"
"High transfer dependency","1995","middle vocational","Rural Area","60","0.0184947424261838","0.0130589539532196","0.0239305308991481","3"
"High transfer dependency","1995","vocational + Abi","Urban Area","8","","","","3"
"High transfer dependency","1995","vocational + Abi","Rural Area","2","","","","3"
"Low transfer dependency","1995","in school","Urban Area","7","","","","2"
"Low transfer dependency","1995","in school","Rural Area","9","","","","2"
"Low transfer dependency","1995","inadequately","Urban Area","31","0.0549643599710954","0.033546891126684","0.0763818288155069","2"
"Low transfer dependency","1995","inadequately","Rural Area","6","","","","2"
"Low transfer dependency","1995","general elemantary","Urban Area","85","0.0370463519043797","0.0280837523467157","0.0460089514620438","2"
"Low transfer dependency","1995","general elemantary","Rural Area","60","0.0561549497000473","0.0394999574988003","0.0728099419012943","2"
"Low transfer dependency","1995","middle vocational","Urban Area","201","0.0354646952788695","0.0298322079368543","0.0410971826208848","2"
"Low transfer dependency","1995","middle vocational","Rural Area","218","0.0744500016488282","0.0638593084400447","0.0850406948576117","2"
"Low transfer dependency","1995","vocational + Abi","Urban Area","21","","","","2"
"Low transfer dependency","1995","vocational + Abi","Rural Area","12","","","","2"
"Low transfer dependency","1995","higher vocational","Urban Area","14","","","","2"
"Low transfer dependency","1995","higher vocational","Rural Area","13","","","","2"
"Low transfer dependency","1995","higher education","Urban Area","33","0.023371594730204","0.014220277731347","0.0325229117290611","2"
"Low transfer dependency","1995","higher education","Rural Area","35","0.0543214246793344","0.0361556112347511","0.0724872381239177","2"
"No transfer dependency","1995","in school","Urban Area","3","","","","0"
"No transfer dependency","1995","in school","Rural Area","4","","","","0"
"No transfer dependency","1995","inadequately","Urban Area","129","0.320682352693573","0.276821462527013","0.364543242860133","0"
"No transfer dependency","1995","inadequately","Rural Area","24","","","","0"
"No transfer dependency","1995","general elemantary","Urban Area","779","0.603458594028697","0.580245844411441","0.626671343645954","0"
"No transfer dependency","1995","general elemantary","Rural Area","324","0.576011194300353","0.540259821883862","0.611762566716843","0"
"No transfer dependency","1995","middle vocational","Urban Area","1996","0.581363999664125","0.566340005801519","0.59638799352673","0"
"No transfer dependency","1995","middle vocational","Rural Area","892","0.462680382646208","0.442564042013634","0.482796723278782","0"
"No transfer dependency","1995","vocational + Abi","Urban Area","130","0.465742375588337","0.413631904336062","0.517852846840612","0"
"No transfer dependency","1995","vocational + Abi","Rural Area","27","","","","0"
"No transfer dependency","1995","higher vocational","Urban Area","204","0.554387689354639","0.508465010613113","0.600310368096165","0"
"No transfer dependency","1995","higher vocational","Rural Area","119","0.536212150509651","0.47769623581659","0.594728065202712","0"
"No transfer dependency","1995","higher education","Urban Area","460","0.526858113832271","0.496615641988839","0.557100585675703","0"
"No transfer dependency","1995","higher education","Rural Area","226","0.4822948673867","0.442245555882624","0.522344178890776","0"
"Very high transfer dependency","1995","general elemantary","Urban Area","32","0.0151497192959349","0.00935348440101348","0.0209459541908563","4"
"Very high transfer dependency","1995","general elemantary","Rural Area","18","","","","4"
"Very high transfer dependency","1995","middle vocational","Urban Area","39","0.0082946496066704","0.00553258778918897","0.0110567114241518","4"
"Very high transfer dependency","1995","middle vocational","Rural Area","31","0.0132358451265632","0.0086250628997355","0.0178466273533909","4"
"Very high transfer dependency","1995","in school","Urban Area","1","","","","4"
"Very high transfer dependency","1995","in school","Rural Area","2","","","","4"
"Very high transfer dependency","1995","inadequately","Urban Area","7","","","","4"
"Very high transfer dependency","1995","inadequately","Rural Area","5","","","","4"
"Very high transfer dependency","1995","vocational + Abi","Urban Area","7","","","","4"
"Very high transfer dependency","1995","vocational + Abi","Rural Area","5","","","","4"
"Very high transfer dependency","1995","higher vocational","Urban Area","10","","","","4"
"Very high transfer dependency","1995","higher vocational","Rural Area","2","","","","4"
"Very high transfer dependency","1995","higher education","Urban Area","11","","","","4"
"Very high transfer dependency","1995","higher education","Rural Area","3","","","","4"
"Very low transfer dependency","1995","in school","Rural Area","60","0.786941820127243","0.696648636830783","0.877235003423703","1"
"Very low transfer dependency","1995","inadequately","Urban Area","242","0.507489973533796","0.460508705550522","0.55447124151707","1"
"Very low transfer dependency","1995","inadequately","Rural Area","42","0.44585428709249","0.338919869814912","0.552788704370069","1"
"Very low transfer dependency","1995","general elemantary","Urban Area","742","0.304904766376828","0.283059223606426","0.326750309147229","1"
"Very low transfer dependency","1995","in school","Urban Area","166","0.878972603445153","0.832099777914411","0.925845428975894","1"
"Very low transfer dependency","1995","general elemantary","Rural Area","310","0.3128233082533","0.279281704543042","0.346364911963557","1"
"Very low transfer dependency","1995","higher vocational","Rural Area","144","0.423574426808684","0.365593857502521","0.481554996114846","1"
"Very low transfer dependency","1995","middle vocational","Urban Area","1815","0.350660854622793","0.336128951975913","0.365192757269674","1"
"Very low transfer dependency","1995","higher vocational","Urban Area","216","0.393358748494384","0.348224916249545","0.438492580739223","1"
"Very low transfer dependency","1995","higher education","Urban Area","525","0.421152845953011","0.391245589741934","0.451060102164087","1"
"Very low transfer dependency","1995","higher education","Rural Area","327","0.452089591611172","0.412199546398754","0.491979636823589","1"
"Very low transfer dependency","1995","middle vocational","Rural Area","1143","0.418782445998164","0.398877743753405","0.438687148242923","1"
"Very low transfer dependency","1995","vocational + Abi","Urban Area","180","0.415537150802072","0.364054589708123","0.467019711896021","1"
"Very low transfer dependency","1995","vocational + Abi","Rural Area","65","0.528220708864976","0.436583297182401","0.61985812054755","1"
"Complete transfer dependency","1996","higher education","Urban Area","6","","","","5"
"Complete transfer dependency","1996","higher education","Rural Area","2","","","","5"
"Complete transfer dependency","1996","in school","Rural Area","","","","","5"
"Complete transfer dependency","1996","inadequately","Urban Area","12","","","","5"
"Complete transfer dependency","1996","general elemantary","Urban Area","25","","","","5"
"Complete transfer dependency","1996","higher vocational","Urban Area","3","","","","5"
"Complete transfer dependency","1996","higher vocational","Rural Area","","","","","5"
"Complete transfer dependency","1996","inadequately","Rural Area","","","","","5"
"Complete transfer dependency","1996","in school","Urban Area","1","","","","5"
"Complete transfer dependency","1996","general elemantary","Rural Area","3","","","","5"
"Complete transfer dependency","1996","middle vocational","Urban Area","29","","","","5"
"Complete transfer dependency","1996","middle vocational","Rural Area","11","","","","5"
"Complete transfer dependency","1996","vocational + Abi","Urban Area","5","","","","5"
"Complete transfer dependency","1996","vocational + Abi","Rural Area","1","","","","5"
"High transfer dependency","1996","general elemantary","Urban Area","48","0.0257040633312599","0.0180074190420526","0.0334007076204672","3"
"High transfer dependency","1996","in school","Rural Area","1","","","","3"
"High transfer dependency","1996","inadequately","Urban Area","11","","","","3"
"High transfer dependency","1996","inadequately","Rural Area","6","","","","3"
"High transfer dependency","1996","in school","Urban Area","5","","","","3"
"High transfer dependency","1996","general elemantary","Rural Area","24","","","","3"
"High transfer dependency","1996","higher education","Urban Area","9","","","","3"
"High transfer dependency","1996","higher education","Rural Area","7","","","","3"
"High transfer dependency","1996","higher vocational","Urban Area","6","","","","3"
"High transfer dependency","1996","higher vocational","Rural Area","4","","","","3"
"High transfer dependency","1996","middle vocational","Urban Area","91","0.0210857773766739","0.0166740902366378","0.0254974645167099","3"
"High transfer dependency","1996","middle vocational","Rural Area","77","0.0252467522051881","0.0189055459310168","0.0315879584793593","3"
"High transfer dependency","1996","vocational + Abi","Urban Area","2","","","","3"
"High transfer dependency","1996","vocational + Abi","Rural Area","3","","","","3"
"Low transfer dependency","1996","in school","Urban Area","3","","","","2"
"Low transfer dependency","1996","in school","Rural Area","9","","","","2"
"Low transfer dependency","1996","inadequately","Urban Area","39","0.0765163691676819","0.0501343783217995","0.102898360013564","2"
"Low transfer dependency","1996","inadequately","Rural Area","10","","","","2"
"Low transfer dependency","1996","general elemantary","Urban Area","110","0.0514097988898114","0.0406694757478186","0.0621501220318042","2"
"Low transfer dependency","1996","general elemantary","Rural Area","65","0.0688742359762803","0.0503121132793839","0.0874363586731767","2"
"Low transfer dependency","1996","middle vocational","Urban Area","205","0.0373370707233296","0.0315154377203718","0.0431587037262873","2"
"Low transfer dependency","1996","middle vocational","Rural Area","228","0.0794404555180969","0.0685092368519792","0.0903716741842147","2"
"Low transfer dependency","1996","vocational + Abi","Urban Area","20","","","","2"
"Low transfer dependency","1996","vocational + Abi","Rural Area","10","","","","2"
"Low transfer dependency","1996","higher vocational","Urban Area","14","","","","2"
"Low transfer dependency","1996","higher vocational","Rural Area","15","","","","2"
"Low transfer dependency","1996","higher education","Urban Area","45","0.0291604811117148","0.0191164100590764","0.0392045521643531","2"
"Low transfer dependency","1996","higher education","Rural Area","42","0.058183554380336","0.0393425520471612","0.0770245567135107","2"
"No transfer dependency","1996","in school","Urban Area","5","","","","0"
"No transfer dependency","1996","in school","Rural Area","","","","","0"
"No transfer dependency","1996","inadequately","Urban Area","135","0.366279376804516","0.318463630223171","0.41409512338586","0"
"No transfer dependency","1996","inadequately","Rural Area","23","","","","0"
"No transfer dependency","1996","general elemantary","Urban Area","732","0.586718412980824","0.562769105173008","0.610667720788639","0"
"No transfer dependency","1996","general elemantary","Rural Area","303","0.554513879140619","0.51808310754905","0.590944650732189","0"
"No transfer dependency","1996","middle vocational","Urban Area","1896","0.558911044072381","0.543664478835975","0.574157609308787","0"
"No transfer dependency","1996","middle vocational","Rural Area","866","0.455770173052887","0.435638220574912","0.475902125530863","0"
"No transfer dependency","1996","vocational + Abi","Urban Area","133","0.425130412944581","0.37333875392592","0.476922071963241","0"
"No transfer dependency","1996","vocational + Abi","Rural Area","29","","","","0"
"No transfer dependency","1996","higher vocational","Urban Area","192","0.499131903518162","0.453880607779129","0.544383199257195","0"
"No transfer dependency","1996","higher vocational","Rural Area","96","0.434786015518467","0.375873458678729","0.493698572358205","0"
"No transfer dependency","1996","higher education","Urban Area","457","0.515103423400635","0.485269491937355","0.544937354863916","0"
"No transfer dependency","1996","higher education","Rural Area","199","0.450853905630566","0.410805741511588","0.490902069749543","0"
"Very high transfer dependency","1996","general elemantary","Urban Area","27","","","","4"
"Very high transfer dependency","1996","general elemantary","Rural Area","17","","","","4"
"Very high transfer dependency","1996","middle vocational","Urban Area","42","0.00911546536817161","0.00619710763698922","0.012033823099354","4"
