"transab_cat","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence","value"
"Low transfer dependency","1990","Schleswig-Holstein","Not Employed","2","","","","2"
"Low transfer dependency","1990","Hamburg","Employed","4","","","","2"
"Low transfer dependency","1990","Lower Saxony","Not Employed","23","","","","2"
"Low transfer dependency","1990","Lower Saxony","Employed","14","","","","2"
"Low transfer dependency","1990","Bremen","Not Employed","4","","","","2"
"Low transfer dependency","1990","Bremen","Employed","2","","","","2"
"Low transfer dependency","1990","North Rhine-Westphalia","Not Employed","40","0.0325945374111756","0.0213146102456311","0.0438744645767201","2"
"Low transfer dependency","1990","North Rhine-Westphalia","Employed","40","0.0238078021248046","0.015942014003322","0.0316735902462871","2"
"Low transfer dependency","1990","Hesse","Not Employed","11","","","","2"
"Low transfer dependency","1990","Hesse","Employed","15","","","","2"
"Low transfer dependency","1990","Rhineland-Palatinate,Saarland","Not Employed","8","","","","2"
"Low transfer dependency","1990","Rhineland-Palatinate,Saarland","Employed","7","","","","2"
"Low transfer dependency","1990","Baden-Württemberg","Not Employed","10","","","","2"
"Low transfer dependency","1990","Bavaria","Not Employed","19","","","","2"
"Low transfer dependency","1990","Baden-Württemberg","Employed","8","","","","2"
"Low transfer dependency","1990","Bavaria","Employed","29","","","","2"
"Low transfer dependency","1990","Berlin","Not Employed","4","","","","2"
"Low transfer dependency","1990","Berlin","Employed","4","","","","2"
"Low transfer dependency","1990","Brandenburg","Not Employed","","","","","2"
"Low transfer dependency","1990","Brandenburg","Employed","","","","","2"
"Low transfer dependency","1990","Mecklenburg-Western Pomerania","Not Employed","","","","","2"
"Low transfer dependency","1990","Mecklenburg-Western Pomerania","Employed","","","","","2"
"Low transfer dependency","1990","Saxony","Not Employed","","","","","2"
"Low transfer dependency","1990","Saxony","Employed","","","","","2"
"Low transfer dependency","1990","Thuringia","Employed","","","","","2"
"Low transfer dependency","1990","Saxony-Anhalt","Not Employed","","","","","2"
"Low transfer dependency","1990","Saxony-Anhalt","Employed","","","","","2"
"Low transfer dependency","1990","Thuringia","Not Employed","","","","","2"
"No transfer dependency","1990","Schleswig-Holstein","Not Employed","43","0.505316423589123","0.406328889391508","0.604303957786737","0"
"No transfer dependency","1990","Schleswig-Holstein","Employed","69","0.444689496367301","0.369768918486249","0.519610074248353","0"
"No transfer dependency","1990","Hamburg","Not Employed","40","0.797556178040288","0.696720069009546","0.89839228707103","0"
"No transfer dependency","1990","Hamburg","Employed","49","0.672090942011029","0.580080139424876","0.764101744597183","0"
"No transfer dependency","1990","Lower Saxony","Not Employed","171","0.565387067670462","0.514109770611293","0.61666436472963","0"
"No transfer dependency","1990","Lower Saxony","Employed","245","0.490202671087966","0.448724690304399","0.531680651871533","0"
"No transfer dependency","1990","Bremen","Not Employed","31","0.644564415295889","0.515702740444114","0.773426090147665","0"
"No transfer dependency","1990","Bremen","Employed","22","","","","0"
"No transfer dependency","1990","North Rhine-Westphalia","Not Employed","400","0.559609413882115","0.528074537267435","0.591144290496795","0"
"No transfer dependency","1990","North Rhine-Westphalia","Employed","567","0.465896079453069","0.440158225253998","0.49163393365214","0"
"No transfer dependency","1990","Hesse","Not Employed","169","0.691431385115376","0.641213683655527","0.741649086575225","0"
"No transfer dependency","1990","Hesse","Employed","252","0.515187701726462","0.475131749844426","0.555243653608499","0"
"No transfer dependency","1990","Rhineland-Palatinate,Saarland","Not Employed","135","0.630143083116252","0.571005364346684","0.689280801885819","0"
"No transfer dependency","1990","Rhineland-Palatinate,Saarland","Employed","158","0.502606317946479","0.452068292170382","0.553144343722576","0"
"No transfer dependency","1990","Baden-Württemberg","Not Employed","256","0.628361347968566","0.586786604176094","0.669936091761037","0"
"No transfer dependency","1990","Baden-Württemberg","Employed","496","0.52480470042402","0.496042060960831","0.553567339887209","0"
"No transfer dependency","1990","Bavaria","Not Employed","278","0.713724810063608","0.672640228593017","0.754809391534198","0"
"No transfer dependency","1990","Bavaria","Employed","457","0.499722304869876","0.469231571684131","0.530213038055621","0"
"No transfer dependency","1990","Berlin","Not Employed","45","0.629251857638754","0.535973428511147","0.72253028676636","0"
"No transfer dependency","1990","Berlin","Employed","94","0.570128927889387","0.504711660390904","0.635546195387869","0"
"No transfer dependency","1990","Brandenburg","Not Employed","","","","","0"
"No transfer dependency","1990","Brandenburg","Employed","","","","","0"
"No transfer dependency","1990","Mecklenburg-Western Pomerania","Not Employed","","","","","0"
"No transfer dependency","1990","Mecklenburg-Western Pomerania","Employed","","","","","0"
"No transfer dependency","1990","Saxony","Not Employed","","","","","0"
"No transfer dependency","1990","Saxony","Employed","","","","","0"
"No transfer dependency","1990","Saxony-Anhalt","Not Employed","","","","","0"
"No transfer dependency","1990","Saxony-Anhalt","Employed","","","","","0"
"No transfer dependency","1990","Thuringia","Not Employed","","","","","0"
"No transfer dependency","1990","Thuringia","Employed","","","","","0"
"Very high transfer dependency","1990","Hamburg","Employed","","","","","4"
"Very high transfer dependency","1990","Schleswig-Holstein","Not Employed","2","","","","4"
"Very high transfer dependency","1990","Schleswig-Holstein","Employed","1","","","","4"
"Very high transfer dependency","1990","Hamburg","Not Employed","3","","","","4"
"Very high transfer dependency","1990","Lower Saxony","Employed","1","","","","4"
"Very high transfer dependency","1990","Bremen","Not Employed","4","","","","4"
"Very high transfer dependency","1990","Bremen","Employed","1","","","","4"
"Very high transfer dependency","1990","Lower Saxony","Not Employed","5","","","","4"
"Very high transfer dependency","1990","Bavaria","Not Employed","1","","","","4"
"Very high transfer dependency","1990","Bavaria","Employed","","","","","4"
"Very high transfer dependency","1990","Berlin","Not Employed","3","","","","4"
"Very high transfer dependency","1990","Berlin","Employed","1","","","","4"
"Very high transfer dependency","1990","Brandenburg","Not Employed","","","","","4"
"Very high transfer dependency","1990","Saxony-Anhalt","Employed","","","","","4"
"Very high transfer dependency","1990","Thuringia","Not Employed","","","","","4"
"Very high transfer dependency","1990","Thuringia","Employed","","","","","4"
"Very high transfer dependency","1990","North Rhine-Westphalia","Not Employed","12","","","","4"
"Very high transfer dependency","1990","North Rhine-Westphalia","Employed","5","","","","4"
"Very high transfer dependency","1990","Hesse","Not Employed","1","","","","4"
"Very high transfer dependency","1990","Hesse","Employed","1","","","","4"
"Very high transfer dependency","1990","Rhineland-Palatinate,Saarland","Not Employed","2","","","","4"
"Very high transfer dependency","1990","Rhineland-Palatinate,Saarland","Employed","","","","","4"
"Very high transfer dependency","1990","Baden-Württemberg","Not Employed","3","","","","4"
"Very high transfer dependency","1990","Baden-Württemberg","Employed","1","","","","4"
"Very high transfer dependency","1990","Saxony","Not Employed","","","","","4"
"Very high transfer dependency","1990","Saxony","Employed","","","","","4"
"Very high transfer dependency","1990","Saxony-Anhalt","Not Employed","","","","","4"
"Very high transfer dependency","1990","Brandenburg","Employed","","","","","4"
"Very high transfer dependency","1990","Mecklenburg-Western Pomerania","Not Employed","","","","","4"
"Very high transfer dependency","1990","Mecklenburg-Western Pomerania","Employed","","","","","4"
"Very low transfer dependency","1990","Hesse","Employed","328","0.462618577908661","0.422656288763932","0.502580867053389","1"
"Very low transfer dependency","1990","Saxony","Not Employed","","","","","1"
"Very low transfer dependency","1990","Schleswig-Holstein","Not Employed","48","0.423071451842816","0.325257021851288","0.520885881834343","1"
"Very low transfer dependency","1990","Schleswig-Holstein","Employed","95","0.519144679667622","0.443816728497261","0.594472630837984","1"
"Very low transfer dependency","1990","Hamburg","Not Employed","13","","","","1"
"Very low transfer dependency","1990","Hamburg","Employed","46","0.3132636019008","0.222356441397791","0.40417076240381","1"
"Very low transfer dependency","1990","Lower Saxony","Not Employed","144","0.34495508844926","0.295783109930867","0.394127066967654","1"
"Very low transfer dependency","1990","Rhineland-Palatinate,Saarland","Employed","206","0.46901497478248","0.418573397323681","0.51945655224128","1"
"Very low transfer dependency","1990","Baden-Württemberg","Not Employed","239","0.346927877124031","0.305976870252739","0.387878883995323","1"
"Very low transfer dependency","1990","Baden-Württemberg","Employed","648","0.468053883087099","0.439314624561651","0.496793141612547","1"
"Very low transfer dependency","1990","Bavaria","Not Employed","159","0.237103461254092","0.198446885259263","0.275760037248921","1"
"Very low transfer dependency","1990","Bavaria","Employed","545","0.465835440678704","0.435415964687959","0.49625491666945","1"
"Very low transfer dependency","1990","Berlin","Not Employed","45","0.302561103569288","0.213847727162483","0.391274479976094","1"
"Very low transfer dependency","1990","Berlin","Employed","118","0.401324947098676","0.336553975791806","0.466095918405547","1"
"Very low transfer dependency","1990","Brandenburg","Not Employed","","","","","1"
"Very low transfer dependency","1990","Brandenburg","Employed","","","","","1"
"Very low transfer dependency","1990","Mecklenburg-Western Pomerania","Not Employed","","","","","1"
"Very low transfer dependency","1990","Lower Saxony","Employed","294","0.472413889939891","0.430991133305298","0.513836646574483","1"
"Very low transfer dependency","1990","Bremen","Not Employed","12","","","","1"
"Very low transfer dependency","1990","Bremen","Employed","22","","","","1"
"Very low transfer dependency","1990","North Rhine-Westphalia","Not Employed","454","0.351185979875744","0.320863946979563","0.381508012771925","1"
"Very low transfer dependency","1990","North Rhine-Westphalia","Employed","812","0.49209169989841","0.466296992821972","0.517886406974849","1"
"Very low transfer dependency","1990","Hesse","Not Employed","139","0.267616973306495","0.219485143405666","0.315748803207324","1"
"Very low transfer dependency","1990","Rhineland-Palatinate,Saarland","Not Employed","103","0.301018159378741","0.244828370179209","0.357207948578274","1"
"Very low transfer dependency","1990","Mecklenburg-Western Pomerania","Employed","","","","","1"
"Very low transfer dependency","1990","Saxony","Employed","","","","","1"
"Very low transfer dependency","1990","Saxony-Anhalt","Not Employed","","","","","1"
"Very low transfer dependency","1990","Saxony-Anhalt","Employed","","","","","1"
"Very low transfer dependency","1990","Thuringia","Employed","","","","","1"
"Very low transfer dependency","1990","Thuringia","Not Employed","","","","","1"
"Complete transfer dependency","1991","Baden-Württemberg","Not Employed","2","","","","5"
"Complete transfer dependency","1991","Baden-Württemberg","Employed","","","","","5"
"Complete transfer dependency","1991","Bavaria","Not Employed","2","","","","5"
"Complete transfer dependency","1991","Schleswig-Holstein","Not Employed","3","","","","5"
"Complete transfer dependency","1991","Schleswig-Holstein","Employed","","","","","5"
"Complete transfer dependency","1991","Hamburg","Not Employed","1","","","","5"
"Complete transfer dependency","1991","Hamburg","Employed","","","","","5"
"Complete transfer dependency","1991","Rhineland-Palatinate,Saarland","Not Employed","6","","","","5"
"Complete transfer dependency","1991","Rhineland-Palatinate,Saarland","Employed","","","","","5"
"Complete transfer dependency","1991","Hesse","Employed","","","","","5"
"Complete transfer dependency","1991","North Rhine-Westphalia","Not Employed","27","","","","5"
"Complete transfer dependency","1991","North Rhine-Westphalia","Employed","","","","","5"
"Complete transfer dependency","1991","Hesse","Not Employed","3","","","","5"
"Complete transfer dependency","1991","Lower Saxony","Not Employed","11","","","","5"
"Complete transfer dependency","1991","Lower Saxony","Employed","","","","","5"
"Complete transfer dependency","1991","Bremen","Not Employed","","","","","5"
"Complete transfer dependency","1991","Bremen","Employed","","","","","5"
"Complete transfer dependency","1991","Bavaria","Employed","","","","","5"
"Complete transfer dependency","1991","Berlin","Not Employed","3","","","","5"
"Complete transfer dependency","1991","Berlin","Employed","","","","","5"
"Complete transfer dependency","1991","Brandenburg","Not Employed","","","","","5"
"Complete transfer dependency","1991","Brandenburg","Employed","","","","","5"
"Complete transfer dependency","1991","Mecklenburg-Western Pomerania","Not Employed","","","","","5"
"Complete transfer dependency","1991","Mecklenburg-Western Pomerania","Employed","","","","","5"
"Complete transfer dependency","1991","Saxony","Not Employed","","","","","5"
"Complete transfer dependency","1991","Saxony","Employed","","","","","5"
"Complete transfer dependency","1991","Saxony-Anhalt","Not Employed","","","","","5"
"Complete transfer dependency","1991","Saxony-Anhalt","Employed","","","","","5"
"Complete transfer dependency","1991","Thuringia","Not Employed","","","","","5"
"Complete transfer dependency","1991","Thuringia","Employed","","","","","5"
"High transfer dependency","1991","Schleswig-Holstein","Not Employed","1","","","","3"
"High transfer dependency","1991","Schleswig-Holstein","Employed","1","","","","3"
"High transfer dependency","1991","Hamburg","Not Employed","1","","","","3"
"High transfer dependency","1991","Hamburg","Employed","1","","","","3"
"High transfer dependency","1991","Lower Saxony","Not Employed","7","","","","3"
"High transfer dependency","1991","Lower Saxony","Employed","2","","","","3"
"High transfer dependency","1991","Bremen","Not Employed","3","","","","3"
"High transfer dependency","1991","Bremen","Employed","2","","","","3"
"High transfer dependency","1991","North Rhine-Westphalia","Not Employed","15","","","","3"
"High transfer dependency","1991","North Rhine-Westphalia","Employed","12","","","","3"
"High transfer dependency","1991","Hesse","Not Employed","3","","","","3"
"High transfer dependency","1991","Saxony-Anhalt","Not Employed","","","","","3"
"High transfer dependency","1991","Saxony-Anhalt","Employed","","","","","3"
"High transfer dependency","1991","Thuringia","Employed","","","","","3"
"High transfer dependency","1991","Hesse","Employed","2","","","","3"
"High transfer dependency","1991","Rhineland-Palatinate,Saarland","Not Employed","3","","","","3"
"High transfer dependency","1991","Rhineland-Palatinate,Saarland","Employed","3","","","","3"
"High transfer dependency","1991","Baden-Württemberg","Not Employed","9","","","","3"
"High transfer dependency","1991","Baden-Württemberg","Employed","6","","","","3"
"High transfer dependency","1991","Bavaria","Not Employed","13","","","","3"
"High transfer dependency","1991","Bavaria","Employed","5","","","","3"
"High transfer dependency","1991","Brandenburg","Not Employed","","","","","3"
"High transfer dependency","1991","Brandenburg","Employed","","","","","3"
"High transfer dependency","1991","Mecklenburg-Western Pomerania","Not Employed","","","","","3"
"High transfer dependency","1991","Mecklenburg-Western Pomerania","Employed","","","","","3"
"High transfer dependency","1991","Saxony","Not Employed","","","","","3"
"High transfer dependency","1991","Saxony","Employed","","","","","3"
"High transfer dependency","1991","Thuringia","Not Employed","","","","","3"
"High transfer dependency","1991","Berlin","Not Employed","1","","","","3"
"High transfer dependency","1991","Berlin","Employed","1","","","","3"
"Low transfer dependency","1991","Schleswig-Holstein","Employed","7","","","","2"
"Low transfer dependency","1991","Schleswig-Holstein","Not Employed","12","","","","2"
"Low transfer dependency","1991","Hamburg","Not Employed","2","","","","2"
"Low transfer dependency","1991","Lower Saxony","Not Employed","21","","","","2"
"Low transfer dependency","1991","Lower Saxony","Employed","18","","","","2"
"Low transfer dependency","1991","Bremen","Not Employed","2","","","","2"
"Low transfer dependency","1991","Hamburg","Employed","2","","","","2"
"Low transfer dependency","1991","Bremen","Employed","","","","","2"
"Low transfer dependency","1991","North Rhine-Westphalia","Not Employed","46","0.0412490038955835","0.0283282741817766","0.0541697336093904","2"
"Low transfer dependency","1991","North Rhine-Westphalia","Employed","53","0.0346566005963647","0.0252094521130528","0.0441037490796766","2"
"Low transfer dependency","1991","Hesse","Not Employed","22","","","","2"
"Low transfer dependency","1991","Hesse","Employed","11","","","","2"
"Low transfer dependency","1991","Rhineland-Palatinate,Saarland","Not Employed","5","","","","2"
"Low transfer dependency","1991","Rhineland-Palatinate,Saarland","Employed","8","","","","2"
"Low transfer dependency","1991","Bavaria","Not Employed","9","","","","2"
"Low transfer dependency","1991","Baden-Württemberg","Not Employed","17","","","","2"
"Low transfer dependency","1991","Baden-Württemberg","Employed","7","","","","2"
"Low transfer dependency","1991","Bavaria","Employed","21","","","","2"
"Low transfer dependency","1991","Berlin","Not Employed","5","","","","2"
"Low transfer dependency","1991","Brandenburg","Not Employed","","","","","2"
"Low transfer dependency","1991","Berlin","Employed","12","","","","2"
"Low transfer dependency","1991","Brandenburg","Employed","","","","","2"
"Low transfer dependency","1991","Mecklenburg-Western Pomerania","Not Employed","","","","","2"
"Low transfer dependency","1991","Mecklenburg-Western Pomerania","Employed","","","","","2"
"Low transfer dependency","1991","Thuringia","Employed","","","","","2"
"Low transfer dependency","1991","Saxony","Not Employed","","","","","2"
"Low transfer dependency","1991","Saxony","Employed","","","","","2"
"Low transfer dependency","1991","Saxony-Anhalt","Not Employed","","","","","2"
"Low transfer dependency","1991","Saxony-Anhalt","Employed","","","","","2"
"Low transfer dependency","1991","Thuringia","Not Employed","","","","","2"
"No transfer dependency","1991","Schleswig-Holstein","Not Employed","45","0.556438954637749","0.456007529276717","0.65687037999878","0"
"No transfer dependency","1991","Schleswig-Holstein","Employed","74","0.404233817118093","0.334270332127886","0.474197302108299","0"
"No transfer dependency","1991","Hamburg","Not Employed","37","0.788902145880396","0.684772219060402","0.89303207270039","0"
"No transfer dependency","1991","Hamburg","Employed","51","0.663379249232841","0.56885051167514","0.757907986790542","0"
"No transfer dependency","1991","Lower Saxony","Not Employed","165","0.555737012629211","0.50433790321048","0.607136122047942","0"
"No transfer dependency","1991","Lower Saxony","Employed","255","0.525614810104427","0.483920993718297","0.567308626490557","0"
"No transfer dependency","1991","Bremen","Not Employed","36","0.771568323793426","0.654020279177772","0.889116368409079","0"
"No transfer dependency","1991","Bremen","Employed","22","","","","0"
"No transfer dependency","1991","North Rhine-Westphalia","Not Employed","418","0.608390738594959","0.576677165987624","0.640104311202295","0"
"No transfer dependency","1991","North Rhine-Westphalia","Employed","589","0.485319388398871","0.459505729323507","0.511133047474235","0"
"No transfer dependency","1991","Hesse","Not Employed","156","0.675849055849526","0.623745694094346","0.727952417604706","0"
"No transfer dependency","1991","Hesse","Employed","248","0.498150316326646","0.457633324802325","0.538667307850967","0"
"No transfer dependency","1991","Rhineland-Palatinate,Saarland","Not Employed","132","0.640360612094104","0.580513176663651","0.700208047524556","0"
"No transfer dependency","1991","Mecklenburg-Western Pomerania","Not Employed","","","","","0"
"No transfer dependency","1991","Rhineland-Palatinate,Saarland","Employed","155","0.475917066369721","0.425234415332253","0.526599717407188","0"
"No transfer dependency","1991","Baden-Württemberg","Not Employed","259","0.646357897063374","0.60478265880469","0.687933135322059","0"
"No transfer dependency","1991","Baden-Württemberg","Employed","517","0.52666378519811","0.498017767374715","0.555309803021504","0"
"No transfer dependency","1991","Bavaria","Not Employed","286","0.696115424043788","0.65509789609255","0.737132951995025","0"
"No transfer dependency","1991","Bavaria","Employed","492","0.52459273721007","0.493930415079381","0.555255059340759","0"
"No transfer dependency","1991","Berlin","Not Employed","43","0.671765472679613","0.578796929885196","0.764734015474031","0"
"No transfer dependency","1991","Berlin","Employed","101","0.601926835332758","0.537243850247915","0.666609820417601","0"
"No transfer dependency","1991","Brandenburg","Not Employed","","","","","0"
"No transfer dependency","1991","Brandenburg","Employed","","","","","0"
"No transfer dependency","1991","Mecklenburg-Western Pomerania","Employed","","","","","0"
"No transfer dependency","1991","Saxony","Not Employed","","","","","0"
"No transfer dependency","1991","Saxony","Employed","","","","","0"
"No transfer dependency","1991","Saxony-Anhalt","Not Employed","","","","","0"
"No transfer dependency","1991","Saxony-Anhalt","Employed","","","","","0"
"No transfer dependency","1991","Thuringia","Not Employed","","","","","0"
"No transfer dependency","1991","Thuringia","Employed","","","","","0"
"Very high transfer dependency","1991","Hamburg","Not Employed","2","","","","4"
"Very high transfer dependency","1991","Schleswig-Holstein","Employed","2","","","","4"
"Very high transfer dependency","1991","Schleswig-Holstein","Not Employed","","","","","4"
"Very high transfer dependency","1991","Hamburg","Employed","","","","","4"
"Very high transfer dependency","1991","Lower Saxony","Not Employed","6","","","","4"
"Very high transfer dependency","1991","Bremen","Not Employed","","","","","4"
"Very high transfer dependency","1991","Bremen","Employed","","","","","4"
"Very high transfer dependency","1991","Lower Saxony","Employed","2","","","","4"
"Very high transfer dependency","1991","North Rhine-Westphalia","Not Employed","6","","","","4"
"Very high transfer dependency","1991","North Rhine-Westphalia","Employed","2","","","","4"
"Very high transfer dependency","1991","Hesse","Not Employed","6","","","","4"
"Very high transfer dependency","1991","Bavaria","Not Employed","5","","","","4"
"Very high transfer dependency","1991","Bavaria","Employed","1","","","","4"
"Very high transfer dependency","1991","Berlin","Employed","","","","","4"
"Very high transfer dependency","1991","Brandenburg","Not Employed","","","","","4"
"Very high transfer dependency","1991","Hesse","Employed","1","","","","4"
"Very high transfer dependency","1991","Rhineland-Palatinate,Saarland","Not Employed","1","","","","4"
"Very high transfer dependency","1991","Rhineland-Palatinate,Saarland","Employed","1","","","","4"
"Very high transfer dependency","1991","Baden-Württemberg","Not Employed","3","","","","4"
"Very high transfer dependency","1991","Baden-Württemberg","Employed","","","","","4"
"Very high transfer dependency","1991","Berlin","Not Employed","3","","","","4"
"Very high transfer dependency","1991","Mecklenburg-Western Pomerania","Not Employed","","","","","4"
"Very high transfer dependency","1991","Mecklenburg-Western Pomerania","Employed","","","","","4"
"Very high transfer dependency","1991","Saxony","Not Employed","","","","","4"
"Very high transfer dependency","1991","Saxony-Anhalt","Employed","","","","","4"
"Very high transfer dependency","1991","Thuringia","Not Employed","","","","","4"
"Very high transfer dependency","1991","Thuringia","Employed","","","","","4"
"Very high transfer dependency","1991","Brandenburg","Employed","","","","","4"
"Very high transfer dependency","1991","Saxony","Employed","","","","","4"
"Very high transfer dependency","1991","Saxony-Anhalt","Not Employed","","","","","4"
"Very low transfer dependency","1991","Saxony","Not Employed","","","","","1"
"Very low transfer dependency","1991","Schleswig-Holstein","Not Employed","33","0.344135791541415","0.24809492903815","0.44017665404468","1"
"Very low transfer dependency","1991","Schleswig-Holstein","Employed","105","0.560952502112699","0.49020094750907","0.631704056716329","1"
"Very low transfer dependency","1991","Hamburg","Not Employed","16","","","","1"
"Very low transfer dependency","1991","Hamburg","Employed","42","0.298841698591259","0.207274250116309","0.390409147066208","1"
"Very low transfer dependency","1991","Hesse","Employed","323","0.490371684910271","0.449861929098034","0.530881440722508","1"
"Very low transfer dependency","1991","Rhineland-Palatinate,Saarland","Employed","206","0.482464383642691","0.431754054918102","0.533174712367281","1"
"Very low transfer dependency","1991","Bavaria","Not Employed","168","0.242761764953761","0.204525018077032","0.280998511830489","1"
"Very low transfer dependency","1991","Bavaria","Employed","500","0.452897672231302","0.422334718456737","0.483460626005867","1"
"Very low transfer dependency","1991","Berlin","Not Employed","43","0.243868853459676","0.158850677054706","0.328887029864646","1"
"Very low transfer dependency","1991","Berlin","Employed","106","0.369967141375343","0.306170189736773","0.433764093013914","1"
"Very low transfer dependency","1991","Brandenburg","Not Employed","","","","","1"
"Very low transfer dependency","1991","Brandenburg","Employed","","","","","1"
"Very low transfer dependency","1991","Mecklenburg-Western Pomerania","Not Employed","","","","","1"
"Very low transfer dependency","1991","Mecklenburg-Western Pomerania","Employed","","","","","1"
"Very low transfer dependency","1991","Saxony","Employed","","","","","1"
"Very low transfer dependency","1991","Saxony-Anhalt","Not Employed","","","","","1"
"Very low transfer dependency","1991","Lower Saxony","Not Employed","149","0.337728885687992","0.288807035103432","0.386650736272551","1"
"Very low transfer dependency","1991","Lower Saxony","Employed","274","0.441169998779539","0.399711350912496","0.482628646646581","1"
"Very low transfer dependency","1991","Bremen","Not Employed","8","","","","1"
"Very low transfer dependency","1991","Bremen","Employed","13","","","","1"
"Very low transfer dependency","1991","North Rhine-Westphalia","Not Employed","398","0.308538884042483","0.27852886794176","0.338548900143206","1"
"Very low transfer dependency","1991","North Rhine-Westphalia","Employed","784","0.469981986595537","0.444203776062607","0.495760197128468","1"
"Very low transfer dependency","1991","Rhineland-Palatinate,Saarland","Not Employed","100","0.293130973134749","0.236363450015814","0.349898496253684","1"
"Very low transfer dependency","1991","Baden-Württemberg","Not Employed","218","0.304962344324569","0.264927005272128","0.34499768337701","1"
"Very low transfer dependency","1991","Baden-Württemberg","Employed","637","0.46290983759617","0.434302037194533","0.491517637997807","1"
"Very low transfer dependency","1991","Hesse","Not Employed","120","0.253892107582111","0.205442232518625","0.302341982645597","1"
"Very low transfer dependency","1991","Saxony-Anhalt","Employed","","","","","1"
"Very low transfer dependency","1991","Thuringia","Not Employed","","","","","1"
"Very low transfer dependency","1991","Thuringia","Employed","","","","","1"
"Complete transfer dependency","1992","Baden-Württemberg","Employed","","","","","5"
"Complete transfer dependency","1992","Bavaria","Not Employed","1","","","","5"
"Complete transfer dependency","1992","Baden-Württemberg","Not Employed","3","","","","5"
"Complete transfer dependency","1992","Schleswig-Holstein","Not Employed","3","","","","5"
"Complete transfer dependency","1992","Schleswig-Holstein","Employed","","","","","5"
"Complete transfer dependency","1992","Hamburg","Not Employed","3","","","","5"
"Complete transfer dependency","1992","Hamburg","Employed","","","","","5"
"Complete transfer dependency","1992","Hesse","Employed","","","","","5"
"Complete transfer dependency","1992","Rhineland-Palatinate,Saarland","Not Employed","2","","","","5"
"Complete transfer dependency","1992","Rhineland-Palatinate,Saarland","Employed","","","","","5"
"Complete transfer dependency","1992","North Rhine-Westphalia","Not Employed","13","","","","5"
"Complete transfer dependency","1992","North Rhine-Westphalia","Employed","","","","","5"
"Complete transfer dependency","1992","Hesse","Not Employed","4","","","","5"
"Complete transfer dependency","1992","Lower Saxony","Not Employed","8","","","","5"
"Complete transfer dependency","1992","Lower Saxony","Employed","","","","","5"
"Complete transfer dependency","1992","Bremen","Not Employed","1","","","","5"
"Complete transfer dependency","1992","Bremen","Employed","","","","","5"
"Complete transfer dependency","1992","Bavaria","Employed","","","","","5"
"Complete transfer dependency","1992","Berlin","Not Employed","10","","","","5"
"Complete transfer dependency","1992","Berlin","Employed","","","","","5"
"Complete transfer dependency","1992","Brandenburg","Not Employed","1","","","","5"
"Complete transfer dependency","1992","Brandenburg","Employed","","","","","5"
"Complete transfer dependency","1992","Mecklenburg-Western Pomerania","Not Employed","2","","","","5"
"Complete transfer dependency","1992","Mecklenburg-Western Pomerania","Employed","","","","","5"
"Complete transfer dependency","1992","Saxony","Not Employed","3","","","","5"
"Complete transfer dependency","1992","Saxony","Employed","","","","","5"
"Complete transfer dependency","1992","Saxony-Anhalt","Not Employed","","","","","5"
"Complete transfer dependency","1992","Saxony-Anhalt","Employed","","","","","5"
"Complete transfer dependency","1992","Thuringia","Not Employed","","","","","5"
"Complete transfer dependency","1992","Thuringia","Employed","","","","","5"
"High transfer dependency","1992","Schleswig-Holstein","Not Employed","3","","","","3"
"High transfer dependency","1992","Schleswig-Holstein","Employed","2","","","","3"
"High transfer dependency","1992","Hamburg","Not Employed","1","","","","3"
"High transfer dependency","1992","Hamburg","Employed","1","","","","3"
"High transfer dependency","1992","Lower Saxony","Not Employed","15","","","","3"
"High transfer dependency","1992","Lower Saxony","Employed","7","","","","3"
"High transfer dependency","1992","Bremen","Not Employed","2","","","","3"
"High transfer dependency","1992","Bremen","Employed","1","","","","3"
"High transfer dependency","1992","North Rhine-Westphalia","Not Employed","14","","","","3"
"High transfer dependency","1992","North Rhine-Westphalia","Employed","8","","","","3"
"High transfer dependency","1992","Saxony-Anhalt","Not Employed","","","","","3"
"High transfer dependency","1992","Thuringia","Employed","1","","","","3"
"High transfer dependency","1992","Hesse","Not Employed","5","","","","3"
"High transfer dependency","1992","Hesse","Employed","3","","","","3"
"High transfer dependency","1992","Rhineland-Palatinate,Saarland","Not Employed","6","","","","3"
"High transfer dependency","1992","Rhineland-Palatinate,Saarland","Employed","4","","","","3"
"High transfer dependency","1992","Baden-Württemberg","Not Employed","3","","","","3"
"High transfer dependency","1992","Baden-Württemberg","Employed","6","","","","3"
"High transfer dependency","1992","Brandenburg","Not Employed","9","","","","3"
"High transfer dependency","1992","Brandenburg","Employed","8","","","","3"
"High transfer dependency","1992","Mecklenburg-Western Pomerania","Employed","3","","","","3"
"High transfer dependency","1992","Saxony","Not Employed","12","","","","3"
"High transfer dependency","1992","Saxony","Employed","19","","","","3"
"High transfer dependency","1992","Saxony-Anhalt","Employed","1","","","","3"
"High transfer dependency","1992","Thuringia","Not Employed","3","","","","3"
"High transfer dependency","1992","Bavaria","Not Employed","6","","","","3"
"High transfer dependency","1992","Bavaria","Employed","3","","","","3"
"High transfer dependency","1992","Berlin","Not Employed","7","","","","3"
"High transfer dependency","1992","Berlin","Employed","13","","","","3"
"High transfer dependency","1992","Mecklenburg-Western Pomerania","Not Employed","2","","","","3"
