"transab_cat","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"Low transfer dependency","1993","general elemantary","Male","60","0.0498011296638978","0.0356284930033831","0.0639737663244125","2"
"Low transfer dependency","1993","in school","Male","6","","","","2"
"Low transfer dependency","1993","in school","Female","7","","","","2"
"Low transfer dependency","1993","inadequately","Male","12","","","","2"
"Low transfer dependency","1993","middle vocational","Male","218","0.044147946514141","0.0371231945132527","0.0511726985150292","2"
"Low transfer dependency","1993","middle vocational","Female","230","0.0457569357188111","0.0384609855051694","0.0530528859324528","2"
"Low transfer dependency","1993","vocational + Abi","Male","13","","","","2"
"Low transfer dependency","1993","vocational + Abi","Female","8","","","","2"
"Low transfer dependency","1993","higher vocational","Male","28","","","","2"
"Low transfer dependency","1993","higher vocational","Female","10","","","","2"
"Low transfer dependency","1993","higher education","Male","35","0.0284996448359142","0.0173787413632355","0.0396205483085928","2"
"Low transfer dependency","1993","higher education","Female","41","0.0425423158280773","0.0276126566635609","0.0574719749925938","2"
"No transfer dependency","1993","in school","Male","2","","","","0"
"No transfer dependency","1993","in school","Female","1","","","","0"
"No transfer dependency","1993","inadequately","Male","74","0.324354571744625","0.265373882812166","0.383335260677084","0"
"No transfer dependency","1993","inadequately","Female","104","0.350872570907211","0.301157719016895","0.400587422797526","0"
"No transfer dependency","1993","general elemantary","Male","300","0.433990711423748","0.40170013499302","0.466281287854476","0"
"No transfer dependency","1993","general elemantary","Female","839","0.62643127996639","0.603374521125451","0.649488038807328","0"
"No transfer dependency","1993","middle vocational","Male","1452","0.539893324188787","0.522849633259636","0.556937015117939","0"
"No transfer dependency","1993","middle vocational","Female","1333","0.516759590032141","0.499311424049443","0.534207756014839","0"
"No transfer dependency","1993","vocational + Abi","Male","87","0.521741308731732","0.453193740193491","0.590288877269973","0"
"No transfer dependency","1993","vocational + Abi","Female","68","0.522387699000454","0.445231757400837","0.59954364060007","0"
"No transfer dependency","1993","higher vocational","Male","201","0.54097148351085","0.495233955432881","0.586709011588819","0"
"No transfer dependency","1993","higher vocational","Female","114","0.560718183433556","0.500275721966193","0.621160644900919","0"
"No transfer dependency","1993","higher education","Male","355","0.515002561552668","0.481600499199708","0.548404623905628","0"
"No transfer dependency","1993","higher education","Female","192","0.400313975671823","0.364069495530228","0.436558455813418","0"
"Very high transfer dependency","1993","general elemantary","Male","15","","","","4"
"Very high transfer dependency","1993","general elemantary","Female","21","","","","4"
"Very high transfer dependency","1993","middle vocational","Male","24","","","","4"
"Very high transfer dependency","1993","middle vocational","Female","25","","","","4"
"Very high transfer dependency","1993","vocational + Abi","Male","2","","","","4"
"Very high transfer dependency","1993","in school","Male","1","","","","4"
"Very high transfer dependency","1993","in school","Female","","","","","4"
"Very high transfer dependency","1993","inadequately","Male","6","","","","4"
"Very high transfer dependency","1993","inadequately","Female","8","","","","4"
"Very high transfer dependency","1993","vocational + Abi","Female","1","","","","4"
"Very high transfer dependency","1993","higher vocational","Male","1","","","","4"
"Very high transfer dependency","1993","higher vocational","Female","1","","","","4"
"Very high transfer dependency","1993","higher education","Male","3","","","","4"
"Very high transfer dependency","1993","higher education","Female","5","","","","4"
"Very low transfer dependency","1993","inadequately","Male","141","0.545540278507437","0.482806489697362","0.608274067317513","1"
"Very low transfer dependency","1993","higher vocational","Female","132","0.393697943939929","0.334196938719405","0.453198949160452","1"
"Very low transfer dependency","1993","inadequately","Female","202","0.493599765580447","0.44151857767001","0.545680953490885","1"
"Very low transfer dependency","1993","in school","Female","82","0.931029077946533","0.879248270792132","0.982809885100934","1"
"Very low transfer dependency","1993","general elemantary","Male","508","0.468407891177646","0.435897277634251","0.50091850472104","1"
"Very low transfer dependency","1993","general elemantary","Female","715","0.31060402860053","0.288548666111382","0.332659391089679","1"
"Very low transfer dependency","1993","higher vocational","Male","224","0.421420697347057","0.376099116780804","0.46674227791331","1"
"Very low transfer dependency","1993","higher education","Male","455","0.443108686767133","0.409908599962801","0.476308773571465","1"
"Very low transfer dependency","1993","higher education","Female","450","0.530452471717417","0.493534098742972","0.567370844691863","1"
"Very low transfer dependency","1993","in school","Male","74","0.888116742694059","0.820706478761639","0.955527006626478","1"
"Very low transfer dependency","1993","middle vocational","Male","1522","0.389009406373725","0.372337789643105","0.405681023104345","1"
"Very low transfer dependency","1993","middle vocational","Female","1497","0.408204279459276","0.391043042963507","0.425365515955045","1"
"Very low transfer dependency","1993","vocational + Abi","Male","95","0.409548666597823","0.342068240022107","0.477029093173539","1"
"Very low transfer dependency","1993","vocational + Abi","Female","80","0.428934736563808","0.3524854152863","0.505384057841316","1"
"Complete transfer dependency","1994","in school","Female","1","","","","5"
"Complete transfer dependency","1994","inadequately","Male","3","","","","5"
"Complete transfer dependency","1994","inadequately","Female","8","","","","5"
"Complete transfer dependency","1994","general elemantary","Male","5","","","","5"
"Complete transfer dependency","1994","higher vocational","Female","","","","","5"
"Complete transfer dependency","1994","higher education","Male","1","","","","5"
"Complete transfer dependency","1994","higher education","Female","1","","","","5"
"Complete transfer dependency","1994","in school","Male","1","","","","5"
"Complete transfer dependency","1994","general elemantary","Female","13","","","","5"
"Complete transfer dependency","1994","higher vocational","Male","1","","","","5"
"Complete transfer dependency","1994","middle vocational","Male","18","","","","5"
"Complete transfer dependency","1994","middle vocational","Female","14","","","","5"
"Complete transfer dependency","1994","vocational + Abi","Male","4","","","","5"
"Complete transfer dependency","1994","vocational + Abi","Female","1","","","","5"
"High transfer dependency","1994","in school","Female","4","","","","3"
"High transfer dependency","1994","general elemantary","Male","19","","","","3"
"High transfer dependency","1994","higher education","Female","13","","","","3"
"High transfer dependency","1994","inadequately","Male","5","","","","3"
"High transfer dependency","1994","higher vocational","Female","4","","","","3"
"High transfer dependency","1994","higher education","Male","13","","","","3"
"High transfer dependency","1994","inadequately","Female","8","","","","3"
"High transfer dependency","1994","in school","Male","2","","","","3"
"High transfer dependency","1994","general elemantary","Female","34","0.0189997175128258","0.012330985103641","0.0256684499220106","3"
"High transfer dependency","1994","higher vocational","Male","5","","","","3"
"High transfer dependency","1994","middle vocational","Male","60","0.0157085248170045","0.0114063030267305","0.0200107466072785","3"
"High transfer dependency","1994","middle vocational","Female","52","0.0136498491803087","0.00958814020629396","0.0177115581543235","3"
"High transfer dependency","1994","vocational + Abi","Male","2","","","","3"
"High transfer dependency","1994","vocational + Abi","Female","4","","","","3"
"Low transfer dependency","1994","in school","Male","3","","","","2"
"Low transfer dependency","1994","in school","Female","11","","","","2"
"Low transfer dependency","1994","inadequately","Male","11","","","","2"
"Low transfer dependency","1994","inadequately","Female","23","","","","2"
"Low transfer dependency","1994","general elemantary","Male","64","0.0587693665729671","0.0427204895825428","0.0748182435633915","2"
"Low transfer dependency","1994","general elemantary","Female","79","0.0274939970604897","0.0195066925977328","0.0354813015232466","2"
"Low transfer dependency","1994","middle vocational","Male","197","0.0416883464822504","0.0347728406483842","0.0486038523161166","2"
"Low transfer dependency","1994","middle vocational","Female","235","0.0509160095187728","0.0432210060180214","0.0586110130195241","2"
"Low transfer dependency","1994","vocational + Abi","Male","19","","","","2"
"Low transfer dependency","1994","vocational + Abi","Female","12","","","","2"
"Low transfer dependency","1994","higher vocational","Male","31","0.0408030031322162","0.0227242220990858","0.0588817841653466","2"
"Low transfer dependency","1994","higher vocational","Female","6","","","","2"
"Low transfer dependency","1994","higher education","Male","38","0.0323526281880706","0.0205341962267807","0.0441710601493606","2"
"Low transfer dependency","1994","higher education","Female","36","0.0332052773291056","0.0199981283869467","0.0464124262712646","2"
"No transfer dependency","1994","in school","Male","3","","","","0"
"No transfer dependency","1994","in school","Female","6","","","","0"
"No transfer dependency","1994","inadequately","Male","71","0.329926333166678","0.267511241908602","0.392341424424755","0"
"No transfer dependency","1994","inadequately","Female","90","0.301812099051383","0.251516778080827","0.352107420021938","0"
"No transfer dependency","1994","general elemantary","Male","279","0.442578729059685","0.408685874031864","0.476471584087506","0"
"No transfer dependency","1994","general elemantary","Female","830","0.639594919286046","0.616142745272631","0.663047093299461","0"
"No transfer dependency","1994","middle vocational","Male","1426","0.536979590726452","0.519727481880596","0.554231699572308","0"
"No transfer dependency","1994","middle vocational","Female","1365","0.528606939958494","0.511133140748786","0.546080739168201","0"
"No transfer dependency","1994","vocational + Abi","Male","75","0.400151599396694","0.333085323430716","0.467217875362672","0"
"No transfer dependency","1994","vocational + Abi","Female","63","0.468995195014322","0.394198319248793","0.543792070779852","0"
"No transfer dependency","1994","higher vocational","Male","208","0.568926076916467","0.523670409797441","0.614181744035492","0"
"No transfer dependency","1994","higher vocational","Female","121","0.592930394885297","0.53377949598255","0.652081293788044","0"
"No transfer dependency","1994","higher education","Male","379","0.52933094748401","0.49599076443159","0.562671130536429","0"
"No transfer dependency","1994","higher education","Female","230","0.460009130868412","0.423271189360158","0.496747072376665","0"
"Very high transfer dependency","1994","general elemantary","Male","14","","","","4"
"Very high transfer dependency","1994","general elemantary","Female","21","","","","4"
"Very high transfer dependency","1994","middle vocational","Male","23","","","","4"
"Very high transfer dependency","1994","middle vocational","Female","38","0.0141221965731695","0.00999179774333401","0.0182525954030049","4"
"Very high transfer dependency","1994","vocational + Abi","Male","2","","","","4"
"Very high transfer dependency","1994","in school","Male","2","","","","4"
"Very high transfer dependency","1994","in school","Female","1","","","","4"
"Very high transfer dependency","1994","inadequately","Male","3","","","","4"
"Very high transfer dependency","1994","inadequately","Female","3","","","","4"
"Very high transfer dependency","1994","vocational + Abi","Female","3","","","","4"
"Very high transfer dependency","1994","higher vocational","Male","2","","","","4"
"Very high transfer dependency","1994","higher vocational","Female","","","","","4"
"Very high transfer dependency","1994","higher education","Male","5","","","","4"
"Very high transfer dependency","1994","higher education","Female","4","","","","4"
"Very low transfer dependency","1994","in school","Female","107","0.855238603812427","0.794753776597195","0.915723431027659","1"
"Very low transfer dependency","1994","inadequately","Male","125","0.521222302376458","0.454909360475805","0.587535244277111","1"
"Very low transfer dependency","1994","inadequately","Female","188","0.53936775676522","0.484755168518085","0.593980345012356","1"
"Very low transfer dependency","1994","general elemantary","Male","444","0.455778509914832","0.421793618831966","0.489763400997698","1"
"Very low transfer dependency","1994","general elemantary","Female","633","0.293147751369708","0.270912463390325","0.31538303934909","1"
"Very low transfer dependency","1994","in school","Male","90","0.909423575366448","0.853450638442648","0.965396512290247","1"
"Very low transfer dependency","1994","higher vocational","Female","134","0.385363110260459","0.32676689921053","0.443959321310389","1"
"Very low transfer dependency","1994","middle vocational","Male","1485","0.390005797213414","0.373130104158057","0.406881490268771","1"
"Very low transfer dependency","1994","higher vocational","Male","213","0.367866402971882","0.323798876444687","0.411933929499076","1"
"Very low transfer dependency","1994","higher education","Male","425","0.4128877051228","0.380000794483927","0.445774615761672","1"
"Very low transfer dependency","1994","higher education","Female","423","0.485318611477996","0.448478486971644","0.522158735984348","1"
"Very low transfer dependency","1994","middle vocational","Female","1431","0.387358066020535","0.37030552981381","0.40441060222726","1"
"Very low transfer dependency","1994","vocational + Abi","Male","103","0.471635534797752","0.403300846009847","0.539970223585657","1"
"Very low transfer dependency","1994","vocational + Abi","Female","88","0.435715830530703","0.361396696822949","0.510034964238456","1"
"Complete transfer dependency","1995","in school","Female","1","","","","5"
"Complete transfer dependency","1995","inadequately","Male","3","","","","5"
"Complete transfer dependency","1995","inadequately","Female","9","","","","5"
"Complete transfer dependency","1995","general elemantary","Male","12","","","","5"
"Complete transfer dependency","1995","in school","Male","3","","","","5"
"Complete transfer dependency","1995","higher vocational","Male","2","","","","5"
"Complete transfer dependency","1995","higher vocational","Female","2","","","","5"
"Complete transfer dependency","1995","higher education","Male","5","","","","5"
"Complete transfer dependency","1995","higher education","Female","6","","","","5"
"Complete transfer dependency","1995","general elemantary","Female","15","","","","5"
"Complete transfer dependency","1995","middle vocational","Male","27","","","","5"
"Complete transfer dependency","1995","middle vocational","Female","21","","","","5"
"Complete transfer dependency","1995","vocational + Abi","Male","4","","","","5"
"Complete transfer dependency","1995","vocational + Abi","Female","5","","","","5"
"High transfer dependency","1995","in school","Female","6","","","","3"
"High transfer dependency","1995","inadequately","Female","13","","","","3"
"High transfer dependency","1995","general elemantary","Male","23","","","","3"
"High transfer dependency","1995","inadequately","Male","7","","","","3"
"High transfer dependency","1995","in school","Male","3","","","","3"
"High transfer dependency","1995","higher education","Male","8","","","","3"
"High transfer dependency","1995","general elemantary","Female","40","0.0185054717754289","0.0118956514376699","0.0251152921131878","3"
"High transfer dependency","1995","higher vocational","Male","2","","","","3"
"High transfer dependency","1995","higher vocational","Female","1","","","","3"
"High transfer dependency","1995","higher education","Female","6","","","","3"
"High transfer dependency","1995","middle vocational","Male","57","0.0135344793137377","0.00958436221307746","0.017484596414398","3"
"High transfer dependency","1995","middle vocational","Female","62","0.018297140039972","0.0136643860740707","0.0229298940058733","3"
"High transfer dependency","1995","vocational + Abi","Male","6","","","","3"
"High transfer dependency","1995","vocational + Abi","Female","4","","","","3"
"Low transfer dependency","1995","in school","Male","8","","","","2"
"Low transfer dependency","1995","in school","Female","8","","","","2"
"Low transfer dependency","1995","inadequately","Male","14","","","","2"
"Low transfer dependency","1995","inadequately","Female","23","","","","2"
"Low transfer dependency","1995","general elemantary","Male","60","0.0571667203051019","0.0414947574333184","0.0728386831768854","2"
"Low transfer dependency","1995","general elemantary","Female","85","0.0376233126084368","0.0282908406093703","0.0469557846075033","2"
"Low transfer dependency","1995","middle vocational","Male","205","0.0497354000356866","0.0423034407443639","0.0571673593270093","2"
"Low transfer dependency","1995","middle vocational","Female","214","0.0458090154531922","0.0385821372453025","0.053035893661082","2"
"Low transfer dependency","1995","vocational + Abi","Male","22","","","","2"
"Low transfer dependency","1995","vocational + Abi","Female","11","","","","2"
"Low transfer dependency","1995","higher vocational","Male","19","","","","2"
"Low transfer dependency","1995","higher vocational","Female","8","","","","2"
"Low transfer dependency","1995","higher education","Male","35","0.0307824634530163","0.0194025548607431","0.0421623720452896","2"
"Low transfer dependency","1995","higher education","Female","33","0.0338713573549257","0.0210103474064514","0.0467323673034","2"
"No transfer dependency","1995","in school","Male","5","","","","0"
"No transfer dependency","1995","in school","Female","2","","","","0"
"No transfer dependency","1995","inadequately","Male","63","0.312551268600855","0.248942967284977","0.376159569916733","0"
"No transfer dependency","1995","inadequately","Female","90","0.320332632999602","0.268722845844066","0.371942420155138","0"
"No transfer dependency","1995","general elemantary","Male","288","0.458897391394745","0.4252592561774","0.49253552661209","0"
"No transfer dependency","1995","general elemantary","Female","815","0.645778659013202","0.622321530954372","0.669235787072032","0"
"No transfer dependency","1995","middle vocational","Male","1466","0.542380458307226","0.525348972508183","0.559411944106268","0"
"No transfer dependency","1995","middle vocational","Female","1422","0.545221872188273","0.528009369464524","0.562434374912021","0"
"No transfer dependency","1995","vocational + Abi","Male","86","0.395581427163943","0.334477744653204","0.456685109674682","0"
"No transfer dependency","1995","vocational + Abi","Female","71","0.46450287163955","0.398599212964581","0.53040653031452","0"
"No transfer dependency","1995","higher vocational","Male","206","0.563452179515559","0.517881360242051","0.609022998789067","0"
"No transfer dependency","1995","higher vocational","Female","117","0.524775064301912","0.465644909610517","0.583905218993307","0"
"No transfer dependency","1995","higher education","Male","414","0.545389934893515","0.51258421756289","0.578195652224141","0"
"No transfer dependency","1995","higher education","Female","272","0.471525777473322","0.436035784035388","0.507015770911256","0"
"Very high transfer dependency","1995","general elemantary","Male","15","","","","4"
"Very high transfer dependency","1995","general elemantary","Female","35","0.0190438022944553","0.0123403692988868","0.0257472352900238","4"
"Very high transfer dependency","1995","middle vocational","Male","28","","","","4"
"Very high transfer dependency","1995","middle vocational","Female","42","0.0105490149674831","0.00701750286226749","0.0140805270726988","4"
"Very high transfer dependency","1995","in school","Male","1","","","","4"
"Very high transfer dependency","1995","in school","Female","2","","","","4"
"Very high transfer dependency","1995","inadequately","Male","7","","","","4"
"Very high transfer dependency","1995","inadequately","Female","5","","","","4"
"Very high transfer dependency","1995","vocational + Abi","Male","5","","","","4"
"Very high transfer dependency","1995","vocational + Abi","Female","7","","","","4"
"Very high transfer dependency","1995","higher vocational","Male","9","","","","4"
"Very high transfer dependency","1995","higher vocational","Female","3","","","","4"
"Very high transfer dependency","1995","higher education","Male","7","","","","4"
"Very high transfer dependency","1995","higher education","Female","7","","","","4"
"Very low transfer dependency","1995","general elemantary","Male","445","0.411480428346334","0.3782612144958","0.444699642196869","1"
"Very low transfer dependency","1995","in school","Female","117","0.863854726140827","0.806217870689601","0.921491581592053","1"
"Very low transfer dependency","1995","inadequately","Male","110","0.497744358320187","0.429132593189013","0.56635612345136","1"
"Very low transfer dependency","1995","inadequately","Female","174","0.495032573257526","0.439731719325688","0.550333427189365","1"
"Very low transfer dependency","1995","in school","Male","109","0.850575796786785","0.789055245214555","0.912096348359014","1"
"Very low transfer dependency","1995","general elemantary","Female","607","0.268494823942742","0.246759190890252","0.290230456995233","1"
"Very low transfer dependency","1995","higher vocational","Female","143","0.437424491979733","0.378687085280542","0.496161898678924","1"
"Very low transfer dependency","1995","higher education","Male","416","0.400890823023313","0.368602722321929","0.433178923724697","1"
"Very low transfer dependency","1995","higher education","Female","436","0.469751808846488","0.434269234349321","0.505234383343655","1"
"Very low transfer dependency","1995","middle vocational","Male","1504","0.374178295134538","0.35763534938256","0.390721240886517","1"
"Very low transfer dependency","1995","higher vocational","Male","217","0.381669942030893","0.337032782408747","0.42630710165304","1"
"Very low transfer dependency","1995","middle vocational","Female","1454","0.370215208319231","0.353524267603984","0.386906149034479","1"
"Very low transfer dependency","1995","vocational + Abi","Male","123","0.447032244068961","0.384902456855386","0.509162031282535","1"
"Very low transfer dependency","1995","vocational + Abi","Female","122","0.436015799725546","0.37048864165986","0.501542957791232","1"
"Complete transfer dependency","1996","higher vocational","Male","2","","","","5"
"Complete transfer dependency","1996","higher vocational","Female","1","","","","5"
"Complete transfer dependency","1996","higher education","Male","4","","","","5"
"Complete transfer dependency","1996","higher education","Female","4","","","","5"
"Complete transfer dependency","1996","in school","Female","1","","","","5"
"Complete transfer dependency","1996","inadequately","Male","4","","","","5"
"Complete transfer dependency","1996","inadequately","Female","8","","","","5"
"Complete transfer dependency","1996","general elemantary","Male","12","","","","5"
"Complete transfer dependency","1996","in school","Male","","","","","5"
"Complete transfer dependency","1996","general elemantary","Female","16","","","","5"
"Complete transfer dependency","1996","middle vocational","Male","19","","","","5"
"Complete transfer dependency","1996","middle vocational","Female","21","","","","5"
"Complete transfer dependency","1996","vocational + Abi","Male","3","","","","5"
"Complete transfer dependency","1996","vocational + Abi","Female","3","","","","5"
"High transfer dependency","1996","in school","Female","4","","","","3"
"High transfer dependency","1996","inadequately","Female","12","","","","3"
"High transfer dependency","1996","general elemantary","Male","32","0.0346001590552276","0.0218876727263891","0.0473126453840662","3"
"High transfer dependency","1996","inadequately","Male","5","","","","3"
"High transfer dependency","1996","in school","Male","2","","","","3"
"High transfer dependency","1996","general elemantary","Female","40","0.0204242374735204","0.0133712065125367","0.0274772684345041","3"
"High transfer dependency","1996","higher vocational","Male","6","","","","3"
"High transfer dependency","1996","higher vocational","Female","4","","","","3"
"High transfer dependency","1996","higher education","Male","9","","","","3"
"High transfer dependency","1996","higher education","Female","7","","","","3"
"High transfer dependency","1996","middle vocational","Male","75","0.01873084134246","0.0140612122502078","0.0234004704347122","3"
"High transfer dependency","1996","middle vocational","Female","93","0.0261149412100933","0.0205790529889632","0.0316508294312235","3"
"High transfer dependency","1996","vocational + Abi","Male","2","","","","3"
"High transfer dependency","1996","vocational + Abi","Female","3","","","","3"
"Low transfer dependency","1996","general elemantary","Male","65","0.0656649706481063","0.0484361308504805","0.0828938104457322","2"
"Low transfer dependency","1996","general elemantary","Female","110","0.0533004098816756","0.042099450610156","0.0645013691531952","2"
"Low transfer dependency","1996","middle vocational","Male","230","0.053064775889546","0.0453437862110943","0.0607857655679977","2"
"Low transfer dependency","1996","middle vocational","Female","203","0.0476603776316862","0.0402649447309108","0.0550558105324616","2"
"Low transfer dependency","1996","vocational + Abi","Male","18","","","","2"
"Low transfer dependency","1996","in school","Male","7","","","","2"
"Low transfer dependency","1996","in school","Female","5","","","","2"
"Low transfer dependency","1996","inadequately","Male","20","","","","2"
"Low transfer dependency","1996","inadequately","Female","29","","","","2"
"Low transfer dependency","1996","vocational + Abi","Female","12","","","","2"
"Low transfer dependency","1996","higher vocational","Male","18","","","","2"
"Low transfer dependency","1996","higher vocational","Female","11","","","","2"
"Low transfer dependency","1996","higher education","Male","37","0.0301862226143038","0.0190634077287709","0.0413090374998367","2"
"Low transfer dependency","1996","higher education","Female","50","0.0467265913800381","0.0317414310042959","0.0617117517557803","2"
"No transfer dependency","1996","general elemantary","Male","271","0.435463660968872","0.40097631682757","0.469951005110174","0"
"No transfer dependency","1996","general elemantary","Female","764","0.629449666581474","0.605367921366356","0.653531411796592","0"
"No transfer dependency","1996","middle vocational","Male","1409","0.529872048128506","0.512680966180751","0.547063130076261","0"
"No transfer dependency","1996","middle vocational","Female","1354","0.524032456818741","0.506696145500315","0.541368768137167","0"
"No transfer dependency","1996","vocational + Abi","Male","85","0.377000091225577","0.314503429465956","0.439496752985198","0"
"No transfer dependency","1996","in school","Male","3","","","","0"
"No transfer dependency","1996","in school","Female","2","","","","0"
"No transfer dependency","1996","inadequately","Male","68","0.313385539068263","0.24811109597048","0.378659982166046","0"
"No transfer dependency","1996","inadequately","Female","90","0.368014065201843","0.311526222322736","0.424501908080951","0"
"No transfer dependency","1996","vocational + Abi","Female","77","0.441444674052445","0.37727122042256","0.505618127682329","0"
"No transfer dependency","1996","higher vocational","Male","175","0.484699202720067","0.438978983074521","0.530419422365613","0"
"No transfer dependency","1996","higher vocational","Female","113","0.466351744040142","0.408126959956929","0.524576528123355","0"
"No transfer dependency","1996","higher education","Male","397","0.521045249726939","0.488570103720147","0.55352039573373","0"
"No transfer dependency","1996","higher education","Female","259","0.46448302005376","0.429071697324317","0.499894342783202","0"
"Very high transfer dependency","1996","general elemantary","Male","15","","","","4"
"Very high transfer dependency","1996","general elemantary","Female","29","","","","4"
"Very high transfer dependency","1996","middle vocational","Male","35","0.00783810791808659","0.00480067595125445","0.0108755398849187","4"
"Very high transfer dependency","1996","middle vocational","Female","43","0.0130508593903036","0.00911122539290698","0.0169904933877002","4"
"Very high transfer dependency","1996","in school","Male","2","","","","4"
"Very high transfer dependency","1996","in school","Female","8","","","","4"
"Very high transfer dependency","1996","inadequately","Male","4","","","","4"
"Very high transfer dependency","1996","inadequately","Female","10","","","","4"
"Very high transfer dependency","1996","vocational + Abi","Male","3","","","","4"
"Very high transfer dependency","1996","vocational + Abi","Female","1","","","","4"
"Very high transfer dependency","1996","higher vocational","Male","7","","","","4"
"Very high transfer dependency","1996","higher vocational","Female","4","","","","4"
"Very high transfer dependency","1996","higher education","Male","9","","","","4"
"Very high transfer dependency","1996","higher education","Female","5","","","","4"
"Very low transfer dependency","1996","in school","Female","128","0.861059581538855","0.80533483054911","0.9167843325286","1"
"Very low transfer dependency","1996","general elemantary","Male","399","0.427175970239906","0.392768569858482","0.461583370621331","1"
"Very low transfer dependency","1996","higher vocational","Female","149","0.462124761682478","0.403935354542717","0.52031416882224","1"
"Very low transfer dependency","1996","higher education","Female","437","0.462452236576605","0.427051477286228","0.497852995866982","1"
"Very low transfer dependency","1996","inadequately","Male","93","0.508100870108757","0.437751498489954","0.578450241727559","1"
"Very low transfer dependency","1996","inadequately","Female","131","0.389455530779627","0.332339678204245","0.44657138335501","1"
"Very low transfer dependency","1996","higher education","Male","453","0.429818052770549","0.397635891489484","0.462000214051614","1"
"Very low transfer dependency","1996","in school","Male","113","0.926891102863054","0.881617432594832","0.972164773131276","1"
"Very low transfer dependency","1996","higher vocational","Male","251","0.432810702559995","0.387483934076772","0.478137471043219","1"
"Very low transfer dependency","1996","general elemantary","Female","586","0.273446404297227","0.251220789360545","0.295672019233909","1"
"Very low transfer dependency","1996","middle vocational","Male","1470","0.381827034185003","0.365093101790844","0.398560966579162","1"
"Very low transfer dependency","1996","middle vocational","Female","1474","0.381338395046459","0.364477882068744","0.398198908024174","1"
"Very low transfer dependency","1996","vocational + Abi","Male","120","0.484600402004955","0.420152909623182","0.549047894386728","1"
"Very low transfer dependency","1996","vocational + Abi","Female","134","0.494835356037521","0.430220704319073","0.559450007755968","1"
"Complete transfer dependency","1997","in school","Female","1","","","","5"
"Complete transfer dependency","1997","inadequately","Male","3","","","","5"
"Complete transfer dependency","1997","inadequately","Female","11","","","","5"
"Complete transfer dependency","1997","general elemantary","Male","14","","","","5"
"Complete transfer dependency","1997","higher vocational","Male","","","","","5"
"Complete transfer dependency","1997","higher vocational","Female","1","","","","5"
"Complete transfer dependency","1997","higher education","Male","1","","","","5"
"Complete transfer dependency","1997","higher education","Female","3","","","","5"
"Complete transfer dependency","1997","in school","Male","","","","","5"
"Complete transfer dependency","1997","general elemantary","Female","16","","","","5"
"Complete transfer dependency","1997","middle vocational","Male","17","","","","5"
"Complete transfer dependency","1997","middle vocational","Female","26","","","","5"
"Complete transfer dependency","1997","vocational + Abi","Male","4","","","","5"
"Complete transfer dependency","1997","vocational + Abi","Female","2","","","","5"
"High transfer dependency","1997","in school","Female","6","","","","3"
"High transfer dependency","1997","inadequately","Male","5","","","","3"
"High transfer dependency","1997","inadequately","Female","12","","","","3"
"High transfer dependency","1997","general elemantary","Male","36","0.0395000091063046","0.026208680444792","0.0527913377678172","3"
"High transfer dependency","1997","in school","Male","","","","","3"
"High transfer dependency","1997","general elemantary","Female","44","0.0341862561276217","0.0249907651380388","0.0433817471172045","3"
"High transfer dependency","1997","higher vocational","Male","5","","","","3"
"High transfer dependency","1997","higher vocational","Female","3","","","","3"
"High transfer dependency","1997","higher education","Male","17","","","","3"
"High transfer dependency","1997","higher education","Female","11","","","","3"
"High transfer dependency","1997","middle vocational","Male","71","0.0193123897016639","0.0145434226331958","0.0240813567701321","3"
"High transfer dependency","1997","middle vocational","Female","92","0.0275291540087172","0.0218707356962763","0.0331875723211581","3"
"High transfer dependency","1997","vocational + Abi","Male","8","","","","3"
"High transfer dependency","1997","vocational + Abi","Female","4","","","","3"
"Low transfer dependency","1997","general elemantary","Male","84","0.0818192270893453","0.0631161570526658","0.100522297126025","2"
"Low transfer dependency","1997","general elemantary","Female","113","0.051615845242958","0.0404192461530889","0.0628124443328272","2"
"Low transfer dependency","1997","middle vocational","Male","263","0.0674092356583209","0.0587207072092306","0.0760977641074111","2"
"Low transfer dependency","1997","middle vocational","Female","254","0.0585439017193968","0.0504249269700953","0.0666628764686984","2"
"Low transfer dependency","1997","vocational + Abi","Male","17","","","","2"
"Low transfer dependency","1997","higher education","Female","53","0.0537476784217508","0.0380415612068113","0.0694537956366902","2"
"Low transfer dependency","1997","in school","Male","13","","","","2"
"Low transfer dependency","1997","in school","Female","6","","","","2"
"Low transfer dependency","1997","inadequately","Male","26","","","","2"
"Low transfer dependency","1997","inadequately","Female","33","0.133891579305576","0.0933476152450084","0.174435543366144","2"
"Low transfer dependency","1997","vocational + Abi","Female","21","","","","2"
"Low transfer dependency","1997","higher vocational","Male","27","","","","2"
"Low transfer dependency","1997","higher vocational","Female","14","","","","2"
"Low transfer dependency","1997","higher education","Male","46","0.036160685193638","0.0243572874675686","0.0479640829197073","2"
"No transfer dependency","1997","general elemantary","Male","232","0.38101093007418","0.347872546225893","0.414149313922468","0"
"No transfer dependency","1997","general elemantary","Female","717","0.602900358950248","0.578138971261545","0.62766174663895","0"
"No transfer dependency","1997","middle vocational","Male","1350","0.509514724247542","0.492191356385506","0.526838092109578","0"
"No transfer dependency","1997","middle vocational","Female","1313","0.490735530874304","0.473447092630523","0.508023969118084","0"
"No transfer dependency","1997","vocational + Abi","Male","83","0.342732727127368","0.282050298708523","0.403415155546213","0"
