"transab_cat","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"No transfer dependency","1995","35-65 y.","college entrance qualification","281","0.435494847653308","0.401640850693334","0.469348844613281"
"No transfer dependency","1995","35-65 y.","Other degree","223","0.290172097849149","0.258781854934125","0.321562340764172"
"No transfer dependency","1995","35-65 y.","no degree/no degree yet","133","0.365926212456244","0.319357541853314","0.412494883059173"
"No transfer dependency","1995","66 and older","lower secondary degree","987","0.898746192635367","0.880983760815327","0.916508624455408"
"No transfer dependency","1995","66 and older","secondary school degree","209","0.955383176407897","0.928345946083995","0.982420406731799"
"No transfer dependency","1995","66 and older","college entrance qualification","100","0.917477674159965","0.866967467230451","0.967987881089479"
"No transfer dependency","1995","66 and older","Other degree","31","0.662523022282328","0.525878653777335","0.799167390787322"
"No transfer dependency","1995","66 and older","no degree/no degree yet","19","","",""
"Very low transfer dependency","1995","16-34 y.","lower secondary degree","702","0.486871074181663","0.459349072393485","0.51439307596984"
"Very low transfer dependency","1995","16-34 y.","secondary school degree","913","0.492957068272548","0.469128211725675","0.516785924819422"
"Very low transfer dependency","1995","16-34 y.","college entrance qualification","406","0.421716374400628","0.388360469656346","0.45507227914491"
"Very low transfer dependency","1995","16-34 y.","Other degree","177","0.466151798738067","0.409702306770955","0.522601290705179"
"Very low transfer dependency","1995","16-34 y.","no degree/no degree yet","300","0.805990987045088","0.765968091732903","0.846013882357273"
"Very low transfer dependency","1995","35-65 y.","lower secondary degree","1150","0.361981960627489","0.344457919523187","0.37950600173179"
"Very low transfer dependency","1995","35-65 y.","secondary school degree","948","0.531466072308772","0.506404608480154","0.556527536137389"
"Very low transfer dependency","1995","35-65 y.","college entrance qualification","492","0.51518859256469","0.481065057242945","0.549312127886434"
"Very low transfer dependency","1995","35-65 y.","Other degree","465","0.516633443073593","0.482069771013983","0.551197115133203"
"Very low transfer dependency","1995","35-65 y.","no degree/no degree yet","222","0.499946282450391","0.451607335865811","0.548285229034971"
"Very low transfer dependency","1995","66 and older","lower secondary degree","103","0.0872190525367678","0.0706053214597617","0.103832783613774"
"Very low transfer dependency","1995","66 and older","secondary school degree","14","","",""
"Very low transfer dependency","1995","66 and older","college entrance qualification","14","","",""
"Very low transfer dependency","1995","66 and older","Other degree","11","","",""
"Very low transfer dependency","1995","66 and older","no degree/no degree yet","11","","",""
"Low transfer dependency","1995","16-34 y.","lower secondary degree","97","0.0794905025321082","0.0645958100295645","0.0943851950346518"
"Low transfer dependency","1995","16-34 y.","secondary school degree","158","0.077394950298245","0.0646587314290659","0.0901311691674241"
"Low transfer dependency","1995","16-34 y.","college entrance qualification","33","0.0251772484438386","0.014595461664496","0.0357590352231813"
"Low transfer dependency","1995","16-34 y.","Other degree","25","","",""
"Low transfer dependency","1995","16-34 y.","no degree/no degree yet","26","","",""
"Low transfer dependency","1995","35-65 y.","lower secondary degree","181","0.0518974406419579","0.0438088110117244","0.0599860702721915"
"Low transfer dependency","1995","35-65 y.","secondary school degree","81","0.0324811975563447","0.0235780440247627","0.0413843510879266"
"Low transfer dependency","1995","35-65 y.","college entrance qualification","32","0.0281833265196729","0.0168834737668242","0.0394831792725215"
"Low transfer dependency","1995","35-65 y.","Other degree","64","0.0823310206120626","0.0633195770970261","0.101342464127099"
"Low transfer dependency","1995","35-65 y.","no degree/no degree yet","26","","",""
"Low transfer dependency","1995","66 and older","lower secondary degree","11","","",""
"Low transfer dependency","1995","66 and older","secondary school degree","1","","",""
"Low transfer dependency","1995","66 and older","college entrance qualification","","","",""
"Low transfer dependency","1995","66 and older","Other degree","2","","",""
"Low transfer dependency","1995","66 and older","no degree/no degree yet","3","","",""
"High transfer dependency","1995","16-34 y.","lower secondary degree","40","0.0306851276484471","0.0211887891037858","0.0401814661931083"
"High transfer dependency","1995","16-34 y.","secondary school degree","39","0.0322386818824541","0.0238199039263924","0.0406574598385157"
"High transfer dependency","1995","16-34 y.","college entrance qualification","9","","",""
"High transfer dependency","1995","16-34 y.","Other degree","8","","",""
"High transfer dependency","1995","16-34 y.","no degree/no degree yet","11","","",""
"High transfer dependency","1995","35-65 y.","lower secondary degree","52","0.0173807950908818","0.012615368719174","0.0221462214625896"
"High transfer dependency","1995","35-65 y.","secondary school degree","32","0.0157234245888945","0.0094755790366688","0.0219712701411202"
"High transfer dependency","1995","35-65 y.","college entrance qualification","7","","",""
"High transfer dependency","1995","35-65 y.","Other degree","17","","",""
"High transfer dependency","1995","35-65 y.","no degree/no degree yet","16","","",""
"High transfer dependency","1995","66 and older","lower secondary degree","4","","",""
"High transfer dependency","1995","66 and older","secondary school degree","","","",""
"High transfer dependency","1995","66 and older","college entrance qualification","","","",""
"High transfer dependency","1995","66 and older","Other degree","","","",""
"High transfer dependency","1995","66 and older","no degree/no degree yet","3","","",""
"Very high transfer dependency","1995","16-34 y.","lower secondary degree","30","0.0280592486128161","0.0189660286252558","0.0371524686003763"
"Very high transfer dependency","1995","16-34 y.","secondary school degree","25","","",""
"Very high transfer dependency","1995","16-34 y.","college entrance qualification","14","","",""
"Very high transfer dependency","1995","16-34 y.","Other degree","15","","",""
"Very high transfer dependency","1995","16-34 y.","no degree/no degree yet","6","","",""
"Very high transfer dependency","1995","35-65 y.","lower secondary degree","39","0.0137871127811735","0.00953508277275026","0.0180391427895967"
"Very high transfer dependency","1995","35-65 y.","secondary school degree","10","","",""
"Very high transfer dependency","1995","35-65 y.","college entrance qualification","9","","",""
"Very high transfer dependency","1995","35-65 y.","Other degree","15","","",""
"Very high transfer dependency","1995","35-65 y.","no degree/no degree yet","5","","",""
"Very high transfer dependency","1995","66 and older","lower secondary degree","3","","",""
"Very high transfer dependency","1995","66 and older","secondary school degree","","","",""
"Very high transfer dependency","1995","66 and older","college entrance qualification","","","",""
"Very high transfer dependency","1995","66 and older","Other degree","","","",""
"Very high transfer dependency","1995","66 and older","no degree/no degree yet","","","",""
"Complete transfer dependency","1995","16-34 y.","lower secondary degree","18","","",""
"Complete transfer dependency","1995","16-34 y.","secondary school degree","10","","",""
"Complete transfer dependency","1995","16-34 y.","college entrance qualification","7","","",""
"Complete transfer dependency","1995","16-34 y.","Other degree","11","","",""
"Complete transfer dependency","1995","16-34 y.","no degree/no degree yet","8","","",""
"Complete transfer dependency","1995","35-65 y.","lower secondary degree","19","","",""
"Complete transfer dependency","1995","35-65 y.","secondary school degree","8","","",""
"Complete transfer dependency","1995","35-65 y.","college entrance qualification","3","","",""
"Complete transfer dependency","1995","35-65 y.","Other degree","19","","",""
"Complete transfer dependency","1995","35-65 y.","no degree/no degree yet","9","","",""
"Complete transfer dependency","1995","66 and older","lower secondary degree","","","",""
"Complete transfer dependency","1995","66 and older","secondary school degree","","","",""
"Complete transfer dependency","1995","66 and older","college entrance qualification","","","",""
"Complete transfer dependency","1995","66 and older","Other degree","2","","",""
"Complete transfer dependency","1995","66 and older","no degree/no degree yet","1","","",""
"No transfer dependency","1996","16-34 y.","lower secondary degree","398","0.371434457751201","0.344398473198025","0.398470442304378"
"No transfer dependency","1996","16-34 y.","secondary school degree","542","0.372228272657687","0.348579090444159","0.395877454871215"
"No transfer dependency","1996","16-34 y.","college entrance qualification","352","0.45140737096414","0.418148448658335","0.484666293269946"
"No transfer dependency","1996","16-34 y.","Other degree","59","0.342177738112701","0.284619433097661","0.39973604312774"
"No transfer dependency","1996","16-34 y.","no degree/no degree yet","24","","",""
"No transfer dependency","1996","35-65 y.","lower secondary degree","1245","0.499530803332752","0.480984378779338","0.518077227886166"
"No transfer dependency","1996","35-65 y.","secondary school degree","447","0.38697670988688","0.363360893354816","0.410592526418945"
"No transfer dependency","1996","35-65 y.","college entrance qualification","252","0.39571010106789","0.362700099928961","0.428720102206818"
"No transfer dependency","1996","35-65 y.","Other degree","224","0.315950091294087","0.282745071753468","0.349155110834705"
"No transfer dependency","1996","35-65 y.","no degree/no degree yet","127","0.354690455793124","0.305676884961191","0.403704026625058"
"No transfer dependency","1996","66 and older","lower secondary degree","980","0.894376487974295","0.876376195221209","0.912376780727381"
"No transfer dependency","1996","66 and older","secondary school degree","199","0.920594636200854","0.88502898673355","0.956160285668158"
"No transfer dependency","1996","66 and older","college entrance qualification","101","0.946593088729727","0.904952249356484","0.988233928102971"
"No transfer dependency","1996","66 and older","Other degree","33","0.683458319665403","0.551875574920422","0.815041064410384"
"No transfer dependency","1996","66 and older","no degree/no degree yet","27","","",""
"Very low transfer dependency","1996","16-34 y.","lower secondary degree","656","0.501939795783783","0.473963349605756","0.52991624196181"
"Very low transfer dependency","1996","16-34 y.","secondary school degree","842","0.501406004340968","0.476944742306746","0.525867266375191"
"Very low transfer dependency","1996","16-34 y.","college entrance qualification","441","0.474980142003581","0.441604897422786","0.508355386584376"
"Very low transfer dependency","1996","16-34 y.","Other degree","164","0.517607576359865","0.456985837589952","0.578229315129779"
"Very low transfer dependency","1996","16-34 y.","no degree/no degree yet","301","0.820653208705445","0.781823950071441","0.85948246733945"
"Very low transfer dependency","1996","35-65 y.","lower secondary degree","1155","0.373509359716598","0.355566220688233","0.391452498744963"
"Very low transfer dependency","1996","35-65 y.","secondary school degree","1025","0.532339261189971","0.50814670438866","0.556531817991282"
"Very low transfer dependency","1996","35-65 y.","college entrance qualification","538","0.555946963658368","0.522406550577161","0.589487376739575"
"Very low transfer dependency","1996","35-65 y.","Other degree","415","0.497204071333416","0.461492100584257","0.532916042082574"
"Very low transfer dependency","1996","35-65 y.","no degree/no degree yet","176","0.483191512313912","0.43199598559174","0.534387039036085"
"Very low transfer dependency","1996","66 and older","lower secondary degree","112","0.0837975103485811","0.0675700569217962","0.100024963775366"
"Very low transfer dependency","1996","66 and older","secondary school degree","20","","",""
"Very low transfer dependency","1996","66 and older","college entrance qualification","8","","",""
"Very low transfer dependency","1996","66 and older","Other degree","12","","",""
"Very low transfer dependency","1996","66 and older","no degree/no degree yet","12","","",""
"Low transfer dependency","1996","16-34 y.","lower secondary degree","95","0.0658568961280475","0.0519786960325794","0.0797350962235155"
"Low transfer dependency","1996","16-34 y.","secondary school degree","153","0.082738874260366","0.0692612957453967","0.0962164527753353"
"Low transfer dependency","1996","16-34 y.","college entrance qualification","43","0.0396512326777259","0.0266093075200959","0.0526931578353558"
"Low transfer dependency","1996","16-34 y.","Other degree","17","","",""
"Low transfer dependency","1996","16-34 y.","no degree/no degree yet","23","","",""
"Low transfer dependency","1996","35-65 y.","lower secondary degree","199","0.0636226132705164","0.0545690071939912","0.0726762193470416"
"Low transfer dependency","1996","35-65 y.","secondary school degree","116","0.0541966627243395","0.043219028439747","0.0651742970089321"
"Low transfer dependency","1996","35-65 y.","college entrance qualification","38","0.0289114932452398","0.0176005461182153","0.0402224403722644"
"Low transfer dependency","1996","35-65 y.","Other degree","64","0.0765252091950831","0.0575378140783112","0.095512604311855"
"Low transfer dependency","1996","35-65 y.","no degree/no degree yet","32","0.0634197171706268","0.0384512314573451","0.0883882028839086"
"Low transfer dependency","1996","66 and older","lower secondary degree","21","","",""
"Low transfer dependency","1996","66 and older","secondary school degree","3","","",""
"Low transfer dependency","1996","66 and older","college entrance qualification","2","","",""
"Low transfer dependency","1996","66 and older","Other degree","1","","",""
"Low transfer dependency","1996","66 and older","no degree/no degree yet","6","","",""
"High transfer dependency","1996","16-34 y.","lower secondary degree","37","0.0244175899876448","0.0157816584897177","0.0330535214855718"
"High transfer dependency","1996","16-34 y.","secondary school degree","41","0.0272551979431755","0.0192893006560488","0.0352210952303022"
"High transfer dependency","1996","16-34 y.","college entrance qualification","12","","",""
"High transfer dependency","1996","16-34 y.","Other degree","7","","",""
"High transfer dependency","1996","16-34 y.","no degree/no degree yet","9","","",""
"High transfer dependency","1996","35-65 y.","lower secondary degree","110","0.0337762688763421","0.0270753390402166","0.0404771987124676"
"High transfer dependency","1996","35-65 y.","secondary school degree","35","0.0179524455015771","0.0115144579489462","0.024390433054208"
"High transfer dependency","1996","35-65 y.","college entrance qualification","5","","",""
"High transfer dependency","1996","35-65 y.","Other degree","17","","",""
"High transfer dependency","1996","35-65 y.","no degree/no degree yet","15","","",""
"High transfer dependency","1996","66 and older","lower secondary degree","4","","",""
"High transfer dependency","1996","66 and older","secondary school degree","","","",""
"High transfer dependency","1996","66 and older","college entrance qualification","","","",""
"High transfer dependency","1996","66 and older","Other degree","","","",""
"High transfer dependency","1996","66 and older","no degree/no degree yet","1","","",""
"Very high transfer dependency","1996","16-34 y.","lower secondary degree","28","","",""
"Very high transfer dependency","1996","16-34 y.","secondary school degree","16","","",""
"Very high transfer dependency","1996","16-34 y.","college entrance qualification","7","","",""
"Very high transfer dependency","1996","16-34 y.","Other degree","3","","",""
"Very high transfer dependency","1996","16-34 y.","no degree/no degree yet","13","","",""
"Very high transfer dependency","1996","35-65 y.","lower secondary degree","61","0.0190513212517634","0.0139805259706431","0.0241221165328838"
"Very high transfer dependency","1996","35-65 y.","secondary school degree","6","","",""
"Very high transfer dependency","1996","35-65 y.","college entrance qualification","8","","",""
"Very high transfer dependency","1996","35-65 y.","Other degree","19","","",""
"Very high transfer dependency","1996","35-65 y.","no degree/no degree yet","10","","",""
"Very high transfer dependency","1996","66 and older","lower secondary degree","2","","",""
"Very high transfer dependency","1996","66 and older","secondary school degree","","","",""
"Very high transfer dependency","1996","66 and older","college entrance qualification","1","","",""
"Very high transfer dependency","1996","66 and older","Other degree","","","",""
"Very high transfer dependency","1996","66 and older","no degree/no degree yet","","","",""
"Complete transfer dependency","1996","16-34 y.","lower secondary degree","13","","",""
"Complete transfer dependency","1996","16-34 y.","secondary school degree","11","","",""
"Complete transfer dependency","1996","16-34 y.","college entrance qualification","5","","",""
"Complete transfer dependency","1996","16-34 y.","Other degree","11","","",""
"Complete transfer dependency","1996","16-34 y.","no degree/no degree yet","5","","",""
"Complete transfer dependency","1996","35-65 y.","lower secondary degree","22","","",""
"Complete transfer dependency","1996","35-65 y.","secondary school degree","5","","",""
"Complete transfer dependency","1996","35-65 y.","college entrance qualification","2","","",""
"Complete transfer dependency","1996","35-65 y.","Other degree","14","","",""
"Complete transfer dependency","1996","35-65 y.","no degree/no degree yet","6","","",""
"Complete transfer dependency","1996","66 and older","lower secondary degree","1","","",""
"Complete transfer dependency","1996","66 and older","secondary school degree","","","",""
"Complete transfer dependency","1996","66 and older","college entrance qualification","","","",""
"Complete transfer dependency","1996","66 and older","Other degree","2","","",""
"Complete transfer dependency","1996","66 and older","no degree/no degree yet","1","","",""
"No transfer dependency","1997","16-34 y.","lower secondary degree","326","0.298152970724161","0.272162424084922","0.324143517363399"
"No transfer dependency","1997","16-34 y.","secondary school degree","481","0.329854502800948","0.306568337687052","0.353140667914844"
"No transfer dependency","1997","16-34 y.","college entrance qualification","380","0.477668293329925","0.444666073191442","0.510670513468408"
"No transfer dependency","1997","16-34 y.","Other degree","40","0.230442536096421","0.176601177466044","0.284283894726798"
"No transfer dependency","1997","16-34 y.","no degree/no degree yet","20","","",""
"No transfer dependency","1997","35-65 y.","lower secondary degree","1188","0.476030481412091","0.457438662917599","0.494622299906584"
"No transfer dependency","1997","35-65 y.","secondary school degree","447","0.357498713363456","0.33475649527027","0.380240931456643"
"No transfer dependency","1997","35-65 y.","college entrance qualification","244","0.335407256243136","0.304965049575943","0.365849462910328"
"No transfer dependency","1997","35-65 y.","Other degree","208","0.308983108777429","0.275161036436308","0.34280518111855"
"No transfer dependency","1997","35-65 y.","no degree/no degree yet","122","0.356210069276086","0.306947170401127","0.405472968151045"
"No transfer dependency","1997","66 and older","lower secondary degree","994","0.874481602942923","0.855350020994379","0.893613184891468"
"No transfer dependency","1997","66 and older","secondary school degree","190","0.922455028059055","0.886621412739914","0.958288643378195"
"No transfer dependency","1997","66 and older","college entrance qualification","110","0.950819395654609","0.912128978280116","0.989509813029102"
"No transfer dependency","1997","66 and older","Other degree","42","0.657182823625794","0.533961731991479","0.78040391526011"
"No transfer dependency","1997","66 and older","no degree/no degree yet","33","0.571409535022283","0.434239868486284","0.708579201558282"
"Very low transfer dependency","1997","16-34 y.","lower secondary degree","666","0.52438293360462","0.496008473961417","0.552757393247823"
"Very low transfer dependency","1997","16-34 y.","secondary school degree","817","0.510054295142612","0.485295221357745","0.534813368927479"
"Very low transfer dependency","1997","16-34 y.","college entrance qualification","420","0.43007780708715","0.397367241330302","0.462788372843999"
"Very low transfer dependency","1997","16-34 y.","Other degree","146","0.572028008925342","0.508767820579848","0.635288197270836"
"Very low transfer dependency","1997","16-34 y.","no degree/no degree yet","320","0.799665435436099","0.760243984611041","0.839086886261157"
"Very low transfer dependency","1997","35-65 y.","lower secondary degree","1178","0.383789356305475","0.365685856615036","0.401892855995913"
"Very low transfer dependency","1997","35-65 y.","secondary school degree","1064","0.545911749974852","0.522285764603607","0.569537735346097"
"Very low transfer dependency","1997","35-65 y.","college entrance qualification","618","0.60874574844508","0.577278439006064","0.640213057884096"
"Very low transfer dependency","1997","35-65 y.","Other degree","368","0.465450587021571","0.428939964926124","0.501961209117018"
"Very low transfer dependency","1997","35-65 y.","no degree/no degree yet","170","0.475823697998219","0.424448145688792","0.527199250307647"
"Very low transfer dependency","1997","66 and older","lower secondary degree","126","0.0935318459455825","0.0767175812527715","0.110346110638394"
"Very low transfer dependency","1997","66 and older","secondary school degree","23","","",""
"Very low transfer dependency","1997","66 and older","college entrance qualification","8","","",""
"Very low transfer dependency","1997","66 and older","Other degree","11","","",""
"Very low transfer dependency","1997","66 and older","no degree/no degree yet","11","","",""
"Low transfer dependency","1997","16-34 y.","lower secondary degree","108","0.0862718354517367","0.0703197438398308","0.102223927063643"
"Low transfer dependency","1997","16-34 y.","secondary school degree","183","0.0996936169689741","0.0848554226854884","0.11453181125246"
"Low transfer dependency","1997","16-34 y.","college entrance qualification","49","0.0552996688240377","0.0401983438338049","0.0704009938142706"
"Low transfer dependency","1997","16-34 y.","Other degree","29","","",""
"Low transfer dependency","1997","16-34 y.","no degree/no degree yet","32","0.073405335714408","0.0477185826815057","0.0990920887473102"
"Low transfer dependency","1997","35-65 y.","lower secondary degree","232","0.0736793415578","0.0639539964606694","0.0834046866549305"
"Low transfer dependency","1997","35-65 y.","secondary school degree","131","0.062116778536466","0.0506632995568626","0.0735702575160694"
"Low transfer dependency","1997","35-65 y.","college entrance qualification","42","0.0352836436413246","0.0233877070692012","0.047179580213448"
"Low transfer dependency","1997","35-65 y.","Other degree","85","0.108949048999707","0.0861429238048897","0.131755174194524"
"Low transfer dependency","1997","35-65 y.","no degree/no degree yet","45","0.0918091105727212","0.0621043374977958","0.121513883647647"
"Low transfer dependency","1997","66 and older","lower secondary degree","24","","",""
"Low transfer dependency","1997","66 and older","secondary school degree","1","","",""
"Low transfer dependency","1997","66 and older","college entrance qualification","1","","",""
"Low transfer dependency","1997","66 and older","Other degree","1","","",""
"Low transfer dependency","1997","66 and older","no degree/no degree yet","3","","",""
"High transfer dependency","1997","16-34 y.","lower secondary degree","40","0.0368471966059999","0.026143730635166","0.0475506625768338"
"High transfer dependency","1997","16-34 y.","secondary school degree","49","0.0357743873722892","0.0265756621414318","0.0449731126031466"
"High transfer dependency","1997","16-34 y.","college entrance qualification","17","","",""
"High transfer dependency","1997","16-34 y.","Other degree","6","","",""
"High transfer dependency","1997","16-34 y.","no degree/no degree yet","10","","",""
"High transfer dependency","1997","35-65 y.","lower secondary degree","97","0.0316577606410187","0.0251398858739086","0.0381756354081288"
"High transfer dependency","1997","35-65 y.","secondary school degree","35","0.016327629811329","0.0103138795789502","0.0223413800437078"
"High transfer dependency","1997","35-65 y.","college entrance qualification","16","","",""
"High transfer dependency","1997","35-65 y.","Other degree","22","","",""
"High transfer dependency","1997","35-65 y.","no degree/no degree yet","10","","",""
"High transfer dependency","1997","66 and older","lower secondary degree","7","","",""
"High transfer dependency","1997","66 and older","secondary school degree","","","",""
"High transfer dependency","1997","66 and older","college entrance qualification","1","","",""
"High transfer dependency","1997","66 and older","Other degree","","","",""
"High transfer dependency","1997","66 and older","no degree/no degree yet","3","","",""
"Very high transfer dependency","1997","16-34 y.","lower secondary degree","32","0.031449914506831","0.0215337120101511","0.0413661170035109"
"Very high transfer dependency","1997","16-34 y.","secondary school degree","28","","",""
"Very high transfer dependency","1997","16-34 y.","college entrance qualification","10","","",""
"Very high transfer dependency","1997","16-34 y.","Other degree","5","","",""
"Very high transfer dependency","1997","16-34 y.","no degree/no degree yet","8","","",""
"Very high transfer dependency","1997","35-65 y.","lower secondary degree","56","0.0235676751269765","0.0179205043216606","0.0292148459322924"
"Very high transfer dependency","1997","35-65 y.","secondary school degree","22","","",""
"Very high transfer dependency","1997","35-65 y.","college entrance qualification","3","","",""
"Very high transfer dependency","1997","35-65 y.","Other degree","18","","",""
"Very high transfer dependency","1997","35-65 y.","no degree/no degree yet","10","","",""
"Very high transfer dependency","1997","66 and older","lower secondary degree","1","","",""
"Very high transfer dependency","1997","66 and older","secondary school degree","","","",""
"Very high transfer dependency","1997","66 and older","college entrance qualification","","","",""
"Very high transfer dependency","1997","66 and older","Other degree","","","",""
"Very high transfer dependency","1997","66 and older","no degree/no degree yet","","","",""
"Complete transfer dependency","1997","16-34 y.","lower secondary degree","18","","",""
"Complete transfer dependency","1997","16-34 y.","secondary school degree","8","","",""
"Complete transfer dependency","1997","16-34 y.","college entrance qualification","4","","",""
"Complete transfer dependency","1997","16-34 y.","Other degree","9","","",""
"Complete transfer dependency","1997","16-34 y.","no degree/no degree yet","6","","",""
"Complete transfer dependency","1997","35-65 y.","lower secondary degree","21","","",""
"Complete transfer dependency","1997","35-65 y.","secondary school degree","7","","",""
"Complete transfer dependency","1997","35-65 y.","college entrance qualification","1","","",""
"Complete transfer dependency","1997","35-65 y.","Other degree","16","","",""
"Complete transfer dependency","1997","35-65 y.","no degree/no degree yet","6","","",""
"Complete transfer dependency","1997","66 and older","lower secondary degree","","","",""
"Complete transfer dependency","1997","66 and older","secondary school degree","","","",""
"Complete transfer dependency","1997","66 and older","college entrance qualification","","","",""
"Complete transfer dependency","1997","66 and older","Other degree","3","","",""
"Complete transfer dependency","1997","66 and older","no degree/no degree yet","","","",""
"No transfer dependency","1998","16-34 y.","lower secondary degree","308","0.294588634212857","0.268611876804095","0.320565391621618"
"No transfer dependency","1998","16-34 y.","secondary school degree","489","0.327763027659398","0.305065921553958","0.350460133764838"
"No transfer dependency","1998","16-34 y.","college entrance qualification","416","0.441504562212803","0.410431003056696","0.472578121368909"
"No transfer dependency","1998","16-34 y.","Other degree","27","","",""
"No transfer dependency","1998","16-34 y.","no degree/no degree yet","14","","",""
"No transfer dependency","1998","35-65 y.","lower secondary degree","1403","0.490245865377862","0.472670881541263","0.50782084921446"
"No transfer dependency","1998","35-65 y.","secondary school degree","517","0.351623467118922","0.330381834507304","0.372865099730541"
"No transfer dependency","1998","35-65 y.","college entrance qualification","304","0.371020317281865","0.342209646616277","0.399830987947453"
"No transfer dependency","1998","35-65 y.","Other degree","207","0.297532749045371","0.263737873059653","0.331327625031089"
"No transfer dependency","1998","35-65 y.","no degree/no degree yet","102","0.329460371386256","0.279791683603265","0.379129059169246"
"No transfer dependency","1998","66 and older","lower secondary degree","1130","0.883889220664396","0.866481390876598","0.901297050452195"
"No transfer dependency","1998","66 and older","secondary school degree","217","0.901279197577192","0.86392847045524","0.938629924699145"
"No transfer dependency","1998","66 and older","college entrance qualification","123","0.960593247371649","0.927402562499476","0.993783932243821"
"No transfer dependency","1998","66 and older","Other degree","46","0.692272435037169","0.582570230673819","0.801974639400518"
"No transfer dependency","1998","66 and older","no degree/no degree yet","24","","",""
"Very low transfer dependency","1998","16-34 y.","lower secondary degree","672","0.538799036105605","0.510392765044114","0.567205307167096"
"Very low transfer dependency","1998","16-34 y.","secondary school degree","900","0.535222176080385","0.511105410712581","0.55933894144819"
"Very low transfer dependency","1998","16-34 y.","college entrance qualification","466","0.457224518836395","0.426050811518033","0.488398226154757"
"Very low transfer dependency","1998","16-34 y.","Other degree","142","0.487536272940247","0.421486431026471","0.553586114854022"
"Very low transfer dependency","1998","16-34 y.","no degree/no degree yet","326","0.803411265293749","0.764753802507674","0.842068728079823"
"Very low transfer dependency","1998","35-65 y.","lower secondary degree","1279","0.379764269302236","0.362701755045094","0.396826783559379"
"Very low transfer dependency","1998","35-65 y.","secondary school degree","1214","0.555329276928167","0.533222273597746","0.577436280258589"
"Very low transfer dependency","1998","35-65 y.","college entrance qualification","691","0.561984548980251","0.532394674953661","0.591574423006842"
"Very low transfer dependency","1998","35-65 y.","Other degree","366","0.507449739677799","0.470493121584175","0.544406357771423"
"Very low transfer dependency","1998","35-65 y.","no degree/no degree yet","171","0.489167699796573","0.436343012967275","0.54199238662587"
"Very low transfer dependency","1998","66 and older","lower secondary degree","140","0.0936633361854763","0.0778312178052667","0.109495454565686"
"Very low transfer dependency","1998","66 and older","secondary school degree","25","","",""
"Very low transfer dependency","1998","66 and older","college entrance qualification","7","","",""
"Very low transfer dependency","1998","66 and older","Other degree","13","","",""
"Very low transfer dependency","1998","66 and older","no degree/no degree yet","21","","",""
"Low transfer dependency","1998","16-34 y.","lower secondary degree","113","0.0845975455420696","0.0687398295151018","0.100455261569037"
"Low transfer dependency","1998","16-34 y.","secondary school degree","176","0.0871736949234851","0.0735336402908581","0.100813749556112"
"Low transfer dependency","1998","16-34 y.","college entrance qualification","53","0.0427043072425035","0.0300519198630802","0.0553566946219267"
"Low transfer dependency","1998","16-34 y.","Other degree","30","0.147015540017674","0.100221673496876","0.193809406538472"
"Low transfer dependency","1998","16-34 y.","no degree/no degree yet","30","0.0632561594176836","0.0395780563067812","0.086934262528586"
"Low transfer dependency","1998","35-65 y.","lower secondary degree","241","0.065153885891496","0.0564773211641705","0.0738304506188214"
"Low transfer dependency","1998","35-65 y.","secondary school degree","134","0.0575966171309736","0.0472320246806267","0.0679612095813206"
"Low transfer dependency","1998","35-65 y.","college entrance qualification","61","0.0470913143262166","0.0344575648135282","0.0597250638389051"
"Low transfer dependency","1998","35-65 y.","Other degree","75","0.0888673267399983","0.0678328217095767","0.10990183177042"
"Low transfer dependency","1998","35-65 y.","no degree/no degree yet","40","0.0963759189031464","0.0651908266069224","0.12756101119937"
"Low transfer dependency","1998","66 and older","lower secondary degree","25","","",""
"Low transfer dependency","1998","66 and older","secondary school degree","2","","",""
"Low transfer dependency","1998","66 and older","college entrance qualification","2","","",""
"Low transfer dependency","1998","66 and older","Other degree","7","","",""
"Low transfer dependency","1998","66 and older","no degree/no degree yet","6","","",""
"High transfer dependency","1998","16-34 y.","lower secondary degree","41","0.0340700833369864","0.0237325927944303","0.0444075738795424"
"High transfer dependency","1998","16-34 y.","secondary school degree","39","0.022920794771046","0.0156846202790019","0.0301569692630901"
"High transfer dependency","1998","16-34 y.","college entrance qualification","22","","",""
"High transfer dependency","1998","16-34 y.","Other degree","10","","",""
"High transfer dependency","1998","16-34 y.","no degree/no degree yet","13","","",""
"High transfer dependency","1998","35-65 y.","lower secondary degree","92","0.0287412111793335","0.0228672969636157","0.0346151253950513"
"High transfer dependency","1998","35-65 y.","secondary school degree","37","0.0136477795661857","0.0084862034482965","0.0188093556840749"
"High transfer dependency","1998","35-65 y.","college entrance qualification","11","","",""
"High transfer dependency","1998","35-65 y.","Other degree","24","","",""
"High transfer dependency","1998","35-65 y.","no degree/no degree yet","12","","",""
"High transfer dependency","1998","66 and older","lower secondary degree","2","","",""
"High transfer dependency","1998","66 and older","secondary school degree","1","","",""
"High transfer dependency","1998","66 and older","college entrance qualification","","","",""
"High transfer dependency","1998","66 and older","Other degree","","","",""
"High transfer dependency","1998","66 and older","no degree/no degree yet","2","","",""
"Very high transfer dependency","1998","16-34 y.","lower secondary degree","29","","",""
"Very high transfer dependency","1998","16-34 y.","secondary school degree","25","","",""
"Very high transfer dependency","1998","16-34 y.","college entrance qualification","15","","",""
