"transab_cat","year","e11102","e11103","n","percent","lower_confidence","upper_confidence","value"
"Very low transfer dependency","1993","Employed","Part Time","1433","0.568097388837199","0.548027522797379","0.588167254877018","1"
"Very low transfer dependency","1993","Employed","Not Working","","","","","1"
"Complete transfer dependency","1994","Not Employed","Full Time","","","","","5"
"Complete transfer dependency","1994","Not Employed","Part Time","","","","","5"
"Complete transfer dependency","1994","Not Employed","Not Working","76","0.0172828165011587","0.0134507638379919","0.0211148691643255","5"
"Complete transfer dependency","1994","Employed","Full Time","","","","","5"
"Complete transfer dependency","1994","Employed","Part Time","","","","","5"
"Complete transfer dependency","1994","Employed","Not Working","","","","","5"
"High transfer dependency","1994","Not Employed","Full Time","","","","","3"
"High transfer dependency","1994","Not Employed","Part Time","","","","","3"
"High transfer dependency","1994","Not Employed","Not Working","126","0.0208689429852253","0.016665737968914","0.0250721480015365","3"
"High transfer dependency","1994","Employed","Full Time","29","","","","3"
"High transfer dependency","1994","Employed","Part Time","74","0.0323486804659457","0.0250463320668866","0.0396510288650047","3"
"High transfer dependency","1994","Employed","Not Working","","","","","3"
"Low transfer dependency","1994","Not Employed","Part Time","","","","","2"
"Low transfer dependency","1994","Not Employed","Full Time","","","","","2"
"Low transfer dependency","1994","Not Employed","Not Working","353","0.045832892140352","0.0396838030322638","0.0519819812484402","2"
"Low transfer dependency","1994","Employed","Part Time","202","0.0723681996883433","0.0616742898923158","0.0830621094843708","2"
"Low transfer dependency","1994","Employed","Not Working","","","","","2"
"Low transfer dependency","1994","Employed","Full Time","222","0.0267653709191326","0.0225871595162834","0.0309435823219818","2"
"No transfer dependency","1994","Not Employed","Full Time","","","","","0"
"No transfer dependency","1994","Not Employed","Part Time","","","","","0"
"No transfer dependency","1994","Not Employed","Not Working","2181","0.611161521362322","0.596827351267177","0.625495691457467","0"
"No transfer dependency","1994","Employed","Full Time","2442","0.517816235152355","0.504880559328547","0.530751910976162","0"
"No transfer dependency","1994","Employed","Part Time","589","0.332143984097032","0.312704737257391","0.351583230936672","0"
"No transfer dependency","1994","Employed","Not Working","","","","","0"
"Very high transfer dependency","1994","Employed","Full Time","6","","","","4"
"Very high transfer dependency","1994","Not Employed","Full Time","","","","","4"
"Very high transfer dependency","1994","Not Employed","Not Working","89","0.0185859746068201","0.0146147108321517","0.0225572383814885","4"
"Very high transfer dependency","1994","Not Employed","Part Time","","","","","4"
"Very high transfer dependency","1994","Employed","Not Working","","","","","4"
"Very high transfer dependency","1994","Employed","Part Time","32","0.0178812843742024","0.0124116768223085","0.0233508919260964","4"
"Very low transfer dependency","1994","Not Employed","Part Time","","","","","1"
"Very low transfer dependency","1994","Not Employed","Not Working","1618","0.286267852404122","0.272976662794711","0.299559042013532","1"
"Very low transfer dependency","1994","Employed","Full Time","3033","0.450080260223276","0.437201037970254","0.462959482476298","1"
"Very low transfer dependency","1994","Not Employed","Full Time","","","","","1"
"Very low transfer dependency","1994","Employed","Part Time","1358","0.545257851374477","0.524705648107152","0.565810054641802","1"
"Very low transfer dependency","1994","Employed","Not Working","","","","","1"
"Complete transfer dependency","1995","Not Employed","Full Time","","","","","5"
"Complete transfer dependency","1995","Not Employed","Part Time","","","","","5"
"Complete transfer dependency","1995","Not Employed","Not Working","122","0.0287304331155418","0.0239373307873552","0.0335235354437284","5"
"Complete transfer dependency","1995","Employed","Full Time","","","","","5"
"Complete transfer dependency","1995","Employed","Part Time","","","","","5"
"Complete transfer dependency","1995","Employed","Not Working","","","","","5"
"High transfer dependency","1995","Not Employed","Full Time","","","","","3"
"High transfer dependency","1995","Not Employed","Part Time","","","","","3"
"High transfer dependency","1995","Not Employed","Not Working","145","0.0234523438783109","0.0191100864023077","0.027794601354314","3"
"High transfer dependency","1995","Employed","Full Time","28","","","","3"
"High transfer dependency","1995","Employed","Part Time","75","0.026875989433218","0.0205391782993424","0.0332128005670936","3"
"High transfer dependency","1995","Employed","Not Working","","","","","3"
"Low transfer dependency","1995","Not Employed","Part Time","","","","","2"
"Low transfer dependency","1995","Not Employed","Full Time","","","","","2"
"Low transfer dependency","1995","Not Employed","Not Working","349","0.0453665237175878","0.0393953211470105","0.051337726288165","2"
"Low transfer dependency","1995","Employed","Part Time","220","0.0772242442293818","0.0667643002267399","0.0876841882320237","2"
"Low transfer dependency","1995","Employed","Not Working","","","","","2"
"Low transfer dependency","1995","Employed","Full Time","198","0.0261411036746683","0.0219818196690932","0.0303003876802435","2"
"No transfer dependency","1995","Not Employed","Full Time","","","","","0"
"No transfer dependency","1995","Not Employed","Part Time","","","","","0"
"No transfer dependency","1995","Not Employed","Not Working","2270","0.614270543269369","0.600303741430394","0.628237345108344","0"
"No transfer dependency","1995","Employed","Full Time","2472","0.525656643475375","0.512639787840404","0.538673499110346","0"
"No transfer dependency","1995","Employed","Part Time","663","0.345068910569703","0.326441385434194","0.363696435705213","0"
"No transfer dependency","1995","Employed","Not Working","","","","","0"
"Very high transfer dependency","1995","Not Employed","Full Time","","","","","4"
"Very high transfer dependency","1995","Not Employed","Part Time","","","","","4"
"Very high transfer dependency","1995","Not Employed","Not Working","139","0.0256184289619458","0.0210851076591374","0.0301517502647542","4"
"Very high transfer dependency","1995","Employed","Full Time","3","","","","4"
"Very high transfer dependency","1995","Employed","Not Working","","","","","4"
"Very high transfer dependency","1995","Employed","Part Time","37","0.0122430178089855","0.00793404520304189","0.0165519904149292","4"
"Very low transfer dependency","1995","Not Employed","Full Time","","","","","1"
"Very low transfer dependency","1995","Not Employed","Part Time","","","","","1"
"Very low transfer dependency","1995","Not Employed","Not Working","1641","0.262561727057245","0.249936061797774","0.275187392316715","1"
"Very low transfer dependency","1995","Employed","Full Time","2952","0.44362999805953","0.430679069614461","0.456580926504598","1"
"Very low transfer dependency","1995","Employed","Part Time","1507","0.538587837958711","0.519054465632004","0.558121210285419","1"
"Very low transfer dependency","1995","Employed","Not Working","","","","","1"
"Complete transfer dependency","1996","Not Employed","Part Time","","","","","5"
"Complete transfer dependency","1996","Not Employed","Full Time","","","","","5"
"Complete transfer dependency","1996","Not Employed","Not Working","106","0.024965119979093","0.0204096897211834","0.0295205502370025","5"
"Complete transfer dependency","1996","Employed","Full Time","","","","","5"
"Complete transfer dependency","1996","Employed","Part Time","","","","","5"
"Complete transfer dependency","1996","Employed","Not Working","","","","","5"
"High transfer dependency","1996","Not Employed","Full Time","","","","","3"
"High transfer dependency","1996","Not Employed","Part Time","","","","","3"
"High transfer dependency","1996","Not Employed","Not Working","173","0.0291888510581712","0.0242737961355764","0.034103905980766","3"
"High transfer dependency","1996","Employed","Full Time","29","","","","3"
"High transfer dependency","1996","Employed","Part Time","104","0.0380068760149041","0.0306513655459198","0.0453623864838884","3"
"High transfer dependency","1996","Employed","Not Working","","","","","3"
"Low transfer dependency","1996","Not Employed","Full Time","","","","","2"
"Low transfer dependency","1996","Not Employed","Part Time","","","","","2"
"Low transfer dependency","1996","Not Employed","Not Working","400","0.0587405491318765","0.0518749858687605","0.0656061123949924","2"
"Low transfer dependency","1996","Employed","Full Time","222","0.0302451328782017","0.0257345740881568","0.0347556916682466","2"
"Low transfer dependency","1996","Employed","Part Time","214","0.0737867309611266","0.0637303809373028","0.0838430809849504","2"
"Low transfer dependency","1996","Employed","Not Working","","","","","2"
"No transfer dependency","1996","Not Employed","Full Time","","","","","0"
"No transfer dependency","1996","Not Employed","Part Time","","","","","0"
"No transfer dependency","1996","Not Employed","Not Working","2089","0.596746879187508","0.582423798314323","0.611069960060693","0"
"No transfer dependency","1996","Employed","Full Time","2360","0.50360160699441","0.490433287579074","0.516769926409746","0"
"No transfer dependency","1996","Employed","Not Working","","","","","0"
"No transfer dependency","1996","Employed","Part Time","690","0.322263509436376","0.304285908003112","0.340241110869639","0"
"Very high transfer dependency","1996","Employed","Full Time","3","","","","4"
"Very high transfer dependency","1996","Not Employed","Not Working","153","0.024622021341616","0.0200972063975055","0.0291468362857265","4"
"Very high transfer dependency","1996","Not Employed","Full Time","","","","","4"
"Very high transfer dependency","1996","Not Employed","Part Time","","","","","4"
"Very high transfer dependency","1996","Employed","Not Working","","","","","4"
"Very high transfer dependency","1996","Employed","Part Time","29","","","","4"
"Very low transfer dependency","1996","Not Employed","Full Time","","","","","1"
"Very low transfer dependency","1996","Not Employed","Part Time","","","","","1"
"Very low transfer dependency","1996","Not Employed","Not Working","1585","0.265736579301736","0.252839121546402","0.278634037057069","1"
"Very low transfer dependency","1996","Employed","Full Time","2924","0.462693416189131","0.449561462081872","0.475825370296391","1"
"Very low transfer dependency","1996","Employed","Part Time","1559","0.557253691303084","0.538146374759228","0.57636100784694","1"
"Very low transfer dependency","1996","Employed","Not Working","","","","","1"
"Complete transfer dependency","1997","Not Employed","Full Time","","","","","5"
"Complete transfer dependency","1997","Not Employed","Part Time","","","","","5"
"Complete transfer dependency","1997","Not Employed","Not Working","104","0.025950585051703","0.0213784473326305","0.0305227227707756","5"
"Complete transfer dependency","1997","Employed","Full Time","","","","","5"
"Complete transfer dependency","1997","Employed","Part Time","","","","","5"
"Complete transfer dependency","1997","Employed","Not Working","","","","","5"
"High transfer dependency","1997","Not Employed","Full Time","","","","","3"
"High transfer dependency","1997","Not Employed","Part Time","","","","","3"
"High transfer dependency","1997","Not Employed","Not Working","186","0.0322952414919572","0.0272113539128667","0.0373791290710478","3"
"High transfer dependency","1997","Employed","Full Time","44","0.00600664029966202","0.00397450458952427","0.00803877600979977","3"
"High transfer dependency","1997","Employed","Part Time","90","0.0377856423096289","0.030349790279623","0.0452214943396349","3"
"High transfer dependency","1997","Employed","Not Working","","","","","3"
"Low transfer dependency","1997","Not Employed","Full Time","","","","","2"
"Low transfer dependency","1997","Not Employed","Part Time","","","","","2"
"Low transfer dependency","1997","Not Employed","Not Working","445","0.065123261376248","0.0580274758578945","0.0722190468946015","2"
"Low transfer dependency","1997","Employed","Full Time","273","0.0375393800485891","0.0325404140153371","0.042538346081841","2"
"Low transfer dependency","1997","Employed","Part Time","273","0.100148376214197","0.0884415593015366","0.111855193126858","2"
"Low transfer dependency","1997","Employed","Not Working","","","","","2"
"No transfer dependency","1997","Not Employed","Full Time","","","","","0"
"No transfer dependency","1997","Not Employed","Part Time","","","","","0"
"No transfer dependency","1997","Not Employed","Not Working","2120","0.574399704806054","0.56018089332713","0.588618516284979","0"
"No transfer dependency","1997","Employed","Full Time","2231","0.474657690759692","0.461524912734837","0.487790468784547","0"
"No transfer dependency","1997","Employed","Not Working","","","","","0"
"No transfer dependency","1997","Employed","Part Time","601","0.283496106279744","0.2659203409808","0.301071871578689","0"
"Very high transfer dependency","1997","Employed","Full Time","2","","","","4"
"Very high transfer dependency","1997","Not Employed","Full Time","","","","","4"
"Very high transfer dependency","1997","Not Employed","Not Working","153","0.0293160207151247","0.0244648487177526","0.0341671927124969","4"
"Very high transfer dependency","1997","Not Employed","Part Time","","","","","4"
"Very high transfer dependency","1997","Employed","Not Working","","","","","4"
"Very high transfer dependency","1997","Employed","Part Time","49","0.0166303988714223","0.0116433785241755","0.0216174192186691","4"
"Very low transfer dependency","1997","Not Employed","Full Time","","","","","1"
"Very low transfer dependency","1997","Not Employed","Part Time","","","","","1"
"Very low transfer dependency","1997","Not Employed","Not Working","1637","0.272915186558913","0.26010481813454","0.285725554983286","1"
"Very low transfer dependency","1997","Employed","Full Time","3004","0.481529837878681","0.468389133693191","0.49467054206417","1"
"Very low transfer dependency","1997","Employed","Part Time","1513","0.561939476325007","0.542591156922636","0.581287795727378","1"
"Very low transfer dependency","1997","Employed","Not Working","","","","","1"
"Complete transfer dependency","1998","Not Employed","Full Time","","","","","5"
"Complete transfer dependency","1998","Not Employed","Part Time","","","","","5"
"Complete transfer dependency","1998","Not Employed","Not Working","140","0.0296007906030079","0.0250614243379266","0.0341401568680891","5"
"Complete transfer dependency","1998","Employed","Full Time","","","","","5"
"Complete transfer dependency","1998","Employed","Part Time","","","","","5"
"Complete transfer dependency","1998","Employed","Not Working","","","","","5"
"High transfer dependency","1998","Not Employed","Full Time","","","","","3"
"High transfer dependency","1998","Not Employed","Part Time","","","","","3"
"High transfer dependency","1998","Not Employed","Not Working","173","0.024456497144788","0.02031946590026","0.028593528389316","3"
"High transfer dependency","1998","Employed","Full Time","31","0.00382788849852303","0.00226015661737252","0.00539562037967354","3"
"High transfer dependency","1998","Employed","Part Time","119","0.0405960091568424","0.0333326518494462","0.0478593664642386","3"
"High transfer dependency","1998","Employed","Not Working","","","","","3"
"Low transfer dependency","1998","Not Employed","Part Time","","","","","2"
"Low transfer dependency","1998","Not Employed","Full Time","","","","","2"
"Low transfer dependency","1998","Not Employed","Not Working","510","0.0646319746073953","0.0580465569221083","0.0712173922926823","2"
"Low transfer dependency","1998","Employed","Full Time","284","0.0368583228955962","0.0320749103926896","0.0416417353985029","2"
"Low transfer dependency","1998","Employed","Part Time","257","0.08277234134314","0.0726314490771661","0.0929132336091139","2"
"Low transfer dependency","1998","Employed","Not Working","","","","","2"
"No transfer dependency","1998","Not Employed","Full Time","","","","","0"
"No transfer dependency","1998","Not Employed","Part Time","","","","","0"
"No transfer dependency","1998","Not Employed","Not Working","2593","0.584969573523947","0.57177258131091","0.598166565736984","0"
"No transfer dependency","1998","Employed","Full Time","2381","0.470291270604376","0.457619801035469","0.482962740173283","0"
"No transfer dependency","1998","Employed","Not Working","","","","","0"
"No transfer dependency","1998","Employed","Part Time","683","0.285307855531563","0.268688608366498","0.301927102696628","0"
"Very high transfer dependency","1998","Not Employed","Full Time","","","","","4"
"Very high transfer dependency","1998","Not Employed","Part Time","","","","","4"
"Very high transfer dependency","1998","Not Employed","Not Working","176","0.0304005915260024","0.0258022042852833","0.0349989787667214","4"
"Very high transfer dependency","1998","Employed","Full Time","3","","","","4"
"Very high transfer dependency","1998","Employed","Not Working","","","","","4"
"Very high transfer dependency","1998","Employed","Part Time","47","0.0144003800899064","0.0100157574799172","0.0187850026998956","4"
"Very low transfer dependency","1998","Not Employed","Full Time","","","","","1"
"Very low transfer dependency","1998","Not Employed","Part Time","","","","","1"
"Very low transfer dependency","1998","Not Employed","Not Working","1763","0.265940572594859","0.254106717052116","0.277774428137603","1"
"Very low transfer dependency","1998","Employed","Full Time","3261","0.488378039585335","0.47568757231094","0.501068506859731","1"
"Very low transfer dependency","1998","Employed","Part Time","1730","0.576923413878549","0.558740496900222","0.595106330856875","1"
"Very low transfer dependency","1998","Employed","Not Working","","","","","1"
"Complete transfer dependency","1999","Not Employed","Part Time","","","","","5"
"Complete transfer dependency","1999","Not Employed","Full Time","","","","","5"
"Complete transfer dependency","1999","Not Employed","Not Working","109","0.0240590364963328","0.0197624629641969","0.0283556100284688","5"
"Complete transfer dependency","1999","Employed","Full Time","","","","","5"
"Complete transfer dependency","1999","Employed","Part Time","","","","","5"
"Complete transfer dependency","1999","Employed","Not Working","","","","","5"
"High transfer dependency","1999","Not Employed","Full Time","","","","","3"
"High transfer dependency","1999","Not Employed","Part Time","","","","","3"
"High transfer dependency","1999","Not Employed","Not Working","162","0.0233357597066402","0.0191026943376444","0.0275688250756361","3"
"High transfer dependency","1999","Employed","Full Time","33","0.00347003408958403","0.00195639952165029","0.00498366865751776","3"
"High transfer dependency","1999","Employed","Part Time","121","0.0401426976452772","0.0330082968451671","0.0472770984453873","3"
"High transfer dependency","1999","Employed","Not Working","","","","","3"
"Low transfer dependency","1999","Not Employed","Part Time","","","","","2"
"Low transfer dependency","1999","Not Employed","Full Time","","","","","2"
"Low transfer dependency","1999","Not Employed","Not Working","427","0.0591583849070708","0.0525432641965386","0.0657735056176029","2"
"Low transfer dependency","1999","Employed","Full Time","288","0.0363775500985693","0.0315583033398558","0.0411967968572828","2"
"Low transfer dependency","1999","Employed","Part Time","263","0.0822601103008717","0.0722737935276122","0.0922464270741312","2"
"Low transfer dependency","1999","Employed","Not Working","","","","","2"
"No transfer dependency","1999","Not Employed","Full Time","","","","","0"
"No transfer dependency","1999","Not Employed","Part Time","","","","","0"
"No transfer dependency","1999","Not Employed","Not Working","2454","0.608533373370691","0.594847865086499","0.622218881654884","0"
"No transfer dependency","1999","Employed","Full Time","2281","0.45454376110658","0.441727044168237","0.467360478044922","0"
"No transfer dependency","1999","Employed","Not Working","","","","","0"
"No transfer dependency","1999","Employed","Part Time","711","0.29042433843332","0.273924991686057","0.306923685180583","0"
"Very high transfer dependency","1999","Not Employed","Full Time","","","","","4"
"Very high transfer dependency","1999","Not Employed","Part Time","","","","","4"
"Very high transfer dependency","1999","Not Employed","Not Working","134","0.0237236313164469","0.0194563789164918","0.0279908837164019","4"
"Very high transfer dependency","1999","Employed","Full Time","4","","","","4"
"Very high transfer dependency","1999","Employed","Part Time","35","0.0108944159713549","0.00712152553557898","0.0146673064071308","4"
"Very high transfer dependency","1999","Employed","Not Working","","","","","4"
"Very low transfer dependency","1999","Not Employed","Full Time","","","","","1"
"Very low transfer dependency","1999","Not Employed","Part Time","","","","","1"
"Very low transfer dependency","1999","Not Employed","Not Working","1600","0.261189814202818","0.248872502975389","0.273507125430247","1"
"Very low transfer dependency","1999","Employed","Not Working","","","","","1"
"Very low transfer dependency","1999","Employed","Part Time","1778","0.576278437649176","0.558318395256204","0.594238480042148","1"
"Very low transfer dependency","1999","Employed","Full Time","3192","0.504992390464934","0.492123018898098","0.517861762031771","1"
"Complete transfer dependency","2000","Not Employed","Part Time","","","","","5"
"Complete transfer dependency","2000","Not Employed","Full Time","","","","","5"
"Complete transfer dependency","2000","Not Employed","Not Working","234","0.024180020364206","0.0209910585280547","0.0273689822003574","5"
"Complete transfer dependency","2000","Employed","Full Time","","","","","5"
"Complete transfer dependency","2000","Employed","Part Time","","","","","5"
"Complete transfer dependency","2000","Employed","Not Working","","","","","5"
"High transfer dependency","2000","Not Employed","Full Time","","","","","3"
"High transfer dependency","2000","Employed","Full Time","47","0.00422573125387692","0.00295643186333426","0.00549503064441957","3"
"High transfer dependency","2000","Not Employed","Part Time","","","","","3"
"High transfer dependency","2000","Not Employed","Not Working","248","0.0217935859549344","0.0187623779534254","0.0248247939564434","3"
"High transfer dependency","2000","Employed","Part Time","173","0.0333379223634644","0.0283739439776267","0.0383019007493021","3"
"High transfer dependency","2000","Employed","Not Working","","","","","3"
"Low transfer dependency","2000","Not Employed","Full Time","","","","","2"
"Low transfer dependency","2000","Not Employed","Part Time","","","","","2"
"Low transfer dependency","2000","Not Employed","Not Working","669","0.057627145886764","0.0527891992156591","0.062465092557869","2"
"Low transfer dependency","2000","Employed","Full Time","443","0.0364773241882273","0.0328089372253858","0.0401457111510688","2"
"Low transfer dependency","2000","Employed","Part Time","442","0.0783527048403716","0.0709219548630296","0.0857834548177136","2"
"Low transfer dependency","2000","Employed","Not Working","","","","","2"
"No transfer dependency","2000","Not Employed","Full Time","","","","","0"
"No transfer dependency","2000","Not Employed","Part Time","","","","","0"
"No transfer dependency","2000","Not Employed","Not Working","4977","0.635631496428479","0.625640489578073","0.645622503278886","0"
"No transfer dependency","2000","Employed","Full Time","4110","0.472487864802056","0.462718996793757","0.482256732810356","0"
"No transfer dependency","2000","Employed","Not Working","","","","","0"
"No transfer dependency","2000","Employed","Part Time","1362","0.32155700960433","0.308641577338849","0.334472441869811","0"
"Very high transfer dependency","2000","Not Employed","Full Time","","","","","4"
"Very high transfer dependency","2000","Not Employed","Part Time","","","","","4"
"Very high transfer dependency","2000","Not Employed","Not Working","206","0.0211222005959011","0.0181370244771466","0.0241073767146557","4"
"Very high transfer dependency","2000","Employed","Full Time","7","","","","4"
"Very high transfer dependency","2000","Employed","Not Working","","","","","4"
"Very high transfer dependency","2000","Employed","Part Time","89","0.0193699802046789","0.015558966977329","0.0231809934320287","4"
"Very low transfer dependency","2000","Not Employed","Full Time","","","","","1"
"Very low transfer dependency","2000","Not Employed","Part Time","","","","","1"
"Very low transfer dependency","2000","Not Employed","Not Working","2579","0.239645550769715","0.230783609475766","0.248507492063664","1"
"Very low transfer dependency","2000","Employed","Part Time","2958","0.547382382987155","0.533618707943497","0.561146058030813","1"
"Very low transfer dependency","2000","Employed","Not Working","","","","","1"
"Very low transfer dependency","2000","Employed","Full Time","5426","0.486165586135679","0.476385641743224","0.495945530528134","1"
"Complete transfer dependency","2001","Not Employed","Part Time","","","","","5"
"Complete transfer dependency","2001","Not Employed","Full Time","","","","","5"
"Complete transfer dependency","2001","Not Employed","Not Working","187","0.0233697256018202","0.0200563144009168","0.0266831368027236","5"
"Complete transfer dependency","2001","Employed","Full Time","","","","","5"
"Complete transfer dependency","2001","Employed","Part Time","","","","","5"
"Complete transfer dependency","2001","Employed","Not Working","","","","","5"
"High transfer dependency","2001","Not Employed","Full Time","","","","","3"
"High transfer dependency","2001","Not Employed","Part Time","","","","","3"
"High transfer dependency","2001","Not Employed","Not Working","219","0.0213317812288956","0.0181628359399578","0.0245007265178334","3"
"High transfer dependency","2001","Employed","Full Time","50","0.00368065782633592","0.00242782574544888","0.00493348990722295","3"
"High transfer dependency","2001","Employed","Not Working","","","","","3"
"High transfer dependency","2001","Employed","Part Time","174","0.0394889882453267","0.0339505098789679","0.0450274666116855","3"
"Low transfer dependency","2001","Not Employed","Full Time","","","","","2"
"Low transfer dependency","2001","Not Employed","Part Time","","","","","2"
"Low transfer dependency","2001","Not Employed","Not Working","603","0.0564111602062016","0.0513510805698243","0.0614712398425789","2"
"Low transfer dependency","2001","Employed","Full Time","430","0.0372258488941922","0.0333091933525649","0.0411425044358195","2"
"Low transfer dependency","2001","Employed","Part Time","432","0.0800460427490265","0.0723289403070893","0.0877631451909636","2"
"Low transfer dependency","2001","Employed","Not Working","","","","","2"
"No transfer dependency","2001","Not Employed","Full Time","","","","","0"
"No transfer dependency","2001","Not Employed","Part Time","","","","","0"
"No transfer dependency","2001","Not Employed","Not Working","4311","0.620733680415937","0.610092048526202","0.631375312305672","0"
"No transfer dependency","2001","Employed","Full Time","3326","0.440601664181041","0.430330621971158","0.450872706390923","0"
"No transfer dependency","2001","Employed","Not Working","","","","","0"
"No transfer dependency","2001","Employed","Part Time","1166","0.305801592127413","0.292698826765492","0.318904357489334","0"
"Very high transfer dependency","2001","Not Employed","Not Working","202","0.0240597908246369","0.0206990039882636","0.0274205776610102","4"
"Very high transfer dependency","2001","Not Employed","Full Time","","","","","4"
"Very high transfer dependency","2001","Not Employed","Part Time","","","","","4"
"Very high transfer dependency","2001","Employed","Full Time","9","","","","4"
"Very high transfer dependency","2001","Employed","Part Time","100","0.0243832274447591","0.0199970468408691","0.028769408048649","4"
"Very high transfer dependency","2001","Employed","Not Working","","","","","4"
"Very low transfer dependency","2001","Not Employed","Full Time","","","","","1"
"Very low transfer dependency","2001","Not Employed","Part Time","","","","","1"
"Very low transfer dependency","2001","Not Employed","Not Working","2464","0.254093861722509","0.244545637358658","0.26364208608636","1"
"Very low transfer dependency","2001","Employed","Full Time","5160","0.517742574209651","0.507404794735413","0.528080353683888","1"
"Very low transfer dependency","2001","Employed","Part Time","2878","0.550280149433475","0.536133153186336","0.564427145680614","1"
"Very low transfer dependency","2001","Employed","Not Working","","","","","1"
"Complete transfer dependency","2002","Not Employed","Part Time","","","","","5"
"Complete transfer dependency","2002","Not Employed","Full Time","","","","","5"
"Complete transfer dependency","2002","Not Employed","Not Working","215","0.0316595604471997","0.0278577622896087","0.0354613586047908","5"
"Complete transfer dependency","2002","Employed","Full Time","","","","","5"
"Complete transfer dependency","2002","Employed","Part Time","","","","","5"
"Complete transfer dependency","2002","Employed","Not Working","","","","","5"
"High transfer dependency","2002","Not Employed","Full Time","","","","","3"
"High transfer dependency","2002","Not Employed","Part Time","","","","","3"
"High transfer dependency","2002","Not Employed","Not Working","239","0.0312988575890008","0.0275180747777797","0.0350796404002218","3"
"High transfer dependency","2002","Employed","Full Time","39","0.00481837065995347","0.00342295433040082","0.00621378698950612","3"
"High transfer dependency","2002","Employed","Part Time","181","0.0478305270831816","0.0420009300956504","0.0536601240707128","3"
"High transfer dependency","2002","Employed","Not Working","","","","","3"
"Low transfer dependency","2002","Not Employed","Part Time","","","","","2"
"Low transfer dependency","2002","Not Employed","Full Time","","","","","2"
"Low transfer dependency","2002","Not Employed","Not Working","534","0.0570533573394214","0.0520171135707228","0.0620896011081201","2"
"Low transfer dependency","2002","Employed","Full Time","360","0.0392094478138082","0.0352982277885662","0.0431206678390502","2"
"Low transfer dependency","2002","Employed","Part Time","433","0.0923677286329928","0.0844583217305672","0.100277135535419","2"
"Low transfer dependency","2002","Employed","Not Working","","","","","2"
"No transfer dependency","2002","Not Employed","Full Time","","","","","0"
"No transfer dependency","2002","Not Employed","Part Time","","","","","0"
"No transfer dependency","2002","Not Employed","Not Working","4423","0.616539550006059","0.605981995306938","0.627097104705181","0"
"No transfer dependency","2002","Employed","Full Time","3526","0.439814083938652","0.429811707804607","0.449816460072697","0"
"No transfer dependency","2002","Employed","Not Working","","","","","0"
"No transfer dependency","2002","Employed","Part Time","1313","0.305413480699308","0.292831874196069","0.317995087202547","0"
"Very high transfer dependency","2002","Not Employed","Full Time","","","","","4"
"Very high transfer dependency","2002","Not Employed","Part Time","","","","","4"
"Very high transfer dependency","2002","Not Employed","Not Working","172","0.0214409995368656","0.0182958695274335","0.0245861295462978","4"
"Very high transfer dependency","2002","Employed","Full Time","9","","","","4"
"Very high transfer dependency","2002","Employed","Part Time","62","0.0131876615738797","0.0100714279863329","0.0163038951614266","4"
"Very high transfer dependency","2002","Employed","Not Working","","","","","4"
"Very low transfer dependency","2002","Not Employed","Full Time","","","","","1"
"Very low transfer dependency","2002","Not Employed","Part Time","","","","","1"
"Very low transfer dependency","2002","Not Employed","Not Working","2565","0.242007675081453","0.232707961893527","0.251307388269379","1"
"Very low transfer dependency","2002","Employed","Part Time","3159","0.541200602010638","0.527588682352129","0.554812521669146","1"
"Very low transfer dependency","2002","Employed","Not Working","","","","","1"
"Very low transfer dependency","2002","Employed","Full Time","5526","0.515278296886836","0.505207364485443","0.525349229288229","1"
"Complete transfer dependency","2003","Not Employed","Part Time","","","","","5"
"Complete transfer dependency","2003","Not Employed","Full Time","","","","","5"
"Complete transfer dependency","2003","Not Employed","Not Working","238","0.0376487930193829","0.0334971581390612","0.0418004278997045","5"
"Complete transfer dependency","2003","Employed","Full Time","","","","","5"
"Complete transfer dependency","2003","Employed","Part Time","","","","","5"
"Complete transfer dependency","2003","Employed","Not Working","","","","","5"
"High transfer dependency","2003","Not Employed","Full Time","","","","","3"
"High transfer dependency","2003","Not Employed","Part Time","","","","","3"
"High transfer dependency","2003","Not Employed","Not Working","212","0.0239619066162804","0.0206263301956625","0.0272974830368983","3"
"High transfer dependency","2003","Employed","Full Time","47","0.00570767406462161","0.00413523329031454","0.00728011483892869","3"
"High transfer dependency","2003","Employed","Part Time","179","0.0417994860383278","0.0362781381842556","0.0473208338924","3"
"High transfer dependency","2003","Employed","Not Working","","","","","3"
"Low transfer dependency","2003","Not Employed","Full Time","","","","","2"
"Low transfer dependency","2003","Not Employed","Part Time","","","","","2"
"Low transfer dependency","2003","Employed","Full Time","372","0.0412094052790738","0.0370603642768985","0.0453584462812491","2"
"Low transfer dependency","2003","Employed","Part Time","475","0.0998974024193763","0.0916245639623171","0.108170240876436","2"
"Low transfer dependency","2003","Not Employed","Not Working","558","0.0590070096294668","0.0538674983605797","0.0641465208983539","2"
"Low transfer dependency","2003","Employed","Not Working","","","","","2"
"No transfer dependency","2003","Not Employed","Full Time","","","","","0"
"No transfer dependency","2003","Not Employed","Part Time","","","","","0"
"No transfer dependency","2003","Not Employed","Not Working","4358","0.597276779460879","0.586579632149311","0.607973926772448","0"
"No transfer dependency","2003","Employed","Full Time","3267","0.439134888477589","0.428775935667606","0.449493841287572","0"
"No transfer dependency","2003","Employed","Not Working","","","","","0"
