"transab_cat","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"High transfer dependency","1991","(2b) intermediate general qualification","inadequately","","","",""
"High transfer dependency","1991","(2b) intermediate general qualification","general elemantary","5","","",""
"High transfer dependency","1991","(2b) intermediate general qualification","middle vocational","","","",""
"High transfer dependency","1991","(2b) intermediate general qualification","vocational + Abi","","","",""
"High transfer dependency","1991","(2b) intermediate general qualification","higher vocational","","","",""
"High transfer dependency","1991","(2b) intermediate general qualification","higher education","","","",""
"High transfer dependency","1991","(2a) intermediate vocational","in school","","","",""
"High transfer dependency","1991","(2a) intermediate vocational","inadequately","","","",""
"High transfer dependency","1991","(2a) intermediate vocational","general elemantary","","","",""
"High transfer dependency","1991","(2a) intermediate vocational","middle vocational","6","","",""
"High transfer dependency","1991","(2a) intermediate vocational","vocational + Abi","","","",""
"High transfer dependency","1991","(2a) intermediate vocational","higher vocational","1","","",""
"High transfer dependency","1991","(2a) intermediate vocational","higher education","","","",""
"High transfer dependency","1991","(2c_gen) general maturity certificate","in school","","","",""
"High transfer dependency","1991","(2c_gen) general maturity certificate","inadequately","","","",""
"High transfer dependency","1991","(2c_gen) general maturity certificate","general elemantary","","","",""
"High transfer dependency","1991","(2c_gen) general maturity certificate","middle vocational","6","","",""
"High transfer dependency","1991","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"High transfer dependency","1991","(2c_gen) general maturity certificate","higher vocational","","","",""
"High transfer dependency","1991","(2c_gen) general maturity certificate","higher education","","","",""
"High transfer dependency","1991","(2c_voc) vocational maturity certificate","in school","","","",""
"High transfer dependency","1991","(2c_voc) vocational maturity certificate","inadequately","","","",""
"High transfer dependency","1991","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"High transfer dependency","1991","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"High transfer dependency","1991","(2c_voc) vocational maturity certificate","vocational + Abi","4","","",""
"High transfer dependency","1991","(2c_voc) vocational maturity certificate","higher vocational","","","",""
"High transfer dependency","1991","(2c_voc) vocational maturity certificate","higher education","","","",""
"High transfer dependency","1991","(3a) lower tertiary education","in school","","","",""
"High transfer dependency","1991","(3a) lower tertiary education","inadequately","","","",""
"High transfer dependency","1991","(3a) lower tertiary education","general elemantary","","","",""
"High transfer dependency","1991","(3a) lower tertiary education","middle vocational","","","",""
"High transfer dependency","1991","(3a) lower tertiary education","vocational + Abi","","","",""
"High transfer dependency","1991","(3a) lower tertiary education","higher vocational","","","",""
"High transfer dependency","1991","(3a) lower tertiary education","higher education","","","",""
"High transfer dependency","1991","(3b) higher tertiary education","in school","","","",""
"High transfer dependency","1991","(3b) higher tertiary education","inadequately","","","",""
"High transfer dependency","1991","(3b) higher tertiary education","general elemantary","","","",""
"High transfer dependency","1991","(3b) higher tertiary education","middle vocational","","","",""
"High transfer dependency","1991","(3b) higher tertiary education","vocational + Abi","","","",""
"High transfer dependency","1991","(3b) higher tertiary education","higher vocational","","","",""
"High transfer dependency","1991","(3b) higher tertiary education","higher education","1","","",""
"Very high transfer dependency","1991","(0) in school","in school","","","",""
"Very high transfer dependency","1991","(0) in school","inadequately","","","",""
"Very high transfer dependency","1991","(0) in school","general elemantary","","","",""
"Very high transfer dependency","1991","(0) in school","middle vocational","","","",""
"Very high transfer dependency","1991","(0) in school","vocational + Abi","","","",""
"Very high transfer dependency","1991","(0) in school","higher vocational","","","",""
"Very high transfer dependency","1991","(0) in school","higher education","","","",""
"Very high transfer dependency","1991","(1a) inadequately completed","in school","","","",""
"Very high transfer dependency","1991","(1a) inadequately completed","inadequately","3","","",""
"Very high transfer dependency","1991","(1a) inadequately completed","general elemantary","","","",""
"Very high transfer dependency","1991","(1a) inadequately completed","middle vocational","","","",""
"Very high transfer dependency","1991","(1a) inadequately completed","vocational + Abi","","","",""
"Very high transfer dependency","1991","(1a) inadequately completed","higher vocational","","","",""
"Very high transfer dependency","1991","(1a) inadequately completed","higher education","","","",""
"Very high transfer dependency","1991","(1b) general elementary school","in school","","","",""
"Very high transfer dependency","1991","(1b) general elementary school","inadequately","1","","",""
"Very high transfer dependency","1991","(1b) general elementary school","general elemantary","14","","",""
"Very high transfer dependency","1991","(1b) general elementary school","middle vocational","","","",""
"Very high transfer dependency","1991","(1b) general elementary school","vocational + Abi","","","",""
"Very high transfer dependency","1991","(1b) general elementary school","higher vocational","","","",""
"Very high transfer dependency","1991","(1b) general elementary school","higher education","","","",""
"Very high transfer dependency","1991","(1c) basic vocational qualification","in school","","","",""
"Very high transfer dependency","1991","(1c) basic vocational qualification","inadequately","","","",""
"Very high transfer dependency","1991","(1c) basic vocational qualification","general elemantary","","","",""
"Very high transfer dependency","1991","(1c) basic vocational qualification","middle vocational","9","","",""
"Very high transfer dependency","1991","(1c) basic vocational qualification","vocational + Abi","","","",""
"Very high transfer dependency","1991","(1c) basic vocational qualification","higher vocational","1","","",""
"Very high transfer dependency","1991","(1c) basic vocational qualification","higher education","","","",""
"Very high transfer dependency","1991","(2b) intermediate general qualification","in school","","","",""
"Very high transfer dependency","1991","(2b) intermediate general qualification","inadequately","","","",""
"Very high transfer dependency","1991","(2b) intermediate general qualification","general elemantary","3","","",""
"Very high transfer dependency","1991","(2b) intermediate general qualification","middle vocational","","","",""
"Very high transfer dependency","1991","(2b) intermediate general qualification","vocational + Abi","","","",""
"Very high transfer dependency","1991","(2b) intermediate general qualification","higher vocational","","","",""
"Very high transfer dependency","1991","(2b) intermediate general qualification","higher education","","","",""
"Very high transfer dependency","1991","(2a) intermediate vocational","in school","","","",""
"Very high transfer dependency","1991","(2a) intermediate vocational","inadequately","","","",""
"Very high transfer dependency","1991","(2a) intermediate vocational","general elemantary","","","",""
"Very high transfer dependency","1991","(2a) intermediate vocational","middle vocational","2","","",""
"Very high transfer dependency","1991","(2a) intermediate vocational","vocational + Abi","","","",""
"Very high transfer dependency","1991","(2a) intermediate vocational","higher vocational","","","",""
"Very high transfer dependency","1991","(2a) intermediate vocational","higher education","","","",""
"Very high transfer dependency","1991","(2c_gen) general maturity certificate","in school","","","",""
"Very high transfer dependency","1991","(2c_gen) general maturity certificate","inadequately","","","",""
"Very high transfer dependency","1991","(2c_gen) general maturity certificate","general elemantary","","","",""
"Very high transfer dependency","1991","(2c_gen) general maturity certificate","middle vocational","2","","",""
"Very high transfer dependency","1991","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Very high transfer dependency","1991","(2c_gen) general maturity certificate","higher vocational","","","",""
"Very high transfer dependency","1991","(2c_gen) general maturity certificate","higher education","","","",""
"Very high transfer dependency","1991","(2c_voc) vocational maturity certificate","in school","","","",""
"Very high transfer dependency","1991","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Very high transfer dependency","1991","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Very high transfer dependency","1991","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Very high transfer dependency","1991","(2c_voc) vocational maturity certificate","vocational + Abi","1","","",""
"Very high transfer dependency","1991","(2c_voc) vocational maturity certificate","higher vocational","","","",""
"Very high transfer dependency","1991","(2c_voc) vocational maturity certificate","higher education","","","",""
"Very high transfer dependency","1991","(3a) lower tertiary education","in school","","","",""
"Very high transfer dependency","1991","(3a) lower tertiary education","inadequately","","","",""
"Very high transfer dependency","1991","(3a) lower tertiary education","general elemantary","","","",""
"Very high transfer dependency","1991","(3a) lower tertiary education","middle vocational","","","",""
"Very high transfer dependency","1991","(3a) lower tertiary education","vocational + Abi","","","",""
"Very high transfer dependency","1991","(3a) lower tertiary education","higher vocational","","","",""
"Very high transfer dependency","1991","(3a) lower tertiary education","higher education","","","",""
"Very high transfer dependency","1991","(3b) higher tertiary education","in school","","","",""
"Very high transfer dependency","1991","(3b) higher tertiary education","inadequately","","","",""
"Very high transfer dependency","1991","(3b) higher tertiary education","general elemantary","","","",""
"Very high transfer dependency","1991","(3b) higher tertiary education","middle vocational","","","",""
"Very high transfer dependency","1991","(3b) higher tertiary education","vocational + Abi","","","",""
"Very high transfer dependency","1991","(3b) higher tertiary education","higher vocational","","","",""
"Very high transfer dependency","1991","(3b) higher tertiary education","higher education","2","","",""
"Complete transfer dependency","1991","(0) in school","in school","1","","",""
"Complete transfer dependency","1991","(0) in school","inadequately","","","",""
"Complete transfer dependency","1991","(0) in school","general elemantary","","","",""
"Complete transfer dependency","1991","(0) in school","middle vocational","","","",""
"Complete transfer dependency","1991","(0) in school","vocational + Abi","","","",""
"Complete transfer dependency","1991","(0) in school","higher vocational","","","",""
"Complete transfer dependency","1991","(0) in school","higher education","","","",""
"Complete transfer dependency","1991","(1a) inadequately completed","in school","","","",""
"Complete transfer dependency","1991","(1a) inadequately completed","inadequately","10","","",""
"Complete transfer dependency","1991","(1a) inadequately completed","general elemantary","","","",""
"Complete transfer dependency","1991","(1a) inadequately completed","middle vocational","","","",""
"Complete transfer dependency","1991","(1a) inadequately completed","vocational + Abi","","","",""
"Complete transfer dependency","1991","(1a) inadequately completed","higher vocational","","","",""
"Complete transfer dependency","1991","(1a) inadequately completed","higher education","","","",""
"Complete transfer dependency","1991","(1b) general elementary school","in school","","","",""
"Complete transfer dependency","1991","(1b) general elementary school","inadequately","1","","",""
"Complete transfer dependency","1991","(1b) general elementary school","general elemantary","18","","",""
"Complete transfer dependency","1991","(1b) general elementary school","middle vocational","","","",""
"Complete transfer dependency","1991","(1b) general elementary school","vocational + Abi","","","",""
"Complete transfer dependency","1991","(1b) general elementary school","higher vocational","","","",""
"Complete transfer dependency","1991","(1b) general elementary school","higher education","","","",""
"Complete transfer dependency","1991","(1c) basic vocational qualification","in school","","","",""
"Complete transfer dependency","1991","(1c) basic vocational qualification","inadequately","","","",""
"Complete transfer dependency","1991","(1c) basic vocational qualification","general elemantary","","","",""
"Complete transfer dependency","1991","(1c) basic vocational qualification","middle vocational","12","","",""
"Complete transfer dependency","1991","(1c) basic vocational qualification","vocational + Abi","","","",""
"Complete transfer dependency","1991","(1c) basic vocational qualification","higher vocational","2","","",""
"Complete transfer dependency","1991","(1c) basic vocational qualification","higher education","","","",""
"Complete transfer dependency","1991","(2b) intermediate general qualification","in school","","","",""
"Complete transfer dependency","1991","(2b) intermediate general qualification","inadequately","","","",""
"Complete transfer dependency","1991","(2b) intermediate general qualification","general elemantary","3","","",""
"Complete transfer dependency","1991","(2b) intermediate general qualification","middle vocational","","","",""
"Complete transfer dependency","1991","(2b) intermediate general qualification","vocational + Abi","","","",""
"Complete transfer dependency","1991","(2b) intermediate general qualification","higher vocational","","","",""
"Complete transfer dependency","1991","(2b) intermediate general qualification","higher education","","","",""
"Complete transfer dependency","1991","(2a) intermediate vocational","in school","","","",""
"Complete transfer dependency","1991","(2a) intermediate vocational","inadequately","","","",""
"Complete transfer dependency","1991","(2a) intermediate vocational","general elemantary","","","",""
"Complete transfer dependency","1991","(2a) intermediate vocational","middle vocational","2","","",""
"Complete transfer dependency","1991","(2a) intermediate vocational","vocational + Abi","","","",""
"Complete transfer dependency","1991","(2a) intermediate vocational","higher vocational","","","",""
"Complete transfer dependency","1991","(2a) intermediate vocational","higher education","","","",""
"Complete transfer dependency","1991","(2c_gen) general maturity certificate","in school","","","",""
"Complete transfer dependency","1991","(2c_gen) general maturity certificate","inadequately","","","",""
"Complete transfer dependency","1991","(2c_gen) general maturity certificate","general elemantary","","","",""
"Complete transfer dependency","1991","(2c_gen) general maturity certificate","middle vocational","3","","",""
"Complete transfer dependency","1991","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Complete transfer dependency","1991","(2c_gen) general maturity certificate","higher vocational","","","",""
"Complete transfer dependency","1991","(2c_gen) general maturity certificate","higher education","","","",""
"Complete transfer dependency","1991","(2c_voc) vocational maturity certificate","in school","","","",""
"Complete transfer dependency","1991","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Complete transfer dependency","1991","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Complete transfer dependency","1991","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Complete transfer dependency","1991","(2c_voc) vocational maturity certificate","vocational + Abi","2","","",""
"Complete transfer dependency","1991","(2c_voc) vocational maturity certificate","higher vocational","1","","",""
"Complete transfer dependency","1991","(2c_voc) vocational maturity certificate","higher education","","","",""
"Complete transfer dependency","1991","(3a) lower tertiary education","in school","","","",""
"Complete transfer dependency","1991","(3a) lower tertiary education","inadequately","","","",""
"Complete transfer dependency","1991","(3a) lower tertiary education","general elemantary","","","",""
"Complete transfer dependency","1991","(3a) lower tertiary education","middle vocational","","","",""
"Complete transfer dependency","1991","(3a) lower tertiary education","vocational + Abi","","","",""
"Complete transfer dependency","1991","(3a) lower tertiary education","higher vocational","","","",""
"Complete transfer dependency","1991","(3a) lower tertiary education","higher education","","","",""
"Complete transfer dependency","1991","(3b) higher tertiary education","in school","","","",""
"Complete transfer dependency","1991","(3b) higher tertiary education","inadequately","","","",""
"Complete transfer dependency","1991","(3b) higher tertiary education","general elemantary","","","",""
"Complete transfer dependency","1991","(3b) higher tertiary education","middle vocational","","","",""
"Complete transfer dependency","1991","(3b) higher tertiary education","vocational + Abi","","","",""
"Complete transfer dependency","1991","(3b) higher tertiary education","higher vocational","","","",""
"Complete transfer dependency","1991","(3b) higher tertiary education","higher education","1","","",""
"No transfer dependency","1992","(0) in school","in school","8","","",""
"No transfer dependency","1992","(0) in school","inadequately","","","",""
"No transfer dependency","1992","(0) in school","general elemantary","","","",""
"No transfer dependency","1992","(0) in school","middle vocational","","","",""
"No transfer dependency","1992","(0) in school","vocational + Abi","","","",""
"No transfer dependency","1992","(0) in school","higher vocational","","","",""
"No transfer dependency","1992","(0) in school","higher education","","","",""
"No transfer dependency","1992","(1a) inadequately completed","in school","","","",""
"No transfer dependency","1992","(1a) inadequately completed","inadequately","151","0.307582807047481","0.269428384701143","0.34573722939382"
"No transfer dependency","1992","(1a) inadequately completed","general elemantary","","","",""
"No transfer dependency","1992","(1a) inadequately completed","middle vocational","22","","",""
"No transfer dependency","1992","(1a) inadequately completed","vocational + Abi","","","",""
"No transfer dependency","1992","(1a) inadequately completed","higher vocational","","","",""
"No transfer dependency","1992","(1a) inadequately completed","higher education","","","",""
"No transfer dependency","1992","(1b) general elementary school","in school","","","",""
"No transfer dependency","1992","(1b) general elementary school","inadequately","6","","",""
"No transfer dependency","1992","(1b) general elementary school","general elemantary","1026","0.604375834214823","0.583629286714505","0.625122381715141"
"No transfer dependency","1992","(1b) general elementary school","middle vocational","","","",""
"No transfer dependency","1992","(1b) general elementary school","vocational + Abi","","","",""
"No transfer dependency","1992","(1b) general elementary school","higher vocational","","","",""
"No transfer dependency","1992","(1b) general elementary school","higher education","","","",""
"No transfer dependency","1992","(1c) basic vocational qualification","in school","","","",""
"No transfer dependency","1992","(1c) basic vocational qualification","inadequately","","","",""
"No transfer dependency","1992","(1c) basic vocational qualification","general elemantary","","","",""
"No transfer dependency","1992","(1c) basic vocational qualification","middle vocational","1855","0.574834902143872","0.558999447435346","0.590670356852397"
"No transfer dependency","1992","(1c) basic vocational qualification","vocational + Abi","","","",""
"No transfer dependency","1992","(1c) basic vocational qualification","higher vocational","157","0.612891356980649","0.556733910472075","0.669048803489222"
"No transfer dependency","1992","(1c) basic vocational qualification","higher education","","","",""
"No transfer dependency","1992","(2b) intermediate general qualification","in school","","","",""
"No transfer dependency","1992","(2b) intermediate general qualification","inadequately","","","",""
"No transfer dependency","1992","(2b) intermediate general qualification","general elemantary","166","0.429292787243925","0.386079600010667","0.472505974477184"
"No transfer dependency","1992","(2b) intermediate general qualification","middle vocational","","","",""
"No transfer dependency","1992","(2b) intermediate general qualification","vocational + Abi","","","",""
"No transfer dependency","1992","(2b) intermediate general qualification","higher vocational","","","",""
"No transfer dependency","1992","(2b) intermediate general qualification","higher education","","","",""
"No transfer dependency","1992","(2a) intermediate vocational","in school","","","",""
"No transfer dependency","1992","(2a) intermediate vocational","inadequately","","","",""
"No transfer dependency","1992","(2a) intermediate vocational","general elemantary","","","",""
"No transfer dependency","1992","(2a) intermediate vocational","middle vocational","734","0.462381315197674","0.441242378171872","0.483520252223477"
"No transfer dependency","1992","(2a) intermediate vocational","vocational + Abi","","","",""
"No transfer dependency","1992","(2a) intermediate vocational","higher vocational","97","0.432322616105193","0.375981604531015","0.48866362767937"
"No transfer dependency","1992","(2a) intermediate vocational","higher education","","","",""
"No transfer dependency","1992","(2c_gen) general maturity certificate","in school","","","",""
"No transfer dependency","1992","(2c_gen) general maturity certificate","inadequately","","","",""
"No transfer dependency","1992","(2c_gen) general maturity certificate","general elemantary","","","",""
"No transfer dependency","1992","(2c_gen) general maturity certificate","middle vocational","97","0.417134760537645","0.363853755180442","0.470415765894847"
"No transfer dependency","1992","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"No transfer dependency","1992","(2c_gen) general maturity certificate","higher vocational","","","",""
"No transfer dependency","1992","(2c_gen) general maturity certificate","higher education","","","",""
"No transfer dependency","1992","(2c_voc) vocational maturity certificate","in school","","","",""
"No transfer dependency","1992","(2c_voc) vocational maturity certificate","inadequately","","","",""
"No transfer dependency","1992","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"No transfer dependency","1992","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"No transfer dependency","1992","(2c_voc) vocational maturity certificate","vocational + Abi","149","0.504168221521426","0.452520430254342","0.55581601278851"
"No transfer dependency","1992","(2c_voc) vocational maturity certificate","higher vocational","71","0.655021342827935","0.571688360685104","0.738354324970766"
"No transfer dependency","1992","(2c_voc) vocational maturity certificate","higher education","","","",""
"No transfer dependency","1992","(3a) lower tertiary education","in school","","","",""
"No transfer dependency","1992","(3a) lower tertiary education","inadequately","","","",""
"No transfer dependency","1992","(3a) lower tertiary education","general elemantary","","","",""
"No transfer dependency","1992","(3a) lower tertiary education","middle vocational","","","",""
"No transfer dependency","1992","(3a) lower tertiary education","vocational + Abi","","","",""
"No transfer dependency","1992","(3a) lower tertiary education","higher vocational","","","",""
"No transfer dependency","1992","(3a) lower tertiary education","higher education","268","0.452087418788313","0.417833953736398","0.486340883840228"
"No transfer dependency","1992","(3b) higher tertiary education","in school","","","",""
"No transfer dependency","1992","(3b) higher tertiary education","inadequately","","","",""
"No transfer dependency","1992","(3b) higher tertiary education","general elemantary","","","",""
"No transfer dependency","1992","(3b) higher tertiary education","middle vocational","","","",""
"No transfer dependency","1992","(3b) higher tertiary education","vocational + Abi","","","",""
"No transfer dependency","1992","(3b) higher tertiary education","higher vocational","","","",""
"No transfer dependency","1992","(3b) higher tertiary education","higher education","266","0.478715945866542","0.442048598471747","0.515383293261336"
"Very low transfer dependency","1992","(0) in school","in school","112","0.88471467871358","0.829603225942147","0.939826131485012"
"Very low transfer dependency","1992","(0) in school","inadequately","","","",""
"Very low transfer dependency","1992","(0) in school","general elemantary","","","",""
"Very low transfer dependency","1992","(0) in school","middle vocational","2","","",""
"Very low transfer dependency","1992","(0) in school","vocational + Abi","","","",""
"Very low transfer dependency","1992","(0) in school","higher vocational","","","",""
"Very low transfer dependency","1992","(0) in school","higher education","","","",""
"Very low transfer dependency","1992","(1a) inadequately completed","in school","39","0.928450581931674","0.851414122855957","1.00548704100739"
"Very low transfer dependency","1992","(1a) inadequately completed","inadequately","349","0.583757599145073","0.543003681291685","0.624511516998461"
"Very low transfer dependency","1992","(1a) inadequately completed","general elemantary","","","",""
"Very low transfer dependency","1992","(1a) inadequately completed","middle vocational","41","0.416347428893929","0.300868109377344","0.531826748410514"
"Very low transfer dependency","1992","(1a) inadequately completed","vocational + Abi","","","",""
"Very low transfer dependency","1992","(1a) inadequately completed","higher vocational","3","","",""
"Very low transfer dependency","1992","(1a) inadequately completed","higher education","","","",""
"Very low transfer dependency","1992","(1b) general elementary school","in school","","","",""
"Very low transfer dependency","1992","(1b) general elementary school","inadequately","11","","",""
"Very low transfer dependency","1992","(1b) general elementary school","general elemantary","953","0.335871470086961","0.315833048489923","0.355909891683998"
"Very low transfer dependency","1992","(1b) general elementary school","middle vocational","","","",""
"Very low transfer dependency","1992","(1b) general elementary school","vocational + Abi","","","",""
"Very low transfer dependency","1992","(1b) general elementary school","higher vocational","","","",""
"Very low transfer dependency","1992","(1b) general elementary school","higher education","","","",""
"Very low transfer dependency","1992","(1c) basic vocational qualification","in school","","","",""
"Very low transfer dependency","1992","(1c) basic vocational qualification","inadequately","","","",""
"Very low transfer dependency","1992","(1c) basic vocational qualification","general elemantary","","","",""
"Very low transfer dependency","1992","(1c) basic vocational qualification","middle vocational","1667","0.375383426710774","0.359872974143491","0.390893879278056"
"Very low transfer dependency","1992","(1c) basic vocational qualification","vocational + Abi","","","",""
"Very low transfer dependency","1992","(1c) basic vocational qualification","higher vocational","124","0.362058144314119","0.306649327186135","0.417466961442102"
"Very low transfer dependency","1992","(1c) basic vocational qualification","higher education","","","",""
"Very low transfer dependency","1992","(2b) intermediate general qualification","in school","","","",""
"Very low transfer dependency","1992","(2b) intermediate general qualification","inadequately","","","",""
"Very low transfer dependency","1992","(2b) intermediate general qualification","general elemantary","290","0.488176063345203","0.444536403208137","0.531815723482269"
"Very low transfer dependency","1992","(2b) intermediate general qualification","middle vocational","","","",""
"Very low transfer dependency","1992","(2b) intermediate general qualification","vocational + Abi","","","",""
"Very low transfer dependency","1992","(2b) intermediate general qualification","higher vocational","","","",""
"Very low transfer dependency","1992","(2b) intermediate general qualification","higher education","","","",""
"Very low transfer dependency","1992","(2a) intermediate vocational","in school","","","",""
"Very low transfer dependency","1992","(2a) intermediate vocational","inadequately","","","",""
"Very low transfer dependency","1992","(2a) intermediate vocational","general elemantary","","","",""
"Very low transfer dependency","1992","(2a) intermediate vocational","middle vocational","1207","0.46952496642192","0.44836535687196","0.490684575971879"
"Very low transfer dependency","1992","(2a) intermediate vocational","vocational + Abi","","","",""
"Very low transfer dependency","1992","(2a) intermediate vocational","higher vocational","188","0.511975056871419","0.455127045426837","0.568823068316"
"Very low transfer dependency","1992","(2a) intermediate vocational","higher education","","","",""
"Very low transfer dependency","1992","(2c_gen) general maturity certificate","in school","","","",""
"Very low transfer dependency","1992","(2c_gen) general maturity certificate","inadequately","","","",""
"Very low transfer dependency","1992","(2c_gen) general maturity certificate","general elemantary","","","",""
"Very low transfer dependency","1992","(2c_gen) general maturity certificate","middle vocational","198","0.513489015787704","0.459480524444861","0.567497507130547"
"Very low transfer dependency","1992","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Very low transfer dependency","1992","(2c_gen) general maturity certificate","higher vocational","","","",""
"Very low transfer dependency","1992","(2c_gen) general maturity certificate","higher education","","","",""
"Very low transfer dependency","1992","(2c_voc) vocational maturity certificate","in school","","","",""
"Very low transfer dependency","1992","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Very low transfer dependency","1992","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Very low transfer dependency","1992","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Very low transfer dependency","1992","(2c_voc) vocational maturity certificate","vocational + Abi","170","0.413807030421835","0.362930665255223","0.464683395588447"
"Very low transfer dependency","1992","(2c_voc) vocational maturity certificate","higher vocational","44","0.296010905827665","0.215985127615687","0.376036684039643"
"Very low transfer dependency","1992","(2c_voc) vocational maturity certificate","higher education","","","",""
"Very low transfer dependency","1992","(3a) lower tertiary education","in school","","","",""
"Very low transfer dependency","1992","(3a) lower tertiary education","inadequately","","","",""
"Very low transfer dependency","1992","(3a) lower tertiary education","general elemantary","","","",""
"Very low transfer dependency","1992","(3a) lower tertiary education","middle vocational","","","",""
"Very low transfer dependency","1992","(3a) lower tertiary education","vocational + Abi","","","",""
"Very low transfer dependency","1992","(3a) lower tertiary education","higher vocational","","","",""
"Very low transfer dependency","1992","(3a) lower tertiary education","higher education","476","0.486687840725236","0.452288217335168","0.521087464115304"
"Very low transfer dependency","1992","(3b) higher tertiary education","in school","","","",""
"Very low transfer dependency","1992","(3b) higher tertiary education","inadequately","","","",""
"Very low transfer dependency","1992","(3b) higher tertiary education","general elemantary","","","",""
"Very low transfer dependency","1992","(3b) higher tertiary education","middle vocational","","","",""
"Very low transfer dependency","1992","(3b) higher tertiary education","vocational + Abi","","","",""
"Very low transfer dependency","1992","(3b) higher tertiary education","higher vocational","","","",""
"Very low transfer dependency","1992","(3b) higher tertiary education","higher education","407","0.479767448470557","0.443096893991559","0.516438002949556"
"Low transfer dependency","1992","(0) in school","in school","5","","",""
"Low transfer dependency","1992","(0) in school","inadequately","","","",""
"Low transfer dependency","1992","(0) in school","general elemantary","","","",""
"Low transfer dependency","1992","(0) in school","middle vocational","1","","",""
"Low transfer dependency","1992","(0) in school","vocational + Abi","","","",""
"Low transfer dependency","1992","(0) in school","higher vocational","","","",""
"Low transfer dependency","1992","(0) in school","higher education","","","",""
"Low transfer dependency","1992","(1a) inadequately completed","in school","3","","",""
"Low transfer dependency","1992","(1a) inadequately completed","inadequately","40","0.0565378478107477","0.037443193037486","0.0756325025840095"
"Low transfer dependency","1992","(1a) inadequately completed","general elemantary","","","",""
"Low transfer dependency","1992","(1a) inadequately completed","middle vocational","6","","",""
"Low transfer dependency","1992","(1a) inadequately completed","vocational + Abi","","","",""
"Low transfer dependency","1992","(1a) inadequately completed","higher vocational","1","","",""
"Low transfer dependency","1992","(1a) inadequately completed","higher education","","","",""
"Low transfer dependency","1992","(1b) general elementary school","in school","","","",""
"Low transfer dependency","1992","(1b) general elementary school","inadequately","1","","",""
"Low transfer dependency","1992","(1b) general elementary school","general elemantary","82","0.028621235238763","0.0215468391379441","0.0356956313395819"
"Low transfer dependency","1992","(1b) general elementary school","middle vocational","","","",""
"Low transfer dependency","1992","(1b) general elementary school","vocational + Abi","","","",""
"Low transfer dependency","1992","(1b) general elementary school","higher vocational","","","",""
"Low transfer dependency","1992","(1b) general elementary school","higher education","","","",""
"Low transfer dependency","1992","(1c) basic vocational qualification","in school","","","",""
"Low transfer dependency","1992","(1c) basic vocational qualification","inadequately","","","",""
"Low transfer dependency","1992","(1c) basic vocational qualification","general elemantary","","","",""
"Low transfer dependency","1992","(1c) basic vocational qualification","middle vocational","149","0.0265676906248296","0.0214164723584158","0.0317189088912435"
"Low transfer dependency","1992","(1c) basic vocational qualification","vocational + Abi","","","",""
"Low transfer dependency","1992","(1c) basic vocational qualification","higher vocational","4","","",""
"Low transfer dependency","1992","(1c) basic vocational qualification","higher education","","","",""
"Low transfer dependency","1992","(2b) intermediate general qualification","in school","","","",""
"Low transfer dependency","1992","(2b) intermediate general qualification","inadequately","","","",""
"Low transfer dependency","1992","(2b) intermediate general qualification","general elemantary","34","0.0510828341389512","0.0318614584801567","0.0703042097977456"
"Low transfer dependency","1992","(2b) intermediate general qualification","middle vocational","","","",""
"Low transfer dependency","1992","(2b) intermediate general qualification","vocational + Abi","","","",""
"Low transfer dependency","1992","(2b) intermediate general qualification","higher vocational","","","",""
"Low transfer dependency","1992","(2b) intermediate general qualification","higher education","","","",""
"Low transfer dependency","1992","(2a) intermediate vocational","in school","","","",""
"Low transfer dependency","1992","(2a) intermediate vocational","inadequately","","","",""
"Low transfer dependency","1992","(2a) intermediate vocational","general elemantary","","","",""
"Low transfer dependency","1992","(2a) intermediate vocational","middle vocational","164","0.0529386321451406","0.0434452437659429","0.0624320205243383"
"Low transfer dependency","1992","(2a) intermediate vocational","vocational + Abi","","","",""
"Low transfer dependency","1992","(2a) intermediate vocational","higher vocational","9","","",""
"Low transfer dependency","1992","(2a) intermediate vocational","higher education","","","",""
"Low transfer dependency","1992","(2c_gen) general maturity certificate","in school","","","",""
"Low transfer dependency","1992","(2c_gen) general maturity certificate","inadequately","","","",""
"Low transfer dependency","1992","(2c_gen) general maturity certificate","general elemantary","","","",""
"Low transfer dependency","1992","(2c_gen) general maturity certificate","middle vocational","21","","",""
