"transab_cat","year","age_gr","n","percent","lower_confidence","upper_confidence"
"No transfer dependency","2002","16-34 y.","1558","0.304056104723862","0.292456113739639","0.315656095708085"
"No transfer dependency","2002","35-65 y.","4600","0.411598789153092","0.403168313259897","0.420029265046286"
"No transfer dependency","2002","66 and older","3104","0.866820628234332","0.855760066464878","0.877881190003785"
"Very low transfer dependency","2002","16-34 y.","3611","0.533676163573465","0.521096286897924","0.546256040249007"
"Very low transfer dependency","2002","35-65 y.","7209","0.475900176397768","0.467344719505325","0.484455633290211"
"Very low transfer dependency","2002","66 and older","430","0.105594425509729","0.0955902378402122","0.115598613179247"
"Low transfer dependency","2002","16-34 y.","520","0.0875332485756214","0.0804065445844063","0.0946599525668364"
"Low transfer dependency","2002","35-65 y.","747","0.0602709565175515","0.0561940229535444","0.0643478900815587"
"Low transfer dependency","2002","66 and older","60","0.0165498568101441","0.0123968047058268","0.0207029089144614"
"High transfer dependency","2002","16-34 y.","185","0.0407951943348407","0.0358068795765169","0.0457835090931645"
"High transfer dependency","2002","35-65 y.","251","0.0233676546694268","0.0207797314775743","0.0259555778612793"
"High transfer dependency","2002","66 and older","23","","",""
"Very high transfer dependency","2002","16-34 y.","102","0.0202734916410512","0.0167195492901853","0.023827433991917"
"Very high transfer dependency","2002","35-65 y.","139","0.0123793689658615","0.0104851830715636","0.0142735548601594"
"Very high transfer dependency","2002","66 and older","2","","",""
"Complete transfer dependency","2002","16-34 y.","65","0.0136657971511591","0.0107381198552472","0.016593474447071"
"Complete transfer dependency","2002","35-65 y.","144","0.0164830542963002","0.0143018917284942","0.0186642168641063"
"Complete transfer dependency","2002","66 and older","6","","",""
"No transfer dependency","2003","16-34 y.","1403","0.280087303470241","0.268483842876531","0.291690764063951"
"No transfer dependency","2003","35-65 y.","4327","0.405293275949134","0.396683623694419","0.413902928203849"
"No transfer dependency","2003","66 and older","3136","0.854831502855221","0.843473098655115","0.866189907055327"
"Very low transfer dependency","2003","16-34 y.","3400","0.541445222180364","0.528569435339389","0.55432100902134"
"Very low transfer dependency","2003","35-65 y.","6838","0.475784475567766","0.467026382425269","0.484542568710264"
"Very low transfer dependency","2003","66 and older","462","0.114392002733692","0.104129353953266","0.124654651514118"
"Low transfer dependency","2003","16-34 y.","538","0.0906106307246674","0.0831929964406248","0.09802826500871"
"Low transfer dependency","2003","35-65 y.","791","0.0634285739940273","0.0591542994665958","0.0677028485214587"
"Low transfer dependency","2003","66 and older","76","0.0228140562934477","0.0179997831184014","0.027628329468494"
"High transfer dependency","2003","16-34 y.","197","0.0370154981961596","0.0321368179790922","0.0418941784132269"
"High transfer dependency","2003","35-65 y.","226","0.0199125814024497","0.0174626965299353","0.022362466274964"
"High transfer dependency","2003","66 and older","15","","",""
"Very high transfer dependency","2003","16-34 y.","127","0.028805542646526","0.0244834703009235","0.0331276149921286"
"Very high transfer dependency","2003","35-65 y.","163","0.0176491070174009","0.0153399993825771","0.0199582146522247"
"Very high transfer dependency","2003","66 and older","2","","",""
"Complete transfer dependency","2003","16-34 y.","88","0.0220358027820414","0.0182424186751318","0.025829186888951"
"Complete transfer dependency","2003","35-65 y.","146","0.0179319860692218","0.0156047820067204","0.0202591901317233"
"Complete transfer dependency","2003","66 and older","4","","",""
"No transfer dependency","2004","16-34 y.","1327","0.272074117866414","0.260318197786381","0.283830037946447"
"No transfer dependency","2004","35-65 y.","4052","0.395826049596115","0.38709239722061","0.404559701971621"
"No transfer dependency","2004","66 and older","3204","0.846040222447874","0.834574198568973","0.857506246326776"
"Very low transfer dependency","2004","16-34 y.","3211","0.530806069256137","0.517623090197996","0.543989048314278"
"Very low transfer dependency","2004","35-65 y.","6680","0.481549400811154","0.47262586786599","0.490472933756318"
"Very low transfer dependency","2004","66 and older","505","0.124686878034429","0.114191313723199","0.13518244234566"
"Low transfer dependency","2004","16-34 y.","562","0.10893330143978","0.100703206047595","0.117163396831965"
"Low transfer dependency","2004","35-65 y.","749","0.062888205966436","0.0585526677147012","0.0672237442181708"
"Low transfer dependency","2004","66 and older","77","0.0222078061087445","0.0175262545525193","0.0268893576649696"
"High transfer dependency","2004","16-34 y.","189","0.0378562096376582","0.0328147303881965","0.0428976888871198"
"High transfer dependency","2004","35-65 y.","236","0.0221564263213509","0.0195276885398548","0.024785164102847"
"High transfer dependency","2004","66 and older","15","","",""
"Very high transfer dependency","2004","16-34 y.","149","0.0340225800978973","0.0292336715965934","0.0388114885992012"
"Very high transfer dependency","2004","35-65 y.","181","0.0198455404857674","0.0173547256526793","0.0223363553188555"
"Very high transfer dependency","2004","66 and older","3","","",""
"Complete transfer dependency","2004","16-34 y.","67","0.0163077217021137","0.0129619546025008","0.0196534888017266"
"Complete transfer dependency","2004","35-65 y.","146","0.0177343768191768","0.0153772380218267","0.0200915156165268"
"Complete transfer dependency","2004","66 and older","2","","",""
"No transfer dependency","2005","16-34 y.","1247","0.264953977436244","0.252970807531874","0.276937147340614"
"No transfer dependency","2005","35-65 y.","3918","0.385857979592117","0.376943055465866","0.394772903718368"
"No transfer dependency","2005","66 and older","3218","0.84947879602901","0.838114041977179","0.86084355008084"
"Very low transfer dependency","2005","16-34 y.","2968","0.525679018141283","0.51212007876207","0.539237957520495"
"Very low transfer dependency","2005","35-65 y.","6218","0.484647735659137","0.47549534203447","0.493800129283803"
"Very low transfer dependency","2005","66 and older","476","0.11803611225552","0.107781534599105","0.128290689911935"
"Low transfer dependency","2005","16-34 y.","553","0.111471143295798","0.102925471180565","0.120016815411032"
"Low transfer dependency","2005","35-65 y.","754","0.0665087490280927","0.0619456066766386","0.0710718913795469"
"Low transfer dependency","2005","66 and older","81","0.0242635044149141","0.0193732892693107","0.0291537195605174"
"High transfer dependency","2005","16-34 y.","198","0.0427098538182072","0.0372193137386122","0.0482003938978022"
"High transfer dependency","2005","35-65 y.","251","0.0242959871775005","0.0214763331594549","0.0271156411955461"
"High transfer dependency","2005","66 and older","21","","",""
"Very high transfer dependency","2005","16-34 y.","164","0.0387461533081033","0.0335057758357192","0.0439865307804874"
"Very high transfer dependency","2005","35-65 y.","174","0.0210863158136561","0.018455187338295","0.0237174442890172"
"Very high transfer dependency","2005","66 and older","7","","",""
"Complete transfer dependency","2005","16-34 y.","80","0.0164398540003644","0.0129869963923042","0.0198927116084247"
"Complete transfer dependency","2005","35-65 y.","139","0.0176032327294969","0.0151949405279834","0.0200115249310104"
"Complete transfer dependency","2005","66 and older","","","",""
"No transfer dependency","2006","16-34 y.","1223","0.264097950062016","0.252252706830111","0.275943193293922"
"No transfer dependency","2006","35-65 y.","4353","0.391700463206726","0.383048315591848","0.400352610821604"
"No transfer dependency","2006","66 and older","3858","0.856703158901673","0.84643639455812","0.866969923245226"
"Very low transfer dependency","2006","16-34 y.","3020","0.504452857456897","0.491018891516524","0.517886823397271"
"Very low transfer dependency","2006","35-65 y.","6470","0.476473856741661","0.467621134052608","0.485326579430715"
"Very low transfer dependency","2006","66 and older","501","0.109260794030853","0.100119502459945","0.118402085601762"
"Low transfer dependency","2006","16-34 y.","530","0.109978391832001","0.10157208148603","0.118384702177972"
"Low transfer dependency","2006","35-65 y.","742","0.0615531811141074","0.0572930965564798","0.065813265671735"
"Low transfer dependency","2006","66 and older","82","0.0220217964355887","0.0177215726121067","0.0263220202590708"
"High transfer dependency","2006","16-34 y.","265","0.0553158620298268","0.0491737233833224","0.0614580006763312"
"High transfer dependency","2006","35-65 y.","274","0.0261403561863579","0.0233122737149201","0.0289684386577957"
"High transfer dependency","2006","66 and older","19","","",""
"Very high transfer dependency","2006","16-34 y.","193","0.0444946171036132","0.0389544639905494","0.050034770216677"
"Very high transfer dependency","2006","35-65 y.","227","0.0236681993726323","0.0209737535105886","0.026362645234676"
"Very high transfer dependency","2006","66 and older","8","","",""
"Complete transfer dependency","2006","16-34 y.","90","0.0216603215156459","0.0177489529178245","0.0255716901134674"
"Complete transfer dependency","2006","35-65 y.","161","0.0204639433785146","0.0179544097996526","0.0229734769573767"
"Complete transfer dependency","2006","66 and older","6","","",""
"No transfer dependency","2007","16-34 y.","1170","0.271837550762669","0.259468431972103","0.284206669553235"
"No transfer dependency","2007","35-65 y.","3988","0.389520295619173","0.380536416351418","0.398504174886927"
"No transfer dependency","2007","66 and older","3786","0.856784351662526","0.84642345428513","0.867145249039922"
"Very low transfer dependency","2007","16-34 y.","2837","0.502996757819121","0.489096204099623","0.516897311538619"
"Very low transfer dependency","2007","35-65 y.","6038","0.478604354114438","0.469401230213837","0.487807478015039"
"Very low transfer dependency","2007","66 and older","481","0.110925325016971","0.101636712478769","0.120213937555173"
"Low transfer dependency","2007","16-34 y.","499","0.104661629224052","0.0961510868057592","0.113172171642345"
"Low transfer dependency","2007","35-65 y.","649","0.0610427570520586","0.0566321006706879","0.0654534134334294"
"Low transfer dependency","2007","66 and older","89","0.022051678231543","0.0177081249954081","0.026395231467678"
"High transfer dependency","2007","16-34 y.","205","0.0540227656492082","0.0477378616835415","0.060307669614875"
"High transfer dependency","2007","35-65 y.","256","0.0261981790939814","0.0232555597151631","0.0291407984727998"
"High transfer dependency","2007","66 and older","27","","",""
"Very high transfer dependency","2007","16-34 y.","171","0.0420764926556542","0.0364949393360366","0.0476580459752718"
"Very high transfer dependency","2007","35-65 y.","225","0.0250222729296201","0.0221447156856829","0.0278998301735573"
"Very high transfer dependency","2007","66 and older","6","","",""
"Complete transfer dependency","2007","16-34 y.","88","0.024404803889295","0.0201149511482447","0.0286946566303454"
"Complete transfer dependency","2007","35-65 y.","162","0.0196121411907292","0.0170575305669583","0.0221667518145001"
"Complete transfer dependency","2007","66 and older","2","","",""
"No transfer dependency","2008","16-34 y.","1120","0.276759293626846","0.263726564127614","0.289792023126079"
"No transfer dependency","2008","35-65 y.","3769","0.398766606595818","0.389420151451675","0.408113061739962"
"No transfer dependency","2008","66 and older","3741","0.861160552242633","0.850867313577704","0.871453790907563"
"Very low transfer dependency","2008","16-34 y.","2589","0.521054296320222","0.506502135845568","0.535606456794877"
"Very low transfer dependency","2008","35-65 y.","5688","0.478463595080084","0.468928330419357","0.48799885974081"
"Very low transfer dependency","2008","66 and older","471","0.102709619666952","0.0936725921113787","0.111746647222526"
"Low transfer dependency","2008","16-34 y.","430","0.101709711814889","0.0929046500280989","0.11051477360168"
"Low transfer dependency","2008","35-65 y.","534","0.0525893237078572","0.0483285946512386","0.0568500527644758"
"Low transfer dependency","2008","66 and older","96","0.0258069393728543","0.0210869142879523","0.0305269644577562"
"High transfer dependency","2008","16-34 y.","166","0.0444838636443422","0.038478170935871","0.0504895563528134"
"High transfer dependency","2008","35-65 y.","209","0.025590223646791","0.0225760112976595","0.0286044359959225"
"High transfer dependency","2008","66 and older","19","","",""
"Very high transfer dependency","2008","16-34 y.","154","0.0353123917960871","0.0299358904247392","0.0406888931674351"
"Very high transfer dependency","2008","35-65 y.","197","0.0215098094373308","0.0187405572509188","0.0242790616237427"
"Very high transfer dependency","2008","66 and older","5","","",""
"Complete transfer dependency","2008","16-34 y.","68","0.0206804427976125","0.0165348659113423","0.0248260196838827"
"Complete transfer dependency","2008","35-65 y.","146","0.0230804415321189","0.0202141692339027","0.025946713830335"
"Complete transfer dependency","2008","66 and older","3","","",""
"No transfer dependency","2009","16-34 y.","1105","0.290835665018816","0.277066450063844","0.304604879973787"
"No transfer dependency","2009","35-65 y.","3685","0.417877399576097","0.408095039619348","0.427659759532846"
"No transfer dependency","2009","66 and older","3653","0.866369233605053","0.856077704800231","0.876660762409876"
"Very low transfer dependency","2009","16-34 y.","2366","0.520649962857585","0.505503500530299","0.535796425184871"
"Very low transfer dependency","2009","35-65 y.","5125","0.465779452075685","0.455885668084917","0.475673236066453"
"Very low transfer dependency","2009","66 and older","424","0.0981500611609738","0.0891511993843314","0.107148922937616"
"Low transfer dependency","2009","16-34 y.","379","0.0991959508170674","0.0901329077738876","0.108258993860247"
"Low transfer dependency","2009","35-65 y.","524","0.06004180985868","0.0553299417789413","0.0647536779384187"
"Low transfer dependency","2009","66 and older","99","0.0263753213264855","0.0215283570361589","0.0312222856168121"
"High transfer dependency","2009","16-34 y.","143","0.0320971932887654","0.0267532565438953","0.0374411300336356"
"High transfer dependency","2009","35-65 y.","182","0.0228013415343659","0.0198407151976745","0.0257619678710573"
"High transfer dependency","2009","66 and older","14","","",""
"Very high transfer dependency","2009","16-34 y.","120","0.035505155161559","0.0298945776290544","0.0411157326940635"
"Very high transfer dependency","2009","35-65 y.","143","0.0151922013768334","0.0127661607967572","0.0176182419569096"
"Very high transfer dependency","2009","66 and older","8","","",""
"Complete transfer dependency","2009","16-34 y.","66","0.021716072856207","0.0172969608466589","0.0261351848657551"
"Complete transfer dependency","2009","35-65 y.","106","0.0183077955783391","0.0156487996909538","0.0209667914657244"
"Complete transfer dependency","2009","66 and older","1","","",""
"No transfer dependency","2010","16-34 y.","1165","0.296508400649159","0.285607322070864","0.307409479227455"
"No transfer dependency","2010","35-65 y.","3367","0.404653358877631","0.396256982906447","0.413049734848815"
"No transfer dependency","2010","66 and older","3405","0.835052467647692","0.823632223713959","0.846472711581426"
"Very low transfer dependency","2010","16-34 y.","3620","0.504533381960448","0.492599721859791","0.516467042061105"
"Very low transfer dependency","2010","35-65 y.","7546","0.466838272009251","0.458303772490292","0.475372771528209"
"Very low transfer dependency","2010","66 and older","540","0.131937026097458","0.121523338412133","0.142350713782784"
"Low transfer dependency","2010","16-34 y.","920","0.0897354568502452","0.0829138393608468","0.0965570743396437"
"Low transfer dependency","2010","35-65 y.","1192","0.0630544241329726","0.0588964640791841","0.0672123841867611"
"Low transfer dependency","2010","66 and older","91","0.0256057382651477","0.0207452309958335","0.0304662455344619"
"High transfer dependency","2010","16-34 y.","446","0.0479129413732119","0.0428151006921047","0.0530107820543191"
"High transfer dependency","2010","35-65 y.","483","0.0257614827590242","0.0230513945645873","0.0284715709534612"
"High transfer dependency","2010","66 and older","16","","",""
"Very high transfer dependency","2010","16-34 y.","386","0.0390258184347557","0.0344035689697272","0.0436480678997841"
"Very high transfer dependency","2010","35-65 y.","336","0.0207588679523396","0.0183198668015861","0.0231978691030932"
"Very high transfer dependency","2010","66 and older","3","","",""
"Complete transfer dependency","2010","16-34 y.","206","0.0222840007321799","0.0187609049197084","0.0258070965446514"
"Complete transfer dependency","2010","35-65 y.","203","0.018933594268782","0.0166021175460597","0.0212650709915043"
"Complete transfer dependency","2010","66 and older","2","","",""
"No transfer dependency","2011","16-34 y.","1247","0.317616375082597","0.306846464322014","0.32838628584318"
"No transfer dependency","2011","35-65 y.","4572","0.437020506490792","0.429370785797771","0.444670227183814"
"No transfer dependency","2011","66 and older","4565","0.86773457573277","0.858517757385959","0.876951394079582"
"Very low transfer dependency","2011","16-34 y.","3728","0.475973417762395","0.464419896380498","0.487526939144292"
"Very low transfer dependency","2011","35-65 y.","8756","0.437167010699249","0.42951700346515","0.444817017933348"
"Very low transfer dependency","2011","66 and older","451","0.0899063011518268","0.0821240985834632","0.0976885037201904"
"Low transfer dependency","2011","16-34 y.","1063","0.0944910507211451","0.0877241769291129","0.101257924513177"
"Low transfer dependency","2011","35-65 y.","1481","0.0564502185462391","0.0528909266528031","0.0600095104396751"
"Low transfer dependency","2011","66 and older","116","0.0257802613460837","0.0214686805170449","0.0300918421751226"
"High transfer dependency","2011","16-34 y.","530","0.0563604877141413","0.0510254585965865","0.061695516831696"
"High transfer dependency","2011","35-65 y.","631","0.0316507398480774","0.0289507860773432","0.0343506936188115"
"High transfer dependency","2011","66 and older","46","0.0115665980037833","0.00865761663581528","0.0144755793717514"
"Very high transfer dependency","2011","16-34 y.","402","0.0316432271222726","0.0275936987561048","0.0356927554884404"
"Very high transfer dependency","2011","35-65 y.","421","0.0182177879427097","0.0161552412770584","0.0202803346083609"
"Very high transfer dependency","2011","66 and older","9","","",""
"Complete transfer dependency","2011","16-34 y.","208","0.0239154415974493","0.0203809310057144","0.0274499521891843"
"Complete transfer dependency","2011","35-65 y.","290","0.0194937364729327","0.0173615699806856","0.0216259029651797"
"Complete transfer dependency","2011","66 and older","3","","",""
"No transfer dependency","2012","16-34 y.","1270","0.324102299261705","0.312928530402222","0.335276068121188"
"No transfer dependency","2012","35-65 y.","4697","0.44512199970066","0.437394759272206","0.452849240129114"
"No transfer dependency","2012","66 and older","4635","0.87258701426063","0.863562414112988","0.881611614408271"
"Very low transfer dependency","2012","16-34 y.","3653","0.488182271157288","0.476248799466987","0.500115742847589"
"Very low transfer dependency","2012","35-65 y.","8659","0.432726526291664","0.425023007618614","0.440430044964714"
"Very low transfer dependency","2012","66 and older","446","0.0899193317084781","0.0821767957786647","0.0976618676382916"
"Low transfer dependency","2012","16-34 y.","837","0.088723428154633","0.0819351066600352","0.0955117496492308"
"Low transfer dependency","2012","35-65 y.","1285","0.0561840634728942","0.0526036237349814","0.059764503210807"
"Low transfer dependency","2012","66 and older","105","0.0183084894741277","0.0146799610914867","0.0219370178567687"
"High transfer dependency","2012","16-34 y.","489","0.0514083324468659","0.0461363427377511","0.0566803221559806"
"High transfer dependency","2012","35-65 y.","583","0.0271095950752344","0.0245844890516449","0.029634701098824"
"High transfer dependency","2012","66 and older","46","0.0155156981306979","0.0121706158253985","0.0188607804359973"
"Very high transfer dependency","2012","16-34 y.","319","0.027730385526314","0.0238103549625405","0.0316504160900875"
"Very high transfer dependency","2012","35-65 y.","389","0.018318243951623","0.0162332086057628","0.0204032792974832"
"Very high transfer dependency","2012","66 and older","11","","",""
"Complete transfer dependency","2012","16-34 y.","172","0.0198532834531941","0.0165230102792244","0.0231835566271638"
"Complete transfer dependency","2012","35-65 y.","277","0.0205395715079248","0.0183342329062173","0.0227449101096323"
"Complete transfer dependency","2012","66 and older","1","","",""
"No transfer dependency","2013","16-34 y.","1646","0.327677136753234","0.317550757730819","0.337803515775649"
"No transfer dependency","2013","35-65 y.","4982","0.452796301357686","0.44541952327685","0.460173079438521"
"No transfer dependency","2013","66 and older","4464","0.881003903443129","0.872113299355452","0.889894507530805"
"Very low transfer dependency","2013","16-34 y.","4389","0.474606699665355","0.463833334862627","0.485380064468083"
"Very low transfer dependency","2013","35-65 y.","9516","0.418950114649129","0.411638241677428","0.42626198762083"
"Very low transfer dependency","2013","66 and older","443","0.0849151238567234","0.0772609343698413","0.0925693133436055"
"Low transfer dependency","2013","16-34 y.","982","0.0904272111338347","0.0842397787411476","0.0966146435265218"
"Low transfer dependency","2013","35-65 y.","1373","0.0569625062724487","0.0535277193886586","0.0603972931562387"
"Low transfer dependency","2013","66 and older","122","0.0215568409373676","0.0175690135100159","0.0255446683647193"
"High transfer dependency","2013","16-34 y.","598","0.0499058242759729","0.0452079529981461","0.0546036955537998"
"High transfer dependency","2013","35-65 y.","744","0.0287523292719351","0.0262758067440377","0.0312288517998325"
"High transfer dependency","2013","66 and older","38","0.00720602889191153","0.00488354044677466","0.00952851733704839"
"Very high transfer dependency","2013","16-34 y.","400","0.0326414619871582","0.0288077392185098","0.0364751847558066"
"Very high transfer dependency","2013","35-65 y.","470","0.0187158140099483","0.016707449531608","0.0207241784882886"
"Very high transfer dependency","2013","66 and older","21","","",""
"Complete transfer dependency","2013","16-34 y.","238","0.0247416661844448","0.0213903417337511","0.0280929906351385"
"Complete transfer dependency","2013","35-65 y.","406","0.0238229344388532","0.0215629643097989","0.0260829045679076"
"Complete transfer dependency","2013","66 and older","7","","",""
"No transfer dependency","2014","16-34 y.","1372","0.323603643400776","0.312657032434825","0.334550254366726"
"No transfer dependency","2014","35-65 y.","4467","0.44814305572611","0.440273633500625","0.456012477951595"
"No transfer dependency","2014","66 and older","4357","0.880702277032546","0.871706980068184","0.889697573996909"
"Very low transfer dependency","2014","16-34 y.","3749","0.461842705201631","0.450177993413382","0.47350741698988"
"Very low transfer dependency","2014","35-65 y.","8361","0.421999412150966","0.414184190151697","0.429814634150236"
"Very low transfer dependency","2014","66 and older","453","0.0866191322496473","0.0788133265247495","0.0944249379745451"
"Low transfer dependency","2014","16-34 y.","870","0.0998129319156426","0.0927994748295076","0.106826389001778"
"Low transfer dependency","2014","35-65 y.","1205","0.0580826213303528","0.0543813513474845","0.0617838913132211"
"Low transfer dependency","2014","66 and older","108","0.0199800729573497","0.016096773727109","0.0238633721875904"
"High transfer dependency","2014","16-34 y.","512","0.054672950799036","0.0493537099850973","0.0599921916129748"
"High transfer dependency","2014","35-65 y.","585","0.0282315003733176","0.0256104845408887","0.0308525162057464"
"High transfer dependency","2014","66 and older","40","0.00860145418257205","0.00603877083080443","0.0111641375343397"
"Very high transfer dependency","2014","16-34 y.","337","0.0372250863781732","0.0327956079329344","0.041654564823412"
"Very high transfer dependency","2014","35-65 y.","422","0.0202573788611362","0.0180280769827297","0.0224866807395428"
"Very high transfer dependency","2014","66 and older","22","","",""
"Complete transfer dependency","2014","16-34 y.","177","0.0228426823047415","0.0193470306604533","0.0263383339490297"
"Complete transfer dependency","2014","35-65 y.","301","0.023286031558117","0.0208995795981395","0.0256724835180946"
"Complete transfer dependency","2014","66 and older","8","","",""
"No transfer dependency","2015","16-34 y.","1661","0.357036814491189","0.34590621253304","0.368167416449338"
"No transfer dependency","2015","35-65 y.","4549","0.462248071511207","0.454279479475448","0.470216663546966"
"No transfer dependency","2015","66 and older","4302","0.880347385137435","0.871307853911211","0.889386916363659"
"Very low transfer dependency","2015","16-34 y.","3619","0.446845371528113","0.435295663477392","0.458395079578834"
"Very low transfer dependency","2015","35-65 y.","8123","0.408521199096973","0.400664684139783","0.416377714054162"
"Very low transfer dependency","2015","66 and older","466","0.0862594396640965","0.0784400556688275","0.0940788236593654"
"Low transfer dependency","2015","16-34 y.","749","0.0795910756416698","0.0733033773164737","0.085878773966866"
"Low transfer dependency","2015","35-65 y.","1066","0.0566379967264205","0.0529435774408575","0.0603324160119835"
"Low transfer dependency","2015","66 and older","112","0.0212661870019393","0.0172479561533471","0.0252844178505315"
"High transfer dependency","2015","16-34 y.","504","0.0548203719070668","0.0495323010696593","0.0601084427444742"
"High transfer dependency","2015","35-65 y.","526","0.0256453369523367","0.0231188573892364","0.028171816515437"
"High transfer dependency","2015","66 and older","36","0.00691349597491956","0.00460568534116438","0.00922130660867473"
"Very high transfer dependency","2015","16-34 y.","339","0.031112400706875","0.0270789889515378","0.0351458124622122"
"Very high transfer dependency","2015","35-65 y.","393","0.021279345635486","0.0189728026008883","0.0235858886700837"
"Very high transfer dependency","2015","66 and older","24","","",""
"Complete transfer dependency","2015","16-34 y.","246","0.0305939657250866","0.0265932301644682","0.034594701285705"
"Complete transfer dependency","2015","35-65 y.","381","0.0256680500775768","0.0231404814179122","0.0281956187372414"
"Complete transfer dependency","2015","66 and older","12","","",""
"No transfer dependency","2016","16-34 y.","1342","0.342792118868918","0.330837879345262","0.354746358392574"
"No transfer dependency","2016","35-65 y.","4168","0.457219309448192","0.448894155562055","0.465544463334329"
"No transfer dependency","2016","66 and older","4159","0.882271149389794","0.873121308058891","0.891420990720698"
"Very low transfer dependency","2016","16-34 y.","3161","0.444057894570386","0.431544079310574","0.456571709830198"
"Very low transfer dependency","2016","35-65 y.","7488","0.423359109971713","0.415102058990657","0.431616160952769"
"Very low transfer dependency","2016","66 and older","430","0.0810117659522128","0.0732653627705315","0.0887581691338942"
"Low transfer dependency","2016","16-34 y.","739","0.104703700096651","0.0969925427099538","0.112414857483348"
"Low transfer dependency","2016","35-65 y.","1008","0.0534525157201583","0.0496935092659744","0.0572115221743422"
"Low transfer dependency","2016","66 and older","97","0.0217230022995379","0.0175843216440064","0.0258616829550694"
"High transfer dependency","2016","16-34 y.","346","0.0505319971298928","0.0450153074388746","0.056048686820911"
"High transfer dependency","2016","35-65 y.","447","0.0256437202453813","0.0230021193499941","0.0282853211407685"
"High transfer dependency","2016","66 and older","43","0.00842347968741751","0.00582882268028248","0.0110181366945525"
"Very high transfer dependency","2016","16-34 y.","302","0.0305817128335119","0.0262451897276689","0.0349182359393548"
"Very high transfer dependency","2016","35-65 y.","348","0.0193878106001718","0.0170835540984409","0.0216920671019028"
"Very high transfer dependency","2016","66 and older","29","","",""
"Complete transfer dependency","2016","16-34 y.","166","0.0273325765006406","0.0232260216376573","0.0314391313636239"
"Complete transfer dependency","2016","35-65 y.","296","0.0209375340143833","0.0185448477340374","0.0233302202947293"
"Complete transfer dependency","2016","66 and older","8","","",""
"No transfer dependency","2017","16-34 y.","1664","0.359201576743003","0.348540817712198","0.369862335773808"
"No transfer dependency","2017","35-65 y.","4903","0.457279834524004","0.449606628700171","0.464953040347836"
"No transfer dependency","2017","66 and older","4370","0.879640792203187","0.870647001075056","0.888634583331318"
"Very low transfer dependency","2017","16-34 y.","3481","0.437637926344908","0.426614317866813","0.448661534823002"
"Very low transfer dependency","2017","35-65 y.","8264","0.425927740453548","0.41831135197717","0.433544128929926"
"Very low transfer dependency","2017","66 and older","455","0.0839862196538347","0.0763195724846344","0.0916528668230349"
"Low transfer dependency","2017","16-34 y.","793","0.0887170671320138","0.0823989379855349","0.0950351962784928"
"Low transfer dependency","2017","35-65 y.","985","0.0465943551561525","0.0433479452437062","0.0498407650685988"
"Low transfer dependency","2017","66 and older","106","0.0236553546361021","0.0194547020719316","0.0278560072002725"
"High transfer dependency","2017","16-34 y.","463","0.0478772286004793","0.0431329599876797","0.0526214972132789"
"High transfer dependency","2017","35-65 y.","591","0.0287764113924238","0.0262014200622559","0.0313514027225917"
"High transfer dependency","2017","66 and older","45","0.0061738197443729","0.00400869638435789","0.00833894310438791"
"Very high transfer dependency","2017","16-34 y.","338","0.0306012559931635","0.0267740737336256","0.0344284382527014"
"Very high transfer dependency","2017","35-65 y.","435","0.0186544386304846","0.0165704280629189","0.0207384491980502"
"Very high transfer dependency","2017","66 and older","36","0.00576035941760925","0.00366855640159963","0.00785216243361886"
"Complete transfer dependency","2017","16-34 y.","1041","0.0359649451864323","0.0318273842112313","0.0401025061616334"
"Complete transfer dependency","2017","35-65 y.","1014","0.0227672198433872","0.0204697392202233","0.0250647004665511"
"Complete transfer dependency","2017","66 and older","16","","",""
"No transfer dependency","2018","16-34 y.","1700","0.361418726252597","0.351047139583916","0.371790312921278"
"No transfer dependency","2018","35-65 y.","4668","0.450898992794962","0.443174020464404","0.458623965125521"
"No transfer dependency","2018","66 and older","4382","0.879547340391236","0.870579029821825","0.888515650960647"
"Very low transfer dependency","2018","16-34 y.","3385","0.451805613229565","0.441061393309053","0.462549833150077"
"Very low transfer dependency","2018","35-65 y.","7751","0.427990862142924","0.420309293576434","0.435672430709414"
"Very low transfer dependency","2018","66 and older","423","0.0793970761867448","0.0719478482658202","0.0868463041076694"
"Low transfer dependency","2018","16-34 y.","772","0.0789172447862399","0.0730966539819313","0.0847378355905485"
"Low transfer dependency","2018","35-65 y.","984","0.0499516761164455","0.0465696336184222","0.0533337186144688"
"Low transfer dependency","2018","66 and older","130","0.0209599172690102","0.0170129106842105","0.0249069238538099"
"High transfer dependency","2018","16-34 y.","618","0.0444923551969836","0.0400410070054742","0.0489437033884929"
"High transfer dependency","2018","35-65 y.","660","0.0281110106790749","0.0255448860743514","0.0306771352837983"
"High transfer dependency","2018","66 and older","60","0.0129400963828641","0.00982613413322968","0.0160540586324985"
"Very high transfer dependency","2018","16-34 y.","465","0.027452167757978","0.0239245981431696","0.0309797373727864"
"Very high transfer dependency","2018","35-65 y.","556","0.019889864879418","0.0177222379577924","0.0220574918010437"
"Very high transfer dependency","2018","66 and older","40","0.00613164066279237","0.00398071395213434","0.00828256737345039"
"Complete transfer dependency","2018","16-34 y.","1302","0.0359138927766365","0.0318967160397151","0.0399310695135579"
"Complete transfer dependency","2018","35-65 y.","1319","0.0231575933871755","0.0208225758629574","0.0254926109113935"
"Complete transfer dependency","2018","66 and older","25","","",""
