"transab_cat","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Low transfer dependency","1991","college entrance qualification","Male","19","","",""
"Low transfer dependency","1991","college entrance qualification","Female","10","","",""
"Low transfer dependency","1991","Other degree","Male","29","","",""
"Low transfer dependency","1991","Other degree","Female","14","","",""
"Low transfer dependency","1991","no degree/no degree yet","Male","20","","",""
"Low transfer dependency","1991","no degree/no degree yet","Female","31","0.0887187815909711","0.0618750152353464","0.115562547946596"
"High transfer dependency","1991","lower secondary degree","Male","19","","",""
"High transfer dependency","1991","lower secondary degree","Female","30","0.0150176583883038","0.00992270115269773","0.0201126156239098"
"High transfer dependency","1991","secondary school degree","Male","3","","",""
"High transfer dependency","1991","secondary school degree","Female","10","","",""
"High transfer dependency","1991","college entrance qualification","Male","3","","",""
"High transfer dependency","1991","college entrance qualification","Female","1","","",""
"High transfer dependency","1991","Other degree","Male","7","","",""
"High transfer dependency","1991","Other degree","Female","8","","",""
"High transfer dependency","1991","no degree/no degree yet","Male","3","","",""
"High transfer dependency","1991","no degree/no degree yet","Female","4","","",""
"Very high transfer dependency","1991","lower secondary degree","Male","6","","",""
"Very high transfer dependency","1991","lower secondary degree","Female","13","","",""
"Very high transfer dependency","1991","secondary school degree","Male","4","","",""
"Very high transfer dependency","1991","secondary school degree","Female","1","","",""
"Very high transfer dependency","1991","college entrance qualification","Male","2","","",""
"Very high transfer dependency","1991","college entrance qualification","Female","2","","",""
"Very high transfer dependency","1991","Other degree","Male","5","","",""
"Very high transfer dependency","1991","Other degree","Female","2","","",""
"Very high transfer dependency","1991","no degree/no degree yet","Male","","","",""
"Very high transfer dependency","1991","no degree/no degree yet","Female","3","","",""
"Complete transfer dependency","1991","lower secondary degree","Male","11","","",""
"Complete transfer dependency","1991","lower secondary degree","Female","12","","",""
"Complete transfer dependency","1991","secondary school degree","Male","1","","",""
"Complete transfer dependency","1991","secondary school degree","Female","4","","",""
"Complete transfer dependency","1991","college entrance qualification","Male","2","","",""
"Complete transfer dependency","1991","college entrance qualification","Female","","","",""
"Complete transfer dependency","1991","Other degree","Male","9","","",""
"Complete transfer dependency","1991","Other degree","Female","6","","",""
"Complete transfer dependency","1991","no degree/no degree yet","Male","3","","",""
"Complete transfer dependency","1991","no degree/no degree yet","Female","8","","",""
"No transfer dependency","1992","lower secondary degree","Male","1306","0.576057760370104","0.557142248069901","0.594973272670307"
"No transfer dependency","1992","lower secondary degree","Female","1559","0.616072409200665","0.598414313801533","0.633730504599797"
"No transfer dependency","1992","secondary school degree","Male","496","0.457225645188492","0.431828446031233","0.482622844345751"
"No transfer dependency","1992","secondary school degree","Female","602","0.432266428059923","0.410136461080246","0.454396395039601"
"No transfer dependency","1992","college entrance qualification","Male","379","0.500035292960459","0.467848461405395","0.532222124515524"
"No transfer dependency","1992","college entrance qualification","Female","244","0.494762352082066","0.456296804641357","0.533227899522775"
"No transfer dependency","1992","Other degree","Male","181","0.363678731916215","0.323291228154186","0.404066235678244"
"No transfer dependency","1992","Other degree","Female","119","0.356736219645461","0.309435458169409","0.404036981121512"
"No transfer dependency","1992","no degree/no degree yet","Male","81","0.258100079635148","0.211790828029939","0.304409331240357"
"No transfer dependency","1992","no degree/no degree yet","Female","98","0.221359783492235","0.183128685924652","0.259590881059819"
"Very low transfer dependency","1992","lower secondary degree","Male","1163","0.372182798038493","0.353680464692088","0.390685131384898"
"Very low transfer dependency","1992","lower secondary degree","Female","1178","0.334300975581632","0.317172800265722","0.351429150897541"
"Very low transfer dependency","1992","secondary school degree","Male","849","0.474204534797237","0.448747832516281","0.499661237078193"
"Very low transfer dependency","1992","secondary school degree","Female","1151","0.495040064664179","0.472705301106641","0.517374828221716"
"Very low transfer dependency","1992","college entrance qualification","Male","483","0.451825704825706","0.419788617519374","0.483862792132039"
"Very low transfer dependency","1992","college entrance qualification","Female","355","0.451398266510416","0.413112770863682","0.48968376215715"
"Very low transfer dependency","1992","Other degree","Male","310","0.53282919910715","0.490941964103112","0.574716434111187"
"Very low transfer dependency","1992","Other degree","Female","241","0.561414015878929","0.512417073402151","0.610410958355707"
"Very low transfer dependency","1992","no degree/no degree yet","Male","232","0.682583746205746","0.633323839708901","0.731843652702591"
"Very low transfer dependency","1992","no degree/no degree yet","Female","302","0.66835300658629","0.624997928246872","0.711708084925708"
"Low transfer dependency","1992","lower secondary degree","Male","97","0.0281164344307359","0.0217891262339024","0.0344437426275694"
"Low transfer dependency","1992","lower secondary degree","Female","108","0.0235057250460915","0.0180049359529307","0.0290065141392522"
"Low transfer dependency","1992","secondary school degree","Male","113","0.0555329209077218","0.0438573118513463","0.0672085299640972"
"Low transfer dependency","1992","secondary school degree","Female","131","0.047476299939033","0.0379766182869619","0.0569759815911041"
"Low transfer dependency","1992","college entrance qualification","Male","45","0.0300425192964077","0.0190536566058538","0.0410313819869617"
"Low transfer dependency","1992","college entrance qualification","Female","38","0.0390621799378346","0.0241565057538394","0.0539678541218298"
"Low transfer dependency","1992","Other degree","Male","28","","",""
"Low transfer dependency","1992","Other degree","Female","16","","",""
"Low transfer dependency","1992","no degree/no degree yet","Male","24","","",""
"Low transfer dependency","1992","no degree/no degree yet","Female","32","0.0581248737458217","0.0365783771428553","0.0796713703487882"
"High transfer dependency","1992","lower secondary degree","Male","34","0.0114992336148846","0.00741834537687944","0.0155801218528898"
"High transfer dependency","1992","lower secondary degree","Female","37","0.0115179853385737","0.00764383951267469","0.0153921311644728"
"High transfer dependency","1992","secondary school degree","Male","14","","",""
"High transfer dependency","1992","secondary school degree","Female","26","","",""
"High transfer dependency","1992","college entrance qualification","Male","12","","",""
"High transfer dependency","1992","college entrance qualification","Female","8","","",""
"High transfer dependency","1992","Other degree","Male","10","","",""
"High transfer dependency","1992","Other degree","Female","9","","",""
"High transfer dependency","1992","no degree/no degree yet","Male","2","","",""
"High transfer dependency","1992","no degree/no degree yet","Female","10","","",""
"Very high transfer dependency","1992","lower secondary degree","Male","13","","",""
"Very high transfer dependency","1992","lower secondary degree","Female","20","","",""
"Very high transfer dependency","1992","secondary school degree","Male","5","","",""
"Very high transfer dependency","1992","secondary school degree","Female","13","","",""
"Very high transfer dependency","1992","college entrance qualification","Male","5","","",""
"Very high transfer dependency","1992","college entrance qualification","Female","2","","",""
"Very high transfer dependency","1992","Other degree","Male","7","","",""
"Very high transfer dependency","1992","Other degree","Female","4","","",""
"Very high transfer dependency","1992","no degree/no degree yet","Male","3","","",""
"Very high transfer dependency","1992","no degree/no degree yet","Female","6","","",""
"Complete transfer dependency","1992","lower secondary degree","Male","9","","",""
"Complete transfer dependency","1992","lower secondary degree","Female","12","","",""
"Complete transfer dependency","1992","secondary school degree","Male","1","","",""
"Complete transfer dependency","1992","secondary school degree","Female","2","","",""
"Complete transfer dependency","1992","college entrance qualification","Male","3","","",""
"Complete transfer dependency","1992","college entrance qualification","Female","2","","",""
"Complete transfer dependency","1992","Other degree","Male","9","","",""
"Complete transfer dependency","1992","Other degree","Female","5","","",""
"Complete transfer dependency","1992","no degree/no degree yet","Male","1","","",""
"Complete transfer dependency","1992","no degree/no degree yet","Female","5","","",""
"No transfer dependency","1993","lower secondary degree","Male","1304","0.580335628384617","0.561449644583635","0.5992216121856"
"No transfer dependency","1993","lower secondary degree","Female","1536","0.617590423295687","0.599887765942791","0.635293080648583"
"No transfer dependency","1993","secondary school degree","Male","488","0.439458841509182","0.414358710901843","0.464558972116521"
"No transfer dependency","1993","secondary school degree","Female","615","0.428195144486811","0.406125174491774","0.450265114481847"
"No transfer dependency","1993","college entrance qualification","Male","413","0.519394951210971","0.488050100303188","0.550739802118755"
"No transfer dependency","1993","college entrance qualification","Female","259","0.495444251886447","0.458272959174456","0.532615544598439"
"No transfer dependency","1993","Other degree","Male","161","0.307403387096694","0.26852180175627","0.346284972437118"
"No transfer dependency","1993","Other degree","Female","117","0.36754979238872","0.319451938434986","0.415647646342455"
"No transfer dependency","1993","no degree/no degree yet","Male","86","0.240205363864565","0.195385055544318","0.285025672184812"
"No transfer dependency","1993","no degree/no degree yet","Female","109","0.245917954695803","0.206693039369763","0.285142870021843"
"Very low transfer dependency","1993","lower secondary degree","Male","1117","0.357176277790938","0.338838943728176","0.3755136118537"
"Very low transfer dependency","1993","lower secondary degree","Female","1130","0.320720912935603","0.303718460490682","0.337723365380523"
"Very low transfer dependency","1993","secondary school degree","Male","827","0.467903752590527","0.442669730038718","0.493137775142336"
"Very low transfer dependency","1993","secondary school degree","Female","1087","0.480380958416347","0.458096998169162","0.502664918663533"
"Very low transfer dependency","1993","college entrance qualification","Male","499","0.440063377585899","0.408921109950436","0.471205645221362"
"Very low transfer dependency","1993","college entrance qualification","Female","388","0.458887295514717","0.421840335965491","0.495934255063943"
"Very low transfer dependency","1993","Other degree","Male","324","0.584456409021679","0.542929097538333","0.625983720505026"
"Very low transfer dependency","1993","Other degree","Female","234","0.551679126539075","0.502066502850027","0.601291750228122"
"Very low transfer dependency","1993","no degree/no degree yet","Male","226","0.660511703624278","0.610830965506762","0.710192441741795"
"Very low transfer dependency","1993","no degree/no degree yet","Female","299","0.639233343987703","0.59549115613531","0.682975531840096"
"Low transfer dependency","1993","lower secondary degree","Male","133","0.0349505251872516","0.0279222203769639","0.0419788299975393"
"Low transfer dependency","1993","lower secondary degree","Female","151","0.0346889909453316","0.0280231757333521","0.0413548061573111"
"Low transfer dependency","1993","secondary school degree","Male","148","0.0669146035949188","0.0542778861265321","0.0795513210633055"
"Low transfer dependency","1993","secondary school degree","Female","167","0.0585086701794823","0.0480403925931213","0.0689769477658433"
"Low transfer dependency","1993","college entrance qualification","Male","42","0.0264400533301585","0.0163745454147727","0.0365055612455444"
"Low transfer dependency","1993","college entrance qualification","Female","33","0.0308226358539719","0.0179729589549323","0.0436723127530116"
"Low transfer dependency","1993","Other degree","Male","30","0.0396250448270168","0.0231868261067283","0.0560632635473052"
"Low transfer dependency","1993","Other degree","Female","18","","",""
"Low transfer dependency","1993","no degree/no degree yet","Male","19","","",""
"Low transfer dependency","1993","no degree/no degree yet","Female","28","","",""
"High transfer dependency","1993","lower secondary degree","Male","41","0.0156229723062009","0.0108771495743591","0.0203687950380427"
"High transfer dependency","1993","lower secondary degree","Female","39","0.0109488095063468","0.00715813371357258","0.014739485299121"
"High transfer dependency","1993","secondary school degree","Male","27","","",""
"High transfer dependency","1993","secondary school degree","Female","29","","",""
"High transfer dependency","1993","college entrance qualification","Male","11","","",""
"High transfer dependency","1993","college entrance qualification","Female","11","","",""
"High transfer dependency","1993","Other degree","Male","14","","",""
"High transfer dependency","1993","Other degree","Female","9","","",""
"High transfer dependency","1993","no degree/no degree yet","Male","10","","",""
"High transfer dependency","1993","no degree/no degree yet","Female","14","","",""
"Very high transfer dependency","1993","lower secondary degree","Male","22","","",""
"Very high transfer dependency","1993","lower secondary degree","Female","23","","",""
"Very high transfer dependency","1993","secondary school degree","Male","9","","",""
"Very high transfer dependency","1993","secondary school degree","Female","24","","",""
"Very high transfer dependency","1993","college entrance qualification","Male","9","","",""
"Very high transfer dependency","1993","college entrance qualification","Female","2","","",""
"Very high transfer dependency","1993","Other degree","Male","6","","",""
"Very high transfer dependency","1993","Other degree","Female","4","","",""
"Very high transfer dependency","1993","no degree/no degree yet","Male","6","","",""
"Very high transfer dependency","1993","no degree/no degree yet","Female","8","","",""
"Complete transfer dependency","1993","lower secondary degree","Male","6","","",""
"Complete transfer dependency","1993","lower secondary degree","Female","16","","",""
"Complete transfer dependency","1993","secondary school degree","Male","3","","",""
"Complete transfer dependency","1993","secondary school degree","Female","9","","",""
"Complete transfer dependency","1993","college entrance qualification","Male","2","","",""
"Complete transfer dependency","1993","college entrance qualification","Female","2","","",""
"Complete transfer dependency","1993","Other degree","Male","6","","",""
"Complete transfer dependency","1993","Other degree","Female","4","","",""
"Complete transfer dependency","1993","no degree/no degree yet","Male","2","","",""
"Complete transfer dependency","1993","no degree/no degree yet","Female","5","","",""
"No transfer dependency","1994","lower secondary degree","Male","1259","0.577101314283417","0.557885404991457","0.596317223575378"
"No transfer dependency","1994","lower secondary degree","Female","1547","0.628026974262382","0.610207007704013","0.645846940820751"
"No transfer dependency","1994","secondary school degree","Male","513","0.461767108912519","0.43625598168355","0.487278236141488"
"No transfer dependency","1994","secondary school degree","Female","650","0.463932697666748","0.441520730119491","0.486344665214006"
"No transfer dependency","1994","college entrance qualification","Male","413","0.505606962519593","0.474415753387313","0.536798171651873"
"No transfer dependency","1994","college entrance qualification","Female","273","0.499709188469422","0.463085548099666","0.536332828839178"
"No transfer dependency","1994","Other degree","Male","152","0.320473370454303","0.2794876443047","0.361459096603906"
"No transfer dependency","1994","Other degree","Female","110","0.330815211760308","0.283130621452532","0.378499802068085"
"No transfer dependency","1994","no degree/no degree yet","Male","81","0.209457039307081","0.16607599934244","0.252838079271721"
"No transfer dependency","1994","no degree/no degree yet","Female","103","0.219385475462401","0.181690814184335","0.257080136740468"
"Very low transfer dependency","1994","lower secondary degree","Male","1064","0.353786300284446","0.335187911295851","0.372384689273041"
"Very low transfer dependency","1994","lower secondary degree","Female","1049","0.30799268888076","0.290971591462179","0.32501378629934"
"Very low transfer dependency","1994","secondary school degree","Male","778","0.44408706357734","0.418661506015794","0.469512621138885"
"Very low transfer dependency","1994","secondary school degree","Female","1021","0.439999482423712","0.417691354218242","0.462307610629181"
"Very low transfer dependency","1994","college entrance qualification","Male","507","0.444405947759891","0.413406194294787","0.475405701224996"
"Very low transfer dependency","1994","college entrance qualification","Female","386","0.44913368083148","0.412700045937601","0.485567315725359"
"Very low transfer dependency","1994","Other degree","Male","286","0.529433986053239","0.485596099670316","0.573271872436162"
"Very low transfer dependency","1994","Other degree","Female","220","0.546933521348311","0.496483596185212","0.59738344651141"
"Very low transfer dependency","1994","no degree/no degree yet","Male","225","0.690475936895545","0.64119133830025","0.73976053549084"
"Very low transfer dependency","1994","no degree/no degree yet","Female","298","0.647526616632631","0.604010556162862","0.6910426771024"
"Low transfer dependency","1994","lower secondary degree","Male","133","0.0351699055282808","0.0280047146871019","0.0423350963694598"
"Low transfer dependency","1994","lower secondary degree","Female","142","0.032415169347398","0.0258856579358976","0.0389446807588984"
"Low transfer dependency","1994","secondary school degree","Male","132","0.0631616240327356","0.0507138408680926","0.0756094071973787"
"Low transfer dependency","1994","secondary school degree","Female","162","0.0584999080654732","0.0479528676575509","0.0690469484733955"
"Low transfer dependency","1994","college entrance qualification","Male","45","0.0280066549101784","0.0177134224593167","0.0382998873610402"
"Low transfer dependency","1994","college entrance qualification","Female","37","0.0311545430754738","0.0184289062015616","0.043880179949386"
"Low transfer dependency","1994","Other degree","Male","37","0.0848666951599568","0.060390480949187","0.109342909370727"
"Low transfer dependency","1994","Other degree","Female","23","","",""
"Low transfer dependency","1994","no degree/no degree yet","Male","15","","",""
"Low transfer dependency","1994","no degree/no degree yet","Female","35","0.0615411840100667","0.0396510647073288","0.0834313033128046"
"High transfer dependency","1994","lower secondary degree","Male","48","0.0178805623015652","0.0127260274552453","0.0230350971478852"
"High transfer dependency","1994","lower secondary degree","Female","44","0.0136531945116844","0.00937467051446027","0.0179317185089085"
"High transfer dependency","1994","secondary school degree","Male","28","","",""
"High transfer dependency","1994","secondary school degree","Female","40","0.0186852627523141","0.0125997580843155","0.0247707674203126"
"High transfer dependency","1994","college entrance qualification","Male","11","","",""
"High transfer dependency","1994","college entrance qualification","Female","13","","",""
"High transfer dependency","1994","Other degree","Male","12","","",""
"High transfer dependency","1994","Other degree","Female","9","","",""
"High transfer dependency","1994","no degree/no degree yet","Male","7","","",""
"High transfer dependency","1994","no degree/no degree yet","Female","12","","",""
"Very high transfer dependency","1994","lower secondary degree","Male","23","","",""
"Very high transfer dependency","1994","lower secondary degree","Female","30","0.0123486727262594","0.00827698954094108","0.0164203559115777"
"Very high transfer dependency","1994","secondary school degree","Male","14","","",""
"Very high transfer dependency","1994","secondary school degree","Female","19","","",""
"Very high transfer dependency","1994","college entrance qualification","Male","4","","",""
"Very high transfer dependency","1994","college entrance qualification","Female","6","","",""
"Very high transfer dependency","1994","Other degree","Male","4","","",""
"Very high transfer dependency","1994","Other degree","Female","8","","",""
"Very high transfer dependency","1994","no degree/no degree yet","Male","5","","",""
"Very high transfer dependency","1994","no degree/no degree yet","Female","6","","",""
"Complete transfer dependency","1994","lower secondary degree","Male","12","","",""
"Complete transfer dependency","1994","lower secondary degree","Female","14","","",""
"Complete transfer dependency","1994","secondary school degree","Male","2","","",""
"Complete transfer dependency","1994","secondary school degree","Female","10","","",""
"Complete transfer dependency","1994","college entrance qualification","Male","7","","",""
"Complete transfer dependency","1994","college entrance qualification","Female","1","","",""
"Complete transfer dependency","1994","Other degree","Male","7","","",""
"Complete transfer dependency","1994","Other degree","Female","4","","",""
"Complete transfer dependency","1994","no degree/no degree yet","Male","5","","",""
"Complete transfer dependency","1994","no degree/no degree yet","Female","9","","",""
"No transfer dependency","1995","lower secondary degree","Male","1265","0.58192899275044","0.56265583857518","0.6012021469257"
"No transfer dependency","1995","lower secondary degree","Female","1550","0.645450031108674","0.627564173635863","0.663335888581485"
"No transfer dependency","1995","secondary school degree","Male","538","0.488243161052222","0.462733658320297","0.513752663784146"
"No transfer dependency","1995","secondary school degree","Female","661","0.456167416231026","0.434133957119159","0.478200875342894"
"No transfer dependency","1995","college entrance qualification","Male","439","0.511523375483204","0.480771634696426","0.542275116269983"
"No transfer dependency","1995","college entrance qualification","Female","315","0.525135257278873","0.489748731578592","0.560521782979155"
"No transfer dependency","1995","Other degree","Male","180","0.321175985942429","0.28477277572288","0.357579196161978"
"No transfer dependency","1995","Other degree","Female","138","0.31585450058522","0.275784385350096","0.355924615820344"
"No transfer dependency","1995","no degree/no degree yet","Male","78","0.18074506654726","0.141049934704321","0.2204401983902"
"No transfer dependency","1995","no degree/no degree yet","Female","98","0.219046750001147","0.181332278304708","0.256761221697585"
"Very low transfer dependency","1995","lower secondary degree","Male","1013","0.329996449643102","0.311623200744784","0.348369698541419"
"Very low transfer dependency","1995","lower secondary degree","Female","942","0.278310202410707","0.261553846617351","0.295066558204064"
"Very low transfer dependency","1995","secondary school degree","Male","795","0.437754910798816","0.412436850510754","0.463072971086878"
"Very low transfer dependency","1995","secondary school degree","Female","1080","0.4564349649592","0.434400467469376","0.478469462449025"
"Very low transfer dependency","1995","college entrance qualification","Male","507","0.433325908613258","0.402840706651212","0.463811110575303"
"Very low transfer dependency","1995","college entrance qualification","Female","405","0.430991050003489","0.395898813466815","0.466083286540162"
"Very low transfer dependency","1995","Other degree","Male","356","0.486211607709862","0.447244842254837","0.525178373164887"
"Very low transfer dependency","1995","Other degree","Female","297","0.479952846661356","0.436887944276613","0.523017749046099"
"Very low transfer dependency","1995","no degree/no degree yet","Male","235","0.68936236807519","0.641626446715634","0.737098289434747"
"Very low transfer dependency","1995","no degree/no degree yet","Female","298","0.64234933534004","0.598643214615004","0.686055456065076"
"Low transfer dependency","1995","lower secondary degree","Male","152","0.050970881566073","0.0423769159052304","0.0595648472269155"
"Low transfer dependency","1995","lower secondary degree","Female","137","0.0366330293162645","0.0296092312078773","0.0436568274246517"
"Low transfer dependency","1995","secondary school degree","Male","97","0.0437225837900503","0.0332874759893337","0.0541576915907669"
"Low transfer dependency","1995","secondary school degree","Female","143","0.049307604902545","0.0397298238510275","0.0588853859540625"
"Low transfer dependency","1995","college entrance qualification","Male","40","0.0262426586451394","0.0164083381405114","0.0360769791497675"
"Low transfer dependency","1995","college entrance qualification","Female","25","","",""
"Low transfer dependency","1995","Other degree","Male","48","0.0699206297145322","0.0500389889156914","0.0898022705133729"
"Low transfer dependency","1995","Other degree","Female","43","0.0857664693207704","0.0616290876164559","0.109903851025085"
"Low transfer dependency","1995","no degree/no degree yet","Male","23","","",""
"Low transfer dependency","1995","no degree/no degree yet","Female","32","0.0541455953157323","0.0335098188369967","0.0747813717944678"
"High transfer dependency","1995","lower secondary degree","Male","41","0.0162579650224525","0.0113163776381387","0.0211995524067663"
"High transfer dependency","1995","lower secondary degree","Female","55","0.0151281056658339","0.0105643553767709","0.019691855954897"
"High transfer dependency","1995","secondary school degree","Male","29","","",""
"High transfer dependency","1995","secondary school degree","Female","42","0.0212990970280627","0.0149121468015499","0.0276860472545756"
"High transfer dependency","1995","college entrance qualification","Male","11","","",""
"High transfer dependency","1995","college entrance qualification","Female","5","","",""
"High transfer dependency","1995","Other degree","Male","14","","",""
"High transfer dependency","1995","Other degree","Female","11","","",""
"High transfer dependency","1995","no degree/no degree yet","Male","11","","",""
"High transfer dependency","1995","no degree/no degree yet","Female","19","","",""
"Very high transfer dependency","1995","lower secondary degree","Male","26","","",""
"Very high transfer dependency","1995","lower secondary degree","Female","46","0.014877470678986","0.0103511074295922","0.0194038339283798"
"Very high transfer dependency","1995","secondary school degree","Male","9","","",""
"Very high transfer dependency","1995","secondary school degree","Female","26","","",""
"Very high transfer dependency","1995","college entrance qualification","Male","13","","",""
"Very high transfer dependency","1995","college entrance qualification","Female","10","","",""
"Very high transfer dependency","1995","Other degree","Male","17","","",""
"Very high transfer dependency","1995","Other degree","Female","13","","",""
"Very high transfer dependency","1995","no degree/no degree yet","Male","6","","",""
"Very high transfer dependency","1995","no degree/no degree yet","Female","5","","",""
"Complete transfer dependency","1995","lower secondary degree","Male","19","","",""
"Complete transfer dependency","1995","lower secondary degree","Female","18","","",""
"Complete transfer dependency","1995","secondary school degree","Male","7","","",""
"Complete transfer dependency","1995","secondary school degree","Female","11","","",""
"Complete transfer dependency","1995","college entrance qualification","Male","5","","",""
"Complete transfer dependency","1995","college entrance qualification","Female","5","","",""
"Complete transfer dependency","1995","Other degree","Male","17","","",""
"Complete transfer dependency","1995","Other degree","Female","15","","",""
"Complete transfer dependency","1995","no degree/no degree yet","Male","8","","",""
"Complete transfer dependency","1995","no degree/no degree yet","Female","10","","",""
"No transfer dependency","1996","lower secondary degree","Male","1175","0.558577055034507","0.538938799459354","0.57821531060966"
"No transfer dependency","1996","lower secondary degree","Female","1448","0.629473319358087","0.611199212459493","0.64774742625668"
"No transfer dependency","1996","secondary school degree","Male","539","0.479280219510248","0.453931240608876","0.504629198411621"
"No transfer dependency","1996","secondary school degree","Female","649","0.434379581033548","0.412485714131605","0.456273447935492"
"No transfer dependency","1996","college entrance qualification","Male","406","0.466787799316411","0.436216066083057","0.497359532549765"
"No transfer dependency","1996","college entrance qualification","Female","299","0.481302537021955","0.446504749048219","0.516100324995691"
"No transfer dependency","1996","Other degree","Male","180","0.341130854686654","0.302481321035713","0.379780388337596"
"No transfer dependency","1996","Other degree","Female","136","0.353644968613604","0.311051332242242","0.396238604984965"
"No transfer dependency","1996","no degree/no degree yet","Male","77","0.171582670013416","0.131741675726883","0.211423664299949"
"No transfer dependency","1996","no degree/no degree yet","Female","101","0.214097775537632","0.175943172236763","0.252252378838501"
"Very low transfer dependency","1996","lower secondary degree","Male","995","0.3457140720261","0.326904616319204","0.364523527732997"
"Very low transfer dependency","1996","lower secondary degree","Female","928","0.274995796565313","0.258100296719925","0.291891296410701"
"Very low transfer dependency","1996","secondary school degree","Male","789","0.432748579125186","0.407608345978466","0.457888812271906"
"Very low transfer dependency","1996","secondary school degree","Female","1098","0.476738649217049","0.454677672170638","0.49879962626346"
"Very low transfer dependency","1996","college entrance qualification","Male","553","0.480438263931015","0.449822320392741","0.511054207469288"
"Very low transfer dependency","1996","college entrance qualification","Female","434","0.459258024601887","0.424551676486725","0.493964372717049"
"Very low transfer dependency","1996","Other degree","Male","313","0.480564453283717","0.439833382560004","0.521295524007429"
"Very low transfer dependency","1996","Other degree","Female","278","0.490965921581751","0.446428557145876","0.535503286017627"
"Very low transfer dependency","1996","no degree/no degree yet","Male","223","0.729273203272591","0.682318443816684","0.776227962728497"
"Very low transfer dependency","1996","no degree/no degree yet","Female","266","0.617009817633482","0.571793367477696","0.662226267789268"
"Low transfer dependency","1996","lower secondary degree","Male","162","0.0535760280743335","0.0446704516996823","0.0624816044489848"
"Low transfer dependency","1996","lower secondary degree","Female","153","0.0456219528561963","0.0377263569918256","0.053517548720567"
"Low transfer dependency","1996","secondary school degree","Male","120","0.0629359835887655","0.0506135120999174","0.0752584550776135"
"Low transfer dependency","1996","secondary school degree","Female","152","0.0556511253195943","0.0455253463812092","0.0657769042579794"
"Low transfer dependency","1996","college entrance qualification","Male","41","0.0298413252756249","0.019414773285557","0.0402678772656929"
"Low transfer dependency","1996","college entrance qualification","Female","42","0.0347967820534688","0.0220334395898042","0.0475601245171334"
"Low transfer dependency","1996","Other degree","Male","45","0.0720165805070365","0.0509414375942891","0.0930917234197839"
"Low transfer dependency","1996","Other degree","Female","37","0.0625436958143763","0.0409715822656093","0.0841158093631433"
"Low transfer dependency","1996","no degree/no degree yet","Male","26","","",""
"Low transfer dependency","1996","no degree/no degree yet","Female","35","0.062097171305502","0.0396494926094066","0.0845448500015974"
"High transfer dependency","1996","lower secondary degree","Male","69","0.0226631545307086","0.0167772091759649","0.0285490998854523"
"High transfer dependency","1996","lower secondary degree","Female","82","0.0244267469808538","0.0185855679957471","0.0302679259659604"
"High transfer dependency","1996","secondary school degree","Male","29","","",""
"High transfer dependency","1996","secondary school degree","Female","47","0.0223899969062021","0.0158551552604636","0.0289248385519405"
"High transfer dependency","1996","college entrance qualification","Male","9","","",""
"High transfer dependency","1996","college entrance qualification","Female","8","","",""
"High transfer dependency","1996","Other degree","Male","14","","",""
"High transfer dependency","1996","Other degree","Female","10","","",""
"High transfer dependency","1996","no degree/no degree yet","Male","9","","",""
"High transfer dependency","1996","no degree/no degree yet","Female","16","","",""
"Very high transfer dependency","1996","lower secondary degree","Male","37","0.0103237589773045","0.00632615829689632","0.0143213596577126"
"Very high transfer dependency","1996","lower secondary degree","Female","54","0.0181435778748703","0.0130932076743475","0.023193948075393"
"Very high transfer dependency","1996","secondary school degree","Male","9","","",""
"Very high transfer dependency","1996","secondary school degree","Female","13","","",""
"Very high transfer dependency","1996","college entrance qualification","Male","11","","",""
"Very high transfer dependency","1996","college entrance qualification","Female","5","","",""
"Very high transfer dependency","1996","Other degree","Male","12","","",""
"Very high transfer dependency","1996","Other degree","Female","10","","",""
"Very high transfer dependency","1996","no degree/no degree yet","Male","6","","",""
"Very high transfer dependency","1996","no degree/no degree yet","Female","17","","",""
"Complete transfer dependency","1996","lower secondary degree","Male","18","","",""
"Complete transfer dependency","1996","lower secondary degree","Female","18","","",""
"Complete transfer dependency","1996","secondary school degree","Male","6","","",""
"Complete transfer dependency","1996","secondary school degree","Female","10","","",""
"Complete transfer dependency","1996","college entrance qualification","Male","3","","",""
"Complete transfer dependency","1996","college entrance qualification","Female","4","","",""
"Complete transfer dependency","1996","Other degree","Male","14","","",""
"Complete transfer dependency","1996","Other degree","Female","13","","",""
"Complete transfer dependency","1996","no degree/no degree yet","Male","3","","",""
"Complete transfer dependency","1996","no degree/no degree yet","Female","9","","",""
"No transfer dependency","1997","lower secondary degree","Male","1122","0.531964067921132","0.512282110258498","0.551646025583766"
"No transfer dependency","1997","lower secondary degree","Female","1386","0.603192688504151","0.584548086375314","0.621837290632988"
"No transfer dependency","1997","secondary school degree","Male","495","0.433213584666299","0.408195606191672","0.458231563140926"
"No transfer dependency","1997","secondary school degree","Female","623","0.408124655485604","0.386470725187532","0.429778585783676"
"No transfer dependency","1997","college entrance qualification","Male","425","0.451805297932407","0.422274254498509","0.481336341366305"
"No transfer dependency","1997","college entrance qualification","Female","309","0.453355229431385","0.419548940100195","0.487161518762576"
"No transfer dependency","1997","Other degree","Male","162","0.318523932297922","0.279300572981215","0.357747291614628"
"No transfer dependency","1997","Other degree","Female","128","0.304607697346394","0.262865526898455","0.346349867794332"
"No transfer dependency","1997","no degree/no degree yet","Male","70","0.161387707778465","0.123437834621026","0.199337580935903"
