"transab_cat","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"High transfer dependency","1988","1-pers.-HH","inadequately","1","","",""
"High transfer dependency","1988","1-pers.-HH","general elemantary","5","","",""
"High transfer dependency","1988","1-pers.-HH","middle vocational","4","","",""
"High transfer dependency","1988","1-pers.-HH","vocational + Abi","","","",""
"High transfer dependency","1988","1-pers.-HH","higher vocational","2","","",""
"High transfer dependency","1988","1-pers.-HH","higher education","","","",""
"High transfer dependency","1988","(Married) couple without C. ","in school","","","",""
"High transfer dependency","1988","(Married) couple without C. ","inadequately","3","","",""
"High transfer dependency","1988","(Married) couple without C. ","general elemantary","10","","",""
"High transfer dependency","1988","(Married) couple without C. ","middle vocational","10","","",""
"High transfer dependency","1988","(Married) couple without C. ","vocational + Abi","1","","",""
"High transfer dependency","1988","(Married) couple without C. ","higher vocational","","","",""
"High transfer dependency","1988","(Married) couple without C. ","higher education","","","",""
"High transfer dependency","1988","Single parent ","in school","","","",""
"High transfer dependency","1988","Single parent ","inadequately","","","",""
"High transfer dependency","1988","Single parent ","general elemantary","5","","",""
"High transfer dependency","1988","Single parent ","middle vocational","5","","",""
"High transfer dependency","1988","Single parent ","vocational + Abi","","","",""
"High transfer dependency","1988","Single parent ","higher vocational","1","","",""
"High transfer dependency","1988","Single parent ","higher education","","","",""
"High transfer dependency","1988","Couple + C. LE 16 ","in school","","","",""
"High transfer dependency","1988","Couple + C. LE 16 ","inadequately","","","",""
"High transfer dependency","1988","Couple + C. LE 16 ","general elemantary","3","","",""
"High transfer dependency","1988","Couple + C. LE 16 ","middle vocational","7","","",""
"High transfer dependency","1988","Couple + C. LE 16 ","vocational + Abi","1","","",""
"High transfer dependency","1988","Couple + C. LE 16 ","higher vocational","3","","",""
"High transfer dependency","1988","Couple + C. LE 16 ","higher education","2","","",""
"High transfer dependency","1988","Couple + C. GT 16 ","in school","1","","",""
"High transfer dependency","1988","Couple + C. GT 16 ","inadequately","1","","",""
"High transfer dependency","1988","Couple + C. GT 16 ","general elemantary","2","","",""
"High transfer dependency","1988","Couple + C. GT 16 ","middle vocational","4","","",""
"High transfer dependency","1988","Couple + C. GT 16 ","vocational + Abi","","","",""
"High transfer dependency","1988","Couple + C. GT 16 ","higher vocational","1","","",""
"High transfer dependency","1988","Couple + C. GT 16 ","higher education","","","",""
"High transfer dependency","1988","Couple + C. LE and GT 16","in school","","","",""
"High transfer dependency","1988","Couple + C. LE and GT 16","inadequately","2","","",""
"High transfer dependency","1988","Couple + C. LE and GT 16","general elemantary","5","","",""
"High transfer dependency","1988","Couple + C. LE and GT 16","middle vocational","1","","",""
"High transfer dependency","1988","Couple + C. LE and GT 16","vocational + Abi","","","",""
"High transfer dependency","1988","Couple + C. LE and GT 16","higher vocational","","","",""
"High transfer dependency","1988","Couple + C. LE and GT 16","higher education","","","",""
"Very high transfer dependency","1988","1-pers.-HH","in school","","","",""
"Very high transfer dependency","1988","1-pers.-HH","inadequately","2","","",""
"Very high transfer dependency","1988","1-pers.-HH","general elemantary","5","","",""
"Very high transfer dependency","1988","1-pers.-HH","middle vocational","9","","",""
"Very high transfer dependency","1988","1-pers.-HH","vocational + Abi","1","","",""
"Very high transfer dependency","1988","1-pers.-HH","higher vocational","","","",""
"Very high transfer dependency","1988","1-pers.-HH","higher education","","","",""
"Very high transfer dependency","1988","(Married) couple without C. ","in school","","","",""
"Very high transfer dependency","1988","(Married) couple without C. ","inadequately","","","",""
"Very high transfer dependency","1988","(Married) couple without C. ","general elemantary","5","","",""
"Very high transfer dependency","1988","(Married) couple without C. ","middle vocational","4","","",""
"Very high transfer dependency","1988","(Married) couple without C. ","vocational + Abi","","","",""
"Very high transfer dependency","1988","(Married) couple without C. ","higher vocational","","","",""
"Very high transfer dependency","1988","(Married) couple without C. ","higher education","1","","",""
"Very high transfer dependency","1988","Single parent ","in school","2","","",""
"Very high transfer dependency","1988","Single parent ","inadequately","","","",""
"Very high transfer dependency","1988","Single parent ","general elemantary","2","","",""
"Very high transfer dependency","1988","Single parent ","middle vocational","6","","",""
"Very high transfer dependency","1988","Single parent ","vocational + Abi","","","",""
"Very high transfer dependency","1988","Single parent ","higher vocational","","","",""
"Very high transfer dependency","1988","Single parent ","higher education","","","",""
"Very high transfer dependency","1988","Couple + C. LE 16 ","in school","","","",""
"Very high transfer dependency","1988","Couple + C. LE 16 ","inadequately","1","","",""
"Very high transfer dependency","1988","Couple + C. LE 16 ","general elemantary","9","","",""
"Very high transfer dependency","1988","Couple + C. LE 16 ","middle vocational","3","","",""
"Very high transfer dependency","1988","Couple + C. LE 16 ","vocational + Abi","","","",""
"Very high transfer dependency","1988","Couple + C. LE 16 ","higher vocational","","","",""
"Very high transfer dependency","1988","Couple + C. LE 16 ","higher education","","","",""
"Very high transfer dependency","1988","Couple + C. GT 16 ","in school","1","","",""
"Very high transfer dependency","1988","Couple + C. GT 16 ","inadequately","1","","",""
"Very high transfer dependency","1988","Couple + C. GT 16 ","general elemantary","3","","",""
"Very high transfer dependency","1988","Couple + C. GT 16 ","middle vocational","5","","",""
"Very high transfer dependency","1988","Couple + C. GT 16 ","vocational + Abi","1","","",""
"Very high transfer dependency","1988","Couple + C. GT 16 ","higher vocational","","","",""
"Very high transfer dependency","1988","Couple + C. GT 16 ","higher education","","","",""
"Very high transfer dependency","1988","Couple + C. LE and GT 16","in school","","","",""
"Very high transfer dependency","1988","Couple + C. LE and GT 16","inadequately","1","","",""
"Very high transfer dependency","1988","Couple + C. LE and GT 16","general elemantary","3","","",""
"Very high transfer dependency","1988","Couple + C. LE and GT 16","middle vocational","1","","",""
"Very high transfer dependency","1988","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Very high transfer dependency","1988","Couple + C. LE and GT 16","higher vocational","","","",""
"Very high transfer dependency","1988","Couple + C. LE and GT 16","higher education","","","",""
"Complete transfer dependency","1988","1-pers.-HH","in school","","","",""
"Complete transfer dependency","1988","1-pers.-HH","inadequately","2","","",""
"Complete transfer dependency","1988","1-pers.-HH","general elemantary","12","","",""
"Complete transfer dependency","1988","1-pers.-HH","middle vocational","10","","",""
"Complete transfer dependency","1988","1-pers.-HH","vocational + Abi","","","",""
"Complete transfer dependency","1988","1-pers.-HH","higher vocational","1","","",""
"Complete transfer dependency","1988","1-pers.-HH","higher education","","","",""
"Complete transfer dependency","1988","(Married) couple without C. ","in school","","","",""
"Complete transfer dependency","1988","(Married) couple without C. ","inadequately","1","","",""
"Complete transfer dependency","1988","(Married) couple without C. ","general elemantary","4","","",""
"Complete transfer dependency","1988","(Married) couple without C. ","middle vocational","1","","",""
"Complete transfer dependency","1988","(Married) couple without C. ","vocational + Abi","","","",""
"Complete transfer dependency","1988","(Married) couple without C. ","higher vocational","","","",""
"Complete transfer dependency","1988","(Married) couple without C. ","higher education","","","",""
"Complete transfer dependency","1988","Single parent ","in school","","","",""
"Complete transfer dependency","1988","Single parent ","inadequately","2","","",""
"Complete transfer dependency","1988","Single parent ","general elemantary","2","","",""
"Complete transfer dependency","1988","Single parent ","middle vocational","1","","",""
"Complete transfer dependency","1988","Single parent ","vocational + Abi","","","",""
"Complete transfer dependency","1988","Single parent ","higher vocational","","","",""
"Complete transfer dependency","1988","Single parent ","higher education","","","",""
"Complete transfer dependency","1988","Couple + C. LE 16 ","in school","","","",""
"Complete transfer dependency","1988","Couple + C. LE 16 ","inadequately","5","","",""
"Complete transfer dependency","1988","Couple + C. LE 16 ","general elemantary","9","","",""
"Complete transfer dependency","1988","Couple + C. LE 16 ","middle vocational","3","","",""
"Complete transfer dependency","1988","Couple + C. LE 16 ","vocational + Abi","1","","",""
"Complete transfer dependency","1988","Couple + C. LE 16 ","higher vocational","","","",""
"Complete transfer dependency","1988","Couple + C. LE 16 ","higher education","","","",""
"Complete transfer dependency","1988","Couple + C. GT 16 ","in school","","","",""
"Complete transfer dependency","1988","Couple + C. GT 16 ","inadequately","2","","",""
"Complete transfer dependency","1988","Couple + C. GT 16 ","general elemantary","","","",""
"Complete transfer dependency","1988","Couple + C. GT 16 ","middle vocational","","","",""
"Complete transfer dependency","1988","Couple + C. GT 16 ","vocational + Abi","","","",""
"Complete transfer dependency","1988","Couple + C. GT 16 ","higher vocational","","","",""
"Complete transfer dependency","1988","Couple + C. GT 16 ","higher education","","","",""
"Complete transfer dependency","1988","Couple + C. LE and GT 16","in school","","","",""
"Complete transfer dependency","1988","Couple + C. LE and GT 16","inadequately","3","","",""
"Complete transfer dependency","1988","Couple + C. LE and GT 16","general elemantary","2","","",""
"Complete transfer dependency","1988","Couple + C. LE and GT 16","middle vocational","1","","",""
"Complete transfer dependency","1988","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Complete transfer dependency","1988","Couple + C. LE and GT 16","higher vocational","","","",""
"Complete transfer dependency","1988","Couple + C. LE and GT 16","higher education","","","",""
"No transfer dependency","1989","1-pers.-HH","in school","1","","",""
"No transfer dependency","1989","1-pers.-HH","inadequately","25","","",""
"No transfer dependency","1989","1-pers.-HH","general elemantary","247","0.822415411512569","0.779098173887074","0.865732649138063"
"No transfer dependency","1989","1-pers.-HH","middle vocational","421","0.837829708317224","0.805648944376984","0.870010472257464"
"No transfer dependency","1989","1-pers.-HH","vocational + Abi","36","0.905170470962468","0.814376903437387","0.99596403848755"
"No transfer dependency","1989","1-pers.-HH","higher vocational","49","0.883529837609003","0.797166760656981","0.969892914561025"
"No transfer dependency","1989","1-pers.-HH","higher education","104","0.894611880020982","0.8387349862343","0.950488773807664"
"No transfer dependency","1989","(Married) couple without C. ","in school","","","",""
"No transfer dependency","1989","(Married) couple without C. ","inadequately","51","0.556532487941691","0.442569762620306","0.670495213263076"
"No transfer dependency","1989","(Married) couple without C. ","general elemantary","450","0.87836103240779","0.850480309981425","0.906241754834156"
"No transfer dependency","1989","(Married) couple without C. ","middle vocational","1037","0.89182093459318","0.874165939237799","0.909475929948562"
"No transfer dependency","1989","(Married) couple without C. ","vocational + Abi","68","0.930651686250094","0.873536337645813","0.987767034854375"
"No transfer dependency","1989","(Married) couple without C. ","higher vocational","133","0.905133722219429","0.857763903057401","0.952503541381457"
"No transfer dependency","1989","(Married) couple without C. ","higher education","168","0.914591869906339","0.874640429547109","0.954543310265569"
"No transfer dependency","1989","Single parent ","in school","1","","",""
"No transfer dependency","1989","Single parent ","inadequately","8","","",""
"No transfer dependency","1989","Single parent ","general elemantary","56","0.471520145923919","0.385709581310645","0.557330710537193"
"No transfer dependency","1989","Single parent ","middle vocational","84","0.432272620999199","0.363787087001409","0.500758154996989"
"No transfer dependency","1989","Single parent ","vocational + Abi","5","","",""
"No transfer dependency","1989","Single parent ","higher vocational","6","","",""
"No transfer dependency","1989","Single parent ","higher education","2","","",""
"No transfer dependency","1989","Couple + C. LE 16 ","in school","","","",""
"No transfer dependency","1989","Couple + C. LE 16 ","inadequately","3","","",""
"No transfer dependency","1989","Couple + C. LE 16 ","general elemantary","7","","",""
"No transfer dependency","1989","Couple + C. LE 16 ","middle vocational","19","","",""
"No transfer dependency","1989","Couple + C. LE 16 ","vocational + Abi","","","",""
"No transfer dependency","1989","Couple + C. LE 16 ","higher vocational","2","","",""
"No transfer dependency","1989","Couple + C. LE 16 ","higher education","4","","",""
"No transfer dependency","1989","Couple + C. GT 16 ","in school","1","","",""
"No transfer dependency","1989","Couple + C. GT 16 ","inadequately","51","0.368165661522855","0.28293050016094","0.453400822884769"
"No transfer dependency","1989","Couple + C. GT 16 ","general elemantary","218","0.444190212704119","0.403542161182814","0.484838264225424"
"No transfer dependency","1989","Couple + C. GT 16 ","middle vocational","344","0.399268592713712","0.36707496228783","0.431462223139595"
"No transfer dependency","1989","Couple + C. GT 16 ","vocational + Abi","16","","",""
"No transfer dependency","1989","Couple + C. GT 16 ","higher vocational","32","0.435071089879294","0.321344066079515","0.548798113679073"
"No transfer dependency","1989","Couple + C. GT 16 ","higher education","27","","",""
"No transfer dependency","1989","Couple + C. LE and GT 16","in school","","","",""
"No transfer dependency","1989","Couple + C. LE and GT 16","inadequately","2","","",""
"No transfer dependency","1989","Couple + C. LE and GT 16","general elemantary","11","","",""
"No transfer dependency","1989","Couple + C. LE and GT 16","middle vocational","6","","",""
"No transfer dependency","1989","Couple + C. LE and GT 16","vocational + Abi","","","",""
"No transfer dependency","1989","Couple + C. LE and GT 16","higher vocational","1","","",""
"No transfer dependency","1989","Couple + C. LE and GT 16","higher education","","","",""
"Very low transfer dependency","1989","1-pers.-HH","in school","","","",""
"Very low transfer dependency","1989","1-pers.-HH","inadequately","9","","",""
"Very low transfer dependency","1989","1-pers.-HH","general elemantary","28","","",""
"Very low transfer dependency","1989","1-pers.-HH","middle vocational","46","0.0909340991367944","0.0658329334163032","0.116035264857286"
"Very low transfer dependency","1989","1-pers.-HH","vocational + Abi","4","","",""
"Very low transfer dependency","1989","1-pers.-HH","higher vocational","3","","",""
"Very low transfer dependency","1989","1-pers.-HH","higher education","10","","",""
"Very low transfer dependency","1989","(Married) couple without C. ","in school","","","",""
"Very low transfer dependency","1989","(Married) couple without C. ","inadequately","13","","",""
"Very low transfer dependency","1989","(Married) couple without C. ","general elemantary","47","0.0754391352644171","0.0529124529823135","0.0979658175465206"
"Very low transfer dependency","1989","(Married) couple without C. ","middle vocational","115","0.0801756516444181","0.0647397904823382","0.0956115128064981"
"Very low transfer dependency","1989","(Married) couple without C. ","vocational + Abi","6","","",""
"Very low transfer dependency","1989","(Married) couple without C. ","higher vocational","9","","",""
"Very low transfer dependency","1989","(Married) couple without C. ","higher education","15","","",""
"Very low transfer dependency","1989","Single parent ","in school","14","","",""
"Very low transfer dependency","1989","Single parent ","inadequately","19","","",""
"Very low transfer dependency","1989","Single parent ","general elemantary","57","0.394186200159995","0.310182831175756","0.478189569144233"
"Very low transfer dependency","1989","Single parent ","middle vocational","91","0.417703935425305","0.349524049022709","0.485883821827901"
"Very low transfer dependency","1989","Single parent ","vocational + Abi","7","","",""
"Very low transfer dependency","1989","Single parent ","higher vocational","14","","",""
"Very low transfer dependency","1989","Single parent ","higher education","16","","",""
"Very low transfer dependency","1989","Couple + C. LE 16 ","in school","","","",""
"Very low transfer dependency","1989","Couple + C. LE 16 ","inadequately","149","0.777128891806364","0.714568847986793","0.839688935625935"
"Very low transfer dependency","1989","Couple + C. LE 16 ","general elemantary","362","0.842942525312066","0.808061580728487","0.877823469895644"
"Very low transfer dependency","1989","Couple + C. LE 16 ","middle vocational","978","0.943648751791909","0.929640637344252","0.957656866239567"
"Very low transfer dependency","1989","Couple + C. LE 16 ","vocational + Abi","57","0.807233642262383","0.712065548437919","0.902401736086848"
"Very low transfer dependency","1989","Couple + C. LE 16 ","higher vocational","135","0.958370465116453","0.925401446129626","0.991339484103279"
"Very low transfer dependency","1989","Couple + C. LE 16 ","higher education","175","0.967093696979317","0.941105112447654","0.993082281510979"
"Very low transfer dependency","1989","Couple + C. GT 16 ","in school","54","0.927804696194149","0.860616432110304","0.994992960277995"
"Very low transfer dependency","1989","Couple + C. GT 16 ","inadequately","61","0.552813140310614","0.46494544590966","0.640680834711568"
"Very low transfer dependency","1989","Couple + C. GT 16 ","general elemantary","330","0.532880579532793","0.4920654618522","0.573695697213385"
"Very low transfer dependency","1989","Couple + C. GT 16 ","middle vocational","524","0.582684379838559","0.550269365437147","0.615099394239971"
"Very low transfer dependency","1989","Couple + C. GT 16 ","vocational + Abi","29","","",""
"Very low transfer dependency","1989","Couple + C. GT 16 ","higher vocational","40","0.564064908460049","0.450312102820532","0.677817714099566"
"Very low transfer dependency","1989","Couple + C. GT 16 ","higher education","59","0.692894839785148","0.595401244588648","0.790388434981648"
"Very low transfer dependency","1989","Couple + C. LE and GT 16","in school","56","0.913448117148193","0.843458688416816","0.983437545879571"
"Very low transfer dependency","1989","Couple + C. LE and GT 16","inadequately","101","0.814816216442829","0.746168381664558","0.883464051221099"
"Very low transfer dependency","1989","Couple + C. LE and GT 16","general elemantary","288","0.901270816293188","0.868689353208067","0.933852279378308"
"Very low transfer dependency","1989","Couple + C. LE and GT 16","middle vocational","314","0.927035593669831","0.899390862963135","0.954680324376527"
"Very low transfer dependency","1989","Couple + C. LE and GT 16","vocational + Abi","15","","",""
"Very low transfer dependency","1989","Couple + C. LE and GT 16","higher vocational","25","","",""
"Very low transfer dependency","1989","Couple + C. LE and GT 16","higher education","33","1","1","1"
"Low transfer dependency","1989","1-pers.-HH","in school","","","",""
"Low transfer dependency","1989","1-pers.-HH","inadequately","","","",""
"Low transfer dependency","1989","1-pers.-HH","general elemantary","7","","",""
"Low transfer dependency","1989","1-pers.-HH","middle vocational","6","","",""
"Low transfer dependency","1989","1-pers.-HH","vocational + Abi","","","",""
"Low transfer dependency","1989","1-pers.-HH","higher vocational","","","",""
"Low transfer dependency","1989","1-pers.-HH","higher education","1","","",""
"Low transfer dependency","1989","(Married) couple without C. ","in school","","","",""
"Low transfer dependency","1989","(Married) couple without C. ","inadequately","6","","",""
"Low transfer dependency","1989","(Married) couple without C. ","general elemantary","19","","",""
"Low transfer dependency","1989","(Married) couple without C. ","middle vocational","30","0.0237787443044414","0.0151185875737098","0.0324389010351729"
"Low transfer dependency","1989","(Married) couple without C. ","vocational + Abi","1","","",""
"Low transfer dependency","1989","(Married) couple without C. ","higher vocational","5","","",""
"Low transfer dependency","1989","(Married) couple without C. ","higher education","5","","",""
"Low transfer dependency","1989","Single parent ","in school","3","","",""
"Low transfer dependency","1989","Single parent ","inadequately","1","","",""
"Low transfer dependency","1989","Single parent ","general elemantary","4","","",""
"Low transfer dependency","1989","Single parent ","middle vocational","9","","",""
"Low transfer dependency","1989","Single parent ","vocational + Abi","","","",""
"Low transfer dependency","1989","Single parent ","higher vocational","1","","",""
"Low transfer dependency","1989","Single parent ","higher education","2","","",""
"Low transfer dependency","1989","Couple + C. LE 16 ","in school","1","","",""
"Low transfer dependency","1989","Couple + C. LE 16 ","inadequately","6","","",""
"Low transfer dependency","1989","Couple + C. LE 16 ","general elemantary","23","","",""
"Low transfer dependency","1989","Couple + C. LE 16 ","middle vocational","28","","",""
"Low transfer dependency","1989","Couple + C. LE 16 ","vocational + Abi","6","","",""
"Low transfer dependency","1989","Couple + C. LE 16 ","higher vocational","3","","",""
"Low transfer dependency","1989","Couple + C. LE 16 ","higher education","2","","",""
"Low transfer dependency","1989","Couple + C. GT 16 ","in school","1","","",""
"Low transfer dependency","1989","Couple + C. GT 16 ","inadequately","6","","",""
"Low transfer dependency","1989","Couple + C. GT 16 ","general elemantary","18","","",""
"Low transfer dependency","1989","Couple + C. GT 16 ","middle vocational","10","","",""
"Low transfer dependency","1989","Couple + C. GT 16 ","vocational + Abi","3","","",""
"Low transfer dependency","1989","Couple + C. GT 16 ","higher vocational","","","",""
"Low transfer dependency","1989","Couple + C. GT 16 ","higher education","","","",""
"Low transfer dependency","1989","Couple + C. LE and GT 16","in school","5","","",""
"Low transfer dependency","1989","Couple + C. LE and GT 16","inadequately","12","","",""
"Low transfer dependency","1989","Couple + C. LE and GT 16","general elemantary","12","","",""
"Low transfer dependency","1989","Couple + C. LE and GT 16","middle vocational","14","","",""
"Low transfer dependency","1989","Couple + C. LE and GT 16","vocational + Abi","1","","",""
"Low transfer dependency","1989","Couple + C. LE and GT 16","higher vocational","2","","",""
"Low transfer dependency","1989","Couple + C. LE and GT 16","higher education","","","",""
"High transfer dependency","1989","1-pers.-HH","in school","","","",""
"High transfer dependency","1989","1-pers.-HH","inadequately","","","",""
"High transfer dependency","1989","1-pers.-HH","general elemantary","3","","",""
"High transfer dependency","1989","1-pers.-HH","middle vocational","11","","",""
"High transfer dependency","1989","1-pers.-HH","vocational + Abi","","","",""
"High transfer dependency","1989","1-pers.-HH","higher vocational","","","",""
"High transfer dependency","1989","1-pers.-HH","higher education","","","",""
"High transfer dependency","1989","(Married) couple without C. ","in school","","","",""
"High transfer dependency","1989","(Married) couple without C. ","inadequately","","","",""
"High transfer dependency","1989","(Married) couple without C. ","general elemantary","3","","",""
"High transfer dependency","1989","(Married) couple without C. ","middle vocational","5","","",""
"High transfer dependency","1989","(Married) couple without C. ","vocational + Abi","1","","",""
"High transfer dependency","1989","(Married) couple without C. ","higher vocational","","","",""
"High transfer dependency","1989","(Married) couple without C. ","higher education","","","",""
"High transfer dependency","1989","Single parent ","in school","2","","",""
"High transfer dependency","1989","Single parent ","inadequately","3","","",""
"High transfer dependency","1989","Single parent ","general elemantary","8","","",""
"High transfer dependency","1989","Single parent ","middle vocational","9","","",""
"High transfer dependency","1989","Single parent ","vocational + Abi","","","",""
"High transfer dependency","1989","Single parent ","higher vocational","","","",""
"High transfer dependency","1989","Single parent ","higher education","","","",""
"High transfer dependency","1989","Couple + C. LE 16 ","in school","","","",""
"High transfer dependency","1989","Couple + C. LE 16 ","inadequately","3","","",""
"High transfer dependency","1989","Couple + C. LE 16 ","general elemantary","7","","",""
"High transfer dependency","1989","Couple + C. LE 16 ","middle vocational","7","","",""
"High transfer dependency","1989","Couple + C. LE 16 ","vocational + Abi","2","","",""
"High transfer dependency","1989","Couple + C. LE 16 ","higher vocational","1","","",""
"High transfer dependency","1989","Couple + C. LE 16 ","higher education","","","",""
"High transfer dependency","1989","Couple + C. GT 16 ","in school","","","",""
"High transfer dependency","1989","Couple + C. GT 16 ","inadequately","2","","",""
"High transfer dependency","1989","Couple + C. GT 16 ","general elemantary","6","","",""
"High transfer dependency","1989","Couple + C. GT 16 ","middle vocational","4","","",""
"High transfer dependency","1989","Couple + C. GT 16 ","vocational + Abi","1","","",""
"High transfer dependency","1989","Couple + C. GT 16 ","higher vocational","","","",""
"High transfer dependency","1989","Couple + C. GT 16 ","higher education","","","",""
"High transfer dependency","1989","Couple + C. LE and GT 16","in school","1","","",""
"High transfer dependency","1989","Couple + C. LE and GT 16","inadequately","3","","",""
"High transfer dependency","1989","Couple + C. LE and GT 16","general elemantary","8","","",""
"High transfer dependency","1989","Couple + C. LE and GT 16","middle vocational","5","","",""
"High transfer dependency","1989","Couple + C. LE and GT 16","vocational + Abi","","","",""
"High transfer dependency","1989","Couple + C. LE and GT 16","higher vocational","","","",""
"High transfer dependency","1989","Couple + C. LE and GT 16","higher education","","","",""
"Very high transfer dependency","1989","1-pers.-HH","in school","","","",""
"Very high transfer dependency","1989","1-pers.-HH","inadequately","1","","",""
"Very high transfer dependency","1989","1-pers.-HH","general elemantary","6","","",""
"Very high transfer dependency","1989","1-pers.-HH","middle vocational","9","","",""
"Very high transfer dependency","1989","1-pers.-HH","vocational + Abi","","","",""
"Very high transfer dependency","1989","1-pers.-HH","higher vocational","","","",""
"Very high transfer dependency","1989","1-pers.-HH","higher education","1","","",""
"Very high transfer dependency","1989","(Married) couple without C. ","in school","","","",""
"Very high transfer dependency","1989","(Married) couple without C. ","inadequately","1","","",""
"Very high transfer dependency","1989","(Married) couple without C. ","general elemantary","6","","",""
"Very high transfer dependency","1989","(Married) couple without C. ","middle vocational","1","","",""
"Very high transfer dependency","1989","(Married) couple without C. ","vocational + Abi","","","",""
"Very high transfer dependency","1989","(Married) couple without C. ","higher vocational","","","",""
"Very high transfer dependency","1989","(Married) couple without C. ","higher education","","","",""
"Very high transfer dependency","1989","Single parent ","in school","","","",""
"Very high transfer dependency","1989","Single parent ","inadequately","","","",""
"Very high transfer dependency","1989","Single parent ","general elemantary","3","","",""
"Very high transfer dependency","1989","Single parent ","middle vocational","3","","",""
"Very high transfer dependency","1989","Single parent ","vocational + Abi","","","",""
"Very high transfer dependency","1989","Single parent ","higher vocational","","","",""
"Very high transfer dependency","1989","Single parent ","higher education","","","",""
"Very high transfer dependency","1989","Couple + C. LE 16 ","in school","","","",""
"Very high transfer dependency","1989","Couple + C. LE 16 ","inadequately","","","",""
"Very high transfer dependency","1989","Couple + C. LE 16 ","general elemantary","7","","",""
"Very high transfer dependency","1989","Couple + C. LE 16 ","middle vocational","3","","",""
"Very high transfer dependency","1989","Couple + C. LE 16 ","vocational + Abi","","","",""
"Very high transfer dependency","1989","Couple + C. LE 16 ","higher vocational","","","",""
"Very high transfer dependency","1989","Couple + C. LE 16 ","higher education","","","",""
"Very high transfer dependency","1989","Couple + C. GT 16 ","in school","","","",""
"Very high transfer dependency","1989","Couple + C. GT 16 ","inadequately","1","","",""
"Very high transfer dependency","1989","Couple + C. GT 16 ","general elemantary","2","","",""
"Very high transfer dependency","1989","Couple + C. GT 16 ","middle vocational","5","","",""
"Very high transfer dependency","1989","Couple + C. GT 16 ","vocational + Abi","","","",""
"Very high transfer dependency","1989","Couple + C. GT 16 ","higher vocational","1","","",""
"Very high transfer dependency","1989","Couple + C. GT 16 ","higher education","","","",""
"Very high transfer dependency","1989","Couple + C. LE and GT 16","in school","","","",""
"Very high transfer dependency","1989","Couple + C. LE and GT 16","inadequately","1","","",""
"Very high transfer dependency","1989","Couple + C. LE and GT 16","general elemantary","2","","",""
"Very high transfer dependency","1989","Couple + C. LE and GT 16","middle vocational","","","",""
"Very high transfer dependency","1989","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Very high transfer dependency","1989","Couple + C. LE and GT 16","higher vocational","","","",""
"Very high transfer dependency","1989","Couple + C. LE and GT 16","higher education","","","",""
"Complete transfer dependency","1989","1-pers.-HH","in school","","","",""
"Complete transfer dependency","1989","1-pers.-HH","inadequately","2","","",""
"Complete transfer dependency","1989","1-pers.-HH","general elemantary","8","","",""
"Complete transfer dependency","1989","1-pers.-HH","middle vocational","11","","",""
"Complete transfer dependency","1989","1-pers.-HH","vocational + Abi","","","",""
"Complete transfer dependency","1989","1-pers.-HH","higher vocational","1","","",""
"Complete transfer dependency","1989","1-pers.-HH","higher education","","","",""
"Complete transfer dependency","1989","(Married) couple without C. ","in school","","","",""
"Complete transfer dependency","1989","(Married) couple without C. ","inadequately","2","","",""
"Complete transfer dependency","1989","(Married) couple without C. ","general elemantary","3","","",""
"Complete transfer dependency","1989","(Married) couple without C. ","middle vocational","1","","",""
"Complete transfer dependency","1989","(Married) couple without C. ","vocational + Abi","","","",""
"Complete transfer dependency","1989","(Married) couple without C. ","higher vocational","","","",""
"Complete transfer dependency","1989","(Married) couple without C. ","higher education","","","",""
"Complete transfer dependency","1989","Single parent ","in school","1","","",""
"Complete transfer dependency","1989","Single parent ","inadequately","","","",""
"Complete transfer dependency","1989","Single parent ","general elemantary","2","","",""
"Complete transfer dependency","1989","Single parent ","middle vocational","5","","",""
"Complete transfer dependency","1989","Single parent ","vocational + Abi","","","",""
"Complete transfer dependency","1989","Single parent ","higher vocational","","","",""
"Complete transfer dependency","1989","Single parent ","higher education","","","",""
"Complete transfer dependency","1989","Couple + C. LE 16 ","in school","","","",""
"Complete transfer dependency","1989","Couple + C. LE 16 ","inadequately","9","","",""
"Complete transfer dependency","1989","Couple + C. LE 16 ","general elemantary","12","","",""
"Complete transfer dependency","1989","Couple + C. LE 16 ","middle vocational","6","","",""
"Complete transfer dependency","1989","Couple + C. LE 16 ","vocational + Abi","1","","",""
"Complete transfer dependency","1989","Couple + C. LE 16 ","higher vocational","","","",""
"Complete transfer dependency","1989","Couple + C. LE 16 ","higher education","","","",""
"Complete transfer dependency","1989","Couple + C. GT 16 ","in school","1","","",""
"Complete transfer dependency","1989","Couple + C. GT 16 ","inadequately","2","","",""
"Complete transfer dependency","1989","Couple + C. GT 16 ","general elemantary","","","",""
"Complete transfer dependency","1989","Couple + C. GT 16 ","middle vocational","2","","",""
"Complete transfer dependency","1989","Couple + C. GT 16 ","vocational + Abi","","","",""
"Complete transfer dependency","1989","Couple + C. GT 16 ","higher vocational","","","",""
"Complete transfer dependency","1989","Couple + C. GT 16 ","higher education","","","",""
"Complete transfer dependency","1989","Couple + C. LE and GT 16","in school","","","",""
"Complete transfer dependency","1989","Couple + C. LE and GT 16","inadequately","4","","",""
