"transab_cat","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"No transfer dependency","1993","Full Time","Other degree","176","0.372352040381794","0.330801052958944","0.413903027804644"
"No transfer dependency","1993","Full Time","no degree/no degree yet","93","0.434855857984795","0.374364892588122","0.495346823381469"
"No transfer dependency","1993","Part Time","lower secondary degree","311","0.387996786529376","0.357042518952231","0.418951054106521"
"No transfer dependency","1993","Part Time","secondary school degree","104","0.224471789555298","0.19278409369767","0.256159485412925"
"No transfer dependency","1993","Part Time","college entrance qualification","136","0.397413404995436","0.349929218872732","0.444897591118141"
"No transfer dependency","1993","Part Time","Other degree","31","0.196945226908117","0.133513734260664","0.26037671955557"
"No transfer dependency","1993","Part Time","no degree/no degree yet","22","","",""
"No transfer dependency","1993","Not Working","lower secondary degree","1474","0.700606891975025","0.682058223132701","0.719155560817348"
"No transfer dependency","1993","Not Working","secondary school degree","273","0.494046151596496","0.459292236257642","0.52880006693535"
"No transfer dependency","1993","Not Working","college entrance qualification","163","0.554898211210514","0.505574911875114","0.604221510545914"
"No transfer dependency","1993","Not Working","Other degree","71","0.334951262510335","0.277135580299075","0.392766944721596"
"No transfer dependency","1993","Not Working","no degree/no degree yet","80","0.167786175204262","0.133413311603793","0.202159038804731"
"Very low transfer dependency","1993","Full Time","lower secondary degree","1077","0.417975544947187","0.397476824519705","0.43847426537467"
"Very low transfer dependency","1993","Full Time","secondary school degree","1107","0.474720749887631","0.452680888140973","0.496760611634289"
"Very low transfer dependency","1993","Full Time","college entrance qualification","471","0.438659495515042","0.405742671401842","0.471576319628242"
"Very low transfer dependency","1993","Full Time","Other degree","337","0.615923026642119","0.574118936563459","0.657727116720778"
"Very low transfer dependency","1993","Full Time","no degree/no degree yet","159","0.543976884793864","0.483202315547656","0.604751454040072"
"Very low transfer dependency","1993","Part Time","lower secondary degree","523","0.50974129819632","0.477985927810139","0.541496668582501"
"Very low transfer dependency","1993","Part Time","secondary school degree","460","0.658973882442145","0.622970865240932","0.694976899643359"
"Very low transfer dependency","1993","Part Time","college entrance qualification","238","0.540309779292114","0.491951364516775","0.588668194067454"
"Very low transfer dependency","1993","Part Time","Other degree","104","0.68977712435151","0.615995039866884","0.763559208836136"
"Very low transfer dependency","1993","Part Time","no degree/no degree yet","64","0.659996992362521","0.567151580170104","0.752842404554938"
"Very low transfer dependency","1993","Not Working","lower secondary degree","647","0.224135092692539","0.207246143481057","0.24102404190402"
"Very low transfer dependency","1993","Not Working","secondary school degree","347","0.363741086185577","0.33030021012744","0.397181962243714"
"Very low transfer dependency","1993","Not Working","college entrance qualification","178","0.375462653940346","0.327403251451555","0.423522056429138"
"Very low transfer dependency","1993","Not Working","Other degree","117","0.41088041154064","0.350612303435868","0.471148519645412"
"Very low transfer dependency","1993","Not Working","no degree/no degree yet","302","0.69133658084679","0.648844547401406","0.733828614292175"
"Low transfer dependency","1993","Full Time","lower secondary degree","79","0.0222637190754432","0.0161318846163146","0.0283955535345718"
"Low transfer dependency","1993","Full Time","secondary school degree","124","0.0473276242322284","0.0379558077874576","0.0566994406769992"
"Low transfer dependency","1993","Full Time","college entrance qualification","23","","",""
"Low transfer dependency","1993","Full Time","Other degree","7","","",""
"Low transfer dependency","1993","Full Time","no degree/no degree yet","5","","",""
"Low transfer dependency","1993","Part Time","lower secondary degree","76","0.0631978437062396","0.0477415739813","0.0786541134311793"
"Low transfer dependency","1993","Part Time","secondary school degree","75","0.0746224312289941","0.0546649762782708","0.0945798861797174"
"Low transfer dependency","1993","Part Time","college entrance qualification","23","","",""
"Low transfer dependency","1993","Part Time","Other degree","4","","",""
"Low transfer dependency","1993","Part Time","no degree/no degree yet","8","","",""
"Low transfer dependency","1993","Not Working","lower secondary degree","129","0.0350492359041864","0.0276011187349681","0.0424973530734047"
"Low transfer dependency","1993","Not Working","secondary school degree","116","0.0803207220867325","0.061427913290783","0.0992135308826821"
"Low transfer dependency","1993","Not Working","college entrance qualification","29","","",""
"Low transfer dependency","1993","Not Working","Other degree","37","0.112278438937313","0.0736048323176097","0.150952045557015"
"Low transfer dependency","1993","Not Working","no degree/no degree yet","34","0.0697267513161725","0.0462992944805731","0.0931542081517718"
"High transfer dependency","1993","Full Time","lower secondary degree","12","","",""
"High transfer dependency","1993","Full Time","secondary school degree","13","","",""
"High transfer dependency","1993","Full Time","college entrance qualification","5","","",""
"High transfer dependency","1993","Full Time","Other degree","","","",""
"High transfer dependency","1993","Full Time","no degree/no degree yet","1","","",""
"High transfer dependency","1993","Part Time","lower secondary degree","28","","",""
"High transfer dependency","1993","Part Time","secondary school degree","19","","",""
"High transfer dependency","1993","Part Time","college entrance qualification","10","","",""
"High transfer dependency","1993","Part Time","Other degree","9","","",""
"High transfer dependency","1993","Part Time","no degree/no degree yet","6","","",""
"High transfer dependency","1993","Not Working","lower secondary degree","40","0.0144552975081521","0.00962130106193624","0.0192892939543679"
"High transfer dependency","1993","Not Working","secondary school degree","24","","",""
"High transfer dependency","1993","Not Working","college entrance qualification","7","","",""
"High transfer dependency","1993","Not Working","Other degree","14","","",""
"High transfer dependency","1993","Not Working","no degree/no degree yet","17","","",""
"Very high transfer dependency","1993","Full Time","lower secondary degree","1","","",""
"Very high transfer dependency","1993","Full Time","secondary school degree","2","","",""
"Very high transfer dependency","1993","Full Time","college entrance qualification","1","","",""
"Very high transfer dependency","1993","Full Time","Other degree","","","",""
"Very high transfer dependency","1993","Full Time","no degree/no degree yet","","","",""
"Very high transfer dependency","1993","Part Time","lower secondary degree","14","","",""
"Very high transfer dependency","1993","Part Time","secondary school degree","8","","",""
"Very high transfer dependency","1993","Part Time","college entrance qualification","1","","",""
"Very high transfer dependency","1993","Part Time","Other degree","3","","",""
"Very high transfer dependency","1993","Part Time","no degree/no degree yet","","","",""
"Very high transfer dependency","1993","Not Working","lower secondary degree","30","0.0150614327100907","0.0101286457387496","0.0199942196814319"
"Very high transfer dependency","1993","Not Working","secondary school degree","23","","",""
"Very high transfer dependency","1993","Not Working","college entrance qualification","9","","",""
"Very high transfer dependency","1993","Not Working","Other degree","7","","",""
"Very high transfer dependency","1993","Not Working","no degree/no degree yet","14","","",""
"Complete transfer dependency","1993","Full Time","lower secondary degree","","","",""
"Complete transfer dependency","1993","Full Time","secondary school degree","","","",""
"Complete transfer dependency","1993","Full Time","college entrance qualification","","","",""
"Complete transfer dependency","1993","Full Time","Other degree","","","",""
"Complete transfer dependency","1993","Full Time","no degree/no degree yet","","","",""
"Complete transfer dependency","1993","Part Time","lower secondary degree","","","",""
"Complete transfer dependency","1993","Part Time","secondary school degree","","","",""
"Complete transfer dependency","1993","Part Time","college entrance qualification","","","",""
"Complete transfer dependency","1993","Part Time","Other degree","","","",""
"Complete transfer dependency","1993","Part Time","no degree/no degree yet","","","",""
"Complete transfer dependency","1993","Not Working","lower secondary degree","22","","",""
"Complete transfer dependency","1993","Not Working","secondary school degree","12","","",""
"Complete transfer dependency","1993","Not Working","college entrance qualification","4","","",""
"Complete transfer dependency","1993","Not Working","Other degree","10","","",""
"Complete transfer dependency","1993","Not Working","no degree/no degree yet","7","","",""
"No transfer dependency","1994","Full Time","lower secondary degree","967","0.53881563322503","0.517257792748733","0.560373473701327"
"No transfer dependency","1994","Full Time","secondary school degree","771","0.50037257310053","0.478180357187115","0.522564789013945"
"No transfer dependency","1994","Full Time","college entrance qualification","394","0.545698767750484","0.513187482430931","0.578210053070037"
"No transfer dependency","1994","Full Time","Other degree","155","0.379373778159074","0.335127594416444","0.423619961901704"
"No transfer dependency","1994","Full Time","no degree/no degree yet","87","0.448843695085138","0.383268905061024","0.514418485109253"
"No transfer dependency","1994","Part Time","lower secondary degree","285","0.396142688185801","0.364082038523324","0.428203337848279"
"No transfer dependency","1994","Part Time","secondary school degree","105","0.222784327265751","0.191110217365307","0.254458437166195"
"No transfer dependency","1994","Part Time","college entrance qualification","116","0.385651480306963","0.335159908282333","0.436143052331593"
"No transfer dependency","1994","Part Time","Other degree","40","0.247219553389601","0.178412146511643","0.31602696026756"
"No transfer dependency","1994","Part Time","no degree/no degree yet","19","","",""
"No transfer dependency","1994","Not Working","lower secondary degree","1554","0.709507182009418","0.691408128518043","0.727606235500793"
"No transfer dependency","1994","Not Working","secondary school degree","287","0.554880430627973","0.519454175854679","0.590306685401267"
"No transfer dependency","1994","Not Working","college entrance qualification","176","0.517900804693054","0.471474984855297","0.564326624530812"
"No transfer dependency","1994","Not Working","Other degree","67","0.276087076945879","0.2216412732324","0.330532880659359"
"No transfer dependency","1994","Not Working","no degree/no degree yet","78","0.145506051018669","0.113928724542656","0.177083377494682"
"Very low transfer dependency","1994","Full Time","lower secondary degree","1004","0.433774047094783","0.41234146286082","0.455206631328746"
"Very low transfer dependency","1994","Full Time","secondary school degree","1051","0.451245105085724","0.429158638586161","0.473331571585286"
"Very low transfer dependency","1994","Full Time","college entrance qualification","480","0.438417432891077","0.406018074358079","0.470816791424076"
"Very low transfer dependency","1994","Full Time","Other degree","294","0.589929544889767","0.545080167659489","0.634778922120046"
"Very low transfer dependency","1994","Full Time","no degree/no degree yet","131","0.536808541154579","0.471066689196652","0.602550393112506"
"Very low transfer dependency","1994","Part Time","lower secondary degree","486","0.475566579151699","0.442830235195202","0.508302923108196"
"Very low transfer dependency","1994","Part Time","secondary school degree","449","0.630374570846011","0.593631826545711","0.66711731514631"
"Very low transfer dependency","1994","Part Time","college entrance qualification","210","0.550126701137867","0.498521858989596","0.601731543286137"
"Very low transfer dependency","1994","Part Time","Other degree","90","0.568481308714662","0.489483050056384","0.64747956737294"
"Very low transfer dependency","1994","Part Time","no degree/no degree yet","69","0.722265962952538","0.634918452349702","0.809613473555374"
"Very low transfer dependency","1994","Not Working","lower secondary degree","623","0.216709385308978","0.200284207207376","0.233134563410581"
"Very low transfer dependency","1994","Not Working","secondary school degree","299","0.300175421788646","0.267503900761977","0.332846942815315"
"Very low transfer dependency","1994","Not Working","college entrance qualification","203","0.378062546645769","0.333009592957738","0.4231155003338"
"Very low transfer dependency","1994","Not Working","Other degree","122","0.424814838521785","0.36461409088746","0.485015586156111"
"Very low transfer dependency","1994","Not Working","no degree/no degree yet","323","0.701151350792151","0.660158146166319","0.742144555417982"
"Low transfer dependency","1994","Full Time","lower secondary degree","71","0.022264066486804","0.0158834755185363","0.0286446574550717"
"Low transfer dependency","1994","Full Time","secondary school degree","108","0.0389470229623078","0.0303600205910663","0.0475340253335494"
"Low transfer dependency","1994","Full Time","college entrance qualification","24","","",""
"Low transfer dependency","1994","Full Time","Other degree","13","","",""
"Low transfer dependency","1994","Full Time","no degree/no degree yet","3","","",""
"Low transfer dependency","1994","Part Time","lower secondary degree","75","0.065824157444552","0.0495691825818216","0.0820791323072825"
"Low transfer dependency","1994","Part Time","secondary school degree","77","0.092980229392604","0.0708750008036907","0.115085457981517"
"Low transfer dependency","1994","Part Time","college entrance qualification","22","","",""
"Low transfer dependency","1994","Part Time","Other degree","14","","",""
"Low transfer dependency","1994","Part Time","no degree/no degree yet","9","","",""
"Low transfer dependency","1994","Not Working","lower secondary degree","129","0.0317500170895175","0.0247600441169329","0.038739990062102"
"Low transfer dependency","1994","Not Working","secondary school degree","109","0.0776518454097057","0.0585748258277281","0.0967288649916833"
"Low transfer dependency","1994","Not Working","college entrance qualification","36","0.046193769893156","0.0266912887669793","0.0656962510193327"
"Low transfer dependency","1994","Not Working","Other degree","33","0.105591697684707","0.0681650433499521","0.143018352019463"
"Low transfer dependency","1994","Not Working","no degree/no degree yet","38","0.0647884547576372","0.0427447759178291","0.0868321335974453"
"High transfer dependency","1994","Full Time","lower secondary degree","9","","",""
"High transfer dependency","1994","Full Time","secondary school degree","18","","",""
"High transfer dependency","1994","Full Time","college entrance qualification","2","","",""
"High transfer dependency","1994","Full Time","Other degree","","","",""
"High transfer dependency","1994","Full Time","no degree/no degree yet","","","",""
"High transfer dependency","1994","Part Time","lower secondary degree","35","0.0412710029927534","0.0282318381782099","0.0543101678072969"
"High transfer dependency","1994","Part Time","secondary school degree","21","","",""
"High transfer dependency","1994","Part Time","college entrance qualification","5","","",""
"High transfer dependency","1994","Part Time","Other degree","5","","",""
"High transfer dependency","1994","Part Time","no degree/no degree yet","4","","",""
"High transfer dependency","1994","Not Working","lower secondary degree","48","0.0153568189123153","0.0104545194600616","0.020259118364569"
"High transfer dependency","1994","Not Working","secondary school degree","29","","",""
"High transfer dependency","1994","Not Working","college entrance qualification","17","","",""
"High transfer dependency","1994","Not Working","Other degree","16","","",""
"High transfer dependency","1994","Not Working","no degree/no degree yet","15","","",""
"Very high transfer dependency","1994","Full Time","lower secondary degree","3","","",""
"Very high transfer dependency","1994","Full Time","secondary school degree","2","","",""
"Very high transfer dependency","1994","Full Time","college entrance qualification","1","","",""
"Very high transfer dependency","1994","Full Time","Other degree","","","",""
"Very high transfer dependency","1994","Full Time","no degree/no degree yet","","","",""
"Very high transfer dependency","1994","Part Time","lower secondary degree","13","","",""
"Very high transfer dependency","1994","Part Time","secondary school degree","11","","",""
"Very high transfer dependency","1994","Part Time","college entrance qualification","4","","",""
"Very high transfer dependency","1994","Part Time","Other degree","2","","",""
"Very high transfer dependency","1994","Part Time","no degree/no degree yet","","","",""
"Very high transfer dependency","1994","Not Working","lower secondary degree","37","0.0149462119932117","0.0101088865405889","0.0197835374458345"
"Very high transfer dependency","1994","Not Working","secondary school degree","20","","",""
"Very high transfer dependency","1994","Not Working","college entrance qualification","5","","",""
"Very high transfer dependency","1994","Not Working","Other degree","10","","",""
"Very high transfer dependency","1994","Not Working","no degree/no degree yet","11","","",""
"Complete transfer dependency","1994","Full Time","lower secondary degree","","","",""
"Complete transfer dependency","1994","Full Time","secondary school degree","","","",""
"Complete transfer dependency","1994","Full Time","college entrance qualification","","","",""
"Complete transfer dependency","1994","Full Time","Other degree","","","",""
"Complete transfer dependency","1994","Full Time","no degree/no degree yet","","","",""
"Complete transfer dependency","1994","Part Time","lower secondary degree","","","",""
"Complete transfer dependency","1994","Part Time","secondary school degree","","","",""
"Complete transfer dependency","1994","Part Time","college entrance qualification","","","",""
"Complete transfer dependency","1994","Part Time","Other degree","","","",""
"Complete transfer dependency","1994","Part Time","no degree/no degree yet","","","",""
"Complete transfer dependency","1994","Not Working","lower secondary degree","26","","",""
"Complete transfer dependency","1994","Not Working","secondary school degree","12","","",""
"Complete transfer dependency","1994","Not Working","college entrance qualification","8","","",""
"Complete transfer dependency","1994","Not Working","Other degree","11","","",""
"Complete transfer dependency","1994","Not Working","no degree/no degree yet","14","","",""
"No transfer dependency","1995","Full Time","lower secondary degree","930","0.541850360674844","0.519610199301748","0.564090522047941"
"No transfer dependency","1995","Full Time","secondary school degree","767","0.50432346545163","0.481883276355647","0.526763654547614"
"No transfer dependency","1995","Full Time","college entrance qualification","440","0.573879465112612","0.541994299315444","0.60576463090978"
"No transfer dependency","1995","Full Time","Other degree","177","0.385634821688895","0.344807284124194","0.426462359253595"
"No transfer dependency","1995","Full Time","no degree/no degree yet","72","0.385817504201035","0.31623359117499","0.455401417227081"
"No transfer dependency","1995","Part Time","lower secondary degree","296","0.395732364506526","0.364253165292623","0.427211563720428"
"No transfer dependency","1995","Part Time","secondary school degree","137","0.258960189570868","0.227503919360122","0.290416459781614"
"No transfer dependency","1995","Part Time","college entrance qualification","129","0.395893547214268","0.347908315965887","0.443878778462648"
"No transfer dependency","1995","Part Time","Other degree","54","0.305139401945258","0.245630469238715","0.3646483346518"
"No transfer dependency","1995","Part Time","no degree/no degree yet","23","","",""
"No transfer dependency","1995","Not Working","lower secondary degree","1589","0.725488482317122","0.707667762690839","0.743309201943406"
"No transfer dependency","1995","Not Working","secondary school degree","295","0.556019207820563","0.521284487511006","0.59075392813012"
"No transfer dependency","1995","Not Working","college entrance qualification","185","0.520074849717931","0.474270188864646","0.565879510571216"
"No transfer dependency","1995","Not Working","Other degree","87","0.242777291704676","0.19926524409028","0.286289339319072"
"No transfer dependency","1995","Not Working","no degree/no degree yet","81","0.150137277331236","0.1196688675578","0.180605687104673"
"Very low transfer dependency","1995","Full Time","lower secondary degree","912","0.420095010125937","0.398063373470552","0.442126646781322"
"Very low transfer dependency","1995","Full Time","secondary school degree","1049","0.46121187443198","0.438838474161942","0.483585274702018"
"Very low transfer dependency","1995","Full Time","college entrance qualification","466","0.416265884133006","0.384482140219411","0.448049628046601"
"Very low transfer dependency","1995","Full Time","Other degree","347","0.582096721107178","0.540726557779732","0.623466884434624"
"Very low transfer dependency","1995","Full Time","no degree/no degree yet","112","0.5801295926067","0.509580844850998","0.650678340362402"
"Very low transfer dependency","1995","Part Time","lower secondary degree","500","0.475461948144916","0.443313900287995","0.507609996001837"
"Very low transfer dependency","1995","Part Time","secondary school degree","512","0.637065991643977","0.602537627898454","0.671594355389501"
"Very low transfer dependency","1995","Part Time","college entrance qualification","236","0.539726848707748","0.490821486966799","0.588632210448696"
"Very low transfer dependency","1995","Part Time","Other degree","139","0.493327569152842","0.428715224178654","0.557939914127029"
"Very low transfer dependency","1995","Part Time","no degree/no degree yet","67","0.647815664420931","0.557311837712735","0.738319491129127"
"Very low transfer dependency","1995","Not Working","lower secondary degree","543","0.181313500394503","0.165928285148349","0.196698715640656"
"Very low transfer dependency","1995","Not Working","secondary school degree","314","0.29703525727573","0.26508991168935","0.328980602862109"
"Very low transfer dependency","1995","Not Working","college entrance qualification","210","0.367111223833207","0.322918322034662","0.411304125631752"
"Very low transfer dependency","1995","Not Working","Other degree","167","0.352657550549197","0.304169211042244","0.401145890056149"
"Very low transfer dependency","1995","Not Working","no degree/no degree yet","354","0.689448623752387","0.649980288060701","0.728916959444072"
"Low transfer dependency","1995","Full Time","lower secondary degree","75","0.0326046452232006","0.0246771440578805","0.0405321463885208"
"Low transfer dependency","1995","Full Time","secondary school degree","77","0.0286565551328781","0.0211684636396237","0.0361446466261325"
"Low transfer dependency","1995","Full Time","college entrance qualification","16","","",""
"Low transfer dependency","1995","Full Time","Other degree","18","","",""
"Low transfer dependency","1995","Full Time","no degree/no degree yet","4","","",""
"Low transfer dependency","1995","Part Time","lower secondary degree","90","0.0946433021954069","0.0757997391173158","0.113486865273498"
"Low transfer dependency","1995","Part Time","secondary school degree","64","0.058869425526372","0.0419673594642807","0.0757714915884633"
"Low transfer dependency","1995","Part Time","college entrance qualification","23","","",""
"Low transfer dependency","1995","Part Time","Other degree","23","","",""
"Low transfer dependency","1995","Part Time","no degree/no degree yet","11","","",""
"Low transfer dependency","1995","Not Working","lower secondary degree","124","0.0341318918205012","0.0268813780039684","0.0413824056370341"
"Low transfer dependency","1995","Not Working","secondary school degree","99","0.0698914211337694","0.05206699408605","0.0877158481814888"
"Low transfer dependency","1995","Not Working","college entrance qualification","26","","",""
"Low transfer dependency","1995","Not Working","Other degree","50","0.110811637344421","0.0789562238884958","0.142667050800347"
"Low transfer dependency","1995","Not Working","no degree/no degree yet","40","0.0569293925984388","0.0371655443975896","0.0766932407992879"
"High transfer dependency","1995","Full Time","lower secondary degree","10","","",""
"High transfer dependency","1995","Full Time","secondary school degree","13","","",""
"High transfer dependency","1995","Full Time","college entrance qualification","1","","",""
"High transfer dependency","1995","Full Time","Other degree","4","","",""
"High transfer dependency","1995","Full Time","no degree/no degree yet","","","",""
"High transfer dependency","1995","Part Time","lower secondary degree","28","","",""
"High transfer dependency","1995","Part Time","secondary school degree","21","","",""
"High transfer dependency","1995","Part Time","college entrance qualification","8","","",""
"High transfer dependency","1995","Part Time","Other degree","8","","",""
"High transfer dependency","1995","Part Time","no degree/no degree yet","4","","",""
"High transfer dependency","1995","Not Working","lower secondary degree","58","0.0198452729127548","0.0142759096177971","0.0254146362077126"
"High transfer dependency","1995","Not Working","secondary school degree","37","0.039030142992642","0.0254909813951206","0.0525693045901634"
"High transfer dependency","1995","Not Working","college entrance qualification","7","","",""
"High transfer dependency","1995","Not Working","Other degree","13","","",""
"High transfer dependency","1995","Not Working","no degree/no degree yet","26","","",""
"Very high transfer dependency","1995","Full Time","lower secondary degree","1","","",""
"Very high transfer dependency","1995","Full Time","secondary school degree","1","","",""
"Very high transfer dependency","1995","Full Time","college entrance qualification","1","","",""
"Very high transfer dependency","1995","Full Time","Other degree","","","",""
"Very high transfer dependency","1995","Full Time","no degree/no degree yet","","","",""
"Very high transfer dependency","1995","Part Time","lower secondary degree","13","","",""
"Very high transfer dependency","1995","Part Time","secondary school degree","11","","",""
"Very high transfer dependency","1995","Part Time","college entrance qualification","3","","",""
"Very high transfer dependency","1995","Part Time","Other degree","6","","",""
"Very high transfer dependency","1995","Part Time","no degree/no degree yet","2","","",""
"Very high transfer dependency","1995","Not Working","lower secondary degree","58","0.0205618105777208","0.0148948670499566","0.026228754105485"
"Very high transfer dependency","1995","Not Working","secondary school degree","23","","",""
"Very high transfer dependency","1995","Not Working","college entrance qualification","19","","",""
"Very high transfer dependency","1995","Not Working","Other degree","24","","",""
"Very high transfer dependency","1995","Not Working","no degree/no degree yet","9","","",""
"Complete transfer dependency","1995","Full Time","lower secondary degree","","","",""
"Complete transfer dependency","1995","Full Time","secondary school degree","","","",""
"Complete transfer dependency","1995","Full Time","college entrance qualification","","","",""
"Complete transfer dependency","1995","Full Time","Other degree","","","",""
"Complete transfer dependency","1995","Full Time","no degree/no degree yet","","","",""
"Complete transfer dependency","1995","Part Time","lower secondary degree","","","",""
"Complete transfer dependency","1995","Part Time","secondary school degree","","","",""
"Complete transfer dependency","1995","Part Time","college entrance qualification","","","",""
"Complete transfer dependency","1995","Part Time","Other degree","","","",""
"Complete transfer dependency","1995","Part Time","no degree/no degree yet","","","",""
"Complete transfer dependency","1995","Not Working","lower secondary degree","37","0.0186590419773981","0.0132554278987416","0.0240626560560547"
"Complete transfer dependency","1995","Not Working","secondary school degree","18","","",""
"Complete transfer dependency","1995","Not Working","college entrance qualification","10","","",""
"Complete transfer dependency","1995","Not Working","Other degree","32","0.179231386644322","0.140307959005861","0.218154814282783"
"Complete transfer dependency","1995","Not Working","no degree/no degree yet","18","","",""
"No transfer dependency","1996","Full Time","lower secondary degree","882","0.528439111974205","0.505795677615192","0.551082546333217"
"No transfer dependency","1996","Full Time","secondary school degree","770","0.495604032716511","0.473292202534002","0.51791586289902"
"No transfer dependency","1996","Full Time","college entrance qualification","422","0.501579964291702","0.470179472597564","0.532980455985841"
"No transfer dependency","1996","Full Time","Other degree","153","0.408266916121942","0.363301691409842","0.453232140834041"
"No transfer dependency","1996","Full Time","no degree/no degree yet","52","0.331091456961334","0.255273061000485","0.406909852922184"
"No transfer dependency","1996","Part Time","lower secondary degree","288","0.360973610383782","0.330105948102558","0.391841272665007"
"No transfer dependency","1996","Part Time","secondary school degree","140","0.23921999068517","0.209107326376962","0.269332654993378"
"No transfer dependency","1996","Part Time","college entrance qualification","134","0.378299538893971","0.331808585665854","0.424790492122088"
"No transfer dependency","1996","Part Time","Other degree","68","0.313132151374266","0.255178478847246","0.371085823901287"
"No transfer dependency","1996","Part Time","no degree/no degree yet","40","0.294649281511117","0.216282562478014","0.373016000544221"
"No transfer dependency","1996","Not Working","lower secondary degree","1453","0.707354520152291","0.688927966227813","0.72578107407677"
"No transfer dependency","1996","Not Working","secondary school degree","278","0.536465973480236","0.501036258134213","0.571895688826259"
"No transfer dependency","1996","Not Working","college entrance qualification","149","0.505291446779085","0.457645760115174","0.552937133442997"
"No transfer dependency","1996","Not Working","Other degree","95","0.290941428750683","0.24382657773011","0.338056279771256"
"No transfer dependency","1996","Not Working","no degree/no degree yet","86","0.145267612681563","0.114685852175494","0.175849373187632"
"Very low transfer dependency","1996","Full Time","lower secondary degree","896","0.437786016925275","0.415282121735666","0.460289912114885"
"Very low transfer dependency","1996","Full Time","secondary school degree","1048","0.460947924377374","0.438703392517757","0.483192456236991"
"Very low transfer dependency","1996","Full Time","college entrance qualification","526","0.479160480862105","0.447787117948649","0.510533843775561"
"Very low transfer dependency","1996","Full Time","Other degree","289","0.565577680365522","0.520231162383945","0.610924198347099"
"Very low transfer dependency","1996","Full Time","no degree/no degree yet","92","0.63851014521123","0.561108678382254","0.715911612040205"
"Very low transfer dependency","1996","Part Time","lower secondary degree","510","0.511403415525041","0.479276898657949","0.543529932392133"
"Very low transfer dependency","1996","Part Time","secondary school degree","526","0.631548992847449","0.597499213693242","0.665598772001656"
"Very low transfer dependency","1996","Part Time","college entrance qualification","250","0.56098355049527","0.513408921509902","0.608558179480638"
"Very low transfer dependency","1996","Part Time","Other degree","139","0.485883458059448","0.423426995443965","0.548339920674932"
"Very low transfer dependency","1996","Part Time","no degree/no degree yet","70","0.531398160469364","0.445617688234142","0.617178632704586"
"Very low transfer dependency","1996","Not Working","lower secondary degree","517","0.170066076605034","0.154850610870409","0.185281542339659"
"Very low transfer dependency","1996","Not Working","secondary school degree","313","0.326586908662781","0.293267604269785","0.359906213055776"
"Very low transfer dependency","1996","Not Working","college entrance qualification","211","0.371195105673459","0.325154928665771","0.417235282681147"
"Very low transfer dependency","1996","Not Working","Other degree","163","0.386355230492201","0.335846564370951","0.436863896613452"
"Very low transfer dependency","1996","Not Working","no degree/no degree yet","327","0.7012232274153","0.661498167084401","0.740948287746198"
"Low transfer dependency","1996","Full Time","lower secondary degree","70","0.027854129159566","0.0203898745926375","0.0353183837264944"
"Low transfer dependency","1996","Full Time","secondary school degree","99","0.0401327327837707","0.0313740875676251","0.0488913779999162"
"Low transfer dependency","1996","Full Time","college entrance qualification","26","","",""
"Low transfer dependency","1996","Full Time","Other degree","16","","",""
"Low transfer dependency","1996","Full Time","no degree/no degree yet","4","","",""
"Low transfer dependency","1996","Part Time","lower secondary degree","76","0.0778956843220813","0.0606709178514645","0.0951204507926981"
"Low transfer dependency","1996","Part Time","secondary school degree","70","0.0820448446714471","0.0626736108569721","0.101416078485922"
"Low transfer dependency","1996","Part Time","college entrance qualification","24","","",""
"Low transfer dependency","1996","Part Time","Other degree","22","","",""
"Low transfer dependency","1996","Part Time","no degree/no degree yet","14","","",""
"Low transfer dependency","1996","Not Working","lower secondary degree","169","0.0534143774116735","0.0443076217816444","0.0625211330417026"
"Low transfer dependency","1996","Not Working","secondary school degree","103","0.0743715327430126","0.0557301776182367","0.0930128878677885"
"Low transfer dependency","1996","Not Working","college entrance qualification","33","0.0553941950134609","0.0335952568106512","0.0771931332162706"
"Low transfer dependency","1996","Not Working","Other degree","44","0.0974356290289004","0.066673812868894","0.128197445188907"
"Low transfer dependency","1996","Not Working","no degree/no degree yet","43","0.053379228660808","0.0338701318072859","0.0728883255143302"
"High transfer dependency","1996","Full Time","lower secondary degree","17","","",""
"High transfer dependency","1996","Full Time","secondary school degree","11","","",""
"High transfer dependency","1996","Full Time","college entrance qualification","","","",""
"High transfer dependency","1996","Full Time","Other degree","1","","",""
"High transfer dependency","1996","Full Time","no degree/no degree yet","","","",""
"High transfer dependency","1996","Part Time","lower secondary degree","45","0.0428949550162143","0.0298726000932981","0.0559173099391304"
"High transfer dependency","1996","Part Time","secondary school degree","31","0.0440875594253436","0.0295969053870024","0.0585782134636848"
"High transfer dependency","1996","Part Time","college entrance qualification","6","","",""
"High transfer dependency","1996","Part Time","Other degree","12","","",""
"High transfer dependency","1996","Part Time","no degree/no degree yet","3","","",""
"High transfer dependency","1996","Not Working","lower secondary degree","89","0.0287407354909616","0.0219741250934132","0.0355073458885101"
"High transfer dependency","1996","Not Working","secondary school degree","34","0.0295520060992225","0.017520073794026","0.0415839384044189"
"High transfer dependency","1996","Not Working","college entrance qualification","11","","",""
"High transfer dependency","1996","Not Working","Other degree","11","","",""
"High transfer dependency","1996","Not Working","no degree/no degree yet","22","","",""
"Very high transfer dependency","1996","Full Time","lower secondary degree","2","","",""
"Very high transfer dependency","1996","Full Time","secondary school degree","1","","",""
"Very high transfer dependency","1996","Full Time","college entrance qualification","","","",""
