"transab_cat","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"No transfer dependency","1994","indirect migration background","vocational + Abi","7","","",""
"No transfer dependency","1994","indirect migration background","higher vocational","5","","",""
"No transfer dependency","1994","indirect migration background","higher education","2","","",""
"Very low transfer dependency","1994","no migration background","in school","138","0.899111649725623","0.852444054496782","0.945779244954464"
"Very low transfer dependency","1994","no migration background","inadequately","44","0.540734478678127","0.423993582356191","0.657475375000063"
"Very low transfer dependency","1994","no migration background","general elemantary","571","0.298350911159533","0.275711752334979","0.320990069984087"
"Very low transfer dependency","1994","no migration background","middle vocational","2444","0.385161863273391","0.372184907053257","0.398138819493525"
"Very low transfer dependency","1994","no migration background","vocational + Abi","141","0.442506964813107","0.384226129493426","0.500787800132788"
"Very low transfer dependency","1994","no migration background","higher vocational","315","0.384766614496721","0.347506337495498","0.422026891497945"
"Very low transfer dependency","1994","no migration background","higher education","782","0.446933370255069","0.42123658667459","0.472630153835548"
"Very low transfer dependency","1994","direct migration background","in school","11","","",""
"Very low transfer dependency","1994","direct migration background","inadequately","259","0.524875576178405","0.478889023954884","0.570862128401927"
"Very low transfer dependency","1994","direct migration background","general elemantary","393","0.468668687228828","0.431488573117171","0.505848801340485"
"Very low transfer dependency","1994","direct migration background","middle vocational","392","0.409868445398908","0.375551687544243","0.444185203253574"
"Very low transfer dependency","1994","direct migration background","vocational + Abi","47","0.538572964817816","0.431966819415589","0.645179110220042"
"Very low transfer dependency","1994","direct migration background","higher vocational","26","","",""
"Very low transfer dependency","1994","direct migration background","higher education","61","0.402502213615677","0.31512308834858","0.489881338882774"
"Very low transfer dependency","1994","indirect migration background","in school","48","0.836197071188993","0.740118659360979","0.932275483017007"
"Very low transfer dependency","1994","indirect migration background","inadequately","10","","",""
"Very low transfer dependency","1994","indirect migration background","general elemantary","113","0.637161151799459","0.56571892198648","0.708603381612439"
"Very low transfer dependency","1994","indirect migration background","middle vocational","80","0.509059866471107","0.429846025265456","0.588273707676758"
"Very low transfer dependency","1994","indirect migration background","vocational + Abi","3","","",""
"Very low transfer dependency","1994","indirect migration background","higher vocational","6","","",""
"Very low transfer dependency","1994","indirect migration background","higher education","5","","",""
"Low transfer dependency","1994","no migration background","in school","10","","",""
"Low transfer dependency","1994","no migration background","inadequately","2","","",""
"Low transfer dependency","1994","no migration background","general elemantary","76","0.0317978800640244","0.0231159013385102","0.0404798587895387"
"Low transfer dependency","1994","no migration background","middle vocational","378","0.0465477961432166","0.0409299501882535","0.0521656420981796"
"Low transfer dependency","1994","no migration background","vocational + Abi","17","","",""
"Low transfer dependency","1994","no migration background","higher vocational","36","0.0301740215691562","0.0170734288292492","0.0432746143090632"
"Low transfer dependency","1994","no migration background","higher education","68","0.0319578921960846","0.0228670349934045","0.0410487493987647"
"Low transfer dependency","1994","direct migration background","in school","1","","",""
"Low transfer dependency","1994","direct migration background","inadequately","31","0.0747487876469745","0.0505311990048179","0.098966376289131"
"Low transfer dependency","1994","direct migration background","general elemantary","52","0.0555142955980284","0.0384536620370408","0.0725749291590161"
"Low transfer dependency","1994","direct migration background","middle vocational","45","0.0427328561992307","0.028620253136129","0.0568454592623325"
"Low transfer dependency","1994","direct migration background","vocational + Abi","11","","",""
"Low transfer dependency","1994","direct migration background","higher vocational","1","","",""
"Low transfer dependency","1994","direct migration background","higher education","5","","",""
"Low transfer dependency","1994","indirect migration background","in school","3","","",""
"Low transfer dependency","1994","indirect migration background","inadequately","1","","",""
"Low transfer dependency","1994","indirect migration background","general elemantary","15","","",""
"Low transfer dependency","1994","indirect migration background","middle vocational","9","","",""
"Low transfer dependency","1994","indirect migration background","vocational + Abi","3","","",""
"Low transfer dependency","1994","indirect migration background","higher vocational","","","",""
"Low transfer dependency","1994","indirect migration background","higher education","1","","",""
"High transfer dependency","1994","no migration background","in school","4","","",""
"High transfer dependency","1994","no migration background","inadequately","3","","",""
"High transfer dependency","1994","no migration background","general elemantary","32","0.0177235411580412","0.0111948107400595","0.024252271576023"
"High transfer dependency","1994","no migration background","middle vocational","97","0.0147832277450092","0.0115649662201176","0.0180014892699007"
"High transfer dependency","1994","no migration background","vocational + Abi","3","","",""
"High transfer dependency","1994","no migration background","higher vocational","9","","",""
"High transfer dependency","1994","no migration background","higher education","23","","",""
"High transfer dependency","1994","direct migration background","in school","","","",""
"High transfer dependency","1994","direct migration background","inadequately","10","","",""
"High transfer dependency","1994","direct migration background","general elemantary","17","","",""
"High transfer dependency","1994","direct migration background","middle vocational","15","","",""
"High transfer dependency","1994","direct migration background","vocational + Abi","3","","",""
"High transfer dependency","1994","direct migration background","higher vocational","","","",""
"High transfer dependency","1994","direct migration background","higher education","2","","",""
"High transfer dependency","1994","indirect migration background","in school","2","","",""
"High transfer dependency","1994","indirect migration background","inadequately","","","",""
"High transfer dependency","1994","indirect migration background","general elemantary","4","","",""
"High transfer dependency","1994","indirect migration background","middle vocational","","","",""
"High transfer dependency","1994","indirect migration background","vocational + Abi","","","",""
"High transfer dependency","1994","indirect migration background","higher vocational","","","",""
"High transfer dependency","1994","indirect migration background","higher education","1","","",""
"Very high transfer dependency","1994","no migration background","in school","2","","",""
"Very high transfer dependency","1994","no migration background","inadequately","","","",""
"Very high transfer dependency","1994","no migration background","general elemantary","20","","",""
"Very high transfer dependency","1994","no migration background","middle vocational","54","0.0123698247117371","0.00942235229799577","0.0153172971254784"
"Very high transfer dependency","1994","no migration background","vocational + Abi","4","","",""
"Very high transfer dependency","1994","no migration background","higher vocational","2","","",""
"Very high transfer dependency","1994","no migration background","higher education","8","","",""
"Very high transfer dependency","1994","direct migration background","in school","","","",""
"Very high transfer dependency","1994","direct migration background","inadequately","6","","",""
"Very high transfer dependency","1994","direct migration background","general elemantary","12","","",""
"Very high transfer dependency","1994","direct migration background","middle vocational","7","","",""
"Very high transfer dependency","1994","direct migration background","vocational + Abi","1","","",""
"Very high transfer dependency","1994","direct migration background","higher vocational","","","",""
"Very high transfer dependency","1994","direct migration background","higher education","1","","",""
"Very high transfer dependency","1994","indirect migration background","in school","1","","",""
"Very high transfer dependency","1994","indirect migration background","inadequately","","","",""
"Very high transfer dependency","1994","indirect migration background","general elemantary","3","","",""
"Very high transfer dependency","1994","indirect migration background","middle vocational","","","",""
"Very high transfer dependency","1994","indirect migration background","vocational + Abi","","","",""
"Very high transfer dependency","1994","indirect migration background","higher vocational","","","",""
"Very high transfer dependency","1994","indirect migration background","higher education","","","",""
"Complete transfer dependency","1994","no migration background","in school","1","","",""
"Complete transfer dependency","1994","no migration background","inadequately","4","","",""
"Complete transfer dependency","1994","no migration background","general elemantary","11","","",""
"Complete transfer dependency","1994","no migration background","middle vocational","24","","",""
"Complete transfer dependency","1994","no migration background","vocational + Abi","3","","",""
"Complete transfer dependency","1994","no migration background","higher vocational","","","",""
"Complete transfer dependency","1994","no migration background","higher education","2","","",""
"Complete transfer dependency","1994","direct migration background","in school","","","",""
"Complete transfer dependency","1994","direct migration background","inadequately","7","","",""
"Complete transfer dependency","1994","direct migration background","general elemantary","6","","",""
"Complete transfer dependency","1994","direct migration background","middle vocational","8","","",""
"Complete transfer dependency","1994","direct migration background","vocational + Abi","2","","",""
"Complete transfer dependency","1994","direct migration background","higher vocational","1","","",""
"Complete transfer dependency","1994","direct migration background","higher education","","","",""
"Complete transfer dependency","1994","indirect migration background","in school","1","","",""
"Complete transfer dependency","1994","indirect migration background","inadequately","","","",""
"Complete transfer dependency","1994","indirect migration background","general elemantary","1","","",""
"Complete transfer dependency","1994","indirect migration background","middle vocational","","","",""
"Complete transfer dependency","1994","indirect migration background","vocational + Abi","","","",""
"Complete transfer dependency","1994","indirect migration background","higher vocational","","","",""
"Complete transfer dependency","1994","indirect migration background","higher education","","","",""
"No transfer dependency","1995","no migration background","in school","5","","",""
"No transfer dependency","1995","no migration background","inadequately","12","","",""
"No transfer dependency","1995","no migration background","general elemantary","837","0.646243800967286","0.622143502559486","0.670344099375085"
"No transfer dependency","1995","no migration background","middle vocational","2462","0.551412416458708","0.538095348033171","0.564729484884245"
"No transfer dependency","1995","no migration background","vocational + Abi","124","0.505875759027846","0.448822941377055","0.562928576678638"
"No transfer dependency","1995","no migration background","higher vocational","287","0.532362801716578","0.494268171725967","0.570457431707189"
"No transfer dependency","1995","no migration background","higher education","612","0.525978908288367","0.500242558988056","0.551715257588678"
"No transfer dependency","1995","direct migration background","in school","1","","",""
"No transfer dependency","1995","direct migration background","inadequately","137","0.359591405754454","0.315055130835068","0.404127680673839"
"No transfer dependency","1995","direct migration background","general elemantary","234","0.421145903553875","0.386157975941583","0.456133831166166"
"No transfer dependency","1995","direct migration background","middle vocational","354","0.482805609872066","0.451358895176364","0.514252324567769"
"No transfer dependency","1995","direct migration background","vocational + Abi","27","","",""
"No transfer dependency","1995","direct migration background","higher vocational","31","0.671113259023347","0.551234240828102","0.790992277218592"
"No transfer dependency","1995","direct migration background","higher education","68","0.426719541704521","0.355639699686314","0.497799383722729"
"No transfer dependency","1995","indirect migration background","in school","1","","",""
"No transfer dependency","1995","indirect migration background","inadequately","4","","",""
"No transfer dependency","1995","indirect migration background","general elemantary","32","0.271810227780357","0.20351199389711","0.340108461663604"
"No transfer dependency","1995","indirect migration background","middle vocational","72","0.507927242740066","0.433644337442722","0.58221014803741"
"No transfer dependency","1995","indirect migration background","vocational + Abi","6","","",""
"No transfer dependency","1995","indirect migration background","higher vocational","5","","",""
"No transfer dependency","1995","indirect migration background","higher education","6","","",""
"Very low transfer dependency","1995","no migration background","in school","152","0.865415463427571","0.814995600075964","0.915835326779178"
"Very low transfer dependency","1995","no migration background","inadequately","33","0.520373025123157","0.391801947994794","0.648944102251519"
"Very low transfer dependency","1995","no migration background","general elemantary","516","0.267403851225004","0.245094428126212","0.289713274323796"
"Very low transfer dependency","1995","no migration background","middle vocational","2369","0.366768469111889","0.353864479684094","0.379672458539684"
"Very low transfer dependency","1995","no migration background","vocational + Abi","139","0.400388259918577","0.344475257435127","0.456301262402028"
"Very low transfer dependency","1995","no migration background","higher vocational","333","0.422601704153319","0.38488716940116","0.460316238905478"
"Very low transfer dependency","1995","no migration background","higher education","757","0.436592566046924","0.411029473085081","0.462155659008767"
"Very low transfer dependency","1995","direct migration background","in school","33","0.917318037072988","0.827355396061835","1.00728067808414"
"Very low transfer dependency","1995","direct migration background","inadequately","242","0.484610262378008","0.43822875612347","0.530991768632546"
"Very low transfer dependency","1995","direct migration background","general elemantary","428","0.434837565297291","0.399708423118988","0.469966707475593"
"Very low transfer dependency","1995","direct migration background","middle vocational","499","0.40959847647714","0.378651720890361","0.440545232063918"
"Very low transfer dependency","1995","direct migration background","vocational + Abi","100","0.55043373272683","0.473112475314257","0.627754990139404"
"Very low transfer dependency","1995","direct migration background","higher vocational","22","","",""
"Very low transfer dependency","1995","direct migration background","higher education","91","0.401811997754844","0.331355359403762","0.472268636105927"
"Very low transfer dependency","1995","indirect migration background","in school","41","0.762805141833799","0.648288238081417","0.87732204558618"
"Very low transfer dependency","1995","indirect migration background","inadequately","9","","",""
"Very low transfer dependency","1995","indirect migration background","general elemantary","108","0.608240066104936","0.533302115820863","0.683178016389009"
"Very low transfer dependency","1995","indirect migration background","middle vocational","90","0.448682199352641","0.374782291922733","0.522582106782549"
"Very low transfer dependency","1995","indirect migration background","vocational + Abi","6","","",""
"Very low transfer dependency","1995","indirect migration background","higher vocational","5","","",""
"Very low transfer dependency","1995","indirect migration background","higher education","4","","",""
"Low transfer dependency","1995","no migration background","in school","12","","",""
"Low transfer dependency","1995","no migration background","inadequately","5","","",""
"Low transfer dependency","1995","no migration background","general elemantary","85","0.0417070852716019","0.031630201393032","0.0517839691501717"
"Low transfer dependency","1995","no migration background","middle vocational","348","0.0477624948902819","0.0420521428925858","0.0534728468879779"
"Low transfer dependency","1995","no migration background","vocational + Abi","18","","",""
"Low transfer dependency","1995","no migration background","higher vocational","23","","",""
"Low transfer dependency","1995","no migration background","higher education","53","0.0240531036277651","0.0161560952387632","0.0319501120167669"
"Low transfer dependency","1995","direct migration background","in school","","","",""
"Low transfer dependency","1995","direct migration background","inadequately","31","0.0568024881649157","0.035320935683909","0.0782840406459225"
"Low transfer dependency","1995","direct migration background","general elemantary","49","0.0470164456910148","0.0320166627752982","0.0620162286067313"
"Low transfer dependency","1995","direct migration background","middle vocational","60","0.0493147255115406","0.0356887087926747","0.0629407422304065"
"Low transfer dependency","1995","direct migration background","vocational + Abi","15","","",""
"Low transfer dependency","1995","direct migration background","higher vocational","3","","",""
"Low transfer dependency","1995","direct migration background","higher education","12","","",""
"Low transfer dependency","1995","indirect migration background","in school","4","","",""
"Low transfer dependency","1995","indirect migration background","inadequately","1","","",""
"Low transfer dependency","1995","indirect migration background","general elemantary","11","","",""
"Low transfer dependency","1995","indirect migration background","middle vocational","11","","",""
"Low transfer dependency","1995","indirect migration background","vocational + Abi","","","",""
"Low transfer dependency","1995","indirect migration background","higher vocational","1","","",""
"Low transfer dependency","1995","indirect migration background","higher education","3","","",""
"High transfer dependency","1995","no migration background","in school","4","","",""
"High transfer dependency","1995","no migration background","inadequately","","","",""
"High transfer dependency","1995","no migration background","general elemantary","36","0.0216278829518477","0.0142957347557642","0.0289600311479311"
"High transfer dependency","1995","no migration background","middle vocational","93","0.0149942907292428","0.0117402043735309","0.0182483770849547"
"High transfer dependency","1995","no migration background","vocational + Abi","5","","",""
"High transfer dependency","1995","no migration background","higher vocational","3","","",""
"High transfer dependency","1995","no migration background","higher education","13","","",""
"High transfer dependency","1995","direct migration background","in school","1","","",""
"High transfer dependency","1995","direct migration background","inadequately","20","","",""
"High transfer dependency","1995","direct migration background","general elemantary","18","","",""
"High transfer dependency","1995","direct migration background","middle vocational","25","","",""
"High transfer dependency","1995","direct migration background","vocational + Abi","5","","",""
"High transfer dependency","1995","direct migration background","higher vocational","","","",""
"High transfer dependency","1995","direct migration background","higher education","1","","",""
"High transfer dependency","1995","indirect migration background","in school","4","","",""
"High transfer dependency","1995","indirect migration background","inadequately","","","",""
"High transfer dependency","1995","indirect migration background","general elemantary","9","","",""
"High transfer dependency","1995","indirect migration background","middle vocational","1","","",""
"High transfer dependency","1995","indirect migration background","vocational + Abi","","","",""
"High transfer dependency","1995","indirect migration background","higher vocational","","","",""
"High transfer dependency","1995","indirect migration background","higher education","","","",""
"Very high transfer dependency","1995","no migration background","in school","2","","",""
"Very high transfer dependency","1995","no migration background","inadequately","7","","",""
"Very high transfer dependency","1995","no migration background","general elemantary","27","","",""
"Very high transfer dependency","1995","no migration background","middle vocational","55","0.00999350534221823","0.00733017717182843","0.012656833512608"
"Very high transfer dependency","1995","no migration background","vocational + Abi","7","","",""
"Very high transfer dependency","1995","no migration background","higher vocational","12","","",""
"Very high transfer dependency","1995","no migration background","higher education","10","","",""
"Very high transfer dependency","1995","direct migration background","in school","","","",""
"Very high transfer dependency","1995","direct migration background","inadequately","5","","",""
"Very high transfer dependency","1995","direct migration background","general elemantary","20","","",""
"Very high transfer dependency","1995","direct migration background","middle vocational","15","","",""
"Very high transfer dependency","1995","direct migration background","vocational + Abi","5","","",""
"Very high transfer dependency","1995","direct migration background","higher vocational","","","",""
"Very high transfer dependency","1995","direct migration background","higher education","4","","",""
"Very high transfer dependency","1995","indirect migration background","in school","1","","",""
"Very high transfer dependency","1995","indirect migration background","inadequately","","","",""
"Very high transfer dependency","1995","indirect migration background","general elemantary","3","","",""
"Very high transfer dependency","1995","indirect migration background","middle vocational","","","",""
"Very high transfer dependency","1995","indirect migration background","vocational + Abi","","","",""
"Very high transfer dependency","1995","indirect migration background","higher vocational","","","",""
"Very high transfer dependency","1995","indirect migration background","higher education","","","",""
"Complete transfer dependency","1995","no migration background","in school","1","","",""
"Complete transfer dependency","1995","no migration background","inadequately","1","","",""
"Complete transfer dependency","1995","no migration background","general elemantary","11","","",""
"Complete transfer dependency","1995","no migration background","middle vocational","31","0.00906882346765996","0.00653051758316126","0.0116071293521586"
"Complete transfer dependency","1995","no migration background","vocational + Abi","2","","",""
"Complete transfer dependency","1995","no migration background","higher vocational","1","","",""
"Complete transfer dependency","1995","no migration background","higher education","1","","",""
"Complete transfer dependency","1995","direct migration background","in school","1","","",""
"Complete transfer dependency","1995","direct migration background","inadequately","11","","",""
"Complete transfer dependency","1995","direct migration background","general elemantary","16","","",""
"Complete transfer dependency","1995","direct migration background","middle vocational","17","","",""
"Complete transfer dependency","1995","direct migration background","vocational + Abi","7","","",""
"Complete transfer dependency","1995","direct migration background","higher vocational","3","","",""
"Complete transfer dependency","1995","direct migration background","higher education","10","","",""
"Complete transfer dependency","1995","indirect migration background","in school","2","","",""
"Complete transfer dependency","1995","indirect migration background","inadequately","","","",""
"Complete transfer dependency","1995","indirect migration background","general elemantary","","","",""
"Complete transfer dependency","1995","indirect migration background","middle vocational","","","",""
"Complete transfer dependency","1995","indirect migration background","vocational + Abi","","","",""
"Complete transfer dependency","1995","indirect migration background","higher vocational","","","",""
"Complete transfer dependency","1995","indirect migration background","higher education","","","",""
"No transfer dependency","1996","no migration background","in school","1","","",""
"No transfer dependency","1996","no migration background","inadequately","11","","",""
"No transfer dependency","1996","no migration background","general elemantary","768","0.628149954170152","0.603435400088073","0.65286450825223"
"No transfer dependency","1996","no migration background","middle vocational","2352","0.536310240440542","0.522908694698911","0.549711786182174"
"No transfer dependency","1996","no migration background","vocational + Abi","126","0.457662831226031","0.40211381684413","0.513211845607932"
"No transfer dependency","1996","no migration background","higher vocational","253","0.466199207937746","0.428226925769317","0.504171490106174"
"No transfer dependency","1996","no migration background","higher education","573","0.494742304803536","0.469253065991255","0.520231543615816"
"No transfer dependency","1996","direct migration background","in school","1","","",""
"No transfer dependency","1996","direct migration background","inadequately","143","0.410106333472369","0.362144860410231","0.458067806534507"
"No transfer dependency","1996","direct migration background","general elemantary","228","0.417818970047212","0.381412662405791","0.454225277688632"
"No transfer dependency","1996","direct migration background","middle vocational","329","0.456419109469809","0.424127551925584","0.488710667014033"
"No transfer dependency","1996","direct migration background","vocational + Abi","31","0.240616483279719","0.170309706293303","0.310923260266135"
"No transfer dependency","1996","direct migration background","higher vocational","27","","",""
"No transfer dependency","1996","direct migration background","higher education","71","0.500296202365685","0.426427293289758","0.574165111441613"
"No transfer dependency","1996","indirect migration background","in school","3","","",""
"No transfer dependency","1996","indirect migration background","inadequately","4","","",""
"No transfer dependency","1996","indirect migration background","general elemantary","39","0.240475545793709","0.175265807222062","0.305685284365357"
"No transfer dependency","1996","indirect migration background","middle vocational","82","0.435368917445381","0.365420074095848","0.505317760794915"
"No transfer dependency","1996","indirect migration background","vocational + Abi","5","","",""
"No transfer dependency","1996","indirect migration background","higher vocational","8","","",""
"No transfer dependency","1996","indirect migration background","higher education","12","","",""
"Very low transfer dependency","1996","no migration background","in school","173","0.922694550551304","0.88520892023021","0.960180180872397"
"Very low transfer dependency","1996","no migration background","inadequately","30","0.540069624573779","0.409535217803818","0.670604031343739"
"Very low transfer dependency","1996","no migration background","general elemantary","525","0.277375059744785","0.254480759672501","0.300269359817069"
"Very low transfer dependency","1996","no migration background","middle vocational","2366","0.37216950886737","0.359179044008581","0.385159973726159"
"Very low transfer dependency","1996","no migration background","vocational + Abi","156","0.45407940728193","0.39856579433441","0.50959302022945"
"Very low transfer dependency","1996","no migration background","higher vocational","364","0.459039496976514","0.421108074208093","0.496970919744936"
"Very low transfer dependency","1996","no migration background","higher education","800","0.453626626560103","0.428245849958378","0.479007403161828"
"Very low transfer dependency","1996","direct migration background","in school","23","","",""
"Very low transfer dependency","1996","direct migration background","inadequately","185","0.399477244507251","0.351716821393685","0.447237667620817"
"Very low transfer dependency","1996","direct migration background","general elemantary","363","0.419070256633028","0.382648678648365","0.455491834617691"
"Very low transfer dependency","1996","direct migration background","middle vocational","488","0.451830715795268","0.419566566602759","0.484094864987777"
"Very low transfer dependency","1996","direct migration background","vocational + Abi","93","0.604496489405917","0.524074283404624","0.684918695407211"
"Very low transfer dependency","1996","direct migration background","higher vocational","27","","",""
"Very low transfer dependency","1996","direct migration background","higher education","86","0.391306778227217","0.31920438579015","0.463409170664283"
"Very low transfer dependency","1996","indirect migration background","in school","45","0.800695651642432","0.692118475790902","0.909272827493961"
"Very low transfer dependency","1996","indirect migration background","inadequately","9","","",""
"Very low transfer dependency","1996","indirect migration background","general elemantary","97","0.634639884800641","0.561166445803702","0.708113323797579"
"Very low transfer dependency","1996","indirect migration background","middle vocational","90","0.482120406452145","0.411624874379904","0.552615938524387"
"Very low transfer dependency","1996","indirect migration background","vocational + Abi","5","","",""
"Very low transfer dependency","1996","indirect migration background","higher vocational","9","","",""
"Very low transfer dependency","1996","indirect migration background","higher education","4","","",""
"Low transfer dependency","1996","no migration background","in school","11","","",""
"Low transfer dependency","1996","no migration background","inadequately","6","","",""
"Low transfer dependency","1996","no migration background","general elemantary","101","0.055149869722879","0.0434766434965199","0.0668230959492381"
"Low transfer dependency","1996","no migration background","middle vocational","369","0.0513446900516083","0.0454135922547248","0.0572757878484917"
"Low transfer dependency","1996","no migration background","vocational + Abi","20","","",""
"Low transfer dependency","1996","no migration background","higher vocational","28","","",""
"Low transfer dependency","1996","no migration background","higher education","79","0.0381447508265913","0.0283795062519089","0.0479099954012736"
"Low transfer dependency","1996","direct migration background","in school","1","","",""
"Low transfer dependency","1996","direct migration background","inadequately","42","0.0953500497374518","0.0667110297701167","0.123989069704787"
"Low transfer dependency","1996","direct migration background","general elemantary","56","0.0596834713834689","0.0421963789699148","0.0771705637970231"
"Low transfer dependency","1996","direct migration background","middle vocational","50","0.0415530160152496","0.0286152194975033","0.054490812532996"
"Low transfer dependency","1996","direct migration background","vocational + Abi","10","","",""
"Low transfer dependency","1996","direct migration background","higher vocational","1","","",""
"Low transfer dependency","1996","direct migration background","higher education","7","","",""
"Low transfer dependency","1996","indirect migration background","in school","","","",""
"Low transfer dependency","1996","indirect migration background","inadequately","1","","",""
"Low transfer dependency","1996","indirect migration background","general elemantary","18","","",""
"Low transfer dependency","1996","indirect migration background","middle vocational","14","","",""
"Low transfer dependency","1996","indirect migration background","vocational + Abi","","","",""
"Low transfer dependency","1996","indirect migration background","higher vocational","","","",""
"Low transfer dependency","1996","indirect migration background","higher education","1","","",""
"High transfer dependency","1996","no migration background","in school","3","","",""
"High transfer dependency","1996","no migration background","inadequately","1","","",""
"High transfer dependency","1996","no migration background","general elemantary","38","0.0182662533769222","0.011418331582998","0.0251141751708463"
"High transfer dependency","1996","no migration background","middle vocational","144","0.0229879060706404","0.0189604318183215","0.0270153803229592"
"High transfer dependency","1996","no migration background","vocational + Abi","4","","",""
"High transfer dependency","1996","no migration background","higher vocational","10","","",""
"High transfer dependency","1996","no migration background","higher education","13","","",""
"High transfer dependency","1996","direct migration background","in school","2","","",""
"High transfer dependency","1996","direct migration background","inadequately","16","","",""
"High transfer dependency","1996","direct migration background","general elemantary","29","","",""
"High transfer dependency","1996","direct migration background","middle vocational","20","","",""
"High transfer dependency","1996","direct migration background","vocational + Abi","1","","",""
"High transfer dependency","1996","direct migration background","higher vocational","","","",""
"High transfer dependency","1996","direct migration background","higher education","3","","",""
"High transfer dependency","1996","indirect migration background","in school","1","","",""
"High transfer dependency","1996","indirect migration background","inadequately","","","",""
"High transfer dependency","1996","indirect migration background","general elemantary","5","","",""
"High transfer dependency","1996","indirect migration background","middle vocational","4","","",""
"High transfer dependency","1996","indirect migration background","vocational + Abi","","","",""
"High transfer dependency","1996","indirect migration background","higher vocational","","","",""
"High transfer dependency","1996","indirect migration background","higher education","","","",""
"Very high transfer dependency","1996","no migration background","in school","7","","",""
"Very high transfer dependency","1996","no migration background","inadequately","5","","",""
"Very high transfer dependency","1996","no migration background","general elemantary","22","","",""
"Very high transfer dependency","1996","no migration background","middle vocational","62","0.0101236164478845","0.00743337401352227","0.0128138588822467"
"Very high transfer dependency","1996","no migration background","vocational + Abi","3","","",""
"Very high transfer dependency","1996","no migration background","higher vocational","7","","",""
"Very high transfer dependency","1996","no migration background","higher education","10","","",""
"Very high transfer dependency","1996","direct migration background","in school","","","",""
"Very high transfer dependency","1996","direct migration background","inadequately","9","","",""
"Very high transfer dependency","1996","direct migration background","general elemantary","16","","",""
"Very high transfer dependency","1996","direct migration background","middle vocational","13","","",""
"Very high transfer dependency","1996","direct migration background","vocational + Abi","1","","",""
"Very high transfer dependency","1996","direct migration background","higher vocational","4","","",""
"Very high transfer dependency","1996","direct migration background","higher education","4","","",""
"Very high transfer dependency","1996","indirect migration background","in school","3","","",""
"Very high transfer dependency","1996","indirect migration background","inadequately","","","",""
"Very high transfer dependency","1996","indirect migration background","general elemantary","6","","",""
"Very high transfer dependency","1996","indirect migration background","middle vocational","3","","",""
"Very high transfer dependency","1996","indirect migration background","vocational + Abi","","","",""
"Very high transfer dependency","1996","indirect migration background","higher vocational","","","",""
"Very high transfer dependency","1996","indirect migration background","higher education","","","",""
"Complete transfer dependency","1996","no migration background","in school","","","",""
"Complete transfer dependency","1996","no migration background","inadequately","3","","",""
"Complete transfer dependency","1996","no migration background","general elemantary","15","","",""
"Complete transfer dependency","1996","no migration background","middle vocational","26","","",""
"Complete transfer dependency","1996","no migration background","vocational + Abi","","","",""
"Complete transfer dependency","1996","no migration background","higher vocational","1","","",""
"Complete transfer dependency","1996","no migration background","higher education","3","","",""
"Complete transfer dependency","1996","direct migration background","in school","1","","",""
"Complete transfer dependency","1996","direct migration background","inadequately","9","","",""
"Complete transfer dependency","1996","direct migration background","general elemantary","13","","",""
"Complete transfer dependency","1996","direct migration background","middle vocational","14","","",""
"Complete transfer dependency","1996","direct migration background","vocational + Abi","6","","",""
"Complete transfer dependency","1996","direct migration background","higher vocational","2","","",""
"Complete transfer dependency","1996","direct migration background","higher education","5","","",""
"Complete transfer dependency","1996","indirect migration background","in school","","","",""
"Complete transfer dependency","1996","indirect migration background","inadequately","","","",""
"Complete transfer dependency","1996","indirect migration background","general elemantary","","","",""
"Complete transfer dependency","1996","indirect migration background","middle vocational","","","",""
"Complete transfer dependency","1996","indirect migration background","vocational + Abi","","","",""
"Complete transfer dependency","1996","indirect migration background","higher vocational","","","",""
"Complete transfer dependency","1996","indirect migration background","higher education","","","",""
"No transfer dependency","1997","no migration background","in school","2","","",""
"No transfer dependency","1997","no migration background","inadequately","9","","",""
"No transfer dependency","1997","no migration background","general elemantary","699","0.591730915907018","0.566353261550582","0.617108570263454"
"No transfer dependency","1997","no migration background","middle vocational","2276","0.510934405716062","0.49751068609454","0.524358125337584"
"No transfer dependency","1997","no migration background","vocational + Abi","121","0.426328197653818","0.371008132347003","0.481648262960634"
"No transfer dependency","1997","no migration background","higher vocational","249","0.423499023472973","0.386442560009882","0.460555486936065"
"No transfer dependency","1997","no migration background","higher education","594","0.481706111247914","0.456871234075131","0.506540988420697"
"No transfer dependency","1997","direct migration background","in school","1","","",""
"No transfer dependency","1997","direct migration background","inadequately","139","0.407953911246077","0.359303292694049","0.456604529798105"
"No transfer dependency","1997","direct migration background","general elemantary","214","0.410222860687394","0.373468593458469","0.446977127916319"
"No transfer dependency","1997","direct migration background","middle vocational","316","0.422786121711813","0.390276267287186","0.455295976136441"
"No transfer dependency","1997","direct migration background","vocational + Abi","31","0.239079711099565","0.166592195739651","0.311567226459479"
"No transfer dependency","1997","direct migration background","higher vocational","32","0.66665144180573","0.545331331606705","0.787971552004756"
"No transfer dependency","1997","direct migration background","higher education","64","0.421948587798164","0.349599247135292","0.494297928461036"
"No transfer dependency","1997","indirect migration background","in school","1","","",""
"No transfer dependency","1997","indirect migration background","inadequately","1","","",""
"No transfer dependency","1997","indirect migration background","general elemantary","36","0.170671442087821","0.118001384323286","0.223341499852357"
"No transfer dependency","1997","indirect migration background","middle vocational","71","0.410098089337703","0.341415169063271","0.478781009612135"
