"plb0195_h","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Not paid","1990","1-pers.-HH","higher education","24","","","","4"
"Not paid","1990","Couple + C. GT 16 ","higher vocational","11","","","","4"
"Not paid","1990","(Married) couple without C. ","higher vocational","11","","","","4"
"Not paid","1990","(Married) couple without C. ","higher education","40","0.462533956596438","0.358361218031386","0.56670669516149","4"
"Not paid","1990","Single parent ","in school","","","","","4"
"Not paid","1990","Couple + C. LE and GT 16","inadequately","","","","","4"
"Not paid","1990","Couple + C. LE and GT 16","general elemantary","4","","","","4"
"Not paid","1990","Single parent ","vocational + Abi","2","","","","4"
"Not paid","1990","Single parent ","higher vocational","2","","","","4"
"Not paid","1990","Single parent ","higher education","5","","","","4"
"Not paid","1990","Couple + C. LE 16 ","in school","","","","","4"
"Not paid","1990","Couple + C. LE 16 ","inadequately","","","","","4"
"Not paid","1990","Couple + C. LE 16 ","general elemantary","6","","","","4"
"Not paid","1990","Couple + C. LE 16 ","middle vocational","66","0.137854117617734","0.108420541311215","0.167287693924252","4"
"Not paid","1990","Couple + C. LE 16 ","vocational + Abi","3","","","","4"
"Not paid","1990","Single parent ","inadequately","","","","","4"
"Not paid","1990","Single parent ","general elemantary","2","","","","4"
"Not paid","1990","Single parent ","middle vocational","8","","","","4"
"Not paid","1990","Couple + C. LE and GT 16","middle vocational","17","","","","4"
"Not paid","1990","Couple + C. LE and GT 16","vocational + Abi","","","","","4"
"Not paid","1990","Couple + C. LE and GT 16","higher vocational","2","","","","4"
"Not paid","1990","Couple + C. LE and GT 16","higher education","10","","","","4"
"Paid","1990","1-pers.-HH","in school","1","","","","3"
"Paid","1990","1-pers.-HH","inadequately","8","","","","3"
"Paid","1990","1-pers.-HH","general elemantary","32","0.38052320832302","0.266786104278994","0.494260312367045","3"
"Paid","1990","1-pers.-HH","middle vocational","61","0.367224938968008","0.294332209781302","0.440117668154714","3"
"Paid","1990","1-pers.-HH","vocational + Abi","2","","","","3"
"Paid","1990","1-pers.-HH","higher vocational","2","","","","3"
"Paid","1990","1-pers.-HH","higher education","3","","","","3"
"Paid","1990","(Married) couple without C. ","in school","","","","","3"
"Paid","1990","(Married) couple without C. ","inadequately","18","","","","3"
"Paid","1990","(Married) couple without C. ","general elemantary","68","0.416152593494055","0.334501866929184","0.497803320058927","3"
"Paid","1990","(Married) couple without C. ","middle vocational","186","0.345594205160361","0.304117027582595","0.387071382738127","3"
"Paid","1990","(Married) couple without C. ","vocational + Abi","9","","","","3"
"Paid","1990","(Married) couple without C. ","higher vocational","8","","","","3"
"Paid","1990","(Married) couple without C. ","higher education","7","","","","3"
"Paid","1990","Single parent ","in school","","","","","3"
"Paid","1990","Single parent ","inadequately","4","","","","3"
"Paid","1990","Single parent ","general elemantary","26","","","","3"
"Paid","1990","Single parent ","middle vocational","37","0.401451186693224","0.300178344997656","0.502724028388792","3"
"Paid","1990","Single parent ","vocational + Abi","4","","","","3"
"Paid","1990","Single parent ","higher vocational","2","","","","3"
"Paid","1990","Single parent ","higher education","2","","","","3"
"Paid","1990","Couple + C. LE 16 ","in school","","","","","3"
"Paid","1990","Couple + C. LE 16 ","inadequately","37","0.734551025599721","0.605535093398214","0.863566957801227","3"
"Paid","1990","Couple + C. LE 16 ","general elemantary","101","0.626920053331672","0.54978235939492","0.704057747268424","3"
"Paid","1990","Couple + C. LE 16 ","middle vocational","234","0.410965403607035","0.368958969453023","0.452971837761048","3"
"Paid","1990","Couple + C. LE 16 ","vocational + Abi","13","","","","3"
"Paid","1990","Couple + C. LE 16 ","higher vocational","20","","","","3"
"Paid","1990","Couple + C. LE 16 ","higher education","11","","","","3"
"Paid","1990","Couple + C. GT 16 ","in school","1","","","","3"
"Paid","1990","Couple + C. GT 16 ","inadequately","23","","","","3"
"Paid","1990","Couple + C. GT 16 ","general elemantary","90","0.483927292009863","0.409459145673196","0.558395438346531","3"
"Paid","1990","Couple + C. GT 16 ","middle vocational","163","0.363503160757012","0.31771877583429","0.409287545679735","3"
"Paid","1990","Couple + C. GT 16 ","vocational + Abi","8","","","","3"
"Paid","1990","Couple + C. GT 16 ","higher vocational","9","","","","3"
"Paid","1990","Couple + C. GT 16 ","higher education","3","","","","3"
"Paid","1990","Couple + C. LE and GT 16","in school","","","","","3"
"Paid","1990","Couple + C. LE and GT 16","inadequately","15","","","","3"
"Paid","1990","Couple + C. LE and GT 16","general elemantary","58","0.57055622052959","0.46885415453437","0.67225828652481","3"
"Paid","1990","Couple + C. LE and GT 16","middle vocational","72","0.442616651422893","0.36416924317715","0.521064059668637","3"
"Paid","1990","Couple + C. LE and GT 16","vocational + Abi","5","","","","3"
"Paid","1990","Couple + C. LE and GT 16","higher vocational","6","","","","3"
"Paid","1990","Couple + C. LE and GT 16","higher education","2","","","","3"
"Partly, partly","1990","1-pers.-HH","in school","","","","","2"
"Partly, partly","1990","1-pers.-HH","inadequately","2","","","","2"
"Partly, partly","1990","1-pers.-HH","general elemantary","11","","","","2"
"Partly, partly","1990","1-pers.-HH","middle vocational","16","","","","2"
"Partly, partly","1990","1-pers.-HH","vocational + Abi","3","","","","2"
"Partly, partly","1990","1-pers.-HH","higher vocational","7","","","","2"
"Partly, partly","1990","1-pers.-HH","higher education","9","","","","2"
"Partly, partly","1990","(Married) couple without C. ","in school","","","","","2"
"Partly, partly","1990","(Married) couple without C. ","inadequately","1","","","","2"
"Partly, partly","1990","(Married) couple without C. ","general elemantary","14","","","","2"
"Partly, partly","1990","(Married) couple without C. ","middle vocational","67","0.131105478328936","0.101668288317784","0.160542668340087","2"
"Partly, partly","1990","(Married) couple without C. ","vocational + Abi","8","","","","2"
"Partly, partly","1990","(Married) couple without C. ","higher vocational","16","","","","2"
"Partly, partly","1990","Couple + C. LE 16 ","higher education","24","","","","2"
"Partly, partly","1990","Couple + C. GT 16 ","in school","1","","","","2"
"Partly, partly","1990","Couple + C. GT 16 ","inadequately","6","","","","2"
"Partly, partly","1990","Couple + C. GT 16 ","general elemantary","24","","","","2"
"Partly, partly","1990","Couple + C. GT 16 ","middle vocational","63","0.134583234051261","0.102098950318226","0.167067517784296","2"
"Partly, partly","1990","Couple + C. GT 16 ","vocational + Abi","3","","","","2"
"Partly, partly","1990","Couple + C. GT 16 ","higher vocational","8","","","","2"
"Partly, partly","1990","Couple + C. GT 16 ","higher education","14","","","","2"
"Partly, partly","1990","Couple + C. LE and GT 16","in school","","","","","2"
"Partly, partly","1990","Couple + C. LE and GT 16","inadequately","5","","","","2"
"Partly, partly","1990","Couple + C. LE and GT 16","general elemantary","13","","","","2"
"Partly, partly","1990","Couple + C. LE and GT 16","middle vocational","27","","","","2"
"Partly, partly","1990","(Married) couple without C. ","higher education","12","","","","2"
"Partly, partly","1990","Single parent ","in school","","","","","2"
"Partly, partly","1990","Single parent ","inadequately","","","","","2"
"Partly, partly","1990","Couple + C. LE 16 ","higher vocational","14","","","","2"
"Partly, partly","1990","Single parent ","general elemantary","5","","","","2"
"Partly, partly","1990","Single parent ","middle vocational","10","","","","2"
"Partly, partly","1990","Single parent ","vocational + Abi","","","","","2"
"Partly, partly","1990","Single parent ","higher vocational","2","","","","2"
"Partly, partly","1990","Single parent ","higher education","","","","","2"
"Partly, partly","1990","Couple + C. LE 16 ","in school","","","","","2"
"Partly, partly","1990","Couple + C. LE 16 ","inadequately","4","","","","2"
"Partly, partly","1990","Couple + C. LE 16 ","general elemantary","15","","","","2"
"Partly, partly","1990","Couple + C. LE 16 ","middle vocational","87","0.164496724757809","0.132845137821799","0.196148311693818","2"
"Partly, partly","1990","Couple + C. LE 16 ","vocational + Abi","9","","","","2"
"Partly, partly","1990","Couple + C. LE and GT 16","vocational + Abi","","","","","2"
"Partly, partly","1990","Couple + C. LE and GT 16","higher vocational","4","","","","2"
"Partly, partly","1990","Couple + C. LE and GT 16","higher education","3","","","","2"
"Acclaimed","1991","1-pers.-HH","in school","","","","","1"
"Acclaimed","1991","1-pers.-HH","inadequately","4","","","","1"
"Acclaimed","1991","1-pers.-HH","general elemantary","23","","","","1"
"Acclaimed","1991","1-pers.-HH","middle vocational","95","0.359352937318233","0.299272225692848","0.419433648943618","1"
"Acclaimed","1991","1-pers.-HH","vocational + Abi","15","","","","1"
"Acclaimed","1991","1-pers.-HH","higher vocational","9","","","","1"
"Acclaimed","1991","1-pers.-HH","higher education","27","","","","1"
"Acclaimed","1991","(Married) couple without C. ","in school","","","","","1"
"Acclaimed","1991","(Married) couple without C. ","inadequately","6","","","","1"
"Acclaimed","1991","(Married) couple without C. ","general elemantary","49","0.380774962035406","0.302807499046908","0.458742425023904","1"
"Acclaimed","1991","(Married) couple without C. ","middle vocational","280","0.399471814180405","0.363058059872169","0.43588556848864","1"
"Acclaimed","1991","(Married) couple without C. ","vocational + Abi","24","","","","1"
"Acclaimed","1991","(Married) couple without C. ","higher vocational","36","0.385500567345477","0.288139409859187","0.482861724831767","1"
"Acclaimed","1991","(Married) couple without C. ","higher education","49","0.247254863059628","0.182968117635195","0.311541608484062","1"
"Acclaimed","1991","Single parent ","in school","","","","","1"
"Acclaimed","1991","Single parent ","inadequately","3","","","","1"
"Acclaimed","1991","Single parent ","general elemantary","18","","","","1"
"Acclaimed","1991","Single parent ","middle vocational","56","0.392143654291115","0.312676591146693","0.471610717435536","1"
"Acclaimed","1991","Single parent ","vocational + Abi","1","","","","1"
"Acclaimed","1991","Single parent ","higher vocational","4","","","","1"
"Acclaimed","1991","Single parent ","higher education","16","","","","1"
"Acclaimed","1991","Couple + C. LE 16 ","in school","","","","","1"
"Acclaimed","1991","Couple + C. LE 16 ","inadequately","6","","","","1"
"Acclaimed","1991","Couple + C. LE 16 ","general elemantary","29","","","","1"
"Acclaimed","1991","Couple + C. LE 16 ","middle vocational","362","0.335969981225057","0.306768212695854","0.36517174975426","1"
"Acclaimed","1991","Couple + C. LE 16 ","vocational + Abi","10","","","","1"
"Acclaimed","1991","Couple + C. LE 16 ","higher vocational","53","0.416597856142754","0.324885230441106","0.508310481844402","1"
"Acclaimed","1991","Couple + C. LE 16 ","higher education","180","0.390713225249952","0.343770967437903","0.437655483062","1"
"Acclaimed","1991","Couple + C. GT 16 ","in school","","","","","1"
"Acclaimed","1991","Couple + C. GT 16 ","inadequately","6","","","","1"
"Acclaimed","1991","Couple + C. GT 16 ","general elemantary","49","0.289786521204057","0.226274841147302","0.353298201260813","1"
"Acclaimed","1991","Couple + C. GT 16 ","middle vocational","253","0.355567498335425","0.318964627255479","0.392170369415371","1"
"Acclaimed","1991","Couple + C. GT 16 ","vocational + Abi","13","","","","1"
"Acclaimed","1991","Couple + C. GT 16 ","higher vocational","29","","","","1"
"Acclaimed","1991","Couple + C. GT 16 ","higher education","43","0.270005961308505","0.199194109703925","0.340817812913085","1"
"Acclaimed","1991","Couple + C. LE and GT 16","in school","","","","","1"
"Acclaimed","1991","Couple + C. LE and GT 16","inadequately","3","","","","1"
"Acclaimed","1991","Couple + C. LE and GT 16","general elemantary","32","0.243677989350246","0.166545716060246","0.320810262640247","1"
"Acclaimed","1991","Couple + C. LE and GT 16","middle vocational","86","0.3600122291068","0.299157602089013","0.420866856124587","1"
"Acclaimed","1991","Couple + C. LE and GT 16","vocational + Abi","3","","","","1"
"Acclaimed","1991","Couple + C. LE and GT 16","higher vocational","14","","","","1"
"Acclaimed","1991","Couple + C. LE and GT 16","higher education","24","","","","1"
"Not paid","1991","1-pers.-HH","in school","","","","","4"
"Not paid","1991","1-pers.-HH","inadequately","","","","","4"
"Not paid","1991","1-pers.-HH","general elemantary","5","","","","4"
"Not paid","1991","1-pers.-HH","middle vocational","32","0.150183521713927","0.105449415470979","0.194917627956874","4"
"Not paid","1991","1-pers.-HH","vocational + Abi","4","","","","4"
"Not paid","1991","(Married) couple without C. ","inadequately","1","","","","4"
"Not paid","1991","(Married) couple without C. ","general elemantary","11","","","","4"
"Not paid","1991","Couple + C. GT 16 ","in school","","","","","4"
"Not paid","1991","Couple + C. GT 16 ","inadequately","3","","","","4"
"Not paid","1991","Couple + C. GT 16 ","general elemantary","18","","","","4"
"Not paid","1991","1-pers.-HH","higher vocational","4","","","","4"
"Not paid","1991","Couple + C. LE 16 ","higher education","133","0.328500055066365","0.283312925260689","0.373687184872041","4"
"Not paid","1991","Couple + C. GT 16 ","middle vocational","53","0.105333431257022","0.0818598622312245","0.128807000282819","4"
"Not paid","1991","(Married) couple without C. ","in school","","","","","4"
"Not paid","1991","(Married) couple without C. ","middle vocational","69","0.118229465414378","0.0942247620936063","0.142234168735149","4"
"Not paid","1991","(Married) couple without C. ","vocational + Abi","4","","","","4"
"Not paid","1991","Couple + C. LE 16 ","higher vocational","11","","","","4"
"Not paid","1991","Couple + C. GT 16 ","vocational + Abi","6","","","","4"
"Not paid","1991","Couple + C. GT 16 ","higher vocational","13","","","","4"
"Not paid","1991","Couple + C. GT 16 ","higher education","72","0.51732743790555","0.43762553695951","0.59702933885159","4"
"Not paid","1991","Couple + C. LE and GT 16","in school","","","","","4"
"Not paid","1991","Couple + C. LE and GT 16","general elemantary","11","","","","4"
"Not paid","1991","1-pers.-HH","higher education","25","","","","4"
"Not paid","1991","Couple + C. LE and GT 16","inadequately","2","","","","4"
"Not paid","1991","(Married) couple without C. ","higher vocational","19","","","","4"
"Not paid","1991","(Married) couple without C. ","higher education","84","0.495766067630459","0.421262087736046","0.570270047524872","4"
"Not paid","1991","Single parent ","in school","","","","","4"
"Not paid","1991","Single parent ","vocational + Abi","","","","","4"
"Not paid","1991","Single parent ","higher vocational","3","","","","4"
"Not paid","1991","Single parent ","higher education","12","","","","4"
"Not paid","1991","Couple + C. LE 16 ","in school","","","","","4"
"Not paid","1991","Couple + C. LE 16 ","inadequately","","","","","4"
"Not paid","1991","Couple + C. LE 16 ","general elemantary","5","","","","4"
"Not paid","1991","Couple + C. LE 16 ","middle vocational","79","0.0963129649511373","0.0780733165531943","0.11455261334908","4"
"Not paid","1991","Couple + C. LE 16 ","vocational + Abi","11","","","","4"
"Not paid","1991","Single parent ","inadequately","","","","","4"
"Not paid","1991","Single parent ","general elemantary","4","","","","4"
"Not paid","1991","Single parent ","middle vocational","10","","","","4"
"Not paid","1991","Couple + C. LE and GT 16","middle vocational","20","","","","4"
"Not paid","1991","Couple + C. LE and GT 16","vocational + Abi","","","","","4"
"Not paid","1991","Couple + C. LE and GT 16","higher vocational","3","","","","4"
"Not paid","1991","Couple + C. LE and GT 16","higher education","26","","","","4"
"Paid","1991","1-pers.-HH","in school","","","","","3"
"Paid","1991","1-pers.-HH","inadequately","9","","","","3"
"Paid","1991","1-pers.-HH","general elemantary","40","0.568538389540847","0.454922875290647","0.682153903791047","3"
"Paid","1991","1-pers.-HH","middle vocational","83","0.340245016967922","0.280918032366051","0.399572001569793","3"
"Paid","1991","1-pers.-HH","vocational + Abi","1","","","","3"
"Paid","1991","1-pers.-HH","higher vocational","5","","","","3"
"Paid","1991","1-pers.-HH","higher education","6","","","","3"
"Paid","1991","(Married) couple without C. ","in school","","","","","3"
"Paid","1991","(Married) couple without C. ","inadequately","17","","","","3"
"Paid","1991","(Married) couple without C. ","general elemantary","66","0.408182088015021","0.329264104281329","0.487100071748713","3"
"Paid","1991","(Married) couple without C. ","middle vocational","240","0.335070215099898","0.299977942482753","0.370162487717043","3"
"Paid","1991","(Married) couple without C. ","vocational + Abi","11","","","","3"
"Paid","1991","(Married) couple without C. ","higher vocational","25","","","","3"
"Paid","1991","(Married) couple without C. ","higher education","18","","","","3"
"Paid","1991","Single parent ","in school","","","","","3"
"Paid","1991","Single parent ","inadequately","2","","","","3"
"Paid","1991","Single parent ","general elemantary","24","","","","3"
"Paid","1991","Single parent ","middle vocational","57","0.40590671821749","0.325977690473271","0.485835745961708","3"
"Paid","1991","Single parent ","vocational + Abi","4","","","","3"
"Paid","1991","Single parent ","higher vocational","2","","","","3"
"Paid","1991","Single parent ","higher education","6","","","","3"
"Paid","1991","Couple + C. LE 16 ","in school","","","","","3"
"Paid","1991","Couple + C. LE 16 ","inadequately","42","0.715118448943366","0.591243309395891","0.838993588490841","3"
"Paid","1991","Couple + C. LE 16 ","general elemantary","122","0.675653427334271","0.606295562453489","0.745011292215052","3"
"Paid","1991","Couple + C. LE 16 ","middle vocational","413","0.411047797733454","0.380628355400667","0.441467240066241","3"
"Paid","1991","Couple + C. LE 16 ","vocational + Abi","23","","","","3"
"Paid","1991","Couple + C. LE 16 ","higher vocational","30","0.297855115823837","0.212780009318184","0.382930222329489","3"
"Paid","1991","Couple + C. LE 16 ","higher education","56","0.149004496504047","0.114744496199206","0.183264496808887","3"
"Paid","1991","Couple + C. GT 16 ","in school","","","","","3"
"Paid","1991","Couple + C. GT 16 ","inadequately","29","","","","3"
"Paid","1991","Couple + C. GT 16 ","general elemantary","107","0.501860044244478","0.431861814870723","0.571858273618233","3"
"Paid","1991","Couple + C. GT 16 ","middle vocational","254","0.38185071337892","0.344700706751106","0.419000720006733","3"
"Paid","1991","Couple + C. GT 16 ","vocational + Abi","11","","","","3"
"Paid","1991","Couple + C. GT 16 ","higher vocational","17","","","","3"
"Paid","1991","Couple + C. GT 16 ","higher education","15","","","","3"
"Paid","1991","Couple + C. LE and GT 16","in school","1","","","","3"
"Paid","1991","Couple + C. LE and GT 16","inadequately","28","","","","3"
"Paid","1991","Couple + C. LE and GT 16","general elemantary","60","0.517497677194196","0.427717901314094","0.607277453074297","3"
"Paid","1991","Couple + C. LE and GT 16","middle vocational","88","0.347578014476443","0.287205455650002","0.407950573302884","3"
"Paid","1991","Couple + C. LE and GT 16","vocational + Abi","6","","","","3"
"Paid","1991","Couple + C. LE and GT 16","higher vocational","10","","","","3"
"Paid","1991","Couple + C. LE and GT 16","higher education","7","","","","3"
"Partly, partly","1991","Couple + C. GT 16 ","general elemantary","22","","","","2"
"Partly, partly","1991","1-pers.-HH","inadequately","2","","","","2"
"Partly, partly","1991","Couple + C. GT 16 ","middle vocational","97","0.157248357028633","0.129412264692939","0.185084449364328","2"
"Partly, partly","1991","Couple + C. LE and GT 16","general elemantary","16","","","","2"
"Partly, partly","1991","1-pers.-HH","general elemantary","5","","","","2"
"Partly, partly","1991","1-pers.-HH","in school","","","","","2"
"Partly, partly","1991","(Married) couple without C. ","middle vocational","106","0.147228505305319","0.120885338750551","0.173571671860088","2"
"Partly, partly","1991","Couple + C. GT 16 ","inadequately","5","","","","2"
"Partly, partly","1991","Couple + C. GT 16 ","vocational + Abi","5","","","","2"
"Partly, partly","1991","Couple + C. GT 16 ","higher vocational","12","","","","2"
"Partly, partly","1991","1-pers.-HH","middle vocational","35","0.150218523999918","0.10548012649086","0.194956921508977","2"
"Partly, partly","1991","1-pers.-HH","vocational + Abi","3","","","","2"
"Partly, partly","1991","1-pers.-HH","higher vocational","4","","","","2"
"Partly, partly","1991","1-pers.-HH","higher education","13","","","","2"
"Partly, partly","1991","(Married) couple without C. ","in school","","","","","2"
"Partly, partly","1991","Couple + C. GT 16 ","in school","","","","","2"
"Partly, partly","1991","Couple + C. LE and GT 16","inadequately","2","","","","2"
"Partly, partly","1991","Couple + C. LE and GT 16","middle vocational","45","0.189058343327754","0.139417189261398","0.23869949739411","2"
"Partly, partly","1991","Couple + C. GT 16 ","higher education","21","","","","2"
"Partly, partly","1991","Couple + C. LE and GT 16","in school","","","","","2"
"Partly, partly","1991","(Married) couple without C. ","inadequately","","","","","2"
"Partly, partly","1991","(Married) couple without C. ","general elemantary","23","","","","2"
"Partly, partly","1991","(Married) couple without C. ","vocational + Abi","10","","","","2"
"Partly, partly","1991","(Married) couple without C. ","higher vocational","16","","","","2"
"Partly, partly","1991","(Married) couple without C. ","higher education","22","","","","2"
"Partly, partly","1991","Single parent ","in school","","","","","2"
"Partly, partly","1991","Single parent ","inadequately","2","","","","2"
"Partly, partly","1991","Single parent ","general elemantary","13","","","","2"
"Partly, partly","1991","Couple + C. LE 16 ","higher education","46","0.131782223179637","0.0992385331664102","0.164325913192863","2"
"Partly, partly","1991","Couple + C. LE and GT 16","vocational + Abi","","","","","2"
"Partly, partly","1991","Couple + C. LE and GT 16","higher vocational","8","","","","2"
"Partly, partly","1991","Single parent ","middle vocational","22","","","","2"
"Partly, partly","1991","Single parent ","vocational + Abi","1","","","","2"
"Partly, partly","1991","Single parent ","higher vocational","2","","","","2"
"Partly, partly","1991","Single parent ","higher education","4","","","","2"
"Partly, partly","1991","Couple + C. LE 16 ","in school","","","","","2"
"Partly, partly","1991","Couple + C. LE 16 ","inadequately","3","","","","2"
"Partly, partly","1991","Couple + C. LE 16 ","general elemantary","19","","","","2"
"Partly, partly","1991","Couple + C. LE 16 ","middle vocational","151","0.156669256090352","0.134196521779885","0.179141990400818","2"
"Partly, partly","1991","Couple + C. LE 16 ","vocational + Abi","6","","","","2"
"Partly, partly","1991","Couple + C. LE 16 ","higher vocational","17","","","","2"
"Partly, partly","1991","Couple + C. LE and GT 16","higher education","9","","","","2"
"Acclaimed","1992","1-pers.-HH","in school","","","","","1"
"Acclaimed","1992","1-pers.-HH","inadequately","2","","","","1"
"Acclaimed","1992","1-pers.-HH","general elemantary","26","","","","1"
"Acclaimed","1992","1-pers.-HH","middle vocational","91","0.385093406835863","0.3220676649884","0.448119148683325","1"
"Acclaimed","1992","1-pers.-HH","vocational + Abi","10","","","","1"
"Acclaimed","1992","1-pers.-HH","higher vocational","9","","","","1"
"Acclaimed","1992","1-pers.-HH","higher education","26","","","","1"
"Acclaimed","1992","(Married) couple without C. ","in school","","","","","1"
"Acclaimed","1992","(Married) couple without C. ","inadequately","4","","","","1"
"Acclaimed","1992","(Married) couple without C. ","general elemantary","46","0.377954122180531","0.298203391600237","0.457704852760825","1"
"Acclaimed","1992","(Married) couple without C. ","middle vocational","250","0.373908891322823","0.336569270959812","0.411248511685834","1"
"Acclaimed","1992","(Married) couple without C. ","vocational + Abi","22","","","","1"
"Acclaimed","1992","(Married) couple without C. ","higher vocational","42","0.437755316497081","0.337993423407369","0.537517209586794","1"
"Acclaimed","1992","(Married) couple without C. ","higher education","47","0.330551627414921","0.25501925048727","0.406084004342572","1"
"Acclaimed","1992","Single parent ","in school","","","","","1"
"Acclaimed","1992","Single parent ","inadequately","2","","","","1"
"Acclaimed","1992","Single parent ","general elemantary","12","","","","1"
"Acclaimed","1992","Single parent ","middle vocational","58","0.434871201259938","0.351246370764736","0.518496031755139","1"
"Acclaimed","1992","Single parent ","vocational + Abi","3","","","","1"
"Acclaimed","1992","Single parent ","higher vocational","5","","","","1"
"Acclaimed","1992","Single parent ","higher education","13","","","","1"
"Acclaimed","1992","Couple + C. LE 16 ","in school","","","","","1"
"Acclaimed","1992","Couple + C. LE 16 ","inadequately","2","","","","1"
"Acclaimed","1992","Couple + C. LE 16 ","general elemantary","24","","","","1"
"Acclaimed","1992","Couple + C. LE 16 ","middle vocational","312","0.303692536516132","0.274916487013352","0.332468586018912","1"
"Acclaimed","1992","Couple + C. LE 16 ","vocational + Abi","14","","","","1"
"Acclaimed","1992","Couple + C. LE 16 ","higher vocational","38","0.374726415085613","0.281696287507111","0.467756542664114","1"
"Acclaimed","1992","Couple + C. LE 16 ","higher education","151","0.328002276042205","0.280798295525808","0.375206256558603","1"
"Acclaimed","1992","Couple + C. GT 16 ","in school","","","","","1"
"Acclaimed","1992","Couple + C. GT 16 ","inadequately","11","","","","1"
"Acclaimed","1992","Couple + C. GT 16 ","general elemantary","62","0.381615903785646","0.309436073674281","0.453795733897011","1"
"Acclaimed","1992","Couple + C. GT 16 ","middle vocational","231","0.381415726767511","0.343119799578918","0.419711653956103","1"
"Acclaimed","1992","Couple + C. GT 16 ","vocational + Abi","10","","","","1"
"Acclaimed","1992","Couple + C. GT 16 ","higher vocational","30","0.360432657533775","0.257141236640457","0.463724078427093","1"
"Acclaimed","1992","Couple + C. GT 16 ","higher education","51","0.321134606444357","0.24539778879455","0.396871424094164","1"
"Acclaimed","1992","Couple + C. LE and GT 16","in school","","","","","1"
"Acclaimed","1992","Couple + C. LE and GT 16","inadequately","4","","","","1"
"Acclaimed","1992","Couple + C. LE and GT 16","general elemantary","25","","","","1"
"Acclaimed","1992","Couple + C. LE and GT 16","middle vocational","81","0.347641522018818","0.284713261454127","0.410569782583508","1"
"Acclaimed","1992","Couple + C. LE and GT 16","vocational + Abi","5","","","","1"
"Acclaimed","1992","Couple + C. LE and GT 16","higher vocational","10","","","","1"
"Acclaimed","1992","Couple + C. LE and GT 16","higher education","16","","","","1"
"Not paid","1992","1-pers.-HH","inadequately","","","","","4"
"Not paid","1992","1-pers.-HH","general elemantary","6","","","","4"
"Not paid","1992","1-pers.-HH","middle vocational","22","","","","4"
"Not paid","1992","1-pers.-HH","vocational + Abi","3","","","","4"
"Not paid","1992","1-pers.-HH","higher vocational","7","","","","4"
"Not paid","1992","(Married) couple without C. ","inadequately","","","","","4"
"Not paid","1992","(Married) couple without C. ","general elemantary","13","","","","4"
"Not paid","1992","(Married) couple without C. ","middle vocational","61","0.119817190337755","0.0947552760383532","0.144879104637156","4"
"Not paid","1992","(Married) couple without C. ","vocational + Abi","10","","","","4"
"Not paid","1992","Couple + C. LE 16 ","higher education","143","0.397287791206886","0.348087927834613","0.446487654579158","4"
"Not paid","1992","Couple + C. GT 16 ","in school","","","","","4"
"Not paid","1992","Couple + C. GT 16 ","inadequately","","","","","4"
"Not paid","1992","Couple + C. GT 16 ","general elemantary","11","","","","4"
"Not paid","1992","Couple + C. GT 16 ","middle vocational","54","0.112235009770939","0.0873483256790208","0.137121693862857","4"
"Not paid","1992","1-pers.-HH","in school","","","","","4"
"Not paid","1992","1-pers.-HH","higher education","22","","","","4"
"Not paid","1992","Couple + C. GT 16 ","vocational + Abi","5","","","","4"
"Not paid","1992","(Married) couple without C. ","in school","","","","","4"
"Not paid","1992","Couple + C. GT 16 ","higher vocational","18","","","","4"
"Not paid","1992","Couple + C. GT 16 ","higher education","68","0.511521308110515","0.430438955764228","0.592603660456801","4"
"Not paid","1992","Couple + C. LE and GT 16","in school","","","","","4"
"Not paid","1992","Couple + C. LE and GT 16","inadequately","1","","","","4"
"Not paid","1992","Couple + C. LE and GT 16","general elemantary","14","","","","4"
"Not paid","1992","Couple + C. LE and GT 16","middle vocational","19","","","","4"
"Not paid","1992","Couple + C. LE and GT 16","vocational + Abi","","","","","4"
"Not paid","1992","(Married) couple without C. ","higher vocational","17","","","","4"
"Not paid","1992","(Married) couple without C. ","higher education","61","0.386322679273746","0.308141881847506","0.464503476699986","4"
"Not paid","1992","Single parent ","in school","","","","","4"
"Not paid","1992","Couple + C. LE 16 ","higher vocational","8","","","","4"
"Not paid","1992","Single parent ","inadequately","","","","","4"
"Not paid","1992","Single parent ","general elemantary","5","","","","4"
"Not paid","1992","Single parent ","middle vocational","12","","","","4"
"Not paid","1992","Single parent ","vocational + Abi","","","","","4"
"Not paid","1992","Single parent ","higher vocational","","","","","4"
"Not paid","1992","Single parent ","higher education","15","","","","4"
"Not paid","1992","Couple + C. LE 16 ","in school","","","","","4"
"Not paid","1992","Couple + C. LE 16 ","inadequately","1","","","","4"
"Not paid","1992","Couple + C. LE 16 ","general elemantary","5","","","","4"
"Not paid","1992","Couple + C. LE 16 ","middle vocational","74","0.0851387637245974","0.067674315445536","0.102603212003659","4"
"Not paid","1992","Couple + C. LE 16 ","vocational + Abi","13","","","","4"
"Not paid","1992","Couple + C. LE and GT 16","higher vocational","5","","","","4"
"Not paid","1992","Couple + C. LE and GT 16","higher education","37","0.63013405202236","0.517040532333765","0.743227571710956","4"
"Paid","1992","1-pers.-HH","in school","","","","","3"
"Paid","1992","1-pers.-HH","inadequately","7","","","","3"
"Paid","1992","1-pers.-HH","general elemantary","35","0.491605981214961","0.379942407313383","0.60326955511654","3"
