"plb0195_h","year","e11103","n","percent","lower_confidence","upper_confidence","value"
"Partly, partly","2014","Full Time","1530","0.226562990900916","0.216680136073606","0.236445845728225","2"
"Partly, partly","2014","Part Time","593","0.208072649512134","0.193406938270033","0.222738360754236","2"
"Partly, partly","2014","Not Working","46","0.137013588236778","0.093418963921255","0.180608212552301","2"
"Acclaimed","2015","Full Time","","","","","1"
"Acclaimed","2015","Part Time","","","","","1"
"Acclaimed","2015","Not Working","","","","","1"
"Not paid","2015","Full Time","","","","","4"
"Not paid","2015","Part Time","","","","","4"
"Not paid","2015","Not Working","","","","","4"
"Paid","2015","Full Time","","","","","3"
"Paid","2015","Part Time","","","","","3"
"Paid","2015","Not Working","","","","","3"
"Partly, partly","2015","Full Time","","","","","2"
"Partly, partly","2015","Part Time","","","","","2"
"Partly, partly","2015","Not Working","","","","","2"
"Acclaimed","2016","Full Time","","","","","1"
"Acclaimed","2016","Part Time","","","","","1"
"Acclaimed","2016","Not Working","","","","","1"
"Not paid","2016","Full Time","","","","","4"
"Not paid","2016","Part Time","","","","","4"
"Not paid","2016","Not Working","","","","","4"
"Paid","2016","Full Time","","","","","3"
"Paid","2016","Part Time","","","","","3"
"Paid","2016","Not Working","","","","","3"
"Partly, partly","2016","Full Time","","","","","2"
"Partly, partly","2016","Part Time","","","","","2"
"Partly, partly","2016","Not Working","","","","","2"
"Acclaimed","2017","Full Time","","","","","1"
"Acclaimed","2017","Part Time","","","","","1"
"Acclaimed","2017","Not Working","","","","","1"
"Not paid","2017","Full Time","","","","","4"
"Not paid","2017","Part Time","","","","","4"
"Not paid","2017","Not Working","","","","","4"
"Paid","2017","Full Time","","","","","3"
"Paid","2017","Not Working","","","","","3"
"Paid","2017","Part Time","","","","","3"
"Partly, partly","2017","Full Time","","","","","2"
"Partly, partly","2017","Not Working","","","","","2"
"Partly, partly","2017","Part Time","","","","","2"
"Acclaimed","2018","Full Time","3452","0.522980759986619","0.511005824994495","0.534955694978744","1"
"Acclaimed","2018","Part Time","1773","0.570448729555486","0.552972506208467","0.587924952902504","1"
"Acclaimed","2018","Not Working","45","0.40534654209551","0.318582306312391","0.492110777878629","1"
"Not paid","2018","Full Time","979","0.14586329305783","0.13740078567347","0.154325800442189","4"
"Not paid","2018","Part Time","279","0.0953468326356491","0.0849780931451588","0.105715572126139","4"
"Not paid","2018","Not Working","22","","","","4"
"Paid","2018","Full Time","689","0.094909983554925","0.0878830767005039","0.101936890409346","3"
"Paid","2018","Part Time","475","0.145837951847819","0.133377402553785","0.158298501141853","3"
"Paid","2018","Not Working","29","","","","3"
"Partly, partly","2018","Full Time","1563","0.236245963400626","0.226061894752811","0.246430032048441","2"
"Partly, partly","2018","Part Time","555","0.188366485961046","0.174562211749784","0.202170760172308","2"
"Partly, partly","2018","Not Working","27","","","","2"
