"plb0195_h","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"Partly, partly","2005","West Germany","Female","322","0.149734731055638","0.134766870916059","0.164702591195217"
"Partly, partly","2005","East Germany","Male","228","0.24514267001318","0.217038631587159","0.273246708439201"
"Partly, partly","2005","East Germany","Female","121","0.15737415888234","0.131932535308505","0.182815782456176"
"Paid","2005","West Germany","Male","337","0.120981813147842","0.109173897128711","0.132789729166973"
"Paid","2005","West Germany","Female","188","0.0921309645812932","0.0799988742800275","0.104263054882559"
"Paid","2005","East Germany","Male","102","0.123551575415146","0.10205277824365","0.145050372586642"
"Paid","2005","East Germany","Female","62","0.112644914086824","0.0905564641443453","0.134733364029303"
"Not paid","2005","West Germany","Male","707","0.211425126219596","0.196640374096534","0.226209878342657"
"Not paid","2005","West Germany","Female","370","0.15199527351746","0.136934911855305","0.167055635179615"
"Not paid","2005","East Germany","Male","166","0.151908718205974","0.128458899725564","0.175358536686385"
"Not paid","2005","East Germany","Female","135","0.131013861829974","0.107440269250992","0.154587454408957"
"Acclaimed","2006","West Germany","Male","1345","0.436094463982812","0.418831636683855","0.453357291281769"
"Acclaimed","2006","West Germany","Female","1448","0.571337295635517","0.552003789507761","0.590670801763273"
"Acclaimed","2006","East Germany","Male","420","0.431880181729419","0.400079111033696","0.463681252425141"
"Acclaimed","2006","East Germany","Female","524","0.58918736277063","0.556883247745943","0.621491477795317"
"Partly, partly","2006","West Germany","Male","637","0.205913663898135","0.191837156769307","0.219990171026963"
"Partly, partly","2006","West Germany","Female","387","0.150455845562303","0.13648881787407","0.164422873250536"
"Partly, partly","2006","East Germany","Male","229","0.261691484262212","0.233471688329833","0.289911280194591"
"Partly, partly","2006","East Germany","Female","138","0.172049595228415","0.147267488214646","0.196831702242184"
"Paid","2006","West Germany","Male","386","0.138944520240992","0.126903736975488","0.150985303506496"
"Paid","2006","West Germany","Female","227","0.0991796025520049","0.0875024549251794","0.110856750178831"
"Paid","2006","East Germany","Male","81","0.10949209989302","0.0894450525666405","0.1295391472194"
"Paid","2006","East Germany","Female","69","0.092215426587833","0.0732176652305719","0.111213187945094"
"Not paid","2006","West Germany","Male","802","0.219047351878062","0.20464942994399","0.233445273812133"
"Not paid","2006","West Germany","Female","455","0.179027256250174","0.164050063102667","0.194004449397682"
"Not paid","2006","East Germany","Male","202","0.196936234115349","0.171404638051172","0.222467830179526"
"Not paid","2006","East Germany","Female","160","0.146547615413122","0.123326222595531","0.169769008230712"
"Acclaimed","2007","West Germany","Male","1206","0.419296830797649","0.401445034348286","0.437148627247013"
"Acclaimed","2007","West Germany","Female","1320","0.582590958606194","0.562192248102538","0.602989669109851"
"Acclaimed","2007","East Germany","Male","404","0.437581690441556","0.405385093705741","0.469778287177372"
"Acclaimed","2007","East Germany","Female","524","0.609408266750552","0.576914142312336","0.641902391188768"
"Partly, partly","2007","West Germany","Male","639","0.23285884065659","0.217568116774812","0.248149564538369"
"Partly, partly","2007","West Germany","Female","366","0.169274946325524","0.153763049231695","0.184786843419352"
"Partly, partly","2007","East Germany","Male","237","0.305754273821716","0.27585273441679","0.335655813226642"
"Partly, partly","2007","East Germany","Female","130","0.173192788533786","0.147989560123696","0.198396016943875"
"Paid","2007","West Germany","Male","325","0.120487748869728","0.108710701278409","0.132264796461047"
"Paid","2007","West Germany","Female","173","0.08345251321534","0.0720122210980927","0.0948928053325873"
"Paid","2007","East Germany","Male","85","0.0930067588052298","0.0741568196725779","0.111856697937882"
"Paid","2007","East Germany","Female","54","0.067176353656575","0.050503991648538","0.083848715664612"
"Not paid","2007","West Germany","Male","765","0.227356579676032","0.212193502092206","0.242519657259858"
"Not paid","2007","West Germany","Female","386","0.164681581852942","0.149339352809307","0.180023810896576"
"Not paid","2007","East Germany","Male","186","0.163657276931498","0.13964626445135","0.187668289411646"
"Not paid","2007","East Germany","Female","158","0.150222591059087","0.126426295197315","0.17401888692086"
"Acclaimed","2008","West Germany","Male","1163","0.421320181069254","0.403147446752726","0.439492915385783"
"Acclaimed","2008","West Germany","Female","1288","0.565962894882127","0.545716260509727","0.586209529254527"
"Acclaimed","2008","East Germany","Male","385","0.459780746698624","0.426982796591654","0.492578696805593"
"Acclaimed","2008","East Germany","Female","492","0.575737013758461","0.54237410164832","0.609099925868602"
"Partly, partly","2008","West Germany","Male","605","0.231344316231275","0.215824366286725","0.246864266175824"
"Partly, partly","2008","West Germany","Female","399","0.175383844729181","0.159848669937531","0.190919019520831"
"Partly, partly","2008","East Germany","Male","219","0.266813178662534","0.23770619215431","0.295920165170757"
"Partly, partly","2008","East Germany","Female","146","0.226641654013048","0.198380196380447","0.254903111645649"
"Paid","2008","West Germany","Male","345","0.136247630192157","0.123621970413153","0.148873289971161"
"Paid","2008","West Germany","Female","186","0.0765337750534432","0.0656737079881686","0.0873938421187177"
"Paid","2008","East Germany","Male","105","0.10725009828328","0.0868867102950212","0.127613486271539"
"Paid","2008","East Germany","Female","57","0.0681856104701282","0.0511700845609249","0.0852011363793315"
"Not paid","2008","West Germany","Male","723","0.211087872507314","0.196068875343008","0.22610686967162"
"Not paid","2008","West Germany","Female","429","0.182119485335249","0.166353592532178","0.197885378138319"
"Not paid","2008","East Germany","Male","178","0.166155976355563","0.141660455710776","0.19065149700035"
"Not paid","2008","East Germany","Female","148","0.129435721758363","0.106775622910774","0.152095820605952"
"Acclaimed","2009","West Germany","Male","1030","0.409652974853253","0.390271011017729","0.429034938688778"
"Acclaimed","2009","West Germany","Female","1134","0.557599011357797","0.536077918652885","0.579120104062709"
"Acclaimed","2009","East Germany","Male","372","0.533441294612173","0.498849653536157","0.568032935688189"
"Acclaimed","2009","East Germany","Female","445","0.547644902335086","0.512512312039106","0.582777492631065"
"Partly, partly","2009","West Germany","Male","526","0.243104325463997","0.226197954754998","0.260010696172996"
"Partly, partly","2009","West Germany","Female","361","0.175333088340404","0.158856529925076","0.191809646755733"
"Partly, partly","2009","East Germany","Male","193","0.248697849421503","0.218725690116198","0.278670008726807"
"Partly, partly","2009","East Germany","Female","147","0.260263064535049","0.229291308939959","0.291234820130139"
"Paid","2009","West Germany","Male","273","0.123284936369251","0.110327464494922","0.13624240824358"
"Paid","2009","West Germany","Female","175","0.0986522948901101","0.0857313268810381","0.111573262899182"
"Paid","2009","East Germany","Male","79","0.0739181352175883","0.0557765642423552","0.0920597061928213"
"Paid","2009","East Germany","Female","64","0.0655945220493866","0.0481193131556326","0.0830697309431407"
"Not paid","2009","West Germany","Male","644","0.223957763313498","0.207526847406495","0.240388679220501"
"Not paid","2009","West Germany","Female","376","0.168415605411689","0.152199759565291","0.184631451258088"
"Not paid","2009","East Germany","Male","155","0.143942720748736","0.119602698701867","0.168282742795605"
"Not paid","2009","East Germany","Female","115","0.126497511080479","0.103033947853855","0.149961074307103"
"Acclaimed","2010","West Germany","Male","1543","0.441928425648259","0.425766420796279","0.458090430500239"
"Acclaimed","2010","West Germany","Female","1709","0.589956530855043","0.572006077598751","0.607906984111336"
"Acclaimed","2010","East Germany","Male","461","0.51851603074113","0.48753203980894","0.54950002167332"
"Acclaimed","2010","East Germany","Female","556","0.599289156577514","0.567861759688915","0.630716553466114"
"Partly, partly","2010","West Germany","Male","757","0.213664435788401","0.200324787089407","0.227004084487395"
"Partly, partly","2010","West Germany","Female","433","0.150682047420435","0.13762586013022","0.16373823471065"
"Partly, partly","2010","East Germany","Male","242","0.236558564196652","0.210206020114681","0.262911108278623"
"Partly, partly","2010","East Germany","Female","147","0.170858152001621","0.146719838534903","0.19499646546834"
"Paid","2010","West Germany","Male","481","0.128313573578127","0.117429517891585","0.139197629264669"
"Paid","2010","West Germany","Female","285","0.0939779511652016","0.0833283625249293","0.104627539805474"
"Paid","2010","East Germany","Male","116","0.0895766173281821","0.0718680112359267","0.107285223420438"
"Paid","2010","East Germany","Female","83","0.0724880810050893","0.0558590208685257","0.089117141141653"
"Not paid","2010","West Germany","Male","846","0.216093564985213","0.202699039121932","0.229488090848495"
"Not paid","2010","West Germany","Female","457","0.16538347055932","0.151824085173602","0.178942855945038"
"Not paid","2010","East Germany","Male","180","0.155348787734036","0.132886293116444","0.177811282351629"
"Not paid","2010","East Germany","Female","148","0.157364610415775","0.134011322381544","0.180717898450007"
"Acclaimed","2011","West Germany","Male","1735","0.410943439818236","0.396163733979162","0.425723145657309"
"Acclaimed","2011","West Germany","Female","2083","0.575323613198543","0.559226091302081","0.591421135095005"
"Acclaimed","2011","East Germany","Male","525","0.490074163349567","0.461181765732506","0.518966560966629"
"Acclaimed","2011","East Germany","Female","675","0.602044034842437","0.573441569495466","0.630646500189408"
"Partly, partly","2011","West Germany","Male","934","0.220352544764097","0.207901539006069","0.232803550522125"
"Partly, partly","2011","West Germany","Female","575","0.165202422394608","0.153108347222002","0.177296497567214"
"Partly, partly","2011","East Germany","Male","264","0.235490201921909","0.210967003067532","0.260013400776286"
"Partly, partly","2011","East Germany","Female","160","0.143107406165653","0.122644558108806","0.163570254222499"
"Paid","2011","West Germany","Male","590","0.150331624606604","0.139595533990789","0.161067715222419"
"Paid","2011","West Germany","Female","400","0.0934468139739852","0.0839680270284485","0.102925600919522"
"Paid","2011","East Germany","Male","147","0.106898990142286","0.0890408485386078","0.124757131745965"
"Paid","2011","East Germany","Female","105","0.0906935418171359","0.0739126457005906","0.107474437933681"
"Not paid","2011","West Germany","Male","998","0.218372390811063","0.205961725147881","0.230783056474246"
"Not paid","2011","West Germany","Female","564","0.166027150432864","0.1539089151272","0.178145385738528"
"Not paid","2011","East Germany","Male","214","0.167536644586237","0.1459524106172","0.189120878555275"
"Not paid","2011","East Germany","Female","185","0.164155017174775","0.142509808343304","0.185800226006245"
"Acclaimed","2012","West Germany","Male","1839","0.434666011788046","0.419799342018764","0.449532681557329"
"Acclaimed","2012","West Germany","Female","2231","0.579331887697163","0.563740138334791","0.594923637059535"
"Acclaimed","2012","East Germany","Male","538","0.500695382199929","0.471451986744742","0.529938777655116"
"Acclaimed","2012","East Germany","Female","693","0.630492449103629","0.602473795048669","0.65851110315859"
"Partly, partly","2012","West Germany","Male","942","0.238013345038504","0.22524138232515","0.250785307751858"
"Partly, partly","2012","West Germany","Female","628","0.166418945261427","0.154655443222066","0.178182447300787"
"Partly, partly","2012","East Germany","Male","288","0.258365952327732","0.232764141549375","0.283967763106089"
"Partly, partly","2012","East Germany","Female","204","0.157831797932838","0.136668061853179","0.178995534012497"
"Paid","2012","West Germany","Male","573","0.133130918277033","0.12294266985733","0.143319166696737"
"Paid","2012","West Germany","Female","422","0.107500106881948","0.0977171561557213","0.117283057608175"
"Paid","2012","East Germany","Male","119","0.0997731897426165","0.0822448366664332","0.1173015428188"
"Paid","2012","East Germany","Female","98","0.0721102784096092","0.0570946872989167","0.0871258695203018"
"Not paid","2012","West Germany","Male","917","0.194189724896417","0.182326225049424","0.206053224743409"
"Not paid","2012","West Germany","Female","570","0.146749060159462","0.135573034669515","0.15792508564941"
"Not paid","2012","East Germany","Male","178","0.141165475729722","0.120800813648163","0.161530137811281"
"Not paid","2012","East Germany","Female","145","0.139565474553923","0.119449384190098","0.159681564917748"
"Acclaimed","2013","West Germany","Male","2052","0.439446545272038","0.425318741393908","0.453574349150168"
"Acclaimed","2013","West Germany","Female","2374","0.581163568791048","0.566129492602867","0.596197644979229"
"Acclaimed","2013","East Germany","Male","514","0.50250514165238","0.472504507526044","0.532505775778717"
"Acclaimed","2013","East Germany","Female","664","0.594966714194989","0.566035795826882","0.623897632563096"
"Partly, partly","2013","West Germany","Male","1106","0.234759804521821","0.222694900539528","0.246824708504114"
"Partly, partly","2013","West Germany","Female","685","0.17377135589769","0.162225010386961","0.185317701408419"
"Partly, partly","2013","East Germany","Male","246","0.246798822125089","0.220929031257057","0.272668612993121"
"Partly, partly","2013","East Germany","Female","173","0.166635777022734","0.14467376732616","0.188597786719308"
"Paid","2013","West Germany","Male","649","0.126615081133469","0.117149251659807","0.136080910607131"
"Paid","2013","West Germany","Female","518","0.103876541383283","0.094579430849289","0.113173651917276"
"Paid","2013","East Germany","Male","131","0.109005351143536","0.0903059654993255","0.127704736787747"
"Paid","2013","East Germany","Female","109","0.0963337412394782","0.0789451749853599","0.113722307493596"
"Not paid","2013","West Germany","Male","934","0.199178569072672","0.187810092771274","0.21054704537407"
"Not paid","2013","West Germany","Female","560","0.141188533927979","0.130577591408107","0.151799476447851"
"Not paid","2013","East Germany","Male","176","0.141690685078995","0.120766023426533","0.162615346731456"
"Not paid","2013","East Germany","Female","160","0.142063767542799","0.121488774537748","0.16263876054785"
"Acclaimed","2014","West Germany","Male","1813","0.450945071248335","0.435853392028169","0.466036750468501"
"Acclaimed","2014","West Germany","Female","2219","0.563520016514387","0.547924871443175","0.579115161585598"
"Acclaimed","2014","East Germany","Male","454","0.462458433158401","0.431556157008069","0.493360709308733"
"Acclaimed","2014","East Germany","Female","607","0.618212537602286","0.588295188873448","0.648129886331123"
"Partly, partly","2014","West Germany","Male","995","0.240525572172951","0.227562586174952","0.253488558170949"
"Partly, partly","2014","West Germany","Female","718","0.194456213953089","0.182010836628227","0.206901591277951"
"Partly, partly","2014","East Germany","Male","278","0.273276936828713","0.245656276753484","0.300897596903942"
"Partly, partly","2014","East Germany","Female","178","0.165449344320563","0.142566908925536","0.18833177971559"
"Paid","2014","West Germany","Male","565","0.130336119613302","0.120124939046612","0.140547300179993"
"Paid","2014","West Germany","Female","438","0.0951295644281067","0.0859037751039579","0.104355353752255"
"Paid","2014","East Germany","Male","112","0.119932500492372","0.0997964390958903","0.140068561888854"
"Paid","2014","East Germany","Female","83","0.0707497468988015","0.0549601094681105","0.0865393843294925"
"Not paid","2014","West Germany","Male","803","0.178193236965412","0.166586816223369","0.189799657707455"
"Not paid","2014","West Germany","Female","510","0.146894205104418","0.135762636757721","0.158025773451114"
"Not paid","2014","East Germany","Male","156","0.144332129520513","0.122550908939965","0.166113350101062"
"Not paid","2014","East Germany","Female","145","0.14558837117835","0.123869348076198","0.167307394280501"
"Acclaimed","2015","West Germany","Male","","","",""
"Acclaimed","2015","West Germany","Female","","","",""
"Acclaimed","2015","East Germany","Male","","","",""
"Acclaimed","2015","East Germany","Female","","","",""
"Partly, partly","2015","West Germany","Male","","","",""
"Partly, partly","2015","West Germany","Female","","","",""
"Partly, partly","2015","East Germany","Male","","","",""
"Partly, partly","2015","East Germany","Female","","","",""
"Paid","2015","West Germany","Male","","","",""
"Paid","2015","West Germany","Female","","","",""
"Paid","2015","East Germany","Male","","","",""
"Paid","2015","East Germany","Female","","","",""
"Not paid","2015","West Germany","Male","","","",""
"Not paid","2015","West Germany","Female","","","",""
"Not paid","2015","East Germany","Male","","","",""
"Not paid","2015","East Germany","Female","","","",""
"Acclaimed","2016","West Germany","Male","","","",""
"Acclaimed","2016","West Germany","Female","","","",""
"Acclaimed","2016","East Germany","Male","","","",""
"Acclaimed","2016","East Germany","Female","","","",""
"Partly, partly","2016","West Germany","Male","","","",""
"Partly, partly","2016","West Germany","Female","","","",""
"Partly, partly","2016","East Germany","Male","","","",""
"Partly, partly","2016","East Germany","Female","","","",""
"Paid","2016","West Germany","Male","","","",""
"Paid","2016","West Germany","Female","","","",""
"Paid","2016","East Germany","Male","","","",""
"Paid","2016","East Germany","Female","","","",""
"Not paid","2016","West Germany","Male","","","",""
"Not paid","2016","West Germany","Female","","","",""
"Not paid","2016","East Germany","Male","","","",""
"Not paid","2016","East Germany","Female","","","",""
"Acclaimed","2017","West Germany","Male","","","",""
"Acclaimed","2017","West Germany","Female","","","",""
"Acclaimed","2017","East Germany","Male","","","",""
"Acclaimed","2017","East Germany","Female","","","",""
"Partly, partly","2017","West Germany","Male","","","",""
"Partly, partly","2017","West Germany","Female","","","",""
"Partly, partly","2017","East Germany","Male","","","",""
"Partly, partly","2017","East Germany","Female","","","",""
"Paid","2017","West Germany","Male","","","",""
"Paid","2017","West Germany","Female","","","",""
"Paid","2017","East Germany","Male","","","",""
"Paid","2017","East Germany","Female","","","",""
"Not paid","2017","West Germany","Male","","","",""
"Not paid","2017","West Germany","Female","","","",""
"Not paid","2017","East Germany","Male","","","",""
"Not paid","2017","East Germany","Female","","","",""
"Acclaimed","2018","West Germany","Male","1798","0.46525036124673","0.449695427966012","0.480805294527448"
"Acclaimed","2018","West Germany","Female","2354","0.603628571311344","0.5883299003049","0.618927242317789"
"Acclaimed","2018","East Germany","Male","491","0.529645960018394","0.498460237301866","0.560831682734922"
"Acclaimed","2018","East Germany","Female","627","0.609098586684914","0.579255737411993","0.638941435957836"
"Partly, partly","2018","West Germany","Male","979","0.253432462277527","0.239867605404558","0.266997319150497"
"Partly, partly","2018","West Germany","Female","708","0.191665464427151","0.179354696614524","0.203976232239777"
"Partly, partly","2018","East Germany","Male","263","0.231749352888102","0.205385354631658","0.258113351144546"
"Partly, partly","2018","East Germany","Female","195","0.189122910505325","0.165172527898242","0.213073293112409"
"Paid","2018","West Germany","Male","550","0.125831349546669","0.115488467204649","0.13617423188869"
"Paid","2018","West Germany","Female","431","0.0948892545549409","0.0857233143818455","0.104055194728036"
"Paid","2018","East Germany","Male","100","0.102520832495013","0.0835682327012195","0.121473432288806"
"Paid","2018","East Germany","Female","112","0.0981179528422067","0.0799246319597128","0.116311273724701"
"Not paid","2018","West Germany","Male","623","0.155485826929074","0.144185307187388","0.166786346670759"
"Not paid","2018","West Germany","Female","434","0.109816709706564","0.100037774400651","0.119595645012477"
"Not paid","2018","East Germany","Male","130","0.136083854598492","0.114660393356592","0.157507315840391"
"Not paid","2018","East Germany","Female","93","0.103660549967554","0.0850179758184336","0.122303124116674"
