"plb0195_h","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence","value"
"Not paid","1994","66 and older","Part Time","","","","","4"
"Not paid","1994","66 and older","Not Working","","","","","4"
"Paid","1994","16-34 y.","Full Time","542","0.285162095875744","0.264228901786023","0.306095289965466","3"
"Paid","1994","16-34 y.","Part Time","162","0.339631344159244","0.295679432481731","0.383583255836757","3"
"Paid","1994","16-34 y.","Not Working","17","","","","3"
"Paid","1994","35-65 y.","Full Time","692","0.282207853787205","0.264057209593385","0.300358497981024","3"
"Paid","1994","35-65 y.","Part Time","154","0.284311470357053","0.246440271017093","0.322182669697012","3"
"Paid","1994","35-65 y.","Not Working","6","","","","3"
"Paid","1994","66 and older","Part Time","","","","","3"
"Paid","1994","66 and older","Not Working","","","","","3"
"Paid","1994","66 and older","Full Time","","","","","3"
"Partly, partly","1994","16-34 y.","Full Time","361","0.200553130550481","0.181988114004199","0.219118147096762","2"
"Partly, partly","1994","16-34 y.","Part Time","55","0.126278510759321","0.0954514657811848","0.157105555737457","2"
"Partly, partly","1994","16-34 y.","Not Working","5","","","","2"
"Partly, partly","1994","35-65 y.","Full Time","405","0.166327313874816","0.151310156995385","0.181344470754247","2"
"Partly, partly","1994","35-65 y.","Part Time","77","0.149478088388957","0.1195429437561","0.179413233021814","2"
"Partly, partly","1994","35-65 y.","Not Working","3","","","","2"
"Partly, partly","1994","66 and older","Part Time","","","","","2"
"Partly, partly","1994","66 and older","Not Working","","","","","2"
"Partly, partly","1994","66 and older","Full Time","","","","","2"
"Acclaimed","1995","16-34 y.","Full Time","704","0.378713421732377","0.356651493198987","0.400775350265767","1"
"Acclaimed","1995","16-34 y.","Part Time","188","0.400492902847826","0.357018586969049","0.443967218726604","1"
"Acclaimed","1995","16-34 y.","Not Working","23","","","","1"
"Acclaimed","1995","35-65 y.","Full Time","859","0.354758857231288","0.335844795540271","0.373672918922305","1"
"Acclaimed","1995","35-65 y.","Part Time","266","0.41683774942654","0.378788468246121","0.45488703060696","1"
"Acclaimed","1995","66 and older","Part Time","","","","","1"
"Acclaimed","1995","35-65 y.","Not Working","9","","","","1"
"Acclaimed","1995","66 and older","Full Time","1","","","","1"
"Acclaimed","1995","66 and older","Not Working","","","","","1"
"Not paid","1995","16-34 y.","Full Time","218","0.129132350216566","0.113880035925297","0.144384664507835","4"
"Not paid","1995","16-34 y.","Part Time","54","0.121245128510084","0.0922847521241942","0.150205504895973","4"
"Not paid","1995","16-34 y.","Not Working","9","","","","4"
"Not paid","1995","35-65 y.","Full Time","462","0.207404316425676","0.191375852708901","0.223432780142452","4"
"Not paid","1995","35-65 y.","Part Time","75","0.139123637599633","0.112415777813015","0.16583149738625","4"
"Not paid","1995","35-65 y.","Not Working","1","","","","4"
"Not paid","1995","66 and older","Full Time","","","","","4"
"Not paid","1995","66 and older","Part Time","","","","","4"
"Not paid","1995","66 and older","Not Working","","","","","4"
"Paid","1995","16-34 y.","Full Time","563","0.286636866259748","0.266070219287166","0.307203513232331","3"
"Paid","1995","16-34 y.","Part Time","178","0.316412517750793","0.275149398123835","0.357675637377751","3"
"Paid","1995","35-65 y.","Part Time","211","0.318661919491762","0.282702336318531","0.354621502664994","3"
"Paid","1995","66 and older","Not Working","","","","","3"
"Paid","1995","35-65 y.","Full Time","693","0.258752589228338","0.241439239630185","0.276065938826492","3"
"Paid","1995","66 and older","Part Time","3","","","","3"
"Paid","1995","16-34 y.","Not Working","21","","","","3"
"Paid","1995","35-65 y.","Not Working","10","","","","3"
"Paid","1995","66 and older","Full Time","1","","","","3"
"Partly, partly","1995","16-34 y.","Full Time","372","0.205517361791309","0.187138923568179","0.223895800014439","2"
"Partly, partly","1995","16-34 y.","Part Time","68","0.161849450891297","0.129171500275994","0.1945274015066","2"
"Partly, partly","1995","16-34 y.","Not Working","13","","","","2"
"Partly, partly","1995","35-65 y.","Full Time","444","0.179084237114697","0.163926473506049","0.194242000723345","2"
"Partly, partly","1995","35-65 y.","Part Time","93","0.125376693482065","0.0998210298766274","0.150932357087502","2"
"Partly, partly","1995","35-65 y.","Not Working","4","","","","2"
"Partly, partly","1995","66 and older","Part Time","","","","","2"
"Partly, partly","1995","66 and older","Not Working","","","","","2"
"Partly, partly","1995","66 and older","Full Time","","","","","2"
"Acclaimed","1996","16-34 y.","Full Time","740","0.417710475972099","0.394825111254925","0.440595840689272","1"
"Acclaimed","1996","16-34 y.","Part Time","211","0.461699323410539","0.415892046562836","0.507506600258242","1"
"Acclaimed","1996","16-34 y.","Not Working","16","","","","1"
"Acclaimed","1996","35-65 y.","Full Time","942","0.399276285874012","0.379633409808343","0.41891916193968","1"
"Acclaimed","1996","35-65 y.","Part Time","290","0.440469448121348","0.40239257313883","0.478546323103867","1"
"Acclaimed","1996","66 and older","Full Time","","","","","1"
"Acclaimed","1996","66 and older","Part Time","1","","","","1"
"Acclaimed","1996","66 and older","Not Working","1","","","","1"
"Acclaimed","1996","35-65 y.","Not Working","11","","","","1"
"Not paid","1996","16-34 y.","Full Time","223","0.135112547832931","0.119249804178404","0.150975291487457","4"
"Not paid","1996","16-34 y.","Part Time","38","0.0779446434623947","0.0533118294549554","0.102577457469834","4"
"Not paid","1996","16-34 y.","Not Working","8","","","","4"
"Not paid","1996","35-65 y.","Full Time","453","0.210686683319259","0.194330793059792","0.227042573578726","4"
"Not paid","1996","35-65 y.","Part Time","70","0.108109142957101","0.0842926084455406","0.13192567746866","4"
"Not paid","1996","35-65 y.","Not Working","2","","","","4"
"Not paid","1996","66 and older","Full Time","","","","","4"
"Not paid","1996","66 and older","Part Time","1","","","","4"
"Not paid","1996","66 and older","Not Working","","","","","4"
"Paid","1996","16-34 y.","Full Time","484","0.258152126806857","0.237845118444589","0.278459135169125","3"
"Paid","1996","16-34 y.","Part Time","149","0.300563108014639","0.258433783395458","0.342692432633819","3"
"Paid","1996","16-34 y.","Not Working","26","","","","3"
"Paid","1996","35-65 y.","Full Time","613","0.230221420088335","0.21333697837915","0.247105861797519","3"
"Paid","1996","35-65 y.","Part Time","196","0.284428067298048","0.249825814528304","0.319030320067792","3"
"Paid","1996","66 and older","Part Time","2","","","","3"
"Paid","1996","66 and older","Not Working","","","","","3"
"Paid","1996","35-65 y.","Not Working","2","","","","3"
"Paid","1996","66 and older","Full Time","","","","","3"
"Partly, partly","1996","16-34 y.","Full Time","337","0.189024849388113","0.170856566230275","0.207193132545951","2"
"Partly, partly","1996","16-34 y.","Part Time","57","0.159792925112428","0.126125156542579","0.193460693682277","2"
"Partly, partly","1996","16-34 y.","Not Working","8","","","","2"
"Partly, partly","1996","35-65 y.","Full Time","380","0.159815610718395","0.145118639855342","0.174512581581448","2"
"Partly, partly","1996","35-65 y.","Part Time","97","0.166993341623503","0.138386802812633","0.195599880434373","2"
"Partly, partly","1996","35-65 y.","Not Working","1","","","","2"
"Partly, partly","1996","66 and older","Part Time","","","","","2"
"Partly, partly","1996","66 and older","Not Working","","","","","2"
"Partly, partly","1996","66 and older","Full Time","","","","","2"
"Acclaimed","1997","16-34 y.","Full Time","704","0.458208566285001","0.433586108652978","0.482831023917025","1"
"Acclaimed","1997","16-34 y.","Part Time","175","0.476008712965141","0.42552821243273","0.526489213497552","1"
"Acclaimed","1997","16-34 y.","Not Working","14","","","","1"
"Acclaimed","1997","35-65 y.","Full Time","828","0.390537264484855","0.369881473812121","0.41119305515759","1"
"Acclaimed","1997","35-65 y.","Part Time","241","0.513867373684279","0.468681563986673","0.559053183381884","1"
"Acclaimed","1997","66 and older","Part Time","1","","","","1"
"Acclaimed","1997","66 and older","Not Working","","","","","1"
"Acclaimed","1997","66 and older","Full Time","","","","","1"
"Acclaimed","1997","35-65 y.","Not Working","6","","","","1"
"Not paid","1997","16-34 y.","Full Time","217","0.150221998635322","0.13256555470397","0.167878442566674","4"
"Not paid","1997","16-34 y.","Part Time","43","0.132993741489569","0.0986710855502526","0.167316397428885","4"
"Not paid","1997","16-34 y.","Not Working","4","","","","4"
"Not paid","1997","35-65 y.","Full Time","455","0.240344057938361","0.222253074757669","0.258435041119054","4"
"Not paid","1997","35-65 y.","Part Time","60","0.132162532474705","0.101544834399416","0.162780230549995","4"
"Not paid","1997","35-65 y.","Not Working","2","","","","4"
"Not paid","1997","66 and older","Full Time","1","","","","4"
"Not paid","1997","66 and older","Part Time","","","","","4"
"Not paid","1997","66 and older","Not Working","","","","","4"
"Paid","1997","16-34 y.","Full Time","291","0.165034873266568","0.146690378285615","0.183379368247521","3"
"Paid","1997","16-34 y.","Part Time","87","0.218697822306567","0.176916140701127","0.260479503912007","3"
"Paid","1997","16-34 y.","Not Working","6","","","","3"
"Paid","1997","35-65 y.","Full Time","403","0.161459798574624","0.145881100771938","0.17703849637731","3"
"Paid","1997","35-65 y.","Part Time","89","0.188500141089372","0.153141201981312","0.223859080197432","3"
"Paid","1997","66 and older","Part Time","","","","","3"
"Paid","1997","66 and older","Not Working","","","","","3"
"Paid","1997","35-65 y.","Not Working","1","","","","3"
"Paid","1997","66 and older","Full Time","","","","","3"
"Partly, partly","1997","16-34 y.","Full Time","361","0.226534561813108","0.205848804691987","0.24722031893423","2"
"Partly, partly","1997","16-34 y.","Part Time","71","0.172299723238723","0.134128769734566","0.21047067674288","2"
"Partly, partly","1997","16-34 y.","Not Working","5","","","","2"
"Partly, partly","1997","35-65 y.","Full Time","457","0.20765887900216","0.190485001694971","0.224832756309348","2"
"Partly, partly","1997","35-65 y.","Part Time","80","0.165469952751644","0.131874560008079","0.199065345495209","2"
"Partly, partly","1997","35-65 y.","Not Working","","","","","2"
"Partly, partly","1997","66 and older","Part Time","","","","","2"
"Partly, partly","1997","66 and older","Not Working","","","","","2"
"Partly, partly","1997","66 and older","Full Time","","","","","2"
"Acclaimed","1998","16-34 y.","Full Time","700","0.434742801720218","0.41052836316801","0.458957240272426","1"
"Acclaimed","1998","16-34 y.","Part Time","172","0.454153410604916","0.406076553008139","0.502230268201693","1"
"Acclaimed","1998","16-34 y.","Not Working","8","","","","1"
"Acclaimed","1998","35-65 y.","Full Time","1007","0.427398536309895","0.407264054407633","0.447533018212157","1"
"Acclaimed","1998","66 and older","Part Time","1","","","","1"
"Acclaimed","1998","35-65 y.","Part Time","324","0.511948825082859","0.473009161724165","0.550888488441552","1"
"Acclaimed","1998","35-65 y.","Not Working","7","","","","1"
"Acclaimed","1998","66 and older","Full Time","1","","","","1"
"Acclaimed","1998","66 and older","Not Working","","","","","1"
"Not paid","1998","16-34 y.","Full Time","238","0.157902129464995","0.140090221967899","0.17571403696209","4"
"Not paid","1998","16-34 y.","Part Time","53","0.13562971068614","0.102567886203328","0.168691535168952","4"
"Not paid","1998","16-34 y.","Not Working","7","","","","4"
"Not paid","1998","35-65 y.","Full Time","469","0.219093962582469","0.202258993930214","0.235928931234725","4"
"Not paid","1998","35-65 y.","Part Time","78","0.11801539952249","0.0928822984540267","0.143148500590954","4"
"Not paid","1998","66 and older","Full Time","","","","","4"
"Not paid","1998","66 and older","Part Time","2","","","","4"
"Not paid","1998","66 and older","Not Working","","","","","4"
"Not paid","1998","35-65 y.","Not Working","5","","","","4"
"Paid","1998","16-34 y.","Full Time","278","0.165734545255537","0.147571285083547","0.183897805427527","3"
"Paid","1998","16-34 y.","Part Time","96","0.203463733827081","0.164590939096427","0.242336528557736","3"
"Paid","1998","16-34 y.","Not Working","10","","","","3"
"Paid","1998","35-65 y.","Full Time","374","0.155397245378674","0.140652216702543","0.170142274054804","3"
"Paid","1998","35-65 y.","Part Time","113","0.184901606166551","0.154658834081933","0.215144378251168","3"
"Paid","1998","66 and older","Part Time","","","","","3"
"Paid","1998","66 and older","Not Working","","","","","3"
"Paid","1998","35-65 y.","Not Working","4","","","","3"
"Paid","1998","66 and older","Full Time","","","","","3"
"Partly, partly","1998","16-34 y.","Full Time","394","0.24162052355925","0.220710941643229","0.26253010547527","2"
"Partly, partly","1998","16-34 y.","Not Working","7","","","","2"
"Partly, partly","1998","35-65 y.","Full Time","469","0.198110255728962","0.181888101518659","0.214332409939265","2"
"Partly, partly","1998","35-65 y.","Part Time","118","0.1851341692281","0.154876701385274","0.215391637070927","2"
"Partly, partly","1998","66 and older","Full Time","","","","","2"
"Partly, partly","1998","66 and older","Part Time","","","","","2"
"Partly, partly","1998","66 and older","Not Working","","","","","2"
"Partly, partly","1998","16-34 y.","Part Time","91","0.206753144881863","0.167648375894978","0.245857913868747","2"
"Partly, partly","1998","35-65 y.","Not Working","4","","","","2"
"Acclaimed","1999","16-34 y.","Full Time","674","0.452912928020383","0.428115981939653","0.477709874101113","1"
"Acclaimed","1999","16-34 y.","Part Time","189","0.44336678958225","0.396136591977386","0.490596987187114","1"
"Acclaimed","1999","16-34 y.","Not Working","14","","","","1"
"Acclaimed","1999","35-65 y.","Full Time","999","0.431099421453656","0.4110211813892","0.451177661518112","1"
"Acclaimed","1999","66 and older","Full Time","1","","","","1"
"Acclaimed","1999","66 and older","Part Time","","","","","1"
"Acclaimed","1999","35-65 y.","Part Time","323","0.533654611634152","0.494131024265595","0.573178199002709","1"
"Acclaimed","1999","35-65 y.","Not Working","7","","","","1"
"Acclaimed","1999","66 and older","Not Working","","","","","1"
"Not paid","1999","16-34 y.","Full Time","223","0.152359974495307","0.134457882422534","0.170262066568081","4"
"Not paid","1999","16-34 y.","Part Time","57","0.138428804928371","0.105595662836563","0.17126194702018","4"
"Not paid","1999","16-34 y.","Not Working","1","","","","4"
"Not paid","1999","35-65 y.","Full Time","477","0.216861550667541","0.200153365192129","0.233569736142953","4"
"Not paid","1999","35-65 y.","Part Time","79","0.128854571679093","0.10231049478956","0.155398648568627","4"
"Not paid","1999","66 and older","Full Time","","","","","4"
"Not paid","1999","66 and older","Part Time","1","","","","4"
"Not paid","1999","66 and older","Not Working","","","","","4"
"Not paid","1999","35-65 y.","Not Working","3","","","","4"
"Paid","1999","16-34 y.","Full Time","257","0.14653529093266","0.128918511692395","0.164152070172925","3"
"Paid","1999","16-34 y.","Part Time","95","0.195645577335714","0.157930728576006","0.233360426095421","3"
"Paid","1999","16-34 y.","Not Working","5","","","","3"
"Paid","1999","35-65 y.","Full Time","373","0.14616610468122","0.131843276994782","0.160488932367657","3"
"Paid","1999","35-65 y.","Part Time","113","0.1728277406414","0.142872205201495","0.202783276081305","3"
"Paid","1999","66 and older","Part Time","3","","","","3"
"Paid","1999","66 and older","Not Working","","","","","3"
"Paid","1999","35-65 y.","Not Working","2","","","","3"
"Paid","1999","66 and older","Full Time","","","","","3"
"Partly, partly","1999","16-34 y.","Full Time","394","0.24819180655165","0.226673412301196","0.269710200802103","2"
"Partly, partly","1999","16-34 y.","Part Time","84","0.222558828153665","0.183012168422356","0.262105487884974","2"
"Partly, partly","1999","16-34 y.","Not Working","4","","","","2"
"Partly, partly","1999","35-65 y.","Full Time","488","0.205872923197583","0.189479737727749","0.222266108667417","2"
"Partly, partly","1999","35-65 y.","Part Time","97","0.164663076045355","0.135279724480958","0.194046427609752","2"
"Partly, partly","1999","66 and older","Full Time","1","","","","2"
"Partly, partly","1999","66 and older","Part Time","1","","","","2"
"Partly, partly","1999","66 and older","Not Working","","","","","2"
"Partly, partly","1999","35-65 y.","Not Working","1","","","","2"
"Acclaimed","2000","16-34 y.","Full Time","1050","0.479969135374041","0.459325886540819","0.500612384207263","1"
"Acclaimed","2000","16-34 y.","Part Time","299","0.52006459701622","0.47947575720665","0.56065343682579","1"
"Acclaimed","2000","16-34 y.","Not Working","22","","","","1"
"Acclaimed","2000","35-65 y.","Full Time","1921","0.442563196437255","0.427784411377452","0.457341981497057","1"
"Acclaimed","2000","66 and older","Part Time","1","","","","1"
"Acclaimed","2000","66 and older","Full Time","2","","","","1"
"Acclaimed","2000","35-65 y.","Part Time","593","0.566598349541223","0.536349999415285","0.596846699667161","1"
"Acclaimed","2000","35-65 y.","Not Working","12","","","","1"
"Acclaimed","2000","66 and older","Not Working","","","","","1"
"Not paid","2000","16-34 y.","Full Time","335","0.145440838480607","0.130873806152786","0.160007870808428","4"
"Not paid","2000","16-34 y.","Part Time","72","0.108981878854832","0.0836651836838779","0.134298574025786","4"
"Not paid","2000","16-34 y.","Not Working","6","","","","4"
"Not paid","2000","35-65 y.","Full Time","853","0.195469632693898","0.183670118281434","0.207269147106363","4"
"Not paid","2000","35-65 y.","Part Time","104","0.0964325406794477","0.0784143634674194","0.114450717891476","4"
"Not paid","2000","66 and older","Full Time","2","","","","4"
"Not paid","2000","66 and older","Part Time","2","","","","4"
"Not paid","2000","66 and older","Not Working","","","","","4"
"Not paid","2000","35-65 y.","Not Working","2","","","","4"
"Paid","2000","16-34 y.","Full Time","355","0.151029386096079","0.136233741540249","0.165825030651909","3"
"Paid","2000","35-65 y.","Full Time","660","0.153594624385379","0.142866334978838","0.164322913791921","3"
"Paid","2000","16-34 y.","Part Time","109","0.194007529326935","0.161881179540108","0.226133879113761","3"
"Paid","2000","16-34 y.","Not Working","8","","","","3"
"Paid","2000","35-65 y.","Part Time","168","0.161475079342975","0.139014058089776","0.183936100596175","3"
"Paid","2000","66 and older","Part Time","1","","","","3"
"Paid","2000","66 and older","Not Working","","","","","3"
"Paid","2000","66 and older","Full Time","","","","","3"
"Paid","2000","35-65 y.","Not Working","7","","","","3"
"Partly, partly","2000","16-34 y.","Full Time","510","0.223560640049273","0.206345590558258","0.240775689540287","2"
"Partly, partly","2000","16-34 y.","Part Time","102","0.176945994802014","0.145941751707054","0.207950237896973","2"
"Partly, partly","2000","16-34 y.","Not Working","12","","","","2"
"Partly, partly","2000","35-65 y.","Full Time","905","0.208372546483468","0.196287900313677","0.220457192653259","2"
"Partly, partly","2000","35-65 y.","Part Time","166","0.175494030436354","0.152274852769269","0.198713208103439","2"
"Partly, partly","2000","66 and older","Full Time","","","","","2"
"Partly, partly","2000","66 and older","Part Time","","","","","2"
"Partly, partly","2000","66 and older","Not Working","","","","","2"
"Partly, partly","2000","35-65 y.","Not Working","7","","","","2"
"Acclaimed","2001","35-65 y.","Full Time","1788","0.446879943716873","0.431609581407656","0.462150306026089","1"
"Acclaimed","2001","16-34 y.","Full Time","873","0.438308607843744","0.41639802844897","0.460219187238518","1"
"Acclaimed","2001","16-34 y.","Part Time","264","0.484183938271908","0.442939902110125","0.525427974433691","1"
"Acclaimed","2001","16-34 y.","Not Working","19","","","","1"
"Acclaimed","2001","66 and older","Part Time","1","","","","1"
"Acclaimed","2001","35-65 y.","Part Time","568","0.522739863718787","0.492797944865556","0.552681782572019","1"
"Acclaimed","2001","35-65 y.","Not Working","10","","","","1"
"Acclaimed","2001","66 and older","Full Time","3","","","","1"
"Acclaimed","2001","66 and older","Not Working","","","","","1"
"Not paid","2001","16-34 y.","Full Time","294","0.139543005074573","0.124241519459932","0.154844490689215","4"
"Not paid","2001","16-34 y.","Not Working","9","","","","4"
"Not paid","2001","35-65 y.","Full Time","796","0.191819585873107","0.179726285457421","0.203912886288793","4"
"Not paid","2001","35-65 y.","Part Time","102","0.0984342710675507","0.0805763417162819","0.11629220041882","4"
"Not paid","2001","16-34 y.","Part Time","71","0.131445283821566","0.103559706855564","0.159330860787568","4"
"Not paid","2001","66 and older","Full Time","2","","","","4"
"Not paid","2001","66 and older","Part Time","1","","","","4"
"Not paid","2001","66 and older","Not Working","","","","","4"
"Not paid","2001","35-65 y.","Not Working","4","","","","4"
"Paid","2001","16-34 y.","Full Time","290","0.154653104008208","0.138686528483213","0.170619679533202","3"
"Paid","2001","35-65 y.","Full Time","604","0.151322625457053","0.140315663832858","0.162329587081248","3"
"Paid","2001","66 and older","Part Time","1","","","","3"
"Paid","2001","66 and older","Not Working","","","","","3"
"Paid","2001","16-34 y.","Part Time","133","0.205438632915707","0.172094969007367","0.238782296824047","3"
"Paid","2001","16-34 y.","Not Working","11","","","","3"
"Paid","2001","35-65 y.","Part Time","197","0.184916603162291","0.161643825778355","0.208189380546228","3"
"Paid","2001","35-65 y.","Not Working","","","","","3"
"Paid","2001","66 and older","Full Time","1","","","","3"
"Partly, partly","2001","16-34 y.","Not Working","7","","","","2"
"Partly, partly","2001","35-65 y.","Full Time","884","0.209977844952967","0.197468038838644","0.22248765106729","2"
"Partly, partly","2001","35-65 y.","Part Time","202","0.19390926205137","0.170209145554875","0.217609378547866","2"
"Partly, partly","2001","66 and older","Full Time","","","","","2"
"Partly, partly","2001","66 and older","Part Time","1","","","","2"
"Partly, partly","2001","16-34 y.","Full Time","513","0.267495283073475","0.247948366703425","0.287042199443526","2"
"Partly, partly","2001","16-34 y.","Part Time","96","0.178932144990819","0.147299009029104","0.210565280952535","2"
"Partly, partly","2001","35-65 y.","Not Working","5","","","","2"
"Partly, partly","2001","66 and older","Not Working","","","","","2"
"Acclaimed","2002","35-65 y.","Full Time","1866","0.471455572557485","0.456673933262894","0.486237211852076","1"
"Acclaimed","2002","16-34 y.","Full Time","834","0.456397176569174","0.433469422463488","0.479324930674861","1"
"Acclaimed","2002","16-34 y.","Part Time","249","0.455632583083458","0.413743425706432","0.497521740460483","1"
"Acclaimed","2002","16-34 y.","Not Working","19","","","","1"
"Acclaimed","2002","35-65 y.","Part Time","650","0.556790484839169","0.52844672055562","0.585134249122718","1"
"Acclaimed","2002","35-65 y.","Not Working","13","","","","1"
"Acclaimed","2002","66 and older","Full Time","","","","","1"
"Acclaimed","2002","66 and older","Part Time","2","","","","1"
"Acclaimed","2002","66 and older","Not Working","","","","","1"
"Not paid","2002","16-34 y.","Full Time","292","0.171993409483965","0.15462252274492","0.189364296223009","4"
"Not paid","2002","35-65 y.","Full Time","1129","0.190909067394437","0.179271199862513","0.20254693492636","4"
"Not paid","2002","35-65 y.","Part Time","176","0.140418977975848","0.120596250947886","0.160241705003811","4"
"Not paid","2002","16-34 y.","Not Working","3","","","","4"
"Not paid","2002","16-34 y.","Part Time","89","0.17179918223993","0.140072361860607","0.203526002619252","4"
"Not paid","2002","35-65 y.","Not Working","","","","","4"
"Not paid","2002","66 and older","Full Time","2","","","","4"
"Not paid","2002","66 and older","Part Time","4","","","","4"
"Not paid","2002","66 and older","Not Working","","","","","4"
"Paid","2002","35-65 y.","Full Time","481","0.12768442944549","0.117801919801954","0.137566939089025","3"
"Paid","2002","16-34 y.","Full Time","230","0.128261559941811","0.112869719725982","0.14365340015764","3"
"Paid","2002","16-34 y.","Part Time","108","0.187621114431248","0.154783746020534","0.220458482841962","3"
"Paid","2002","16-34 y.","Not Working","10","","","","3"
"Paid","2002","35-65 y.","Part Time","158","0.142454570100858","0.122512334214665","0.16239680598705","3"
"Paid","2002","35-65 y.","Not Working","4","","","","3"
"Paid","2002","66 and older","Full Time","","","","","3"
"Paid","2002","66 and older","Part Time","1","","","","3"
"Paid","2002","66 and older","Not Working","","","","","3"
"Partly, partly","2002","35-65 y.","Full Time","905","0.209950930602589","0.197890928060486","0.222010933144692","2"
"Partly, partly","2002","16-34 y.","Not Working","5","","","","2"
"Partly, partly","2002","16-34 y.","Full Time","457","0.24334785400505","0.223595853710423","0.263099854299678","2"
"Partly, partly","2002","16-34 y.","Part Time","97","0.184947120245364","0.152290979733033","0.217603260757695","2"
"Partly, partly","2002","35-65 y.","Part Time","196","0.160335967084125","0.139400852586989","0.181271081581262","2"
"Partly, partly","2002","66 and older","Full Time","","","","","2"
"Partly, partly","2002","66 and older","Part Time","","","","","2"
"Partly, partly","2002","35-65 y.","Not Working","2","","","","2"
"Partly, partly","2002","66 and older","Not Working","","","","","2"
"Acclaimed","2003","35-65 y.","Full Time","1820","0.490663712568218","0.475335440885917","0.505991984250519","1"
"Acclaimed","2003","16-34 y.","Full Time","876","0.502512369262175","0.478910631424943","0.526114107099407","1"
"Acclaimed","2003","16-34 y.","Part Time","244","0.483592710240434","0.440557962053214","0.526627458427653","1"
"Acclaimed","2003","16-34 y.","Not Working","20","","","","1"
"Acclaimed","2003","35-65 y.","Part Time","653","0.573019710702868","0.544676838781798","0.601362582623938","1"
"Acclaimed","2003","35-65 y.","Not Working","14","","","","1"
"Acclaimed","2003","66 and older","Full Time","","","","","1"
"Acclaimed","2003","66 and older","Part Time","1","","","","1"
"Acclaimed","2003","66 and older","Not Working","","","","","1"
"Not paid","2003","16-34 y.","Full Time","275","0.159423570210321","0.142143546675983","0.176703593744659","4"
"Not paid","2003","35-65 y.","Full Time","1029","0.189815845292953","0.177791622512843","0.201840068073062","4"
"Not paid","2003","35-65 y.","Part Time","155","0.113763260949489","0.0955691410993667","0.131957380799612","4"
"Not paid","2003","16-34 y.","Part Time","73","0.133187261827082","0.103927067993218","0.162447455660946","4"
"Not paid","2003","16-34 y.","Not Working","7","","","","4"
"Not paid","2003","35-65 y.","Not Working","4","","","","4"
"Not paid","2003","66 and older","Full Time","3","","","","4"
"Not paid","2003","66 and older","Part Time","3","","","","4"
"Not paid","2003","66 and older","Not Working","","","","","4"
"Paid","2003","35-65 y.","Full Time","442","0.126593489086693","0.116397888648154","0.136789089525231","3"
"Paid","2003","16-34 y.","Full Time","188","0.112069987219587","0.0971793429262439","0.126960631512929","3"
"Paid","2003","16-34 y.","Part Time","110","0.227773821757723","0.191657178825919","0.263890464689526","3"
"Paid","2003","16-34 y.","Not Working","10","","","","3"
"Paid","2003","35-65 y.","Part Time","147","0.13015723735456","0.11087711887923","0.149437355829889","3"
"Paid","2003","35-65 y.","Not Working","4","","","","3"
"Paid","2003","66 and older","Full Time","","","","","3"
"Paid","2003","66 and older","Part Time","1","","","","3"
"Paid","2003","66 and older","Not Working","","","","","3"
"Partly, partly","2003","16-34 y.","Not Working","4","","","","2"
"Partly, partly","2003","35-65 y.","Full Time","795","0.192926953052136","0.180827888759775","0.205026017344498","2"
"Partly, partly","2003","16-34 y.","Full Time","385","0.225994073307917","0.206251665060109","0.245736481555726","2"
"Partly, partly","2003","16-34 y.","Part Time","91","0.155446206174762","0.124243882814586","0.186648529534938","2"
"Partly, partly","2003","35-65 y.","Part Time","215","0.183059790993083","0.160900963459456","0.20521861852671","2"
"Partly, partly","2003","35-65 y.","Not Working","2","","","","2"
"Partly, partly","2003","66 and older","Full Time","","","","","2"
"Partly, partly","2003","66 and older","Part Time","","","","","2"
"Partly, partly","2003","66 and older","Not Working","","","","","2"
"Acclaimed","2004","35-65 y.","Full Time","1818","0.48658418337863","0.471175570215656","0.501992796541604","1"
"Acclaimed","2004","16-34 y.","Full Time","764","0.482617956282639","0.457821295213104","0.507414617352174","1"
"Acclaimed","2004","16-34 y.","Part Time","235","0.445479228468349","0.401650663082717","0.489307793853981","1"
"Acclaimed","2004","16-34 y.","Not Working","12","","","","1"
"Acclaimed","2004","35-65 y.","Part Time","657","0.568432167888677","0.53980601230508","0.597058323472274","1"
"Acclaimed","2004","35-65 y.","Not Working","6","","","","1"
"Acclaimed","2004","66 and older","Full Time","","","","","1"
"Acclaimed","2004","66 and older","Part Time","1","","","","1"
"Acclaimed","2004","66 and older","Not Working","","","","","1"
"Not paid","2004","16-34 y.","Full Time","278","0.190066938568643","0.170597041963025","0.209536835174261","4"
"Not paid","2004","16-34 y.","Not Working","10","","","","4"
"Not paid","2004","35-65 y.","Full Time","1077","0.212761502869692","0.200144691127965","0.225378314611418","4"
"Not paid","2004","35-65 y.","Part Time","166","0.118021083676485","0.0993741222860629","0.136668045066906","4"
"Not paid","2004","16-34 y.","Part Time","67","0.175042537351076","0.141532709683589","0.208552365018562","4"
"Not paid","2004","35-65 y.","Not Working","3","","","","4"
"Not paid","2004","66 and older","Full Time","1","","","","4"
"Not paid","2004","66 and older","Part Time","4","","","","4"
"Not paid","2004","66 and older","Not Working","","","","","4"
"Paid","2004","35-65 y.","Full Time","393","0.113799039615955","0.104008979850103","0.123589099381806","3"
"Paid","2004","66 and older","Part Time","4","","","","3"
"Paid","2004","16-34 y.","Full Time","148","0.100944441843449","0.0859951623188523","0.115893721368045","3"
