"plb0195_h","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Not paid","1996","(Married) couple without C. ","202","0.164161226913726","0.143852662935067","0.184469790892385"
"Not paid","1996","Single parent ","33","0.129053053666543","0.0869868644572462","0.171119242875839"
"Not paid","1996","Couple + C. LE 16 ","217","0.163923620899154","0.145385638963892","0.182461602834416"
"Not paid","1996","Couple + C. GT 16 ","155","0.180281866405862","0.155938892669446","0.204624840142279"
"Not paid","1996","Couple + C. LE and GT 16","73","0.131016595209534","0.102894063105833","0.159139127313236"
"Acclaimed","1997","1-pers.-HH","200","0.437682564827751","0.391380624133196","0.483984505522306"
"Acclaimed","1997","(Married) couple without C. ","520","0.44120372923028","0.412703710024792","0.469703748435768"
"Acclaimed","1997","Single parent ","111","0.529118140299393","0.46224164433443","0.595994636264356"
"Acclaimed","1997","Couple + C. LE 16 ","496","0.392031841677524","0.365107350529396","0.418956332825651"
"Acclaimed","1997","Couple + C. GT 16 ","350","0.43594819455767","0.401986990547234","0.469909398568105"
"Acclaimed","1997","Couple + C. LE and GT 16","202","0.457344356827983","0.412064458943276","0.502624254712691"
"Partly, partly","1997","1-pers.-HH","105","0.216314234725116","0.177886717561481","0.254741751888751"
"Partly, partly","1997","(Married) couple without C. ","239","0.204725764470877","0.181565499540196","0.227886029401558"
"Partly, partly","1997","Single parent ","35","0.171310836822586","0.120829662123186","0.221792011521986"
"Partly, partly","1997","Couple + C. LE 16 ","285","0.223822589439558","0.200835770595138","0.246809408283977"
"Partly, partly","1997","Couple + C. GT 16 ","175","0.196794837715098","0.169566179744307","0.22402349568589"
"Partly, partly","1997","Couple + C. LE and GT 16","95","0.199979909478709","0.163624817731542","0.236335001225876"
"Paid","1997","1-pers.-HH","51","0.110186197207126","0.0809620421966459","0.139410352217606"
"Paid","1997","(Married) couple without C. ","196","0.160423702011451","0.139358619352258","0.181488784670644"
"Paid","1997","Single parent ","36","0.152375896328082","0.104225375393307","0.200526417262858"
"Paid","1997","Couple + C. LE 16 ","277","0.194904819133972","0.173058346857561","0.216751291410382"
"Paid","1997","Couple + C. GT 16 ","148","0.179940762851202","0.153632417681711","0.206249108020693"
"Paid","1997","Couple + C. LE and GT 16","104","0.210331724763554","0.173289560653635","0.247373888873473"
"Not paid","1997","1-pers.-HH","85","0.235817003240007","0.196196951397796","0.275437055082218"
"Not paid","1997","(Married) couple without C. ","211","0.193646804287392","0.17096557240157","0.216328036173214"
"Not paid","1997","Single parent ","32","0.147195126549938","0.0997258342834272","0.194664418816449"
"Not paid","1997","Couple + C. LE 16 ","205","0.189240749748947","0.167638464226885","0.210843035271009"
"Not paid","1997","Couple + C. GT 16 ","146","0.18731620487603","0.160595087469122","0.214037322282939"
"Not paid","1997","Couple + C. LE and GT 16","64","0.132344008929754","0.101544234025163","0.163143783834344"
"Acclaimed","1998","1-pers.-HH","239","0.463666430716542","0.420301710149749","0.507031151283335"
"Acclaimed","1998","(Married) couple without C. ","588","0.445160359986507","0.418206654066471","0.472114065906543"
"Acclaimed","1998","Single parent ","125","0.550996423239667","0.486992972625204","0.614999873854131"
"Acclaimed","1998","Couple + C. LE 16 ","566","0.405600879365703","0.379741879291928","0.431459879439479"
"Acclaimed","1998","Couple + C. GT 16 ","404","0.440133386458122","0.407969243355397","0.472297529560848"
"Acclaimed","1998","Couple + C. LE and GT 16","224","0.483876639432784","0.438935366198729","0.528817912666838"
"Partly, partly","1998","1-pers.-HH","116","0.205839910153894","0.170681028235216","0.240998792072572"
"Partly, partly","1998","(Married) couple without C. ","289","0.216484991745944","0.194148546444958","0.23882143704693"
"Partly, partly","1998","Single parent ","39","0.194843265534048","0.143876507024788","0.245810024043307"
"Partly, partly","1998","Couple + C. LE 16 ","309","0.208461358743966","0.187068341219446","0.229854376268486"
"Partly, partly","1998","Couple + C. GT 16 ","200","0.232181948969447","0.204824164159531","0.259539733779364"
"Partly, partly","1998","Couple + C. LE and GT 16","80","0.166022834309813","0.132560034289622","0.199485634330004"
"Paid","1998","1-pers.-HH","67","0.134756896191777","0.105063436080652","0.164450356302901"
"Paid","1998","(Married) couple without C. ","190","0.150453213749521","0.131063522768063","0.169842904730979"
"Paid","1998","Single parent ","42","0.169245957405609","0.12099571692637","0.217496197884848"
"Paid","1998","Couple + C. LE 16 ","272","0.182482496109005","0.162141025814191","0.20282396640382"
"Paid","1998","Couple + C. GT 16 ","158","0.164831021956348","0.140790483164066","0.188871560748629"
"Paid","1998","Couple + C. LE and GT 16","101","0.219217128458527","0.182011926424795","0.256422330492259"
"Not paid","1998","1-pers.-HH","86","0.195736762937787","0.161234185084315","0.23023934079126"
"Not paid","1998","(Married) couple without C. ","239","0.187901434518027","0.166715583103233","0.209087285932821"
"Not paid","1998","Single parent ","26","","",""
"Not paid","1998","Couple + C. LE 16 ","238","0.203455265781325","0.182253952808668","0.224656578753982"
"Not paid","1998","Couple + C. GT 16 ","153","0.162853642616082","0.138929467179383","0.186777818052782"
"Not paid","1998","Couple + C. LE and GT 16","70","0.130883397798876","0.100552686886446","0.161214108711306"
"Acclaimed","1999","1-pers.-HH","252","0.524149860374633","0.480198725809503","0.568100994939763"
"Acclaimed","1999","(Married) couple without C. ","615","0.457863294223891","0.431157548601342","0.48456903984644"
"Acclaimed","1999","Single parent ","116","0.495836251890935","0.432712251333489","0.558960252448381"
"Acclaimed","1999","Couple + C. LE 16 ","570","0.410925447272467","0.385088619979738","0.436762274565195"
"Acclaimed","1999","Couple + C. GT 16 ","408","0.464516851470916","0.432289262329233","0.4967444406126"
"Acclaimed","1999","Couple + C. LE and GT 16","200","0.416814174981653","0.37131175026595","0.462316599697357"
"Partly, partly","1999","1-pers.-HH","97","0.183159446045888","0.149119367067645","0.217199525024131"
"Partly, partly","1999","(Married) couple without C. ","281","0.210097585231735","0.188261255753273","0.231933914710197"
"Partly, partly","1999","Single parent ","41","0.163305724368587","0.116637242574756","0.209974206162417"
"Partly, partly","1999","Couple + C. LE 16 ","346","0.24815061428947","0.225467868021823","0.270833360557117"
"Partly, partly","1999","Couple + C. GT 16 ","188","0.201009356955966","0.175113328648432","0.226905385263499"
"Partly, partly","1999","Couple + C. LE and GT 16","91","0.215454404051751","0.177510099064817","0.253398709038686"
"Paid","1999","1-pers.-HH","63","0.109665942112241","0.082166769120411","0.137165115104071"
"Paid","1999","(Married) couple without C. ","194","0.138867688549845","0.120331606920454","0.157403770179236"
"Paid","1999","Single parent ","51","0.20186320861967","0.15118668426748","0.25253973297186"
"Paid","1999","Couple + C. LE 16 ","256","0.161873066679584","0.142530472124899","0.181215661234268"
"Paid","1999","Couple + C. GT 16 ","165","0.164357899274285","0.140410430022715","0.188305368525856"
"Paid","1999","Couple + C. LE and GT 16","88","0.19631266882493","0.159653927880033","0.232971409769828"
"Not paid","1999","1-pers.-HH","84","0.183024751467239","0.148994385840325","0.217055117094152"
"Not paid","1999","(Married) couple without C. ","247","0.193171431994529","0.172010028379778","0.214332835609281"
"Not paid","1999","Single parent ","33","0.138994815120809","0.095318926158904","0.182670704082714"
"Not paid","1999","Couple + C. LE 16 ","221","0.17905087175848","0.158917390455152","0.199184353061808"
"Not paid","1999","Couple + C. GT 16 ","159","0.170115892298833","0.145836637935797","0.194395146661868"
"Not paid","1999","Couple + C. LE and GT 16","72","0.171418752141665","0.136636593236552","0.206200911046778"
"Acclaimed","2000","1-pers.-HH","478","0.486899708218166","0.455874021719292","0.51792539471704"
"Acclaimed","2000","(Married) couple without C. ","1006","0.470134342754441","0.44905684187592","0.491211843632962"
"Acclaimed","2000","Single parent ","212","0.509482323997925","0.461729513769947","0.557235134225904"
"Acclaimed","2000","Couple + C. LE 16 ","1041","0.44376837518035","0.423542962651053","0.463993787709647"
"Acclaimed","2000","Couple + C. GT 16 ","727","0.514324702805498","0.488643917886871","0.540005487724126"
"Acclaimed","2000","Couple + C. LE and GT 16","342","0.476305925516621","0.439465251884264","0.513146599148979"
"Partly, partly","2000","1-pers.-HH","234","0.224517769094341","0.198617051508467","0.250418486680214"
"Partly, partly","2000","(Married) couple without C. ","425","0.188953729371893","0.172421714345169","0.205485744398616"
"Partly, partly","2000","Single parent ","89","0.232346316963185","0.192004299932843","0.272688333993526"
"Partly, partly","2000","Couple + C. LE 16 ","488","0.21735346583249","0.200563203052154","0.234143728612826"
"Partly, partly","2000","Couple + C. GT 16 ","289","0.195284418875712","0.174915330316603","0.215653507434821"
"Partly, partly","2000","Couple + C. LE and GT 16","129","0.181921761202847","0.153464998877424","0.21037852352827"
"Paid","2000","1-pers.-HH","131","0.135892426596906","0.114621713758776","0.157163139435036"
"Paid","2000","(Married) couple without C. ","328","0.158558172322221","0.143132943844741","0.173983400799701"
"Paid","2000","Single parent ","66","0.133255530060085","0.100792040329738","0.165719019790432"
"Paid","2000","Couple + C. LE 16 ","409","0.173943862997052","0.15851262705533","0.189375098938773"
"Paid","2000","Couple + C. GT 16 ","210","0.144014529845611","0.125973848057167","0.162055211634055"
"Paid","2000","Couple + C. LE and GT 16","109","0.151600342672877","0.125146054860477","0.178054630485278"
"Not paid","2000","1-pers.-HH","154","0.152690096090588","0.130363264967803","0.175016927213372"
"Not paid","2000","(Married) couple without C. ","395","0.182353755551445","0.166047084114605","0.198660426988286"
"Not paid","2000","Single parent ","54","0.124915828978805","0.0933337515173955","0.156497906440215"
"Not paid","2000","Couple + C. LE 16 ","380","0.164934295990108","0.149826288740194","0.180042303240022"
"Not paid","2000","Couple + C. GT 16 ","229","0.146376348473179","0.128213445259492","0.164539251686865"
"Not paid","2000","Couple + C. LE and GT 16","126","0.190171970607654","0.161224181765631","0.219119759449677"
"Acclaimed","2001","1-pers.-HH","447","0.486977962005446","0.454871243881049","0.519084680129844"
"Acclaimed","2001","(Married) couple without C. ","940","0.461643621659728","0.43961261903487","0.483674624284586"
"Acclaimed","2001","Single parent ","185","0.489541388581835","0.439865200190792","0.539217576972878"
"Acclaimed","2001","Couple + C. LE 16 ","937","0.417309491801255","0.396736614887122","0.437882368715388"
"Acclaimed","2001","Couple + C. GT 16 ","639","0.484351148498997","0.458172858917698","0.510529438080296"
"Acclaimed","2001","Couple + C. LE and GT 16","306","0.451536390396247","0.413483671449921","0.489589109342573"
"Partly, partly","2001","1-pers.-HH","201","0.216841510769886","0.190370575094186","0.243312446445586"
"Partly, partly","2001","(Married) couple without C. ","422","0.218478882292535","0.200218031723859","0.236739732861211"
"Partly, partly","2001","Single parent ","89","0.225392121647395","0.183869610432069","0.26691463286272"
"Partly, partly","2001","Couple + C. LE 16 ","494","0.230378165066431","0.212810814331129","0.247945515801734"
"Partly, partly","2001","Couple + C. GT 16 ","319","0.208989571513942","0.187691637088753","0.230287505939131"
"Partly, partly","2001","Couple + C. LE and GT 16","135","0.19775515896043","0.167298463291903","0.228211854628956"
"Paid","2001","1-pers.-HH","133","0.144208098423607","0.121642224271071","0.166773972576143"
"Paid","2001","(Married) couple without C. ","254","0.137084797585136","0.121885461479371","0.152284133690901"
"Paid","2001","Single parent ","65","0.16972624597104","0.132421984378307","0.207030507563773"
"Paid","2001","Couple + C. LE 16 ","398","0.181824059185421","0.165732580613834","0.197915537757009"
"Paid","2001","Couple + C. GT 16 ","224","0.165849674132874","0.146366327988323","0.185333020277425"
"Paid","2001","Couple + C. LE and GT 16","121","0.18883633675058","0.158909388433353","0.218763285067808"
"Not paid","2001","1-pers.-HH","150","0.151972428801061","0.128912357867064","0.175032499735057"
"Not paid","2001","(Married) couple without C. ","351","0.182792698462601","0.165712557434576","0.199872839490626"
"Not paid","2001","Single parent ","50","0.115340243799731","0.0835969595140651","0.147083528085396"
"Not paid","2001","Couple + C. LE 16 ","378","0.170488283946892","0.154798915706099","0.186177652187685"
"Not paid","2001","Couple + C. GT 16 ","218","0.140809605854187","0.122589750657989","0.159029461050384"
"Not paid","2001","Couple + C. LE and GT 16","95","0.161872113892743","0.133707320438335","0.190036907347151"
"Acclaimed","2002","1-pers.-HH","423","0.483487531795888","0.450729909139406","0.516245154452369"
"Acclaimed","2002","(Married) couple without C. ","977","0.478140601044447","0.456831823241956","0.499449378846938"
"Acclaimed","2002","Single parent ","193","0.548010880484876","0.496812837653337","0.599208923316414"
"Acclaimed","2002","Couple + C. LE 16 ","945","0.44377075674096","0.42308975870498","0.46445175477694"
"Acclaimed","2002","Couple + C. GT 16 ","691","0.511112991753981","0.485705878991765","0.536520104516197"
"Acclaimed","2002","Couple + C. LE and GT 16","323","0.490323778583367","0.45347466477537","0.527172892391365"
"Partly, partly","2002","1-pers.-HH","205","0.233939540758008","0.20618956095439","0.261689520561626"
"Partly, partly","2002","(Married) couple without C. ","383","0.18153361564451","0.165090544847087","0.197976686441933"
"Partly, partly","2002","Single parent ","71","0.191987902330197","0.151470588823086","0.232505215837308"
"Partly, partly","2002","Couple + C. LE 16 ","495","0.217874546228986","0.200691241092684","0.235057851365289"
"Partly, partly","2002","Couple + C. GT 16 ","309","0.212976802882001","0.192167739884394","0.233785865879607"
"Partly, partly","2002","Couple + C. LE and GT 16","153","0.208303442094503","0.178369357218958","0.238237526970048"
"Paid","2002","1-pers.-HH","95","0.101819377139734","0.0819960571999344","0.121642697079533"
"Paid","2002","(Married) couple without C. ","217","0.12418260975831","0.110114325083607","0.138250894433013"
"Paid","2002","Single parent ","41","0.102171235881286","0.0710142197361842","0.133328252026389"
"Paid","2002","Couple + C. LE 16 ","324","0.172244394674508","0.156526699625104","0.187962089723912"
"Paid","2002","Couple + C. GT 16 ","189","0.129674911015228","0.11259988642994","0.146749935600515"
"Paid","2002","Couple + C. LE and GT 16","87","0.140294313088485","0.11469470495348","0.16589392122349"
"Not paid","2002","1-pers.-HH","171","0.18075355030637","0.155528616586015","0.205978484026726"
"Not paid","2002","(Married) couple without C. ","534","0.216143173552733","0.19858444323192","0.233701903873545"
"Not paid","2002","Single parent ","58","0.157829981303641","0.120324959760336","0.195335002846946"
"Not paid","2002","Couple + C. LE 16 ","453","0.166110302355545","0.150617933338979","0.181602671372111"
"Not paid","2002","Couple + C. GT 16 ","298","0.146235294348791","0.128276060429041","0.16419452826854"
"Not paid","2002","Couple + C. LE and GT 16","144","0.161078466233645","0.133981679198659","0.188175253268631"
"Acclaimed","2003","1-pers.-HH","417","0.516759836116379","0.483361506021082","0.550158166211676"
"Acclaimed","2003","(Married) couple without C. ","993","0.515543910973464","0.493814583774943","0.537273238171985"
"Acclaimed","2003","Single parent ","208","0.60932410820508","0.559475083181362","0.659173133228798"
"Acclaimed","2003","Couple + C. LE 16 ","889","0.450360140613355","0.428533499604668","0.472186781622042"
"Acclaimed","2003","Couple + C. GT 16 ","721","0.542038033881069","0.516533893385993","0.567542174376145"
"Acclaimed","2003","Couple + C. LE and GT 16","320","0.481035737190758","0.443537288534965","0.51853418584655"
"Partly, partly","2003","1-pers.-HH","176","0.203013242130916","0.176129693093013","0.229896791168819"
"Partly, partly","2003","(Married) couple without C. ","352","0.17540602145534","0.158870093639872","0.191941949270809"
"Partly, partly","2003","Single parent ","65","0.14782997288285","0.111566569765725","0.184093375999976"
"Partly, partly","2003","Couple + C. LE 16 ","427","0.219107335606736","0.200960874049869","0.237253797163603"
"Partly, partly","2003","Couple + C. GT 16 ","289","0.200399205590773","0.1799080848601","0.220890326321445"
"Partly, partly","2003","Couple + C. LE and GT 16","142","0.200419750060723","0.170375788965664","0.230463711155783"
"Paid","2003","1-pers.-HH","79","0.0811103174364903","0.0628642782374112","0.0993563566355694"
"Paid","2003","(Married) couple without C. ","218","0.128127878487976","0.113595575218958","0.142660181756994"
"Paid","2003","Single parent ","50","0.121096548027377","0.0877646036476236","0.154428492407131"
"Paid","2003","Couple + C. LE 16 ","266","0.15396866705847","0.138135156306819","0.16980217781012"
"Paid","2003","Couple + C. GT 16 ","170","0.126875609356938","0.109838016469161","0.143913202244716"
"Paid","2003","Couple + C. LE and GT 16","99","0.190061124266592","0.160614963891464","0.21950728464172"
"Not paid","2003","1-pers.-HH","188","0.199116604316215","0.172427300287588","0.225805908344843"
"Not paid","2003","(Married) couple without C. ","469","0.180922189083219","0.164184529274678","0.19765984889176"
"Not paid","2003","Single parent ","45","0.121749370884692","0.0883401168060101","0.155158624963374"
"Not paid","2003","Couple + C. LE 16 ","414","0.176563856721439","0.159836254646651","0.193291458796227"
"Not paid","2003","Couple + C. GT 16 ","286","0.13068715117122","0.113433317752935","0.147940984589505"
"Not paid","2003","Couple + C. LE and GT 16","121","0.128483388481927","0.103369311033002","0.153597465930852"
"Acclaimed","2004","1-pers.-HH","409","0.499668541309982","0.465383318855666","0.533953763764299"
"Acclaimed","2004","(Married) couple without C. ","1012","0.498409922161112","0.476886255959271","0.519933588362952"
"Acclaimed","2004","Single parent ","188","0.537118811838251","0.484580031242005","0.589657592434496"
"Acclaimed","2004","Couple + C. LE 16 ","836","0.48918982583125","0.466324350710184","0.512055300952317"
"Acclaimed","2004","Couple + C. GT 16 ","697","0.498534538285454","0.472887347521764","0.524181729049145"
"Acclaimed","2004","Couple + C. LE and GT 16","282","0.418245191426761","0.379386494266859","0.457103888586662"
"Partly, partly","2004","1-pers.-HH","137","0.160821700530789","0.13563121663338","0.186012184428199"
"Partly, partly","2004","(Married) couple without C. ","369","0.191297368500051","0.174365793212948","0.208228943787155"
"Partly, partly","2004","Single parent ","66","0.187969058374814","0.146802978393235","0.229135138356394"
"Partly, partly","2004","Couple + C. LE 16 ","379","0.189832769792687","0.171894329426277","0.207771210159098"
"Partly, partly","2004","Couple + C. GT 16 ","287","0.212449204517742","0.191467609262881","0.233430799772604"
"Partly, partly","2004","Couple + C. LE and GT 16","128","0.230793157273244","0.197600975499424","0.263985339047064"
"Paid","2004","1-pers.-HH","96","0.122404790437289","0.0999306343874182","0.144878946487159"
"Paid","2004","(Married) couple without C. ","183","0.1050462143102","0.0918472775635973","0.118245151056803"
"Paid","2004","Single parent ","49","0.140512010121769","0.103894680356918","0.177129339886621"
"Paid","2004","Couple + C. LE 16 ","221","0.133310556095208","0.117762511553987","0.14885860063643"
"Paid","2004","Couple + C. GT 16 ","155","0.118928792124318","0.102324488285325","0.135533095963312"
"Paid","2004","Couple + C. LE and GT 16","82","0.166134063869829","0.136812966014151","0.195455161725508"
"Not paid","2004","1-pers.-HH","175","0.21710496772194","0.188835104197534","0.245374831246346"
"Not paid","2004","(Married) couple without C. ","509","0.205246495028636","0.18786038032016","0.222632609737113"
"Not paid","2004","Single parent ","43","0.134400119665165","0.0984609148969621","0.170339324433369"
"Not paid","2004","Couple + C. LE 16 ","400","0.187666848280854","0.169807211529854","0.205526485031853"
"Not paid","2004","Couple + C. GT 16 ","321","0.170087465072485","0.150815589654486","0.189359340490484"
"Not paid","2004","Couple + C. LE and GT 16","127","0.184827587430166","0.154249458980186","0.215405715880147"
"Acclaimed","2005","1-pers.-HH","433","0.512854304897238","0.479331095264319","0.546377514530157"
"Acclaimed","2005","(Married) couple without C. ","981","0.53322243215562","0.510889475208382","0.555555389102858"
"Acclaimed","2005","Single parent ","203","0.606607064398793","0.554217852195913","0.658996276601674"
"Acclaimed","2005","Couple + C. LE 16 ","799","0.456432562768201","0.432585982364848","0.480279143171553"
"Acclaimed","2005","Couple + C. GT 16 ","629","0.50369117279129","0.476396379978603","0.530985965603977"
"Acclaimed","2005","Couple + C. LE and GT 16","279","0.449979843042537","0.409492439438436","0.490467246646638"
"Partly, partly","2005","1-pers.-HH","183","0.20359006415664","0.176583721103279","0.23059640721"
"Partly, partly","2005","(Married) couple without C. ","315","0.169839087694602","0.153030276490548","0.186647898898655"
"Partly, partly","2005","Single parent ","65","0.20905185474636","0.165442880033787","0.252660829458934"
"Partly, partly","2005","Couple + C. LE 16 ","354","0.238146038064528","0.217753624534943","0.258538451594112"
"Partly, partly","2005","Couple + C. GT 16 ","262","0.204251130146855","0.182242557289797","0.226259703003913"
"Partly, partly","2005","Couple + C. LE and GT 16","129","0.239179612412797","0.204463007740451","0.273896217085142"
"Paid","2005","1-pers.-HH","69","0.0819481925171668","0.0635522332113475","0.100344151822986"
"Paid","2005","(Married) couple without C. ","174","0.0979610066998406","0.0846541245651855","0.111267888834496"
"Paid","2005","Single parent ","31","0.111141616554026","0.077433887161691","0.144849345946362"
"Paid","2005","Couple + C. LE 16 ","170","0.114663937478275","0.0994101185490194","0.129917756407531"
"Paid","2005","Couple + C. GT 16 ","146","0.144428054514301","0.125238023320826","0.163618085707776"
"Paid","2005","Couple + C. LE and GT 16","75","0.148249077886944","0.119329869494907","0.177168286278981"
"Not paid","2005","1-pers.-HH","169","0.201607438428955","0.174699484679295","0.228515392178616"
"Not paid","2005","(Married) couple without C. ","447","0.198977473449938","0.181105959050081","0.216848987849795"
"Not paid","2005","Single parent ","35","0.0731994643008198","0.045266183506203","0.101132745095437"
"Not paid","2005","Couple + C. LE 16 ","353","0.190757461688997","0.17194735741256","0.209567565965434"
"Not paid","2005","Couple + C. GT 16 ","252","0.147629642547555","0.128264415846953","0.166994869248156"
"Not paid","2005","Couple + C. LE and GT 16","97","0.162591466657722","0.132561720603557","0.192621212711887"
"Acclaimed","2006","1-pers.-HH","454","0.470606902971209","0.439163561218617","0.502050244723801"
"Acclaimed","2006","(Married) couple without C. ","1059","0.505434514728923","0.484369400778403","0.526499628679443"
"Acclaimed","2006","Single parent ","224","0.559523780548346","0.509609271859054","0.609438289237639"
"Acclaimed","2006","Couple + C. LE 16 ","902","0.486463350866096","0.463469031374525","0.509457670357668"
"Acclaimed","2006","Couple + C. GT 16 ","728","0.515198741668598","0.489385882557968","0.541011600779227"
"Acclaimed","2006","Couple + C. LE and GT 16","294","0.44361938098754","0.403599251445615","0.483639510529465"
"Partly, partly","2006","1-pers.-HH","200","0.205046740878128","0.179613152117078","0.230480329639179"
"Partly, partly","2006","(Married) couple without C. ","384","0.17336107139273","0.157411347082559","0.189310795702902"
"Partly, partly","2006","Single parent ","75","0.223693742182068","0.181795118836022","0.265592365528115"
"Partly, partly","2006","Couple + C. LE 16 ","323","0.194596976388395","0.176383852230052","0.212810100546739"
"Partly, partly","2006","Couple + C. GT 16 ","264","0.18765217341728","0.167486410555181","0.207817936279378"
"Partly, partly","2006","Couple + C. LE and GT 16","116","0.175564384034953","0.144917676853816","0.20621109121609"
"Paid","2006","1-pers.-HH","92","0.1073523794352","0.0878514066756705","0.12685335219473"
"Paid","2006","(Married) couple without C. ","198","0.105737667315122","0.0927817909651559","0.118693543665089"
"Paid","2006","Single parent ","36","0.0930185376951482","0.0638146780879609","0.122222397302336"
"Paid","2006","Couple + C. LE 16 ","192","0.120877737419613","0.105880627432578","0.135874847406649"
"Paid","2006","Couple + C. GT 16 ","151","0.131686679419962","0.114221381422562","0.149151977417363"
"Paid","2006","Couple + C. LE and GT 16","76","0.175242266140262","0.144617705531655","0.205866826748868"
"Not paid","2006","1-pers.-HH","222","0.216993976715463","0.191027274155025","0.242960679275901"
"Not paid","2006","(Married) couple without C. ","523","0.215466746563224","0.198144059172967","0.232789433953482"
"Not paid","2006","Single parent ","45","0.123763939574437","0.0906535785414264","0.156874300607449"
"Not paid","2006","Couple + C. LE 16 ","398","0.198061935325895","0.17972694439088","0.21639692626091"
"Not paid","2006","Couple + C. GT 16 ","297","0.16546240549416","0.146269555688758","0.184655255299562"
"Not paid","2006","Couple + C. LE and GT 16","106","0.205573968837245","0.173020443174339","0.238127494500152"
"Acclaimed","2007","1-pers.-HH","480","0.503775376581","0.471675914218337","0.535874838943663"
"Acclaimed","2007","(Married) couple without C. ","978","0.498243564049323","0.476236907856249","0.520250220242397"
"Acclaimed","2007","Single parent ","182","0.518599199647254","0.46625321253268","0.570945186761827"
"Acclaimed","2007","Couple + C. LE 16 ","819","0.47566510570758","0.451932197406159","0.499398014009002"
"Acclaimed","2007","Couple + C. GT 16 ","681","0.478832143243233","0.452243345180332","0.505420941306133"
"Acclaimed","2007","Couple + C. LE and GT 16","243","0.47309536179886","0.429848612722738","0.516342110874982"
"Partly, partly","2007","1-pers.-HH","177","0.192758949885419","0.1674339746103","0.218083925160538"
"Partly, partly","2007","(Married) couple without C. ","344","0.183389284109533","0.166356672288704","0.200421895930361"
"Partly, partly","2007","Single parent ","79","0.228815463878431","0.184807030275663","0.272823897481199"
"Partly, partly","2007","Couple + C. LE 16 ","346","0.23776019074686","0.217529471747746","0.257990909745973"
"Partly, partly","2007","Couple + C. GT 16 ","279","0.237851016743059","0.215189410474724","0.260512623011393"
"Partly, partly","2007","Couple + C. LE and GT 16","126","0.262352578816879","0.224247734331916","0.300457423301842"
"Paid","2007","1-pers.-HH","71","0.0828886738930642","0.0651876348874647","0.100589712898664"
"Paid","2007","(Married) couple without C. ","192","0.109901072606906","0.0961351019880932","0.123667043225719"
"Paid","2007","Single parent ","34","0.113566939081328","0.0803267870212538","0.146807091141403"
"Paid","2007","Couple + C. LE 16 ","161","0.103359654707157","0.0888925842227548","0.11782672519156"
"Paid","2007","Couple + C. GT 16 ","119","0.11007442660941","0.093415834069523","0.126733019149298"
"Paid","2007","Couple + C. LE and GT 16","52","0.0924241278119545","0.0673372126095479","0.117511043014361"
"Not paid","2007","1-pers.-HH","204","0.220576999640517","0.193957072891786","0.247196926389248"
"Not paid","2007","(Married) couple without C. ","469","0.208466079234238","0.190587244964592","0.226344913503885"
"Not paid","2007","Single parent ","55","0.139018397392988","0.102773477564404","0.175263317221571"
"Not paid","2007","Couple + C. LE 16 ","375","0.183215048838403","0.164831456988181","0.201598640688624"
"Not paid","2007","Couple + C. GT 16 ","277","0.173242413404299","0.153098935650481","0.193385891158116"
"Not paid","2007","Couple + C. LE and GT 16","91","0.172127931572306","0.139429990968151","0.204825872176461"
"Acclaimed","2008","1-pers.-HH","452","0.49026736457114","0.457534666952351","0.523000062189929"
"Acclaimed","2008","(Married) couple without C. ","979","0.481069296427777","0.459204716891014","0.50293387596454"
"Acclaimed","2008","Single parent ","192","0.552360246588442","0.501761860155878","0.602958633021006"
"Acclaimed","2008","Couple + C. LE 16 ","772","0.486472650694179","0.462230787143201","0.510714514245158"
"Acclaimed","2008","Couple + C. GT 16 ","659","0.473898717389184","0.447544907732881","0.500252527045488"
"Acclaimed","2008","Couple + C. LE and GT 16","212","0.457255622147023","0.41236095930554","0.502150284988506"
"Partly, partly","2008","1-pers.-HH","171","0.200275696999827","0.174071047259723","0.22648034673993"
"Partly, partly","2008","(Married) couple without C. ","387","0.216156941988406","0.198144119103897","0.234169764872914"
"Partly, partly","2008","Single parent ","79","0.188368352803862","0.148581041437589","0.228155664170136"
"Partly, partly","2008","Couple + C. LE 16 ","329","0.220770477290984","0.200653709813453","0.240887244768515"
"Partly, partly","2008","Couple + C. GT 16 ","268","0.21481312286729","0.193136936386117","0.236489309348463"
"Partly, partly","2008","Couple + C. LE and GT 16","114","0.271212113668319","0.231146422879027","0.31127780445761"
"Paid","2008","1-pers.-HH","86","0.101815615391028","0.0820147563712563","0.121616474410799"
"Paid","2008","(Married) couple without C. ","173","0.0910960760304198","0.0785041706695147","0.103687981391325"
"Paid","2008","Single parent ","50","0.133321730165325","0.0987325267363895","0.16791093359426"
"Paid","2008","Couple + C. LE 16 ","172","0.108563363633147","0.09347500898902","0.123651718277273"
"Paid","2008","Couple + C. GT 16 ","152","0.140907110586727","0.122543736778809","0.159270484394645"
"Paid","2008","Couple + C. LE and GT 16","52","0.0999485392536988","0.0729189518232915","0.126978126684106"
"Not paid","2008","1-pers.-HH","187","0.207641323038006","0.181082312639028","0.234200333436983"
"Not paid","2008","(Married) couple without C. ","467","0.211677685553397","0.193801614350199","0.229553756756595"
"Not paid","2008","Single parent ","50","0.125949670442371","0.0921876930758011","0.15971164780894"
"Not paid","2008","Couple + C. LE 16 ","360","0.18419350838169","0.165392301117614","0.202994715645766"
"Not paid","2008","Couple + C. GT 16 ","300","0.170381049156799","0.150537656142204","0.190224442171395"
