"plb0195_h","year","regtyp","sex","n","percent","lower_confidence","upper_confidence","value"
"Partly, partly","2003","Urban Area","Male","633","0.218752748605797","0.203586012960167","0.233919484251427","2"
"Partly, partly","2003","Urban Area","Female","347","0.160894867676054","0.145477863073019","0.176311872279089","2"
"Partly, partly","2003","Rural Area","Male","334","0.227763091367358","0.205949816569606","0.24957636616511","2"
"Partly, partly","2003","Rural Area","Female","178","0.152237651174576","0.131150944492929","0.173324357856222","2"
"Acclaimed","2004","Urban Area","Male","1078","0.422659787313953","0.404233991393478","0.441085583234429","1"
"Acclaimed","2004","Urban Area","Female","1182","0.558530605621508","0.537277487099082","0.579783724143935","1"
"Acclaimed","2004","Rural Area","Female","644","0.65713077905232","0.628569309172734","0.685692248931906","1"
"Acclaimed","2004","Rural Area","Male","589","0.437129812464768","0.410977902872369","0.463281722057166","1"
"Not paid","2004","Urban Area","Female","406","0.183124497943392","0.166570609078333","0.199678386808451","4"
"Not paid","2004","Rural Area","Female","161","0.10825764496667","0.0895620459781326","0.126953243955208","4"
"Not paid","2004","Urban Area","Male","753","0.224024707182855","0.208472687629852","0.239576726735857","4"
"Not paid","2004","Rural Area","Male","286","0.19115193527622","0.170421095527572","0.211882775024868","4"
"Paid","2004","Urban Area","Male","366","0.156491688408745","0.142939631741476","0.170043745076015","3"
"Paid","2004","Urban Area","Female","190","0.0948473654564304","0.0823066468881969","0.107388084024664","3"
"Paid","2004","Rural Area","Male","167","0.129656179789872","0.111945464353342","0.147366895226401","3"
"Paid","2004","Rural Area","Female","86","0.0783823275122092","0.0622099126408894","0.094554742383529","3"
"Partly, partly","2004","Urban Area","Male","564","0.196823817094447","0.18199320336959","0.211654430819303","2"
"Partly, partly","2004","Urban Area","Female","319","0.163497530978669","0.147669091912272","0.179325970045066","2"
"Partly, partly","2004","Rural Area","Male","340","0.242062072469141","0.219479455775714","0.264644689162568","2"
"Partly, partly","2004","Rural Area","Female","170","0.156229248468801","0.134382651119889","0.178075845817712","2"
"Acclaimed","2005","Urban Area","Male","1052","0.414501815690635","0.395418488200502","0.433585143180768","1"
"Acclaimed","2005","Urban Area","Female","1158","0.590998436104462","0.569238132806417","0.612758739402507","1"
"Acclaimed","2005","Rural Area","Female","614","0.634458367718413","0.604743589301004","0.664173146135823","1"
"Acclaimed","2005","Rural Area","Male","568","0.473536245731","0.446075831628515","0.500996659833486","1"
"Not paid","2005","Rural Area","Female","144","0.121398798403923","0.101247381018632","0.141550215789215","4"
"Not paid","2005","Urban Area","Male","636","0.21278633930901","0.196932067815557","0.228640610802462","4"
"Not paid","2005","Urban Area","Female","361","0.160625829211255","0.144374279298822","0.176877379123687","4"
"Not paid","2005","Rural Area","Male","237","0.175547432940246","0.154624319515633","0.196470546364858","4"
"Paid","2005","Urban Area","Male","295","0.12792595875288","0.114987452852547","0.140864464653212","3"
"Paid","2005","Urban Area","Female","158","0.0952074160584934","0.0822171154984296","0.108197716618557","3"
"Paid","2005","Rural Area","Male","144","0.107123820900526","0.090114582186933","0.124133059614119","3"
"Paid","2005","Rural Area","Female","92","0.097363645037216","0.0790718076972571","0.115655482377175","3"
"Partly, partly","2005","Urban Area","Male","577","0.244785886247475","0.228130437280174","0.261441335214777","2"
"Partly, partly","2005","Rural Area","Male","321","0.243792500428228","0.220178101731778","0.267406899124678","2"
"Partly, partly","2005","Urban Area","Female","284","0.15316831862579","0.137228171875007","0.169108465376573","2"
"Partly, partly","2005","Rural Area","Female","159","0.146779188840447","0.124943571770518","0.168614805910377","2"
"Acclaimed","2006","Urban Area","Male","1135","0.422338704178886","0.403793487397059","0.440883920960714","1"
"Acclaimed","2006","Urban Area","Female","1288","0.555438841795568","0.534988034952053","0.575889648639083","1"
"Acclaimed","2006","Rural Area","Female","684","0.617276552514992","0.589061680112515","0.645491424917468","1"
"Acclaimed","2006","Rural Area","Male","630","0.463851671999576","0.437511830208254","0.490191513790899","1"
"Not paid","2006","Urban Area","Male","725","0.224637834038709","0.20896820944174","0.240307458635679","4"
"Not paid","2006","Rural Area","Female","171","0.131765708064898","0.112131412117574","0.151400004012223","4"
"Not paid","2006","Urban Area","Female","444","0.191628661406874","0.175430629417845","0.207826693395904","4"
"Not paid","2006","Rural Area","Male","279","0.194612802194483","0.173702072655633","0.215523531733334","4"
"Paid","2006","Urban Area","Male","319","0.144551571983154","0.131348555560842","0.157754588405466","3"
"Paid","2006","Urban Area","Female","193","0.101702178663632","0.0892627089421528","0.114141648385112","3"
"Paid","2006","Rural Area","Female","103","0.0894450577972041","0.0728787045434104","0.106011411050998","3"
"Paid","2006","Rural Area","Male","148","0.11042041770153","0.0938665981441574","0.126974237258902","3"
"Partly, partly","2006","Urban Area","Male","546","0.20847188979925","0.193220066649572","0.223723712948929","2"
"Partly, partly","2006","Rural Area","Male","320","0.231115108104411","0.208849941314953","0.253380274893868","2"
"Partly, partly","2006","Urban Area","Female","343","0.151230318133925","0.136485448814288","0.165975187453562","2"
"Partly, partly","2006","Rural Area","Female","182","0.161512681622906","0.140150420049101","0.182874943196711","2"
"Acclaimed","2007","Urban Area","Male","1014","0.400124317124374","0.381033877393999","0.419214756854748","1"
"Acclaimed","2007","Urban Area","Female","1173","0.578298203056895","0.556768225283083","0.599828180830706","1"
"Acclaimed","2007","Rural Area","Female","671","0.607628001945305","0.578641037694141","0.636614966196469","1"
"Acclaimed","2007","Rural Area","Male","596","0.469722887838366","0.442768622087335","0.496677153589398","1"
"Not paid","2007","Urban Area","Male","682","0.235625529107641","0.219088705700349","0.252162352514932","4"
"Not paid","2007","Rural Area","Male","269","0.175228992012427","0.154697293516433","0.19576069050842","4"
"Not paid","2007","Rural Area","Female","158","0.120636909506069","0.101301246870665","0.139972572141474","4"
"Not paid","2007","Urban Area","Female","386","0.18192716422054","0.165107795349723","0.198746533091358","4"
"Paid","2007","Urban Area","Male","288","0.127333384539747","0.114344162138155","0.14032260694134","3"
"Paid","2007","Urban Area","Female","146","0.0836599485189505","0.0715887034962009","0.0957311935417002","3"
"Paid","2007","Rural Area","Female","81","0.0731625109827497","0.0577035272853998","0.0886214946800996","3"
"Paid","2007","Rural Area","Male","122","0.0910785103872438","0.0755393929525274","0.10661762782196","3"
"Partly, partly","2007","Urban Area","Male","546","0.236916769228239","0.220348708179605","0.253484830276872","2"
"Partly, partly","2007","Rural Area","Male","330","0.263969609761963","0.240163959881539","0.287775259642388","2"
"Partly, partly","2007","Urban Area","Female","316","0.156114684203614","0.140290237767261","0.171939130639967","2"
"Partly, partly","2007","Rural Area","Female","180","0.198572577565876","0.174890130353485","0.222255024778266","2"
"Acclaimed","2008","Urban Area","Male","975","0.405783671166424","0.386279918420393","0.425287423912454","1"
"Acclaimed","2008","Urban Area","Female","1151","0.564854985327631","0.543564334117577","0.586145636537685","1"
"Acclaimed","2008","Rural Area","Male","573","0.475815077579186","0.448540908918184","0.503089246240188","1"
"Acclaimed","2008","Rural Area","Female","629","0.57410769321125","0.544368278745749","0.603847107676752","1"
"Not paid","2008","Urban Area","Male","642","0.214983667845543","0.198666653759603","0.231300681931483","4"
"Not paid","2008","Urban Area","Female","420","0.185579616574306","0.16888436721841","0.202274865930201","4"
"Not paid","2008","Rural Area","Male","259","0.17773616378443","0.156858415571502","0.198613911997358","4"
"Not paid","2008","Rural Area","Female","157","0.14356598860172","0.122476863232397","0.164655113971044","4"
"Paid","2008","Urban Area","Male","292","0.142567833025271","0.128680806384804","0.156454859665739","3"
"Paid","2008","Rural Area","Male","158","0.10663027340788","0.0897746027637688","0.123485944051991","3"
"Paid","2008","Urban Area","Female","156","0.070993018792694","0.0599644091095261","0.0820216284758618","3"
"Paid","2008","Rural Area","Female","87","0.0833899985210821","0.0667621862919408","0.100017810750223","3"
"Partly, partly","2008","Urban Area","Female","356","0.178572379305369","0.162125055234142","0.195019703376596","2"
"Partly, partly","2008","Rural Area","Male","298","0.239818485228504","0.216500547421876","0.263136423035133","2"
"Partly, partly","2008","Urban Area","Male","526","0.236664827962762","0.219782858706008","0.253546797219515","2"
"Partly, partly","2008","Rural Area","Female","189","0.198936319665947","0.17492719133085","0.222945448001044","2"
"Acclaimed","2009","Urban Area","Male","863","0.402364807169177","0.381446234393476","0.423283379944879","1"
"Acclaimed","2009","Urban Area","Female","1003","0.549703526920922","0.526883758183556","0.572523295658289","1"
"Acclaimed","2009","Rural Area","Female","576","0.567312506053037","0.536465741831601","0.598159270274474","1"
"Acclaimed","2009","Rural Area","Male","539","0.489926925308597","0.461171894673413","0.518681955943781","1"
"Not paid","2009","Urban Area","Male","571","0.231954687183027","0.213949444790679","0.249959929575374","4"
"Not paid","2009","Urban Area","Female","345","0.184529074078441","0.166736681741699","0.202321466415184","4"
"Not paid","2009","Rural Area","Male","228","0.165219803749728","0.143857450076024","0.186582157423431","4"
"Not paid","2009","Rural Area","Female","146","0.112254059943843","0.0925998025266748","0.131908317361011","4"
"Paid","2009","Urban Area","Male","236","0.131796496411414","0.117366485014029","0.146226507808799","3"
"Paid","2009","Urban Area","Female","150","0.0915152089793846","0.0782899808276902","0.104740437131079","3"
"Paid","2009","Rural Area","Male","116","0.0795872430440207","0.0640188055916395","0.0951556804964019","3"
"Paid","2009","Rural Area","Female","89","0.0933842405880682","0.075268349899901","0.111500131276235","3"
"Partly, partly","2009","Urban Area","Female","328","0.174252190021252","0.156853740709558","0.191650639332947","2"
"Partly, partly","2009","Rural Area","Male","278","0.265266027897655","0.239871633589785","0.290660422205524","2"
"Partly, partly","2009","Urban Area","Male","441","0.233884009236382","0.215826763722235","0.251941254750529","2"
"Partly, partly","2009","Rural Area","Female","180","0.227049193415052","0.200966816124224","0.253131570705879","2"
"Acclaimed","2010","Urban Area","Male","1234","0.440195747402638","0.42240554445472","0.457985950350557","1"
"Acclaimed","2010","Urban Area","Female","1452","0.57983651607572","0.560457308887577","0.599215723263863","1"
"Acclaimed","2010","Rural Area","Female","813","0.616625273036015","0.590455573931234","0.642794972140796","1"
"Acclaimed","2010","Rural Area","Male","770","0.488084191576173","0.4638551712694","0.512313211882947","1"
"Not paid","2010","Urban Area","Male","738","0.21965896415255","0.204821606240118","0.234496322064983","4"
"Not paid","2010","Urban Area","Female","428","0.181927792702696","0.166781044130746","0.197074541274646","4"
"Not paid","2010","Rural Area","Male","288","0.174914041722356","0.156499914127017","0.193328169317696","4"
"Not paid","2010","Rural Area","Female","177","0.125908014411356","0.108052120963989","0.143763907858723","4"
"Paid","2010","Urban Area","Male","394","0.129859527869486","0.117812734011784","0.141906321727189","3"
"Paid","2010","Urban Area","Female","235","0.0887893877656184","0.0776216813799461","0.0999570941512906","3"
"Paid","2010","Rural Area","Male","203","0.103571624071662","0.0888020693102731","0.11834117883305","3"
"Paid","2010","Rural Area","Female","133","0.0926849007413634","0.0770764466000752","0.108293354882652","3"
"Partly, partly","2010","Rural Area","Male","374","0.233430142629809","0.212925908638693","0.253934376620924","2"
"Partly, partly","2010","Urban Area","Female","377","0.149446303455966","0.13544825382982","0.163444353082112","2"
"Partly, partly","2010","Urban Area","Male","625","0.210285760575325","0.195681492314918","0.224890028835732","2"
"Partly, partly","2010","Rural Area","Female","203","0.164781811811266","0.144813978736489","0.184749644886042","2"
"Acclaimed","2011","Urban Area","Male","1350","0.39887087399593","0.382502889585325","0.415238858406535","1"
"Acclaimed","2011","Urban Area","Female","1758","0.563171341334266","0.545583265948893","0.580759416719639","1"
"Acclaimed","2011","Rural Area","Male","910","0.477982568848071","0.455919101463791","0.50004603623235","1"
"Acclaimed","2011","Rural Area","Female","1000","0.617162433777518","0.594001560706395","0.640323306848641","1"
"Not paid","2011","Rural Area","Male","356","0.182534407455972","0.165472312910239","0.199596502001705","4"
"Not paid","2011","Urban Area","Female","502","0.180336485034693","0.166703150672977","0.193969819396408","4"
"Not paid","2011","Rural Area","Female","247","0.133948812201755","0.117719910642932","0.150177713760578","4"
"Not paid","2011","Urban Area","Male","856","0.222521161706402","0.208617630926368","0.236424692486436","4"
"Paid","2011","Urban Area","Male","457","0.144944908472817","0.133177151637254","0.15671266530838","3"
"Paid","2011","Urban Area","Female","311","0.0898251706707643","0.079685965301386","0.0999643760401427","3"
"Paid","2011","Rural Area","Male","280","0.137614494355836","0.122398229935313","0.15283075877636","3"
"Paid","2011","Rural Area","Female","194","0.0996913860531527","0.0854165071907903","0.113966264915515","3"
"Partly, partly","2011","Urban Area","Female","484","0.166667002960277","0.153451716362743","0.179882289557811","2"
"Partly, partly","2011","Rural Area","Male","423","0.20186852934012","0.184139018223896","0.219598040456345","2"
"Partly, partly","2011","Rural Area","Female","251","0.149197367967574","0.132221073301271","0.166173662633877","2"
"Partly, partly","2011","Urban Area","Male","775","0.233663055824851","0.219518149935178","0.247807961714523","2"
"Acclaimed","2012","Urban Area","Female","1856","0.568443203932481","0.551335856538383","0.585550551326579","1"
"Acclaimed","2012","Urban Area","Male","1418","0.427514150471143","0.410916845573294","0.444111455368991","1"
"Acclaimed","2012","Rural Area","Male","959","0.484118844661755","0.462112055673945","0.506125633649565","1"
"Acclaimed","2012","Rural Area","Female","1068","0.631364582520173","0.608895908283074","0.653833256757272","1"
"Not paid","2012","Urban Area","Female","502","0.165378704494337","0.152546399337405","0.178211009651269","4"
"Not paid","2012","Rural Area","Male","314","0.153691815878075","0.137810170496261","0.169573461259889","4"
"Not paid","2012","Rural Area","Female","213","0.102255000233326","0.0881440069582037","0.116365993508448","4"
"Not paid","2012","Urban Area","Male","781","0.200313576721977","0.186886081667239","0.213741071776714","4"
"Paid","2012","Urban Area","Male","450","0.136237565388333","0.124728884712458","0.147746246064208","3"
"Paid","2012","Urban Area","Female","323","0.100363539160444","0.089984870120603","0.110742208200285","3"
"Paid","2012","Rural Area","Male","242","0.109192460261946","0.0954585526664299","0.122926367857461","3"
"Paid","2012","Rural Area","Female","197","0.103406213512912","0.0892251111908111","0.117587315835013","3"
"Partly, partly","2012","Rural Area","Female","293","0.162974203733589","0.14577265042466","0.180175757042518","2"
"Partly, partly","2012","Urban Area","Female","539","0.165814552412738","0.152968704341092","0.178660400484385","2"
"Partly, partly","2012","Rural Area","Male","466","0.252996879198224","0.233853233702213","0.272140524694235","2"
"Partly, partly","2012","Urban Area","Male","764","0.235934707418548","0.22169040781981","0.250179007017285","2"
"Acclaimed","2013","Urban Area","Male","1634","0.43638310972686","0.42068702360336","0.45207919585036","1"
"Acclaimed","2013","Urban Area","Female","1995","0.591011610198933","0.574596494409182","0.607426725988684","1"
"Acclaimed","2013","Rural Area","Male","932","0.481220029516582","0.459173105965954","0.50326695306721","1"
"Acclaimed","2013","Rural Area","Female","1043","0.568737396569755","0.545839222872913","0.591635570266597","1"
"Not paid","2013","Urban Area","Female","500","0.15133452774532","0.139369113624409","0.163299941866232","4"
"Not paid","2013","Rural Area","Male","315","0.153132155284463","0.137242094170281","0.169022216398645","4"
"Not paid","2013","Rural Area","Female","220","0.120634785839173","0.105575826100765","0.135693745577581","4"
"Not paid","2013","Urban Area","Male","795","0.205543468364271","0.192754005149099","0.218332931579443","4"
"Paid","2013","Urban Area","Male","531","0.130721873316651","0.120052991256435","0.141390755376866","3"
"Paid","2013","Urban Area","Female","399","0.0975443099182093","0.0876381720363056","0.107450447800113","3"
"Paid","2013","Rural Area","Male","249","0.107701301016696","0.0940224331935469","0.121380168839846","3"
"Paid","2013","Rural Area","Female","228","0.112640488366466","0.0980230551180966","0.127257921614836","3"
"Partly, partly","2013","Urban Area","Male","875","0.227351548592218","0.214086607231006","0.240616489953431","2"
"Partly, partly","2013","Urban Area","Female","552","0.160109552137538","0.147865916499249","0.172353187775827","2"
"Partly, partly","2013","Rural Area","Female","306","0.197987329224606","0.17956335294178","0.216411305507431","2"
"Partly, partly","2013","Rural Area","Male","477","0.257946514182259","0.238641639585552","0.277251388778966","2"
"Acclaimed","2014","Urban Area","Male","1408","0.44527647741062","0.428444168804062","0.462108786017177","1"
"Acclaimed","2014","Urban Area","Female","1822","0.55523307060757","0.538084820219734","0.572381320995406","1"
"Acclaimed","2014","Rural Area","Male","859","0.468980257035211","0.446097337598482","0.491863176471941","1"
"Acclaimed","2014","Rural Area","Female","1004","0.615474992572901","0.592156661991132","0.63879332315467","1"
"Not paid","2014","Urban Area","Female","466","0.16084720139927","0.148169422084753","0.173524980713787","4"
"Not paid","2014","Rural Area","Male","275","0.157519442280477","0.140815236029347","0.174223648531607","4"
"Not paid","2014","Rural Area","Female","189","0.113578439954844","0.0983695310241582","0.12878734888553","4"
"Not paid","2014","Urban Area","Male","684","0.179334332191601","0.166341453913694","0.192327210469508","4"
"Paid","2014","Urban Area","Male","450","0.135251473636507","0.12366886358324","0.146834083689773","3"
"Paid","2014","Urban Area","Female","342","0.0920334304811935","0.0820581838088933","0.102008677153494","3"
"Paid","2014","Rural Area","Male","227","0.114470429862716","0.0998712987746822","0.129069560950749","3"
"Paid","2014","Rural Area","Female","179","0.0878037999668104","0.074238458206761","0.10136914172686","3"
"Partly, partly","2014","Urban Area","Male","807","0.240137716761272","0.225670394687594","0.254605038834951","2"
"Partly, partly","2014","Urban Area","Female","596","0.191886297511967","0.178297715919075","0.205474879104858","2"
"Partly, partly","2014","Rural Area","Female","300","0.183142767505444","0.164603271653986","0.201682263356902","2"
"Partly, partly","2014","Rural Area","Male","466","0.259029870821596","0.238941066331512","0.27911867531168","2"
"Acclaimed","2015","Urban Area","Male","","","","","1"
"Acclaimed","2015","Urban Area","Female","","","","","1"
"Acclaimed","2015","Rural Area","Male","","","","","1"
"Acclaimed","2015","Rural Area","Female","","","","","1"
"Not paid","2015","Urban Area","Female","","","","","4"
"Not paid","2015","Rural Area","Female","","","","","4"
"Not paid","2015","Rural Area","Male","","","","","4"
"Not paid","2015","Urban Area","Male","","","","","4"
"Paid","2015","Urban Area","Male","","","","","3"
"Paid","2015","Urban Area","Female","","","","","3"
"Paid","2015","Rural Area","Male","","","","","3"
"Paid","2015","Rural Area","Female","","","","","3"
"Partly, partly","2015","Urban Area","Male","","","","","2"
"Partly, partly","2015","Urban Area","Female","","","","","2"
"Partly, partly","2015","Rural Area","Male","","","","","2"
"Partly, partly","2015","Rural Area","Female","","","","","2"
"Acclaimed","2016","Urban Area","Male","","","","","1"
"Acclaimed","2016","Urban Area","Female","","","","","1"
"Acclaimed","2016","Rural Area","Male","","","","","1"
"Acclaimed","2016","Rural Area","Female","","","","","1"
"Not paid","2016","Urban Area","Male","","","","","4"
"Not paid","2016","Urban Area","Female","","","","","4"
"Not paid","2016","Rural Area","Female","","","","","4"
"Not paid","2016","Rural Area","Male","","","","","4"
"Paid","2016","Urban Area","Male","","","","","3"
"Paid","2016","Urban Area","Female","","","","","3"
"Paid","2016","Rural Area","Male","","","","","3"
"Paid","2016","Rural Area","Female","","","","","3"
"Partly, partly","2016","Rural Area","Female","","","","","2"
"Partly, partly","2016","Urban Area","Male","","","","","2"
"Partly, partly","2016","Urban Area","Female","","","","","2"
"Partly, partly","2016","Rural Area","Male","","","","","2"
"Acclaimed","2017","Urban Area","Male","","","","","1"
"Acclaimed","2017","Urban Area","Female","","","","","1"
"Acclaimed","2017","Rural Area","Male","","","","","1"
"Acclaimed","2017","Rural Area","Female","","","","","1"
"Not paid","2017","Urban Area","Male","","","","","4"
"Not paid","2017","Urban Area","Female","","","","","4"
"Not paid","2017","Rural Area","Male","","","","","4"
"Not paid","2017","Rural Area","Female","","","","","4"
"Paid","2017","Urban Area","Male","","","","","3"
"Paid","2017","Rural Area","Male","","","","","3"
"Paid","2017","Urban Area","Female","","","","","3"
"Paid","2017","Rural Area","Female","","","","","3"
"Partly, partly","2017","Rural Area","Female","","","","","2"
"Partly, partly","2017","Urban Area","Male","","","","","2"
"Partly, partly","2017","Urban Area","Female","","","","","2"
"Partly, partly","2017","Rural Area","Male","","","","","2"
"Acclaimed","2018","Urban Area","Male","1442","0.466701199028167","0.44933152239479","0.484070875661545","1"
"Acclaimed","2018","Urban Area","Female","1895","0.593796374167843","0.576750805290177","0.610841943045509","1"
"Acclaimed","2018","Rural Area","Male","847","0.494974904351131","0.471649788679354","0.518300020022909","1"
"Acclaimed","2018","Rural Area","Female","1086","0.628362747724392","0.605818249612529","0.650907245836255","1"
"Not paid","2018","Urban Area","Male","524","0.15699035673892","0.144324349529621","0.16965636394822","4"
"Not paid","2018","Urban Area","Female","381","0.120482220572073","0.109184141117811","0.131780300026335","4"
"Not paid","2018","Rural Area","Male","229","0.142477713702609","0.126170794745637","0.158784632659581","4"
"Not paid","2018","Rural Area","Female","146","0.0828648558918186","0.0700037713305477","0.0957259404530896","4"
"Paid","2018","Urban Area","Male","443","0.132194687172022","0.120402207820884","0.14398716652316","3"
"Paid","2018","Urban Area","Female","344","0.0914143198126415","0.0814117661182521","0.101416873507031","3"
"Paid","2018","Rural Area","Male","207","0.100694806321483","0.0866559146662053","0.11473369797676","3"
"Paid","2018","Rural Area","Female","199","0.104337417463083","0.0900758259403252","0.11859900898584","3"
"Partly, partly","2018","Urban Area","Male","760","0.24411375706089","0.229157899527911","0.25906961459387","2"
"Partly, partly","2018","Urban Area","Female","569","0.194307085447442","0.18057457549794","0.208039595396944","2"
"Partly, partly","2018","Rural Area","Female","334","0.184434978920707","0.166341308435418","0.202528649405996","2"
"Partly, partly","2018","Rural Area","Male","482","0.261852575624778","0.241342100753751","0.282363050495804","2"
