"plb0195_h","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"Partly, partly","1998","middle vocational","West Germany","399","0.208806778756873","0.190163972765458","0.227449584748287"
"Partly, partly","1998","middle vocational","East Germany","238","0.298277389830686","0.266944601688682","0.329610177972689"
"Partly, partly","1998","vocational + Abi","West Germany","47","0.236166879590189","0.177007415048876","0.295326344131503"
"Partly, partly","1998","vocational + Abi","East Germany","14","","",""
"Partly, partly","1998","higher vocational","West Germany","63","0.210545926491701","0.163129832219945","0.257962020763457"
"Partly, partly","1998","higher vocational","East Germany","16","","",""
"Partly, partly","1998","higher education","West Germany","105","0.202959963243207","0.169912569546114","0.236007356940299"
"Partly, partly","1998","higher education","East Germany","66","0.152011491993643","0.118615849736147","0.185407134251138"
"Paid","1998","in school","West Germany","","","",""
"Paid","1998","in school","East Germany","","","",""
"Paid","1998","inadequately","West Germany","23","","",""
"Paid","1998","inadequately","East Germany","","","",""
"Paid","1998","general elemantary","West Germany","122","0.295139081304801","0.252128897952072","0.33814926465753"
"Paid","1998","general elemantary","East Germany","16","","",""
"Paid","1998","middle vocational","West Germany","381","0.188124759346633","0.170199504794814","0.206050013898452"
"Paid","1998","middle vocational","East Germany","156","0.191931106581552","0.164959735873493","0.218902477289612"
"Paid","1998","vocational + Abi","West Germany","21","","",""
"Paid","1998","vocational + Abi","East Germany","2","","",""
"Paid","1998","higher vocational","West Germany","35","0.0989084273459771","0.0641876025518311","0.133629252140123"
"Paid","1998","higher vocational","East Germany","14","","",""
"Paid","1998","higher education","West Germany","49","0.0816935461569948","0.0591885133556053","0.104198578958384"
"Paid","1998","higher education","East Germany","16","","",""
"Not paid","1998","in school","West Germany","1","","",""
"Not paid","1998","in school","East Germany","","","",""
"Not paid","1998","inadequately","West Germany","4","","",""
"Not paid","1998","inadequately","East Germany","","","",""
"Not paid","1998","general elemantary","West Germany","42","0.0948570774478064","0.0672258824641042","0.122488272431509"
"Not paid","1998","general elemantary","East Germany","9","","",""
"Not paid","1998","middle vocational","West Germany","207","0.134589662264655","0.11893604916437","0.150243275364941"
"Not paid","1998","middle vocational","East Germany","84","0.108515214574022","0.0872138009853514","0.129816628162692"
"Not paid","1998","vocational + Abi","West Germany","32","0.164787851512768","0.113113326541233","0.216462376484303"
"Not paid","1998","vocational + Abi","East Germany","6","","",""
"Not paid","1998","higher vocational","West Germany","44","0.143452212596081","0.102684312189894","0.184220113002269"
"Not paid","1998","higher vocational","East Germany","19","","",""
"Not paid","1998","higher education","West Germany","229","0.402355319962503","0.36206336305604","0.442647276868967"
"Not paid","1998","higher education","East Germany","155","0.354756799784853","0.310254373603072","0.399259225966634"
"Acclaimed","1999","in school","West Germany","1","","",""
"Acclaimed","1999","in school","East Germany","1","","",""
"Acclaimed","1999","inadequately","West Germany","19","","",""
"Acclaimed","1999","inadequately","East Germany","1","","",""
"Acclaimed","1999","general elemantary","West Germany","167","0.438536935972805","0.3900305688846","0.48704330306101"
"Acclaimed","1999","general elemantary","East Germany","40","0.483071908917186","0.376838874523288","0.589304943311084"
"Acclaimed","1999","middle vocational","West Germany","837","0.464719244481609","0.442059184866606","0.487379304096612"
"Acclaimed","1999","middle vocational","East Germany","362","0.431558362240412","0.39765803628671","0.465458688194115"
"Acclaimed","1999","vocational + Abi","West Germany","99","0.517766555506601","0.448687606268463","0.58684550474474"
"Acclaimed","1999","vocational + Abi","East Germany","25","","",""
"Acclaimed","1999","higher vocational","West Germany","158","0.580040954190065","0.5230396691636","0.63704223921653"
"Acclaimed","1999","higher vocational","East Germany","59","0.50068562689598","0.405049267035941","0.596321986756019"
"Acclaimed","1999","higher education","West Germany","202","0.343328554969865","0.304818805248925","0.381838304690806"
"Acclaimed","1999","higher education","East Germany","197","0.439109305020733","0.39241879005043","0.485799819991036"
"Partly, partly","1999","in school","West Germany","","","",""
"Partly, partly","1999","in school","East Germany","","","",""
"Partly, partly","1999","inadequately","West Germany","6","","",""
"Partly, partly","1999","inadequately","East Germany","","","",""
"Partly, partly","1999","general elemantary","West Germany","78","0.17309242095855","0.13610938354661","0.21007545837049"
"Partly, partly","1999","general elemantary","East Germany","15","","",""
"Partly, partly","1999","middle vocational","West Germany","399","0.207362281708939","0.188942810707406","0.225781752710472"
"Partly, partly","1999","middle vocational","East Germany","229","0.302994775713942","0.271540712760327","0.334448838667556"
"Partly, partly","1999","vocational + Abi","West Germany","50","0.237339234081306","0.178522550456136","0.296155917706475"
"Partly, partly","1999","vocational + Abi","East Germany","11","","",""
"Partly, partly","1999","higher vocational","West Germany","64","0.182045312083527","0.137479048975847","0.226611575191208"
"Partly, partly","1999","higher vocational","East Germany","17","","",""
"Partly, partly","1999","higher education","West Germany","121","0.223330815368482","0.189552807668056","0.257108823068909"
"Partly, partly","1999","higher education","East Germany","66","0.144517603933226","0.111437326660719","0.177597881205734"
"Paid","1999","in school","West Germany","3","","",""
"Paid","1999","in school","East Germany","1","","",""
"Paid","1999","inadequately","West Germany","25","","",""
"Paid","1999","inadequately","East Germany","","","",""
"Paid","1999","general elemantary","West Germany","115","0.256334854904349","0.213654540551276","0.299015169257422"
"Paid","1999","general elemantary","East Germany","16","","",""
"Paid","1999","middle vocational","West Germany","397","0.18808502747732","0.170330574663049","0.205839480291591"
"Paid","1999","middle vocational","East Germany","141","0.161857429107671","0.136647801307","0.187067056908341"
"Paid","1999","vocational + Abi","West Germany","26","","",""
"Paid","1999","vocational + Abi","East Germany","2","","",""
"Paid","1999","higher vocational","West Germany","30","0.102385616998102","0.067373673051879","0.137397560944324"
"Paid","1999","higher vocational","East Germany","14","","",""
"Paid","1999","higher education","West Germany","33","0.0458635258657098","0.0288974800263573","0.0628295717050623"
"Paid","1999","higher education","East Germany","27","","",""
"Not paid","1999","in school","West Germany","","","",""
"Not paid","1999","in school","East Germany","","","",""
"Not paid","1999","inadequately","West Germany","5","","",""
"Not paid","1999","inadequately","East Germany","","","",""
"Not paid","1999","general elemantary","West Germany","42","0.132035788164297","0.098943118443189","0.165128457885404"
"Not paid","1999","general elemantary","East Germany","14","","",""
"Not paid","1999","middle vocational","West Germany","228","0.139833446332132","0.124076512511684","0.15559038015258"
"Not paid","1999","middle vocational","East Germany","88","0.103589432937975","0.0827324072323722","0.124446458643578"
"Not paid","1999","vocational + Abi","West Germany","26","","",""
"Not paid","1999","vocational + Abi","East Germany","8","","",""
"Not paid","1999","higher vocational","West Germany","36","0.135528116728306","0.0959967358391654","0.175059497617447"
"Not paid","1999","higher vocational","East Germany","15","","",""
"Not paid","1999","higher education","West Germany","228","0.387477103795943","0.347965391250222","0.426988816341663"
"Not paid","1999","higher education","East Germany","144","0.349982694565788","0.305109295152114","0.394856093979463"
"Acclaimed","2000","in school","West Germany","1","","",""
"Acclaimed","2000","in school","East Germany","","","",""
"Acclaimed","2000","inadequately","West Germany","19","","",""
"Acclaimed","2000","inadequately","East Germany","2","","",""
"Acclaimed","2000","general elemantary","West Germany","240","0.45832815630283","0.415420024025364","0.501236288580295"
"Acclaimed","2000","general elemantary","East Germany","59","0.690819417284408","0.593706536261328","0.787932298307489"
"Acclaimed","2000","middle vocational","West Germany","1632","0.497671357671674","0.480694360005647","0.514648355337701"
"Acclaimed","2000","middle vocational","East Germany","515","0.447304611343252","0.418185126472885","0.476424096213619"
"Acclaimed","2000","vocational + Abi","West Germany","217","0.540512155709129","0.492907789319565","0.588116522098693"
"Acclaimed","2000","vocational + Abi","East Germany","35","0.573504262571349","0.455955162871337","0.691053362271361"
"Acclaimed","2000","higher vocational","West Germany","321","0.507488591276867","0.46881612528129","0.546161057272445"
"Acclaimed","2000","higher vocational","East Germany","108","0.59156332863327","0.52015064018671","0.662976017079829"
"Acclaimed","2000","higher education","West Germany","445","0.370238480720521","0.343031256014089","0.397445705426954"
"Acclaimed","2000","higher education","East Germany","305","0.479835520737845","0.441069225870727","0.518601815604963"
"Partly, partly","2000","in school","West Germany","","","",""
"Partly, partly","2000","in school","East Germany","","","",""
"Partly, partly","2000","inadequately","West Germany","11","","",""
"Partly, partly","2000","inadequately","East Germany","","","",""
"Partly, partly","2000","general elemantary","West Germany","80","0.164691065222534","0.132750559082113","0.196631571362956"
"Partly, partly","2000","general elemantary","East Germany","14","","",""
"Partly, partly","2000","middle vocational","West Germany","749","0.221731143066636","0.207626121040961","0.235836165092311"
"Partly, partly","2000","middle vocational","East Germany","285","0.281417706015274","0.255081510060998","0.307753901969549"
"Partly, partly","2000","vocational + Abi","West Germany","70","0.159732875762603","0.124737320849853","0.194728430675353"
"Partly, partly","2000","vocational + Abi","East Germany","10","","",""
"Partly, partly","2000","higher vocational","West Germany","154","0.222495811714356","0.190322714912301","0.25466890851641"
"Partly, partly","2000","higher vocational","East Germany","36","0.198555035832438","0.140600197008841","0.256509874656034"
"Partly, partly","2000","higher education","West Germany","203","0.165692431697786","0.144743116392093","0.186641747003478"
"Partly, partly","2000","higher education","East Germany","89","0.146065663353577","0.118661026103005","0.173470300604149"
"Paid","2000","in school","West Germany","4","","",""
"Paid","2000","in school","East Germany","2","","",""
"Paid","2000","inadequately","West Germany","17","","",""
"Paid","2000","inadequately","East Germany","","","",""
"Paid","2000","general elemantary","West Germany","154","0.293727166811977","0.254504102503619","0.332950231120335"
"Paid","2000","general elemantary","East Germany","5","","",""
"Paid","2000","middle vocational","West Germany","623","0.180791995672178","0.167724803214915","0.193859188129441"
"Paid","2000","middle vocational","East Germany","208","0.184388883450103","0.161677268575509","0.207100498324696"
"Paid","2000","vocational + Abi","West Germany","59","0.142029165879271","0.108684062077829","0.175374269680713"
"Paid","2000","vocational + Abi","East Germany","6","","",""
"Paid","2000","higher vocational","West Germany","74","0.121195220229261","0.0959505600923107","0.146439880366211"
"Paid","2000","higher vocational","East Germany","18","","",""
"Paid","2000","higher education","West Germany","99","0.0816201331420531","0.0661937102584399","0.0970465560256664"
"Paid","2000","higher education","East Germany","37","0.0571348453268882","0.039124871876271","0.0751448187775053"
"Not paid","2000","in school","West Germany","1","","",""
"Not paid","2000","in school","East Germany","","","",""
"Not paid","2000","inadequately","West Germany","5","","",""
"Not paid","2000","inadequately","East Germany","","","",""
"Not paid","2000","general elemantary","West Germany","44","0.0832536116626593","0.0594627946601871","0.107044428665132"
"Not paid","2000","general elemantary","East Germany","9","","",""
"Not paid","2000","middle vocational","West Germany","328","0.0998055035895122","0.0896280058047219","0.109983001374302"
"Not paid","2000","middle vocational","East Germany","112","0.0868887991913718","0.070392641009944","0.1033849573728"
"Not paid","2000","vocational + Abi","West Germany","75","0.157725802648997","0.122909298335983","0.192542306962011"
"Not paid","2000","vocational + Abi","East Germany","17","","",""
"Not paid","2000","higher vocational","West Germany","93","0.148820376779516","0.12128935144907","0.176351402109963"
"Not paid","2000","higher vocational","East Germany","20","","",""
"Not paid","2000","higher education","West Germany","463","0.38244895443964","0.355066108972559","0.409831799906721"
"Not paid","2000","higher education","East Germany","207","0.316963970581689","0.280859206845473","0.353068734317906"
"Acclaimed","2001","in school","West Germany","2","","",""
"Acclaimed","2001","in school","East Germany","","","",""
"Acclaimed","2001","inadequately","West Germany","12","","",""
"Acclaimed","2001","inadequately","East Germany","3","","",""
"Acclaimed","2001","general elemantary","West Germany","194","0.402676499386023","0.358571864696062","0.446781134075985"
"Acclaimed","2001","general elemantary","East Germany","38","0.480235680185055","0.368643651743563","0.591827708626547"
"Acclaimed","2001","middle vocational","West Germany","1469","0.485052636945534","0.46745950749134","0.502645766399728"
"Acclaimed","2001","middle vocational","East Germany","516","0.470687709929641","0.440738297974228","0.500637121885055"
"Acclaimed","2001","vocational + Abi","West Germany","191","0.489459409141449","0.440714317905497","0.538204500377402"
"Acclaimed","2001","vocational + Abi","East Germany","25","","",""
"Acclaimed","2001","higher vocational","West Germany","268","0.493464297967501","0.452239667995632","0.534688927939369"
"Acclaimed","2001","higher vocational","East Germany","95","0.554034187067177","0.478189496343267","0.629878877791086"
"Acclaimed","2001","higher education","West Germany","415","0.355772491979616","0.328186587574491","0.38335839638474"
"Acclaimed","2001","higher education","East Germany","292","0.480342856771341","0.440792357264602","0.51989335627808"
"Partly, partly","2001","in school","West Germany","2","","",""
"Partly, partly","2001","in school","East Germany","","","",""
"Partly, partly","2001","inadequately","West Germany","7","","",""
"Partly, partly","2001","inadequately","East Germany","","","",""
"Partly, partly","2001","general elemantary","West Germany","90","0.187772977286114","0.152652812128251","0.222893142443978"
"Partly, partly","2001","general elemantary","East Germany","18","","",""
"Partly, partly","2001","middle vocational","West Germany","700","0.219089112484802","0.20452854233403","0.233649682635575"
"Partly, partly","2001","middle vocational","East Germany","256","0.26028999980557","0.233961545220315","0.286618454390824"
"Partly, partly","2001","vocational + Abi","West Germany","97","0.239071788617657","0.197481358020633","0.280662219214681"
"Partly, partly","2001","vocational + Abi","East Germany","15","","",""
"Partly, partly","2001","higher vocational","West Germany","145","0.226714817129324","0.192189818995069","0.26123981526358"
"Partly, partly","2001","higher vocational","East Germany","41","0.23168599840084","0.167309791055806","0.296062205745875"
"Partly, partly","2001","higher education","West Germany","221","0.209557221840525","0.186105866588596","0.233008577092454"
"Partly, partly","2001","higher education","East Germany","114","0.175134163106649","0.145046050350266","0.205222275863031"
"Paid","2001","in school","West Germany","9","","",""
"Paid","2001","in school","East Germany","5","","",""
"Paid","2001","inadequately","West Germany","13","","",""
"Paid","2001","inadequately","East Germany","","","",""
"Paid","2001","general elemantary","West Germany","141","0.297978085562099","0.256847131473554","0.339109039650644"
"Paid","2001","general elemantary","East Germany","11","","",""
"Paid","2001","middle vocational","West Germany","614","0.196983028817933","0.182982513809259","0.210983543826608"
"Paid","2001","middle vocational","East Germany","199","0.187032022491328","0.163635000351669","0.210429044630987"
"Paid","2001","vocational + Abi","West Germany","49","0.105383018738332","0.0754423638969587","0.135323673579705"
"Paid","2001","vocational + Abi","East Germany","3","","",""
"Paid","2001","higher vocational","West Germany","66","0.126489979307218","0.0990814411070738","0.153898517507362"
"Paid","2001","higher vocational","East Germany","13","","",""
"Paid","2001","higher education","West Germany","82","0.0691179990832202","0.0545021413637716","0.0837338568026689"
"Paid","2001","higher education","East Germany","31","0.0672684230268027","0.047439377177823","0.0870974688757825"
"Not paid","2001","in school","West Germany","1","","",""
"Not paid","2001","in school","East Germany","","","",""
"Not paid","2001","inadequately","West Germany","","","",""
"Not paid","2001","inadequately","East Germany","","","",""
"Not paid","2001","general elemantary","West Germany","50","0.111572437765763","0.083259120268859","0.139885755262667"
"Not paid","2001","general elemantary","East Germany","10","","",""
"Not paid","2001","middle vocational","West Germany","317","0.0988752217517302","0.088367623848245","0.109382819655215"
"Not paid","2001","middle vocational","East Germany","96","0.0819902677734612","0.0655287196333189","0.0984518159136035"
"Not paid","2001","vocational + Abi","West Germany","67","0.166085783502562","0.129796004192556","0.202375562812569"
"Not paid","2001","vocational + Abi","East Germany","15","","",""
"Not paid","2001","higher vocational","West Germany","86","0.153330905595957","0.123621389984607","0.183040421207308"
"Not paid","2001","higher vocational","East Germany","16","","",""
"Not paid","2001","higher education","West Germany","439","0.365552287096639","0.337802856099052","0.393301718094226"
"Not paid","2001","higher education","East Germany","176","0.277254557095208","0.24181813375349","0.312690980436926"
"Acclaimed","2002","in school","West Germany","2","","",""
"Acclaimed","2002","in school","East Germany","1","","",""
"Acclaimed","2002","inadequately","West Germany","10","","",""
"Acclaimed","2002","inadequately","East Germany","1","","",""
"Acclaimed","2002","general elemantary","West Germany","174","0.441554648839505","0.392707928646876","0.490401369032135"
"Acclaimed","2002","general elemantary","East Germany","37","0.476534396789586","0.361962563410194","0.591106230168978"
"Acclaimed","2002","middle vocational","West Germany","1441","0.506123292744234","0.488069470831228","0.524177114657239"
"Acclaimed","2002","middle vocational","East Germany","494","0.488513240562222","0.457531667951689","0.519494813172756"
"Acclaimed","2002","vocational + Abi","West Germany","214","0.502850502641264","0.456343371251724","0.549357634030805"
"Acclaimed","2002","vocational + Abi","East Germany","39","0.557912046639323","0.436238739119972","0.679585354158674"
"Acclaimed","2002","higher vocational","West Germany","288","0.518777041415879","0.478114207965267","0.55943987486649"
"Acclaimed","2002","higher vocational","East Germany","100","0.644255220090692","0.572077529893405","0.716432910287979"
"Acclaimed","2002","higher education","West Germany","524","0.366665099487559","0.342835787900555","0.390494411074564"
"Acclaimed","2002","higher education","East Germany","293","0.497240261967462","0.458832324519135","0.535648199415789"
"Partly, partly","2002","in school","West Germany","3","","",""
"Partly, partly","2002","in school","East Germany","","","",""
"Partly, partly","2002","inadequately","West Germany","4","","",""
"Partly, partly","2002","inadequately","East Germany","","","",""
"Partly, partly","2002","general elemantary","West Germany","79","0.193165160695433","0.154331390263287","0.231998931127579"
"Partly, partly","2002","general elemantary","East Germany","17","","",""
"Partly, partly","2002","middle vocational","West Germany","690","0.228143134588052","0.212989953698442","0.243296315477663"
"Partly, partly","2002","middle vocational","East Germany","263","0.277169592107517","0.249427507658749","0.304911676556286"
"Partly, partly","2002","vocational + Abi","West Germany","94","0.177974812553897","0.142397065714275","0.213552559393519"
"Partly, partly","2002","vocational + Abi","East Germany","11","","",""
"Partly, partly","2002","higher vocational","West Germany","129","0.213220621978021","0.179887562188197","0.246553681767846"
"Partly, partly","2002","higher vocational","East Germany","34","0.137926693608916","0.0859389461954854","0.189914441022346"
"Partly, partly","2002","higher education","West Germany","235","0.158150400141011","0.140107248423583","0.176193551858439"
"Partly, partly","2002","higher education","East Germany","97","0.13256186189734","0.106513156100578","0.158610567694101"
"Paid","2002","in school","West Germany","13","","",""
"Paid","2002","in school","East Germany","4","","",""
"Paid","2002","inadequately","West Germany","12","","",""
"Paid","2002","inadequately","East Germany","","","",""
"Paid","2002","general elemantary","West Germany","97","0.242270237939229","0.200123880752237","0.284416595126222"
"Paid","2002","general elemantary","East Germany","7","","",""
"Paid","2002","middle vocational","West Germany","457","0.157297876265896","0.144150769387198","0.170444983144595"
"Paid","2002","middle vocational","East Germany","148","0.153544754177817","0.131200411500823","0.175889096854811"
"Paid","2002","vocational + Abi","West Germany","58","0.149346920224403","0.116193298275447","0.182500542173359"
"Paid","2002","vocational + Abi","East Germany","2","","",""
"Paid","2002","higher vocational","West Germany","63","0.111086623574399","0.0855128569065324","0.136660390242265"
"Paid","2002","higher vocational","East Germany","14","","",""
"Paid","2002","higher education","West Germany","83","0.0564746668182043","0.0450599900017908","0.0678893436346178"
"Paid","2002","higher education","East Germany","28","","",""
"Not paid","2002","in school","West Germany","3","","",""
"Not paid","2002","in school","East Germany","","","",""
"Not paid","2002","inadequately","West Germany","2","","",""
"Not paid","2002","inadequately","East Germany","","","",""
"Not paid","2002","general elemantary","West Germany","47","0.123009952525832","0.0907011921367089","0.155318712914956"
"Not paid","2002","general elemantary","East Germany","12","","",""
"Not paid","2002","middle vocational","West Germany","358","0.108435696401818","0.0972079087020786","0.119663484101557"
"Not paid","2002","middle vocational","East Germany","95","0.0807724131524433","0.0638839105636763","0.0976609157412103"
"Not paid","2002","vocational + Abi","West Germany","78","0.169827764580435","0.134902069763059","0.204753459397812"
"Not paid","2002","vocational + Abi","East Germany","12","","",""
"Not paid","2002","higher vocational","West Germany","100","0.156915713031701","0.127314956615656","0.186516469447747"
"Not paid","2002","higher vocational","East Germany","21","","",""
"Not paid","2002","higher education","West Germany","729","0.418709833553225","0.394314145755403","0.443105521351047"
"Not paid","2002","higher education","East Germany","233","0.328646117172703","0.292563535604011","0.364728698741395"
"Acclaimed","2003","in school","West Germany","","","",""
"Acclaimed","2003","in school","East Germany","","","",""
"Acclaimed","2003","inadequately","West Germany","11","","",""
"Acclaimed","2003","inadequately","East Germany","","","",""
"Acclaimed","2003","general elemantary","West Germany","193","0.505126136003025","0.454922776270799","0.555329495735252"
"Acclaimed","2003","general elemantary","East Germany","42","0.609058161138849","0.497121558877706","0.720994763399993"
"Acclaimed","2003","middle vocational","West Germany","1440","0.534148118484838","0.515802020892475","0.552494216077202"
"Acclaimed","2003","middle vocational","East Germany","488","0.546142148368692","0.513988441391893","0.57829585534549"
"Acclaimed","2003","vocational + Abi","West Germany","229","0.494790335353507","0.448799998175184","0.540780672531831"
"Acclaimed","2003","vocational + Abi","East Germany","47","0.751413399787135","0.648689390890213","0.854137408684057"
"Acclaimed","2003","higher vocational","West Germany","267","0.510162913704935","0.468573588567065","0.551752238842804"
"Acclaimed","2003","higher vocational","East Germany","98","0.600484177190621","0.526856447956283","0.67411190642496"
"Acclaimed","2003","higher education","West Germany","502","0.392989170015953","0.367594676056165","0.418383663975741"
"Acclaimed","2003","higher education","East Germany","296","0.524164910002282","0.484303593353825","0.564026226650739"
"Partly, partly","2003","in school","West Germany","","","",""
"Partly, partly","2003","in school","East Germany","","","",""
"Partly, partly","2003","inadequately","West Germany","2","","",""
"Partly, partly","2003","inadequately","East Germany","","","",""
"Partly, partly","2003","general elemantary","West Germany","76","0.209290840421136","0.168443000171681","0.25013868067059"
"Partly, partly","2003","general elemantary","East Germany","8","","",""
"Partly, partly","2003","middle vocational","West Germany","616","0.201312088791992","0.186564792561142","0.216059385022842"
"Partly, partly","2003","middle vocational","East Germany","213","0.239422259536416","0.211862695452802","0.26698182362003"
"Partly, partly","2003","vocational + Abi","West Germany","81","0.195268006631567","0.158804255405342","0.231731757857792"
"Partly, partly","2003","vocational + Abi","East Germany","8","","",""
"Partly, partly","2003","higher vocational","West Germany","131","0.22444459582514","0.189733958319086","0.259155233331193"
"Partly, partly","2003","higher vocational","East Germany","36","0.222676138159313","0.16013562066032","0.285216655658307"
"Partly, partly","2003","higher education","West Germany","216","0.160178940025275","0.141109096025464","0.179248784025087"
"Partly, partly","2003","higher education","East Germany","90","0.127109703612808","0.100523359550753","0.153696047674864"
"Paid","2003","in school","West Germany","3","","",""
"Paid","2003","in school","East Germany","1","","",""
"Paid","2003","inadequately","West Germany","13","","",""
"Paid","2003","inadequately","East Germany","","","",""
"Paid","2003","general elemantary","West Germany","83","0.222465803558132","0.180704217546452","0.264227389569812"
"Paid","2003","general elemantary","East Germany","11","","",""
"Paid","2003","middle vocational","West Germany","415","0.153358286402311","0.14010595231909","0.166610620485532"
"Paid","2003","middle vocational","East Germany","134","0.146371955233186","0.123543235811385","0.169200674654987"
"Paid","2003","vocational + Abi","West Germany","48","0.132592937038694","0.101397445218739","0.163788428858649"
"Paid","2003","vocational + Abi","East Germany","2","","",""
"Paid","2003","higher vocational","West Germany","56","0.0808475812782693","0.0581683211441884","0.10352684141235"
"Paid","2003","higher vocational","East Germany","9","","",""
"Paid","2003","higher education","West Germany","86","0.0743235985309166","0.0606858080959506","0.0879613889658826"
"Paid","2003","higher education","East Germany","30","0.0497155602565989","0.032367040981753","0.0670640795314447"
"Not paid","2003","in school","West Germany","","","",""
"Not paid","2003","in school","East Germany","","","",""
"Not paid","2003","inadequately","West Germany","3","","",""
"Not paid","2003","inadequately","East Germany","1","","",""
"Not paid","2003","general elemantary","West Germany","29","","",""
"Not paid","2003","general elemantary","East Germany","12","","",""
"Not paid","2003","middle vocational","West Germany","369","0.111181506320859","0.0996200713957414","0.122742941245976"
"Not paid","2003","middle vocational","East Germany","86","0.0680636368617062","0.051798078346273","0.0843291953771395"
"Not paid","2003","vocational + Abi","West Germany","96","0.177348720976232","0.142213549002782","0.212483892949681"
"Not paid","2003","vocational + Abi","East Germany","11","","",""
"Not paid","2003","higher vocational","West Germany","101","0.184544909191656","0.15227091932514","0.216818899058172"
"Not paid","2003","higher vocational","East Germany","27","","",""
"Not paid","2003","higher education","West Germany","617","0.372508291427855","0.347370737240024","0.397645845615687"
"Not paid","2003","higher education","East Germany","187","0.299009826128311","0.262468178085224","0.335551474171398"
"Acclaimed","2004","in school","West Germany","2","","",""
"Acclaimed","2004","in school","East Germany","","","",""
"Acclaimed","2004","inadequately","West Germany","6","","",""
"Acclaimed","2004","inadequately","East Germany","1","","",""
"Acclaimed","2004","general elemantary","West Germany","173","0.420077406480761","0.370516952071603","0.46963786088992"
"Acclaimed","2004","general elemantary","East Germany","29","","",""
"Acclaimed","2004","middle vocational","West Germany","1362","0.537700856305054","0.518739649969894","0.556662062640215"
"Acclaimed","2004","middle vocational","East Germany","453","0.502748535622697","0.470173324136125","0.535323747109269"
"Acclaimed","2004","vocational + Abi","West Germany","241","0.568843332789785","0.522142985864549","0.61554367971502"
"Acclaimed","2004","vocational + Abi","East Germany","47","0.642030873562105","0.532803127137335","0.751258619986874"
"Acclaimed","2004","higher vocational","West Germany","259","0.49287235532541","0.451165790087933","0.534578920562886"
"Acclaimed","2004","higher vocational","East Germany","106","0.634281505192951","0.561881580205603","0.706681430180299"
"Acclaimed","2004","higher education","West Germany","503","0.362883866879081","0.337696822651178","0.388070911106984"
"Acclaimed","2004","higher education","East Germany","289","0.524511011062875","0.484350206418712","0.564671815707038"
"Partly, partly","2004","in school","West Germany","","","",""
"Partly, partly","2004","in school","East Germany","","","",""
"Partly, partly","2004","inadequately","West Germany","4","","",""
"Partly, partly","2004","inadequately","East Germany","","","",""
"Partly, partly","2004","general elemantary","West Germany","80","0.221414480127636","0.179723531777279","0.263105428477994"
"Partly, partly","2004","general elemantary","East Germany","15","","",""
"Partly, partly","2004","middle vocational","West Germany","538","0.192238416768006","0.177252071174812","0.207224762361201"
"Partly, partly","2004","middle vocational","East Germany","239","0.270696854372338","0.241748795356385","0.299644913388292"
"Partly, partly","2004","vocational + Abi","West Germany","71","0.171799900220656","0.136229781845917","0.207370018595394"
"Partly, partly","2004","vocational + Abi","East Germany","11","","",""
"Partly, partly","2004","higher vocational","West Germany","123","0.208673325892176","0.174774088853235","0.242572562931117"
"Partly, partly","2004","higher vocational","East Germany","35","0.229490932279852","0.166279552171623","0.292702312388081"
"Partly, partly","2004","higher education","West Germany","183","0.139868068084718","0.121699282623053","0.158036853546384"
"Partly, partly","2004","higher education","East Germany","86","0.135222167782804","0.107722269359308","0.1627220662063"
"Paid","2004","in school","West Germany","4","","",""
"Paid","2004","in school","East Germany","1","","",""
"Paid","2004","inadequately","West Germany","11","","",""
"Paid","2004","inadequately","East Germany","","","",""
"Paid","2004","general elemantary","West Germany","73","0.214943121848423","0.173695592443649","0.256190651253197"
"Paid","2004","general elemantary","East Germany","4","","",""
"Paid","2004","middle vocational","West Germany","371","0.144833326898248","0.131449087599841","0.158217566196656"
"Paid","2004","middle vocational","East Germany","129","0.137541299241173","0.115101988302679","0.159980610179668"
"Paid","2004","vocational + Abi","West Germany","43","0.104463771409714","0.0756214210590791","0.133306121760348"
"Paid","2004","vocational + Abi","East Germany","3","","",""
"Paid","2004","higher vocational","West Germany","55","0.0865794435840357","0.0631198038774601","0.110039083290611"
"Paid","2004","higher vocational","East Germany","14","","",""
"Paid","2004","higher education","West Germany","69","0.0792780267476524","0.0651258011471918","0.0934302523481131"
"Paid","2004","higher education","East Germany","25","","",""
"Not paid","2004","in school","West Germany","","","",""
"Not paid","2004","in school","East Germany","","","",""
"Not paid","2004","inadequately","West Germany","2","","",""
"Not paid","2004","inadequately","East Germany","","","",""
"Not paid","2004","general elemantary","West Germany","55","0.143564991543179","0.108355716436818","0.17877426664954"
"Not paid","2004","general elemantary","East Germany","10","","",""
"Not paid","2004","middle vocational","West Germany","385","0.125227400028691","0.112640136541706","0.137814663515677"
"Not paid","2004","middle vocational","East Germany","84","0.0890133107637914","0.0704606034018677","0.107566018125715"
"Not paid","2004","vocational + Abi","West Germany","77","0.154892995579846","0.120775436072344","0.189010555087348"
"Not paid","2004","vocational + Abi","East Germany","13","","",""
"Not paid","2004","higher vocational","West Germany","115","0.211874875198378","0.177785749062626","0.245964001334131"
"Not paid","2004","higher vocational","East Germany","15","","",""
"Not paid","2004","higher education","West Germany","645","0.417970038288548","0.392133797728891","0.443806278848205"
"Not paid","2004","higher education","East Germany","194","0.293409464562931","0.256793048358441","0.330025880767422"
