"plb0195_h","year","e11103","migback","n","percent","lower_confidence","upper_confidence","value"
"Partly, partly","1994","Full Time","no migration background","649","0.182652655085752","0.169676617581187","0.195628692590317","2"
"Partly, partly","1994","Full Time","direct migration background","89","0.145347394560905","0.117559714523039","0.17313507459877","2"
"Partly, partly","1994","Full Time","indirect migration background","28","","","","2"
"Partly, partly","1994","Part Time","no migration background","118","0.145401806802653","0.121096097613587","0.16970751599172","2"
"Partly, partly","1994","Part Time","direct migration background","11","","","","2"
"Partly, partly","1994","Part Time","indirect migration background","3","","","","2"
"Partly, partly","1994","Not Working","direct migration background","3","","","","2"
"Partly, partly","1994","Not Working","indirect migration background","","","","","2"
"Partly, partly","1994","Not Working","no migration background","5","","","","2"
"Acclaimed","1995","Full Time","no migration background","1336","0.378865286707814","0.362682697651398","0.39504787576423","1"
"Acclaimed","1995","Full Time","direct migration background","178","0.255137631984062","0.223749587176536","0.286525676791588","1"
"Acclaimed","1995","Full Time","indirect migration background","50","0.374053866398285","0.288886581342463","0.459221151454106","1"
"Acclaimed","1995","Part Time","no migration background","379","0.428024195289176","0.395164615735623","0.46088377484273","1"
"Acclaimed","1995","Part Time","direct migration background","52","0.289336643511614","0.226958312164609","0.351714974858618","1"
"Acclaimed","1995","Not Working","direct migration background","6","","","","1"
"Acclaimed","1995","Part Time","indirect migration background","23","","","","1"
"Acclaimed","1995","Not Working","no migration background","26","","","","1"
"Acclaimed","1995","Not Working","indirect migration background","","","","","1"
"Not paid","1995","Full Time","no migration background","601","0.181399749572993","0.168544900687935","0.19425459845805","4"
"Not paid","1995","Full Time","direct migration background","60","0.134322826443342","0.109770543465613","0.158875109421072","4"
"Not paid","1995","Full Time","indirect migration background","19","","","","4"
"Not paid","1995","Part Time","no migration background","105","0.133295206734813","0.110722591489617","0.15586782198001","4"
"Not paid","1995","Part Time","direct migration background","17","","","","4"
"Not paid","1995","Part Time","indirect migration background","7","","","","4"
"Not paid","1995","Not Working","no migration background","8","","","","4"
"Not paid","1995","Not Working","direct migration background","1","","","","4"
"Not paid","1995","Not Working","indirect migration background","1","","","","4"
"Paid","1995","Full Time","no migration background","826","0.242179223230216","0.227888164881239","0.256470281579193","3"
"Paid","1995","Full Time","direct migration background","394","0.477422974009632","0.441459155246008","0.513386792773256","3"
"Paid","1995","Part Time","direct migration background","106","0.455516458714027","0.387007954248596","0.524024963179458","3"
"Paid","1995","Not Working","indirect migration background","4","","","","3"
"Paid","1995","Part Time","no migration background","265","0.302001677431928","0.271510732712743","0.332492622151112","3"
"Paid","1995","Not Working","direct migration background","9","","","","3"
"Paid","1995","Full Time","indirect migration background","37","0.262246090143319","0.184827096923443","0.339665083363196","3"
"Paid","1995","Part Time","indirect migration background","21","","","","3"
"Paid","1995","Not Working","no migration background","18","","","","3"
"Partly, partly","1995","Full Time","no migration background","689","0.197555740488977","0.184273695050369","0.210837785927585","2"
"Partly, partly","1995","Full Time","direct migration background","109","0.133116567562963","0.108657753593619","0.157575381532308","2"
"Partly, partly","1995","Full Time","indirect migration background","18","","","","2"
"Partly, partly","1995","Part Time","no migration background","122","0.136678920544083","0.113866259054819","0.159491582033347","2"
"Partly, partly","1995","Part Time","direct migration background","28","","","","2"
"Partly, partly","1995","Part Time","indirect migration background","11","","","","2"
"Partly, partly","1995","Not Working","direct migration background","1","","","","2"
"Partly, partly","1995","Not Working","indirect migration background","","","","","2"
"Partly, partly","1995","Not Working","no migration background","16","","","","2"
"Acclaimed","1996","Full Time","no migration background","1429","0.417886251895193","0.401236733151957","0.434535770638429","1"
"Acclaimed","1996","Full Time","direct migration background","196","0.320188983574574","0.28459526067868","0.355782706470467","1"
"Acclaimed","1996","Full Time","indirect migration background","57","0.437909724304078","0.35601915971651","0.519800288891646","1"
"Acclaimed","1996","Part Time","no migration background","403","0.449850947896606","0.416660187845752","0.48304170794746","1"
"Acclaimed","1996","Part Time","direct migration background","82","0.428017821194942","0.359953072262872","0.496082570127011","1"
"Acclaimed","1996","Not Working","no migration background","22","","","","1"
"Acclaimed","1996","Not Working","direct migration background","3","","","","1"
"Acclaimed","1996","Not Working","indirect migration background","3","","","","1"
"Acclaimed","1996","Part Time","indirect migration background","17","","","","1"
"Not paid","1996","Full Time","no migration background","602","0.188089935940112","0.174898093474663","0.201281778405562","4"
"Not paid","1996","Full Time","direct migration background","54","0.136975896278254","0.110745209508583","0.163206583047924","4"
"Not paid","1996","Full Time","indirect migration background","20","","","","4"
"Not paid","1996","Part Time","no migration background","98","0.104674046040333","0.0842494824385921","0.125098609642073","4"
"Not paid","1996","Part Time","direct migration background","10","","","","4"
"Not paid","1996","Part Time","indirect migration background","1","","","","4"
"Not paid","1996","Not Working","no migration background","5","","","","4"
"Not paid","1996","Not Working","direct migration background","3","","","","4"
"Not paid","1996","Not Working","indirect migration background","2","","","","4"
"Paid","1996","Full Time","no migration background","759","0.218628055440693","0.204675602460923","0.232580508420463","3"
"Paid","1996","Full Time","direct migration background","312","0.411573388698519","0.374028923779112","0.449117853617926","3"
"Paid","1996","Full Time","indirect migration background","26","","","","3"
"Paid","1996","Part Time","no migration background","232","0.273044678857861","0.243320257312262","0.302769100403461","3"
"Paid","1996","Part Time","direct migration background","91","0.399045586000302","0.331680930617882","0.466410241382723","3"
"Paid","1996","Not Working","direct migration background","3","","","","3"
"Paid","1996","Not Working","indirect migration background","4","","","","3"
"Paid","1996","Part Time","indirect migration background","24","","","","3"
"Paid","1996","Not Working","no migration background","21","","","","3"
"Partly, partly","1996","Full Time","no migration background","581","0.175395756724002","0.162557648316686","0.188233865131318","2"
"Partly, partly","1996","Full Time","direct migration background","98","0.131261731448653","0.105499133021165","0.157024329876141","2"
"Partly, partly","1996","Full Time","indirect migration background","38","0.246694580965718","0.175539832897895","0.31784932903354","2"
"Partly, partly","1996","Part Time","no migration background","130","0.1724303272052","0.14722735253984","0.197633301870559","2"
"Partly, partly","1996","Part Time","direct migration background","20","","","","2"
"Partly, partly","1996","Part Time","indirect migration background","4","","","","2"
"Partly, partly","1996","Not Working","direct migration background","3","","","","2"
"Partly, partly","1996","Not Working","indirect migration background","","","","","2"
"Partly, partly","1996","Not Working","no migration background","6","","","","2"
"Acclaimed","1997","Full Time","no migration background","1273","0.422233906438506","0.404609560273269","0.439858252603743","1"
"Acclaimed","1997","Full Time","direct migration background","189","0.345279829472887","0.305508016959583","0.38505164198619","1"
"Acclaimed","1997","Full Time","indirect migration background","70","0.555564018974465","0.47630817798041","0.634819859968521","1"
"Acclaimed","1997","Part Time","no migration background","333","0.501640139397476","0.464032084541787","0.539248194253166","1"
"Acclaimed","1997","Part Time","direct migration background","63","0.487440184454404","0.400163998180073","0.574716370728736","1"
"Acclaimed","1997","Not Working","direct migration background","3","","","","1"
"Acclaimed","1997","Not Working","indirect migration background","2","","","","1"
"Acclaimed","1997","Not Working","no migration background","15","","","","1"
"Acclaimed","1997","Part Time","indirect migration background","21","","","","1"
"Not paid","1997","Full Time","no migration background","591","0.212337162310075","0.197744194705845","0.226930129914305","4"
"Not paid","1997","Full Time","direct migration background","61","0.177277129484829","0.14533123452308","0.209223024446577","4"
"Not paid","1997","Full Time","indirect migration background","21","","","","4"
"Not paid","1997","Part Time","no migration background","86","0.125647901980699","0.100717228958271","0.150578575003127","4"
"Not paid","1997","Part Time","direct migration background","14","","","","4"
"Not paid","1997","Part Time","indirect migration background","3","","","","4"
"Not paid","1997","Not Working","no migration background","5","","","","4"
"Not paid","1997","Not Working","direct migration background","","","","","4"
"Not paid","1997","Not Working","indirect migration background","1","","","","4"
"Paid","1997","Full Time","no migration background","482","0.148217107107263","0.135538426575947","0.16089578763858","3"
"Paid","1997","Full Time","direct migration background","183","0.268643775170254","0.231565904027284","0.305721646313223","3"
"Paid","1997","Full Time","indirect migration background","29","","","","3"
"Paid","1997","Part Time","no migration background","134","0.19150543623464","0.161908803095427","0.221102069373854","3"
"Paid","1997","Part Time","direct migration background","33","0.240680155642999","0.166036081545296","0.315324229740702","3"
"Paid","1997","Not Working","direct migration background","2","","","","3"
"Paid","1997","Not Working","indirect migration background","1","","","","3"
"Paid","1997","Part Time","indirect migration background","9","","","","3"
"Paid","1997","Not Working","no migration background","4","","","","3"
"Partly, partly","1997","Full Time","no migration background","671","0.217211824144155","0.202498042869688","0.231925605418622","2"
"Partly, partly","1997","Full Time","direct migration background","116","0.208799265872031","0.174799984060482","0.24279854768358","2"
"Partly, partly","1997","Full Time","indirect migration background","31","0.154971886995997","0.097252507080584","0.212691266911409","2"
"Partly, partly","1997","Part Time","no migration background","126","0.181206522387184","0.152233933497837","0.210179111276531","2"
"Partly, partly","1997","Part Time","direct migration background","16","","","","2"
"Partly, partly","1997","Part Time","indirect migration background","9","","","","2"
"Partly, partly","1997","Not Working","direct migration background","2","","","","2"
"Partly, partly","1997","Not Working","indirect migration background","1","","","","2"
"Partly, partly","1997","Not Working","no migration background","2","","","","2"
"Acclaimed","1998","Full Time","no migration background","1468","0.437663655898674","0.420791057418388","0.454536254378959","1"
"Acclaimed","1998","Full Time","direct migration background","177","0.350274008166625","0.307190931094877","0.393357085238372","1"
"Acclaimed","1998","Full Time","indirect migration background","63","0.520467947446225","0.437116266432916","0.603819628459535","1"
"Acclaimed","1998","Part Time","no migration background","413","0.494905196218469","0.461450899517611","0.528359492919327","1"
"Acclaimed","1998","Not Working","direct migration background","1","","","","1"
"Acclaimed","1998","Part Time","direct migration background","68","0.475277635492933","0.394548946362103","0.556006324623763","1"
"Acclaimed","1998","Part Time","indirect migration background","16","","","","1"
"Acclaimed","1998","Not Working","no migration background","13","","","","1"
"Acclaimed","1998","Not Working","indirect migration background","1","","","","1"
"Not paid","1998","Full Time","no migration background","638","0.200366899888939","0.186753330035468","0.213980469742409","4"
"Not paid","1998","Full Time","direct migration background","53","0.182434968096816","0.147556866855841","0.21731306933779","4"
"Not paid","1998","Full Time","indirect migration background","16","","","","4"
"Not paid","1998","Part Time","no migration background","115","0.130115393968674","0.107604144008793","0.152626643928555","4"
"Not paid","1998","Part Time","direct migration background","12","","","","4"
"Not paid","1998","Not Working","no migration background","10","","","","4"
"Not paid","1998","Not Working","direct migration background","1","","","","4"
"Not paid","1998","Not Working","indirect migration background","1","","","","4"
"Not paid","1998","Part Time","indirect migration background","6","","","","4"
"Paid","1998","Full Time","no migration background","484","0.148330746856877","0.136242460780636","0.160419032933119","3"
"Paid","1998","Full Time","direct migration background","144","0.256651550906133","0.217205293554583","0.296097808257684","3"
"Paid","1998","Full Time","indirect migration background","24","","","","3"
"Paid","1998","Part Time","no migration background","157","0.174802190375587","0.149389133085892","0.200215247665281","3"
"Paid","1998","Part Time","direct migration background","40","0.27175007053713","0.199835898945115","0.343664242129144","3"
"Paid","1998","Not Working","direct migration background","5","","","","3"
"Paid","1998","Not Working","indirect migration background","3","","","","3"
"Paid","1998","Part Time","indirect migration background","12","","","","3"
"Paid","1998","Not Working","no migration background","6","","","","3"
"Partly, partly","1998","Full Time","no migration background","731","0.21363869735551","0.199698636151136","0.227578758559885","2"
"Partly, partly","1998","Full Time","indirect migration background","35","0.248258944196201","0.176182204331542","0.320335684060861","2"
"Partly, partly","1998","Part Time","no migration background","173","0.20017721943727","0.173403503083865","0.226950935790676","2"
"Partly, partly","1998","Part Time","direct migration background","27","","","","2"
"Partly, partly","1998","Not Working","no migration background","8","","","","2"
"Partly, partly","1998","Not Working","direct migration background","3","","","","2"
"Partly, partly","1998","Not Working","indirect migration background","","","","","2"
"Partly, partly","1998","Full Time","direct migration background","97","0.210639472830426","0.173814263887767","0.247464681773085","2"
"Partly, partly","1998","Part Time","indirect migration background","9","","","","2"
"Acclaimed","1999","Full Time","no migration background","1443","0.438408308896066","0.421445492394244","0.455371125397888","1"
"Acclaimed","1999","Full Time","direct migration background","170","0.428189147367559","0.382673136826396","0.473705157908723","1"
"Acclaimed","1999","Full Time","indirect migration background","61","0.5021354343178","0.421032287248857","0.583238581386743","1"
"Acclaimed","1999","Part Time","no migration background","436","0.496741668596088","0.463669580538258","0.529813756653917","1"
"Acclaimed","1999","Not Working","no migration background","16","","","","1"
"Acclaimed","1999","Not Working","direct migration background","2","","","","1"
"Acclaimed","1999","Part Time","direct migration background","50","0.451030198704184","0.358461610656659","0.543598786751709","1"
"Acclaimed","1999","Part Time","indirect migration background","26","","","","1"
"Acclaimed","1999","Not Working","indirect migration background","3","","","","1"
"Not paid","1999","Full Time","no migration background","636","0.198963249670951","0.185315504887931","0.21261099445397","4"
"Not paid","1999","Full Time","direct migration background","45","0.163210686909269","0.129216667079017","0.197204706739521","4"
"Not paid","1999","Full Time","indirect migration background","19","","","","4"
"Not paid","1999","Part Time","no migration background","124","0.137639166339591","0.114850633703648","0.160427698975535","4"
"Not paid","1999","Part Time","direct migration background","9","","","","4"
"Not paid","1999","Not Working","no migration background","3","","","","4"
"Not paid","1999","Not Working","direct migration background","","","","","4"
"Not paid","1999","Not Working","indirect migration background","1","","","","4"
"Not paid","1999","Part Time","indirect migration background","4","","","","4"
"Paid","1999","Full Time","no migration background","452","0.133548320459146","0.121919393888785","0.145177247029506","3"
"Paid","1999","Full Time","direct migration background","146","0.242621990810707","0.203190645809277","0.282053335812136","3"
"Paid","1999","Full Time","indirect migration background","32","0.195385695752154","0.131070748094009","0.259700643410299","3"
"Paid","1999","Part Time","no migration background","164","0.169442575653363","0.144628566525724","0.194256584781002","3"
"Paid","1999","Part Time","direct migration background","34","0.301499636754818","0.2161280572916","0.386871216218036","3"
"Paid","1999","Not Working","direct migration background","","","","","3"
"Paid","1999","Not Working","indirect migration background","2","","","","3"
"Paid","1999","Part Time","indirect migration background","13","","","","3"
"Paid","1999","Not Working","no migration background","5","","","","3"
"Partly, partly","1999","Full Time","no migration background","756","0.229080120973838","0.214713766989592","0.243446474958084","2"
"Partly, partly","1999","Full Time","direct migration background","93","0.165978174912465","0.131753891409526","0.200202458415403","2"
"Partly, partly","1999","Full Time","indirect migration background","34","0.155971866121611","0.0971182355476082","0.214825496695614","2"
"Partly, partly","1999","Part Time","no migration background","154","0.196176589410958","0.169909935718423","0.222443243103493","2"
"Partly, partly","1999","Part Time","direct migration background","18","","","","2"
"Partly, partly","1999","Not Working","no migration background","4","","","","2"
"Partly, partly","1999","Not Working","direct migration background","1","","","","2"
"Partly, partly","1999","Not Working","indirect migration background","","","","","2"
"Partly, partly","1999","Part Time","indirect migration background","10","","","","2"
"Acclaimed","2000","Full Time","no migration background","2593","0.462088085937973","0.449116797239406","0.475059374636539","1"
"Acclaimed","2000","Full Time","direct migration background","285","0.385362700639006","0.349513807042938","0.421211594235075","1"
"Acclaimed","2000","Full Time","indirect migration background","95","0.500740842397407","0.433115734465141","0.568365950329673","1"
"Acclaimed","2000","Part Time","no migration background","782","0.550190739078946","0.524131909389014","0.576249568768878","1"
"Acclaimed","2000","Not Working","direct migration background","4","","","","1"
"Acclaimed","2000","Not Working","no migration background","30","0.496584214353307","0.373120969735959","0.620047458970656","1"
"Acclaimed","2000","Part Time","direct migration background","88","0.543667641880004","0.46766765903772","0.619667624722288","1"
"Acclaimed","2000","Part Time","indirect migration background","23","","","","1"
"Acclaimed","2000","Not Working","indirect migration background","","","","","1"
"Not paid","2000","Full Time","no migration background","1076","0.183660710147759","0.173586554944327","0.19373486535119","4"
"Not paid","2000","Full Time","direct migration background","85","0.151772242887537","0.125343051355046","0.178201434420028","4"
"Not paid","2000","Full Time","indirect migration background","29","","","","4"
"Not paid","2000","Part Time","no migration background","165","0.109709653208997","0.093338761846192","0.126080544571803","4"
"Not paid","2000","Part Time","direct migration background","8","","","","4"
"Not paid","2000","Not Working","no migration background","6","","","","4"
"Not paid","2000","Not Working","direct migration background","1","","","","4"
"Not paid","2000","Not Working","indirect migration background","1","","","","4"
"Not paid","2000","Part Time","indirect migration background","5","","","","4"
"Paid","2000","Full Time","no migration background","790","0.139798336067915","0.130776056121941","0.148820616013889","3"
"Paid","2000","Part Time","no migration background","213","0.156879082632087","0.137828356852207","0.175929808411967","3"
"Paid","2000","Full Time","direct migration background","192","0.261420589198331","0.229053774972192","0.29378740342447","3"
"Paid","2000","Full Time","indirect migration background","33","0.139515189111731","0.0926531918805744","0.186377186342888","3"
"Paid","2000","Part Time","direct migration background","49","0.292209387976534","0.22281799587509","0.361600780077977","3"
"Paid","2000","Not Working","direct migration background","5","","","","3"
"Paid","2000","Not Working","indirect migration background","1","","","","3"
"Paid","2000","Not Working","no migration background","9","","","","3"
"Paid","2000","Part Time","indirect migration background","16","","","","3"
"Partly, partly","2000","Full Time","no migration background","1216","0.214452867846354","0.203774196735852","0.225131538956857","2"
"Partly, partly","2000","Full Time","direct migration background","146","0.201444467275125","0.171900984214093","0.230987950336157","2"
"Partly, partly","2000","Full Time","indirect migration background","53","0.221740769023437","0.165555384347064","0.27792615369981","2"
"Partly, partly","2000","Part Time","no migration background","240","0.18322052507997","0.162956601323235","0.203484448836705","2"
"Partly, partly","2000","Part Time","direct migration background","20","","","","2"
"Partly, partly","2000","Not Working","no migration background","18","","","","2"
"Partly, partly","2000","Not Working","direct migration background","1","","","","2"
"Partly, partly","2000","Not Working","indirect migration background","","","","","2"
"Partly, partly","2000","Part Time","indirect migration background","8","","","","2"
"Acclaimed","2001","Part Time","no migration background","724","0.51634778833762","0.49018001477894","0.542515561896299","1"
"Acclaimed","2001","Full Time","no migration background","2355","0.457111697176695","0.443583581074349","0.470639813279042","1"
"Acclaimed","2001","Full Time","direct migration background","222","0.338908597280121","0.30200560354161","0.375811591018631","1"
"Acclaimed","2001","Full Time","indirect migration background","87","0.419751356633378","0.352520903348943","0.486981809917813","1"
"Acclaimed","2001","Not Working","direct migration background","4","","","","1"
"Acclaimed","2001","Part Time","direct migration background","74","0.426084081116006","0.352396070913048","0.499772091318964","1"
"Acclaimed","2001","Part Time","indirect migration background","35","0.541906055950912","0.418874336462615","0.664937775439209","1"
"Acclaimed","2001","Not Working","no migration background","24","","","","1"
"Acclaimed","2001","Not Working","indirect migration background","1","","","","1"
"Not paid","2001","Full Time","no migration background","978","0.177270432896054","0.166899504935921","0.187641360856187","4"
"Not paid","2001","Full Time","indirect migration background","28","","","","4"
"Not paid","2001","Part Time","no migration background","152","0.107633064111127","0.0914047423265536","0.1238613858957","4"
"Not paid","2001","Part Time","direct migration background","14","","","","4"
"Not paid","2001","Full Time","direct migration background","86","0.170904885081755","0.141557529893353","0.200252240270157","4"
"Not paid","2001","Not Working","no migration background","9","","","","4"
"Not paid","2001","Not Working","direct migration background","1","","","","4"
"Not paid","2001","Not Working","indirect migration background","3","","","","4"
"Not paid","2001","Part Time","indirect migration background","8","","","","4"
"Paid","2001","Full Time","no migration background","702","0.141465481492662","0.132001474904229","0.150929488081094","3"
"Paid","2001","Part Time","no migration background","266","0.186811472753433","0.166402252294279","0.207220693212587","3"
"Paid","2001","Not Working","direct migration background","2","","","","3"
"Paid","2001","Not Working","indirect migration background","","","","","3"
"Paid","2001","Full Time","direct migration background","160","0.239066172663578","0.205813844197487","0.272318501129669","3"
"Paid","2001","Full Time","indirect migration background","33","0.181371164606515","0.128879474260903","0.233862854952126","3"
"Paid","2001","Part Time","direct migration background","54","0.257678735574753","0.192506850865991","0.322850620283514","3"
"Paid","2001","Part Time","indirect migration background","11","","","","3"
"Paid","2001","Not Working","no migration background","9","","","","3"
"Partly, partly","2001","Full Time","indirect migration background","59","0.25340697124335","0.194153450212419","0.312660492274281","2"
"Partly, partly","2001","Part Time","no migration background","259","0.189207674797821","0.168698262664852","0.209717086930789","2"
"Partly, partly","2001","Part Time","direct migration background","31","0.198607129163529","0.139158041558076","0.258056216768982","2"
"Partly, partly","2001","Not Working","no migration background","10","","","","2"
"Partly, partly","2001","Not Working","direct migration background","2","","","","2"
"Partly, partly","2001","Full Time","no migration background","1174","0.224152388434589","0.212827581380887","0.235477195488291","2"
"Partly, partly","2001","Full Time","direct migration background","164","0.251120344974546","0.217311018618943","0.284929671330149","2"
"Partly, partly","2001","Part Time","indirect migration background","9","","","","2"
"Partly, partly","2001","Not Working","indirect migration background","","","","","2"
"Acclaimed","2002","Part Time","no migration background","817","0.539658575996839","0.514724488964618","0.56459266302906","1"
"Acclaimed","2002","Full Time","no migration background","2401","0.472075739593335","0.458788953600084","0.485362525586587","1"
"Acclaimed","2002","Full Time","direct migration background","208","0.415972108287006","0.375258200049231","0.456686016524782","1"
"Acclaimed","2002","Full Time","indirect migration background","91","0.465764563503369","0.398298089807869","0.533231037198869","1"
"Acclaimed","2002","Part Time","direct migration background","67","0.391184858936869","0.312561612187459","0.46980810568628","1"
"Acclaimed","2002","Part Time","indirect migration background","17","","","","1"
"Acclaimed","2002","Not Working","no migration background","29","","","","1"
"Acclaimed","2002","Not Working","direct migration background","2","","","","1"
"Acclaimed","2002","Not Working","indirect migration background","1","","","","1"
"Not paid","2002","Full Time","no migration background","1305","0.192628286934926","0.182132256417548","0.203124317452303","4"
"Not paid","2002","Part Time","no migration background","243","0.146863161344223","0.129155562080207","0.164570760608239","4"
"Not paid","2002","Part Time","direct migration background","18","","","","4"
"Not paid","2002","Full Time","indirect migration background","45","0.199334512782217","0.14530198972848","0.253367035835955","4"
"Not paid","2002","Full Time","direct migration background","73","0.114251113622183","0.087973893324258","0.140528333920108","4"
"Not paid","2002","Part Time","indirect migration background","8","","","","4"
"Not paid","2002","Not Working","no migration background","2","","","","4"
"Not paid","2002","Not Working","direct migration background","1","","","","4"
"Not paid","2002","Not Working","indirect migration background","","","","","4"
"Paid","2002","Part Time","no migration background","222","0.147475327238194","0.129737228676991","0.165213425799397","3"
"Paid","2002","Full Time","no migration background","537","0.113368171616597","0.104930055083663","0.12180628814953","3"
"Paid","2002","Full Time","direct migration background","147","0.269012413305941","0.232382570504136","0.305642256107745","3"
"Paid","2002","Full Time","indirect migration background","27","","","","3"
"Paid","2002","Part Time","direct migration background","34","0.223706383778399","0.156568224592061","0.290844542964737","3"
"Paid","2002","Part Time","indirect migration background","11","","","","3"
"Paid","2002","Not Working","no migration background","11","","","","3"
"Paid","2002","Not Working","direct migration background","1","","","","3"
"Paid","2002","Not Working","indirect migration background","2","","","","3"
"Partly, partly","2002","Part Time","no migration background","253","0.166002935420744","0.147389178162002","0.184616692679485","2"
"Partly, partly","2002","Full Time","indirect migration background","47","0.235743213215939","0.17833451552704","0.293151910904837","2"
"Partly, partly","2002","Full Time","no migration background","1180","0.221927801855142","0.210868082840261","0.232987520870023","2"
"Partly, partly","2002","Full Time","direct migration background","135","0.20076436478487","0.167676051596007","0.233852677973733","2"
"Partly, partly","2002","Part Time","direct migration background","29","","","","2"
"Partly, partly","2002","Not Working","no migration background","7","","","","2"
"Partly, partly","2002","Not Working","direct migration background","","","","","2"
"Partly, partly","2002","Part Time","indirect migration background","11","","","","2"
"Partly, partly","2002","Not Working","indirect migration background","","","","","2"
"Acclaimed","2003","Part Time","no migration background","806","0.556232884676856","0.531006161272044","0.581459608081668","1"
"Acclaimed","2003","Full Time","no migration background","2396","0.49921104545905","0.485514060150725","0.512908030767376","1"
"Acclaimed","2003","Full Time","direct migration background","215","0.460524455986114","0.417094932673819","0.50395397929841","1"
"Acclaimed","2003","Full Time","indirect migration background","85","0.442964096853581","0.371958100793425","0.513970092913738","1"
"Acclaimed","2003","Part Time","direct migration background","62","0.497827762009523","0.413485137189917","0.58217038682913","1"
"Acclaimed","2003","Part Time","indirect migration background","30","0.351683176204573","0.238191743892358","0.465174608516788","1"
"Acclaimed","2003","Not Working","no migration background","32","0.680468104849113","0.558340153528309","0.802596056169918","1"
"Acclaimed","2003","Not Working","direct migration background","1","","","","1"
"Acclaimed","2003","Not Working","indirect migration background","1","","","","1"
"Not paid","2003","Full Time","no migration background","1219","0.19393356885844","0.183102596719793","0.204764540997088","4"
"Not paid","2003","Part Time","no migration background","214","0.128790018734933","0.111781852919888","0.145798184549978","4"
"Not paid","2003","Part Time","direct migration background","10","","","","4"
"Not paid","2003","Full Time","direct migration background","59","0.0917592167810864","0.06660573082784","0.116912702734333","4"
"Not paid","2003","Full Time","indirect migration background","29","","","","4"
"Not paid","2003","Part Time","indirect migration background","7","","","","4"
"Not paid","2003","Not Working","no migration background","6","","","","4"
"Not paid","2003","Not Working","direct migration background","3","","","","4"
"Not paid","2003","Not Working","indirect migration background","2","","","","4"
"Paid","2003","Part Time","no migration background","205","0.145307004907346","0.127413175004652","0.16320083481004","3"
"Paid","2003","Full Time","no migration background","486","0.106990018025197","0.0985225159199046","0.115457520130488","3"
"Paid","2003","Full Time","direct migration background","115","0.234292071348183","0.197387242070582","0.271196900625783","3"
"Paid","2003","Full Time","indirect migration background","29","","","","3"
"Paid","2003","Part Time","direct migration background","31","0.233505310391278","0.162140492347324","0.304870128435232","3"
"Paid","2003","Part Time","indirect migration background","22","","","","3"
"Paid","2003","Not Working","no migration background","13","","","","3"
"Paid","2003","Not Working","direct migration background","1","","","","3"
"Paid","2003","Not Working","indirect migration background","","","","","3"
"Partly, partly","2003","Full Time","indirect migration background","45","0.256963005965251","0.194501897553466","0.319424114377036","2"
"Partly, partly","2003","Part Time","no migration background","265","0.169670091680865","0.150611844963851","0.188728338397879","2"
"Partly, partly","2003","Full Time","no migration background","1018","0.199865367657313","0.188910532828864","0.210820202485761","2"
"Partly, partly","2003","Full Time","direct migration background","117","0.213424255884617","0.177724520629049","0.249123991140184","2"
"Partly, partly","2003","Part Time","direct migration background","32","0.221236876170018","0.151218400000123","0.291255352339914","2"
"Partly, partly","2003","Part Time","indirect migration background","9","","","","2"
"Partly, partly","2003","Not Working","no migration background","5","","","","2"
"Partly, partly","2003","Not Working","direct migration background","","","","","2"
"Partly, partly","2003","Not Working","indirect migration background","1","","","","2"
"Acclaimed","2004","Part Time","no migration background","799","0.5255388400174","0.499977486420167","0.551100193614634","1"
"Acclaimed","2004","Full Time","no migration background","2284","0.489207270935987","0.475260511259423","0.503154030612551","1"
"Acclaimed","2004","Full Time","direct migration background","207","0.444746144873658","0.400336485692587","0.489155804054729","1"
"Acclaimed","2004","Full Time","indirect migration background","91","0.504102307878145","0.43244133924594","0.575763276510351","1"
"Acclaimed","2004","Part Time","direct migration background","64","0.515616583676812","0.429376075420909","0.601857091932714","1"
"Acclaimed","2004","Part Time","indirect migration background","30","0.577733626786776","0.450620276205445","0.704846977368107","1"
"Acclaimed","2004","Not Working","no migration background","15","","","","1"
"Acclaimed","2004","Not Working","direct migration background","2","","","","1"
"Acclaimed","2004","Not Working","indirect migration background","1","","","","1"
"Not paid","2004","Full Time","no migration background","1252","0.211305631889285","0.19991587593829","0.22269538784028","4"
"Not paid","2004","Full Time","indirect migration background","32","0.191948356706014","0.135501593189893","0.248395120222135","4"
"Not paid","2004","Part Time","no migration background","218","0.143237501858505","0.12530504894541","0.161169954771601","4"
"Not paid","2004","Part Time","direct migration background","14","","","","4"
"Not paid","2004","Full Time","direct migration background","72","0.163563821572187","0.13050894179739","0.196618701346985","4"
"Not paid","2004","Part Time","indirect migration background","5","","","","4"
"Not paid","2004","Not Working","no migration background","13","","","","4"
"Not paid","2004","Not Working","direct migration background","","","","","4"
"Not paid","2004","Not Working","indirect migration background","","","","","4"
"Paid","2004","Part Time","no migration background","216","0.165769381191293","0.146733353544385","0.1848054088382","3"
"Paid","2004","Not Working","direct migration background","1","","","","3"
"Paid","2004","Full Time","no migration background","435","0.104929906533267","0.0963795804289365","0.113480232637597","3"
"Paid","2004","Full Time","direct migration background","83","0.16581817380032","0.132581161431769","0.199055186168872","3"
"Paid","2004","Full Time","indirect migration background","23","","","","3"
"Paid","2004","Part Time","direct migration background","33","0.297831541511683","0.218916599990321","0.376746483033044","3"
"Paid","2004","Part Time","indirect migration background","14","","","","3"
"Paid","2004","Not Working","no migration background","4","","","","3"
"Paid","2004","Not Working","indirect migration background","","","","","3"
