"plh0206i01","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2011","35-65 y.","Part Time","","","","","1"
"1 Strongly disagree","2011","35-65 y.","Not Working","","","","","1"
"1 Strongly disagree","2011","66 and older","Full Time","","","","","1"
"1 Strongly disagree","2011","66 and older","Part Time","","","","","1"
"1 Strongly disagree","2011","66 and older","Not Working","","","","","1"
"1 Strongly disagree","2011","16-34 y.","Full Time","","","","","1"
"1 Strongly disagree","2011","16-34 y.","Part Time","","","","","1"
"1 Strongly disagree","2011","16-34 y.","Not Working","","","","","1"
"1 Strongly disagree","2011","35-65 y.","Full Time","","","","","1"
"2 on scale 1-7 ","2011","35-65 y.","Not Working","","","","","2"
"2 on scale 1-7 ","2011","66 and older","Full Time","","","","","2"
"2 on scale 1-7 ","2011","66 and older","Part Time","","","","","2"
"2 on scale 1-7 ","2011","66 and older","Not Working","","","","","2"
"2 on scale 1-7 ","2011","16-34 y.","Full Time","","","","","2"
"2 on scale 1-7 ","2011","16-34 y.","Part Time","","","","","2"
"2 on scale 1-7 ","2011","35-65 y.","Part Time","","","","","2"
"2 on scale 1-7 ","2011","35-65 y.","Full Time","","","","","2"
"2 on scale 1-7 ","2011","16-34 y.","Not Working","","","","","2"
"3 on scale 1-7 ","2011","66 and older","Not Working","","","","","3"
"3 on scale 1-7 ","2011","35-65 y.","Not Working","","","","","3"
"3 on scale 1-7 ","2011","66 and older","Full Time","","","","","3"
"3 on scale 1-7 ","2011","66 and older","Part Time","","","","","3"
"3 on scale 1-7 ","2011","16-34 y.","Full Time","","","","","3"
"3 on scale 1-7 ","2011","16-34 y.","Part Time","","","","","3"
"3 on scale 1-7 ","2011","16-34 y.","Not Working","","","","","3"
"3 on scale 1-7 ","2011","35-65 y.","Part Time","","","","","3"
"3 on scale 1-7 ","2011","35-65 y.","Full Time","","","","","3"
"4 on scale 1-7","2011","66 and older","Full Time","","","","","4"
"4 on scale 1-7","2011","35-65 y.","Not Working","","","","","4"
"4 on scale 1-7","2011","35-65 y.","Part Time","","","","","4"
"4 on scale 1-7","2011","66 and older","Part Time","","","","","4"
"4 on scale 1-7","2011","35-65 y.","Full Time","","","","","4"
"4 on scale 1-7","2011","66 and older","Not Working","","","","","4"
"4 on scale 1-7","2011","16-34 y.","Full Time","","","","","4"
"4 on scale 1-7","2011","16-34 y.","Part Time","","","","","4"
"4 on scale 1-7","2011","16-34 y.","Not Working","","","","","4"
"5 on scale 1-7","2011","35-65 y.","Not Working","","","","","5"
"5 on scale 1-7","2011","66 and older","Full Time","","","","","5"
"5 on scale 1-7","2011","66 and older","Part Time","","","","","5"
"5 on scale 1-7","2011","66 and older","Not Working","","","","","5"
"5 on scale 1-7","2011","16-34 y.","Full Time","","","","","5"
"5 on scale 1-7","2011","16-34 y.","Part Time","","","","","5"
"5 on scale 1-7","2011","16-34 y.","Not Working","","","","","5"
"5 on scale 1-7","2011","35-65 y.","Part Time","","","","","5"
"5 on scale 1-7","2011","35-65 y.","Full Time","","","","","5"
"6 on scale 1-7","2011","35-65 y.","Not Working","","","","","6"
"6 on scale 1-7","2011","66 and older","Full Time","","","","","6"
"6 on scale 1-7","2011","66 and older","Part Time","","","","","6"
"6 on scale 1-7","2011","16-34 y.","Full Time","","","","","6"
"6 on scale 1-7","2011","16-34 y.","Part Time","","","","","6"
"6 on scale 1-7","2011","16-34 y.","Not Working","","","","","6"
"6 on scale 1-7","2011","35-65 y.","Part Time","","","","","6"
"6 on scale 1-7","2011","66 and older","Not Working","","","","","6"
"6 on scale 1-7","2011","35-65 y.","Full Time","","","","","6"
"7 Strongly agree","2011","35-65 y.","Not Working","","","","","7"
"7 Strongly agree","2011","66 and older","Full Time","","","","","7"
"7 Strongly agree","2011","66 and older","Not Working","","","","","7"
"7 Strongly agree","2011","66 and older","Part Time","","","","","7"
"7 Strongly agree","2011","16-34 y.","Full Time","","","","","7"
"7 Strongly agree","2011","16-34 y.","Part Time","","","","","7"
"7 Strongly agree","2011","16-34 y.","Not Working","","","","","7"
"7 Strongly agree","2011","35-65 y.","Full Time","","","","","7"
"7 Strongly agree","2011","35-65 y.","Part Time","","","","","7"
"1 Strongly disagree","2012","66 and older","Full Time","","","","","1"
"1 Strongly disagree","2012","66 and older","Part Time","","","","","1"
"1 Strongly disagree","2012","66 and older","Not Working","","","","","1"
"1 Strongly disagree","2012","35-65 y.","Part Time","","","","","1"
"1 Strongly disagree","2012","35-65 y.","Not Working","","","","","1"
"1 Strongly disagree","2012","16-34 y.","Part Time","","","","","1"
"1 Strongly disagree","2012","16-34 y.","Not Working","","","","","1"
"1 Strongly disagree","2012","35-65 y.","Full Time","","","","","1"
"1 Strongly disagree","2012","16-34 y.","Full Time","","","","","1"
"2 on scale 1-7 ","2012","35-65 y.","Not Working","","","","","2"
"2 on scale 1-7 ","2012","16-34 y.","Full Time","","","","","2"
"2 on scale 1-7 ","2012","35-65 y.","Part Time","","","","","2"
"2 on scale 1-7 ","2012","66 and older","Full Time","","","","","2"
"2 on scale 1-7 ","2012","66 and older","Part Time","","","","","2"
"2 on scale 1-7 ","2012","66 and older","Not Working","","","","","2"
"2 on scale 1-7 ","2012","35-65 y.","Full Time","","","","","2"
"2 on scale 1-7 ","2012","16-34 y.","Part Time","","","","","2"
"2 on scale 1-7 ","2012","16-34 y.","Not Working","","","","","2"
"3 on scale 1-7 ","2012","66 and older","Not Working","","","","","3"
"3 on scale 1-7 ","2012","35-65 y.","Not Working","","","","","3"
"3 on scale 1-7 ","2012","66 and older","Full Time","","","","","3"
"3 on scale 1-7 ","2012","66 and older","Part Time","","","","","3"
"3 on scale 1-7 ","2012","16-34 y.","Not Working","","","","","3"
"3 on scale 1-7 ","2012","35-65 y.","Part Time","","","","","3"
"3 on scale 1-7 ","2012","16-34 y.","Full Time","","","","","3"
"3 on scale 1-7 ","2012","16-34 y.","Part Time","","","","","3"
"3 on scale 1-7 ","2012","35-65 y.","Full Time","","","","","3"
"4 on scale 1-7","2012","66 and older","Part Time","","","","","4"
"4 on scale 1-7","2012","66 and older","Full Time","","","","","4"
"4 on scale 1-7","2012","35-65 y.","Not Working","","","","","4"
"4 on scale 1-7","2012","16-34 y.","Full Time","","","","","4"
"4 on scale 1-7","2012","35-65 y.","Part Time","","","","","4"
"4 on scale 1-7","2012","66 and older","Not Working","","","","","4"
"4 on scale 1-7","2012","35-65 y.","Full Time","","","","","4"
"4 on scale 1-7","2012","16-34 y.","Not Working","","","","","4"
"4 on scale 1-7","2012","16-34 y.","Part Time","","","","","4"
"5 on scale 1-7","2012","35-65 y.","Not Working","","","","","5"
"5 on scale 1-7","2012","66 and older","Part Time","","","","","5"
"5 on scale 1-7","2012","66 and older","Not Working","","","","","5"
"5 on scale 1-7","2012","35-65 y.","Part Time","","","","","5"
"5 on scale 1-7","2012","66 and older","Full Time","","","","","5"
"5 on scale 1-7","2012","16-34 y.","Part Time","","","","","5"
"5 on scale 1-7","2012","16-34 y.","Not Working","","","","","5"
"5 on scale 1-7","2012","35-65 y.","Full Time","","","","","5"
"5 on scale 1-7","2012","16-34 y.","Full Time","","","","","5"
"6 on scale 1-7","2012","66 and older","Full Time","","","","","6"
"6 on scale 1-7","2012","66 and older","Part Time","","","","","6"
"6 on scale 1-7","2012","35-65 y.","Not Working","","","","","6"
"6 on scale 1-7","2012","16-34 y.","Full Time","","","","","6"
"6 on scale 1-7","2012","16-34 y.","Part Time","","","","","6"
"6 on scale 1-7","2012","16-34 y.","Not Working","","","","","6"
"6 on scale 1-7","2012","35-65 y.","Part Time","","","","","6"
"6 on scale 1-7","2012","66 and older","Not Working","","","","","6"
"6 on scale 1-7","2012","35-65 y.","Full Time","","","","","6"
"7 Strongly agree","2012","66 and older","Not Working","","","","","7"
"7 Strongly agree","2012","35-65 y.","Not Working","","","","","7"
"7 Strongly agree","2012","66 and older","Full Time","","","","","7"
"7 Strongly agree","2012","66 and older","Part Time","","","","","7"
"7 Strongly agree","2012","35-65 y.","Full Time","","","","","7"
"7 Strongly agree","2012","35-65 y.","Part Time","","","","","7"
"7 Strongly agree","2012","16-34 y.","Full Time","","","","","7"
"7 Strongly agree","2012","16-34 y.","Part Time","","","","","7"
"7 Strongly agree","2012","16-34 y.","Not Working","","","","","7"
"1 Strongly disagree","2013","35-65 y.","Part Time","","","","","1"
"1 Strongly disagree","2013","35-65 y.","Not Working","","","","","1"
"1 Strongly disagree","2013","66 and older","Full Time","","","","","1"
"1 Strongly disagree","2013","66 and older","Part Time","","","","","1"
"1 Strongly disagree","2013","66 and older","Not Working","","","","","1"
"1 Strongly disagree","2013","16-34 y.","Part Time","","","","","1"
"1 Strongly disagree","2013","16-34 y.","Full Time","","","","","1"
"1 Strongly disagree","2013","16-34 y.","Not Working","","","","","1"
"1 Strongly disagree","2013","35-65 y.","Full Time","","","","","1"
"2 on scale 1-7 ","2013","35-65 y.","Not Working","","","","","2"
"2 on scale 1-7 ","2013","16-34 y.","Full Time","","","","","2"
"2 on scale 1-7 ","2013","35-65 y.","Part Time","","","","","2"
"2 on scale 1-7 ","2013","66 and older","Full Time","","","","","2"
"2 on scale 1-7 ","2013","66 and older","Part Time","","","","","2"
"2 on scale 1-7 ","2013","66 and older","Not Working","","","","","2"
"2 on scale 1-7 ","2013","16-34 y.","Part Time","","","","","2"
"2 on scale 1-7 ","2013","16-34 y.","Not Working","","","","","2"
"2 on scale 1-7 ","2013","35-65 y.","Full Time","","","","","2"
"3 on scale 1-7 ","2013","35-65 y.","Not Working","","","","","3"
"3 on scale 1-7 ","2013","35-65 y.","Part Time","","","","","3"
"3 on scale 1-7 ","2013","66 and older","Full Time","","","","","3"
"3 on scale 1-7 ","2013","66 and older","Part Time","","","","","3"
"3 on scale 1-7 ","2013","66 and older","Not Working","","","","","3"
"3 on scale 1-7 ","2013","16-34 y.","Full Time","","","","","3"
"3 on scale 1-7 ","2013","16-34 y.","Part Time","","","","","3"
"3 on scale 1-7 ","2013","16-34 y.","Not Working","","","","","3"
"3 on scale 1-7 ","2013","35-65 y.","Full Time","","","","","3"
"4 on scale 1-7","2013","66 and older","Full Time","","","","","4"
"4 on scale 1-7","2013","66 and older","Part Time","","","","","4"
"4 on scale 1-7","2013","66 and older","Not Working","","","","","4"
"4 on scale 1-7","2013","16-34 y.","Full Time","","","","","4"
"4 on scale 1-7","2013","35-65 y.","Not Working","","","","","4"
"4 on scale 1-7","2013","16-34 y.","Part Time","","","","","4"
"4 on scale 1-7","2013","35-65 y.","Part Time","","","","","4"
"4 on scale 1-7","2013","35-65 y.","Full Time","","","","","4"
"4 on scale 1-7","2013","16-34 y.","Not Working","","","","","4"
"5 on scale 1-7","2013","35-65 y.","Not Working","","","","","5"
"5 on scale 1-7","2013","35-65 y.","Part Time","","","","","5"
"5 on scale 1-7","2013","66 and older","Full Time","","","","","5"
"5 on scale 1-7","2013","66 and older","Part Time","","","","","5"
"5 on scale 1-7","2013","66 and older","Not Working","","","","","5"
"5 on scale 1-7","2013","16-34 y.","Part Time","","","","","5"
"5 on scale 1-7","2013","16-34 y.","Not Working","","","","","5"
"5 on scale 1-7","2013","35-65 y.","Full Time","","","","","5"
"5 on scale 1-7","2013","16-34 y.","Full Time","","","","","5"
"6 on scale 1-7","2013","66 and older","Full Time","","","","","6"
"6 on scale 1-7","2013","35-65 y.","Not Working","","","","","6"
"6 on scale 1-7","2013","35-65 y.","Part Time","","","","","6"
"6 on scale 1-7","2013","66 and older","Part Time","","","","","6"
"6 on scale 1-7","2013","66 and older","Not Working","","","","","6"
"6 on scale 1-7","2013","16-34 y.","Full Time","","","","","6"
"6 on scale 1-7","2013","16-34 y.","Part Time","","","","","6"
"6 on scale 1-7","2013","16-34 y.","Not Working","","","","","6"
"6 on scale 1-7","2013","35-65 y.","Full Time","","","","","6"
"7 Strongly agree","2013","35-65 y.","Not Working","","","","","7"
"7 Strongly agree","2013","66 and older","Full Time","","","","","7"
"7 Strongly agree","2013","66 and older","Part Time","","","","","7"
"7 Strongly agree","2013","66 and older","Not Working","","","","","7"
"7 Strongly agree","2013","16-34 y.","Full Time","","","","","7"
"7 Strongly agree","2013","16-34 y.","Part Time","","","","","7"
"7 Strongly agree","2013","16-34 y.","Not Working","","","","","7"
"7 Strongly agree","2013","35-65 y.","Full Time","","","","","7"
"7 Strongly agree","2013","35-65 y.","Part Time","","","","","7"
"1 Strongly disagree","2014","35-65 y.","Part Time","","","","","1"
"1 Strongly disagree","2014","35-65 y.","Not Working","","","","","1"
"1 Strongly disagree","2014","66 and older","Full Time","","","","","1"
"1 Strongly disagree","2014","66 and older","Part Time","","","","","1"
"1 Strongly disagree","2014","66 and older","Not Working","","","","","1"
"1 Strongly disagree","2014","16-34 y.","Full Time","","","","","1"
"1 Strongly disagree","2014","16-34 y.","Part Time","","","","","1"
"1 Strongly disagree","2014","16-34 y.","Not Working","","","","","1"
"1 Strongly disagree","2014","35-65 y.","Full Time","","","","","1"
"2 on scale 1-7 ","2014","66 and older","Part Time","","","","","2"
"2 on scale 1-7 ","2014","35-65 y.","Not Working","","","","","2"
"2 on scale 1-7 ","2014","66 and older","Full Time","","","","","2"
"2 on scale 1-7 ","2014","66 and older","Not Working","","","","","2"
"2 on scale 1-7 ","2014","16-34 y.","Full Time","","","","","2"
"2 on scale 1-7 ","2014","35-65 y.","Part Time","","","","","2"
"2 on scale 1-7 ","2014","16-34 y.","Not Working","","","","","2"
"2 on scale 1-7 ","2014","16-34 y.","Part Time","","","","","2"
"2 on scale 1-7 ","2014","35-65 y.","Full Time","","","","","2"
"3 on scale 1-7 ","2014","35-65 y.","Not Working","","","","","3"
"3 on scale 1-7 ","2014","35-65 y.","Part Time","","","","","3"
"3 on scale 1-7 ","2014","66 and older","Full Time","","","","","3"
"3 on scale 1-7 ","2014","66 and older","Part Time","","","","","3"
"3 on scale 1-7 ","2014","66 and older","Not Working","","","","","3"
"3 on scale 1-7 ","2014","16-34 y.","Full Time","","","","","3"
"3 on scale 1-7 ","2014","16-34 y.","Part Time","","","","","3"
"3 on scale 1-7 ","2014","16-34 y.","Not Working","","","","","3"
"3 on scale 1-7 ","2014","35-65 y.","Full Time","","","","","3"
"4 on scale 1-7","2014","66 and older","Part Time","","","","","4"
"4 on scale 1-7","2014","66 and older","Full Time","","","","","4"
"4 on scale 1-7","2014","66 and older","Not Working","","","","","4"
"4 on scale 1-7","2014","16-34 y.","Full Time","","","","","4"
"4 on scale 1-7","2014","16-34 y.","Part Time","","","","","4"
"4 on scale 1-7","2014","35-65 y.","Not Working","","","","","4"
"4 on scale 1-7","2014","35-65 y.","Part Time","","","","","4"
"4 on scale 1-7","2014","16-34 y.","Not Working","","","","","4"
"4 on scale 1-7","2014","35-65 y.","Full Time","","","","","4"
"5 on scale 1-7","2014","35-65 y.","Not Working","","","","","5"
"5 on scale 1-7","2014","66 and older","Full Time","","","","","5"
"5 on scale 1-7","2014","35-65 y.","Part Time","","","","","5"
"5 on scale 1-7","2014","66 and older","Part Time","","","","","5"
"5 on scale 1-7","2014","66 and older","Not Working","","","","","5"
"5 on scale 1-7","2014","16-34 y.","Part Time","","","","","5"
"5 on scale 1-7","2014","16-34 y.","Not Working","","","","","5"
"5 on scale 1-7","2014","35-65 y.","Full Time","","","","","5"
"5 on scale 1-7","2014","16-34 y.","Full Time","","","","","5"
"6 on scale 1-7","2014","66 and older","Part Time","","","","","6"
"6 on scale 1-7","2014","35-65 y.","Not Working","","","","","6"
"6 on scale 1-7","2014","66 and older","Full Time","","","","","6"
"6 on scale 1-7","2014","16-34 y.","Full Time","","","","","6"
"6 on scale 1-7","2014","35-65 y.","Part Time","","","","","6"
"6 on scale 1-7","2014","66 and older","Not Working","","","","","6"
"6 on scale 1-7","2014","16-34 y.","Part Time","","","","","6"
"6 on scale 1-7","2014","16-34 y.","Not Working","","","","","6"
"6 on scale 1-7","2014","35-65 y.","Full Time","","","","","6"
"7 Strongly agree","2014","35-65 y.","Not Working","","","","","7"
"7 Strongly agree","2014","66 and older","Full Time","","","","","7"
"7 Strongly agree","2014","66 and older","Not Working","","","","","7"
"7 Strongly agree","2014","66 and older","Part Time","","","","","7"
"7 Strongly agree","2014","16-34 y.","Full Time","","","","","7"
"7 Strongly agree","2014","16-34 y.","Part Time","","","","","7"
"7 Strongly agree","2014","16-34 y.","Not Working","","","","","7"
"7 Strongly agree","2014","35-65 y.","Full Time","","","","","7"
"7 Strongly agree","2014","35-65 y.","Part Time","","","","","7"
"1 Strongly disagree","2015","35-65 y.","Part Time","19","","","","1"
"1 Strongly disagree","2015","35-65 y.","Not Working","12","","","","1"
"1 Strongly disagree","2015","66 and older","Full Time","2","","","","1"
"1 Strongly disagree","2015","66 and older","Part Time","","","","","1"
"1 Strongly disagree","2015","66 and older","Not Working","15","","","","1"
"1 Strongly disagree","2015","16-34 y.","Full Time","7","","","","1"
"1 Strongly disagree","2015","16-34 y.","Part Time","6","","","","1"
"1 Strongly disagree","2015","16-34 y.","Not Working","9","","","","1"
"1 Strongly disagree","2015","35-65 y.","Full Time","25","","","","1"
"2 on scale 1-7 ","2015","66 and older","Not Working","18","","","","2"
"2 on scale 1-7 ","2015","35-65 y.","Not Working","22","","","","2"
"2 on scale 1-7 ","2015","66 and older","Full Time","","","","","2"
"2 on scale 1-7 ","2015","66 and older","Part Time","2","","","","2"
"2 on scale 1-7 ","2015","16-34 y.","Full Time","9","","","","2"
"2 on scale 1-7 ","2015","35-65 y.","Part Time","30","0.00520765572177349","0.00315971523219433","0.00725559621135265","2"
"2 on scale 1-7 ","2015","16-34 y.","Not Working","9","","","","2"
"2 on scale 1-7 ","2015","35-65 y.","Full Time","32","0.00441326288549379","0.00288344518280587","0.00594308058818172","2"
"2 on scale 1-7 ","2015","16-34 y.","Part Time","6","","","","2"
"3 on scale 1-7 ","2015","66 and older","Full Time","1","","","","3"
"3 on scale 1-7 ","2015","35-65 y.","Not Working","33","0.0111430716354911","0.00750835106439957","0.0147777922065826","3"
"3 on scale 1-7 ","2015","35-65 y.","Part Time","44","0.00890457081063183","0.00623160000631698","0.0115775416149467","3"
"3 on scale 1-7 ","2015","66 and older","Part Time","2","","","","3"
"3 on scale 1-7 ","2015","35-65 y.","Full Time","60","0.00737400875101511","0.00539947356289554","0.00934854393913468","3"
"3 on scale 1-7 ","2015","66 and older","Not Working","29","","","","3"
"3 on scale 1-7 ","2015","16-34 y.","Full Time","15","","","","3"
"3 on scale 1-7 ","2015","16-34 y.","Part Time","10","","","","3"
"3 on scale 1-7 ","2015","16-34 y.","Not Working","18","","","","3"
"4 on scale 1-7","2015","66 and older","Part Time","15","","","","4"
"4 on scale 1-7","2015","66 and older","Not Working","138","0.0305270105427644","0.025463400625116","0.0355906204604129","4"
"4 on scale 1-7","2015","16-34 y.","Full Time","68","0.0292269363768004","0.0221883206370065","0.0362655521165943","4"
"4 on scale 1-7","2015","16-34 y.","Part Time","51","0.0215315892849026","0.0150760143542592","0.027987164215546","4"
"4 on scale 1-7","2015","16-34 y.","Not Working","84","0.0304072236445112","0.0236912682274585","0.0371231790615638","4"
"4 on scale 1-7","2015","35-65 y.","Not Working","114","0.0314070462581753","0.0253677541357312","0.0374463383806194","4"
"4 on scale 1-7","2015","66 and older","Full Time","2","","","","4"
"4 on scale 1-7","2015","35-65 y.","Part Time","127","0.0257311886078105","0.0212261418101518","0.0302362354054692","4"
"4 on scale 1-7","2015","35-65 y.","Full Time","212","0.0245534935052477","0.0209817636228372","0.0281252233876581","4"
"5 on scale 1-7","2015","66 and older","Full Time","7","","","","5"
"5 on scale 1-7","2015","35-65 y.","Not Working","263","0.0888973907488227","0.07904299522354","0.0987517862741053","5"
"5 on scale 1-7","2015","16-34 y.","Part Time","144","0.072189828193337","0.060679411470831","0.083700244915843","5"
"5 on scale 1-7","2015","35-65 y.","Part Time","372","0.0833481518410251","0.075483487734992","0.0912128159470582","5"
"5 on scale 1-7","2015","66 and older","Part Time","34","0.0786675235499149","0.0531918676419171","0.104143179457913","5"
"5 on scale 1-7","2015","66 and older","Not Working","433","0.0941648509075822","0.0855683989089103","0.102761302906254","5"
"5 on scale 1-7","2015","16-34 y.","Full Time","163","0.0863229690225934","0.0745876124795089","0.0980583255656778","5"
"5 on scale 1-7","2015","16-34 y.","Not Working","185","0.0899770990333017","0.0787848622659895","0.101169335800614","5"
"5 on scale 1-7","2015","35-65 y.","Full Time","564","0.0763158868103007","0.0701883003673451","0.0824434732532563","5"
"6 on scale 1-7","2015","66 and older","Full Time","25","","","","6"
"6 on scale 1-7","2015","35-65 y.","Not Working","731","0.257915407954492","0.242766993162149","0.273063822746835","6"
"6 on scale 1-7","2015","66 and older","Part Time","120","0.249102043873843","0.208176114401152","0.290027973346533","6"
"6 on scale 1-7","2015","16-34 y.","Full Time","582","0.261439627849887","0.243077819094429","0.279801436605345","6"
"6 on scale 1-7","2015","35-65 y.","Part Time","1267","0.26397945089221","0.251437646788555","0.276521254995865","6"
"6 on scale 1-7","2015","16-34 y.","Part Time","517","0.291861423887276","0.271641898677135","0.312080949097417","6"
"6 on scale 1-7","2015","16-34 y.","Not Working","617","0.269879559003191","0.252517269867131","0.287241848139251","6"
"6 on scale 1-7","2015","66 and older","Not Working","1297","0.278570806672523","0.265375639287046","0.291765974058","6"
"6 on scale 1-7","2015","35-65 y.","Full Time","2119","0.303236697942027","0.292628203682048","0.313845192202006","6"
"7 Strongly agree","2015","35-65 y.","Not Working","2029","0.598266260137854","0.581290929316944","0.615241590958764","7"
"7 Strongly agree","2015","66 and older","Full Time","49","0.581549189361777","0.477290010650067","0.685808368073486","7"
"7 Strongly agree","2015","66 and older","Part Time","256","0.630195275793553","0.584513472017106","0.67587707957","7"
"7 Strongly agree","2015","66 and older","Not Working","2504","0.580686171402382","0.566162026229519","0.595210316575245","7"
"7 Strongly agree","2015","16-34 y.","Full Time","1356","0.607787075115722","0.587385042787829","0.628189107443615","7"
"7 Strongly agree","2015","16-34 y.","Part Time","1208","0.604611319173273","0.582865602208861","0.626357036137686","7"
"7 Strongly agree","2015","16-34 y.","Not Working","1589","0.598572556814647","0.579399707232968","0.617745406396325","7"
"7 Strongly agree","2015","35-65 y.","Full Time","4200","0.580665874329863","0.569277454020391","0.592054294639334","7"
"7 Strongly agree","2015","35-65 y.","Part Time","2886","0.608433495771735","0.594545508586909","0.622321482956561","7"
"1 Strongly disagree","2016","35-65 y.","Part Time","","","","","1"
"1 Strongly disagree","2016","35-65 y.","Not Working","10","","","","1"
"1 Strongly disagree","2016","66 and older","Full Time","","","","","1"
"1 Strongly disagree","2016","66 and older","Part Time","","","","","1"
"1 Strongly disagree","2016","66 and older","Not Working","","","","","1"
"1 Strongly disagree","2016","16-34 y.","Part Time","","","","","1"
"1 Strongly disagree","2016","16-34 y.","Not Working","20","","","","1"
"1 Strongly disagree","2016","35-65 y.","Full Time","","","","","1"
"1 Strongly disagree","2016","16-34 y.","Full Time","","","","","1"
"2 on scale 1-7 ","2016","35-65 y.","Not Working","4","","","","2"
"2 on scale 1-7 ","2016","35-65 y.","Part Time","","","","","2"
"2 on scale 1-7 ","2016","66 and older","Not Working","","","","","2"
"2 on scale 1-7 ","2016","66 and older","Full Time","","","","","2"
"2 on scale 1-7 ","2016","66 and older","Part Time","","","","","2"
"2 on scale 1-7 ","2016","16-34 y.","Full Time","","","","","2"
"2 on scale 1-7 ","2016","16-34 y.","Part Time","","","","","2"
"2 on scale 1-7 ","2016","16-34 y.","Not Working","6","","","","2"
"2 on scale 1-7 ","2016","35-65 y.","Full Time","","","","","2"
"3 on scale 1-7 ","2016","35-65 y.","Part Time","","","","","3"
"3 on scale 1-7 ","2016","66 and older","Full Time","","","","","3"
"3 on scale 1-7 ","2016","35-65 y.","Not Working","7","","","","3"
"3 on scale 1-7 ","2016","66 and older","Part Time","","","","","3"
"3 on scale 1-7 ","2016","66 and older","Not Working","1","","","","3"
"3 on scale 1-7 ","2016","16-34 y.","Full Time","","","","","3"
"3 on scale 1-7 ","2016","35-65 y.","Full Time","","","","","3"
"3 on scale 1-7 ","2016","16-34 y.","Part Time","","","","","3"
"3 on scale 1-7 ","2016","16-34 y.","Not Working","16","","","","3"
"4 on scale 1-7","2016","66 and older","Not Working","1","","","","4"
"4 on scale 1-7","2016","66 and older","Part Time","","","","","4"
"4 on scale 1-7","2016","35-65 y.","Not Working","16","","","","4"
"4 on scale 1-7","2016","16-34 y.","Full Time","","","","","4"
"4 on scale 1-7","2016","16-34 y.","Part Time","","","","","4"
"4 on scale 1-7","2016","16-34 y.","Not Working","37","0.0367581957338651","0.0293924677165994","0.0441239237511308","4"
"4 on scale 1-7","2016","66 and older","Full Time","","","","","4"
"4 on scale 1-7","2016","35-65 y.","Part Time","","","","","4"
"4 on scale 1-7","2016","35-65 y.","Full Time","","","","","4"
"5 on scale 1-7","2016","66 and older","Full Time","","","","","5"
"5 on scale 1-7","2016","35-65 y.","Not Working","34","0.0448052218524003","0.0353603578414999","0.0542500858633007","5"
"5 on scale 1-7","2016","16-34 y.","Full Time","","","","","5"
"5 on scale 1-7","2016","16-34 y.","Part Time","","","","","5"
"5 on scale 1-7","2016","35-65 y.","Part Time","","","","","5"
"5 on scale 1-7","2016","66 and older","Part Time","","","","","5"
"5 on scale 1-7","2016","66 and older","Not Working","3","","","","5"
"5 on scale 1-7","2016","16-34 y.","Not Working","61","0.0552616903800134","0.046317546642494","0.0642058341175327","5"
"5 on scale 1-7","2016","35-65 y.","Full Time","","","","","5"
"6 on scale 1-7","2016","66 and older","Full Time","","","","","6"
"6 on scale 1-7","2016","35-65 y.","Not Working","76","0.145459906558386","0.129363708863521","0.161556104253251","6"
"6 on scale 1-7","2016","66 and older","Part Time","","","","","6"
"6 on scale 1-7","2016","16-34 y.","Full Time","","","","","6"
"6 on scale 1-7","2016","16-34 y.","Part Time","","","","","6"
"6 on scale 1-7","2016","35-65 y.","Part Time","","","","","6"
"6 on scale 1-7","2016","66 and older","Not Working","1","","","","6"
"6 on scale 1-7","2016","16-34 y.","Not Working","147","0.113655593867075","0.10123141812617","0.126079769607979","6"
"6 on scale 1-7","2016","35-65 y.","Full Time","","","","","6"
"7 Strongly agree","2016","66 and older","Not Working","22","","","","7"
"7 Strongly agree","2016","35-65 y.","Not Working","1696","0.785763942274542","0.76703221805102","0.804495666498064","7"
"7 Strongly agree","2016","66 and older","Full Time","","","","","7"
"7 Strongly agree","2016","66 and older","Part Time","","","","","7"
"7 Strongly agree","2016","16-34 y.","Full Time","","","","","7"
"7 Strongly agree","2016","16-34 y.","Part Time","","","","","7"
"7 Strongly agree","2016","16-34 y.","Not Working","2220","0.76297850410395","0.74633208047534","0.77962492773256","7"
"7 Strongly agree","2016","35-65 y.","Full Time","","","","","7"
"7 Strongly agree","2016","35-65 y.","Part Time","","","","","7"
"1 Strongly disagree","2017","35-65 y.","Part Time","","","","","1"
"1 Strongly disagree","2017","35-65 y.","Not Working","3","","","","1"
"1 Strongly disagree","2017","66 and older","Full Time","","","","","1"
"1 Strongly disagree","2017","66 and older","Part Time","","","","","1"
"1 Strongly disagree","2017","66 and older","Not Working","","","","","1"
"1 Strongly disagree","2017","16-34 y.","Not Working","6","","","","1"
"1 Strongly disagree","2017","16-34 y.","Full Time","","","","","1"
"1 Strongly disagree","2017","16-34 y.","Part Time","","","","","1"
"1 Strongly disagree","2017","35-65 y.","Full Time","","","","","1"
"2 on scale 1-7 ","2017","35-65 y.","Not Working","1","","","","2"
"2 on scale 1-7 ","2017","66 and older","Full Time","","","","","2"
"2 on scale 1-7 ","2017","35-65 y.","Part Time","","","","","2"
"2 on scale 1-7 ","2017","66 and older","Part Time","","","","","2"
"2 on scale 1-7 ","2017","66 and older","Not Working","","","","","2"
"2 on scale 1-7 ","2017","16-34 y.","Full Time","","","","","2"
