"plh0206i01","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"6 on scale 1-7","2008","(2c_gen) general maturity certificate","West Germany","","","",""
"6 on scale 1-7","2008","(2c_gen) general maturity certificate","East Germany","","","",""
"6 on scale 1-7","2008","(2c_voc) vocational maturity certificate","West Germany","","","",""
"6 on scale 1-7","2008","(2c_voc) vocational maturity certificate","East Germany","","","",""
"6 on scale 1-7","2008","(3a) lower tertiary education","West Germany","","","",""
"6 on scale 1-7","2008","(3a) lower tertiary education","East Germany","","","",""
"6 on scale 1-7","2008","(3b) higher tertiary education","West Germany","","","",""
"6 on scale 1-7","2008","(3b) higher tertiary education","East Germany","","","",""
"7 Strongly agree","2008","(0) in school","West Germany","","","",""
"7 Strongly agree","2008","(0) in school","East Germany","","","",""
"7 Strongly agree","2008","(1a) inadequately completed","West Germany","","","",""
"7 Strongly agree","2008","(1a) inadequately completed","East Germany","","","",""
"7 Strongly agree","2008","(1b) general elementary school","West Germany","","","",""
"7 Strongly agree","2008","(1b) general elementary school","East Germany","","","",""
"7 Strongly agree","2008","(1c) basic vocational qualification","West Germany","","","",""
"7 Strongly agree","2008","(1c) basic vocational qualification","East Germany","","","",""
"7 Strongly agree","2008","(2b) intermediate general qualification","West Germany","","","",""
"7 Strongly agree","2008","(2b) intermediate general qualification","East Germany","","","",""
"7 Strongly agree","2008","(2a) intermediate vocational","West Germany","","","",""
"7 Strongly agree","2008","(2a) intermediate vocational","East Germany","","","",""
"7 Strongly agree","2008","(2c_gen) general maturity certificate","West Germany","","","",""
"7 Strongly agree","2008","(2c_gen) general maturity certificate","East Germany","","","",""
"7 Strongly agree","2008","(2c_voc) vocational maturity certificate","West Germany","","","",""
"7 Strongly agree","2008","(2c_voc) vocational maturity certificate","East Germany","","","",""
"7 Strongly agree","2008","(3a) lower tertiary education","West Germany","","","",""
"7 Strongly agree","2008","(3a) lower tertiary education","East Germany","","","",""
"7 Strongly agree","2008","(3b) higher tertiary education","West Germany","","","",""
"7 Strongly agree","2008","(3b) higher tertiary education","East Germany","","","",""
"1 Strongly disagree","2009","(0) in school","West Germany","","","",""
"1 Strongly disagree","2009","(0) in school","East Germany","","","",""
"1 Strongly disagree","2009","(1a) inadequately completed","West Germany","","","",""
"1 Strongly disagree","2009","(1a) inadequately completed","East Germany","","","",""
"1 Strongly disagree","2009","(1b) general elementary school","West Germany","","","",""
"1 Strongly disagree","2009","(1b) general elementary school","East Germany","","","",""
"1 Strongly disagree","2009","(1c) basic vocational qualification","West Germany","","","",""
"1 Strongly disagree","2009","(1c) basic vocational qualification","East Germany","","","",""
"1 Strongly disagree","2009","(2b) intermediate general qualification","West Germany","","","",""
"1 Strongly disagree","2009","(2b) intermediate general qualification","East Germany","","","",""
"1 Strongly disagree","2009","(2a) intermediate vocational","West Germany","","","",""
"1 Strongly disagree","2009","(2a) intermediate vocational","East Germany","","","",""
"1 Strongly disagree","2009","(2c_gen) general maturity certificate","West Germany","","","",""
"1 Strongly disagree","2009","(2c_gen) general maturity certificate","East Germany","","","",""
"1 Strongly disagree","2009","(2c_voc) vocational maturity certificate","West Germany","","","",""
"1 Strongly disagree","2009","(2c_voc) vocational maturity certificate","East Germany","","","",""
"1 Strongly disagree","2009","(3a) lower tertiary education","West Germany","","","",""
"1 Strongly disagree","2009","(3a) lower tertiary education","East Germany","","","",""
"1 Strongly disagree","2009","(3b) higher tertiary education","West Germany","","","",""
"1 Strongly disagree","2009","(3b) higher tertiary education","East Germany","","","",""
"2 on scale 1-7 ","2009","(0) in school","West Germany","","","",""
"2 on scale 1-7 ","2009","(0) in school","East Germany","","","",""
"2 on scale 1-7 ","2009","(1a) inadequately completed","West Germany","","","",""
"2 on scale 1-7 ","2009","(1a) inadequately completed","East Germany","","","",""
"2 on scale 1-7 ","2009","(1b) general elementary school","West Germany","","","",""
"2 on scale 1-7 ","2009","(1b) general elementary school","East Germany","","","",""
"2 on scale 1-7 ","2009","(1c) basic vocational qualification","West Germany","","","",""
"2 on scale 1-7 ","2009","(1c) basic vocational qualification","East Germany","","","",""
"2 on scale 1-7 ","2009","(2b) intermediate general qualification","West Germany","","","",""
"2 on scale 1-7 ","2009","(2b) intermediate general qualification","East Germany","","","",""
"2 on scale 1-7 ","2009","(2a) intermediate vocational","West Germany","","","",""
"2 on scale 1-7 ","2009","(2a) intermediate vocational","East Germany","","","",""
"2 on scale 1-7 ","2009","(2c_gen) general maturity certificate","West Germany","","","",""
"2 on scale 1-7 ","2009","(2c_gen) general maturity certificate","East Germany","","","",""
"2 on scale 1-7 ","2009","(2c_voc) vocational maturity certificate","West Germany","","","",""
"2 on scale 1-7 ","2009","(2c_voc) vocational maturity certificate","East Germany","","","",""
"2 on scale 1-7 ","2009","(3a) lower tertiary education","West Germany","","","",""
"2 on scale 1-7 ","2009","(3a) lower tertiary education","East Germany","","","",""
"2 on scale 1-7 ","2009","(3b) higher tertiary education","West Germany","","","",""
"2 on scale 1-7 ","2009","(3b) higher tertiary education","East Germany","","","",""
"3 on scale 1-7 ","2009","(0) in school","West Germany","","","",""
"3 on scale 1-7 ","2009","(0) in school","East Germany","","","",""
"3 on scale 1-7 ","2009","(1a) inadequately completed","West Germany","","","",""
"3 on scale 1-7 ","2009","(1a) inadequately completed","East Germany","","","",""
"3 on scale 1-7 ","2009","(1b) general elementary school","West Germany","","","",""
"3 on scale 1-7 ","2009","(1b) general elementary school","East Germany","","","",""
"3 on scale 1-7 ","2009","(1c) basic vocational qualification","West Germany","","","",""
"3 on scale 1-7 ","2009","(1c) basic vocational qualification","East Germany","","","",""
"3 on scale 1-7 ","2009","(2b) intermediate general qualification","West Germany","","","",""
"3 on scale 1-7 ","2009","(2b) intermediate general qualification","East Germany","","","",""
"3 on scale 1-7 ","2009","(2a) intermediate vocational","West Germany","","","",""
"3 on scale 1-7 ","2009","(2a) intermediate vocational","East Germany","","","",""
"3 on scale 1-7 ","2009","(2c_gen) general maturity certificate","West Germany","","","",""
"3 on scale 1-7 ","2009","(2c_gen) general maturity certificate","East Germany","","","",""
"3 on scale 1-7 ","2009","(2c_voc) vocational maturity certificate","West Germany","","","",""
"3 on scale 1-7 ","2009","(2c_voc) vocational maturity certificate","East Germany","","","",""
"3 on scale 1-7 ","2009","(3a) lower tertiary education","West Germany","","","",""
"3 on scale 1-7 ","2009","(3a) lower tertiary education","East Germany","","","",""
"3 on scale 1-7 ","2009","(3b) higher tertiary education","West Germany","","","",""
"3 on scale 1-7 ","2009","(3b) higher tertiary education","East Germany","","","",""
"4 on scale 1-7","2009","(0) in school","West Germany","","","",""
"4 on scale 1-7","2009","(0) in school","East Germany","","","",""
"4 on scale 1-7","2009","(1a) inadequately completed","West Germany","","","",""
"4 on scale 1-7","2009","(1a) inadequately completed","East Germany","","","",""
"4 on scale 1-7","2009","(1b) general elementary school","West Germany","","","",""
"4 on scale 1-7","2009","(1b) general elementary school","East Germany","","","",""
"4 on scale 1-7","2009","(1c) basic vocational qualification","West Germany","","","",""
"4 on scale 1-7","2009","(1c) basic vocational qualification","East Germany","","","",""
"4 on scale 1-7","2009","(2b) intermediate general qualification","West Germany","","","",""
"4 on scale 1-7","2009","(2b) intermediate general qualification","East Germany","","","",""
"4 on scale 1-7","2009","(2a) intermediate vocational","West Germany","","","",""
"4 on scale 1-7","2009","(2a) intermediate vocational","East Germany","","","",""
"4 on scale 1-7","2009","(2c_gen) general maturity certificate","West Germany","","","",""
"4 on scale 1-7","2009","(2c_gen) general maturity certificate","East Germany","","","",""
"4 on scale 1-7","2009","(2c_voc) vocational maturity certificate","West Germany","","","",""
"4 on scale 1-7","2009","(2c_voc) vocational maturity certificate","East Germany","","","",""
"4 on scale 1-7","2009","(3a) lower tertiary education","West Germany","","","",""
"4 on scale 1-7","2009","(3a) lower tertiary education","East Germany","","","",""
"4 on scale 1-7","2009","(3b) higher tertiary education","West Germany","","","",""
"4 on scale 1-7","2009","(3b) higher tertiary education","East Germany","","","",""
"5 on scale 1-7","2009","(0) in school","West Germany","","","",""
"5 on scale 1-7","2009","(0) in school","East Germany","","","",""
"5 on scale 1-7","2009","(1a) inadequately completed","West Germany","","","",""
"5 on scale 1-7","2009","(1a) inadequately completed","East Germany","","","",""
"5 on scale 1-7","2009","(1b) general elementary school","West Germany","","","",""
"5 on scale 1-7","2009","(1b) general elementary school","East Germany","","","",""
"5 on scale 1-7","2009","(1c) basic vocational qualification","West Germany","","","",""
"5 on scale 1-7","2009","(1c) basic vocational qualification","East Germany","","","",""
"5 on scale 1-7","2009","(2b) intermediate general qualification","West Germany","","","",""
"5 on scale 1-7","2009","(2b) intermediate general qualification","East Germany","","","",""
"5 on scale 1-7","2009","(2a) intermediate vocational","West Germany","","","",""
"5 on scale 1-7","2009","(2a) intermediate vocational","East Germany","","","",""
"5 on scale 1-7","2009","(2c_gen) general maturity certificate","West Germany","","","",""
"5 on scale 1-7","2009","(2c_gen) general maturity certificate","East Germany","","","",""
"5 on scale 1-7","2009","(2c_voc) vocational maturity certificate","West Germany","","","",""
"5 on scale 1-7","2009","(2c_voc) vocational maturity certificate","East Germany","","","",""
"5 on scale 1-7","2009","(3a) lower tertiary education","West Germany","","","",""
"5 on scale 1-7","2009","(3a) lower tertiary education","East Germany","","","",""
"5 on scale 1-7","2009","(3b) higher tertiary education","West Germany","","","",""
"5 on scale 1-7","2009","(3b) higher tertiary education","East Germany","","","",""
"6 on scale 1-7","2009","(0) in school","West Germany","","","",""
"6 on scale 1-7","2009","(0) in school","East Germany","","","",""
"6 on scale 1-7","2009","(1a) inadequately completed","West Germany","","","",""
"6 on scale 1-7","2009","(1a) inadequately completed","East Germany","","","",""
"6 on scale 1-7","2009","(1b) general elementary school","West Germany","","","",""
"6 on scale 1-7","2009","(1b) general elementary school","East Germany","","","",""
"6 on scale 1-7","2009","(1c) basic vocational qualification","West Germany","","","",""
"6 on scale 1-7","2009","(1c) basic vocational qualification","East Germany","","","",""
"6 on scale 1-7","2009","(2b) intermediate general qualification","West Germany","","","",""
"6 on scale 1-7","2009","(2b) intermediate general qualification","East Germany","","","",""
"6 on scale 1-7","2009","(2a) intermediate vocational","West Germany","","","",""
"6 on scale 1-7","2009","(2a) intermediate vocational","East Germany","","","",""
"6 on scale 1-7","2009","(2c_gen) general maturity certificate","West Germany","","","",""
"6 on scale 1-7","2009","(2c_gen) general maturity certificate","East Germany","","","",""
"6 on scale 1-7","2009","(2c_voc) vocational maturity certificate","West Germany","","","",""
"6 on scale 1-7","2009","(2c_voc) vocational maturity certificate","East Germany","","","",""
"6 on scale 1-7","2009","(3a) lower tertiary education","West Germany","","","",""
"6 on scale 1-7","2009","(3a) lower tertiary education","East Germany","","","",""
"6 on scale 1-7","2009","(3b) higher tertiary education","West Germany","","","",""
"6 on scale 1-7","2009","(3b) higher tertiary education","East Germany","","","",""
"7 Strongly agree","2009","(0) in school","West Germany","","","",""
"7 Strongly agree","2009","(0) in school","East Germany","","","",""
"7 Strongly agree","2009","(1a) inadequately completed","West Germany","","","",""
"7 Strongly agree","2009","(1a) inadequately completed","East Germany","","","",""
"7 Strongly agree","2009","(1b) general elementary school","West Germany","","","",""
"7 Strongly agree","2009","(1b) general elementary school","East Germany","","","",""
"7 Strongly agree","2009","(1c) basic vocational qualification","West Germany","","","",""
"7 Strongly agree","2009","(1c) basic vocational qualification","East Germany","","","",""
"7 Strongly agree","2009","(2b) intermediate general qualification","West Germany","","","",""
"7 Strongly agree","2009","(2b) intermediate general qualification","East Germany","","","",""
"7 Strongly agree","2009","(2a) intermediate vocational","West Germany","","","",""
"7 Strongly agree","2009","(2a) intermediate vocational","East Germany","","","",""
"7 Strongly agree","2009","(2c_gen) general maturity certificate","West Germany","","","",""
"7 Strongly agree","2009","(2c_gen) general maturity certificate","East Germany","","","",""
"7 Strongly agree","2009","(2c_voc) vocational maturity certificate","West Germany","","","",""
"7 Strongly agree","2009","(2c_voc) vocational maturity certificate","East Germany","","","",""
"7 Strongly agree","2009","(3a) lower tertiary education","West Germany","","","",""
"7 Strongly agree","2009","(3a) lower tertiary education","East Germany","","","",""
"7 Strongly agree","2009","(3b) higher tertiary education","West Germany","","","",""
"7 Strongly agree","2009","(3b) higher tertiary education","East Germany","","","",""
"1 Strongly disagree","2010","(0) in school","West Germany","1","","",""
"1 Strongly disagree","2010","(0) in school","East Germany","","","",""
"1 Strongly disagree","2010","(1a) inadequately completed","West Germany","1","","",""
"1 Strongly disagree","2010","(1a) inadequately completed","East Germany","","","",""
"1 Strongly disagree","2010","(1b) general elementary school","West Germany","7","","",""
"1 Strongly disagree","2010","(1b) general elementary school","East Germany","1","","",""
"1 Strongly disagree","2010","(1c) basic vocational qualification","West Germany","11","","",""
"1 Strongly disagree","2010","(1c) basic vocational qualification","East Germany","2","","",""
"1 Strongly disagree","2010","(2b) intermediate general qualification","West Germany","","","",""
"1 Strongly disagree","2010","(2b) intermediate general qualification","East Germany","","","",""
"1 Strongly disagree","2010","(2a) intermediate vocational","West Germany","3","","",""
"1 Strongly disagree","2010","(2a) intermediate vocational","East Germany","10","","",""
"1 Strongly disagree","2010","(2c_gen) general maturity certificate","West Germany","1","","",""
"1 Strongly disagree","2010","(2c_gen) general maturity certificate","East Germany","1","","",""
"1 Strongly disagree","2010","(2c_voc) vocational maturity certificate","West Germany","1","","",""
"1 Strongly disagree","2010","(2c_voc) vocational maturity certificate","East Germany","","","",""
"1 Strongly disagree","2010","(3a) lower tertiary education","West Germany","2","","",""
"1 Strongly disagree","2010","(3a) lower tertiary education","East Germany","","","",""
"1 Strongly disagree","2010","(3b) higher tertiary education","West Germany","1","","",""
"1 Strongly disagree","2010","(3b) higher tertiary education","East Germany","1","","",""
"2 on scale 1-7 ","2010","(0) in school","West Germany","1","","",""
"2 on scale 1-7 ","2010","(0) in school","East Germany","","","",""
"2 on scale 1-7 ","2010","(1a) inadequately completed","West Germany","3","","",""
"2 on scale 1-7 ","2010","(1a) inadequately completed","East Germany","","","",""
"2 on scale 1-7 ","2010","(1b) general elementary school","West Germany","4","","",""
"2 on scale 1-7 ","2010","(1b) general elementary school","East Germany","","","",""
"2 on scale 1-7 ","2010","(1c) basic vocational qualification","West Germany","13","","",""
"2 on scale 1-7 ","2010","(1c) basic vocational qualification","East Germany","2","","",""
"2 on scale 1-7 ","2010","(2b) intermediate general qualification","West Germany","3","","",""
"2 on scale 1-7 ","2010","(2b) intermediate general qualification","East Germany","","","",""
"2 on scale 1-7 ","2010","(2a) intermediate vocational","West Germany","7","","",""
"2 on scale 1-7 ","2010","(2a) intermediate vocational","East Germany","2","","",""
"2 on scale 1-7 ","2010","(2c_gen) general maturity certificate","West Germany","2","","",""
"2 on scale 1-7 ","2010","(2c_gen) general maturity certificate","East Germany","","","",""
"2 on scale 1-7 ","2010","(2c_voc) vocational maturity certificate","West Germany","2","","",""
"2 on scale 1-7 ","2010","(2c_voc) vocational maturity certificate","East Germany","","","",""
"2 on scale 1-7 ","2010","(3a) lower tertiary education","West Germany","2","","",""
"2 on scale 1-7 ","2010","(3a) lower tertiary education","East Germany","4","","",""
"2 on scale 1-7 ","2010","(3b) higher tertiary education","West Germany","4","","",""
"2 on scale 1-7 ","2010","(3b) higher tertiary education","East Germany","3","","",""
"3 on scale 1-7 ","2010","(0) in school","West Germany","1","","",""
"3 on scale 1-7 ","2010","(0) in school","East Germany","","","",""
"3 on scale 1-7 ","2010","(1a) inadequately completed","West Germany","1","","",""
"3 on scale 1-7 ","2010","(1a) inadequately completed","East Germany","","","",""
"3 on scale 1-7 ","2010","(1b) general elementary school","West Germany","11","","",""
"3 on scale 1-7 ","2010","(1b) general elementary school","East Germany","1","","",""
"3 on scale 1-7 ","2010","(1c) basic vocational qualification","West Germany","22","","",""
"3 on scale 1-7 ","2010","(1c) basic vocational qualification","East Germany","9","","",""
"3 on scale 1-7 ","2010","(2b) intermediate general qualification","West Germany","3","","",""
"3 on scale 1-7 ","2010","(2b) intermediate general qualification","East Germany","","","",""
"3 on scale 1-7 ","2010","(2a) intermediate vocational","West Germany","18","","",""
"3 on scale 1-7 ","2010","(2a) intermediate vocational","East Germany","7","","",""
"3 on scale 1-7 ","2010","(2c_gen) general maturity certificate","West Germany","1","","",""
"3 on scale 1-7 ","2010","(2c_gen) general maturity certificate","East Germany","","","",""
"3 on scale 1-7 ","2010","(2c_voc) vocational maturity certificate","West Germany","7","","",""
"3 on scale 1-7 ","2010","(2c_voc) vocational maturity certificate","East Germany","1","","",""
"3 on scale 1-7 ","2010","(3a) lower tertiary education","West Germany","3","","",""
"3 on scale 1-7 ","2010","(3a) lower tertiary education","East Germany","2","","",""
"3 on scale 1-7 ","2010","(3b) higher tertiary education","West Germany","12","","",""
"3 on scale 1-7 ","2010","(3b) higher tertiary education","East Germany","2","","",""
"4 on scale 1-7","2010","(0) in school","West Germany","6","","",""
"4 on scale 1-7","2010","(0) in school","East Germany","","","",""
"4 on scale 1-7","2010","(1a) inadequately completed","West Germany","6","","",""
"4 on scale 1-7","2010","(1a) inadequately completed","East Germany","3","","",""
"4 on scale 1-7","2010","(1b) general elementary school","West Germany","50","0.0460435789597703","0.0337365194572932","0.0583506384622475"
"4 on scale 1-7","2010","(1b) general elementary school","East Germany","5","","",""
"4 on scale 1-7","2010","(1c) basic vocational qualification","West Germany","108","0.0297722916296529","0.0241560841661147","0.035388499093191"
"4 on scale 1-7","2010","(1c) basic vocational qualification","East Germany","40","0.065990115021445","0.0493100211685588","0.0826702088743313"
"4 on scale 1-7","2010","(2b) intermediate general qualification","West Germany","10","","",""
"4 on scale 1-7","2010","(2b) intermediate general qualification","East Germany","2","","",""
"4 on scale 1-7","2010","(2a) intermediate vocational","West Germany","67","0.0259648455218306","0.019881203872431","0.0320484871712302"
"4 on scale 1-7","2010","(2a) intermediate vocational","East Germany","35","0.015069475659298","0.00880093778796943","0.0213380135306265"
"4 on scale 1-7","2010","(2c_gen) general maturity certificate","West Germany","8","","",""
"4 on scale 1-7","2010","(2c_gen) general maturity certificate","East Germany","6","","",""
"4 on scale 1-7","2010","(2c_voc) vocational maturity certificate","West Germany","22","","",""
"4 on scale 1-7","2010","(2c_voc) vocational maturity certificate","East Germany","4","","",""
"4 on scale 1-7","2010","(3a) lower tertiary education","West Germany","14","","",""
"4 on scale 1-7","2010","(3a) lower tertiary education","East Germany","15","","",""
"4 on scale 1-7","2010","(3b) higher tertiary education","West Germany","33","0.0231269909461815","0.0161187594896707","0.0301352224026922"
"4 on scale 1-7","2010","(3b) higher tertiary education","East Germany","12","","",""
"5 on scale 1-7","2010","(0) in school","West Germany","21","","",""
"5 on scale 1-7","2010","(0) in school","East Germany","5","","",""
"5 on scale 1-7","2010","(1a) inadequately completed","West Germany","13","","",""
"5 on scale 1-7","2010","(1a) inadequately completed","East Germany","1","","",""
"5 on scale 1-7","2010","(1b) general elementary school","West Germany","134","0.127323366986915","0.107749067594189","0.146897666379641"
"5 on scale 1-7","2010","(1b) general elementary school","East Germany","17","","",""
"5 on scale 1-7","2010","(1c) basic vocational qualification","West Germany","345","0.10082720615274","0.0908774916524641","0.110776920653015"
"5 on scale 1-7","2010","(1c) basic vocational qualification","East Germany","113","0.109867533015415","0.0888566009581359","0.130878465072694"
"5 on scale 1-7","2010","(2b) intermediate general qualification","West Germany","21","","",""
"5 on scale 1-7","2010","(2b) intermediate general qualification","East Germany","8","","",""
"5 on scale 1-7","2010","(2a) intermediate vocational","West Germany","204","0.0771013117892233","0.0668968210694209","0.0873058025090257"
"5 on scale 1-7","2010","(2a) intermediate vocational","East Germany","152","0.0861928308364723","0.0717524968667184","0.100633164806226"
"5 on scale 1-7","2010","(2c_gen) general maturity certificate","West Germany","37","0.067286781600408","0.0454372895152206","0.0891362736855954"
"5 on scale 1-7","2010","(2c_gen) general maturity certificate","East Germany","18","","",""
"5 on scale 1-7","2010","(2c_voc) vocational maturity certificate","West Germany","83","0.0932252366140066","0.0758367249962976","0.110613748231716"
"5 on scale 1-7","2010","(2c_voc) vocational maturity certificate","East Germany","9","","",""
"5 on scale 1-7","2010","(3a) lower tertiary education","West Germany","59","0.0616336081685818","0.0462680515136857","0.0769991648234778"
"5 on scale 1-7","2010","(3a) lower tertiary education","East Germany","41","0.0700131335872516","0.0489167458527267","0.0911095213217765"
"5 on scale 1-7","2010","(3b) higher tertiary education","West Germany","148","0.0787561128931931","0.0661969913838544","0.0913152344025319"
"5 on scale 1-7","2010","(3b) higher tertiary education","East Germany","38","0.0718546217330211","0.0504656732492579","0.0932435702167843"
"6 on scale 1-7","2010","(0) in school","West Germany","85","0.350651647437028","0.290407289098781","0.410896005775275"
"6 on scale 1-7","2010","(0) in school","East Germany","10","","",""
"6 on scale 1-7","2010","(1a) inadequately completed","West Germany","36","0.214494361706051","0.143661330128046","0.285327393284057"
"6 on scale 1-7","2010","(1a) inadequately completed","East Germany","2","","",""
"6 on scale 1-7","2010","(1b) general elementary school","West Germany","280","0.249602652668249","0.224188493888424","0.275016811448074"
"6 on scale 1-7","2010","(1b) general elementary school","East Germany","49","0.309895545239577","0.233564076888828","0.386227013590327"
"6 on scale 1-7","2010","(1c) basic vocational qualification","West Germany","850","0.226816637568285","0.212978460685889","0.240654814450681"
"6 on scale 1-7","2010","(1c) basic vocational qualification","East Germany","206","0.225912983236896","0.197816704812134","0.254009261661658"
"6 on scale 1-7","2010","(2b) intermediate general qualification","West Germany","83","0.277224387871286","0.228025873049262","0.326422902693311"
"6 on scale 1-7","2010","(2b) intermediate general qualification","East Germany","27","","",""
"6 on scale 1-7","2010","(2a) intermediate vocational","West Germany","698","0.252844094914483","0.236217035012944","0.269471154816023"
"6 on scale 1-7","2010","(2a) intermediate vocational","East Germany","387","0.28377607990349","0.260579354152797","0.306972805654182"
"6 on scale 1-7","2010","(2c_gen) general maturity certificate","West Germany","164","0.336300997569137","0.295095794178089","0.377506200960186"
"6 on scale 1-7","2010","(2c_gen) general maturity certificate","East Germany","48","0.300229941801476","0.226134054577302","0.374325829025651"
"6 on scale 1-7","2010","(2c_voc) vocational maturity certificate","West Germany","315","0.30301772240281","0.275533033046029","0.330502411759591"
"6 on scale 1-7","2010","(2c_voc) vocational maturity certificate","East Germany","68","0.302283869157052","0.237324119167156","0.367243619146948"
"6 on scale 1-7","2010","(3a) lower tertiary education","West Germany","281","0.292512341778216","0.263446372461205","0.321578311095226"
"6 on scale 1-7","2010","(3a) lower tertiary education","East Germany","144","0.247981356997151","0.212278435671163","0.283684278323139"
"6 on scale 1-7","2010","(3b) higher tertiary education","West Germany","532","0.317861963132247","0.296150693023396","0.339573233241098"
"6 on scale 1-7","2010","(3b) higher tertiary education","East Germany","182","0.282177243402703","0.244901725867059","0.319452760938346"
"7 Strongly agree","2010","(0) in school","West Germany","126","0.524137021067529","0.461084428666293","0.587189613468765"
"7 Strongly agree","2010","(0) in school","East Germany","15","","",""
"7 Strongly agree","2010","(1a) inadequately completed","West Germany","69","0.619943993061688","0.536180792241171","0.703707193882204"
"7 Strongly agree","2010","(1a) inadequately completed","East Germany","9","","",""
"7 Strongly agree","2010","(1b) general elementary school","West Germany","628","0.553768002709975","0.524576948539342","0.582959056880608"
"7 Strongly agree","2010","(1b) general elementary school","East Germany","68","0.513107544570627","0.430606536071563","0.595608553069691"
"7 Strongly agree","2010","(1c) basic vocational qualification","West Germany","2169","0.629104891946426","0.613142893757031","0.645066890135821"
"7 Strongly agree","2010","(1c) basic vocational qualification","East Germany","479","0.585923335580546","0.552829729996325","0.619016941164767"
"7 Strongly agree","2010","(2b) intermediate general qualification","West Germany","198","0.602493264527414","0.548705576776468","0.65628095227836"
"7 Strongly agree","2010","(2b) intermediate general qualification","East Germany","49","0.470046317835637","0.364561938981265","0.575530696690008"
"7 Strongly agree","2010","(2a) intermediate vocational","West Germany","1628","0.630688263290462","0.612225896850207","0.649150629730717"
"7 Strongly agree","2010","(2a) intermediate vocational","East Germany","858","0.600363918680303","0.575160815203285","0.625567022157322"
"7 Strongly agree","2010","(2c_gen) general maturity certificate","West Germany","292","0.577572461613273","0.534491860722412","0.620653062504134"
"7 Strongly agree","2010","(2c_gen) general maturity certificate","East Germany","74","0.571884757124138","0.491896905982886","0.65187260826539"
"7 Strongly agree","2010","(2c_voc) vocational maturity certificate","West Germany","644","0.564092772960952","0.53443638510782","0.593749160814083"
"7 Strongly agree","2010","(2c_voc) vocational maturity certificate","East Germany","110","0.629077698877378","0.560750896902754","0.697404500852002"
"7 Strongly agree","2010","(3a) lower tertiary education","West Germany","580","0.617820103483077","0.586773205366424","0.64886700159973"
"7 Strongly agree","2010","(3a) lower tertiary education","East Germany","356","0.649598130967299","0.610153715589671","0.689042546344927"
"7 Strongly agree","2010","(3b) higher tertiary education","West Germany","1037","0.569344342488044","0.546256550579177","0.592432134396911"
"7 Strongly agree","2010","(3b) higher tertiary education","East Germany","322","0.613352047164891","0.573018460382879","0.653685633946903"
"1 Strongly disagree","2011","(0) in school","West Germany","","","",""
"1 Strongly disagree","2011","(0) in school","East Germany","","","",""
"1 Strongly disagree","2011","(1a) inadequately completed","West Germany","","","",""
"1 Strongly disagree","2011","(1a) inadequately completed","East Germany","","","",""
"1 Strongly disagree","2011","(1b) general elementary school","West Germany","","","",""
"1 Strongly disagree","2011","(1b) general elementary school","East Germany","","","",""
"1 Strongly disagree","2011","(1c) basic vocational qualification","West Germany","","","",""
"1 Strongly disagree","2011","(1c) basic vocational qualification","East Germany","","","",""
"1 Strongly disagree","2011","(2b) intermediate general qualification","West Germany","","","",""
"1 Strongly disagree","2011","(2b) intermediate general qualification","East Germany","","","",""
"1 Strongly disagree","2011","(2a) intermediate vocational","West Germany","","","",""
"1 Strongly disagree","2011","(2a) intermediate vocational","East Germany","","","",""
"1 Strongly disagree","2011","(2c_gen) general maturity certificate","West Germany","","","",""
"1 Strongly disagree","2011","(2c_gen) general maturity certificate","East Germany","","","",""
"1 Strongly disagree","2011","(2c_voc) vocational maturity certificate","West Germany","","","",""
"1 Strongly disagree","2011","(2c_voc) vocational maturity certificate","East Germany","","","",""
"1 Strongly disagree","2011","(3a) lower tertiary education","West Germany","","","",""
"1 Strongly disagree","2011","(3a) lower tertiary education","East Germany","","","",""
"1 Strongly disagree","2011","(3b) higher tertiary education","West Germany","","","",""
"1 Strongly disagree","2011","(3b) higher tertiary education","East Germany","","","",""
"2 on scale 1-7 ","2011","(0) in school","West Germany","","","",""
"2 on scale 1-7 ","2011","(0) in school","East Germany","","","",""
"2 on scale 1-7 ","2011","(1a) inadequately completed","West Germany","","","",""
"2 on scale 1-7 ","2011","(1a) inadequately completed","East Germany","","","",""
"2 on scale 1-7 ","2011","(1b) general elementary school","West Germany","","","",""
"2 on scale 1-7 ","2011","(1b) general elementary school","East Germany","","","",""
"2 on scale 1-7 ","2011","(1c) basic vocational qualification","West Germany","","","",""
"2 on scale 1-7 ","2011","(1c) basic vocational qualification","East Germany","","","",""
"2 on scale 1-7 ","2011","(2b) intermediate general qualification","West Germany","","","",""
"2 on scale 1-7 ","2011","(2b) intermediate general qualification","East Germany","","","",""
"2 on scale 1-7 ","2011","(2a) intermediate vocational","West Germany","","","",""
"2 on scale 1-7 ","2011","(2a) intermediate vocational","East Germany","","","",""
"2 on scale 1-7 ","2011","(2c_gen) general maturity certificate","West Germany","","","",""
"2 on scale 1-7 ","2011","(2c_gen) general maturity certificate","East Germany","","","",""
"2 on scale 1-7 ","2011","(2c_voc) vocational maturity certificate","West Germany","","","",""
"2 on scale 1-7 ","2011","(2c_voc) vocational maturity certificate","East Germany","","","",""
"2 on scale 1-7 ","2011","(3a) lower tertiary education","West Germany","","","",""
"2 on scale 1-7 ","2011","(3a) lower tertiary education","East Germany","","","",""
"2 on scale 1-7 ","2011","(3b) higher tertiary education","West Germany","","","",""
