"plh0206i01","year","migback","regtyp","n","percent","lower_confidence","upper_confidence"
"6 on scale 1-7","2014","no migration background","Rural Area","","","",""
"6 on scale 1-7","2014","direct migration background","Urban Area","","","",""
"6 on scale 1-7","2014","direct migration background","Rural Area","","","",""
"6 on scale 1-7","2014","indirect migration background","Urban Area","","","",""
"6 on scale 1-7","2014","indirect migration background","Rural Area","","","",""
"7 Strongly agree","2014","no migration background","Urban Area","","","",""
"7 Strongly agree","2014","no migration background","Rural Area","","","",""
"7 Strongly agree","2014","direct migration background","Urban Area","","","",""
"7 Strongly agree","2014","direct migration background","Rural Area","","","",""
"7 Strongly agree","2014","indirect migration background","Urban Area","","","",""
"7 Strongly agree","2014","indirect migration background","Rural Area","","","",""
"1 Strongly disagree","2015","no migration background","Urban Area","33","0.00302758958045305","0.0020413927480289","0.0040137864128772"
"1 Strongly disagree","2015","no migration background","Rural Area","25","","",""
"1 Strongly disagree","2015","direct migration background","Urban Area","25","","",""
"1 Strongly disagree","2015","direct migration background","Rural Area","8","","",""
"1 Strongly disagree","2015","indirect migration background","Urban Area","3","","",""
"1 Strongly disagree","2015","indirect migration background","Rural Area","1","","",""
"2 on scale 1-7 ","2015","no migration background","Urban Area","50","0.00377711112835746","0.00267599868262842","0.00487822357408649"
"2 on scale 1-7 ","2015","no migration background","Rural Area","20","","",""
"2 on scale 1-7 ","2015","direct migration background","Urban Area","39","0.0122926360159939","0.00900986098096834","0.0155754110510194"
"2 on scale 1-7 ","2015","direct migration background","Rural Area","11","","",""
"2 on scale 1-7 ","2015","indirect migration background","Urban Area","8","","",""
"2 on scale 1-7 ","2015","indirect migration background","Rural Area","","","",""
"3 on scale 1-7 ","2015","no migration background","Urban Area","72","0.00585272625158659","0.00448349122319876","0.00722196127997441"
"3 on scale 1-7 ","2015","no migration background","Rural Area","59","0.0084838746456922","0.00638824172822359","0.0105795075631608"
"3 on scale 1-7 ","2015","direct migration background","Urban Area","57","0.0128133271660644","0.0094626308788092","0.0161640234533196"
"3 on scale 1-7 ","2015","direct migration background","Rural Area","11","","",""
"3 on scale 1-7 ","2015","indirect migration background","Urban Area","12","","",""
"3 on scale 1-7 ","2015","indirect migration background","Rural Area","1","","",""
"4 on scale 1-7","2015","no migration background","Urban Area","311","0.0236242114709093","0.0208979927622188","0.0263504301795998"
"4 on scale 1-7","2015","no migration background","Rural Area","230","0.0283711592636389","0.024577512074584","0.0321648064526938"
"4 on scale 1-7","2015","direct migration background","Urban Area","169","0.0380215889582772","0.0323238537935904","0.0437193241229639"
"4 on scale 1-7","2015","direct migration background","Rural Area","53","0.0300379144116541","0.0213121860143994","0.0387636428089089"
"4 on scale 1-7","2015","indirect migration background","Urban Area","36","0.0268914036711156","0.018334823714542","0.0354479836276892"
"4 on scale 1-7","2015","indirect migration background","Rural Area","12","","",""
"5 on scale 1-7","2015","no migration background","Urban Area","921","0.0817451517743148","0.0768271786674506","0.086663124881179"
"5 on scale 1-7","2015","no migration background","Rural Area","664","0.0933903633534932","0.0867417757220458","0.100038950984941"
"5 on scale 1-7","2015","direct migration background","Urban Area","349","0.0829814858721683","0.074763145568821","0.0911998261755156"
"5 on scale 1-7","2015","direct migration background","Rural Area","113","0.0798419018160615","0.065985958864856","0.0936978447672669"
"5 on scale 1-7","2015","indirect migration background","Urban Area","92","0.0586445166528346","0.0462164562214886","0.0710725770841807"
"5 on scale 1-7","2015","indirect migration background","Rural Area","26","","",""
"6 on scale 1-7","2015","no migration background","Urban Area","3488","0.293989657427304","0.285811695394248","0.302167619460359"
"6 on scale 1-7","2015","no migration background","Rural Area","2151","0.284675669252102","0.2743648096568","0.294986528847404"
"6 on scale 1-7","2015","direct migration background","Urban Area","956","0.235389071877757","0.222749922005491","0.248028221750023"
"6 on scale 1-7","2015","direct migration background","Rural Area","287","0.198524039050677","0.178132912246941","0.218915165854412"
"6 on scale 1-7","2015","indirect migration background","Urban Area","316","0.246336200650277","0.2235450753126","0.269127325987955"
"6 on scale 1-7","2015","indirect migration background","Rural Area","77","0.231748951763914","0.184928967436865","0.278568936090963"
"7 Strongly agree","2015","no migration background","Urban Area","7047","0.587983552367075","0.579148413136587","0.596818691597564"
"7 Strongly agree","2015","no migration background","Rural Area","4209","0.578962887563275","0.567681727757376","0.590244047369175"
"7 Strongly agree","2015","direct migration background","Urban Area","2733","0.608623874883905","0.594083482653083","0.623164267114728"
"7 Strongly agree","2015","direct migration background","Rural Area","987","0.67473026913378","0.650781877835205","0.698678660432354"
"7 Strongly agree","2015","indirect migration background","Urban Area","906","0.650366510880963","0.62514341332701","0.675589608434917"
"7 Strongly agree","2015","indirect migration background","Rural Area","195","0.566184912560437","0.51119256416743","0.621177260953445"
"1 Strongly disagree","2016","no migration background","Urban Area","","","",""
"1 Strongly disagree","2016","no migration background","Rural Area","","","",""
"1 Strongly disagree","2016","direct migration background","Urban Area","18","","",""
"1 Strongly disagree","2016","direct migration background","Rural Area","12","","",""
"1 Strongly disagree","2016","indirect migration background","Urban Area","","","",""
"1 Strongly disagree","2016","indirect migration background","Rural Area","","","",""
"2 on scale 1-7 ","2016","no migration background","Urban Area","","","",""
"2 on scale 1-7 ","2016","no migration background","Rural Area","","","",""
"2 on scale 1-7 ","2016","direct migration background","Urban Area","9","","",""
"2 on scale 1-7 ","2016","direct migration background","Rural Area","","","",""
"2 on scale 1-7 ","2016","indirect migration background","Urban Area","1","","",""
"2 on scale 1-7 ","2016","indirect migration background","Rural Area","","","",""
"3 on scale 1-7 ","2016","no migration background","Urban Area","","","",""
"3 on scale 1-7 ","2016","no migration background","Rural Area","","","",""
"3 on scale 1-7 ","2016","direct migration background","Urban Area","15","","",""
"3 on scale 1-7 ","2016","direct migration background","Rural Area","6","","",""
"3 on scale 1-7 ","2016","indirect migration background","Urban Area","3","","",""
"3 on scale 1-7 ","2016","indirect migration background","Rural Area","","","",""
"4 on scale 1-7","2016","no migration background","Urban Area","2","","",""
"4 on scale 1-7","2016","no migration background","Rural Area","","","",""
"4 on scale 1-7","2016","direct migration background","Urban Area","30","0.0376254951546841","0.0308365603218611","0.0444144299875071"
"4 on scale 1-7","2016","direct migration background","Rural Area","21","","",""
"4 on scale 1-7","2016","indirect migration background","Urban Area","1","","",""
"4 on scale 1-7","2016","indirect migration background","Rural Area","","","",""
"5 on scale 1-7","2016","no migration background","Urban Area","","","",""
"5 on scale 1-7","2016","no migration background","Rural Area","","","",""
"5 on scale 1-7","2016","direct migration background","Urban Area","68","0.0504688045253774","0.0426587403806914","0.0582788686700635"
"5 on scale 1-7","2016","direct migration background","Rural Area","30","0.042559341829074","0.0317913531239159","0.053327330534232"
"5 on scale 1-7","2016","indirect migration background","Urban Area","1","","",""
"5 on scale 1-7","2016","indirect migration background","Rural Area","","","",""
"6 on scale 1-7","2016","no migration background","Urban Area","2","","",""
"6 on scale 1-7","2016","no migration background","Rural Area","","","",""
"6 on scale 1-7","2016","direct migration background","Urban Area","168","0.126090024208375","0.114247011759167","0.137933036657583"
"6 on scale 1-7","2016","direct migration background","Rural Area","51","0.0910912779739667","0.0757422902120417","0.106440265735892"
"6 on scale 1-7","2016","indirect migration background","Urban Area","2","","",""
"6 on scale 1-7","2016","indirect migration background","Rural Area","1","","",""
"7 Strongly agree","2016","no migration background","Urban Area","6","","",""
"7 Strongly agree","2016","no migration background","Rural Area","4","","",""
"7 Strongly agree","2016","direct migration background","Urban Area","2710","0.768025007340895","0.752965986348679","0.783084028333111"
"7 Strongly agree","2016","direct migration background","Rural Area","1230","0.836556362944445","0.816831553370195","0.856281172518695"
"7 Strongly agree","2016","indirect migration background","Urban Area","6","","",""
"7 Strongly agree","2016","indirect migration background","Rural Area","3","","",""
"1 Strongly disagree","2017","no migration background","Urban Area","","","",""
"1 Strongly disagree","2017","no migration background","Rural Area","","","",""
"1 Strongly disagree","2017","direct migration background","Urban Area","5","","",""
"1 Strongly disagree","2017","direct migration background","Rural Area","4","","",""
"1 Strongly disagree","2017","indirect migration background","Urban Area","","","",""
"1 Strongly disagree","2017","indirect migration background","Rural Area","","","",""
"2 on scale 1-7 ","2017","no migration background","Urban Area","","","",""
"2 on scale 1-7 ","2017","no migration background","Rural Area","","","",""
"2 on scale 1-7 ","2017","direct migration background","Urban Area","","","",""
"2 on scale 1-7 ","2017","direct migration background","Rural Area","2","","",""
"2 on scale 1-7 ","2017","indirect migration background","Urban Area","","","",""
"2 on scale 1-7 ","2017","indirect migration background","Rural Area","","","",""
"3 on scale 1-7 ","2017","no migration background","Urban Area","","","",""
"3 on scale 1-7 ","2017","no migration background","Rural Area","","","",""
"3 on scale 1-7 ","2017","direct migration background","Urban Area","2","","",""
"3 on scale 1-7 ","2017","direct migration background","Rural Area","3","","",""
"3 on scale 1-7 ","2017","indirect migration background","Urban Area","","","",""
"3 on scale 1-7 ","2017","indirect migration background","Rural Area","","","",""
"4 on scale 1-7","2017","no migration background","Urban Area","","","",""
"4 on scale 1-7","2017","no migration background","Rural Area","","","",""
"4 on scale 1-7","2017","direct migration background","Urban Area","20","","",""
"4 on scale 1-7","2017","direct migration background","Rural Area","6","","",""
"4 on scale 1-7","2017","indirect migration background","Urban Area","","","",""
"4 on scale 1-7","2017","indirect migration background","Rural Area","","","",""
"5 on scale 1-7","2017","no migration background","Urban Area","","","",""
"5 on scale 1-7","2017","no migration background","Rural Area","","","",""
"5 on scale 1-7","2017","direct migration background","Urban Area","53","0.0285735251493943","0.0214427662102813","0.0357042840885074"
"5 on scale 1-7","2017","direct migration background","Rural Area","16","","",""
"5 on scale 1-7","2017","indirect migration background","Urban Area","","","",""
"5 on scale 1-7","2017","indirect migration background","Rural Area","","","",""
"6 on scale 1-7","2017","no migration background","Urban Area","","","",""
"6 on scale 1-7","2017","no migration background","Rural Area","","","",""
"6 on scale 1-7","2017","direct migration background","Urban Area","171","0.0831561615223875","0.0713381671668408","0.0949741558779343"
"6 on scale 1-7","2017","direct migration background","Rural Area","54","0.0723063006469279","0.0541422397650745","0.0904703615287813"
"6 on scale 1-7","2017","indirect migration background","Urban Area","","","",""
"6 on scale 1-7","2017","indirect migration background","Rural Area","","","",""
"7 Strongly agree","2017","no migration background","Urban Area","","","",""
"7 Strongly agree","2017","no migration background","Rural Area","","","",""
"7 Strongly agree","2017","direct migration background","Urban Area","1846","0.87156098502561","0.857240878474782","0.885881091576439"
"7 Strongly agree","2017","direct migration background","Rural Area","696","0.882218462751306","0.859611133760564","0.904825791742047"
"7 Strongly agree","2017","indirect migration background","Urban Area","","","",""
"7 Strongly agree","2017","indirect migration background","Rural Area","","","",""
"1 Strongly disagree","2018","no migration background","Urban Area","","","",""
"1 Strongly disagree","2018","no migration background","Rural Area","","","",""
"1 Strongly disagree","2018","direct migration background","Urban Area","1","","",""
"1 Strongly disagree","2018","direct migration background","Rural Area","","","",""
"1 Strongly disagree","2018","indirect migration background","Urban Area","","","",""
"1 Strongly disagree","2018","indirect migration background","Rural Area","","","",""
"2 on scale 1-7 ","2018","no migration background","Urban Area","","","",""
"2 on scale 1-7 ","2018","no migration background","Rural Area","","","",""
"2 on scale 1-7 ","2018","direct migration background","Urban Area","1","","",""
"2 on scale 1-7 ","2018","direct migration background","Rural Area","","","",""
"2 on scale 1-7 ","2018","indirect migration background","Urban Area","","","",""
"2 on scale 1-7 ","2018","indirect migration background","Rural Area","","","",""
"3 on scale 1-7 ","2018","no migration background","Urban Area","","","",""
"3 on scale 1-7 ","2018","no migration background","Rural Area","","","",""
"3 on scale 1-7 ","2018","direct migration background","Urban Area","1","","",""
"3 on scale 1-7 ","2018","direct migration background","Rural Area","","","",""
"3 on scale 1-7 ","2018","indirect migration background","Urban Area","","","",""
"3 on scale 1-7 ","2018","indirect migration background","Rural Area","","","",""
"4 on scale 1-7","2018","no migration background","Urban Area","","","",""
"4 on scale 1-7","2018","no migration background","Rural Area","","","",""
"4 on scale 1-7","2018","direct migration background","Urban Area","1","","",""
"4 on scale 1-7","2018","direct migration background","Rural Area","","","",""
"4 on scale 1-7","2018","indirect migration background","Urban Area","","","",""
"4 on scale 1-7","2018","indirect migration background","Rural Area","","","",""
"5 on scale 1-7","2018","no migration background","Urban Area","","","",""
"5 on scale 1-7","2018","no migration background","Rural Area","","","",""
"5 on scale 1-7","2018","direct migration background","Urban Area","8","","",""
"5 on scale 1-7","2018","direct migration background","Rural Area","5","","",""
"5 on scale 1-7","2018","indirect migration background","Urban Area","","","",""
"5 on scale 1-7","2018","indirect migration background","Rural Area","","","",""
"6 on scale 1-7","2018","no migration background","Urban Area","","","",""
"6 on scale 1-7","2018","no migration background","Rural Area","","","",""
"6 on scale 1-7","2018","direct migration background","Urban Area","24","","",""
"6 on scale 1-7","2018","direct migration background","Rural Area","15","","",""
"6 on scale 1-7","2018","indirect migration background","Urban Area","","","",""
"6 on scale 1-7","2018","indirect migration background","Rural Area","","","",""
"7 Strongly agree","2018","no migration background","Urban Area","","","",""
"7 Strongly agree","2018","no migration background","Rural Area","","","",""
"7 Strongly agree","2018","direct migration background","Urban Area","230","0.869524094847912","0.829046635771288","0.910001553924536"
"7 Strongly agree","2018","direct migration background","Rural Area","137","0.903713433831655","0.857571426553442","0.949855441109868"
"7 Strongly agree","2018","indirect migration background","Urban Area","","","",""
"7 Strongly agree","2018","indirect migration background","Rural Area","","","",""
"1 Strongly disagree","2019","no migration background","Urban Area","","","",""
"1 Strongly disagree","2019","no migration background","Rural Area","","","",""
"1 Strongly disagree","2019","direct migration background","Urban Area","1","","",""
"1 Strongly disagree","2019","direct migration background","Rural Area","","","",""
"1 Strongly disagree","2019","indirect migration background","Urban Area","","","",""
"1 Strongly disagree","2019","indirect migration background","Rural Area","","","",""
"2 on scale 1-7 ","2019","no migration background","Urban Area","","","",""
"2 on scale 1-7 ","2019","no migration background","Rural Area","","","",""
"2 on scale 1-7 ","2019","direct migration background","Urban Area","1","","",""
"2 on scale 1-7 ","2019","direct migration background","Rural Area","","","",""
"2 on scale 1-7 ","2019","indirect migration background","Urban Area","","","",""
"2 on scale 1-7 ","2019","indirect migration background","Rural Area","","","",""
"3 on scale 1-7 ","2019","no migration background","Urban Area","","","",""
"3 on scale 1-7 ","2019","no migration background","Rural Area","","","",""
"3 on scale 1-7 ","2019","direct migration background","Urban Area","","","",""
"3 on scale 1-7 ","2019","direct migration background","Rural Area","","","",""
"3 on scale 1-7 ","2019","indirect migration background","Urban Area","","","",""
"3 on scale 1-7 ","2019","indirect migration background","Rural Area","","","",""
"4 on scale 1-7","2019","no migration background","Urban Area","","","",""
"4 on scale 1-7","2019","no migration background","Rural Area","","","",""
"4 on scale 1-7","2019","direct migration background","Urban Area","3","","",""
"4 on scale 1-7","2019","direct migration background","Rural Area","2","","",""
"4 on scale 1-7","2019","indirect migration background","Urban Area","","","",""
"4 on scale 1-7","2019","indirect migration background","Rural Area","","","",""
"5 on scale 1-7","2019","no migration background","Urban Area","","","",""
"5 on scale 1-7","2019","no migration background","Rural Area","","","",""
"5 on scale 1-7","2019","direct migration background","Urban Area","9","","",""
"5 on scale 1-7","2019","direct migration background","Rural Area","2","","",""
"5 on scale 1-7","2019","indirect migration background","Urban Area","","","",""
"5 on scale 1-7","2019","indirect migration background","Rural Area","","","",""
"6 on scale 1-7","2019","no migration background","Urban Area","","","",""
"6 on scale 1-7","2019","no migration background","Rural Area","","","",""
"6 on scale 1-7","2019","direct migration background","Urban Area","19","","",""
"6 on scale 1-7","2019","direct migration background","Rural Area","13","","",""
"6 on scale 1-7","2019","indirect migration background","Urban Area","","","",""
"6 on scale 1-7","2019","indirect migration background","Rural Area","","","",""
"7 Strongly agree","2019","no migration background","Urban Area","","","",""
"7 Strongly agree","2019","no migration background","Rural Area","","","",""
"7 Strongly agree","2019","direct migration background","Urban Area","142","0.849408221492407","0.796418952536178","0.902397490448636"
"7 Strongly agree","2019","direct migration background","Rural Area","84","0.870604199956775","0.805146932253024","0.936061467660525"
"7 Strongly agree","2019","indirect migration background","Urban Area","","","",""
"7 Strongly agree","2019","indirect migration background","Rural Area","","","",""
