"plh0206i01","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"5 on scale 1-7","2007","Full Time","Couple + C. LE 16 ","","","","","5"
"5 on scale 1-7","2007","Part Time","Couple + C. LE 16 ","","","","","5"
"5 on scale 1-7","2007","Part Time","Single parent ","","","","","5"
"5 on scale 1-7","2007","Part Time","1-pers.-HH","","","","","5"
"5 on scale 1-7","2007","Not Working","1-pers.-HH","","","","","5"
"5 on scale 1-7","2007","Part Time","(Married) couple without C. ","","","","","5"
"5 on scale 1-7","2007","Part Time","Couple + C. LE and GT 16","","","","","5"
"5 on scale 1-7","2007","Full Time","Couple + C. LE and GT 16","","","","","5"
"5 on scale 1-7","2007","Part Time","Couple + C. GT 16 ","","","","","5"
"5 on scale 1-7","2007","Full Time","1-pers.-HH","","","","","5"
"6 on scale 1-7","2007","Not Working","Single parent ","","","","","6"
"6 on scale 1-7","2007","Not Working","Couple + C. LE 16 ","","","","","6"
"6 on scale 1-7","2007","Not Working","Couple + C. GT 16 ","","","","","6"
"6 on scale 1-7","2007","Not Working","Couple + C. LE and GT 16","","","","","6"
"6 on scale 1-7","2007","Full Time","Couple + C. LE 16 ","","","","","6"
"6 on scale 1-7","2007","Full Time","Couple + C. GT 16 ","","","","","6"
"6 on scale 1-7","2007","Full Time","Couple + C. LE and GT 16","","","","","6"
"6 on scale 1-7","2007","Not Working","(Married) couple without C. ","","","","","6"
"6 on scale 1-7","2007","Full Time","Single parent ","","","","","6"
"6 on scale 1-7","2007","Part Time","Couple + C. LE 16 ","","","","","6"
"6 on scale 1-7","2007","Not Working","1-pers.-HH","","","","","6"
"6 on scale 1-7","2007","Full Time","1-pers.-HH","","","","","6"
"6 on scale 1-7","2007","Part Time","Single parent ","","","","","6"
"6 on scale 1-7","2007","Part Time","(Married) couple without C. ","","","","","6"
"6 on scale 1-7","2007","Part Time","Couple + C. LE and GT 16","","","","","6"
"6 on scale 1-7","2007","Part Time","1-pers.-HH","","","","","6"
"6 on scale 1-7","2007","Part Time","Couple + C. GT 16 ","","","","","6"
"6 on scale 1-7","2007","Full Time","(Married) couple without C. ","","","","","6"
"7 Strongly agree","2007","Not Working","Single parent ","","","","","7"
"7 Strongly agree","2007","Not Working","Couple + C. LE and GT 16","","","","","7"
"7 Strongly agree","2007","Not Working","Couple + C. GT 16 ","","","","","7"
"7 Strongly agree","2007","Not Working","Couple + C. LE 16 ","","","","","7"
"7 Strongly agree","2007","Full Time","1-pers.-HH","","","","","7"
"7 Strongly agree","2007","Full Time","(Married) couple without C. ","","","","","7"
"7 Strongly agree","2007","Full Time","Single parent ","","","","","7"
"7 Strongly agree","2007","Full Time","Couple + C. LE 16 ","","","","","7"
"7 Strongly agree","2007","Full Time","Couple + C. GT 16 ","","","","","7"
"7 Strongly agree","2007","Full Time","Couple + C. LE and GT 16","","","","","7"
"7 Strongly agree","2007","Part Time","1-pers.-HH","","","","","7"
"7 Strongly agree","2007","Part Time","(Married) couple without C. ","","","","","7"
"7 Strongly agree","2007","Part Time","Single parent ","","","","","7"
"7 Strongly agree","2007","Part Time","Couple + C. LE 16 ","","","","","7"
"7 Strongly agree","2007","Part Time","Couple + C. GT 16 ","","","","","7"
"7 Strongly agree","2007","Part Time","Couple + C. LE and GT 16","","","","","7"
"7 Strongly agree","2007","Not Working","1-pers.-HH","","","","","7"
"7 Strongly agree","2007","Not Working","(Married) couple without C. ","","","","","7"
"1 Strongly disagree","2008","Full Time","Couple + C. GT 16 ","","","","","1"
"1 Strongly disagree","2008","Full Time","Couple + C. LE and GT 16","","","","","1"
"1 Strongly disagree","2008","Part Time","1-pers.-HH","","","","","1"
"1 Strongly disagree","2008","Part Time","(Married) couple without C. ","","","","","1"
"1 Strongly disagree","2008","Part Time","Single parent ","","","","","1"
"1 Strongly disagree","2008","Part Time","Couple + C. LE 16 ","","","","","1"
"1 Strongly disagree","2008","Part Time","Couple + C. GT 16 ","","","","","1"
"1 Strongly disagree","2008","Part Time","Couple + C. LE and GT 16","","","","","1"
"1 Strongly disagree","2008","Not Working","1-pers.-HH","","","","","1"
"1 Strongly disagree","2008","Not Working","(Married) couple without C. ","","","","","1"
"1 Strongly disagree","2008","Not Working","Single parent ","","","","","1"
"1 Strongly disagree","2008","Not Working","Couple + C. LE 16 ","","","","","1"
"1 Strongly disagree","2008","Not Working","Couple + C. GT 16 ","","","","","1"
"1 Strongly disagree","2008","Not Working","Couple + C. LE and GT 16","","","","","1"
"1 Strongly disagree","2008","Full Time","1-pers.-HH","","","","","1"
"1 Strongly disagree","2008","Full Time","(Married) couple without C. ","","","","","1"
"1 Strongly disagree","2008","Full Time","Single parent ","","","","","1"
"1 Strongly disagree","2008","Full Time","Couple + C. LE 16 ","","","","","1"
"2 on scale 1-7 ","2008","Full Time","Couple + C. LE and GT 16","","","","","2"
"2 on scale 1-7 ","2008","Not Working","Single parent ","","","","","2"
"2 on scale 1-7 ","2008","Full Time","Couple + C. GT 16 ","","","","","2"
"2 on scale 1-7 ","2008","Part Time","1-pers.-HH","","","","","2"
"2 on scale 1-7 ","2008","Part Time","(Married) couple without C. ","","","","","2"
"2 on scale 1-7 ","2008","Part Time","Single parent ","","","","","2"
"2 on scale 1-7 ","2008","Not Working","Couple + C. LE and GT 16","","","","","2"
"2 on scale 1-7 ","2008","Part Time","Couple + C. LE 16 ","","","","","2"
"2 on scale 1-7 ","2008","Not Working","Couple + C. LE 16 ","","","","","2"
"2 on scale 1-7 ","2008","Not Working","Couple + C. GT 16 ","","","","","2"
"2 on scale 1-7 ","2008","Part Time","Couple + C. GT 16 ","","","","","2"
"2 on scale 1-7 ","2008","Part Time","Couple + C. LE and GT 16","","","","","2"
"2 on scale 1-7 ","2008","Not Working","1-pers.-HH","","","","","2"
"2 on scale 1-7 ","2008","Not Working","(Married) couple without C. ","","","","","2"
"2 on scale 1-7 ","2008","Full Time","(Married) couple without C. ","","","","","2"
"2 on scale 1-7 ","2008","Full Time","Single parent ","","","","","2"
"2 on scale 1-7 ","2008","Full Time","1-pers.-HH","","","","","2"
"2 on scale 1-7 ","2008","Full Time","Couple + C. LE 16 ","","","","","2"
"3 on scale 1-7 ","2008","Not Working","Single parent ","","","","","3"
"3 on scale 1-7 ","2008","Not Working","Couple + C. LE 16 ","","","","","3"
"3 on scale 1-7 ","2008","Not Working","Couple + C. GT 16 ","","","","","3"
"3 on scale 1-7 ","2008","Not Working","Couple + C. LE and GT 16","","","","","3"
"3 on scale 1-7 ","2008","Full Time","Couple + C. LE and GT 16","","","","","3"
"3 on scale 1-7 ","2008","Part Time","Couple + C. GT 16 ","","","","","3"
"3 on scale 1-7 ","2008","Part Time","Couple + C. LE and GT 16","","","","","3"
"3 on scale 1-7 ","2008","Not Working","1-pers.-HH","","","","","3"
"3 on scale 1-7 ","2008","Not Working","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2008","Full Time","1-pers.-HH","","","","","3"
"3 on scale 1-7 ","2008","Full Time","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2008","Full Time","Couple + C. GT 16 ","","","","","3"
"3 on scale 1-7 ","2008","Part Time","1-pers.-HH","","","","","3"
"3 on scale 1-7 ","2008","Part Time","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2008","Part Time","Single parent ","","","","","3"
"3 on scale 1-7 ","2008","Part Time","Couple + C. LE 16 ","","","","","3"
"3 on scale 1-7 ","2008","Full Time","Single parent ","","","","","3"
"3 on scale 1-7 ","2008","Full Time","Couple + C. LE 16 ","","","","","3"
"4 on scale 1-7","2008","Not Working","Single parent ","","","","","4"
"4 on scale 1-7","2008","Not Working","Couple + C. LE 16 ","","","","","4"
"4 on scale 1-7","2008","Not Working","1-pers.-HH","","","","","4"
"4 on scale 1-7","2008","Not Working","(Married) couple without C. ","","","","","4"
"4 on scale 1-7","2008","Not Working","Couple + C. GT 16 ","","","","","4"
"4 on scale 1-7","2008","Full Time","Couple + C. LE and GT 16","","","","","4"
"4 on scale 1-7","2008","Part Time","1-pers.-HH","","","","","4"
"4 on scale 1-7","2008","Part Time","(Married) couple without C. ","","","","","4"
"4 on scale 1-7","2008","Part Time","Single parent ","","","","","4"
"4 on scale 1-7","2008","Part Time","Couple + C. GT 16 ","","","","","4"
"4 on scale 1-7","2008","Part Time","Couple + C. LE and GT 16","","","","","4"
"4 on scale 1-7","2008","Not Working","Couple + C. LE and GT 16","","","","","4"
"4 on scale 1-7","2008","Full Time","Couple + C. GT 16 ","","","","","4"
"4 on scale 1-7","2008","Part Time","Couple + C. LE 16 ","","","","","4"
"4 on scale 1-7","2008","Full Time","1-pers.-HH","","","","","4"
"4 on scale 1-7","2008","Full Time","(Married) couple without C. ","","","","","4"
"4 on scale 1-7","2008","Full Time","Single parent ","","","","","4"
"4 on scale 1-7","2008","Full Time","Couple + C. LE 16 ","","","","","4"
"5 on scale 1-7","2008","Not Working","Couple + C. LE 16 ","","","","","5"
"5 on scale 1-7","2008","Full Time","Couple + C. LE and GT 16","","","","","5"
"5 on scale 1-7","2008","Part Time","Couple + C. GT 16 ","","","","","5"
"5 on scale 1-7","2008","Not Working","Single parent ","","","","","5"
"5 on scale 1-7","2008","Not Working","(Married) couple without C. ","","","","","5"
"5 on scale 1-7","2008","Not Working","Couple + C. GT 16 ","","","","","5"
"5 on scale 1-7","2008","Not Working","Couple + C. LE and GT 16","","","","","5"
"5 on scale 1-7","2008","Full Time","Couple + C. GT 16 ","","","","","5"
"5 on scale 1-7","2008","Part Time","1-pers.-HH","","","","","5"
"5 on scale 1-7","2008","Part Time","(Married) couple without C. ","","","","","5"
"5 on scale 1-7","2008","Part Time","Single parent ","","","","","5"
"5 on scale 1-7","2008","Part Time","Couple + C. LE 16 ","","","","","5"
"5 on scale 1-7","2008","Part Time","Couple + C. LE and GT 16","","","","","5"
"5 on scale 1-7","2008","Not Working","1-pers.-HH","","","","","5"
"5 on scale 1-7","2008","Full Time","1-pers.-HH","","","","","5"
"5 on scale 1-7","2008","Full Time","(Married) couple without C. ","","","","","5"
"5 on scale 1-7","2008","Full Time","Single parent ","","","","","5"
"5 on scale 1-7","2008","Full Time","Couple + C. LE 16 ","","","","","5"
"6 on scale 1-7","2008","Not Working","Couple + C. LE and GT 16","","","","","6"
"6 on scale 1-7","2008","Not Working","Couple + C. GT 16 ","","","","","6"
"6 on scale 1-7","2008","Not Working","Single parent ","","","","","6"
"6 on scale 1-7","2008","Not Working","Couple + C. LE 16 ","","","","","6"
"6 on scale 1-7","2008","Part Time","Couple + C. GT 16 ","","","","","6"
"6 on scale 1-7","2008","Part Time","Couple + C. LE and GT 16","","","","","6"
"6 on scale 1-7","2008","Not Working","1-pers.-HH","","","","","6"
"6 on scale 1-7","2008","Not Working","(Married) couple without C. ","","","","","6"
"6 on scale 1-7","2008","Full Time","Couple + C. LE and GT 16","","","","","6"
"6 on scale 1-7","2008","Part Time","1-pers.-HH","","","","","6"
"6 on scale 1-7","2008","Part Time","(Married) couple without C. ","","","","","6"
"6 on scale 1-7","2008","Part Time","Single parent ","","","","","6"
"6 on scale 1-7","2008","Part Time","Couple + C. LE 16 ","","","","","6"
"6 on scale 1-7","2008","Full Time","Couple + C. GT 16 ","","","","","6"
"6 on scale 1-7","2008","Full Time","1-pers.-HH","","","","","6"
"6 on scale 1-7","2008","Full Time","(Married) couple without C. ","","","","","6"
"6 on scale 1-7","2008","Full Time","Single parent ","","","","","6"
"6 on scale 1-7","2008","Full Time","Couple + C. LE 16 ","","","","","6"
"7 Strongly agree","2008","Not Working","Couple + C. LE 16 ","","","","","7"
"7 Strongly agree","2008","Not Working","Single parent ","","","","","7"
"7 Strongly agree","2008","Not Working","Couple + C. GT 16 ","","","","","7"
"7 Strongly agree","2008","Not Working","Couple + C. LE and GT 16","","","","","7"
"7 Strongly agree","2008","Full Time","Single parent ","","","","","7"
"7 Strongly agree","2008","Full Time","Couple + C. LE 16 ","","","","","7"
"7 Strongly agree","2008","Full Time","Couple + C. LE and GT 16","","","","","7"
"7 Strongly agree","2008","Part Time","1-pers.-HH","","","","","7"
"7 Strongly agree","2008","Part Time","(Married) couple without C. ","","","","","7"
"7 Strongly agree","2008","Part Time","Couple + C. LE 16 ","","","","","7"
"7 Strongly agree","2008","Part Time","Couple + C. GT 16 ","","","","","7"
"7 Strongly agree","2008","Part Time","Couple + C. LE and GT 16","","","","","7"
"7 Strongly agree","2008","Not Working","1-pers.-HH","","","","","7"
"7 Strongly agree","2008","Full Time","1-pers.-HH","","","","","7"
"7 Strongly agree","2008","Full Time","(Married) couple without C. ","","","","","7"
"7 Strongly agree","2008","Full Time","Couple + C. GT 16 ","","","","","7"
"7 Strongly agree","2008","Part Time","Single parent ","","","","","7"
"7 Strongly agree","2008","Not Working","(Married) couple without C. ","","","","","7"
"1 Strongly disagree","2009","Full Time","Couple + C. GT 16 ","","","","","1"
"1 Strongly disagree","2009","Full Time","Couple + C. LE and GT 16","","","","","1"
"1 Strongly disagree","2009","Part Time","1-pers.-HH","","","","","1"
"1 Strongly disagree","2009","Part Time","(Married) couple without C. ","","","","","1"
"1 Strongly disagree","2009","Part Time","Single parent ","","","","","1"
"1 Strongly disagree","2009","Part Time","Couple + C. LE 16 ","","","","","1"
"1 Strongly disagree","2009","Part Time","Couple + C. GT 16 ","","","","","1"
"1 Strongly disagree","2009","Part Time","Couple + C. LE and GT 16","","","","","1"
"1 Strongly disagree","2009","Not Working","1-pers.-HH","","","","","1"
"1 Strongly disagree","2009","Not Working","(Married) couple without C. ","","","","","1"
"1 Strongly disagree","2009","Not Working","Single parent ","","","","","1"
"1 Strongly disagree","2009","Not Working","Couple + C. LE 16 ","","","","","1"
"1 Strongly disagree","2009","Not Working","Couple + C. GT 16 ","","","","","1"
"1 Strongly disagree","2009","Not Working","Couple + C. LE and GT 16","","","","","1"
"1 Strongly disagree","2009","Full Time","Couple + C. LE 16 ","","","","","1"
"1 Strongly disagree","2009","Full Time","1-pers.-HH","","","","","1"
"1 Strongly disagree","2009","Full Time","(Married) couple without C. ","","","","","1"
"1 Strongly disagree","2009","Full Time","Single parent ","","","","","1"
"2 on scale 1-7 ","2009","Not Working","Single parent ","","","","","2"
"2 on scale 1-7 ","2009","Full Time","Couple + C. LE and GT 16","","","","","2"
"2 on scale 1-7 ","2009","Part Time","1-pers.-HH","","","","","2"
"2 on scale 1-7 ","2009","Part Time","(Married) couple without C. ","","","","","2"
"2 on scale 1-7 ","2009","Part Time","Single parent ","","","","","2"
"2 on scale 1-7 ","2009","Part Time","Couple + C. LE 16 ","","","","","2"
"2 on scale 1-7 ","2009","Not Working","Couple + C. LE 16 ","","","","","2"
"2 on scale 1-7 ","2009","Not Working","Couple + C. GT 16 ","","","","","2"
"2 on scale 1-7 ","2009","Not Working","Couple + C. LE and GT 16","","","","","2"
"2 on scale 1-7 ","2009","Not Working","(Married) couple without C. ","","","","","2"
"2 on scale 1-7 ","2009","Full Time","1-pers.-HH","","","","","2"
"2 on scale 1-7 ","2009","Full Time","Couple + C. GT 16 ","","","","","2"
"2 on scale 1-7 ","2009","Full Time","Couple + C. LE 16 ","","","","","2"
"2 on scale 1-7 ","2009","Part Time","Couple + C. GT 16 ","","","","","2"
"2 on scale 1-7 ","2009","Part Time","Couple + C. LE and GT 16","","","","","2"
"2 on scale 1-7 ","2009","Not Working","1-pers.-HH","","","","","2"
"2 on scale 1-7 ","2009","Full Time","(Married) couple without C. ","","","","","2"
"2 on scale 1-7 ","2009","Full Time","Single parent ","","","","","2"
"3 on scale 1-7 ","2009","Not Working","Couple + C. LE 16 ","","","","","3"
"3 on scale 1-7 ","2009","Not Working","Couple + C. GT 16 ","","","","","3"
"3 on scale 1-7 ","2009","Full Time","Couple + C. LE and GT 16","","","","","3"
"3 on scale 1-7 ","2009","Not Working","Single parent ","","","","","3"
"3 on scale 1-7 ","2009","Not Working","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2009","Not Working","Couple + C. LE and GT 16","","","","","3"
"3 on scale 1-7 ","2009","Full Time","Couple + C. GT 16 ","","","","","3"
"3 on scale 1-7 ","2009","Not Working","1-pers.-HH","","","","","3"
"3 on scale 1-7 ","2009","Full Time","1-pers.-HH","","","","","3"
"3 on scale 1-7 ","2009","Part Time","1-pers.-HH","","","","","3"
"3 on scale 1-7 ","2009","Part Time","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2009","Part Time","Single parent ","","","","","3"
"3 on scale 1-7 ","2009","Part Time","Couple + C. LE 16 ","","","","","3"
"3 on scale 1-7 ","2009","Part Time","Couple + C. GT 16 ","","","","","3"
"3 on scale 1-7 ","2009","Part Time","Couple + C. LE and GT 16","","","","","3"
"3 on scale 1-7 ","2009","Full Time","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2009","Full Time","Single parent ","","","","","3"
"3 on scale 1-7 ","2009","Full Time","Couple + C. LE 16 ","","","","","3"
"4 on scale 1-7","2009","Not Working","Single parent ","","","","","4"
"4 on scale 1-7","2009","Not Working","Couple + C. LE 16 ","","","","","4"
"4 on scale 1-7","2009","Not Working","Couple + C. GT 16 ","","","","","4"
"4 on scale 1-7","2009","Part Time","1-pers.-HH","","","","","4"
"4 on scale 1-7","2009","Part Time","(Married) couple without C. ","","","","","4"
"4 on scale 1-7","2009","Not Working","(Married) couple without C. ","","","","","4"
"4 on scale 1-7","2009","Full Time","Couple + C. LE and GT 16","","","","","4"
"4 on scale 1-7","2009","Part Time","Single parent ","","","","","4"
"4 on scale 1-7","2009","Part Time","Couple + C. LE and GT 16","","","","","4"
"4 on scale 1-7","2009","Not Working","1-pers.-HH","","","","","4"
"4 on scale 1-7","2009","Not Working","Couple + C. LE and GT 16","","","","","4"
"4 on scale 1-7","2009","Full Time","1-pers.-HH","","","","","4"
"4 on scale 1-7","2009","Full Time","Couple + C. GT 16 ","","","","","4"
"4 on scale 1-7","2009","Full Time","Couple + C. LE 16 ","","","","","4"
"4 on scale 1-7","2009","Part Time","Couple + C. LE 16 ","","","","","4"
"4 on scale 1-7","2009","Part Time","Couple + C. GT 16 ","","","","","4"
"4 on scale 1-7","2009","Full Time","(Married) couple without C. ","","","","","4"
"4 on scale 1-7","2009","Full Time","Single parent ","","","","","4"
"5 on scale 1-7","2009","Not Working","Single parent ","","","","","5"
"5 on scale 1-7","2009","Not Working","Couple + C. LE 16 ","","","","","5"
"5 on scale 1-7","2009","Not Working","Couple + C. GT 16 ","","","","","5"
"5 on scale 1-7","2009","Part Time","(Married) couple without C. ","","","","","5"
"5 on scale 1-7","2009","Not Working","(Married) couple without C. ","","","","","5"
"5 on scale 1-7","2009","Not Working","Couple + C. LE and GT 16","","","","","5"
"5 on scale 1-7","2009","Full Time","Couple + C. LE and GT 16","","","","","5"
"5 on scale 1-7","2009","Part Time","1-pers.-HH","","","","","5"
"5 on scale 1-7","2009","Part Time","Single parent ","","","","","5"
"5 on scale 1-7","2009","Part Time","Couple + C. LE 16 ","","","","","5"
"5 on scale 1-7","2009","Part Time","Couple + C. LE and GT 16","","","","","5"
"5 on scale 1-7","2009","Not Working","1-pers.-HH","","","","","5"
"5 on scale 1-7","2009","Full Time","1-pers.-HH","","","","","5"
"5 on scale 1-7","2009","Full Time","(Married) couple without C. ","","","","","5"
"5 on scale 1-7","2009","Full Time","Couple + C. GT 16 ","","","","","5"
"5 on scale 1-7","2009","Part Time","Couple + C. GT 16 ","","","","","5"
"5 on scale 1-7","2009","Full Time","Couple + C. LE 16 ","","","","","5"
"5 on scale 1-7","2009","Full Time","Single parent ","","","","","5"
"6 on scale 1-7","2009","Not Working","Single parent ","","","","","6"
"6 on scale 1-7","2009","Not Working","Couple + C. GT 16 ","","","","","6"
"6 on scale 1-7","2009","Not Working","Couple + C. LE 16 ","","","","","6"
"6 on scale 1-7","2009","Not Working","Couple + C. LE and GT 16","","","","","6"
"6 on scale 1-7","2009","Not Working","(Married) couple without C. ","","","","","6"
"6 on scale 1-7","2009","Full Time","Couple + C. LE and GT 16","","","","","6"
"6 on scale 1-7","2009","Part Time","1-pers.-HH","","","","","6"
"6 on scale 1-7","2009","Part Time","(Married) couple without C. ","","","","","6"
"6 on scale 1-7","2009","Part Time","Single parent ","","","","","6"
"6 on scale 1-7","2009","Part Time","Couple + C. LE 16 ","","","","","6"
"6 on scale 1-7","2009","Part Time","Couple + C. GT 16 ","","","","","6"
"6 on scale 1-7","2009","Part Time","Couple + C. LE and GT 16","","","","","6"
"6 on scale 1-7","2009","Not Working","1-pers.-HH","","","","","6"
"6 on scale 1-7","2009","Full Time","Couple + C. GT 16 ","","","","","6"
"6 on scale 1-7","2009","Full Time","1-pers.-HH","","","","","6"
"6 on scale 1-7","2009","Full Time","Single parent ","","","","","6"
"6 on scale 1-7","2009","Full Time","(Married) couple without C. ","","","","","6"
"6 on scale 1-7","2009","Full Time","Couple + C. LE 16 ","","","","","6"
"7 Strongly agree","2009","Not Working","Couple + C. GT 16 ","","","","","7"
"7 Strongly agree","2009","Not Working","Single parent ","","","","","7"
"7 Strongly agree","2009","Not Working","Couple + C. LE 16 ","","","","","7"
"7 Strongly agree","2009","Not Working","Couple + C. LE and GT 16","","","","","7"
"7 Strongly agree","2009","Full Time","1-pers.-HH","","","","","7"
"7 Strongly agree","2009","Full Time","(Married) couple without C. ","","","","","7"
"7 Strongly agree","2009","Full Time","Single parent ","","","","","7"
"7 Strongly agree","2009","Full Time","Couple + C. LE 16 ","","","","","7"
"7 Strongly agree","2009","Full Time","Couple + C. GT 16 ","","","","","7"
"7 Strongly agree","2009","Full Time","Couple + C. LE and GT 16","","","","","7"
"7 Strongly agree","2009","Part Time","1-pers.-HH","","","","","7"
"7 Strongly agree","2009","Part Time","(Married) couple without C. ","","","","","7"
"7 Strongly agree","2009","Part Time","Single parent ","","","","","7"
"7 Strongly agree","2009","Part Time","Couple + C. LE 16 ","","","","","7"
"7 Strongly agree","2009","Part Time","Couple + C. GT 16 ","","","","","7"
"7 Strongly agree","2009","Part Time","Couple + C. LE and GT 16","","","","","7"
"7 Strongly agree","2009","Not Working","1-pers.-HH","","","","","7"
"7 Strongly agree","2009","Not Working","(Married) couple without C. ","","","","","7"
"1 Strongly disagree","2010","Not Working","Single parent ","3","","","","1"
"1 Strongly disagree","2010","Not Working","Couple + C. LE 16 ","3","","","","1"
"1 Strongly disagree","2010","Not Working","Couple + C. GT 16 ","","","","","1"
"1 Strongly disagree","2010","Not Working","Couple + C. LE and GT 16","1","","","","1"
"1 Strongly disagree","2010","Full Time","Couple + C. GT 16 ","2","","","","1"
"1 Strongly disagree","2010","Full Time","Couple + C. LE and GT 16","","","","","1"
"1 Strongly disagree","2010","Part Time","1-pers.-HH","3","","","","1"
"1 Strongly disagree","2010","Part Time","(Married) couple without C. ","1","","","","1"
"1 Strongly disagree","2010","Part Time","Single parent ","","","","","1"
"1 Strongly disagree","2010","Part Time","Couple + C. LE 16 ","2","","","","1"
"1 Strongly disagree","2010","Part Time","Couple + C. GT 16 ","5","","","","1"
"1 Strongly disagree","2010","Part Time","Couple + C. LE and GT 16","1","","","","1"
"1 Strongly disagree","2010","Not Working","1-pers.-HH","5","","","","1"
"1 Strongly disagree","2010","Not Working","(Married) couple without C. ","8","","","","1"
"1 Strongly disagree","2010","Full Time","1-pers.-HH","3","","","","1"
"1 Strongly disagree","2010","Full Time","(Married) couple without C. ","3","","","","1"
"1 Strongly disagree","2010","Full Time","Single parent ","1","","","","1"
"1 Strongly disagree","2010","Full Time","Couple + C. LE 16 ","3","","","","1"
"2 on scale 1-7 ","2010","Not Working","Single parent ","1","","","","2"
"2 on scale 1-7 ","2010","Not Working","Couple + C. LE 16 ","","","","","2"
"2 on scale 1-7 ","2010","Part Time","1-pers.-HH","5","","","","2"
"2 on scale 1-7 ","2010","Part Time","(Married) couple without C. ","4","","","","2"
"2 on scale 1-7 ","2010","Part Time","Single parent ","","","","","2"
"2 on scale 1-7 ","2010","Part Time","Couple + C. LE 16 ","4","","","","2"
"2 on scale 1-7 ","2010","Not Working","(Married) couple without C. ","10","","","","2"
"2 on scale 1-7 ","2010","Not Working","Couple + C. GT 16 ","3","","","","2"
"2 on scale 1-7 ","2010","Not Working","Couple + C. LE and GT 16","4","","","","2"
"2 on scale 1-7 ","2010","Full Time","Couple + C. GT 16 ","1","","","","2"
"2 on scale 1-7 ","2010","Full Time","Couple + C. LE and GT 16","1","","","","2"
"2 on scale 1-7 ","2010","Part Time","Couple + C. LE and GT 16","2","","","","2"
"2 on scale 1-7 ","2010","Not Working","1-pers.-HH","5","","","","2"
"2 on scale 1-7 ","2010","Full Time","Couple + C. LE 16 ","3","","","","2"
"2 on scale 1-7 ","2010","Part Time","Couple + C. GT 16 ","2","","","","2"
"2 on scale 1-7 ","2010","Full Time","Single parent ","","","","","2"
"2 on scale 1-7 ","2010","Full Time","1-pers.-HH","4","","","","2"
"2 on scale 1-7 ","2010","Full Time","(Married) couple without C. ","4","","","","2"
"3 on scale 1-7 ","2010","Full Time","Couple + C. GT 16 ","14","","","","3"
"3 on scale 1-7 ","2010","Full Time","Couple + C. LE and GT 16","2","","","","3"
"3 on scale 1-7 ","2010","Not Working","Single parent ","1","","","","3"
"3 on scale 1-7 ","2010","Not Working","Couple + C. LE 16 ","3","","","","3"
"3 on scale 1-7 ","2010","Part Time","Single parent ","3","","","","3"
"3 on scale 1-7 ","2010","Not Working","(Married) couple without C. ","22","","","","3"
"3 on scale 1-7 ","2010","Not Working","Couple + C. GT 16 ","2","","","","3"
"3 on scale 1-7 ","2010","Not Working","Couple + C. LE and GT 16","2","","","","3"
"3 on scale 1-7 ","2010","Full Time","1-pers.-HH","1","","","","3"
"3 on scale 1-7 ","2010","Part Time","1-pers.-HH","","","","","3"
"3 on scale 1-7 ","2010","Part Time","(Married) couple without C. ","8","","","","3"
"3 on scale 1-7 ","2010","Part Time","Couple + C. LE 16 ","2","","","","3"
"3 on scale 1-7 ","2010","Part Time","Couple + C. GT 16 ","9","","","","3"
"3 on scale 1-7 ","2010","Part Time","Couple + C. LE and GT 16","","","","","3"
"3 on scale 1-7 ","2010","Not Working","1-pers.-HH","8","","","","3"
"3 on scale 1-7 ","2010","Full Time","(Married) couple without C. ","12","","","","3"
"3 on scale 1-7 ","2010","Full Time","Single parent ","3","","","","3"
"3 on scale 1-7 ","2010","Full Time","Couple + C. LE 16 ","8","","","","3"
"4 on scale 1-7","2010","Not Working","Single parent ","6","","","","4"
"4 on scale 1-7","2010","Not Working","Couple + C. LE 16 ","14","","","","4"
"4 on scale 1-7","2010","Part Time","Single parent ","10","","","","4"
"4 on scale 1-7","2010","Not Working","(Married) couple without C. ","106","0.0331362973441174","0.0269092918713924","0.0393633028168425","4"
"4 on scale 1-7","2010","Not Working","Couple + C. GT 16 ","24","","","","4"
"4 on scale 1-7","2010","Not Working","Couple + C. LE and GT 16","10","","","","4"
"4 on scale 1-7","2010","Full Time","Couple + C. LE and GT 16","14","","","","4"
"4 on scale 1-7","2010","Part Time","1-pers.-HH","12","","","","4"
"4 on scale 1-7","2010","Part Time","(Married) couple without C. ","32","0.0264207366955119","0.0167520226424023","0.0360894507486215","4"
"4 on scale 1-7","2010","Part Time","Couple + C. LE and GT 16","12","","","","4"
"4 on scale 1-7","2010","Not Working","1-pers.-HH","42","0.0280310678316521","0.0193599620117182","0.0367021736515859","4"
"4 on scale 1-7","2010","Full Time","1-pers.-HH","18","","","","4"
"4 on scale 1-7","2010","Full Time","Couple + C. GT 16 ","30","0.0458398598041401","0.0345362413442636","0.0571434782640167","4"
"4 on scale 1-7","2010","Full Time","Couple + C. LE 16 ","29","","","","4"
"4 on scale 1-7","2010","Part Time","Couple + C. LE 16 ","21","","","","4"
"4 on scale 1-7","2010","Part Time","Couple + C. GT 16 ","15","","","","4"
