"plh0206i01","year","education","migback","n","percent","lower_confidence","upper_confidence"
"6 on scale 1-7","2008","secondary school degree","direct migration background","","","",""
"6 on scale 1-7","2008","secondary school degree","indirect migration background","","","",""
"6 on scale 1-7","2008","college entrance qualification","no migration background","","","",""
"6 on scale 1-7","2008","college entrance qualification","direct migration background","","","",""
"6 on scale 1-7","2008","college entrance qualification","indirect migration background","","","",""
"6 on scale 1-7","2008","Other degree","no migration background","","","",""
"6 on scale 1-7","2008","Other degree","direct migration background","","","",""
"6 on scale 1-7","2008","Other degree","indirect migration background","","","",""
"6 on scale 1-7","2008","no degree/no degree yet","no migration background","","","",""
"6 on scale 1-7","2008","no degree/no degree yet","direct migration background","","","",""
"6 on scale 1-7","2008","no degree/no degree yet","indirect migration background","","","",""
"7 Strongly agree","2008","lower secondary degree","no migration background","","","",""
"7 Strongly agree","2008","lower secondary degree","direct migration background","","","",""
"7 Strongly agree","2008","lower secondary degree","indirect migration background","","","",""
"7 Strongly agree","2008","secondary school degree","no migration background","","","",""
"7 Strongly agree","2008","secondary school degree","direct migration background","","","",""
"7 Strongly agree","2008","secondary school degree","indirect migration background","","","",""
"7 Strongly agree","2008","college entrance qualification","no migration background","","","",""
"7 Strongly agree","2008","college entrance qualification","direct migration background","","","",""
"7 Strongly agree","2008","college entrance qualification","indirect migration background","","","",""
"7 Strongly agree","2008","Other degree","no migration background","","","",""
"7 Strongly agree","2008","Other degree","direct migration background","","","",""
"7 Strongly agree","2008","Other degree","indirect migration background","","","",""
"7 Strongly agree","2008","no degree/no degree yet","no migration background","","","",""
"7 Strongly agree","2008","no degree/no degree yet","direct migration background","","","",""
"7 Strongly agree","2008","no degree/no degree yet","indirect migration background","","","",""
"1 Strongly disagree","2009","lower secondary degree","no migration background","","","",""
"1 Strongly disagree","2009","lower secondary degree","direct migration background","","","",""
"1 Strongly disagree","2009","lower secondary degree","indirect migration background","","","",""
"1 Strongly disagree","2009","secondary school degree","no migration background","","","",""
"1 Strongly disagree","2009","secondary school degree","direct migration background","","","",""
"1 Strongly disagree","2009","secondary school degree","indirect migration background","","","",""
"1 Strongly disagree","2009","college entrance qualification","no migration background","","","",""
"1 Strongly disagree","2009","college entrance qualification","direct migration background","","","",""
"1 Strongly disagree","2009","college entrance qualification","indirect migration background","","","",""
"1 Strongly disagree","2009","Other degree","no migration background","","","",""
"1 Strongly disagree","2009","Other degree","direct migration background","","","",""
"1 Strongly disagree","2009","Other degree","indirect migration background","","","",""
"1 Strongly disagree","2009","no degree/no degree yet","no migration background","","","",""
"1 Strongly disagree","2009","no degree/no degree yet","direct migration background","","","",""
"1 Strongly disagree","2009","no degree/no degree yet","indirect migration background","","","",""
"2 on scale 1-7 ","2009","lower secondary degree","no migration background","","","",""
"2 on scale 1-7 ","2009","lower secondary degree","direct migration background","","","",""
"2 on scale 1-7 ","2009","lower secondary degree","indirect migration background","","","",""
"2 on scale 1-7 ","2009","secondary school degree","no migration background","","","",""
"2 on scale 1-7 ","2009","secondary school degree","direct migration background","","","",""
"2 on scale 1-7 ","2009","secondary school degree","indirect migration background","","","",""
"2 on scale 1-7 ","2009","college entrance qualification","no migration background","","","",""
"2 on scale 1-7 ","2009","college entrance qualification","direct migration background","","","",""
"2 on scale 1-7 ","2009","college entrance qualification","indirect migration background","","","",""
"2 on scale 1-7 ","2009","Other degree","no migration background","","","",""
"2 on scale 1-7 ","2009","Other degree","direct migration background","","","",""
"2 on scale 1-7 ","2009","Other degree","indirect migration background","","","",""
"2 on scale 1-7 ","2009","no degree/no degree yet","no migration background","","","",""
"2 on scale 1-7 ","2009","no degree/no degree yet","direct migration background","","","",""
"2 on scale 1-7 ","2009","no degree/no degree yet","indirect migration background","","","",""
"3 on scale 1-7 ","2009","lower secondary degree","no migration background","","","",""
"3 on scale 1-7 ","2009","lower secondary degree","direct migration background","","","",""
"3 on scale 1-7 ","2009","lower secondary degree","indirect migration background","","","",""
"3 on scale 1-7 ","2009","secondary school degree","no migration background","","","",""
"3 on scale 1-7 ","2009","secondary school degree","direct migration background","","","",""
"3 on scale 1-7 ","2009","secondary school degree","indirect migration background","","","",""
"3 on scale 1-7 ","2009","college entrance qualification","no migration background","","","",""
"3 on scale 1-7 ","2009","college entrance qualification","direct migration background","","","",""
"3 on scale 1-7 ","2009","college entrance qualification","indirect migration background","","","",""
"3 on scale 1-7 ","2009","Other degree","no migration background","","","",""
"3 on scale 1-7 ","2009","Other degree","direct migration background","","","",""
"3 on scale 1-7 ","2009","Other degree","indirect migration background","","","",""
"3 on scale 1-7 ","2009","no degree/no degree yet","no migration background","","","",""
"3 on scale 1-7 ","2009","no degree/no degree yet","direct migration background","","","",""
"3 on scale 1-7 ","2009","no degree/no degree yet","indirect migration background","","","",""
"4 on scale 1-7","2009","lower secondary degree","no migration background","","","",""
"4 on scale 1-7","2009","lower secondary degree","direct migration background","","","",""
"4 on scale 1-7","2009","lower secondary degree","indirect migration background","","","",""
"4 on scale 1-7","2009","secondary school degree","no migration background","","","",""
"4 on scale 1-7","2009","secondary school degree","direct migration background","","","",""
"4 on scale 1-7","2009","secondary school degree","indirect migration background","","","",""
"4 on scale 1-7","2009","college entrance qualification","no migration background","","","",""
"4 on scale 1-7","2009","college entrance qualification","direct migration background","","","",""
"4 on scale 1-7","2009","college entrance qualification","indirect migration background","","","",""
"4 on scale 1-7","2009","Other degree","no migration background","","","",""
"4 on scale 1-7","2009","Other degree","direct migration background","","","",""
"4 on scale 1-7","2009","Other degree","indirect migration background","","","",""
"4 on scale 1-7","2009","no degree/no degree yet","no migration background","","","",""
"4 on scale 1-7","2009","no degree/no degree yet","direct migration background","","","",""
"4 on scale 1-7","2009","no degree/no degree yet","indirect migration background","","","",""
"5 on scale 1-7","2009","lower secondary degree","no migration background","","","",""
"5 on scale 1-7","2009","lower secondary degree","direct migration background","","","",""
"5 on scale 1-7","2009","lower secondary degree","indirect migration background","","","",""
"5 on scale 1-7","2009","secondary school degree","no migration background","","","",""
"5 on scale 1-7","2009","secondary school degree","direct migration background","","","",""
"5 on scale 1-7","2009","secondary school degree","indirect migration background","","","",""
"5 on scale 1-7","2009","college entrance qualification","no migration background","","","",""
"5 on scale 1-7","2009","college entrance qualification","direct migration background","","","",""
"5 on scale 1-7","2009","college entrance qualification","indirect migration background","","","",""
"5 on scale 1-7","2009","Other degree","no migration background","","","",""
"5 on scale 1-7","2009","Other degree","direct migration background","","","",""
"5 on scale 1-7","2009","Other degree","indirect migration background","","","",""
"5 on scale 1-7","2009","no degree/no degree yet","no migration background","","","",""
"5 on scale 1-7","2009","no degree/no degree yet","direct migration background","","","",""
"5 on scale 1-7","2009","no degree/no degree yet","indirect migration background","","","",""
"6 on scale 1-7","2009","lower secondary degree","no migration background","","","",""
"6 on scale 1-7","2009","lower secondary degree","direct migration background","","","",""
"6 on scale 1-7","2009","lower secondary degree","indirect migration background","","","",""
"6 on scale 1-7","2009","secondary school degree","no migration background","","","",""
"6 on scale 1-7","2009","secondary school degree","direct migration background","","","",""
"6 on scale 1-7","2009","secondary school degree","indirect migration background","","","",""
"6 on scale 1-7","2009","college entrance qualification","no migration background","","","",""
"6 on scale 1-7","2009","college entrance qualification","direct migration background","","","",""
"6 on scale 1-7","2009","college entrance qualification","indirect migration background","","","",""
"6 on scale 1-7","2009","Other degree","no migration background","","","",""
"6 on scale 1-7","2009","Other degree","direct migration background","","","",""
"6 on scale 1-7","2009","Other degree","indirect migration background","","","",""
"6 on scale 1-7","2009","no degree/no degree yet","no migration background","","","",""
"6 on scale 1-7","2009","no degree/no degree yet","direct migration background","","","",""
"6 on scale 1-7","2009","no degree/no degree yet","indirect migration background","","","",""
"7 Strongly agree","2009","lower secondary degree","no migration background","","","",""
"7 Strongly agree","2009","lower secondary degree","direct migration background","","","",""
"7 Strongly agree","2009","lower secondary degree","indirect migration background","","","",""
"7 Strongly agree","2009","secondary school degree","no migration background","","","",""
"7 Strongly agree","2009","secondary school degree","direct migration background","","","",""
"7 Strongly agree","2009","secondary school degree","indirect migration background","","","",""
"7 Strongly agree","2009","college entrance qualification","no migration background","","","",""
"7 Strongly agree","2009","college entrance qualification","direct migration background","","","",""
"7 Strongly agree","2009","college entrance qualification","indirect migration background","","","",""
"7 Strongly agree","2009","Other degree","no migration background","","","",""
"7 Strongly agree","2009","Other degree","direct migration background","","","",""
"7 Strongly agree","2009","Other degree","indirect migration background","","","",""
"7 Strongly agree","2009","no degree/no degree yet","no migration background","","","",""
"7 Strongly agree","2009","no degree/no degree yet","direct migration background","","","",""
"7 Strongly agree","2009","no degree/no degree yet","indirect migration background","","","",""
"1 Strongly disagree","2010","lower secondary degree","no migration background","","","",""
"1 Strongly disagree","2010","lower secondary degree","direct migration background","","","",""
"1 Strongly disagree","2010","lower secondary degree","indirect migration background","","","",""
"1 Strongly disagree","2010","secondary school degree","no migration background","","","",""
"1 Strongly disagree","2010","secondary school degree","direct migration background","","","",""
"1 Strongly disagree","2010","secondary school degree","indirect migration background","","","",""
"1 Strongly disagree","2010","college entrance qualification","no migration background","","","",""
"1 Strongly disagree","2010","college entrance qualification","direct migration background","","","",""
"1 Strongly disagree","2010","college entrance qualification","indirect migration background","","","",""
"1 Strongly disagree","2010","Other degree","no migration background","","","",""
"1 Strongly disagree","2010","Other degree","direct migration background","","","",""
"1 Strongly disagree","2010","Other degree","indirect migration background","","","",""
"1 Strongly disagree","2010","no degree/no degree yet","no migration background","","","",""
"1 Strongly disagree","2010","no degree/no degree yet","direct migration background","","","",""
"1 Strongly disagree","2010","no degree/no degree yet","indirect migration background","","","",""
"2 on scale 1-7 ","2010","lower secondary degree","no migration background","","","",""
"2 on scale 1-7 ","2010","lower secondary degree","direct migration background","","","",""
"2 on scale 1-7 ","2010","lower secondary degree","indirect migration background","","","",""
"2 on scale 1-7 ","2010","secondary school degree","no migration background","","","",""
"2 on scale 1-7 ","2010","secondary school degree","direct migration background","","","",""
"2 on scale 1-7 ","2010","secondary school degree","indirect migration background","","","",""
"2 on scale 1-7 ","2010","college entrance qualification","no migration background","","","",""
"2 on scale 1-7 ","2010","college entrance qualification","direct migration background","","","",""
"2 on scale 1-7 ","2010","college entrance qualification","indirect migration background","","","",""
"2 on scale 1-7 ","2010","Other degree","no migration background","","","",""
"2 on scale 1-7 ","2010","Other degree","direct migration background","","","",""
"2 on scale 1-7 ","2010","Other degree","indirect migration background","","","",""
"2 on scale 1-7 ","2010","no degree/no degree yet","no migration background","","","",""
"2 on scale 1-7 ","2010","no degree/no degree yet","direct migration background","","","",""
"2 on scale 1-7 ","2010","no degree/no degree yet","indirect migration background","","","",""
"3 on scale 1-7 ","2010","lower secondary degree","no migration background","36","0.00834256530326327","0.00577613144755667","0.0109089991589699"
"3 on scale 1-7 ","2010","lower secondary degree","direct migration background","","","",""
"3 on scale 1-7 ","2010","lower secondary degree","indirect migration background","","","",""
"3 on scale 1-7 ","2010","secondary school degree","no migration background","","","",""
"3 on scale 1-7 ","2010","secondary school degree","direct migration background","","","",""
"3 on scale 1-7 ","2010","secondary school degree","indirect migration background","","","",""
"3 on scale 1-7 ","2010","college entrance qualification","no migration background","","","",""
"3 on scale 1-7 ","2010","college entrance qualification","direct migration background","","","",""
"3 on scale 1-7 ","2010","college entrance qualification","indirect migration background","","","",""
"3 on scale 1-7 ","2010","Other degree","no migration background","","","",""
"3 on scale 1-7 ","2010","Other degree","direct migration background","","","",""
"3 on scale 1-7 ","2010","Other degree","indirect migration background","","","",""
"3 on scale 1-7 ","2010","no degree/no degree yet","no migration background","","","",""
"3 on scale 1-7 ","2010","no degree/no degree yet","direct migration background","","","",""
"3 on scale 1-7 ","2010","no degree/no degree yet","indirect migration background","","","",""
"4 on scale 1-7","2010","lower secondary degree","no migration background","173","0.0377195401513847","0.0323438595071401","0.0430952207956293"
"4 on scale 1-7","2010","lower secondary degree","direct migration background","","","",""
"4 on scale 1-7","2010","lower secondary degree","indirect migration background","","","",""
"4 on scale 1-7","2010","secondary school degree","no migration background","118","0.0246707179583028","0.020252890299192","0.0290885456174136"
"4 on scale 1-7","2010","secondary school degree","direct migration background","","","",""
"4 on scale 1-7","2010","secondary school degree","indirect migration background","","","",""
"4 on scale 1-7","2010","college entrance qualification","no migration background","81","0.0212553407631811","0.0169322138887092","0.0255784676376529"
"4 on scale 1-7","2010","college entrance qualification","direct migration background","","","",""
"4 on scale 1-7","2010","college entrance qualification","indirect migration background","","","",""
"4 on scale 1-7","2010","Other degree","no migration background","","","",""
"4 on scale 1-7","2010","Other degree","direct migration background","","","",""
"4 on scale 1-7","2010","Other degree","indirect migration background","","","",""
"4 on scale 1-7","2010","no degree/no degree yet","no migration background","","","",""
"4 on scale 1-7","2010","no degree/no degree yet","direct migration background","","","",""
"4 on scale 1-7","2010","no degree/no degree yet","indirect migration background","","","",""
"5 on scale 1-7","2010","lower secondary degree","no migration background","514","0.10734456394837","0.0986101979303292","0.11607892996641"
"5 on scale 1-7","2010","lower secondary degree","direct migration background","38","0.099062816620813","0.068330353424022","0.129795279817604"
"5 on scale 1-7","2010","lower secondary degree","indirect migration background","","","",""
"5 on scale 1-7","2010","secondary school degree","no migration background","398","0.0815654692249247","0.073770408271925","0.0893605301779245"
"5 on scale 1-7","2010","secondary school degree","direct migration background","","","",""
"5 on scale 1-7","2010","secondary school degree","indirect migration background","","","",""
"5 on scale 1-7","2010","college entrance qualification","no migration background","321","0.0748256823489612","0.0669395080788326","0.0827118566190899"
"5 on scale 1-7","2010","college entrance qualification","direct migration background","","","",""
"5 on scale 1-7","2010","college entrance qualification","indirect migration background","","","",""
"5 on scale 1-7","2010","Other degree","no migration background","","","",""
"5 on scale 1-7","2010","Other degree","direct migration background","69","0.106053816275176","0.081538888575041","0.130568743975312"
"5 on scale 1-7","2010","Other degree","indirect migration background","","","",""
"5 on scale 1-7","2010","no degree/no degree yet","no migration background","","","",""
"5 on scale 1-7","2010","no degree/no degree yet","direct migration background","","","",""
"5 on scale 1-7","2010","no degree/no degree yet","indirect migration background","","","",""
"6 on scale 1-7","2010","lower secondary degree","no migration background","1195","0.229600523106699","0.217733443426659","0.241467602786739"
"6 on scale 1-7","2010","lower secondary degree","direct migration background","74","0.203634812372569","0.162208438115574","0.245061186629563"
"6 on scale 1-7","2010","lower secondary degree","indirect migration background","40","0.285069746719057","0.219301508821047","0.350837984617068"
"6 on scale 1-7","2010","secondary school degree","no migration background","1296","0.267758026679909","0.255147279954862","0.280368773404955"
"6 on scale 1-7","2010","secondary school degree","direct migration background","40","0.327427951067807","0.254255630199771","0.400600271935844"
"6 on scale 1-7","2010","secondary school degree","indirect migration background","","","",""
"6 on scale 1-7","2010","college entrance qualification","no migration background","1329","0.307630984612941","0.293798089222999","0.321463880002883"
"6 on scale 1-7","2010","college entrance qualification","direct migration background","54","0.251183237344045","0.192244676218533","0.310121798469557"
"6 on scale 1-7","2010","college entrance qualification","indirect migration background","51","0.341073190089394","0.272009276541054","0.410137103637735"
"6 on scale 1-7","2010","Other degree","no migration background","","","",""
"6 on scale 1-7","2010","Other degree","direct migration background","164","0.283097089780499","0.247228883969942","0.318965295591056"
"6 on scale 1-7","2010","Other degree","indirect migration background","","","",""
"6 on scale 1-7","2010","no degree/no degree yet","no migration background","97","0.324944816367411","0.270184067829114","0.379705564905709"
"6 on scale 1-7","2010","no degree/no degree yet","direct migration background","","","",""
"6 on scale 1-7","2010","no degree/no degree yet","indirect migration background","","","",""
"7 Strongly agree","2010","lower secondary degree","no migration background","2877","0.609788379709868","0.596024555938919","0.623552203480818"
"7 Strongly agree","2010","lower secondary degree","direct migration background","229","0.645886322804382","0.596688693807672","0.695083951801093"
"7 Strongly agree","2010","lower secondary degree","indirect migration background","114","0.578091297985885","0.506143706341285","0.650038889630486"
"7 Strongly agree","2010","secondary school degree","no migration background","2867","0.613183578971508","0.599313148064983","0.627054009878032"
"7 Strongly agree","2010","secondary school degree","direct migration background","102","0.559141567401565","0.481725694783826","0.636557440019304"
"7 Strongly agree","2010","secondary school degree","indirect migration background","109","0.672055528285367","0.598620883089248","0.745490173481487"
"7 Strongly agree","2010","college entrance qualification","no migration background","2519","0.587967078877369","0.573214372241662","0.602719785513076"
"7 Strongly agree","2010","college entrance qualification","direct migration background","131","0.612326741930675","0.546114093588491","0.678539390272859"
"7 Strongly agree","2010","college entrance qualification","indirect migration background","108","0.527734004155856","0.455004658351786","0.600463349959925"
"7 Strongly agree","2010","Other degree","no migration background","53","0.465694600234819","0.36743480008589","0.563954400383748"
"7 Strongly agree","2010","Other degree","direct migration background","343","0.57469787959076","0.535335590167881","0.614060169013638"
"7 Strongly agree","2010","Other degree","indirect migration background","","","",""
"7 Strongly agree","2010","no degree/no degree yet","no migration background","145","0.529075278139474","0.470713379700554","0.587437176578393"
"7 Strongly agree","2010","no degree/no degree yet","direct migration background","41","0.595048148923572","0.491898865987442","0.698197431859701"
"7 Strongly agree","2010","no degree/no degree yet","indirect migration background","33","0.675510822728316","0.544421803291093","0.806599842165539"
"1 Strongly disagree","2011","lower secondary degree","no migration background","","","",""
"1 Strongly disagree","2011","lower secondary degree","direct migration background","","","",""
"1 Strongly disagree","2011","lower secondary degree","indirect migration background","","","",""
"1 Strongly disagree","2011","secondary school degree","no migration background","","","",""
"1 Strongly disagree","2011","secondary school degree","direct migration background","","","",""
"1 Strongly disagree","2011","secondary school degree","indirect migration background","","","",""
"1 Strongly disagree","2011","college entrance qualification","no migration background","","","",""
"1 Strongly disagree","2011","college entrance qualification","direct migration background","","","",""
"1 Strongly disagree","2011","college entrance qualification","indirect migration background","","","",""
"1 Strongly disagree","2011","Other degree","no migration background","","","",""
"1 Strongly disagree","2011","Other degree","direct migration background","","","",""
"1 Strongly disagree","2011","Other degree","indirect migration background","","","",""
"1 Strongly disagree","2011","no degree/no degree yet","no migration background","","","",""
"1 Strongly disagree","2011","no degree/no degree yet","direct migration background","","","",""
"1 Strongly disagree","2011","no degree/no degree yet","indirect migration background","","","",""
"2 on scale 1-7 ","2011","lower secondary degree","no migration background","","","",""
"2 on scale 1-7 ","2011","lower secondary degree","direct migration background","","","",""
"2 on scale 1-7 ","2011","lower secondary degree","indirect migration background","","","",""
"2 on scale 1-7 ","2011","secondary school degree","no migration background","","","",""
"2 on scale 1-7 ","2011","secondary school degree","direct migration background","","","",""
"2 on scale 1-7 ","2011","secondary school degree","indirect migration background","","","",""
"2 on scale 1-7 ","2011","college entrance qualification","no migration background","","","",""
"2 on scale 1-7 ","2011","college entrance qualification","direct migration background","","","",""
"2 on scale 1-7 ","2011","college entrance qualification","indirect migration background","","","",""
"2 on scale 1-7 ","2011","Other degree","no migration background","","","",""
"2 on scale 1-7 ","2011","Other degree","direct migration background","","","",""
"2 on scale 1-7 ","2011","Other degree","indirect migration background","","","",""
"2 on scale 1-7 ","2011","no degree/no degree yet","no migration background","","","",""
"2 on scale 1-7 ","2011","no degree/no degree yet","direct migration background","","","",""
"2 on scale 1-7 ","2011","no degree/no degree yet","indirect migration background","","","",""
"3 on scale 1-7 ","2011","lower secondary degree","no migration background","","","",""
"3 on scale 1-7 ","2011","lower secondary degree","direct migration background","","","",""
"3 on scale 1-7 ","2011","lower secondary degree","indirect migration background","","","",""
"3 on scale 1-7 ","2011","secondary school degree","no migration background","","","",""
"3 on scale 1-7 ","2011","secondary school degree","direct migration background","","","",""
"3 on scale 1-7 ","2011","secondary school degree","indirect migration background","","","",""
"3 on scale 1-7 ","2011","college entrance qualification","no migration background","","","",""
"3 on scale 1-7 ","2011","college entrance qualification","direct migration background","","","",""
"3 on scale 1-7 ","2011","college entrance qualification","indirect migration background","","","",""
"3 on scale 1-7 ","2011","Other degree","no migration background","","","",""
"3 on scale 1-7 ","2011","Other degree","direct migration background","","","",""
"3 on scale 1-7 ","2011","Other degree","indirect migration background","","","",""
"3 on scale 1-7 ","2011","no degree/no degree yet","no migration background","","","",""
"3 on scale 1-7 ","2011","no degree/no degree yet","direct migration background","","","",""
"3 on scale 1-7 ","2011","no degree/no degree yet","indirect migration background","","","",""
"4 on scale 1-7","2011","lower secondary degree","no migration background","","","",""
"4 on scale 1-7","2011","lower secondary degree","direct migration background","","","",""
"4 on scale 1-7","2011","lower secondary degree","indirect migration background","","","",""
"4 on scale 1-7","2011","secondary school degree","no migration background","","","",""
"4 on scale 1-7","2011","secondary school degree","direct migration background","","","",""
"4 on scale 1-7","2011","secondary school degree","indirect migration background","","","",""
"4 on scale 1-7","2011","college entrance qualification","no migration background","","","",""
"4 on scale 1-7","2011","college entrance qualification","direct migration background","","","",""
"4 on scale 1-7","2011","college entrance qualification","indirect migration background","","","",""
"4 on scale 1-7","2011","Other degree","no migration background","","","",""
"4 on scale 1-7","2011","Other degree","direct migration background","","","",""
"4 on scale 1-7","2011","Other degree","indirect migration background","","","",""
"4 on scale 1-7","2011","no degree/no degree yet","no migration background","","","",""
"4 on scale 1-7","2011","no degree/no degree yet","direct migration background","","","",""
"4 on scale 1-7","2011","no degree/no degree yet","indirect migration background","","","",""
"5 on scale 1-7","2011","lower secondary degree","no migration background","","","",""
"5 on scale 1-7","2011","lower secondary degree","direct migration background","","","",""
"5 on scale 1-7","2011","lower secondary degree","indirect migration background","","","",""
"5 on scale 1-7","2011","secondary school degree","no migration background","","","",""
"5 on scale 1-7","2011","secondary school degree","direct migration background","","","",""
"5 on scale 1-7","2011","secondary school degree","indirect migration background","","","",""
"5 on scale 1-7","2011","college entrance qualification","no migration background","","","",""
"5 on scale 1-7","2011","college entrance qualification","direct migration background","","","",""
"5 on scale 1-7","2011","college entrance qualification","indirect migration background","","","",""
"5 on scale 1-7","2011","Other degree","no migration background","","","",""
"5 on scale 1-7","2011","Other degree","direct migration background","","","",""
"5 on scale 1-7","2011","Other degree","indirect migration background","","","",""
"5 on scale 1-7","2011","no degree/no degree yet","no migration background","","","",""
"5 on scale 1-7","2011","no degree/no degree yet","direct migration background","","","",""
"5 on scale 1-7","2011","no degree/no degree yet","indirect migration background","","","",""
"6 on scale 1-7","2011","lower secondary degree","no migration background","","","",""
"6 on scale 1-7","2011","lower secondary degree","direct migration background","","","",""
"6 on scale 1-7","2011","lower secondary degree","indirect migration background","","","",""
"6 on scale 1-7","2011","secondary school degree","no migration background","","","",""
"6 on scale 1-7","2011","secondary school degree","direct migration background","","","",""
"6 on scale 1-7","2011","secondary school degree","indirect migration background","","","",""
"6 on scale 1-7","2011","college entrance qualification","no migration background","","","",""
"6 on scale 1-7","2011","college entrance qualification","direct migration background","","","",""
"6 on scale 1-7","2011","college entrance qualification","indirect migration background","","","",""
"6 on scale 1-7","2011","Other degree","no migration background","","","",""
"6 on scale 1-7","2011","Other degree","direct migration background","","","",""
"6 on scale 1-7","2011","Other degree","indirect migration background","","","",""
"6 on scale 1-7","2011","no degree/no degree yet","no migration background","","","",""
"6 on scale 1-7","2011","no degree/no degree yet","direct migration background","","","",""
"6 on scale 1-7","2011","no degree/no degree yet","indirect migration background","","","",""
"7 Strongly agree","2011","lower secondary degree","no migration background","","","",""
"7 Strongly agree","2011","lower secondary degree","direct migration background","","","",""
"7 Strongly agree","2011","lower secondary degree","indirect migration background","","","",""
"7 Strongly agree","2011","secondary school degree","no migration background","","","",""
"7 Strongly agree","2011","secondary school degree","direct migration background","","","",""
"7 Strongly agree","2011","secondary school degree","indirect migration background","","","",""
"7 Strongly agree","2011","college entrance qualification","no migration background","","","",""
"7 Strongly agree","2011","college entrance qualification","direct migration background","","","",""
"7 Strongly agree","2011","college entrance qualification","indirect migration background","","","",""
"7 Strongly agree","2011","Other degree","no migration background","","","",""
"7 Strongly agree","2011","Other degree","direct migration background","","","",""
"7 Strongly agree","2011","Other degree","indirect migration background","","","",""
"7 Strongly agree","2011","no degree/no degree yet","no migration background","","","",""
"7 Strongly agree","2011","no degree/no degree yet","direct migration background","","","",""
"7 Strongly agree","2011","no degree/no degree yet","indirect migration background","","","",""
"1 Strongly disagree","2012","lower secondary degree","no migration background","","","",""
"1 Strongly disagree","2012","lower secondary degree","direct migration background","","","",""
"1 Strongly disagree","2012","lower secondary degree","indirect migration background","","","",""
"1 Strongly disagree","2012","secondary school degree","no migration background","","","",""
"1 Strongly disagree","2012","secondary school degree","direct migration background","","","",""
"1 Strongly disagree","2012","secondary school degree","indirect migration background","","","",""
"1 Strongly disagree","2012","college entrance qualification","no migration background","","","",""
"1 Strongly disagree","2012","college entrance qualification","direct migration background","","","",""
"1 Strongly disagree","2012","college entrance qualification","indirect migration background","","","",""
"1 Strongly disagree","2012","Other degree","no migration background","","","",""
"1 Strongly disagree","2012","Other degree","direct migration background","","","",""
"1 Strongly disagree","2012","Other degree","indirect migration background","","","",""
"1 Strongly disagree","2012","no degree/no degree yet","no migration background","","","",""
"1 Strongly disagree","2012","no degree/no degree yet","direct migration background","","","",""
"1 Strongly disagree","2012","no degree/no degree yet","indirect migration background","","","",""
"2 on scale 1-7 ","2012","lower secondary degree","no migration background","","","",""
"2 on scale 1-7 ","2012","lower secondary degree","direct migration background","","","",""
"2 on scale 1-7 ","2012","lower secondary degree","indirect migration background","","","",""
"2 on scale 1-7 ","2012","secondary school degree","no migration background","","","",""
"2 on scale 1-7 ","2012","secondary school degree","direct migration background","","","",""
"2 on scale 1-7 ","2012","secondary school degree","indirect migration background","","","",""
"2 on scale 1-7 ","2012","college entrance qualification","no migration background","","","",""
"2 on scale 1-7 ","2012","college entrance qualification","direct migration background","","","",""
"2 on scale 1-7 ","2012","college entrance qualification","indirect migration background","","","",""
"2 on scale 1-7 ","2012","Other degree","no migration background","","","",""
"2 on scale 1-7 ","2012","Other degree","direct migration background","","","",""
"2 on scale 1-7 ","2012","Other degree","indirect migration background","","","",""
"2 on scale 1-7 ","2012","no degree/no degree yet","no migration background","","","",""
"2 on scale 1-7 ","2012","no degree/no degree yet","direct migration background","","","",""
"2 on scale 1-7 ","2012","no degree/no degree yet","indirect migration background","","","",""
"3 on scale 1-7 ","2012","lower secondary degree","no migration background","","","",""
"3 on scale 1-7 ","2012","lower secondary degree","direct migration background","","","",""
"3 on scale 1-7 ","2012","lower secondary degree","indirect migration background","","","",""
"3 on scale 1-7 ","2012","secondary school degree","no migration background","","","",""
"3 on scale 1-7 ","2012","secondary school degree","direct migration background","","","",""
"3 on scale 1-7 ","2012","secondary school degree","indirect migration background","","","",""
"3 on scale 1-7 ","2012","college entrance qualification","no migration background","","","",""
"3 on scale 1-7 ","2012","college entrance qualification","direct migration background","","","",""
"3 on scale 1-7 ","2012","college entrance qualification","indirect migration background","","","",""
"3 on scale 1-7 ","2012","Other degree","no migration background","","","",""
"3 on scale 1-7 ","2012","Other degree","direct migration background","","","",""
"3 on scale 1-7 ","2012","Other degree","indirect migration background","","","",""
"3 on scale 1-7 ","2012","no degree/no degree yet","no migration background","","","",""
"3 on scale 1-7 ","2012","no degree/no degree yet","direct migration background","","","",""
"3 on scale 1-7 ","2012","no degree/no degree yet","indirect migration background","","","",""
"4 on scale 1-7","2012","lower secondary degree","no migration background","","","",""
"4 on scale 1-7","2012","lower secondary degree","direct migration background","","","",""
"4 on scale 1-7","2012","lower secondary degree","indirect migration background","","","",""
"4 on scale 1-7","2012","secondary school degree","no migration background","","","",""
"4 on scale 1-7","2012","secondary school degree","direct migration background","","","",""
"4 on scale 1-7","2012","secondary school degree","indirect migration background","","","",""
"4 on scale 1-7","2012","college entrance qualification","no migration background","","","",""
"4 on scale 1-7","2012","college entrance qualification","direct migration background","","","",""
"4 on scale 1-7","2012","college entrance qualification","indirect migration background","","","",""
"4 on scale 1-7","2012","Other degree","no migration background","","","",""
"4 on scale 1-7","2012","Other degree","direct migration background","","","",""
"4 on scale 1-7","2012","Other degree","indirect migration background","","","",""
"4 on scale 1-7","2012","no degree/no degree yet","no migration background","","","",""
