"plh0206i01","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"3 on scale 1-7 ","2009","Employed","vocational + Abi","","","",""
"3 on scale 1-7 ","2009","Employed","higher vocational","","","",""
"3 on scale 1-7 ","2009","Employed","higher education","","","",""
"4 on scale 1-7","2009","Not Employed","in school","","","",""
"4 on scale 1-7","2009","Not Employed","inadequately","","","",""
"4 on scale 1-7","2009","Not Employed","general elemantary","","","",""
"4 on scale 1-7","2009","Not Employed","middle vocational","","","",""
"4 on scale 1-7","2009","Not Employed","vocational + Abi","","","",""
"4 on scale 1-7","2009","Not Employed","higher vocational","","","",""
"4 on scale 1-7","2009","Not Employed","higher education","","","",""
"4 on scale 1-7","2009","Employed","in school","","","",""
"4 on scale 1-7","2009","Employed","inadequately","","","",""
"4 on scale 1-7","2009","Employed","general elemantary","","","",""
"4 on scale 1-7","2009","Employed","middle vocational","","","",""
"4 on scale 1-7","2009","Employed","vocational + Abi","","","",""
"4 on scale 1-7","2009","Employed","higher vocational","","","",""
"4 on scale 1-7","2009","Employed","higher education","","","",""
"5 on scale 1-7","2009","Not Employed","in school","","","",""
"5 on scale 1-7","2009","Not Employed","inadequately","","","",""
"5 on scale 1-7","2009","Not Employed","general elemantary","","","",""
"5 on scale 1-7","2009","Not Employed","middle vocational","","","",""
"5 on scale 1-7","2009","Not Employed","vocational + Abi","","","",""
"5 on scale 1-7","2009","Not Employed","higher vocational","","","",""
"5 on scale 1-7","2009","Not Employed","higher education","","","",""
"5 on scale 1-7","2009","Employed","in school","","","",""
"5 on scale 1-7","2009","Employed","inadequately","","","",""
"5 on scale 1-7","2009","Employed","general elemantary","","","",""
"5 on scale 1-7","2009","Employed","middle vocational","","","",""
"5 on scale 1-7","2009","Employed","vocational + Abi","","","",""
"5 on scale 1-7","2009","Employed","higher vocational","","","",""
"5 on scale 1-7","2009","Employed","higher education","","","",""
"6 on scale 1-7","2009","Not Employed","in school","","","",""
"6 on scale 1-7","2009","Not Employed","inadequately","","","",""
"6 on scale 1-7","2009","Not Employed","general elemantary","","","",""
"6 on scale 1-7","2009","Not Employed","middle vocational","","","",""
"6 on scale 1-7","2009","Not Employed","vocational + Abi","","","",""
"6 on scale 1-7","2009","Not Employed","higher vocational","","","",""
"6 on scale 1-7","2009","Not Employed","higher education","","","",""
"6 on scale 1-7","2009","Employed","in school","","","",""
"6 on scale 1-7","2009","Employed","inadequately","","","",""
"6 on scale 1-7","2009","Employed","general elemantary","","","",""
"6 on scale 1-7","2009","Employed","middle vocational","","","",""
"6 on scale 1-7","2009","Employed","vocational + Abi","","","",""
"6 on scale 1-7","2009","Employed","higher vocational","","","",""
"6 on scale 1-7","2009","Employed","higher education","","","",""
"7 Strongly agree","2009","Not Employed","in school","","","",""
"7 Strongly agree","2009","Not Employed","inadequately","","","",""
"7 Strongly agree","2009","Not Employed","general elemantary","","","",""
"7 Strongly agree","2009","Not Employed","middle vocational","","","",""
"7 Strongly agree","2009","Not Employed","vocational + Abi","","","",""
"7 Strongly agree","2009","Not Employed","higher vocational","","","",""
"7 Strongly agree","2009","Not Employed","higher education","","","",""
"7 Strongly agree","2009","Employed","in school","","","",""
"7 Strongly agree","2009","Employed","inadequately","","","",""
"7 Strongly agree","2009","Employed","general elemantary","","","",""
"7 Strongly agree","2009","Employed","middle vocational","","","",""
"7 Strongly agree","2009","Employed","vocational + Abi","","","",""
"7 Strongly agree","2009","Employed","higher vocational","","","",""
"7 Strongly agree","2009","Employed","higher education","","","",""
"1 Strongly disagree","2010","Not Employed","in school","","","",""
"1 Strongly disagree","2010","Not Employed","inadequately","1","","",""
"1 Strongly disagree","2010","Not Employed","general elemantary","5","","",""
"1 Strongly disagree","2010","Not Employed","middle vocational","12","","",""
"1 Strongly disagree","2010","Not Employed","vocational + Abi","","","",""
"1 Strongly disagree","2010","Not Employed","higher vocational","1","","",""
"1 Strongly disagree","2010","Not Employed","higher education","2","","",""
"1 Strongly disagree","2010","Employed","in school","1","","",""
"1 Strongly disagree","2010","Employed","inadequately","","","",""
"1 Strongly disagree","2010","Employed","general elemantary","3","","",""
"1 Strongly disagree","2010","Employed","middle vocational","13","","",""
"1 Strongly disagree","2010","Employed","vocational + Abi","","","",""
"1 Strongly disagree","2010","Employed","higher vocational","3","","",""
"1 Strongly disagree","2010","Employed","higher education","2","","",""
"2 on scale 1-7 ","2010","Not Employed","in school","1","","",""
"2 on scale 1-7 ","2010","Not Employed","inadequately","2","","",""
"2 on scale 1-7 ","2010","Not Employed","general elemantary","3","","",""
"2 on scale 1-7 ","2010","Not Employed","middle vocational","11","","",""
"2 on scale 1-7 ","2010","Not Employed","vocational + Abi","","","",""
"2 on scale 1-7 ","2010","Not Employed","higher vocational","1","","",""
"2 on scale 1-7 ","2010","Not Employed","higher education","2","","",""
"2 on scale 1-7 ","2010","Employed","in school","","","",""
"2 on scale 1-7 ","2010","Employed","inadequately","1","","",""
"2 on scale 1-7 ","2010","Employed","general elemantary","4","","",""
"2 on scale 1-7 ","2010","Employed","middle vocational","11","","",""
"2 on scale 1-7 ","2010","Employed","vocational + Abi","1","","",""
"2 on scale 1-7 ","2010","Employed","higher vocational","4","","",""
"2 on scale 1-7 ","2010","Employed","higher education","11","","",""
"3 on scale 1-7 ","2010","Not Employed","in school","1","","",""
"3 on scale 1-7 ","2010","Not Employed","inadequately","1","","",""
"3 on scale 1-7 ","2010","Not Employed","general elemantary","6","","",""
"3 on scale 1-7 ","2010","Not Employed","middle vocational","22","","",""
"3 on scale 1-7 ","2010","Not Employed","vocational + Abi","2","","",""
"3 on scale 1-7 ","2010","Not Employed","higher vocational","","","",""
"3 on scale 1-7 ","2010","Not Employed","higher education","7","","",""
"3 on scale 1-7 ","2010","Employed","in school","","","",""
"3 on scale 1-7 ","2010","Employed","inadequately","1","","",""
"3 on scale 1-7 ","2010","Employed","general elemantary","8","","",""
"3 on scale 1-7 ","2010","Employed","middle vocational","31","0.0061999721301244","0.00403545617713853","0.00836448808311028"
"3 on scale 1-7 ","2010","Employed","vocational + Abi","6","","",""
"3 on scale 1-7 ","2010","Employed","higher vocational","4","","",""
"3 on scale 1-7 ","2010","Employed","higher education","12","","",""
"4 on scale 1-7","2010","Not Employed","in school","5","","",""
"4 on scale 1-7","2010","Not Employed","inadequately","5","","",""
"4 on scale 1-7","2010","Not Employed","general elemantary","42","0.0547596024399215","0.0402846793410984","0.0692345255387446"
"4 on scale 1-7","2010","Not Employed","middle vocational","112","0.0327132663172298","0.0266218860116271","0.0388046466228325"
"4 on scale 1-7","2010","Not Employed","vocational + Abi","6","","",""
"4 on scale 1-7","2010","Not Employed","higher vocational","10","","",""
"4 on scale 1-7","2010","Not Employed","higher education","24","","",""
"4 on scale 1-7","2010","Employed","in school","1","","",""
"4 on scale 1-7","2010","Employed","inadequately","3","","",""
"4 on scale 1-7","2010","Employed","general elemantary","25","","",""
"4 on scale 1-7","2010","Employed","middle vocational","129","0.0254060720592869","0.021066998292269","0.0297451458263048"
"4 on scale 1-7","2010","Employed","vocational + Abi","14","","",""
"4 on scale 1-7","2010","Employed","higher vocational","22","","",""
"4 on scale 1-7","2010","Employed","higher education","50","0.0177135124818137","0.0127861284234247","0.0226408965402028"
"5 on scale 1-7","2010","Not Employed","in school","22","","",""
"5 on scale 1-7","2010","Not Employed","inadequately","10","","",""
"5 on scale 1-7","2010","Not Employed","general elemantary","109","0.116341062347908","0.0959413598157743","0.136740764880042"
"5 on scale 1-7","2010","Not Employed","middle vocational","345","0.105135149360321","0.0946317751806245","0.115638523540018"
"5 on scale 1-7","2010","Not Employed","vocational + Abi","19","","",""
"5 on scale 1-7","2010","Not Employed","higher vocational","40","0.0950721798537749","0.0663994686604982","0.123744891047052"
"5 on scale 1-7","2010","Not Employed","higher education","90","0.0858666366142119","0.0691342748682719","0.102598998360152"
"5 on scale 1-7","2010","Employed","in school","4","","",""
"5 on scale 1-7","2010","Employed","inadequately","3","","",""
"5 on scale 1-7","2010","Employed","general elemantary","68","0.109635402099444","0.0861868920456035","0.133083912153284"
"5 on scale 1-7","2010","Employed","middle vocational","478","0.0874732715087233","0.0796825639607723","0.0952639790566743"
"5 on scale 1-7","2010","Employed","vocational + Abi","51","0.0877626502027651","0.067109359966412","0.108415940439118"
"5 on scale 1-7","2010","Employed","higher vocational","56","0.0600811037552968","0.0441524462109345","0.0760097612996591"
"5 on scale 1-7","2010","Employed","higher education","196","0.0666304108866832","0.0573148704710876","0.0759459513022789"
"6 on scale 1-7","2010","Not Employed","in school","73","0.328269973836298","0.265207464138649","0.391332483533947"
"6 on scale 1-7","2010","Not Employed","inadequately","26","","",""
"6 on scale 1-7","2010","Not Employed","general elemantary","265","0.265492071152645","0.237396426157223","0.293587716148066"
"6 on scale 1-7","2010","Not Employed","middle vocational","820","0.244933297550072","0.230207028913329","0.259659566186815"
"6 on scale 1-7","2010","Not Employed","vocational + Abi","60","0.231518760147011","0.17615757375586","0.286879946538162"
"6 on scale 1-7","2010","Not Employed","higher vocational","105","0.234874936980507","0.193434949368674","0.27631492459234"
"6 on scale 1-7","2010","Not Employed","higher education","295","0.274709051875454","0.24805072719657","0.301367376554339"
"6 on scale 1-7","2010","Employed","in school","21","","",""
"6 on scale 1-7","2010","Employed","inadequately","15","","",""
"6 on scale 1-7","2010","Employed","general elemantary","165","0.252958198806194","0.220333032388207","0.285583365224181"
"6 on scale 1-7","2010","Employed","middle vocational","1325","0.247504857506042","0.235604496564522","0.259405218447562"
"6 on scale 1-7","2010","Employed","vocational + Abi","222","0.306992750826175","0.273325054009155","0.340660447643196"
"6 on scale 1-7","2010","Employed","higher vocational","242","0.305817927487166","0.27493395187126","0.336701903103073"
"6 on scale 1-7","2010","Employed","higher education","844","0.307574291838737","0.29033550920457","0.324813074472903"
"7 Strongly agree","2010","Not Employed","in school","111","0.521350548853277","0.454264534701711","0.588436563004844"
"7 Strongly agree","2010","Not Employed","inadequately","45","0.489433756639321","0.386157652939496","0.592709860339147"
"7 Strongly agree","2010","Not Employed","general elemantary","519","0.551127032770411","0.519482217313491","0.582771848227331"
"7 Strongly agree","2010","Not Employed","middle vocational","1954","0.604418342554241","0.587674195281891","0.62116248982659"
"7 Strongly agree","2010","Not Employed","vocational + Abi","136","0.635446817018189","0.572276113863668","0.69861752017271"
"7 Strongly agree","2010","Not Employed","higher vocational","245","0.64007092252224","0.593150968241563","0.686990876802918"
"7 Strongly agree","2010","Not Employed","higher education","657","0.601559926929924","0.572321015894652","0.630798837965196"
"7 Strongly agree","2010","Employed","in school","30","0.55349935788727","0.424442743519102","0.682555972255438"
"7 Strongly agree","2010","Employed","inadequately","25","","",""
"7 Strongly agree","2010","Employed","general elemantary","409","0.5696876923626","0.532528505147474","0.606846879577726"
"7 Strongly agree","2010","Employed","middle vocational","3065","0.627160563039951","0.613826370788137","0.640494755291765"
"7 Strongly agree","2010","Employed","vocational + Abi","427","0.555471906836162","0.51920077444139","0.591743039230935"
"7 Strongly agree","2010","Employed","higher vocational","524","0.602199544658587","0.569392441591664","0.635006647725511"
"7 Strongly agree","2010","Employed","higher education","1638","0.596144352380585","0.577815562919883","0.614473141841288"
"1 Strongly disagree","2011","Not Employed","in school","","","",""
"1 Strongly disagree","2011","Not Employed","inadequately","","","",""
"1 Strongly disagree","2011","Not Employed","general elemantary","","","",""
"1 Strongly disagree","2011","Not Employed","middle vocational","","","",""
"1 Strongly disagree","2011","Not Employed","vocational + Abi","","","",""
"1 Strongly disagree","2011","Not Employed","higher vocational","","","",""
"1 Strongly disagree","2011","Not Employed","higher education","","","",""
"1 Strongly disagree","2011","Employed","in school","","","",""
"1 Strongly disagree","2011","Employed","inadequately","","","",""
"1 Strongly disagree","2011","Employed","general elemantary","","","",""
"1 Strongly disagree","2011","Employed","middle vocational","","","",""
"1 Strongly disagree","2011","Employed","vocational + Abi","","","",""
"1 Strongly disagree","2011","Employed","higher vocational","","","",""
"1 Strongly disagree","2011","Employed","higher education","","","",""
"2 on scale 1-7 ","2011","Not Employed","in school","","","",""
"2 on scale 1-7 ","2011","Not Employed","inadequately","","","",""
"2 on scale 1-7 ","2011","Not Employed","general elemantary","","","",""
"2 on scale 1-7 ","2011","Not Employed","middle vocational","","","",""
"2 on scale 1-7 ","2011","Not Employed","vocational + Abi","","","",""
"2 on scale 1-7 ","2011","Not Employed","higher vocational","","","",""
"2 on scale 1-7 ","2011","Not Employed","higher education","","","",""
"2 on scale 1-7 ","2011","Employed","in school","","","",""
"2 on scale 1-7 ","2011","Employed","inadequately","","","",""
"2 on scale 1-7 ","2011","Employed","general elemantary","","","",""
"2 on scale 1-7 ","2011","Employed","middle vocational","","","",""
"2 on scale 1-7 ","2011","Employed","vocational + Abi","","","",""
"2 on scale 1-7 ","2011","Employed","higher vocational","","","",""
"2 on scale 1-7 ","2011","Employed","higher education","","","",""
"3 on scale 1-7 ","2011","Not Employed","in school","","","",""
"3 on scale 1-7 ","2011","Not Employed","inadequately","","","",""
"3 on scale 1-7 ","2011","Not Employed","general elemantary","","","",""
"3 on scale 1-7 ","2011","Not Employed","middle vocational","","","",""
"3 on scale 1-7 ","2011","Not Employed","vocational + Abi","","","",""
"3 on scale 1-7 ","2011","Not Employed","higher vocational","","","",""
"3 on scale 1-7 ","2011","Not Employed","higher education","","","",""
"3 on scale 1-7 ","2011","Employed","in school","","","",""
"3 on scale 1-7 ","2011","Employed","inadequately","","","",""
"3 on scale 1-7 ","2011","Employed","general elemantary","","","",""
"3 on scale 1-7 ","2011","Employed","middle vocational","","","",""
"3 on scale 1-7 ","2011","Employed","vocational + Abi","","","",""
"3 on scale 1-7 ","2011","Employed","higher vocational","","","",""
"3 on scale 1-7 ","2011","Employed","higher education","","","",""
"4 on scale 1-7","2011","Not Employed","in school","","","",""
"4 on scale 1-7","2011","Not Employed","inadequately","","","",""
"4 on scale 1-7","2011","Not Employed","general elemantary","","","",""
"4 on scale 1-7","2011","Not Employed","middle vocational","","","",""
"4 on scale 1-7","2011","Not Employed","vocational + Abi","","","",""
"4 on scale 1-7","2011","Not Employed","higher vocational","","","",""
"4 on scale 1-7","2011","Not Employed","higher education","","","",""
"4 on scale 1-7","2011","Employed","in school","","","",""
"4 on scale 1-7","2011","Employed","inadequately","","","",""
"4 on scale 1-7","2011","Employed","general elemantary","","","",""
"4 on scale 1-7","2011","Employed","middle vocational","","","",""
"4 on scale 1-7","2011","Employed","vocational + Abi","","","",""
"4 on scale 1-7","2011","Employed","higher vocational","","","",""
"4 on scale 1-7","2011","Employed","higher education","","","",""
"5 on scale 1-7","2011","Not Employed","in school","","","",""
"5 on scale 1-7","2011","Not Employed","inadequately","","","",""
"5 on scale 1-7","2011","Not Employed","general elemantary","","","",""
"5 on scale 1-7","2011","Not Employed","middle vocational","","","",""
"5 on scale 1-7","2011","Not Employed","vocational + Abi","","","",""
"5 on scale 1-7","2011","Not Employed","higher vocational","","","",""
"5 on scale 1-7","2011","Not Employed","higher education","","","",""
"5 on scale 1-7","2011","Employed","in school","","","",""
"5 on scale 1-7","2011","Employed","inadequately","","","",""
"5 on scale 1-7","2011","Employed","general elemantary","","","",""
"5 on scale 1-7","2011","Employed","middle vocational","","","",""
"5 on scale 1-7","2011","Employed","vocational + Abi","","","",""
"5 on scale 1-7","2011","Employed","higher vocational","","","",""
"5 on scale 1-7","2011","Employed","higher education","","","",""
"6 on scale 1-7","2011","Not Employed","in school","","","",""
"6 on scale 1-7","2011","Not Employed","inadequately","","","",""
"6 on scale 1-7","2011","Not Employed","general elemantary","","","",""
"6 on scale 1-7","2011","Not Employed","middle vocational","","","",""
"6 on scale 1-7","2011","Not Employed","vocational + Abi","","","",""
"6 on scale 1-7","2011","Not Employed","higher vocational","","","",""
"6 on scale 1-7","2011","Not Employed","higher education","","","",""
"6 on scale 1-7","2011","Employed","in school","","","",""
"6 on scale 1-7","2011","Employed","inadequately","","","",""
"6 on scale 1-7","2011","Employed","general elemantary","","","",""
"6 on scale 1-7","2011","Employed","middle vocational","","","",""
"6 on scale 1-7","2011","Employed","vocational + Abi","","","",""
"6 on scale 1-7","2011","Employed","higher vocational","","","",""
"6 on scale 1-7","2011","Employed","higher education","","","",""
"7 Strongly agree","2011","Not Employed","in school","","","",""
"7 Strongly agree","2011","Not Employed","inadequately","","","",""
"7 Strongly agree","2011","Not Employed","general elemantary","","","",""
"7 Strongly agree","2011","Not Employed","middle vocational","","","",""
"7 Strongly agree","2011","Not Employed","vocational + Abi","","","",""
"7 Strongly agree","2011","Not Employed","higher vocational","","","",""
"7 Strongly agree","2011","Not Employed","higher education","","","",""
"7 Strongly agree","2011","Employed","in school","","","",""
"7 Strongly agree","2011","Employed","inadequately","","","",""
"7 Strongly agree","2011","Employed","general elemantary","","","",""
"7 Strongly agree","2011","Employed","middle vocational","","","",""
"7 Strongly agree","2011","Employed","vocational + Abi","","","",""
"7 Strongly agree","2011","Employed","higher vocational","","","",""
"7 Strongly agree","2011","Employed","higher education","","","",""
"1 Strongly disagree","2012","Not Employed","in school","","","",""
"1 Strongly disagree","2012","Not Employed","inadequately","","","",""
"1 Strongly disagree","2012","Not Employed","general elemantary","","","",""
"1 Strongly disagree","2012","Not Employed","middle vocational","","","",""
"1 Strongly disagree","2012","Not Employed","vocational + Abi","","","",""
"1 Strongly disagree","2012","Not Employed","higher vocational","","","",""
"1 Strongly disagree","2012","Not Employed","higher education","","","",""
"1 Strongly disagree","2012","Employed","in school","","","",""
"1 Strongly disagree","2012","Employed","inadequately","","","",""
"1 Strongly disagree","2012","Employed","general elemantary","","","",""
"1 Strongly disagree","2012","Employed","middle vocational","","","",""
"1 Strongly disagree","2012","Employed","vocational + Abi","","","",""
"1 Strongly disagree","2012","Employed","higher vocational","","","",""
"1 Strongly disagree","2012","Employed","higher education","","","",""
"2 on scale 1-7 ","2012","Not Employed","in school","","","",""
"2 on scale 1-7 ","2012","Not Employed","inadequately","","","",""
"2 on scale 1-7 ","2012","Not Employed","general elemantary","","","",""
"2 on scale 1-7 ","2012","Not Employed","middle vocational","","","",""
"2 on scale 1-7 ","2012","Not Employed","vocational + Abi","","","",""
"2 on scale 1-7 ","2012","Not Employed","higher vocational","","","",""
"2 on scale 1-7 ","2012","Not Employed","higher education","","","",""
"2 on scale 1-7 ","2012","Employed","in school","","","",""
"2 on scale 1-7 ","2012","Employed","inadequately","","","",""
"2 on scale 1-7 ","2012","Employed","general elemantary","","","",""
"2 on scale 1-7 ","2012","Employed","middle vocational","","","",""
"2 on scale 1-7 ","2012","Employed","vocational + Abi","","","",""
"2 on scale 1-7 ","2012","Employed","higher vocational","","","",""
"2 on scale 1-7 ","2012","Employed","higher education","","","",""
"3 on scale 1-7 ","2012","Not Employed","in school","","","",""
"3 on scale 1-7 ","2012","Not Employed","inadequately","","","",""
"3 on scale 1-7 ","2012","Not Employed","general elemantary","","","",""
"3 on scale 1-7 ","2012","Not Employed","middle vocational","","","",""
"3 on scale 1-7 ","2012","Not Employed","vocational + Abi","","","",""
"3 on scale 1-7 ","2012","Not Employed","higher vocational","","","",""
"3 on scale 1-7 ","2012","Not Employed","higher education","","","",""
"3 on scale 1-7 ","2012","Employed","in school","","","",""
"3 on scale 1-7 ","2012","Employed","inadequately","","","",""
"3 on scale 1-7 ","2012","Employed","general elemantary","","","",""
"3 on scale 1-7 ","2012","Employed","middle vocational","","","",""
"3 on scale 1-7 ","2012","Employed","vocational + Abi","","","",""
"3 on scale 1-7 ","2012","Employed","higher vocational","","","",""
"3 on scale 1-7 ","2012","Employed","higher education","","","",""
"4 on scale 1-7","2012","Not Employed","in school","","","",""
"4 on scale 1-7","2012","Not Employed","inadequately","","","",""
"4 on scale 1-7","2012","Not Employed","general elemantary","","","",""
"4 on scale 1-7","2012","Not Employed","middle vocational","","","",""
"4 on scale 1-7","2012","Not Employed","vocational + Abi","","","",""
"4 on scale 1-7","2012","Not Employed","higher vocational","","","",""
"4 on scale 1-7","2012","Not Employed","higher education","","","",""
"4 on scale 1-7","2012","Employed","in school","","","",""
"4 on scale 1-7","2012","Employed","inadequately","","","",""
"4 on scale 1-7","2012","Employed","general elemantary","","","",""
"4 on scale 1-7","2012","Employed","middle vocational","","","",""
"4 on scale 1-7","2012","Employed","vocational + Abi","","","",""
"4 on scale 1-7","2012","Employed","higher vocational","","","",""
"4 on scale 1-7","2012","Employed","higher education","","","",""
"5 on scale 1-7","2012","Not Employed","in school","","","",""
"5 on scale 1-7","2012","Not Employed","inadequately","","","",""
"5 on scale 1-7","2012","Not Employed","general elemantary","","","",""
"5 on scale 1-7","2012","Not Employed","middle vocational","","","",""
"5 on scale 1-7","2012","Not Employed","vocational + Abi","","","",""
"5 on scale 1-7","2012","Not Employed","higher vocational","","","",""
"5 on scale 1-7","2012","Not Employed","higher education","","","",""
"5 on scale 1-7","2012","Employed","in school","","","",""
"5 on scale 1-7","2012","Employed","inadequately","","","",""
"5 on scale 1-7","2012","Employed","general elemantary","","","",""
"5 on scale 1-7","2012","Employed","middle vocational","","","",""
"5 on scale 1-7","2012","Employed","vocational + Abi","","","",""
"5 on scale 1-7","2012","Employed","higher vocational","","","",""
"5 on scale 1-7","2012","Employed","higher education","","","",""
"6 on scale 1-7","2012","Not Employed","in school","","","",""
"6 on scale 1-7","2012","Not Employed","inadequately","","","",""
"6 on scale 1-7","2012","Not Employed","general elemantary","","","",""
"6 on scale 1-7","2012","Not Employed","middle vocational","","","",""
"6 on scale 1-7","2012","Not Employed","vocational + Abi","","","",""
"6 on scale 1-7","2012","Not Employed","higher vocational","","","",""
"6 on scale 1-7","2012","Not Employed","higher education","","","",""
"6 on scale 1-7","2012","Employed","in school","","","",""
"6 on scale 1-7","2012","Employed","inadequately","","","",""
"6 on scale 1-7","2012","Employed","general elemantary","","","",""
"6 on scale 1-7","2012","Employed","middle vocational","","","",""
"6 on scale 1-7","2012","Employed","vocational + Abi","","","",""
"6 on scale 1-7","2012","Employed","higher vocational","","","",""
"6 on scale 1-7","2012","Employed","higher education","","","",""
"7 Strongly agree","2012","Not Employed","in school","","","",""
"7 Strongly agree","2012","Not Employed","inadequately","","","",""
"7 Strongly agree","2012","Not Employed","general elemantary","","","",""
"7 Strongly agree","2012","Not Employed","middle vocational","","","",""
"7 Strongly agree","2012","Not Employed","vocational + Abi","","","",""
"7 Strongly agree","2012","Not Employed","higher vocational","","","",""
"7 Strongly agree","2012","Not Employed","higher education","","","",""
"7 Strongly agree","2012","Employed","in school","","","",""
"7 Strongly agree","2012","Employed","inadequately","","","",""
"7 Strongly agree","2012","Employed","general elemantary","","","",""
"7 Strongly agree","2012","Employed","middle vocational","","","",""
"7 Strongly agree","2012","Employed","vocational + Abi","","","",""
"7 Strongly agree","2012","Employed","higher vocational","","","",""
"7 Strongly agree","2012","Employed","higher education","","","",""
"1 Strongly disagree","2013","Not Employed","in school","","","",""
"1 Strongly disagree","2013","Not Employed","inadequately","","","",""
"1 Strongly disagree","2013","Not Employed","general elemantary","","","",""
"1 Strongly disagree","2013","Not Employed","middle vocational","","","",""
"1 Strongly disagree","2013","Not Employed","vocational + Abi","","","",""
"1 Strongly disagree","2013","Not Employed","higher vocational","","","",""
"1 Strongly disagree","2013","Not Employed","higher education","","","",""
"1 Strongly disagree","2013","Employed","in school","","","",""
"1 Strongly disagree","2013","Employed","inadequately","","","",""
"1 Strongly disagree","2013","Employed","general elemantary","","","",""
"1 Strongly disagree","2013","Employed","middle vocational","","","",""
"1 Strongly disagree","2013","Employed","vocational + Abi","","","",""
"1 Strongly disagree","2013","Employed","higher vocational","","","",""
"1 Strongly disagree","2013","Employed","higher education","","","",""
"2 on scale 1-7 ","2013","Not Employed","in school","","","",""
"2 on scale 1-7 ","2013","Not Employed","inadequately","","","",""
"2 on scale 1-7 ","2013","Not Employed","general elemantary","","","",""
"2 on scale 1-7 ","2013","Not Employed","middle vocational","","","",""
"2 on scale 1-7 ","2013","Not Employed","vocational + Abi","","","",""
"2 on scale 1-7 ","2013","Not Employed","higher vocational","","","",""
"2 on scale 1-7 ","2013","Not Employed","higher education","","","",""
"2 on scale 1-7 ","2013","Employed","in school","","","",""
"2 on scale 1-7 ","2013","Employed","inadequately","","","",""
"2 on scale 1-7 ","2013","Employed","general elemantary","","","",""
"2 on scale 1-7 ","2013","Employed","middle vocational","","","",""
"2 on scale 1-7 ","2013","Employed","vocational + Abi","","","",""
"2 on scale 1-7 ","2013","Employed","higher vocational","","","",""
"2 on scale 1-7 ","2013","Employed","higher education","","","",""
"3 on scale 1-7 ","2013","Not Employed","in school","","","",""
"3 on scale 1-7 ","2013","Not Employed","inadequately","","","",""
"3 on scale 1-7 ","2013","Not Employed","general elemantary","","","",""
"3 on scale 1-7 ","2013","Not Employed","middle vocational","","","",""
"3 on scale 1-7 ","2013","Not Employed","vocational + Abi","","","",""
"3 on scale 1-7 ","2013","Not Employed","higher vocational","","","",""
"3 on scale 1-7 ","2013","Not Employed","higher education","","","",""
"3 on scale 1-7 ","2013","Employed","in school","","","",""
"3 on scale 1-7 ","2013","Employed","inadequately","","","",""
"3 on scale 1-7 ","2013","Employed","general elemantary","","","",""
"3 on scale 1-7 ","2013","Employed","middle vocational","","","",""
"3 on scale 1-7 ","2013","Employed","vocational + Abi","","","",""
"3 on scale 1-7 ","2013","Employed","higher vocational","","","",""
"3 on scale 1-7 ","2013","Employed","higher education","","","",""
"4 on scale 1-7","2013","Not Employed","in school","","","",""
"4 on scale 1-7","2013","Not Employed","inadequately","","","",""
"4 on scale 1-7","2013","Not Employed","general elemantary","","","",""
"4 on scale 1-7","2013","Not Employed","middle vocational","","","",""
"4 on scale 1-7","2013","Not Employed","vocational + Abi","","","",""
"4 on scale 1-7","2013","Not Employed","higher vocational","","","",""
"4 on scale 1-7","2013","Not Employed","higher education","","","",""
"4 on scale 1-7","2013","Employed","in school","","","",""
"4 on scale 1-7","2013","Employed","inadequately","","","",""
"4 on scale 1-7","2013","Employed","general elemantary","","","",""
"4 on scale 1-7","2013","Employed","middle vocational","","","",""
"4 on scale 1-7","2013","Employed","vocational + Abi","","","",""
"4 on scale 1-7","2013","Employed","higher vocational","","","",""
"4 on scale 1-7","2013","Employed","higher education","","","",""
"5 on scale 1-7","2013","Not Employed","in school","","","",""
"5 on scale 1-7","2013","Not Employed","inadequately","","","",""
"5 on scale 1-7","2013","Not Employed","general elemantary","","","",""
"5 on scale 1-7","2013","Not Employed","middle vocational","","","",""
"5 on scale 1-7","2013","Not Employed","vocational + Abi","","","",""
"5 on scale 1-7","2013","Not Employed","higher vocational","","","",""
"5 on scale 1-7","2013","Not Employed","higher education","","","",""
"5 on scale 1-7","2013","Employed","in school","","","",""
"5 on scale 1-7","2013","Employed","inadequately","","","",""
"5 on scale 1-7","2013","Employed","general elemantary","","","",""
"5 on scale 1-7","2013","Employed","middle vocational","","","",""
"5 on scale 1-7","2013","Employed","vocational + Abi","","","",""
"5 on scale 1-7","2013","Employed","higher vocational","","","",""
"5 on scale 1-7","2013","Employed","higher education","","","",""
"6 on scale 1-7","2013","Not Employed","in school","","","",""
"6 on scale 1-7","2013","Not Employed","inadequately","","","",""
"6 on scale 1-7","2013","Not Employed","general elemantary","","","",""
"6 on scale 1-7","2013","Not Employed","middle vocational","","","",""
"6 on scale 1-7","2013","Not Employed","vocational + Abi","","","",""
"6 on scale 1-7","2013","Not Employed","higher vocational","","","",""
"6 on scale 1-7","2013","Not Employed","higher education","","","",""
"6 on scale 1-7","2013","Employed","in school","","","",""
"6 on scale 1-7","2013","Employed","inadequately","","","",""
"6 on scale 1-7","2013","Employed","general elemantary","","","",""
"6 on scale 1-7","2013","Employed","middle vocational","","","",""
"6 on scale 1-7","2013","Employed","vocational + Abi","","","",""
"6 on scale 1-7","2013","Employed","higher vocational","","","",""
"6 on scale 1-7","2013","Employed","higher education","","","",""
