"plh0206i01","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"6 on scale 1-7","2008","Couple + C. LE and GT 16","direct migration background","","","","","6"
"6 on scale 1-7","2008","Couple + C. GT 16 ","indirect migration background","","","","","6"
"6 on scale 1-7","2008","Couple + C. LE and GT 16","no migration background","","","","","6"
"6 on scale 1-7","2008","Couple + C. LE 16 ","direct migration background","","","","","6"
"6 on scale 1-7","2008","Couple + C. LE 16 ","indirect migration background","","","","","6"
"6 on scale 1-7","2008","Couple + C. GT 16 ","no migration background","","","","","6"
"6 on scale 1-7","2008","Couple + C. GT 16 ","direct migration background","","","","","6"
"6 on scale 1-7","2008","(Married) couple without C. ","indirect migration background","","","","","6"
"6 on scale 1-7","2008","Single parent ","no migration background","","","","","6"
"6 on scale 1-7","2008","Single parent ","direct migration background","","","","","6"
"6 on scale 1-7","2008","Single parent ","indirect migration background","","","","","6"
"6 on scale 1-7","2008","Couple + C. LE 16 ","no migration background","","","","","6"
"6 on scale 1-7","2008","(Married) couple without C. ","direct migration background","","","","","6"
"6 on scale 1-7","2008","1-pers.-HH","no migration background","","","","","6"
"6 on scale 1-7","2008","1-pers.-HH","direct migration background","","","","","6"
"6 on scale 1-7","2008","1-pers.-HH","indirect migration background","","","","","6"
"6 on scale 1-7","2008","(Married) couple without C. ","no migration background","","","","","6"
"7 Strongly agree","2008","Couple + C. LE and GT 16","no migration background","","","","","7"
"7 Strongly agree","2008","Couple + C. GT 16 ","indirect migration background","","","","","7"
"7 Strongly agree","2008","Couple + C. LE and GT 16","direct migration background","","","","","7"
"7 Strongly agree","2008","Couple + C. LE and GT 16","indirect migration background","","","","","7"
"7 Strongly agree","2008","1-pers.-HH","indirect migration background","","","","","7"
"7 Strongly agree","2008","(Married) couple without C. ","no migration background","","","","","7"
"7 Strongly agree","2008","(Married) couple without C. ","indirect migration background","","","","","7"
"7 Strongly agree","2008","Single parent ","no migration background","","","","","7"
"7 Strongly agree","2008","Single parent ","direct migration background","","","","","7"
"7 Strongly agree","2008","Couple + C. LE 16 ","no migration background","","","","","7"
"7 Strongly agree","2008","Couple + C. LE 16 ","direct migration background","","","","","7"
"7 Strongly agree","2008","Couple + C. LE 16 ","indirect migration background","","","","","7"
"7 Strongly agree","2008","Couple + C. GT 16 ","no migration background","","","","","7"
"7 Strongly agree","2008","1-pers.-HH","no migration background","","","","","7"
"7 Strongly agree","2008","1-pers.-HH","direct migration background","","","","","7"
"7 Strongly agree","2008","(Married) couple without C. ","direct migration background","","","","","7"
"7 Strongly agree","2008","Single parent ","indirect migration background","","","","","7"
"7 Strongly agree","2008","Couple + C. GT 16 ","direct migration background","","","","","7"
"1 Strongly disagree","2009","(Married) couple without C. ","direct migration background","","","","","1"
"1 Strongly disagree","2009","(Married) couple without C. ","indirect migration background","","","","","1"
"1 Strongly disagree","2009","Single parent ","no migration background","","","","","1"
"1 Strongly disagree","2009","Single parent ","direct migration background","","","","","1"
"1 Strongly disagree","2009","Single parent ","indirect migration background","","","","","1"
"1 Strongly disagree","2009","Couple + C. LE 16 ","no migration background","","","","","1"
"1 Strongly disagree","2009","Couple + C. LE 16 ","direct migration background","","","","","1"
"1 Strongly disagree","2009","Couple + C. LE 16 ","indirect migration background","","","","","1"
"1 Strongly disagree","2009","Couple + C. GT 16 ","no migration background","","","","","1"
"1 Strongly disagree","2009","Couple + C. GT 16 ","direct migration background","","","","","1"
"1 Strongly disagree","2009","Couple + C. GT 16 ","indirect migration background","","","","","1"
"1 Strongly disagree","2009","Couple + C. LE and GT 16","no migration background","","","","","1"
"1 Strongly disagree","2009","Couple + C. LE and GT 16","direct migration background","","","","","1"
"1 Strongly disagree","2009","Couple + C. LE and GT 16","indirect migration background","","","","","1"
"1 Strongly disagree","2009","(Married) couple without C. ","no migration background","","","","","1"
"1 Strongly disagree","2009","1-pers.-HH","no migration background","","","","","1"
"1 Strongly disagree","2009","1-pers.-HH","direct migration background","","","","","1"
"1 Strongly disagree","2009","1-pers.-HH","indirect migration background","","","","","1"
"2 on scale 1-7 ","2009","Couple + C. GT 16 ","indirect migration background","","","","","2"
"2 on scale 1-7 ","2009","(Married) couple without C. ","indirect migration background","","","","","2"
"2 on scale 1-7 ","2009","Single parent ","no migration background","","","","","2"
"2 on scale 1-7 ","2009","Single parent ","direct migration background","","","","","2"
"2 on scale 1-7 ","2009","Single parent ","indirect migration background","","","","","2"
"2 on scale 1-7 ","2009","Couple + C. LE 16 ","no migration background","","","","","2"
"2 on scale 1-7 ","2009","Couple + C. LE and GT 16","no migration background","","","","","2"
"2 on scale 1-7 ","2009","Couple + C. LE and GT 16","direct migration background","","","","","2"
"2 on scale 1-7 ","2009","Couple + C. LE and GT 16","indirect migration background","","","","","2"
"2 on scale 1-7 ","2009","Couple + C. GT 16 ","direct migration background","","","","","2"
"2 on scale 1-7 ","2009","1-pers.-HH","no migration background","","","","","2"
"2 on scale 1-7 ","2009","(Married) couple without C. ","direct migration background","","","","","2"
"2 on scale 1-7 ","2009","(Married) couple without C. ","no migration background","","","","","2"
"2 on scale 1-7 ","2009","Couple + C. LE 16 ","direct migration background","","","","","2"
"2 on scale 1-7 ","2009","Couple + C. LE 16 ","indirect migration background","","","","","2"
"2 on scale 1-7 ","2009","Couple + C. GT 16 ","no migration background","","","","","2"
"2 on scale 1-7 ","2009","1-pers.-HH","direct migration background","","","","","2"
"2 on scale 1-7 ","2009","1-pers.-HH","indirect migration background","","","","","2"
"3 on scale 1-7 ","2009","Couple + C. LE and GT 16","no migration background","","","","","3"
"3 on scale 1-7 ","2009","Couple + C. LE and GT 16","direct migration background","","","","","3"
"3 on scale 1-7 ","2009","(Married) couple without C. ","indirect migration background","","","","","3"
"3 on scale 1-7 ","2009","Couple + C. GT 16 ","indirect migration background","","","","","3"
"3 on scale 1-7 ","2009","Couple + C. GT 16 ","direct migration background","","","","","3"
"3 on scale 1-7 ","2009","Couple + C. LE and GT 16","indirect migration background","","","","","3"
"3 on scale 1-7 ","2009","(Married) couple without C. ","direct migration background","","","","","3"
"3 on scale 1-7 ","2009","Couple + C. GT 16 ","no migration background","","","","","3"
"3 on scale 1-7 ","2009","1-pers.-HH","no migration background","","","","","3"
"3 on scale 1-7 ","2009","Single parent ","no migration background","","","","","3"
"3 on scale 1-7 ","2009","Single parent ","direct migration background","","","","","3"
"3 on scale 1-7 ","2009","Single parent ","indirect migration background","","","","","3"
"3 on scale 1-7 ","2009","Couple + C. LE 16 ","no migration background","","","","","3"
"3 on scale 1-7 ","2009","Couple + C. LE 16 ","direct migration background","","","","","3"
"3 on scale 1-7 ","2009","Couple + C. LE 16 ","indirect migration background","","","","","3"
"3 on scale 1-7 ","2009","1-pers.-HH","direct migration background","","","","","3"
"3 on scale 1-7 ","2009","1-pers.-HH","indirect migration background","","","","","3"
"3 on scale 1-7 ","2009","(Married) couple without C. ","no migration background","","","","","3"
"4 on scale 1-7","2009","Couple + C. GT 16 ","indirect migration background","","","","","4"
"4 on scale 1-7","2009","Couple + C. LE and GT 16","no migration background","","","","","4"
"4 on scale 1-7","2009","Couple + C. LE and GT 16","direct migration background","","","","","4"
"4 on scale 1-7","2009","Single parent ","no migration background","","","","","4"
"4 on scale 1-7","2009","Single parent ","direct migration background","","","","","4"
"4 on scale 1-7","2009","Couple + C. GT 16 ","direct migration background","","","","","4"
"4 on scale 1-7","2009","(Married) couple without C. ","indirect migration background","","","","","4"
"4 on scale 1-7","2009","Single parent ","indirect migration background","","","","","4"
"4 on scale 1-7","2009","Couple + C. LE 16 ","indirect migration background","","","","","4"
"4 on scale 1-7","2009","Couple + C. GT 16 ","no migration background","","","","","4"
"4 on scale 1-7","2009","Couple + C. LE and GT 16","indirect migration background","","","","","4"
"4 on scale 1-7","2009","1-pers.-HH","no migration background","","","","","4"
"4 on scale 1-7","2009","(Married) couple without C. ","direct migration background","","","","","4"
"4 on scale 1-7","2009","(Married) couple without C. ","no migration background","","","","","4"
"4 on scale 1-7","2009","Couple + C. LE 16 ","no migration background","","","","","4"
"4 on scale 1-7","2009","Couple + C. LE 16 ","direct migration background","","","","","4"
"4 on scale 1-7","2009","1-pers.-HH","direct migration background","","","","","4"
"4 on scale 1-7","2009","1-pers.-HH","indirect migration background","","","","","4"
"5 on scale 1-7","2009","Couple + C. GT 16 ","indirect migration background","","","","","5"
"5 on scale 1-7","2009","Couple + C. LE and GT 16","no migration background","","","","","5"
"5 on scale 1-7","2009","Couple + C. LE and GT 16","direct migration background","","","","","5"
"5 on scale 1-7","2009","Single parent ","direct migration background","","","","","5"
"5 on scale 1-7","2009","Couple + C. GT 16 ","direct migration background","","","","","5"
"5 on scale 1-7","2009","Couple + C. LE and GT 16","indirect migration background","","","","","5"
"5 on scale 1-7","2009","(Married) couple without C. ","indirect migration background","","","","","5"
"5 on scale 1-7","2009","Single parent ","no migration background","","","","","5"
"5 on scale 1-7","2009","Single parent ","indirect migration background","","","","","5"
"5 on scale 1-7","2009","Couple + C. LE 16 ","no migration background","","","","","5"
"5 on scale 1-7","2009","Couple + C. LE 16 ","indirect migration background","","","","","5"
"5 on scale 1-7","2009","Couple + C. GT 16 ","no migration background","","","","","5"
"5 on scale 1-7","2009","1-pers.-HH","no migration background","","","","","5"
"5 on scale 1-7","2009","1-pers.-HH","direct migration background","","","","","5"
"5 on scale 1-7","2009","(Married) couple without C. ","direct migration background","","","","","5"
"5 on scale 1-7","2009","Couple + C. LE 16 ","direct migration background","","","","","5"
"5 on scale 1-7","2009","(Married) couple without C. ","no migration background","","","","","5"
"5 on scale 1-7","2009","1-pers.-HH","indirect migration background","","","","","5"
"6 on scale 1-7","2009","Couple + C. GT 16 ","indirect migration background","","","","","6"
"6 on scale 1-7","2009","Couple + C. LE and GT 16","direct migration background","","","","","6"
"6 on scale 1-7","2009","Couple + C. LE and GT 16","no migration background","","","","","6"
"6 on scale 1-7","2009","Couple + C. LE and GT 16","indirect migration background","","","","","6"
"6 on scale 1-7","2009","Couple + C. GT 16 ","direct migration background","","","","","6"
"6 on scale 1-7","2009","(Married) couple without C. ","indirect migration background","","","","","6"
"6 on scale 1-7","2009","Single parent ","no migration background","","","","","6"
"6 on scale 1-7","2009","Single parent ","direct migration background","","","","","6"
"6 on scale 1-7","2009","Single parent ","indirect migration background","","","","","6"
"6 on scale 1-7","2009","Couple + C. LE 16 ","no migration background","","","","","6"
"6 on scale 1-7","2009","Couple + C. LE 16 ","direct migration background","","","","","6"
"6 on scale 1-7","2009","Couple + C. LE 16 ","indirect migration background","","","","","6"
"6 on scale 1-7","2009","Couple + C. GT 16 ","no migration background","","","","","6"
"6 on scale 1-7","2009","(Married) couple without C. ","direct migration background","","","","","6"
"6 on scale 1-7","2009","1-pers.-HH","no migration background","","","","","6"
"6 on scale 1-7","2009","1-pers.-HH","indirect migration background","","","","","6"
"6 on scale 1-7","2009","1-pers.-HH","direct migration background","","","","","6"
"6 on scale 1-7","2009","(Married) couple without C. ","no migration background","","","","","6"
"7 Strongly agree","2009","Couple + C. LE and GT 16","direct migration background","","","","","7"
"7 Strongly agree","2009","Couple + C. GT 16 ","indirect migration background","","","","","7"
"7 Strongly agree","2009","Couple + C. LE and GT 16","no migration background","","","","","7"
"7 Strongly agree","2009","Couple + C. LE and GT 16","indirect migration background","","","","","7"
"7 Strongly agree","2009","1-pers.-HH","no migration background","","","","","7"
"7 Strongly agree","2009","1-pers.-HH","direct migration background","","","","","7"
"7 Strongly agree","2009","1-pers.-HH","indirect migration background","","","","","7"
"7 Strongly agree","2009","(Married) couple without C. ","no migration background","","","","","7"
"7 Strongly agree","2009","(Married) couple without C. ","direct migration background","","","","","7"
"7 Strongly agree","2009","(Married) couple without C. ","indirect migration background","","","","","7"
"7 Strongly agree","2009","Single parent ","no migration background","","","","","7"
"7 Strongly agree","2009","Single parent ","direct migration background","","","","","7"
"7 Strongly agree","2009","Single parent ","indirect migration background","","","","","7"
"7 Strongly agree","2009","Couple + C. LE 16 ","no migration background","","","","","7"
"7 Strongly agree","2009","Couple + C. LE 16 ","direct migration background","","","","","7"
"7 Strongly agree","2009","Couple + C. LE 16 ","indirect migration background","","","","","7"
"7 Strongly agree","2009","Couple + C. GT 16 ","no migration background","","","","","7"
"7 Strongly agree","2009","Couple + C. GT 16 ","direct migration background","","","","","7"
"1 Strongly disagree","2010","Couple + C. GT 16 ","indirect migration background","","","","","1"
"1 Strongly disagree","2010","Couple + C. LE and GT 16","no migration background","1","","","","1"
"1 Strongly disagree","2010","Couple + C. LE and GT 16","direct migration background","","","","","1"
"1 Strongly disagree","2010","Couple + C. LE and GT 16","indirect migration background","1","","","","1"
"1 Strongly disagree","2010","(Married) couple without C. ","direct migration background","1","","","","1"
"1 Strongly disagree","2010","(Married) couple without C. ","indirect migration background","","","","","1"
"1 Strongly disagree","2010","Single parent ","no migration background","2","","","","1"
"1 Strongly disagree","2010","Single parent ","direct migration background","","","","","1"
"1 Strongly disagree","2010","Single parent ","indirect migration background","2","","","","1"
"1 Strongly disagree","2010","Couple + C. LE 16 ","no migration background","5","","","","1"
"1 Strongly disagree","2010","Couple + C. LE 16 ","direct migration background","2","","","","1"
"1 Strongly disagree","2010","Couple + C. LE 16 ","indirect migration background","1","","","","1"
"1 Strongly disagree","2010","Couple + C. GT 16 ","no migration background","5","","","","1"
"1 Strongly disagree","2010","Couple + C. GT 16 ","direct migration background","2","","","","1"
"1 Strongly disagree","2010","1-pers.-HH","no migration background","11","","","","1"
"1 Strongly disagree","2010","1-pers.-HH","direct migration background","","","","","1"
"1 Strongly disagree","2010","1-pers.-HH","indirect migration background","","","","","1"
"1 Strongly disagree","2010","(Married) couple without C. ","no migration background","11","","","","1"
"2 on scale 1-7 ","2010","Couple + C. GT 16 ","indirect migration background","","","","","2"
"2 on scale 1-7 ","2010","Couple + C. LE and GT 16","no migration background","3","","","","2"
"2 on scale 1-7 ","2010","Single parent ","no migration background","1","","","","2"
"2 on scale 1-7 ","2010","Single parent ","direct migration background","","","","","2"
"2 on scale 1-7 ","2010","Single parent ","indirect migration background","","","","","2"
"2 on scale 1-7 ","2010","Couple + C. LE 16 ","no migration background","4","","","","2"
"2 on scale 1-7 ","2010","Couple + C. GT 16 ","direct migration background","2","","","","2"
"2 on scale 1-7 ","2010","Couple + C. LE and GT 16","direct migration background","","","","","2"
"2 on scale 1-7 ","2010","Couple + C. LE and GT 16","indirect migration background","4","","","","2"
"2 on scale 1-7 ","2010","(Married) couple without C. ","direct migration background","4","","","","2"
"2 on scale 1-7 ","2010","(Married) couple without C. ","indirect migration background","","","","","2"
"2 on scale 1-7 ","2010","Couple + C. LE 16 ","indirect migration background","1","","","","2"
"2 on scale 1-7 ","2010","Couple + C. GT 16 ","no migration background","4","","","","2"
"2 on scale 1-7 ","2010","(Married) couple without C. ","no migration background","14","","","","2"
"2 on scale 1-7 ","2010","Couple + C. LE 16 ","direct migration background","2","","","","2"
"2 on scale 1-7 ","2010","1-pers.-HH","indirect migration background","3","","","","2"
"2 on scale 1-7 ","2010","1-pers.-HH","no migration background","8","","","","2"
"2 on scale 1-7 ","2010","1-pers.-HH","direct migration background","3","","","","2"
"3 on scale 1-7 ","2010","(Married) couple without C. ","direct migration background","5","","","","3"
"3 on scale 1-7 ","2010","(Married) couple without C. ","indirect migration background","","","","","3"
"3 on scale 1-7 ","2010","Couple + C. GT 16 ","indirect migration background","1","","","","3"
"3 on scale 1-7 ","2010","Couple + C. LE and GT 16","no migration background","3","","","","3"
"3 on scale 1-7 ","2010","Single parent ","indirect migration background","1","","","","3"
"3 on scale 1-7 ","2010","Couple + C. GT 16 ","direct migration background","4","","","","3"
"3 on scale 1-7 ","2010","Couple + C. LE and GT 16","direct migration background","1","","","","3"
"3 on scale 1-7 ","2010","Couple + C. LE and GT 16","indirect migration background","","","","","3"
"3 on scale 1-7 ","2010","1-pers.-HH","no migration background","9","","","","3"
"3 on scale 1-7 ","2010","Single parent ","no migration background","6","","","","3"
"3 on scale 1-7 ","2010","Single parent ","direct migration background","","","","","3"
"3 on scale 1-7 ","2010","Couple + C. LE 16 ","no migration background","9","","","","3"
"3 on scale 1-7 ","2010","Couple + C. LE 16 ","direct migration background","4","","","","3"
"3 on scale 1-7 ","2010","Couple + C. LE 16 ","indirect migration background","","","","","3"
"3 on scale 1-7 ","2010","Couple + C. GT 16 ","no migration background","20","","","","3"
"3 on scale 1-7 ","2010","1-pers.-HH","direct migration background","","","","","3"
"3 on scale 1-7 ","2010","1-pers.-HH","indirect migration background","","","","","3"
"3 on scale 1-7 ","2010","(Married) couple without C. ","no migration background","37","0.00574352132240702","0.00378808355139217","0.00769895909342186","3"
"4 on scale 1-7","2010","Couple + C. GT 16 ","indirect migration background","4","","","","4"
"4 on scale 1-7","2010","Couple + C. LE and GT 16","no migration background","25","","","","4"
"4 on scale 1-7","2010","Single parent ","indirect migration background","2","","","","4"
"4 on scale 1-7","2010","Couple + C. GT 16 ","direct migration background","9","","","","4"
"4 on scale 1-7","2010","Couple + C. LE and GT 16","direct migration background","9","","","","4"
"4 on scale 1-7","2010","Couple + C. LE and GT 16","indirect migration background","2","","","","4"
"4 on scale 1-7","2010","(Married) couple without C. ","indirect migration background","1","","","","4"
"4 on scale 1-7","2010","Single parent ","no migration background","23","","","","4"
"4 on scale 1-7","2010","Single parent ","direct migration background","2","","","","4"
"4 on scale 1-7","2010","Couple + C. LE 16 ","indirect migration background","4","","","","4"
"4 on scale 1-7","2010","Couple + C. GT 16 ","no migration background","56","0.0352667380785592","0.0279162457410716","0.0426172304160469","4"
"4 on scale 1-7","2010","1-pers.-HH","no migration background","69","0.027279453785673","0.0209042186885107","0.0336546888828352","4"
"4 on scale 1-7","2010","(Married) couple without C. ","direct migration background","17","","","","4"
"4 on scale 1-7","2010","(Married) couple without C. ","no migration background","155","0.0260157032183254","0.0218966307914158","0.0301347756452351","4"
"4 on scale 1-7","2010","Couple + C. LE 16 ","no migration background","54","0.0273624499535199","0.0203650636591089","0.0343598362479309","4"
"4 on scale 1-7","2010","Couple + C. LE 16 ","direct migration background","6","","","","4"
"4 on scale 1-7","2010","1-pers.-HH","indirect migration background","1","","","","4"
"4 on scale 1-7","2010","1-pers.-HH","direct migration background","2","","","","4"
"5 on scale 1-7","2010","Couple + C. GT 16 ","indirect migration background","17","","","","5"
"5 on scale 1-7","2010","Couple + C. LE and GT 16","no migration background","76","0.0763472667013769","0.0582813438420993","0.0944131895606546","5"
"5 on scale 1-7","2010","Couple + C. LE and GT 16","direct migration background","14","","","","5"
"5 on scale 1-7","2010","Single parent ","indirect migration background","7","","","","5"
"5 on scale 1-7","2010","Couple + C. GT 16 ","direct migration background","29","","","","5"
"5 on scale 1-7","2010","Couple + C. LE and GT 16","indirect migration background","7","","","","5"
"5 on scale 1-7","2010","Couple + C. LE 16 ","no migration background","132","0.0652560614213496","0.0546625582314114","0.0758495646112879","5"
"5 on scale 1-7","2010","(Married) couple without C. ","indirect migration background","12","","","","5"
"5 on scale 1-7","2010","Single parent ","no migration background","71","0.100533091927945","0.0788524075741888","0.1222137762817","5"
"5 on scale 1-7","2010","Single parent ","direct migration background","6","","","","5"
"5 on scale 1-7","2010","Couple + C. LE 16 ","indirect migration background","9","","","","5"
"5 on scale 1-7","2010","Couple + C. GT 16 ","no migration background","271","0.106241457094464","0.093961770888397","0.118521143300531","5"
"5 on scale 1-7","2010","1-pers.-HH","no migration background","223","0.0846109579939586","0.0737191372362845","0.0955027787516328","5"
"5 on scale 1-7","2010","1-pers.-HH","direct migration background","12","","","","5"
"5 on scale 1-7","2010","(Married) couple without C. ","direct migration background","52","0.108542211011486","0.0808010744937774","0.136283347529194","5"
"5 on scale 1-7","2010","(Married) couple without C. ","no migration background","525","0.0968611820889911","0.0892077223299597","0.104514641848023","5"
"5 on scale 1-7","2010","1-pers.-HH","indirect migration background","10","","","","5"
"5 on scale 1-7","2010","Couple + C. LE 16 ","direct migration background","27","","","","5"
"6 on scale 1-7","2010","Couple + C. GT 16 ","indirect migration background","46","0.413200346951463","0.333869425956188","0.492531267946739","6"
"6 on scale 1-7","2010","Couple + C. LE and GT 16","no migration background","251","0.334939567214084","0.30283085944288","0.367048274985288","6"
"6 on scale 1-7","2010","Couple + C. LE and GT 16","direct migration background","30","0.259455733484761","0.185238828402094","0.333672638567428","6"
"6 on scale 1-7","2010","Couple + C. LE and GT 16","indirect migration background","27","","","","6"
"6 on scale 1-7","2010","Single parent ","indirect migration background","17","","","","6"
"6 on scale 1-7","2010","Couple + C. LE 16 ","no migration background","594","0.276859019395044","0.257666867642872","0.296051171147217","6"
"6 on scale 1-7","2010","Couple + C. LE 16 ","direct migration background","62","0.227613434855537","0.179438859142171","0.275788010568904","6"
"6 on scale 1-7","2010","Couple + C. LE 16 ","indirect migration background","26","","","","6"
"6 on scale 1-7","2010","Couple + C. GT 16 ","direct migration background","71","0.24237734696495","0.190587729126714","0.294166964803186","6"
"6 on scale 1-7","2010","(Married) couple without C. ","direct migration background","125","0.242804082587354","0.20456507171059","0.281043093464118","6"
"6 on scale 1-7","2010","(Married) couple without C. ","indirect migration background","26","","","","6"
"6 on scale 1-7","2010","Single parent ","no migration background","228","0.322974986730463","0.289260801113706","0.35668917234722","6"
"6 on scale 1-7","2010","Single parent ","direct migration background","18","","","","6"
"6 on scale 1-7","2010","Couple + C. GT 16 ","no migration background","736","0.306249412986142","0.287881091533438","0.324617734438847","6"
"6 on scale 1-7","2010","1-pers.-HH","no migration background","630","0.24526614087843","0.228427771170965","0.262104510585895","6"
"6 on scale 1-7","2010","1-pers.-HH","indirect migration background","9","","","","6"
"6 on scale 1-7","2010","1-pers.-HH","direct migration background","47","0.295907722652904","0.225835284476555","0.365980160829254","6"
"6 on scale 1-7","2010","(Married) couple without C. ","no migration background","1546","0.251846134512526","0.240613832482485","0.263078436542568","6"
"7 Strongly agree","2010","Couple + C. GT 16 ","indirect migration background","80","0.460806736721005","0.380500574483211","0.5411128989588","7"
"7 Strongly agree","2010","Couple + C. LE and GT 16","no migration background","471","0.545197392101244","0.511320980349079","0.579073803853409","7"
"7 Strongly agree","2010","Couple + C. LE and GT 16","direct migration background","80","0.637100862991951","0.555688050862381","0.718513675121522","7"
"7 Strongly agree","2010","Couple + C. LE and GT 16","indirect migration background","43","0.491011173887075","0.384103652705163","0.597918695068986","7"
"7 Strongly agree","2010","1-pers.-HH","no migration background","1558","0.630009923315978","0.611114655228183","0.648905191403773","7"
"7 Strongly agree","2010","1-pers.-HH","direct migration background","99","0.609910318187085","0.535029684565537","0.684790951808633","7"
"7 Strongly agree","2010","1-pers.-HH","indirect migration background","55","0.713977320054759","0.613690644804827","0.814263995304691","7"
"7 Strongly agree","2010","(Married) couple without C. ","no migration background","3449","0.615406210894027","0.602817312254902","0.627995109533151","7"
"7 Strongly agree","2010","(Married) couple without C. ","direct migration background","279","0.60127619773793","0.5576097752145","0.644942620261359","7"
"7 Strongly agree","2010","(Married) couple without C. ","indirect migration background","61","0.505327708279526","0.407335072465415","0.603320344093638","7"
"7 Strongly agree","2010","Single parent ","no migration background","408","0.535507067293841","0.499548860103612","0.57146527448407","7"
"7 Strongly agree","2010","Single parent ","direct migration background","59","0.602986262410425","0.498971470536381","0.707001054284469","7"
"7 Strongly agree","2010","Single parent ","indirect migration background","36","0.508958302148823","0.387426006752447","0.630490597545199","7"
"7 Strongly agree","2010","Couple + C. LE 16 ","no migration background","1290","0.618320881633435","0.597483698876734","0.639158064390137","7"
"7 Strongly agree","2010","Couple + C. LE 16 ","direct migration background","188","0.651405134944779","0.596654686823872","0.706155583065685","7"
"7 Strongly agree","2010","Couple + C. LE 16 ","indirect migration background","129","0.777735824238743","0.715236630188622","0.840235018288864","7"
"7 Strongly agree","2010","Couple + C. GT 16 ","no migration background","1327","0.530783236806806","0.5108959509739","0.550670522639713","7"
"7 Strongly agree","2010","Couple + C. GT 16 ","direct migration background","146","0.549251338538332","0.489116935833329","0.609385741243335","7"
"1 Strongly disagree","2011","(Married) couple without C. ","direct migration background","","","","","1"
"1 Strongly disagree","2011","(Married) couple without C. ","indirect migration background","","","","","1"
"1 Strongly disagree","2011","Single parent ","no migration background","","","","","1"
"1 Strongly disagree","2011","Single parent ","direct migration background","","","","","1"
"1 Strongly disagree","2011","Single parent ","indirect migration background","","","","","1"
"1 Strongly disagree","2011","Couple + C. LE 16 ","no migration background","","","","","1"
"1 Strongly disagree","2011","Couple + C. LE 16 ","direct migration background","","","","","1"
"1 Strongly disagree","2011","Couple + C. LE 16 ","indirect migration background","","","","","1"
"1 Strongly disagree","2011","Couple + C. GT 16 ","no migration background","","","","","1"
"1 Strongly disagree","2011","Couple + C. GT 16 ","direct migration background","","","","","1"
"1 Strongly disagree","2011","Couple + C. GT 16 ","indirect migration background","","","","","1"
"1 Strongly disagree","2011","Couple + C. LE and GT 16","no migration background","","","","","1"
"1 Strongly disagree","2011","Couple + C. LE and GT 16","direct migration background","","","","","1"
"1 Strongly disagree","2011","Couple + C. LE and GT 16","indirect migration background","","","","","1"
"1 Strongly disagree","2011","(Married) couple without C. ","no migration background","","","","","1"
"1 Strongly disagree","2011","1-pers.-HH","no migration background","","","","","1"
"1 Strongly disagree","2011","1-pers.-HH","indirect migration background","","","","","1"
"1 Strongly disagree","2011","1-pers.-HH","direct migration background","","","","","1"
"2 on scale 1-7 ","2011","Couple + C. GT 16 ","indirect migration background","","","","","2"
"2 on scale 1-7 ","2011","(Married) couple without C. ","indirect migration background","","","","","2"
"2 on scale 1-7 ","2011","(Married) couple without C. ","direct migration background","","","","","2"
"2 on scale 1-7 ","2011","Single parent ","no migration background","","","","","2"
"2 on scale 1-7 ","2011","Single parent ","direct migration background","","","","","2"
"2 on scale 1-7 ","2011","Single parent ","indirect migration background","","","","","2"
"2 on scale 1-7 ","2011","Couple + C. LE 16 ","no migration background","","","","","2"
"2 on scale 1-7 ","2011","Couple + C. LE and GT 16","no migration background","","","","","2"
"2 on scale 1-7 ","2011","Couple + C. LE and GT 16","direct migration background","","","","","2"
"2 on scale 1-7 ","2011","Couple + C. LE and GT 16","indirect migration background","","","","","2"
"2 on scale 1-7 ","2011","1-pers.-HH","no migration background","","","","","2"
"2 on scale 1-7 ","2011","1-pers.-HH","direct migration background","","","","","2"
"2 on scale 1-7 ","2011","1-pers.-HH","indirect migration background","","","","","2"
"2 on scale 1-7 ","2011","(Married) couple without C. ","no migration background","","","","","2"
"2 on scale 1-7 ","2011","Couple + C. LE 16 ","direct migration background","","","","","2"
"2 on scale 1-7 ","2011","Couple + C. LE 16 ","indirect migration background","","","","","2"
"2 on scale 1-7 ","2011","Couple + C. GT 16 ","no migration background","","","","","2"
"2 on scale 1-7 ","2011","Couple + C. GT 16 ","direct migration background","","","","","2"
"3 on scale 1-7 ","2011","Couple + C. LE and GT 16","no migration background","","","","","3"
"3 on scale 1-7 ","2011","Couple + C. GT 16 ","indirect migration background","","","","","3"
"3 on scale 1-7 ","2011","Couple + C. GT 16 ","direct migration background","","","","","3"
"3 on scale 1-7 ","2011","Couple + C. LE and GT 16","direct migration background","","","","","3"
"3 on scale 1-7 ","2011","Single parent ","direct migration background","","","","","3"
"3 on scale 1-7 ","2011","Single parent ","indirect migration background","","","","","3"
"3 on scale 1-7 ","2011","Couple + C. LE 16 ","direct migration background","","","","","3"
"3 on scale 1-7 ","2011","Couple + C. LE 16 ","indirect migration background","","","","","3"
"3 on scale 1-7 ","2011","Couple + C. GT 16 ","no migration background","","","","","3"
"3 on scale 1-7 ","2011","Couple + C. LE and GT 16","indirect migration background","","","","","3"
"3 on scale 1-7 ","2011","(Married) couple without C. ","indirect migration background","","","","","3"
"3 on scale 1-7 ","2011","Single parent ","no migration background","","","","","3"
"3 on scale 1-7 ","2011","Couple + C. LE 16 ","no migration background","","","","","3"
