"plh0206i01","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"7 Strongly agree","2007","Full Time","inadequately","","","",""
"7 Strongly agree","2007","Full Time","general elemantary","","","",""
"7 Strongly agree","2007","Full Time","middle vocational","","","",""
"7 Strongly agree","2007","Full Time","vocational + Abi","","","",""
"7 Strongly agree","2007","Full Time","higher vocational","","","",""
"7 Strongly agree","2007","Full Time","higher education","","","",""
"7 Strongly agree","2007","Part Time","in school","","","",""
"7 Strongly agree","2007","Part Time","inadequately","","","",""
"7 Strongly agree","2007","Part Time","general elemantary","","","",""
"7 Strongly agree","2007","Part Time","middle vocational","","","",""
"7 Strongly agree","2007","Part Time","vocational + Abi","","","",""
"7 Strongly agree","2007","Part Time","higher vocational","","","",""
"7 Strongly agree","2007","Part Time","higher education","","","",""
"7 Strongly agree","2007","Not Working","in school","","","",""
"7 Strongly agree","2007","Not Working","inadequately","","","",""
"7 Strongly agree","2007","Not Working","general elemantary","","","",""
"7 Strongly agree","2007","Not Working","middle vocational","","","",""
"7 Strongly agree","2007","Not Working","vocational + Abi","","","",""
"7 Strongly agree","2007","Not Working","higher vocational","","","",""
"7 Strongly agree","2007","Not Working","higher education","","","",""
"1 Strongly disagree","2008","Full Time","in school","","","",""
"1 Strongly disagree","2008","Full Time","inadequately","","","",""
"1 Strongly disagree","2008","Full Time","general elemantary","","","",""
"1 Strongly disagree","2008","Full Time","middle vocational","","","",""
"1 Strongly disagree","2008","Full Time","vocational + Abi","","","",""
"1 Strongly disagree","2008","Full Time","higher vocational","","","",""
"1 Strongly disagree","2008","Full Time","higher education","","","",""
"1 Strongly disagree","2008","Part Time","in school","","","",""
"1 Strongly disagree","2008","Part Time","inadequately","","","",""
"1 Strongly disagree","2008","Part Time","general elemantary","","","",""
"1 Strongly disagree","2008","Part Time","middle vocational","","","",""
"1 Strongly disagree","2008","Part Time","vocational + Abi","","","",""
"1 Strongly disagree","2008","Part Time","higher vocational","","","",""
"1 Strongly disagree","2008","Part Time","higher education","","","",""
"1 Strongly disagree","2008","Not Working","in school","","","",""
"1 Strongly disagree","2008","Not Working","inadequately","","","",""
"1 Strongly disagree","2008","Not Working","general elemantary","","","",""
"1 Strongly disagree","2008","Not Working","middle vocational","","","",""
"1 Strongly disagree","2008","Not Working","vocational + Abi","","","",""
"1 Strongly disagree","2008","Not Working","higher vocational","","","",""
"1 Strongly disagree","2008","Not Working","higher education","","","",""
"2 on scale 1-7 ","2008","Full Time","in school","","","",""
"2 on scale 1-7 ","2008","Full Time","inadequately","","","",""
"2 on scale 1-7 ","2008","Full Time","general elemantary","","","",""
"2 on scale 1-7 ","2008","Full Time","middle vocational","","","",""
"2 on scale 1-7 ","2008","Full Time","vocational + Abi","","","",""
"2 on scale 1-7 ","2008","Full Time","higher vocational","","","",""
"2 on scale 1-7 ","2008","Full Time","higher education","","","",""
"2 on scale 1-7 ","2008","Part Time","in school","","","",""
"2 on scale 1-7 ","2008","Part Time","inadequately","","","",""
"2 on scale 1-7 ","2008","Part Time","general elemantary","","","",""
"2 on scale 1-7 ","2008","Part Time","middle vocational","","","",""
"2 on scale 1-7 ","2008","Part Time","vocational + Abi","","","",""
"2 on scale 1-7 ","2008","Part Time","higher vocational","","","",""
"2 on scale 1-7 ","2008","Part Time","higher education","","","",""
"2 on scale 1-7 ","2008","Not Working","in school","","","",""
"2 on scale 1-7 ","2008","Not Working","inadequately","","","",""
"2 on scale 1-7 ","2008","Not Working","general elemantary","","","",""
"2 on scale 1-7 ","2008","Not Working","middle vocational","","","",""
"2 on scale 1-7 ","2008","Not Working","vocational + Abi","","","",""
"2 on scale 1-7 ","2008","Not Working","higher vocational","","","",""
"2 on scale 1-7 ","2008","Not Working","higher education","","","",""
"3 on scale 1-7 ","2008","Full Time","in school","","","",""
"3 on scale 1-7 ","2008","Full Time","inadequately","","","",""
"3 on scale 1-7 ","2008","Full Time","general elemantary","","","",""
"3 on scale 1-7 ","2008","Full Time","middle vocational","","","",""
"3 on scale 1-7 ","2008","Full Time","vocational + Abi","","","",""
"3 on scale 1-7 ","2008","Full Time","higher vocational","","","",""
"3 on scale 1-7 ","2008","Full Time","higher education","","","",""
"3 on scale 1-7 ","2008","Part Time","in school","","","",""
"3 on scale 1-7 ","2008","Part Time","inadequately","","","",""
"3 on scale 1-7 ","2008","Part Time","general elemantary","","","",""
"3 on scale 1-7 ","2008","Part Time","middle vocational","","","",""
"3 on scale 1-7 ","2008","Part Time","vocational + Abi","","","",""
"3 on scale 1-7 ","2008","Part Time","higher vocational","","","",""
"3 on scale 1-7 ","2008","Part Time","higher education","","","",""
"3 on scale 1-7 ","2008","Not Working","in school","","","",""
"3 on scale 1-7 ","2008","Not Working","inadequately","","","",""
"3 on scale 1-7 ","2008","Not Working","general elemantary","","","",""
"3 on scale 1-7 ","2008","Not Working","middle vocational","","","",""
"3 on scale 1-7 ","2008","Not Working","vocational + Abi","","","",""
"3 on scale 1-7 ","2008","Not Working","higher vocational","","","",""
"3 on scale 1-7 ","2008","Not Working","higher education","","","",""
"4 on scale 1-7","2008","Full Time","in school","","","",""
"4 on scale 1-7","2008","Full Time","inadequately","","","",""
"4 on scale 1-7","2008","Full Time","general elemantary","","","",""
"4 on scale 1-7","2008","Full Time","middle vocational","","","",""
"4 on scale 1-7","2008","Full Time","vocational + Abi","","","",""
"4 on scale 1-7","2008","Full Time","higher vocational","","","",""
"4 on scale 1-7","2008","Full Time","higher education","","","",""
"4 on scale 1-7","2008","Part Time","in school","","","",""
"4 on scale 1-7","2008","Part Time","inadequately","","","",""
"4 on scale 1-7","2008","Part Time","general elemantary","","","",""
"4 on scale 1-7","2008","Part Time","middle vocational","","","",""
"4 on scale 1-7","2008","Part Time","vocational + Abi","","","",""
"4 on scale 1-7","2008","Part Time","higher vocational","","","",""
"4 on scale 1-7","2008","Part Time","higher education","","","",""
"4 on scale 1-7","2008","Not Working","in school","","","",""
"4 on scale 1-7","2008","Not Working","inadequately","","","",""
"4 on scale 1-7","2008","Not Working","general elemantary","","","",""
"4 on scale 1-7","2008","Not Working","middle vocational","","","",""
"4 on scale 1-7","2008","Not Working","vocational + Abi","","","",""
"4 on scale 1-7","2008","Not Working","higher vocational","","","",""
"4 on scale 1-7","2008","Not Working","higher education","","","",""
"5 on scale 1-7","2008","Full Time","in school","","","",""
"5 on scale 1-7","2008","Full Time","inadequately","","","",""
"5 on scale 1-7","2008","Full Time","general elemantary","","","",""
"5 on scale 1-7","2008","Full Time","middle vocational","","","",""
"5 on scale 1-7","2008","Full Time","vocational + Abi","","","",""
"5 on scale 1-7","2008","Full Time","higher vocational","","","",""
"5 on scale 1-7","2008","Full Time","higher education","","","",""
"5 on scale 1-7","2008","Part Time","in school","","","",""
"5 on scale 1-7","2008","Part Time","inadequately","","","",""
"5 on scale 1-7","2008","Part Time","general elemantary","","","",""
"5 on scale 1-7","2008","Part Time","middle vocational","","","",""
"5 on scale 1-7","2008","Part Time","vocational + Abi","","","",""
"5 on scale 1-7","2008","Part Time","higher vocational","","","",""
"5 on scale 1-7","2008","Part Time","higher education","","","",""
"5 on scale 1-7","2008","Not Working","in school","","","",""
"5 on scale 1-7","2008","Not Working","inadequately","","","",""
"5 on scale 1-7","2008","Not Working","general elemantary","","","",""
"5 on scale 1-7","2008","Not Working","middle vocational","","","",""
"5 on scale 1-7","2008","Not Working","vocational + Abi","","","",""
"5 on scale 1-7","2008","Not Working","higher vocational","","","",""
"5 on scale 1-7","2008","Not Working","higher education","","","",""
"6 on scale 1-7","2008","Full Time","in school","","","",""
"6 on scale 1-7","2008","Full Time","inadequately","","","",""
"6 on scale 1-7","2008","Full Time","general elemantary","","","",""
"6 on scale 1-7","2008","Full Time","middle vocational","","","",""
"6 on scale 1-7","2008","Full Time","vocational + Abi","","","",""
"6 on scale 1-7","2008","Full Time","higher vocational","","","",""
"6 on scale 1-7","2008","Full Time","higher education","","","",""
"6 on scale 1-7","2008","Part Time","in school","","","",""
"6 on scale 1-7","2008","Part Time","inadequately","","","",""
"6 on scale 1-7","2008","Part Time","general elemantary","","","",""
"6 on scale 1-7","2008","Part Time","middle vocational","","","",""
"6 on scale 1-7","2008","Part Time","vocational + Abi","","","",""
"6 on scale 1-7","2008","Part Time","higher vocational","","","",""
"6 on scale 1-7","2008","Part Time","higher education","","","",""
"6 on scale 1-7","2008","Not Working","in school","","","",""
"6 on scale 1-7","2008","Not Working","inadequately","","","",""
"6 on scale 1-7","2008","Not Working","general elemantary","","","",""
"6 on scale 1-7","2008","Not Working","middle vocational","","","",""
"6 on scale 1-7","2008","Not Working","vocational + Abi","","","",""
"6 on scale 1-7","2008","Not Working","higher vocational","","","",""
"6 on scale 1-7","2008","Not Working","higher education","","","",""
"7 Strongly agree","2008","Full Time","in school","","","",""
"7 Strongly agree","2008","Full Time","inadequately","","","",""
"7 Strongly agree","2008","Full Time","general elemantary","","","",""
"7 Strongly agree","2008","Full Time","middle vocational","","","",""
"7 Strongly agree","2008","Full Time","vocational + Abi","","","",""
"7 Strongly agree","2008","Full Time","higher vocational","","","",""
"7 Strongly agree","2008","Full Time","higher education","","","",""
"7 Strongly agree","2008","Part Time","in school","","","",""
"7 Strongly agree","2008","Part Time","inadequately","","","",""
"7 Strongly agree","2008","Part Time","general elemantary","","","",""
"7 Strongly agree","2008","Part Time","middle vocational","","","",""
"7 Strongly agree","2008","Part Time","vocational + Abi","","","",""
"7 Strongly agree","2008","Part Time","higher vocational","","","",""
"7 Strongly agree","2008","Part Time","higher education","","","",""
"7 Strongly agree","2008","Not Working","in school","","","",""
"7 Strongly agree","2008","Not Working","inadequately","","","",""
"7 Strongly agree","2008","Not Working","general elemantary","","","",""
"7 Strongly agree","2008","Not Working","middle vocational","","","",""
"7 Strongly agree","2008","Not Working","vocational + Abi","","","",""
"7 Strongly agree","2008","Not Working","higher vocational","","","",""
"7 Strongly agree","2008","Not Working","higher education","","","",""
"1 Strongly disagree","2009","Full Time","in school","","","",""
"1 Strongly disagree","2009","Full Time","inadequately","","","",""
"1 Strongly disagree","2009","Full Time","general elemantary","","","",""
"1 Strongly disagree","2009","Full Time","middle vocational","","","",""
"1 Strongly disagree","2009","Full Time","vocational + Abi","","","",""
"1 Strongly disagree","2009","Full Time","higher vocational","","","",""
"1 Strongly disagree","2009","Full Time","higher education","","","",""
"1 Strongly disagree","2009","Part Time","in school","","","",""
"1 Strongly disagree","2009","Part Time","inadequately","","","",""
"1 Strongly disagree","2009","Part Time","general elemantary","","","",""
"1 Strongly disagree","2009","Part Time","middle vocational","","","",""
"1 Strongly disagree","2009","Part Time","vocational + Abi","","","",""
"1 Strongly disagree","2009","Part Time","higher vocational","","","",""
"1 Strongly disagree","2009","Part Time","higher education","","","",""
"1 Strongly disagree","2009","Not Working","in school","","","",""
"1 Strongly disagree","2009","Not Working","inadequately","","","",""
"1 Strongly disagree","2009","Not Working","general elemantary","","","",""
"1 Strongly disagree","2009","Not Working","middle vocational","","","",""
"1 Strongly disagree","2009","Not Working","vocational + Abi","","","",""
"1 Strongly disagree","2009","Not Working","higher vocational","","","",""
"1 Strongly disagree","2009","Not Working","higher education","","","",""
"2 on scale 1-7 ","2009","Full Time","in school","","","",""
"2 on scale 1-7 ","2009","Full Time","inadequately","","","",""
"2 on scale 1-7 ","2009","Full Time","general elemantary","","","",""
"2 on scale 1-7 ","2009","Full Time","middle vocational","","","",""
"2 on scale 1-7 ","2009","Full Time","vocational + Abi","","","",""
"2 on scale 1-7 ","2009","Full Time","higher vocational","","","",""
"2 on scale 1-7 ","2009","Full Time","higher education","","","",""
"2 on scale 1-7 ","2009","Part Time","in school","","","",""
"2 on scale 1-7 ","2009","Part Time","inadequately","","","",""
"2 on scale 1-7 ","2009","Part Time","general elemantary","","","",""
"2 on scale 1-7 ","2009","Part Time","middle vocational","","","",""
"2 on scale 1-7 ","2009","Part Time","vocational + Abi","","","",""
"2 on scale 1-7 ","2009","Part Time","higher vocational","","","",""
"2 on scale 1-7 ","2009","Part Time","higher education","","","",""
"2 on scale 1-7 ","2009","Not Working","in school","","","",""
"2 on scale 1-7 ","2009","Not Working","inadequately","","","",""
"2 on scale 1-7 ","2009","Not Working","general elemantary","","","",""
"2 on scale 1-7 ","2009","Not Working","middle vocational","","","",""
"2 on scale 1-7 ","2009","Not Working","vocational + Abi","","","",""
"2 on scale 1-7 ","2009","Not Working","higher vocational","","","",""
"2 on scale 1-7 ","2009","Not Working","higher education","","","",""
"3 on scale 1-7 ","2009","Full Time","in school","","","",""
"3 on scale 1-7 ","2009","Full Time","inadequately","","","",""
"3 on scale 1-7 ","2009","Full Time","general elemantary","","","",""
"3 on scale 1-7 ","2009","Full Time","middle vocational","","","",""
"3 on scale 1-7 ","2009","Full Time","vocational + Abi","","","",""
"3 on scale 1-7 ","2009","Full Time","higher vocational","","","",""
"3 on scale 1-7 ","2009","Full Time","higher education","","","",""
"3 on scale 1-7 ","2009","Part Time","in school","","","",""
"3 on scale 1-7 ","2009","Part Time","inadequately","","","",""
"3 on scale 1-7 ","2009","Part Time","general elemantary","","","",""
"3 on scale 1-7 ","2009","Part Time","middle vocational","","","",""
"3 on scale 1-7 ","2009","Part Time","vocational + Abi","","","",""
"3 on scale 1-7 ","2009","Part Time","higher vocational","","","",""
"3 on scale 1-7 ","2009","Part Time","higher education","","","",""
"3 on scale 1-7 ","2009","Not Working","in school","","","",""
"3 on scale 1-7 ","2009","Not Working","inadequately","","","",""
"3 on scale 1-7 ","2009","Not Working","general elemantary","","","",""
"3 on scale 1-7 ","2009","Not Working","middle vocational","","","",""
"3 on scale 1-7 ","2009","Not Working","vocational + Abi","","","",""
"3 on scale 1-7 ","2009","Not Working","higher vocational","","","",""
"3 on scale 1-7 ","2009","Not Working","higher education","","","",""
"4 on scale 1-7","2009","Full Time","in school","","","",""
"4 on scale 1-7","2009","Full Time","inadequately","","","",""
"4 on scale 1-7","2009","Full Time","general elemantary","","","",""
"4 on scale 1-7","2009","Full Time","middle vocational","","","",""
"4 on scale 1-7","2009","Full Time","vocational + Abi","","","",""
"4 on scale 1-7","2009","Full Time","higher vocational","","","",""
"4 on scale 1-7","2009","Full Time","higher education","","","",""
"4 on scale 1-7","2009","Part Time","in school","","","",""
"4 on scale 1-7","2009","Part Time","inadequately","","","",""
"4 on scale 1-7","2009","Part Time","general elemantary","","","",""
"4 on scale 1-7","2009","Part Time","middle vocational","","","",""
"4 on scale 1-7","2009","Part Time","vocational + Abi","","","",""
"4 on scale 1-7","2009","Part Time","higher vocational","","","",""
"4 on scale 1-7","2009","Part Time","higher education","","","",""
"4 on scale 1-7","2009","Not Working","in school","","","",""
"4 on scale 1-7","2009","Not Working","inadequately","","","",""
"4 on scale 1-7","2009","Not Working","general elemantary","","","",""
"4 on scale 1-7","2009","Not Working","middle vocational","","","",""
"4 on scale 1-7","2009","Not Working","vocational + Abi","","","",""
"4 on scale 1-7","2009","Not Working","higher vocational","","","",""
"4 on scale 1-7","2009","Not Working","higher education","","","",""
"5 on scale 1-7","2009","Full Time","in school","","","",""
"5 on scale 1-7","2009","Full Time","inadequately","","","",""
"5 on scale 1-7","2009","Full Time","general elemantary","","","",""
"5 on scale 1-7","2009","Full Time","middle vocational","","","",""
"5 on scale 1-7","2009","Full Time","vocational + Abi","","","",""
"5 on scale 1-7","2009","Full Time","higher vocational","","","",""
"5 on scale 1-7","2009","Full Time","higher education","","","",""
"5 on scale 1-7","2009","Part Time","in school","","","",""
"5 on scale 1-7","2009","Part Time","inadequately","","","",""
"5 on scale 1-7","2009","Part Time","general elemantary","","","",""
"5 on scale 1-7","2009","Part Time","middle vocational","","","",""
"5 on scale 1-7","2009","Part Time","vocational + Abi","","","",""
"5 on scale 1-7","2009","Part Time","higher vocational","","","",""
"5 on scale 1-7","2009","Part Time","higher education","","","",""
"5 on scale 1-7","2009","Not Working","in school","","","",""
"5 on scale 1-7","2009","Not Working","inadequately","","","",""
"5 on scale 1-7","2009","Not Working","general elemantary","","","",""
"5 on scale 1-7","2009","Not Working","middle vocational","","","",""
"5 on scale 1-7","2009","Not Working","vocational + Abi","","","",""
"5 on scale 1-7","2009","Not Working","higher vocational","","","",""
"5 on scale 1-7","2009","Not Working","higher education","","","",""
"6 on scale 1-7","2009","Full Time","in school","","","",""
"6 on scale 1-7","2009","Full Time","inadequately","","","",""
"6 on scale 1-7","2009","Full Time","general elemantary","","","",""
"6 on scale 1-7","2009","Full Time","middle vocational","","","",""
"6 on scale 1-7","2009","Full Time","vocational + Abi","","","",""
"6 on scale 1-7","2009","Full Time","higher vocational","","","",""
"6 on scale 1-7","2009","Full Time","higher education","","","",""
"6 on scale 1-7","2009","Part Time","in school","","","",""
"6 on scale 1-7","2009","Part Time","inadequately","","","",""
"6 on scale 1-7","2009","Part Time","general elemantary","","","",""
"6 on scale 1-7","2009","Part Time","middle vocational","","","",""
"6 on scale 1-7","2009","Part Time","vocational + Abi","","","",""
"6 on scale 1-7","2009","Part Time","higher vocational","","","",""
"6 on scale 1-7","2009","Part Time","higher education","","","",""
"6 on scale 1-7","2009","Not Working","in school","","","",""
"6 on scale 1-7","2009","Not Working","inadequately","","","",""
"6 on scale 1-7","2009","Not Working","general elemantary","","","",""
"6 on scale 1-7","2009","Not Working","middle vocational","","","",""
"6 on scale 1-7","2009","Not Working","vocational + Abi","","","",""
"6 on scale 1-7","2009","Not Working","higher vocational","","","",""
"6 on scale 1-7","2009","Not Working","higher education","","","",""
"7 Strongly agree","2009","Full Time","in school","","","",""
"7 Strongly agree","2009","Full Time","inadequately","","","",""
"7 Strongly agree","2009","Full Time","general elemantary","","","",""
"7 Strongly agree","2009","Full Time","middle vocational","","","",""
"7 Strongly agree","2009","Full Time","vocational + Abi","","","",""
"7 Strongly agree","2009","Full Time","higher vocational","","","",""
"7 Strongly agree","2009","Full Time","higher education","","","",""
"7 Strongly agree","2009","Part Time","in school","","","",""
"7 Strongly agree","2009","Part Time","inadequately","","","",""
"7 Strongly agree","2009","Part Time","general elemantary","","","",""
"7 Strongly agree","2009","Part Time","middle vocational","","","",""
"7 Strongly agree","2009","Part Time","vocational + Abi","","","",""
"7 Strongly agree","2009","Part Time","higher vocational","","","",""
"7 Strongly agree","2009","Part Time","higher education","","","",""
"7 Strongly agree","2009","Not Working","in school","","","",""
"7 Strongly agree","2009","Not Working","inadequately","","","",""
"7 Strongly agree","2009","Not Working","general elemantary","","","",""
"7 Strongly agree","2009","Not Working","middle vocational","","","",""
"7 Strongly agree","2009","Not Working","vocational + Abi","","","",""
"7 Strongly agree","2009","Not Working","higher vocational","","","",""
"7 Strongly agree","2009","Not Working","higher education","","","",""
"1 Strongly disagree","2010","Full Time","in school","","","",""
"1 Strongly disagree","2010","Full Time","inadequately","","","",""
"1 Strongly disagree","2010","Full Time","general elemantary","1","","",""
"1 Strongly disagree","2010","Full Time","middle vocational","6","","",""
"1 Strongly disagree","2010","Full Time","vocational + Abi","","","",""
"1 Strongly disagree","2010","Full Time","higher vocational","3","","",""
"1 Strongly disagree","2010","Full Time","higher education","1","","",""
"1 Strongly disagree","2010","Part Time","in school","1","","",""
"1 Strongly disagree","2010","Part Time","inadequately","","","",""
"1 Strongly disagree","2010","Part Time","general elemantary","2","","",""
"1 Strongly disagree","2010","Part Time","middle vocational","7","","",""
"1 Strongly disagree","2010","Part Time","vocational + Abi","","","",""
"1 Strongly disagree","2010","Part Time","higher vocational","","","",""
"1 Strongly disagree","2010","Part Time","higher education","1","","",""
"1 Strongly disagree","2010","Not Working","in school","","","",""
"1 Strongly disagree","2010","Not Working","inadequately","1","","",""
"1 Strongly disagree","2010","Not Working","general elemantary","5","","",""
"1 Strongly disagree","2010","Not Working","middle vocational","12","","",""
"1 Strongly disagree","2010","Not Working","vocational + Abi","","","",""
"1 Strongly disagree","2010","Not Working","higher vocational","1","","",""
"1 Strongly disagree","2010","Not Working","higher education","2","","",""
"2 on scale 1-7 ","2010","Full Time","in school","","","",""
"2 on scale 1-7 ","2010","Full Time","inadequately","","","",""
"2 on scale 1-7 ","2010","Full Time","general elemantary","1","","",""
"2 on scale 1-7 ","2010","Full Time","middle vocational","4","","",""
"2 on scale 1-7 ","2010","Full Time","vocational + Abi","1","","",""
"2 on scale 1-7 ","2010","Full Time","higher vocational","1","","",""
"2 on scale 1-7 ","2010","Full Time","higher education","7","","",""
"2 on scale 1-7 ","2010","Part Time","in school","","","",""
"2 on scale 1-7 ","2010","Part Time","inadequately","1","","",""
"2 on scale 1-7 ","2010","Part Time","general elemantary","3","","",""
"2 on scale 1-7 ","2010","Part Time","middle vocational","7","","",""
"2 on scale 1-7 ","2010","Part Time","vocational + Abi","","","",""
"2 on scale 1-7 ","2010","Part Time","higher vocational","3","","",""
"2 on scale 1-7 ","2010","Part Time","higher education","4","","",""
"2 on scale 1-7 ","2010","Not Working","in school","1","","",""
"2 on scale 1-7 ","2010","Not Working","inadequately","2","","",""
"2 on scale 1-7 ","2010","Not Working","general elemantary","3","","",""
"2 on scale 1-7 ","2010","Not Working","middle vocational","11","","",""
"2 on scale 1-7 ","2010","Not Working","vocational + Abi","","","",""
"2 on scale 1-7 ","2010","Not Working","higher vocational","1","","",""
"2 on scale 1-7 ","2010","Not Working","higher education","2","","",""
"3 on scale 1-7 ","2010","Full Time","in school","","","",""
"3 on scale 1-7 ","2010","Full Time","inadequately","1","","",""
"3 on scale 1-7 ","2010","Full Time","general elemantary","6","","",""
"3 on scale 1-7 ","2010","Full Time","middle vocational","21","","",""
"3 on scale 1-7 ","2010","Full Time","vocational + Abi","4","","",""
"3 on scale 1-7 ","2010","Full Time","higher vocational","3","","",""
"3 on scale 1-7 ","2010","Full Time","higher education","6","","",""
"3 on scale 1-7 ","2010","Part Time","in school","","","",""
"3 on scale 1-7 ","2010","Part Time","inadequately","","","",""
"3 on scale 1-7 ","2010","Part Time","general elemantary","2","","",""
"3 on scale 1-7 ","2010","Part Time","middle vocational","10","","",""
"3 on scale 1-7 ","2010","Part Time","vocational + Abi","2","","",""
"3 on scale 1-7 ","2010","Part Time","higher vocational","1","","",""
"3 on scale 1-7 ","2010","Part Time","higher education","6","","",""
"3 on scale 1-7 ","2010","Not Working","in school","1","","",""
"3 on scale 1-7 ","2010","Not Working","inadequately","1","","",""
"3 on scale 1-7 ","2010","Not Working","general elemantary","6","","",""
"3 on scale 1-7 ","2010","Not Working","middle vocational","22","","",""
"3 on scale 1-7 ","2010","Not Working","vocational + Abi","2","","",""
"3 on scale 1-7 ","2010","Not Working","higher vocational","","","",""
"3 on scale 1-7 ","2010","Not Working","higher education","7","","",""
"4 on scale 1-7","2010","Full Time","in school","","","",""
"4 on scale 1-7","2010","Full Time","inadequately","","","",""
"4 on scale 1-7","2010","Full Time","general elemantary","9","","",""
"4 on scale 1-7","2010","Full Time","middle vocational","76","0.0268724782407981","0.0210983388628428","0.0326466176187534"
"4 on scale 1-7","2010","Full Time","vocational + Abi","9","","",""
"4 on scale 1-7","2010","Full Time","higher vocational","12","","",""
"4 on scale 1-7","2010","Full Time","higher education","33","0.0152593332481037","0.00980456955034206","0.0207140969458654"
"4 on scale 1-7","2010","Part Time","in school","1","","",""
"4 on scale 1-7","2010","Part Time","inadequately","3","","",""
"4 on scale 1-7","2010","Part Time","general elemantary","16","","",""
"4 on scale 1-7","2010","Part Time","middle vocational","53","0.0230158721866047","0.0165071317766675","0.0295246125965419"
"4 on scale 1-7","2010","Part Time","vocational + Abi","5","","",""
"4 on scale 1-7","2010","Part Time","higher vocational","10","","",""
"4 on scale 1-7","2010","Part Time","higher education","17","","",""
"4 on scale 1-7","2010","Not Working","in school","5","","",""
"4 on scale 1-7","2010","Not Working","inadequately","5","","",""
"4 on scale 1-7","2010","Not Working","general elemantary","42","0.0547596024399215","0.0402846793410984","0.0692345255387446"
"4 on scale 1-7","2010","Not Working","middle vocational","112","0.0327132663172298","0.0266218860116271","0.0388046466228325"
"4 on scale 1-7","2010","Not Working","vocational + Abi","6","","",""
"4 on scale 1-7","2010","Not Working","higher vocational","10","","",""
"4 on scale 1-7","2010","Not Working","higher education","24","","",""
"5 on scale 1-7","2010","Full Time","in school","","","",""
"5 on scale 1-7","2010","Full Time","inadequately","3","","",""
"5 on scale 1-7","2010","Full Time","general elemantary","33","0.100505338043906","0.0687320083478392","0.132278667739973"
"5 on scale 1-7","2010","Full Time","middle vocational","286","0.0886029062200054","0.0784561709787264","0.0987496414612844"
"5 on scale 1-7","2010","Full Time","vocational + Abi","34","0.101204602297866","0.0734004649701434","0.129008739625589"
"5 on scale 1-7","2010","Full Time","higher vocational","39","0.0659609224453779","0.0458470338042889","0.0860748110864668"
"5 on scale 1-7","2010","Full Time","higher education","141","0.0641313639885546","0.0532297723214459","0.0750329556556632"
"5 on scale 1-7","2010","Part Time","in school","4","","",""
"5 on scale 1-7","2010","Part Time","inadequately","","","",""
"5 on scale 1-7","2010","Part Time","general elemantary","35","0.11955375452637","0.0849659677093514","0.154141541343389"
"5 on scale 1-7","2010","Part Time","middle vocational","192","0.0856319994402291","0.0734864258451821","0.097777573035276"
"5 on scale 1-7","2010","Part Time","vocational + Abi","17","","",""
"5 on scale 1-7","2010","Part Time","higher vocational","17","","",""
"5 on scale 1-7","2010","Part Time","higher education","55","0.0728174771922411","0.0549565808177601","0.090678373566722"
"5 on scale 1-7","2010","Not Working","in school","22","","",""
"5 on scale 1-7","2010","Not Working","inadequately","10","","",""
"5 on scale 1-7","2010","Not Working","general elemantary","109","0.116341062347908","0.0959413598157743","0.136740764880042"
"5 on scale 1-7","2010","Not Working","middle vocational","345","0.105135149360321","0.0946317751806245","0.115638523540018"
"5 on scale 1-7","2010","Not Working","vocational + Abi","19","","",""
"5 on scale 1-7","2010","Not Working","higher vocational","40","0.0950721798537749","0.0663994686604982","0.123744891047052"
"5 on scale 1-7","2010","Not Working","higher education","90","0.0858666366142119","0.0691342748682719","0.102598998360152"
"6 on scale 1-7","2010","Full Time","in school","","","",""
"6 on scale 1-7","2010","Full Time","inadequately","8","","",""
"6 on scale 1-7","2010","Full Time","general elemantary","83","0.243386754824165","0.198039154565665","0.288734355082664"
"6 on scale 1-7","2010","Full Time","middle vocational","790","0.242467689969118","0.227164708825695","0.257770671112541"
"6 on scale 1-7","2010","Full Time","vocational + Abi","144","0.323438509031909","0.280313581913879","0.366563436149939"
"6 on scale 1-7","2010","Full Time","higher vocational","166","0.293267312982905","0.256375535783108","0.330159090182702"
"6 on scale 1-7","2010","Full Time","higher education","633","0.322404070705603","0.301605529329318","0.343202612081887"
"6 on scale 1-7","2010","Part Time","in school","21","","",""
"6 on scale 1-7","2010","Part Time","inadequately","7","","",""
"6 on scale 1-7","2010","Part Time","general elemantary","82","0.263356039836758","0.216400136647559","0.310311943025957"
"6 on scale 1-7","2010","Part Time","middle vocational","535","0.255715295621508","0.236779333411859","0.274651257831156"
"6 on scale 1-7","2010","Part Time","vocational + Abi","78","0.271206048336746","0.218077981171764","0.324334115501729"
"6 on scale 1-7","2010","Part Time","higher vocational","76","0.336261196204622","0.279909993467489","0.392612398941755"
"6 on scale 1-7","2010","Part Time","higher education","211","0.270859164477674","0.240311339319183","0.301406989636166"
"6 on scale 1-7","2010","Not Working","in school","73","0.328269973836298","0.265207464138649","0.391332483533947"
"6 on scale 1-7","2010","Not Working","inadequately","26","","",""
"6 on scale 1-7","2010","Not Working","general elemantary","265","0.265492071152645","0.237396426157223","0.293587716148066"
"6 on scale 1-7","2010","Not Working","middle vocational","820","0.244933297550072","0.230207028913329","0.259659566186815"
"6 on scale 1-7","2010","Not Working","vocational + Abi","60","0.231518760147011","0.17615757375586","0.286879946538162"
"6 on scale 1-7","2010","Not Working","higher vocational","105","0.234874936980507","0.193434949368674","0.27631492459234"
