"plh0206i01","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence"
"3 on scale 1-7 ","2019","Not Employed","Urban Area","","","",""
"3 on scale 1-7 ","2019","Not Employed","Rural Area","","","",""
"3 on scale 1-7 ","2019","Employed","Urban Area","","","",""
"3 on scale 1-7 ","2019","Employed","Rural Area","","","",""
"4 on scale 1-7","2019","Not Employed","Urban Area","3","","",""
"4 on scale 1-7","2019","Not Employed","Rural Area","2","","",""
"4 on scale 1-7","2019","Employed","Urban Area","","","",""
"4 on scale 1-7","2019","Employed","Rural Area","","","",""
"5 on scale 1-7","2019","Not Employed","Urban Area","9","","",""
"5 on scale 1-7","2019","Not Employed","Rural Area","2","","",""
"5 on scale 1-7","2019","Employed","Urban Area","","","",""
"5 on scale 1-7","2019","Employed","Rural Area","","","",""
"6 on scale 1-7","2019","Not Employed","Urban Area","19","","",""
"6 on scale 1-7","2019","Not Employed","Rural Area","13","","",""
"6 on scale 1-7","2019","Employed","Urban Area","","","",""
"6 on scale 1-7","2019","Employed","Rural Area","","","",""
"7 Strongly agree","2019","Not Employed","Urban Area","142","0.849408221492407","0.796418952536178","0.902397490448636"
"7 Strongly agree","2019","Not Employed","Rural Area","84","0.870604199956775","0.805146932253024","0.936061467660525"
"7 Strongly agree","2019","Employed","Urban Area","","","",""
"7 Strongly agree","2019","Employed","Rural Area","","","",""
